"recordnum_license","license_no","business_name","address","city","state","postal_code","latitude","longitude","phone_number","license_status","recordnum_insp","insp_type","insp_subtype","action_date","action_sequence","action_status","code","violation_description","violation_comments","violation_key","last_table_update","neighborhood","community_council_neighborhood"
"H201400527","FSO-020884-C4S","""CHINA KITCHEN""","323 LUDLOW AV","CINCINNATI","OH","45220","39.14342025431176","-84.5202875482836","513-221-5333","LICENSE","CFSI164156","ROUTINE","STANDARD INSPECTION","2016-07-13T00:00:00.000","A016875474","Abated","3717-1-04.4(F)(2)","""3717-1-04.4(F)(2) - Violation - Warewashing sinks-use limitation, cleaning.



Warewashing sink was not properly cleaned and/or sanitized.""","""Violation has been abated""","HLE161380V","2016-07-13T00:00:00.000","CLIFTON",
"H201000180","FSO-018204-C3S","""BOWTIE CAFÉ""","1101 ST GREGORY ST","CINCINNATI","OH","45202","39.10784060941807","-84.4978373026228","513 621-2233","LICENSE","CFSI163026","ROUTINE","STANDARD INSPECTION","2016-07-11T00:00:00.000","A016999500","Not Abated","3717-1-03.4(G)(4)","""3717-1-03.4(G)(4) - Violation - RTE TCS, date marking

Date marking was not done in a consistent manner according to the code.

""",""" ""","HLE160850V","2016-08-09T00:00:00.000","MT. ADAMS",
"H200801045","FSO-008874-C4S","""BAKE'S PLACE""","414 WALNUT ST","CINCINNATI","OH","45202","39.100739241830276","-84.5109763055253","513-651-3344","LICENSE","CFSI200929","ROUTINE","STANDARD INSPECTION","2021-01-14T00:00:00.000","A023677406","Abated","3717-1-04.2(I)","""3717-1-04.2(I) - Violation - Sanitizing solutions-testing devices.

There is no test kit available for measuring the concentration of the sanitizer.""","""Violation has been abated""","HF18551310","2021-01-15T00:00:00.000","DOWNTOWN",
"H202000160","FSO-024422-C4S","""CANTINA AGAVE""","4110 HAMILTON AV","CINCINNATI","OH","45223","39.16051329924946","-84.5391260998931","(513) 295-8395","LICENSE","CFSI222846","ROUTINE","STANDARD INSPECTION","2022-07-22T00:00:00.000","A025903763","Not Abated","3717-1-03.2(D)","""3717-1-03.2(D) - Violation - Food Storage containers-common name ID

Working containers of food are not properly labeled.""","""Unlabeled salt shaker above grill.

Working containers of food are not properly labeled.""","HF18440495","2022-08-01T00:00:00.000","NORTHSIDE",
"H200801790","RFE-015859-C4S","""GILLIGAN COMPANY #1202 SHELL / SUBWAY #2202""","205 CALHOUN ST","CINCINNATI","OH","45219","39.127876512424656","-84.5150491582489","513-281-4282","LICENSE","CFSI221224","ROUTINE","STANDARD INSPECTION","2022-08-24T00:00:00.000","A026009868","Not Abated","3717-1-06.4(K)","""3717-1-06.4(K) - Violation - Facilities: Pest control: 

The presence of insects, rodents, and other pests is not being adequately controlled or minimized.""","""OBSERVATION: Observed small flying insects in the coffee self service area and Subway prep ara. Also, seen a few house flies throughout facility.
CORRECTIVE ACTION: Operator is currently trying out apple cider vinegar traps and will continue working with a pest control operator.""","HF18452645","2022-08-25T00:00:00.000","CUF",
"H200801790","RFE-015859-C4S","""GILLIGAN COMPANY #1202 SHELL / SUBWAY #2202""","205 CALHOUN ST","CINCINNATI","OH","45219","39.127876512424656","-84.5150491582489","513-281-4282","LICENSE","CFSI221224","ROUTINE","STANDARD INSPECTION","2022-08-24T00:00:00.000","A026009846","Not Abated","3717-1-03.5(C)","""3717-1-03.5(C) - Violation - Food labels-required information

Food is not properly labeled.""","""Dunkin donut case did not have the ingredients information readily accessible at the case. Shell.""","HF18440905","2022-08-25T00:00:00.000","CUF",
"H200801790","RFE-015859-C4S","""GILLIGAN COMPANY #1202 SHELL / SUBWAY #2202""","205 CALHOUN ST","CINCINNATI","OH","45219","39.127876512424656","-84.5150491582489","513-281-4282","LICENSE","CFSI221224","ROUTINE","STANDARD INSPECTION","2022-08-24T00:00:00.000","A026009845","Not Abated","3717-1-03.2(D)","""3717-1-03.2(D) - Violation - Food Storage containers-common name ID

Working containers of food are not properly labeled.""","""A bulk container of Sugar inside of dry goods room was unlabeled.""","HF18440495","2022-08-25T00:00:00.000","CUF",
"H200801790","RFE-015859-C4S","""GILLIGAN COMPANY #1202 SHELL / SUBWAY #2202""","205 CALHOUN ST","CINCINNATI","OH","45219","39.127876512424656","-84.5150491582489","513-281-4282","LICENSE","CFSI221224","ROUTINE","STANDARD INSPECTION","2022-08-24T00:00:00.000","A026009878","Not Abated","3717-1-04.1(Y)","""3717-1-04.1(Y) - Violation - Temperature Measuring Devices

Temperature measuring devices are missing, not correctly placed, not readable, or of improper design.""","""Thermometer readouts on Sandwich blocks were not accessible. Subway.""","HF18431175","2022-08-25T00:00:00.000","CUF",
"H200802196","RFE-016850-C1S","""H & A MARKET""","1327 MAIN ST","CINCINNATI","OH","45202","39.110634732473564","-84.5122180541574","513-345-2447","LICENSE","CFSI221256","ROUTINE","STANDARD INSPECTION","2022-08-01T00:00:00.000","A025904716","Abated","3717-1-04.1(Y)","""3717-1-04.1(Y) - Violation - Temperature Measuring Devices

Temperature measuring devices are missing, not correctly placed, not readable, or of improper design.""","""Violation has been abated""","HF18431175","2022-08-01T00:00:00.000","OVER-THE-RHINE",
"H200802196","RFE-016850-C1S","""H & A MARKET""","1327 MAIN ST","CINCINNATI","OH","45202","39.110634732473564","-84.5122180541574","513-345-2447","LICENSE","CFSI221256","ROUTINE","STANDARD INSPECTION","2022-08-01T00:00:00.000","A025904711","Abated","3717-1-03.5(C)","""3717-1-03.5(C) - Violation - Food labels-required information

Food is not properly labeled.""","""Violation has been abated""","HF18440905","2022-08-01T00:00:00.000","OVER-THE-RHINE",
"H200802196","RFE-016850-C1S","""H & A MARKET""","1327 MAIN ST","CINCINNATI","OH","45202","39.110634732473564","-84.5122180541574","513-345-2447","LICENSE","CFSI221256","ROUTINE","STANDARD INSPECTION","2022-08-01T00:00:00.000","A025904715","Abated","3717-1-03.2(Q)","""3717-1-03.2(Q) - Violation - Food Storage-preventing contamination form the premises

Food items are not protected from contamination during storage.""","""Violation has been abated""","HF18460600","2022-08-01T00:00:00.000","OVER-THE-RHINE",
"H200801790","RFE-015859-C4S","""GILLIGAN COMPANY #1202 SHELL / SUBWAY #2202""","205 CALHOUN ST","CINCINNATI","OH","45219","39.127876512424656","-84.5150491582489","513-281-4282","LICENSE","CFSI221224","ROUTINE","STANDARD INSPECTION","2022-08-24T00:00:00.000","A026009856","Abated On-Site","3717-1-07.2","""3717-1-07.2 - Violation - Poisonous/toxic material-retail stock separation

Poisonous/toxic materials for retail sale are stored improperly. ""","""OBSERVATION: Glade Air Freshener Spray cans were in close proximity to boxes of Cereal on retail shelf. Shell
CORRECTIVE ACTION: Air Freshener was moved by the manager.""","HF18282780","2022-08-25T00:00:00.000","CUF",
"H200801790","RFE-015859-C4S","""GILLIGAN COMPANY #1202 SHELL / SUBWAY #2202""","205 CALHOUN ST","CINCINNATI","OH","45219","39.127876512424656","-84.5150491582489","513-281-4282","LICENSE","CFSI221224","ROUTINE","STANDARD INSPECTION","2022-08-24T00:00:00.000","A026009847","Not Abated","3717-1-07.2","""3717-1-07.2 - Violation - Poisonous/toxic material-retail stock separation

Poisonous/toxic materials for retail sale are stored improperly. ""","""OBSERVATION: Glade Air Freshener Spray cans were in close proximity to boxes of Cereal on retail shelf. Shell
CORRECTIVE ACTION: Air Freshener was moved by the manager.""","HF18282780","2022-08-25T00:00:00.000","CUF",
"H200802196","RFE-016850-C1S","""H & A MARKET""","1327 MAIN ST","CINCINNATI","OH","45202","39.110634732473564","-84.5122180541574","513-345-2447","LICENSE","CFSI221256","ROUTINE","STANDARD INSPECTION","2022-08-01T00:00:00.000","A025904712","Abated","3717-1-04.4(A)(1)","""3717-1-04.4(A)(1) - Violation - Equipment-good repair and proper adjustment.

Equipment and/or components were not maintained in good working order.""","""Violation has been abated""","HF18541340","2022-08-01T00:00:00.000","OVER-THE-RHINE",
"H200801790","RFE-015859-C4S","""GILLIGAN COMPANY #1202 SHELL / SUBWAY #2202""","205 CALHOUN ST","CINCINNATI","OH","45219","39.127876512424656","-84.5150491582489","513-281-4282","LICENSE","CFSI221224","ROUTINE","STANDARD INSPECTION","2022-08-24T00:00:00.000","A026009870","Not Abated","3717-1-04.6(C)(3)","""3717-1-04.6(C)(3) - Violation - Food contact surfaces, chemical sanitizing

After being cleaned, food-contact surfaces and utensils were not sanitized using an effective or approved combination of exposure time, chemical concentration, temperature, and/or pH.""","""Observed 50ppm of sanitizer in wiping cloth bucket in the coffee self service area.""","HF18161615","2022-08-25T00:00:00.000","CUF",
"H200801045","FSO-008874-C4S","""BAKE'S PLACE""","414 WALNUT ST","CINCINNATI","OH","45202","39.100739241830276","-84.5109763055253","513-651-3344","LICENSE","CFSI200929","ROUTINE","STANDARD INSPECTION","2021-01-14T00:00:00.000","A023677405","Abated","3717-1-04.4(A)(1)","""3717-1-04.4(A)(1) - Violation - Equipment-good repair and proper adjustment.

Equipment and/or components were not maintained in good working order.""","""Violation has been abated""","HF18541340","2021-01-15T00:00:00.000","DOWNTOWN",
"H200802196","RFE-016850-C1S","""H & A MARKET""","1327 MAIN ST","CINCINNATI","OH","45202","39.110634732473564","-84.5122180541574","513-345-2447","LICENSE","CFSI221256","ROUTINE","STANDARD INSPECTION","2022-08-01T00:00:00.000","A025904714","Not Abated","3717-1-04.5(D)","""3717-1-04.5(D) - Violation - Non-food contact surfaces-Cleaning Frequency

Nonfood-contact surfaces are not cleaned frequently enough.""","""Black residue on shelves inside of retail beverage reach-in-cooler.""","HF18561535","2022-08-01T00:00:00.000","OVER-THE-RHINE",
"H200802196","RFE-016850-C1S","""H & A MARKET""","1327 MAIN ST","CINCINNATI","OH","45202","39.110634732473564","-84.5122180541574","513-345-2447","LICENSE","CFSI221256","ROUTINE","STANDARD INSPECTION","2022-08-01T00:00:00.000","A025904713","Not Abated","3717-1-06.4(A)","""3717-1-06.4(A) - Violation - Facilities: Maintenance: Good repair

The physical facilities were not maintained in good repair.""","""Damaged floor tiles throughout facility.""","HF18622580","2022-08-01T00:00:00.000","OVER-THE-RHINE",
"H200801219","FSO-010015-C4S","""THAI TASTE""","5120 CROOKSHANK RD","CINCINNATI","OH","45238","39.12835297168055","-84.6095962883561","513-421-6151","LICENSE","CFSI220842","ROUTINE","STANDARD INSPECTION","2022-06-21T00:00:00.000","A025724217","Not Abated","3717-1-04.4(P)","""3717-1-04.4(P) - Violation - Warewashing equipment -sanitizer concentration.

Sanitizer concentration is not being monitored.""","""Warewashing equipment -sanitizer concentration.

Sanitizer concentration is not being monitored.""","HF18551430","2022-06-22T00:00:00.000","WESTWOOD",
"H201500292","FSO-021293-C4S","""POPEYES #751 - CORP #3271""","7131 READING RD","CINCINNATI","OH","45237","39.190632998257726","-84.4629842092472","(513) 731-1997","LICENSE","CFSI222421","ROUTINE","STANDARD INSPECTION","2022-05-24T00:00:00.000","A025615248","Not Abated","3717-1-06.4(A)","""3717-1-06.4(A) - Violation - Facilities: Maintenance: Good repair

The physical facilities were not maintained in good repair.""","""Damaged celling in the front prep area

The physical facilities were not maintained in good repair.""","HF18622580","2022-05-26T00:00:00.000","ROSELAWN",
"H200801074","FSO-009045-C4S","""SIDEWINDER COFFEE""","4181 HAMILTON AV","CINCINNATI","OH","45223","39.16302976969772","-84.5401727740649","513-542-8321","LICENSE","CFSI220821","ROUTINE","STANDARD INSPECTION","2022-06-24T00:00:00.000","A025759078","Abated On-Site","3717-1-02.3(A)","""3717-1-02.3(A) - Violation - Food contamination-eating

Employees were eating, drinking or using tobacco in non-designated areas.""","""Open cups of employee's drinks on counter in food prep.area.

Employees were eating, drinking or using tobacco in non-designated areas.""","HF18060085","2022-06-29T00:00:00.000","NORTHSIDE",
"H202100086","FSO-024632-C4S","""BEE'S BARBECUE""","5910 CHANDLER ST","CINCINNATI","OH","45227","39.16364133385301","-84.3921665833885","513-561-2337","LICENSE","CFSI223959","ROUTINE","STANDARD INSPECTION","2022-08-25T00:00:00.000","A026013209","Not Abated","3717-1-04.1(C)","""3717-1-04.1(C) - Violation - Food Contact Surfaces Cleanability

Multiuse food-contact surfaces were not smooth or free of breaks, open seams, cracks, chips, inclusions, pits, sharp internal angles, space corners, or crevices.""","""OBSERVATION:  Food Contact Surfaces Clean ability
Measuring plastic cups were cracked have non smooth easy to clean surfaces 
Multi use food-contact surfaces were not smooth or free of breaks, open seams, cracks, chips, inclusions, pits, sharp internal angles, space corners, or crevices.
CORRECTIVE ACTION: Person in charge discarded all the cracked plastic cups""","HF18541050","2022-08-25T00:00:00.000","MADISONVILLE",
"H202100086","FSO-024632-C4S","""BEE'S BARBECUE""","5910 CHANDLER ST","CINCINNATI","OH","45227","39.16364133385301","-84.3921665833885","513-561-2337","LICENSE","CFSI223959","ROUTINE","STANDARD INSPECTION","2022-08-25T00:00:00.000","A026013206","Not Abated","3717-1-04.4(B)","""3717-1-04.4(B) - Violation - Cutting surfaces.

Cutting surface(s) unable to be effectively cleaned and sanitized.""","""Cutting surfaces.

Cutting surface unable to be effectively cleaned and sanitized.""","HF18541355","2022-08-25T00:00:00.000","MADISONVILLE",
"H202100487","FSO-025226-C4S","""ARCHWAY'S GLENWAY LLC DBA MCDONALDS""","5341 GLENWAY AV","CINCINNATI","OH","45238","39.12697286771196","-84.6057467788967","513-451-1418","LICENSE","CFSI224085","COMPLAINT","COMPLAINT","2022-08-24T00:00:00.000",,"CLOS-NO  - No Violations Found",,,,,"2022-08-25T00:00:00.000","WEST PRICE HILL",
"H202200329","FSO-H202200329-C3S","""BENIN BAR-B-Q WESTWOOD""","3134 HARRISON AV","CINCINNATI","OH","45211","39.151642312909836","-84.60067990534391","513-514-0100","LICENSE","CFSI224192","COMPLAINT","COMPLAINT","2022-08-24T00:00:00.000",,"CLOS-NO  - No Violations Found",,,,,"2022-08-25T00:00:00.000","WESTWOOD",
"H201900527","RFE-024206-C3S","""MADISON MART""","6004 MADISON RD","CINCINNATI","OH","45227","39.160729349352856","-84.3915520079147","513-999-3355","DELINQ","CFSI224195","ROUTINE","STANDARD INSPECTION","2022-08-25T00:00:00.000","A026013176","Not Abated","3717-1-06.4(F)","""3717-1-06.4(F) - Violation - Facilities: Mops: Drying

After use, mops are not placed in a position that allows them to air-dry without soiling walls, equipment, or supplies.""","""Facilities: Mops: Drying

After use, mops are not placed in a position that allows them to air-dry without soiling walls, equipment, or supplies.""","HF18622615","2022-08-25T00:00:00.000","MADISONVILLE",
"H200801045","FSO-008874-C4S","""BAKE'S PLACE""","414 WALNUT ST","CINCINNATI","OH","45202","39.100739241830276","-84.5109763055253","513-651-3344","LICENSE","CFSI200929","ROUTINE","STANDARD INSPECTION","2021-01-14T00:00:00.000","A023677404","Abated","3717-1-03.2(M)(2)(a)","""3717-1-03.2(M)(2)(a)  - Violation - Wiping cloths-use limitation

Wet wiping cloth was not maintained in a sanitizer solution between uses.""","""Violation has been abated""","HF18480550","2021-01-15T00:00:00.000","DOWNTOWN",
"H202100024","RFE-024564-C4S","""SAINT FRANCIS APIZZA""","3392 ERIE AV","CINCINNATI","OH","45208","39.14155174311175","-84.4208144987786",,"LICENSE","CFSI222905","ROUTINE","STANDARD INSPECTION","2022-08-25T00:00:00.000","A026011409","Not Abated","3717-1-03.2(C)(1)(a)","""3717-1-03.2(C)(1)(a) - Violation - Preventing Contamination by Separation, Packaging, and Segregation

Ready-to-eat food was not protected from cross-contamination by raw animal food.""","""OBSERVATION:  Preventing Contamination by Separation, Packaging, and Segregation

Ready-to-eat food was not protected from cross-contamination by raw animal food.
CORRECTIVE ACTION: Store whole raw eggs under RTF""","HF18150454","2022-08-25T00:00:00.000","HYDE PARK",
"H200801074","FSO-009045-C4S","""SIDEWINDER COFFEE""","4181 HAMILTON AV","CINCINNATI","OH","45223","39.16302976969772","-84.5401727740649","513-542-8321","LICENSE","CFSI220821","ROUTINE","STANDARD INSPECTION","2022-06-24T00:00:00.000","A025759069","Not Abated","3717-1-02.3(A)","""3717-1-02.3(A) - Violation - Food contamination-eating

Employees were eating, drinking or using tobacco in non-designated areas.""","""Open cups of employee's drinks on counter in food prep.area.

Employees were eating, drinking or using tobacco in non-designated areas.""","HF18060085","2022-06-29T00:00:00.000","NORTHSIDE",
"H200801045","FSO-008874-C4S","""BAKE'S PLACE""","414 WALNUT ST","CINCINNATI","OH","45202","39.100739241830276","-84.5109763055253","513-651-3344","LICENSE","CFSI200929","ROUTINE","STANDARD INSPECTION","2021-01-14T00:00:00.000","A023677403","Abated","3717-1-03.2(D)","""3717-1-03.2(D) - Violation - Food Storage containers-common name ID

Working containers of food are not properly labeled.""","""Violation has been abated""","HF18440495","2021-01-15T00:00:00.000","DOWNTOWN",
"H202100024","RFE-024564-C4S","""SAINT FRANCIS APIZZA""","3392 ERIE AV","CINCINNATI","OH","45208","39.14155174311175","-84.4208144987786",,"LICENSE","CFSI222905","ROUTINE","STANDARD INSPECTION","2022-08-25T00:00:00.000","A026011410","Abated On-Site","3717-1-03.2(C)(1)(a)","""3717-1-03.2(C)(1)(a) - Violation - Preventing Contamination by Separation, Packaging, and Segregation

Ready-to-eat food was not protected from cross-contamination by raw animal food.""","""OBSERVATION:  Preventing Contamination by Separation, Packaging, and Segregation

Ready-to-eat food was not protected from cross-contamination by raw animal food.
CORRECTIVE ACTION: Store whole raw eggs under RTF""","HF18150454","2022-08-25T00:00:00.000","HYDE PARK",
"H200801790","RFE-015859-C4S","""GILLIGAN COMPANY #1202 SHELL / SUBWAY #2202""","205 CALHOUN ST","CINCINNATI","OH","45219","39.127876512424656","-84.5150491582489","513-281-4282","LICENSE","CFSI221224","ROUTINE","STANDARD INSPECTION","2022-08-24T00:00:00.000","A026009873","Not Abated","3717-1-05.4(F)(1)","""3717-1-05.4(F)(1) - Violation - Refuse/recyclables/returnables-Outdoor receptacle lids/covers/doors

Outdoor refuse containers do not have tight fitting lids, doors, or covers.""","""Dumpster doors were maintained open.""","HF18612165","2022-08-25T00:00:00.000","CUF",
"H200801790","RFE-015859-C4S","""GILLIGAN COMPANY #1202 SHELL / SUBWAY #2202""","205 CALHOUN ST","CINCINNATI","OH","45219","39.127876512424656","-84.5150491582489","513-281-4282","LICENSE","CFSI221224","ROUTINE","STANDARD INSPECTION","2022-08-24T00:00:00.000","A026009874","Not Abated","3717-1-06.4(A)","""3717-1-06.4(A) - Violation - Facilities: Maintenance: Good repair

The physical facilities were not maintained in good repair.""","""1. There were gaps in Outdoor shed along the bottom of walls and rear. Repair/close gaps.
2. Torn ceiling tiles in dry storage room.""","HF18622580","2022-08-25T00:00:00.000","CUF",
"H200801219","FSO-010015-C4S","""THAI TASTE""","5120 CROOKSHANK RD","CINCINNATI","OH","45238","39.12835297168055","-84.6095962883561","513-421-6151","LICENSE","CFSI220842","ROUTINE","STANDARD INSPECTION","2022-06-27T00:00:00.000","A025757553","Abated","3717-1-07.0(B)","""3717-1-07.0(B) - Violation - Poisonous/toxic material-working containers

Working containers of poisonous/toxic materials are not labeled.""","""Violation has been abated""","HF18282680","2022-06-29T00:00:00.000","WESTWOOD",
"H200801219","FSO-010015-C4S","""THAI TASTE""","5120 CROOKSHANK RD","CINCINNATI","OH","45238","39.12835297168055","-84.6095962883561","513-421-6151","LICENSE","CFSI220842","ROUTINE","STANDARD INSPECTION","2022-06-27T00:00:00.000","A025757552","Abated","3717-1-03.2(J)","""3717-1-03.2(J) - Violation - Food Contact with equipment and utensils

Food is contacting an unclean surface.""","""Violation has been abated""","HF18150530","2022-06-29T00:00:00.000","WESTWOOD",
"H200800638","FSO-005725-C4S","""LAROSA'S HYDE PARK""","2684 MADISON RD","CINCINNATI","OH","45208","39.14482545941334","-84.4442017618418","513 321-1794","LICENSE","CFSI160827","ROUTINE","STANDARD INSPECTION","2016-08-02T00:00:00.000","A016965979","Not Abated","3717-1-06.4(L)","""3717-1-06.4(L) - Violation - Facilities: Removing pests: 



The operator failed to remove dead pest(s) in a timely manner. ""","""Dead roaches in basement""","HLE162650V","2016-08-02T00:00:00.000","HYDE PARK",
"H200801790","RFE-015859-C4S","""GILLIGAN COMPANY #1202 SHELL / SUBWAY #2202""","205 CALHOUN ST","CINCINNATI","OH","45219","39.127876512424656","-84.5150491582489","513-281-4282","LICENSE","CFSI221224","ROUTINE","STANDARD INSPECTION","2022-08-24T00:00:00.000","A026009875","Not Abated","3717-1-06.4(A)","""3717-1-06.4(A) - Violation - Facilities: Maintenance: Good repair

The physical facilities were not maintained in good repair.""","""1. There were gaps in Outdoor shed along the bottom of walls and rear. Repair/close gaps.
2. Torn ceiling tiles in dry storage room.
3. Replace water damaged ceiling tiles throughout retail area.-Shell""","HF18622580","2022-08-25T00:00:00.000","CUF",
"H200801790","RFE-015859-C4S","""GILLIGAN COMPANY #1202 SHELL / SUBWAY #2202""","205 CALHOUN ST","CINCINNATI","OH","45219","39.127876512424656","-84.5150491582489","513-281-4282","LICENSE","CFSI221224","ROUTINE","STANDARD INSPECTION","2022-08-24T00:00:00.000","A026009877","Not Abated","3717-1-06.4(F)","""3717-1-06.4(F) - Violation - Facilities: Mops: Drying

After use, mops are not placed in a position that allows them to air-dry without soiling walls, equipment, or supplies.""","""Wet mop was held in the sink in dry storage area. Hang up to dry.""","HF18622615","2022-08-25T00:00:00.000","CUF",
"H201400092","FSO-020553-C4S","""GOMEZ SALSA""","107 E 12TH ST","CINCINNATI","OH","45202","39.10843456233427","-84.5128706906472","513-314-1978","PAID","CFSI223736","ROUTINE","STANDARD INSPECTION","2022-06-21T00:00:00.000","A025719135","Not Abated","3717-1-05.4(F)(1)","""3717-1-05.4(F)(1) - Violation - Refuse/recyclables/returnables-Outdoor receptacle lids/covers/doors

Outdoor refuse containers do not have tight fitting lids, doors, or covers.""","""1. Broken lid on dumpster. Replace.

2. Overflowing cardboard in dumspter. Ensure lid is on dumspter tightly.""","HF18612165","2022-06-21T00:00:00.000","OVER-THE-RHINE",
"H202200174","RFE-025414-C1S","""HAWTHORNE MARKET LLC""","977 HAWTHORNE AV","CINCINNATI","OH","45205","39.109639815763984","-84.5624045361975","513-628-1146","LICENSE","CFSI223659","ROUTINE","STANDARD INSPECTION","2022-06-21T00:00:00.000","A025717009","Abated","3717-1-04.5(D)","""3717-1-04.5(D) - Violation - Non-food contact surfaces-Cleaning Frequency

Nonfood-contact surfaces are not cleaned frequently enough.""","""Violation has been abated""","HF18561535","2022-06-21T00:00:00.000","EAST PRICE HILL",
"H200801790","RFE-015859-C4S","""GILLIGAN COMPANY #1202 SHELL / SUBWAY #2202""","205 CALHOUN ST","CINCINNATI","OH","45219","39.127876512424656","-84.5150491582489","513-281-4282","LICENSE","CFSI221224","ROUTINE","STANDARD INSPECTION","2022-08-24T00:00:00.000","A026009876","Not Abated","3717-1-06.4(N)","""3717-1-06.4(N) - Violation - Maintaining premises: unnecessary items and litter.

There are unnecessary or nonfunctional items and /or litter on the premises.  ""","""1. There is a collection of trash on the ground on the side of the outdoor shed. 
2. F'real machine was out of order.-Shell
3. Dunkin Donuts coffee machine was out of order.""","HF18622660","2022-08-25T00:00:00.000","CUF",
"H200801855","RFE-015961-C3S","""FAIRMOUNT CARRY OUT""","1964 HARRISON AV","CINCINNATI","OH","45214","39.13204442503744","-84.5628853688864","513-662-5600","LICENSE","CFSI223237","ROUTINE","STANDARD INSPECTION","2022-08-24T00:00:00.000","A026010155","Abated","3717-1-05.1(L)(1)","""3717-1-05.1(L)(1) - Violation - Handwashing facilities 

Handwashing facility is not located to allow convenient use by employees.""","""Violation has been abated""","HF18101905","2022-08-25T00:00:00.000","NORTH FAIRMOUNT",
"H200801855","RFE-015961-C3S","""FAIRMOUNT CARRY OUT""","1964 HARRISON AV","CINCINNATI","OH","45214","39.13204442503744","-84.5628853688864","513-662-5600","LICENSE","CFSI223237","ROUTINE","STANDARD INSPECTION","2022-08-24T00:00:00.000","A026010154","Abated","3717-1-04.4(N)","""3717-1-04.4(N) - Violation - Warewashing Equipment-Chemical Sanitization 

A chemical sanitizer was unregistered, improperly used, or improperly produced.""","""Violation has been abated""","HF18161421","2022-08-25T00:00:00.000","NORTH FAIRMOUNT",
"H200801855","RFE-015961-C3S","""FAIRMOUNT CARRY OUT""","1964 HARRISON AV","CINCINNATI","OH","45214","39.13204442503744","-84.5628853688864","513-662-5600","LICENSE","CFSI223237","ROUTINE","STANDARD INSPECTION","2022-08-24T00:00:00.000","A026010159","Abated","3717-1-04.5(B)(4)(b)","""3717-1-04.5(B)(4)(b) - Violation - Cleaning frequency-TCS

Utensils or equipment are not cleaned at the proper frequency or the frequency is not documented""","""Violation has been abated""","HF18161500","2022-08-25T00:00:00.000","NORTH FAIRMOUNT",
"H200801855","RFE-015961-C3S","""FAIRMOUNT CARRY OUT""","1964 HARRISON AV","CINCINNATI","OH","45214","39.13204442503744","-84.5628853688864","513-662-5600","LICENSE","CFSI223237","ROUTINE","STANDARD INSPECTION","2022-08-24T00:00:00.000","A026010157","Abated","3717-1-03.2(M)(2)(a)","""3717-1-03.2(M)(2)(a)  - Violation - Wiping cloths-use limitation

Wet wiping cloth was not maintained in a sanitizer solution between uses.""","""Violation has been abated""","HF18480550","2022-08-25T00:00:00.000","NORTH FAIRMOUNT",
"H200801855","RFE-015961-C3S","""FAIRMOUNT CARRY OUT""","1964 HARRISON AV","CINCINNATI","OH","45214","39.13204442503744","-84.5628853688864","513-662-5600","LICENSE","CFSI223237","ROUTINE","STANDARD INSPECTION","2022-08-24T00:00:00.000","A026010156","Abated","3717-1-05.1(S)(2)","""3717-1-05.1(S)(2) - Violation - Plumbing system-maintained in good repair

Plumbing system is not maintained in good repair.""","""Violation has been abated""","HF18581965","2022-08-25T00:00:00.000","NORTH FAIRMOUNT",
"H201300047","FSO-019659-C4S","""SHP IV BARRINGTON OAKLEY LLC""","4855 BABSON PL","CINCINNATI","OH","45227","39.16038473230512","-84.4080621101","513 561-9100","LICENSE","CFSI163864","ROUTINE","STANDARD INSPECTION","2016-07-29T00:00:00.000","A016958548","Abated","3717-1-03.4(C)","""3717-1-03.4(C)  - Violation - Thawing TCS-Temperature & Time Control

TCS food was improperly thawed.""","""Violation has been abated""","HLE160775V","2016-08-01T00:00:00.000","MADISONVILLE",
"H202200174","RFE-025414-C1S","""HAWTHORNE MARKET LLC""","977 HAWTHORNE AV","CINCINNATI","OH","45205","39.109639815763984","-84.5624045361975","513-628-1146","LICENSE","CFSI223659","ROUTINE","STANDARD INSPECTION","2022-06-21T00:00:00.000","A025717008","Abated","3717-1-06.4(B)(1)","""3717-1-06.4(B)(1) - Violation - Facilities: Cleaning: Frequency 

The physical facilities are not cleaned as often as necessary to keep them clean.""","""Violation has been abated""","HF18622585","2022-06-21T00:00:00.000","EAST PRICE HILL",
"H200801855","RFE-015961-C3S","""FAIRMOUNT CARRY OUT""","1964 HARRISON AV","CINCINNATI","OH","45214","39.13204442503744","-84.5628853688864","513-662-5600","LICENSE","CFSI223237","ROUTINE","STANDARD INSPECTION","2022-08-24T00:00:00.000","A026010158","Abated","3717-1-06.4(E)","""3717-1-06.4(E) - Violation - Facilities: Food/Ware/Handwash sink: Improper use

Food preparation sinks, handwashing lavatories, and warewashing equipment are used for the cleaning of maintenance tools, the preparation or holding of maintenance materials, or the disposal of mop water and similar liquid wastes.""","""Violation has been abated""","HF18622610","2022-08-25T00:00:00.000","NORTH FAIRMOUNT",
"H200801939","RFE-016190-C3S","""SCHWARZ FOOD MARKET""","2311 BALTIMORE AV","CINCINNATI","OH","45225","39.15009351691894","-84.5619618401493","513-542-8855","LICENSE","CFSI220981","ROUTINE","STANDARD INSPECTION","2022-08-24T00:00:00.000","A026010145","Abated","3717-1-06.2(B)","""3717-1-06.2(B) - Violation - Facilities-handwashing cleanser availability

Each handwashing lavatory did not have a supply of hand cleanser.""","""Violation has been abated""","HF18102480","2022-08-25T00:00:00.000","EAST WESTWOOD",
