"account","description","fund","department","function","object","approved","actual","fiscal_year","account_id"
"1100-412-41600-4330-0000","REPAIRS-OFFICE EQUIP","OPERATING FUND","MUNICIPAL COURT","JUDICIAL SERVICES","REPAIRS-OFFICE EQUIP","3435.00","3180.83","2017","1100-412-41600-4330-0000_2017"
"1100-412-41600-5300-0000","TELEPHONE UTIL EXP","OPERATING FUND","MUNICIPAL COURT","JUDICIAL SERVICES","TELEPHONE UTILITIES EXPEN","1500.00","1412.73","2017","1100-412-41600-5300-0000_2017"
"1100-412-41600-5500-0000","PRINTING","OPERATING FUND","MUNICIPAL COURT","JUDICIAL SERVICES","PRINTING","5000.00","3711.35","2017","1100-412-41600-5500-0000_2017"
"1100-412-41600-5700-0000","MEMBERSHIP AND DUES","OPERATING FUND","MUNICIPAL COURT","JUDICIAL SERVICES","MEMBERSHIP AND DUES","555.00","510.00","2017","1100-412-41600-5700-0000_2017"
"1100-412-41600-5800-0000","TRAVEL EXPENSE","OPERATING FUND","MUNICIPAL COURT","JUDICIAL SERVICES","TRAVEL EXPENSE","4480.00","3021.19","2017","1100-412-41600-5800-0000_2017"
"1100-412-41600-5900-0000","EMPLOYEE TRAINING","OPERATING FUND","MUNICIPAL COURT","JUDICIAL SERVICES","EMPLOYEE TRAINING","3305.00","3299.99","2017","1100-412-41600-5900-0000_2017"
"1100-412-41600-6100-0000","GENERAL SUPPLIES","OPERATING FUND","MUNICIPAL COURT","JUDICIAL SERVICES","GENERAL SUPPLIES","9000.00","5966.55","2017","1100-412-41600-6100-0000_2017"
"1100-412-41600-6102-0000","POSTAGE","OPERATING FUND","MUNICIPAL COURT","JUDICIAL SERVICES","POSTAGE","14211.00","14832.29","2017","1100-412-41600-6102-0000_2017"
"1100-412-41600-6106-0000","UNIFORMS & CLOTHING","OPERATING FUND","MUNICIPAL COURT","JUDICIAL SERVICES","UNIFORMS & CLOTHING","360.00","0.00","2017","1100-412-41600-6106-0000_2017"
"1100-412-41600-6125-0000","MINOR EQUIP < $5,000","OPERATING FUND","MUNICIPAL COURT","JUDICIAL SERVICES","MINOR EQUIP < $5,000","2966.00","2964.30","2017","1100-412-41600-6125-0000_2017"
"1100-412-41600-6400-0000","EDUC  MATERIALS","OPERATING FUND","MUNICIPAL COURT","JUDICIAL SERVICES","EDUC MATERIALS","850.00","590.35","2017","1100-412-41600-6400-0000_2017"
"1100-412-41700-1100-0000","SALARIES","OPERATING FUND","LEGAL DEPARTMENT","JUDICIAL SERVICES","SALARIES","187271.00","189386.49","2017","1100-412-41700-1100-0000_2017"
"1100-412-41700-1300-0000","OVERTIME ALLOTMENT","OPERATING FUND","LEGAL DEPARTMENT","JUDICIAL SERVICES","OVERTIME","500.00","0.00","2017","1100-412-41700-1300-0000_2017"
"1100-412-41700-2100-0000","GROUP HEALTH INS","OPERATING FUND","LEGAL DEPARTMENT","JUDICIAL SERVICES","GROUP HEALTH INS","45000.00","45000.00","2017","1100-412-41700-2100-0000_2017"
"1100-412-41700-2200-0000","SOCIAL SEC MATCH EXP","OPERATING FUND","LEGAL DEPARTMENT","JUDICIAL SERVICES","SOCIAL SEC MATCH EXP","14755.00","14326.13","2017","1100-412-41700-2200-0000_2017"
"1100-412-41700-2300-0000","STATE RETIRE MATCH","OPERATING FUND","LEGAL DEPARTMENT","JUDICIAL SERVICES","STATE RETIRE MATCH","20768.00","21777.21","2017","1100-412-41700-2300-0000_2017"
"1100-412-41700-3200-0000","LEGAL FEES","OPERATING FUND","LEGAL DEPARTMENT","JUDICIAL SERVICES","LEGAL FEES","620216.00","677272.64","2017","1100-412-41700-3200-0000_2017"
"1100-412-41700-3300-0000","CONTRAC SERVICES","OPERATING FUND","LEGAL DEPARTMENT","JUDICIAL SERVICES","CONTRACT SERVICES","404451.00","404450.12","2017","1100-412-41700-3300-0000_2017"
"1100-412-41700-4330-0000","REPAIRS-OFFICE EQUIP","OPERATING FUND","LEGAL DEPARTMENT","JUDICIAL SERVICES","REPAIRS-OFFICE EQUIP","5735.00","5793.76","2017","1100-412-41700-4330-0000_2017"
"1100-412-41700-5300-0000","TELEPHONE UTIL EXP","OPERATING FUND","LEGAL DEPARTMENT","JUDICIAL SERVICES","TELEPHONE UTILITIES EXPEN","700.00","401.54","2017","1100-412-41700-5300-0000_2017"
"1100-412-41700-5500-0000","PRINTING","OPERATING FUND","LEGAL DEPARTMENT","JUDICIAL SERVICES","PRINTING","850.00","578.08","2017","1100-412-41700-5500-0000_2017"
"1100-412-41700-5700-0000","MEMBERSHIP AND DUES","OPERATING FUND","LEGAL DEPARTMENT","JUDICIAL SERVICES","MEMBERSHIP AND DUES","1526.00","460.00","2017","1100-412-41700-5700-0000_2017"
"1100-412-41700-5900-0000","EMPLOYEE TRAINING","OPERATING FUND","LEGAL DEPARTMENT","JUDICIAL SERVICES","EMPLOYEE TRAINING","2000.00","1015.00","2017","1100-412-41700-5900-0000_2017"
"1100-412-41700-6100-0000","GENERAL SUPPLIES","OPERATING FUND","LEGAL DEPARTMENT","JUDICIAL SERVICES","GENERAL SUPPLIES","1700.00","1666.02","2017","1100-412-41700-6100-0000_2017"
"1100-412-41700-6102-0000","POSTAGE","OPERATING FUND","LEGAL DEPARTMENT","JUDICIAL SERVICES","POSTAGE","2000.00","1085.60","2017","1100-412-41700-6102-0000_2017"
"1100-412-41700-6125-0000","MINOR EQUIP < $5,000","OPERATING FUND","LEGAL DEPARTMENT","JUDICIAL SERVICES","MINOR EQUIP < $5,000","750.00","0.00","2017","1100-412-41700-6125-0000_2017"
"1100-412-41700-6400-0000","EDUC MATERIALS","OPERATING FUND","LEGAL DEPARTMENT","JUDICIAL SERVICES","EDUC MATERIALS","15774.00","14913.20","2017","1100-412-41700-6400-0000_2017"
"1100-412-41700-8150-0000","MISCELLANEOUS EXP","OPERATING FUND","LEGAL DEPARTMENT","JUDICIAL SERVICES","MISCELLANEOUS EXP","350.00","122.08","2017","1100-412-41700-8150-0000_2017"
"1100-418-41800-1100-0000","SALARIES","OPERATING FUND","PLANNING AND DEVELOPMENT","PLANNING & DEVELOPMENT","SALARIES","1847264.00","1761005.37","2017","1100-418-41800-1100-0000_2017"
"1100-418-41800-1300-0000","OVERTIME ALLOTMENT","OPERATING FUND","PLANNING AND DEVELOPMENT","PLANNING & DEVELOPMENT","OVERTIME","44083.00","20045.57","2017","1100-418-41800-1300-0000_2017"
"1100-418-41800-2100-0000","GROUP HEALTH INS","OPERATING FUND","PLANNING AND DEVELOPMENT","PLANNING & DEVELOPMENT","GROUP HEALTH INS","465000.00","465000.00","2017","1100-418-41800-2100-0000_2017"
"1100-418-41800-2200-0000","SOCIAL SEC MATCH EXP","OPERATING FUND","PLANNING AND DEVELOPMENT","PLANNING & DEVELOPMENT","SOCIAL SEC MATCH EXP","144689.00","134734.14","2017","1100-418-41800-2200-0000_2017"
"1100-418-41800-2300-0000","STATE RETIRE MATCH","OPERATING FUND","PLANNING AND DEVELOPMENT","PLANNING & DEVELOPMENT","STATE RETIRE MATCH","209303.00","203461.49","2017","1100-418-41800-2300-0000_2017"
"1100-418-41800-3300-0000","CONTRAC SERVICES","OPERATING FUND","PLANNING AND DEVELOPMENT","PLANNING & DEVELOPMENT","CONTRACT SERVICES","261595.00","38584.14","2017","1100-418-41800-3300-0000_2017"
"1100-418-41800-5300-0000","TELEPHONE UTIL EXP","OPERATING FUND","PLANNING AND DEVELOPMENT","PLANNING & DEVELOPMENT","TELEPHONE UTILITIES EXPEN","15558.00","12256.02","2017","1100-418-41800-5300-0000_2017"
"1100-418-41800-5500-0000","PRINTING","OPERATING FUND","PLANNING AND DEVELOPMENT","PLANNING & DEVELOPMENT","PRINTING","7750.00","7441.05","2017","1100-418-41800-5500-0000_2017"
"1100-418-41800-5700-0000","MEMBERSHIP AND DUES","OPERATING FUND","PLANNING AND DEVELOPMENT","PLANNING & DEVELOPMENT","MEMBERSHIP AND DUES","8191.00","5772.00","2017","1100-418-41800-5700-0000_2017"
"1100-418-41800-5800-0000","TRAVEL EXPENSE","OPERATING FUND","PLANNING AND DEVELOPMENT","PLANNING & DEVELOPMENT","TRAVEL EXPENSE","16665.00","8771.72","2017","1100-418-41800-5800-0000_2017"
"1100-418-41800-5900-0000","EMPLOYEE TRAINING","OPERATING FUND","PLANNING AND DEVELOPMENT","PLANNING & DEVELOPMENT","EMPLOYEE TRAINING","11100.00","7714.00","2017","1100-418-41800-5900-0000_2017"
"1100-418-41800-6100-0000","GENERAL SUPPLIES","OPERATING FUND","PLANNING AND DEVELOPMENT","PLANNING & DEVELOPMENT","GENERAL SUPPLIES","13800.00","10497.44","2017","1100-418-41800-6100-0000_2017"
"1100-418-41800-6102-0000","POSTAGE","OPERATING FUND","PLANNING AND DEVELOPMENT","PLANNING & DEVELOPMENT","POSTAGE","1400.00","894.26","2017","1100-418-41800-6102-0000_2017"
"1100-418-41800-6106-0000","UNIFORMS & CLOTHING","OPERATING FUND","PLANNING AND DEVELOPMENT","PLANNING & DEVELOPMENT","UNIFORMS & CLOTHING","1400.00","1383.26","2017","1100-418-41800-6106-0000_2017"
"1100-418-41800-6125-0000","MINOR EQUIP < $5,000","OPERATING FUND","PLANNING AND DEVELOPMENT","PLANNING & DEVELOPMENT","MINOR EQUIP < $5,000","7500.00","380.92","2017","1100-418-41800-6125-0000_2017"
"1100-418-41800-6260-0000","VEHICLE FUEL EXPENSE","OPERATING FUND","PLANNING AND DEVELOPMENT","PLANNING & DEVELOPMENT","VEHICLE FUEL EXPENSE","33421.00","13830.86","2017","1100-418-41800-6260-0000_2017"
"1100-418-41800-6400-0000","EDUC MATERIALS","OPERATING FUND","PLANNING AND DEVELOPMENT","PLANNING & DEVELOPMENT","EDUC MATERIALS","2940.00","2636.20","2017","1100-418-41800-6400-0000_2017"
"1100-420-42100-1100-0000","SALARIES","OPERATING FUND","POLICE DEPARTMENT","PUBLIC SAFETY","SALARIES","8234308.00","8243161.51","2017","1100-420-42100-1100-0000_2017"
"1100-420-42100-1300-0000","OVERTIME ALLOTMENT","OPERATING FUND","POLICE DEPARTMENT","PUBLIC SAFETY","OVERTIME","371356.00","339462.87","2017","1100-420-42100-1300-0000_2017"
"1100-420-42100-2100-0000","GROUP HEALTH INS","OPERATING FUND","POLICE DEPARTMENT","PUBLIC SAFETY","GROUP HEALTH INS","2550000.00","2550000.00","2017","1100-420-42100-2100-0000_2017"
"1100-420-42100-2200-0000","SOCIAL SEC MATCH EXP","OPERATING FUND","POLICE DEPARTMENT","PUBLIC SAFETY","SOCIAL SEC MATCH EXP","656039.00","631009.50","2017","1100-420-42100-2200-0000_2017"
"1100-420-42100-2300-0000","STATE RETIRE MATCH","OPERATING FUND","POLICE DEPARTMENT","PUBLIC SAFETY","STATE RETIRE MATCH","93091.00","101454.53","2017","1100-420-42100-2300-0000_2017"
"1100-420-42100-2310-0000","POLICE RETIREMENT","OPERATING FUND","POLICE DEPARTMENT","PUBLIC SAFETY","POLICE RETIREMENT","1064158.00","1099629.92","2017","1100-420-42100-2310-0000_2017"
"1100-420-42100-3220-0000","EMPLOYEE PHYSICALS","OPERATING FUND","POLICE DEPARTMENT","PUBLIC SAFETY","EMPLOYEE PHYSICALS","14850.00","10486.06","2017","1100-420-42100-3220-0000_2017"
"1100-420-42100-3300-0000","CONTRAC SERVICES","OPERATING FUND","POLICE DEPARTMENT","PUBLIC SAFETY","CONTRACT SERVICES","40251.00","37121.48","2017","1100-420-42100-3300-0000_2017"
"1100-420-42100-4110-0000","WATER UTILITIES EXP","OPERATING FUND","POLICE DEPARTMENT","PUBLIC SAFETY","WATER UTILITIES EXPENSE","2031.00","2295.34","2017","1100-420-42100-4110-0000_2017"
"1100-420-42100-4320-0000","REPAIRS-MACH/EQUIP","OPERATING FUND","POLICE DEPARTMENT","PUBLIC SAFETY","REPAIRS MACH & EQUIP","19738.00","19951.58","2017","1100-420-42100-4320-0000_2017"
"1100-420-42100-4330-0000","REPAIRS-OFFICE EQUIP","OPERATING FUND","POLICE DEPARTMENT","PUBLIC SAFETY","REPAIRS-OFFICE EQUIP","9000.00","4239.06","2017","1100-420-42100-4330-0000_2017"
"1100-420-42100-4340-0000","REPAIRS TO RADIOS","OPERATING FUND","POLICE DEPARTMENT","PUBLIC SAFETY","REPAIRS TO RADIOS","229000.00","188245.62","2017","1100-420-42100-4340-0000_2017"
"1100-420-42100-5300-0000","TELEPHONE UTIL EXP","OPERATING FUND","POLICE DEPARTMENT","PUBLIC SAFETY","TELEPHONE UTILITIES EXPEN","93545.00","93312.26","2017","1100-420-42100-5300-0000_2017"
"1100-420-42100-5500-0000","PRINTING","OPERATING FUND","POLICE DEPARTMENT","PUBLIC SAFETY","PRINTING","9425.00","6352.22","2017","1100-420-42100-5500-0000_2017"
"1100-420-42100-5700-0000","MEMBERSHIP AND DUES","OPERATING FUND","POLICE DEPARTMENT","PUBLIC SAFETY","MEMBERSHIP AND DUES","7145.00","7106.00","2017","1100-420-42100-5700-0000_2017"
"1100-420-42100-5800-0000","TRAVEL EXPENSE","OPERATING FUND","POLICE DEPARTMENT","PUBLIC SAFETY","TRAVEL EXPENSE","37000.00","33063.28","2017","1100-420-42100-5800-0000_2017"
"1100-420-42100-5900-0000","EMPLOYEE TRAINING","OPERATING FUND","POLICE DEPARTMENT","PUBLIC SAFETY","EMPLOYEE TRAINING","27000.00","26225.35","2017","1100-420-42100-5900-0000_2017"
"1100-420-42100-6100-0000","GENERAL SUPPLIES","OPERATING FUND","POLICE DEPARTMENT","PUBLIC SAFETY","GENERAL SUPPLIES","79669.00","74652.23","2017","1100-420-42100-6100-0000_2017"
"1100-420-42100-6102-0000","POSTAGE","OPERATING FUND","POLICE DEPARTMENT","PUBLIC SAFETY","POSTAGE","4300.00","2614.67","2017","1100-420-42100-6102-0000_2017"
"1100-420-42100-6104-0000","CLEANING/SANIT SUPPL","OPERATING FUND","POLICE DEPARTMENT","PUBLIC SAFETY","CLEANING/SANIT SUPPL","4300.00","2600.05","2017","1100-420-42100-6104-0000_2017"
"1100-420-42100-6106-0000","UNIFORMS & CLOTHING","OPERATING FUND","POLICE DEPARTMENT","PUBLIC SAFETY","UNIFORMS & CLOTHING","213554.00","214075.60","2017","1100-420-42100-6106-0000_2017"
"1100-420-42100-6107-0000","OTHER PROG MAT & SUP","OPERATING FUND","POLICE DEPARTMENT","PUBLIC SAFETY","OTH PROG MATERIALS","5000.00","4115.13","2017","1100-420-42100-6107-0000_2017"
"1100-420-42100-6125-0000","MINOR EQUIP < $5,000","OPERATING FUND","POLICE DEPARTMENT","PUBLIC SAFETY","MINOR EQUIP < $5,000","21288.00","21269.07","2017","1100-420-42100-6125-0000_2017"
"1100-420-42100-6220-0000","ELECTRICAL UTIL EXP","OPERATING FUND","POLICE DEPARTMENT","PUBLIC SAFETY","ELECTRICAL UTIL EXP","13900.00","11868.34","2017","1100-420-42100-6220-0000_2017"
"1100-420-42100-6260-0000","VEHICLE FUEL EXPENSE","OPERATING FUND","POLICE DEPARTMENT","PUBLIC SAFETY","VEHICLE FUEL EXPENSE","433067.00","328018.45","2017","1100-420-42100-6260-0000_2017"
"1100-420-42100-6400-0000","EDUC MATERIALS","OPERATING FUND","POLICE DEPARTMENT","PUBLIC SAFETY","EDUC MATERIALS","4155.00","588.58","2017","1100-420-42100-6400-0000_2017"
"1100-420-42100-7400-0000","CAPITAL EQUIP OUTLAY","OPERATING FUND","POLICE DEPARTMENT","PUBLIC SAFETY","MACHINERY & EQUIP","62465.00","62465.00","2017","1100-420-42100-7400-0000_2017"
"1100-420-42100-7410-0000","EQUIPMENT > $5,000","OPERATING FUND","POLICE DEPARTMENT","PUBLIC SAFETY","EQUIPMENT > $5,000","762.00","762.00","2017","1100-420-42100-7410-0000_2017"
"1100-420-42100-8130-0000","PUBLIC RELATIONS","OPERATING FUND","POLICE DEPARTMENT","PUBLIC SAFETY","PUBLIC RELATIONS","9000.00","8252.47","2017","1100-420-42100-8130-0000_2017"
"1100-420-42200-1100-0000","SALARIES","OPERATING FUND","FIRE DEPARTMENT","PUBLIC SAFETY","SALARIES","5655321.00","5471705.31","2017","1100-420-42200-1100-0000_2017"
"1100-420-42200-1300-0000","OVERTIME ALLOTMENT","OPERATING FUND","FIRE DEPARTMENT","PUBLIC SAFETY","OVERTIME","985275.00","1006408.99","2017","1100-420-42200-1300-0000_2017"
"1100-420-42200-2100-0000","GROUP HEALTH INS","OPERATING FUND","FIRE DEPARTMENT","PUBLIC SAFETY","GROUP HEALTH INS","1830000.00","1830000.00","2017","1100-420-42200-2100-0000_2017"
"1100-420-42200-2200-0000","SOCIAL SEC MATCH EXP","OPERATING FUND","FIRE DEPARTMENT","PUBLIC SAFETY","SOCIAL SEC MATCH EXP","508006.00","475228.60","2017","1100-420-42200-2200-0000_2017"
"1100-420-42200-2300-0000","STATE RETIRE MATCH","OPERATING FUND","FIRE DEPARTMENT","PUBLIC SAFETY","STATE RETIRE MATCH","16590.00","13126.00","2017","1100-420-42200-2300-0000_2017"
"1100-420-42200-2310-0000","POLICE RETIREMENT","OPERATING FUND","FIRE DEPARTMENT","PUBLIC SAFETY","POLICE RETIREMENT","917079.00","904676.86","2017","1100-420-42200-2310-0000_2017"
"1100-420-42200-3220-0000","EMPLOYEE PHYSICALS","OPERATING FUND","FIRE DEPARTMENT","PUBLIC SAFETY","EMPLOYEE PHYSICALS","25200.00","5200.66","2017","1100-420-42200-3220-0000_2017"
"1100-420-42200-3300-0000","CONTRAC SERVICES","OPERATING FUND","FIRE DEPARTMENT","PUBLIC SAFETY","CONTRACT SERVICES","28625.00","28285.77","2017","1100-420-42200-3300-0000_2017"
"1100-420-42200-4110-0000","WATER UTILITIES EXP","OPERATING FUND","FIRE DEPARTMENT","PUBLIC SAFETY","WATER UTILITIES EXPENSE","21122.00","20561.53","2017","1100-420-42200-4110-0000_2017"
"1100-420-42200-4320-0000","REPAIRS-MACH/EQUIP","OPERATING FUND","FIRE DEPARTMENT","PUBLIC SAFETY","REPAIRS MACH & EQUIP","39550.00","37606.15","2017","1100-420-42200-4320-0000_2017"
"1100-420-42200-4340-0000","REPAIRS TO RADIOS","OPERATING FUND","FIRE DEPARTMENT","PUBLIC SAFETY","REPAIRS TO RADIOS","80508.00","80048.56","2017","1100-420-42200-4340-0000_2017"
"1100-420-42200-5300-0000","TELEPHONE UTIL EXP","OPERATING FUND","FIRE DEPARTMENT","PUBLIC SAFETY","TELEPHONE UTILITIES EXPEN","33500.00","28918.90","2017","1100-420-42200-5300-0000_2017"
"1100-420-42200-5500-0000","PRINTING","OPERATING FUND","FIRE DEPARTMENT","PUBLIC SAFETY","PRINTING","1000.00","470.30","2017","1100-420-42200-5500-0000_2017"
"1100-420-42200-5700-0000","MEMBERSHIP AND DUES","OPERATING FUND","FIRE DEPARTMENT","PUBLIC SAFETY","MEMBERSHIP AND DUES","2112.00","1237.00","2017","1100-420-42200-5700-0000_2017"
"1100-420-42200-5800-0000","FIRE TRAVEL EXPENSE","OPERATING FUND","FIRE DEPARTMENT","PUBLIC SAFETY","TRAVEL EXPENSE","26360.00","13686.03","2017","1100-420-42200-5800-0000_2017"
"1100-420-42200-5801-0000","MEDICAL TRAVEL","OPERATING FUND","FIRE DEPARTMENT","PUBLIC SAFETY","MEDICAL TRAVEL","4450.00","2543.25","2017","1100-420-42200-5801-0000_2017"
"1100-420-42200-5900-0000","FIRE TRAINING EXPENSE","OPERATING FUND","FIRE DEPARTMENT","PUBLIC SAFETY","EMPLOYEE TRAINING","19705.00","13766.82","2017","1100-420-42200-5900-0000_2017"
"1100-420-42200-5901-0000","MEDICAL TRAINING","OPERATING FUND","FIRE DEPARTMENT","PUBLIC SAFETY","MEDICAL TRAINING","7525.00","7425.00","2017","1100-420-42200-5901-0000_2017"
"1100-420-42200-6100-0000","GENERAL SUPPLIES","OPERATING FUND","FIRE DEPARTMENT","PUBLIC SAFETY","GENERAL SUPPLIES","16000.00","14341.25","2017","1100-420-42200-6100-0000_2017"
"1100-420-42200-6102-0000","POSTAGE","OPERATING FUND","FIRE DEPARTMENT","PUBLIC SAFETY","POSTAGE","1000.00","809.71","2017","1100-420-42200-6102-0000_2017"
"1100-420-42200-6104-0000","CLEANING/SANIT SUPPL","OPERATING FUND","FIRE DEPARTMENT","PUBLIC SAFETY","CLEANING/SANIT SUPPL","13100.00","13055.97","2017","1100-420-42200-6104-0000_2017"
"1100-420-42200-6106-0000","UNIFORMS & CLOTHING","OPERATING FUND","FIRE DEPARTMENT","PUBLIC SAFETY","UNIFORMS & CLOTHING","151500.00","136964.69","2017","1100-420-42200-6106-0000_2017"
"1100-420-42200-6120-0000","FIRE PREV OFFICE SUP","OPERATING FUND","FIRE DEPARTMENT","PUBLIC SAFETY","FIRE PREVENTION SUP","3000.00","2939.56","2017","1100-420-42200-6120-0000_2017"
"1100-420-42200-6121-0000","MEDICAL SUPPLIES","OPERATING FUND","FIRE DEPARTMENT","PUBLIC SAFETY","MEDICAL SUPPLIES","18500.00","18334.97","2017","1100-420-42200-6121-0000_2017"
"1100-420-42200-6122-0000","HAZMAT SUPPL/MATE","OPERATING FUND","FIRE DEPARTMENT","PUBLIC SAFETY","HAZMAT SUPPLIES & MATLS","8175.00","8166.92","2017","1100-420-42200-6122-0000_2017"
"1100-420-42200-6123-0000","PARAMED TR SUP/MAT","OPERATING FUND","FIRE DEPARTMENT","PUBLIC SAFETY","PARAMEDIC TRNG SUPPLY","35300.00","34782.13","2017","1100-420-42200-6123-0000_2017"
"1100-420-42200-6125-0000","MINOR EQUIP < $5,000","OPERATING FUND","FIRE DEPARTMENT","PUBLIC SAFETY","MINOR EQUIP < $5,000","64180.00","63519.75","2017","1100-420-42200-6125-0000_2017"
"1100-420-42200-6210-0000","HEATING FUEL UTILITES","OPERATING FUND","FIRE DEPARTMENT","PUBLIC SAFETY","HEATING FUEL UTILITES","5642.00","5079.95","2017","1100-420-42200-6210-0000_2017"
"1100-420-42200-6220-0000","ELECTRICAL UTIL EXP","OPERATING FUND","FIRE DEPARTMENT","PUBLIC SAFETY","ELECTRICAL UTIL EXP","66973.00","66885.53","2017","1100-420-42200-6220-0000_2017"
"1100-420-42200-6260-0000","VEHICLE FUEL EXPENSE","OPERATING FUND","FIRE DEPARTMENT","PUBLIC SAFETY","VEHICLE FUEL EXPENSE","94831.00","89693.45","2017","1100-420-42200-6260-0000_2017"
"1100-420-42200-6400-0000","FIRE EDUC MATERIALS","OPERATING FUND","FIRE DEPARTMENT","PUBLIC SAFETY","EDUC MATERIALS","7445.00","7427.99","2017","1100-420-42200-6400-0000_2017"
"1100-420-42200-6401-0000","MED EDUCATIONAL EXP","OPERATING FUND","FIRE DEPARTMENT","PUBLIC SAFETY","MED EDUCATIONAL","4300.00","4206.65","2017","1100-420-42200-6401-0000_2017"
"1100-420-42200-7320-0000","LAND IMPROVEMENTS","OPERATING FUND","FIRE DEPARTMENT","PUBLIC SAFETY","LAND IMPROVEMENTS","28000.00","27966.22","2017","1100-420-42200-7320-0000_2017"
"1100-420-42200-7400-0000","MACHINERY & EQUIP","OPERATING FUND","FIRE DEPARTMENT","PUBLIC SAFETY","MACHINERY & EQUIP","40000.00","38298.01","2017","1100-420-42200-7400-0000_2017"
"1100-420-42200-8130-0000","PUBLIC RELATIONS","OPERATING FUND","FIRE DEPARTMENT","PUBLIC SAFETY","PUBLIC RELATIONS","2000.00","1746.48","2017","1100-420-42200-8130-0000_2017"
"1100-430-43000-1100-0000","SALARIES","OPERATING FUND","PUBLIC SERVICES","PUBLIC SERVICES","SALARIES","5686015.00","4966003.39","2017","1100-430-43000-1100-0000_2017"
"1100-430-43000-1300-0000","OVERTIME ALLOTMENT","OPERATING FUND","PUBLIC SERVICES","PUBLIC SERVICES","OVERTIME","330054.00","292081.09","2017","1100-430-43000-1300-0000_2017"
"1100-430-43000-2100-0000","GROUP HEALTH INS","OPERATING FUND","PUBLIC SERVICES","PUBLIC SERVICES","GROUP HEALTH INS","1950000.00","1950000.00","2017","1100-430-43000-2100-0000_2017"
"1100-430-43000-2200-0000","SOCIAL SEC MATCH EXP","OPERATING FUND","PUBLIC SERVICES","PUBLIC SERVICES","SOCIAL SEC MATCH EXP","460229.00","386423.16","2017","1100-430-43000-2200-0000_2017"
"1100-430-43000-2300-0000","STATE RETIRE MATCH","OPERATING FUND","PUBLIC SERVICES","PUBLIC SERVICES","STATE RETIRE MATCH","666763.00","607892.03","2017","1100-430-43000-2300-0000_2017"
"1100-430-43000-3220-0000","EMPLOYEE PHYSICALS","OPERATING FUND","PUBLIC SERVICES","PUBLIC SERVICES","EMPLOYEE PHYSICALS","9500.00","8245.76","2017","1100-430-43000-3220-0000_2017"
"1100-430-43000-3300-0000","CONTRAC SERVICES","OPERATING FUND","PUBLIC SERVICES","PUBLIC SERVICES","CONTRACT SERVICES","1319243.00","1201173.63","2017","1100-430-43000-3300-0000_2017"
"1100-430-43000-3800-0000","ALHAMBRA SERVICES","OPERATING FUND","PUBLIC SERVICES","PUBLIC SERVICES","ALHAMBRA SERVICES","41634.00","33676.72","2017","1100-430-43000-3800-0000_2017"
"1100-430-43000-4110-0000","WATER UTILITIES EXP","OPERATING FUND","PUBLIC SERVICES","PUBLIC SERVICES","WATER UTILITIES EXPENSE","200000.00","95707.69","2017","1100-430-43000-4110-0000_2017"
"1100-430-43000-4300-0000","REPAIR & MAINT ROADS","OPERATING FUND","PUBLIC SERVICES","PUBLIC SERVICES","R&M SERVICES","40000.00","36808.08","2017","1100-430-43000-4300-0000_2017"
"1100-430-43000-4310-0000","MAINT/IMPROVE BLDG","OPERATING FUND","PUBLIC SERVICES","PUBLIC SERVICES","MAINT/IMPROVE BLDG","352250.00","221769.15","2017","1100-430-43000-4310-0000_2017"
"1100-430-43000-4320-0000","REPAIRS-MACH/EQUIP","OPERATING FUND","PUBLIC SERVICES","PUBLIC SERVICES","REPAIRS MACH & EQUIP","6150.00","1992.05","2017","1100-430-43000-4320-0000_2017"
"1100-430-43000-4330-0000","REPAIRS-OFFICE EQUIP","OPERATING FUND","PUBLIC SERVICES","PUBLIC SERVICES","REPAIRS-OFFICE EQUIP","3000.00","1441.40","2017","1100-430-43000-4330-0000_2017"
"1100-430-43000-4340-0000","REPAIRS TO RADIOS","OPERATING FUND","PUBLIC SERVICES","PUBLIC SERVICES","REPAIRS TO RADIOS","59455.00","55804.97","2017","1100-430-43000-4340-0000_2017"
"1100-430-43000-5300-0000","TELEPHONE UTIL EXP","OPERATING FUND","PUBLIC SERVICES","PUBLIC SERVICES","TELEPHONE UTILITIES EXPEN","39195.00","28849.68","2017","1100-430-43000-5300-0000_2017"
"1100-430-43000-5500-0000","PRINTING","OPERATING FUND","PUBLIC SERVICES","PUBLIC SERVICES","PRINTING","675.00","239.92","2017","1100-430-43000-5500-0000_2017"
"1100-430-43000-5700-0000","MEMBERSHIP AND DUES","OPERATING FUND","PUBLIC SERVICES","PUBLIC SERVICES","MEMBERSHIP AND DUES","3860.00","2730.00","2017","1100-430-43000-5700-0000_2017"
"1100-430-43000-5800-0000","TRAVEL EXPENSE","OPERATING FUND","PUBLIC SERVICES","PUBLIC SERVICES","TRAVEL EXPENSE","5400.00","3427.29","2017","1100-430-43000-5800-0000_2017"
"1100-430-43000-5900-0000","EMPLOYEE TRAINING","OPERATING FUND","PUBLIC SERVICES","PUBLIC SERVICES","EMPLOYEE TRAINING","11270.00","5977.48","2017","1100-430-43000-5900-0000_2017"
"1100-430-43000-6100-0000","GENERAL SUPPLIES","OPERATING FUND","PUBLIC SERVICES","PUBLIC SERVICES","GENERAL SUPPLIES","14625.00","8866.86","2017","1100-430-43000-6100-0000_2017"
