"fiscal_year","fund","department","unit","revenue_source","revenue_type","adopted_amount","amended_amount","actual_amount"
"2013","Misc. Grants Fund","Police","Fdle-Rdesf Pill Mill Grant","St Grant-Public Safety","Intergovernmental Revenues","28684.49","28684.49","451.3"
"2013","Misc. Grants Fund","Police","Fy11 Ebm Justice Assistance Grant - Local Solicitation","Fed Grant-Public Safety","Intergovernmental Revenues","24296.29","24296.29","16303.8"
"2013","Misc. Grants Fund","Police","Wmu Grant High Visbly Enfrcmnt","Fed Grant-Public Safety","Intergovernmental Revenues","15190.31","15190.31","1359.77"
"2013","Misc. Grants Fund","Police","Urban Area Security Fed-Grant, Mou W/ City Of Jax","Fed Grant-Public Safety","Intergovernmental Revenues","11830","11830","11829.1"
"2013","Misc. Grants Fund","Police","Republican National Convention-Mou W/ Tampa Pd","Fed Grant-Public Safety","Intergovernmental Revenues","10000","10000","8666.89"
"2013","Misc. Grants Fund","Police","Internet Crimes Against Children 04","Fed Grant-Public Safety","Intergovernmental Revenues","9934.06","9934.06","0"
"2013","Misc. Grants Fund","Police","Nfhidta - Cadet Initiative (Part-Time)","Fed Grant-Public Safety","Intergovernmental Revenues","8549.96","8549.96","-0.05"
"2013","Misc. Grants Fund","Police","21St Century Grant- Gpd","Fed Grant-Public Safety","Intergovernmental Revenues","8282.61","8282.61","0"
"2013","Misc. Grants Fund","Police","At-Risk Youth Program-05 Byrne Grant","Grants-Other Local Units","Intergovernmental Revenues","7993.87","7993.87","0"
"2013","Misc. Grants Fund","Police","Statewide Safety Belt Enforcement","Fed Grant-Public Safety","Intergovernmental Revenues","6966.36","6354.64","3621.09"
"2013","Misc. Grants Fund","Police","Best Neighborhoods, Volunteer Florida Neighborhood Grant","St Grant-Public Safety","Intergovernmental Revenues","5607.93","5607.93","4590.39"
"2013","Misc. Grants Fund","Police","Byrne Grant-You & The Law Program (Cn 2012-Jagc-1734)","Fed Grant-Public Safety","Intergovernmental Revenues","4719.88","4719.88","0"
"2013","Misc. Grants Fund","Police","Victim Advocate-04 Byrne Grant","Grants-Other Local Units","Intergovernmental Revenues","3905.65","3905.65","0"
"2013","Misc. Grants Fund","Police","Pop Ot Reimbursement","Fed Grant-Public Safety","Intergovernmental Revenues","3824.73","3824.73","1291.22"
"2013","Misc. Grants Fund","Police","Fy05 Dui Enforcement Specialist Grant","St Grant-Public Safety","Intergovernmental Revenues","2905.59","2905.59","0"
"2013","Misc. Grants Fund","Police","Fy2010 Doj Bulletproof Vest Partnership","Fed Grant-Public Safety","Intergovernmental Revenues","2478.8","2478.8","1239.4"
"2013","Misc. Grants Fund","Police","Homeland Security Issue 21 Grant","St Grant-Public Safety","Intergovernmental Revenues","1622.97","1622.97","0"
"2013","Misc. Grants Fund","Police","Sex Predtr &Offndr Trckng Prgm-Byrne Grant","Fed Grant-Public Safety","Intergovernmental Revenues","1295.17","1295.17","1295.17"
"2013","Misc. Grants Fund","Police","Nfhidta - Cadet Initiative (Full-Time)","Fed Grant-Public Safety","Intergovernmental Revenues","1259.84","9696.75","4749.76"
"2013","Misc. Grants Fund","Police","Cops 04 Technology Grant","Fed Grant-Public Safety","Intergovernmental Revenues","1149.51","1149.51","0"
"2013","Misc. Grants Fund","Police","Domestic Violence Grant","Fed Grant-Public Safety","Intergovernmental Revenues","943.38","943.38","0"
"2013","Misc. Grants Fund","Police","04 Bulletproof Vest Grant","Fed Grant-Public Safety","Intergovernmental Revenues","837.79","837.79","0"
"2013","Misc. Grants Fund","Police","Byrne Grant-You & The Law Program (Cn 2011-Jagc-Alac-2-B255)","Fed Grant-Public Safety","Intergovernmental Revenues","543.2","543.2","0"
"2013","Misc. Grants Fund","Police","Computer Crimes Investigation-05 Byrne Grant","Grants-Other Local Units","Intergovernmental Revenues","422.32","422.32","0"
"2013","Misc. Grants Fund","Police","Coverdell Fornsc Sci Prg","Fed Grant-Public Safety","Intergovernmental Revenues","321.99","321.99","0"
"2013","Misc. Grants Fund","Police","Speed And Aggressive Driving Program Grant","Fed Grant-Public Safety","Intergovernmental Revenues","287.59","287.59","-1868.8"
"2013","Misc. Grants Fund","Police","Fy10 Prj Safe Neighorhood","Fed Grant-Public Safety","Intergovernmental Revenues","230.88","0","0"
"2013","Misc. Grants Fund","Police","Byrne Grant - Spot Program","Fed Grant-Public Safety","Intergovernmental Revenues","176.36","176.36","0"
"2013","Misc. Grants Fund","Police","Homeland Security Grant","Fed Grant-Public Safety","Intergovernmental Revenues","94.55","94.55","0"
"2013","Misc. Grants Fund","Police","10 Bulletproof Vest","Fed Grant-Public Safety","Intergovernmental Revenues","46.4","46.4","0"
"2013","Misc. Grants Fund","Police","Fy2011 Nfhidta - Highway Interdiction Unit","Fed Grant-Public Safety","Intergovernmental Revenues","41.13","14500","12497.58"
"2013","Misc. Grants Fund","Police","Fy10 Ebm Justice Assistance Grant - Local Solicitation","Fed Grant-Public Safety","Intergovernmental Revenues","35.46","35.46","4.84"
"2013","Misc. Grants Fund","Police","Gpd Mobile Safe-T Kiosk","St Grant-Public Safety","Intergovernmental Revenues","0.65","0.65","0"
"2013","Misc. Grants Fund","Police","2010 Cops Hiring Program Grant (3 Year Grant)","Fed Grant-Public Safety","Intergovernmental Revenues","0","739057.63","479359.5"
"2013","Misc. Grants Fund","Police","Fy12 Icac Grant","Fed Grant-Public Safety","Intergovernmental Revenues","0","357751","283499.11"
"2013","Misc. Grants Fund","Police","Gpd Fy'13 Jag Local Solicitation Grant","Fed Grant-Public Safety","Intergovernmental Revenues","0","111518","0"
"2013","Misc. Grants Fund","Police","21St Century Grant- Gpd (Yr. 4)","Fed Grant-Public Safety","Intergovernmental Revenues","0","94271.07","66628.29"
"2013","Misc. Grants Fund","Police","Gpd Racial & Ethnic Disparities Reduction Project Grant","Fed Grant-Public Safety","Intergovernmental Revenues","0","60000","2158.08"
"2013","Misc. Grants Fund","Police","2013 Speed And Aggressive Driving Program Grant","Fed Grant-Public Safety","Intergovernmental Revenues","0","40000","35773.7"
"2013","Misc. Grants Fund","Police","2013 Pedestrian High Visibility Enforcement Program","Fed Grant-Public Safety","Intergovernmental Revenues","0","30000","26899.49"
"2013","Misc. Grants Fund","Police","Fl Dhsmv E-Crash Grant","St Grant-Public Safety","Intergovernmental Revenues","0","25000","24961.42"
"2013","Misc. Grants Fund","Police","Nfhidta '13 - Cadet Initiative (Full-Time)","Fed Grant-Public Safety","Intergovernmental Revenues","0","21500","2922.9"
"2013","Misc. Grants Fund","Police","Fy13 Pop Ot Reimbursement","Fed Grant-Public Safety","Intergovernmental Revenues","0","20000","19233.8"
"2013","Misc. Grants Fund","Police","2013 Gpd You & The Law Grant","Fed Grant-Public Safety","Intergovernmental Revenues","0","15000","14339"
"2013","Misc. Grants Fund","Police","2013 Sexual Predator & Offender Tracking Grant","Fed Grant-Public Safety","Intergovernmental Revenues","0","10000","9583.72"
"2013","Misc. Grants Fund","Police","Fy2012 Doj Bulletproof Vest Partnership","Fed Grant-Public Safety","Intergovernmental Revenues","0","9123.3","9147.6"
"2013","Misc. Grants Fund","Police","Fy2012 Doj Bulletproof Vest Partnership","T/F-State L.E.C.F. (108)","Non-Revenues","0","9123.3","0"
"2013","Misc. Grants Fund","Police","Fy13 Nfhidta - Allowance","Fed Grant-Public Safety","Intergovernmental Revenues","0","7500","7500"
"2013","Misc. Grants Fund","Police","Speed And Aggressive Driving Program Grant","Transfer From General Fund","Non-Revenues","0","1868.8","1868.8"
"2013","Misc. Grants Fund","Police","Statewide Safety Belt Enforcement","Transfer From General Fund","Non-Revenues","0","611.72","611.72"
"2013","Misc. Grants Fund","Police","Fy10 Prj Safe Neighorhood","Transfer From General Fund","Non-Revenues","0","230.88","230.88"
"2013","Misc. Grants Fund","Police","Gpd Aggressive Driving Project","Fed Grant-Public Safety","Intergovernmental Revenues","0","0","6493.38"
"2013","Misc. Grants Fund","Police","Pop Ot Reimbursement","Fed Grant-Public Safety","Intergovernmental Revenues","0","0","1277.7"
"2013","Misc. Grants Fund","Police","Fdle-Rdesf Pill Mill Grant","Fed Grant-Public Safety","Intergovernmental Revenues","0","0","-297.1"
"2013","Misc. Grants Fund","Police","Fy10 Nfhidta - Allowance","Fed Grant-Public Safety","Intergovernmental Revenues","0","0","-771.49"
"2013","Misc. Grants Fund","Police","Fy10 Nfhidta - Cadet Initiative","Fed Grant-Public Safety","Intergovernmental Revenues","0","0","-7918.74"
"2013","Misc. Grants Fund","Public Works","Revitalizing The Sweetwater-Phase 1 Grant","St Grant-Physical Environment","Intergovernmental Revenues","88128.69","88128.69","0"
"2013","Misc. Grants Fund","Public Works","Lapa Grant-West 6Th Street Rail Corridor Bike Path","Fdot-Lapa Grant","Intergovernmental Revenues","665000","665000","85.6"
"2013","Misc. Grants Fund","Public Works","Sweetwater Grant","Fed Grant-Physical Environment","Intergovernmental Revenues","26777.22","26777.22","0"
"2013","Misc. Grants Fund","Public Works","Epa Grant Assistance Agreement (Grt # Xp-95479012)","Trans Fr Stormwater Mgmt.","Non-Revenues","0","238091","238091"
"2013","Misc. Grants Fund","Public Works","Dep Grant (G0312) Payne Prairie Sheetflow Restoration, Phase","Trans From New Smu Capital Project Fund (414)","Non-Revenues","0","200000","0"
"2013","Misc. Grants Fund","Public Works","Depot Park-Phase 2 Regional Stormwater Treatment System","St Grant-Physical Environment","Intergovernmental Revenues","623418.32","623418.32","592001.64"
"2013","Misc. Grants Fund","Public Works","Duval Neighborhood Stormwater Park-Phase 1","St Grant-Physical Environment","Intergovernmental Revenues","0","0","19948.95"
"2013","Misc. Grants Fund","Public Works","Fema-Hmgp-Sw Ind Park Drainage, Ph Ii","Fed Grant-Fema","Intergovernmental Revenues","16767.87","16767.87","0"
"2013","Misc. Grants Fund","Public Works","Dep Grant (G0312) Payne Prairie Sheetflow Restoration, Phase","St Grant-Physical Environment","Intergovernmental Revenues","389000","789000","789000"
"2013","Misc. Grants Fund","Public Works","Fdot-Trip Grant","St Grant-Transportation","Intergovernmental Revenues","4819057.29","4819057.29","843326.4"
"2013","Misc. Grants Fund","Public Works","Fema-Hmgp-Clearlake Phase Ii","Fed Grant-Fema","Intergovernmental Revenues","0.5","0.5","0"
"2013","Misc. Grants Fund","Public Works","Lapa Grant-Ne 25Th St And Ne 19Th Drive","Fdot-Lapa Grant","Intergovernmental Revenues","501549.22","501549.22","28549.42"
"2013","Misc. Grants Fund","Public Works","Lapa Grant-Depot Avenue Enhancement","Fdot-Lapa Grant","Intergovernmental Revenues","123675.38","123675.38","0"
"2013","Misc. Grants Fund","Public Works","Lapa Grant-Ne 19Th St And Ne 19Th Terr","Fdot-Lapa Grant","Intergovernmental Revenues","28819.66","28819.66","0"
"2013","Misc. Grants Fund","Public Works","Fdot-Traffic Records Enhancement","St Grant-Transportation","Intergovernmental Revenues","1335.45","1335.45","0"
"2013","Misc. Grants Fund","Public Works","Lapa Grant-Ne 19Th St And Ne 19Th Terr","Transfer From General Fund","Non-Revenues","0","9777.99","0"
"2013","Misc. Grants Fund","Public Works","Fct Grnt-Duval Stormwater Park","St Fct Grant-Duval Stormwtr Pk","Intergovernmental Revenues","161855","161855","0"
"2013","Misc. Grants Fund","Public Works","Depot Avenue - County Incentive Grant Match","St Grant-Transportation","Intergovernmental Revenues","3804994","3804994","0"
"2013","Misc. Grants Fund","Public Works","Hud-Edi Grt-Downtown Revitalization Project","Hud-Edi Grant","Intergovernmental Revenues","158400","158400","158317.49"
"2013","Misc. Grants Fund","Public Works","Lenox Place-Nrcs Grant","Fed Grant-Physical Environment","Intergovernmental Revenues","5303.66","5303.66","0"
"2013","Misc. Grants Fund","Public Works","Duval Neighborhood Stormwater Park-Phase 1","Trans From New Smu Capital Project Fund (414)","Non-Revenues","0","12325.58","12325.58"
"2013","Misc. Grants Fund","Public Works","Lapa Grant-Ne 25Th St And Ne 19Th Drive","Transfer From General Fund","Non-Revenues","0","122.67","0"
"2013","Misc. Grants Fund","Public Works","Dep Grant (G0312) Payne Prairie Sheetflow Restoration, Phase","Fed Grant-Physical Environment","Intergovernmental Revenues","750000","1217270","1217270"
"2013","Misc. Grants Fund","Public Works","Fema-Hmgp-Btw Subdivision Drainage","Fed Grant-Fema","Intergovernmental Revenues","2862.69","2862.69","0"
"2013","Misc. Grants Fund","Public Works","Epa Grant Assistance Agreement (Grt # Xp-95479012)","Fed Grant-Physical Environment","Intergovernmental Revenues","0","291000","0"
"2013","Misc. Special Revenues","Budget & Finance Department","Hippodrome Rental Account","Rental Of City Property","Charges for Services","250000","250000","250000"
"2013","Misc. Special Revenues","City Attorney","Consulting - Legal Services","Transfer From General Fund","Non-Revenues","0","13225.04","11069.07"
"2013","Misc. Special Revenues","Communications Office","Sbac City Gov'T Week Donations","Other Contributions&Donations","Miscellaneous Revenues","0","0","1470"
"2013","Misc. Special Revenues","Economic Development","Qti Payments","Transfer From General Fund","Non-Revenues","0","90000","90000"
"2013","Misc. Special Revenues","Fire Rescue","04 Se Regional Extrication Competition","Registration Fees","Charges for Services","0","10767","10993.01"
"2013","Misc. Special Revenues","Fire Rescue","Fire-Special Programs","Other Contributions&Donations","Miscellaneous Revenues","0","1855","1855"
"2013","Misc. Special Revenues","Fire Rescue","Car Seat Checks & Installation","Other Contributions&Donations","Miscellaneous Revenues","0","830","830"
"2013","Misc. Special Revenues","Fire Rescue","Usar Funding-Marion Co.","Grants-Other Local Units","Intergovernmental Revenues","0","6670.36","9816.1"
"2013","Misc. Special Revenues","Fire Rescue","Fire-Special Programs","Parking Fines","Fines & Forfeitures","0","117","117"
"2013","Misc. Special Revenues","Fire Rescue","04 Se Regional Extrication Competition","Other Contributions&Donations","Miscellaneous Revenues","0","3042","3424"
"2013","Misc. Special Revenues","Neighborhood Improvement","One-Stop Homeless Assistance Center","Transfer From General Fund","Non-Revenues","154000","164000","164000"
"2013","Misc. Special Revenues","Neighborhood Improvement","Office On Homelessness","County Contribution","Intergovernmental Revenues","0","36000","36000"
"2013","Misc. Special Revenues","Neighborhood Improvement","Cold Weather Shelter/Services","County Contribution","Intergovernmental Revenues","0","25000","25000"
"2013","Misc. Special Revenues","Neighborhood Improvement","Homeless Donation Meter Program","Homeless Donation Meter","Miscellaneous Revenues","0","0","25.37"
"2013","Misc. Special Revenues","Neighborhood Improvement","Office On Homelessness","Transfer From General Fund","Non-Revenues","36000","36000","36000"
"2013","Misc. Special Revenues","Neighborhood Improvement","Family Unification Program","Transfer From General Fund","Non-Revenues","10000","10000","10000"
"2013","Misc. Special Revenues","Parks, Recreation & Cultural Affairs","Ring Park Improvements","Interest On Investments","Miscellaneous Revenues","0","0","2950.41"
"2013","Misc. Special Revenues","Parks, Recreation & Cultural Affairs","Recreation Programs","Recreation Memberships","Charges for Services","0","0","5317.22"
"2013","Misc. Special Revenues","Parks, Recreation & Cultural Affairs","Tench Building Painting","Grants-Other Local Units","Intergovernmental Revenues","1575","1575","0"
"2013","Misc. Special Revenues","Parks, Recreation & Cultural Affairs","Teen Zone - Kanapaha","County Contribution","Intergovernmental Revenues","146867.33","146867.33","0"
"2013","Misc. Special Revenues","Parks, Recreation & Cultural Affairs","Hoggetown Medieval Faire Tpd","T/F Tourist Product Development Fy13 (136)","Non-Revenues","0","23441.77","23441.77"
"2013","Misc. Special Revenues","Parks, Recreation & Cultural Affairs","Jest Festival - Tpd","T/F Tourist Product Development Fy13 (136)","Non-Revenues","0","20837.13","20837.13"
"2013","Misc. Special Revenues","Parks, Recreation & Cultural Affairs","Zumba Scholarships","Other Contributions&Donations","Miscellaneous Revenues","0","0","1142.69"
"2013","Misc. Special Revenues","Parks, Recreation & Cultural Affairs","Asian Festival-Tpd","T/F Tourist Product Development Fy12 (132)","Non-Revenues","0.22","0.22","0"
"2013","Misc. Special Revenues","Parks, Recreation & Cultural Affairs","Hoggetown Medieval Faire Tpd","T/F Tourist Product Development Fy12 (132)","Non-Revenues","0.22","0.22","0"
"2013","Misc. Special Revenues","Parks, Recreation & Cultural Affairs","Billboard Removal","Rental Of City Property","Charges for Services","0","0","350"
"2013","Misc. Special Revenues","Parks, Recreation & Cultural Affairs","Environmental Mitigation (Nar)","Environmental Mitigation Fees","Charges for Services","0","0","43713"
"2013","Misc. Special Revenues","Parks, Recreation & Cultural Affairs","Ring Park Improvements","Gain/Loss On Investments","Miscellaneous Revenues","0","0","22"
"2013","Misc. Special Revenues","Parks, Recreation & Cultural Affairs","Recreation Programs","Vending Machine Revenue","Charges for Services","0","0","1991.9"
"2013","Misc. Special Revenues","Parks, Recreation & Cultural Affairs","Laa Speciality License Tags","Laa Specialty Vehicle Tag","Intergovernmental Revenues","5000","5468.41","5508.41"
"2013","Misc. Special Revenues","Parks, Recreation & Cultural Affairs","Tree Mitigation","Other Contributions&Donations","Miscellaneous Revenues","0","105200","195000"
"2013","Misc. Special Revenues","Police","Gpd Firehouse Subs Public Safety Grant","Other Contributions&Donations","Miscellaneous Revenues","0","9300","9300"
"2013","Misc. Special Revenues","Police","Organized Crime Drug Enforcement Task Force","Fed Grant-Public Safety","Intergovernmental Revenues","20000","20000","0"
"2013","Misc. Special Revenues","Police","Gainesville Police Explorers","Other Miscellaneous Revenues","Miscellaneous Revenues","0","2083","2631"
"2013","Misc. Special Revenues","Police","Icac Reimbursements","Police-Per&Trng-Cost Recovery","Charges for Services","0","0","192.3"
"2013","Misc. Special Revenues","Police","School Resource Officer Ed Account (Donated)","Transfer From General Fund","Non-Revenues","0","1000","1000"
"2013","Misc. Special Revenues","Police","U.S. Secret Service Ne Fl High Tech Crime Task Force","Police-Per&Trng-Cost Recovery","Charges for Services","8337.36","15000","9753.21"
"2013","Misc. Special Revenues","Police","Dea Ot Reimbursement","Police-Per&Trng-Cost Recovery","Charges for Services","34775.2","34775.2","26299.79"
"2013","Misc. Special Revenues","Police","Fdle Reimbursements","State Contribution","Intergovernmental Revenues","15354","15354","0"
"2013","Misc. Special Revenues","Police","United States Marshall Service Fugitive Task Force","Law Enforcement Services","Charges for Services","-12000","19000","0"
"2013","Misc. Special Revenues","Police","Law Enforcement Education","Court Fines & Forfeitures","Fines & Forfeitures","50000","50000","54477.55"
"2013","Misc. Special Revenues","Police","School Resource Officer Ed Account (Donated)","Other Contributions&Donations","Miscellaneous Revenues","1000","1975","1975"
"2013","Misc. Special Revenues","Police","United States Marshall Service Fugitive Task Force","Fed Grant-Public Safety","Intergovernmental Revenues","11029.39","0","13819.47"
"2013","Misc. Special Revenues","Police","Gpd-Community Donations And Outreach","Other Contributions&Donations","Miscellaneous Revenues","3300","4200","4151"
"2013","Misc. Special Revenues","Public Works","Uf Signal Upgrades","Traffic Eng Projects Reimb.","Charges for Services","0","104291.08","0"
"2013","OPEB Obligation Bond-S2005","Non-Departmental","Debt Service","Trans From Solid Waste","Non-Revenues","26048","26048","26048"
"2013","OPEB Obligation Bond-S2005","Non-Departmental","Debt Service","Gain/Loss On Investments","Miscellaneous Revenues","4042","4042","-4154"
"2013","OPEB Obligation Bond-S2005","Non-Departmental","Debt Service","Unrealized Gain/Loss","Miscellaneous Revenues","0","0","-23148"
"2013","OPEB Obligation Bond-S2005","Non-Departmental","Debt Service","Trans Fr Gen Ins Fund","Non-Revenues","40162","40162","40162"
"2013","OPEB Obligation Bond-S2005","Non-Departmental","Debt Service","Trans Fr Stormwater Mgmt.","Non-Revenues","89563","89563","89563"
"2013","OPEB Obligation Bond-S2005","Non-Departmental","Debt Service","Transfer From General Fund","Non-Revenues","2158728","2158728","2158728"
"2013","OPEB Obligation Bond-S2005","Non-Departmental","Debt Service","Transfer From Gen Pension Fund","Non-Revenues","7813","7813","7813"
"2013","OPEB Obligation Bond-S2005","Non-Departmental","Debt Service","Trans From Golf Course","Non-Revenues","9570","9570","9570"
"2013","OPEB Obligation Bond-S2005","Non-Departmental","Debt Service","Trans From Gru","Non-Revenues","2478698","2478698","2478698.04"
"2013","OPEB Obligation Bond-S2005","Non-Departmental","Debt Service","Trans From Employee Hlth&Accd.","Non-Revenues","3739","3739","3739"
"2013","OPEB Obligation Bond-S2005","Non-Departmental","Debt Service","Transfer From Cdbg (102)","Non-Revenues","25149","25149","25149"
"2013","OPEB Obligation Bond-S2005","Non-Departmental","Debt Service","Transfer From Cra  (#111)","Non-Revenues","29785","29785","29785"
"2013","OPEB Obligation Bond-S2005","Non-Departmental","Debt Service","Transfer From Police Pension","Non-Revenues","2111","2111","2111"
"2013","OPEB Obligation Bond-S2005","Non-Departmental","Debt Service","Trans From Fire Pension","Non-Revenues","2111","2111","2111"
"2013","OPEB Obligation Bond-S2005","Non-Departmental","Debt Service","T/F Disability Pension (605)","Non-Revenues","1341","1341","1341"
"2013","OPEB Obligation Bond-S2005","Non-Departmental","Debt Service","Transfer From Rts","Non-Revenues","384829","384829","384829"
"2013","OPEB Obligation Bond-S2005","Non-Departmental","Debt Service","Trans Fr Cult Affair","Non-Revenues","3321","3321","3321"
"2013","OPEB Obligation Bond-S2005","Non-Departmental","Debt Service","Tr/From Rehab","Non-Revenues","353","353","353"
"2013","OPEB Obligation Bond-S2005","Non-Departmental","Debt Service","Trans Fr Fleet Fund 502","Non-Revenues","52105","52105","52105"
"2013","OPEB Obligation Bond-S2005","Non-Departmental","Debt Service","Interest On Investments","Miscellaneous Revenues","0","0","58779.8"
"2013","OPEB Obligation Bond-S2005","Non-Departmental","Debt Service","T/F-Fl Bldg Codes Enforcement Fund (416)","Non-Revenues","57097","57097","57097"
"2013","OPEB Obligation Bond-S2005","Non-Departmental","Debt Service","T/F-Home Grant Fund (104)","Non-Revenues","2073","2073","2073"
"2013","Pension Obligation Bond-S2003a","Non-Departmental","Debt Service","Unrealized Gain/Loss","Miscellaneous Revenues","0","0","-8933"
"2013","Pension Obligation Bond-S2003a","Non-Departmental","Debt Service","Interest On Investments","Miscellaneous Revenues","0","0","26583.54"
"2013","Pension Obligation Bond-S2003a","Non-Departmental","Debt Service","Transfer From Rts","Non-Revenues","223003","223003","223003"
"2013","Pension Obligation Bond-S2003a","Non-Departmental","Debt Service","Trans From Solid Waste","Non-Revenues","15094","15094","15094"
"2013","Pension Obligation Bond-S2003a","Non-Departmental","Debt Service","T/F-Fl Bldg Codes Enforcement Fund (416)","Non-Revenues","33087","33087","33087"
"2013","Pension Obligation Bond-S2003a","Non-Departmental","Debt Service","Trans From Golf Course","Non-Revenues","5546","5546","5546"
"2013","Pension Obligation Bond-S2003a","Non-Departmental","Debt Service","Transfer From Gen Pension Fund","Non-Revenues","4527","4527","4527"
"2013","Pension Obligation Bond-S2003a","Non-Departmental","Debt Service","Transfer From Cra  (#111)","Non-Revenues","17260","17260","17261"
"2013","Pension Obligation Bond-S2003a","Non-Departmental","Debt Service","Trans From Employee Hlth&Accd.","Non-Revenues","2167","2167","2167"
"2013","Pension Obligation Bond-S2003a","Non-Departmental","Debt Service","Trans Fr Gen Ins Fund","Non-Revenues","23274","23274","23274"
"2013","Pension Obligation Bond-S2003a","Non-Departmental","Debt Service","Trans Fr Cult Affair","Non-Revenues","1925","1925","1925"
"2013","Pension Obligation Bond-S2003a","Non-Departmental","Debt Service","Gain/Loss On Investments","Miscellaneous Revenues","1346","1346","-2262"
"2013","Pension Obligation Bond-S2003a","Non-Departmental","Debt Service","Trans From Fire Pension","Non-Revenues","1223","1223","1223"
"2013","Pension Obligation Bond-S2003a","Non-Departmental","Debt Service","Transfer From Police Pension","Non-Revenues","1223","1223","1223"
"2013","Pension Obligation Bond-S2003a","Non-Departmental","Debt Service","T/F-Home Grant Fund (104)","Non-Revenues","1201","1201","1201"
"2013","Pension Obligation Bond-S2003a","Non-Departmental","Debt Service","T/F Disability Pension (605)","Non-Revenues","777","777","777"
"2013","Pension Obligation Bond-S2003a","Non-Departmental","Debt Service","Trans Fr Stormwater Mgmt.","Non-Revenues","51901","51901","51901"
"2013","Pension Obligation Bond-S2003a","Non-Departmental","Debt Service","Trans From Gru","Non-Revenues","1436381","1436381","1436381.04"
"2013","Pension Obligation Bond-S2003a","Non-Departmental","Debt Service","Tr/From Rehab","Non-Revenues","204","204","204"
"2013","Pension Obligation Bond-S2003a","Non-Departmental","Debt Service","Transfer From Cdbg (102)","Non-Revenues","14574","14574","14574"
"2013","Pension Obligation Bond-S2003a","Non-Departmental","Debt Service","Transfer From General Fund","Non-Revenues","417214","417214","417214"
"2013","Pension Obligation Bond-S2003a","Non-Departmental","Debt Service","Trans Fr Fleet Fund 502","Non-Revenues","30194","30194","30194"
"2013","Pension Obligation Bond-S2003b","Non-Departmental","Debt Service","Interest On Investments","Miscellaneous Revenues","0","0","25893.84"
"2013","Pension Obligation Bond-S2003b","Non-Departmental","Debt Service","Unrealized Gain/Loss","Miscellaneous Revenues","0","0","-10877"
"2013","Pension Obligation Bond-S2003b","Non-Departmental","Debt Service","Gain/Loss On Investments","Miscellaneous Revenues","1978","1978","-1838"
"2013","Pension Obligation Bond-S2003b","Non-Departmental","Debt Service","Transfer From General Fund","Non-Revenues","3618921","3618921","3618921"
"2013","Police Officers Retirement","Non-Departmental","Trust Funds","Broker Refunds","Miscellaneous Revenues","10000","10000","1757.54"
"2013","Police Officers Retirement","Non-Departmental","Trust Funds","Retiree Drop Pay-Redeposited To Drop Plan","Non-Revenues","0","0","1545607.57"
"2013","Police Officers Retirement","Non-Departmental","Trust Funds","Employee Contributions","Non-Revenues","1200000","1200000","1250692.6"
"2013","Police Officers Retirement","Non-Departmental","Trust Funds","Interest On Investments","Miscellaneous Revenues","1500000","1500000","1725740.67"
"2013","Police Officers Retirement","Non-Departmental","Trust Funds","Unrealized Gain/Loss","Miscellaneous Revenues","9500000","9500000","14024781.73"
"2013","Police Officers Retirement","Non-Departmental","Trust Funds","Employer Contributions","Non-Revenues","2545000","2545000","2427553.68"
"2013","Police Officers Retirement","Non-Departmental","Trust Funds","Employee Contrb-Military Buy-Back","Non-Revenues","0","0","14492"
"2013","Police Officers Retirement","Non-Departmental","Trust Funds","Employer Contrib-Ins Premium Tax","Non-Revenues","625000","625000","596585.28"
"2013","Police Officers Retirement","Non-Departmental","Trust Funds","Gain/Loss On Investments","Miscellaneous Revenues","2000000","2000000","5387127.95"
"2013","Public Imp. Cap. Prj. Fund:94","Non-Departmental","Capital Projects","Gain/Loss On Investments","Miscellaneous Revenues","0","0","-22"
"2013","Public Imp. Cap. Prj. Fund:94","Non-Departmental","Capital Projects","Unrealized Gain/Loss","Miscellaneous Revenues","0","0","-944"
"2013","Public Imp. Cap. Prj. Fund:94","Non-Departmental","Capital Projects","Interest On Investments","Miscellaneous Revenues","0","0","267.8"
"2013","Regional Transit System Fund","Regional Transit System","Fy2012 Jpa Brt Alternatives Study (Contract # Aq062)","St Grant-Transportation","Intergovernmental Revenues","125000","125000","125000"
"2013","Regional Transit System Fund","Regional Transit System","Route 46-Fy2011/Fy2012 Jpa Funds (Contr #Aqc93) - Year 1","Uf-Transportation Fees","Charges for Services","106874.26","106874.26","72168.95"
"2013","Regional Transit System Fund","Regional Transit System","Sef: Acquire Shop Equipment - Fy2012 Uafg (Fl-90-X798-00)","Fta 5307 Urbanized Formula Grant","Intergovernmental Revenues","50000","50000","2860"
"2013","Regional Transit System Fund","Regional Transit System","Rts-Administration","Uf - Later Gator","Intergovernmental Revenues","529285","529285","502098.86"
"2013","Regional Transit System Fund","Regional Transit System","Rte. 28-Jpa Fy11/12 Sda Funds (Contr #Aqc92) Year 1","Uf-Transportation Fees","Charges for Services","26571.9","26571.9","5734.3"
"2013","Regional Transit System Fund","Regional Transit System","Rts-Administration","Fta 5307 Urbanized Formula Grant","Intergovernmental Revenues","2650000","2650000","1800000"
"2013","Regional Transit System Fund","Regional Transit System","Maint. Facility-(Fy05-Sec 5309)","Fta-Sec 5309 Capital Program Grant","Intergovernmental Revenues","3893.66","0","0"
