"fiscal_year","revenue_source","revenue_type","department","unit","fund","fund_type","adopted_amount","uniqueid"
"2021","Transportation Mobility Program Area Fees (Tmpa)","Charges For Services","Transportation & Mobility","Nw Industrial Park Lot 3 6500 Blk Nw 18th Dr Db-19-00166","Trans. Concurrency Exc. Area","Special Revenue Funds","0","2021406534805p351116r"
"2021","Transportation Mobility Program Area Fees (Tmpa)","Charges For Services","Transportation & Mobility","Last Mile 2121 Nw 67th Place Ad-19-00044","Trans. Concurrency Exc. Area","Special Revenue Funds","0","2021406534805p352116r"
"2021","Transportation Mobility Program Area Fees (Tmpa)","Charges For Services","Transportation & Mobility","Scherer Warehouse 2400 Blk Nw 71st Place Db-19-00155","Trans. Concurrency Exc. Area","Special Revenue Funds","0","2021406534805p353116r"
"2021","Transportation Mobility Program Area Fees (Tmpa)","Charges For Services","Transportation & Mobility","Ups Expansion 1941 Nw 67th Place Db-19-00178","Trans. Concurrency Exc. Area","Special Revenue Funds","0","2021406534805p354116r"
"2021","Trans From Gru","Non-Revenues","Non-Departmental","Debt Service","Pension Obligation Bond-S2003a","Debt Service Funds","2385504.35","20217604389909984226d"
"2021","Transportation Mobility Program Area Fees (Tmpa)","Charges For Services","Transportation & Mobility","Waypoint 4300 Blk Sw 20th Ave Ad-20-00033","Trans. Concurrency Exc. Area","Special Revenue Funds","0","2021406534805p355116r"
"2021","Transportation Mobility Program Area Fees (Tmpa)","Charges For Services","Transportation & Mobility","Scooters Coffee, 5006 Nw 34th Blvd., Pet Ad-20-00018","Trans. Concurrency Exc. Area","Special Revenue Funds","0","2021406534805p356116r"
"2021","Transportation Mobility Program Area Fees (Tmpa)","Charges For Services","Transportation & Mobility","Complete Car Service, 6705 Nw 18th Drive, Pet Ad-20-00047","Trans. Concurrency Exc. Area","Special Revenue Funds","0","2021406534805p357116r"
"2021","Transportation Mobility Program Area Fees (Tmpa)","Charges For Services","Transportation & Mobility","St Elizabeth Fellowship Hall, 5129 Nw 53rd Ave, Ad-19-00126","Trans. Concurrency Exc. Area","Special Revenue Funds","0","2021406534805p358116r"
"2021","Transportation Mobility Program Area Fees (Tmpa)","Charges For Services","Transportation & Mobility","Deer Creek Senior Housing, 2100 Nw 55th Blvd., Db-20-00052","Trans. Concurrency Exc. Area","Special Revenue Funds","0","2021406534805p359116r"
"2021","Transportation Mobility Program Area Fees (Tmpa)","Charges For Services","Transportation & Mobility","Fresh Kitchen, 700 Nw 62nd Street, Ad-20-00031","Trans. Concurrency Exc. Area","Special Revenue Funds","0","2021406534805p360116r"
"2021","Transportation Mobility Program Area Fees (Tmpa)","Charges For Services","Transportation & Mobility","Newberry Rd Chevron 6815 W Newberry Rd, Ad-20-00019","Trans. Concurrency Exc. Area","Special Revenue Funds","0","2021406534805p361116r"
"2021","Transportation Mobility Program Area Fees (Tmpa)","Charges For Services","Transportation & Mobility","Popeye's Nw Corner Nw 23rd St & Nw 34th Blvd Ad-20-00072","Trans. Concurrency Exc. Area","Special Revenue Funds","0","2021406534805p362116r"
"2021","Transportation Mobility Program Area Fees (Tmpa)","Charges For Services","Transportation & Mobility","Finley Woods Phase 2, Pet #Cc-19-00031","Trans. Concurrency Exc. Area","Special Revenue Funds","0","2021406534805vd21116r"
"2021","Transportation Mobility Program Area Fees (Tmpa)","Charges For Services","Transportation & Mobility","Grand Oaks Phase 1 Pet Cc-19-00029","Trans. Concurrency Exc. Area","Special Revenue Funds","0","2021406534805vd22116r"
"2021","Transportation Mobility Program Area Fees (Tmpa)","Charges For Services","Transportation & Mobility","Market West Office Park Phase 1- Pet Ad-19-00026","Trans. Concurrency Exc. Area","Special Revenue Funds","0","2021406534805vd23116r"
"2021","Transportation Mobility Program Area Fees (Tmpa)","Charges For Services","Transportation & Mobility","Markets West Retail Pet Db-19-00011","Trans. Concurrency Exc. Area","Special Revenue Funds","0","2021406534805vd24116r"
"2021","Transportation Mobility Program Area Fees (Tmpa)","Charges For Services","Transportation & Mobility","Oaks Preserve Phase 1 Pet Cd-19-00039","Trans. Concurrency Exc. Area","Special Revenue Funds","0","2021406534805vd25116r"
"2021","Transportation Mobility Program Area Fees (Tmpa)","Charges For Services","Transportation & Mobility","Markets West South 1000 Blk Sw 7th St Db-19-00181","Trans. Concurrency Exc. Area","Special Revenue Funds","0","2021406534805vd26116r"
"2021","Transportation Mobility Program Area Fees (Tmpa)","Charges For Services","Transportation & Mobility","Target Outparcel Moe's 3970 Sw Archer Rd Ad-19-00109","Trans. Concurrency Exc. Area","Special Revenue Funds","0","2021406534805vm90116r"
"2021","Transportation Mobility Program Area Fees (Tmpa)","Charges For Services","Transportation & Mobility","Sw 24th Ave Mixed Use 4100 Blk Of Sw 24th Ave Ad-18-00164","Trans. Concurrency Exc. Area","Special Revenue Funds","0","2021406534805vm92116r"
"2021","Transfer From General Fund (001)","Non-Revenues","Transportation & Mobility","Parking Enforcement","Fleet Replacement Fund","Internal Service Funds","0","20217408388058057501i"
"2021","St Grant-Disaster Relief","Intergovernmental Revenues","Police","District 2","The General Fund","The General Fund","0","20212231338108140001g"
"2021","Cash Overage/shortage","Miscellaneous Revenues","Police","Office Of The Chief Of Police","The General Fund","The General Fund","0","20213490368108110001g"
"2021","Ins. Premium-Gen Insurance","Internal Services","Office Of Risk Management","Business Services","General Insurance Fund","Internal Service Funds","46445.94","20217271399209210503i"
"2021","Ins. Premium-Ship (119)","Internal Services","Office Of Risk Management","Business Services","General Insurance Fund","Internal Service Funds","213.78","20217272399209210503i"
"2021","Ins. Premium-Misc Rev (123)","Internal Services","Office Of Risk Management","Business Services","General Insurance Fund","Internal Service Funds","1138.76","20217274399209210503i"
"2021","Ins. Premium-Cip (302)","Internal Services","Office Of Risk Management","Business Services","General Insurance Fund","Internal Service Funds","632.72","20217279399209210503i"
"2021","Ins. Premium-Wspp (358)","Internal Services","Office Of Risk Management","Business Services","General Insurance Fund","Internal Service Funds","8589.26","20217280399209210503i"
"2021","Ins. Premium-It (510)","Internal Services","Office Of Risk Management","Business Services","General Insurance Fund","Internal Service Funds","21530.62","20217281399209210503i"
"2021","Ins. Premium-Tree Mitigation (140)","Internal Services","Office Of Risk Management","Business Services","General Insurance Fund","Internal Service Funds","632.72","20217282399209210503i"
"2021","Ins. Premium-Roadway Resurfacing (353)","Internal Services","Office Of Risk Management","Business Services","General Insurance Fund","Internal Service Funds","10222.72","20217283399209210503i"
"2021","Ins. Premium-Fleet (501)","Internal Services","Office Of Risk Management","Business Services","General Insurance Fund","Internal Service Funds","456.54","20217284399209210503i"
"2021","Interest On Investments","Miscellaneous Revenues","Office Of Risk Management","Business Services","Employees Health & Accident Fd","Internal Service Funds","45000","20216001369209210504i"
"2021","Gain/loss On Investments","Miscellaneous Revenues","Office Of Risk Management","Business Services","Employees Health & Accident Fd","Internal Service Funds","100000","20216006369209210504i"
"2021","Other Miscellaneous Revenues","Miscellaneous Revenues","Office Of Risk Management","Business Services","Employees Health & Accident Fd","Internal Service Funds","1200000","20217201369209210504i"
"2021","Life Insurance Contribution","Non-Revenues","Office Of Risk Management","Business Services","Employees Health & Accident Fd","Internal Service Funds","345000","20218200389209210504i"
"2021","Employer Contributions","Non-Revenues","Office Of Risk Management","Business Services","Employees Health & Accident Fd","Internal Service Funds","14500000","20218201389209210504i"
"2021","Employee Contributions","Non-Revenues","Office Of Risk Management","Business Services","Employees Health & Accident Fd","Internal Service Funds","7400000","20218202389209210504i"
"2021","Flex Plan Contributions","Non-Revenues","Office Of Risk Management","Business Services","Employees Health & Accident Fd","Internal Service Funds","800000","20218218389209210504i"
"2021","Rehab Premiums","Non-Revenues","Office Of Risk Management","Business Services","Employees Health & Accident Fd","Internal Service Funds","5200000","20218252389209210504i"
"2021","Interest On Investments","Miscellaneous Revenues","Office Of Risk Management","Business Services","Retiree Health Insurance Exp Trust Fund","Expendable Trust","1600000","20216001369209210601t"
"2021","Gain/loss On Investments","Miscellaneous Revenues","Office Of Risk Management","Business Services","Retiree Health Insurance Exp Trust Fund","Expendable Trust","2500000","20216006369209210601t"
"2021","Unrealized Gain/loss","Miscellaneous Revenues","Office Of Risk Management","Business Services","Retiree Health Insurance Exp Trust Fund","Expendable Trust","1500000","20216008369209210601t"
"2021","Gg Employer Contrib - Retirees","Internal Services","Office Of Risk Management","Business Services","Retiree Health Insurance Exp Trust Fund","Expendable Trust","675000","20218248399209210601t"
"2021","Retiree Contributions","Non-Revenues","Office Of Risk Management","Business Services","Retiree Health Insurance Exp Trust Fund","Expendable Trust","3450000","20218251389209210601t"
"2021","Employer Contrib-Implicit Rate Subsidy-Retirees","Internal Services","Office Of Risk Management","Business Services","Retiree Health Insurance Exp Trust Fund","Expendable Trust","2400000","20218253399209210601t"
"2021","Rental Lease-Gtec","Miscellaneous Revenues","Non-Departmental","City Management Of Gtec","The General Fund","The General Fund","150000","20216211369909903001g"
"2021","S.r.s.-Sales Tax","Intergovernmental Revenues","Non-Departmental","Debt Service","Guaranteed Ent Ref/rv Bonds 94","Debt Service Funds","821250","20212402339909984217d"
"2021","S.r.s.-Mtr. Fuel Tax","Intergovernmental Revenues","Non-Departmental","Debt Service","Guaranteed Ent Ref/rv Bonds 94","Debt Service Funds","273750","20212403339909984217d"
"2021","Gain/loss On Investments","Miscellaneous Revenues","Non-Departmental","Debt Service","Pension Obligation Bond-S2003a","Debt Service Funds","5000","20216006369909984226d"
"2021","Transfer From General Fund (001)","Non-Revenues","Sustainable Development","Building Inspection","Florida Building Code Enforcement Enterprise Fund","Enterprise Funds","0","20217408386606670416e"
"2021","T/f-Fl Bldg Codes Enforcement Fund (416)","Non-Revenues","Sustainable Development","Building Inspection","Fleet Replacement Fund","Internal Service Funds","0","20217477386606670501i"
"2021","Gain/loss:disposition Of F/a","Miscellaneous Revenues","Sustainable Development","Fixed Assets","General Fixed Assets Group","Gen Fixed Asset Group","0","20216610366606699901f"
"2021","Rental Income- Rts","Charges For Services","Regional Transit System","Rts-Administration","The General Fund","The General Fund","0","20216212346806810001g"
"2021","Trans Concurrency Dev. Fees","Charges For Services","Regional Transit System","Gamma Phi Beta Sorority, Pet #Db-17-61","Trans. Concurrency Exc. Area","Special Revenue Funds","0","2021406034680vt72116r"
"2021","Trans Concurrency Dev. Fees","Charges For Services","Regional Transit System","Village Of Sabal Oaks Pet #Db-16-191 Sup","Trans. Concurrency Exc. Area","Special Revenue Funds","0","2021406034680vt73116r"
"2021","Trans Concurrency Dev. Fees","Charges For Services","Regional Transit System","Nine Phase 2, Pet #Db-18-00107","Trans. Concurrency Exc. Area","Special Revenue Funds","0","2021406034680vt86116r"
"2021","Trans Concurrency Dev. Fees","Charges For Services","Regional Transit System","Uf Varsity Club Pet #Db-18-00136","Trans. Concurrency Exc. Area","Special Revenue Funds","0","2021406034680vt87116r"
"2021","Trans Concurrency Dev. Fees","Charges For Services","Regional Transit System","Sorority View Pet #Db-18-00099","Trans. Concurrency Exc. Area","Special Revenue Funds","0","2021406034680vt88116r"
"2021","Trans Concurrency Dev. Fees","Charges For Services","Regional Transit System","Emerson Village @ 2521 Sw Williston Rd. (Pet Db-18-00152)","Trans. Concurrency Exc. Area","Special Revenue Funds","0","2021406034680vt89116r"
"2021","Trans Concurrency Dev. Fees","Charges For Services","Regional Transit System","Cascades Ii 900 Block Sw 5th Ave (Db-19-00076)","Trans. Concurrency Exc. Area","Special Revenue Funds","0","2021406034680vt90116r"
"2021","Trans Concurrency Dev. Fees","Charges For Services","Regional Transit System","203 Sw 2nd Ave Pet Db-19-00092","Trans. Concurrency Exc. Area","Special Revenue Funds","0","2021406034680vt91116r"
"2021","Trans Concurrency Dev. Fees","Charges For Services","Regional Transit System","908 Group Apts 1632 W University Ave Pet Db-19-00102","Trans. Concurrency Exc. Area","Special Revenue Funds","0","2021406034680vt92116r"
"2021","Trans Concurrency Dev. Fees","Charges For Services","Regional Transit System","Ardent 407 Sw 13th Street Db-19-00130","Trans. Concurrency Exc. Area","Special Revenue Funds","0","2021406034680vt93116r"
"2021","Trans Concurrency Dev. Fees","Charges For Services","Regional Transit System","Seminary Lane Pet Db-19-00074","Trans. Concurrency Exc. Area","Special Revenue Funds","0","2021406034680vt94116r"
"2021","Trans Concurrency Dev. Fees","Charges For Services","Regional Transit System","Wood River Apts Pet Db-19-00173","Trans. Concurrency Exc. Area","Special Revenue Funds","0","2021406034680vt95116r"
"2021","Trans Concurrency Dev. Fees","Charges For Services","Regional Transit System","Rise Development, 2749 Sw 14th Drive, Pet Db-20-00003","Trans. Concurrency Exc. Area","Special Revenue Funds","0","2021406034680vt96116r"
"2021","Trans Concurrency Dev. Fees","Charges For Services","Regional Transit System","Graduate Ii, 1236 Sw 4th Avenue, Pet Db-20-00013","Trans. Concurrency Exc. Area","Special Revenue Funds","0","2021406034680vt97116r"
"2021","Trans Concurrency Dev. Fees","Charges For Services","Regional Transit System","Ca Ventures, 931 W. University Ave, Pet Db-20-00017","Trans. Concurrency Exc. Area","Special Revenue Funds","0","2021406034680vt98116r"
"2021","Trans Concurrency Dev. Fees","Charges For Services","Regional Transit System","The Flats, 1532 Sw 18th Place, Pet Db-20-00024","Trans. Concurrency Exc. Area","Special Revenue Funds","0","2021406034680vt99116r"
"2021","Trans Concurrency Dev. Fees","Charges For Services","Regional Transit System","Waypoint, 4300 Blk Sw 20th Ave., Pet Ad-20-00033","Trans. Concurrency Exc. Area","Special Revenue Funds","0","2021406034680vu01116r"
"2021","Trans Concurrency Dev. Fees","Charges For Services","Regional Transit System","The Mark, 400 Blk Nw 13th Street, Pet Db-20-00022","Trans. Concurrency Exc. Area","Special Revenue Funds","0","2021406034680vu02116r"
"2021","Trans Concurrency Dev. Fees","Charges For Services","Regional Transit System","Craftsman Ii, 323 Nw 19th Street, Pet Db-20-00048","Trans. Concurrency Exc. Area","Special Revenue Funds","0","2021406034680vu03116r"
"2021","Trans Concurrency Dev. Fees","Charges For Services","Regional Transit System","Ansley's Way 1300 Blk Nw 5th Ave Db-20-00083","Trans. Concurrency Exc. Area","Special Revenue Funds","0","2021406034680vu04116r"
"2021","Trans Concurrency Dev. Fees","Charges For Services","Regional Transit System","Sw 4th Avenue Apts, 1200 Block Of Sw 4th Ave Db-20-00097","Trans. Concurrency Exc. Area","Special Revenue Funds","0","2021406034680vu05116r"
"2021","Local Option Gas Tax","Taxes","Regional Transit System","Fy2014 Section 5317 New Freedom (Contr #Arb02) Jpa - Rides","Regional Transit System Fund","Enterprise Funds","0","2021020131680uf15450e"
"2021","Local Option Gas Tax","Taxes","Regional Transit System","Fy2016 Fta Jpa Section 5310 Operating Assistance (G0861)","Regional Transit System Fund","Enterprise Funds","0","2021020131680uh15450e"
"2021","Local Option Gas Tax","Taxes","Regional Transit System","Ptga Funds From Fdot For Route 601(contr#g1786)","Regional Transit System Fund","Enterprise Funds","0","2021020131680uj07450e"
"2021","Fta 5307 Urbanized Formula Grant","Intergovernmental Revenues","Regional Transit System","Ada Transportation","Regional Transit System Fund","Enterprise Funds","0","20211602336806840450e"
"2021","Fta 5307 Urbanized Formula Grant","Intergovernmental Revenues","Regional Transit System","Bus Shelters-(X572)","Regional Transit System Fund","Enterprise Funds","0","2021160233680u748450e"
"2021","Fta 5307 Urbanized Formula Grant","Intergovernmental Revenues","Regional Transit System","Short Range Transit Planning - Sect 5307 (Fl-90-X694)","Regional Transit System Fund","Enterprise Funds","0","2021160233680ua48450e"
"2021","Transfer From General Fund (001)","Non-Revenues","Non-Departmental","Debt Service","Pension Obligation Bond-S2003a","Debt Service Funds","860594.76","20217408389909984226d"
"2021","Transfer From Gen Pension Fund (601)","Non-Revenues","Non-Departmental","Debt Service","Pension Obligation Bond-S2003a","Debt Service Funds","6119.56","20217415389909984226d"
"2021","Transfer From Police Pension (607)","Non-Revenues","Non-Departmental","Debt Service","Pension Obligation Bond-S2003a","Debt Service Funds","1377.13","20217416389909984226d"
"2021","Trans From Employee Hlth&accd. (504)","Non-Revenues","Non-Departmental","Debt Service","Pension Obligation Bond-S2003a","Debt Service Funds","2774.61","20217418389909984226d"
"2021","Trans From Solid Waste (420)","Non-Revenues","Non-Departmental","Debt Service","Pension Obligation Bond-S2003a","Debt Service Funds","26676.06","20217420389909984226d"
"2021","Transfer From Cdbg (102)","Non-Revenues","Non-Departmental","Debt Service","Pension Obligation Bond-S2003a","Debt Service Funds","18083.74","20217421389909984226d"
"2021","Transfer From Rts (450)","Non-Revenues","Non-Departmental","Debt Service","Pension Obligation Bond-S2003a","Debt Service Funds","478930.04","20217423389909984226d"
"2021","Trans From Fire Pension","Non-Revenues","Non-Departmental","Debt Service","Pension Obligation Bond-S2003a","Debt Service Funds","1377.22","20217424389909984226d"
"2021","Trans Fr Gen Ins Fund (503)","Non-Revenues","Non-Departmental","Debt Service","Pension Obligation Bond-S2003a","Debt Service Funds","42712.72","20217432389909984226d"
"2021","Trans Fr Cultural Affairs (107)","Non-Revenues","Non-Departmental","Debt Service","Pension Obligation Bond-S2003a","Debt Service Funds","2393.34","20217433389909984226d"
"2021","Trans Fr Fleet Fund (502)","Non-Revenues","Non-Departmental","Debt Service","Pension Obligation Bond-S2003a","Debt Service Funds","63037.53","20217435389909984226d"
"2021","Trans Fr Stormwater Mgmt. (413)","Non-Revenues","Non-Departmental","Debt Service","Pension Obligation Bond-S2003a","Debt Service Funds","119515.18","20217437389909984226d"
"2021","T/f Roadway Resurfacing Program (353)","Non-Revenues","Non-Departmental","Debt Service","Pension Obligation Bond-S2003a","Debt Service Funds","13672.75","20217438389909984226d"
"2021","T/f-Home Grant Fund (104)","Non-Revenues","Non-Departmental","Debt Service","Pension Obligation Bond-S2003a","Debt Service Funds","1188.83","20217447389909984226d"
"2021","Trans-From Cra 620","Non-Revenues","Non-Departmental","Debt Service","Pension Obligation Bond-S2003a","Debt Service Funds","23023.88","20217450389909984226d"
"2021","Tr/from Rehab","Non-Revenues","Non-Departmental","Debt Service","Pension Obligation Bond-S2003a","Debt Service Funds","334.75","20217452389909984226d"
"2021","Trans Fr Fleet Fund (501)","Non-Revenues","Non-Departmental","Debt Service","Pension Obligation Bond-S2003a","Debt Service Funds","894.58","20217474389909984226d"
"2021","T/f-Fl Bldg Codes Enforcement Fund (416)","Non-Revenues","Non-Departmental","Debt Service","Pension Obligation Bond-S2003a","Debt Service Funds","67549.63","20217477389909984226d"
"2021","Trans From New Smu Capital Project Fund (414)","Non-Revenues","Non-Departmental","Debt Service","Pension Obligation Bond-S2003a","Debt Service Funds","14.35","20217494389909984226d"
"2021","Fta 5307 Urbanized Formula Grant","Intergovernmental Revenues","Regional Transit System","Metropolitan Planning - Fy2010 Uafg (Fl-90-X737-00)","Regional Transit System Fund","Enterprise Funds","0","2021160233680ub79450e"
"2021","Fta 5307 Urbanized Formula Grant","Intergovernmental Revenues","Regional Transit System","Sef: Acquire Shop Equipment - Fy2010 Uafg (Fl-90-X737-00)","Regional Transit System Fund","Enterprise Funds","0","2021160233680ub81450e"
"2021","Fta 5307 Urbanized Formula Grant","Intergovernmental Revenues","Regional Transit System","Sef: Acquire Adp Hardware - Fy2010 Uafg (Fl-90-X737-00)","Regional Transit System Fund","Enterprise Funds","0","2021160233680ub82450e"
"2021","Fta 5307 Urbanized Formula Grant","Intergovernmental Revenues","Regional Transit System","Sef: Acquire Rehab/renovate Adm- Fy2010 Uafg (Fl-90-X737-00)","Regional Transit System Fund","Enterprise Funds","0","2021160233680ub85450e"
"2021","Fta 5307 Urbanized Formula Grant","Intergovernmental Revenues","Regional Transit System","Bus - Rolling Stock - Fy2012 Uafg (Fl-90-X798-00)","Regional Transit System Fund","Enterprise Funds","0","2021160233680ue40450e"
"2021","Fta 5307 Urbanized Formula Grant","Intergovernmental Revenues","Regional Transit System","Sef: Acquire Support Vehicles - Fy2012 Uafg (Fl-90-X798-00)","Regional Transit System Fund","Enterprise Funds","0","2021160233680ue43450e"
"2021","Fta 5307 Urbanized Formula Grant","Intergovernmental Revenues","Regional Transit System","Sef: Acquire Misc Support Eqpt - Fy2012 Uafg (Fl-90-X798-00)","Regional Transit System Fund","Enterprise Funds","0","2021160233680ue44450e"
"2021","Fta 5307 Urbanized Formula Grant","Intergovernmental Revenues","Regional Transit System","Oci:  Preventative Maintenance - Fy2012 Uafg (Fl-90-X798-00)","Regional Transit System Fund","Enterprise Funds","0","2021160233680ue45450e"
"2021","Fta 5307 Urbanized Formula Grant","Intergovernmental Revenues","Regional Transit System","Oci: Ada Paratransit Service - Fy2012 Uafg (Fl-90-X798-00)","Regional Transit System Fund","Enterprise Funds","0","2021160233680ue46450e"
"2021","Fta 5307 Urbanized Formula Grant","Intergovernmental Revenues","Regional Transit System","Bus - Sta/stops - Fy2013 Uafg (Fl-90-X824-00)","Regional Transit System Fund","Enterprise Funds","0","2021160233680uf38450e"
"2021","Fta 5307 Urbanized Formula Grant","Intergovernmental Revenues","Regional Transit System","Sef: Acquire Misc Support Eqpt - Fy2013 Uafg (Fl-90-X824-00)","Regional Transit System Fund","Enterprise Funds","0","2021160233680uf44450e"
"2021","Fta 5307 Urbanized Formula Grant","Intergovernmental Revenues","Regional Transit System","Bus - Sta/stops - Fy2014 Uafg (Fl-90-X851-00)","Regional Transit System Fund","Enterprise Funds","0","2021160233680uf60450e"
"2021","Fta 5307 Urbanized Formula Grant","Intergovernmental Revenues","Regional Transit System","Bus - Rolling Stock - Fy2014 Uafg (Fl-90-X851-00)","Regional Transit System Fund","Enterprise Funds","0","2021160233680uf61450e"
"2021","Fta 5307 Urbanized Formula Grant","Intergovernmental Revenues","Regional Transit System","Sef: Acquire Mob Surv/security - Fy2014 Uafg (Fl-90-X851-00)","Regional Transit System Fund","Enterprise Funds","0","2021160233680uf63450e"
"2021","Fta 5307 Urbanized Formula Grant","Intergovernmental Revenues","Regional Transit System","Oci:  Preventative Maintenance - Fy2014 Uafg (Fl-90-X851-00)","Regional Transit System Fund","Enterprise Funds","0","2021160233680uf65450e"
"2021","Fta 5307 Urbanized Formula Grant","Intergovernmental Revenues","Regional Transit System","Oci: Ada Paratransit Service - Fy2014 Uafg (Fl-90-X851-00)","Regional Transit System Fund","Enterprise Funds","0","2021160233680uf66450e"
"2021","Fta 5307 Urbanized Formula Grant","Intergovernmental Revenues","Regional Transit System","Sef - Adp Software - Fy2017 Uafg (Fl-2018-009-00)","Regional Transit System Fund","Enterprise Funds","0","2021160233680ui06450e"
"2021","Fta 5307 Urbanized Formula Grant","Intergovernmental Revenues","Regional Transit System","Sef - Mob Surv/security - Fy2017 Uafg (Fl-2018-009-00)","Regional Transit System Fund","Enterprise Funds","0","2021160233680ui07450e"
"2021","Fta 5307 Urbanized Formula Grant","Intergovernmental Revenues","Regional Transit System","Sce - Radios - Fy2017 Uafg (Fl-2018-009-00)","Regional Transit System Fund","Enterprise Funds","0","2021160233680ui09450e"
"2021","Fta 5307 Urbanized Formula Grant","Intergovernmental Revenues","Regional Transit System","Oci - Ada Paratran Service - Fy2017 Uafg (Fl-2018-009-00)","Regional Transit System Fund","Enterprise Funds","0","2021160233680ui11450e"
"2021","Fta 5307 Urbanized Formula Grant","Intergovernmental Revenues","Regional Transit System","Sef - Mobile Sec. Equip - Fy2018 Uafg (Fl-2018-032-00)","Regional Transit System Fund","Enterprise Funds","0","2021160233680ui17450e"
"2021","Fta 5307 Urbanized Formula Grant","Intergovernmental Revenues","Regional Transit System","Bus - Replc 40ft Bus - Fy2018 Uafg (Fl-2018-094-00)","Regional Transit System Fund","Enterprise Funds","0","2021160233680ui21450e"
"2021","Fta 5307 Urbanized Formula Grant","Intergovernmental Revenues","Regional Transit System","Oci - Preventative Maint. - Fy2018 Uafg (Fl-2018-094-00)","Regional Transit System Fund","Enterprise Funds","0","2021160233680ui29450e"
"2021","Fta 5307 Urbanized Formula Grant","Intergovernmental Revenues","Regional Transit System","Oci - Ada Paratran Service - Fy2018 Uafg (Fl-2018-094-00)","Regional Transit System Fund","Enterprise Funds","0","2021160233680ui31450e"
"2021","Fta 5307 Urbanized Formula Grant","Intergovernmental Revenues","Regional Transit System","Fy20 Uafg 5307 Grant-Oa-Fl-2019-091-00","Regional Transit System Fund","Enterprise Funds","0","2021160233680uk07450e"
"2021","Fta 5307 Urbanized Formula Grant","Intergovernmental Revenues","Regional Transit System","Fy20 Uafg 5307 Grant-Oci (Ada)-Fl-2019-091-00","Regional Transit System Fund","Enterprise Funds","0","2021160233680uk08450e"
"2021","Fta 5307 Urbanized Formula Grant","Intergovernmental Revenues","Regional Transit System","Fy20 Cares Act 5307 Fl-2020-030-00 Cap Prev Maint","Regional Transit System Fund","Enterprise Funds","0","2021160233680uk30450e"
"2021","Fta 5307 Urbanized Formula Grant","Intergovernmental Revenues","Regional Transit System","Fy20 Cares Act 5307 Fl-2020-030-00 Oa Emergency Relief Fuel","Regional Transit System Fund","Enterprise Funds","0","2021160233680uk32450e"
"2021","Fta-Sec 5309 Capital Program Grant","Intergovernmental Revenues","Regional Transit System","Fy04-Sec 5309 Grant","Regional Transit System Fund","Enterprise Funds","0","2021160833680u752450e"
"2021","Fta-Sec 5309 Capital Program Grant","Intergovernmental Revenues","Regional Transit System","Construct-Maintenance/facility - Sect 5309 (Fl-04-0089-00)","Regional Transit System Fund","Enterprise Funds","0","2021160833680ua21450e"
"2021","Fta-Sec 5309 Capital Program Grant","Intergovernmental Revenues","Regional Transit System","Fy2011 Section 5308 Clean Fuels Grant (Fl-58-0002)","Regional Transit System Fund","Enterprise Funds","0","2021160833680ue30450e"
"2021","Interest On Investments","Miscellaneous Revenues","Non-Departmental","Debt Service","Pension Obligation Bond-S2003b","Debt Service Funds","5000","20216001369909984227d"
"2021","Transfer From General Fund (001)","Non-Revenues","Non-Departmental","Debt Service","Pension Obligation Bond-S2003b","Debt Service Funds","3445895.5","20217408389909984227d"
"2021","Trans From New Smu Capital Project Fund (414)","Non-Revenues","Non-Departmental","Debt Service","Depot Ave Stormwater Park Debt Svc Fund","Debt Service Funds","164238.74","20217494389909984229d"
"2021","Gain/loss On Investments","Miscellaneous Revenues","Non-Departmental","Debt Service","Capital Improvement Revenue Bond 2010","Debt Service Funds","2000","20216006369909984237d"
"2021","Transfer From General Fund (001)","Non-Revenues","Non-Departmental","Debt Service","Capital Improvement Revenue Bond 2010","Debt Service Funds","218415.98","20217408389909984237d"
"2021","Interest On Investments","Miscellaneous Revenues","Non-Departmental","Debt Service","Revenue Refunding Note 2011","Debt Service Funds","2000","20216001369909984238d"
"2021","Transfer From General Fund (001)","Non-Revenues","Non-Departmental","Debt Service","Revenue Refunding Note 2011","Debt Service Funds","691506","20217408389909984238d"
"2021","Interest On Investments","Miscellaneous Revenues","Non-Departmental","Debt Service","Revenue Note Series 2011a","Debt Service Funds","2000","20216001369909984239d"
"2021","Transfer From General Fund (001)","Non-Revenues","Non-Departmental","Debt Service","Revenue Note Series 2011a","Debt Service Funds","429618","20217408389909984239d"
"2021","Transfer From General Fund (001)","Non-Revenues","Non-Departmental","Debt Service","Revenue Refunding Note 2014","Debt Service Funds","1643480","20217408389909984241d"
"2021","Transfer From General Fund (001)","Non-Revenues","Non-Departmental","Debt Service","Capital Improvement Revenue Bond Series 2014","Debt Service Funds","885783.64","20217408389909984242d"
"2021","Transfer From General Fund (001)","Non-Revenues","Non-Departmental","Debt Service","Capital Imp Rev Refunding (Cirn) Note 2016a (5c Gas Tax)","Debt Service Funds","801446.99","20217408389909984243d"
"2021","Trans From Solid Waste (420)","Non-Revenues","Non-Departmental","Debt Service","Capital Imp Rev Refunding (Cirn) Note 2016a (5c Gas Tax)","Debt Service Funds","120345.95","20217420389909984243d"
"2021","Trans Fr Stormwater Mgmt. (413)","Non-Revenues","Non-Departmental","Debt Service","Capital Imp Rev Refunding (Cirn) Note 2016a (5c Gas Tax)","Debt Service Funds","54542.36","20217437389909984243d"
