"fund","department","unit","vendor","expenditure_type","expenditure_detail","transaction_amount","transaction_date","month_name","fiscal_month_number","fiscal_year","pmt_method"
"The General Fund","Parks, Recreation & Cultural Affairs","Parks, Recreation & Cultural Affairs Administration","Double Eagle Graphics","Parks & Recreation","Materials And Supplies","120.00","2011-10-16T00:00:00.000","October","1","2012","Payables"
"The General Fund","Parks, Recreation & Cultural Affairs","Sports","Dampier Septic Tank Co Inc","Parks & Recreation","Professional Services","130.00","2011-10-16T00:00:00.000","October","1","2012","Payables"
"The General Fund","Parks, Recreation & Cultural Affairs","Plaza Events-Police Overtime","Sloan'S Security Service Llc","Cultural Services","Other Contractual Services","150.00","2011-10-16T00:00:00.000","October","1","2012","Payables"
"The General Fund","Parks, Recreation & Cultural Affairs","Plaza Events-Police Overtime","Sloan'S Security Service Llc","Cultural Services","Other Contractual Services","150.00","2011-10-16T00:00:00.000","October","1","2012","Payables"
"The General Fund","Parks, Recreation & Cultural Affairs","Plaza Events-Police Overtime","Sloan'S Security Service Llc","Cultural Services","Other Contractual Services","150.00","2011-10-16T00:00:00.000","October","1","2012","Payables"
"The General Fund","Parks, Recreation & Cultural Affairs","Parks, Recreation & Cultural Affairs Administration","Gainesville Regional Utilities","Parks & Recreation","Utilities-Elect,Sewer,Water","153.48","2011-10-16T00:00:00.000","October","1","2012","Payables"
"The General Fund","Parks, Recreation & Cultural Affairs","Plaza Events Program","Everyman Sound Company Inc","Cultural Services","Other Contractual Services","167.50","2011-10-16T00:00:00.000","October","1","2012","Payables"
"The General Fund","Parks, Recreation & Cultural Affairs","Facilities","Mavis Ratliff","Parks & Recreation","Other Contractual Services","180.00","2011-10-16T00:00:00.000","October","1","2012","Payables"
"The General Fund","Parks, Recreation & Cultural Affairs","Plaza Events Program","Everyman Sound Company Inc","Cultural Services","Other Contractual Services","270.00","2011-10-16T00:00:00.000","October","1","2012","Payables"
"The General Fund","Parks, Recreation & Cultural Affairs","Nature Operations","Gainesville Regional Utilities","Special Recreation Facilities","Utilities-Elect,Sewer,Water","282.38","2011-10-16T00:00:00.000","October","1","2012","Payables"
"The General Fund","Parks, Recreation & Cultural Affairs","Cemetery Operations","David C Lindsey Fencing And Handyman Inc","Other Physical Environment","Professional Services","283.50","2011-10-16T00:00:00.000","October","1","2012","Payables"
"The General Fund","Parks, Recreation & Cultural Affairs","Facilities","Double Eagle Graphics","Parks & Recreation","Materials And Supplies","336.03","2011-10-16T00:00:00.000","October","1","2012","Payables"
"The General Fund","Parks, Recreation & Cultural Affairs","Parks, Recreation & Cultural Affairs Administration","Temp Force Inc","Parks & Recreation","Professional Services","352.49","2011-10-16T00:00:00.000","October","1","2012","Payables"
"The General Fund","Parks, Recreation & Cultural Affairs","Parks, Recreation & Cultural Affairs Administration","Temp Force Inc","Parks & Recreation","Professional Services","430.82","2011-10-16T00:00:00.000","October","1","2012","Payables"
"The General Fund","Parks, Recreation & Cultural Affairs","Plaza Events Program","Everyman Sound Company Inc","Cultural Services","Other Contractual Services","489.00","2011-10-16T00:00:00.000","October","1","2012","Payables"
"The General Fund","Parks, Recreation & Cultural Affairs","Sports","Legacy Sports Inc","Parks & Recreation","Materials And Supplies","552.50","2011-10-16T00:00:00.000","October","1","2012","Payables"
"The General Fund","Parks, Recreation & Cultural Affairs","Sports","Bakers Sports Inc","Parks & Recreation","Materials And Supplies","590.00","2011-10-16T00:00:00.000","October","1","2012","Payables"
"The General Fund","Parks, Recreation & Cultural Affairs","Parks, Recreation & Cultural Affairs Administration","Gainesville Sun","Parks & Recreation","Advertising","846.86","2011-10-16T00:00:00.000","October","1","2012","Payables"
"The General Fund","Parks, Recreation & Cultural Affairs","Parks, Recreation & Cultural Affairs Administration","Gainesville Regional Utilities","Parks & Recreation","Utilities-Elect,Sewer,Water","1375.19","2011-10-16T00:00:00.000","October","1","2012","Payables"
"The General Fund","Parks, Recreation & Cultural Affairs","Facilities","Gainesville Regional Utilities","Parks & Recreation","Utilities-Elect,Sewer,Water","13311.47","2011-10-16T00:00:00.000","October","1","2012","Payables"
"The General Fund","Police","Office Of The Chief Of Police","Gainesville Regional Utilities","Law Enforcement","Utilities-Elect,Sewer,Water","39.12","2011-10-16T00:00:00.000","October","1","2012","Payables"
"The General Fund","Police","Office Of The Chief Of Police","Gainesville Regional Utilities","Law Enforcement","Utilities-Elect,Sewer,Water","43.20","2011-10-16T00:00:00.000","October","1","2012","Payables"
"The General Fund","Police","Office Of The Chief Of Police","Gainesville Regional Utilities","Law Enforcement","Utilities-Elect,Sewer,Water","56.16","2011-10-16T00:00:00.000","October","1","2012","Payables"
"The General Fund","Police","Special Investigations","Backer Lock & Security Inc","Law Enforcement","Materials And Supplies","65.00","2011-10-16T00:00:00.000","October","1","2012","Payables"
"The General Fund","Police","Property Division","Gold Nugget Uniform Inc","Law Enforcement","Uniform Purchase Price","85.29","2011-10-16T00:00:00.000","October","1","2012","Payables"
"The General Fund","Police","Investigations Bureau","Hav A Cup Of Gainesville Inc","Law Enforcement","Materials And Supplies","90.95","2011-10-16T00:00:00.000","October","1","2012","Payables"
"The General Fund","Police","Office Of The Chief Of Police","Gainesville Regional Utilities","Law Enforcement","Utilities-Elect,Sewer,Water","92.00","2011-10-16T00:00:00.000","October","1","2012","Payables"
"The General Fund","Police","Office Of The Chief Of Police","Gainesville Regional Utilities","Law Enforcement","Utilities-Elect,Sewer,Water","92.10","2011-10-16T00:00:00.000","October","1","2012","Payables"
"The General Fund","Police","Property Division","Bio-Cycle Llc","Law Enforcement","Other Contractual Services","96.00","2011-10-16T00:00:00.000","October","1","2012","Payables"
"The General Fund","Police","Personnel Division","Florida Polygraph Association Inc","Law Enforcement","Dues, Memberships, Publication","100.00","2011-10-16T00:00:00.000","October","1","2012","Payables"
"The General Fund","Police","Investigations Bureau","Florida Polygraph Association Inc","Law Enforcement","Dues, Memberships, Publication","100.00","2011-10-16T00:00:00.000","October","1","2012","Payables"
"The General Fund","Police","District 2","Hav A Cup Of Gainesville Inc","Law Enforcement","Materials And Supplies","103.00","2011-10-16T00:00:00.000","October","1","2012","Payables"
"The General Fund","Police","Special Investigations","University Towing & Transport Inc","Law Enforcement","Materials And Supplies","104.00","2011-10-16T00:00:00.000","October","1","2012","Payables"
"The General Fund","Police","Property Division","Safety Schell Corporation","Law Enforcement","Uniform Purchase Price","121.94","2011-10-16T00:00:00.000","October","1","2012","Payables"
"The General Fund","Police","Office Of The Chief Of Police","Gainesville Regional Utilities","Law Enforcement","Utilities-Elect,Sewer,Water","125.54","2011-10-16T00:00:00.000","October","1","2012","Payables"
"The General Fund","Police","Office Of The Chief Of Police","Gainesville Regional Utilities","Law Enforcement","Utilities-Elect,Sewer,Water","132.19","2011-10-16T00:00:00.000","October","1","2012","Payables"
"The General Fund","Police","Records","Iron Mountain Records Management Inc","Law Enforcement","Other Contractual Services","162.60","2011-10-16T00:00:00.000","October","1","2012","Payables"
"The General Fund","Police","Training Unit","Gainesville Target Range Inc","Law Enforcement","Materials And Supplies","190.00","2011-10-16T00:00:00.000","October","1","2012","Payables"
"The General Fund","Police","Property Division","Gold Nugget Uniform Inc","Law Enforcement","Uniform Purchase Price","220.16","2011-10-16T00:00:00.000","October","1","2012","Payables"
"The General Fund","Police","Investigations Bureau","Fox Valley Technical College","Law Enforcement","Travel & Training","325.00","2011-10-16T00:00:00.000","October","1","2012","Payables"
"The General Fund","Police","Office Of The Chief Of Police","Gainesville Regional Utilities","Law Enforcement","Utilities-Elect,Sewer,Water","362.68","2011-10-16T00:00:00.000","October","1","2012","Payables"
"The General Fund","Police","Office Of The Chief Of Police","Hav A Cup Of Gainesville Inc","Law Enforcement","Materials And Supplies","371.45","2011-10-16T00:00:00.000","October","1","2012","Payables"
"The General Fund","Police","Internal Affairs","Deborah J Everhart","Law Enforcement","Other Contractual Services","375.60","2011-10-16T00:00:00.000","October","1","2012","Payables"
"The General Fund","Police","Office Of The Chief Of Police","Gainesville Regional Utilities","Law Enforcement","Utilities-Elect,Sewer,Water","725.01","2011-10-16T00:00:00.000","October","1","2012","Payables"
"The General Fund","Police","Office Of The Chief Of Police","Gainesville Regional Utilities","Law Enforcement","Utilities-Elect,Sewer,Water","1981.75","2011-10-16T00:00:00.000","October","1","2012","Payables"
"The General Fund","Police","Office Of The Chief Of Police","Henry Donald Dean","Law Enforcement","Other Contractual Services","2000.00","2011-10-16T00:00:00.000","October","1","2012","Payables"
"The General Fund","Police","Personnel Division","Santa Fe College","Law Enforcement","Travel & Training","2425.43","2011-10-16T00:00:00.000","October","1","2012","Payables"
"The General Fund","Police","Office Of The Chief Of Police","Gainesville Regional Utilities","Law Enforcement","Utilities-Elect,Sewer,Water","2678.47","2011-10-16T00:00:00.000","October","1","2012","Payables"
"The General Fund","Police","Fiscal","Studio 601 Inc","Law Enforcement","Other Contractual Services","4125.00","2011-10-16T00:00:00.000","October","1","2012","Payables"
"The General Fund","Police","Fiscal","Studio 601 Inc","Law Enforcement","Other Contractual Services","4125.00","2011-10-16T00:00:00.000","October","1","2012","Payables"
"The General Fund","Police","Juvenile Assessment Center","Department Of Juvenile Justice","Law Enforcement","Aid To Governmental Services","7500.00","2011-10-16T00:00:00.000","October","1","2012","Payables"
"The General Fund","Police","Support Services Division","Lewis Oil Company Inc","Law Enforcement","Gasoline, Oil, Grease","19449.51","2011-10-16T00:00:00.000","October","1","2012","Payables"
"The General Fund","Police","Support Services Division","Lewis Oil Company Inc","Law Enforcement","Gasoline, Oil, Grease","23456.99","2011-10-16T00:00:00.000","October","1","2012","Payables"
"The General Fund","Public Works","Operations-Maintenance/Construct.","Vulcan Materials Company","Road & Street Facilities","Materials And Supplies","-7.50","2011-10-16T00:00:00.000","October","1","2012","Payables"
"The General Fund","Public Works","Traffic  Operations","Gainesville Regional Utilities","Road & Street Facilities","Utilities-Elect,Sewer,Water","26.67","2011-10-16T00:00:00.000","October","1","2012","Payables"
"The General Fund","Public Works","Traffic  Operations","Gainesville Regional Utilities","Road & Street Facilities","Utilities-Elect,Sewer,Water","27.62","2011-10-16T00:00:00.000","October","1","2012","Payables"
"The General Fund","Public Works","Streets Special Projects","Apac Southeast Inc","Road & Street Facilities","Materials And Supplies","34.77","2011-10-16T00:00:00.000","October","1","2012","Payables"
"The General Fund","Public Works","PW Administrative Services","Gainesville Regional Utilities","Road & Street Facilities","Utilities-Elect,Sewer,Water","35.06","2011-10-16T00:00:00.000","October","1","2012","Payables"
"The General Fund","Public Works","Traffic  Operations","Gainesville Regional Utilities","Road & Street Facilities","Utilities-Elect,Sewer,Water","39.12","2011-10-16T00:00:00.000","October","1","2012","Payables"
"The General Fund","Public Works","Traffic  Operations","Gainesville Regional Utilities","Road & Street Facilities","Utilities-Elect,Sewer,Water","42.82","2011-10-16T00:00:00.000","October","1","2012","Payables"
"The General Fund","Public Works","Traffic  Operations","Gainesville Regional Utilities","Road & Street Facilities","Utilities-Elect,Sewer,Water","43.60","2011-10-16T00:00:00.000","October","1","2012","Payables"
"The General Fund","Public Works","Traffic  Operations","Gainesville Regional Utilities","Road & Street Facilities","Utilities-Elect,Sewer,Water","48.40","2011-10-16T00:00:00.000","October","1","2012","Payables"
"The General Fund","Public Works","Traffic  Operations","Gainesville Regional Utilities","Road & Street Facilities","Utilities-Elect,Sewer,Water","48.40","2011-10-16T00:00:00.000","October","1","2012","Payables"
"The General Fund","Public Works","Traffic  Operations","Gainesville Regional Utilities","Road & Street Facilities","Utilities-Elect,Sewer,Water","51.70","2011-10-16T00:00:00.000","October","1","2012","Payables"
"The General Fund","Public Works","Traffic  Operations","Gainesville Regional Utilities","Road & Street Facilities","Utilities-Elect,Sewer,Water","52.12","2011-10-16T00:00:00.000","October","1","2012","Payables"
"The General Fund","Public Works","Traffic  Operations","Gainesville Regional Utilities","Road & Street Facilities","Utilities-Elect,Sewer,Water","52.80","2011-10-16T00:00:00.000","October","1","2012","Payables"
"The General Fund","Public Works","Traffic  Operations","Gainesville Regional Utilities","Road & Street Facilities","Utilities-Elect,Sewer,Water","53.32","2011-10-16T00:00:00.000","October","1","2012","Payables"
"The General Fund","Public Works","Traffic  Operations","Gainesville Regional Utilities","Road & Street Facilities","Utilities-Elect,Sewer,Water","54.01","2011-10-16T00:00:00.000","October","1","2012","Payables"
"The General Fund","Public Works","Traffic  Operations","Gainesville Regional Utilities","Road & Street Facilities","Utilities-Elect,Sewer,Water","54.16","2011-10-16T00:00:00.000","October","1","2012","Payables"
"The General Fund","Public Works","Traffic  Operations","Gainesville Regional Utilities","Road & Street Facilities","Utilities-Elect,Sewer,Water","54.41","2011-10-16T00:00:00.000","October","1","2012","Payables"
"The General Fund","Public Works","Traffic  Operations","Gainesville Regional Utilities","Road & Street Facilities","Utilities-Elect,Sewer,Water","54.63","2011-10-16T00:00:00.000","October","1","2012","Payables"
"The General Fund","Public Works","Traffic  Operations","Gainesville Regional Utilities","Road & Street Facilities","Utilities-Elect,Sewer,Water","54.70","2011-10-16T00:00:00.000","October","1","2012","Payables"
"The General Fund","Public Works","Traffic  Operations","Gainesville Regional Utilities","Road & Street Facilities","Utilities-Elect,Sewer,Water","54.88","2011-10-16T00:00:00.000","October","1","2012","Payables"
"The General Fund","Public Works","Traffic  Operations","Gainesville Regional Utilities","Road & Street Facilities","Utilities-Elect,Sewer,Water","54.96","2011-10-16T00:00:00.000","October","1","2012","Payables"
"The General Fund","Public Works","Traffic  Operations","Gainesville Regional Utilities","Road & Street Facilities","Utilities-Elect,Sewer,Water","55.01","2011-10-16T00:00:00.000","October","1","2012","Payables"
"The General Fund","Public Works","Traffic  Operations","Gainesville Regional Utilities","Road & Street Facilities","Utilities-Elect,Sewer,Water","55.23","2011-10-16T00:00:00.000","October","1","2012","Payables"
"The General Fund","Public Works","Traffic  Operations","Gainesville Regional Utilities","Road & Street Facilities","Utilities-Elect,Sewer,Water","55.37","2011-10-16T00:00:00.000","October","1","2012","Payables"
"The General Fund","Public Works","Traffic  Operations","Gainesville Regional Utilities","Road & Street Facilities","Utilities-Elect,Sewer,Water","55.64","2011-10-16T00:00:00.000","October","1","2012","Payables"
"The General Fund","Public Works","Traffic  Operations","Gainesville Regional Utilities","Road & Street Facilities","Utilities-Elect,Sewer,Water","55.78","2011-10-16T00:00:00.000","October","1","2012","Payables"
"The General Fund","Public Works","Traffic  Operations","Gainesville Regional Utilities","Road & Street Facilities","Utilities-Elect,Sewer,Water","56.04","2011-10-16T00:00:00.000","October","1","2012","Payables"
"The General Fund","Public Works","Traffic  Operations","Gainesville Regional Utilities","Road & Street Facilities","Utilities-Elect,Sewer,Water","56.18","2011-10-16T00:00:00.000","October","1","2012","Payables"
"The General Fund","Public Works","Traffic  Operations","Gainesville Regional Utilities","Road & Street Facilities","Utilities-Elect,Sewer,Water","56.32","2011-10-16T00:00:00.000","October","1","2012","Payables"
"The General Fund","Public Works","Traffic  Operations","Gainesville Regional Utilities","Road & Street Facilities","Utilities-Elect,Sewer,Water","56.44","2011-10-16T00:00:00.000","October","1","2012","Payables"
"The General Fund","Public Works","Traffic  Operations","Gainesville Regional Utilities","Road & Street Facilities","Utilities-Elect,Sewer,Water","56.45","2011-10-16T00:00:00.000","October","1","2012","Payables"
"The General Fund","Public Works","Traffic  Operations","Gainesville Regional Utilities","Road & Street Facilities","Utilities-Elect,Sewer,Water","56.72","2011-10-16T00:00:00.000","October","1","2012","Payables"
"The General Fund","Public Works","Traffic  Operations","Gainesville Regional Utilities","Road & Street Facilities","Utilities-Elect,Sewer,Water","57.33","2011-10-16T00:00:00.000","October","1","2012","Payables"
"The General Fund","Public Works","Traffic  Operations","Gainesville Regional Utilities","Road & Street Facilities","Utilities-Elect,Sewer,Water","58.35","2011-10-16T00:00:00.000","October","1","2012","Payables"
"The General Fund","Public Works","Traffic  Operations","Gainesville Regional Utilities","Road & Street Facilities","Utilities-Elect,Sewer,Water","59.03","2011-10-16T00:00:00.000","October","1","2012","Payables"
"The General Fund","Public Works","Traffic  Operations","Gainesville Regional Utilities","Road & Street Facilities","Utilities-Elect,Sewer,Water","59.54","2011-10-16T00:00:00.000","October","1","2012","Payables"
"The General Fund","Public Works","Traffic  Operations","Gainesville Regional Utilities","Road & Street Facilities","Utilities-Elect,Sewer,Water","59.67","2011-10-16T00:00:00.000","October","1","2012","Payables"
"The General Fund","Public Works","Traffic  Operations","Gainesville Regional Utilities","Road & Street Facilities","Utilities-Elect,Sewer,Water","59.84","2011-10-16T00:00:00.000","October","1","2012","Payables"
"The General Fund","Public Works","Traffic  Operations","Gainesville Regional Utilities","Road & Street Facilities","Utilities-Elect,Sewer,Water","60.10","2011-10-16T00:00:00.000","October","1","2012","Payables"
"The General Fund","Public Works","Traffic  Operations","Gainesville Regional Utilities","Road & Street Facilities","Utilities-Elect,Sewer,Water","61.19","2011-10-16T00:00:00.000","October","1","2012","Payables"
"The General Fund","Public Works","Traffic  Operations","Gainesville Regional Utilities","Road & Street Facilities","Utilities-Elect,Sewer,Water","61.23","2011-10-16T00:00:00.000","October","1","2012","Payables"
"The General Fund","Public Works","Traffic  Operations","Gainesville Regional Utilities","Road & Street Facilities","Utilities-Elect,Sewer,Water","61.50","2011-10-16T00:00:00.000","October","1","2012","Payables"
"The General Fund","Public Works","Traffic  Operations","Gainesville Regional Utilities","Road & Street Facilities","Utilities-Elect,Sewer,Water","61.87","2011-10-16T00:00:00.000","October","1","2012","Payables"
"The General Fund","Public Works","Traffic  Operations","Gainesville Regional Utilities","Road & Street Facilities","Utilities-Elect,Sewer,Water","62.13","2011-10-16T00:00:00.000","October","1","2012","Payables"
"The General Fund","Public Works","Traffic  Operations","Gainesville Regional Utilities","Road & Street Facilities","Utilities-Elect,Sewer,Water","62.28","2011-10-16T00:00:00.000","October","1","2012","Payables"
"The General Fund","Public Works","Traffic  Operations","Gainesville Regional Utilities","Road & Street Facilities","Utilities-Elect,Sewer,Water","62.41","2011-10-16T00:00:00.000","October","1","2012","Payables"
"The General Fund","Public Works","Traffic  Operations","Gainesville Regional Utilities","Road & Street Facilities","Utilities-Elect,Sewer,Water","63.49","2011-10-16T00:00:00.000","October","1","2012","Payables"
"The General Fund","Public Works","Traffic  Operations","Gainesville Regional Utilities","Road & Street Facilities","Utilities-Elect,Sewer,Water","63.49","2011-10-16T00:00:00.000","October","1","2012","Payables"
"The General Fund","Public Works","Traffic  Operations","Gainesville Regional Utilities","Road & Street Facilities","Utilities-Elect,Sewer,Water","63.91","2011-10-16T00:00:00.000","October","1","2012","Payables"
"The General Fund","Public Works","Traffic  Operations","Gainesville Regional Utilities","Road & Street Facilities","Utilities-Elect,Sewer,Water","64.44","2011-10-16T00:00:00.000","October","1","2012","Payables"
"The General Fund","Public Works","Traffic  Operations","Gainesville Regional Utilities","Road & Street Facilities","Utilities-Elect,Sewer,Water","68.65","2011-10-16T00:00:00.000","October","1","2012","Payables"
"The General Fund","Public Works","Operations-Maintenance/Construct.","John C Hipp Construction And Equipment Company","Road & Street Facilities","Materials And Supplies","69.68","2011-10-16T00:00:00.000","October","1","2012","Payables"
"The General Fund","Public Works","Traffic  Operations","Gainesville Regional Utilities","Road & Street Facilities","Utilities-Elect,Sewer,Water","69.86","2011-10-16T00:00:00.000","October","1","2012","Payables"
"The General Fund","Public Works","Streets Special Projects","Vulcan Materials Company","Road & Street Facilities","Materials And Supplies","70.78","2011-10-16T00:00:00.000","October","1","2012","Payables"
"The General Fund","Public Works","PW Administrative Services","Gainesville Regional Utilities","Road & Street Facilities","Utilities-Elect,Sewer,Water","72.83","2011-10-16T00:00:00.000","October","1","2012","Payables"
"The General Fund","Public Works","Operations-Maintenance/Construct.","Apac Southeast Inc","Road & Street Facilities","Materials And Supplies","80.94","2011-10-16T00:00:00.000","October","1","2012","Payables"
"The General Fund","Public Works","PW Administrative Services","Gainesville Regional Utilities","Road & Street Facilities","Utilities-Elect,Sewer,Water","86.10","2011-10-16T00:00:00.000","October","1","2012","Payables"
"The General Fund","Public Works","Traffic  Operations","Gainesville Regional Utilities","Road & Street Facilities","Utilities-Elect,Sewer,Water","91.17","2011-10-16T00:00:00.000","October","1","2012","Payables"
"The General Fund","Public Works","Operations-Maintenance/Construct.","Vulcan Materials Company","Road & Street Facilities","Materials And Supplies","93.13","2011-10-16T00:00:00.000","October","1","2012","Payables"
"The General Fund","Public Works","Streets Special Projects","Vulcan Materials Company","Road & Street Facilities","Materials And Supplies","107.25","2011-10-16T00:00:00.000","October","1","2012","Payables"
"The General Fund","Public Works","Operations-Maintenance/Construct.","Tyndale Company Inc","Road & Street Facilities","Uniform Purchase Price","107.60","2011-10-16T00:00:00.000","October","1","2012","Payables"
"The General Fund","Public Works","Operations-Maintenance/Construct.","Apac Southeast Inc","Road & Street Facilities","Materials And Supplies","108.30","2011-10-16T00:00:00.000","October","1","2012","Payables"
"The General Fund","Public Works","Traffic  Operations","Gainesville Regional Utilities","Road & Street Facilities","Utilities-Elect,Sewer,Water","112.55","2011-10-16T00:00:00.000","October","1","2012","Payables"
"The General Fund","Public Works","Engineering Services","Temp Force Inc","Road & Street Facilities","Other Contractual Services","117.04","2011-10-16T00:00:00.000","October","1","2012","Payables"
"The General Fund","Public Works","Streets Special Projects","Vulcan Materials Company","Road & Street Facilities","Materials And Supplies","147.51","2011-10-16T00:00:00.000","October","1","2012","Payables"
"The General Fund","Public Works","Traffic  Operations","Gainesville Regional Utilities","Road & Street Facilities","Utilities-Elect,Sewer,Water","160.85","2011-10-16T00:00:00.000","October","1","2012","Payables"
"The General Fund","Public Works","Operations-Maintenance/Construct.","Tyndale Company Inc","Road & Street Facilities","Uniform Purchase Price","192.40","2011-10-16T00:00:00.000","October","1","2012","Payables"
"The General Fund","Public Works","RIGHT OF WAY MAINTENANCE","Boone Improvements Inc","Road & Street Facilities","Other Contractual Services","220.63","2011-10-16T00:00:00.000","October","1","2012","Payables"
"The General Fund","Public Works","Operations-Maintenance/Construct.","Vulcan Materials Company","Road & Street Facilities","Materials And Supplies","221.26","2011-10-16T00:00:00.000","October","1","2012","Payables"
"The General Fund","Public Works","Operations-Maintenance/Construct.","Vulcan Materials Company","Road & Street Facilities","Materials And Supplies","228.76","2011-10-16T00:00:00.000","October","1","2012","Payables"
"The General Fund","Public Works","Operations-Maintenance/Construct.","Vulcan Materials Company","Road & Street Facilities","Materials And Supplies","258.14","2011-10-16T00:00:00.000","October","1","2012","Payables"
"The General Fund","Public Works","Operations-Maintenance/Construct.","Vulcan Materials Company","Road & Street Facilities","Materials And Supplies","260.75","2011-10-16T00:00:00.000","October","1","2012","Payables"
"The General Fund","Public Works","PW Administrative Services","Temp Force Inc","Road & Street Facilities","Other Contractual Services","292.60","2011-10-16T00:00:00.000","October","1","2012","Payables"
"The General Fund","Public Works","Operations-Maintenance/Construct.","Vulcan Materials Company","Road & Street Facilities","Materials And Supplies","368.77","2011-10-16T00:00:00.000","October","1","2012","Payables"
"The General Fund","Public Works","Operations-Maintenance/Construct.","Vulcan Materials Company","Road & Street Facilities","Materials And Supplies","391.13","2011-10-16T00:00:00.000","October","1","2012","Payables"
"The General Fund","Public Works","Operations-Maintenance/Construct.","Apac Southeast Inc","Road & Street Facilities","Materials And Supplies","408.69","2011-10-16T00:00:00.000","October","1","2012","Payables"
"The General Fund","Public Works","Traffic  Operations","Temp Force Inc","Road & Street Facilities","Manpower Services(Temp Help)","468.92","2011-10-16T00:00:00.000","October","1","2012","Payables"
"The General Fund","Public Works","Traffic  Operations","Temp Force Inc","Road & Street Facilities","Manpower Services(Temp Help)","493.60","2011-10-16T00:00:00.000","October","1","2012","Payables"
"The General Fund","Public Works","Traffic  Operations","Temp Force Inc","Road & Street Facilities","Manpower Services(Temp Help)","493.60","2011-10-16T00:00:00.000","October","1","2012","Payables"
"The General Fund","Public Works","Operations-Maintenance/Construct.","Vulcan Materials Company","Road & Street Facilities","Materials And Supplies","497.38","2011-10-16T00:00:00.000","October","1","2012","Payables"
"The General Fund","Public Works","Operations-Maintenance/Construct.","Temp Force Inc","Road & Street Facilities","Manpower Services(Temp Help)","504.00","2011-10-16T00:00:00.000","October","1","2012","Payables"
"The General Fund","Public Works","Operations-Maintenance/Construct.","Vulcan Materials Company","Road & Street Facilities","Materials And Supplies","537.00","2011-10-16T00:00:00.000","October","1","2012","Payables"
"The General Fund","Public Works","Operations-Maintenance/Construct.","Apac Southeast Inc","Road & Street Facilities","Materials And Supplies","724.47","2011-10-16T00:00:00.000","October","1","2012","Payables"
"The General Fund","Public Works","Operations-Maintenance/Construct.","Apac Southeast Inc","Road & Street Facilities","Materials And Supplies","1015.17","2011-10-16T00:00:00.000","October","1","2012","Payables"
"The General Fund","Public Works","Operations-Maintenance/Construct.","Temp Force Inc","Road & Street Facilities","Manpower Services(Temp Help)","1172.80","2011-10-16T00:00:00.000","October","1","2012","Payables"
"The General Fund","Public Works","PW Administrative Services","Gainesville Regional Utilities","Road & Street Facilities","Utilities-Elect,Sewer,Water","1203.50","2011-10-16T00:00:00.000","October","1","2012","Payables"
"The General Fund","Public Works","Traffic  Operations","Gainesville Regional Utilities","Road & Street Facilities","Utilities-Elect,Sewer,Water","5424.00","2011-10-16T00:00:00.000","October","1","2012","Payables"
"The General Fund","Public Works","Traffic  Operations","Gainesville Regional Utilities","Road & Street Facilities","Utilities-Elect,Sewer,Water","10784.00","2011-10-16T00:00:00.000","October","1","2012","Payables"
"The General Fund","Public Works","PW Administrative Services","Gainesville Regional Utilities","Road & Street Facilities","Utilities-Elect,Sewer,Water","14245.69","2011-10-16T00:00:00.000","October","1","2012","Payables"
"The General Fund","Public Works","PW Administrative Services","Gainesville Regional Utilities","Road & Street Facilities","Utilities-Elect,Sewer,Water","194782.47","2011-10-16T00:00:00.000","October","1","2012","Payables"
"Tourist Product Development - FY11","Parks, Recreation & Cultural Affairs","Gainesville Civic Chorus","Gainesville Civic Chorus","Cultural Services","Aid To Private Organizations","1070.62","2011-10-16T00:00:00.000","October","1","2012","Payables"
"Tourist Product Development - FY11","Parks, Recreation & Cultural Affairs","Gainesville Ballet Theatre","Gainesville Ballet Theatre Inc","Cultural Services","Aid To Private Organizations","2141.20","2011-10-16T00:00:00.000","October","1","2012","Payables"
"Tourist Product Development - FY11","Parks, Recreation & Cultural Affairs","Gainesville Environmental Film Festival","Gainesville Environmental Film And Arts Festival Inc","Cultural Services","Aid To Private Organizations","2498.07","2011-10-16T00:00:00.000","October","1","2012","Payables"
"Tourist Product Development - FY11","Parks, Recreation & Cultural Affairs","Bike Florida","Bike Florida Inc","Cultural Services","Aid To Private Organizations","4996.20","2011-10-16T00:00:00.000","October","1","2012","Payables"
"Tourist Product Development - FY11","Parks, Recreation & Cultural Affairs","Dance Alive","Dance Alive Inc","Cultural Services","Aid To Private Organizations","4996.20","2011-10-16T00:00:00.000","October","1","2012","Payables"
"Wild Spaces Public Places 1/2 c. Sales Tax","Parks, Recreation & Cultural Affairs","Energy Efficiencies-Sensory Indoor/outdoor Lighting","Herbert Halback, Inc.","Parks & Recreation","Professional Services","11.98","2011-10-16T00:00:00.000","October","1","2012","Payables"
"Wild Spaces Public Places 1/2 c. Sales Tax","Parks, Recreation & Cultural Affairs","Energy Efficiencies-Sensory Indoor/outdoor Lighting","Herbert Halback, Inc.","Parks & Recreation","Professional Services","11.98","2011-10-16T00:00:00.000","October","1","2012","Payables"
"Wild Spaces Public Places 1/2 c. Sales Tax","Parks, Recreation & Cultural Affairs","Energy Efficiencies-Sensory Indoor/outdoor Lighting","Herbert Halback, Inc.","Parks & Recreation","Professional Services","23.94","2011-10-16T00:00:00.000","October","1","2012","Payables"
