"fiscal_year","revenue_source","revenue_type","department","unit","fund","fund_type","proposed_amount","adopted_amount","amended_amount","actual_amount","unique_id"
"2020","Interest On Investments","Miscellaneous Revenues","Public Works","New Roadway Resurfacing Program","Roadway Resurfacing Program (Rrp) Fund","Capital Projects Funds",,"0","0","3420.46","2020600136800R400353C"
"2020","Interest On Investments","Miscellaneous Revenues","Office Of Risk Management","Risk Management","Retiree Health Insurance Exp Trust Fund","Expendable Trust",,"1500000","1500000","1223025.25","20206001369209210601T"
"2020","Interest On Investments","Miscellaneous Revenues","Public Works","Traffic Management System","Traffic Management System Building Fund","Capital Projects Funds",,"0","0","0.49","2020600136800C340343C"
"2020","Interest On Investments","Miscellaneous Revenues","Police","Office Of The Chief Of Police","Federal Law Enf. Cont.forfeit.","Special Revenue Funds",,"0","0","1398.41","20206001368108110109R"
"2020","Interest On Investments","Miscellaneous Revenues","Public Works","Refuse Collection","Solid Waste Enterprise Fund","Enterprise Funds",,"0","0","46032.48","20206001368008080420E"
"2020","Interest On Investments","Miscellaneous Revenues","Public Works","Archer Rd/sw 16th Ave/gale Lemerand Dr","Campus Development Agreement Capital Projects Fund","Capital Projects Funds",,"0","0","11662.57","2020600136800C202339C"
"2020","Interest On Investments","Miscellaneous Revenues","Sustainable Development","Building Inspection","Florida Building Code Enforcement Enterprise Fund","Enterprise Funds",,"75384","75384","45482.67","20206001366606670416E"
"2020","Interest On Investments","Miscellaneous Revenues","Sustainable Development","Tree Mitigation","Tree Mitigation Fund","Special Revenue Funds",,"0","0","22386.34","2020600136660I500140R"
"2020","Interest On Investments","Miscellaneous Revenues","Regional Transit System","Rts-Administration","Regional Transit System Fund","Enterprise Funds",,"22000","22000","0","20206001366806810450E"
"2020","Interest On Investments","Miscellaneous Revenues","Public Works","Pw Administrative Services","Trans. Concurrency Exc. Area","Special Revenue Funds",,"0","0","43149.84","20206001368008010116R"
"2020","Interest On Investments","Miscellaneous Revenues","Public Works","Pw Administrative Services","Street,sidewalk&ditch Imp.","Special Revenue Funds",,"0","0","1353.98","20206001368008010113R"
"2020","Interest On Investments","Miscellaneous Revenues","Public Works","Pw Administrative Services","Stormwater Management Surcharge Capital Projects Fund","Enterprise Funds",,"150000","150000","65411.8","20206001368008010414E"
"2020","Interest On Investments","Miscellaneous Revenues","Office Of Housing & Community Development","Ship Program Fy19/20","Ship Grant Fund","Special Revenue Funds",,"0","0","6183.15","2020600136620X488119R"
"2020","Interest On Investments","Miscellaneous Revenues","Gainesville Community Redevelopement Agency","Cra - Eastside District","Tax Increment - Eastside","Expendable Trust",,"0","0","2981.26","20206001367906570621T"
"2020","Interest On Investments","Miscellaneous Revenues","Office Of Housing & Community Development","Water/waste Water Surcharge Fee Projects","Water/waste Water Surcharge Infrastructure Fund","Special Revenue Funds",,"0","0","15880.07","2020600136620S100117R"
"2020","Interest On Investments","Miscellaneous Revenues","Gainesville Community Redevelopement Agency","Cra - 5th Ave./pleasant St.","Tax Increment - 5th Ave/p.st.","Expendable Trust",,"0","0","9211.72","20206001367906530613T"
"2020","Interest On Investments","Miscellaneous Revenues","Gainesville Community Redevelopement Agency","Cra - College Park/univ Height","Tax Increment - College Pk./uh","Expendable Trust",,"0","0","36657.58","20206001367906550618T"
"2020","Interest On Investments","Miscellaneous Revenues","Gainesville Community Redevelopement Agency","Gainesville Technological Incubator","Economic Development Fund","Special Revenue Funds",,"0","0","1585.68","20206001367906560114R"
"2020","Interest On Investments","Miscellaneous Revenues","Gainesville Community Redevelopement Agency","Cra-Operating","Tax Increment - Downtown","Expendable Trust",,"0","0","30745.79","20206001367906510610T"
"2020","Interest On Investments","Miscellaneous Revenues","Gainesville Community Redevelopement Agency","Cra-Operating","Gainesville Community Reinvestment Area","Expendable Trust",,"0","0","31617.37","20206001367906510620T"
"2020","Interest On Investments","Miscellaneous Revenues","Technology & Innovation","It - Administration","Technology Capital Improvement Fund","Internal Service Funds",,"0","0","17406.99","20206001367607640511I"
"2020","Interest On Investments","Miscellaneous Revenues","Budget & Finance Department","Treasury","The General Fund","The General Fund",,"418800","418800","590468","20206001367707770001G"
"2020","Code Enforcement-Citation","Fines And Forfeits","Office Of Housing & Community Development","Code Enforcement","The General Fund","The General Fund",,"4029","4029","301.75","20205605356206203001G"
"2020","Code Enf Citation-$2 Training","Fines And Forfeits","Office Of Housing & Community Development","Code Enforcement","The General Fund","The General Fund",,"87","87","1358.75","20205606356206203001G"
"2020","Parking Fines","Fines And Forfeits","Police","Office Of The Chief Of Police","The General Fund","The General Fund",,"52454","52454","-31976.5","20205801358108110001G"
"2020","Parking Fines","Fines And Forfeits","Fire Rescue","Fire-Special Programs","Misc. Special Revenues","Special Revenue Funds",,"0","54","54","2020580135820G275123R"
"2020","Parking Fines","Fines And Forfeits","Public Works","Parking Enforcement","The General Fund","The General Fund",,"255000","0","0","20205801358008057001G"
"2020","Parking Fines","Fines And Forfeits","Transportation & Mobility","Parking Enforcement","The General Fund","The General Fund",,"0","255000","203230.51","20205801358058057001G"
"2020","Parking Fines","Fines And Forfeits","Police","Office Of The Chief Of Police","School Crossing Guard Trust","Expendable Trust",,"40000","40000","24000","20205801358108110617T"
"2020","False Alarm Penalties","Fines And Forfeits","Fire Rescue","Emergency Operations","The General Fund","The General Fund",,"91490","91490","0","20205802358208220001G"
"2020","False Alarm Penalties","Fines And Forfeits","Police","Office Of The Chief Of Police","The General Fund","The General Fund",,"292634","292634","0","20205802358108110001G"
"2020","Code Enforcement - Prosecution Costs","Fines And Forfeits","Office Of Housing & Community Development","Code Enforcement","The General Fund","The General Fund",,"5089","5089","6108.54","20205607356206203001G"
"2020","Gain/loss On Investments","Miscellaneous Revenues","Parks, Recreation & Cultural Affairs","Hoggetowne Medieval Faire","Cultural Affairs Projects Fund","Special Revenue Funds",,"24376","24376","0","20206006368501650107R"
"2020","Gain/loss On Investments","Miscellaneous Revenues","Non-Departmental","Debt Service","Pension Obligation Bond-S2003a","Debt Service Funds",,"5000","5000","0","20206006369909984226D"
"2020","Gain/loss On Investments","Miscellaneous Revenues","Non-Departmental","Debt Service","Capital Improvement Revenue Bond 2010","Debt Service Funds",,"2000","2000","0","20206006369909984237D"
"2020","Gain/loss On Investments","Miscellaneous Revenues","Non-Departmental","Trust Funds","Police Officers Retirement","Pension Funds",,"4000000","4000000","27108.51","20206006369909981607P"
"2020","Gain/loss On Investments","Miscellaneous Revenues","Non-Departmental","Trust Funds","Firefighters Retirement","Pension Funds",,"3000000","3000000","15920.87","20206006369909981608P"
"2020","Gain/loss On Investments","Miscellaneous Revenues","Office Of Risk Management","Risk Management","Employees Health & Accident Fd","Internal Service Funds",,"100000","100000","0","20206006369209210504I"
"2020","Gain/loss On Investments","Miscellaneous Revenues","Office Of Risk Management","Risk Management","General Insurance Fund","Internal Service Funds",,"200000","200000","0","20206006369209210503I"
"2020","Gain/loss On Investments","Miscellaneous Revenues","Office Of Risk Management","Risk Management","Retiree Health Insurance Exp Trust Fund","Expendable Trust",,"2500000","2500000","192274.74","20206006369209210601T"
"2020","Gain/loss On Investments","Miscellaneous Revenues","Public Works","Refuse Collection","Solid Waste Enterprise Fund","Enterprise Funds",,"70000","70000","0","20206006368008080420E"
"2020","Gain/loss On Investments","Miscellaneous Revenues","Public Works","Pw Administrative Services","Trans. Concurrency Exc. Area","Special Revenue Funds",,"35000","35000","0","20206006368008010116R"
"2020","Gain/loss On Investments","Miscellaneous Revenues","Public Works","Pw Administrative Services","Street,sidewalk&ditch Imp.","Special Revenue Funds",,"2000","2000","0","20206006368008010113R"
"2020","Gain/loss On Investments","Miscellaneous Revenues","Sustainable Development","G.e.z.d.a","G.e.z.d.a. Fund","Special Revenue Funds",,"102","0","0","20206006366606620101R"
"2020","Unrealized Gain/loss","Miscellaneous Revenues","Non-Departmental","Trust Funds","Firefighters Retirement","Pension Funds",,"4000000","4000000","7040000","20206008369909981608P"
"2020","Unrealized Gain/loss","Miscellaneous Revenues","Non-Departmental","Trust Funds","Police Officers Retirement","Pension Funds",,"5000000","5000000","8000000","20206008369909981607P"
"2020","Unrealized Gain/loss","Miscellaneous Revenues","Non-Departmental","Trust Funds","General Pension Fund","Pension Funds",,"17500000","17500000","15000000","20206008369909981604P"
"2020","Unrealized Gain/loss","Miscellaneous Revenues","Office Of Risk Management","Risk Management","Retiree Health Insurance Exp Trust Fund","Expendable Trust",,"1500000","1500000","1384568.7","20206008369209210601T"
"2020","Rental Of City Property","Charges For Services","Parks, Recreation & Cultural Affairs","Bo Diddley Plaza","The General Fund","The General Fund",,"0","0","1090.5","20206201348508600001G"
"2020","Rental Of City Property","Charges For Services","Parks, Recreation & Cultural Affairs","Facilities","The General Fund","The General Fund",,"2099.61","2099.61","0","20206201348508540001G"
"2020","Rental Of City Property","Charges For Services","Parks, Recreation & Cultural Affairs","Depot Park Operations","The General Fund","The General Fund",,"7280.49","7280.49","82275.87","20206201348508542001G"
"2020","Rental Of City Property","Charges For Services","Police","Office Of The Chief Of Police","The General Fund","The General Fund",,"2099.61","2099.61","1251","20206201348108110001G"
"2020","Rental Of City Property","Charges For Services","Gainesville Community Redevelopement Agency","Gainesville Community Reinvestment Area (Gcra) Building Rent","Gainesville Community Reinvestment Area","Expendable Trust",,"0","0","5934.4","20206201347907909620T"
"2020","Rental Of City Property","Charges For Services","Parks, Recreation & Cultural Affairs","Mobile Stage Rental","Cultural Affairs Projects Fund","Special Revenue Funds",,"0","0","1026.55","20206201348501652107R"
"2020","Rental Of City Property","Charges For Services","Public Works","Parking Garage","The General Fund","The General Fund",,"74690.38","0","0","20206201348008056001G"
"2020","Rental Of City Property","Charges For Services","Transportation & Mobility","Parking Garage","The General Fund","The General Fund",,"0","74690.38","33251.96","20206201348058056001G"
"2020","Rental Of City Property","Charges For Services","Gainesville Community Redevelopement Agency","Hawthorne Road Cafe","Tax Increment - Eastside","Expendable Trust",,"0","10986.01","7440","2020620134790W923621T"
"2020","Rental Of City Property","Charges For Services","Budget & Finance Department","Treasury","The General Fund","The General Fund",,"273732","273732","19152.88","20206201347707770001G"
"2020","Rental Of City Property","Charges For Services","Budget & Finance Department","Hippodrome Rental Account","Misc. Special Revenues","Special Revenue Funds",,"500000","500000","0","2020620134770G296123R"
"2020","Plaza Cafe Rent","Charges For Services","Parks, Recreation & Cultural Affairs","Bo Diddley Plaza","The General Fund","The General Fund",,"0","0","12204","20206203348508600001G"
"2020","Bethel Station Rent","Charges For Services","Parks, Recreation & Cultural Affairs","Plaza Events Program","The General Fund","The General Fund",,"0","0","1311.27","20206204348508592001G"
"2020","Bethel Station Rent","Charges For Services","Parks, Recreation & Cultural Affairs","Bo Diddley Plaza","The General Fund","The General Fund",,"0","0","7885.08","20206204348508600001G"
"2020","Tench Building Rental","Charges For Services","Parks, Recreation & Cultural Affairs","Tench Building","Cultural Affairs Projects Fund","Special Revenue Funds",,"12000","12000","12941.14","20206205348501660107R"
"2020","Rental Lease-Catalyst","Miscellaneous Revenues","Budget & Finance Department","Treasury","The General Fund","The General Fund",,"0","24780","275456.61","20206210367707770001G"
"2020","Rental Lease-Gtec","Miscellaneous Revenues","Budget & Finance Department","Treasury","The General Fund","The General Fund",,"0","0","135172.56","20206211367707770001G"
"2020","Rental Lease-Gtec","Miscellaneous Revenues","Non-Departmental","City Management Of Gtec","The General Fund","The General Fund",,"0","150000","51310.21","20206211369909903001G"
"2020","Rental Income- Rts","Charges For Services","Regional Transit System","Rts-Administration","Regional Transit System Fund","Enterprise Funds",,"0","0","27805.37","20206212346806810450E"
"2020","Special Assessments","Miscellaneous Revenues","Public Works","Pw Administrative Services","Street,sidewalk&ditch Imp.","Special Revenue Funds",,"1000","1000","0","20206401368008010113R"
"2020","Proceeds-Sale Of Surplus Land","Miscellaneous Revenues","Budget & Finance Department","Treasury","The General Fund","The General Fund",,"0","291823","291823","20206601367707770001G"
"2020","Other Building Sales","Miscellaneous Revenues","Gainesville Community Redevelopement Agency","Model Block Program","Tax Increment - 5th Ave/p.st.","Expendable Trust",,"0","316418.5","316418.5","2020660636790W509613T"
"2020","Proceeds-Surplus Equip.","Miscellaneous Revenues","Regional Transit System","Regional Transit Surplus","Regional Transit System Fund","Enterprise Funds",,"45000","45000","17488.74","20206801366806870450E"
"2020","Proceeds-Surplus Equip.","Miscellaneous Revenues","Budget & Finance Department","Surplus","Fleet Replacement Fund","Internal Service Funds",,"0","0","17922.37","20206801367700070501I"
"2020","Proceeds-Surplus Equip.","Miscellaneous Revenues","Budget & Finance Department","Treasury","The General Fund","The General Fund",,"10101","10101","390393.89","20206801367707770001G"
"2020","Other Miscellaneous Revenues","Miscellaneous Revenues","Parks, Recreation & Cultural Affairs","Tourist Product Dev Admin","Tourist Product Development - Fy13","Special Revenue Funds",,"1288.57","1288.57","0","2020720136850L100136R"
"2020","Other Miscellaneous Revenues","Miscellaneous Revenues","Parks, Recreation & Cultural Affairs","Park Maintenance","The General Fund","The General Fund",,"5041.52","5041.52","0","20207201368508588001G"
"2020","Other Miscellaneous Revenues","Miscellaneous Revenues","Police","Gainesville Police Explorers","Misc. Special Revenues","Special Revenue Funds",,"0","4500","4500","2020720136810G233123R"
"2020","Other Miscellaneous Revenues","Miscellaneous Revenues","Parks, Recreation & Cultural Affairs","Golf Course Operations","The General Fund","The General Fund",,"0","0","2954.1","20207201368508574001G"
"2020","Other Miscellaneous Revenues","Miscellaneous Revenues","Fleet Management","Fleet Administration","Fleet Management Services Fund","Internal Service Funds",,"4128","4128","0","20207201368408410502I"
"2020","Other Miscellaneous Revenues","Miscellaneous Revenues","Parks, Recreation & Cultural Affairs","Parks, Recreation & Cultural Affairs Administration","The General Fund","The General Fund",,"0","0","41.94","20207201368508510001G"
"2020","Other Miscellaneous Revenues","Miscellaneous Revenues","Office Of Risk Management","Risk Management","Employees Health & Accident Fd","Internal Service Funds",,"880000","880000","1324849.77","20207201369209210504I"
"2020","Other Miscellaneous Revenues","Miscellaneous Revenues","Office Of Risk Management","Risk Management","General Insurance Fund","Internal Service Funds",,"300000","300000","1371351.05","20207201369209210503I"
"2020","Other Miscellaneous Revenues","Miscellaneous Revenues","Police","Office Of The Chief Of Police","The General Fund","The General Fund",,"17569.51","17569.51","2929.07","20207201368108110001G"
"2020","Other Miscellaneous Revenues","Miscellaneous Revenues","Police","Court Restitution Account","The General Fund","The General Fund",,"8304.17","8304.17","5086.78","20207201368108102001G"
"2020","Other Miscellaneous Revenues","Miscellaneous Revenues","Transportation & Mobility","Traffic Signals","The General Fund","The General Fund",,"0","0","11","20207201368058051001G"
"2020","Other Miscellaneous Revenues","Miscellaneous Revenues","Transportation & Mobility","Traffic Management System","The General Fund","The General Fund",,"0","0","3753.77","20207201368058052001G"
"2020","Other Miscellaneous Revenues","Miscellaneous Revenues","Public Works","Traffic Signs And Markings","The General Fund","The General Fund",,"0","0","40.38","20207201368008053001G"
"2020","Other Miscellaneous Revenues","Miscellaneous Revenues","Regional Transit System","Ada Transportation","Regional Transit System Fund","Enterprise Funds",,"0","0","14764.32","20207201366806840450E"
"2020","Other Miscellaneous Revenues","Miscellaneous Revenues","Regional Transit System","Rts-Administration","Regional Transit System Fund","Enterprise Funds",,"0","0","5702.34","20207201366806810450E"
"2020","Other Miscellaneous Revenues","Miscellaneous Revenues","Regional Transit System","Rts - Maintenance","Regional Transit System Fund","Enterprise Funds",,"25000","25000","907.21","20207201366806820450E"
"2020","Other Miscellaneous Revenues","Miscellaneous Revenues","Public Works","Pw Administrative Services","Stormwater Management Utility","Enterprise Funds",,"5990","5990","230234.49","20207201368008010413E"
"2020","Other Miscellaneous Revenues","Miscellaneous Revenues","Office Of Housing & Community Development","Ship Program Fy19/20","Ship Grant Fund","Special Revenue Funds",,"0","41805","0","2020720136620X488119R"
"2020","Other Miscellaneous Revenues","Miscellaneous Revenues","Office Of Housing & Community Development","Fy20 Cdbg Program","Community Dev Block Grant","Special Revenue Funds",,"0","0","660","2020720136620CD08102R"
"2020","Other Miscellaneous Revenues","Miscellaneous Revenues","Office Of Housing & Community Development","Demolitions/lot Clearings","The General Fund","The General Fund",,"43708.58","43708.58","10767.06","20207201366206204001G"
"2020","Other Miscellaneous Revenues","Miscellaneous Revenues","Budget & Finance Department","Treasury","The General Fund","The General Fund",,"81052.75","81052.75","75304.92","20207201367707770001G"
"2020","Broker Refunds","Miscellaneous Revenues","Non-Departmental","Trust Funds","Police Officers Retirement","Pension Funds",,"1500","1500","74.19","20206803369909981607P"
"2020","Broker Refunds","Miscellaneous Revenues","Non-Departmental","Trust Funds","General Pension Fund","Pension Funds",,"1000","1000","3120.66","20206803369909981604P"
"2020","Broker Refunds","Miscellaneous Revenues","Non-Departmental","Trust Funds","Firefighters Retirement","Pension Funds",,"1000","1000","0","20206803369909981608P"
"2020","Proceeds-Scrap Metal Recycling","Miscellaneous Revenues","Fleet Management","Fleet Operations","Fleet Management Services Fund","Internal Service Funds",,"0","0","25505.15","20206805368408420502I"
"2020","Proceeds-Scrap Metal Recycling","Miscellaneous Revenues","Fleet Management","Fleet Administration","Fleet Management Services Fund","Internal Service Funds",,"1824","1824","0","20206805368408410502I"
"2020","Safety City Donations","Miscellaneous Revenues","Fire Rescue","Fire-Special Programs","Misc. Special Revenues","Special Revenue Funds",,"0","6700","6700","2020702136820G275123R"
"2020","Other Contributions&donations","Miscellaneous Revenues","Parks, Recreation & Cultural Affairs","Sponsorships/parks & Rec","Misc. Special Revenues","Special Revenue Funds",,"0","0","13860","2020700236850G853123R"
"2020","Other Contributions&donations","Miscellaneous Revenues","Parks, Recreation & Cultural Affairs","A. Quinn Jones Donations","Misc. Special Revenues","Special Revenue Funds",,"0","0","50","2020700236850G866123R"
"2020","Other Contributions&donations","Miscellaneous Revenues","Parks, Recreation & Cultural Affairs","City Of Gainesville Sesquicentennial Anniversary","Misc. Special Revenues","Special Revenue Funds",,"0","0","11025","2020700236850G141123R"
"2020","Other Contributions&donations","Miscellaneous Revenues","Police","Junior Academy (Donated)","Misc. Special Revenues","Special Revenue Funds",,"0","0","650","2020700236810G398123R"
"2020","Other Contributions&donations","Miscellaneous Revenues","Police","Reichert House Prgs","Misc. Special Revenues","Special Revenue Funds",,"0","15000","15000","2020700236810G240123R"
"2020","Other Contributions&donations","Miscellaneous Revenues","Police","21st Century Grant-Year 5","Misc. Special Revenues","Special Revenue Funds",,"11021.63","0","0","2020700236810G253123R"
"2020","Other Contributions&donations","Miscellaneous Revenues","Parks, Recreation & Cultural Affairs","Bo Diddley Plaza","The General Fund","The General Fund",,"0","0","610.98","20207002368508600001G"
"2020","Other Contributions&donations","Miscellaneous Revenues","Parks, Recreation & Cultural Affairs","Environmental Programming","The General Fund","The General Fund",,"7879","7879","350","20207002368508581001G"
"2020","Other Contributions&donations","Miscellaneous Revenues","Parks, Recreation & Cultural Affairs","Plaza Events Program","The General Fund","The General Fund",,"0","0","180","20207002368508592001G"
"2020","Other Contributions&donations","Miscellaneous Revenues","Parks, Recreation & Cultural Affairs","Rosa B Williams","Cultural Affairs Projects Fund","Special Revenue Funds",,"0","0","10259.35","20207002368501687107R"
"2020","Other Contributions&donations","Miscellaneous Revenues","Parks, Recreation & Cultural Affairs","Downtown Plaza Events","Cultural Affairs Projects Fund","Special Revenue Funds",,"6000","6000","0","20207002368501665107R"
"2020","Other Contributions&donations","Miscellaneous Revenues","Parks, Recreation & Cultural Affairs","Downtown Festival & Art Show","Cultural Affairs Projects Fund","Special Revenue Funds",,"22000","22000","1727","20207002368501685107R"
"2020","Other Contributions&donations","Miscellaneous Revenues","Parks, Recreation & Cultural Affairs","352 Arts Project","Cultural Affairs Projects Fund","Special Revenue Funds",,"0","0","327.26","20207002368501686107R"
"2020","Other Contributions&donations","Miscellaneous Revenues","Parks, Recreation & Cultural Affairs","Hoggetowne Medieval Faire","Cultural Affairs Projects Fund","Special Revenue Funds",,"17130","17130","19012","20207002368501650107R"
"2020","Other Contributions&donations","Miscellaneous Revenues","Sustainable Development","Gnvcares","Small Business Loan Fund","Special Revenue Funds",,"0","0","1200","2020700236660D679121R"
"2020","Other Contributions&donations","Miscellaneous Revenues","Fire Rescue","Fire-Special Programs","Misc. Special Revenues","Special Revenue Funds",,"0","300","800","2020700236820G275123R"
"2020","Other Contributions&donations","Miscellaneous Revenues","Fire Rescue","Car Seat Checks & Installation","Misc. Special Revenues","Special Revenue Funds",,"0","810","810","2020700236820G425123R"
"2020","Other Contributions&donations","Miscellaneous Revenues","Fire Rescue","Operation Care","Misc. Special Revenues","Special Revenue Funds",,"0","1044.5","1882","2020700236820G260123R"
"2020","Other Contributions&donations","Miscellaneous Revenues","Parks, Recreation & Cultural Affairs","Transformation Through Imagination Prca Grant","Misc. Grants Fund","Special Revenue Funds",,"5000","5000","0","2020700236850X618115R"
"2020","Other Contributions&donations","Miscellaneous Revenues","Parks, Recreation & Cultural Affairs","Gap Foundation For Laptops- Porters Commuinity","Misc. Grants Fund","Special Revenue Funds",,"1000","1000","0","2020700236850X779115R"
"2020","Other Contributions&donations","Miscellaneous Revenues","Police","Gpd-Community Donations And Outreach","Misc. Special Revenues","Special Revenue Funds",,"2215.79","2215.79","600","2020700236810G170123R"
"2020","Other Contributions&donations","Miscellaneous Revenues","Strategic Initiatives Office","Pop Up Lab Aarp Community Challenge Grant","Misc. Grants Fund","Special Revenue Funds",,"0","18000","8000","2020700236600X781115R"
"2020","Insurance Premium-Gru","Miscellaneous Revenues","Office Of Risk Management","Risk Management","General Insurance Fund","Internal Service Funds",,"2073171.15","2073171.15","1953445.52","20207205369209210503I"
"2020","Police-Per&trng-Cost Recovery","Charges For Services","Police","Dea Ot Reimbursement","Misc. Special Revenues","Special Revenue Funds",,"33056.57","55947","60616.95","2020720634810G473123R"
"2020","Police-Per&trng-Cost Recovery","Charges For Services","Police","Dea Ot Reimbursement","Misc. Special Revenues","Special Revenue Funds",,"31065.25","31065.25","0","2020720634810G104123R"
"2020","Premium Reimbursements","Miscellaneous Revenues","Office Of Risk Management","Risk Management","General Insurance Fund","Internal Service Funds",,"0","0","21699.57","20207210369209210503I"
"2020","Interest - Mic","Miscellaneous Revenues","Office Of Housing & Community Development","Fy20 Home Program","Home Grant Fund","Special Revenue Funds",,"0","0","3743.7","2020721536620HM08104R"
"2020","Interest - Mic","Miscellaneous Revenues","Budget & Finance Department","Treasury","The General Fund","The General Fund",,"0","0","118.44","20207215367707770001G"
"2020","Principal- Mic","Miscellaneous Revenues","Office Of Housing & Community Development","Ship Program Fy19/20","Ship Grant Fund","Special Revenue Funds",,"0","13369","13519","2020721736620X488119R"
"2020","Principal- Mic","Miscellaneous Revenues","Office Of Housing & Community Development","Fy20 Home Program","Home Grant Fund","Special Revenue Funds",,"0","0","32838.18","2020721736620HM08104R"
"2020","Principal- Mic","Miscellaneous Revenues","Office Of Housing & Community Development","Fy20 Cdbg Program","Community Dev Block Grant","Special Revenue Funds",,"0","0","669.03","2020721736620CD08102R"
"2020","Porters Oaks 3rd Mortgage","Miscellaneous Revenues","Office Of Housing & Community Development","Housing Program Delivery Costs","The General Fund","The General Fund",,"410","410","170.8","20207225366206270001G"
"2020","Ins. Premium-General Fund","Internal Services","Office Of Risk Management","Risk Management","General Insurance Fund","Internal Service Funds",,"2059020","2059020","2089939.27","20207250399209210503I"
"2020","Ins. Premium-Gen. Pension","Internal Services","Office Of Risk Management","Risk Management","General Insurance Fund","Internal Service Funds",,"33926.48","33926.48","35681.95","20207252399209210503I"
"2020","Ins. Premium-Fire Pension","Internal Services","Office Of Risk Management","Risk Management","General Insurance Fund","Internal Service Funds",,"22172.8","22172.8","23571.44","20207253399209210503I"
"2020","Ins. Premium-Solid Waste","Internal Services","Office Of Risk Management","Risk Management","General Insurance Fund","Internal Service Funds",,"36398.78","36398.78","36861.14","20207254399209210503I"
"2020","Ins. Premium-Cdbg","Internal Services","Office Of Risk Management","Risk Management","General Insurance Fund","Internal Service Funds",,"38325.78","38325.78","45888.18","20207255399209210503I"
"2020","T/f-Logt Bonded Transportation Capital Projects Fund (342)","Non-Revenues","Public Works","Se 4th Street","Cirn 2016b-Add'l 5 Cent Gas Tax Capital","Capital Projects Funds",,"0","23302","0","2020745938800M170356C"
"2020","Ins. Premium-Rts","Internal Services","Office Of Risk Management","Risk Management","General Insurance Fund","Internal Service Funds",,"1378052.03","1378052.03","1170847.63","20207256399209210503I"
"2020","Ins. Premium-Police Pension","Internal Services","Office Of Risk Management","Risk Management","General Insurance Fund","Internal Service Funds",,"20413.9","20413.9","21599.4","20207257399209210503I"
"2020","Ins. Premium-Golf Course","Internal Services","Office Of Risk Management","Risk Management","General Insurance Fund","Internal Service Funds",,"49604.88","49604.88","0","20207258399209210503I"
"2020","Ins. Premium-Fleet Service","Internal Services","Office Of Risk Management","Risk Management","General Insurance Fund","Internal Service Funds",,"116447.18","116447.18","118783.81","20207259399209210503I"
"2020","Ins. Premium-Smuf","Internal Services","Office Of Risk Management","Risk Management","General Insurance Fund","Internal Service Funds",,"264595.55","264595.55","262587.17","20207260399209210503I"
"2020","Ins. Premium-Fl Bldg Code","Internal Services","Office Of Risk Management","Risk Management","General Insurance Fund","Internal Service Funds",,"82130.18","82130.18","83476.01","20207262399209210503I"
"2020","Ins. Premium-Home Grant Fund","Internal Services","Office Of Risk Management","Risk Management","General Insurance Fund","Internal Service Funds",,"3079.1","3079.1","842.15","20207263399209210503I"
"2020","Ins. Premium-Gpd Billable Ot","Internal Services","Office Of Risk Management","Risk Management","General Insurance Fund","Internal Service Funds",,"11805.95","11805.95","823.66","20207265399209210503I"
"2020","Ins. Premium-Cra Admin","Internal Services","Office Of Risk Management","Risk Management","General Insurance Fund","Internal Service Funds",,"14548.85","14548.85","15183.16","20207266399209210503I"
"2020","Ins. Premium-Cultural Affairs","Internal Services","Office Of Risk Management","Risk Management","General Insurance Fund","Internal Service Funds",,"1128.53","1128.53","0","20207264399209210503I"
"2020","Ins. Premium-Employee Health","Internal Services","Office Of Risk Management","Risk Management","General Insurance Fund","Internal Service Funds",,"2436.43","2436.43","1249.48","20207267399209210503I"
"2020","Ins. Premium-Retiree Health","Internal Services","Office Of Risk Management","Risk Management","General Insurance Fund","Internal Service Funds",,"160.93","160.93","230.73","20207268399209210503I"
"2020","Ins. Premium-Gen Insurance","Internal Services","Office Of Risk Management","Risk Management","General Insurance Fund","Internal Service Funds",,"21880.68","21880.68","37001.88","20207271399209210503I"
"2020","Insurance Recovery","Miscellaneous Revenues","Fleet Management","Fleet Administration","Fleet Replacement Fund","Internal Service Funds",,"0","0","46209.63","20207275368408410501I"
"2020","Insurance Recovery","Miscellaneous Revenues","Transportation & Mobility","Traffic Signals","The General Fund","The General Fund",,"0","0","20543.18","20207275368058051001G"
"2020","Insurance Recovery","Miscellaneous Revenues","Regional Transit System","Rts - Maintenance","Regional Transit System Fund","Enterprise Funds",,"52000","52000","43718.88","20207275366806820450E"
"2020","Interest - Commerce Note","Miscellaneous Revenues","Gainesville Community Redevelopement Agency","Cra-Operating","The General Fund","The General Fund",,"1522","1522","1522.32","20207343367906510001G"
"2020","Interest - W Univ Ave Lofts Note","Miscellaneous Revenues","Gainesville Community Redevelopement Agency","Cra - College Park/univ Height","The General Fund","The General Fund",,"7742","7742","8932.27","20207345367906550001G"
"2020","Interest - 5th Avenue Note","Miscellaneous Revenues","Gainesville Community Redevelopement Agency","Cra - 5th Ave./pleasant St.","The General Fund","The General Fund",,"7106","7106","-688.88","20207347367906530001G"
"2020","Interest - Sw 2nd St Parking Garage Note","Miscellaneous Revenues","Gainesville Community Redevelopement Agency","Cra-Operating","The General Fund","The General Fund",,"24290","24290","11464.96","20207349367906510001G"
"2020","Interest - Eastside Note","Miscellaneous Revenues","Gainesville Community Redevelopement Agency","Cra - Eastside District","The General Fund","The General Fund",,"4620","4620","2618.08","20207351367906570001G"
