"acronym","agency","appeal_subtype","appeal_type","date_closed","date_filed","exam_no","expiration","extension","status","title"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2019-05-17T00:00:00.000","2018-11-13T00:00:00.000","7032","2022-12-19T00:00:00.000",,"Closed","Steam Fitter"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2019-04-23T00:00:00.000","2018-09-10T00:00:00.000","8027","2022-09-19T00:00:00.000",,"Closed","Cement Mason"
"NYPD","Police Department","Character","Section 50","2019-06-10T00:00:00.000","2018-11-15T12:03:34.000","7323","2021-12-13T00:00:00.000",,"Closed","Police Officer"
"NYPD","Police Department","Character","Section 50","2019-08-16T00:00:00.000","2019-04-12T00:00:00.000","7323","2021-12-13T00:00:00.000",,"Closed","Police Officer"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2019-09-24T00:00:00.000","2019-07-12T13:17:35.000","9000",,,"Closed","Crime Analyst"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2019-10-28T00:00:00.000","2019-07-10T00:00:00.000","9000","2023-07-03T00:00:00.000",,"Closed","Crime Analyst"
"DOC","Department of Correction","Medical","Section 50","2019-03-22T00:00:00.000","2019-02-12T00:00:00.000","8319","2022-06-27T00:00:00.000",,"Closed","Correction Officer"
"NYPD","Police Department","Psych","Section 50","2019-10-25T00:00:00.000","2019-02-19T00:00:00.000","4328","2020-11-23T00:00:00.000",,"Closed","Police Officer"
"DOP","Department of Probation","Medical","Section 50","2019-10-03T00:00:00.000","2019-04-29T00:00:00.000","8065","2022-10-24T00:00:00.000",,"Closed","Probation Officer"
"DOE","Department of Education",,"Jurisdictional Issue","2019-01-07T00:00:00.000","2019-01-04T12:49:37.000",,,,"Closed",
"HRA","Human Resources Administration","Education and Experience","Section 50","2019-11-13T00:00:00.000","2019-07-10T00:00:00.000","3347","2019-12-09T00:00:00.000",,"Closed","Job Opportunity Specialist"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2019-03-22T00:00:00.000","2018-09-10T00:00:00.000","8027","2022-09-19T00:00:00.000",,"Closed","Cement Mason"
"DCAS","Department of Citywide Administrative Services","Character","Section 50","2019-07-01T00:00:00.000","2019-03-13T16:01:11.000","6614","2022-04-04T00:00:00.000",,"Closed","Telephone Maintainer"
"NYPD","Police Department","Psych","Section 50","2019-09-25T00:00:00.000","2019-03-23T16:18:14.000","5329","2021-07-07T00:00:00.000",,"Closed","Police Officer"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2019-12-13T00:00:00.000","2019-12-02T14:09:54.000","9027",,,"Closed","Education Officer"
"NYPD","Police Department","Psych","Section 50","2019-01-23T00:00:00.000","2018-10-05T21:46:19.000","5306","2021-03-03T00:00:00.000",,"Closed","Police Officer"
"NYPD","Police Department","Psych","Section 50","2019-10-30T00:00:00.000","2019-08-14T19:24:13.000","4313","2020-06-23T00:00:00.000",,"Closed","Police Officer"
"NYPD","Police Department","Character","Section 50","2019-06-12T00:00:00.000","2018-11-30T00:00:00.000","5320","2021-06-30T00:00:00.000",,"Closed","Police Officer"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2019-04-09T00:00:00.000","2018-06-07T10:01:47.000","7005","2022-05-16T00:00:00.000",,"Closed","Computer Specialist  (Software)"
"NYPD","Police Department","Psych","Section 50","2019-08-07T00:00:00.000","2019-06-19T00:00:00.000","4313","2020-06-23T00:00:00.000",,"Closed","Police Officer"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2019-06-21T00:00:00.000","2018-10-17T00:00:00.000","8011",,,"Closed","Inspector (Housing)"
"NYPD","Police Department","Psych","Section 50","2019-10-24T00:00:00.000","2019-05-01T17:47:11.000","4332","2020-12-21T00:00:00.000",,"Closed","Police officer"
"NYCTA","Transit Authority","Education and Experience","Section 50","2019-02-25T00:00:00.000","2018-11-15T00:00:00.000","8609",,,"Closed","Structure Maintainer Group B"
"DCAS","Department of Citywide Administrative Services","Timeliness","Section 50","2019-12-27T00:00:00.000","2019-12-05T00:00:00.000","8051","2023-07-03T00:00:00.000",,"Closed","Administrative Public Information Specialist"
"DCAS","Department of Citywide Administrative Services",,"Other","2019-09-09T00:00:00.000","2019-09-08T17:38:56.000",,,,"Closed",
"DOC","Department of Correction","Psych","Section 50","2019-10-25T00:00:00.000","2019-08-19T00:00:00.000","6315","2020-06-15T00:00:00.000",,"Closed","Correction Officer"
"DOC","Department of Correction","Psych","Section 50","2019-11-22T00:00:00.000","2019-05-09T00:00:00.000","6332","2020-09-22T00:00:00.000",,"Closed","Correction Officer"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2019-03-21T00:00:00.000","2018-06-11T00:00:00.000","7005","2022-05-16T00:00:00.000",,"Closed","Computer Specialist (Software)"
"DCAS","Department of Citywide Administrative Services",,"Waiting for DQ","2019-01-11T00:00:00.000","2018-11-14T11:32:26.000",,,,"Closed",
"DCAS","Department of Citywide Administrative Services","Timeliness","Section 50","2019-04-30T00:00:00.000","2019-04-22T20:49:41.000","9014",,,"Closed","Emergency Medical Specialist - EMT"
"DCAS","Department of Citywide Administrative Services","Score","Section 50","2019-04-22T00:00:00.000","2018-08-29T15:23:54.000","7542","2022-06-06T00:00:00.000",,"Closed","Area Supervisor (Highway Maintenance)"
"DOC","Department of Correction","Psych","Section 50","2019-03-04T00:00:00.000","2018-06-18T21:24:47.000","3329","2020-05-18T00:00:00.000",,"Closed","Special Officer"
"NYPD","Police Department","Psych","Section 50","2019-06-14T00:00:00.000","2019-02-12T00:00:00.000","5503","2019-11-25T00:00:00.000",,"Closed","Police Officer"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2019-10-08T00:00:00.000","2019-05-30T19:01:18.000","7042","2023-03-20T00:00:00.000",,"Closed","Customer Information Representative"
"NYPD","Police Department","Character","Section 50","2019-08-05T00:00:00.000","2019-03-04T12:11:18.000","5300",,,"Closed","Ryan Cross"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2019-12-12T00:00:00.000","2019-05-30T00:00:00.000","7042","2023-03-20T00:00:00.000",,"Closed","Customer Information Representative"
"NYPD","Police Department","Psych","Section 50","2019-12-30T00:00:00.000","2019-08-15T12:05:42.000","7323","2021-12-13T00:00:00.000",,"Closed","Police Officer"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2019-02-11T00:00:00.000","2018-06-10T18:34:01.000","7005","2022-05-16T00:00:00.000",,"Closed","Computer Specialist (Software)"
"DCAS","Department of Citywide Administrative Services","Score","Section 50","2019-12-16T00:00:00.000","2019-07-18T00:00:00.000","8013","2023-01-30T00:00:00.000",,"Closed","Electrician"
"DOP","Department of Probation","Psych","Section 50","2019-01-25T00:00:00.000","2018-07-24T00:00:00.000","8001","2022-06-06T00:00:00.000",,"Closed","Probation Officer"
"NYPD","Police Department","Psych","Section 50","2019-10-30T00:00:00.000","2019-03-26T17:44:24.000","7323","2021-12-13T00:00:00.000",,"Closed","Police Officer"
"NYPD","Police Department",,"Waiting for Appeal Request","2019-03-14T00:00:00.000","2019-02-01T00:00:00.000",,,,"Closed",
"DoITT","Department of Information Technology and Telecommunications","Termination","Section 76","2019-09-18T00:00:00.000","2019-02-28T00:00:00.000",,,,"Closed",
"NYCTA","Transit Authority","Education and Experience","Section 50","2019-05-07T00:00:00.000","2018-09-28T00:00:00.000","7615",,,"Closed","Car Inspector"
"DOF","Department of Finance",,"Section 50","2019-06-13T00:00:00.000","2018-08-03T00:00:00.000","7006","2022-01-10T00:00:00.000",,"Closed","Deputy City Sheriff"
"NYPD","Police Department","Psych","Section 50","2019-02-08T00:00:00.000","2017-11-21T00:00:00.000","7307","2021-04-05T00:00:00.000",,"Closed","Traffic Enforcement Agent"
"DOP","Department of Probation","Psych","Section 50","2019-08-09T00:00:00.000","2019-01-15T00:00:00.000","8065","2022-10-24T00:00:00.000",,"Closed","Probation Officer"
"NYPD","Police Department","Character","Section 50","2019-02-20T00:00:00.000","2018-11-23T21:29:32.000","8306","2022-04-25T00:00:00.000",,"Closed","Traffic Enforcement Agent"
"DCAS","Department of Citywide Administrative Services",,"Waiting for DQ","2019-05-22T00:00:00.000","2019-03-23T19:51:31.000",,,,"Closed",
"NYPD","Police Department","Character","Section 50","2019-07-10T00:00:00.000","2019-03-13T15:39:42.000","6302","2020-10-19T00:00:00.000",,"Closed","School Safety Agent"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2019-08-19T00:00:00.000","2019-07-11T15:03:26.000","8051",,,"Closed","Administrative Public Information Specialist"
"NYPD","Police Department","Psych","Section 50","2019-07-24T00:00:00.000","2019-04-24T18:26:38.000","3317","2019-12-16T00:00:00.000",,"Closed","Police Officer"
"FDNY","Fire Department",,"Waiting for DQ","2019-10-31T00:00:00.000","2019-09-11T00:00:00.000",,,,"Closed",
"FDNY","Fire Department",,"Waiting for Appeal Request","2019-03-14T00:00:00.000","2019-01-14T00:00:00.000",,,,"Closed",
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2019-04-02T00:00:00.000","2018-05-15T23:07:45.000","7005","2022-05-16T00:00:00.000",,"Closed","Computer Specialist (Software)"
"NYPD","Police Department","Psych","Section 50","2019-10-10T00:00:00.000","2019-08-20T00:00:00.000","7312","2022-03-07T00:00:00.000",,"Closed","School Safety Agent"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2019-01-16T00:00:00.000","2018-06-01T00:00:00.000","7005","2022-05-16T00:00:00.000",,"Closed","Computer Specialist (Software)"
"NYPD","Police Department","Psych","Section 50","2019-10-04T00:00:00.000","2019-08-07T00:00:00.000","4324","2020-09-14T00:00:00.000",,"Closed","Police Officer"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2019-07-22T00:00:00.000","2019-02-22T00:00:00.000","8065","2022-10-24T00:00:00.000",,"Closed","Probation Officer"
"NYPD","Police Department","Character","Section 50","2019-02-04T00:00:00.000","2019-01-15T15:45:11.000","7323","2021-12-13T00:00:00.000",,"Closed","Police Officer"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2019-10-23T00:00:00.000","2019-04-30T00:00:00.000","8017",,,"Closed","Housing Manager"
"DCAS","Department of Citywide Administrative Services",,"Waiting for DQ","2019-03-14T00:00:00.000","2019-01-16T23:36:31.000",,,,"Closed",
"DCAS","Department of Citywide Administrative Services","Character","Section 50","2019-02-14T00:00:00.000","2018-06-22T16:02:02.000","6044","2021-10-11T00:00:00.000",,"Closed","Fraud Investigator"
"NYCTA","Transit Authority","Education and Experience","Section 50","2019-07-22T00:00:00.000","2019-06-14T00:00:00.000","8613",,,"Closed","Telephone Maintainer"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2019-07-30T00:00:00.000","2019-05-07T00:00:00.000","8007",,,"Closed","Auto Mechanic (Diesel)"
"NYCTA","Transit Authority","Education and Experience","Section 50","2019-05-02T00:00:00.000","2018-10-03T00:00:00.000","7615",,,"Closed","Car Inspector"
"NYPD","Police Department","Psych","Section 50","2019-10-11T00:00:00.000","2019-01-18T12:24:09.000","5305","2021-03-02T00:00:00.000",,"Closed","Police Officer"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2019-05-28T00:00:00.000","2019-05-24T16:45:16.000","8041",,,"Closed","Administrative Contract Specialist"
"NYPD","Police Department","Character","Section 50","2019-07-25T00:00:00.000","2019-02-27T08:12:03.000","7323","2020-06-29T00:00:00.000",,"Closed","Police Officer"
"DOC","Department of Correction","Character","Section 50","2019-06-12T00:00:00.000","2019-04-04T00:00:00.000","4318","2019-11-04T00:00:00.000",,"Closed","Correction Officer"
"NYPD","Police Department","Psych","Section 50","2019-07-11T00:00:00.000","2019-04-21T22:29:55.000","7323","2021-12-13T00:00:00.000",,"Closed","Police Officer"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2019-08-23T00:00:00.000","2019-03-04T00:00:00.000","8071",,,"Closed","Administrative Quality Assurance Specialist"
"DOC","Department of Correction",,"Waiting for DQ","2019-01-11T00:00:00.000","2018-11-05T00:00:00.000",,,,"Closed",
"HRA","Human Resources Administration","Education and Experience","Section 50","2019-08-07T00:00:00.000","2018-11-21T00:00:00.000","7011","2021-09-20T00:00:00.000",,"Closed","Administrative Community Relations Specialist"
"NYPD","Police Department","Psych","Section 50","2019-12-02T00:00:00.000","2019-10-03T12:08:23.000","7323","2021-12-13T00:00:00.000",,"Closed","Police Officer"
"NYPD","Police Department","Psych","Section 50","2019-07-01T00:00:00.000","2019-03-25T20:39:24.000","4300","2019-12-22T00:00:00.000",,"Closed","Police Officer"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2019-03-20T00:00:00.000","2018-05-31T00:00:00.000","7005","2022-05-16T00:00:00.000",,"Closed","Computer Specialist (Software)"
"NYPD","Police Department",,"Waiting for DQ","2019-02-12T00:00:00.000","2018-12-14T23:58:26.000",,,,"Closed",
"NYPD","Police Department",,"Waiting for DQ","2019-03-01T00:00:00.000","2019-01-07T00:00:00.000",,,,"Closed",
"HRA","Human Resources Administration","Education and Experience","Section 50","2019-07-24T00:00:00.000","2018-11-05T23:41:09.000","7035","2021-07-19T00:00:00.000",,"Closed","Administrative Director of Social Services"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2019-12-31T00:00:00.000","2019-10-30T00:00:00.000","8036",,,"Closed","Administrative Education Analyst"
"NYCTA","Transit Authority","Education and Experience","Section 50","2019-03-14T00:00:00.000","2018-10-22T00:00:00.000","7608",,,"Closed","Light Maintainer"
"NYPD","Police Department","Psych","Section 50","2019-10-08T00:00:00.000","2019-05-07T10:48:35.000","5321","2021-07-03T00:00:00.000",,"Closed","Police Officer"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2019-08-08T00:00:00.000","2018-12-07T00:00:00.000","7032","2022-12-19T00:00:00.000",,"Closed","Steam Fitter"
"DCAS","Department of Citywide Administrative Services",,"Waiting for DQ","2019-08-05T00:00:00.000","2019-07-08T09:36:55.000",,,,"Closed",
"HRA","Human Resources Administration","Education and Experience","Section 50","2019-07-22T00:00:00.000","2018-10-10T00:00:00.000","7011","2021-09-20T00:00:00.000",,"Closed","Administrative Community Relations Specialist"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2019-03-18T00:00:00.000","2018-06-13T00:00:00.000","7005","2022-05-16T00:00:00.000",,"Closed","Computer Specialist (Software)"
"NYCHA","Housing Authority","Termination","Section 76","2019-03-11T00:00:00.000","2018-11-29T12:14:45.000",,,,"Closed",
"DCAS","Department of Citywide Administrative Services","Timeliness","Section 50","2019-02-08T00:00:00.000","2018-12-03T00:00:00.000","7041",,,"Closed","Administrative Procurement Analyst"
"NYPD","Police Department","Character","Section 50","2019-11-19T00:00:00.000","2019-06-06T13:32:26.000","7010","2022-02-21T00:00:00.000",,"Closed","Radio Repair Mechanic"
"DOC","Department of Correction","Psych","Section 50","2019-11-27T00:00:00.000","2019-07-01T00:00:00.000","8338","2023-03-03T00:00:00.000",,"Closed","Correction Officer"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2019-05-22T00:00:00.000","2019-02-12T21:54:17.000","8026",,,"Closed","Business Promotion Coordinator"
"NYCTA","Transit Authority",,"Section 50","2019-04-19T00:00:00.000","2019-03-13T00:00:00.000","7604","2022-09-19T00:00:00.000",,"Closed","Train Operator"
"NYPD","Police Department","Psych","Section 50","2019-05-23T00:00:00.000","2018-11-26T17:08:48.000","6328","2021-04-06T00:00:00.000",,"Closed","School Safety Agent"
"DCAS","Department of Citywide Administrative Services","Timeliness","Section 50","2019-08-07T00:00:00.000","2019-07-18T00:00:00.000","8050",,,"Closed","Accountant"
"NYCTA","Transit Authority","Education and Experience","Section 50","2019-04-19T00:00:00.000","2019-03-27T00:00:00.000","7604","2022-09-19T00:00:00.000",,"Closed","Train Operator"
"NYCTA","Transit Authority","Education and Experience","Section 50","2019-09-20T00:00:00.000","2019-06-06T00:00:00.000","8614",,,"Closed","Bus Maintainer-Group B"
"NYPD","Police Department","Character","Section 50","2019-02-20T00:00:00.000","2018-11-04T08:58:27.000","5320","2021-06-30T00:00:00.000",,"Closed","Police Officer"
"FDNY","Fire Department","Age","Section 50","2019-11-15T00:00:00.000","2019-04-24T00:00:00.000","7001","2021-09-20T00:00:00.000",,"Closed","Firefighter"
"NYCTA","Transit Authority","Education and Experience","Section 50","2019-03-29T00:00:00.000","2018-10-10T00:00:00.000","7615",,,"Closed","Car Inspector"
"DCAS","Department of Citywide Administrative Services","Timeliness","Section 50","2019-09-27T00:00:00.000","2019-07-12T12:31:19.000","8026","2023-01-30T00:00:00.000",,"Closed","Business Promotion Coordinator"
"DCAS","Department of Citywide Administrative Services","Score","Section 50","2019-08-05T00:00:00.000","2018-12-12T00:00:00.000","8004","2022-08-22T00:00:00.000",,"Closed","Maintenance Worker"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2019-06-13T00:00:00.000","2018-06-08T00:00:00.000","7005","2022-05-16T00:00:00.000",,"Closed","Computer Specialist (Software)"
"NYCTA","Transit Authority","Education and Experience","Section 50","2019-01-31T00:00:00.000","2018-11-30T20:24:20.000","8609",,,"Closed","Structure Maintainer Group B"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2019-08-19T00:00:00.000","2019-08-17T12:34:56.000","8042",,,"Closed","Administrative Project Manager"
"DCAS","Department of Citywide Administrative Services","Timeliness","Section 50","2019-04-10T00:00:00.000","2018-12-31T00:00:00.000","9008",,,"Closed","Staff Analyst"
"FDNY","Fire Department","Character","Section 50","2019-10-10T00:00:00.000","2019-06-28T00:00:00.000","8009","2022-03-28T00:00:00.000",,"Closed","Emergency Medical Specialist"
"NYCTA","Transit Authority","Education and Experience","Section 50","2019-03-04T00:00:00.000","2018-09-24T00:00:00.000","7611",,,"Closed","Track Equipment Maintainer"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2019-03-15T00:00:00.000","2018-07-19T15:32:30.000","7023","2022-03-07T00:00:00.000",,"Closed","Fire Protection Inspector"
"DOC","Department of Correction","Character","Section 50","2019-10-03T00:00:00.000","2019-03-21T00:00:00.000","6308","2020-03-02T00:00:00.000",,"Closed","Correction Officer"
"NYPD","Police Department","Medical","Section 50","2019-02-08T00:00:00.000","2018-08-10T00:00:00.000","5314","2021-06-28T00:00:00.000",,"Closed","Police Officer"
"HRA","Human Resources Administration",,"Waiting for DQ","2019-01-08T00:00:00.000","2018-12-12T00:00:00.000",,,,"Closed",
"DCAS","Department of Citywide Administrative Services","Timeliness","Section 50","2019-06-25T00:00:00.000","2019-04-19T00:00:00.000","9014",,,"Closed","Emergency Medical Specialist - EMT"
"HRA","Human Resources Administration","Education and Experience","Section 50","2019-09-19T00:00:00.000","2018-11-26T11:46:26.000","7011","2021-09-20T00:00:00.000",,"Closed","Administrative Community Relations Specialist"
"NYCHA","Housing Authority","Termination","Section 76","2019-10-24T00:00:00.000","2019-08-13T10:43:24.000",,,,"Closed",
"DCAS","Department of Citywide Administrative Services","Score","Section 50","2019-01-24T00:00:00.000","2018-07-09T00:00:00.000","7027",,,"Closed","Stationary Engineer"
"DOC","Department of Correction","Character","Section 50","2019-11-22T00:00:00.000","2019-06-14T00:00:00.000","6315","2020-06-15T00:00:00.000",,"Closed","Correction Officer"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2019-01-23T00:00:00.000","2018-06-21T00:00:00.000","7005","2022-05-16T00:00:00.000",,"Closed","Computer Specialist (Software)"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2019-02-08T00:00:00.000","2018-06-29T00:00:00.000","8004","2022-08-22T00:00:00.000",,"Closed","Maintenance Worker"
"DSNY","Department of Sanitation","Suspension","Section 76","2019-05-24T00:00:00.000","2019-01-25T00:00:00.000",,,,"Closed",
"HRA","Human Resources Administration","Character","Section 50","2019-09-13T00:00:00.000","2018-10-16T00:00:00.000","5537","2021-02-22T00:00:00.000",,"Closed","Principal Admin. Associate"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2019-09-13T00:00:00.000","2018-10-29T00:00:00.000","8011","2023-03-13T00:00:00.000",,"Closed","Inspector (Housing)"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2019-11-14T00:00:00.000","2019-03-28T17:58:33.000","8059","2023-03-20T00:00:00.000",,"Closed","Administrative Transportation Coordinator"
"DCAS","Department of Citywide Administrative Services","Eligibility","Section 50","2019-07-18T00:00:00.000","2019-07-16T00:00:00.000","6704","2020-12-21T00:00:00.000",,"Closed","Promotion to Train Operator"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2019-01-15T00:00:00.000","2018-06-22T00:00:00.000","8004","2022-08-22T00:00:00.000",,"Closed","Maintenance Worker"
"DCAS","Department of Citywide Administrative Services","Timeliness","Section 50","2019-12-24T00:00:00.000","2019-10-01T00:00:00.000","9061",,,"Closed","Associate Staff Analyst"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2019-02-11T00:00:00.000","2018-11-05T00:50:23.000","8001","2022-06-06T00:00:00.000",,"Closed","Probation Officer"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2019-08-06T00:00:00.000","2019-05-05T16:21:01.000","8017",,,"Closed","Housing Manager"
"NYPD","Police Department","Character","Section 50","2019-03-08T00:00:00.000","2018-11-02T15:44:00.000","4316","2020-08-24T00:00:00.000",,"Closed","Police Officer"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2019-03-15T00:00:00.000","2018-12-08T21:55:12.000","7032","2022-12-19T00:00:00.000",,"Closed","Steam Fitter"
"NYCTA","Transit Authority","Education and Experience","Section 50","2019-01-17T00:00:00.000","2018-12-03T00:00:00.000","8609",,,"Closed","Structure Maintainer Group B"
"DOC","Department of Correction","Psych","Section 50","2019-02-14T00:00:00.000","2018-10-21T16:49:06.000","7320","2021-01-11T00:00:00.000",,"Closed","Correction Officer"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2019-04-23T00:00:00.000","2019-01-23T17:10:57.000","8001","2022-06-06T00:00:00.000",,"Closed","Probation Officer"
"NYPD","Police Department","Psych","Section 50","2019-10-16T00:00:00.000","2019-09-23T00:00:00.000","7323","2021-12-13T00:00:00.000",,"Closed","Police Officer"
"NYCHA","Housing Authority","Termination","Section 76","2019-11-06T00:00:00.000","2019-09-17T00:00:00.000",,,,"Closed",
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2019-06-11T00:00:00.000","2018-11-14T00:00:00.000","7032","2022-12-19T00:00:00.000",,"Closed","Steam Fitter"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2019-05-01T00:00:00.000","2019-04-25T16:28:49.000","7042",,,"Closed",
"NYCTA","Transit Authority",,"Waiting for DQ","2019-07-18T00:00:00.000","2019-07-02T00:00:00.000",,,,"Closed",
"DCAS","Department of Citywide Administrative Services","Timeliness","Section 50","2019-07-17T00:00:00.000","2019-06-06T00:00:00.000","7042",,,"Closed","Customer Information Representative"
"DCAS","Department of Citywide Administrative Services","Timeliness","Section 50","2019-12-27T00:00:00.000","2019-11-21T00:00:00.000","7005","2022-05-16T00:00:00.000",,"Closed","Computer Specialist (Software)"
"DCAS","Department of Citywide Administrative Services",,"Other","2019-03-01T00:00:00.000","2019-02-27T08:30:28.000",,,,"Closed",
"NYPD","Police Department","Character","Section 50","2019-05-01T00:00:00.000","2019-01-28T00:00:00.000","3313","2019-09-24T00:00:00.000",,"Closed","Police Officer"
"HRA","Human Resources Administration","Character","Section 50","2019-08-08T00:00:00.000","2019-08-05T00:00:00.000","3328","2019-10-14T00:00:00.000",,"Closed","Special Officer"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2019-01-24T00:00:00.000","2018-06-08T20:27:24.000","7005","2022-05-16T00:00:00.000",,"Closed","Computer Specialist"
"NYPD","Police Department","Psych","Section 50","2019-09-20T00:00:00.000","2019-05-16T13:10:56.000","5310","2021-03-06T00:00:00.000",,"Closed","Police Officer"
"DCAS","Department of Citywide Administrative Services","Timeliness","Section 50","2019-02-27T00:00:00.000","2019-01-22T00:00:00.000","8296","2019-07-25T00:00:00.000",,"Closed","Accountant"
"DCAS","Department of Citywide Administrative Services",,"Waiting for DQ","2019-11-22T00:00:00.000","2019-10-01T00:00:00.000",,,,"Closed",
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2019-01-24T00:00:00.000","2018-06-03T09:06:35.000","7005","2022-05-16T00:00:00.000",,"Closed","Computer Specialist"
"NYCTA","Transit Authority",,"Section 50","2019-06-14T00:00:00.000","2019-04-02T00:00:00.000","7604","2022-09-19T00:00:00.000",,"Closed","Train Operator"
"FDNY","Fire Department","Medical","Section 50","2019-02-05T00:00:00.000","2018-08-27T00:00:00.000","7014","2021-11-22T00:00:00.000",,"Closed","EMT - Trainee"
"NYPD","Police Department","Psych","Section 50","2019-06-24T00:00:00.000","2019-05-17T15:35:46.000","8331","2022-10-17T00:00:00.000",,"Closed","Police Communications Technician"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2019-12-12T00:00:00.000","2019-06-14T00:00:00.000","9023",,,"Closed","Claim Specialist"
"NYPD","Police Department","Psych","Section 50","2019-10-02T00:00:00.000","2019-07-26T16:27:56.000","7326","2023-03-06T00:00:00.000",,"Closed","Police Officer"
"NYPD","Police Department","Psych","Section 50","2019-07-18T00:00:00.000","2019-05-31T00:00:00.000","7323","2021-12-13T00:00:00.000",,"Closed","Police Officer"
"FDNY","Fire Department","Medical","Section 50","2019-03-29T00:00:00.000","2019-03-21T16:17:39.000","8009",,,"Closed","EMS-EMT"
"DOC","Department of Correction","Character","Section 50","2019-08-15T00:00:00.000","2019-04-02T07:28:11.000","6315","2020-06-15T00:00:00.000",,"Closed","Correction Officer"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2019-02-11T00:00:00.000","2018-06-06T00:00:00.000","7005","2022-05-16T00:00:00.000",,"Closed","Computer Specialist (Software)"
"DOC","Department of Correction","Psych","Section 50","2019-04-17T00:00:00.000","2018-11-05T00:00:00.000","6332","2020-09-22T00:00:00.000",,"Closed","Correction Officer"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2019-02-04T00:00:00.000","2018-05-29T00:00:00.000","7005","2022-05-16T00:00:00.000",,"Closed","Computer Specialist (Software)"
"NYPD","Police Department","Character","Section 50","2019-06-05T00:00:00.000","2019-03-22T00:00:00.000","7323","2021-12-13T00:00:00.000",,"Closed","Police Officer"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2019-05-31T00:00:00.000","2019-05-30T18:49:34.000","8053",,,"Closed","COMPUTER SPECIALIST OPERATIONS"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2019-06-12T00:00:00.000","2018-12-23T15:32:16.000","7032","2022-12-19T00:00:00.000",,"Closed","Steam Fitter"
"DOC","Department of Correction","Psych","Section 50","2019-06-10T00:00:00.000","2019-01-22T00:00:00.000","8309","2022-06-06T00:00:00.000",,"Closed","Correction Officer"
"HRA","Human Resources Administration",,"Section 50","2019-10-02T00:00:00.000","2019-09-27T00:00:00.000",,,,"Closed","IT Project Specialist"
"DCAS","Department of Citywide Administrative Services","Timeliness","Section 50","2019-06-13T00:00:00.000","2019-05-10T00:00:00.000","7042",,,"Closed","Customer Information Representative"
"NYPD","Police Department","Psych","Section 50","2019-07-23T00:00:00.000","2019-04-18T08:33:15.000","4316","2020-08-24T00:00:00.000",,"Closed","Police Officer"
"NYCHA","Housing Authority","Termination","Section 76","2019-05-30T00:00:00.000","2019-02-06T16:22:20.000",,,,"Closed",
