"intake_date","source","language","request_type","topic","outcome","industry","city","state","zip","borough_name","community_district","council_district"
"2021-11-09T00:00:00.000","Email","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2018-10-31T00:00:00.000","Call from 311","English","Information Request","Other","Information Provided",,,,,,,
"2016-03-18T00:00:00.000","Email","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2021-09-08T00:00:00.000","Email","English","Information Request","Other","Information Provided",,,,,,,
"2021-12-17T00:00:00.000","Email","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2020-12-22T00:00:00.000","Call from Hotline","Spanish","Information Request","Other","Information Provided",,,,,,,
"2020-03-27T00:00:00.000","Email","English","Information Request","Other","Information Provided",,,,,,,
"2018-07-25T00:00:00.000","Call from 311","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2020-06-17T00:00:00.000","Call from Hotline","English","Information Request","Other","Information Provided",,,,,,,
"2021-09-20T00:00:00.000","Email","English","Information Request","Commuter Benefits","Information Provided",,,,,,,
"2014-08-12T00:00:00.000","Call from 311","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2019-11-21T00:00:00.000","Call from 311","English","Information Request","Commuter Benefits","Information Provided",,,,,,,
"2018-08-21T00:00:00.000","Call from 311","English","Information Request","Other","Information Provided",,,,,,,
"2017-03-20T00:00:00.000","Call from 311","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2017-06-20T00:00:00.000","Email","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2019-03-01T00:00:00.000","Email","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2015-10-07T00:00:00.000","Call from 311","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2021-06-29T00:00:00.000","Email","English","Information Request","Other","Information Provided",,,,,,,
"2017-02-27T00:00:00.000","Call from 311","Spanish","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2021-01-15T00:00:00.000","Direct Call","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2021-12-02T00:00:00.000","Email","English","Information Request","Paid Safe and Sick Leave","Referral Provided",,,,,,,
"2021-07-02T00:00:00.000","Email","English","Information Request","Freelance Isn't Free","Information Provided",,,,,,,
"2021-04-13T00:00:00.000","Direct Call","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2020-05-07T00:00:00.000","Email","English","Information Request","Paid Safe and Sick Leave","Multiple Outcomes (2)",,,,,,,
"2018-08-02T00:00:00.000","Direct Call","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2021-03-09T00:00:00.000","Call from Hotline","English","Information Request","Other","Information Provided",,,,,,,
"2020-06-30T00:00:00.000","Call from Hotline","English","Information Request","Multiple Topics (2)","Information Provided",,,,,,,
"2014-09-02T00:00:00.000","Email","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2018-04-02T00:00:00.000","Email","English","Information Request","Commuter Benefits","Information Provided",,,,,,,
"2020-03-02T00:00:00.000","Call from 311","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2020-02-21T00:00:00.000","Call from 311","English","Information Request","Fair Workweek","Information Provided",,,,,,,
"2017-04-10T00:00:00.000","Email","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2020-10-26T00:00:00.000","Call from Hotline","English","Information Request","Health & Safety","Information Provided",,"Mott Haven","NY","10455","Outside NYC","1","8"
"2019-12-03T00:00:00.000","Email","English","Information Request","Paid Safe and Sick Leave","Multiple Outcomes (2)",,,,,,,
"2014-10-10T00:00:00.000","Email","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2015-04-09T00:00:00.000","Call from 311","Spanish","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2020-08-05T00:00:00.000","Call from Hotline","English","Information Request","Health & Safety","Information Provided",,,,,,,
"2022-01-26T00:00:00.000","Call from 311","English","Information Request","Other","Information Provided",,,,,,,
"2015-09-04T00:00:00.000","Call from 311","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2018-10-22T00:00:00.000","Email","English","Information Request","Freelance Isn't Free","Information Provided",,,,,,,
"2021-05-27T00:00:00.000","Email","English","Information Request","Other","Information Provided",,,,,,,
"2021-08-19T00:00:00.000","Email","English","Information Request","Multiple Topics (2)","Information Provided",,,,,,,
"2020-09-18T00:00:00.000","Email","English","Information Request","Discrimination/Harassment","Information Provided",,,,,,,
"2020-09-14T00:00:00.000","Email","English","Information Request","Wage & Hour","Information Provided",,,,,,,
"2015-08-21T00:00:00.000","Call from 311","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2018-04-12T00:00:00.000","Call from 311","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2018-07-13T00:00:00.000","Email","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2019-04-05T00:00:00.000","Call from 311","English","Information Request","Commuter Benefits","Information Provided",,,,,,,
"2021-11-25T00:00:00.000","Email","English","Information Request","Wage & Hour","Multiple Outcomes (2)",,,,,,,
"2016-12-13T00:00:00.000","Email","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2021-02-04T00:00:00.000","Call from Hotline","English","Information Request","Other","Information Provided",,,,,,,
"2020-05-29T00:00:00.000","Direct Call","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2018-05-09T00:00:00.000","Call from 311","English","Information Request","Other","Information Provided",,,,,,,
"2021-04-30T00:00:00.000","Call from Hotline","English","Information Request","Other","Information Provided",,,,,,,
"2020-10-06T00:00:00.000","Email","English","Information Request","Commuter Benefits","Information Provided",,,,,,,
"2015-06-25T00:00:00.000","Call from 311","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2021-03-17T00:00:00.000","Email","English","Information Request","Other","Information Provided",,,,,,,
"2021-01-08T00:00:00.000","Call from Hotline","English","Information Request","Health & Safety","Information Provided",,,,,,,
"2018-05-03T00:00:00.000","Email","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2018-09-19T00:00:00.000","Email","English","Information Request","Freelance Isn't Free","Information Provided",,,,,,,
"2015-01-20T00:00:00.000","Call from 311","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2019-08-14T00:00:00.000","Call from 311","English","Information Request","Freelance Isn't Free","Information Provided",,,,,,,
"2015-02-27T00:00:00.000","Call from 311","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2021-10-07T00:00:00.000","Email","English","Information Request","Wage & Hour","Information Provided",,,,,,,
"2020-11-19T00:00:00.000","Email","English","Information Request","Other","Information Provided",,,,,,,
"2018-12-28T00:00:00.000","Email","English","Information Request","Commuter Benefits","Information Provided",,,,,,,
"2020-03-12T00:00:00.000","Email","English","Information Request","Multiple Topics (2)","Information Provided",,,,,,,
"2019-07-15T00:00:00.000","Email","English","Information Request","Commuter Benefits","Information Provided",,,,,,,
"2019-11-22T00:00:00.000","Call from 311","English","Information Request","Commuter Benefits","Information Provided",,,,,,,
"2022-01-14T00:00:00.000","Email","English","Information Request","Other","Information Provided",,,,,,,
"2021-05-07T00:00:00.000","Email","English","Information Request","Multiple Topics (2)","Information Provided",,,,,,,
"2019-08-24T00:00:00.000","Email","English","Information Request","Wage & Hour","Information Provided",,,,,,,
"2019-11-22T00:00:00.000","Direct Call","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2020-07-27T00:00:00.000","Call from Hotline","English","Information Request","Other","Information Provided",,,,,,,
"2022-01-17T00:00:00.000","Email","English","Information Request","Freelance Isn't Free","Information Provided",,,,,,,
"2021-05-05T00:00:00.000","Email","English","Information Request","Health & Safety","Information Provided",,,,,,,
"2021-02-19T00:00:00.000","Email","English","Information Request","Fair Workweek","Information Provided",,,,,,,
"2020-08-06T00:00:00.000","Call from 311","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2021-01-15T00:00:00.000","Call from Hotline","English","Information Request","Multiple Topics (2)","Information Provided",,,,,,,
"2014-12-18T00:00:00.000","Call from 311","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2020-06-29T00:00:00.000","E-form from 311","English","Information Request","Health & Safety","Information Provided",,,,,,,
"2022-02-17T00:00:00.000","Direct Call","English","Information Request","Fair Scheduling - Fast Food","Information Provided",,,,,,,
"2014-10-16T00:00:00.000","Call from 311","Spanish","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2019-12-29T00:00:00.000","Email","English","Information Request","Wage & Hour","Information Provided",,,,,,,
"2015-10-28T00:00:00.000","Direct Call","Spanish","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2016-08-24T00:00:00.000","Call from 311","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2015-05-26T00:00:00.000","Direct Call","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2017-02-03T00:00:00.000","Direct Call","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2017-05-24T00:00:00.000","Call from 311","Spanish","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2015-03-13T00:00:00.000","Call from 311","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2021-02-23T00:00:00.000","Direct Call","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2019-04-22T00:00:00.000","Walk-In","English","Information Request","Multiple Topics (2)","Multiple Outcomes (2)","School and Employee Bus Transportation",,,,,,
"2020-03-03T00:00:00.000","Call from 311","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2019-04-02T00:00:00.000","Call from 311","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2019-06-14T00:00:00.000","Email","English","Information Request","Wage & Hour","Information Provided",,,,,,,
"2019-07-03T00:00:00.000","Email","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2020-07-30T00:00:00.000","Call from Hotline","English","Information Request","Health & Safety","Information Provided",,"Foxhurst","NY","10459","Outside NYC","2","17"
"2020-01-31T00:00:00.000","Email","English","Information Request","Commuter Benefits","Information Provided",,,,,,,
"2017-10-19T00:00:00.000","Call from 311","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2019-02-06T00:00:00.000","Call from 311","English","Information Request","Freelance Isn't Free","Information Provided",,,,,,,
"2021-05-19T00:00:00.000","Direct Call","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2020-05-27T00:00:00.000","Call from 311","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2020-08-27T00:00:00.000","Email","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2019-01-28T00:00:00.000","Email","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2019-10-21T00:00:00.000","Direct Call","English","Information Request","Other","Multiple Outcomes (2)",,,,,,,
"2021-04-02T00:00:00.000","Email","English","Information Request","Health & Safety","Information Provided",,,,,,,
"2016-06-14T00:00:00.000","Call from 311","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2022-02-07T00:00:00.000","Email","English","Information Request","Multiple Topics (4)","Assigned for Review","Snack and Nonalcoholic Beverage Bars",,,,,,
"2020-03-03T00:00:00.000","Email","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2017-01-26T00:00:00.000","Call from 311","Spanish","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2020-09-15T00:00:00.000","Email","English","Information Request","Wage & Hour","Information Provided",,,,,,,
"2020-12-14T00:00:00.000","Direct Call","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2020-07-23T00:00:00.000","Email","English","Information Request","Freelance Isn't Free","Information Provided",,,,,,,
"2019-04-23T00:00:00.000","Email","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2020-12-11T00:00:00.000","Call from Hotline","English","Information Request","Health & Safety","Information Provided",,,,,,,
"2015-04-23T00:00:00.000","Direct Call","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2018-11-27T00:00:00.000","Call from 311","English","Information Request","Freelance Isn't Free","Information Provided",,,,,,,
"2019-07-01T00:00:00.000","Email","English","Information Request","Other","Information Provided",,,,,,,
"2020-01-30T00:00:00.000","Call from 311","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2020-09-30T00:00:00.000","Email","Spanish","Information Request","Multiple Topics (8)","Multiple Outcomes (2)",,,,,,,
"2020-01-22T00:00:00.000","Email","English","Information Request","Freelance Isn't Free","Information Provided",,,,,,,
"2014-11-18T00:00:00.000","Direct Call","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2020-07-08T00:00:00.000","Call from Hotline","English","Information Request","Unemployment Insurance","Information Provided",,,,,,,
"2020-07-10T00:00:00.000","Email","English","Information Request","Discrimination/Harassment","Information Provided",,,,,,,
"2016-11-16T00:00:00.000","Call from 311","Spanish","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2021-06-08T00:00:00.000","Call from Hotline","English","Information Request","Other","Information Provided",,,,,,,
"2015-08-03T00:00:00.000","Call from 311","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2021-06-16T00:00:00.000","Email","English","Information Request","Multiple Topics (2)","Information Provided",,,,,,,
"2019-01-08T00:00:00.000","Referral","English","Information Request","Multiple Topics (2)","Information Provided",,,,,,,
"2019-11-20T00:00:00.000","Call from 311","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2015-01-21T00:00:00.000","Direct Call","Spanish","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2017-07-07T00:00:00.000","Call from 311","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2020-07-16T00:00:00.000","Call from Hotline","Spanish","Information Request","Unemployment Insurance","Information Provided",,,,,,,
"2020-08-24T00:00:00.000","Email","English","Information Request","Freelance Isn't Free","Information Provided",,,,,,,
"2021-07-27T00:00:00.000","Call from 311","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2021-10-08T00:00:00.000","Email","English","Information Request","Wage & Hour","Information Provided",,,,,,,
"2022-01-06T00:00:00.000","Direct Call","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2021-10-27T00:00:00.000","Email","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2016-06-23T00:00:00.000","E-form from 311","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2021-11-22T00:00:00.000","Email","English","Information Request","Multiple Topics (2)","Information Provided",,,,,,,
"2015-10-06T00:00:00.000","Call from 311","Spanish","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2020-07-14T00:00:00.000","Call from Hotline","English","Outreach Request","Health & Safety","Information Provided",,,,,,,
"2014-11-24T00:00:00.000","E-form from 311","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2021-03-29T00:00:00.000","Call from Hotline","English","Information Request","Other","Information Provided",,,,,,,
"2017-06-05T00:00:00.000","Direct Call","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2020-08-05T00:00:00.000","Call from Hotline","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2016-06-02T00:00:00.000","Email","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2020-06-03T00:00:00.000","Email","English","Information Request","Wage & Hour","Information Provided",,,,,,,
"2020-06-22T00:00:00.000","Email","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2021-08-26T00:00:00.000","Call from 311","English","Information Request","Freelance Isn't Free","Information Provided",,,,,,,
"2017-06-12T00:00:00.000","Direct Call","Spanish","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2022-02-02T00:00:00.000","Email","English","Information Request","Wage & Hour","Information Provided",,,,,,,
"2015-12-11T00:00:00.000","Direct Call","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2017-09-25T00:00:00.000","E-form from 311","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2021-05-28T00:00:00.000","Email","English","Information Request","Freelance Isn't Free","Multiple Outcomes (2)",,,,,,,
"2019-07-10T00:00:00.000","Call from 311","English","Information Request","Other","Information Provided",,,,,,,
"2021-08-17T00:00:00.000","Email","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2020-01-18T00:00:00.000","Email","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2016-08-25T00:00:00.000","Call from 311","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2021-11-19T00:00:00.000","Direct Call","English","Information Request","Discrimination/Harassment","Information Provided",,,,,,,
"2020-09-29T00:00:00.000","Call from Hotline","Spanish","Information Request","Other","Information Provided",,,,,,,
"2021-04-01T00:00:00.000",,"English","Information Request","Multiple Topics (2)","Assigned for Review","All Other Professional, Scientific, and Technical Services","New York","NY","10004","Manhattan","1","1"
"2019-02-04T00:00:00.000","Call from 311","English","Information Request","Other","Information Provided",,,,,,,
"2015-04-21T00:00:00.000","Call from 311","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2016-12-30T00:00:00.000","Call from 311","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2015-07-22T00:00:00.000","Email","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2014-10-30T00:00:00.000","Direct Call","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2019-07-31T00:00:00.000","Email","English","Information Request","Other","Information Provided",,,,,,,
"2020-07-14T00:00:00.000","Call from Hotline","English","Information Request","Other","Information Provided",,,,,,,
"2017-06-07T00:00:00.000","Direct Call","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2020-09-18T00:00:00.000","Call from Hotline","English","Information Request","Unemployment Insurance","Information Provided",,,,,,,
"2021-06-16T00:00:00.000","Direct Call","English","Information Request","Other","Information Provided",,,,,,,
"2017-11-06T00:00:00.000","Call from 311","Spanish","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2021-07-15T00:00:00.000","Email","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2020-07-20T00:00:00.000","Call from Hotline","Spanish","Information Request","Other","Information Provided",,,,,,,
"2021-07-15T00:00:00.000","Call from 311","English","Information Request","Temporary Schedule Change","Information Provided",,,,,,,
"2015-05-12T00:00:00.000","Email","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2021-11-09T00:00:00.000","Direct Call","English","Information Request","Multiple Topics (3)","Information Provided",,,,,,,
"2020-11-09T00:00:00.000","Call from 311","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2021-02-09T00:00:00.000","Email","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2018-04-25T00:00:00.000","Call from 311","English","Information Request","Multiple Topics (2)","Information Provided",,,,,,,
"2020-08-04T00:00:00.000","Call from 311","English","Information Request","Freelance Isn't Free","Information Provided",,,,,,,
"2015-01-15T00:00:00.000","Call from 311","Cantonese","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2017-03-28T00:00:00.000","Direct Call","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2018-09-27T00:00:00.000","Email","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2016-02-18T00:00:00.000","Call from 311","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2020-07-09T00:00:00.000","Call from Hotline","English","Information Request","Unemployment Insurance","Information Provided",,,,,,,
"2022-02-14T00:00:00.000","Email","English","Information Request","Other","Information Provided",,,,,,,
"2022-01-04T00:00:00.000","Call from 311","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2018-09-27T00:00:00.000","Call from 311","English","Information Request","Temporary Schedule Change","Information Provided",,,,,,,
"2019-06-28T00:00:00.000","Email","English","Information Request","Other","Information Provided",,,,,,,
"2019-06-17T00:00:00.000","Email","English","Information Request","Wage & Hour","Multiple Outcomes (2)",,"Smithtown","NY","11787","Outside NYC",,
"2016-05-13T00:00:00.000","Call from 311","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2018-01-22T00:00:00.000","Call from 311","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2021-02-10T00:00:00.000","Email","Spanish","Information Request","Multiple Topics (2)","Information Provided",,,,,,,
"2021-11-22T00:00:00.000","Email","English","Information Request","Commuter Benefits","Information Provided",,,,,,,
"2020-10-07T00:00:00.000","Call from 311","Spanish","Information Request","Freelance Isn't Free","Information Provided",,,,,,,
"2015-01-14T00:00:00.000","Email","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2020-11-30T00:00:00.000","Email","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2015-01-22T00:00:00.000","Direct Call","Spanish","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2020-11-09T00:00:00.000","Call from Hotline","English","Information Request","Health & Safety","Information Provided",,,,,,,
"2016-11-30T00:00:00.000","Direct Call","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2020-09-09T00:00:00.000","Call from Hotline","English","Information Request","Multiple Topics (2)","Information Provided",,,,,,,
"2015-12-09T00:00:00.000","Call from 311","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2015-04-09T00:00:00.000","Email","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2021-01-07T00:00:00.000","Email","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2015-12-09T00:00:00.000","Call from 311","Spanish","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2017-08-15T00:00:00.000","Call from 311","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2020-08-05T00:00:00.000","Call from 311","Spanish","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2020-10-16T00:00:00.000","Direct Call","English","Information Request","Unemployment Insurance","Information Provided",,,,,,,
"2021-08-24T00:00:00.000","Call from 311","English","Information Request","Other","Information Provided",,,,,,,
"2021-04-27T00:00:00.000","Call from Hotline","English","Information Request","Wage & Hour","Information Provided",,,,,,,
"2016-06-03T00:00:00.000","Email","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2021-03-18T00:00:00.000","Email","English","Information Request","Discrimination/Harassment","Information Provided",,,,,,,
"2020-06-23T00:00:00.000","Email","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2020-04-23T00:00:00.000","Email","English","Information Request","Unemployment Insurance","Information Provided",,,,,,,
"2020-01-28T00:00:00.000","Call from 311","English","Information Request","Freelance Isn't Free","Information Provided",,,,,,,
"2021-07-08T00:00:00.000","Email","English","Information Request","Multiple Topics (2)","Information Provided",,,,,,,
"2020-09-02T00:00:00.000","Call from Hotline","English","Information Request","Other","Information Provided",,,,,,,
"2021-09-24T00:00:00.000","Email","English","Information Request","Other","Information Provided",,,,,,,
"2020-12-11T00:00:00.000","Call from Hotline","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2020-12-09T00:00:00.000","Call from Hotline","English","Information Request","Health & Safety","Multiple Outcomes (2)",,,,,,,
"2021-12-02T00:00:00.000","Direct Call","English","Information Request","Paid Safe and Sick Leave","Multiple Outcomes (2)",,,,,,,
"2021-04-14T00:00:00.000","Direct Call","English","Information Request","Freelance Isn't Free","Information Provided",,,,,,,
"2020-04-22T00:00:00.000","Call from 311","English","Information Request","Freelance Isn't Free","Information Provided",,,,,,,
"2020-05-26T00:00:00.000","Call from 311","Spanish","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2017-09-05T00:00:00.000","Email","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2018-10-11T00:00:00.000","Call from 311","Spanish","Information Request","Multiple Topics (2)","Information Provided",,,,,,,
"2015-11-06T00:00:00.000","Call from 311","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2019-08-26T00:00:00.000","Email","English","Information Request","Fair Workweek","Information Provided",,,,,,,
"2017-10-30T00:00:00.000","Call from 311","Spanish","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2016-08-29T00:00:00.000","Email","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2020-11-16T00:00:00.000","Email","English","Information Request","Wage & Hour","Information Provided",,,,,,,
"2018-12-04T00:00:00.000","Email","English","Outreach Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2020-02-18T00:00:00.000","Email","English","Information Request","Freelance Isn't Free","Information Provided",,,,,,,
"2021-10-22T00:00:00.000","Email","English","Information Request","Other","Information Provided",,,,,,,
"2022-01-11T00:00:00.000","Email","English","Information Request","Wage & Hour","Information Provided",,,,,,,
"2016-02-12T00:00:00.000","Call from 311","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2018-11-25T00:00:00.000","Email","English","Information Request","Freelance Isn't Free","Information Provided",,,,,,,
"2021-12-28T00:00:00.000","E-form from Mayor's Office","English","Information Request","Other","Information Provided",,,,,,,
"2020-07-31T00:00:00.000","Call from Hotline","English","Information Request","Other","Information Provided",,,,,,,
"2020-10-23T00:00:00.000","Call from Hotline","English","Information Request","Multiple Topics (2)","Information Provided",,,,,,,
"2014-09-25T00:00:00.000","Call from 311","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2020-08-13T00:00:00.000","Call from 311","English","Information Request","Commuter Benefits","Information Provided",,,,,,,
"2021-06-18T00:00:00.000","Call from Hotline","English","Information Request","Other","Information Provided",,,,,,,
"2021-12-09T00:00:00.000","Email","English","Information Request","Commuter Benefits","Information Provided",,,,,,,
"2020-05-06T00:00:00.000","Direct Call","Spanish","Information Request","Unemployment Insurance","Information Provided",,,,,,,
"2020-10-21T00:00:00.000","Call from Hotline","English","Information Request","Health & Safety","Information Provided",,,,,,,
"2017-05-03T00:00:00.000","Call from 311","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2020-06-20T00:00:00.000","Email","English","Information Request","Freelance Isn't Free","Information Provided",,,,,,,
"2021-09-26T00:00:00.000","Email","English","Information Request","Multiple Topics (2)","Information Provided",,,,,,,
"2021-05-12T00:00:00.000","Call from 311","English","Information Request","Other","Information Provided",,,,,,,
"2019-09-20T00:00:00.000","Email","English","Information Request","Commuter Benefits","Information Provided",,,,,,,
"2020-06-29T00:00:00.000","Call from Hotline","Spanish","Information Request","Other","Information Provided",,,,,,,
"2020-01-30T00:00:00.000","Email","English","Information Request","Living Wage","Information Provided",,,,,,,
"2020-03-11T00:00:00.000","Email","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2018-06-28T00:00:00.000","Call from 311","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2018-09-28T00:00:00.000","Email","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2016-11-28T00:00:00.000","Call from 311","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2019-11-19T00:00:00.000","Call from 311","Spanish","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2020-01-16T00:00:00.000","Email","English","Information Request","Freelance Isn't Free","Information Provided",,,,,,,
"2020-06-09T00:00:00.000","Call from Hotline","English","Information Request","Multiple Topics (3)","Information Provided",,,,,,,
"2016-03-29T00:00:00.000","Email","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
