"event_name","event_description","event_url","local_start_time","local_end_time","capacity","status","category_name","subcategory_name","format_name","address_1","address_2","city","region","postal_code","country","venue_name","ticket_name","ticket_description","ticket_on_sale_status","ticket_quantity_total","ticket_quantity_sold","ticket_sales_start","ticket_sales_end","organizer_name","organizer_description","organizer_url"
"◀︎WEBINAR | Intellectual Property Strategy, BROOKLYN, 9/23/2020","WEBINAR | Intellectual Property Strategy, BROOKLYN, 9/23/2020","https://www.eventbrite.com/e/webinar-intellectual-property-strategy-brooklyn-9232020-tickets-111462425114","2020-09-23T15:00:00.000","2020-09-23T17:00:00.000","230","live","Business & Professional",,"Class, Training, or Workshop",,,,,,,,"I do not own a business with active sales",,"AVAILABLE","130","21","2020-06-01T04:00:00.000Z","2020-09-22T22:00:00.000Z","NYC Department of Small Business Services","The NYC Department of Small Business Services helps unlock economic potential and create economic security for all New Yorkers by connecting New Yorkers to good jobs, creating stronger businesses, and building thriving neighborhoods across the five boroughs.
You can register for all of our free events, courses, and WE NYC mentor sessions on Eventbrite. For questions about individual courses or to register over the phone, please contact our staff at one of our NYC Business Solutions Centers.
For more information on all of our services, call 311 or visit nyc.gov/sbs.","https://www.eventbrite.com/o/nyc-department-of-small-business-services-5423713077"
"M/WBE Certification Webinar","The New York City Department of Small Business Services will be hosting a  certification workshop","https://www.eventbrite.com/e/mwbe-certification-webinar-tickets-112986110498","2020-09-23T10:00:00.000","2020-09-23T11:30:00.000","101","live","Government & Politics",,"Class, Training, or Workshop",,,,,,,,"General Admission",,"SOLD_OUT","101","101","2020-08-20T14:00:00.000Z","2020-09-22T18:00:00.000Z","NYC Department of Small Business Services","The NYC Department of Small Business Services helps unlock economic potential and create economic security for all New Yorkers by connecting New Yorkers to good jobs, creating stronger businesses, and building thriving neighborhoods across the five boroughs.
You can register for all of our free events, courses, and WE NYC mentor sessions on Eventbrite. For questions about individual courses or to register over the phone, please contact our staff at one of our NYC Business Solutions Centers.
For more information on all of our services, call 311 or visit nyc.gov/sbs.","https://www.eventbrite.com/o/nyc-department-of-small-business-services-5423713077"
"◀︎WEBINAR | QuickBooks, BROOKLYN, 10/15/2020","WEBINAR | QuickBooks, BROOKLYN, 10/15/2020","https://www.eventbrite.com/e/webinar-quickbooks-brooklyn-10152020-tickets-115268276518","2020-10-15T11:00:00.000","2020-10-15T16:00:00.000","200","live","Business & Professional","Finance","Class, Training, or Workshop",,,,,,,,"I do not own a business with active sales",,"AVAILABLE","100","10","2020-08-20T04:00:00.000Z","2020-10-14T22:00:00.000Z","NYC Department of Small Business Services","The NYC Department of Small Business Services helps unlock economic potential and create economic security for all New Yorkers by connecting New Yorkers to good jobs, creating stronger businesses, and building thriving neighborhoods across the five boroughs.
You can register for all of our free events, courses, and WE NYC mentor sessions on Eventbrite. For questions about individual courses or to register over the phone, please contact our staff at one of our NYC Business Solutions Centers.
For more information on all of our services, call 311 or visit nyc.gov/sbs.","https://www.eventbrite.com/o/nyc-department-of-small-business-services-5423713077"
"◀︎WEBINAR | First Step to Starting a Business, BROOKLYN 10/13/2020","WEBINAR | First Step to Starting a Business, BROOKLYN 10/13/2020","https://www.eventbrite.com/e/webinar-first-step-to-starting-a-business-brooklyn-10132020-tickets-115265355782","2020-10-13T17:00:00.000","2020-10-13T19:00:00.000","200","live","Business & Professional","Startups & Small Business","Class, Training, or Workshop",,,,,,,,"I do not own a business with active sales",,"AVAILABLE","100","13","2020-03-01T05:00:00.000Z","2020-10-12T22:00:00.000Z","NYC Department of Small Business Services","The NYC Department of Small Business Services helps unlock economic potential and create economic security for all New Yorkers by connecting New Yorkers to good jobs, creating stronger businesses, and building thriving neighborhoods across the five boroughs.
You can register for all of our free events, courses, and WE NYC mentor sessions on Eventbrite. For questions about individual courses or to register over the phone, please contact our staff at one of our NYC Business Solutions Centers.
For more information on all of our services, call 311 or visit nyc.gov/sbs.","https://www.eventbrite.com/o/nyc-department-of-small-business-services-5423713077"
"◀︎WEBINAR | Become M/WBE Certified, BROOKLYN, 10/8/2020","WEBINAR | Become M/WBE Certified, BROOKLYN, 10/8/2020","https://www.eventbrite.com/e/webinar-become-mwbe-certified-brooklyn-1082020-tickets-115261825222","2020-10-08T14:00:00.000","2020-10-08T16:00:00.000","200","live","Business & Professional",,"Class, Training, or Workshop",,,,,,,,"I do not own a business with active sales",,"AVAILABLE","100","2","2020-07-01T04:00:00.000Z","2020-10-07T21:00:00.000Z","NYC Department of Small Business Services","The NYC Department of Small Business Services helps unlock economic potential and create economic security for all New Yorkers by connecting New Yorkers to good jobs, creating stronger businesses, and building thriving neighborhoods across the five boroughs.
You can register for all of our free events, courses, and WE NYC mentor sessions on Eventbrite. For questions about individual courses or to register over the phone, please contact our staff at one of our NYC Business Solutions Centers.
For more information on all of our services, call 311 or visit nyc.gov/sbs.","https://www.eventbrite.com/o/nyc-department-of-small-business-services-5423713077"
"Branding Strategies to Increase Sales and Compete, Webinar, Bronx 09/9/20","Tools and strategies for business owners to personally brand themselves and their businesses","https://www.eventbrite.com/e/branding-strategies-to-increase-sales-and-compete-webinar-bronx-09920-tickets-115164640540","2020-09-09T18:00:00.000","2020-09-09T20:00:00.000","200","live","Business & Professional","Startups & Small Business","Class, Training, or Workshop",,,,,,,,"I do not own a business with active sales",,"AVAILABLE","100","34","2020-06-26T02:00:00.000Z","2020-09-09T22:30:00.000Z","NYC Department of Small Business Services","The NYC Department of Small Business Services helps unlock economic potential and create economic security for all New Yorkers by connecting New Yorkers to good jobs, creating stronger businesses, and building thriving neighborhoods across the five boroughs.
You can register for all of our free events, courses, and WE NYC mentor sessions on Eventbrite. For questions about individual courses or to register over the phone, please contact our staff at one of our NYC Business Solutions Centers.
For more information on all of our services, call 311 or visit nyc.gov/sbs.","https://www.eventbrite.com/o/nyc-department-of-small-business-services-5423713077"
"SEMINARIO WEB* Desarrollar Una Estrategia De Mercadeo,","DESARROLLAR UNA ESTRATEGIA DE MERCADEO","https://www.eventbrite.com/e/seminario-web-desarrollar-una-estrategia-de-mercadeo-tickets-118163404925","2020-09-17T17:30:00.000","2020-09-17T19:30:00.000","100","live","Business & Professional","Sales & Marketing","Class, Training, or Workshop",,,,,,,,"I do not own a business with active sales",,"AVAILABLE","60","5","2020-08-04T14:00:00.000Z","2020-09-17T20:30:00.000Z","NYC Department of Small Business Services","The NYC Department of Small Business Services helps unlock economic potential and create economic security for all New Yorkers by connecting New Yorkers to good jobs, creating stronger businesses, and building thriving neighborhoods across the five boroughs.
You can register for all of our free events, courses, and WE NYC mentor sessions on Eventbrite. For questions about individual courses or to register over the phone, please contact our staff at one of our NYC Business Solutions Centers.
For more information on all of our services, call 311 or visit nyc.gov/sbs.","https://www.eventbrite.com/o/nyc-department-of-small-business-services-5423713077"
"SBS-PTAC: Selling to Government Webinar, 11/03/2020","Learn how the government can become your customer!","https://www.eventbrite.com/e/sbs-ptac-selling-to-government-webinar-11032020-registration-117263966681","2020-11-03T10:00:00.000","2020-11-03T12:00:00.000","200","live","Business & Professional","Career","Class, Training, or Workshop",,,,,,,,"General Admission","All workshop attendees are required to be registered individually for this workshop.","NOT_YET_ON_SALE","200","0","2020-09-22T04:00:00.000Z","2020-11-02T22:00:00.000Z","NYC Department of Small Business Services","The NYC Department of Small Business Services helps unlock economic potential and create economic security for all New Yorkers by connecting New Yorkers to good jobs, creating stronger businesses, and building thriving neighborhoods across the five boroughs.
You can register for all of our free events, courses, and WE NYC mentor sessions on Eventbrite. For questions about individual courses or to register over the phone, please contact our staff at one of our NYC Business Solutions Centers.
For more information on all of our services, call 311 or visit nyc.gov/sbs.","https://www.eventbrite.com/o/nyc-department-of-small-business-services-5423713077"
"Low & NO Interest Financing Options, Queens, 7/8/20","Low & NO Interest Financing Options","https://www.eventbrite.com/e/low-no-interest-financing-options-queens-7820-tickets-120240585829","2020-11-17T15:00:00.000","2020-11-17T17:00:00.000","100","live","Business & Professional","Finance",,"90-27 Sutphin Boulevard",,"Queens","NY","11435","US","NYC Small Business Solutions Queens Center","I do not own a business with active sales",,"AVAILABLE","50","0","2019-10-09T06:00:00.000Z","2020-11-10T01:59:00.000Z","NYC Department of Small Business Services","The NYC Department of Small Business Services helps unlock economic potential and create economic security for all New Yorkers by connecting New Yorkers to good jobs, creating stronger businesses, and building thriving neighborhoods across the five boroughs.
You can register for all of our free events, courses, and WE NYC mentor sessions on Eventbrite. For questions about individual courses or to register over the phone, please contact our staff at one of our NYC Business Solutions Centers.
For more information on all of our services, call 311 or visit nyc.gov/sbs.","https://www.eventbrite.com/o/nyc-department-of-small-business-services-5423713077"
"◀︎Desarrollando una Estrategia de Marketing, BROOKLYN, 10/21/2020","Desarrollando una Estrategia de Marketing, BROOKLYN, 10/21/2020","https://www.eventbrite.com/e/desarrollando-una-estrategia-de-marketing-brooklyn-10212020-tickets-115291770790","2020-10-21T13:00:00.000","2020-10-21T15:00:00.000","200","live","Business & Professional","Sales & Marketing","Class, Training, or Workshop","443 39th Street","4th Floor","BROOKLYN","NY","11232","US","SCO Family of Services | Center for Family Life","I do not own a business with active sales",,"AVAILABLE","100","0","2020-07-01T04:00:00.000Z","2020-10-20T22:00:00.000Z","NYC Department of Small Business Services","The NYC Department of Small Business Services helps unlock economic potential and create economic security for all New Yorkers by connecting New Yorkers to good jobs, creating stronger businesses, and building thriving neighborhoods across the five boroughs.
You can register for all of our free events, courses, and WE NYC mentor sessions on Eventbrite. For questions about individual courses or to register over the phone, please contact our staff at one of our NYC Business Solutions Centers.
For more information on all of our services, call 311 or visit nyc.gov/sbs.","https://www.eventbrite.com/o/nyc-department-of-small-business-services-5423713077"
"Understanding Credit, Lower Manhattan, 9/29/2020","Understanding Credit","https://www.eventbrite.com/e/understanding-credit-lower-manhattan-9292020-tickets-120087832941","2020-09-29T17:00:00.000","2020-09-29T18:00:00.000","100","live",,,,,,,,,,,"I do not own a business with active sales",,"AVAILABLE","50","0","2020-07-28T14:30:00.000Z","2020-09-29T09:00:00.000Z","NYC Department of Small Business Services","The NYC Department of Small Business Services helps unlock economic potential and create economic security for all New Yorkers by connecting New Yorkers to good jobs, creating stronger businesses, and building thriving neighborhoods across the five boroughs.
You can register for all of our free events, courses, and WE NYC mentor sessions on Eventbrite. For questions about individual courses or to register over the phone, please contact our staff at one of our NYC Business Solutions Centers.
For more information on all of our services, call 311 or visit nyc.gov/sbs.","https://www.eventbrite.com/o/nyc-department-of-small-business-services-5423713077"
"SBS-PTAC: Selling to Government Webinar, 12/15/2020","Learn how the government can become your customer!","https://www.eventbrite.com/e/sbs-ptac-selling-to-government-webinar-12152020-registration-117264955639","2020-12-15T15:00:00.000","2020-12-15T17:00:00.000","200","live","Business & Professional","Career","Class, Training, or Workshop",,,,,,,,"General Admission","All workshop attendees are required to be registered individually for this workshop.","NOT_YET_ON_SALE","200","0","2020-10-24T09:00:00.000Z","2020-12-15T03:00:00.000Z","NYC Department of Small Business Services","The NYC Department of Small Business Services helps unlock economic potential and create economic security for all New Yorkers by connecting New Yorkers to good jobs, creating stronger businesses, and building thriving neighborhoods across the five boroughs.
You can register for all of our free events, courses, and WE NYC mentor sessions on Eventbrite. For questions about individual courses or to register over the phone, please contact our staff at one of our NYC Business Solutions Centers.
For more information on all of our services, call 311 or visit nyc.gov/sbs.","https://www.eventbrite.com/o/nyc-department-of-small-business-services-5423713077"
"Guidelines for Reopening  Phase I, II, III, and IV Businesses in NYC, 9/9","Join this webinar to learn about State requirements, recommendations, and resources available to help Phase I,II,III and IV businesses.","https://www.eventbrite.com/e/guidelines-for-reopening-phase-i-ii-iii-and-iv-businesses-in-nyc-99-tickets-114111205688","2020-09-09T12:00:00.000","2020-09-09T13:00:00.000","250","started","Business & Professional","Startups & Small Business","Class, Training, or Workshop",,,,,,,,"I do not own a business with active sales",,"UNAVAILABLE","50","5","2020-07-13T20:00:00.000Z","2020-09-08T15:30:00.000Z","NYC Department of Small Business Services","The NYC Department of Small Business Services helps unlock economic potential and create economic security for all New Yorkers by connecting New Yorkers to good jobs, creating stronger businesses, and building thriving neighborhoods across the five boroughs.
You can register for all of our free events, courses, and WE NYC mentor sessions on Eventbrite. For questions about individual courses or to register over the phone, please contact our staff at one of our NYC Business Solutions Centers.
For more information on all of our services, call 311 or visit nyc.gov/sbs.","https://www.eventbrite.com/o/nyc-department-of-small-business-services-5423713077"
"BID Roundtable: Creating organizational change to encourage equity","Part of a series of BID roundtables exploring diversity, equity, and inclusion in the NYC BID network; facilitated by SBS","https://www.eventbrite.com/e/bid-roundtable-creating-organizational-change-to-encourage-equity-registration-119279457067","2020-10-13T16:00:00.000","2020-10-13T17:30:00.000","100","live",,,,,,,,,,,"RSVP",,"AVAILABLE","100","12","2020-09-02T15:30:00.000Z","2020-10-13T21:30:00.000Z","NYC Department of Small Business Services","The NYC Department of Small Business Services helps unlock economic potential and create economic security for all New Yorkers by connecting New Yorkers to good jobs, creating stronger businesses, and building thriving neighborhoods across the five boroughs.
You can register for all of our free events, courses, and WE NYC mentor sessions on Eventbrite. For questions about individual courses or to register over the phone, please contact our staff at one of our NYC Business Solutions Centers.
For more information on all of our services, call 311 or visit nyc.gov/sbs.","https://www.eventbrite.com/o/nyc-department-of-small-business-services-5423713077"
"Building an Operational Plan, Queens, 9/17/20","Building an Operational Plan","https://www.eventbrite.com/e/building-an-operational-plan-queens-91720-tickets-110051362588","2020-09-17T10:00:00.000","2020-09-17T12:00:00.000","100","live","Business & Professional","Startups & Small Business",,,,,,,,,"I do not own a business with active sales",,"AVAILABLE","50","12","2019-08-09T01:00:00.000Z","2020-09-16T21:30:00.000Z","NYC Department of Small Business Services","The NYC Department of Small Business Services helps unlock economic potential and create economic security for all New Yorkers by connecting New Yorkers to good jobs, creating stronger businesses, and building thriving neighborhoods across the five boroughs.
You can register for all of our free events, courses, and WE NYC mentor sessions on Eventbrite. For questions about individual courses or to register over the phone, please contact our staff at one of our NYC Business Solutions Centers.
For more information on all of our services, call 311 or visit nyc.gov/sbs.","https://www.eventbrite.com/o/nyc-department-of-small-business-services-5423713077"
"SBS-PTAC: Selling to Government Webinar, 09/22/2020","Learn how the government can become your customer!","https://www.eventbrite.com/e/sbs-ptac-selling-to-government-webinar-09222020-registration-110189220926","2020-09-22T15:00:00.000","2020-09-22T17:00:00.000","200","live","Business & Professional","Career","Class, Training, or Workshop",,,,,,,,"General Admission","All workshop attendees are required to be registered individually for this workshop.","AVAILABLE","200","12","2020-08-01T09:00:00.000Z","2020-09-22T02:00:00.000Z","NYC Department of Small Business Services","The NYC Department of Small Business Services helps unlock economic potential and create economic security for all New Yorkers by connecting New Yorkers to good jobs, creating stronger businesses, and building thriving neighborhoods across the five boroughs.
You can register for all of our free events, courses, and WE NYC mentor sessions on Eventbrite. For questions about individual courses or to register over the phone, please contact our staff at one of our NYC Business Solutions Centers.
For more information on all of our services, call 311 or visit nyc.gov/sbs.","https://www.eventbrite.com/o/nyc-department-of-small-business-services-5423713077"
"◀︎WEBINAR | Using Data to Drive Business Growth, BROOKLYN, 9/25/20","WEBINAR | Using Data to Drive Business Growth, BROOKLYN, 9/25/20","https://www.eventbrite.com/e/webinar-using-data-to-drive-business-growth-brooklyn-92520-tickets-111448198562","2020-09-25T13:00:00.000","2020-09-25T14:00:00.000","200","live","Business & Professional",,"Class, Training, or Workshop",,,,,,,,"I do not own a business with active sales",,"AVAILABLE","100","19","2020-06-01T09:00:00.000Z","2020-09-24T22:00:00.000Z","NYC Department of Small Business Services","The NYC Department of Small Business Services helps unlock economic potential and create economic security for all New Yorkers by connecting New Yorkers to good jobs, creating stronger businesses, and building thriving neighborhoods across the five boroughs.
You can register for all of our free events, courses, and WE NYC mentor sessions on Eventbrite. For questions about individual courses or to register over the phone, please contact our staff at one of our NYC Business Solutions Centers.
For more information on all of our services, call 311 or visit nyc.gov/sbs.","https://www.eventbrite.com/o/nyc-department-of-small-business-services-5423713077"
"Building an Operational Plan, Webinar, Bronx 09/14/2020","Building an Operational Plan","https://www.eventbrite.com/e/building-an-operational-plan-webinar-bronx-09142020-tickets-112173154926","2020-09-14T17:30:00.000","2020-09-14T20:00:00.000","200","live","Business & Professional","Startups & Small Business","Class, Training, or Workshop",,,,,,,,"I do not own a business with active sales",,"AVAILABLE","100","42","2020-06-21T02:30:00.000Z","2020-09-14T22:00:00.000Z","NYC Department of Small Business Services","The NYC Department of Small Business Services helps unlock economic potential and create economic security for all New Yorkers by connecting New Yorkers to good jobs, creating stronger businesses, and building thriving neighborhoods across the five boroughs.
You can register for all of our free events, courses, and WE NYC mentor sessions on Eventbrite. For questions about individual courses or to register over the phone, please contact our staff at one of our NYC Business Solutions Centers.
For more information on all of our services, call 311 or visit nyc.gov/sbs.","https://www.eventbrite.com/o/nyc-department-of-small-business-services-5423713077"
"Developing a Marketing Strategy, Queens, 10/27/20","Developing a Marketing Strategy","https://www.eventbrite.com/e/developing-a-marketing-strategy-queens-102720-tickets-120237159581","2020-10-27T17:30:00.000","2020-10-27T20:00:00.000","100","live","Business & Professional","Sales & Marketing","Class, Training, or Workshop",,,,,,,,"I do not own a business with active sales",,"AVAILABLE","50","0","2019-09-30T11:00:00.000Z","2020-10-26T23:00:00.000Z","NYC Department of Small Business Services","The NYC Department of Small Business Services helps unlock economic potential and create economic security for all New Yorkers by connecting New Yorkers to good jobs, creating stronger businesses, and building thriving neighborhoods across the five boroughs.
You can register for all of our free events, courses, and WE NYC mentor sessions on Eventbrite. For questions about individual courses or to register over the phone, please contact our staff at one of our NYC Business Solutions Centers.
For more information on all of our services, call 311 or visit nyc.gov/sbs.","https://www.eventbrite.com/o/nyc-department-of-small-business-services-5423713077"
"Social Media Marketing , Webinar, Bronx 09/23/2020","Social Media Marketing","https://www.eventbrite.com/e/social-media-marketing-webinar-bronx-09232020-tickets-112171491952","2020-09-23T12:00:00.000","2020-09-23T14:30:00.000","200","live","Business & Professional","Startups & Small Business","Class, Training, or Workshop",,,,,,,,"I do not own a business with active sales",,"AVAILABLE","100","10","2020-06-10T00:00:00.000Z","2020-09-23T16:30:00.000Z","NYC Department of Small Business Services","The NYC Department of Small Business Services helps unlock economic potential and create economic security for all New Yorkers by connecting New Yorkers to good jobs, creating stronger businesses, and building thriving neighborhoods across the five boroughs.
You can register for all of our free events, courses, and WE NYC mentor sessions on Eventbrite. For questions about individual courses or to register over the phone, please contact our staff at one of our NYC Business Solutions Centers.
For more information on all of our services, call 311 or visit nyc.gov/sbs.","https://www.eventbrite.com/o/nyc-department-of-small-business-services-5423713077"
"Business Finance 1: Getting Started_DreamCenterHarlem_Virtual_9/29/2020","Business Finances 1","https://www.eventbrite.com/e/business-finance-1-getting-started-dreamcenterharlem-virtual-9292020-tickets-119459126463","2020-09-29T18:30:00.000","2020-09-29T20:30:00.000","90","live","Business & Professional","Startups & Small Business","Class, Training, or Workshop",,,,,,,,"I do not own a business with active sales",,"AVAILABLE","45","36","2020-08-19T03:29:00.000Z","2020-09-29T23:30:00.000Z","NYC Department of Small Business Services","The NYC Department of Small Business Services helps unlock economic potential and create economic security for all New Yorkers by connecting New Yorkers to good jobs, creating stronger businesses, and building thriving neighborhoods across the five boroughs.
You can register for all of our free events, courses, and WE NYC mentor sessions on Eventbrite. For questions about individual courses or to register over the phone, please contact our staff at one of our NYC Business Solutions Centers.
For more information on all of our services, call 311 or visit nyc.gov/sbs.","https://www.eventbrite.com/o/nyc-department-of-small-business-services-5423713077"
"Guidelines for Reopening ​Phase I,II, III, and IV Businesses in NYC, 9/11","Join this webinar to learn about State requirements, recommendations, and resources available to help Phase I businesses reopen in NYC.","https://www.eventbrite.com/e/guidelines-for-reopening-phase-iii-iii-and-iv-businesses-in-nyc-911-tickets-115250593628","2020-09-11T10:00:00.000","2020-09-11T11:00:00.000","450","live","Business & Professional","Startups & Small Business","Class, Training, or Workshop",,,,,,,,"I do not own a business with active sales",,"AVAILABLE","150","3","2020-07-20T22:00:00.000Z","2020-09-11T13:00:00.000Z","NYC Department of Small Business Services","The NYC Department of Small Business Services helps unlock economic potential and create economic security for all New Yorkers by connecting New Yorkers to good jobs, creating stronger businesses, and building thriving neighborhoods across the five boroughs.
You can register for all of our free events, courses, and WE NYC mentor sessions on Eventbrite. For questions about individual courses or to register over the phone, please contact our staff at one of our NYC Business Solutions Centers.
For more information on all of our services, call 311 or visit nyc.gov/sbs.","https://www.eventbrite.com/o/nyc-department-of-small-business-services-5423713077"
"M/WBE Certification Webinar","The New York City Department of Small Business Services will be hosting a  certification workshop","https://www.eventbrite.com/e/mwbe-certification-webinar-tickets-112985368278","2020-09-16T14:00:00.000","2020-09-16T15:30:00.000","151","live","Government & Politics",,"Class, Training, or Workshop",,,,,,,,"General Admission",,"SOLD_OUT","151","151","2020-08-20T14:00:00.000Z","2020-09-15T18:00:00.000Z","NYC Department of Small Business Services","The NYC Department of Small Business Services helps unlock economic potential and create economic security for all New Yorkers by connecting New Yorkers to good jobs, creating stronger businesses, and building thriving neighborhoods across the five boroughs.
You can register for all of our free events, courses, and WE NYC mentor sessions on Eventbrite. For questions about individual courses or to register over the phone, please contact our staff at one of our NYC Business Solutions Centers.
For more information on all of our services, call 311 or visit nyc.gov/sbs.","https://www.eventbrite.com/o/nyc-department-of-small-business-services-5423713077"
"NYC Small Business Reopening Guidelines for Gyms and Fitness Centers","Join us for this webinar to receive FREE guidance, best practices and ask questions to City agencies and partners about reopening!","https://www.eventbrite.com/e/nyc-small-business-reopening-guidelines-for-gyms-and-fitness-centers-tickets-118324049417","2020-09-10T11:30:00.000","2020-09-10T13:00:00.000","1100","live","Business & Professional","Startups & Small Business","Festival or Fair",,,,,,,,"I own a business with active sales",,"AVAILABLE","500","13","2020-08-25T05:00:00.000Z","2020-09-10T15:00:00.000Z","NYC Department of Small Business Services","The NYC Department of Small Business Services helps unlock economic potential and create economic security for all New Yorkers by connecting New Yorkers to good jobs, creating stronger businesses, and building thriving neighborhoods across the five boroughs.
You can register for all of our free events, courses, and WE NYC mentor sessions on Eventbrite. For questions about individual courses or to register over the phone, please contact our staff at one of our NYC Business Solutions Centers.
For more information on all of our services, call 311 or visit nyc.gov/sbs.","https://www.eventbrite.com/o/nyc-department-of-small-business-services-5423713077"
"First Steps To Starting A Business, Upper Manhattan, 10/6/2020","First Step to Starting a Business","https://www.eventbrite.com/e/first-steps-to-starting-a-business-upper-manhattan-1062020-tickets-120047905517","2020-10-06T13:00:00.000","2020-10-06T15:00:00.000","100","live","Business & Professional","Startups & Small Business","Class, Training, or Workshop",,,,,,,,"I do not own a business with active sales",,"NOT_YET_ON_SALE","50","0","2020-09-13T10:00:00.000Z","2020-10-06T17:00:00.000Z","NYC Department of Small Business Services","The NYC Department of Small Business Services helps unlock economic potential and create economic security for all New Yorkers by connecting New Yorkers to good jobs, creating stronger businesses, and building thriving neighborhoods across the five boroughs.
You can register for all of our free events, courses, and WE NYC mentor sessions on Eventbrite. For questions about individual courses or to register over the phone, please contact our staff at one of our NYC Business Solutions Centers.
For more information on all of our services, call 311 or visit nyc.gov/sbs.","https://www.eventbrite.com/o/nyc-department-of-small-business-services-5423713077"
"Guidelines for Reopening ​Phase I, II, III and IV Businesses in NYC,9/21","Join this webinar to learn about State requirements, recommendations and resources available to help Phase I, II, III businesses to reopen.","https://www.eventbrite.com/e/guidelines-for-reopening-phase-i-ii-iii-and-iv-businesses-in-nyc921-tickets-115128909668","2020-09-21T18:00:00.000","2020-09-21T19:00:00.000","450","live","Business & Professional","Startups & Small Business","Class, Training, or Workshop",,,,,,,,"I do not own a business with active sales",,"AVAILABLE","150","0","2020-07-08T14:00:00.000Z","2020-09-21T22:00:00.000Z","NYC Department of Small Business Services","The NYC Department of Small Business Services helps unlock economic potential and create economic security for all New Yorkers by connecting New Yorkers to good jobs, creating stronger businesses, and building thriving neighborhoods across the five boroughs.
You can register for all of our free events, courses, and WE NYC mentor sessions on Eventbrite. For questions about individual courses or to register over the phone, please contact our staff at one of our NYC Business Solutions Centers.
For more information on all of our services, call 311 or visit nyc.gov/sbs.","https://www.eventbrite.com/o/nyc-department-of-small-business-services-5423713077"
"Legal Essentials for Doing Business Online, Queens, 11/5/20","Legal Essentials for Doing Business Online","https://www.eventbrite.com/e/legal-essentials-for-doing-business-online-queens-11520-tickets-120234722291","2020-11-05T17:30:00.000","2020-11-05T20:00:00.000","100","live","Business & Professional","Startups & Small Business",,"90-27 Sutphin Boulevard",,"Queens","NY","11435","US","NYC Small Business Solutions Queens Center","I do not own a business with active sales",,"AVAILABLE","50","0","2019-10-03T08:30:00.000Z","2020-11-05T22:29:00.000Z","NYC Department of Small Business Services","The NYC Department of Small Business Services helps unlock economic potential and create economic security for all New Yorkers by connecting New Yorkers to good jobs, creating stronger businesses, and building thriving neighborhoods across the five boroughs.
You can register for all of our free events, courses, and WE NYC mentor sessions on Eventbrite. For questions about individual courses or to register over the phone, please contact our staff at one of our NYC Business Solutions Centers.
For more information on all of our services, call 311 or visit nyc.gov/sbs.","https://www.eventbrite.com/o/nyc-department-of-small-business-services-5423713077"
"◀︎WEBINAR | Building Your Business Operations, BROOKLYN, 10/16/2020","WEBINAR | QuickBooks, BROOKLYN, 10/15/2020","https://www.eventbrite.com/e/webinar-building-your-business-operations-brooklyn-10162020-tickets-115270960546","2020-10-16T11:00:00.000","2020-10-16T13:30:00.000","200","live","Business & Professional","Finance","Class, Training, or Workshop",,,,,,,,"I do not own a business with active sales",,"AVAILABLE","100","5","2020-07-01T04:00:00.000Z","2020-10-15T22:00:00.000Z","NYC Department of Small Business Services","The NYC Department of Small Business Services helps unlock economic potential and create economic security for all New Yorkers by connecting New Yorkers to good jobs, creating stronger businesses, and building thriving neighborhoods across the five boroughs.
You can register for all of our free events, courses, and WE NYC mentor sessions on Eventbrite. For questions about individual courses or to register over the phone, please contact our staff at one of our NYC Business Solutions Centers.
For more information on all of our services, call 311 or visit nyc.gov/sbs.","https://www.eventbrite.com/o/nyc-department-of-small-business-services-5423713077"
"SBS-PTAC: Cost Estimating for Construction & Construction-Related Services","Discover how to create accurate cost estimates to better understand the scope of projects and determine the costs of doing business..","https://www.eventbrite.com/e/sbs-ptac-cost-estimating-for-construction-construction-related-services-registration-120144085193","2020-11-18T10:00:00.000","2020-11-18T12:00:00.000","200","live","Business & Professional","Career","Class, Training, or Workshop",,,,,,,,"General Admission","All workshop attendees are required to be registered individually for this workshop.","NOT_YET_ON_SALE","200","0","2020-09-30T04:00:00.000Z","2020-11-17T22:00:00.000Z","NYC Department of Small Business Services","The NYC Department of Small Business Services helps unlock economic potential and create economic security for all New Yorkers by connecting New Yorkers to good jobs, creating stronger businesses, and building thriving neighborhoods across the five boroughs.
You can register for all of our free events, courses, and WE NYC mentor sessions on Eventbrite. For questions about individual courses or to register over the phone, please contact our staff at one of our NYC Business Solutions Centers.
For more information on all of our services, call 311 or visit nyc.gov/sbs.","https://www.eventbrite.com/o/nyc-department-of-small-business-services-5423713077"
