"providertype","dfta_id","programname","sponsorname","programaddress","programcity","programstate","programzipcode","borough","programphone","dfta_funded","monhouropen","monhourclose","tuehouropen","tuehourclose","wedhouropen","wedhourclose","thuhouropen","thuhourclose","frihouropen","frihourclose","sathouropen","sathourclose","sunhouropen","sunhourclose","latitude","longitude","community_board","council_district","census_tract","bin","bbl","nta","geocoded_column"
"SOCIAL ADULT DAY CARE SERVICES","S29501","SUNDANCE SADC INC.","Sundance Sadc Inc.","561 UTICA AVE  2ND FLOOR","BROOKLYN","NY","11203","Brooklyn","929-234-2901","N","08:30","06:00","08:30","06:00","08:30","06:00","08:30","06:00","08:30","06:00","09:00","03:00","00:00","00:00","40.659691","-73.93122","317","41","878","3327566","3046040069","Prospect Lefferts Gardens-Wingate","
,  
(40.659691, -73.93122)"
"SOCIAL ADULT DAY CARE SERVICES","S25301","SPLIT ROCK SOCIAL DAY CARE LLC","Split Rock Social Day Care Llc","3525 BAYCHESTER AVE  GROUND FLOOR","BRONX","NY","10466","Bronx","718-798-8900","N","08:30","07:00","08:30","07:00","08:30","07:00","08:30","07:00","08:30","07:00","00:00","00:00","00:00","00:00","40.881703","-73.838998","212","12","460","2065676","2048940011","Eastchester-Edenwald-Baychester","
,  
(40.881703, -73.838998)"
"SOCIAL ADULT DAY CARE SERVICES","S31001","ACT CARE GROUP, LLC","Act Care Group, Llc","1698 VICTORY BLVD","STATEN ISLAND","NY","10314","Staten Island","347-621-6174","N","00:00","00:00","08:30","06:00","08:30","06:00","08:30","06:00","08:30","06:00","00:00","00:00","00:00","00:00","40.613251","-74.120241","501","49","16901","5167182","5007080004","Westerleigh","
,  
(40.613251, -74.120241)"
"SOCIAL ADULT DAY CARE SERVICES","S34201","PARADISE ADULT DAY CARE LLC","Paradise Adult Day Care Llc","5506 CHURCH AVE","BROOKLYN","NY","11203","Brooklyn","347-627-8002","N","09:00","02:30","09:00","02:30","09:00","02:30","09:00","02:30","00:00","00:00","00:00","00:00","00:00","00:00","40.652452","-73.925349","317","41","938","3103059","3047030003","Rugby-Remsen Village","
,  
(40.652452, -73.925349)"
"SOCIAL ADULT DAY CARE SERVICES","S32801","FORT TRYON REHABILITATION AND NURSING CENTER","Fort Tryon Rehabilitation And Nursing Center","1916 PARK AVE  SUITE 102","NEW YORK","NY","10037","Manhattan","212-588-8987","N","07:30","06:00","07:30","06:00","07:30","06:00","07:30","06:00","07:30","06:00","08:00","05:00","08:00","05:00","40.80832","-73.936662","111","9","206","1054286","1017550033","Central Harlem North-Polo Grounds","
,  
(40.80832, -73.936662)"
"SOCIAL ADULT DAY CARE SERVICES","S44101","BAINBRIDGE ADULT DAY CARE CENTER II","Bainbridge Adult Day Care Center Ii","3518 BAINBRIDGE AVENUE","BRONX","NY","10467","Bronx","718-655-5600","N","00:00","00:00","02:30","06:30","02:30","06:30","00:00","00:00","00:00","00:00","00:00","00:00","02:30","06:30","40.881376","-73.878377","207","11","431","2018257","2033440012","Norwood","
,  
(40.881376, -73.878377)"
"SOCIAL ADULT DAY CARE SERVICES","S38201","SOUTH ASIAN ADULT SENIOR CENTER INC","South Asian Adult Senior Center Inc","75-15 WOODSIDE AVE  2ND FLOOR","ELMHURST","NY","11373","Queens","516-849-7940","N","09:00","02:00","00:00","00:00","09:00","02:00","09:00","02:00","00:00","00:00","00:00","00:00","00:00","00:00","40.743311","-73.889527","404","25","267","4036983","4014950064","Elmhurst","
,  
(40.743311, -73.889527)"
"SOCIAL ADULT DAY CARE SERVICES","S19701","BRUCKNER FOREVER YOUNG SOCIAL ADULT DAY CARE INC","Bruckner Forever Young Social Adult Day Care Inc","80 BRUCKNER BLVD","BRONX","NY","10454","Bronx","917-891-8753","N","09:00","05:00","09:00","05:00","09:00","05:00","09:00","05:00","09:00","05:00","00:00","00:00","00:00","00:00","40.8062","-73.925979","201","8","19","2119403","2022957501","Mott Haven-Port Morris","
,  
(40.8062, -73.925979)"
"SOCIAL ADULT DAY CARE SERVICES","S37001","AKAL CARE LLC","Akal Care Llc","507 W 181ST ST  FLOOR C","NEW YORK","NY","10033","Manhattan","516-945-4475","N","09:00","05:00","09:00","05:00","09:00","05:00","09:00","05:00","09:00","05:00","00:00","00:00","00:00","00:00","40.848296","-73.931274","112","10","269","1063701","1021550026","Washington Heights North","
,  
(40.848296, -73.931274)"
"SOCIAL ADULT DAY CARE SERVICES","S17001","JOYFUL ADULT DAY CARE CENTER INC","Joyful Adult Day Care Center Inc","782 61ST ST","BROOKLYN","NY","11220","Brooklyn","718-865-8918","N","08:30","05:00","08:30","05:00","08:30","05:00","08:30","05:00","08:30","05:00","08:30","03:00","08:30","03:00","40.635258","-74.010748","307","38","118","3000000","3057940033","Sunset Park East","
,  
(40.635258, -74.010748)"
"SOCIAL ADULT DAY CARE SERVICES","S54301","52ND STREET SERVICE CENTER","52nd Street Service Center","843 52ND STREET","BROOKLYN","NY","11220","Brooklyn","347-442-1201","N","08:00","01:30","08:00","01:30","08:00","01:30","08:00","01:30","08:00","01:30","08:00","01:30","00:00","00:00","40.639403","-74.003877","312","38","108","3138179","3056510060","Sunset Park East","
,  
(40.639403, -74.003877)"
"SOCIAL ADULT DAY CARE SERVICES","S35201","GENTLE PERSONAL CARE INC.","Gentle Personal Care Inc.","1685 EAST 21ST ST","BROOKLYN","NY","11210","Brooklyn","718-266-7700","N","09:00","02:00","09:00","02:00","08:30","08:30","09:00","02:00","09:00","02:00","09:00","02:00","00:00","00:00","40.612014","-73.952742","314","48","546","3182141","3067687501","Midwood","
,  
(40.612014, -73.952742)"
"SOCIAL ADULT DAY CARE SERVICES","S48701","BEDFORD HEALTH & WELLNESS","Bedford Health & Wellness","390 NOSTRAND AVENUE","BROOKLYN","NY","11216","Brooklyn","718-504-8652","N","08:00","04:00","08:00","04:00","08:00","04:00","08:00","04:00","08:00","04:00","00:00","00:00","00:00","00:00","40.686092","-73.950725","303","36","243","3051074","3018120042","Bedford","
,  
(40.686092, -73.950725)"
"SOCIAL ADULT DAY CARE SERVICES","S30201","HANA ADULT DAY CARE, LLC","Hana Adult Day Care, Llc","130-30 31ST AVE","FLUSHING","NY","11354","Queens","917-285-2757","N","08:00","04:00","08:00","04:00","08:00","04:00","08:00","04:00","08:00","04:00","00:00","00:00","00:00","00:00","40.769258","-73.839306","407","19","907","4100745","4043600001","College Point","
,  
(40.769258, -73.839306)"
"SOCIAL ADULT DAY CARE SERVICES","S51001","WEALTHY HEALTH SOCIAL ADULT DAYCARE INC.","Wealthy Health Social Adult Daycare Inc.","5705-5707 4TH AVE.  GROUND FLOOR","BROOKLYN","NY","11220","Brooklyn","718-439-1888","N","09:00","04:00","09:00","04:00","09:00","04:00","09:00","04:00","09:00","04:00","09:00","04:00","00:00","00:00","40.642443","-74.016748","307","38","74","3015653","3008470007","Sunset Park West","
,  
(40.642443, -74.016748)"
"SOCIAL ADULT DAY CARE SERVICES","S52901","A SONG OF ASCENTS ADULT DAY CARE LLC","A Song Of Ascents Adult Day Care Llc","2526 NEPTUNE AVE","BROOKLYN","NY","11224",,"347-673-8158","N","08:00","03:00","08:00","03:30","08:00","03:00","08:00","03:00","08:00","03:00","07:30","03:00","00:00","00:00","40.578068","-73.992955","313","47","328",,,"Seagate-Coney Island","
,  
(40.578068, -73.992955)"
"SOCIAL ADULT DAY CARE SERVICES","S3001","DYNASTY SOCIAL ADULT DAY CENTER, INC.","Dynasty Social Adult Day Center, Inc.","1009 BRIGHTON BEACH AVENUE  2ND FLOOR","BROOKLYN","NY","11235","Brooklyn","718-864-7993","N","08:00","05:30","08:00","05:30","08:00","05:30","08:00","05:30","08:00","05:30","08:00","05:30","08:00","05:30","40.578058","-73.959372","313","48","61004","3245413","3087070452","Brighton Beach","
,  
(40.578058, -73.959372)"
"SOCIAL ADULT DAY CARE SERVICES","S6601","PINE CARE LLC","Pine Care Llc","153-11 BARCLAY AVE","FLUSHING","NY","11355","Queens","718-358-3355","N","08:00","02:00","08:00","02:00","08:00","02:00","08:00","02:00","08:00","02:00","00:00","00:00","00:00","00:00","40.762067","-73.812087","407","20","1167","4120321","4053260083","Murray Hill","
,  
(40.762067, -73.812087)"
"SOCIAL ADULT DAY CARE SERVICES","S28501","LIVINGWELL DAY CARE CENTER LLC","Livingwell Day Care Center Llc","137-81 NORTHERN BLVD","FLUSHING","NY","11354","Queens","929-362-2477","N","07:30","03:30","07:30","03:30","07:30","03:30","07:30","03:30","07:30","03:30","07:30","03:30","00:00","00:00","40.763868","-73.828471","407","20","869","4112179","4049610003","Flushing","
,  
(40.763868, -73.828471)"
"SOCIAL ADULT DAY CARE SERVICES","S29401","VIMINI LLC","Vimini Llc","18-15 CORNAGA AVE","FAR ROCKAWAY","NY","11691","Queens","718-471-2100","N","08:00","06:00","01:00","06:00","08:00","06:00","00:00","00:00","08:00","06:00","00:00","00:00","00:00","00:00","40.602445","-73.750312","414","31","101001","4298278","4155630016","Far Rockaway-Bayswater","
,  
(40.602445, -73.750312)"
"SOCIAL ADULT DAY CARE SERVICES","S55401","HEALTHY FAMILY SOCIAL DAYCARE INC","Healthy Family Social Daycare Inc","864 56TH ST","BROOKLYN","NY","11220","Brooklyn","347-899-8686","N","08:00","04:00","08:00","04:00","08:00","04:00","08:00","04:00","08:00","04:00","08:00","04:00","08:00","04:00","40.636941","-74.005877","312","38","104","3139869","3056860033","Sunset Park East","
,  
(40.636941, -74.005877)"
"SOCIAL ADULT DAY CARE SERVICES","S3901","KEY TO LIFE ADULT DAYCARE, INC.","Key To Life Adult Daycare, Inc.","229 EAST 2ND ST  UNIT 1A","NEW YORK","NY","10009","Manhattan","646-791-5282","N","09:00","02:00","08:00","02:00","08:00","02:00","08:00","02:00","00:00","00:00","00:00","00:00","00:00","00:00","40.721542","-73.982333","103","2","2202","1087923","1003847505","Lower East Side","
,  
(40.721542, -73.982333)"
"SOCIAL ADULT DAY CARE SERVICES","S29001","GOLDEN SUN LIFE DAYCARE LLC","Golden Sun Life Daycare Llc","75 EAST BROADWAY  2ND FLOOR SOUTH BUILDING","NEW YORK","NY","10002","Manhattan","212-732-7888","N","08:00","05:00","08:00","05:00","08:00","05:00","08:00","05:00","08:00","05:00","08:00","05:00","00:00","00:00","40.713707","-73.99434","103","1","8","1081960","1002820003","Chinatown","
,  
(40.713707, -73.99434)"
"SOCIAL ADULT DAY CARE SERVICES","S2301","OPEN ARMS CIRCLE INC","Open Arms Circle Inc","860 E 161 STREET","BRONX","NY","10459","Bronx","347-913-4343","N","08:30","05:00","08:30","05:00","08:30","05:00","08:30","05:00","08:30","05:00","00:00","00:00","00:00","00:00","40.819913","-73.900626","202","17","87","2120262","2026890009","Longwood","
,  
(40.819913, -73.900626)"
"SOCIAL ADULT DAY CARE SERVICES","S8501","THE NEW JEWISH HOME SADC","The New Jewish Home Sadc","140 WEST 106TH ST  GROUND FLOOR","NEW YORK","NY","10025","Manhattan","212-870-5090","N","09:30","02:30","00:00","00:00","09:30","02:30","00:00","00:00","09:30","02:30","00:00","00:00","00:00","00:00","40.800111","-73.964958","107","7","189","1081583","1018600020","Upper West Side","
,  
(40.800111, -73.964958)"
"SOCIAL ADULT DAY CARE SERVICES","S58201","SPRINGFIELD ADULT DAY CARE CENTER","Springfield Adult Day Care Center","185 AVENUE B  1ST FLOOR","NEW YORK","NY","10009","Manhattan","917-836-7761","N","09:00","04:00","09:00","04:00","09:00","04:00","09:00","04:00","09:00","04:00","00:00","00:00","00:00","00:00","40.727807","-73.979207","103","2","28","1089953","1003940010","Lower East Side","
,  
(40.727807, -73.979207)"
"SOCIAL ADULT DAY CARE SERVICES","S39101","RICHMOND HILL / SOUTH OZONE PARK SENIOR CENTER","Richmond Hill / South Ozone Park Senior Center","16-12 CENTRAL AVE  GROUND FLOOR","FAR ROCKAWAY","NY","11691","Queens","347-484-0565","N","09:00","03:00","09:00","03:00","09:00","03:00","09:00","03:00","09:00","03:00","00:00","00:00","00:00","00:00","40.604966","-73.752186","414","31","103202","4297968","4155370148","Far Rockaway-Bayswater","
,  
(40.604966, -73.752186)"
"SOCIAL ADULT DAY CARE SERVICES","S49501","RED APPLE SOCIAL DAY CARE INC","Red Apple Social Day Care Inc","2502 86TH ST  4FL","BROOKLYN","NY","11214","Brooklyn","718-266-8887","N","08:00","02:00","08:00","02:00","08:00","02:00","08:00","02:00","08:00","02:00","08:00","02:00","08:00","02:00","40.59783","-73.987051","311","47","300","3185698","3068670036","Bensonhurst East","
,  
(40.59783, -73.987051)"
"SOCIAL ADULT DAY CARE SERVICES","S201","CARE AT LENOX HILL NEIGHBORHOOD HOUSE INC","Care At Lenox Hill Neighborhood House Inc","331 EAST 70TH ST","NEW YORK","NY","10021","Manhattan","212-218-0447","Y","09:30","02:30","09:30","02:30","09:30","02:30","09:30","02:30","09:30","02:30","00:00","00:00","00:00","00:00","40.766925","-73.95795","108","5","126","1044838","1014450014","Lenox Hill-Roosevelt Island","
,  
(40.766925, -73.95795)"
"SOCIAL ADULT DAY CARE SERVICES","S14701","Z&W EMPIRE ENTERPRISE, INC","Z&w Empire Enterprise, Inc","143-26 41ST AVE  1A","FLUSHING","NY","11355","Queens","718-886-3838","N","07:00","02:00","07:00","02:00","07:00","02:00","07:00","02:00","07:00","02:00","07:00","02:00","00:00","00:00","40.760103","-73.823131","407","20","855","4584555","4050487503","Flushing","
,  
(40.760103, -73.823131)"
"SOCIAL ADULT DAY CARE SERVICES","S3101","GENESIS ADULT DAY CARE","Genesis Adult Day Care","114-30 ROCKAWAY  BEACH BLVD (UNIT 2)  UNIT 2","ROCKAWAY PK","NY","11694","Queens","718-634-4013","N","08:30","05:00","08:30","05:00","08:30","05:00","08:30","05:00","08:30","05:00","00:00","00:00","08:30","05:00","40.58024","-73.835733","414","32","938","4607409","4161660011","Breezy Point-Belle Harbor-Rockaway Park-Broad Channel","
,  
(40.58024, -73.835733)"
"SOCIAL ADULT DAY CARE SERVICES","S33701","GEORGETOWN ADULT SOCIAL DAY CARE CENTER INC","Georgetown Adult Social Day Care Center Inc","120-13 LIBERTY AVE  1ST FLOOR","RICHMOND HILL","NY","11419","Queens","917-592-8686","N","00:00","00:00","00:00","00:00","00:00","00:00","09:00","02:00","09:00","02:00","00:00","00:00","00:00","00:00","40.68682","-73.822695","410","28","15802","4203773","4095580036","South Ozone Park","
,  
(40.68682, -73.822695)"
"SOCIAL ADULT DAY CARE SERVICES","S57001","TRI-MED SOCIAL ADULT DAY SERVICES, INC.","Tri-med Social Adult Day Services, Inc.","125-12 LIBERTY AVENUE  1ST FLOOR","RICHMOND HILL","NY","11419","Queens","718-529-0900","N","00:00","00:00","08:00","05:00","08:00","05:00","08:00","05:00","00:00","00:00","00:00","00:00","00:00","00:00","40.688176","-73.819147","410","28","15802","4204581","4095790006","South Ozone Park","
,  
(40.688176, -73.819147)"
"SOCIAL ADULT DAY CARE SERVICES","S19101","GRAND ADULT DAYCARE INC.","Grand Adult Daycare Inc.","87-03 GRAND AVE  1ST FLOOR","ELMHURST","NY","11373","Queens","718-565-5800","N","08:00","03:00","08:00","03:00","08:00","03:00","08:00","03:00","08:00","03:00","08:00","03:00","00:00","00:00","40.736312","-73.878461","404","25","475","4314620","4024770021","Elmhurst","
,  
(40.736312, -73.878461)"
"SOCIAL ADULT DAY CARE SERVICES","S14001","HESTIA ADULT SOCIAL DAY CARE CENTER, INC.","Hestia Adult Social Day Care Center, Inc.","162-18 71ST AVE","FRESH MEADOWS","NY","11365","Queens","347-233-3272","N","08:30","02:30","08:30","02:30","08:30","02:30","08:30","02:30","08:30","02:30","08:30","02:30","00:00","00:00","40.73042","-73.806862","408","24","122701","4147310","4068010047","Pomonok-Flushing Heights-Hillcrest","
,  
(40.73042, -73.806862)"
"SOCIAL ADULT DAY CARE SERVICES","S53301","ZHAO HUA FAMILY CARE SERVICE INC","Zhao Hua Family Care Service Inc","738 58TH STREET","BROOKLYN","NY","11220","Brooklyn","347-281-0314","N","07:00","02:00","07:00","02:00","07:00","02:00","07:00","02:00","07:00","02:00","07:00","02:00","00:00","00:00","40.637399","-74.009653","307","38","104","3016192","3008580022","Sunset Park East","
,  
(40.637399, -74.009653)"
"SOCIAL ADULT DAY CARE SERVICES","S23101","NEW YORK GOLDEN EAGLE SENIOR CORP.","New York Golden Eagle Senior Corp.","36-36 PRINCE ST 2ND FL  2ND FLOOR","FLUSHING","NY","11354","Queens","718-460-1888","N","08:00","04:00","08:00","04:00","08:00","04:00","08:00","04:00","08:00","04:00","08:00","02:00","00:00","00:00","40.761399","-73.832896","407","20","869","4534920","4049707501","Flushing","
,  
(40.761399, -73.832896)"
"SOCIAL ADULT DAY CARE SERVICES","S1501","PARK AVE ADULT DAY CARE CENTER LLC","Park Ave Adult Day Care Center Llc","1916 PARK AVE  SUITE 102","NEW YORK","NY","10037","Manhattan","212-490-2541","N","08:00","06:00","08:00","06:00","08:00","06:00","08:00","06:00","08:00","06:00","08:00","05:00","08:00","05:00","40.80832","-73.936662","111","9","206","1054286","1017550033","Central Harlem North-Polo Grounds","
,  
(40.80832, -73.936662)"
"SOCIAL ADULT DAY CARE SERVICES","S701","SUNSHINE ADULT SOCIAL CENTER CORP.","Sunshine Adult Social Center Corp.","1241 LAFAYETTE AVE  1ST FLOOR","BRONX","NY","10474","Bronx","929-259-9247","N","08:00","05:00","08:00","05:00","08:00","05:00","08:00","05:00","08:00","05:00","00:00","00:00","00:00","00:00","40.81653","-73.889742","202","17","93","2006002","2027400100","Hunts Point","
,  
(40.81653, -73.889742)"
"SOCIAL ADULT DAY CARE SERVICES","S36201","WOODHAVEN LIFESTYLE SENIOR CENTER INC.","Woodhaven Lifestyle Senior Center Inc.","85-07 86TH AVE","WOODHAVEN","NY","11421","Queens","347-561-3878","N","07:30","02:30","07:30","02:30","07:30","02:30","07:30","02:30","00:00","00:00","00:00","00:00","00:00","00:00","40.693713","-73.85925","409","32","12","4455678","4088600030","Woodhaven","
,  
(40.693713, -73.85925)"
"SOCIAL ADULT DAY CARE SERVICES","S32901","KANG HUA ADULT DAYCARE CENTER, INC.","Kang Hua Adult Daycare Center, Inc.","4235 MAIN ST  2G","FLUSHING","NY","11355","Queens","718-886-2268","N","07:30","04:30","07:30","04:30","07:30","04:30","07:30","04:30","07:30","04:30","07:30","04:30","00:00","00:00","40.754426","-73.827882","407","20","853","4592106","4051357502","Flushing","
,  
(40.754426, -73.827882)"
"SOCIAL ADULT DAY CARE SERVICES","S31101","HAPPINESS ADULT DAY CARE CENTER INC.","Happiness Adult Day Care Center Inc.","49-03 69TH ST","WOODSIDE","NY","11377","Queens","917-832-6677","N","08:00","04:00","08:00","04:00","08:00","04:00","08:00","04:00","08:00","04:00","08:00","04:00","00:00","00:00","40.737523","-73.895924","402","30","489","4000000","4024350010","Elmhurst-Maspeth","
,  
(40.737523, -73.895924)"
"SOCIAL ADULT DAY CARE SERVICES","S4901","TIAN NIAN HEALTH MANAGEMENT, LLC","Tian Nian Health Management, Llc","41-61 KISSENA BLVD  LEVEL C SUITE 36","FLUSHING","NY","11354","Queens","718-358-3609","N","08:00","03:00","08:00","03:00","08:00","03:00","08:00","03:00","08:00","03:00","08:00","03:00","08:00","03:00","40.757519","-73.827755","407","20","853","4114293","4050450001","Flushing","
,  
(40.757519, -73.827755)"
"SOCIAL ADULT DAY CARE SERVICES","S5601","SILVER TOWN ADULT DAY CARE CENTER, INC.","Silver Town Adult Day Care Center, Inc.","147-28 NORTHERN BLVD","FLUSHING","NY","11354","Queens","718-631-7979","N","08:30","05:30","08:30","05:30","08:30","05:30","08:30","05:30","08:30","05:30","00:00","00:00","00:00","00:00","40.765166","-73.819078","407","20","1163","4113529","4050160033","Murray Hill","
,  
(40.765166, -73.819078)"
"SOCIAL ADULT DAY CARE SERVICES","S6201","WELLCOME ADULT DAYCARE INC","Wellcome Adult Daycare Inc","5515 7TH AVE","BROOKLYN","NY","11220","Brooklyn","347-689-4535","N","08:00","04:00","08:00","04:00","08:00","04:00","08:00","04:00","08:00","04:00","08:00","04:00","08:00","04:00","40.639499","-74.008961","307","38","106","3015128","3008340004","Sunset Park East","
,  
(40.639499, -74.008961)"
"SOCIAL ADULT DAY CARE SERVICES","S15801","FIRST STATEN ISLAND SENIOR DAYCARE CENTER INC.","First Staten Island Senior Daycare Center Inc.","473 CLOVE RD","STATEN ISLAND","NY","10310","Staten Island","718-889-0978","N","09:00","03:00","09:00","03:00","09:00","03:00","09:00","03:00","09:00","03:00","09:00","03:00","09:00","03:00","40.628836","-74.122752","501","49","125","5158395","5002240014","West New Brighton-New Brighton-St. George","
,  
(40.628836, -74.122752)"
"SOCIAL ADULT DAY CARE SERVICES","S38301","SUMMIT ADULT DAYCARE INC","Summit Adult Daycare Inc","178-02 JAMAICA AVE  3RD FLOOR","JAMAICA","NY","11432","Queens","347-969-6243","N","09:00","07:00","00:00","00:00","09:00","07:00","00:00","00:00","09:00","07:00","00:00","00:00","00:00","00:00","40.70795","-73.78319","412","27","444","4000000","4103170008","Jamaica","
,  
(40.70795, -73.78319)"
"SOCIAL ADULT DAY CARE SERVICES","S20201","JY ADULT SOCIAL DAY CARE SERVICE INC.","Jy Adult Social Day Care Service Inc.","6013 7TH AVE","BROOKLYN","NY","11220","Brooklyn","718-238-3636","N","07:30","04:30","07:30","04:30","07:30","04:30","07:30","04:30","07:30","04:30","07:30","04:30","07:30","04:30","40.636682","-74.011894","307","38","118","3143584","3057850001","Sunset Park East","
,  
(40.636682, -74.011894)"
"SOCIAL ADULT DAY CARE SERVICES","S47401","LOVE AND JOY SENIOR DAY CARE, INC","Love And Joy Senior Day Care, Inc","8681 18TH AVE","BROOKLYN","NY","11214","Brooklyn","718-837-2513","N","08:00","02:00","08:00","02:00","08:00","02:00","08:00","02:00","08:00","02:00","08:00","02:00","08:00","02:00","40.605925","-74.004034","311","47","278","3166592","3063690013","Bensonhurst West","
,  
(40.605925, -74.004034)"
"SOCIAL ADULT DAY CARE SERVICES","S6901","PENINSULA DAY CARE INC","Peninsula Day Care Inc","1815 85TH ST  SUITE 301/302","BROOKLYN","NY","11214","Brooklyn","718-837-9588","N","07:30","02:00","07:30","02:00","07:30","02:00","07:30","02:00","07:30","02:00","07:30","02:00","00:00","00:00","40.607399","-74.001235","311","47","278","3398583","3063320071","Bensonhurst West","
,  
(40.607399, -74.001235)"
"SOCIAL ADULT DAY CARE SERVICES","S19001","HAPPY HEALTHY ADULT DAYCARE INC.","Happy Healthy Adult Daycare Inc.","1874 86TH ST","BROOKLYN","NY","11214","Brooklyn","347-916-3355","N","08:00","03:00","08:00","03:00","08:00","03:00","08:00","03:00","08:00","03:00","08:00","03:00","00:00","00:00","40.606218","-74.000947","311","47","278","3166703","3063710050","Bensonhurst West","
,  
(40.606218, -74.000947)"
"SOCIAL ADULT DAY CARE SERVICES","S4701","RAINBOW ADULT SOCIAL DAY CARE LLC","Rainbow Adult Social Day Care Llc","1518 PITKIN AVE","BROOKLYN","NY","11212","Brooklyn","718-393-5565","N","08:00","06:00","08:00","06:00","08:00","06:00","08:00","06:00","08:00","06:00","00:00","00:00","00:00","00:00","40.668655","-73.917613","316","41","900","3080925","3035140037","Brownsville","
,  
(40.668655, -73.917613)"
"SOCIAL ADULT DAY CARE SERVICES","S54001","SILVER AGE OF SHEEPSHEADBAY INC.","Silver Age Of Sheepsheadbay Inc.","2007 EMMONS AVE","BROOKLYN","NY","11235","Brooklyn","347-409-3657","N","09:00","05:00","09:00","05:00","09:00","05:00","09:00","05:00","09:00","05:00","00:00","00:00","00:00","00:00","40.583694","-73.948068","315","48","608","3247095","3087780052","Sheepshead Bay-Gerritsen Beach-Manhattan Beach","
,  
(40.583694, -73.948068)"
"SOCIAL ADULT DAY CARE SERVICES","S22301","SUNSHINE DAYS INC","Sunshine Days Inc","1150 WEBSTER AVE  2ND FLOOR SUITE 1","BRONX","NY","10456","Bronx","347-284-4440","N","09:00","05:00","09:00","05:00","09:00","05:00","09:00","05:00","09:00","05:00","00:00","00:00","00:00","00:00","40.830411","-73.910659","203","16","143","2001626","2023920020","East Concourse-Concourse Village","
,  
(40.830411, -73.910659)"
"SOCIAL ADULT DAY CARE SERVICES","S6701","BLESSING SOCIAL DAY CARE INC.","Blessing Social Day Care Inc.","71-19 162ND ST  UNIT B","FRESH MEADOWS","NY","11365","Queens","718-380-0708","N","09:00","05:00","09:00","05:00","09:00","05:00","09:00","05:00","09:00","05:00","00:00","00:00","00:00","00:00","40.729822","-73.807178","408","24","122701","4537678","4068017503","Pomonok-Flushing Heights-Hillcrest","
,  
(40.729822, -73.807178)"
"SOCIAL ADULT DAY CARE SERVICES","S56201","SUNNY ADULT DAY CARE CENTER","Sunny Adult Day Care Center","31 MONROE STREET  FL 2","NEW YORK","NY","10002","Manhattan","516-362-3338","N","08:00","04:30","08:00","04:30","08:00","04:30","08:00","04:30","08:00","04:30","08:00","04:30","00:00","00:00","40.711538","-73.994968","103","1","8","1088682","1002767503","Chinatown","
,  
(40.711538, -73.994968)"
"SOCIAL ADULT DAY CARE SERVICES","S33601","KOREAN COMMUNITY SERVICES","Korean Community Services","203-05 32ND AVE","BAYSIDE","NY","11361","Queens","718-939-6137","N","09:00","02:00","09:00","02:00","09:00","02:00","09:00","02:00","09:00","02:00","00:00","00:00","00:00","00:00","40.770539","-73.786535","411","19","1085","4134304","4060300040","Bayside-Bayside Hills","
,  
(40.770539, -73.786535)"
"SOCIAL ADULT DAY CARE SERVICES","S7101","ASIAN SENIOR DAY CARE CORP.","Asian Senior Day Care Corp.","6506 BAY PKWY","BROOKLYN","NY","11204","Brooklyn","917-807-4342","N","08:00","04:00","08:00","04:00","08:00","04:00","08:00","04:00","08:00","04:00","08:00","04:00","08:00","04:00","40.613683","-73.98162","311","47","256","3134082","3055570042","Bensonhurst West","
,  
(40.613683, -73.98162)"
"SOCIAL ADULT DAY CARE SERVICES","S32201","CATHOLIC MANAGED LONG TERM CARE, INC.","Catholic Managed Long Term Care, Inc.","88 OLD TOWN RD","STATEN ISLAND","NY","10304","Staten Island","718-979-5000","N","08:30","04:30","08:30","04:30","08:30","04:30","08:30","04:30","08:30","04:30","00:00","00:00","00:00","00:00","40.596236","-74.090479","502","50","9601","5048706","5033070005","Old Town-Dongan Hills-South Beach","
,  
(40.596236, -74.090479)"
"SOCIAL ADULT DAY CARE SERVICES","S16501","AMBER HEALTH LLC","Amber Health Llc","71 INDIA ST  2ND FLOOR","BROOKLYN","NY","11222","Brooklyn","718-388-8388","N","08:00","04:00","08:00","04:00","08:00","04:00","08:00","04:00","08:00","04:00","00:00","00:00","00:00","00:00","40.732083","-73.957243","301","33","563","3064253","3025320001","Greenpoint","
,  
(40.732083, -73.957243)"
"SOCIAL ADULT DAY CARE SERVICES","S53401","WONDERFUL FAMILY SOCIAL DAYCARE INC.","Wonderful Family Social Daycare Inc.","132-35 41 RD.  UNIT CF-1D","FLUSHING","NY","11355","Queens","917-771-8288","N","07:00","12:00","07:00","12:00","07:00","12:00","07:00","12:00","07:00","12:00","07:00","12:00","07:00","12:00","40.755906","-73.832599","407","20","849","4539423","4050397509","Flushing","
,  
(40.755906, -73.832599)"
"SOCIAL ADULT DAY CARE SERVICES","S32601","SOCIAL ADULT DAY CARE CENTERS OF NEW YORK, LLC","Social Adult Day Care Centers Of New York, Llc","130-05 101ST AVE","SOUTH RICHMOND HILL","NY","11419","Queens","347-425-1993","N","09:00","03:00","09:00","03:00","09:00","03:00","09:00","03:00","09:00","03:00","09:00","02:00","00:00","00:00","40.692539","-73.816921","409","28","154","4200225","4094760029","Richmond Hill","
,  
(40.692539, -73.816921)"
