State,City,Zip,Location 1
SC,Fort Mill,29708,"Fort Mill, SC 29708
(35.048376, -80.98497)"
PA,Shickshinny,18655,"Shickshinny, PA 18655
(41.186518, -76.204562)"
VT,Shelburne,05482,"Shelburne, VT 05482
(44.386463, -73.217627)"
NH,New London,03257,"New London, NH 03257
(43.412808, -71.993856)"
FL,Tampa,33647,"Tampa, FL 33647
(28.134464, -82.354097)"
WI,Norwalk,54648,"Norwalk, WI 54648
(43.834438, -90.628036)"
NJ,North Brunswick,08902,"North Brunswick, NJ 08902
(40.449765, -74.482717)"
CO,Colorado Springs,80911,"Colorado Springs, CO 80911
(38.752199, -104.722458)"
MD,Fort Washington,20744,"Fort Washington, MD 20744
(38.753969, -76.98503)"
KY,Ft Mitchell,41017,"Ft Mitchell, KY 41017
(39.030102, -84.56363)"
TX,Kerrville,78028,"Kerrville, TX 78028
(30.034032, -99.141107)"
WI,Milwaukee,53207,"Milwaukee, WI 53207
(42.981581, -87.901469)"
NV,Las Vegas,89117,"Las Vegas, NV 89117
(36.142139, -115.281961)"
CA,Citrus Heights,95621,"Citrus Heights, CA 95621
(38.695315, -121.308889)"
CA,Glendale,91206,"Glendale, CA 91206
(34.159017, -118.222854)"
GA,Lithonia,30058,"Lithonia, GA 30058
(33.736699, -84.118901)"
NJ,Vincentown,08088,"Vincentown, NJ 08088
(39.830246, -74.658196)"
TN,Memphis,38116,"Memphis, TN 38116
(35.032206, -90.013391)"
MO,Fenton,63026,"Fenton, MO 63026
(38.504609, -90.463646)"
OH,Powell,43065,"Powell, OH 43065
(40.166962, -83.090093)"
FL,Saint Petersburg,33704,"Saint Petersburg, FL 33704
(27.79643, -82.636776)"
CT,Avon,06001,"Avon, CT 06001
(41.792586, -72.860678)"
NY,Cortland,13045,"Cortland, NY 13045
(42.588691, -76.185061)"
OH,Rocky River,44116,"Rocky River, OH 44116
(41.471158, -81.85009)"
CT,Stamford,06907,"Stamford, CT 06907
(41.09816, -73.520558)"
CA,Arcadia,91006,"Arcadia, CA 91006
(34.135112, -118.029184)"
NC,Whiteville,28472,"Whiteville, NC 28472
(34.3167, -78.707104)"
CA,Oceanside,92054,"Oceanside, CA 92054
(33.193155, -117.358567)"
WI,Wonewoc,53968,"Wonewoc, WI 53968
(43.642738, -90.231942)"
CA,Napa,94558,"Napa, CA 94558
(38.383156, -122.289164)"
PA,Pittsburgh,15216,"Pittsburgh, PA 15216
(40.400575, -80.035897)"
MS,Greenville,38701,"Greenville, MS 38701
(33.325217, -91.019139)"
WI,Milwaukee,53205,"Milwaukee, WI 53205
(43.053356, -87.933575)"
CA,San Fernando,91340,"San Fernando, CA 91340
(34.285891, -118.437069)"
WA,Chewelah,99109,"Chewelah, WA 99109
(48.298096, -117.686653)"
OH,Newport,45768,"Newport, OH 45768
(39.40938, -81.260502)"
NH,Concord,03301,"Concord, NH 03301
(43.217164, -71.537705)"
NC,Burlington,27215,"Burlington, NC 27215
(36.057099, -79.47824)"
VA,Suffolk,23434,"Suffolk, VA 23434
(36.731913, -76.601865)"
CO,Grand Junction,81503,"Grand Junction, CO 81503
(39.038588, -108.517869)"
CO,Gypsum,81637,"Gypsum, CO 81637
(39.693663, -106.982527)"
MN,Minneapolis,55432,"Minneapolis, MN 55432
(45.096566, -93.254324)"
MI,Ann Arbor,48104,"Ann Arbor, MI 48104
(42.264206, -83.720638)"
VA,Winchester,22601,"Winchester, VA 22601
(39.175944, -78.171637)"
NY,Bronx,10453,"Bronx, NY 10453
(40.852346, -73.91222)"
MD,Silver Spring,20910,"Silver Spring, MD 20910
(39.001851, -77.034885)"
NY,New York,10009,"New York, NY 10009
(40.727235, -73.978411)"
CO,Aurora,80016,"Aurora, CO 80016
(39.592658, -104.731172)"
NY,Brooklyn,11225,"Brooklyn, NY 11225
(40.663779, -73.953905)"
TN,Knoxville,37919,"Knoxville, TN 37919
(35.92138, -84.002496)"
NY,Monroe,10950,"Monroe, NY 10950
(41.322198, -74.194618)"
NY,Flushing,11355,"Flushing, NY 11355
(40.751021, -73.821798)"
NJ,Hillsborough,08844,"Hillsborough, NJ 08844
(40.502161, -74.653427)"
PA,Jenkintown,19046,"Jenkintown, PA 19046
(40.100158, -75.107926)"
NY,Syracuse,13207,"Syracuse, NY 13207
(43.019009, -76.164985)"
CA,Camarillo,93010,"Camarillo, CA 93010
(34.230552, -119.057652)"
MI,Flint,48505,"Flint, MI 48505
(43.064457, -83.695674)"
FL,Saint Petersburg,33701,"Saint Petersburg, FL 33701
(27.770687, -82.638238)"
PA,Hadley,16130,"Hadley, PA 16130
(41.444107, -80.211409)"
VA,Fairfax,22031,"Fairfax, VA 22031
(38.861555, -77.260442)"
MS,Vicksburg,39180,"Vicksburg, MS 39180
(32.277451, -90.847873)"
NH,Hampton,03842,"Hampton, NH 03842
(42.940006, -70.832537)"
SC,Darlington,29532,"Darlington, SC 29532
(34.279433, -79.879897)"
FL,Altamonte Springs,32701,"Altamonte Springs, FL 32701
(28.665501, -81.369997)"
MO,Boonville,65233,"Boonville, MO 65233
(38.926561, -92.735143)"
SC,Conway,29526,"Conway, SC 29526
(33.865268, -78.995297)"
IN,Frankton,46044,"Frankton, IN 46044
(40.213422, -85.785742)"
PA,Chadds Ford,19317,"Chadds Ford, PA 19317
(39.858051, -75.598056)"
ID,Emmett,83617,"Emmett, ID 83617
(43.891109, -116.536543)"
KS,Hartford,66854,"Hartford, KS 66854
(38.256368, -96.007905)"
NE,Chadron,69337,"Chadron, NE 69337
(42.794762, -103.00753)"
NJ,Morristown,07960,"Morristown, NJ 07960
(40.788376, -74.494253)"
FL,Jensen Beach,34957,"Jensen Beach, FL 34957
(27.250705, -80.239969)"
VA,Norfolk,23507,"Norfolk, VA 23507
(36.864175, -76.301306)"
FL,Homosassa,34446,"Homosassa, FL 34446
(28.749753, -82.530351)"
SD,Rapid City,57702,"Rapid City, SD 57702
(44.038145, -103.363327)"
OH,Cleveland,44110,"Cleveland, OH 44110
(41.563976, -81.572548)"
IA,Floyd,50435,"Floyd, IA 50435
(43.154006, -92.766338)"
ME,Farmington,04938,"Farmington, ME 04938
(44.661413, -70.105099)"
NC,Raleigh,27615,"Raleigh, NC 27615
(35.895425, -78.63613)"
MD,Davidsonville,21035,"Davidsonville, MD 21035
(38.939578, -76.636045)"
MO,Nevada,64772,"Nevada, MO 64772
(37.844939, -94.345061)"
KY,Latonia,41015,"Latonia, KY 41015
(38.996887, -84.492561)"
MO,Columbia,65203,"Columbia, MO 65203
(38.917169, -92.380274)"
WI,Milwaukee,53211,"Milwaukee, WI 53211
(43.08237, -87.884363)"
NY,Staten Island,10306,"Staten Island, NY 10306
(40.568821, -74.11862)"
TX,Missouri City,77489,"Missouri City, TX 77489
(29.600626, -95.515741)"
MD,Capitol Heights,20743,"Capitol Heights, MD 20743
(38.884986, -76.900771)"
CT,Plainville,06062,"Plainville, CT 06062
(41.673614, -72.861661)"
PA,Springfield,19064,"Springfield, PA 19064
(39.931914, -75.338256)"
MO,Saint Peters,63376,"Saint Peters, MO 63376
(38.781155, -90.621265)"
MA,Concord,01742,"Concord, MA 01742
(42.457842, -71.370532)"
GA,Savannah,31405,"Savannah, GA 31405
(32.04199, -81.144663)"
NC,Greensboro,27410,"Greensboro, NC 27410
(36.112596, -79.885665)"
CA,Los Angeles,90065,"Los Angeles, CA 90065
(34.109642, -118.226785)"
IA,Iowa City,52245,"Iowa City, IA 52245
(41.66807, -91.507296)"
MI,Lake Ann,49650,"Lake Ann, MI 49650
(44.732697, -85.873727)"
CA,Grass Valley,95945,"Grass Valley, CA 95945
(39.204393, -120.981879)"
OH,Stow,44224,"Stow, OH 44224
(41.176074, -81.438336)"
MN,Saint Paul,55104,"Saint Paul, MN 55104
(44.954046, -93.160955)"
MS,Vicksburg,39183,"Vicksburg, MS 39183
(32.412069, -90.814466)"
KS,Easton,66020,"Easton, KS 66020
(39.346059, -95.105201)"
TX,Corpus Christi,78414,"Corpus Christi, TX 78414
(27.665584, -97.372776)"
MN,Brainerd,,"Brainerd, MN
(46.354706, -94.202161)"
ME,saco,,"saco, ME
(43.500747, -70.443035)"
HI,Honolulu,,"Honolulu, HI
(21.30992, -157.858158)"
CA,Anaheim,,"Anaheim, CA
(33.834492, -117.915638)"
CO,Arvada,,"Arvada, CO
(39.801122, -105.081451)"
NY,Dainsville,,"Dainsville, NY
(42.761482, -74.134047)"
NH,Concord,,"Concord, NH
(43.208452, -71.536941)"
NH,Concord,,"Concord, NH
(43.208452, -71.536941)"
FL,Little Havana,,"Little Havana, FL"
NM,Hobbs,,"Hobbs, NM
(32.700807, -103.136211)"
IA,Cedar Rapids,,"Cedar Rapids, IA
(41.978122, -91.669808)"
VA,Woodbridge,,"Woodbridge, VA
(38.663462, -77.245654)"
WA,Seattle,,"Seattle, WA
(47.603229, -122.33028)"
CO,Boulder,,"Boulder, CO
(40.015831, -105.27927)"
CA,San Diego,,"San Diego, CA
(32.71576, -117.163817)"
MO,Warrensburg,,"Warrensburg, MO
(38.771088, -93.735354)"
AR,Centerton,,"Centerton, AR
(36.368823, -94.284585)"
MA,Harvard,,"Harvard, MA
(42.495971, -71.582363)"
MA,Feeding Hills,,"Feeding Hills, MA
(42.0681, -72.679199)"
MT,Bozeman,,"Bozeman, MT
(45.679294, -111.046611)"
D.C.,WA,,"WA, D.C."
MN,Oakdale,,"Oakdale, MN
(44.985632, -92.964595)"
TX,Houston,,"Houston, TX
(29.760803, -95.369506)"
TX,Houston,,"Houston, TX
(29.760803, -95.369506)"
TX,Houston,,"Houston, TX
(29.760803, -95.369506)"
TX,Houston,,"Houston, TX
(29.760803, -95.369506)"
TX,Houston,,"Houston, TX
(29.760803, -95.369506)"
TX,Houston,,"Houston, TX
(29.760803, -95.369506)"
MN,Rochester,,"Rochester, MN
(44.019331, -92.458867)"
MN,Rochester,,"Rochester, MN
(44.019331, -92.458867)"
MN,Rochester,,"Rochester, MN
(44.019331, -92.458867)"
MO,Kansas City,,"Kansas City, MO
(39.099792, -94.578559)"
TX,Austin,,"Austin, TX
(30.264979, -97.746598)"
TX,Austin,,"Austin, TX
(30.264979, -97.746598)"
TX,Victoria,,"Victoria, TX
(28.799192, -97.006062)"
MO,Rogersville,,"Rogersville, MO
(37.121038, -93.057176)"
NC,Grimesland,,"Grimesland, NC
(35.563477, -77.19194)"
AZ,Tuscon,,"Tuscon, AZ
(32.221878, -110.971225)"
WI,De Soto,,"De Soto, WI
(43.41994, -91.194594)"
WA,Tacoma,,"Tacoma, WA
(47.25308, -122.44153)"
CA,Davis,,"Davis, CA
(38.546421, -121.745384)"
NC,Cullowhee,,"Cullowhee, NC
(35.307393, -83.188036)"
IL,Columbia,,"Columbia, IL
(38.452623, -90.220781)"
PA,Mertztown,,"Mertztown, PA
(40.506106, -75.665455)"
AL,Weaver,,"Weaver, AL
(33.753206, -85.816785)"
FL,Tequesta,,"Tequesta, FL
(26.959339, -80.084805)"
WA,Kenmore,,"Kenmore, WA
(47.758572, -122.252815)"
WA,Sequim,,"Sequim, WA
(48.077843, -123.107685)"
WA,Sequim,,"Sequim, WA
(48.077843, -123.107685)"
WA,Sequim,,"Sequim, WA
(48.077843, -123.107685)"
IA,West Des Moines,,"West Des Moines, IA
(41.575505, -93.713031)"
MN,St. Paul,,"St. Paul, MN
(44.943719, -93.094281)"
MN,Stillwater,,"Stillwater, MN
(45.055745, -92.810143)"
MN,Sandstone,,"Sandstone, MN
(46.131258, -92.867692)"
MN,La Porte,,"La Porte, MN
(47.213228, -94.75523)"
NJ,South plainfield,,"South plainfield, NJ
(40.584157, -74.415544)"
IL,Chicago,,"Chicago, IL
(41.883229, -87.632398)"
IL,Chicago,,"Chicago, IL
(41.883229, -87.632398)"
IL,Chicago,,"Chicago, IL
(41.883229, -87.632398)"
WA,Olympia,,"Olympia, WA
(47.035534, -122.900827)"
WA,Olympia,,"Olympia, WA
(47.035534, -122.900827)"
MN,Becker,,"Becker, MN
(45.393075, -93.877202)"
IA,Altoona,,"Altoona, IA
(41.64404, -93.464609)"
WA,Gig Harbor,,"Gig Harbor, WA
(47.327772, -122.587523)"
MN,Fergus Falls,,"Fergus Falls, MN
(46.27836, -96.074161)"
MN,Hillman,,"Hillman, MN
(46.004363, -93.887268)"
MN,Milaca,,"Milaca, MN
(45.755459, -93.648596)"
MN,Eden Prairie,,"Eden Prairie, MN
(44.854033, -93.46017)"
MN,Eden Prairie,,"Eden Prairie, MN
(44.854033, -93.46017)"
MT,Darby,,"Darby, MT
(46.023354, -114.178059)"
CT,Woodbury,,"Woodbury, CT
(41.545058, -73.208654)"
NC,Raleigh,,"Raleigh, NC
(35.781295, -78.64167)"
TX,Sacramento,,"Sacramento, TX"
NC,Cary,,"Cary, NC
(35.791444, -78.781139)"
OH,Huber Heights,,"Huber Heights, OH
(39.88918, -84.122471)"
MN,Minneapolis,,"Minneapolis, MN
(44.977479, -93.264346)"
MN,Minneapolis,,"Minneapolis, MN
(44.977479, -93.264346)"
MN,Minneapolis,,"Minneapolis, MN
(44.977479, -93.264346)"
MN,Minneapolis,,"Minneapolis, MN
(44.977479, -93.264346)"
MN,Minneapolis,,"Minneapolis, MN
(44.977479, -93.264346)"
MN,Minneapolis,,"Minneapolis, MN
(44.977479, -93.264346)"
MN,Minneapolis,,"Minneapolis, MN
(44.977479, -93.264346)"
MN,Minneapolis,,"Minneapolis, MN
(44.977479, -93.264346)"
NY,Syracuse,,"Syracuse, NY
(43.047945, -76.147448)"
CA,Valley Springs,,"Valley Springs, CA
(38.16866, -120.839138)"
OK,Noble,,"Noble, OK
(35.140688, -97.394651)"
NC,Chapel Hill,,"Chapel Hill, NC
(35.910262, -79.055474)"
MN,Grand Rapids,,"Grand Rapids, MN
(47.231455, -93.526879)"
MN,St. Louis Park,,"St. Louis Park, MN
(44.943609, -93.368281)"
MT,Stevensville,,"Stevensville, MT
(46.508371, -114.093807)"
IA,Stratford,,"Stratford, IA
(42.267766, -93.923073)"
WI,Pewaukee,,"Pewaukee, WI
(43.083153, -88.256701)"
IL,Crete,,"Crete, IL
(41.448709, -87.63168)"
IA,Ames,,"Ames, IA
(42.026802, -93.620181)"
IA,Ames,,"Ames, IA
(42.026802, -93.620181)"
IA,Ames,,"Ames, IA
(42.026802, -93.620181)"
IA,Ames,,"Ames, IA
(42.026802, -93.620181)"
TX,Rowlett,,"Rowlett, TX
(32.902706, -96.569287)"
MN,Plymouth,,"Plymouth, MN
(45.018311, -93.473853)"
NE,Omaha,,"Omaha, NE
(41.258652, -95.937195)"
NE,Omaha,,"Omaha, NE
(41.258652, -95.937195)"
PA,West Chester,,"West Chester, PA
(39.960481, -75.605214)"
MN,Wendell,,"Wendell, MN
(46.036364, -96.100755)"
TX,Kingsville,,"Kingsville, TX
(27.506723, -97.855992)"
AZ,Phoenix,,"Phoenix, AZ
(33.448204, -112.072585)"
MI,Sault Sainte Marie,,"Sault Sainte Marie, MI
(46.497691, -84.347598)"
IA,Pella,,"Pella, IA
(41.408107, -92.916445)"
CA,Longview,,"Longview, CA
(34.493606, -117.896732)"
IN,Rosedale,,"Rosedale, IN
(39.622638, -87.279221)"
NM,Clayton,,"Clayton, NM
(36.451717, -103.184306)"
MN,Falcon Heights,,"Falcon Heights, MN
(44.991644, -93.187082)"
MN,Mankato,,"Mankato, MN
(44.166117, -94.005587)"
MO,Springfield,,"Springfield, MO
(37.215521, -93.292361)"
SD,Sioux Falls,,"Sioux Falls, SD
(43.488765, -96.743185)"
CA,San Dimas,,"San Dimas, CA
(34.106678, -117.802753)"
MT,Helena,,"Helena, MT
(46.59107, -112.020458)"
IN,Dupont,,"Dupont, IN
(38.890072, -85.516742)"
MN,Bemidji,,"Bemidji, MN
(47.472647, -94.879661)"
WA,Bothell,,"Bothell, WA
(47.760089, -122.205434)"
MN,St. Cloud,,"St. Cloud, MN
(45.569048, -94.115542)"
OR,Portland,,"Portland, OR
(45.516018, -122.681425)"
ND,Fargo,,"Fargo, ND
(46.87696, -96.784636)"
ND,Fargo,,"Fargo, ND
(46.87696, -96.784636)"
MI,Grand Rapids,,"Grand Rapids, MI
(42.965446, -85.670209)"
NE,Bellevue,,"Bellevue, NE
(41.151057, -95.90025)"
TX,Canyon Lake,,"Canyon Lake, TX
(29.875383, -98.262656)"
MN,Austin,,"Austin, MN
(43.670395, -92.974829)"
MN,Elgin,,"Elgin, MN
(44.130409, -92.253632)"
AR,Gassville,,"Gassville, AR
(36.283197, -92.497916)"
IA,Maryville,,"Maryville, IA
(42.687801, -91.645302)"
IL,Rushville,,"Rushville, IL
(40.120628, -90.563561)"
IL,Rushville,,"Rushville, IL
(40.120628, -90.563561)"
MT,Missoula,,"Missoula, MT
(46.872129, -113.994017)"
MT,Missoula,,"Missoula, MT
(46.872129, -113.994017)"
TX,Galveston,,"Galveston, TX
(29.300128, -94.795846)"
IL,Schaumburg,,"Schaumburg, IL
(42.026254, -88.06969)"
WI,La Crosse,,"La Crosse, WI
(43.808767, -91.25186)"
OH,Cincinatti,,"Cincinatti, OH
(39.104427, -84.513808)"
OH,Cincinatti,,"Cincinatti, OH
(39.104427, -84.513808)"
TX,San Antonio,,"San Antonio, TX
(29.425173, -98.494599)"
IA,Bondurant,,"Bondurant, IA
(41.691771, -93.463727)"
MN,Duluth,,"Duluth, MN
(46.782882, -92.105457)"
MN,Duluth,,"Duluth, MN
(46.782882, -92.105457)"
MN,Duluth,,"Duluth, MN
(46.782882, -92.105457)"
IL,Westchester,,"Westchester, IL
(41.855821, -87.882142)"
MN,Elk River,,"Elk River, MN
(45.307777, -93.57741)"
IN,Knox,,"Knox, IN
(41.28806, -86.620675)"
FL,Debary,,"Debary, FL
(28.890217, -81.306738)"
IA,Ankeny,,"Ankeny, IA
(41.72508, -93.600414)"
MN,Mora,,"Mora, MN
(45.87578, -93.292054)"
MN,Maple Grove,,"Maple Grove, MN
(45.098123, -93.444535)"
IA,Centerville,,"Centerville, IA
(40.732502, -92.874161)"
WI,Eau Claire,,"Eau Claire, WI
(44.812135, -91.49917)"
MN,Cambridge,,"Cambridge, MN
(45.572649, -93.224113)"
GA,Atlanta,,"Atlanta, GA
(33.748547, -84.391502)"
IA,Des Moines,,"Des Moines, IA
(41.588822, -93.620309)"
IA,Des Moines,,"Des Moines, IA
(41.588822, -93.620309)"
TX,Navasota,,"Navasota, TX
(30.388412, -96.088295)"
IA,Nevada,,"Nevada, IA
(42.019648, -93.452278)"
IA,Colfax,,"Colfax, IA
(41.673299, -93.240401)"
CA,Pleasant Hill,,"Pleasant Hill, CA
(37.948004, -122.060268)"
TX,Plano,,"Plano, TX
(33.019695, -96.697586)"
TX,Plano,,"Plano, TX
(33.019695, -96.697586)"
WA,Spokane,,"Spokane, WA
(47.658999, -117.425022)"
MN,rochester,,"rochester, MN
(44.019331, -92.458867)"
WA,University Place,,"University Place, WA
(47.210753, -122.542538)"
WA,University Place,,"University Place, WA
(47.210753, -122.542538)"
IN,Donnelly,,"Donnelly, IN
(41.162201, -85.235802)"
MD,Catonsville,,"Catonsville, MD
(39.265074, -76.741056)"
MO,St. Louis  ,,"St. Louis, MO
(38.630276, -90.200309)"
MN,Inver Grove Heights,,"Inver Grove Heights, MN
(44.833457, -93.054861)"
AK,Anchorage,,"Anchorage, AK
(61.216583, -149.899597)"
UT,Logan,,"Logan, UT
(41.735211, -111.834857)"
OR,Corvallis,,"Corvallis, OR
(44.571648, -123.277703)"
IA,Sioux Center,,"Sioux Center, IA
(43.075969, -96.175468)"
WI,Centuria,,"Centuria, WI
(45.45226, -92.549682)"
