"inci_no","agency","inci_pri","time_received","monthbegin","inci_type","inci_type_description","zone","time_dispatched","time_en_route","time_at_scene","ym","ymdh","mmss","dispo_cd_desc","unit","year","month","responsetimeseconds","responsetimeminutes"
"8CO0086988","P","4","2018-10-04T10:13:06.000","2018-10-01T00:00:00.000","PATINF","PATROL INFO","2",,,,"201810","2018100410","1342","PATROL INFORMATION",,"2018","10",,
"8CO0051979","P","3","2018-06-15T18:31:02.000","2018-06-01T00:00:00.000","SM","STRANDED MOTOR","3","2018-06-15T18:31:02.000","2018-06-15T18:31:02.000","2018-06-15T18:31:02.000","201806","2018061518","3357","ASSISTING UNIT","232","2018","6","0","0"
"8CO0106238","P","3","2018-12-06T18:11:01.000","2018-12-01T00:00:00.000","SUSP","SUSP CIRCS","2","2018-12-06T18:51:43.000","2018-12-06T18:52:18.000","2018-12-06T18:52:18.000","201812","2018120619","944","NO REPORT TAKEN","322","2018","12","2477","41.3"
"8CO0098980","P","2","2018-11-11T12:04:10.000","2018-11-01T00:00:00.000","911","911 HANGUP","3",,,,"201811","2018111112","736","CANCELLED",,"2018","11",,
"8CO0060228","P","4","2018-07-10T21:35:21.000","2018-07-01T00:00:00.000","PROPCK","PROPERTY CHECK","2","2018-07-10T21:35:21.000","2018-07-10T21:35:21.000","2018-07-10T21:35:21.000","201807","2018071022","4126","NO REPORT TAKEN",,"2018","7","0","0"
"8CO0064749","P","2","2018-07-25T20:28:21.000","2018-07-01T00:00:00.000","WC","WELFARE CHECK","1",,,,"201807","2018072520","3201","CANCELLED",,"2018","7",,
"9CO0003869","P","3","2019-01-14T22:41:37.000","2019-01-01T00:00:00.000","415N","DIST/NOISE","4","2019-01-14T22:53:44.000","2019-01-14T22:53:55.000","2019-01-14T23:02:17.000","201901","2019011423","1151","NO REPORT TAKEN","341","2019","1","1240","20.7"
"8CO0014199","P","4","2018-02-13T01:51:42.000","2018-02-01T00:00:00.000","10851R","RECOVERED VEH","2","2018-02-13T01:51:42.000","2018-02-13T01:51:42.000","2018-02-13T01:51:42.000","201802","2018021302","3047","REPORT TAKEN","321","2018","2","0","0"
"8CO0094640","P","2","2018-10-28T09:35:27.000","2018-10-01T00:00:00.000","911","911 HANGUP","1",,,,"201810","2018102809","4338","CANCELLED",,"2018","10",,
"8CO0015360","P","3","2018-02-16T18:13:22.000","2018-02-01T00:00:00.000","SUSP","SUSP CIRCS","1","2018-02-16T18:50:19.000","2018-02-16T18:50:23.000","2018-02-16T18:51:55.000","201802","2018021618","5616","NO REPORT TAKEN","312","2018","2","2313","38.5"
"8CO0093873","P","4","2018-10-26T01:00:42.000","2018-10-01T00:00:00.000","TS","TRAFFIC STOP","1","2018-10-26T01:00:42.000","2018-10-26T01:00:42.000","2018-10-26T01:00:42.000","201810","2018102601","5843","ADVISED","211","2018","10","0","0"
"8CO0093834","P","1","2018-10-25T21:48:25.000","2018-10-01T00:00:00.000","MANDWN","MAN DOWN","3","2018-10-25T21:48:43.000","2018-10-25T21:48:56.000","2018-10-25T21:51:49.000","201810","2018102521","5529","NO REPORT TAKEN","332","2018","10","204","3.4"
"8CO0025112","P","2","2018-03-20T12:53:04.000","2018-03-01T00:00:00.000","911","911 HANGUP","3",,,,"201803","2018032012","5336","CANCELLED",,"2018","3",,
"8CO0050915","P","3","2018-06-12T18:04:36.000","2018-06-01T00:00:00.000","415P","DIST PEACE PAST","1","2018-06-12T19:54:36.000","2018-06-12T19:55:23.000","2018-06-12T19:56:04.000","201806","2018061220","5009","NO REPORT TAKEN","311","2018","6","6688","111.5"
"8CO0003987","P","3","2018-01-13T10:20:07.000","2018-01-01T00:00:00.000","415","DIST THE PEACE","1","2018-01-13T10:21:25.000","2018-01-13T10:21:34.000","2018-01-13T10:24:28.000","201801","2018011310","3846","ARREST","111","2018","1","261","4.3"
"8CO0016288","P","4","2018-02-19T22:39:11.000","2018-02-01T00:00:00.000","PROPCK","PROPERTY CHECK","1","2018-02-19T22:39:11.000","2018-02-19T22:39:11.000","2018-02-19T22:39:11.000","201802","2018021922","5117","NO REPORT TAKEN","312","2018","2","0","0"
"8CO0061950","P","4","2018-07-16T18:32:35.000","2018-07-01T00:00:00.000","ACO","ANIMAL CONTROL","1",,,,"201807","2018071618","3247","REFER TO OTHER DEPT",,"2018","7",,
"8CO0062672","P","4","2018-07-19T08:08:42.000","2018-07-01T00:00:00.000","CMC","CMC VIOLATION","2","2018-07-19T10:08:02.000","2018-07-19T10:08:19.000","2018-07-19T10:10:47.000","201807","2018071910","1541","GONE ON ARRIVAL","122","2018","7","7325","122.1"
"9CO0009542","P","4","2019-02-01T22:05:30.000","2019-02-01T00:00:00.000","PATINF","PATROL INFO","1",,,,"201902","2019020122","627","PATROL INFORMATION",,"2019","2",,
"8CO0030935","P","2","2018-04-08T12:53:28.000","2018-04-01T00:00:00.000","415DV","DOMESTIC DISTURB","3","2018-04-08T13:01:59.000","2018-04-08T13:02:07.000","2018-04-08T13:07:28.000","201804","2018040813","1350","NO REPORT TAKEN","131","2018","4","840","14"
"8CO0086554","P","4","2018-10-03T03:08:57.000","2018-10-01T00:00:00.000","PROPCK","PROPERTY CHECK","1","2018-10-03T03:08:57.000","2018-10-03T03:08:57.000","2018-10-03T03:08:57.000","201810","2018100303","5834","FI TAKEN","311","2018","10","0","0"
"9CO0003691","P","4","2019-01-14T10:12:48.000","2019-01-01T00:00:00.000","ILLEG","ILLEG PARK VEH","2",,,,"201901","2019011410","1829","NO REPORT TAKEN",,"2019","1",,
"8CO0063362","P","4","2018-07-21T10:07:59.000","2018-07-01T00:00:00.000","PROPCK","PROPERTY CHECK","2","2018-07-21T10:07:59.000","2018-07-21T10:07:59.000","2018-07-21T10:07:59.000","201807","2018072110","1926","NO REPORT TAKEN","122","2018","7","0","0"
"8CO0072646","P","4","2018-08-19T21:59:56.000","2018-08-01T00:00:00.000","TS","TRAFFIC STOP","1","2018-08-19T21:59:56.000","2018-08-19T21:59:56.000","2018-08-19T21:59:56.000","201808","2018081922","609","ADVISED","K92","2018","8","0","0"
"8CO0000762","P","4","2018-01-03T15:07:12.000","2018-01-01T00:00:00.000","TS","TRAFFIC STOP",,"2018-01-03T15:07:12.000","2018-01-03T15:07:12.000","2018-01-03T15:07:12.000","201801","2018010315","4324","ARREST","G481","2018","1","0","0"
"8CO0076363","P","4","2018-08-31T00:20:00.000","2018-08-01T00:00:00.000","TS","TRAFFIC STOP",,"2018-08-31T00:20:00.000","2018-08-31T00:20:00.000","2018-08-31T00:20:00.000","201808","2018083100","2417","ADVISED","323","2018","8","0","0"
"8CO0049045","P","3","2018-06-06T15:33:23.000","2018-06-01T00:00:00.000","CC","CITIZEN CONTACT","4","2018-06-06T15:35:45.000","2018-06-06T15:36:22.000","2018-06-06T15:46:46.000","201806","2018060616","5603","NO REPORT TAKEN","142","2018","6","803","13.4"
"8CO0063409","P","2","2018-07-21T13:32:59.000","2018-07-01T00:00:00.000","911","911 HANGUP","2",,,,"201807","2018072113","3359","CANCELLED",,"2018","7",,
"8CO0012799","P","4","2018-02-08T08:33:18.000","2018-02-01T00:00:00.000","PROPCK","PROPERTY CHECK","2","2018-02-08T08:33:18.000","2018-02-08T08:33:18.000","2018-02-08T08:33:18.000","201802","2018020808","4442","NO REPORT TAKEN","A10","2018","2","0","0"
"9CO0008866","P","2","2019-01-30T21:10:51.000","2019-01-01T00:00:00.000","911","911 HANGUP","1",,,,"201901","2019013021","1100","CANCELLED",,"2019","1",,
"8CO0018932","P","4","2018-02-28T17:42:19.000","2018-02-01T00:00:00.000","COP","ZONE ACTIVITY","4","2018-02-28T17:42:19.000","2018-02-28T17:42:19.000","2018-02-28T17:42:19.000","201802","2018022818","2939","NO REPORT TAKEN",,"2018","2","0","0"
"8CO0008700","P","4","2018-01-26T21:24:21.000","2018-01-01T00:00:00.000","PROPCK","PROPERTY CHECK","2","2018-01-26T21:24:21.000","2018-01-26T21:24:21.000","2018-01-26T21:24:21.000","201801","2018012621","3951","NO REPORT TAKEN",,"2018","1","0","0"
"9CO0011628","P","4","2019-02-08T23:17:09.000","2019-02-01T00:00:00.000","VC","VEHICLE CHECK","1","2019-02-08T23:17:09.000","2019-02-08T23:17:09.000","2019-02-08T23:17:09.000","201902","2019020823","1937","NO REPORT TAKEN","312","2019","2","0","0"
"8CO0071897","P","4","2018-08-17T15:30:08.000","2018-08-01T00:00:00.000","PROPCK","PROPERTY CHECK","1","2018-08-17T15:30:08.000","2018-08-17T15:30:08.000","2018-08-17T15:30:08.000","201808","2018081715","4130","NO REPORT TAKEN",,"2018","8","0","0"
"8CO0054785","P","4","2018-06-24T19:02:46.000","2018-06-01T00:00:00.000","FU","FOLLOW UP","1","2018-06-24T19:02:46.000","2018-06-24T19:02:46.000","2018-06-24T19:02:46.000","201806","2018062419","2915","NO REPORT TAKEN","311","2018","6","0","0"
"8CO0092933","P","4","2018-10-23T07:16:46.000","2018-10-01T00:00:00.000","PROPCK","PROPERTY CHECK","1","2018-10-23T07:16:46.000","2018-10-23T07:16:46.000","2018-10-23T07:16:46.000","201810","2018102307","2747","NO REPORT TAKEN","111","2018","10","0","0"
"8CO0026379","P","4","2018-03-24T14:37:22.000","2018-03-01T00:00:00.000","FP","FOUND PROPERTY","1",,,,"201803","2018032415","508","CANCELLED",,"2018","3",,
"8CO0039536","P","4","2018-05-06T10:50:57.000","2018-05-01T00:00:00.000","FU","FOLLOW UP","1","2018-05-06T10:50:59.000",,"2018-05-06T10:53:28.000","201805","2018050612","1800","ADDTL INFO REPORT","121","2018","5","151","2.5"
"8CO0067337","P","4","2018-08-02T22:47:26.000","2018-08-01T00:00:00.000","TS","TRAFFIC STOP","3","2018-08-02T22:47:26.000","2018-08-02T22:47:26.000","2018-08-02T22:47:26.000","201808","2018080222","5616","ADVISED","332","2018","8","0","0"
"8CO0037387","P","2","2018-04-28T23:41:22.000","2018-04-01T00:00:00.000","23152","DUI","2","2018-04-28T23:43:04.000","2018-04-28T23:43:12.000","2018-04-28T23:46:26.000","201804","2018042823","5333","GONE ON ARRIVAL","334","2018","4","304","5.1"
"8CO0029787","P","4","2018-04-04T19:36:21.000","2018-04-01T00:00:00.000","TS","TRAFFIC STOP","2","2018-04-04T19:36:21.000","2018-04-04T19:36:21.000","2018-04-04T19:36:21.000","201804","2018040419","4838","CITE ISSUED","321","2018","4","0","0"
"9CO0005911","P","2","2019-01-21T19:49:46.000","2019-01-01T00:00:00.000","11550","UNDER INFLUENCE","2","2019-01-21T19:51:16.000","2019-01-21T19:51:26.000","2019-01-21T19:56:50.000","201901","2019012120","2158","NO REPORT TAKEN","221","2019","1","424","7.1"
"8CO0028479","P","2","2018-03-31T04:11:06.000","2018-03-01T00:00:00.000","415VER","DIST/VERBAL","2","2018-03-31T04:12:29.000","2018-03-31T04:12:36.000","2018-03-31T04:16:11.000","201803","2018033104","3919","NO REPORT TAKEN","322","2018","3","305","5.1"
"8CO0080032","P","3","2018-09-11T21:05:50.000","2018-09-01T00:00:00.000","653M","ANNOYING CALLS","2","2018-09-11T21:12:57.000","2018-09-11T21:12:57.000","2018-09-11T21:12:57.000","201809","2018091123","5421","REPORT TAKEN","225","2018","9","427","7.1"
"8CO0066283","P","2","2018-07-30T19:32:00.000","2018-07-01T00:00:00.000","AC","AUDIBLE COM ALRM","4","2018-07-30T19:34:40.000","2018-07-30T19:50:54.000",,"201807","2018073020","347","ALARM EQUIPMENT MALF","K92","2018","7",,
"8CO0045300","P","3","2018-05-25T18:31:30.000","2018-05-01T00:00:00.000","10851P","AUTO THEFT PAST","2","2018-05-25T19:01:50.000","2018-05-25T19:08:22.000","2018-05-25T19:13:26.000","201805","2018052519","5504","REPORT TAKEN","322","2018","5","2516","41.9"
"8CO0065397","P","4","2018-07-27T19:27:47.000","2018-07-01T00:00:00.000","PATINF","PATROL INFO","1","2018-07-27T19:28:06.000","2018-07-27T19:28:06.000","2018-07-27T19:28:06.000","201807","2018072721","4556","NO REPORT TAKEN","S27","2018","7","19","0.3"
"8CO0047125","P","4","2018-05-31T18:52:17.000","2018-05-01T00:00:00.000","TS","TRAFFIC STOP","1","2018-05-31T18:52:17.000","2018-05-31T18:52:17.000","2018-05-31T18:52:17.000","201805","2018053118","5945","ADVISED","211","2018","5","0","0"
"8CO0069892","P","4","2018-08-11T08:19:22.000","2018-08-01T00:00:00.000","PROPCK","PROPERTY CHECK","3","2018-08-11T08:19:22.000","2018-08-11T08:19:22.000","2018-08-11T08:19:22.000","201808","2018081108","2227","NO REPORT TAKEN","M5","2018","8","0","0"
"8CO0072404","P","3","2018-08-19T01:03:18.000","2018-08-01T00:00:00.000","415LP","DIST/LOUD PARTY","2","2018-08-19T01:56:42.000",,"2018-08-19T01:56:54.000","201808","2018081901","5906","UNABLE TO LOCATE","322","2018","8","3216","53.6"
"8CO0027944","P","4","2018-03-29T16:08:57.000","2018-03-01T00:00:00.000","TS","TRAFFIC STOP","1","2018-03-29T16:08:57.000","2018-03-29T16:08:57.000","2018-03-29T16:08:57.000","201803","2018032916","1426","CITE ISSUED","M24","2018","3","0","0"
"8CO0031150","P","4","2018-04-09T06:39:46.000","2018-04-01T00:00:00.000","459VP","BURG VEH PAST","1","2018-04-09T07:07:55.000","2018-04-09T07:07:55.000","2018-04-09T07:07:55.000","201804","2018040907","3143","REPORT TAKEN","DESK","2018","4","1689","28.1"
"8CO0075172","P","4","2018-08-27T12:45:49.000","2018-08-01T00:00:00.000","VC","VEHICLE CHECK","1","2018-08-27T12:45:49.000","2018-08-27T12:45:49.000","2018-08-27T12:45:49.000","201808","2018082712","5622","NO REPORT TAKEN","113","2018","8","0","0"
"8CO0100043","P","4","2018-11-14T23:55:08.000","2018-11-01T00:00:00.000","PROPCK","PROPERTY CHECK","2","2018-11-14T23:55:08.000","2018-11-14T23:55:08.000","2018-11-14T23:55:08.000","201811","2018111500","456","NO REPORT TAKEN","231","2018","11","0","0"
"8CO0025631","P","2","2018-03-22T08:21:19.000","2018-03-01T00:00:00.000","5150","MENTALLY ILL","3","2018-03-22T08:41:56.000","2018-03-22T08:42:24.000","2018-03-22T08:47:43.000","201803","2018032208","5842","NO REPORT TAKEN","131","2018","3","1584","26.4"
"8CO0066356","P","4","2018-07-30T23:51:46.000","2018-07-01T00:00:00.000","PROPCK","PROPERTY CHECK","2","2018-07-30T23:51:46.000","2018-07-30T23:51:46.000","2018-07-30T23:51:46.000","201807","2018073100","2151","NO REPORT TAKEN","S17","2018","7","0","0"
"8CO0086644","P","2","2018-10-03T09:49:50.000","2018-10-01T00:00:00.000","FRAUD","FRAUD","3","2018-10-03T09:56:57.000","2018-10-03T09:57:11.000","2018-10-03T10:02:01.000","201810","2018100310","3619","NO REPORT TAKEN","131","2018","10","731","12.2"
"8CO0045495","P","3","2018-05-26T10:51:11.000","2018-05-01T00:00:00.000","SUSPV","SUSP VEHICLE","1","2018-05-26T11:57:52.000","2018-05-26T11:58:00.000","2018-05-26T12:02:57.000","201805","2018052612","433","GONE ON ARRIVAL","111","2018","5","4306","71.8"
"8CO0066211","P","3","2018-07-30T14:42:03.000","2018-07-01T00:00:00.000","SUSPV","SUSP VEHICLE","4","2018-07-30T14:57:03.000","2018-07-30T14:57:16.000","2018-07-30T15:07:59.000","201807","2018073015","1416","UNABLE TO LOCATE","145","2018","7","1556","25.9"
"8CO0099487","P","1","2018-11-13T10:02:29.000","2018-11-01T00:00:00.000","UNK","UNKNOWN PROBLEM","2",,,,"201811","2018111310","257","DUPLICATE CALL",,"2018","11",,
"8CO0098215","P","4","2018-11-08T21:34:56.000","2018-11-01T00:00:00.000","TS","TRAFFIC STOP","1","2018-11-08T21:34:56.000","2018-11-08T21:34:56.000","2018-11-08T21:34:56.000","201811","2018110821","4417","ADVISED","311","2018","11","0","0"
"8CO0088930","P","2","2018-10-10T13:45:33.000","2018-10-01T00:00:00.000","UNK","UNKNOWN PROBLEM","1","2018-10-10T14:06:35.000","2018-10-10T14:06:44.000","2018-10-10T14:09:07.000","201810","2018101014","2140","GONE ON ARRIVAL",,"2018","10","1414","23.6"
"8CO0002121","P","2","2018-01-07T21:20:59.000","2018-01-01T00:00:00.000","415DV","DOMESTIC DISTURB","2","2018-01-07T21:27:31.000","2018-01-07T21:27:44.000","2018-01-07T21:29:30.000","201801","2018010722","1446","NO REPORT TAKEN","322","2018","1","511","8.5"
"9CO0002724","P","2","2019-01-10T19:37:37.000","2019-01-01T00:00:00.000","1182","T/C NON INJURY","4","2019-01-10T19:44:31.000",,"2019-01-10T19:49:21.000","201901","2019011020","617","437 CARD/ T/C-NON","345","2019","1","704","11.7"
"8CO0000088","P","3","2018-01-01T04:37:29.000","2018-01-01T00:00:00.000","SHOTH","SHOTS-HEARD ONLY","1","2018-01-01T04:39:01.000","2018-01-01T04:39:13.000","2018-01-01T04:46:50.000","201801","2018010104","5135","NO REPORT TAKEN","311","2018","1","561","9.3"
"8CO0033466","P","4","2018-04-16T11:30:05.000","2018-04-01T00:00:00.000","CS","CITE SIGN OFF","1","2018-04-16T11:33:47.000","2018-04-16T11:33:47.000","2018-04-16T11:33:47.000","201804","2018041611","5538","NO REPORT TAKEN","M27","2018","4","222","3.7"
"8CO0039415","P","3","2018-05-05T22:51:00.000","2018-05-01T00:00:00.000","415N","DIST/NOISE","2","2018-05-05T22:58:38.000","2018-05-05T22:59:02.000","2018-05-05T23:02:51.000","201805","2018050523","3756","NO REPORT TAKEN","322","2018","5","711","11.8"
"8CO0075660","P","4","2018-08-29T01:34:13.000","2018-08-01T00:00:00.000","PC","PED CHECK","1","2018-08-29T01:34:13.000","2018-08-29T01:34:13.000","2018-08-29T01:34:13.000","201808","2018082901","3849","ADVISED","311","2018","8","0","0"
"8CO0092619","P","3","2018-10-22T04:58:13.000","2018-10-01T00:00:00.000","10851P","AUTO THEFT PAST","3","2018-10-22T04:59:29.000","2018-10-22T04:59:49.000","2018-10-22T05:01:19.000","201810","2018102205","5051","REPORT TAKEN","331","2018","10","186","3.1"
"8CO0045306","P","3","2018-05-25T18:53:38.000","2018-05-01T00:00:00.000","KEEP","KEEP THE PEACE","2","2018-05-25T19:06:35.000","2018-05-25T19:06:44.000","2018-05-25T19:08:14.000","201805","2018052519","2807","NO REPORT TAKEN","321","2018","5","876","14.6"
"8CO0038541","P","2","2018-05-03T08:24:40.000","2018-05-01T00:00:00.000","911","911 HANGUP","3",,,,"201805","2018050308","2443","TEST",,"2018","5",,
"8CO0010672","P","4","2018-02-01T14:28:58.000","2018-02-01T00:00:00.000","TS","TRAFFIC STOP",,"2018-02-01T14:28:58.000","2018-02-01T14:28:58.000","2018-02-01T14:28:58.000","201802","2018020115","140","ARREST","G481","2018","2","0","0"
"9CO0007856","P","4","2019-01-27T17:26:39.000","2019-01-01T00:00:00.000","PROPCK","PROPERTY CHECK","1","2019-01-27T17:26:39.000","2019-01-27T17:26:39.000","2019-01-27T17:26:39.000","201901","2019012717","4122","NO REPORT TAKEN","211","2019","1","0","0"
"9CO0012155","P","4","2019-02-10T18:03:28.000","2019-02-01T00:00:00.000","488","PETTY THEFT","2","2019-02-10T19:00:50.000",,"2019-02-10T19:01:14.000","201902","2019021019","4533","REPORT TAKEN","321","2019","2","3466","57.8"
"8CO0033516","P","2","2018-04-16T14:42:58.000","2018-04-01T00:00:00.000","911","911 HANGUP","4",,,,"201804","2018041614","4333","CANCELLED",,"2018","4",,
"8CO0074690","P","2","2018-08-25T20:13:12.000","2018-08-01T00:00:00.000","HAZARD","HAZARD","1","2018-08-25T20:13:47.000","2018-08-25T20:14:00.000","2018-08-25T20:15:40.000","201808","2018082520","1902","NO REPORT TAKEN","211","2018","8","148","2.5"
"8CO0069944","P","4","2018-08-11T11:15:45.000","2018-08-01T00:00:00.000","PATINF","PATROL INFO","2",,,,"201808","2018081111","3330","PATROL INFORMATION",,"2018","8",,
"8CO0036410","P","3","2018-04-25T22:04:26.000","2018-04-01T00:00:00.000","647I","PROWLER","2","2018-04-25T22:21:46.000",,"2018-04-25T22:23:58.000","201804","2018042522","4422","NO REPORT TAKEN","322","2018","4","1172","19.5"
"8CO0036704","P","4","2018-04-26T21:04:00.000","2018-04-01T00:00:00.000","TS","TRAFFIC STOP","2","2018-04-26T21:04:00.000","2018-04-26T21:04:00.000","2018-04-26T21:04:00.000","201804","2018042621","1738","CITE ISSUED","322","2018","4","0","0"
"8CO0098034","P","2","2018-11-08T10:04:57.000","2018-11-01T00:00:00.000","20001","HIT & RUN INJ","1","2018-11-08T10:05:20.000","2018-11-08T10:09:05.000","2018-11-08T10:10:15.000","201811","2018110811","2914","REPORT TAKEN","115","2018","11","318","5.3"
"8CO0006058","P","3","2018-01-19T00:55:29.000","2018-01-01T00:00:00.000","415N","DIST/NOISE","1","2018-01-19T00:58:42.000","2018-01-19T00:58:50.000","2018-01-19T01:02:29.000","201801","2018011901","712","ADVISED","312","2018","1","420","7"
"8CO0019869","P","2","2018-03-03T18:25:25.000","2018-03-01T00:00:00.000","911","911 HANGUP","1",,,,"201803","2018030318","4057","CANCELLED",,"2018","3",,
"8CO0060468","P","2","2018-07-11T18:12:09.000","2018-07-01T00:00:00.000","415VER","DIST/VERBAL","2","2018-07-11T18:30:23.000","2018-07-11T18:30:23.000","2018-07-11T18:30:23.000","201807","2018071118","4027","NO REPORT TAKEN","321","2018","7","1094","18.2"
"8CO0035168","P","2","2018-04-21T20:06:36.000","2018-04-01T00:00:00.000","911","911 HANGUP","1",,,,"201804","2018042120","723","CANCELLED",,"2018","4",,
"8CO0069025","P","4","2018-08-08T11:25:28.000","2018-08-01T00:00:00.000","PROPCK","PROPERTY CHECK","2","2018-08-08T11:25:28.000","2018-08-08T11:25:28.000","2018-08-08T11:25:28.000","201808","2018080811","2930","NO REPORT TAKEN","122","2018","8","0","0"
"8CO0069196","P","2","2018-08-08T22:31:29.000","2018-08-01T00:00:00.000","5150","MENTALLY ILL","1","2018-08-08T22:40:08.000","2018-08-08T22:40:18.000","2018-08-08T22:46:01.000","201808","2018080823","905","NO REPORT TAKEN","315","2018","8","872","14.5"
"8CO0068114","P","2","2018-08-05T11:58:53.000","2018-08-01T00:00:00.000","911","911 HANGUP","2",,,,"201808","2018080512","106","CANCELLED",,"2018","8",,
"9CO0010807","P","4","2019-02-06T11:10:55.000","2019-02-01T00:00:00.000","ADDTL","ADDITIONAL INFO","2","2019-02-06T11:15:38.000",,"2019-02-06T11:33:00.000","201902","2019020612","1516","NO REPORT TAKEN","121","2019","2","1325","22.1"
"9CO0003047","P","2","2019-01-12T03:22:29.000","2019-01-01T00:00:00.000","AC","AUDIBLE COM ALRM","2","2019-01-12T03:24:38.000","2019-01-12T03:25:00.000","2019-01-12T03:29:46.000","201901","2019011203","4210","ALARM UNKNOWN MALF","323","2019","1","437","7.3"
"8CO0037623","P","4","2018-04-29T20:43:59.000","2018-04-01T00:00:00.000","TS","TRAFFIC STOP","3","2018-04-29T20:43:59.000","2018-04-29T20:43:59.000","2018-04-29T20:43:59.000","201804","2018042920","4948","ADVISED","331","2018","4","0","0"
"8CO0033143","P","2","2018-04-15T07:42:37.000","2018-04-01T00:00:00.000","647A","LEWD CONDUCT","1",,,,"201804","2018041507","4300","CANCELLED",,"2018","4",,
"9CO0009814","P","4","2019-02-02T19:44:33.000","2019-02-01T00:00:00.000","TS","TRAFFIC STOP","2","2019-02-02T19:44:33.000","2019-02-02T19:44:33.000","2019-02-02T19:44:33.000","201902","2019020219","4958","CITE ISSUED","322","2019","2","0","0"
"8CO0109056","P","4","2018-12-16T16:04:42.000","2018-12-01T00:00:00.000","FLAG","FLAG DOWN",,"2018-12-16T16:04:42.000","2018-12-16T16:04:42.000","2018-12-16T16:04:42.000","201812","2018121616","1256","NO REPORT TAKEN","R1","2018","12","0","0"
"8CO0055855","P","1","2018-06-28T09:15:17.000","2018-06-01T00:00:00.000","OVD","OVERDOSE","3","2018-06-28T09:15:33.000","2018-06-28T09:15:56.000","2018-06-28T09:18:15.000","201806","2018062809","3123","NO REPORT TAKEN","131","2018","6","178","3"
"9CO0005054","P","4","2019-01-19T00:10:14.000","2019-01-01T00:00:00.000","10851R","RECOVERED VEH","3","2019-01-19T00:10:14.000","2019-01-19T00:10:14.000","2019-01-19T00:10:14.000","201901","2019011905","5133","ARREST","335","2019","1","0","0"
"8CO0110718","P","3","2018-12-21T21:59:31.000","2018-12-01T00:00:00.000","415LP","DIST/LOUD PARTY","4","2018-12-21T23:06:55.000",,"2018-12-21T23:26:39.000","201812","2018122123","3941","PARTY-2ND RESPONSE","341","2018","12","5228","87.1"
"8CO0000714","P","4","2018-01-03T11:37:43.000","2018-01-01T00:00:00.000","488P","PETTY THEFT PAST","3","2018-01-03T15:17:54.000","2018-01-03T15:18:00.000","2018-01-03T15:27:05.000","201801","2018010315","5051","REPORT TAKEN","231","2018","1","13762","229.4"
"9CO0012397","P","4","2019-02-11T16:31:05.000","2019-02-01T00:00:00.000","FRAUDP","FRAUD PAST","3","2019-02-11T16:36:29.000",,"2019-02-11T16:42:16.000","201902","2019021116","4522","NO REPORT TAKEN","211","2019","2","671","11.2"
"8CO0090676","P","1","2018-10-16T00:21:21.000","2018-10-01T00:00:00.000","242","BATTERY","1","2018-10-16T00:21:56.000","2018-10-16T00:22:30.000","2018-10-16T00:25:13.000","201810","2018101601","636","NO REPORT TAKEN","311","2018","10","232","3.9"
"8CO0113276","P","4","2018-12-31T09:32:00.000","2018-12-01T00:00:00.000","VC","VEHICLE CHECK","1","2018-12-31T09:32:00.000","2018-12-31T09:32:00.000","2018-12-31T09:32:00.000","201812","2018123109","5028","VEHICLE STORED","M4","2018","12","0","0"
"8CO0090427","P","4","2018-10-15T07:36:53.000","2018-10-01T00:00:00.000","ACO","ANIMAL CONTROL","1",,,,"201810","2018101507","3759","REFER TO OTHER DEPT",,"2018","10",,
"8CO0015936","P","4","2018-02-18T15:32:06.000","2018-02-01T00:00:00.000","415P","DIST PEACE PAST","3","2018-02-18T15:46:39.000",,,"201802","2018021816","2318","NO REPORT TAKEN","232","2018","2",,
"8CO0061488","P","3","2018-07-14T21:55:09.000","2018-07-01T00:00:00.000","415LP","DIST/LOUD PARTY","2","2018-07-14T21:56:29.000","2018-07-14T21:56:36.000","2018-07-14T22:05:57.000","201807","2018071422","2347","PARTY-1ST RESPONSE","221","2018","7","648","10.8"
"8CO0073394","P","2","2018-08-22T01:31:03.000","2018-08-01T00:00:00.000","911","911 HANGUP","1",,,,"201808","2018082201","3221","CANCELLED",,"2018","8",,
"8CO0092391","P","3","2018-10-21T07:03:27.000","2018-10-01T00:00:00.000","10851P","AUTO THEFT PAST","4",,,,"201810","2018102107","342","CANCELLED",,"2018","10",,
"8CO0059717","P","4","2018-07-09T10:14:28.000","2018-07-01T00:00:00.000","459VP","BURG VEH PAST","3","2018-07-09T11:22:10.000","2018-07-09T11:22:10.000","2018-07-09T11:22:10.000","201807","2018070913","2832","REPORT TAKEN","DESK","2018","7","4062","67.7"
"8CO0080465","P","4","2018-09-13T09:03:52.000","2018-09-01T00:00:00.000","530P","MAIL THEFT","4","2018-09-13T09:21:16.000",,"2018-09-13T09:29:06.000","201809","2018091310","1058","NO REPORT TAKEN","K54","2018","9","1514","25.2"
"9CO0000586","P","3","2019-01-03T05:24:29.000","2019-01-01T00:00:00.000","SUSPP","SUSP PERSON","4","2019-01-03T06:58:30.000","2019-01-03T06:58:30.000","2019-01-03T06:58:30.000","201901","2019010307","434","NO REPORT TAKEN","141","2019","1","5641","94"
"9CO0009402","P","4","2019-02-01T13:58:37.000","2019-02-01T00:00:00.000","1182P","T/C NON INJ PAST","4","2019-02-01T13:58:44.000",,,"201902","2019020113","5853","REPORT TAKEN","TSB","2019","2",,
