"file_number","file_name","location_acres","decision_date","planning_area","location_description","dld_reviewer","ded_reviewer","use_type_1","square_feet_1","use_type_2","square_feet_2","use_type_3","square_feet_3","coordinates"
"SDP-02-104","CENTENNIAL ACCESS PATHWAY","1.33","2003-10-10T00:00:00.000","Ellicott City","E SIDE LITTLE PATUXENT RIVER S OF OLD ANNAPOLIS RD","K. Sheubrooks","Not Assigned","Pathway","0",,,,,"(39.2422, -76.847)"
"SDP-03-007","EMERSON","3.193","2003-04-24T00:00:00.000","Southeast","SW OF I-95 & GORMAN RD","H. Bernadzikowski","M. Kovach","Pool Clubhouse","4765",,,,,"(39.139, -76.8529)"
"SDP-00-071","DORSEY MANOR EXECUTIVE OFFICES","5.474","2000-06-14T00:00:00.000","Ellicott City","W SIDE OF DORSEY HALL DR","J. Wellen","Not Assigned","Office","15869",,,,,"(39.2447, -76.8346)"
"SDP-01-147","MARYLAND FOOD CENTER AUTHORITY","6.495","2002-04-17T00:00:00.000","Southeast","WEST SIDE OF TAR BAY DR OPPOSITE OCEANO AVE","M. Antol","Not Assigned","Tractor Trailor Storage","10825","Office","809",,,"(39.1567, -76.7899)"
"SDP-00-039","COLUMBIA GATEWAY","3.82","2000-02-04T00:00:00.000","Columbia","TERMINUS OF ALEXANDER BELL DR","Not Assigned","M. Kovach","Office","84624",,,,,"(39.1886, -76.8115)"
"SDP-03-101","HOWARD COUNTY ANIMAL CONTROL FACILITY","1.75","2003-11-12T00:00:00.000","Columbia","N SIDE DAVIS RD 400' E OF ROUNDTREE LN","J. Anders","P. Thompson","Government Facilities","4104",,,,,"(39.2165, -76.8091)"
"SDP-05-111","COLUMBIA GATEWAY","60.2","2006-03-08T00:00:00.000","Columbia","TERMINUS OF JOHN MCADAM DR","M. Antol","M. Kovach","Mass Grading","0",,,,,"(39.1811, -76.7949)"
"SDP-06-063","MOUNT AIRY PRESBYTERIAN CHURCH","8.783","2006-12-11T00:00:00.000","Rural West","SE CORNER OF OLD FREDERICK RD AND WEST WATERSVILLE RD","C. Heidler","P. Thompson","Church","11116",,,,,"(39.3543, -77.1229)"
"SDP-07-101","MISSION PLACE","16.626","2008-04-14T00:00:00.000","Southeast","W SIDE OF RT 1 N OF MISSION RD","T. Maenhardt","C. Edmondson","Mass Grading","0",,,,,"(39.1634, -76.794)"
"SDP-01-145","MEADOWBROOK PARK","76.37","2002-10-24T00:00:00.000","Ellicott City","SOUTH OF RT 100 EAST OF RT 29","H. Bernadzikowski","P. Thompson","Park","0",,,,,"(39.2457, -76.821)"
"SDP-01-140","VILLAGE OF WILDE LAKE","1.72","2001-10-12T00:00:00.000","Columbia","NW QUADRANT LITTLE PATUXENT PKY & HARPERS FARM RD","Not Assigned","Not Assigned","Office","7720",,,,,"(39.2169, -76.8807)"
"SDP-99-132","HOWARD COUNTY EXECUTIVE CENTER II","4.72","2000-03-21T00:00:00.000","Ellicott City","W SIDE OF NORTH RIDGE RD 500' N OF US RT 40","Not Assigned","Not Assigned","Retail Site","13476","Open Space","0","Office","40428","(39.2807, -76.8187)"
"SDP-06-002","HOWARD COMMUNITY COLLEGE","2.49","2006-04-04T00:00:00.000","Columbia","S SIDE OF LITTLE PATUXENT PKY OPPOSITE HARPERS FARM RD","B. Barth","P. Thompson","Parking Garage","217000",,,,,"(39.213, -76.8771)"
"SDP-01-026","COLUMBIA GATEWAY","19.1","2000-10-27T00:00:00.000","Columbia","S SIDE OF MD RT 175 N SIDE OF COLUMBIA GATEWAY DR","M. Antol","M. Kovach","Office","258480",,,,,"(39.185, -76.8049)"
"SDP-08-108","TOWN CENTER","0","2010-01-07T00:00:00.000","Columbia","BETWEEN RT. 29 & LITTLE PATUXENT PKY","D. Boellner","C. Edmondson","Lake/Stream Restoration","0",,,,,"(39.2153, -76.8541)"
"SDP-01-085","VILLAGE OF LONGREACH","1.7","2001-04-12T00:00:00.000","Columbia","S SIDE OF TAMAR DR 1400' E OF SNOWDEN RIVER PKY","Not Assigned","Not Assigned","Day Care","12000",,,,,"(39.2033, -76.8028)"
"SDP-04-048","VILLAGE OF RIVER HILL","0.7","2004-08-31T00:00:00.000","Columbia",,"B. Luber","P. Thompson","Tot Lot","0",,,,,"(39.2123, -76.9279)"
"SDP-16-034","PATUXENT ENGINEERING","0.37","2017-01-31T00:00:00.000","Elkridge","WASHINGTON BLVD AT RAILROAD AVE","J. Wellen","J. Pancholi","Restaurant","1879","Restaurant Carry-Out","684","Office","2515","(39.2159, -76.7098)"
"SDP-08-057","CHERRYTREE PARK","7.994","2008-10-28T00:00:00.000","Southeast","W SIDE OF ICE CRYSTAL DR","K. Sheubrooks","C. Edmondson","Community Room/Bldg","0",,,,,"(39.1421, -76.9028)"
"SDP-05-008","MAPLE LAWN FARMS","3.203","2004-12-29T00:00:00.000","Southeast","NE QUADRANT MAPLE LAWN BLVD & RT 216","K. Sheubrooks","C. Edmondson","Restaurant","13741","Gas Station/Convenience Store","10501","Car Wash","0","(39.1474, -76.9059)"
"SDP-13-073","ARCADIA SQUARE","3.5678","2014-08-15T00:00:00.000","Ellicott City","S SIDE US RT 40 900' W OF PLUMTREE DR","D. Boellner","P. Thompson","Retail Site","2000","Restaurant","5000",,,"(39.2773, -76.8399)"
"SDP-05-084","VILLAGE OF DORSEY SEARCH","0.52","2005-06-16T00:00:00.000","Columbia","E SIDE TEN MILLS RD OPPOSITE WHETSTONE RD","C. Heidler","J. Smith","Stream Restoration","0",,,,,"(39.2319, -76.8527)"
"SDP-08-117","JESSUP READY MIX CONCRETE","3.335","2009-06-12T00:00:00.000","Elkridge","BETWEEN WATERLOO RD & OLD JESSUP RD S OF DORSEY RUN RD","M. Antol","J. Pancholi","Concrete Plant","2700",,,,,"(39.1538, -76.7776)"
"SDP-01-087","VILLAGE OF OWEN BROWN","2.73","2001-07-10T00:00:00.000","Columbia","N SIDE OF BERGER RD AT OAKLAND MILLS RD","H. Bernadzikowski","M. Jascewsky","Warehouse","21931","Office","7310",,,"(39.1779, -76.8285)"
"SDP-09-055","HOMEWOOD SUITES","3.197","2010-05-05T00:00:00.000","Southeast","W SIDE MONTPELIER RD 400' N OF JOHNS HOPKINS RD","D. Jones","P. Thompson","Restaurant","5393","Hotel","91221",,,"(39.161, -76.8934)"
"SDP-00-098","MT. ZION UNITED METHODIST CHURCH","4.608","2001-05-09T00:00:00.000","Rural West","NW QUADRANT OF SCAGGSVILLE RD & BROWNS BRIDGE RD","Not Assigned","Not Assigned","Church Expansion","2187",,,,,"(39.1677, -76.9447)"
"SDP-03-064","ST. LOUIS CHURCH","17.91","2004-05-17T00:00:00.000","Columbia","W SIDE CLARKSVILLE PIKE OPPOSITE GUILFORD RD","P. Britt-Fendlay","P. Thompson","Church Expansion","28448",,,,,"(39.2042, -76.9443)"
"SDP-02-028","ROCKBURN BRANCH PARK","3.23","2003-03-24T00:00:00.000","Elkridge","N SIDE MONTGOMERY RD OPPOSITE ROCKBURN WOODS WAY","M. Antol","Not Assigned","Storage (Govt & Inst)","3503","Park Maintenance Building","8746",,,"(39.217, -76.7696)"
"SDP-11-037","Retail Building on Clarksville Pizza Hut Property","2.213","2012-01-12T00:00:00.000","Columbia","CLARKSVILLE PIKE APPROX 800 FT N OF RT 32","D. Jones","J. Pancholi","Retail Site","6680","Restaurant","3500",,,"(39.2103, -76.94)"
"SDP-05-137","WALLY'S IRON WORKS","0.339","2006-02-02T00:00:00.000","Rural West","N SIDE FREDERICK RD 1000' W OF WEST WATERSVILLE RD","M. Antol","Y. Qin","Manufacturing","8532",,,,,"(39.3529, -77.1263)"
"SDP-03-121","COLUMBIA 100 OFFICE RESEARCH PARK","5.24","2003-08-28T00:00:00.000","Columbia,Ellicott City","E SIDE OF COLUMBIA 100 PKY 1000' S OF EXECUTIVE PARK DR","M. Antol","C. Edmondson","Mass Grading","0",,,,,"(39.2323, -76.8146)"
"SDP-06-030","HEARTHSTONE OF ELLICOTT MILLS II - PH. 1","20.26","2007-05-25T00:00:00.000","Ellicott City","TERMINUS OF GROVE ANGLE RD","M. Antol","A. Sharma","Community Room/Bldg","1000",,,,,"(39.235, -76.803)"
"SDP-02-133","CHAPELGATE PRESBYTERIAN CHURCH","2.48","2003-05-28T00:00:00.000","Ellicott City","W SIDE MARRIOTTSVILLE RD BETWEEN RT 40 & I-70","J. Anders","P. Thompson","Storage (Govt & Inst)","500","Maintenance","3200",,,"(39.2999, -76.9054)"
"SDP-10-093","T-Mobile Kelley Property","0.52","2011-04-13T00:00:00.000","Rural West","WEST SIDE OF LONG CORNER ROAD, ABOUT 700' SOUTH OF PENN SHOP ROAD","P. Britt-Fendlay","P. Thompson","Communications Tower","0",,,,,"(39.3353, -77.1573)"
"SDP-08-061","CENTRAL GREEN, PH. 2","6.37","2008-03-19T00:00:00.000","Southeast","N SIDE JOHNS HOPKINS RD E OF SANNER RD","B. Luber","C. Edmondson","Park Facilities","0",,,,,"(39.165, -76.8979)"
"SDP-05-058","COLUMBIA GATEWAY","16.255","2005-10-24T00:00:00.000","Columbia","TERMINUS OF LEE DEFOREST DR","M. Antol","M. Kovach","Office","194031",,,,,"(39.1724, -76.82)"
"SDP-13-018","AMERIGAS","3.513","2013-05-14T00:00:00.000","Southeast","EAST SIDE OF DORSEY RUN RD NORTH OF PATUXENT RANGE RD","T. Maenhardt","P. Thompson","Warehouse","8760","Office","1690",,,"(39.1479, -76.7884)"
"SDP-02-033","RIVERS CORPORATE PARK","2.33","2002-03-21T00:00:00.000","Columbia","N SIDE OF OLD COLUMBIA RD OPPOSITE RIVERWOOD DR","H. Bernadzikowski","Not Assigned","Office","22337",,,,,"(39.1789, -76.8738)"
"SDP-07-133","CHAPELGATE PRESBYTERIAN CHURCH","61.83","2008-09-05T00:00:00.000","Ellicott City","NORTHWEST CORNER OF THE INTERSECTION OF US 40 WITH MARRIOTTSVILLE ROAD","B. Barth","P. Thompson","Athletic fields","0",,,,,"(39.2994, -76.9041)"
"SDP-02-063","COLUMBIA GATEWAY","5.2","2002-07-30T00:00:00.000","Columbia","TERMINUS OF ALBERT EINSTEIN DR","H. Bernadzikowski","M. Kovach","Office","53912",,,,,"(39.1744, -76.8056)"
"SDP-00-076","HUNT CLUB MEWS","0.452","2000-08-14T00:00:00.000","Elkridge","NW SIDE OF US RT 1 & HUNT CLUB RD","Not Assigned","M. Jascewsky","Office","4560",,,,,"(39.2004, -76.7374)"
"SDP-00-075","COLUMBIA ROUTE 175 COMMERCIAL","28.17","2000-05-12T00:00:00.000","Columbia","NE OF MD RT 175 & DOBBIN ROAD","Not Assigned","Not Assigned","Open Space","0","Office","261950",,,"(39.2016, -76.8155)"
"SDP-03-140","MAPLE LAWN FARMS","8.65","2003-08-12T00:00:00.000","Southeast","SOUTH SIDE JOHNS HOPKINS RD OPPOSITE SANNER RD","K. Sheubrooks","C. Edmondson","Pathway","0","Mass Grading","0",,,"(39.1599, -76.9031)"
"SDP-00-040","GRACE EPISCOPAL CHURCH","4.04","2000-11-21T00:00:00.000","Elkridge","NE OF MONTGOMERY RD & LANDING RD","Not Assigned","Not Assigned","Day Care","8834",,,,,"(39.212, -76.748)"
"SDP-02-142","ROUTE 175 COMMERCIAL","1.95","2002-09-09T00:00:00.000","Columbia","NW SIDE OF SNOWDEN RIVER PKY AT DOBBIN RD_","M. Antol","M. Kovach","Restaurant","6384",,,,,"(39.1972, -76.8094)"
"SDP-01-006","BETHANY SQUARE","3.025","2000-12-20T00:00:00.000","Ellicott City","N SIDE US RT 40 300' W OF BETHANY LN","B. Luber","C. Edmondson","Restaurant","2400","Commercial/Retail","2400",,,"(39.2807, -76.8611)"
"SDP-02-085","AUTUMN RIVER","0.48","2003-05-19T00:00:00.000","Ellicott City","NE SIDE OF COLLEGE AVE 3000' S OF NEW CUT RD","H. Bernadzikowski","M. Jascewsky","Pumping Station","0",,,,,"(39.2543, -76.7837)"
"SDP-01-124","OLD WATERLOO ROAD","0.73","2001-08-02T00:00:00.000","Columbia","W SIDE OF OLD WATERLOO RD 1200' N OF LARK BROWN RD","M. Antol","M. Jascewsky","Retail Site","6400",,,,,"(39.1919, -76.7945)"
"SDP-00-094","WATER RECLAMATION PLANT","38.01","2000-06-21T00:00:00.000","Southeast","TERMINUS OF GREENWOOD PLACE","E. Buschman","P. Thompson","Wastewater Treatment Plant","0",,,,,"(39.1238, -76.8128)"
"SDP-02-009","TRAVIASH FARMS GARDEN CENTER","0.69","2002-04-26T00:00:00.000","Ellicott City","SE QUADRANT OF FREDERICK RD & ST JOHN'S LN","K. Sheubrooks","M. Jascewsky","Farm & Garden Store","1945",,,,,"(39.2713, -76.8266)"
"SDP-08-069","SHIPLEY'S GRANT","0.65","2008-06-09T00:00:00.000","Elkridge","MD RT 108 AT SNOWDEN RIVER PKWY","M. Antol","A. Sharma","Pool/Recreation Center","3215",,,,,"(39.2133, -76.7987)"
"SDP-99-117","WINKLER TRACT FOREST MITIGATION","39.69","2000-02-11T00:00:00.000","Rural West","SE QUADRANT OF MULLINIX MILL RD & FLORENCE RD","Not Assigned","P. Thompson","PAR","0",,,,,"(39.3089, -77.1268)"
"SDP-12-077","Grace Tech Park, Parcel A, Office Building","8.4","2012-11-29T00:00:00.000","Columbia","GRACE DRIVE","E. Buschman","H. Pandullo","Office","78272",,,,,"(39.1887, -76.9021)"
"SDP-01-022","COURTHOUSE OVERLOOK","0.17","2001-02-28T00:00:00.000","Ellicott City","TERMINUS OF PARK AVE OPPOSITE STRAWBERRY LN","Not Assigned","P. Thompson","Office","5890",,,,,"(39.2696, -76.7985)"
"SDP-04-042","GLEN MAR UNITED METHODIST CHURCH","21.097","2004-12-03T00:00:00.000","Ellicott City","NORTHEAST OF MONTGOMERY ROAD (MD 103) AND NEW CUT ROAD","M. Antol","J. Smith","Church","70175",,,,,"(39.2419, -76.8021)"
"SDP-00-063","BALTIMORE WASHINGTON AUTO EXCHANGE","123.253","2000-11-02T00:00:00.000","Elkridge","E SIDE OF MONTEVIDEO RD 1600' S OF RT 1","Not Assigned","Not Assigned","Automotive Distribution","46200",,,,,"(39.1704, -76.768)"
"SDP-00-038","COLUMBIA 100 CORPORATE PARK","4.973","2000-03-08T00:00:00.000","Columbia,Ellicott City","E OF COLUMBIA 100 PKY 400' N OF CENTRE PARK DR","Not Assigned","Not Assigned","Office","85798",,,,,"(39.2301, -76.8135)"
"SDP-01-133","VILLAGE OF OWEN BROWN","2.886","2002-11-26T00:00:00.000","Columbia","TERMINUS OF MINSTREL WAY","K. Sheubrooks","P. Thompson","Office","46434",,,,,"(39.1789, -76.8454)"
"SDP-01-019","MONTPELIER RESEARCH PARK","7.096","2000-10-18T00:00:00.000","Southeast","TERMINUS OF MONTPELIER RD","Not Assigned","P. Thompson","Office","63312",,,,,"(39.164, -76.8887)"
"SDP-02-119","SIELING INDUSTRIAL CENTER","13.363","2003-10-30T00:00:00.000","Columbia","SE SIDE OF OAKLAND MILLS RD AT OAK HALL LN","M. Antol","A. Girma","Bank","2400",,,,,"(39.1811, -76.8263)"
"SDP-09-022","EZ STORAGE FACILITY","2.375","2009-05-15T00:00:00.000","Elkridge","WEST SIDE OF US 1 APPROX. 2,500' SOUTH OF TROY HILL DRIVE","M. Antol","H. Pandullo","Self Storage Building","126186","Office","1936",,,"(39.1912, -76.7548)"
"SDP-15-078","GRACE DRIVE (FINO VINO)","3.839","2016-12-05T00:00:00.000","Columbia","N SIDE OF GRACE DRIVE WEST OF CEDAR LANE","B. Luber","P. Thompson","Restaurant","9950","Office","36028",,,"(39.1871, -76.8969)"
"SDP-10-084","SAVAGE VOLUNTEER FIRE STATION","5.5","2011-01-12T00:00:00.000","Southeast","N SIDE OF CORRIDOR RD E OF WASHINGTON BLVD","J. Manion-Farrar","P. Thompson","Fire Station","33389",,,,,"(39.1362, -76.813)"
"SDP-01-071","OAKLAND RIDGE INDUSTRIAL PARK","1.148","2001-11-09T00:00:00.000","Columbia","S SIDE RED BRANCH RD OPPOSITE RUMSEY RD","K. Sheubrooks","Not Assigned","Warehouse","6600",,,,,"(39.2309, -76.8187)"
"SDP-15-019","WILDE LAKE MIDDLE SCHOOL","52.252","2015-02-11T00:00:00.000","Columbia","S SIDE CROSS FOX LN","B. Luber","P. Thompson","School","106221",,,,,"(39.2175, -76.8744)"
"SDP-05-036","MAPLE LAWN FARMS","10.13","2005-04-06T00:00:00.000","Southeast","W SIDE OF MAPLE LAWN BLVD N OF SCAGGSVILLE RD","K. Sheubrooks","C. Edmondson","Storage/Maintenance","10000","Office","93945",,,"(39.1497, -76.9056)"
"SDP-02-155","TEMPLE ISAIAH","20.997","2003-03-17T00:00:00.000","Rural West","N SIDE RT 216 1800' E OF BROWN'S BRIDGE RD","J. Schleicher","A. Girma","Religious Facility","27200",,,,,"(39.1659, -76.9366)"
"SDP-00-129","DASHER PROPERTY","0.73","2001-05-25T00:00:00.000","Columbia","W SIDE OF OAKLAND MILLS RD 1000' S OF FAIRMEAD LN","Not Assigned","P. Thompson","Phone Switching","5467",,,,,"(39.1945, -76.835)"
"SDP-10-104","PROPERTY OF QUARTZ HILL, LLC","38.25","2010-10-20T00:00:00.000","Rural West","WEST SIDE MD RT 97 1700' NORTH OF OLD FREDERICK RD","J. Manion-Farrar","Not Assigned","Forest Mitigation Bank","0",,,,,"(39.3422, -77.0164)"
"SDP-13-007","DC, Warfield, Block W-1, Parcels D-1 and D-2","4.562","2013-06-27T00:00:00.000","Columbia","INTERSECTION BROKEN LAND PKWY & LITTLE PATUXENT PKWY","J. Manion-Farrar","H. Pandullo","Retail Site","14000","Parking Garage","0",,,"(39.2136, -76.8657)"
"SDP-10-067","Maple Lawn Farms: Westside Distr., Parcels B18-21","5.4041","2011-02-03T00:00:00.000","Southeast","N SIDE OF RT 216 W OF MAPLE LAWN BLVD","J. Manion-Farrar","C. Edmondson","Retail Site","25072","Restaurant","3911","Office","23548","(39.1484, -76.9083)"
"SDP-04-150","MT. AIRY BIBLE CHURCH","13.774","2005-09-27T00:00:00.000","Rural West","NORTH OF OLD FREDERICK ROAD, WEST OF WATERSVILLE ROAD","J. Manion-Farrar","P. Thompson","Church Expansion","34874",,,,,"(39.3496, -77.0965)"
"SDP-07-063","BRIGHTFIELD","3.83","2007-12-06T00:00:00.000","Elkridge","SOUTH OF BRIGHTMEADOW CT & BRIGHTWOOD CT","B. Luber","J. Witmer","Stream Restoration","0",,,,,"(39.2095, -76.7871)"
"SDP-10-056","TURF VALLEY RESORT","17.74","2012-05-01T00:00:00.000","Ellicott City","NE QUADRANT OF US RT 40 & MARRIOTTSVILLE RD","D. Boellner","P. Thompson","Mass Grading","0",,,,,"(39.2981, -76.8985)"
"SDP-07-036","BENSON EAST","1.059","2007-07-17T00:00:00.000","Columbia","W SIDE OF MARIE CURIE DR","B. Barth","C. Edmondson","Gas Station/Convenience Store","196",,,,,"(39.1874, -76.7951)"
"SDP-17-037","TERRAPIN COMMERCE CENTER - BLDG B","9.59","2017-09-21T00:00:00.000","Elkridge","DORSEY RUN RD","N. Haines","J. Pancholi","Warehouse","93500",,,,,"(39.1703, -76.7601)"
"SDP-06-111","BENSON EAST","11.595","2007-04-16T00:00:00.000","Columbia","E SIDE MARIE CURIE DR S OF ROBINSON JEFFERSON DR","B. Barth","C. Edmondson","Retail Site","144139",,,,,"(39.1863, -76.7938)"
"SDP-01-008","ROUTE 94 BUSINESS CENTER","0.41","2000-12-27T00:00:00.000","Rural West","SE OF WOODBINE RD & LISBON CENTER DR","Not Assigned","C. Edmondson","Bank","2618",,,,,"(39.3493, -77.0672)"
"SDP-04-115","OAKLAND RIDGE OFFICE PARK","0.87","2005-06-08T00:00:00.000","Columbia","E SIDE OF RED BRANCH RD 450' N OF OLD ANNAPOLIS RD","M. Antol","P. Thompson","Parking Lot","0",,,,,"(39.2306, -76.8263)"
"SDP-08-023","VILLAGE OF LONG REACH (ST.JOHN BAPTIST CHURCH","10","2008-07-14T00:00:00.000","Columbia","NE QUADRANT RT. 175 & TAMAR DR","T. Maenhardt","P. Thompson","Church","28910",,,,,"(39.2098, -76.823)"
"SDP-03-018","MIDWAY BUSINESS CENTER","2.26","2003-01-31T00:00:00.000","Columbia","SOUTH SIDE OF SNOWDEN RIVER PKY EAST OF BERGER RD","D. Boellner","J. Smith","Parking Lot","0",,,,,"(39.1742, -76.8378)"
"SDP-06-127","LITTLE PATUXENT WATER RECLAMATION PLANT","0.16","2006-06-21T00:00:00.000","Southeast","TERMINUS OF GREENWOOD PLACE","B. Luber","C. Edmondson","Wastewater Treatment Plant","0",,,,,"(39.1237, -76.8115)"
"SDP-02-092","VILLAGE OF OAKLAND MILLS","48.904","2002-07-05T00:00:00.000","Columbia","NW SIDE OF KILIMANJARO RD OPPOSITE MACOMBER LN","B. Luber","Not Assigned","School Renovations","33398",,,,,"(39.2095, -76.8406)"
"SDP-00-112","MONTPELIER RESEARCH PARK","12.33","2000-09-29T00:00:00.000","Southeast","TERMINUS OF MONTPELIER RD","Not Assigned","P. Thompson","Warehouse","113932","Office","43050",,,"(39.165, -76.8909)"
"SDP-04-163","BENSON EAST","122.8","2004-10-27T00:00:00.000","Columbia","SE QUADRANT OF WATERLOO RD & LARK BROWN RD","B. Barth","J. Smith","Grading","0",,,,,"(39.1849, -76.7923)"
"SDP-00-069","GLENELG HIGH SCHOOL","40.94","2002-02-27T00:00:00.000","Rural West","SE CORNER OF SHARP RD & BURNTWOODS RD","B. Barth","P. Thompson","School Addition","39302",,,,,"(39.2748, -77.0038)"
"SDP-00-065","TOWN CENTER","1.929","2000-07-14T00:00:00.000","Columbia","W SIDE OF LAKE KITTAMAQUNDI","Not Assigned","Not Assigned","Office","76152",,,,,"(39.2164, -76.855)"
"SDP-00-113","CLARKSVILLE CENTER","3","2002-08-20T00:00:00.000","Columbia","N SIDE TEN OAKS RD 800' E OF GOLDEN HARVEST CT","Not Assigned","Not Assigned","Retail Sales/Offices","6840","Office","9920",,,"(39.2069, -76.9449)"
"SDP-01-141","CLARKSVILLE ELEMENTARY SCHOOL","10.693","2001-08-17T00:00:00.000","Columbia","S SIDE RT 108 OPPOSITE BROAD MEADOW LN","Not Assigned","P. Thompson","School Addition","13731",,,,,"(39.2182, -76.9284)"
"SDP-00-114","HOWARD BUSINESS PARK","16.79","2000-09-01T00:00:00.000","Elkridge","TERMINUS OF DORSEY RUN RD","Not Assigned","C. Edmondson","Warehouse","33962","Office","30800",,,"(39.1726, -76.7561)"
"SDP-04-017","ELKRIDGE CROSSING PHASE 1","9.72","2006-09-18T00:00:00.000","Elkridge","W SIDE OF US RT 1 1050 FT N OF MONTGOMERY RD","M. Antol","J. Smith","Office","19320",,,,,"(39.2096, -76.7268)"
"SDP-03-160","GOOD HOPE REFORMED PRESBYTERIAN CHURCH","10.49","2004-07-15T00:00:00.000","Rural West","S SIDE MD RT 216 500' NW OF FULTON ESTATES CT","B. Barth","A. Girma","Church","220",,,,,"(39.1603, -76.9353)"
"SDP-01-039","MILLER CHEVROLET","1.19","2001-03-14T00:00:00.000","Ellicott City","SW OF RT 40 & CHEVROLET DRIVE","Not Assigned","Not Assigned","Storage Building","2700","Office","2780","Auto Retail Sales/Service","4650","(39.2764, -76.823)"
"SDP-03-067","DORSEY RUN CENTER","2.044","2004-04-15T00:00:00.000","Southeast","N SIDE OF DORSEY RUN RD AT RT 175","H. Bernadzikowski","A. Girma","Restaurant Carry-Out","5000","Office","8090","Dry Cleaners","2000","(39.1542, -76.7793)"
"SDP-02-080","ST. STEPHEN'S ADULT DAYCARE","0.43","2002-12-24T00:00:00.000","Elkridge","NW SIDE ROOSEVELT BLVD 400' SW MEADOWRIDGE RD","S. Bennett","Not Assigned","Day Care","4800",,,,,"(39.1844, -76.7659)"
"SDP-03-143","GAULDIN PROPERTY","1.169","2004-03-23T00:00:00.000","Elkridge","N SIDE OF KIT KAT RD 500' E OF US RT 1","B. Barth","J. Smith","Warehouse","4999",,,,,"(39.1775, -76.7697)"
"SDP-08-107","LAKE ELKHORN RESTORATION/VILLAGE OF OWEN BROWN","33.67","2009-07-07T00:00:00.000","Columbia","E SIDE OF BROKEN LAND PKY S OF CRADLEROCK WAY","D. Boellner","C. Edmondson","Lake/Stream Restoration","0",,,,,"(39.1829, -76.8459)"
"SDP-14-075","ELKRIDGE VOLUNTEER FIRE STATION","5.6746","2015-10-30T00:00:00.000","Elkridge","S SIDE OF MONTGOMERY RD W OF ROWANBERRY DR","J. Manion-Farrar","P. Thompson","Fire Station","28085",,,,,"(39.2108, -76.7371)"
"SDP-15-072","BRS ELECTRICAL","0.539","2015-10-20T00:00:00.000","Rural West","SOUTH AVE WAY AT CHURCH ALY","D. Jones","J. Witmer","Storage/Shop Area","2400",,,,,"(39.3349, -77.0699)"
"SDP-09-058","CHARLES E. MILLER BRANCH & HISTORICAL CENTER","18.062","2010-03-15T00:00:00.000","Ellicott City","SOUTH SIDE OF FREDERICK ROAD","J. Manion-Farrar","P. Thompson","Public Library","66350",,,,,"(39.273, -76.8383)"
"SDP-06-142","CORRIDOR ROAD FUEL AND SALT STORAGE FACILITY","1.82","2007-04-18T00:00:00.000","Southeast","BETWEEN CORRIDOR RD AND RT 32 OPPOSITE HILDA RD","B. Barth","C. Edmondson","Storage (Govt & Inst)","0",,,,,"(39.1309, -76.8008)"
"SDP-13-079","Clarksville Commons","5.8","2014-12-10T00:00:00.000","Columbia","W SIDE OF CLARKSVILLE PIKE, OPP GREAT STAR DR","J. Manion-Farrar","P. Thompson","Shopping Center","53782",,,,,"(39.2118, -76.9394)"
"SDP-08-109","RIVERWATCH CONDOMINIUMS (RIVERWATCH)-PH 1","4.818","2009-10-22T00:00:00.000","Elkridge","NE & SW OF FURNACE AVE N OF RAILROAD AVE","K. Sheubrooks","J. Pancholi","Restaurant","2851",,,,,"(39.2148, -76.7057)"
"SDP-07-017","WEST FRIENDSHIP VOLUNTEER FIRE CO.","6.08","2007-01-18T00:00:00.000","Rural West","SE QUADRANT RT 32 & RT 99","T. Maenhardt","C. Edmondson","Fire Station","36361",,,,,"(39.3192, -76.9484)"
"SDP-13-020","Downtown Columbia Multi-Use Pathway","1.59","2013-12-20T00:00:00.000","Columbia","LITTLE PATUXENT PKWY AT BROKEN LAND PKWY","D. Boellner","H. Pandullo","Pathway","0",,,,,"(39.2113, -76.8631)"
"SDP-01-106","BETHANY UNITED METHODIST CHURCH","5.65","2001-10-23T00:00:00.000","Ellicott City","E SIDE OF BETHANY LN S OF POSTWICK RD","Not Assigned","P. Thompson","Church Expansion","15440",,,,,"(39.2927, -76.8559)"
"SDP-08-073","VERIZON WIRELESS - LONG GATE","0.41","2009-02-09T00:00:00.000","Ellicott City","N OF MONTGOMERY RD W OF TURKEY FARM PL","P. Britt-Fendlay","P. Thompson","Communications Facility","360",,,,,"(39.2517, -76.8102)"
"SDP-99-079","HOWARD COUNTY PATHWAY SYSTEM","0","2000-04-18T00:00:00.000","Columbia","W & S OF RT 32 & BROKEN LAND PKY INTERSECTION","Not Assigned","Not Assigned","Pathway","0",,,,,"(39.1733, -76.8561)"
"SDP-05-119","9050 ROUTE 40 RETAIL CENTER","3.42","2006-10-02T00:00:00.000","Ellicott City","NE QUADRANT OF US RT. 40 & ST. JOHN'S LN","B. Barth","P. Thompson","Retail Site","10312",,,,,"(39.2774, -76.8247)"
"SDP-16-031","BJ'S RESTAURANT AND BREWHOUSE","1.84","2016-07-25T00:00:00.000","Columbia","COLUMBIA CROSSING CIRCLE","D. Boellner","P. Thompson","Restaurant","7742",,,,,"(39.1952, -76.8144)"
"SDP-03-033","NORTHERN HIGH SCHOOL","45","2004-01-15T00:00:00.000","Rural West","NORTH SIDE OF RT 99, EAST OF WOODFORD DR","K. Sheubrooks","P. Thompson","School","136752",,,,,"(39.3226, -76.9342)"
