"data_as_of","start_week","end_week","mmwryear","mmwrweek","week_ending_date","group","indicator","jurisdiction","age_group","covid_19_deaths","total_deaths","pneumonia_deaths","influenza_deaths","pneumonia_or_influenza","pneumonia_influenza_or_covid","footnote"
"09/08/2022","01/12/2020","01/18/2020","2020","3","2020-01-18T00:00:00.000","By Week","Week-ending","Arkansas","All Ages","0","660","42",,"48","48","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","01/12/2020","01/18/2020","2020","3","2020-01-18T00:00:00.000","By Week","Week-ending","Arkansas","0-17 years","0","13","0","0","0","0",
"09/08/2022","01/12/2020","01/18/2020","2020","3","2020-01-18T00:00:00.000","By Week","Week-ending","Arkansas","18-64 years","0","184","16",,"17","17","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","01/12/2020","01/18/2020","2020","3","2020-01-18T00:00:00.000","By Week","Week-ending","Arkansas","65 years and over","0","463","26",,"31","31","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","01/12/2020","01/18/2020","2020","3","2020-01-18T00:00:00.000","By Week","Week-ending","California","All Ages",,"5793","505","66","571","571","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","01/12/2020","01/18/2020","2020","3","2020-01-18T00:00:00.000","By Week","Week-ending","California","0-17 years","0","62",,,,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","01/12/2020","01/18/2020","2020","3","2020-01-18T00:00:00.000","By Week","Week-ending","California","18-64 years","0","1400","101","28","129","129",
"09/08/2022","01/12/2020","01/18/2020","2020","3","2020-01-18T00:00:00.000","By Week","Week-ending","California","65 years and over",,"4331","402","37","439","439","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","01/12/2020","01/18/2020","2020","3","2020-01-18T00:00:00.000","By Week","Week-ending","Colorado","All Ages","0","834","57",,"66","66","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","01/12/2020","01/18/2020","2020","3","2020-01-18T00:00:00.000","By Week","Week-ending","Colorado","0-17 years","0","16","0","0","0","0",
"09/08/2022","01/12/2020","01/18/2020","2020","3","2020-01-18T00:00:00.000","By Week","Week-ending","Colorado","18-64 years","0","199","15",,"19","19","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","01/12/2020","01/18/2020","2020","3","2020-01-18T00:00:00.000","By Week","Week-ending","Colorado","65 years and over","0","619","42",,"47","47","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","01/12/2020","01/18/2020","2020","3","2020-01-18T00:00:00.000","By Week","Week-ending","Connecticut","All Ages","0","637","39",,"45","45","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","01/12/2020","01/18/2020","2020","3","2020-01-18T00:00:00.000","By Week","Week-ending","Connecticut","0-17 years","0",,,"0",,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","01/12/2020","01/18/2020","2020","3","2020-01-18T00:00:00.000","By Week","Week-ending","Connecticut","18-64 years","0","133",,,,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","01/12/2020","01/18/2020","2020","3","2020-01-18T00:00:00.000","By Week","Week-ending","Connecticut","65 years and over","0","498","31",,"35","35","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","01/12/2020","01/18/2020","2020","3","2020-01-18T00:00:00.000","By Week","Week-ending","Delaware","All Ages","0","182",,,"12","12","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","01/12/2020","01/18/2020","2020","3","2020-01-18T00:00:00.000","By Week","Week-ending","Delaware","0-17 years","0",,"0","0","0","0","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","01/12/2020","01/18/2020","2020","3","2020-01-18T00:00:00.000","By Week","Week-ending","Delaware","18-64 years","0","37",,,,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","01/12/2020","01/18/2020","2020","3","2020-01-18T00:00:00.000","By Week","Week-ending","Delaware","65 years and over","0","142",,,,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","01/12/2020","01/18/2020","2020","3","2020-01-18T00:00:00.000","By Week","Week-ending","District of Columbia","All Ages","0","102",,,,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","01/12/2020","01/18/2020","2020","3","2020-01-18T00:00:00.000","By Week","Week-ending","District of Columbia","0-17 years","0",,"0","0","0","0","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","01/12/2020","01/18/2020","2020","3","2020-01-18T00:00:00.000","By Week","Week-ending","District of Columbia","18-64 years","0","32",,"0",,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","01/12/2020","01/18/2020","2020","3","2020-01-18T00:00:00.000","By Week","Week-ending","District of Columbia","65 years and over","0","69",,,,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","01/12/2020","01/18/2020","2020","3","2020-01-18T00:00:00.000","By Week","Week-ending","Florida","All Ages","0","4277","250","37","287","287",
"09/08/2022","01/12/2020","01/18/2020","2020","3","2020-01-18T00:00:00.000","By Week","Week-ending","Florida","0-17 years","0","42",,"0",,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","01/12/2020","01/18/2020","2020","3","2020-01-18T00:00:00.000","By Week","Week-ending","Florida","18-64 years","0","956","52","14","66","66",
"09/08/2022","01/12/2020","01/18/2020","2020","3","2020-01-18T00:00:00.000","By Week","Week-ending","Florida","65 years and over","0","3279","197","23","220","220",
"09/08/2022","01/12/2020","01/18/2020","2020","3","2020-01-18T00:00:00.000","By Week","Week-ending","Georgia","All Ages","0","1733","97","22","119","119",
"09/08/2022","01/12/2020","01/18/2020","2020","3","2020-01-18T00:00:00.000","By Week","Week-ending","Georgia","0-17 years","0","35","0","0","0","0",
"09/08/2022","01/12/2020","01/18/2020","2020","3","2020-01-18T00:00:00.000","By Week","Week-ending","Georgia","18-64 years","0","490","29","14","43","43",
"09/08/2022","01/12/2020","01/18/2020","2020","3","2020-01-18T00:00:00.000","By Week","Week-ending","Georgia","65 years and over","0","1208","68",,"76","76","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","01/12/2020","01/18/2020","2020","3","2020-01-18T00:00:00.000","By Week","Week-ending","Hawaii","All Ages","0","209","22",,"23","23","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","01/12/2020","01/18/2020","2020","3","2020-01-18T00:00:00.000","By Week","Week-ending","Hawaii","0-17 years","0",,,"0",,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","01/12/2020","01/18/2020","2020","3","2020-01-18T00:00:00.000","By Week","Week-ending","Hawaii","18-64 years","0","44",,"0",,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","01/12/2020","01/18/2020","2020","3","2020-01-18T00:00:00.000","By Week","Week-ending","Hawaii","65 years and over","0","162","20",,"21","21","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","01/12/2020","01/18/2020","2020","3","2020-01-18T00:00:00.000","By Week","Week-ending","Idaho","All Ages","0","292","16",,"17","17","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","01/12/2020","01/18/2020","2020","3","2020-01-18T00:00:00.000","By Week","Week-ending","Idaho","0-17 years","0",,"0","0","0","0","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","01/12/2020","01/18/2020","2020","3","2020-01-18T00:00:00.000","By Week","Week-ending","Idaho","18-64 years","0","55",,,,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","01/12/2020","01/18/2020","2020","3","2020-01-18T00:00:00.000","By Week","Week-ending","Idaho","65 years and over","0","234","14","0","14","14",
"09/08/2022","01/12/2020","01/18/2020","2020","3","2020-01-18T00:00:00.000","By Week","Week-ending","Illinois","All Ages","0","2309","147",,"154","154","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","01/12/2020","01/18/2020","2020","3","2020-01-18T00:00:00.000","By Week","Week-ending","Illinois","0-17 years","0","24","0","0","0","0",
"09/08/2022","01/12/2020","01/18/2020","2020","3","2020-01-18T00:00:00.000","By Week","Week-ending","Illinois","18-64 years","0","531","26",,"31","31","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","01/12/2020","01/18/2020","2020","3","2020-01-18T00:00:00.000","By Week","Week-ending","Illinois","65 years and over","0","1754","121",,"123","123","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","01/12/2020","01/18/2020","2020","3","2020-01-18T00:00:00.000","By Week","Week-ending","Indiana","All Ages","0","1378","101",,"107","107","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","01/12/2020","01/18/2020","2020","3","2020-01-18T00:00:00.000","By Week","Week-ending","Indiana","0-17 years","0","14",,,,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","01/12/2020","01/18/2020","2020","3","2020-01-18T00:00:00.000","By Week","Week-ending","Indiana","18-64 years","0","351","10","0","10","10",
"09/08/2022","01/12/2020","01/18/2020","2020","3","2020-01-18T00:00:00.000","By Week","Week-ending","Indiana","65 years and over","0","1013","90",,"95","95","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","01/12/2020","01/18/2020","2020","3","2020-01-18T00:00:00.000","By Week","Week-ending","Iowa","All Ages","0","634","52",,"53","53","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","01/12/2020","01/18/2020","2020","3","2020-01-18T00:00:00.000","By Week","Week-ending","Iowa","0-17 years","0",,"0","0","0","0","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","01/12/2020","01/18/2020","2020","3","2020-01-18T00:00:00.000","By Week","Week-ending","Iowa","18-64 years","0","129",,"0",,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","01/12/2020","01/18/2020","2020","3","2020-01-18T00:00:00.000","By Week","Week-ending","Iowa","65 years and over","0","504","46",,"47","47","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","01/12/2020","01/18/2020","2020","3","2020-01-18T00:00:00.000","By Week","Week-ending","Kansas","All Ages","0","600","41",,"49","49","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","01/12/2020","01/18/2020","2020","3","2020-01-18T00:00:00.000","By Week","Week-ending","Kansas","0-17 years","0","14","0","0","0","0",
"09/08/2022","01/12/2020","01/18/2020","2020","3","2020-01-18T00:00:00.000","By Week","Week-ending","Kansas","18-64 years","0","130",,,"14","14","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","01/12/2020","01/18/2020","2020","3","2020-01-18T00:00:00.000","By Week","Week-ending","Kansas","65 years and over","0","456","32",,"35","35","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","01/12/2020","01/18/2020","2020","3","2020-01-18T00:00:00.000","By Week","Week-ending","Kentucky","All Ages","0","1045","98","17","115","115",
"09/08/2022","01/12/2020","01/18/2020","2020","3","2020-01-18T00:00:00.000","By Week","Week-ending","Kentucky","0-17 years","0","11",,"0",,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","01/12/2020","01/18/2020","2020","3","2020-01-18T00:00:00.000","By Week","Week-ending","Kentucky","18-64 years","0","291","21",,"27","27","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","01/12/2020","01/18/2020","2020","3","2020-01-18T00:00:00.000","By Week","Week-ending","Kentucky","65 years and over","0","743","75","11","86","86",
"09/08/2022","01/12/2020","01/18/2020","2020","3","2020-01-18T00:00:00.000","By Week","Week-ending","Louisiana","All Ages","0","950","47",,"53","53","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","01/12/2020","01/18/2020","2020","3","2020-01-18T00:00:00.000","By Week","Week-ending","Louisiana","0-17 years","0","14","0",,,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","01/12/2020","01/18/2020","2020","3","2020-01-18T00:00:00.000","By Week","Week-ending","Louisiana","18-64 years","0","261","13",,"16","16","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","01/12/2020","01/18/2020","2020","3","2020-01-18T00:00:00.000","By Week","Week-ending","Louisiana","65 years and over","0","675","34",,"36","36","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","01/12/2020","01/18/2020","2020","3","2020-01-18T00:00:00.000","By Week","Week-ending","Maine","All Ages","0","303","27",,"28","28","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","01/12/2020","01/18/2020","2020","3","2020-01-18T00:00:00.000","By Week","Week-ending","Maine","0-17 years","0",,"0","0","0","0","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","01/12/2020","01/18/2020","2020","3","2020-01-18T00:00:00.000","By Week","Week-ending","Maine","18-64 years","0","67",,,,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","01/12/2020","01/18/2020","2020","3","2020-01-18T00:00:00.000","By Week","Week-ending","Maine","65 years and over","0","233","24","0","24","24",
"09/08/2022","01/12/2020","01/18/2020","2020","3","2020-01-18T00:00:00.000","By Week","Week-ending","Maryland","All Ages","0","1002","92",,"95","95","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","01/12/2020","01/18/2020","2020","3","2020-01-18T00:00:00.000","By Week","Week-ending","Maryland","0-17 years","0",,"0",,,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","01/12/2020","01/18/2020","2020","3","2020-01-18T00:00:00.000","By Week","Week-ending","Maryland","18-64 years","0","234","18",,"19","19","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","01/12/2020","01/18/2020","2020","3","2020-01-18T00:00:00.000","By Week","Week-ending","Maryland","65 years and over","0","759","74",,"75","75","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","01/12/2020","01/18/2020","2020","3","2020-01-18T00:00:00.000","By Week","Week-ending","Massachusetts","All Ages","0","1164","92","11","103","103",
"09/08/2022","01/12/2020","01/18/2020","2020","3","2020-01-18T00:00:00.000","By Week","Week-ending","Massachusetts","0-17 years","0",,"0","0","0","0","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","01/12/2020","01/18/2020","2020","3","2020-01-18T00:00:00.000","By Week","Week-ending","Massachusetts","18-64 years","0","226",,,,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","01/12/2020","01/18/2020","2020","3","2020-01-18T00:00:00.000","By Week","Week-ending","Massachusetts","65 years and over","0","931","87",,"94","94","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","01/12/2020","01/18/2020","2020","3","2020-01-18T00:00:00.000","By Week","Week-ending","Michigan","All Ages","0","1968","118",,"125","125","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","01/12/2020","01/18/2020","2020","3","2020-01-18T00:00:00.000","By Week","Week-ending","Michigan","0-17 years","0","25","0","0","0","0",
"09/08/2022","01/12/2020","01/18/2020","2020","3","2020-01-18T00:00:00.000","By Week","Week-ending","Michigan","18-64 years","0","436","25",,"30","30","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","01/12/2020","01/18/2020","2020","3","2020-01-18T00:00:00.000","By Week","Week-ending","Michigan","65 years and over","0","1507","93",,"95","95","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","01/12/2020","01/18/2020","2020","3","2020-01-18T00:00:00.000","By Week","Week-ending","Minnesota","All Ages","0","950","65",,"70","70","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","01/12/2020","01/18/2020","2020","3","2020-01-18T00:00:00.000","By Week","Week-ending","Minnesota","0-17 years","0",,,"0",,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","01/12/2020","01/18/2020","2020","3","2020-01-18T00:00:00.000","By Week","Week-ending","Minnesota","18-64 years","0","195",,,"10","10","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","01/12/2020","01/18/2020","2020","3","2020-01-18T00:00:00.000","By Week","Week-ending","Minnesota","65 years and over","0","746","56",,"59","59","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","01/12/2020","01/18/2020","2020","3","2020-01-18T00:00:00.000","By Week","Week-ending","Mississippi","All Ages","0","648","46",,"48","48","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","01/12/2020","01/18/2020","2020","3","2020-01-18T00:00:00.000","By Week","Week-ending","Mississippi","0-17 years","0","12","0","0","0","0",
"09/08/2022","01/12/2020","01/18/2020","2020","3","2020-01-18T00:00:00.000","By Week","Week-ending","Mississippi","18-64 years","0","166",,"0",,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","01/12/2020","01/18/2020","2020","3","2020-01-18T00:00:00.000","By Week","Week-ending","Mississippi","65 years and over","0","470","38",,"40","40","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","01/12/2020","01/18/2020","2020","3","2020-01-18T00:00:00.000","By Week","Week-ending","Missouri","All Ages","0","1270","81",,"84","84","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","01/12/2020","01/18/2020","2020","3","2020-01-18T00:00:00.000","By Week","Week-ending","Missouri","0-17 years","0","12","0","0","0","0",
"09/08/2022","01/12/2020","01/18/2020","2020","3","2020-01-18T00:00:00.000","By Week","Week-ending","Missouri","18-64 years","0","315","17",,"19","19","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","01/12/2020","01/18/2020","2020","3","2020-01-18T00:00:00.000","By Week","Week-ending","Missouri","65 years and over","0","943","64",,"65","65","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","01/12/2020","01/18/2020","2020","3","2020-01-18T00:00:00.000","By Week","Week-ending","Montana","All Ages","0","212","12","0","12","12",
"09/08/2022","01/12/2020","01/18/2020","2020","3","2020-01-18T00:00:00.000","By Week","Week-ending","Montana","0-17 years","0",,"0","0","0","0","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","01/12/2020","01/18/2020","2020","3","2020-01-18T00:00:00.000","By Week","Week-ending","Montana","18-64 years","0","44",,"0",,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","01/12/2020","01/18/2020","2020","3","2020-01-18T00:00:00.000","By Week","Week-ending","Montana","65 years and over","0","163","10","0","10","10",
"09/08/2022","01/12/2020","01/18/2020","2020","3","2020-01-18T00:00:00.000","By Week","Week-ending","Nebraska","All Ages","0","323","32",,"36","36","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","01/12/2020","01/18/2020","2020","3","2020-01-18T00:00:00.000","By Week","Week-ending","Nebraska","0-17 years","0",,"0","0","0","0","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","01/12/2020","01/18/2020","2020","3","2020-01-18T00:00:00.000","By Week","Week-ending","Nebraska","18-64 years","0","66",,,,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","01/12/2020","01/18/2020","2020","3","2020-01-18T00:00:00.000","By Week","Week-ending","Nebraska","65 years and over","0","256","25",,"28","28","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","01/12/2020","01/18/2020","2020","3","2020-01-18T00:00:00.000","By Week","Week-ending","Nevada","All Ages","0","586","36",,"41","41","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","01/12/2020","01/18/2020","2020","3","2020-01-18T00:00:00.000","By Week","Week-ending","Nevada","0-17 years","0",,"0","0","0","0","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","01/12/2020","01/18/2020","2020","3","2020-01-18T00:00:00.000","By Week","Week-ending","Nevada","18-64 years","0","159","10",,"14","14","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","01/12/2020","01/18/2020","2020","3","2020-01-18T00:00:00.000","By Week","Week-ending","Nevada","65 years and over","0","420","26",,"27","27","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","01/12/2020","01/18/2020","2020","3","2020-01-18T00:00:00.000","By Week","Week-ending","New Hampshire","All Ages","0","245","15",,"16","16","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","01/12/2020","01/18/2020","2020","3","2020-01-18T00:00:00.000","By Week","Week-ending","New Hampshire","0-17 years","0","0","0","0","0","0",
"09/08/2022","01/12/2020","01/18/2020","2020","3","2020-01-18T00:00:00.000","By Week","Week-ending","New Hampshire","18-64 years","0","52",,"0",,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","01/12/2020","01/18/2020","2020","3","2020-01-18T00:00:00.000","By Week","Week-ending","New Hampshire","65 years and over","0","193","14",,"15","15","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","01/12/2020","01/18/2020","2020","3","2020-01-18T00:00:00.000","By Week","Week-ending","New Jersey","All Ages","0","1509","84","16","100","100",
"09/08/2022","01/12/2020","01/18/2020","2020","3","2020-01-18T00:00:00.000","By Week","Week-ending","New Jersey","0-17 years","0","14","0","0","0","0",
"09/08/2022","01/12/2020","01/18/2020","2020","3","2020-01-18T00:00:00.000","By Week","Week-ending","New Jersey","18-64 years","0","326","12",,"17","17","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","01/12/2020","01/18/2020","2020","3","2020-01-18T00:00:00.000","By Week","Week-ending","New Jersey","65 years and over","0","1169","72","11","83","83",
"09/08/2022","01/12/2020","01/18/2020","2020","3","2020-01-18T00:00:00.000","By Week","Week-ending","New Mexico","All Ages","0","414","26",,"34","34","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","01/12/2020","01/18/2020","2020","3","2020-01-18T00:00:00.000","By Week","Week-ending","New Mexico","0-17 years","0",,,"0",,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","01/12/2020","01/18/2020","2020","3","2020-01-18T00:00:00.000","By Week","Week-ending","New Mexico","18-64 years","0","122",,,,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","01/12/2020","01/18/2020","2020","3","2020-01-18T00:00:00.000","By Week","Week-ending","New Mexico","65 years and over","0","285","20",,"25","25","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","01/12/2020","01/18/2020","2020","3","2020-01-18T00:00:00.000","By Week","Week-ending","New York","All Ages","0","2186","187","21","208","208",
"09/08/2022","01/12/2020","01/18/2020","2020","3","2020-01-18T00:00:00.000","By Week","Week-ending","New York","0-17 years","0","21",,,,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","01/12/2020","01/18/2020","2020","3","2020-01-18T00:00:00.000","By Week","Week-ending","New York","18-64 years","0","416","32",,"39","39","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","01/12/2020","01/18/2020","2020","3","2020-01-18T00:00:00.000","By Week","Week-ending","New York","65 years and over","0","1749","153","13","166","166",
"09/08/2022","01/12/2020","01/18/2020","2020","3","2020-01-18T00:00:00.000","By Week","Week-ending","New York City","All Ages","0","1131","99","18","117","117",
"09/08/2022","01/12/2020","01/18/2020","2020","3","2020-01-18T00:00:00.000","By Week","Week-ending","New York City","0-17 years","0","15",,"0",,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","01/12/2020","01/18/2020","2020","3","2020-01-18T00:00:00.000","By Week","Week-ending","New York City","18-64 years","0","268","19",,"27","27","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","01/12/2020","01/18/2020","2020","3","2020-01-18T00:00:00.000","By Week","Week-ending","New York City","65 years and over","0","848","79","10","89","89",
"09/08/2022","01/12/2020","01/18/2020","2020","3","2020-01-18T00:00:00.000","By Week","Week-ending","North Carolina","All Ages","0","1874","137","12","149","149",
"09/08/2022","01/12/2020","01/18/2020","2020","3","2020-01-18T00:00:00.000","By Week","Week-ending","North Carolina","0-17 years","0","22",,"0",,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","01/12/2020","01/18/2020","2020","3","2020-01-18T00:00:00.000","By Week","Week-ending","North Carolina","18-64 years","0","474","23",,"26","26","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","01/12/2020","01/18/2020","2020","3","2020-01-18T00:00:00.000","By Week","Week-ending","North Carolina","65 years and over","0","1378","113",,"122","122","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","01/12/2020","01/18/2020","2020","3","2020-01-18T00:00:00.000","By Week","Week-ending","North Dakota","All Ages","0","159",,"0",,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","01/12/2020","01/18/2020","2020","3","2020-01-18T00:00:00.000","By Week","Week-ending","North Dakota","0-17 years","0",,"0","0","0","0","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","01/12/2020","01/18/2020","2020","3","2020-01-18T00:00:00.000","By Week","Week-ending","North Dakota","18-64 years","0","31",,"0",,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
