"indicator","panel","panel_num","unit","unit_num","stub_name","stub_name_num","stub_label_num","stub_label","year","year_num","age","age_num","estimate","se","flag"
"Obesity among children and adolescents aged 2-19 years","2-5 years","2","Percent of population, crude","1","Percent of poverty level","5","5.4","400% or more","2015-2018","10","2-5 years","0.1","6.6","1.7",
"Obesity among children and adolescents aged 2-19 years","6-11 years","3","Percent of population, crude","1","Sex","1","1.1","Male","1988-1994","1","6-11 years","0.2","11.6","1.3",
"Obesity among children and adolescents aged 2-19 years","6-11 years","3","Percent of population, crude","1","Sex","1","1.1","Male","1999-2002","2","6-11 years","0.2","16.9","1.4",
"Obesity among children and adolescents aged 2-19 years","6-11 years","3","Percent of population, crude","1","Sex","1","1.1","Male","2001-2004","3","6-11 years","0.2","18.7","1.4",
"Obesity among children and adolescents aged 2-19 years","6-11 years","3","Percent of population, crude","1","Sex","1","1.1","Male","2003-2006","4","6-11 years","0.2","18","1.7",
"Obesity among children and adolescents aged 2-19 years","6-11 years","3","Percent of population, crude","1","Sex","1","1.1","Male","2005-2008","5","6-11 years","0.2","18.7","1.5",
"Obesity among children and adolescents aged 2-19 years","6-11 years","3","Percent of population, crude","1","Sex","1","1.1","Male","2007-2010","6","6-11 years","0.2","20.7","0.9",
"Obesity among children and adolescents aged 2-19 years","6-11 years","3","Percent of population, crude","1","Sex","1","1.1","Male","2009-2012","7","6-11 years","0.2","18.3","1.1",
"Obesity among children and adolescents aged 2-19 years","6-11 years","3","Percent of population, crude","1","Sex","1","1.1","Male","2011-2014","8","6-11 years","0.2","17.6","1.5",
"Obesity among children and adolescents aged 2-19 years","6-11 years","3","Percent of population, crude","1","Sex","1","1.1","Male","2013-2016","9","6-11 years","0.2","19.6","1.6",
"Obesity among children and adolescents aged 2-19 years","6-11 years","3","Percent of population, crude","1","Sex","1","1.1","Male","2015-2018","10","6-11 years","0.2","20.9","1.6",
"Obesity among children and adolescents aged 2-19 years","6-11 years","3","Percent of population, crude","1","Sex","1","1.2","Female","1988-1994","1","6-11 years","0.2","11","1.4",
"Obesity among children and adolescents aged 2-19 years","6-11 years","3","Percent of population, crude","1","Sex","1","1.2","Female","1999-2002","2","6-11 years","0.2","14.7","1.6",
"Obesity among children and adolescents aged 2-19 years","6-11 years","3","Percent of population, crude","1","Sex","1","1.2","Female","2001-2004","3","6-11 years","0.2","16.3","1.4",
"Obesity among children and adolescents aged 2-19 years","6-11 years","3","Percent of population, crude","1","Sex","1","1.2","Female","2003-2006","4","6-11 years","0.2","15.8","1.4",
"Obesity among children and adolescents aged 2-19 years","6-11 years","3","Percent of population, crude","1","Sex","1","1.2","Female","2005-2008","5","6-11 years","0.2","16","1.6",
"Obesity among children and adolescents aged 2-19 years","6-11 years","3","Percent of population, crude","1","Sex","1","1.2","Female","2007-2010","6","6-11 years","0.2","16.9","1.1",
"Obesity among children and adolescents aged 2-19 years","6-11 years","3","Percent of population, crude","1","Sex","1","1.2","Female","2009-2012","7","6-11 years","0.2","17.4","1",
"Obesity among children and adolescents aged 2-19 years","6-11 years","3","Percent of population, crude","1","Sex","1","1.2","Female","2011-2014","8","6-11 years","0.2","17.5","1.3",
"Obesity among children and adolescents aged 2-19 years","6-11 years","3","Percent of population, crude","1","Sex","1","1.2","Female","2013-2016","9","6-11 years","0.2","16.1","1.3",
"Obesity among children and adolescents aged 2-19 years","6-11 years","3","Percent of population, crude","1","Sex","1","1.2","Female","2015-2018","10","6-11 years","0.2","17.7","1.4",
"Obesity among children and adolescents aged 2-19 years","6-11 years","3","Percent of population, crude","1","Age","2","2.2","6-11 years","1988-1994","1","6-11 years","0.2","11.3","1",
"Obesity among children and adolescents aged 2-19 years","6-11 years","3","Percent of population, crude","1","Age","2","2.2","6-11 years","1999-2002","2","6-11 years","0.2","15.9","1.1",
"Obesity among children and adolescents aged 2-19 years","6-11 years","3","Percent of population, crude","1","Age","2","2.2","6-11 years","2001-2004","3","6-11 years","0.2","17.5","1.1",
"Obesity among children and adolescents aged 2-19 years","6-11 years","3","Percent of population, crude","1","Age","2","2.2","6-11 years","2003-2006","4","6-11 years","0.2","17","1.3",
"Obesity among children and adolescents aged 2-19 years","6-11 years","3","Percent of population, crude","1","Age","2","2.2","6-11 years","2005-2008","5","6-11 years","0.2","17.4","1.2",
"Obesity among children and adolescents aged 2-19 years","6-11 years","3","Percent of population, crude","1","Age","2","2.2","6-11 years","2007-2010","6","6-11 years","0.2","18.8","0.7",
"Obesity among children and adolescents aged 2-19 years","6-11 years","3","Percent of population, crude","1","Age","2","2.2","6-11 years","2009-2012","7","6-11 years","0.2","17.9","0.9",
"Obesity among children and adolescents aged 2-19 years","6-11 years","3","Percent of population, crude","1","Age","2","2.2","6-11 years","2011-2014","8","6-11 years","0.2","17.5","1.2",
"Obesity among children and adolescents aged 2-19 years","6-11 years","3","Percent of population, crude","1","Age","2","2.2","6-11 years","2013-2016","9","6-11 years","0.2","17.9","1.2",
"Obesity among children and adolescents aged 2-19 years","6-11 years","3","Percent of population, crude","1","Age","2","2.2","6-11 years","2015-2018","10","6-11 years","0.2","19.3","1.2",
"Obesity among children and adolescents aged 2-19 years","6-11 years","3","Percent of population, crude","1","Race and Hispanic origin","3","3.11","Not Hispanic or Latino: White only","1988-1994","1","6-11 years","0.2","10.2","1.4",
"Obesity among children and adolescents aged 2-19 years","6-11 years","3","Percent of population, crude","1","Race and Hispanic origin","3","3.11","Not Hispanic or Latino: White only","1999-2002","2","6-11 years","0.2","13.6","1.5",
"Obesity among children and adolescents aged 2-19 years","6-11 years","3","Percent of population, crude","1","Race and Hispanic origin","3","3.11","Not Hispanic or Latino: White only","2001-2004","3","6-11 years","0.2","16.3","1.7",
"Obesity among children and adolescents aged 2-19 years","6-11 years","3","Percent of population, crude","1","Race and Hispanic origin","3","3.11","Not Hispanic or Latino: White only","2003-2006","4","6-11 years","0.2","15","1.9",
"Obesity among children and adolescents aged 2-19 years","6-11 years","3","Percent of population, crude","1","Race and Hispanic origin","3","3.11","Not Hispanic or Latino: White only","2005-2008","5","6-11 years","0.2","15.6","1.9",
"Obesity among children and adolescents aged 2-19 years","6-11 years","3","Percent of population, crude","1","Race and Hispanic origin","3","3.11","Not Hispanic or Latino: White only","2007-2010","6","6-11 years","0.2","16.4","1.2",
"Obesity among children and adolescents aged 2-19 years","6-11 years","3","Percent of population, crude","1","Race and Hispanic origin","3","3.11","Not Hispanic or Latino: White only","2009-2012","7","6-11 years","0.2","13.5","1.7",
"Obesity among children and adolescents aged 2-19 years","6-11 years","3","Percent of population, crude","1","Race and Hispanic origin","3","3.11","Not Hispanic or Latino: White only","2011-2014","8","6-11 years","0.2","13.6","2",
"Obesity among children and adolescents aged 2-19 years","6-11 years","3","Percent of population, crude","1","Race and Hispanic origin","3","3.11","Not Hispanic or Latino: White only","2013-2016","9","6-11 years","0.2","14","1.4",
"Obesity among children and adolescents aged 2-19 years","6-11 years","3","Percent of population, crude","1","Race and Hispanic origin","3","3.11","Not Hispanic or Latino: White only","2015-2018","10","6-11 years","0.2","15.5","1.6",
"Obesity among children and adolescents aged 2-19 years","6-11 years","3","Percent of population, crude","1","Race and Hispanic origin","3","3.12","Not Hispanic or Latino: Black or African American only","1988-1994","1","6-11 years","0.2","14.6","0.9",
"Obesity among children and adolescents aged 2-19 years","6-11 years","3","Percent of population, crude","1","Race and Hispanic origin","3","3.12","Not Hispanic or Latino: Black or African American only","1999-2002","2","6-11 years","0.2","19.8","1.4",
"Obesity among children and adolescents aged 2-19 years","6-11 years","3","Percent of population, crude","1","Race and Hispanic origin","3","3.12","Not Hispanic or Latino: Black or African American only","2001-2004","3","6-11 years","0.2","20.9","1.5",
"Obesity among children and adolescents aged 2-19 years","6-11 years","3","Percent of population, crude","1","Race and Hispanic origin","3","3.12","Not Hispanic or Latino: Black or African American only","2003-2006","4","6-11 years","0.2","21.3","1.8",
"Obesity among children and adolescents aged 2-19 years","6-11 years","3","Percent of population, crude","1","Race and Hispanic origin","3","3.12","Not Hispanic or Latino: Black or African American only","2005-2008","5","6-11 years","0.2","20","2",
"Obesity among children and adolescents aged 2-19 years","6-11 years","3","Percent of population, crude","1","Race and Hispanic origin","3","3.12","Not Hispanic or Latino: Black or African American only","2007-2010","6","6-11 years","0.2","23.9","2.2",
"Obesity among children and adolescents aged 2-19 years","6-11 years","3","Percent of population, crude","1","Race and Hispanic origin","3","3.12","Not Hispanic or Latino: Black or African American only","2009-2012","7","6-11 years","0.2","26.1","2.2",
"Obesity among children and adolescents aged 2-19 years","6-11 years","3","Percent of population, crude","1","Race and Hispanic origin","3","3.12","Not Hispanic or Latino: Black or African American only","2011-2014","8","6-11 years","0.2","21.4","2",
"Obesity among children and adolescents aged 2-19 years","6-11 years","3","Percent of population, crude","1","Race and Hispanic origin","3","3.12","Not Hispanic or Latino: Black or African American only","2013-2016","9","6-11 years","0.2","19.8","1.6",
"Obesity among children and adolescents aged 2-19 years","6-11 years","3","Percent of population, crude","1","Race and Hispanic origin","3","3.12","Not Hispanic or Latino: Black or African American only","2015-2018","10","6-11 years","0.2","22.7","2.1",
"Obesity among children and adolescents aged 2-19 years","6-11 years","3","Percent of population, crude","1","Race and Hispanic origin","3","3.13","Not Hispanic or Latino: Asian only","1988-1994","1","6-11 years","0.2",,,"-"
"Obesity among children and adolescents aged 2-19 years","6-11 years","3","Percent of population, crude","1","Race and Hispanic origin","3","3.13","Not Hispanic or Latino: Asian only","1999-2002","2","6-11 years","0.2",,,"-"
"Obesity among children and adolescents aged 2-19 years","6-11 years","3","Percent of population, crude","1","Race and Hispanic origin","3","3.13","Not Hispanic or Latino: Asian only","2001-2004","3","6-11 years","0.2",,,"-"
"Obesity among children and adolescents aged 2-19 years","6-11 years","3","Percent of population, crude","1","Race and Hispanic origin","3","3.13","Not Hispanic or Latino: Asian only","2003-2006","4","6-11 years","0.2",,,"-"
"Obesity among children and adolescents aged 2-19 years","6-11 years","3","Percent of population, crude","1","Race and Hispanic origin","3","3.13","Not Hispanic or Latino: Asian only","2005-2008","5","6-11 years","0.2",,,"-"
"Obesity among children and adolescents aged 2-19 years","6-11 years","3","Percent of population, crude","1","Race and Hispanic origin","3","3.13","Not Hispanic or Latino: Asian only","2007-2010","6","6-11 years","0.2",,,"-"
"Obesity among children and adolescents aged 2-19 years","6-11 years","3","Percent of population, crude","1","Race and Hispanic origin","3","3.13","Not Hispanic or Latino: Asian only","2009-2012","7","6-11 years","0.2",,,"-"
"Obesity among children and adolescents aged 2-19 years","6-11 years","3","Percent of population, crude","1","Race and Hispanic origin","3","3.13","Not Hispanic or Latino: Asian only","2011-2014","8","6-11 years","0.2","9.8","2","*"
"Obesity among children and adolescents aged 2-19 years","6-11 years","3","Percent of population, crude","1","Race and Hispanic origin","3","3.13","Not Hispanic or Latino: Asian only","2013-2016","9","6-11 years","0.2","12.9","2.9",
"Obesity among children and adolescents aged 2-19 years","6-11 years","3","Percent of population, crude","1","Race and Hispanic origin","3","3.13","Not Hispanic or Latino: Asian only","2015-2018","10","6-11 years","0.2","10.3","2.8",
"Obesity among children and adolescents aged 2-19 years","6-11 years","3","Percent of population, crude","1","Race and Hispanic origin","3","3.21","Hispanic or Latino: All races","1988-1994","1","6-11 years","0.2",,,"-"
"Obesity among children and adolescents aged 2-19 years","6-11 years","3","Percent of population, crude","1","Race and Hispanic origin","3","3.21","Hispanic or Latino: All races","1999-2002","2","6-11 years","0.2",,,"-"
"Obesity among children and adolescents aged 2-19 years","6-11 years","3","Percent of population, crude","1","Race and Hispanic origin","3","3.21","Hispanic or Latino: All races","2001-2004","3","6-11 years","0.2",,,"-"
"Obesity among children and adolescents aged 2-19 years","6-11 years","3","Percent of population, crude","1","Race and Hispanic origin","3","3.21","Hispanic or Latino: All races","2003-2006","4","6-11 years","0.2",,,"-"
"Obesity among children and adolescents aged 2-19 years","6-11 years","3","Percent of population, crude","1","Race and Hispanic origin","3","3.21","Hispanic or Latino: All races","2005-2008","5","6-11 years","0.2",,,"-"
"Obesity among children and adolescents aged 2-19 years","6-11 years","3","Percent of population, crude","1","Race and Hispanic origin","3","3.21","Hispanic or Latino: All races","2007-2010","6","6-11 years","0.2","23.8","1.2",
"Obesity among children and adolescents aged 2-19 years","6-11 years","3","Percent of population, crude","1","Race and Hispanic origin","3","3.21","Hispanic or Latino: All races","2009-2012","7","6-11 years","0.2","24.4","1.1",
"Obesity among children and adolescents aged 2-19 years","6-11 years","3","Percent of population, crude","1","Race and Hispanic origin","3","3.21","Hispanic or Latino: All races","2011-2014","8","6-11 years","0.2","25","1.4",
"Obesity among children and adolescents aged 2-19 years","6-11 years","3","Percent of population, crude","1","Race and Hispanic origin","3","3.21","Hispanic or Latino: All races","2013-2016","9","6-11 years","0.2","25.3","1.5",
"Obesity among children and adolescents aged 2-19 years","6-11 years","3","Percent of population, crude","1","Race and Hispanic origin","3","3.21","Hispanic or Latino: All races","2015-2018","10","6-11 years","0.2","26.6","1.8",
"Obesity among children and adolescents aged 2-19 years","6-11 years","3","Percent of population, crude","1","Race and Hispanic origin","3","3.22","Hispanic or Latino: Mexican: All races","1988-1994","1","6-11 years","0.2","16.4","2",
"Obesity among children and adolescents aged 2-19 years","6-11 years","3","Percent of population, crude","1","Race and Hispanic origin","3","3.22","Hispanic or Latino: Mexican: All races","1999-2002","2","6-11 years","0.2","21.8","1.7",
"Obesity among children and adolescents aged 2-19 years","6-11 years","3","Percent of population, crude","1","Race and Hispanic origin","3","3.22","Hispanic or Latino: Mexican: All races","2001-2004","3","6-11 years","0.2","21.3","1.8",
"Obesity among children and adolescents aged 2-19 years","6-11 years","3","Percent of population, crude","1","Race and Hispanic origin","3","3.22","Hispanic or Latino: Mexican: All races","2003-2006","4","6-11 years","0.2","23.7","2",
"Obesity among children and adolescents aged 2-19 years","6-11 years","3","Percent of population, crude","1","Race and Hispanic origin","3","3.22","Hispanic or Latino: Mexican: All races","2005-2008","5","6-11 years","0.2","24.9","2",
"Obesity among children and adolescents aged 2-19 years","6-11 years","3","Percent of population, crude","1","Race and Hispanic origin","3","3.22","Hispanic or Latino: Mexican: All races","2007-2010","6","6-11 years","0.2","23.3","1.6",
"Obesity among children and adolescents aged 2-19 years","6-11 years","3","Percent of population, crude","1","Race and Hispanic origin","3","3.22","Hispanic or Latino: Mexican: All races","2009-2012","7","6-11 years","0.2","24","1.4",
"Obesity among children and adolescents aged 2-19 years","6-11 years","3","Percent of population, crude","1","Race and Hispanic origin","3","3.22","Hispanic or Latino: Mexican: All races","2011-2014","8","6-11 years","0.2","25.3","1.7",
"Obesity among children and adolescents aged 2-19 years","6-11 years","3","Percent of population, crude","1","Race and Hispanic origin","3","3.22","Hispanic or Latino: Mexican: All races","2013-2016","9","6-11 years","0.2","27","1.9",
"Obesity among children and adolescents aged 2-19 years","6-11 years","3","Percent of population, crude","1","Race and Hispanic origin","3","3.22","Hispanic or Latino: Mexican: All races","2015-2018","10","6-11 years","0.2","28.2","2.4",
"Obesity among children and adolescents aged 2-19 years","6-11 years","3","Percent of population, crude","1","Sex and race and Hispanic origin","4",,"Male: Not Hispanic or Latino: Black or African America","1988-1994","1","6-11 years","0.2","12.3","1.4",
"Obesity among children and adolescents aged 2-19 years","6-11 years","3","Percent of population, crude","1","Sex and race and Hispanic origin","4",,"Male: Not Hispanic or Latino: Black or African America","1999-2002","2","6-11 years","0.2","17","1.5",
"Obesity among children and adolescents aged 2-19 years","6-11 years","3","Percent of population, crude","1","Sex and race and Hispanic origin","4",,"Male: Not Hispanic or Latino: Black or African America","2001-2004","3","6-11 years","0.2","17.2","1.7",
"Obesity among children and adolescents aged 2-19 years","6-11 years","3","Percent of population, crude","1","Sex and race and Hispanic origin","4",,"Male: Not Hispanic or Latino: Black or African America","2003-2006","4","6-11 years","0.2","18.6","2.6",
"Obesity among children and adolescents aged 2-19 years","6-11 years","3","Percent of population, crude","1","Sex and race and Hispanic origin","4",,"Male: Not Hispanic or Latino: Black or African America","2005-2008","5","6-11 years","0.2","18.7","2.7",
"Obesity among children and adolescents aged 2-19 years","6-11 years","3","Percent of population, crude","1","Sex and race and Hispanic origin","4",,"Male: Not Hispanic or Latino: Black or African America","2007-2010","6","6-11 years","0.2","23.3","3.3",
"Obesity among children and adolescents aged 2-19 years","6-11 years","3","Percent of population, crude","1","Sex and race and Hispanic origin","4",,"Male: Not Hispanic or Latino: Black or African America","2009-2012","7","6-11 years","0.2","27.6","3.3",
"Obesity among children and adolescents aged 2-19 years","6-11 years","3","Percent of population, crude","1","Sex and race and Hispanic origin","4",,"Male: Not Hispanic or Latino: Black or African America","2011-2014","8","6-11 years","0.2","21.2","2.3",
"Obesity among children and adolescents aged 2-19 years","6-11 years","3","Percent of population, crude","1","Sex and race and Hispanic origin","4",,"Male: Not Hispanic or Latino: Black or African America","2013-2016","9","6-11 years","0.2","15.5","1.8",
"Obesity among children and adolescents aged 2-19 years","6-11 years","3","Percent of population, crude","1","Sex and race and Hispanic origin","4",,"Male: Not Hispanic or Latino: Black or African America","2015-2018","10","6-11 years","0.2","18.3","2.5",
"Obesity among children and adolescents aged 2-19 years","6-11 years","3","Percent of population, crude","1","Sex and race and Hispanic origin","4","4.111","Male: Not Hispanic or Latino: White only","1988-1994","1","6-11 years","0.2","10.7","2",
"Obesity among children and adolescents aged 2-19 years","6-11 years","3","Percent of population, crude","1","Sex and race and Hispanic origin","4","4.111","Male: Not Hispanic or Latino: White only","1999-2002","2","6-11 years","0.2","14","1.5",
"Obesity among children and adolescents aged 2-19 years","6-11 years","3","Percent of population, crude","1","Sex and race and Hispanic origin","4","4.111","Male: Not Hispanic or Latino: White only","2001-2004","3","6-11 years","0.2","16.9","2.3",
"Obesity among children and adolescents aged 2-19 years","6-11 years","3","Percent of population, crude","1","Sex and race and Hispanic origin","4","4.111","Male: Not Hispanic or Latino: White only","2003-2006","4","6-11 years","0.2","15.5","2.8",
"Obesity among children and adolescents aged 2-19 years","6-11 years","3","Percent of population, crude","1","Sex and race and Hispanic origin","4","4.111","Male: Not Hispanic or Latino: White only","2005-2008","5","6-11 years","0.2","16.5","2.2",
"Obesity among children and adolescents aged 2-19 years","6-11 years","3","Percent of population, crude","1","Sex and race and Hispanic origin","4","4.111","Male: Not Hispanic or Latino: White only","2007-2010","6","6-11 years","0.2","18.6","1.5",
"Obesity among children and adolescents aged 2-19 years","6-11 years","3","Percent of population, crude","1","Sex and race and Hispanic origin","4","4.111","Male: Not Hispanic or Latino: White only","2009-2012","7","6-11 years","0.2","12.9","1.8",
"Obesity among children and adolescents aged 2-19 years","6-11 years","3","Percent of population, crude","1","Sex and race and Hispanic origin","4","4.111","Male: Not Hispanic or Latino: White only","2011-2014","8","6-11 years","0.2","13","2.1",
"Obesity among children and adolescents aged 2-19 years","6-11 years","3","Percent of population, crude","1","Sex and race and Hispanic origin","4","4.111","Male: Not Hispanic or Latino: White only","2013-2016","9","6-11 years","0.2","17.3","2",
"Obesity among children and adolescents aged 2-19 years","6-11 years","3","Percent of population, crude","1","Sex and race and Hispanic origin","4","4.111","Male: Not Hispanic or Latino: White only","2015-2018","10","6-11 years","0.2","18.3","2.3",
"Obesity among children and adolescents aged 2-19 years","6-11 years","3","Percent of population, crude","1","Sex and race and Hispanic origin","4","4.113","Male: Not Hispanic or Latino: Asian only","1988-1994","1","6-11 years","0.2",,,"-"
"Obesity among children and adolescents aged 2-19 years","6-11 years","3","Percent of population, crude","1","Sex and race and Hispanic origin","4","4.113","Male: Not Hispanic or Latino: Asian only","1999-2002","2","6-11 years","0.2",,,"-"
"Obesity among children and adolescents aged 2-19 years","6-11 years","3","Percent of population, crude","1","Sex and race and Hispanic origin","4","4.113","Male: Not Hispanic or Latino: Asian only","2001-2004","3","6-11 years","0.2",,,"-"
"Obesity among children and adolescents aged 2-19 years","6-11 years","3","Percent of population, crude","1","Sex and race and Hispanic origin","4","4.113","Male: Not Hispanic or Latino: Asian only","2003-2006","4","6-11 years","0.2",,,"-"
"Obesity among children and adolescents aged 2-19 years","6-11 years","3","Percent of population, crude","1","Sex and race and Hispanic origin","4","4.113","Male: Not Hispanic or Latino: Asian only","2005-2008","5","6-11 years","0.2",,,"-"
"Obesity among children and adolescents aged 2-19 years","6-11 years","3","Percent of population, crude","1","Sex and race and Hispanic origin","4","4.113","Male: Not Hispanic or Latino: Asian only","2007-2010","6","6-11 years","0.2",,,"-"
"Obesity among children and adolescents aged 2-19 years","6-11 years","3","Percent of population, crude","1","Sex and race and Hispanic origin","4","4.113","Male: Not Hispanic or Latino: Asian only","2009-2012","7","6-11 years","0.2",,,"-"
"Obesity among children and adolescents aged 2-19 years","6-11 years","3","Percent of population, crude","1","Sex and race and Hispanic origin","4","4.113","Male: Not Hispanic or Latino: Asian only","2011-2014","8","6-11 years","0.2","14.7","3.6","*"
"Obesity among children and adolescents aged 2-19 years","6-11 years","3","Percent of population, crude","1","Sex and race and Hispanic origin","4","4.113","Male: Not Hispanic or Latino: Asian only","2013-2016","9","6-11 years","0.2",,,"*"
"Obesity among children and adolescents aged 2-19 years","6-11 years","3","Percent of population, crude","1","Sex and race and Hispanic origin","4","4.113","Male: Not Hispanic or Latino: Asian only","2015-2018","10","6-11 years","0.2",,,"*"
"Obesity among children and adolescents aged 2-19 years","6-11 years","3","Percent of population, crude","1","Sex and race and Hispanic origin","4","4.121","Male: Hispanic or Latino: All races","1988-1994","1","6-11 years","0.2",,,"-"
"Obesity among children and adolescents aged 2-19 years","6-11 years","3","Percent of population, crude","1","Sex and race and Hispanic origin","4","4.121","Male: Hispanic or Latino: All races","1999-2002","2","6-11 years","0.2",,,"-"
"Obesity among children and adolescents aged 2-19 years","6-11 years","3","Percent of population, crude","1","Sex and race and Hispanic origin","4","4.121","Male: Hispanic or Latino: All races","2001-2004","3","6-11 years","0.2",,,"-"
"Obesity among children and adolescents aged 2-19 years","6-11 years","3","Percent of population, crude","1","Sex and race and Hispanic origin","4","4.121","Male: Hispanic or Latino: All races","2003-2006","4","6-11 years","0.2",,,"-"
"Obesity among children and adolescents aged 2-19 years","6-11 years","3","Percent of population, crude","1","Sex and race and Hispanic origin","4","4.121","Male: Hispanic or Latino: All races","2005-2008","5","6-11 years","0.2",,,"-"
"Obesity among children and adolescents aged 2-19 years","6-11 years","3","Percent of population, crude","1","Sex and race and Hispanic origin","4","4.121","Male: Hispanic or Latino: All races","2007-2010","6","6-11 years","0.2","26","1.4",
"Obesity among children and adolescents aged 2-19 years","6-11 years","3","Percent of population, crude","1","Sex and race and Hispanic origin","4","4.121","Male: Hispanic or Latino: All races","2009-2012","7","6-11 years","0.2","26.4","1.9",
"Obesity among children and adolescents aged 2-19 years","6-11 years","3","Percent of population, crude","1","Sex and race and Hispanic origin","4","4.121","Male: Hispanic or Latino: All races","2011-2014","8","6-11 years","0.2","25.8","2.5",
"Obesity among children and adolescents aged 2-19 years","6-11 years","3","Percent of population, crude","1","Sex and race and Hispanic origin","4","4.121","Male: Hispanic or Latino: All races","2013-2016","9","6-11 years","0.2","26.1","3.1",
"Obesity among children and adolescents aged 2-19 years","6-11 years","3","Percent of population, crude","1","Sex and race and Hispanic origin","4","4.121","Male: Hispanic or Latino: All races","2015-2018","10","6-11 years","0.2","27.5","3.1",
"Obesity among children and adolescents aged 2-19 years","6-11 years","3","Percent of population, crude","1","Sex and race and Hispanic origin","4","4.122","Male: Hispanic or Latino: Mexican: All races","1988-1994","1","6-11 years","0.2","17.5","2.4",
"Obesity among children and adolescents aged 2-19 years","6-11 years","3","Percent of population, crude","1","Sex and race and Hispanic origin","4","4.122","Male: Hispanic or Latino: Mexican: All races","1999-2002","2","6-11 years","0.2","26.5","2.2",
"Obesity among children and adolescents aged 2-19 years","6-11 years","3","Percent of population, crude","1","Sex and race and Hispanic origin","4","4.122","Male: Hispanic or Latino: Mexican: All races","2001-2004","3","6-11 years","0.2","25.6","1.8",
"Obesity among children and adolescents aged 2-19 years","6-11 years","3","Percent of population, crude","1","Sex and race and Hispanic origin","4","4.122","Male: Hispanic or Latino: Mexican: All races","2003-2006","4","6-11 years","0.2","27.5","2.1",
"Obesity among children and adolescents aged 2-19 years","6-11 years","3","Percent of population, crude","1","Sex and race and Hispanic origin","4","4.122","Male: Hispanic or Latino: Mexican: All races","2005-2008","5","6-11 years","0.2","28.4","2.5",
"Obesity among children and adolescents aged 2-19 years","6-11 years","3","Percent of population, crude","1","Sex and race and Hispanic origin","4","4.122","Male: Hispanic or Latino: Mexican: All races","2007-2010","6","6-11 years","0.2","24.3","2.5",
"Obesity among children and adolescents aged 2-19 years","6-11 years","3","Percent of population, crude","1","Sex and race and Hispanic origin","4","4.122","Male: Hispanic or Latino: Mexican: All races","2009-2012","7","6-11 years","0.2","25","2.7",
"Obesity among children and adolescents aged 2-19 years","6-11 years","3","Percent of population, crude","1","Sex and race and Hispanic origin","4","4.122","Male: Hispanic or Latino: Mexican: All races","2011-2014","8","6-11 years","0.2","25.3","3.1",
"Obesity among children and adolescents aged 2-19 years","6-11 years","3","Percent of population, crude","1","Sex and race and Hispanic origin","4","4.122","Male: Hispanic or Latino: Mexican: All races","2013-2016","9","6-11 years","0.2","28.3","3.5",
"Obesity among children and adolescents aged 2-19 years","6-11 years","3","Percent of population, crude","1","Sex and race and Hispanic origin","4","4.122","Male: Hispanic or Latino: Mexican: All races","2015-2018","10","6-11 years","0.2","29.6","3.5",
"Obesity among children and adolescents aged 2-19 years","6-11 years","3","Percent of population, crude","1","Sex and race and Hispanic origin","4","4.211","Female: Not Hispanic or Latino: White only","1988-1994","1","6-11 years","0.2","9.8","2","*"
"Obesity among children and adolescents aged 2-19 years","6-11 years","3","Percent of population, crude","1","Sex and race and Hispanic origin","4","4.211","Female: Not Hispanic or Latino: White only","1999-2002","2","6-11 years","0.2","13.1","2.3",
"Obesity among children and adolescents aged 2-19 years","6-11 years","3","Percent of population, crude","1","Sex and race and Hispanic origin","4","4.211","Female: Not Hispanic or Latino: White only","2001-2004","3","6-11 years","0.2","15.6","2",
"Obesity among children and adolescents aged 2-19 years","6-11 years","3","Percent of population, crude","1","Sex and race and Hispanic origin","4","4.211","Female: Not Hispanic or Latino: White only","2003-2006","4","6-11 years","0.2","14.4","2.1",
"Obesity among children and adolescents aged 2-19 years","6-11 years","3","Percent of population, crude","1","Sex and race and Hispanic origin","4","4.211","Female: Not Hispanic or Latino: White only","2005-2008","5","6-11 years","0.2","14.5","2.5",
"Obesity among children and adolescents aged 2-19 years","6-11 years","3","Percent of population, crude","1","Sex and race and Hispanic origin","4","4.211","Female: Not Hispanic or Latino: White only","2007-2010","6","6-11 years","0.2","14","1.8",
"Obesity among children and adolescents aged 2-19 years","6-11 years","3","Percent of population, crude","1","Sex and race and Hispanic origin","4","4.211","Female: Not Hispanic or Latino: White only","2009-2012","7","6-11 years","0.2","14.2","2.2",
"Obesity among children and adolescents aged 2-19 years","6-11 years","3","Percent of population, crude","1","Sex and race and Hispanic origin","4","4.211","Female: Not Hispanic or Latino: White only","2011-2014","8","6-11 years","0.2","14.4","2.7",
"Obesity among children and adolescents aged 2-19 years","6-11 years","3","Percent of population, crude","1","Sex and race and Hispanic origin","4","4.211","Female: Not Hispanic or Latino: White only","2013-2016","9","6-11 years","0.2","10.4","1.9",
"Obesity among children and adolescents aged 2-19 years","6-11 years","3","Percent of population, crude","1","Sex and race and Hispanic origin","4","4.211","Female: Not Hispanic or Latino: White only","2015-2018","10","6-11 years","0.2","12.6","2",
"Obesity among children and adolescents aged 2-19 years","6-11 years","3","Percent of population, crude","1","Sex and race and Hispanic origin","4","4.213","Female: Not Hispanic or Latino: Asian only","1988-1994","1","6-11 years","0.2",,,"-"
