"indicator","unit","unit_num","stub_name","stub_name_num","stub_label","stub_label_num","year","year_num","age","age_num","estimate","se","flag"
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Age","1","55-64 years","1.42","2000","8","55-64 years","3.22","4.9","0.3",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Sex","2","Male","2.1","2000","8","Under 65 years","4","8.2","0.2",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Sex","2","Female","2.2","2000","8","Under 65 years","4","10.8","0.3",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Sex and marital status (14-64 years)","3","Male: Married","3.1","2000","8","14-64 years","2.2","2.2","0.1",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Sex and marital status (14-64 years)","3","Male: Divorced, separated, widowed","3.2","2000","8","14-64 years","2.2","6.1","0.5",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Sex and marital status (14-64 years)","3","Male: Never married","3.3","2000","8","14-64 years","2.2","7.2","0.3",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Sex and marital status (14-64 years)","3","Female: Married","3.4","2000","8","14-64 years","2.2","3.1","0.2",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Sex and marital status (14-64 years)","3","Female: Divorced, separated, widowed","3.5","2000","8","14-64 years","2.2","12.7","0.5",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Sex and marital status (14-64 years)","3","Female: Never married","3.6","2000","8","14-64 years","2.2","13.2","0.4",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Race","4","White only","4.1","2000","8","Under 65 years","4","7.1","0.2",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Race","4","Black or African American only","4.2","2000","8","Under 65 years","4","21.2","0.8",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Race","4","American Indian or Alaska Native only","4.3","2000","8","Under 65 years","4","15.1","2.7",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Race","4","Asian only","4.4","2000","8","Under 65 years","4","7.5","1.1",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Race","4","Native Hawaiian or Other Pacific Islander only","4.5","2000","8","Under 65 years","4",,,"*"
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Race","4","2 or more races","4.6","2000","8","Under 65 years","4","19.1","2",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Hispanic origin and race","5","Hispanic or Latino: All races","5.1","2000","8","Under 65 years","4","15.5","0.5",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Hispanic origin and race","5","Hispanic or Latino: Mexican: All races","5.11","2000","8","Under 65 years","4","14","0.6",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Hispanic origin and race","5","Hispanic or Latino: Puerto Rican: All races","5.12","2000","8","Under 65 years","4","29.4","2.1",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Hispanic origin and race","5","Hispanic or Latino: Cuban: All races","5.13","2000","8","Under 65 years","4","9.2","1.3",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Hispanic origin and race","5","Hispanic or Latino: Other: All races","5.14","2000","8","Under 65 years","4","14.5","1",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Hispanic origin and race","5","Not Hispanic or Latino: All races","5.2","2000","8","Under 65 years","4","8.5","0.2",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Hispanic origin and race","5","Not Hispanic or Latino: Black or African American only","5.21","2000","8","Under 65 years","4","21","0.8",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Hispanic origin and race","5","Not Hispanic or Latino: White only","5.22","2000","8","Under 65 years","4","6.1","0.2",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Age and percent of poverty level","6","Under 65 years: Below 100%","6.11","2000","8","Under 65 years","4","38.4","0.9",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Age and percent of poverty level","6","Under 65 years: 100%-199%","6.12","2000","8","Under 65 years","4","16.2","0.6",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Age and percent of poverty level","6","Under 65 years: 100%-133%","6.121","2000","8","Under 65 years","4","22.4","1.3",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Age and percent of poverty level","6","Under 65 years: 134%-199%","6.122","2000","8","Under 65 years","4","13.1","0.6",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Age and percent of poverty level","6","Under 65 years: 200%-399%","6.13","2000","8","Under 65 years","4","4","0.2",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Age and percent of poverty level","6","Under 65 years: 400% or more","6.14","2000","8","Under 65 years","4","0.9","0.1",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Age and percent of poverty level","6","Under 19 years: Below 100%","6.21","2000","8","Under 19 years","1","56.9","1.2",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Age and percent of poverty level","6","Under 19 years: 100%-199%","6.22","2000","8","Under 19 years","1","27.8","1.1",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Age and percent of poverty level","6","Under 19 years: 100%-133%","6.221","2000","8","Under 19 years","1","36.4","2.2",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Age and percent of poverty level","6","Under 19 years: 134%-199%","6.222","2000","8","Under 19 years","1","23.3","1.1",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Age and percent of poverty level","6","Under 19 years: 200%-399%","6.23","2000","8","Under 19 years","1","7.6","0.4",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Age and percent of poverty level","6","Under 19 years: 400% or more","6.24","2000","8","Under 19 years","1","2.1","0.3",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Age and percent of poverty level","6","Under 18 years: Below 100%","6.31","2000","8","Under 18 years","2","58.5","1.2",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Age and percent of poverty level","6","Under 18 years: 100%-199%","6.32","2000","8","Under 18 years","2","28.4","1.1",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Age and percent of poverty level","6","Under 18 years: 100%-133%","6.321","2000","8","Under 18 years","2","36.9","2.2",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Age and percent of poverty level","6","Under 18 years: 134%-199%","6.322","2000","8","Under 18 years","2","23.8","1.1",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Age and percent of poverty level","6","Under 18 years: 200%-399%","6.33","2000","8","Under 18 years","2","7.6","0.5",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Age and percent of poverty level","6","Under 18 years: 400% or more","6.34","2000","8","Under 18 years","2","2.2","0.3",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Age and percent of poverty level","6","18-64 years: Below 100%","6.41","2000","8","18-64 years","3","24.9","0.8",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Age and percent of poverty level","6","18-64 years: 100%-199%","6.42","2000","8","18-64 years","3","9.1","0.4",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Age and percent of poverty level","6","18-64 years: 100%-133%","6.421","2000","8","18-64 years","3","13.2","0.9",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Age and percent of poverty level","6","18-64 years: 134%-199%","6.422","2000","8","18-64 years","3","7.2","0.4",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Age and percent of poverty level","6","18-64 years: 200%-399%","6.43","2000","8","18-64 years","3","2.4","0.2",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Age and percent of poverty level","6","18-64 years: 400% or more","6.44","2000","8","18-64 years","3","0.6","0.1",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Level of difficulty (18-64 years)","7","A lot of difficulty or cannot do at all","7.1","2000","8","18-64 years","3",,,"---"
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Level of difficulty (18-64 years)","7","No difficulty","7.2","2000","8","18-64 years","3",,,"---"
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Level of difficulty (18-64 years)","7","Some difficulty","7.3","2000","8","18-64 years","3",,,"---"
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Geographic region","8","Northeast","8.1","2000","8","Under 65 years","4","10.6","0.5",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Geographic region","8","Midwest","8.2","2000","8","Under 65 years","4","8","0.4",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Geographic region","8","South","8.3","2000","8","Under 65 years","4","9.4","0.3",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Geographic region","8","West","8.4","2000","8","Under 65 years","4","10.4","0.5",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Location of residence","9","Within MSA","9.1","2000","8","Under 65 years","4","8.9","0.2",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Location of residence","9","Outside MSA","9.2","2000","8","Under 65 years","4","11.9","0.6",
"Medicaid coverage among persons under age 65 no additional information","Number in millions","1","Total","0","Under 65 years","0.1","2001","9","Under 65 years","4","25.5",,"---"
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Total","0","Under 65 years","0.1","2001","9","Under 65 years","4","10.4","0.2",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Age","1","Under 19 years","1.1","2001","9","Under 19 years","1","21","0.4",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Age","1","Under 6 years","1.11","2001","9","Under 6 years","1.1","26.2","0.7",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Age","1","6-18 years","1.12","2001","9","6-18 years","1.2","18.6","0.5",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Age","1","Under 18 years","1.2","2001","9","Under 18 years","2","21.5","0.5",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Age","1","6-17 years","1.21","2001","9","6-17 years","2.1","19.2","0.5",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Age","1","18-64 years","1.3","2001","9","18-64 years","3","5.7","0.1",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Age","1","18-44 years","1.31","2001","9","18-44 years","3.1","6.3","0.2",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Age","1","18-24 years","1.311","2001","9","18-24 years","3.11","8.4","0.3",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Age","1","19-25 years","1.312","2001","9","19-25 years","3.12","7.7","0.3",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Age","1","25-34 years","1.313","2001","9","25-34 years","3.13","6.2","0.2",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Age","1","35-44 years","1.314","2001","9","35-44 years","3.14","5.1","0.2",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Age","1","45-64 years","1.4","2001","9","45-64 years","3.2","4.7","0.2",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Age","1","45-54 years","1.41","2001","9","45-54 years","3.21","4.4","0.2",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Age","1","55-64 years","1.42","2001","9","55-64 years","3.22","5.2","0.3",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Sex","2","Male","2.1","2001","9","Under 65 years","4","9.1","0.2",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Sex","2","Female","2.2","2001","9","Under 65 years","4","11.6","0.2",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Sex and marital status (14-64 years)","3","Male: Married","3.1","2001","9","14-64 years","2.2","2.4","0.1",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Sex and marital status (14-64 years)","3","Male: Divorced, separated, widowed","3.2","2001","9","14-64 years","2.2","6.1","0.5",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Sex and marital status (14-64 years)","3","Male: Never married","3.3","2001","9","14-64 years","2.2","8.4","0.3",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Sex and marital status (14-64 years)","3","Female: Married","3.4","2001","9","14-64 years","2.2","3.4","0.2",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Sex and marital status (14-64 years)","3","Female: Divorced, separated, widowed","3.5","2001","9","14-64 years","2.2","13.9","0.5",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Sex and marital status (14-64 years)","3","Female: Never married","3.6","2001","9","14-64 years","2.2","14","0.4",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Race","4","White only","4.1","2001","9","Under 65 years","4","8","0.2",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Race","4","Black or African American only","4.2","2001","9","Under 65 years","4","22.1","0.8",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Race","4","American Indian or Alaska Native only","4.3","2001","9","Under 65 years","4","16.2","3",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Race","4","Asian only","4.4","2001","9","Under 65 years","4","8.4","1",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Race","4","Native Hawaiian or Other Pacific Islander only","4.5","2001","9","Under 65 years","4",,,"*"
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Race","4","2 or more races","4.6","2001","9","Under 65 years","4","17.5","1.4",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Hispanic origin and race","5","Hispanic or Latino: All races","5.1","2001","9","Under 65 years","4","17.5","0.5",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Hispanic origin and race","5","Hispanic or Latino: Mexican: All races","5.11","2001","9","Under 65 years","4","16.6","0.6",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Hispanic origin and race","5","Hispanic or Latino: Puerto Rican: All races","5.12","2001","9","Under 65 years","4","30.3","2",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Hispanic origin and race","5","Hispanic or Latino: Cuban: All races","5.13","2001","9","Under 65 years","4","11.1","1.8",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Hispanic origin and race","5","Hispanic or Latino: Other: All races","5.14","2001","9","Under 65 years","4","15.6","0.9",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Hispanic origin and race","5","Not Hispanic or Latino: All races","5.2","2001","9","Under 65 years","4","9.2","0.2",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Hispanic origin and race","5","Not Hispanic or Latino: Black or African American only","5.21","2001","9","Under 65 years","4","22","0.8",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Hispanic origin and race","5","Not Hispanic or Latino: White only","5.22","2001","9","Under 65 years","4","6.7","0.2",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Age and percent of poverty level","6","Under 65 years: Below 100%","6.11","2001","9","Under 65 years","4","40","1",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Age and percent of poverty level","6","Under 65 years: 100%-199%","6.12","2001","9","Under 65 years","4","18.8","0.6",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Age and percent of poverty level","6","Under 65 years: 100%-133%","6.121","2001","9","Under 65 years","4","25.9","1.2",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Age and percent of poverty level","6","Under 65 years: 134%-199%","6.122","2001","9","Under 65 years","4","15.3","0.6",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Age and percent of poverty level","6","Under 65 years: 200%-399%","6.13","2001","9","Under 65 years","4","4.5","0.2",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Age and percent of poverty level","6","Under 65 years: 400% or more","6.14","2001","9","Under 65 years","4","1","0.1",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Age and percent of poverty level","6","Under 19 years: Below 100%","6.21","2001","9","Under 19 years","1","59.4","1.3",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Age and percent of poverty level","6","Under 19 years: 100%-199%","6.22","2001","9","Under 19 years","1","32.1","1",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Age and percent of poverty level","6","Under 19 years: 100%-133%","6.221","2001","9","Under 19 years","1","41","1.9",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Age and percent of poverty level","6","Under 19 years: 134%-199%","6.222","2001","9","Under 19 years","1","27.5","1.2",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Age and percent of poverty level","6","Under 19 years: 200%-399%","6.23","2001","9","Under 19 years","1","8.9","0.5",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Age and percent of poverty level","6","Under 19 years: 400% or more","6.24","2001","9","Under 19 years","1","2.2","0.3",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Age and percent of poverty level","6","Under 18 years: Below 100%","6.31","2001","9","Under 18 years","2","61.5","1.4",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Age and percent of poverty level","6","Under 18 years: 100%-199%","6.32","2001","9","Under 18 years","2","32.7","1.1",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Age and percent of poverty level","6","Under 18 years: 100%-133%","6.321","2001","9","Under 18 years","2","41.9","1.9",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Age and percent of poverty level","6","Under 18 years: 134%-199%","6.322","2001","9","Under 18 years","2","28","1.2",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Age and percent of poverty level","6","Under 18 years: 200%-399%","6.33","2001","9","Under 18 years","2","9","0.5",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Age and percent of poverty level","6","Under 18 years: 400% or more","6.34","2001","9","Under 18 years","2","2.2","0.3",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Age and percent of poverty level","6","18-64 years: Below 100%","6.41","2001","9","18-64 years","3","25.7","0.9",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Age and percent of poverty level","6","18-64 years: 100%-199%","6.42","2001","9","18-64 years","3","11","0.5",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Age and percent of poverty level","6","18-64 years: 100%-133%","6.421","2001","9","18-64 years","3","16.6","1",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Age and percent of poverty level","6","18-64 years: 134%-199%","6.422","2001","9","18-64 years","3","8.4","0.5",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Age and percent of poverty level","6","18-64 years: 200%-399%","6.43","2001","9","18-64 years","3","2.6","0.1",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Age and percent of poverty level","6","18-64 years: 400% or more","6.44","2001","9","18-64 years","3","0.7","0.1",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Level of difficulty (18-64 years)","7","A lot of difficulty or cannot do at all","7.1","2001","9","18-64 years","3",,,"---"
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Level of difficulty (18-64 years)","7","No difficulty","7.2","2001","9","18-64 years","3",,,"---"
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Level of difficulty (18-64 years)","7","Some difficulty","7.3","2001","9","18-64 years","3",,,"---"
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Geographic region","8","Northeast","8.1","2001","9","Under 65 years","4","10.8","0.5",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Geographic region","8","Midwest","8.2","2001","9","Under 65 years","4","8.9","0.4",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Geographic region","8","South","8.3","2001","9","Under 65 years","4","10.7","0.3",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Geographic region","8","West","8.4","2001","9","Under 65 years","4","11","0.5",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Location of residence","9","Within MSA","9.1","2001","9","Under 65 years","4","9.9","0.2",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Location of residence","9","Outside MSA","9.2","2001","9","Under 65 years","4","12.4","0.5",
"Medicaid coverage among persons under age 65 no additional information","Number in millions","1","Total","0","Under 65 years","0.1","2002","10","Under 65 years","4","29.4",,"---"
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Total","0","Under 65 years","0.1","2002","10","Under 65 years","4","11.8","0.2",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Age","1","Under 19 years","1.1","2002","10","Under 19 years","1","24.3","0.5",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Age","1","Under 6 years","1.11","2002","10","Under 6 years","1.1","30","0.7",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Age","1","6-18 years","1.12","2002","10","6-18 years","1.2","21.7","0.5",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Age","1","Under 18 years","1.2","2002","10","Under 18 years","2","24.8","0.5",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Age","1","6-17 years","1.21","2002","10","6-17 years","2.1","22.3","0.5",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Age","1","18-64 years","1.3","2002","10","18-64 years","3","6.5","0.2",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Age","1","18-44 years","1.31","2002","10","18-44 years","3.1","7.1","0.2",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Age","1","18-24 years","1.311","2002","10","18-24 years","3.11","9.9","0.4",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Age","1","19-25 years","1.312","2002","10","19-25 years","3.12","9","0.4",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Age","1","25-34 years","1.313","2002","10","25-34 years","3.13","6.6","0.3",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Age","1","35-44 years","1.314","2002","10","35-44 years","3.14","5.9","0.2",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Age","1","45-64 years","1.4","2002","10","45-64 years","3.2","5.3","0.2",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Age","1","45-54 years","1.41","2002","10","45-54 years","3.21","5.1","0.2",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Age","1","55-64 years","1.42","2002","10","55-64 years","3.22","5.8","0.3",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Sex","2","Male","2.1","2002","10","Under 65 years","4","10.6","0.2",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Sex","2","Female","2.2","2002","10","Under 65 years","4","13","0.3",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Sex and marital status (14-64 years)","3","Male: Married","3.1","2002","10","14-64 years","2.2","2.9","0.1",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Sex and marital status (14-64 years)","3","Male: Divorced, separated, widowed","3.2","2002","10","14-64 years","2.2","6.9","0.5",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Sex and marital status (14-64 years)","3","Male: Never married","3.3","2002","10","14-64 years","2.2","9.6","0.4",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Sex and marital status (14-64 years)","3","Female: Married","3.4","2002","10","14-64 years","2.2","4.1","0.2",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Sex and marital status (14-64 years)","3","Female: Divorced, separated, widowed","3.5","2002","10","14-64 years","2.2","15.8","0.6",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Sex and marital status (14-64 years)","3","Female: Never married","3.6","2002","10","14-64 years","2.2","15.3","0.5",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Race","4","White only","4.1","2002","10","Under 65 years","4","9.3","0.2",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Race","4","Black or African American only","4.2","2002","10","Under 65 years","4","23.2","0.8",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Race","4","American Indian or Alaska Native only","4.3","2002","10","Under 65 years","4","21.1","3.5",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Race","4","Asian only","4.4","2002","10","Under 65 years","4","9.8","1.2",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Race","4","Native Hawaiian or Other Pacific Islander only","4.5","2002","10","Under 65 years","4",,,"*"
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Race","4","2 or more races","4.6","2002","10","Under 65 years","4","21.6","1.5",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Hispanic origin and race","5","Hispanic or Latino: All races","5.1","2002","10","Under 65 years","4","20.8","0.6",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Hispanic origin and race","5","Hispanic or Latino: Mexican: All races","5.11","2002","10","Under 65 years","4","20.2","0.7",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Hispanic origin and race","5","Hispanic or Latino: Puerto Rican: All races","5.12","2002","10","Under 65 years","4","29","2.1",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Hispanic origin and race","5","Hispanic or Latino: Cuban: All races","5.13","2002","10","Under 65 years","4","14.9","2.2",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Hispanic origin and race","5","Hispanic or Latino: Other: All races","5.14","2002","10","Under 65 years","4","19.6","1.1",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Hispanic origin and race","5","Not Hispanic or Latino: All races","5.2","2002","10","Under 65 years","4","10.3","0.3",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Hispanic origin and race","5","Not Hispanic or Latino: Black or African American only","5.21","2002","10","Under 65 years","4","23.2","0.8",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Hispanic origin and race","5","Not Hispanic or Latino: White only","5.22","2002","10","Under 65 years","4","7.7","0.2",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Age and percent of poverty level","6","Under 65 years: Below 100%","6.11","2002","10","Under 65 years","4","42.8","1",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Age and percent of poverty level","6","Under 65 years: 100%-199%","6.12","2002","10","Under 65 years","4","22","0.7",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Age and percent of poverty level","6","Under 65 years: 100%-133%","6.121","2002","10","Under 65 years","4","29.5","1.2",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Age and percent of poverty level","6","Under 65 years: 134%-199%","6.122","2002","10","Under 65 years","4","18","0.7",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Age and percent of poverty level","6","Under 65 years: 200%-399%","6.13","2002","10","Under 65 years","4","5.6","0.3",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Age and percent of poverty level","6","Under 65 years: 400% or more","6.14","2002","10","Under 65 years","4","1.1","0.1",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Age and percent of poverty level","6","Under 19 years: Below 100%","6.21","2002","10","Under 19 years","1","64.6","1.2",
