"gender","ethnicity","eeo4_description","eeop_job_group_description","department","eeo_function","age","employment_status"
"Male","Hispanic/Latino","Protective Service Workers","Protective Services - Sworn","PROBATION","Corrections","20 - 29","Unclassified Extra Help"
"Female","White","Protective Service Workers","Protective Services - Sworn","PROBATION","Corrections","20 - 29","Classified Probationary"
"Male","Asian","Professionals","Officials and Adminstrators","PROBATION","Corrections","20 - 29","Classified Probationary"
"Female","Not Applicable","Professionals","Professionals","PROBATION","Corrections","20 - 29","Unclassified Extra Help"
"Female","Not Applicable","Administrative Support","Administrative Support","PUBLIC DEFENDER","Financial Administration","20 - 29","Classified Probationary"
"Male","Not Applicable","Paraprofessionals","Administrative Support","PUBLIC DEFENDER","Financial Administration","20 - 29","Classified  Permanent"
"Male","Not Applicable","Professionals","Professionals","PUBLIC DEFENDER","Financial Administration","20 - 29","Classified Probationary"
"Female","Hispanic/Latino","Administrative Support","Administrative Support","PUBLIC HEALTH","Health","20 - 29","Classified Probationary"
"Male","Asian","Paraprofessionals","Administrative Support","PUBLIC HEALTH","Health","20 - 29","Unclassified Extra Help"
"Female","Hispanic/Latino","Paraprofessionals","Administrative Support","PUBLIC HEALTH","Health","20 - 29","Classified Probationary"
"Female","Black/African American","Professionals","Professionals","PUBLIC HEALTH","Health","20 - 29","Classified Probationary"
"Male","Not Applicable","Administrative Support","Administrative Support","REGISTRAR OF VOTERS","Other","20 - 29","Unclassified Extra Help"
"Female","Not Applicable","Administrative Support","Administrative Support","REGISTRAR OF VOTERS","Other","20 - 29","Unclassified Extra Help"
"Female","Not Applicable","Administrative Support","Administrative Support","REGISTRAR OF VOTERS","Other","20 - 29","Unclassified Extra Help"
"Male","Not Applicable","Administrative Support","Administrative Support","REGISTRAR OF VOTERS","Other","20 - 29","Unclassified Extra Help"
"Female","Not Applicable","Administrative Support","Administrative Support","REGISTRAR OF VOTERS","Other","20 - 29","Classified Probationary"
"Male","White","Service Maintenance","Skilled Craft","ROADS AND AIRPORTS","Streets and Highways","20 - 29","Classified Probationary"
"Male","Hispanic/Latino","Protective Service Workers","Protective Services-Non Sworn","SHERIFF SERVICES","Police Protection","20 - 29","Classified  Permanent"
"Male","Hispanic/Latino","Protective Service Workers","Protective Services - Sworn","SHERIFF SERVICES","Police Protection","20 - 29","Classified Probationary"
"Male","Asian","Protective Service Workers","Protective Services - Sworn","SHERIFF SERVICES","Police Protection","20 - 29","Classified Probationary"
"Male","White","Protective Service Workers","Protective Services-Non Sworn","SHERIFF SERVICES","Police Protection","20 - 29","Unclassified  Exempt"
"Male","White","Protective Service Workers","Protective Services-Non Sworn","SHERIFF SERVICES","Police Protection","20 - 29","Unclassified  Exempt"
"Female","Hispanic/Latino","Professionals","Professionals","SHERIFF SERVICES","Police Protection","20 - 29","Unclassified Extra Help"
"Male","Hispanic/Latino","Protective Service Workers","Protective Services - Sworn","SHERIFF-DOC CONTRACT","Corrections","20 - 29","Classified Probationary"
"Female","Hispanic/Latino","Protective Service Workers","Protective Services - Sworn","SHERIFF-DOC CONTRACT","Corrections","20 - 29","Classified Probationary"
"Male","Hispanic/Latino","Protective Service Workers","Protective Services - Sworn","SHERIFF-DOC CONTRACT","Corrections","20 - 29","Classified Probationary"
"Male","Hispanic/Latino","Protective Service Workers","Protective Services - Sworn","SHERIFF-DOC CONTRACT","Corrections","20 - 29","Classified Probationary"
"Male","Hispanic/Latino","Protective Service Workers","Protective Services - Sworn","SHERIFF-DOC CONTRACT","Corrections","20 - 29","Classified Probationary"
"Male","Hispanic/Latino","Protective Service Workers","Protective Services - Sworn","SHERIFF-DOC CONTRACT","Corrections","20 - 29","Classified Probationary"
"Female","Hispanic/Latino","Protective Service Workers","Protective Services - Sworn","SHERIFF-DOC CONTRACT","Corrections","20 - 29","Classified  Permanent"
"Male","Hispanic/Latino","Protective Service Workers","Protective Services - Sworn","SHERIFF-DOC CONTRACT","Corrections","20 - 29","Classified  Permanent"
"Male","White","Protective Service Workers","Protective Services - Sworn","SHERIFF-DOC CONTRACT","Corrections","20 - 29","Classified  Permanent"
"Female","Two or More Races","Protective Service Workers","Protective Services - Sworn","SHERIFF-DOC CONTRACT","Corrections","20 - 29","Classified  Permanent"
"Male","Two or More Races","Protective Service Workers","Protective Services - Sworn","SHERIFF-DOC CONTRACT","Corrections","20 - 29","Classified Probationary"
"Female","Hispanic/Latino","Protective Service Workers","Protective Services - Sworn","SHERIFF-DOC CONTRACT","Corrections","20 - 29","Classified Probationary"
"Male","Two or More Races","Protective Service Workers","Protective Services - Sworn","SHERIFF-DOC CONTRACT","Corrections","20 - 29","Classified Probationary"
"Male","Two or More Races","Protective Service Workers","Protective Services - Sworn","SHERIFF-DOC CONTRACT","Corrections","20 - 29","Classified  Permanent"
"Female","Hispanic/Latino","Protective Service Workers","Protective Services - Sworn","SHERIFF-DOC CONTRACT","Corrections","20 - 29","Classified  Permanent"
"Female","Hispanic/Latino","Protective Service Workers","Protective Services - Sworn","SHERIFF-DOC CONTRACT","Corrections","20 - 29","Classified Probationary"
"Male","Hispanic/Latino","Protective Service Workers","Protective Services - Sworn","SHERIFF-DOC CONTRACT","Corrections","20 - 29","Classified Probationary"
"Female","Hispanic/Latino","Protective Service Workers","Protective Services - Sworn","SHERIFF-DOC CONTRACT","Corrections","20 - 29","Classified Probationary"
"Female","Hispanic/Latino","Protective Service Workers","Protective Services - Sworn","SHERIFF-DOC CONTRACT","Corrections","20 - 29","Classified Probationary"
"Female","Hispanic/Latino","Protective Service Workers","Protective Services - Sworn","SHERIFF-DOC CONTRACT","Corrections","20 - 29","Classified Probationary"
"Female","Hispanic/Latino","Administrative Support","Administrative Support","SOCIAL SERVICES AGENCY","Public Welfare","20 - 29","Classified Probationary"
"Female","Two or More Races","Administrative Support","Administrative Support","SOCIAL SERVICES AGENCY","Public Welfare","20 - 29","Classified  Permanent"
"Female","Hispanic/Latino","Administrative Support","Administrative Support","SOCIAL SERVICES AGENCY","Public Welfare","20 - 29","Classified Probationary"
"Female","White","Administrative Support","Administrative Support","SOCIAL SERVICES AGENCY","Public Welfare","20 - 29","Classified  Permanent"
"Male","Hispanic/Latino","Administrative Support","Administrative Support","SOCIAL SERVICES AGENCY","Public Welfare","20 - 29","Classified  Permanent"
"Female","Not Applicable","Administrative Support","Administrative Support","SOCIAL SERVICES AGENCY","Public Welfare","20 - 29","Classified  Permanent"
"Female","Not Applicable","Administrative Support","Administrative Support","SOCIAL SERVICES AGENCY","Public Welfare","20 - 29","Classified Probationary"
"Female","Two or More Races","Administrative Support","Administrative Support","SOCIAL SERVICES AGENCY","Public Welfare","20 - 29","Classified Probationary"
"Male","Hispanic/Latino","Administrative Support","Administrative Support","SOCIAL SERVICES AGENCY","Public Welfare","20 - 29","Classified Probationary"
"Female","Hispanic/Latino","Administrative Support","Administrative Support","SOCIAL SERVICES AGENCY","Public Welfare","20 - 29","Classified Probationary"
"Female","Asian","Administrative Support","Administrative Support","SOCIAL SERVICES AGENCY","Public Welfare","20 - 29","Classified Probationary"
"Female","Not Applicable","Administrative Support","Administrative Support","SOCIAL SERVICES AGENCY","Public Welfare","20 - 29","Classified Probationary"
"Male","Native Hawaiian/Oth Pac Island","Paraprofessionals","Administrative Support","SOCIAL SERVICES AGENCY","Public Welfare","20 - 29","Classified Probationary"
"Male","Asian","Professionals","Officials and Adminstrators","SOCIAL SERVICES AGENCY","Public Welfare","20 - 29","Classified  Permanent"
"Female","Hispanic/Latino","Professionals","Professionals","SOCIAL SERVICES AGENCY","Public Welfare","20 - 29","Classified Probationary"
"Female","Hispanic/Latino","Professionals","Professionals","SOCIAL SERVICES AGENCY","Public Welfare","20 - 29","Unclassified  Benefits"
"Female","Hispanic/Latino","Professionals","Professionals","SOCIAL SERVICES AGENCY","Public Welfare","20 - 29","Classified Probationary"
"Female","Hispanic/Latino","Professionals","Professionals","SOCIAL SERVICES AGENCY","Public Welfare","20 - 29","Classified Probationary"
"Male","Hispanic/Latino","Professionals","Professionals","SOCIAL SERVICES AGENCY","Public Welfare","20 - 29","Unclassified  Benefits"
"Male","Hispanic/Latino","No EEO-4 Reporting","Professionals","BOARD OF SUPERVISORS","Financial Administration","20 - 29","Unclassified  Benefits"
"Male","Not Applicable","No EEO-4 Reporting","Professionals","BOARD OF SUPERVISORS","Financial Administration","20 - 29","Unclassified  Benefits"
"Female","Hispanic/Latino","Technicians","Technicians","VALLEY HEALTH PLAN","Health","20 - 29","Classified Provisional"
"Female","Hispanic/Latino","Administrative Support","Administrative Support","SANTA CLARA VALLEY MEDICAL CENTER","Hospitals & Sanatoriums","20 - 29","Classified  Permanent"
"Male","Asian","Administrative Support","Administrative Support","SANTA CLARA VALLEY MEDICAL CENTER","Hospitals & Sanatoriums","20 - 29","Unclassified Extra Help"
"Female","Not Applicable","Administrative Support","Administrative Support","SANTA CLARA VALLEY MEDICAL CENTER","Hospitals & Sanatoriums","20 - 29","Classified  Permanent"
"Female","Hispanic/Latino","Administrative Support","Administrative Support","SANTA CLARA VALLEY MEDICAL CENTER","Hospitals & Sanatoriums","20 - 29","Classified  Permanent"
"Female","Hispanic/Latino","Administrative Support","Administrative Support","SANTA CLARA VALLEY MEDICAL CENTER","Hospitals & Sanatoriums","20 - 29","Classified  Permanent"
"Female","Hispanic/Latino","Administrative Support","Administrative Support","SANTA CLARA VALLEY MEDICAL CENTER","Hospitals & Sanatoriums","20 - 29","Classified  Permanent"
"Female","Asian","Administrative Support","Administrative Support","SANTA CLARA VALLEY MEDICAL CENTER","Hospitals & Sanatoriums","20 - 29","Classified  Permanent"
"Male","Asian","Administrative Support","Administrative Support","SANTA CLARA VALLEY MEDICAL CENTER","Hospitals & Sanatoriums","20 - 29","Classified  Permanent"
"Female","Asian","Administrative Support","Administrative Support","SANTA CLARA VALLEY MEDICAL CENTER","Hospitals & Sanatoriums","20 - 29","Classified  Permanent"
"Female","Hispanic/Latino","Administrative Support","Administrative Support","SANTA CLARA VALLEY MEDICAL CENTER","Hospitals & Sanatoriums","20 - 29","Classified  Permanent"
"Male","Asian","Administrative Support","Administrative Support","SANTA CLARA VALLEY MEDICAL CENTER","Hospitals & Sanatoriums","20 - 29","Classified  Permanent"
"Female","Two or More Races","Administrative Support","Administrative Support","SANTA CLARA VALLEY MEDICAL CENTER","Hospitals & Sanatoriums","20 - 29","Classified  Permanent"
"Female","Hispanic/Latino","Administrative Support","Administrative Support","SANTA CLARA VALLEY MEDICAL CENTER","Hospitals & Sanatoriums","20 - 29","Classified  Permanent"
"Female","Asian","Administrative Support","Administrative Support","SANTA CLARA VALLEY MEDICAL CENTER","Hospitals & Sanatoriums","20 - 29","Unclassified Extra Help"
"Female","Asian","Administrative Support","Administrative Support","SANTA CLARA VALLEY MEDICAL CENTER","Hospitals & Sanatoriums","20 - 29","Unclassified Extra Help"
"Male","White","Service Maintenance","Service Maintenance","SANTA CLARA VALLEY MEDICAL CENTER","Hospitals & Sanatoriums","20 - 29","Classified  Permanent"
"Male","Hispanic/Latino","Service Maintenance","Service Maintenance","SANTA CLARA VALLEY MEDICAL CENTER","Hospitals & Sanatoriums","20 - 29","Classified  Permanent"
"Female","Hispanic/Latino","Service Maintenance","Service Maintenance","SANTA CLARA VALLEY MEDICAL CENTER","Hospitals & Sanatoriums","20 - 29","Classified  Permanent"
"Male","Asian","Service Maintenance","Administrative Support","SANTA CLARA VALLEY MEDICAL CENTER","Hospitals & Sanatoriums","20 - 29","Unclassified Extra Help"
"Male","Hispanic/Latino","Service Maintenance","Service Maintenance","SANTA CLARA VALLEY MEDICAL CENTER","Hospitals & Sanatoriums","20 - 29","Classified Probationary"
"Male","Not Applicable","Service Maintenance","Service Maintenance","SANTA CLARA VALLEY MEDICAL CENTER","Hospitals & Sanatoriums","20 - 29","Classified Temp Provisional"
"Female","Asian","Paraprofessionals","Administrative Support","SANTA CLARA VALLEY MEDICAL CENTER","Hospitals & Sanatoriums","20 - 29","Unclassified Extra Help"
"Male","White","Paraprofessionals","Administrative Support","SANTA CLARA VALLEY MEDICAL CENTER","Hospitals & Sanatoriums","20 - 29","Unclassified Extra Help"
"Male","Hispanic/Latino","Paraprofessionals","Technicians","SANTA CLARA VALLEY MEDICAL CENTER","Hospitals & Sanatoriums","20 - 29","Unclassified Extra Help"
"Male","Asian","Paraprofessionals","Technicians","SANTA CLARA VALLEY MEDICAL CENTER","Hospitals & Sanatoriums","20 - 29","Unclassified Extra Help"
"Male","Asian","Paraprofessionals","Technicians","SANTA CLARA VALLEY MEDICAL CENTER","Hospitals & Sanatoriums","20 - 29","Unclassified Extra Help"
"Female","Asian","Paraprofessionals","Technicians","SANTA CLARA VALLEY MEDICAL CENTER","Hospitals & Sanatoriums","20 - 29","Classified  Permanent"
"Female","Asian","Paraprofessionals","Technicians","SANTA CLARA VALLEY MEDICAL CENTER","Hospitals & Sanatoriums","20 - 29","Classified  Permanent"
"Female","Not Applicable","Paraprofessionals","Technicians","SANTA CLARA VALLEY MEDICAL CENTER","Hospitals & Sanatoriums","20 - 29","Unclassified Extra Help"
"Female","Hispanic/Latino","Paraprofessionals","Technicians","SANTA CLARA VALLEY MEDICAL CENTER","Hospitals & Sanatoriums","20 - 29","Classified Probationary"
"Female","Asian","Paraprofessionals","Technicians","SANTA CLARA VALLEY MEDICAL CENTER","Hospitals & Sanatoriums","20 - 29","Classified  Permanent"
"Female","Asian","Paraprofessionals","Technicians","SANTA CLARA VALLEY MEDICAL CENTER","Hospitals & Sanatoriums","20 - 29","Unclassified Extra Help"
"Female","Not Applicable","Paraprofessionals","Technicians","SANTA CLARA VALLEY MEDICAL CENTER","Hospitals & Sanatoriums","20 - 29","Classified Probationary"
"Female","Hispanic/Latino","Paraprofessionals","Technicians","SANTA CLARA VALLEY MEDICAL CENTER","Hospitals & Sanatoriums","20 - 29","Unclassified Extra Help"
"Female","Asian","Paraprofessionals","Technicians","SANTA CLARA VALLEY MEDICAL CENTER","Hospitals & Sanatoriums","20 - 29","Classified Probationary"
"Male","Hispanic/Latino","Paraprofessionals","Technicians","SANTA CLARA VALLEY MEDICAL CENTER","Hospitals & Sanatoriums","20 - 29","Unclassified Extra Help"
"Female","Black/African American","Paraprofessionals","Technicians","SANTA CLARA VALLEY MEDICAL CENTER","Hospitals & Sanatoriums","20 - 29","Unclassified Extra Help"
"Female","Asian","Paraprofessionals","Technicians","SANTA CLARA VALLEY MEDICAL CENTER","Hospitals & Sanatoriums","20 - 29","Classified Probationary"
"Male","Hispanic/Latino","Protective Service Workers","Protective Services-Non Sworn","SANTA CLARA VALLEY MEDICAL CENTER","Hospitals & Sanatoriums","20 - 29","Unclassified Extra Help"
"Male","Hispanic/Latino","Protective Service Workers","Protective Services-Non Sworn","SANTA CLARA VALLEY MEDICAL CENTER","Hospitals & Sanatoriums","20 - 29","Classified  Permanent"
"Male","Hispanic/Latino","Protective Service Workers","Protective Services-Non Sworn","SANTA CLARA VALLEY MEDICAL CENTER","Hospitals & Sanatoriums","20 - 29","Classified  Permanent"
"Male","Asian","Technicians","Professionals","SANTA CLARA VALLEY MEDICAL CENTER","Hospitals & Sanatoriums","20 - 29","Unclassified Extra Help"
"Female","Asian","Technicians","Professionals","SANTA CLARA VALLEY MEDICAL CENTER","Hospitals & Sanatoriums","20 - 29","Unclassified Extra Help"
"Female","Asian","Technicians","Technicians","SANTA CLARA VALLEY MEDICAL CENTER","Hospitals & Sanatoriums","20 - 29","Unclassified Extra Help"
"Female","Hispanic/Latino","Technicians","Technicians","SANTA CLARA VALLEY MEDICAL CENTER","Hospitals & Sanatoriums","20 - 29","Classified  Permanent"
"Female","Asian","Technicians","Technicians","SANTA CLARA VALLEY MEDICAL CENTER","Hospitals & Sanatoriums","20 - 29","Classified  Permanent"
"Female","Asian","Technicians","Technicians","SANTA CLARA VALLEY MEDICAL CENTER","Hospitals & Sanatoriums","20 - 29","Unclassified Extra Help"
"Female","Asian","Technicians","Service Maintenance","SANTA CLARA VALLEY MEDICAL CENTER","Hospitals & Sanatoriums","20 - 29","Unclassified Extra Help"
"Female","Asian","Technicians","Professionals","SANTA CLARA VALLEY MEDICAL CENTER","Hospitals & Sanatoriums","20 - 29","Unclassified Extra Help"
"Female","Asian","Technicians","Professionals","SANTA CLARA VALLEY MEDICAL CENTER","Hospitals & Sanatoriums","20 - 29","Unclassified Extra Help"
"Female","Asian","Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER","Hospitals & Sanatoriums","20 - 29","Unclassified Extra Help"
"Female","Asian","Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER","Hospitals & Sanatoriums","20 - 29","Classified  Permanent"
"Female","Asian","Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER","Hospitals & Sanatoriums","20 - 29","Classified  Permanent"
"Male","Not Applicable","Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER","Hospitals & Sanatoriums","20 - 29","Classified Probationary"
"Female","Asian","Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER","Hospitals & Sanatoriums","20 - 29","Unclassified Extra Help"
"Male","Not Applicable","Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER","Hospitals & Sanatoriums","20 - 29","Unclassified Extra Help"
"Female","Asian","Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER","Hospitals & Sanatoriums","20 - 29","Classified  Permanent"
"Male","Asian","Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER","Hospitals & Sanatoriums","20 - 29","Classified Probationary"
"Female","White","Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER","Hospitals & Sanatoriums","20 - 29","Unclassified Extra Help"
"Female","White","Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER","Hospitals & Sanatoriums","20 - 29","Classified  Permanent"
"Female","Asian","Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER","Hospitals & Sanatoriums","20 - 29","Classified Probationary"
"Female","Asian","Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER","Hospitals & Sanatoriums","20 - 29","Unclassified Extra Help"
"Female","Asian","Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER","Hospitals & Sanatoriums","20 - 29","Classified  Permanent"
"Female","Two or More Races","Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER","Hospitals & Sanatoriums","20 - 29","Unclassified Extra Help"
"Female","Asian","Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER","Hospitals & Sanatoriums","20 - 29","Classified Probationary"
"Female","Asian","Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER","Hospitals & Sanatoriums","20 - 29","Classified Probationary"
"Female","Not Applicable","Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER","Hospitals & Sanatoriums","20 - 29","Unclassified Extra Help"
"Female","Asian","Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER","Hospitals & Sanatoriums","20 - 29","Unclassified Extra Help"
"Female","Asian","Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER","Hospitals & Sanatoriums","20 - 29","Classified  Permanent"
"Female","Asian","Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER","Hospitals & Sanatoriums","20 - 29","Classified Probationary"
"Female","Asian","Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER","Hospitals & Sanatoriums","20 - 29","Unclassified Extra Help"
"Female","Asian","Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER","Hospitals & Sanatoriums","20 - 29","Unclassified Extra Help"
"Female","Black/African American","Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER","Hospitals & Sanatoriums","20 - 29","Unclassified Extra Help"
"Male","White","Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER","Hospitals & Sanatoriums","20 - 29","Unclassified Extra Help"
"Female","White","Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER","Hospitals & Sanatoriums","20 - 29","Unclassified Extra Help"
"Female","Hispanic/Latino","Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER","Hospitals & Sanatoriums","20 - 29","Unclassified Extra Help"
"Female","Asian","Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER","Hospitals & Sanatoriums","20 - 29","Classified Probationary"
"Female","White","Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER","Hospitals & Sanatoriums","20 - 29","Unclassified Extra Help"
"Female","Asian","Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER","Hospitals & Sanatoriums","20 - 29","Classified Probationary"
"Female","Asian","Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER","Hospitals & Sanatoriums","20 - 29","Classified Probationary"
"Male","Asian","Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER","Hospitals & Sanatoriums","20 - 29","Unclassified Extra Help"
"Male","White","Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER","Hospitals & Sanatoriums","20 - 29","Unclassified  Exempt"
"Female","Hispanic/Latino","Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER","Hospitals & Sanatoriums","20 - 29","Unclassified Extra Help"
"Female","White","Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER","Hospitals & Sanatoriums","20 - 29","Unclassified Extra Help"
"Male","Asian","Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER","Hospitals & Sanatoriums","20 - 29","Classified Probationary"
"Female","Hispanic/Latino","Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER","Hospitals & Sanatoriums","20 - 29","Classified Probationary"
"Female","Asian","Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER","Hospitals & Sanatoriums","20 - 29","Unclassified Extra Help"
"Male","Asian","Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER","Hospitals & Sanatoriums","20 - 29","Classified Probationary"
"Female","Asian","Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER","Hospitals & Sanatoriums","20 - 29","Classified Probationary"
"Female","Asian","Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER","Hospitals & Sanatoriums","20 - 29","Unclassified  Exempt"
"Female","Not Applicable","Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER","Hospitals & Sanatoriums","20 - 29","Unclassified Extra Help"
"Female","Asian","Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER","Hospitals & Sanatoriums","20 - 29","Classified Probationary"
"Female","White","Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER","Hospitals & Sanatoriums","20 - 29","Classified Probationary"
"Female","Asian","Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER","Hospitals & Sanatoriums","20 - 29","Classified Probationary"
"Male","Asian","Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER","Hospitals & Sanatoriums","20 - 29","Unclassified Extra Help"
"Female","Not Applicable","Service Maintenance","Service Maintenance","VECTOR CONTROL DISTRICT","Natural Resources","20 - 29","Classified Probationary"
"Male","Not Applicable","Administrative Support","Administrative Support","AGRICULTURE & ENVIRON MGMT","Natural Resources","20 - 29","Classified  Permanent"
"Female","White","Service Maintenance","Service Maintenance","AGRICULTURE & ENVIRON MGMT","Natural Resources","20 - 29","Unclassified Extra Help"
"Male","Hispanic/Latino","Protective Service Workers","Protective Services-Non Sworn","AGRICULTURE & ENVIRON MGMT","Natural Resources","20 - 29","Classified Probationary"
"Male","Two or More Races","Professionals","Service Maintenance","AGRICULTURE & ENVIRON MGMT","Natural Resources","20 - 29","Classified  Permanent"
"Male","Not Applicable","Professionals","Officials and Adminstrators","AGRICULTURE & ENVIRON MGMT","Natural Resources","20 - 29","Classified Probationary"
"Female","Not Applicable","Technicians","Technicians","ASSESSOR","Financial Administration","20 - 29","Classified Probationary"
"Male","Two or More Races","Paraprofessionals","Administrative Support","BEHAVIORAL HEALTH SERVICES","Health","20 - 29","Unclassified Extra Help"
"Male","Hispanic/Latino","Professionals","Professionals","BEHAVIORAL HEALTH SERVICES","Health","20 - 29","Classified Probationary"
"Male","Asian","Professionals","Professionals","BEHAVIORAL HEALTH SERVICES","Health","20 - 29","Unclassified Extra Help"
"Female","Hispanic/Latino","Administrative Support","Administrative Support","COMMUNICATIONS","Police Protection","20 - 29","Classified Probationary"
"Female","Not Applicable","Administrative Support","Administrative Support","COMMUNICATIONS","Police Protection","20 - 29","Classified  Permanent"
"Female","White","Administrative Support","Administrative Support","COMMUNICATIONS","Police Protection","20 - 29","Classified  Permanent"
"Female","White","Administrative Support","Administrative Support","COMMUNICATIONS","Police Protection","20 - 29","Classified  Permanent"
"Female","Hispanic/Latino","Administrative Support","Administrative Support","COMMUNITY HEALTH SERVICES","Health","20 - 29","Classified  Permanent"
"Female","Two or More Races","Administrative Support","Administrative Support","CONTROLLER TREASURER","Financial Administration","20 - 29","Classified  Permanent"
"Female","Asian","Professionals","Officials and Adminstrators","CONTROLLER TREASURER","Financial Administration","20 - 29","Unclassified Extra Help"
"Female","Hispanic/Latino","Professionals","Officials and Adminstrators","COUNTY EXECUTIVE","Financial Administration","20 - 29","Classified Probationary"
"Female","Not Applicable","Administrative Support","Administrative Support","COUNTY LIBRARY","Other","20 - 29","Classified  Permanent"
"Female","Not Applicable","Paraprofessionals","Administrative Support","COUNTY LIBRARY","Other","20 - 29","Classified Probationary"
"Female","Not Applicable","Paraprofessionals","Administrative Support","COUNTY LIBRARY","Other","20 - 29","Classified  Permanent"
"Male","White","Administrative Support","Administrative Support","PARKS & RECREATION","Natural Resources","20 - 29","Unclassified Extra Help"
"Female","Not Applicable","Administrative Support","Administrative Support","PARKS & RECREATION","Natural Resources","20 - 29","Classified Probationary"
"Male","White","Service Maintenance","Service Maintenance","PARKS & RECREATION","Natural Resources","20 - 29","Unclassified Extra Help"
"Male","Two or More Races","Service Maintenance","Service Maintenance","PARKS & RECREATION","Natural Resources","20 - 29","Unclassified Extra Help"
"Male","White","Service Maintenance","Service Maintenance","PARKS & RECREATION","Natural Resources","20 - 29","Unclassified Extra Help"
"Female","Hispanic/Latino","Paraprofessionals","Technicians","PARKS & RECREATION","Natural Resources","20 - 29","Unclassified Extra Help"
"Female","Two or More Races","Paraprofessionals","Technicians","PARKS & RECREATION","Natural Resources","20 - 29","Unclassified Extra Help"
"Male","Hispanic/Latino","Protective Service Workers","Protective Services - Sworn","PARKS & RECREATION","Natural Resources","20 - 29","Classified Probationary"
"Male","Two or More Races","Protective Service Workers","Protective Services - Sworn","PARKS & RECREATION","Natural Resources","20 - 29","Classified Probationary"
"Male","Asian","Administrative Support","Administrative Support","COUNTY CLERK-RECORDER","Other","20 - 29","Unclassified Extra Help"
"Female","White","Administrative Support","Administrative Support","CUSTODY HEALTH SERVICES","Health","20 - 29","Unclassified Extra Help"
"Female","Black/African American","Paraprofessionals","Administrative Support","CUSTODY HEALTH SERVICES","Health","20 - 29","Unclassified Extra Help"
"Female","Hispanic/Latino","Service Maintenance","Service Maintenance","DEPARTMENT OF CORRECTION","Corrections","20 - 29","Classified  Permanent"
"Female","Asian","Service Maintenance","Service Maintenance","DEPARTMENT OF CORRECTION","Corrections","20 - 29","Unclassified Extra Help"
"Male","Hispanic/Latino","Service Maintenance","Skilled Craft","DEPT OF ENVIRONMENTAL HEALTH","Natural Resources","20 - 29","Classified  Permanent"
"Male","Not Applicable","Service Maintenance","Skilled Craft","DEPT OF ENVIRONMENTAL HEALTH","Natural Resources","20 - 29","Unclassified  Benefits"
"Female","Not Applicable","Administrative Support","Administrative Support","DEPT OF PLANNING & DEVELOPMT","Community Development","20 - 29","Classified Probationary"
"Male","Hispanic/Latino","Administrative Support","Administrative Support","DEPT OF TAX AND COLLECTIONS","Financial Administration","20 - 29","Classified  Permanent"
