"order","date","subject_s","color","negatives","prints","slides","department","remarks"
"G0026","21459","Judge William W. Jacka with book & Superior Courts","B&W","7 (Size: 35mm)","0 (Size: N/A)","0 (Size: N/A)","N/A","None"
"G0028","21480","Grand Jury & Courts","B&W","6 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Jury Commissioner","None"
"2630","21482","Demolition of old County Jail","B&W","6 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Photography Department","None"
"2631","21482","Portrait of Yancey Williams [Jury Commissioner] & Courts","B&W","3 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Jury Commissioner","None"
"2664","21487","Construction progress of Juvenile Center","B&W","1 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","N/A","None"
"2677","21488","Interior of new County Jail","B&W","16 (Size: 4x5)","6 (Size: 4x5)","0 (Size: N/A)","Sheriff's Department","None"
"2703","21495","Portrait of Judge John D. Foley & Superior Courts","B&W","4 (Size: 35mm)","0 (Size: N/A)","0 (Size: N/A)","Jury Commissioner","None"
"2713A","21496","Judge Thomas M. Ryan taking oath of office & Municipal Courts","B&W","2 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Jury Commissioner","None"
"2727","21501","Construction progress of new wing of County Hospital & Valley Medical Center","B&W","2 (Size: 4x5)","2 (Size: 4x5)","0 (Size: N/A)","Hospital","None"
"2797","21520","Construction progress of Communications Center","B&W","2 (Size: 4x5)","2 (Size: 4x5)","0 (Size: N/A)","Communications Department","See order number G0348 for additional prints"
"G0100","21528","Buck Hughston in chair","B&W","2 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Central Service Department","None"
"2838A","21529","Interior of Juvenile Center","B&W","31 (Size: 4x5)","1 (Size: 4x5)","0 (Size: N/A)","N/A","None"
"2838B","21529","Exterior of Juvenile Center","B&W","12 (Size: 4x5)","3 (Size: 4x5)","0 (Size: N/A)","N/A","None"
"2842","21529","Construction progress of Communications Center","B&W","1 (Size: 4x5)","1 (Size: 4x5)","0 (Size: N/A)","Communications Department","See order number G0348 for additional prints"
"2843","21529","Construction progress of kitchen at Elmwood (County Jail Farm)","B&W","1 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Sheriff's Department","None"
"G0290","21534","Portrait of Dr. Chatton","B&W","0 (Size: N/A)","2 (Size: 8x10)","0 (Size: N/A)","N/A","Prints stored in Box 2"
"2863","21536","Bond Drive - Crowded conditions in Welfare Department & Elections","B&W","2 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"2876","21537","Construction progress of Communications Center","B&W","1 (Size: 4x5)","1 (Size: 4x5)","0 (Size: N/A)","Communications Department","See order number G0348 for additional prints"
"4006","21551","Portrait of Supervisor Wesley L. Hubbard","B&W","0 (Size: N/A)","14 (Size: 4x5; 5x7; 8x10)","0 (Size: N/A)","N/A","Prints stored in Box 1"
"G0316","21551","California Supervisors Association Convention","B&W","0 (Size: N/A)","2 (Size: 8x10)","0 (Size: N/A)","N/A","Prints stored in Box 2"
"2923A","21555","Portrait of Supervisor Arthur W. Brown","B&W","0 (Size: N/A)","4 (Size: 4x5; 5x7)","0 (Size: N/A)","N/A","Prints stored in Box 1"
"2923B","21555","Portrait of Supervisor Edward R. Levin","B&W","0 (Size: N/A)","4 (Size: 5x7; 8x10)","0 (Size: N/A)","N/A","Prints stored in Box 1"
"2926","21555","Construction progress of Communications Center","B&W","2 (Size: 4x5)","2 (Size: 4x5)","0 (Size: N/A)","Communications Department","See order number G0348 for additional prints"
"2927","21555","Construction progress of new wing of County Hospital & Valley Medical Center","B&W","2 (Size: 4x5)","1 (Size: 4x5)","0 (Size: N/A)","Hospital","None"
"2928","21555","Construction progress of Communications Center","B&W","2 (Size: 4x5)","2 (Size: 4x5)","0 (Size: N/A)","Communications Department","See order number G0348 for additional prints"
"2960","21562","Bond Drive - Board of Supervisors auditorium & Elections","B&W","26 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"2959B","21563","Construction progress of kitchen at Elmwood (County Jail Farm)","B&W","1 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Sheriff's Department","See order number G0349 for additional prints"
"2980","21565","Bond Drive - Citizens Committee meeting at Hotel De Anza & Elections","B&W","14 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"2981","21565","Bond Drive - Citizens Committee Headquarters & Elections","B&W","2 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"1681","21570","Aerial photograph of County Government Center","B&W","0 (Size: N/A)","1 (Size: 9x11)","0 (Size: N/A)","Planning Department","Prints stored in Box 1"
"3001","21570","Bond Drive - Live Oak School, Morgan Hill & Elections","B&W","6 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"3002","21571","Construction progress of kitchen at Elmwood (County Jail Farm)","B&W","2 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Sheriff's Department","See order number G0349 for additional prints"
"3003","21571","Construction progress of new wing of County Hospital & Valley Medical Center","B&W","2 (Size: 4x5)","1 (Size: 4x5)","0 (Size: N/A)","Hospital","None"
"3018","21571","Bond Drive - City Hall, Milpitas & Elections","B&W","5 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"3010","21572","Board of Supervisors - Howard R. Weichert, Oran L. Slaght, Sam P. Della Maggiore, Edward R. Levin, Wesley L. Hubbard","B&W","0 (Size: N/A)","4 (Size: 8x10)","0 (Size: N/A)","N/A","Prints stored in Box 1"
"3019","21572","Bond Drive - Citizens Committee Headquarters & Elections","B&W","2 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"3027","21572","Bond Drive - 151 N. Winchester Road, Campbell & Elections","B&W","4 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"3023","21573","Construction progress of Communications Center","B&W","1 (Size: 4x5)","1 (Size: 4x5)","0 (Size: N/A)","Communications Department","See order number G0348 for additional prints"
"3032","21573","Bond Drive - Sabella Restaurant, Sunnyvale & Elections","B&W","7 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"3044A","21576","Bond Drive - Board of Supervisors auditorium & Elections","B&W","2 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"3044B","21576","Viewing the site of Administration Building","B&W","2 (Size: 4x5)","2 (Size: 4x5)","0 (Size: N/A)","N/A","None"
"3053","21577","Bond Drive - Almaden School, San Jose & Elections","B&W","7 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"3047","21578","Construction progress of Communications Center","B&W","1 (Size: 4x5)","1 (Size: 4x5)","0 (Size: N/A)","Communications Department","See order number G0348 for additional prints"
"3054","21578","Construction progress of kitchen at Elmwood (County Jail Farm)","B&W","2 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Sheriff's Department","See order number G0349 for additional prints"
"3063","21578","Bond Drive - Rupes Restaurant, 390 Moffett Boulevard, Mountain View & Elections","B&W","7 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"3065","21579","Bond Drive Headquarters, 288 N. 1st Street, San Jose & Elections","B&W","4 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"3067","21579","Bond Drive - Lucas Restaurant, Santa Clara & Elections","B&W","2 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"3068","21580","Bond Drive - Saratoga School & Elections","B&W","5 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"G0188","21581","Golden Bells at Bellarmine","B&W","19 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","N/A","None"
"3082","21583","Portrait of Judge Edwin J. Owens & Superior Courts","B&W","17 (Size: 35mm; 4x5)","2 (Size: 4x5)","0 (Size: N/A)","Jury Commissioner","Includes 4 contact prints"
"G0017","21583","Portrait of Judge Marse G. Del Mutolo & Superior Courts","B&W","5 (Size: 35mm; 4x5)","0 (Size: N/A)","0 (Size: N/A)","N/A","None"
"3094","21584","Bond Drive - Chamber of Commerce, 724 University Avenue, Palo Alto & Elections","B&W","6 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"3102","21585","Stevens Creek Dam and Reservoir","B&W","20 (Size: 620)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Counsel","None"
"3103","21585","Bond Drive - Ray Triplett's home, 16203 Hillvale Avenue, Monte Serreno & Elections","B&W","8 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"3104","21585","Bond Drive - Hotel Milias, Gilroy & Elections","B&W","10 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"3105","21585","Bond Drive - Mount Pleasant School, San Jose & Elections","B&W","5 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"3107","21586","Aerial photographs of Sunnyvale where child was crushed by street sweeper","B&W","12 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Office of the District Attorney","None"
"3114A","21586","Bond Drive - Beckham and Jaslin Auto Dealers, 20486 Saratoga-Los Gatos Road & Elections","B&W","2 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"3116","21586","Bond Drive - Pet Shop in Saratoga Village shopping center & Elections","B&W","2 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"3117","21586","Bond Drive - Teamsters Liaison, 1452 N. 4th Street, San Jose & Elections","B&W","4 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"3115","21587","Bond Drive - Mr. Amyx and Dr. John Dutton, Department of Parks and Recreation & Elections","B&W","2 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"3126","21587","Bond Drive - Veterans Organization at Citizens Committee Headquarters & Elections","B&W","2 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"3127","21589","Bond Drive - American Disabled Veterans at Havenly Foods & Elections","B&W","8 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"3138","21591","Bond Drive Headquarters, 288 N. 1st Street, San Jose & Elections","B&W","2 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"3142B","21591","Bond Drive - Spanish Community Service Organization at Horace Mann School, San Jose & Elections","B&W","4 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"3141B","21592","Portrait of Mr. Weidenmeyer, Welfare Director","B&W","0 (Size: N/A)","7 (Size: 2x3)","0 (Size: N/A)","Welfare Department","None"
"3143","21592","Bond Drive - Old Hickory Barbeque, 2280 El Camino Real, Santa Clara & Elections","B&W","2 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"3148","21592","Bond Drive - Presbyterian Church, 16575 Shannon Road, Los Gatos & Elections","B&W","6 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"3154","21597","Bond Drive - Kiwanis Club at Sainte Claire Hotel, San Jose & Elections","B&W","2 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"3168","21597","Bond Drive - Sabella Restaurant, Sunnyvale & Elections","B&W","4 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"3172","21597","Bond Drive - Saratoga School & Elections","B&W","6 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"3157","21598","Construction progress of new wing of County Hospital & Valley Medical Center","B&W","2 (Size: 4x5)","1 (Size: 4x5)","0 (Size: N/A)","Hospital","None"
"3158","21598","Construction progress of kitchen at Elmwood (County Jail Farm)","B&W","1 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Sheriff's Department","See order number G0349 for additional prints"
"3159","21598","Construction progress of Communications Center","B&W","1 (Size: 4x5)","1 (Size: 4x5)","0 (Size: N/A)","Communications Department","See order number G0348 for additional prints"
"3183","21598","Bond Drive - Thomas P. Ryan School, San Jose & Elections","B&W","4 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"3184B","21598","Bond Drive - El Rancho Restaurant, San Martin & Elections","B&W","3 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"3185","21599","Bond Drive - Antlers Restaurant on El Camino Real, Los Altos & Elections","B&W","2 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"3192","21599","Bond Drive - Franklin School, San Jose & Elections","B&W","2 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"3188","21600","Portrait of Mr. J. Enochs","B&W","8 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","Department of Public Works","None"
"3196","21600","Bond Drive - Hawaiian Gardens, San Jose & Elections","B&W","6 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"3203","21606","Bond Drive - Kiwanis Club at Ricky's Restaurant on El Camino Real & Elections","B&W","5 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"3204","21606","Citizens Committee Headquarters - Bond Drive newspaper clippings on wall & Elections","B&W","6 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"3205","21606","Bond Drive - Covington School, Los Altos & Elections","B&W","8 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"3210","21606","Bond Drive - Berryessa School & Elections","B&W","3 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"3209","21607","Bond Drive - Lawrence Didier's home, 225 S. Sunset Avenue, Sunnyvale & Elections","B&W","4 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"3211","21607","Bond Drive - Camden High School and Cambrian Park, San Jose & Elections","B&W","8 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"3218","21611","Construction progress of Communications Center","B&W","1 (Size: 4x5)","1 (Size: 4x5)","0 (Size: N/A)","Communications Department","See order number G0348 for additional prints"
"3242","21612","Bond Drive - Havenly Foods & Elections","B&W","4 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"3227","21617","Identification photograph of Deane R. Pratt, County Sealer","B&W","5 (Size: 620)","0 (Size: N/A)","0 (Size: N/A)","Division of Weights and Measures","Includes contact prints"
"3263","21619","Construction progress of Communications Center","B&W","1 (Size: 4x5)","1 (Size: 4x5)","0 (Size: N/A)","Communications Department","See order number G0348 for additional prints"
"3264","21619","Construction progress of kitchen at Elmwood (County Jail Farm)","B&W","3 (Size: 4x5)","1 (Size: 4x5)","0 (Size: N/A)","Sheriff's Department","See order number G0349 for additional prints"
"3350","21619","Election day kick-off breakfast & Elections","B&W","6 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"3285","21620","Aerial photographs of Neary Quarry, Los Altos Hills","B&W","12 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Office of the District Attorney","None"
"3297","21620","Wind-up breakfast and committee meeting at Bond Drive Headquarters, 288 N. 1st Street, San Jose & Elections","B&W","77 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"3305","21621","Bond Drive Headquarters, 288 N. 1st Street, San Jose - Bond Drive newspaper clippings on wall & Elections","B&W","7 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"3284","21622","Construction progress of Administration Building - aerial photographs","B&W","2 (Size: 4x5)","1 (Size: 4x5)","0 (Size: N/A)","N/A","None"
"3389","21641","Construction progress of Communications Center","B&W","1 (Size: 4x5)","1 (Size: 4x5)","0 (Size: N/A)","Communications Department","See order number G0348 for additional prints"
"3391","21641","Dr. C. Russell Timpany, Superintendent of Schools & Schools - Administration","B&W","2 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","School Department","None"
"3404A","21647","Portrait of Mr. J. Enochs","B&W","6 (Size: 120)","3 (Size: 5x7; 8x10)","0 (Size: N/A)","Department of Public Works","Prints stored in Box 1"
"3404B","21647","Portrait of Hayden W. Pitman, Assessor","B&W","3 (Size: 120)","9 (Size: 2x3.5; 2.5x4)","0 (Size: N/A)","Office of the Assessor","None"
"3431","21650","Construction progress of Communications Center","B&W","1 (Size: 4x5)","1 (Size: 4x5)","0 (Size: N/A)","Communications Department","See order number G0348 for additional prints"
"3443","21654","Tour of Elmwood (County Jail Farm) - Board of Supervisors and Howard Campen, County Executive","B&W","10 (Size: 35mm; 4x5)","2 (Size: 4x5)","0 (Size: N/A)","Sheriff's Department","None"
"3457","21657","Swearing in of Grand Jury & Courts","B&W","4 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Grand Jury","None"
"3472","21660","Carl Belser, Planning Director","B&W","9 (Size: 35mm; 120)","2 (Size: 4x5; 8x10)","0 (Size: N/A)","Planning Department","Prints stored in Box 1"
"3475","21660","Various reservoirs, dams, and parks","B&W","24 (Size: 828)","0 (Size: N/A)","0 (Size: N/A)","Department of Parks and Recreation","None"
"3499A","21663","Bus tour with Board of Supervisors, Department Heads, and Howard Campen, County Executive","B&W","50 (Size: 35mm; 120; 4x5)","0 (Size: N/A)","0 (Size: N/A)","N/A","None"
"3499B","21663","Duvenick Property above Los Altos on Adobe Creek","B&W","28 (Size: 35mm; 120)","0 (Size: N/A)","0 (Size: N/A)","N/A","None"
"3499C","21663","Patrol boats on reservoirs (part of bus tour)","B&W","29 (Size: 35mm; 120)","0 (Size: N/A)","0 (Size: N/A)","N/A","None"
"3506","21664","Construction progress of Communications Center - interior","B&W","4 (Size: 4x5)","4 (Size: 4x5)","0 (Size: N/A)","Communications Department","None"
"3537","21669","Construction progress of Communications Center","B&W","1 (Size: 4x5)","1 (Size: 4x5)","0 (Size: N/A)","Communications Department","See order number G0348 for additional prints"
"3575","21676","Parks, reservoirs and dams","B&W","24 (Size: 828)","0 (Size: N/A)","0 (Size: N/A)","Department of Parks and Recreation","None"
"3622","21684","Construction progress of kitchen at Elmwood (County Jail Farm)","B&W","10 (Size: 35mm; 4x5)","2 (Size: 4x5)","0 (Size: N/A)","Sheriff's Department","See order number G0349 for additional prints"
"3623","21684","Construction progress of new wing of County Hospital & Valley Medical Center","B&W","13 (Size: 35mm; 4x5)","2 (Size: 4x5)","0 (Size: N/A)","Hospital","None"
"3624","21684","Construction progress of Communications Center","B&W","9 (Size: 35mm; 4x5)","1 (Size: 4x5)","0 (Size: N/A)","Communications Department","See order number G0348 for additional prints"
"3637","21689","Portrait of Newton R. Holcomb, Director of Welfare Department","B&W","4 (Size: 4x5)","4 (Size: 4x5)","0 (Size: N/A)","Office of the County Executive","None"
"3691A","21699","Parking lot near Hall of Justice and Coroner","B&W","2 (Size: 35mm)","0 (Size: N/A)","0 (Size: N/A)","Photography Department","None"
"3691B","21699","Hall of Records","B&W","2 (Size: 35mm)","0 (Size: N/A)","0 (Size: N/A)","Photography Department","None"
"3692A","21699","Exterior of Juvenile Center","B&W","1 (Size: 4x5)","1 (Size: 4x5)","0 (Size: N/A)","N/A","None"
"3692B","21699","General area of Elmwood (County Jail Farm)","B&W","12 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Photography Department","None"
"3769","21717","Aerial photographs of County Government Center showing highway under construction","B&W","13 (Size: 4x5)","13 (Size: 4x5)","0 (Size: N/A)","Photography Department","None"
"3779","21717","Aerial photographs regarding health sanitation, sewage and garbage","B&W","20 (Size: 4x5)","7 (Size: 4x5)","0 (Size: N/A)","Health Department","None"
"3789B","21718","Aerial photographs of Neary Quarry, Los Altos Hills","B&W","7 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Office of the District Attorney","None"
"3892","21741","Anderson Reservoir","B&W","11 (Size: 35mm; 828)","0 (Size: N/A)","0 (Size: N/A)","Department of Parks and Recreation","None"
"G0058","21744","Exterior of Recorder's Office building","B&W","1 (Size: 4x5)","1 (Size: 4x5)","0 (Size: N/A)","N/A","None"
"G0059","21744","Exterior of Recorder's Office building","B&W","1 (Size: 4x5)","1 (Size: 4x5)","0 (Size: N/A)","N/A","None"
"4005","21773","Hall of Justice, St. James and Market Street, San Jose","B&W","0 (Size: N/A)","7 (Size: 8x10)","0 (Size: N/A)","N/A","Prints stored in Box 1"
"4025","21780","Groundbreaking ceremony of Administration Building","B&W","5 (Size: 4x5)","5 (Size: 4x5)","0 (Size: N/A)","N/A","None"
"4034","21782","Construction progress of Administration Building","B&W","4 (Size: 4x5)","4 (Size: 4x5)","0 (Size: N/A)","N/A","None"
"4051","21787","Construction progress of Administration Building","B&W","3 (Size: 4x5)","3 (Size: 4x5)","0 (Size: N/A)","N/A","None"
"4052","21787","Construction progress of Administration Building","B&W","4 (Size: 4x5)","4 (Size: 4x5)","0 (Size: N/A)","N/A","None"
"4060","21790","Portrait of Dr. Levi Gilbert","B&W","0 (Size: N/A)","2 (Size: 5x7)","0 (Size: N/A)","N/A","Prints stored in Box 1"
"4066","21793","Construction progress of Administration Building","B&W","3 (Size: 4x5)","3 (Size: 4x5)","0 (Size: N/A)","N/A","None"
"4070","21794","Construction progress of Administration Building","B&W","3 (Size: 4x5)","3 (Size: 4x5)","0 (Size: N/A)","N/A","None"
"4088","21803","Construction progress of Administration Building","B&W","3 (Size: 4x5)","3 (Size: 4x5)","0 (Size: N/A)","N/A","None"
"4109","21810","Construction progress of Administration Building","B&W","4 (Size: 4x5)","4 (Size: 4x5)","0 (Size: N/A)","N/A","None"
"4110","21810","Construction progress of Administration Building","B&W","2 (Size: 4x5)","2 (Size: 4x5)","0 (Size: N/A)","N/A","None"
"4120A","21811","Construction progress of Administration Building","B&W","8 (Size: 35mm)","8 (Size: 4x5)","0 (Size: N/A)","N/A","None"
"4127","21814","Aerial photographs of the County Fairgrounds","B&W","9 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","County Fair","None"
"4139","21817","Construction progress of Administration Building","B&W","3 (Size: 4x5)","3 (Size: 4x5)","0 (Size: N/A)","N/A","None"
"4175","21828","Construction progress of Administration Building","B&W","4 (Size: 4x5)","4 (Size: 4x5)","0 (Size: N/A)","N/A","None"
"4192","21830","Swearing in of Judge Gerald S. Chargin and Judge Robert F. Peckham & Superior Courts","B&W","6 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","Jury Commissioner","None"
"4209","21832","Construction progress of Administration Building","B&W","3 (Size: 4x5)","3 (Size: 4x5)","0 (Size: N/A)","N/A","None"
"4210","21832","Construction progress of Administration Building","B&W","2 (Size: 4x5)","2 (Size: 4x5)","0 (Size: N/A)","N/A","None"
"4229","21838","Construction progress of Administration Building","B&W","4 (Size: 4x5)","4 (Size: 4x5)","0 (Size: N/A)","N/A","None"
"4242","21842","Construction progress of Administration Building","B&W","3 (Size: 4x5)","3 (Size: 4x5)","0 (Size: N/A)","N/A","None"
"4254","21844","Construction progress of Administration Building","B&W","3 (Size: 4x5)","3 (Size: 4x5)","0 (Size: N/A)","N/A","None"
"4274","21849","Construction progress of new wing of County Hospital & Valley Medical Center","B&W","3 (Size: 4x5)","3 (Size: 4x5)","0 (Size: N/A)","Hospital","None"
"4279","21850","Construction progress of Administration Building","B&W","2 (Size: 4x5)","2 (Size: 4x5)","0 (Size: N/A)","N/A","None"
"4287","21851","Superior Judges in court session & Superior Courts","B&W","2 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Jury Commissioner","None"
"G0107","21855","Emma Alleghrini at her desk","B&W","12 (Size: 35mm; 4x5)","8 (Size: 4x5; 6x8)","0 (Size: N/A)","Purchasing Department","Prints stored in Box 2"
"4295","21856","Construction progress of Administration Building","B&W","2 (Size: 4x5)","2 (Size: 4x5)","0 (Size: N/A)","N/A","None"
"4305","21858","Construction progress of Administration Building","B&W","3 (Size: 4x5)","3 (Size: 4x5)","0 (Size: N/A)","N/A","None"
"4328","21863","Construction progress of Administration Building","B&W","3 (Size: 4x5)","3 (Size: 4x5)","0 (Size: N/A)","N/A","None"
"4337","21864","Construction progress of Administration Building","B&W","5 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","N/A","None"
"4347","21866","Palo Alto Yacht Club","B&W","11 (Size: 828)","0 (Size: N/A)","0 (Size: N/A)","Department of Parks and Recreation","None"
"4357A","21870","Portrait of Judge Harold Holden & Superior Courts","B&W","9 (Size: 35mm)","0 (Size: N/A)","0 (Size: N/A)","N/A","None"
"4357B","21870","Portrait of Judge Napoleon J. Menard & Superior Courts","B&W","1 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","Superior Court","None"
"4357C","21870","Portrait of Judge William W. Jacka & Superior Courts","B&W","15 (Size: 35mm)","0 (Size: N/A)","0 (Size: N/A)","Superior Court","None"
"4357D","21870","Portrait of Judge William F. James; and group photograph & Superior Courts","B&W; color","15 (Size: 35mm)","0 (Size: N/A)","1 (Size: 35mm)","Superior Court","Slide is in color"
"4357E","21870","Portrait of Judge Marse G. Del Mutolo & Superior Courts","B&W","10 (Size: 35mm)","0 (Size: N/A)","0 (Size: N/A)","N/A","None"
"4378","21872","Judge Edwin J. Owens swearing in new appraiser appointed by Governor Brown & Courts","B&W","0 (Size: N/A)","7 (Size: 8x10)","0 (Size: N/A)","Jury Commissioner","Prints stored in Box 1"
"4379","21872","Construction progress of Administration Building","B&W","4 (Size: 4x5)","4 (Size: 4x5)","0 (Size: N/A)","N/A","None"
"4398","21877","Construction progress of new wing of County Hospital & Valley Medical Center","B&W","3 (Size: 4x5)","3 (Size: 4x5)","0 (Size: N/A)","Hospital","None"
"4399","21877","Construction progress of Administration Building","B&W","4 (Size: 4x5)","4 (Size: 4x5)","0 (Size: N/A)","N/A","None"
"4415","21879","Construction progress of Administration Building","B&W","3 (Size: 4x5)","3 (Size: 4x5)","0 (Size: N/A)","N/A","None"
"4447","21886","Construction progress of Administration Building","B&W","4 (Size: 4x5)","4 (Size: 4x5)","0 (Size: N/A)","N/A","None"
"4455","21887","Construction progress of Administration Building","B&W","4 (Size: 4x5)","4 (Size: 4x5)","0 (Size: N/A)","N/A","None"
"4469B","21892","Construction progress of Administration Building","B&W","4 (Size: 4x5)","3 (Size: 4x5)","0 (Size: N/A)","N/A","None"
"4487","21895","Construction progress of Administration Building","B&W","6 (Size: 4x5)","6 (Size: 4x5)","0 (Size: N/A)","N/A","None"
"4494","21900","Construction progress of Administration Building","B&W","4 (Size: 4x5)","4 (Size: 4x5)","0 (Size: N/A)","N/A","None"
"4496A","21900","Construction progress of Administration Building","Color","0 (Size: N/A)","0 (Size: N/A)","5 (Size: 35mm)","N/A","Slides are not mounted"
"4496B","21900","Crowded conditions in County Jail","Color","0 (Size: N/A)","0 (Size: N/A)","11 (Size: 35mm)","Office of the County Executive","Slides are not mounted"
"4516","21902","Portrait of Leon Tichinin, Agricultural Cooperative Extension Department Head (press release)","B&W","3 (Size: 4x5)","3 (Size: 4x5)","0 (Size: N/A)","Agricultural Cooperative Extension","None"
"4549","21912","Construction progress of Administration Building","B&W","2 (Size: 4x5)","2 (Size: 4x5)","0 (Size: N/A)","N/A","None"
"4550","21912","Construction progress of Administration Building","B&W","3 (Size: 4x5)","3 (Size: 4x5)","0 (Size: N/A)","N/A","None"
"4568A","21915","Construction progress of Administration Building","B&W","4 (Size: 4x5)","4 (Size: 4x5)","0 (Size: N/A)","N/A","None"
