"first_name","last_name","title","jurisdiction_name","state","zip_code"
"Joey","Statum","Commissioner","Etowah County","Alabama","35901"
"Geraldine","Thompkins","Councilmember","Tuscumbia","Alabama","35674"
"Dave","Turner","Mayor","Fort Bragg","California","95437"
"Sue","Long","Mayor","Fortuna","California","95540"
"Louis","Harper","Mayor","Boligee","Alabama","35443"
"Katherine","Logan","Councilmember","Tuscumbia","Alabama","35674"
"Vivian","Covington","Mayor","Hurtsboro","Alabama","36860"
"David","Oliver","Police Chief","Brilliant","Alabama","35548"
"Heath","Sanderson","Councilmember","Brilliant","Alabama","35548"
"Phillip","Roberts","Councilmember","Centre","Alabama","35960"
"Dan","Sherrell","Mayor","Harrison","Arkansas","72601"
"Clinton","Hampton","Mayor","Dermott","Arkansas","71638"
"Todd","Adams","Commission Chair","Coosa County","Alabama","35136"
"Francie","Sullivan","Councilmember","Redding","California","96001"
"William Earl","Gilbert","Councilmember","Lynn","Alabama","35575"
"Joseph","Parnell","Commissioner","Chilton County","Alabama","35045"
"Chris","Hargett","Police Chief","Russellville City","Alabama","35653"
"Gary ","Cummings","Councilmember","Russellville City","Alabama","35654"
"Max ","Maddox","Mayor","Guin","Alabama","35563"
"Drew","Thrasher","Councilmember","Haleyville","Alabama","35565"
"William","Rayfield","Councilmember","Harpersville","Alabama","35078"
"Charles","Gilchrist","Mayor","Glencoe","Alabama","35905"
"Herbert","Trulove","Councilmember","Red Bay","Alabama","35582"
"Ricky","Ruchton","Councilmember","Columbiana","Alabama","35051"
"Candace","Andersen","Board of Supervisors Chair","Contra Costa County","California","94526"
"Gail","Barney","Mayor","Queen Creek","Arizona","85142"
"Tommy","Edwards","Commissioner","Shelby County","Alabama","35051"
"Larry","Riggins","Mayor","Westover","Alabama","35147"
"Greg","Hamilton","Superintendent","Franklin County","Alabama","35653"
"Bob","Page","Mayor","Hamilton","Alabama","35570"
"Drew","Gilbert","Mayor","Cordova","Alabama","35550"
"Amy","Balkcom","Councilmember","Headland","Alabama","36345"
"Bill","Taylor","Commissioner","Clarke County","Alabama","36451"
"Clayton ","Kelly","City Clerk","Sheffield","Alabama","35660"
"Jeff","Collier","Mayor","Dauphin Island","Alabama","36528"
"John","Giles","Mayor","Mesa","Arizona","85211"
"Paul","Norman","Councilmember","Cherokee","Alabama","35616"
"Simon ","Salinas","Supervisor","Monterey County","California","93901"
"Earl","Gilmore","Commission Chair","Barbour County","Alabama","36016"
"David","McAnally","Councilmember","Littleville","Alabama","35654"
"Steve","Hood","Fire Chief","Hackleburg","Alabama","35564"
"Anne ","Adams","Councilmember","Cottonwood","Alabama","36320"
"Kimbrough","Ballard","Probate Judge","Dallas County","Alabama","36701"
"Randy","Stephens","Mayor","Dora","Alabama","35118"
"Lynn","Wilson","Councilmember ","Banks","Alabama","36005"
"Rob","Hinson","Mayor","Slocomb","Alabama","36375"
"Curtis","Harvey","Commissioner","Houston County","Alabama","36302"
"John Edward","Williams","Councilmember","Anderson","Alabama","35610"
"Darrin","Wiginton","Councilmember","Hackleburg","Alabama","35564"
"Rusty","Barnes","Councilmember","Winfield City","Alabama","35594"
"Barbara","Halliday","Mayor","Hayward","California","94541"
"Bill","Davis","Councilmember","Thomasville","Alabama","36784"
"John","Hammock","Mayor","Tallassee","Alabama","36078"
"Dick","Jordan","Councilmember","Florence","Alabama","35630"
"Adam","Brasington","Councilmember","Webb","Alabama","36376"
"J W","Green","Mayor","Stuttgart","Arkansas","72160"
"Kenneth","Mount","Councilmember ","Andalusia","Alabama","36420"
"Satish","Hiremath","Mayor","Oro Valley","Arizona","85737"
"John","McCain","U.S. Senator ","Arizona","Arizona","20510"
"Jesse","Scott","Councilmember","Malvern","Alabama","36375"
"Valeria","Osby","Mayor","Pollard","Alabama","36441"
"Ronald ","Berry","Councilmember","Littleville","Alabama","35654"
"Ashley","Pharr","Councilmember","Hodges","Alabama","35571"
"Johnny","Koniar","Mayor","Foley","Alabama","36535"
"Lori","Colley","Councilmember","Brilliant","Alabama","35548"
"Perry","Franks","Mayor","Brilliant","Alabama","35548"
"Vern","Halter","Mayor","Matanuska-Susitna Borough","Alaska","99645"
"Mark","Blankenship","Commission Chair","Dale County","Alabama","36360"
"William","Foster","Councilmember","Tuscumbia","Alabama","35674"
"Norman ","Yee","Supervisor","San Francisco County","California","94102"
"Don","Strait","Mayor","St. Florian","Alabama","35634"
"James","Gould","Mayor","Thorne Bay","Alaska","99919"
"Kenny","Jackson","Commissioner","Marion County","Alabama","35570"
"James","Ruttlen","Councilmember","Samson","Alabama","36477"
"Phil","Blasingame","Mayor","New Site","Alabama","36256"
"Thomas","Best","Judge","Arkansas County","Arkansas","72042"
"Will","Seconiers","Councilmember ","Andalusia","Alabama","36420"
"Tom","Butt","Mayor","Richmond","California","94804"
"Louis","Stumpe","Councilmember","St. Florian","Alabama","35634"
"Tabby","Lolly","Councilmember","Hackleburg","Alabama","35564"
"Ronald","Mitchell","Councilmember","Lexington","Alabama","35648"
"Cory","Cockrell","Commissioner","Greene County","Alabama","35462"
"Robert","Moon","Mayor","Palm Springs","California","92262"
"Hillary ","Ronen","Supervisor","San Francisco County","California","94102"
"Dr. Stancil","Handley","Mayor","Columbiana","Alabama","35051"
"Ronnie","Vickery","Police Chief","Hamilton","Alabama","35570"
"James","Strickland","Commissioner","Dale County","Alabama","36360"
"Eugene","Marbutt","Councilmember","Hackleburg","Alabama","35564"
"Marc","Johnson","Councilmember","Centre","Alabama","35960"
"Doug","von Gausig","Mayor","Clarkdale","Arizona","86324"
"Alberta","Dixon","Councilmember","Thomasville","Alabama","36784"
"Doyle","Fowler","Mayor","McCrory","Arkansas","72101"
"Noel","Foster","Mayor","White Hall","Arkansas","71612"
"James","Furlow","Councilmember","Natural Bridge","Alabama","35577"
