Hospital Name,Hospital Location,Central Line Days,Observed Infections,Predicted Infections,2015 SIR,SIR 95% CI,SIR Interpretation (2006-08 US baseline),2013 HHS Targets,Percentile on 2014 National SIR Distribution,County,HPP Region,Location 1,SIR Icon,Benchmark Icon
Providence Willamette Falls Medical Center,Adult Medical/Surgical ICUs,287,0,0.43,*,*,#s too small to calculate,ZERO Infections,*,CLACKAMAS,Region1,"1500 DIVISION STREET
OREGON CITY 97045
(45.3559686, -122.5880138)",,https://data.oregon.gov/views/4arj-uxbw/files/2aea04db-f983-4440-bf63-59986dc395d1
Sacred Heart Medical Center - Riverbend,Adult Medical/Surgical Wards,2625,3,3.15,0.952,"0.242, 2.592",Fewer infections,Target Not Met,86-90%,LANE,Region3,"3333 RIVERBEND DR
SPRINGFIELD 97477
(44.080908, -123.026475)",https://data.oregon.gov/views/4arj-uxbw/files/dd179944-8176-408d-a78b-e1a64a4ab2d2,
Sacred Heart Medical Center - Riverbend,Adult Surgical Wards,2027,0,2.84,0," , 1.056",Fewer infections,SIR Target (<0.5) Met & ZERO Infections,0-20%,LANE,Region3,"3333 RIVERBEND DR
SPRINGFIELD 97477
(44.080908, -123.026475)",https://data.oregon.gov/views/4arj-uxbw/files/58fc5b27-63d0-4324-bb7d-dc46425cfdae,https://data.oregon.gov/views/4arj-uxbw/files/41204e3e-434b-43b9-a9b5-41d8286ae47a
Sacred Heart Medical Center - Riverbend,All Neonatal ICUs Combined*,439,0,0.89,*,*,#s too small to calculate,ZERO Infections,*,LANE,Region3,"3333 RIVERBEND DR
SPRINGFIELD 97477
(44.080908, -123.026475)",,https://data.oregon.gov/views/4arj-uxbw/files/2a7721bd-c739-41d0-82b1-53489713fc80
Sacred Heart Medical Center - Riverbend,Adult Medical ICUs,2133,1,4.05,0.247,"0.012, 1.217",Fewer infections,SIR Target (<0.5) Met,36-40%,LANE,Region3,"3333 RIVERBEND DR
SPRINGFIELD 97477
(44.080908, -123.026475)",https://data.oregon.gov/views/4arj-uxbw/files/7de752f3-6d61-40ab-ac7e-edfae359cd14,https://data.oregon.gov/views/4arj-uxbw/files/650bcf6a-b0cd-49f1-a55a-4dfe1dd377cc
Sacred Heart Medical Center - Riverbend,All Adult/Ped ICUs & M/S/MS Wards Combined*,12791,6,22.51,0.267,"0.108, 0.554",Statistically fewer infections,SIR Target (<0.5) Met,36-40%,LANE,Region3,"3333 RIVERBEND DR
SPRINGFIELD 97477
(44.080908, -123.026475)",https://data.oregon.gov/views/4arj-uxbw/files/dc2e2e0d-07ca-4bb3-8f49-d199bacd697d,https://data.oregon.gov/views/4arj-uxbw/files/63c603e0-3a34-46e6-9ccd-58a9dd5492a1
Sacred Heart Medical Center - Riverbend,NICU Level II/III,439,0,0.89,*,*,#s too small to calculate,ZERO Infections,*,LANE,Region3,"3333 RIVERBEND DR
SPRINGFIELD 97477
(44.080908, -123.026475)",,https://data.oregon.gov/views/4arj-uxbw/files/967f0efb-725b-48f3-b0af-a5af2729b87f
Sacred Heart Medical Center - Riverbend,Adult Surgical ICUs,3790,1,8.72,0.115,"0.006, 0.566",Statistically fewer infections,SIR Target (<0.5) Met,26-30%,LANE,Region3,"3333 RIVERBEND DR
SPRINGFIELD 97477
(44.080908, -123.026475)",https://data.oregon.gov/views/4arj-uxbw/files/beb836cb-4ea2-4186-939d-be8c253c6582,https://data.oregon.gov/views/4arj-uxbw/files/35f3866a-1d3d-40d5-b8cf-85bb6e85a1c1
Sacred Heart Medical Center - Riverbend,Pediatric Medical/Surgical Wards,268,0,0.83,*,*,#s too small to calculate,ZERO Infections,*,LANE,Region3,"3333 RIVERBEND DR
SPRINGFIELD 97477
(44.080908, -123.026475)",,https://data.oregon.gov/views/4arj-uxbw/files/44eecd71-5dd3-4469-b39e-1ae6f99deea8
Sacred Heart Medical Center - Riverbend,Adult Medical Wards,1948,1,2.92,0.342,"0.017, 1.688",Fewer infections,SIR Target (<0.5) Met,41-45%,LANE,Region3,"3333 RIVERBEND DR
SPRINGFIELD 97477
(44.080908, -123.026475)",https://data.oregon.gov/views/4arj-uxbw/files/2c426624-e43b-4fa9-8837-528558f04917,https://data.oregon.gov/views/4arj-uxbw/files/66a8b46b-e7a5-4d57-96bb-90029ae7de89
Sacred Heart University District,Adult Medical Wards,78,0,0.12,*,*,#s too small to calculate,ZERO Infections,*,LANE,Region3,"1255 HILYARD STREET
EUGENE 97401
(44.0460057, -123.081783)",,https://data.oregon.gov/views/4arj-uxbw/files/7e6fa901-df05-4559-9748-cac10b2322b7
Sacred Heart University District,All Adult/Ped ICUs & M/S/MS Wards Combined*,78,0,0.12,*,*,#s too small to calculate,ZERO Infections,*,LANE,Region3,"1255 HILYARD STREET
EUGENE 97401
(44.0460057, -123.081783)",,https://data.oregon.gov/views/4arj-uxbw/files/7d2e2c8b-80ba-499b-9e11-b489a94d0199
Salem Hospital,All Adult/Ped ICUs & M/S/MS Wards Combined*,9707,7,13.98,0.501,"0.219, 0.990",Statistically fewer infections,SIR Target (<0.5) Met,61-65%,MARION,Region2,"890 Oak St SE, Salem, OR 97301
SALEM 97301
(44.932538, -123.033944)",https://data.oregon.gov/views/4arj-uxbw/files/aa9843a0-dd6d-4e35-9abc-24ede8da0989,https://data.oregon.gov/views/4arj-uxbw/files/4ee7797a-64ba-4d8a-8c7d-fd3bb12f2aca
Salem Hospital,NICU Level II/III,251,1,0.51,*,*,#s too small to calculate,,*,MARION,Region2,"890 Oak St SE, Salem, OR 97301
SALEM 97301
(44.932538, -123.033944)",,
Salem Hospital,Adult Medical Wards,961,3,1.44,2.081,"0.529, 5.664",More infections,Target Not Met,96-100,MARION,Region2,"890 Oak St SE, Salem, OR 97301
SALEM 97301
(44.932538, -123.033944)",https://data.oregon.gov/views/4arj-uxbw/files/7c80514b-0ffb-41a5-8790-6a81bfd8863a,
Salem Hospital,Pediatric Medical/Surgical Wards,5,0,0.02,*,*,#s too small to calculate,ZERO Infections,*,MARION,Region2,"890 Oak St SE, Salem, OR 97301
SALEM 97301
(44.932538, -123.033944)",,https://data.oregon.gov/views/4arj-uxbw/files/fbb85156-fa89-4898-9bc1-3523c85257d6
Salem Hospital,Adult Cardiothoracic ICUs,2899,0,4.06,0," , 0.738",Statistically fewer infections,SIR Target (<0.5) Met & ZERO Infections,0-25%,MARION,Region2,"890 Oak St SE, Salem, OR 97301
SALEM 97301
(44.932538, -123.033944)",https://data.oregon.gov/views/4arj-uxbw/files/63465a3b-99c4-49d4-8c42-3b9d5e05ee1e,https://data.oregon.gov/views/4arj-uxbw/files/62d90885-6c62-4da9-842b-f63b3606d686
Salem Hospital,Adult Medical/Surgical ICUs,4028,3,6.04,0.497,"0.126, 1.351",Fewer infections,SIR Target (<0.5) Met,61-65%,MARION,Region2,"890 Oak St SE, Salem, OR 97301
SALEM 97301
(44.932538, -123.033944)",https://data.oregon.gov/views/4arj-uxbw/files/3537e64c-ff21-40fe-aba2-dff758e22391,https://data.oregon.gov/views/4arj-uxbw/files/86d24ba6-9179-410e-805a-5b930de4d43e
Salem Hospital,Adult Surgical Wards,1252,1,1.75,0.571,"0.029, 2.814",Fewer infections,Target Not Met,61-65%,MARION,Region2,"890 Oak St SE, Salem, OR 97301
SALEM 97301
(44.932538, -123.033944)",https://data.oregon.gov/views/4arj-uxbw/files/9fccf9a4-fa57-4a68-9074-f235546b06cf,
Salem Hospital,Adult Medical/Surgical Wards,562,0,0.67,*,*,#s too small to calculate,ZERO Infections,*,MARION,Region2,"890 Oak St SE, Salem, OR 97301
SALEM 97301
(44.932538, -123.033944)",,https://data.oregon.gov/views/4arj-uxbw/files/ae720495-0d88-40f6-a490-99d0badb422c
Salem Hospital,All Neonatal ICUs Combined*,251,1,0.51,*,*,#s too small to calculate,,*,MARION,Region2,"890 Oak St SE, Salem, OR 97301
SALEM 97301
(44.932538, -123.033944)",,
Samaritan Albany General Hospital,Adult Medical/Surgical Wards,863,0,1.04,0," , 2.893",Fewer infections,SIR Target (<0.5) Met & ZERO Infections,0-20%,LINN,Region2,"1046 6TH AVENUE SOUTHWEST
ALBANY 97321
(44.631601, -123.1162322)",https://data.oregon.gov/views/4arj-uxbw/files/4baabcea-1789-43f5-add8-a634dc34c36f,https://data.oregon.gov/views/4arj-uxbw/files/7ed1bb96-6500-4505-b88d-848ade00f6ef
Samaritan Albany General Hospital,Adult Medical/Surgical ICUs,735,0,1.1,0," , 2.717",Fewer infections,SIR Target (<0.5) Met & ZERO Infections,0-25%,LINN,Region2,"1046 6TH AVENUE SOUTHWEST
ALBANY 97321
(44.631601, -123.1162322)",https://data.oregon.gov/views/4arj-uxbw/files/a85534c8-3dff-4f0f-a8eb-c1fdbf4e7e62,https://data.oregon.gov/views/4arj-uxbw/files/38745f5a-191b-4db7-b2c6-2f72324b0841
Samaritan Albany General Hospital,All Adult/Ped ICUs & M/S/MS Wards Combined*,1598,0,2.14,0," , 1.401",Fewer infections,SIR Target (<0.5) Met & ZERO Infections,0-20%,LINN,Region2,"1046 6TH AVENUE SOUTHWEST
ALBANY 97321
(44.631601, -123.1162322)",https://data.oregon.gov/views/4arj-uxbw/files/6eaea8c1-5fcb-492a-916a-1f64f0abb1e9,https://data.oregon.gov/views/4arj-uxbw/files/403bf26a-4ef4-4918-9ac0-196d876f6e36
Samaritan Lebanon Community Hospital,All Adult/Ped ICUs & M/S/MS Wards Combined*,824,1,1.11,0.902,"0.045, 4.448",Fewer infections,Target Not Met,86-90%,LINN,Region2,"525 NORTH SANTIAM HIGHWAY
LEBANON 97355
(44.5510546, -122.9068699)",https://data.oregon.gov/views/4arj-uxbw/files/000cba7d-e144-48c8-a6a7-3727f4b277f2,
Samaritan Lebanon Community Hospital,Adult Medical/Surgical ICUs,400,0,0.6,*,*,#s too small to calculate,ZERO Infections,*,LINN,Region2,"525 NORTH SANTIAM HIGHWAY
LEBANON 97355
(44.5510546, -122.9068699)",,https://data.oregon.gov/views/4arj-uxbw/files/d2c35c4b-869d-4378-b548-112f5abd22a2
Samaritan Lebanon Community Hospital,Adult Medical/Surgical Wards,424,1,0.51,*,*,#s too small to calculate,,*,LINN,Region2,"525 NORTH SANTIAM HIGHWAY
LEBANON 97355
(44.5510546, -122.9068699)",,
Samaritan North Lincoln Hospital,Adult Medical/Surgical Wards,125,0,0.15,*,*,#s too small to calculate,ZERO Infections,*,LINCOLN,Region2,"3043 NORTHEAST 28TH STREET
LINCOLN CITY 97367
(44.9855152, -123.9963271)",,https://data.oregon.gov/views/4arj-uxbw/files/f71a85da-07c7-4989-8f8e-9b316e8b18af
Samaritan North Lincoln Hospital,Adult Medical/Surgical ICUs,38,0,0.06,*,*,#s too small to calculate,ZERO Infections,*,LINCOLN,Region2,"3043 NORTHEAST 28TH STREET
LINCOLN CITY 97367
(44.9855152, -123.9963271)",,https://data.oregon.gov/views/4arj-uxbw/files/80f58c49-512e-457e-af12-19ccde805394
Samaritan North Lincoln Hospital,All Adult/Ped ICUs & M/S/MS Wards Combined*,163,0,0.21,*,,#s too small to calculate,ZERO Infections,*,LINCOLN,Region2,"3043 NORTHEAST 28TH STREET
LINCOLN CITY 97367
(44.9855152, -123.9963271)",,https://data.oregon.gov/views/4arj-uxbw/files/612492fb-d804-4b2d-b0bc-71f033c06af9
Samaritan Pacific Communitites Hospital,Adult Medical/Surgical Wards,207,0,0.25,*,*,#s too small to calculate,ZERO Infections,*,LINCOLN,Region2,"930 SOUTHWEST ABBEY STREET
NEWPORT 97365
(44.6291047, -124.0597775)",,https://data.oregon.gov/views/4arj-uxbw/files/2954f1ac-7ee8-4caa-bcf6-19e955a44215
Samaritan Pacific Communitites Hospital,Adult Medical/Surgical ICUs,272,0,0.41,*,*,#s too small to calculate,ZERO Infections,*,LINCOLN,Region2,"930 SOUTHWEST ABBEY STREET
NEWPORT 97365
(44.6291047, -124.0597775)",,https://data.oregon.gov/views/4arj-uxbw/files/f55d1db1-414e-46a5-b71b-4c51c58279ef
Samaritan Pacific Communitites Hospital,All Adult/Ped ICUs & M/S/MS Wards Combined*,479,0,0.66,*,*,#s too small to calculate,ZERO Infections,*,LINCOLN,Region2,"930 SOUTHWEST ABBEY STREET
NEWPORT 97365
(44.6291047, -124.0597775)",,https://data.oregon.gov/views/4arj-uxbw/files/dce805ae-fd73-4ab2-9b67-7c5724aa4427
Santiam Memorial Hospital,Adult Medical/Surgical Wards,257,0,0.31,*,*,#s too small to calculate,ZERO Infections,*,MARION,Region2,"1401 NORTH 10TH AVENUE
STAYTON 97383
(44.8051122, -122.7847402)",,https://data.oregon.gov/views/4arj-uxbw/files/d44c2378-a87f-4022-817a-99afe081fe4f
Santiam Memorial Hospital,Adult Medical/Surgical ICUs,84,0,0.13,*,*,#s too small to calculate,ZERO Infections,*,MARION,Region2,"1401 NORTH 10TH AVENUE
STAYTON 97383
(44.8051122, -122.7847402)",,https://data.oregon.gov/views/4arj-uxbw/files/c202429f-7415-4f75-aa03-b9c68839dd9e
Santiam Memorial Hospital,All Adult/Ped ICUs & M/S/MS Wards Combined*,341,0,0.43,*,*,#s too small to calculate,ZERO Infections,*,MARION,Region2,"1401 NORTH 10TH AVENUE
STAYTON 97383
(44.8051122, -122.7847402)",,https://data.oregon.gov/views/4arj-uxbw/files/c86cce81-8267-4a98-994a-82a052dacc6c
Silverton Hospital,Adult Medical/Surgical ICUs,24,0,0.04,*,*,#s too small to calculate,ZERO Infections,*,MARION,Region2,"342 FAIRVIEW STREET
SILVERTON 97381
(45.0044832, -122.7899933)",,https://data.oregon.gov/views/4arj-uxbw/files/297dec6d-9947-490d-a3e6-0fcc779fb81b
Silverton Hospital,Adult Medical/Surgical Wards,74,0,0.09,*,,#s too small to calculate,ZERO Infections,*,MARION,Region2,"342 FAIRVIEW STREET
SILVERTON 97381
(45.0044832, -122.7899933)",,https://data.oregon.gov/views/4arj-uxbw/files/6e8fbe95-9a75-4d0d-a98f-17dd798dd722
Silverton Hospital,All Adult/Ped ICUs & M/S/MS Wards Combined*,98,0,0.12,*,*,#s too small to calculate,ZERO Infections,*,MARION,Region2,"342 FAIRVIEW STREET
SILVERTON 97381
(45.0044832, -122.7899933)",,https://data.oregon.gov/views/4arj-uxbw/files/ca98632c-59ee-4d04-9850-03b1d0799d97
Sky Lakes Medical Center,All Adult/Ped ICUs & M/S/MS Wards Combined*,1104,1,1.66,0.604,"0.030, 2.978",Fewer infections,Target Not Met,66-70%,KLAMATH,Region7,"2865 DAGGETT AVENUE
KLAMATH FALLS 97601
(42.2529597, -121.7846535)",https://data.oregon.gov/views/4arj-uxbw/files/8c4ddce8-19bf-4f10-b439-8dd77b15aba1,
Sky Lakes Medical Center,Adult Medical/Surgical ICUs,1104,1,1.66,0.604,"0.030, 2.978",Fewer infections,Target Not Met,71-75%,KLAMATH,Region7,"2865 DAGGETT AVENUE
KLAMATH FALLS 97601
(42.2529597, -121.7846535)",https://data.oregon.gov/views/4arj-uxbw/files/5243edf4-7cc1-4e50-bf19-4993163c8361,
St. Alphonsus Medical Center - Ontario,Adult Surgical Wards,139,0,0.19,*,*,#s too small to calculate,ZERO Infections,*,MALHEUR,Region9,"351 SW 9TH STREET
ONTARIO 97914
(44.025249, -116.976891)",,https://data.oregon.gov/views/4arj-uxbw/files/f86a67c2-f548-48e0-9028-114c2f788e46
St. Alphonsus Medical Center - Ontario,Adult Medical/Surgical ICUs,192,0,0.29,*,*,#s too small to calculate,ZERO Infections,*,MALHEUR,Region9,"351 SW 9TH STREET
ONTARIO 97914
(44.025249, -116.976891)",,https://data.oregon.gov/views/4arj-uxbw/files/8f70b89f-d447-4a3e-a3b4-43f10d880280
St. Alphonsus Medical Center - Ontario,All Adult/Ped ICUs & M/S/MS Wards Combined*,492,3,0.68,*,*,#s too small to calculate,,*,MALHEUR,Region9,"351 SW 9TH STREET
ONTARIO 97914
(44.025249, -116.976891)",,
St. Alphonsus Medical Center - Ontario,Adult Medical/Surgical Wards,161,3,0.19,*,*,#s too small to calculate,,*,MALHEUR,Region9,"351 SW 9TH STREET
ONTARIO 97914
(44.025249, -116.976891)",,
St. Anthony Hospital,Adult Medical/Surgical ICUs,65,0,0.1,*,*,#s too small to calculate,ZERO Infections,*,UMATILLA,Region9,"2801 st. anthony way
PENDLETON 97801
(45.648587, -118.812262)",,https://data.oregon.gov/views/4arj-uxbw/files/a8b01415-200c-4a67-91f2-d4df14f41fdb
St. Anthony Hospital,Adult Medical/Surgical Wards,130,0,0.16,*,*,#s too small to calculate,ZERO Infections,*,UMATILLA,Region9,"2801 st. anthony way
PENDLETON 97801
(45.648587, -118.812262)",,https://data.oregon.gov/views/4arj-uxbw/files/f2bd8f2b-8f07-43d3-9fea-697396739786
St. Anthony Hospital,All Adult/Ped ICUs & M/S/MS Wards Combined*,195,0,0.25,*,*,#s too small to calculate,ZERO Infections,*,UMATILLA,Region9,"2801 st. anthony way
PENDLETON 97801
(45.648587, -118.812262)",,https://data.oregon.gov/views/4arj-uxbw/files/0a8e33e0-9f09-421f-89c0-485f1e238bce
St. Charles Medical Center - Bend,Adult Medical Wards,2127,0,3.19,0," , 0.939",Statistically fewer infections,SIR Target (<0.5) Met & ZERO Infections,0-20%,DESCHUTES,Region7,"2500 NORTHEAST NEFF ROAD
BEND 97701
(44.067636, -121.2693136)",https://data.oregon.gov/views/4arj-uxbw/files/de60a141-0049-41b1-834f-002501c2cb31,https://data.oregon.gov/views/4arj-uxbw/files/b2f3b718-97f0-41fe-b9f8-fa4eac5f347d
St. Charles Medical Center - Bend,All Neonatal ICUs Combined*,214,1,0.55,*,*,#s too small to calculate,,*,DESCHUTES,Region7,"2500 NORTHEAST NEFF ROAD
BEND 97701
(44.067636, -121.2693136)",,
St. Charles Medical Center - Bend,Pediatric Medical/Surgical Wards,91,0,0.28,*,*,#s too small to calculate,ZERO Infections,*,DESCHUTES,Region7,"2500 NORTHEAST NEFF ROAD
BEND 97701
(44.067636, -121.2693136)",,https://data.oregon.gov/views/4arj-uxbw/files/11cdff07-9cd6-4a60-96b3-362b6b611ea4
St. Charles Medical Center - Bend,Adult Medical/Surgical ICUs,2787,3,4.18,0.718,"0.183, 1.953",Fewer infections,Target Not Met,76-80%,DESCHUTES,Region7,"2500 NORTHEAST NEFF ROAD
BEND 97701
(44.067636, -121.2693136)",https://data.oregon.gov/views/4arj-uxbw/files/1caee861-495c-45d8-8c1f-4ccb8112eb70,
St. Charles Medical Center - Bend,Adult Surgical Wards,847,0,1.19,0," , 2.526",Fewer infections,SIR Target (<0.5) Met & ZERO Infections,0-20%,DESCHUTES,Region7,"2500 NORTHEAST NEFF ROAD
BEND 97701
(44.067636, -121.2693136)",https://data.oregon.gov/views/4arj-uxbw/files/2cf0b864-96da-4882-892d-9a6de07a56f5,https://data.oregon.gov/views/4arj-uxbw/files/430b9505-5289-41c4-baf3-294afacd3e35
St. Charles Medical Center - Bend,All Adult/Ped ICUs & M/S/MS Wards Combined*,5852,3,8.84,0.339,"0.086, 0.924",Statistically fewer infections,SIR Target (<0.5) Met,41-45%,DESCHUTES,Region7,"2500 NORTHEAST NEFF ROAD
BEND 97701
(44.067636, -121.2693136)",https://data.oregon.gov/views/4arj-uxbw/files/059257f5-37b9-46e4-8214-643537bf8d7a,https://data.oregon.gov/views/4arj-uxbw/files/1a0cc79b-bc26-419b-b161-daf28a326e6d
St. Charles Medical Center - Bend,NICU Level II/III,214,1,0.55,*,*,#s too small to calculate,,*,DESCHUTES,Region7,"2500 NORTHEAST NEFF ROAD
BEND 97701
(44.067636, -121.2693136)",,
St. Charles Medical Center - Madras,Adult Medical/Surgical Wards,95,1,0.11,*,*,#s too small to calculate,,*,JEFFERSON,Region7,"470 NE A STREET
MADRAS 97741
(44.637408, -121.120344)",,
St. Charles Medical Center - Madras,All Adult/Ped ICUs & M/S/MS Wards Combined*,96,1,0.12,*,*,#s too small to calculate,,*,JEFFERSON,Region7,"470 NE A STREET
MADRAS 97741
(44.637408, -121.120344)",,
St. Charles Medical Center - Madras,Adult Medical/Surgical ICUs,1,0,0,*,*,#s too small to calculate,ZERO Infections,*,JEFFERSON,Region7,"470 NE A STREET
MADRAS 97741
(44.637408, -121.120344)",,https://data.oregon.gov/views/4arj-uxbw/files/66e28e79-63f3-4cdc-b2fa-efe2b870c727
St. Charles Medical Center - Redmond,All Adult/Ped ICUs & M/S/MS Wards Combined*,892,0,1.16,0," , 2.590",Fewer infections,SIR Target (<0.5) Met & ZERO Infections,0-20%,DESCHUTES,Region7,"1253 NORTH CANAL BOULEVARD
REDMOND 97756
(44.288663, -121.1696273)",https://data.oregon.gov/views/4arj-uxbw/files/1b0173e4-7477-4ba8-8ea9-53d83346fb6e,https://data.oregon.gov/views/4arj-uxbw/files/c034ff05-de7e-4a32-987b-a9050efad96a
St. Charles Medical Center - Redmond,Adult Medical/Surgical Wards,604,0,0.72,*,*,#s too small to calculate,ZERO Infections,*,DESCHUTES,Region7,"1253 NORTH CANAL BOULEVARD
REDMOND 97756
(44.288663, -121.1696273)",,https://data.oregon.gov/views/4arj-uxbw/files/e00e4c03-699c-413a-b3b4-91269ee042fa
St. Charles Medical Center - Redmond,Adult Medical/Surgical ICUs,288,0,0.43,*,*,#s too small to calculate,ZERO Infections,*,DESCHUTES,Region7,"1253 NORTH CANAL BOULEVARD
REDMOND 97756
(44.288663, -121.1696273)",,https://data.oregon.gov/views/4arj-uxbw/files/c4cf8453-8248-4c7e-aa03-a767e4057ad3
Tillamook County Hospital,Adult Medical/Surgical Wards,385,0,0.46,*,*,#s too small to calculate,ZERO Infections,*,TILLAMOOK,Region2,"1000 3RD STREET
TILLAMOOK 97141
(45.4566359, -123.8544868)",,https://data.oregon.gov/views/4arj-uxbw/files/f25f8f60-1745-40cd-b2ef-f0ef7e2286dd
Tillamook County Hospital,All Adult/Ped ICUs & M/S/MS Wards Combined*,470,0,0.59,*,*,#s too small to calculate,ZERO Infections,*,TILLAMOOK,Region2,"1000 3RD STREET
TILLAMOOK 97141
(45.4566359, -123.8544868)",,https://data.oregon.gov/views/4arj-uxbw/files/d95a6a10-6f75-4c11-876e-0c80a95da61e
Tillamook County Hospital,Adult Medical/Surgical ICUs,85,0,0.13,*,*,#s too small to calculate,ZERO Infections,*,TILLAMOOK,Region2,"1000 3RD STREET
TILLAMOOK 97141
(45.4566359, -123.8544868)",,https://data.oregon.gov/views/4arj-uxbw/files/57a28baf-05f4-46b8-85b4-4eabaa1e571c
Tuality Community Hospital,All Adult/Ped ICUs & M/S/MS Wards Combined*,1210,2,1.64,1.22,"0.204, 4.030",More infections,Target Not Met,90-95%,WASHINGTON,Region1,"335 SOUTHEAST 8TH AVENUE
HILLSBORO 97123
(45.5194749, -122.9781033)",https://data.oregon.gov/views/4arj-uxbw/files/e7a8fe32-8737-4de5-9ec4-dbddebf9199b,
Tuality Community Hospital,Adult Medical/Surgical Wards,584,1,0.7,*,*,#s too small to calculate,,*,WASHINGTON,Region1,"335 SOUTHEAST 8TH AVENUE
HILLSBORO 97123
(45.5194749, -122.9781033)",,
Tuality Community Hospital,Adult Medical/Surgical ICUs,626,1,0.94,*,*,#s too small to calculate,,*,WASHINGTON,Region1,"335 SOUTHEAST 8TH AVENUE
HILLSBORO 97123
(45.5194749, -122.9781033)",,
Wallowa Memorial Hospital,All Adult/Ped ICUs & M/S/MS Wards Combined*,116,0,0.14,*,*,#s too small to calculate,ZERO Infections,*,WALLOWA,Region9,"601 MEDICAL PARKWAY
ENTERPRISE 97828
(45.4323835, -117.2846171)",,https://data.oregon.gov/views/4arj-uxbw/files/b85c0dc9-8bed-4d1d-bac7-d5029fbb091c
Wallowa Memorial Hospital,Adult Medical/Surgical Wards,116,0,0.14,*,*,#s too small to calculate,ZERO Infections,*,WALLOWA,Region9,"601 MEDICAL PARKWAY
ENTERPRISE 97828
(45.4323835, -117.2846171)",,https://data.oregon.gov/views/4arj-uxbw/files/325ed3c6-6546-4b69-99e4-f8bc73f3967b
Willamette Valley Medical Center,Adult Medical/Surgical ICUs,609,0,1.28,0," , 2.342",Fewer infections,SIR Target (<0.5) Met & ZERO Infections,0-25%,YAMHILL,Region2,"2700 SOUTHEAST STRATUS AVENUE
MCMINNVILLE 97128
(45.1990006, -123.164851)",https://data.oregon.gov/views/4arj-uxbw/files/e3ac68ee-7586-463f-92cb-ebd3d63f8936,https://data.oregon.gov/views/4arj-uxbw/files/e33a9635-0ec5-4511-99fe-6f0d3d237cce
Willamette Valley Medical Center,All Adult/Ped ICUs & M/S/MS Wards Combined*,1553,0,2.41,0," , 1.242",Fewer infections,SIR Target (<0.5) Met & ZERO Infections,0-20%,YAMHILL,Region2,"2700 SOUTHEAST STRATUS AVENUE
MCMINNVILLE 97128
(45.1990006, -123.164851)",https://data.oregon.gov/views/4arj-uxbw/files/2c9c26d6-0816-4084-97ef-00e340ed8b16,https://data.oregon.gov/views/4arj-uxbw/files/e5d05e71-3ec7-482b-ab70-edc1f3d24a53
Willamette Valley Medical Center,Adult Medical/Surgical Wards,944,0,1.13,0," , 2.645",Fewer infections,SIR Target (<0.5) Met & ZERO Infections,0-20%,YAMHILL,Region2,"2700 SOUTHEAST STRATUS AVENUE
MCMINNVILLE 97128
(45.1990006, -123.164851)",https://data.oregon.gov/views/4arj-uxbw/files/4cd272c4-38ac-4b75-abb2-9eb9deb321a7,https://data.oregon.gov/views/4arj-uxbw/files/e11f7992-a374-4410-8f80-f2454422925a
