"agency","meeting_title","short_description","start_date_time","end_date_time","meeting_location","city","state","details","public_comment_accepted","contact_name","phone_number","contact_email","web_link","map_link","calendar_link","ada_contact","ada_contact_phone","ada_contact_email","webinar","call_in_phone_number","call_in_access_code","agenda"
"Energy, Department of","(In-person)Public Meeting on Chemical Waste Management Risk Assessment and Corrective Action Plan","","2020-09-30T18:00:00.000","2020-09-30T20:00:00.000","1200 Main Street "," Arlington","OR","In-Person Meeting September 30, 2020, 6 – 8 p.m. ODOE will host an in-person meeting outdoors at the Arlington High School football stadium (1200 Main Street in Arlington). Attendees are required to practice COVID-19 physical distancing guidelines and to wear face coverings outdoors whenever six feet of physical space is not possible. The school district will capture attendee information for contact-tracing purposes. ","","ODOE","","askenergy@oregon.gov",,"","","","","","true","","",""
"Energy, Department of","(Virtual)Public Meeting on Chemical Waste Management Risk Assessment and Corrective Action Plan","","2020-09-30T09:00:00.000","2020-09-30T11:00:00.000","Virtual","Salem","OR","Virtual Meeting September 30, 2020, 9 – 11 a.m. ODOE will host a virtual meeting beginning at 9 a.m. via the online platform WebEx. 
•	WebEx Link: https://odoe.webex.com/odoe/onstage/g.php?MTID=e61386b210821d632ebf60b962f87e41a 
•	If prompted for a password, enter Managers
We encourage participants to join online, if possible, so they may view presentation materials and submit questions through the chat function. An alternate phone number is available for call-in: 1-408-418-9388 (access code 173 016 8425).
","","ODOE","","askenergy@oregon.gov",,"","","","","","true","1-408-418-9388","173 016 8425",""
"Energy, Department of","RESCHEDULED FOR LATER DATE - EFSC Public Hearing on the DPO - Obsidian Solar Facility","","2020-05-21T17:30:00.000","2020-05-21T19:00:00.000","Virtual","Lake County","OR","A public hearing, to be held remotely via webinar/teleconference. 

Zoom Presentation: https://zoom.us/j/99010585686

The Department strongly recommends joining the Zoom meeting via the online webinar, if possible. When you join, please use your full name so it is easier to identify attendees and manage public comments. Public participants will be in listen-only mode but can use the Zoom tool to “raise your hand"" to share public comments. Additional instructions will be provided during the hearing for comments over the phone.

Join Webinar by Phone: +1-253-215-8782
Webinar ID for Call-In Feature: 990 1058 5686

For more details visit: https://www.oregon.gov/energy/facilities-safety/facilities/Pages/OSC.aspx","Yes","Kellen Tardaewether","","kellen.tardaewether@oregon.gov",,"","","","","","true","","",""
"Energy, Department of","Oregon Global Warming Commission Meeting","","2020-05-13T13:00:00.000","2020-05-13T16:00:00.000","Virtual"," Salem","OR","The Oregon Global Warming Commission will meet virtually, Thursday, May 13, 2020. 

You can join the WebEX Event as an attendee by registering via the link below. Registration does not open until meeting starts. You will be asked to enter your name, email and the event password then select “Join by browser” to be connected to the meeting.
  
Event Registration Link: https://odoe.webex.com/odoe/onstage/g.php?MTID=ec089f43851f3fa0f32a376eb17e0fe9b
Event password: ODOE

For more details, including meeting materiel visit: https://www.keeporegoncool.org/meeting-calendar/2020/5/13/oregon-global-warming-commission-meeting ","Yes","Linda Ross","","linda.ross@oregon.gov",,"","","","","","true","","",""
"Energy, Department of","Oregon Global Warming Commission Meeting","","2020-06-24T13:00:00.000","2020-06-24T16:00:00.000","Virtual"," Salem","OR","The Oregon Global Warming Commission will meet virtually, Wednesday, June 24, 2020. 

OGWC Meeting- Virtual WebEX Event
You can join the WebEX Event as an attendee by registering via the link below. Registration does not open until meeting starts. You will be asked to enter your first and last name, email address and then click the Submit button to be connected to the meeting.

Event Registration Link: : https://odoe.webex.com/odoe/onstage/g.php?MTID=e5a0705ee59c0a62c1ec065209a715732

Members of the public are welcome to provide written comments for distribution to Commissioners in advance of the meeting through the contact form online or by email (Oregon.GWC@oregon.gov) through June 17, 2020, 11:59 p.m. Time will be reserved for additional public comment beginning at approximately 3:45 p.m.","Yes","Catherine MacDonald","503-475-6782","info@keeporegoncool.org",,"","","","","",,"","","https://www.keeporegoncool.org/s/Oregon_GWC_June-24-2020-Agenda.pdf (https://www.keeporegoncool.org/s/Oregon_GWC_June-24-2020-Agenda.pdf)"
"Energy, Department of","Oregon Energy Code Stakeholder Panel","","2020-06-16T01:00:00.000","2020-06-16T14:30:00.000","Virtual"," Salem","OR","​In an effort to achieve directives included in Governor Brown's Executive Order 20-04, the Oregon Department of Energy is convening monthly stakeholder meetings to discuss energy code development and code specifications and calculations, and to inform our code consultation to Oregon’s Building Codes Division.

https://www.oregon.gov/energy/Get-Involved/Pages/Energy-Code-Stakeholder-Panel.aspx?fbclid=IwAR1wYdP6t0teLTHeTSpysucpK7-7pWcMzfMUaYLgLl_wLHZF6uCFgxPejt8","","Roger Kainu","","Roger.Kainu@oregon.gov",,"","","","","",,"","","https://www.oregon.gov/energy/Get-Involved/Documents/2020-06-16-Code-Stakeholder-Mtg-Agenda.pdf (https://www.oregon.gov/energy/Get-Involved/Documents/2020-06-16-Code-Stakeholder-Mtg-Agenda.pdf)"
"Energy, Department of","Energy Facility Siting Council ","","2020-06-25T16:30:00.000","2020-06-24T18:30:00.000","Virtual"," Salem","OR","Regular public meeting of the Energy Facility Siting Council.","Yes","Michiko Mata","","Michiko.Mata@oregon.gov",,"","","","","","true","","","https://www.oregon.gov/energy/facilities-safety/facilities/Council%20Meetings/2020-06-25-26-EFSC-Meeting-Agenda.pdf (https://www.oregon.gov/energy/facilities-safety/facilities/Council%20Meetings/2020-06-25-26-EFSC-Meeting-Agenda.pdf)"
"Energy, Department of","Energy Facility Siting Council","","2020-06-26T08:30:00.000","2020-06-26T11:30:00.000","Virtual"," Salem","OR","Regular public meeting of the Energy Facility Siting Council.","Yes","Michiko Mata","","Michiko.Mata@oregon.gov",,"","","","","","true","","","https://www.oregon.gov/energy/facilities-safety/facilities/Council%20Meetings/2020-06-25-26-EFSC-Meeting-Agenda.pdf (https://www.oregon.gov/energy/facilities-safety/facilities/Council%20Meetings/2020-06-25-26-EFSC-Meeting-Agenda.pdf)"
"Energy, Department of","Energy Advisory Work Group Virtual Meeting ","","2020-06-29T13:00:00.000","2020-06-29T15:00:00.000","Virtual"," Salem","OR","The Oregon Department of Energy will hold an Energy Advisory Work Group meeting on June 29, 2020. 
 
Please note this will be a virtual meeting with an option for remote online participation. Connection details will be available on ODOE's website ahead of the meeting.
 
Meeting Details:
Monday, June 29, 2020 |  1 - 3 p.m.
 
An agenda and materials for the EAWG meeting will be posted in advance on our website. We plan to discuss ODOE's budget, the 2020 Biennial Energy Report, and updates on other ODOE activities. 
 
The meeting will be open to the public in listen-only mode. Information from prior Energy Advisory Work Group meetings is available online. 
","","ODOE","","askenergy@oregon.gov",,"","","","","",,"","","https://www.oregon.gov/energy/Get-Involved/Documents/2020-06-29-EAWG-Mtg-Materials.pdf (https://www.oregon.gov/energy/Get-Involved/Documents/2020-06-29-EAWG-Mtg-Materials.pdf)"
"Energy, Department of","Radioactive Materials Enforcement Rulemaking Advisory Committee","","2020-08-26T13:00:00.000","2020-08-26T16:00:00.000","Virtual"," Salem","OR","","","Christopher Clark","","christopher.clark@oregon.gov",,"","","","","","true","1-408-418-9388","129 410 1589","https://www.oregon.gov/energy/Get-Involved/rulemakingdocs/2020-08-26-R195-029-RAC2-Agenda.pdf (https://www.oregon.gov/energy/Get-Involved/rulemakingdocs/2020-08-26-R195-029-RAC2-Agenda.pdf)"
"Energy, Department of","Energy Facility Siting Council Meeting","","2020-08-21T08:30:00.000","2020-08-21T14:30:00.000","Virtual"," Salem","OR","","","Michiko Mata","","michiko.mata@oregon.gov",,"","","","","","true","1-408-418-9388","129 363 3552","https://www.oregon.gov/energy/facilities-safety/facilities/Council%20Meetings/2020-08-21-EFSC-FINAL-Meeting-Agenda.pdf (https://www.oregon.gov/energy/facilities-safety/facilities/Council%20Meetings/2020-08-21-EFSC-FINAL-Meeting-Agenda.pdf)"
"Energy, Department of","Oregon Hanford Cleanup Board","","2021-10-04T08:00:00.000","2021-10-04T14:15:00.000","Virtual","Salem","OR","","Yes","Mark Reese","","Mark.Reese@oregon.gov",,"","","","","","true","","","https://www.oregon.gov/energy/safety-resiliency/Pages/OHCB-Meetings.aspx (https://www.oregon.gov/energy/safety-resiliency/Pages/OHCB-Meetings.aspx)"
"Energy, Department of","Energy Facility Siting Council Meeting","","2021-07-23T08:30:00.000","2021-07-23T14:00:00.000","Virtual","Salem","OR","","","ODOE","","energy.siting@oregon.gov",,"","","","","","true","","","https://www.oregon.gov/energy/facilities-safety/facilities/Pages/Council-Meetings.aspx (https://www.oregon.gov/energy/facilities-safety/facilities/Pages/Council-Meetings.aspx)"
"Energy, Department of"," Public Workshop for the Protected Areas, Scenic Resources, and Recreation Rulemaking","","2021-07-28T13:00:00.000","2021-07-28T16:00:00.000","Virtual","Salem","OR","","","Christopher Clark","","christopher.clark@energy.oregon.gov",,"","","","","","true","","","https://www.oregon.gov/energy/Get-Involved/Pages/Energy-Facility-Siting-Council-Rulemaking.aspx#PASRR (https://www.oregon.gov/energy/Get-Involved/Pages/Energy-Facility-Siting-Council-Rulemaking.aspx#PASRR)"
"Energy, Department of","Oregon Global Warming Commission Meeting","","2021-08-04T13:00:00.000","2021-08-04T17:00:00.000","Virtual","Salem","OR","","","ODOE","","askenergy@oregon.gov",,"","","","","","true","","","https://www.keeporegoncool.org/meeting-calendar/2021/8/4/oregon-global-warming-commission-meeting-virtual (https://www.keeporegoncool.org/meeting-calendar/2021/8/4/oregon-global-warming-commission-meeting-virtual)"
"Energy, Department of","Oregon Hanford Cleanup Board","","2021-03-22T08:00:00.000","2021-03-22T13:30:00.000","Virtual","Salem","OR","","Yes","Mark Reese","","Mark.Reese@oregon.gov",,"","","","","","true","","",""
"Energy, Department of","Oregon Global Warming Commission Meeting","","2021-05-07T13:00:00.000","2021-05-07T17:00:00.000","Virtual","Salem","OR","","","OGWC","","info@keeporegoncool.org",,"","","","","","true","","",""
"Energy, Department of","Oregon Global Warming Commission Meeting","","2021-06-04T13:00:00.000","2021-06-04T17:00:00.000","Virtual","Salem","OR","","","ODOE","","askenergy@oregon.gov",,"","","","","",,"","",""
"Energy, Department of","Energy Advisory Work Group","","2021-06-02T15:00:00.000","2021-06-02T16:30:00.000","Virtual","Salem","OR","","","ODOE","","askenergy@oregon.gov",,"","","","","",,"","",""
"Energy, Department of","Energy Code Stakeholder Panel","","2021-06-15T13:30:00.000","2021-06-15T15:00:00.000","Virtual","Salem","OR","","","ODOE","","askenergy@oregon.gov",,"","","","","","true","","",""
"Energy, Department of","Energy Facility Siting Council Meeting","","2021-06-24T08:00:00.000","2021-06-25T17:00:00.000","Virtual","Salem","OR","","","ODOE","","askenergy@oregon.gov",,"","","","","","true","","",""
"Energy, Department of","Energy Facility Siting Council Meeting","","2021-08-27T08:30:00.000","2021-08-27T15:30:00.000","Virtual","Salem","OR","","Yes","ODOE","","energy.siting@oregon.gov",,"","","","","",,"","","https://www.oregon.gov/energy/facilities-safety/facilities/Pages/Council-Meetings.aspx (https://www.oregon.gov/energy/facilities-safety/facilities/Pages/Council-Meetings.aspx)"
"Energy, Department of","Energy Advisory Work Group","","2021-08-30T13:30:00.000","2021-08-30T16:30:00.000","Virtual","Salem","OR","","","ODOE","","askenergy@oregon.gov",,"","","","","","true","","","https://www.oregon.gov/energy/Get-Involved/Pages/Energy-Advisory-Work-Group.aspx (https://www.oregon.gov/energy/Get-Involved/Pages/Energy-Advisory-Work-Group.aspx)"
"Energy, Department of","Oregon Energy Code Stakeholder Panel","","2021-09-21T13:30:00.000","2021-09-21T15:00:00.000","Virtual","Salem","OR","","","ODOE","","askenergy@oregon.gov",,"","","","","","true","","","https://www.oregon.gov/energy/Get-Involved/Pages/Energy-Code-Stakeholder-Panel.aspx (https://www.oregon.gov/energy/Get-Involved/Pages/Energy-Code-Stakeholder-Panel.aspx)"
"Energy, Department of","Oregon Hanford Cleanup Board Meeting","","2022-01-18T08:00:00.000","2022-01-18T14:00:00.000","Virtual","Salem","OR","","","Mark Reese","","Mark.Reese@energy.oregon.gov",,"","","","","","true","","","https://www.oregon.gov/energy/safety-resiliency/Pages/OHCB-Meetings.aspx (https://www.oregon.gov/energy/safety-resiliency/Pages/OHCB-Meetings.aspx)"
"Energy, Department of","Oregon Global Warming Commission Meeting","","2022-01-06T13:00:00.000","2022-01-06T17:00:00.000","Virtual","Salem","OR","","","OGWC","","Oregon.GWC@Oregon.gov",,"","","","","","true","","",""
"Energy Facility Siting Council","Public hearing on the proposed Perennial Wind Chaser Station","This is a hearing on the draft proposed order for the proposed natural gas-fired plant planned southwest of Hermiston.","2015-05-14T18:00:00.000","2015-05-14T19:00:00.000","Oxford Suites, 1050 N. 1st Street"," Hermiston","OR",,"Yes","Andrea Goodwin","503‐373‐0076","PER.Comment@state.or.us",,,,,,,,,,
"Energy Facility Siting Council","Public hearing on the draft proposed order for the Brush Canyon Wind Power Facility","The proposal is a wind-powered electric generating facility with up to 223 wind turbines and a 32-mile, 230-kilovolt overhead transmission line. The Oregon Department of Energy has issued the draft proposed order on the application for a site certificate, recommending the Energy Facility Siting Council approve the application and grant a site certificate.","2013-12-09T18:00:00.000","2013-12-09T21:00:00.000","Central Oregon Community College","Madras","OR","<p><span>Community Room</span></p>",,"Sue Oliver","541-567-3840","sue.oliver@state.or.us","http://www.oregon.gov/energy/Siting/Pages/BrCW.aspx",,,,,,,,,
"Energy Facility Siting Council","Energy Facility Siting Council meeting","This is a regular meeting of the Council.","2015-05-15T08:00:00.000","2015-05-15T15:00:00.000","Oxford Suites, 1050 N. 1st St."," Hermiston","OR","Agenda coming soon.","Yes","Cliff Voliva","503-378-3637","cliff.voliva@state.or.us",,,,,,,"true",,,
"Energy Facility Siting Council","Rulemaking Advisory Committee Meeting","This is the third Rulemaking Advisory Committee meeting for Site Certificate Amendments.","2014-10-16T10:00:00.000","2014-10-16T14:00:00.000","Discovery Center"," The Dalles","OR",,,"Jason Sierman","503-373-2127","jason.sierman@state.or.us",,,,,,,"true",,,
"Energy Facility Siting Council","Energy Facility Siting Council","This is a regular meeting of the Energy Facility Siting Council.","2014-07-18T08:30:00.000",,"Holiday Inn, 477 NW Phoenix Dr."," Troutdale","OR",,"Yes","Shanda Shribbs","503-934-4005","shanda.shribbs@state.or.us","http://www.oregon.gov/energy/Siting/Pages/Council-Meetings.aspx","http://www.ihg.com/holidayinnexpress/hotels/us/en/troutdale/ttdtd/hoteldetail",,,,,,,,
"Energy Facility Siting Council","Energy Facility Siting Council meeting","This is a regular meeting of the Council. However, the primary agenda item is the public hearing on the Draft Proposed Order for the proposed South Dunes Power Plant.","2015-06-25T18:00:00.000","2015-06-25T20:00:00.000","Marshfield High School, S. 10th and Ingersoll Street"," Coos Bay","OR","http://www.oregon.gov/energy/Siting/Pages/EFSC_meeting_062515.aspx","Yes","Cliff Voliva","503-378-3637","cliff.voliva@state.or.us",,,,,,,"true",,,
"Energy Facility Siting Council","Energy Facility Siting Council meeting","This is a regular meeting of the council","2017-01-19T08:30:00.000","2017-01-19T14:00:00.000","550 Capitol Street"," Salem","OR",,"Yes","Cliff Voliva",,"cliff.voliva@oregon.gov",,,,,,,"true",,,
"Energy Facility Siting Council","Public information meeting for the proposed Perennial Wind Chaser Station southwest of Hermiston.","This meeting is to provide the public with more information about the Perennial application and the site certificate review process. This is not a public hearing.","2014-11-19T18:00:00.000","2014-11-19T20:00:00.000","Umatilla High School, 1400 7th St."," Umatilla","OR",,"No","Andrea Goodwin","503-373-0076","andrea.goodwin@state.or.us",,,,,,,,,,
"Energy Facility Siting Council","Public hearing on the proposed Brush Canyon Wind Power Facility","This is a public hearing on the draft proposed order for the Brush Canyon Wind Power Facility, which includes a 32-mile, 230-kilovolt overhead transmission line. The department has issued the draft proposed order on the application for a site certificate, recommending the Energy Facility Siting Council approve the application and grant a site certificate.","2014-01-07T18:00:00.000",,,,,,,,,,,,,,,,,,,
"Energy Facility Siting Council","Energy Facility Siting Council meeting","This is a regular meeting of the Council.","2015-01-30T09:00:00.000","2015-01-30T14:00:00.000","The Discovery Center"," The Dalles","OR",,"Yes","Cliff Voliva","503-378-3637","cliff.voliva@state.or.us",,,,,,,"true",,,"http://www.oregon.gov/energy/Siting/Pages/EFSC_meeting_013015.aspx (http://www.oregon.gov/energy/Siting/Pages/EFSC_meeting_013015.aspx)"
"Energy Facility Siting Council","Energy Facility Siting Council meeting","This is a regular meeting of the Council","2014-01-24T08:30:00.000",,"Discovery Center, 5000 Discovery Dr.","The Dalles","OR",,,"Cliff Voliva",,"cliff.voliva@state.or.us","http://www.oregon.gov/energy/Siting/docs/Meeting_Materials/012414/EFSC_agenda_012414.pdf",,,,,,,,,
"Energy Facility Siting Council","Energy Facility Siting Council meeting","This is a regular meeting of the Council. However, the primary agenda item is the public hearing on the Draft Proposed Order for the proposed South Dunes Power Plant.","2015-06-25T13:00:00.000","2015-06-25T16:30:00.000","Marshfield High School, S. 10th and Ingersoll Street"," Coos Bay","OR","http://www.oregon.gov/energy/Siting/Pages/EFSC_meeting_062515.aspx","Yes","Cliff Voliva","503-378-3637","cliff.voliva@state.or.us",,,,,,,"true",,,
"Energy Facility Siting Council","Energy Facility Siting Council meeting","This is a regular meeting of the Council.","2014-11-21T08:30:00.000","2014-11-21T14:30:00.000","Oxford Suites, 1050 N. 1st St."," Hermiston","OR",,"Yes","Matt Lawyer","503-378-3895","matthew.lawyer@state.or.us",,,,,,,"true",,,
"Energy Facility Siting Council","Energy Facility Siting Council meeting","This is a regular meeting of the Council","2016-12-16T08:30:00.000","2016-12-16T14:30:00.000","550 Capitol Street"," Salem","OR","http://www.oregon.gov/energy/Siting/Pages/Council-Meetings.aspx

NOTE: This meeting will be held at the new office of the Oregon Department of Energy","Yes","Cliff Voliva",,"cliff.voliva@oregon.gov",,,,,,,"true",,,
