Meeting Title,Short Description,Start Date & Time,End Date & Time,Meeting Location,City,State,Details,Public Comment Accepted,Contact Name,Phone Number,Contact Email,Web Link (optional),Map Link,Calendar Link,ADA Contact,ADA Contact Phone,ADA Contact Email,Webinar/Webcast?,Webinar/Webcast Link,Public Call-In Number,Call-in Access Code,Agenda URL,Owner,Agenda Upload,Map Location,2010 House Districts,2010 Senate Districts,Counties
Mobility Advisory Committee,,09/08/2022 01:00:00 PM,09/08/2022 04:00:00 PM,Virtual,Salem,OR,"The purpose of the Mobility Advisory Committee (MAC) is to review and provide feedback on agency projects through the lens of mobility and work zone safety as it applies to both temporary and permanent impacts. The MAC provides a platform for stakeholders to inform balanced and transparent decision-making by the Oregon Department of Transportation on designs in planning, project development and construction that impact permanent or temporary height, width, length, or weight restrictions, or impose traffic delays. The committee’s purpose is also focused on upholding the agency’s work zone safety goal of zero fatalities and injuries, including ODOT employees, contractors, public safety professionals and the traveling public while efficiently moving people and goods.",,Bill Gross,503-934-1624,william.p.gross@odot.oregon.gov,,,,Katie Scott,971-372-0791,Katie.SCOTT@odot.oregon.gov,,,,,https://www.oregon.gov/odot/Get-Involved/Pages/MobilityRecords.aspx,,,,,,
Oregon Disabilities Commission Full Commission Meeting,ODC Full Meeting,09/08/2022 01:00:00 PM,09/08/2022 04:00:00 PM,Virtual Only,Salem,OR,This meeting will be conducted via phone or Zoom only. Click https://www.zoomgov.com/j/1601001124?pwd=WUZNdUQxVExqUGdOdmJoUGVNbXFDdz09 to join via your computer. Conference Line - 669-254-5252; Meeting ID - 1601001124#; Participant Code – 0#; Password –226594#. CART Streaming Link – https://www.streamtext.net/player?event=ODC,Yes,Ryan Kibby,503-510-3988,ryan.e.kibby@dhsoha.state.or.us,,,,Melinda Meeds,503-568-5247,melinda.a.meeds@dhsoha.state.or.us,true,https://www.zoomgov.com/j/1601001124?pwd=WUZNdUQxVExqUGdOdmJoUGVNbXFDdz09  (https://www.zoomgov.com/j/1601001124?pwd=WUZNdUQxVExqUGdOdmJoUGVNbXFDdz09%20),669-254-5252,Meeting ID: 160 100 1124; Password: 226594,https://www.oregon.gov/dhs/SENIORS-DISABILITIES/ADVISORY/ODC/Pages/Meetings.aspx,,,,,,
Oregon Alliance to Prevent Suicide - Transitions of Care Committee Meeting,,09/08/2022 01:00:00 PM,09/08/2022 02:30:00 PM,Virtual,Salem,OR,,Yes,Jenn Fraga,,jfraga@aocmhp.org,,,,,,,true,https://us02web.zoom.us/j/89796541408?pwd=OGpPRVArcDhTS1MzWml3YUhaZHV3dz09,,,https://oregonalliancetopreventsuicide.org/transitions-of-care-committee/,,,,,,
Quarterly Board Meeting,WCB Board Meeting,09/08/2022 10:00:00 AM,09/08/2022 12:00:00 PM,"2601 25th St. SE, Suite 150",Salem,OR,"Aug. 25, 2022


NOTICE OF BOARD MEETING

The Workers’ Compensation Board will hold a telephonic meeting at 10:00 am on Thursday, Sept. 8, 2022 at its Salem Office.  To accommodate virtual attendance, arrangements have been made to allow board members, interested parties, practitioners and the general public to participate in the meeting by a “phone conference” link.

The “phone conference” link will be available the week before the meeting.  Any questions regarding this link may be directed to Thomas Taylor, 2601 25th St SE, Suite 150, Salem, OR 97302, by phone at (503) 378-3308, by email to thomas.taylor@wcb.oregon.gov or by fax at (503) 373-1458.

Due to the logistical challenges of distributing written comments to the members and meeting participants on the day of the meeting, parties, practitioners and the general public are encouraged to submit all written comments well in advance of the meeting.  Written comments should be directed to Katy Gunville, WCB’s Executive Assistant at 2601 25th St SE, Suite 150, Salem, OR 97302, katy.e.gunville@wcb.oregon.gov, or via fax at (503) 373-1684.   

On the agenda is:

•	Regular quarterly scheduled meeting.  OAR 438-021-0010(1). 

•	ALJ hiring consultation pursuant to ORS 656.724 (1).

	Note:  The “biennial review” of attorney fees pursuant to ORS 656.388(4) will be addressed at future Board meetings.  The September 16, 2022, deadline for receipt of written comments regarding this review is extended to a yet to be determined date.  
   

If you have any questions concerning the meeting, please contact:
Katy Gunville, Workers’ Compensation Board, (503) 934-0123.
","Written comments should be directed to Katy Gunville, WCB's Executive Assistant at 2601 25th St SE, Suite 150, Salem, OR 97302, katy.e.gunville@wcb.oregon.gov, or via fax at (503) 373-1684.",Katy Gunville,503-934-0123,katy.e.gunville@wcb.oregon.gov,,,,,,,,,,,,,,,,,
Governor's Commission on Senior Services Full Meeting ,,09/08/2022 09:30:00 AM,09/08/2022 11:30:00 AM,Virtual ,Salem ,OR,,Yes ,Adam Hansen ,(503) 855-8438,adam.g.hansen@dhsoha.state.or.us,,,,Joseph Lowe,​(971) 239-6666,Joseph.lowe@dhsoha.state.or.us,,https://www.zoomgov.com/j/1619688356?pwd=dXM5WUVLR2MzZkM5bHdERmFKNFMvdz09  (https://www.zoomgov.com/j/1619688356?pwd=dXM5WUVLR2MzZkM5bHdERmFKNFMvdz09%20),669 254 5252,Passcode: 515146 ,https://www.oregon.gov/dhs/SENIORS-DISABILITIES/ADVISORY/GCSS/Pages/Full-Commission-Meetings.aspx,,,,,,
CANCELED  Special Public Meeting UE 399 PacifiCorp Request for a General Rate Revision Hearing,,09/08/2022 09:30:00 AM,09/08/2022 11:30:00 AM,Video Conference,Salem,OR,,,Kristi,9712181189,Kristi.collins@puc.oregon.gov,,,,,,,,,,,,,,,,,
Youth Development Council quarterly meeting,,09/08/2022 08:00:00 AM,09/08/2022 12:00:00 PM,TBD,Salem,OR,,Yes,Melissa Gallardo,503-689-3094,melissa.gallardo@ode.oregon.gov,,,,Melissa Gallardo,,,,,,,,,,,,,
Consumer Protection Committee Meeting,,09/08/2022 08:00:00 AM,09/08/2022 09:00:00 AM,3218 Pringle Road SE,Salem,OR,,,MHRA Staff,503-378-5499,psychology.board@mhra.oregon.gov,,,,,,,,,,,,,,,,,
Translation Advisory Council Meeting,,09/07/2022 06:00:00 PM,09/07/2022 08:00:00 PM,Remote,Salem,OR,"The Secretary of State’s Translation Advisory Council will meet virtually on Wednesday, September 7, at 6:00 PM to review the translation process and to elect Council officers.

Wednesday, September 7, 2022, at 6:00 pm

•	Link for remote attendance
•	Agenda: 1) Welcome 2) Review Process Evaluation 3) Officer Elections

The Council is not required to take public testimony.

The Council was created to make recommendations to the Secretary on matters of translation, including the translation of voters’ pamphlets prior to each election. Council members review translated voter information to ensure accuracy and retain the original tone and meaning in a culturally appropriate manner. The Council is comprised of five members who are appointed at large and translator members who have proficiency in one of the most commonly spoken languages in Oregon.

Additional information can be found on the Translation Advisory Council website.",,Kelly Mills,503-986-2312,TAC.info@sos.oregon.gov,,,,,,,,https://teams.microsoft.com/l/meetup-join/19%3ameeting_NGUyM2VkZDEtNGFmMS00Mjg3LWJlMzYtZTZhNDgwNmRmODZl%40thread.v2/0?context=%7b%22Tid%22%3a%22aa3f6932-fa7c-47b4-a0ce-a598cad161cf%22%2c%22Oid%22%3a%22b97246b9-0909-43ad-a6cb-be91c56d8609%22%7d,,,,,,,,,
Democratic Party State Representative District 52 Nominees,,09/07/2022 03:00:00 PM,09/07/2022 04:00:00 PM,https://clackamascounty.zoom.us/webinar/register/WN_LWCDcStcQDaPiJaJ5pfdhQ,Salem,OR,"The Democratic Party precinct committeepersons of State Representative District 52 met and chose nominees to fill the vacancy. The nominees chosen are:
1.	Kristen Dillon
2.	Lori Kuechler
3.	Nicholas Walden Poublon		 
		
		
The Appointing Authority must meet to appoint one person from the list of nominees. The vacancy must be filled no later than September 13, 2022, 30 days after the vacancy occurred. 
",,Lydia Plukchi,15039861518,elections.sos@oregon.gov,,,,,,,true,https://clackamascounty.zoom.us/webinar/register/WN_LWCDcStcQDaPiJaJ5pfdhQ,,,,,,,,,
Legislative Subcommittee Meeting,Legislative Subcommittee Meeting,09/07/2022 02:30:00 PM,09/07/2022 04:00:00 PM,virtual,Salem,OR,,yes,Todd Albert,503.871.9036,todd.albert@pra.oregon.gov,,,,,,,true,https://teams.microsoft.com/l/meetup-join/19:meeting_YTI3MzAzZmEtNzBhYS00Njk4LWIyNjYtMTE5ZTRmZTE5Yjg4%40thread.v2/0?context=%7b%22Tid%22:%22aa3f6932-fa7c-47b4-a0ce-a598cad161cf%22%2c%22Oid%22:%2207462a96-39d8-4e7e-bb9b-4bdf548fa0ab%22%7d,"+1 503-446-4951,,372363963#",,,,,,,,
Steward Coordination Meeting: Work Session,Bi-weekly meeting of stewards serving the Intensive Program. ,09/07/2022 02:00:00 PM,09/07/2022 03:00:00 PM,Zoom,Zoom,OR,,No,Chelsea Mabie,,chelsea.mabie@ode.oregon.gov,,,,,,,,,+1 669 254 5252 ,Meeting ID: 160 613 5486 Passcode: 903741,,,,,,,
Hearing - Notice of Proposed Rulemaking - Chapter 265,,09/07/2022 01:00:00 PM,09/07/2022 02:00:00 PM,"Oregon Department of Justice, 700 SE Emigrant, Suite 100",Pendleton,OR,,,Toni Kemple,,ORLawEnfCommission@doj.state.or.us,,,,,,,,,,,,,,,,,
September 2022 Meeting,,09/07/2022 01:00:00 PM,09/07/2022 03:00:00 PM,meet.google.com/jhc-fjff-euu, Eugene,OR,,,Henry O'Keeffe,5412982101,henryo@gobhi.org,,,,,,,,meet.google.com/jhc-fjff-euu (http://meet.google.com/jhc-fjff-euu),1 575-708-2744‬,PIN: ‪306 984 204‬#,,,,,,,
Qualifications Committee,,09/07/2022 01:00:00 PM,09/07/2022 04:00:00 PM,Board office or Zoom (virtual), Salem,OR,,,Lorrie Cramer,503-378-4181,Lorrie.Cramer@boa.oregon.gov,,,,,,,,,,,https://www.oregon.gov/boa/Pages/Agendas-and-Minutes.aspx,,,,,,
CANCELLED Rules Advisory Committee CANCELLED,,09/07/2022 10:00:00 AM,09/07/2022 12:00:00 PM,Virtual via Zoom,Salem,OR,"The Oregon Department of Revenue (DOR) is holding a Rules Advisory Committee (RAC) meeting on August 23, 2022, with two additional meetings scheduled for September 7 and September 20, 2022, if needed.   The RAC is an important part of the rule-adoption process, and the RAC will help DOR determine if it will adopt the revised Statement of Information Concerning Practices of the Multistate Tax Commission and Supporting States Under Public Law 86-272 by administrative rule.

During the meeting(s), DOR will consider RAC input on all issues related to MTC’s Public Law 86-272 revised statement, including potential rule language.   These meetings are open to the public who can access the virtual meetings through the Zoom link below.

Join ZoomGov Meeting
https://www.zoomgov.com/j/1608727141?pwd=aklpRHYyZzRVa0lkaGhtVGk0eGJiUT09
Meeting ID: 160 872 7141 Passcode: 918094 One tap mobile +16692545252,,1608727141#,,,,*918094# US (San Jose) +16692161590,,1608727141#,,,,*918094# US (San Jose)
Dial by your location
+1 669 254 5252 US (San Jose)
+1 669 216 1590 US (San Jose)
+1 646 828 7666 US (New York)
+1 551 285 1373 US
Meeting ID: 160 872 7141 Passcode: 918094 Find your local number: https://www.zoomgov.com/u/acrbLvysH8
For more information contact:  Duane Bales at duane.bales@dor.oregon.gov

","Yes, a portion of the meeting agenda will allow opportunity for public comment.",Duane Bales,,duane.bales@dor.oregon.gov,,,,,,,,,,,,,,,,,
Prevailing Wage Advisory Committee Meeting,,09/07/2022 10:00:00 AM,09/07/2022 11:30:00 AM,Microsoft Teams,Portland,OR,,Yes,Jessica Ponaman,9713532372,Jessica.Ponaman@boli.oregon.gov,,,,,,,,,,,,,,,,,
Oregon Commission on Asian and Pacific Islander Affairs,OCAPIA PMN,09/07/2022 09:30:00 AM,09/07/2022 12:00:00 PM,Virtual Meeting,Portland,OR,,,Ava Stevens,15039103090,ava.stevens@oac.oregon.gov,,,,,,,,,,,,,,,,,
Board of Forestry Meeting,Public meeting for board business,09/07/2022 09:00:00 AM,09/07/2022 05:00:00 PM,"Hosted from ODF Headquarters - Tillamook Room, Bldg. C",Salem ,OR,"Public Access: Available at 9 a.m. via live stream, a link to the video and agenda will be available on the Board's meeting website. In-person attendance is available but seats are on a first-come, first serve basis.

Livestream: link posted by 8:55 a.m. on Wednesday, September 7. If any issues, use the following link.
https://www.youtube.com/oregondepartmentofforestry/live

After Meeting Concludes: All audio recordings, video of the meeting, and presentations are to be posted on the Board website.",,Board Support Office,503-945-7210,boardofforestry@odf.oregon.gov,,,,ODF Public Affairs Office,503-945-7200,forestryinformation@odf.oregon.gov,,,,,https://www.oregon.gov/odf/board/Pages/bofmeetings.aspx,,,,,,
Oregon Wheat Commission Meeting,Regular Meeting,09/07/2022 09:00:00 AM,09/07/2022 12:00:00 PM,The SAGE Center,Boardman,OR,,,Tana Simpson,5038042456,tsimpson@oregonwheat.org,,,,Tana Simpson,5038042456,tsimpson@oregonwheat.org,true,https://us02web.zoom.us/j/84237546845?pwd=bFoxL2NYMUw1MHJJaGJsWk1hbU8rdz09e,1-253-215-8782,Meeting ID: 842 3754 6845; Passcode: 310966,,,,,,,
Oregon Investment Council,OIC Regular Meeting,09/07/2022 09:00:00 AM,09/07/2022 01:00:00 PM,16290 SW Upper Boones Ferry Rd, Tigard,OR,,,Aadrial Phillips,503-431-7956,aadrial.phillips@ost.state.or.us,,"https://www.google.com/maps/place/Oregon+State+Treasury/@45.4022289,-122.7544666,17z/data=!3m1!4b1!4m5!3m4!1s0x549572c33f67c577:0x25b9a158a656ce9a!8m2!3d45.4022289!4d-122.7522779",https://www.oregon.gov/treasury/news-data/pages/treasury-calendar.aspx,Aadrial Phillips,503-431-7956,aadrial.phillips@ost.state.or.us,,,,,,,,,,,
Joint Panel Administrative Meeting,,09/07/2022 09:00:00 AM,09/07/2022 11:00:00 AM,"610 SW Alder St, St 420",Portland,OR,,,Alison Bort,503-229-5596,psrb@psrb.oregon.gov,,,,,,,true,https://teams.microsoft.com/l/meetup-join/19%3ameeting_ZGIxMzFhMGUtZjcyNi00NzVlLTgyMTAtYmJkNWRjZTQyNWJl%40thread.v2/0?context=%7b%22Tid%22%3a%22aa3f6932-fa7c-47b4-a0ce-a598cad161cf%22%2c%22Oid%22%3a%22f096316c-8bd7-46de-852c-be9ba72526d5%22%7d,+1 503-446-4951 , 360753958#   ,,,,,,,
Joint PERS Board meeting with OIC,,09/07/2022 09:00:00 AM,09/07/2022 01:00:00 PM,16290 SW Upper Boones Ferry Rd,Tigard,OR,,,Katie Brogan,,kathryn.brogan@pers.state.or.us,,,,,,,,,,,,,,,,,
Enforcement Oversight Committee,Compliance and Enforcement meeting,09/07/2022 09:00:00 AM,09/07/2022 10:00:00 AM,Virtual/ Remote,Salem,OR,,,Chad Koch,,chad.koch@aclb.oregon.gov,,,,,,,,,1-669-224-3412,866-925-653,,,,,,,
Board of Certified Advanced Estheticians Meeting,,09/07/2022 09:00:00 AM,09/07/2022 12:00:00 PM,"1430 Tandem Ave NE, Suite 180",Salem,OR,,,April Fleming,,april.fleming@dhsoha.state.or.us,,,,,,,,,,,,,,,,,
*Cancelled* Board of Certified Advanced Estheticians Meeting,New meeting entry under current office name of Health Licensing Office,09/07/2022 09:00:00 AM,09/07/2022 12:00:00 PM,"1430 Tandem Ave NE, Suite 180",Salem,OR,Lack of quorum,Yes,April Fleming,,april.fleming@dhsoha.state.or.us,,,,,,,,,503-934-3605,,,,,,,,
CANCELLED -Mental Health Clinical Advisory Group ,Regular Meeting,09/06/2022 03:00:00 PM,09/06/2022 05:00:00 PM,Virtual ,Salem,OR,This is a regular meeting. Voting is possible at regular meetings. ,Yes,Amanda Parish,15033838142,amanda.b.parish@dhsoha.state.or.us,,,,Amanda Parish,,,true,https://teams.microsoft.com/l/meetup-join/19:meeting_OGQ2OTJmOGYtNGE4OC00MzZiLWJkYjQtNjFjYWU2YTE4NzAz%40thread.v2/0?context=%7b%22Tid%22:%22658e63e8-8d39-499c-8f48-13adc9452f4c%22%2c%22Oid%22:%228717f2e3-8f07-4fb9-a441-e96ab80b6268%22%7d,971-277-2343,815511572#,,,,,,,
Rules Advisory Committee,,09/06/2022 02:00:00 PM,09/06/2022 04:00:00 PM,Virtual via Zoom,Salem,OR,"The Oregon Department of Revenue (DOR) will reconvene a Rules Advisory Committee (RAC) to help us develop Oregon Administrative Rules about the Oregon Psilocybin Tax, enacted by voters in 2020 with Measure 109 (2020). The RAC is an important part of the rule adoption process, and we want to ensure affected taxpayers have the opportunity to provide input and suggestions during the development of the rule. 
During this meeting we will discuss potential rule language and how that language will impact psilocybin service centers and their clients. The department will consider input from the RAC during final rule drafting. 
The RAC is an important part of the rule-adoption process and DOR wants to ensure affected taxpayers provide input during the consideration of possible rules. The meeting will be open to the public who can listen to the virtual meeting through the Zoom link below. A portion of the meeting agenda will allow an opportunity for public comment.
Location:  Virtual via Zoom
Date and Time: Tuesday, September 6, 2022, 2:00 PM
Join by video: https://www.zoomgov.com/j/1615518906
Join by phone: 1-669-254-5252
Meeting ID: 161 551 8906
Passcode: 677173
For more information contact: Kelvin Adkins-Heljeson at kelvin.adkins-heljeson@dor.oregon.gov
","Yes, a portion of the meeting agenda will allow opportunity for public comment.",Kelvin Adkins-Heljeson,,kelvin.adkins-heljeson@dor.oregon.gov,,,,,,,,,,,,,,,,,
Public Meeting,,09/06/2022 01:30:00 PM,09/06/2022 03:30:00 PM,Video Conference,Salem,OR,,,Kristi,9712181189,Kristi.collins@puc.oregon.gov,,,,,,,,,,,,,,,,,
Joint Compliance Committee,,09/06/2022 01:00:00 PM,09/06/2022 02:00:00 PM,virtual,Salem,OR,,yes,Christine Valentine,503-566-2837,osbge.info@bgelab.oregon.gov,,,,,,,,,,,,,,,,,
Special meeting-Cancelled,to discuss/vote on dissolution resolution,09/03/2022 11:00:00 AM,09/03/2022 12:00:00 PM,"Community Building in San George Estates, 10 East South Stage Road, ",Medford,OR,"The Board is meeting to discuss and vote on a resolution to dissolve the district because the district will become financially insolvent within the next 12 months

Meeting cancelled. This issue will be discussed at the regular meeting of the Board on September 10, 2022 -See Notice posted 7/15/22.",Yes,Robert Stone,541-734-4093,rob@robstonelaw.com,,,,,,,,,,,,,,,,,
Racial Justice Council | RJC Criminal Justice Reform Committee Meeting,A monthly meeting for one of the Governor's committees.,09/02/2022 02:30:00 PM,09/02/2022 04:00:00 PM,Zoom,Salem,OR,,,Nolan Douglass,,nolan.douglass@oregon.gov,,,,,,,,,,,,,,,,,
Local Government Grant committee will meet to discuss proposed changes to grant rules,,09/02/2022 10:00:00 AM,09/02/2022 02:00:00 PM,virtual,Salem,OR,"Oregon Parks and Recreation Department (OPRD) has formed a rule advisory committee to review proposed changes to Oregon administrative rules for the Local Government Grant program within the department. 

The committee will meet virtually Friday, Sept. 2 to continue reviewing and discussing proposed changes to program rules. The 10 a.m. meeting is open to the public and can be viewed at https://www.youtube.com/channel/UCkqL6iVPBrfCTO27cNmCTwg . 
This meeting is the second one held on the topic this year. 

The meeting agenda will include discussions on proposed changes to align community needs and program operations. The committee will also discuss any economic and fiscal impact of the proposed rules. This is the second meeting of the committee.

Committee members, appointed by OPRD, include individuals from park and recreation districts, local governments, grant committees and partner organizations.

After the committee review, the rule will be open for public comment this fall.  More information about this rulemaking is available on the OPRD website: https://www.oregon.gov/oprd/PRP/Pages/PRP-rulemaking.aspx

Individuals who require special accommodations to view the meetings should contact Katie Gauthier, at least three days in advance of a meeting, by calling (503) 510-9678.
",,Michele Scalise ,503-507-2249,michele.scalise@oprd.oregon.gov ,,,,Katie Gauthier,(503) 510-9678,,true,https://www.youtube.com/channel/UCkqL6iVPBrfCTO27cNmCTwg%20,,,,,,,,,
Oregon Alliance to Prevent Suicide - Executive Committee Meeting,,09/02/2022 10:00:00 AM,09/02/2022 11:30:00 AM,Virtual,Salem,OR,,Yes,Jenn Fraga,,jfraga@aocmhp.org,,,,,,,true,https://us02web.zoom.us/j/89796541408?pwd=OGpPRVArcDhTS1MzWml3YUhaZHV3dz09,,,https://oregonalliancetopreventsuicide.org/executive-committee/,,,,,,
Housing Stability Council Monthly Meeting,"The Housing Stability Council helps to lead OHCS to meet the housing and services needs of low- and moderate-income Oregonians. The Housing Stability Council works to establish and support OHCS' strategic direction, foster constructive partnerships across the state, set policy and issue funding decisions, and overall lend their unique expertise to the policy and program development of the agency. ",09/02/2022 09:00:00 AM,09/02/2022 12:45:00 PM,https://us02web.zoom.us/webinar/register/WN_0gaTLc20SYSFgConBPN2kw ,Salem ,OR,"Webinar Meeting Only
Register in advance for this webinar:
https://us02web.zoom.us/webinar/register/WN_0gaTLc20SYSFgConBPN2kw 

AGENDA:

9:00: Meeting Called to Order - Roll Call 

9:05: Public Comment

9:30: Report of the Chair

9:45: Report of the Director
 
10:00: Housing Stabilization Division (pg. 04)
          Jill Smith, Interim Director, Housing Stabilization

Homeless Services Section Grant Framework Approval:
  Jill Smith, Interim Director of Housing Stabilization 
  Mike Savara, Interim Chief Programs Officer 
  Jovany Lopez, Interim Assistant Director of Homeless Services 
  Judy Hui-Pasquini, Homeless Services Policy Strategist 
  Patricia Akers, ESG-CV Program Analyst 
  Joshua Fleming, Homeless Services Training & Program Coordinator   
  Marilyn Merrit, Homeless Prevention Program Analyst 

Rent Assistance for Youth (RAY) Framework Approval 
  Jill Smith, Interim Director of Housing Stabilization 
  Jennifer Bauer-Leffler, Program Analyst

11:00: 15 min break 

11:15: Affordable Rental Housing Division (pg. 24)  
          Natasha Detweiler-Daby, Interim Director, Affordable Rental 
 Housing 

Transaction Approvals: Tai Dunson-Strane, Production Manager    
  Glisan Tower Apartments
  Stayton Apartments

12:00: Homeownership Division (pg. 39) 
            Emese Perfecto, director, Homeownership

Oregon Bond Loan Approvals: Kim Freeman, Assistant Director Homeownership Programs
Homeownership Development Framework: Talia Kahn-Kravis, Operations & Policy Analyst

12:45: Meeting Adjourned",,Sarah Neitzert,,Sarah.Neitzert@hcs.oregon.gov,,,,,,,,,,,,,,,,,
Special Meeting of the SOESD Board of Directors,,09/01/2022 06:00:00 PM,09/01/2022 07:00:00 PM,101 North Grape Street,Medford,OR,,,Jessica Bach,541-776-8590,jessica_bach@soesd.k12.or.us,,,,,,,,,,,http://www.soesd.k12.or.us/agendas-minutes/,,,,,,
FULL BOARD CONFERENCE CALL ,The full Board may meet after the close of the Investigative Committee meeting to take any formal Board Actions necessary.,09/01/2022 05:00:00 PM,09/01/2022 06:00:00 PM,"1500 SW 1st Ave, Suite 620 ",Portland,OR,"The 14-member Board reviews cases and recommendations from the Board’s committees and makes final decisions. The Board determines whether an application for licensure should be granted, granted with limitations, or denied. The Board also determines the final resolution of investigatory cases. In addition, the Board sets policy, adopts administrative rules, and discusses issues relevant to the practice of medicine.",No,Gretchen Kingham,971-673-2700,Gretchen.Kingham@omb.oregon.gov,,,,,,,,,,,http://www.oregon.gov/omb/board/Pages/Meeting-Notices.aspx,,,,,,
BECC Regular Meeting,,09/01/2022 03:00:00 PM,09/01/2022 05:00:00 PM,Zoom,Portland,OR,,yes,Ryan McBee,971-673-1619,ryan.mcbee@ocb.oregon.gov,,,,,,,,,,,,,,,,,
Area Trauma Advisory Board - 3 (ATAB 3),,09/01/2022 03:00:00 PM,09/01/2022 05:00:00 PM,Audio and videoconference,Videoconference,OR,,,Stella Rausch-Scott,,stella.m.rausch-scott@dhsoha.state.or.us,,,https://www.oregon.gov/oha/PH/ProviderPartnerResources/EMSTraumaSystems/TraumaSystems/Pages/atab.aspx,,,,,,,,https://www.oregon.gov/oha/PH/ProviderPartnerResources/EMSTraumaSystems/TraumaSystems/Pages/atab.aspx,,,,,,
Special Public Meeting AR 653 Revisions to Division 21 Rules to Strengthen Customer Protections Concerning Disconnections Hearing ,,09/01/2022 01:30:00 PM,09/01/2022 03:30:00 PM,Video Conference,Salem,OR,,,Kristi,9712181189,Kristi.collins@puc.oregon.gov,,,,,,,,,,,,,,,,,
Hearing - Notice of Proposed Rulemaking - Chapter 265,,09/01/2022 01:00:00 PM,09/01/2022 02:00:00 PM,"Oregon Department of Justice, 100 SW Market Street",Portland,OR,"All hearings will be conducted both in person and virtually. For information about how to participate virtually, please visit https://justice.oregon.gov/lesc/ .  Hearings may be extended for an additional hour if needed to ensure that all witnesses have the opportunity to testify.",,Toni Kemple,,ORLawEnfCommission@doj.state.or.us,,,,,,,,,,,,,,,,,
Rules Advisory Committee for Dental Services Program,"Meeting to discuss proposed changes for multiple rules effective Jan. 1, 2022",09/01/2022 01:00:00 PM,09/01/2022 02:30:00 PM,Virtual meeting,Salem,OR,,,"Vesna Hopkins, M.A.",,vesna.g.hopkins@dhsoha.state.or.us,,,,,,,,,971-277-2343,466616799#,https://www.oregon.gov/oha/HSD/Pages/RAC.aspx,,,,,,
Oregon Alliance to Prevent Suicide - Data & Evaluation Committee Meeting,,09/01/2022 09:30:00 AM,09/01/2022 11:00:00 AM,Virtual,Virtual,OR,,Yes,Jenn Fraga,,jfraga@aocmhp.org,,,,,,,true,https://us02web.zoom.us/j/89796541408?pwd=OGpPRVArcDhTS1MzWml3YUhaZHV3dz09,,,https://oregonalliancetopreventsuicide.org/data-evaluation-committee/,,,,,,
Rules Advisory Committee,The RAC will help the department develop an administrative rule to determine how to recalculate the maximum assessed value (MAV) of properties when first eligible for partial exemptions of assessed value (AV).,09/01/2022 09:00:00 AM,09/01/2022 11:00:00 AM,Virtual via Zoom,Salem,OR,"Location:  Virtual via Zoom
Date and Time:
Thursday, September 1, 2022, 9-11 a.m.
Join ZoomGov Meeting https://www.zoomgov.com/j/1602477024

Meeting ID: 160 247 7024 Passcode: 963063 One tap mobile +16692545252,,1602477024#,,,,*963063# US (San Jose) +16692161590,,1602477024#,,,,*963063# US (San Jose)

Dial by your location        
+1 669 254 5252 US (San Jose)
+1 669 216 1590 US (San Jose)
+1 551 285 1373 US
+1 646 828 7666 US (New York)
","Yes, a portion of the meeting agenda will allow opportunity for public comment.",": Philip McClellan, Property Tax Division Rules Coordinator",,philip.l.mcclellan@dor.oregon.gov,,,,,,,,,,,,,,,,,
Committee for Family Forestlands - Special,,09/01/2022 09:00:00 AM,09/01/2022 11:00:00 AM,https://odf.zoom.us/j/91727353026,Salem,OR,,No,Heather Hendersen,,forestresources.committees@odf.oregon.gov,,,,,,,true,,,,https://www.oregon.gov/odf/board/pages/cff.aspx,,,,,,
COVID-19 Workgroup,,09/01/2022 08:00:00 AM,09/01/2022 09:00:00 AM,"3218 Pringle Road SE, Ste. 130",Salem,OR,,,MHRA Staff,503-378-4154,psychology.board@mhra.oregon.gov,,,,,,,,,,,,,,,,,
INVESTIGATIVE COMMITTEE,,09/01/2022 08:00:00 AM,09/01/2022 05:00:00 AM,"1500 SW 1st Ave, Suite 620 ", Portland,OR,"The 6-member Investigative Committee reviews investigations that have been conducted by OMB staff investigators, directs further investigative steps and interviews licensees who are under investigation, if appropriate. The Committee makes recommendations to the full Board regarding case resolutions. Note: This Committee meets almost entirely in Executive Session, which is closed to members of the general public. No final actions are taken in Executive Session.",No,Gretchen Kingham,971-673-2700,Gretchen.Kingham@omb.oregon.gov,,,,,,,,,,,http://www.oregon.gov/omb/board/Pages/Meeting-Notices.aspx,,,,,,
Continuous Improvement Committee,,08/31/2022 03:00:00 PM,08/31/2022 04:00:00 PM,Virtual,Salem,OR,,,Sydney King,,owigeneral@hecc.oregon.gov,,,,,,,,,,,https://www.oregon.gov/workforceboard/board/Pages/publicmeetings.aspx,,,,,,
Racial Justice Council | RJC Environmental Equity Committee,A monthly meeting for one of the Governor's committees.,08/31/2022 11:00:00 AM,08/31/2022 12:30:00 PM,Zoom,Salem,OR,,,Nolan Douglass,,nolan.douglass@oregon.gov,,,,,,,,https://us06web.zoom.us/webinar/register/WN_ws_n1FqjRyG1owJM3rbiLw,,,,,,,,,
Racial Justice Council | RJC Education Recovery Committee Meeting,A monthly meeting for one of the Governor's committees.,08/31/2022 10:00:00 AM,08/31/2022 12:00:00 PM,Zoom,Salem,OR,,,Nolan Douglass,,Nolan.douglass@oregon.gov,,,,,,,,https://us06web.zoom.us/webinar/register/WN_T-0PgnuaR6WdZlJwyTwmuQ,,,,,,,,,
