"agency","short_description","start_date_time","end_date_time","meeting_location","city","state","details","public_comment_accepted","contact_name","phone_number","contact_email","web_link","map_link","calendar_link","ada_contact","ada_contact_phone","ada_contact_email","webinar","call_in_phone_number","call_in_access_code","agenda"
"Agriculture Department","Contact coordinator@oregoninvasivespeciescouncil.org for web conference details","2021-02-17T13:00:00.000","2021-02-17T16:00:00.000","Virtual Meeting ","Salem ","OR","See attached agenda for information regarding this meeting. ","yes","Jalene Littlejohn","","j.littlejohn@samarapdx.com",,"","","","","",,"","",""
"Agriculture Department","","2021-03-24T17:30:00.000","2021-03-24T18:30:00.000","Virtual Meeting","Salem","OR","For more information, call 503-986-4554 or visit https://oda.direct/BoardAgriculture","","Karla Valness","","kvalness@oda.state.or.us",,"","","","","",,"","",""
"Agriculture Department","Bi-monthly regular meeting ","2021-03-17T09:00:00.000","2021-03-17T12:00:00.000","Virtual meeting"," Salem","OR","","Yes","Michael Babbitt","503-986-4698","mbabbitt@oda.state.or.us",,"","","","","","true","1 877 309 2073 ","527-850-493 ","https://www.oregon.gov/oda/programs/Pesticides/Documents/PARCMaterials/March2021/Agenda.pdf (https://www.oregon.gov/oda/programs/Pesticides/Documents/PARCMaterials/March2021/Agenda.pdf)"
"Agriculture Department","","2021-03-23T15:00:00.000","2021-03-23T17:00:00.000","Virtual meeting"," Salem","OR","","No","Sandi Hiatt","503-986-4704","shiatt@oda.state.or.us",,"","","Sandi Hiatt","503-986-4704","shiatt@oda.state.or.us","true","1 866 899 4679 ","947-466-197","https://www.oregon.gov/oda/programs/NaturalResources/Documents/Meetings,%20minutes,%20agendas/SWCC2021/SWCCAgenda032321.pdf (https://www.oregon.gov/oda/programs/NaturalResources/Documents/Meetings,%20minutes,%20agendas/SWCC2021/SWCCAgenda032321.pdf)"
"Agriculture Department","","2021-03-24T08:45:00.000","2021-03-24T12:00:00.000","Virtual meeting","Salem","OR","","Yes","Sandi Hiatt","503-986-4704","shiatt@oda.state.or.us",,"","","Sandi Hiatt","503-986-4704","shiatt@oda.state.or.us","true","1 866 899 4679","309-726-773","https://www.oregon.gov/oda/programs/NaturalResources/Documents/Meetings,%20minutes,%20agendas/SWCC2021/SWCCAgenda032421.pdf (https://www.oregon.gov/oda/programs/NaturalResources/Documents/Meetings,%20minutes,%20agendas/SWCC2021/SWCCAgenda032421.pdf)"
"Agriculture Department","","2021-04-08T13:30:00.000","2021-04-08T15:30:00.000","Virtual meeting","Salem","OR","","Yes","Janet Short","503-986-4699","jshort@oda.state.or.us",,"","","","","","true","1 877 309 2073","287-848-133","https://www.oregon.gov/oda/programs/NaturalResources/Documents/Meetings,%20minutes,%20agendas/CAFO2021/CACAgenda040821.pdf (https://www.oregon.gov/oda/programs/NaturalResources/Documents/Meetings,%20minutes,%20agendas/CAFO2021/CACAgenda040821.pdf)"
"Agriculture Department","","2021-05-05T08:45:00.000","2021-05-05T12:00:00.000","Virtual meeting","Salem","OR","","Yes","Eric Nusbaum","503-510-8930","enusbaum@oda.state.or.us",,"","","","","","true","1 866 899 4679 ","309-840-333","https://www.oregon.gov/oda/programs/NaturalResources/Documents/Meetings,%20minutes,%20agendas/SWCC2021/SWCCAgenda050521.pdf (https://www.oregon.gov/oda/programs/NaturalResources/Documents/Meetings,%20minutes,%20agendas/SWCC2021/SWCCAgenda050521.pdf)"
"Agriculture Department","Virtual Meeting- April 21st ","2021-04-21T13:00:00.000","2021-04-21T16:00:00.000","Virtual Meeting "," Salem","OR","","yes","Jalene Littlejohn","","j.littlejohn@samarapdx.com",,"","","","","",,"","",""
"Agriculture Department","","2021-05-19T09:00:00.000","2021-05-19T12:00:00.000","Virtual meeting"," Salem","OR","","Yes","Michael Babbitt","503-986-4698","PARC@oda.state.or.us",,"","","Judith Callens","503-510-2343","jcallens@oda.state.or.us","true","1 877 309 2073","654-084-549","https://www.oregon.gov/oda/programs/Pesticides/Documents/PARCMaterials/May2021/Agenda.pdf (https://www.oregon.gov/oda/programs/Pesticides/Documents/PARCMaterials/May2021/Agenda.pdf)"
"Agriculture Department","Oregon Invasive Species Council (OISC) MOU Working Group Meeting","2021-05-20T13:00:00.000","2021-05-20T14:00:00.000","Virtual (remote) Zoom Meeting ","Salem","OR","Oregon Invasive Species Council (OISC) MOU Working Group Meeting= Remote via Zoom https://pdx.zoom.us/j/86393267477 ","yes","Catherine de Rivera ","503-725-9798","derivera@pdx.edu ",,"","","","","",,"","",""
"Agriculture Department","","2021-06-07T13:00:00.000","2021-06-07T14:00:00.000","Virtual meeting"," Salem","OR","","","Stephanie Page","503-931-5608","spage@oda.state.or.us",,"","","","","","true","1 877 309 2073","922-051-197","https://www.oregon.gov/oda/programs/Pesticides/Water/Documents/PSPAdvisoryCommittee/June2021/Agenda.pdf (https://www.oregon.gov/oda/programs/Pesticides/Water/Documents/PSPAdvisoryCommittee/June2021/Agenda.pdf)"
"Agriculture Department","","2021-07-08T13:30:00.000","2021-07-08T15:30:00.000","Virtual meeting"," Salem","OR","","Yes","Wym Matthews","503-986-4792","wmatthews@oda.state.or.us",,"","","","","","true","","",""
"Agriculture Department","o attend, please register here: https://attendee.gotowebinar.com/register/2552134029255175694","2021-06-16T13:00:00.000","2021-06-16T16:00:00.000","o attend, please register here: https://attendee.gotowebinar.com/register/2552134029255175694","Salem","OR","o attend, please register here: https://attendee.gotowebinar.com/register/2552134029255175694","yes","Jalene Littlejohn","","j.littlejohn@samarapdx.com",,"","","","","",,"","",""
"Agriculture Department","Details: Register here: https://attendee.gotowebinar.com/register/913950764314453260","2021-06-10T10:00:00.000","2021-06-10T11:00:00.000","Details: Register here: https://attendee.gotowebinar.com/register/913950764314453260"," Salem","OR","Details: Register here: https://attendee.gotowebinar.com/register/913950764314453260","yes","Helmuth Rogg/Rick Boatner","","hrogg@oda.state.or.us",,"","","","","",,"","",""
"Agriculture Department","OISC Executive Committee Meeting via GoTo Meeting Platform, agenda attached ","2021-07-14T13:00:00.000","2021-07-14T15:00:00.000","Details: https://global.gotomeeting.com/join/938012205 ","Salem ","OR","OISC Executive Committee Meeting
Date: July 14
Time: 1pm - 3pm
Short Description: OISC Executive Committee Meeting
Public Comment Accepted: Yes
Meeting Location: Remote
State: Oregon
Details: https://global.gotomeeting.com/join/938012205 
You can also dial in using your phone: +1 (872) 240-3212 
Access Code: 938-012-205 
Contact Name: Rick Boatner & Troy Abercrombie
Contact Email: rick.j.boatner@state.or.us; weeds@cascadepacific.org","yes","Rick Boatner or Troy Abercrombie",""," rick.j.boatner@state.or.us; weeds@cascadepacific.org",,"","","","","",,"You can also dial in using your phone: +1 (872) 240-3212 ","Access Code: 938-012-205 ",""
"Agriculture Department","OISC Budget & Funding Meeting, via GoTo Meeting platform ","2021-07-14T11:00:00.000","2021-07-14T12:00:00.000","Details: https://global.gotomeeting.com/join/558069237 ","Salem ","OR","OISC Budget & Funding Committee Meeting

Date: July 14
Time: 11 am - 12 pm
Short Description: OISC Budget & Funding Committee Meeting
Public Comment Accepted: Yes
Meeting Location: Remote
State: Oregon
Details: https://global.gotomeeting.com/join/558069237 
You can also dial in using your phone: +1 (872) 240-3212 
Access Code: 558-069-237 
Contact Name: Helmuth Rogg & Rick Boatner
Contact Email: hrogg@oda.state.or.us; rick.j.boatner@state.or.us","yes ","Helmuth Rogg or Rick Boatner ","5039864662","hrogg@oda.state.or.us; rick.j.boatner@state.or.us ",,"","","","","",,"You can also dial in using your phone: +1 (872) 240-3212 ","Access Code: 558-069-237 ",""
"Agriculture Department","","2021-10-14T13:30:00.000","2021-10-14T15:30:00.000","Virtual meeting"," Salem","OR","","Yes","Wym Matthews","503-986-4792","wym.matthews@oda.oregon.gov",,"","","","","","true","1 866 899 4679 ","186-594-181","https://www.oregon.gov/oda/programs/NaturalResources/Documents/Meetings,%20minutes,%20agendas/CAFO2021/CACAgenda101421.pdf (https://www.oregon.gov/oda/programs/NaturalResources/Documents/Meetings,%20minutes,%20agendas/CAFO2021/CACAgenda101421.pdf)"
"Agriculture Department","Regular quarterly meeting","2022-08-16T08:30:00.000","2022-08-16T12:30:00.000","Upper Willamette SWCD, 3291 W First Ave.","Eugene","OR","","Yes","Karin Stutzman","971-304-8312","karin.stutzman@oda.oregon.gov",,"","","","","","true","15034464951,,370618108","370 618 108# ","https://www.oregon.gov/oda/programs/NaturalResources/Documents/Meetings,%20minutes,%20agendas/SWCC2022/SWCCAgenda081622.pdf (https://www.oregon.gov/oda/programs/NaturalResources/Documents/Meetings,%20minutes,%20agendas/SWCC2022/SWCCAgenda081622.pdf)"
"Agriculture Department","","2021-11-17T09:00:00.000","2021-11-17T12:00:00.000","Virtual meeting"," Salem","OR","","Yes","Warren Hanson","971-600-7447","warren.hanson@oda.oregon.gov",,"","","","","",,"1 503-446-4951","165 151 731#","https://www.oregon.gov/oda/programs/Pesticides/Documents/PARCMaterials/November2021/Agenda.pdf (https://www.oregon.gov/oda/programs/Pesticides/Documents/PARCMaterials/November2021/Agenda.pdf)"
"Agriculture Department","","2021-11-17T08:45:00.000","2021-11-17T12:00:00.000","Virtual meeting"," Salem","OR","","Yes","Sandi Hiatt","503-986-4704","sandi.hiatt@oda.oregon.gov",,"","","","","","true","503-446-4951","555 917 71#","https://www.oregon.gov/oda/programs/NaturalResources/Documents/Meetings,%20minutes,%20agendas/SWCC2021/SWCCAgenda111721.pdf (https://www.oregon.gov/oda/programs/NaturalResources/Documents/Meetings,%20minutes,%20agendas/SWCC2021/SWCCAgenda111721.pdf)"
"Agriculture Department","Work session","2022-08-15T13:00:00.000","2022-08-15T16:00:00.000","Upper Willamette SWCD, 3291 W First Ave.","Eugene","OR","","No","Karin Stutzman","971-304-8312","karin.stutzman@oda.oregon.gov",,"","","","","","true","15034464951,,598350893","598 350 893# ","https://www.oregon.gov/oda/programs/NaturalResources/Documents/Meetings,%20minutes,%20agendas/SWCC2022/SWCCAgenda081522.pdf (https://www.oregon.gov/oda/programs/NaturalResources/Documents/Meetings,%20minutes,%20agendas/SWCC2022/SWCCAgenda081522.pdf)"
"Agriculture Department","","2022-08-25T10:00:00.000","2022-08-25T12:00:00.000","Virtual","Salem","OR","","","Sunny Summers","503-986-4565","sunny.summers@oda.oregon.gov",,"","","","","",,"","",""
"Agriculture Department","","2022-03-09T15:00:00.000","2022-03-09T17:30:00.000","Teams Meeting Click here to join the meeting Or call in (audio only) +1 503-446-4951,,476335335#   Portland Phone Conference ID: 476 335 335#","Virtual","OR","See attached draft agenda

Oregon Hemp Commission
Wednesday, March 9, 2022 from 3 – 5 p.m.
Via Microsoft Teams
Join on your computer or mobile app
Click here to join the meeting
Or call in (audio only)
+1 503-446-4951,,814859690#   United States, Portland
Phone Conference ID: 814 859 690#
Find a local number | Reset PIN

Meeting contact: Kris Anderson, hemp-commission@oda.oregon.gov
","","Kris Anderson","5039703260","kris.anderson@oda.oregon.gov",,"","","","","",,"+1 503-446-4951,,814859690#   United States, Portland","814 859 690#",""
"Agriculture Department","Orientation & overview of work to set up Hemp Commissioner including drafting administrative rules","2022-02-23T15:00:00.000","2022-02-23T17:00:00.000","Microsoft Teams Meeting. Call in (audio only) +1 503-446-4951,,476335335#   Portland Phone Conference ID: 476 335 335#","Virtual using Teams","OR","Link listed under Weblink to meeting, below. Call in (audio only) +1 503-446-4951,,476335335#   Portland Phone Conference ID: 476 335 335#

Email kris.anderson@oda.oregon.gov for meeting link.

","","Kristyn ""Kris"" Anderson","","kris.anderson@oda.oregon.gov",,"","","","","",,"Call in (audio only) +1 503-446-4951,   Portland Phone Conference ID: 476 335 335#","476335335#",""
"Agriculture Department","","2022-03-09T09:00:00.000","2022-03-09T12:00:00.000","Virtual meeting","Salem","OR","","Yes","Warren Hanson","971-600-7447","warren.hanson@oda.oregon.gov",,"","","","","","true","1 503-446-4951,,972445518#","972 445 518#",""
"Agriculture Department","Quarterly Board Meeting","2022-08-16T17:30:00.000","2022-08-18T12:30:00.000","Virtual Meeting","Salem","OR","For more information call 503-986-4554 or visit https://oda.direct/BoardAgriculture","Yes, see agenda for details","Karla Valness","","karla.valness@oda.oregon.gov",,"","","","","",,"","",""
"Agriculture Department","","2022-01-19T09:00:00.000","2022-01-19T12:00:00.000","Virtual meeting"," Salem","OR","","Yes","Warren Hanson","971-600-7447","warren.hanson@oda.oregon.gov",,"","","","","",,"","","https://www.oregon.gov/oda/programs/Pesticides/Documents/PARCMaterials/January2022/Agenda.pdf (https://www.oregon.gov/oda/programs/Pesticides/Documents/PARCMaterials/January2022/Agenda.pdf)"
"Agriculture Department","Commissioners continue establishing the foundation for the new commission.","2022-05-04T14:30:00.000","2022-05-04T17:00:00.000","Virtual Meeting using Microsoft Teams","Portland","OR","Microsoft Teams meeting 
Join on your computer or mobile app 
Click here to join the meeting 
Or call in (audio only) 
+1 503-446-4951,,611076691#   United States, Portland 
Phone Conference ID: 611 076 691# 
","","Kris Anderson","503-970-3260","kris.anderson@oda.oregon.gov",,"","","","","",,"+1 503-446-4951","611 076 691# ",""
"Agriculture Department","","2022-01-11T13:00:00.000","2022-01-11T16:30:00.000","Virtual Meeting ","Salem","OR","Agenda attached 

Oregon Invasive Species Council Meeting 
Wed, Oct 13, 2021 1:00 PM - 4:30 PM (PDT) 

Please join my meeting from your computer, tablet or smartphone. 
https://global.gotomeeting.com/join/252462589 

You can also dial in using your phone. 
United States: +1 (571) 317-3112 

Access Code: 252-462-589","","Troy Abercrombie","5039864660","weeds@cascadepacific.org ",,"","","","","","true","You can also dial in using your phone.  United States: +1 (571) 317-3112 ","Access Code: 252-462-589",""
"Agriculture Department","","2022-02-15T13:00:00.000","2022-02-15T17:00:00.000","Virtual meeting","Salem","OR","","Yes","Sandi Hiatt","","sandi.hiatt@oda.oregon.gov",,"","","","","",,"","","https://www.oregon.gov/oda/programs/NaturalResources/Documents/Meetings,%20minutes,%20agendas/SWCC2022/SWCCAgenda021522.pdf (https://www.oregon.gov/oda/programs/NaturalResources/Documents/Meetings,%20minutes,%20agendas/SWCC2022/SWCCAgenda021522.pdf)"
"Agriculture Department","Quarterly Board Meeting","2022-02-01T17:30:00.000","2022-02-02T12:30:00.000","Virtual Meeting","Salem","OR","For more information call 503-986-4554 or visit https://oda.direct/BoardAgriculture","Yes, see agenda for details","Karla Valness","","karla.valness@oda.oregon.gov",,"","","","","",,"","",""
"Agriculture Department","Quarterly Board Meeting","2022-05-03T17:30:00.000","2022-05-05T12:30:00.000","Virtual Meeting","Salem","OR","For more information call 503-986-4554 or visit https://oda.direct/BoardAgriculture","Yes, see agenda for details","Karla Valness","","karla.valness@oda.oregon.gov",,"","","","","",,"","",""
"Agriculture Department","Quarterly Board Meeting","2022-11-15T17:30:00.000","2022-11-17T12:30:00.000","Virtual Meeting","Salem","OR","For more information call 503-986-4554 or visit https://oda.direct/BoardAgriculture","Yes, see agenda for details","Karla Valness","","karla.valness@oda.oregon.gov",,"","","","","",,"","",""
"Agriculture Department","","2022-02-16T08:30:00.000","2022-02-16T12:30:00.000","Virtual meeting"," Salem","OR","","Yes","Sandi Hiatt","","sandi.hiatt@oda.oregon.gov",,"","","","","",,"","","https://www.oregon.gov/oda/programs/NaturalResources/Documents/Meetings,%20minutes,%20agendas/SWCC2022/SWCCAgenda021622.pdf (https://www.oregon.gov/oda/programs/NaturalResources/Documents/Meetings,%20minutes,%20agendas/SWCC2022/SWCCAgenda021622.pdf)"
"Agriculture Department","","2022-01-27T09:00:00.000","2022-01-27T11:00:00.000","Online","Salem","OR","Microsoft Teams meeting
Join on your computer or mobile app
Or call in (audio only)
+1 503-446-4951,,698935067#   United States, Portland
Phone Conference ID: 698 935 067#","No","Jonathan Sandau ","","Jonathan.SANDAU@oda.oregon.gov",,"","","","","","true","1 503-446-4951","698935067# ",""
"Agriculture Department","","2022-02-23T13:00:00.000","2022-02-24T12:00:00.000","Virtual Meeting ","Salem","OR"," 
Please join the virtual meeting from your computer, tablet or smartphone at
https://global.gotomeeting.com/join/888574205
 
You can also dial in using your phone. United States: +1 (872) 240-3212 Access Code: 888-574-205
 
Agenda will be posted soon to https://www.oregon.gov/oda/programs/Weeds/Pages/WeedBoard.aspx","","Tristen Berg","","tristen.berg@oda.oregon.gov",,"","","","","",,"+1 (872) 240-3212","888-574-205","https://www.oregon.gov/oda/programs/Weeds/Pages/WeedBoard.aspx (https://www.oregon.gov/oda/programs/Weeds/Pages/WeedBoard.aspx)"
"Agriculture Department","Commissioners will consider naming a Rules Advisory Committee.","2022-03-23T14:30:00.000","2022-03-23T17:00:00.000","Virtual Meeting using Microsoft Teams","Virtual","OR","Oregon Hemp Commission
Wednesday, March 23, 2022 from 2:30 – 5 p.m.
Via Microsoft Teams
Join on your computer or mobile app; see the draft agenda for clickable link.

Or call in (audio only)
+1 503-446-4951,,814859690#   United States, Portland
Phone Conference ID: 814 859 690#
Find a local number 
","","Kris Anderson","503-970-3260","hemp-commission@oda.oregon.gov",,"","","","","",,"+1 503-446-4951,,814859690#   United States, Portland","",""
"Agriculture Department","Commissioners meet with Rules Advisory Committee members","2022-04-06T14:30:00.000","2022-04-06T17:00:00.000","Virtual Meeting using Microsoft Teams","Portland","OR","Microsoft Teams meeting 
Join on your computer or mobile app 
Click here to join the meeting 
Or call in (audio only) 
+1 503-446-4951,,700579673#   United States, Portland 
Phone Conference ID: 700 579 673# 
","","Kristyn ""Kris"" Anderson","5039703260","kris.anderson@oda.oregon.gov",,"","","","","",,"","",""
"Agriculture Department","RAC will discuss proposed rules that cover Procedural, Public Records Requests, and Per Diem Stipend & Reimbursement for Commissioners","2022-04-13T14:30:00.000","2022-04-13T17:00:00.000","Virtual Meeting using Microsoft Teams; see details for link","Virtual","OR","UPDATED MEETING LINK

Join on your computer or mobile app 
Click here to join the meeting 
Or call in (audio only) 
+1 503-446-4951,,665332177#   United States, Portland 
Phone Conference ID: 665 332 177# 
","No; the public opportunity to comment will be at the hearings for the proposed rules.","Kris Anderson","503-970-3260","kris.anderson@oda.oregon.gov",,"","","","","",,"","",""
"Agriculture Department","","2022-04-20T14:30:00.000","2022-04-20T17:00:00.000","Virtual Meeting using Microsoft Teams","Virtual","OR","Microsoft Teams meeting 
Join on your computer or mobile app 
Click here to join the meeting 
Or call in (audio only) 
+1 503-446-4951,,930744978#   United States, Portland 
Phone Conference ID: 930 744 978# 

","","Kristyn Anderson","503-970-3260","kris.anderson@oda.oregon.gov",,"","","","","",,"","",""
"Agriculture Department","","2022-04-14T13:30:00.000","2022-04-14T15:30:00.000","Virtual meeting","Salem","OR","","Yes","Wym Matthews","(503) 881-5418","wym.matthews@oda.oregon.gov",,"","","","","","true","tel:+15034464951,,853394758# ","","https://www.oregon.gov/oda/programs/NaturalResources/Documents/Meetings,%20minutes,%20agendas/CAFO2022/CACAgenda041422.pdf (https://www.oregon.gov/oda/programs/NaturalResources/Documents/Meetings,%20minutes,%20agendas/CAFO2022/CACAgenda041422.pdf)"
"Agriculture Department","This meeting begins at 2 p.m. The commissioners will consider the recommendation of the rules advisory committee (RAC) on proposed administrative rules on the assessment on hemp grown in Oregon. Commissioners will also consider the RAC advice on proposed administrative rules on commission ownership of intellectual property. ","2022-05-18T14:00:00.000","2022-05-18T17:00:00.000","Virtual Meeting using Microsoft Teams","Portland","OR","Microsoft Teams meeting 
Join on your computer or mobile app 
Click here to join the meeting 
Or call in (audio only) 
+1 503-446-4951,,546456008#   United States, Portland 
Phone Conference ID: 546 456 008# 
","","Kris Anderson","503-970-3260","kris.anderson@oda.oregon.gov",,"","","","","",,"+1 503-446-4951","546 456 008#",""
"Agriculture Department","","2022-04-29T13:00:00.000","2022-04-29T16:00:00.000","Virtual Meeting using Microsoft Teams","Portland","OR","The RAC will begin discussing proposed administrative rules setting the assessment type and mandatory rate on hemp grown in Oregon. 

Join on your computer or mobile app
Click here to join the meeting
Or call in (audio only)
+1 503-446-4951,,905714776#   United States, Portland
Phone Conference ID: 905 714 776#
","No; the public opportunity to comment will be at the hearings for the proposed rules.","Kris Anderson","503-970-3260","kris.anderson@oda.oregon.gov",,"","","","","",,"1-503-446-4951","905714776#",""
"Agriculture Department","RAC members will discuss proposed administrative rules. Subjects may include continuing discussion of rate and type of assessment on hemp grown in Oregon. May also discuss commission ownership of intellectual property.","2022-05-11T14:30:00.000","2022-05-11T17:00:00.000","Virtual Meeting using Microsoft Teams","Portland","OR","Microsoft Teams meeting 
Join on your computer or mobile app 
Click here to join the meeting 
Or call in (audio only) 
+1 503-446-4951,,747412128#   United States, Portland 
Phone Conference ID: 747 412 128# 
","No; the public opportunity to comment will be at the hearings for the proposed rules.","Kris Anderson","503-970-3260","kris.anderson@oda.oregon.gov",,"","","","","",,"+1 503-446-4951","747 412 128# ",""
"Agriculture Department","RAC members will discuss proposed administrative rules on the rate of the mandatory assessment growers will pay, and also discuss proposed OAR on intellectual property.","2022-05-16T14:30:00.000","2022-05-16T17:00:00.000","Virtual Meeting using Microsoft Teams","Portland","OR","Microsoft Teams meeting 
Join on your computer or mobile app 
Click here to join the meeting 
Or call in (audio only) 
+1 503-446-4951,,903990156#   United States, Portland 
Phone Conference ID: 903 990 156# 
","No; the public opportunity to comment will be at the hearings for the proposed rules.","Kris Anderson","","kanderson@oda.or.gov",,"","","","","",,"","",""
"Agriculture Department","","2022-05-17T08:30:00.000","2022-05-17T16:30:00.000","Willow Lake Wastewater Pollution Control Facility, 5915 Windsor Island Road N","Keizer","OR","","Yes","Sandi Hiatt","","sandi.hiatt@oda.oregon.gov",,"","","","","","true","","","https://www.oregon.gov/oda/programs/NaturalResources/Documents/Meetings,%20minutes,%20agendas/SWCC2022/SWCCAgenda051722.pdf (https://www.oregon.gov/oda/programs/NaturalResources/Documents/Meetings,%20minutes,%20agendas/SWCC2022/SWCCAgenda051722.pdf)"
"Agriculture Department","","2022-05-18T09:00:00.000","2022-05-18T12:00:00.000","Virtual Meeting","Salem","OR","","Yes","Warren Hanson","(971) 600-7447","warren.hanson@oda.oregon.gov",,"","","","","","true","","","https://www.oregon.gov/oda/programs/Pesticides/Documents/PARCMaterials/May2022/Agenda.pdf (https://www.oregon.gov/oda/programs/Pesticides/Documents/PARCMaterials/May2022/Agenda.pdf)"
"Agriculture Department","Commissioners will consider proposed administrative rule assessing Producers 1% cash value of raw hemp.","2022-05-25T14:30:00.000","2022-05-25T17:00:00.000","Virtual Meeting using Microsoft Teams","Portland","OR","Microsoft Teams meeting 
Join on your computer or mobile app 
Click here to join the meeting 
Or call in (audio only) 
+1 503-446-4951,,122741714#   United States, Portland 
","Yes","Kristyn Anderson","503-970-3260","kris.anderson@oda.oregon.gov",,"","","","","",,"","",""
"Agriculture Department","To consider Hemp Commission Assessment proposed rule","2022-06-03T14:30:00.000","2022-06-03T17:00:00.000","Virtual Meeting using Microsoft Teams","Portland","OR","Join on your computer or mobile app 
Click here to join the meeting 
Or call in (audio only) 
+1 503-446-4951,,512594311#   United States, Portland 
Phone Conference ID: 512 594 311# 
","No; the public opportunity to comment will be at the hearings for the proposed rules.","Kristyn Anderson","503-970-3260","kris.anderson@oda.oregon.gov",,"","","","","",,"+1 503-446-4951,,512594311#   United States, Portland  ","Conference ID: 512 594 311# ",""
"Agriculture Department","Commissioners will consider proposed rule on assessments and other topics","2022-06-08T14:30:00.000","2022-06-08T17:00:00.000","Virtual Meeting using Microsoft Teams","Portland","OR","Join on your computer or mobile app 
https://teams.microsoft.com/l/meetup-join/19%3ameeting_NjY4YjFiZTQtOTIzYy00MGMyLWFhNDktZmRkMTVjNThhYzA4%40thread.v2/0?context=%7b%22Tid%22%3a%22aa3f6932-fa7c-47b4-a0ce-a598cad161cf%22%2c%22Oid%22%3a%220751da7a-b363-4e09-a233-a1a42020412e%22%7d

Or call in (audio only) 
+1 503-446-4951,,723362275#   United States, Portland 
Phone Conference ID: 723 362 275# 
","Yes","Kristyn Anderson","503-970-3260","kris.anderson@oda.oregon.gov",,"","","","","",,"+1 503-446-4951,,723362275#   United States, Portland ","Phone Conference ID: 723 362 275# ",""
"Agriculture Department","Will discuss drafting a 2023 proposed budget and a request for proposal","2022-08-31T02:30:00.000","2022-08-31T17:00:00.000","Virtual; https://oda.fyi/HempCommission","Virtual","OR","","Yes; as time permits","Kris Anderson","503-970-3260","kris.anderson@oda.oregon.gov",,"","","","","",,"503-446-4951","310302942#   ",""
"Agriculture Department","Consider draft administrative rule on assessment; includes executive session ","2022-06-15T14:30:00.000","2022-06-15T17:00:00.000","Virtual","Portland","OR","Via Microsoft Teams 
https://teams.microsoft.com/l/meetup-join/19%3ameeting_ODEyMTdmY2MtM2VjNS00OGYwLTk4NzYtNTg3MzFiOWM1OGZh%40thread.v2/0?context=%7b%22Tid%22%3a%22aa3f6932-fa7c-47b4-a0ce-a598cad161cf%22%2c%22Oid%22%3a%220751da7a-b363-4e09-a233-a1a42020412e%22%7d

Or call in (audio only)
+1 503-446-4951,,601612673#   United States, Portland
Phone Conference ID: 601 612 673#
","Yes","Kris Anderson","5039703260+1 503-446-4951,,601612673#   United States, Portland Phone Conference ID: 601 612 673#","kris.anderson@oda.oregon.gov",,"","","","","",,"+1 503-446-4951,,601612673#   United States, Portland Phone Conference ID: 601 612 673#","601 612 673#",""
"Agriculture Department","Commissioners may discuss proposed rule on assessment of all hemp grown in Oregon. Possible executive session","2022-06-22T14:30:00.000","2022-06-22T17:00:00.000","Virtual Meeting using Microsoft Teams","Portland","OR","Paste this meeting link into your browser.

https://teams.microsoft.com/l/meetup-join/19%3ameeting_NjkyNDFmZDUtNjcxOC00ZmJmLWI4YjItMzdmNDkzYmYxZDky%40thread.v2/0?context=%7b%22Tid%22%3a%22aa3f6932-fa7c-47b4-a0ce-a598cad161cf%22%2c%22Oid%22%3a%220751da7a-b363-4e09-a233-a1a42020412e%22%7d
","Yes","Kristyn Anderson","503-970-3260","kris.anderson@oda.oregon.gov",,"","","","","",,"+1 503-446-4951,,568784797#   United States, Portland ","568 784 797#",""
"Agriculture Department","","2022-07-14T01:30:00.000","2022-07-14T03:30:00.000","Oregon Department of Agriculture, Basement Hearings Room D / Virtually","Salem","OR","","Yes","Wym Matthews","503-986-4792","wym.matthews@oda.oregon.gov",,"","","","","","true","1 503-446-4951","976 069 892#","https://www.oregon.gov/oda/programs/NaturalResources/Documents/Meetings,%20minutes,%20agendas/CAFO2022/CACAgenda071422.pdf (https://www.oregon.gov/oda/programs/NaturalResources/Documents/Meetings,%20minutes,%20agendas/CAFO2022/CACAgenda071422.pdf)"
"Agriculture Department","Commissioners will discuss mission statement, policies and procedures","2022-07-13T14:30:00.000","2022-07-13T17:00:00.000","Virtual https://teams.microsoft.com/l/meetup-join/19%3ameeting_MTdlMDllZTItNWUzYy00MjcxLWIzYWQtMWE5YWQ4NzZhNjcz%40thread.v2/0?context=%7b%22Tid%22%3a%22aa3f6932-fa7c-47b4-a0ce-a598cad161cf%22%2c%22Oid%22%3a%220751da7a-b363-4e09-a233-a1a42020412e%22%7d","Portland","OR","Or call in (audio only) 
+1 503-446-4951,,556899766#   United States, Portland 
Phone Conference ID: 556 899 766# 
","","Kristyn Anderson","503-970-3260","kris.anderson@oda.oregon.gov",,"","","","","",,"+1 503-446-4951,,556899766#","556 899 766# ",""
"Agriculture Department","Accepting comments on proposed rules Chapter 648, Division 10 (Assessments), 40 (Commissioner Per Diem), and 50 (Commission Ownership of Intellectual Property","2022-07-26T11:30:00.000","2022-07-26T12:30:00.000","Virtual","Portland","OR","","Yes","Kristyn Anderson","503-970-3260","kris.anderson@oda.oregon.gov",,"","","","","",,"+1 503-446-4951,,664892393#   ","664 892 393# ",""
