Title,Service Era(s),Description,Reference,Location,Address,Directions,City,County,Photo,Validated?
Oregon Korean War Memorial,Korean War,"A 500-foot-long concrete path curves the length of the memorial, lined by cherry trees. A red granite wall lists the names of the 298 Oregonians killed or missing in action. The plaza area contains donated bricks, and there is a 5,000 square foot visitors' center. This memorial was dedicated on September 30, 2000. ",View Online (http://www.waymarking.com/waymarks/WM42PE_Wilsonville_OR_Korean_War_Memorial),Town Center Park,"29600 Park Pl
Wilsonville, OR 97070
(45.3068, -122.762567)",Google Maps (https://goo.gl/maps/QkBqq2DL6CT2),Wilsonville,Clackamas,https://data.oregon.gov/views/2ku2-p2h8/files/cde54152-aa63-4b8e-8ed2-fefd03f82853,Yes
Spanish-American War Memorial,Multiple,"Soldier's Monument honoring soldiers of the Mexican War, Indian War, Spanish American War, and Civil War. The entire memorial was unveiled in 1903 at the original cost was $3,500, which was contributed by 500 local residents. The memorial was commissioned by the Lone Fir Cemetery Association, who hired designer D.D. Neer and builder Otto Schumann. For quite some time, the soldier was toppled from his pedestal. Then, for the 100th anniversary of the memorial (in 2003), the Friends of Lone Fir Cemetery raised funds and had it rebronzed and reset.",View Online (http://www.waymarking.com/waymarks/WMGN9G_Spanish_American_War_Memorial_Portland_OR),Lone Fir Cemetery,"SE 26th Ave and Stark Street
Portland, OR 97214
(45.51825, -122.642333)",Google Maps (https://goo.gl/maps/htxyZjPsViE2),Portland,Multnomah,https://data.oregon.gov/views/2ku2-p2h8/files/9e966065-deb4-49b6-92c1-aa50a6741885,Yes
Avenue of Flags,Multiple,"Located in front of the Main Building of the VA Hospital grounds is a flagpole monumented on a concrete plinth. There is a metal plaque that reads: ""BURIAL FLAGS REPRESENT VETERANS FROM THE CIVIL WAR, THROUGH VIETNAM. WE ARE A FREE NATION DUE TO THE EFFORTS OF ALL VETERANS. TO EACH, WE ARE ETERNALLY GRATEFUL."" Dedicated June 14, 1980. ",View Online (http://www.waymarking.com/waymarks/WMQD92_Avenue_of_Flags_VA_Hospital_Roseburg_OR),VA Roseburg Healthcare System,"913 NW Garden Valley Blvd
Roseburg, OR 97471
(43.224167, -123.3665)",Google Maps (https://goo.gl/maps/Rg7bTwubfnD2),Roseburg,Douglas,https://data.oregon.gov/views/2ku2-p2h8/files/761767c9-a829-45ec-8f32-e83886b5c3f6,Yes
John Noble Holcomb Park, Vietnam War,"County Park with two flagpoles and triple masonry stone piers inscribed, “In honor of Sgt. John N. Holcomb, Medal of Honor recipient, KIA Dec. 3, 1968.”  Dedicated: July 4, 1993.",View Online (http://www.waymarking.com/waymarks/WM98W8_Vietnam_War_Memorial_Holcomb_Park_Richland_OR_USA),Harry M Hewitt Memorial Park,"Hewitt Dr and Robbinette Rd
Richland, OR 97870
(44.759833, -117.13355)",Google Maps (https://goo.gl/maps/XM8snfoaF7n),Richland,Baker,https://data.oregon.gov/views/2ku2-p2h8/files/dbe36687-177d-4eea-ba5e-66c63f09eb96,Yes
Veterans Memorial Tree,All,"Residing in front of City Hall is a large conifer tree with a dedicated plaque at its base that reads: ""IN MEMORY OF THOSE WHO GAVE THEIR LIVES FOR THEIR COUNTRY""",View Online (http://www.waymarking.com/waymarks/WMN4M5_Veterans_Memorial_Tree_City_Hall_Gold_Hill_OR),City Hall,"420 6th Ave
Gold Hill, OR 97525
(42.433583, -123.049133)",Google Maps (https://goo.gl/maps/EwyLy6vZrK52),Gold Hill,Jackson,https://data.oregon.gov/views/2ku2-p2h8/files/31950294-7583-4507-9287-2490dfd5b1c3,Yes
Civil War Monument,Civil War,"Obelisk reads, ""Unknown. In Memory of the soldier boys who fell in battle from 1861 to '65. Erected by John F. Miller W.R.C. No. 15, May 30, 1903.""",View Online (http://www.waymarking.com/waymarks/WM5YVB_Civil_War_Monument_Brownsville_Oregon),Linn County Historical Museum,"101 E Park Ave
Brownsville, OR 97327
(44.393583, -122.98315)",Google Maps (https://goo.gl/maps/Cv7JcfsU1S42),Brownsville,Linn,https://data.oregon.gov/views/2ku2-p2h8/files/018d7ea4-bb57-4ea6-b5b0-7033b2b5a247,Yes
Oregon Veterans Medal of Honor Memorial (East),All,The Oregon Veterans Medal of Honor Memorial is located in two parts on the Oregon State Capitol Grounds. The eastern portion consists of seven monuments placed around the base of the United States flagpole.,View Online (http://www.waymarking.com/waymarks/WMFEE6_Oregon_Veterans_Medal_of_Honor_Memorial_East_Salem_Oregon),Oregon State Capitol,"900 Court Street
Salem, OR 97301
(44.938467, -123.029533)",Google Maps (https://goo.gl/maps/3SA7hfjLRDL2),Salem,Marion,https://data.oregon.gov/views/2ku2-p2h8/files/d1aa2fa5-b00c-4ce4-89cb-3be53aae3de5,Yes
Flagpole and plaque at Merrill,All,"This POW MIA US flag was a combined effort between Merrill, Malin and Tulelake, CA and was dedicated in Merrill, OR in 1984 to all the POWs, MIAs and their families. There is a nearby water tank that stands 80 tall and this flag stands almost as tall as the water tank.",View Online (http://www.waymarking.com/waymarks/WMEY7N_POW_MIA_Memorial_Flag_Merrill_Oregon),Center of town,"Hwy 39
Merrill, OR 97633
(42.023932, -121.544318)",Google Maps (https://goo.gl/maps/zy17osj2cFB2),Merrill,Klamath,https://data.oregon.gov/views/2ku2-p2h8/files/48fe1b97-bf44-458e-862f-95d958e2f7ff,Yes
Memorial Marker,All,"Memorial marker at the end of Centennial Bridge reads, ""Veterans Memorial Dedicated to the memory of departed comrades. Dedicated November 11, 1960""",View Online (http://www.waymarking.com/waymarks/WMNKE4_Cottage_Grove_OR_Memorial_Marker),Centennial Bridge,"W Main St
Cottage Grove, OR 97424
(43.797417, -123.065067)",Google Maps (https://goo.gl/maps/Ejphbkziu4G2),Cottage Grove,Lane,https://data.oregon.gov/views/2ku2-p2h8/files/da86a050-236f-4ebd-8d31-95d9a2d4ab65,Yes
Mid-Columbia Vietnam War Memorial ,Multiple,Mid-Columbia Vietnam War Memorial honors of those who died in the battle and also those who came home. Dedicated in 1983.  ,View Online (http://www.waymarking.com/waymarks/WM42GD_War_Memorial_Sorosis_Park_Overlook_The_Dalles_Oregon_USA),Sorosis Park Overlook,"300 E Scenic Dr
The Dalles, OR 97058
(45.592433, -121.192533)",Google Maps (https://goo.gl/maps/J5aqiAnUk4J2),The Dalles,Wasco,https://data.oregon.gov/views/2ku2-p2h8/files/f7c40d5d-d310-4958-8de2-7068ff20c6e8,Yes
Veterans Memorial,All,"Memorial is dedicated to Douglas County Veterans of the 20th Century. A plaque honors ""Rosie the Riveter."" Dedicated by North Umpqua VFW Post #4316.",View Online (http://www.waymarking.com/waymarks/WM6FZA_Veterans_Memorial__Glide_OR),Glide Community Center,"20062 N Umpqua Hwy
Glide, OR 97443
(43.3074, -123.079117)",Google Maps (https://goo.gl/maps/nVvJ33fy5Z32),Glide,Douglas,https://data.oregon.gov/views/2ku2-p2h8/files/fbc75a65-e032-4929-b23c-9f7c68dbd086,Yes
Erb Memorial Union,WWII,"Inside the front entry and to the left of the Erb Memorial Union lobby is a memorial plaque with the names of the nearly 300 University of Oregon Students who died in the Second World War. The plaque reads: ""THIS STUDENT UNION IS DEDICATED TO ALL STUDENTS OF THE UNIVERSITY WHO AT ANY TIME SERVED IN THE ARMED FORCES OF THE UNITED STATES. THESE STUDENTS GAVE THEIR LIVES IN WORLD WAR II."" This plaque was donated by the 1943 Scabbard and Blade, The Senior Class of 1943 and the Interfranternity Council of 1943.",View Online (http://www.waymarking.com/waymarks/WM4WY5_Erb_Memorial_Union_University_of_Oregon_Eugene_Oregon),University of Oregon Student Union,"1228 University St
Eugene, OR 97403
(44.044867, -123.0739)",Google Maps (https://goo.gl/maps/QWnm3BnJ2MP2),Eugene,Lane,https://data.oregon.gov/views/2ku2-p2h8/files/645e81aa-baa8-428f-b42e-52e97cb4c493,Yes
Major General Marion E. Carl Memorial,Multiple,"The Major General Marion Carl Memorial Field (regional airport) is named in honor of the late World War II Marine Corps fighter ace, and veteran of the Korean and Vietnam wars.",View Online (http://www.waymarking.com/waymarks/WM6R7X_Major_General_Marion_E_Carl_Marine_Corps_Air_Aceq),Roseburg Regional Airport,"3896 NW Stewart Pkwy
Roseburg, OR 97470
(43.23375, -123.358633)",Google Maps (https://goo.gl/maps/jrdFZqpjaG12),Roseburg,Douglas,https://data.oregon.gov/views/2ku2-p2h8/files/24c90f9f-4a88-44a9-8f17-f876e69fb006,Yes
Riverview Park Veterans Memorial,Vietnam War,"This memorial was originally dedicated as a Vietnam Veterans Memorial on July 4, 1982.  The memorial is also the first Vietnam War memorial in the state of Oregon. It was later rededicated to serve as a memorial to all American veterans who have made the ultimate sacrifice for their country.",View Online (http://www.waymarking.com/waymarks/WM8B0C_Vietnam_War_Memorial_Riverview_Park_Independence_OR_USA),Riverview Park,"Main Street and C Street
Independence, OR 97351
(44.85215, -123.18445)",Google Maps (https://goo.gl/maps/vjguFBKNvHR2),Independence,Polk,https://data.oregon.gov/views/2ku2-p2h8/files/1efbb761-c283-41d6-a65d-08ac96930a79,Yes
Star Memorial,All,Star Memorial is dedicated to all veterans is gray granite in the shape of a star with an open granite circle around it. Bronze plaque is in the center of star.,,Eureka Cemetery,"NE Yaquina Hts Dr
Newport, OR 97365",,Newport,Lincoln,,No
Harney County Flag Memorial,All,The county’s largest U.S. flag (30-feet by 50-feet) flies on a 120-foot pole that's illuminated 24-hours and stands in memory of those who served and died for their country.,,North edge of Hines along Highway 20,"Hines, OR 97738
(43.618398, -119.383981)",,Hines,Harney,,No
Veterans stone walkway,All,A stone walkway leads to the Veterans Wall of Honor which lists the names of honorably discharged veterans - both living and who have passed away - on panels of granite that surround a flagpole.,,,"732 SW 23rd
Redmond, OR 97756
(44.280675, -121.214118)",,Redmond,Deschutes,,No
Heppner Courthouse Memorial,All,A Veterans Memorial Plaque.,,Heppner Courthouse,"100 Court Street
Heppner, OR 97836
(45.200952, -119.431792)",,Heppner,Morrow,,No
Oregon Air National Guard flagpole,All,"Flagpole at the 142nd Fighter Wing Headquarters, Oregon Air National Guard, is lighted 24-hours with a plaque to honor all veterans. Dedicated in 2000",,,"6801 NE Cornfoot Rd
Portland, OR 97218
(45.570089, -122.599735)",,Portland,Multnomah,,No
Seven-foot wooden statue of a veteran,All,"Seven-foot wooden Statue of a veteran in honor of veterans of all wars. Dedicated on June 6, 1984.",,,"913 NW Garden Valley Blvd
Roseburg, OR 97471
(43.226663, -123.497413)",,Roseburg,Douglas,,No
Linkville Pioneer Cemetery,All,Plaque and flagpole,,,"2680 Memorial Drive
Klamath Falls, OR 97601
(42.268895, -121.907762)",,Klamath Falls,Klamath,,No
Benton County Historical Museum,WWII,Benton County Historical Museum houses plenty of local history and has an exhibit about Camp Adair.,,,"1101 Main Street
Philomath, OR 97370
(44.556512, -123.446086)",,Philomath,Benton,,No
Memorial at Grandview Cemetery,WWII,"A memorial plaque honors World War II veterans. Black granite plaque gives special thanks to the veterans for their service and sacrifice. Dedicated on May 31, 2004.",,Grandview Cemetery,"S. 20th
La Grande, OR 97850
(45.252461, -118.271443)",,La Grande,Union,,No
Korean War Memorial,Korean War,"Korean War Memorial, a wall of black marble with gold-leaf engraved lettering. Dedicated: Sept. 1962.",,"Memorial Coliseum Complex, South Court area, lower level","300 North Winning Way
Portland, OR 97227
(45.533068, -122.66897)",,Portland,Multnomah,,No
Carillon Bell,All,Carillon Bell. Flagpole with plaque.,,,"11800 S.E Mt. Scott Boulevard
Portland, OR 97086
(45.444641, -122.537127)",,Portland,Multnomah,,No
Memorial at Heppner Cemetery ,All,A plaque with a Marker that pays tribute to veterans is located in the Heppner Cemetery.,,Heppner Cemetery at the top of Chase Street,"Heppner, OR 97836
(45.200952, -119.431792)",,Heppner,Morrow,,No
a plaque honoring all veterans at Nehalem,All,A plaque honors all veterans.,,Downtown at northwest entry to Nehalem Bridge,"Nehalem, OR 97131
(45.674617, -123.70231)",,Nehalem,Tillamook,,No
Robert D. Maxwell Veterans Memorial Bridge,All,"Robert D. Maxwell Veterans Memorial Bridge honors all Central Oregon veterans past, present, and future. The  bridge was built over the Deschutes River in 1984 beside the narrow wooden “General Patch Bridge.”
",,,"South Century Drive and Bonanza Ln
Bend, OR 97707
(43.847139, -121.471292)",,Bend,Deschutes,,No
Memorial flagpole and stone marker,Multiple,"Memorial is flag pole and upright stone marker with plaque in memory of local Desert Storm fatalities and Memorial is flag pole and upright stone marker with plaque in memory of local Desert Storm fatalities and roll of casualties from World War II, Korea, and Vietnam.",,At a small park-like area south end of town,"Malin, OR 97632
(42.023797, -121.423044)",,Malin,Klamath,,No
Memorial for Seaside,All,Bronze plaque dedicated to the Seaside men and women who served their country in World War I was dedicated in 1920.,,,"989 Broadway St
Seaside, OR 97138
(45.894159, -123.676483)",,Seaside,Clatsop,,No
The Major General Marion Carl Veterans Memorial,WWII,The Major General Marion Carl Veterans Memorial was dedicated in Nov. 2011 and named for the late-World War II Marine Corps fighter pilot ace who was raised on a farm near Hubbard.,,Wolfer Will Greenway Park,"2300 D Street
Hubbard, OR 97032
(45.18521, -122.811129)",,Hubbard,Marion,,No
IOOF Cemetery Memorial,All,"A Memorial made up of five walls each honors a branch of the armed forces along with a flagpole that pays tribute to Merchant Mariners. Each wall stands on a common cement platform with flags from each branch flying overhead. Listed on each wall are the names of deceased veterans. Dedicated: Nov. 11, 2003",,,"37295 Cemetery Rd
Lebanon, OR 97355
(44.530772, -122.850133)",,Lebanon,Linn,,No
Fossil Memorial,WWI,"This memorial is a large yellow two-story building and is dedicated to Arthur Grover, the first Wheeler County resident to die in World War I.  A walk-out basement contains memorabilia connected with Grover. The remainder of the building is a center for senior citizens",,,"First Street
Fossil, OR 97830
(44.955861, -120.031029)",,Fossil,Wheeler,,No
A flagpole and plaque from the American Legion Post 44,All,A flagpole and plaque dedicated to all veterans by the American Legion Post 44.,,In front of the Redmond Public Library,"827 SW Deschutes Ave
Redmond, OR 97756
(44.273539, -121.176895)",,Redmond,Deschutes,,No
Stonework wall at the Masonic Cemetery,All,Stonework wall with bronze plaque dedicated to all war veterans. Flagpole in center of wall.,,,"Longwood Dr & Ranch Rd
Reedsport, OR 97467
(43.741444, -123.869072)",,Reedsport,Douglas,,No
Cove City Memorial,All,"The Memorial, an upright engraved granite slab, is dedicated to… “All who have served our country—these gave their lives.” An Honor Roll of names follows. The memorial was dedicated May 30, 1970 by Henry Thew, Retired Navy Commander and POW",,Baptist Church,"707 Front Street
Cove, OR 97824
(45.344681, -117.847382)",,Cove,Union,https://data.oregon.gov/views/2ku2-p2h8/files/1397ea67-cd48-4def-be45-2d578aae81ed,No
Memorial in honor of all veterans,All,"The Memorial in honor of all veterans is dedicated, July 8, 2006, to Tyler Troyer, a 2002 West Albany High School graduate who died November 2005 while serving with the Marines. The Memorial is a 20-foot flagpole with a bronze plaque mounted on a large rock positioned at its base.",,Pioneer Park,"Tangent, OR 97389
(44.53165, -123.091773)",,Tangent,Linn,,No
"The ""Lighted"" flagpole",All,"A flagpole, that is lighted 24-hours and a plaque that honors all veterans, was dedicated in 1975 on property donated by Roth's Hollywood Chapel.",,,"NE 48th and Sandy Blvd
Portland, OR 97213
(45.537521, -122.600376)",,Portland,Multnomah,,No
Oakland Veterans Memorial Plaque,All,"Veterans Memorial Plaque is dedicated in memory of veterans of WWI, WWII, and all other wars. A Bronze plaque imbedded in granite at the base of a large cedar tree.",,“Welcome to Oakland” Garden,"Old Highway 99
Oakland, OR 97462
(43.492908, -123.387707)",,Oakland,Douglas,,No
Jeff Lucas Memorial Stadium,Iraq/Afghanistan,"Jeff Lucas Memorial Stadium was built to honor the former Corbett High School graduate who went on to become a U.S. Navy SEAL. Lucas was killed in a helicopter crash in Afghanistan on June 28, 2005 along with 18 other sailors and soldiers. The names of all 19 who perished in the helicopter crash are inscribed on the foundation of the stadium",,,"35800 Historic Columbia River Highway
Corbett, OR 97109
(45.733674, -123.199091)",,Corbett,Multnomah,,No
A statue of soldier with a rifle,All,A statue of soldier with a rifle stands in tribute to veterans of all wars.,,,"535 NE 5th Street
McMinnville, OR 97128
(45.204068, -123.237142)",,McMinnville,Yamhill,,No
SPC Nathan W. Nakis Memorial,Iraq/Afghanistan,"A plaque in memory of SPC Nathan W. Nakis was donated by American Legion Post 10.  Nakis, a member of  Oregon Army National Guard's Bravo Company, 52nd Engineer Battalion, was killed on Dec. 16, 2003 in Mosul, Iraq. Dedicated: Jan. 9, 2005.",,Oregon Army National Guard Armory,"3800 Knox Butte Road
Albany, OR 97322
(44.644256, -123.054425)",,Albany,Linn,,No
The Fallen Heroes Memorial ,All,The Fallen Heroes Memorial is dedicated in remembrance of every Oregon military service member killed in the line of duty since Oregon became a state in 1859.,,Central Point Cemetery,"223 W. Vilas Road
Central Point, OR 97502
(42.389311, -122.889515)",,Central Point,Jackson,,No
Vietnam War Plaque, Vietnam War,"A plaque “Dedicated on this 4th day of July 1992, to those who served in Vietnam and know the death, destruction and loss of innocence that is war. They did their duty.”",,,"Bay City, OR 97415
(42.173482, -124.185173)",,Bay City,Tillamook,,No
Henley Memorial Monument,All,A Monument dedicated to all veterans.,,,"Hwy 39
Henley, OR 97601
(42.268895, -121.907762)",,Henley,Klamath,,No
Pine Haven Memorial,All,"Inscribed upright engraved natural stone memorial with flagpole, dedicated to the memory of those who served for our country. Dedicated by VFW Post 7848.",,"Pine Haven (Creek) Cemetery, on Hwy 86","Halfway, OR 97834
(44.939654, -117.10865)",,Halfway,Baker,,No
William J. Ward Memorial Cemetery Veterans Memorial,All,Plans are underway for a Veterans Memorial has 3-by-6 foot marble panels similar to the Vietnam Veterans Wall in Washington DC. The design features a waterfall and an POW-MIA flag. Bricks will be available to purchase and placed on a memorial walkway,,,"1035 7th St
Brookings, OR 97415
(42.173482, -124.185173)",,Brookings,Curry,,No
Pioneers Museum with veterans’ memorabilia,All,A room at the Pioneers Museum features an exhibit of veterans’ memorabilia.,,Pioneers Museum,"2106 2nd Street
Tillamook, OR 97141
(45.457077, -123.842657)",,Tillamook,Tillamook,,No
Memorial at Evergreen Cemetery,All,"At Evergreen Cemetery, there is an above ground cement tomb in the shape of a casket, dedicated to “Our departed comrades”.",,,"1155 Park Blvd
Ontario, OR 97914
(44.023515, -116.969179)",,Ontario,Malheur,,No
Owyhee Cemetery Memorial,All,"At Owyhee Cemetery with a concrete pillar, small brass plaque and flagpole. Dedicated in 1966.",,Owyhee Cemetery,"Wyhee Road
Owyhee, OR 97913
(43.830848, -117.078775)",,Owyhee,Malheur,,No
Veterans Memorial Hall,All,"Veterans Memorial Hall is dedicated to “All Veterans of All Wars”. Dedicated: November 11, 1944.",,,"Idaho and 8th Street
Ontario, OR 97914
(44.064239, -117.000616)",,Ontario,Malheur,,No
Memorial plaque at the Tillamook Courthouse grounds,All,Plaque with the following inscription: “With solemn pride and gratitude we pay tribute to those who made the supreme sacrifice that freedom shall not perish from the earth.”,,Tillamook Courthouse Grounds,"201 Laurel Ave
Tillamook, OR 97141
(45.456846, -123.842132)",,Tillamook,Tillamook,,No
PFC Thomas Tucker statue,All,"Jefferson County Veterans Memorial features a PFC Thomas Tucker statue. Dedicated: Aug. 23, 2009.",,Friendship Park,"4th Street
Madras, OR 97741
(44.639995, -121.099508)",,Madras,Jefferson,,No
Thomas Taylor Memorial Plaque, Vietnam War,"A plaque in memory of Vietnam veteran and Toledo resident , Thomas Taylor Walker, killed in action in Laos in 1966. The plaque is at the base of the flagpole which was placed in 1993",,242 W. Olive Street,"Newport, OR 97365
(44.653328, -124.041656)",,Newport,Lincoln,,No
The Bend Heroes Memorial,All,The Bend Heroes Memorial honors all local Veterans and First Responders. The memorial plaza is surrounded by flags and paved with inscribed bricks honoring those who have served their country and community.,,,"35 NW Drake Rd
Bend, OR 97707
(44.061484, -121.315764)",,Bend,Deschutes,,No
Veterans Mini Park,All,"Memorial plaque in memory of the dedicated service our nation’s military soldiers have given to this country. The plaque is on permanent display. Dedicated: Nov. 11, 2004.",,Heppner Mini Park,"Heppner, OR 97836
(45.200952, -119.431792)",,Heppner,Morrow,,No
Jesse Moore Memorial,WWII,"Wall display in lobby of City Hall depicts Jesse Moore, a local man killed in WWII.  Also shown is the charter membership roll of the American Legion, and other items.",,,"199 Main Street
Mt. Vernon, OR 97865
(44.417595, -119.112904)",,Mt. Vernon,Grant,,No
Memorial at Redmond Memorial Cemetery,All,"Memorial, a split-face, concrete-block structure, is at the base of a flagpole and is dedicated “In memory of those men and women who gave their lives for their country.” Dedicated in 1997.",,Redmond Memorial Cemetery,"3545 S Canal Blvd
Redmond, OR 97756
(44.280675, -121.214118)",,Redmond,Deschutes,,No
Vietnam War Memorial, Vietnam War,A four foot stone wall features a plaque in the center bearing the inscription reads “Lest We Forget” followed by 16 names of local Vietnam veterans who lost their lives serving their country. The memorial is constructed of an engraved limestone plaque set into a wall made of field stones. A flagpole and pack howitzer are in front of the memorial.,,Willamalane Park,"Mohawk Blvd
Springfield, OR 97478
(44.054033, -123.004117)",,Springfield,Lane,,No
Memorial Wall dedicated to all Lincoln County veterans,All,"Memorial Wall dedicated to all Lincoln County veterans, living or deceased.  Dedicated November 8, 2003.",,,"Main Street
Toledo, OR 97391
(44.613092, -123.917938)",,Toledo,Lincoln,,No
Cope's Park Veterans Memorial,WWII,Veterans Memorial in Cope’s Park. Names of two-dozen Clatskanie area heroes who gave their lives in the service of their country are engraved. All but two were killed in action during World War II.  A memorial wall is inscribed with the names of 250+ veterans from the community who were killed in action defending the freedom of their fellow countrymen.,,Cope’s Park,"Lillich Street
Clatskanie, OR 97016
(46.058883, -123.273848)",,Clatskanie,Columbia,,No
Garibaldi Memorial Coast Guard Boat,All,The Memorial is a 36-foot Coast Guard boat dedicated to those who have lost their lives at sea. It also commemorates the military service of all U.S. veterans.,,South 7th to Coast Guard Way,"S 7th St
Garibaldi, OR 97118
(45.555443, -123.916131)",,Garibaldi,Tillamook,https://data.oregon.gov/views/2ku2-p2h8/files/c3b619c2-ab85-4965-9c4e-30c8480f85b3,No
Memorial stones honoring military veterans,All,Memorial stones honoring military veterans,,City Park,"Union, OR 97883
(45.150775, -117.757558)",,Union,Union,,No
Plaque and flagpole honoring veterans of all wars at Nehalem,All,Plaque and flagpole honoring veterans of all wars.,,At cemetery off Highway 101 between Nehalem and Manzanita,"Nehalem, OR 97131
(45.674617, -123.70231)",,Nehalem,Tillamook,,No
Memorial at the Madras Cemetery,All,Two flagpoles and a memorial plaque represents all of the service branches.,,Cemetery at Loucks Road located just outside of town,"Madras, OR 97741
(44.639995, -121.099508)",,Madras,Jefferson,,No
Troy M. Wedgwood Memorial Bench,Desert Storm,"Troy M. Wedgwood Memorial Bench dedicated in memory of Army Specialst Wedgwood, who died in Operation Desert Storm",,,"W. 6th Street and Cherry Heights Road
The Dalles, OR 97058
(45.567565, -121.207048)",,The Dalles,Wasco,,No
"Plaques listing WWI, WWII, and Vietnam veterans killed in action",Multiple,"Plaques listing WWI, WWII, and Vietnam veterans killed in action.",,,"680 Fir Street
Reedsport, OR 97467
(43.741444, -123.869072)",,Reedsport,Douglas,,No
Grand Ronde Tribal Memorial,All,"A Veterans Memorial, designed by Tribal member and Marine veteran Steve Bob, features four granite pillars with the names of Grand Ronde Tribal members and area veterans who served. The Memorial is the centerpiece of the Grand Ronde Tribal Campus and was dedicated May 31, 2003",,,"9615 Grand Ronde Road
Grand Ronde, OR 97347
(45.115445, -123.677532)",,Grand Ronde,Polk,,No
Grant County Courthouse Memorial,All,"Flagpole and POW/MIA flag, “You are not forgotten.” Dedicated to all POWs and MIAs.",,,"201 S. Humboldt Street
Canyon City, OR 97820
(44.386399, -118.944396)",,Canyon City,Grant,,No
Veterans Memorial in Winston,All,Veterans Memorial that bears more than 120 names of area veterans on its two brick walls.,,Winston Community Park,"590 Thompson St
Winston, OR 97496
(42.924879, -123.345458)",,Winston,Douglas,,No
Memorial at Parkdale  Gardens,All,Memorial Gardens are planted near the city.,,,"Dee Hwy and Baseline Rd
Parkdale, OR 97041
(45.431745, -121.588761)",,Parkdale,Hood River,,No
Malone Park Memorial,Multiple,"A memorial is dedicated to the “Honor of those who served our country, and in particular those who made he ultimate sacrifice.”  The memorial has three flagpoles on a brick ground pad displaying the POW-MIA flag, American flag, and Oregon flag. Imbedded in a stone masonry pedestal is a granite slab displaying the honor roll of Grant County veterans from WWI, WWII, Korea, and Vietnam who made the ultimate sacrifice. Dedicated on Sept. 13, 1997.",,Malone Park north of the fairgrounds,"NW 7th Street
John Day, OR 97845",,John Day,Grant,,No
Umatilla Veterans Memorial,All,"Veterans Memorial consisting of two upright stones, one depicting an American Flag along with symbols for the branches of service of the U.S. Armed Forces. The other is: “Dedicated to the veterans of Umatilla who served their country.”  Dedicated: Nov. 11, 2003.",,Pioneer Cemetery,"6th and B Streets
Umatilla, OR 97882
(45.916196, -119.349959)",,Umatilla,Umatilla,,No
Hillsboro Courthouse Memorial,All,"A reddish granite Memorial, on a raised cement base, was dedicated 1977 to veterans of all wars.",,Hillsboro Courthouse,"155 N. 1st
Hillsboro 97124, OR
(45.52395, -122.989739)",,Hillsboro,Washington,,No
Memorial at Idlewild Cemetery ,WWII,"Raised letter brass plaques on a memorial pathway are dedicated to those ""who gave their lives that Freedom, Justice, Democracy might endure.""
A Memorial to all local Japanese-American veterans who served in World War II is nearby.",,,"980 Tucker Road
Hood River, OR 97031
(45.613788, -121.607712)",,Hood River,Hood River,,No
Nix Ya WWII Warriors Memorial,WWII,"Nix Ya WWII Warriors Memorial was constructed in 1996 and consists of stone slabs inscribed with the names of the tribes’ warriors (veterans) who honorably served and a member of the Umatilla, Walla Walla or Cayuse tribes.",,Center of the reservation’s government complex,"Confederated Way
Pendleton, OR 97801
(45.620522, -118.640696)",,Pendleton,Umatilla,,No
Stone Monument dedicated to Owen Summers,Spanish-American War,"Stone monument with plaque dedicated to Owen Summers. Inscription on plaque says: “This Park is dedicated to the memory of Colonel Owen Summers who commanded the Second Oregon US Volunteer Infantry in the Spanish-American War and Philippine Insurrection 1898-1899.” (Daniel Powell, Portland)",,Owen Summers Park,"S.E. Belmont and Taylor
Portland, OR 97214
(45.514174, -122.644663)",,Portland,Multnomah,,No
Josephine County Veterans Walk of Honor and Memorial,All,"Josephine County Veterans Walk of Honor and Memorial honors all veterans, both living and dead. A monument of granite-paneled pillars that honors those who served in the U.S. military from the Revolutionary War to the present surrounds a flagpole. Veteran’s names are etched in the granite.",,,"100 Acorn St
Merlin, OR 97532
(42.548428, -123.551094)",,Merlin,Josephine,,No
Memorial flagpole at Lakeview ,All,"Flagpole and flag with brass plaque marker, honors all U.S. military service members who have served or are serving their country.",,,"Lakeview, OR 97630
(42.234981, -120.5918)",,Lakeview,Lake,,No
2nd Lt Robert Platt Watson stone pillar ,WWI,"The Memorial, a stone pillar with brass plaque with the following inscription: “In Memory of Robert Platt Watson, 2nd Lt., U.S. Army, World War I, Apr. 7, 1896 – Mar. 31, 1982.”
",,,"Front and McHaley Ave
Prairie, OR 97869
(44.577838, -118.617798)",,Prairie,Grant,,No
Cornelius Veterans Memorial Park,All,"Veterans Memorial Park (former Arboretum Park) honors all veterans. There are plaques, a flagpole, a bench and other features specific to local veterans who lost their lives while serving our country. Dedicated on June 30, 2012, it honors two local Iraqi-Afghanistan veterans KIA, U.S. Navy Corpsman Ryley Gallinger-Long and Army Specialist Ken Leisten, are memorialized at the park.",,,"1251 Baseline Street
Cornelius, OR 97113
(45.508894, -123.047194)",,Cornelius,Washington,,No
A flagpole in honor to all veterans,All,A flagpole in honor to all veterans,,,"500 NE Belknap St
Prineville, OR 97754
(44.260089, -120.602687)",,Prineville,Crook,,No
Memorial at Steve Stanger VFW Park ,All,"A memorial and plaque are located in “Steve Stanger VFW Park,” and is dedicated to all veterans.",,,"Hwy 101
Rockaway Beach, OR 97136
(45.620218, -123.936512)",,Rockaway Beach,Tillamook,,No
