"reference_no_","status","date_open","date_closed","respondent","address_1","address_2","city","state","zip","contactflagonaddr1","business_type","complaint_description","closing_description","location_by_zip","geo_data_location"
"FF5640-19","Closed","2019-11-05T00:00:00.000","2019-12-13T00:00:00.000","LES SCHWAB TIRE CENTERS OF OREGON*","PO BOX 5350",,"BEND","OR","97708",,"Autos: Tire Dealers","Provided goods or services different than the ones complainant ordered; unauthorized work","Reviewed and Closed","
,  97708
(44.058088, -121.31515)",
"FF5639-19","Closed","2019-11-05T00:00:00.000","2019-11-05T00:00:00.000","VERIZON WIRELESS*","ATTN: JOSEPH SHEBROE","15505 SAND CANYON AVE BLDG D 305","IRVINE","CA","92618",,"Telecommunications: Cellular & Other Wireless","False or misleading description of quality, quantity, or nature of goods or services","Consumer Pursuing Own Resolution","
,  92618
(33.670881, -117.737624)",
"FF5644-19","Closed","2019-11-05T00:00:00.000","2019-12-31T00:00:00.000","INTERPATH LABORATORY","PO BOX 1208","2460 SW PERKINS AVE","PENDLETON","OR","97801",,"Health: Medical Laboratories","Medical: misleading, confusing, or deceptive billing","Voluntarily Resolved","
,  97801
(45.620522, -118.640696)",
"FF5623-19","Closed","2019-11-04T00:00:00.000","2019-11-04T00:00:00.000","DENTALFIRST",,,,,,,"Credit/Lending: Credit Card Issuing","Medical: misleading, confusing, or deceptive billing","Referred Complainant Elsewhere",,
"FF5631-19","Closed","2019-11-04T00:00:00.000","2019-11-05T00:00:00.000","DIRECTV, INC*","OFFICE OF THE PRESIDENT","308 S AKARD ST, ROOM 1110","DALLAS","TX","75202",,"Telecommunications: Satellite Installers","Inaccurately calculated a bill or debt, a portion of which the complainant does owe","Voluntarily Resolved","
,  75202
(32.779989, -96.803609)",
"FF5619-19","Closed","2019-11-04T00:00:00.000","2019-11-04T00:00:00.000","AT&T MOBILITY LLC*","OFFICE OF THE PRESIDENT","308 S AKARD ST, RM 1110","DALLAS","TX","75202",,"Telecommunications: Cellular & Other Wireless","Inaccurately calculated a bill or debt, a portion of which the complainant does owe","Consumer Pursuing Own Resolution","
,  75202
(32.779989, -96.803609)",
"FF5616-19","Closed","2019-11-04T00:00:00.000","2019-11-08T00:00:00.000","CHUCK COLVIN AUTO CENTER","1925 NE HWY 99 W",,"MCMINVILLE","OR","97128",,"Autos: Used Car Dealers","Service quality lower than what the complainant ordered or expected","Voluntarily Resolved","
,  97128
(45.204068, -123.237142)",
"FF5620-19","Closed","2019-11-04T00:00:00.000","2019-11-04T00:00:00.000","DELTA AIR LINES INC",,,,,,,"Not Assigned","Private Class Action","Class Action Fairness Act Notice",,
"FF5624-19","Closed","2019-11-04T00:00:00.000","2019-12-02T00:00:00.000","SUNNYRIDGE RV PARK LLC","PO BOX 8329",,"YAKIMA","WA","98908",,"Travel: RV Parks & Campgrounds","False or misleading description of quality, quantity, or nature of goods or services","Information Only","
,  98908
(46.609142, -120.646044)",
"FF5622-19","Closed","2019-11-04T00:00:00.000","2019-11-04T00:00:00.000","PUBLISHERS CLEARING HOUSE IMPOSTER*",,,,,,,"Fraudulent Entity","General allegation of unlawful conduct","Information Only",,
"FF5630-19","Closed","2019-11-04T00:00:00.000","2019-12-10T00:00:00.000","CITY OF MILLERSBURG","4222 NE CID SALEM RD",,"ALBANY","OR","97321",,"General Government","Lost or mishandled consumer's personal data","DOJ has No Jurisdiction","
,  97321
(44.646016, -123.121922)",
"FF5626-19","Closed","2019-11-04T00:00:00.000","2019-11-04T00:00:00.000","KEYSTONE RV COMPANY",,,,,,,"Manufacturing: Travel Trailer & Camper","False or misleading representation of a particular standard, quality, grade, model or style","Referred Complainant Elsewhere",,
"FF5614-19","Closed","2019-11-04T00:00:00.000","2019-11-04T00:00:00.000","QUEST DIAGNOSTICS, INC",,,,,,,"Not Assigned","Private Class Action","Class Action Fairness Act Notice",,
"FF5615-19","Closed","2019-11-04T00:00:00.000","2019-11-04T00:00:00.000","ALLSTATE INSURANCE*","HOME OFFICE","2775 SANDERS RD","NORTHBROOK","IL","60062",,"Insurance: Carriers","Service quality lower than what the complainant ordered or expected","Referred Complainant Elsewhere","
,  60062
(42.127486, -87.843314)",
"FF5628-19","Closed","2019-11-04T00:00:00.000","2019-11-12T00:00:00.000","CENTURYLINK, INC*","ATTN: DONNA POWELL","100 CENTURYTEL DRIVE","MONROE","LA","71203",,"Telecommunications: Internet Service Provider (ISP)","Inaccurately calculated a bill or debt, a portion of which the complainant does owe","Voluntarily Resolved","
,  71203
(32.566031, -92.030977)",
"FF5629-19","Closed","2019-11-04T00:00:00.000","2019-11-04T00:00:00.000","PACIFIC POWER IMPOSTER VICTIM",,,,,,,"Fraudulent Entity","General allegation of unlawful conduct","Information Only",,
"FF5632-19","Closed","2019-11-04T00:00:00.000","2019-11-04T00:00:00.000","COWORX STAFFING SERVICES, LLC",,,,,,,"Not Assigned","Private Class Action","Class Action Fairness Act Notice",,
"FF5618-19","Closed","2019-11-04T00:00:00.000","2019-11-04T00:00:00.000","AT&T MOBILITY LLC*","OFFICE OF THE PRESIDENT","308 S AKARD ST, RM 1110","DALLAS","TX","75202",,"Telecommunications: Cellular & Other Wireless","Inaccurately calculated a bill or debt, a portion of which the complainant does owe","Consumer Pursuing Own Resolution","
,  75202
(32.779989, -96.803609)",
"FF5627-19","Closed","2019-11-04T00:00:00.000","2019-11-04T00:00:00.000","LAW ENFORCEMENT",,,,,,,"Justice, Public Order & Safety Activities","Service quality lower than what the complainant ordered or expected","Information Only",,
"FF5617-19","Closed","2019-11-04T00:00:00.000","2019-11-04T00:00:00.000","BRENT STEVEN SHERMAN",,,,,,,"Private Party Elder Fraud","Elder Financial Exploitation","Private Lawsuit (Elder Abuse)",,
"FF5621-19","Closed","2019-11-04T00:00:00.000","2019-11-04T00:00:00.000","US AIR DUCTS & BUILDERS*","5123 NE 94TH AVE STE A",,"VANCOUVER","WA","98662",,"Real Estate: Services to Buildings & Dwellings, inc. chimney sweeps","Failed to deliver any goods or services","Company Out of Business","
,  98662
(45.677838, -122.576308)",
"FF5603-19","Closed","2019-11-01T00:00:00.000","2019-12-27T00:00:00.000","FRONTIER COMMUNICATIONS NORTHWEST INC*","CONSUMER RELATIONS DEPT","1398 SOUTH WOODLAND BLVD","DELANO","FL","32720",,"Telecommunications: Internet Service Provider (ISP)","Inaccurately calculated a bill or debt, a portion of which the complainant does owe","Reviewed and Closed","
,  32720
(29.02782, -81.344851)",
"FF5604-19","Closed","2019-11-01T00:00:00.000","2019-12-03T00:00:00.000","DIRECTV, INC*","OFFICE OF THE PRESIDENT","308 S AKARD ST, ROOM 1110","DALLAS","TX","75202",,"Telecommunications: Satellite","Inaccurately calculated a bill or debt, a portion of which the complainant does owe","Voluntarily Resolved","
,  75202
(32.779989, -96.803609)",
"FF5612-19","Closed","2019-11-01T00:00:00.000","2019-11-01T00:00:00.000","SELCO COMMUNITY CREDIT UNION DATA BREACH","PO BOX 7487",,"SPRINGFIELD","OR","97475",,"Credit/Lending: Credit Unions","Lost or mishandled consumer's personal data","Information Only","
,  97475
(44.07752, -123.042022)",
"FF5608-19","Closed","2019-11-01T00:00:00.000","2019-11-01T00:00:00.000","DONNA ESHELMAN",,,,,,,"Private Party Elder Fraud","Elder Financial Exploitation","Private Lawsuit (Elder Abuse)",,
"FF5602-19","Closed","2019-11-01T00:00:00.000","2019-11-01T00:00:00.000","REAL ESTATE SCAM",,,,,,,"Private Party Elder Fraud","General allegation of unlawful conduct","Information Only",,
"FF5599-19","Closed","2019-11-01T00:00:00.000","2019-12-09T00:00:00.000","WIGSIS.COM","121 FORSYTH ST",,"NEW SOUTH WALES, AUS","OR",,,"Hair, Nail & Skin Care Services","Provided goods or services different than the ones complainant ordered; unauthorized work","Respondent Failed to Answer & no further investigation taken",,
"FF5611-19","Closed","2019-11-01T00:00:00.000","2019-11-01T00:00:00.000","GOVERNMENT IMPOSTER",,,,,,,"Fraudulent Entity","General allegation of unlawful conduct","Information Only",,
"FF5610-19","Closed","2019-11-01T00:00:00.000","2019-11-01T00:00:00.000","AT&T MOBILITY LLC*","OFFICE OF THE PRESIDENT","308 S AKARD ST, RM 1110","DALLAS","TX","75202",,"Telecommunications: Cellular & Other Wireless","Inaccurately calculated a bill or debt, a portion of which the complainant does owe","Private Lawsuit (UTPA)","
,  75202
(32.779989, -96.803609)",
"FF5609-19","Closed","2019-11-01T00:00:00.000","2019-11-01T00:00:00.000","JACKSONVILLE DENTURE CLINIC INC","725 N 5TH ST SUITE 101",,"JACKSONVILLE","OR","97530",,"Offices of Denturists","Inaccurately calculated a bill or debt, a portion of which the complainant does owe","Information Only","
,  97530
(42.154963, -123.048722)",
"FF5605-19","Closed","2019-11-01T00:00:00.000","2019-12-02T00:00:00.000","FRONTIER COMMUNICATIONS NORTHWEST INC*","CONSUMER RELATIONS DEPT","1398 SOUTH WOODLAND BLVD","DELANO","FL","32720",,"Telecommunications: Internet Service Provider (ISP)","Inaccurately calculated a bill or debt, a portion of which the complainant does owe","Reviewed and Closed","
,  32720
(29.02782, -81.344851)",
"FF5601-19","Closed","2019-11-01T00:00:00.000","2019-11-01T00:00:00.000","CRAIGSLIST OVERPAYMENT SCAM",,,,,,,"Fraudulent Entity","General allegation of unlawful conduct","Information Only",,
"FF5592-19","Closed","2019-10-31T00:00:00.000","2019-10-31T00:00:00.000","SWEETHEART SCAM VICTIM",,,,,,,"Private Party Elder Fraud","General allegation of unlawful conduct","Information Only",,
"FF5588-19","Closed","2019-10-31T00:00:00.000","2019-11-13T00:00:00.000","VALLEY BOYS AUTO SALES","PO BOX 4506",,"MEDFORD","OR","97501",,"Autos: Used Car Dealers","Failure to provide title","Reviewed and Closed","
,  97501
(42.302682, -122.886931)",
"FF5593-19","Closed","2019-10-31T00:00:00.000","2019-10-31T00:00:00.000","REFUND RECOVERY SCAM VICTIM",,,,,,,"Fraudulent Entity","General allegation of unlawful conduct","Information Only",,
"FF5591-19","Closed","2019-10-31T00:00:00.000","2019-10-31T00:00:00.000","PUBLISHERS CLEARING HOUSE IMPOSTER*",,,,,,,"Fraudulent Entity","General allegation of unlawful conduct","Information Only",,
"FF5597-19","Closed","2019-10-31T00:00:00.000","2019-10-31T00:00:00.000","LEAFFILTERNORTH, LLC","27501 SW95TH AV BDG 9 STE 930",,"WILSONVILLLE","OR","97070",,"Construction Contractors, Roofing, Siding & Sheet Metal","Failed to properly install goods","Referred Complainant Elsewhere","
,  97070
(45.307626, -122.768382)",
"FF5594-19","Closed","2019-10-31T00:00:00.000","2019-11-05T00:00:00.000","CENTURYLINK, INC*","ATTN: DONNA POWELL","100 CENTURYTEL DRIVE","MONROE","LA","71203",,"Telecommunications: Internet Service Provider (ISP)","Service quality lower than what the complainant ordered or expected","Reviewed and Closed","
,  71203
(32.566031, -92.030977)",
"FF5595-19","Closed","2019-10-31T00:00:00.000","2019-11-22T00:00:00.000","HARBORTOUCH","2202 NORTH IRVING ST",,"ALLENTOWN","PA","18109",,"Financial Transactions Processing","Misrepresented or failed to disclose automatic renewal provision in a contract","Voluntarily Resolved","
,  18109
(40.627123, -75.438904)",
"FF5586-19","Closed","2019-10-31T00:00:00.000","2019-12-12T00:00:00.000","THOUGHTFUL GIFT CARDS","363 W INDUSTRIAL DRIVE",,"PLEASANT GROVE","UT","84062",,"Clothing & Clothing Accessories","Acted unconscionably by employing unfair and overly aggressive sales tactics","Referred Complainant Elsewhere","
,  84062
(40.379361, -111.74327)",
"FF5598-19","Closed","2019-10-31T00:00:00.000","2019-11-26T00:00:00.000","INTERSTATE NATIONAL DEALER SERVICES INC*","6120 POWERS FERRY RD NW STE 200",,"ATLANTA","GA","30339",,"Motor Vehicle Service Contracts","Failure to honor warranty or guaranty","Partially Resolved","
,  30339
(33.879512, -84.464196)",
"FF5596-19","Closed","2019-10-31T00:00:00.000","2019-10-31T00:00:00.000","PREMIER MOTORS INC","1041 MERCITA DR",,"WALLA WALLA","WA","99362",,"Autos: New car dealer selling USED cars","Failure to provide title","Referred Complainant Elsewhere","
,  99362
(46.081666, -118.342366)",
"FF5590-19","Closed","2019-10-31T00:00:00.000","2019-10-31T00:00:00.000","MEDICAID FRAUD",,,,,,,"Private Party - No Jurisdiction","General allegation of unlawful conduct","Referred Complainant Elsewhere",,
"FF5572-19","Closed","2019-10-30T00:00:00.000","2019-10-30T00:00:00.000","AT&T MOBILITY LLC*","OFFICE OF THE PRESIDENT","308 S AKARD ST, RM 1110","DALLAS","TX","75202",,"Telecommunications: Cellular & Other Wireless","Inaccurately calculated a bill or debt, a portion of which the complainant does owe","Consumer Pursuing Own Resolution","
,  75202
(32.779989, -96.803609)",
"FF5554-19","Closed","2019-10-30T00:00:00.000","2019-10-30T00:00:00.000","BRIGHTHOUSE FINANCIAL",,,,,,,"Insurance: Health and Medical","Failed to fulfill contract","Referred Complainant Elsewhere",,
"FF5571-19","Closed","2019-10-30T00:00:00.000","2019-12-17T00:00:00.000","WYNDHAM VACATION OWNERSHIP INC*","CONSUMER AFFAIRS","6277 SEA HARBOR DRIVE","ORLANDO","FL","32821",,"Recreation: Timeshares","Acted unconscionably by employing unfair and overly aggressive sales tactics","Reviewed and Closed","
,  32821
(28.38873, -81.477513)",
"FF5556-19","Closed","2019-10-30T00:00:00.000","2019-10-30T00:00:00.000","RETRIEVER TOWING*","1551 NW QUIMBY ST",,"PORTLAND","OR","97209",,"Towing (motor vehicles)","Acted unconscionably during collection activity","Consumer Did Not Request Action","
,  97209
(45.529297, -122.684679)",
"FF5568-19","Closed","2019-10-30T00:00:00.000","2019-10-30T00:00:00.000","AMANDA LA BELL","345 HEADRICKVIEW DRIVE",,"MARYVILLE","TN","37804",,"Private Party - No Jurisdiction","General allegation of unlawful conduct","Information Only","
,  37804
(35.784276, -83.911723)",
"FF5555-19","Closed","2019-10-30T00:00:00.000","2019-11-27T00:00:00.000","RESER'S FINE FOODS, INC","COMPLIANCE DEPARTMENT","PO BOX 8","BEAVERTON","OR","97006",,"Manufacturing: Food","Failed to deliver goods, services or refund despite demand by complainant","Voluntarily Resolved","
,  97006
(45.519, -122.862145)",
"FF5574-19","Closed","2019-10-30T00:00:00.000","2019-10-30T00:00:00.000","LANE COUNTY COURTS",,,,,,,"Justice, Public Order & Safety Activities","General allegation of unlawful conduct","Information Only",,
"FF5583-19","Closed","2019-10-30T00:00:00.000","2019-10-30T00:00:00.000","SCAM VICTIM",,,,,,,"Private Party - No Jurisdiction","General allegation of unlawful conduct","Information Only",,
"FF5580-19","Closed","2019-10-30T00:00:00.000","2019-10-30T00:00:00.000","US AIR DUCTS & BUILDERS*","5123 NE 94TH AVE STE A",,"VANCOUVER","WA","98662",,"Real Estate: Services to Buildings & Dwellings, inc. chimney sweeps","Acted unconscionably by employing unfair and overly aggressive sales tactics","Information Only","
,  98662
(45.677838, -122.576308)",
"FF5575-19","Closed","2019-10-30T00:00:00.000","2019-12-17T00:00:00.000","OREGON APPLIANCE REPAIR","20254 KNIGHTSBRIDGE PL",,"BEND","OR","97702",,"Repair: Appliance","Failed to properly install goods","Respondent Failed to Answer & no further investigation taken","
,  97702
(44.005818, -121.297457)",
"FF5567-19","Closed","2019-10-30T00:00:00.000","2019-11-19T00:00:00.000","ADT SECURITY SERVICES*","BRANDT ZEIGLER, LEGAL ADMINISTRATOR","1501 YAMATO ROAD","BOCA RATON","FL","33431",,"Security Systems Services, except Locksmiths","False or misleading description of quality, quantity, or nature of goods or services","Voluntarily Resolved","
,  33431
(26.380735, -80.10188)",
"FF5576-19","Closed","2019-10-30T00:00:00.000","2019-10-30T00:00:00.000","DIGGIN LIVIN'","PO BOX 291",,"CAVE JUNCTION","OR","97523",,"Food: Specialty Food Stores","Charging an excessive price","Information Only","
,  97523
(42.093116, -123.546764)",
"FF5560-19","Closed","2019-10-30T00:00:00.000","2019-11-14T00:00:00.000","ODYSSEY PRESCHOOL","9120 SW ARAPAHO RD",,"TUALATIN","OR","97062",,"Child Day Care Services","Failed to fulfill contract","Reviewed and Closed","
,  97062
(45.370754, -122.764013)",
"FF5578-19","Closed","2019-10-30T00:00:00.000","2019-11-06T00:00:00.000","KIA OF PORTLAND","307 NE BROADWAY ST",,"PORTLAND","OR","97232",,"Autos: New car dealer selling NEW cars","Contract Packing","Reviewed and Closed","
,  97232
(45.529157, -122.642806)",
"FF5563-19","Closed","2019-10-30T00:00:00.000","2019-11-22T00:00:00.000","FRED MEYER INC*","PO BOX 42121",,"PORTLAND","OR","97242",,"Department Stores","False or misleading representation of terms of sale","Reviewed and Closed","
,  97242
(45.516018, -122.681425)",
"FF5558-19","Closed","2019-10-30T00:00:00.000","2019-10-30T00:00:00.000","GEONOMIC DEVELOPMENTS","1940 SYLVAN WAY",,"WEST LINN","OR","97068",,"Energy conservation services","Failed to properly install goods","Referred Complainant Elsewhere","
,  97068
(45.361506, -122.654757)",
"FF5566-19","Closed","2019-10-30T00:00:00.000","2019-12-02T00:00:00.000","FRONTIER COMMUNICATIONS NORTHWEST INC*","CONSUMER RELATIONS DEPT","1398 SOUTH WOODLAND BLVD","DELANO","FL","32720",,"Telecommunications: Internet Service Provider (ISP)","Inaccurately calculated a bill or debt, a portion of which the complainant does owe","Partially Resolved","
,  32720
(29.02782, -81.344851)",
"FF5577-19","Closed","2019-10-30T00:00:00.000","2019-10-30T00:00:00.000","STUDENT LOAN SCAM",,,,,,,"Fraudulent Entity","Phishing / Pharming","Information Only",,
"FF5585-19","Closed","2019-10-30T00:00:00.000","2019-10-30T00:00:00.000","SOCIAL SECURITY IMPOSTER",,,,,,,"Fraudulent Entity","False or misleading representation of source by caller ID spoofing","Information Only",,
"FF5553-19","Closed","2019-10-30T00:00:00.000","2019-10-30T00:00:00.000","OREGON EMPLOYMENT DEPARTMENT*","Metro UI Center PO BOX 14135",,"Salem","OR","97309",,"General Government","Service quality lower than what the complainant ordered or expected","Referred Complainant Elsewhere","
,  97309
(44.939016, -123.039307)",
"FF5564-19","Closed","2019-10-30T00:00:00.000","2019-10-30T00:00:00.000","COMCAST*","CINDY COOK/GOV'T. RELATIONS LIAISON","14243 SW TERMAN RD","BEAVERTON","OR","97005",,"Broadcasting: TV via cable","Inaccurately calculated a bill or debt, a portion of which the complainant does owe","Referred Complainant Elsewhere","
,  97005
(45.49181, -122.804932)",
"FF5557-19","Closed","2019-10-30T00:00:00.000","2019-10-30T00:00:00.000","CENTRAL LINCOLN PEOPLES UTILITY DISTRICT","PO BOX 1126",,"NEWPORT","OR","97365",,"Electric Service Providor: Power Distribution","Service quality lower than what the complainant ordered or expected","DOJ has No Jurisdiction","
,  97365
(44.653328, -124.041656)",
"FF5562-19","Closed","2019-10-30T00:00:00.000","2019-11-21T00:00:00.000","EBAY INC*","ATTN: REBEKAH LONG","173  W ELECTION RD","DRAPER","UT","84020",,"Jewelry Stores","False or misleading representation of a particular standard, quality, grade, model or style","DOJ has No Jurisdiction","
,  84020
(40.503754, -111.870521)",
"FF5561-19","Closed","2019-10-30T00:00:00.000","2019-11-12T00:00:00.000","LEAFGUARD OF OREGON","15870 SW UPPER BOONES FERRY RD BUILDING",,"LAKE OSWEGO","OR","97035",,"Construction Contractors, Roofing, Siding & Sheet Metal","Failure to disclose terms or honor terms of gift certificate or gift card","Voluntarily Resolved","
,  97035
(45.414576, -122.725679)",
"FF5570-19","Closed","2019-10-30T00:00:00.000","2019-12-18T00:00:00.000","SECURE STORAGE","4800 NE CORNELL RD",,"HILLSBORO","OR","97124",,"Real Estate: Lessors of Mini-Warehouse and Self-Storage Units","Acted unconscionably","Reviewed and Closed","
,  97124
(45.550997, -122.942272)",
"FF5552-19","Closed","2019-10-30T00:00:00.000","2019-10-30T00:00:00.000","APPLE INC IMPOSTER",,,,,,,"Fraudulent Entity","General allegation of unlawful conduct","Information Only",,
"FF5559-19","Closed","2019-10-30T00:00:00.000","2019-11-14T00:00:00.000","HOUSE OF ANTIQUE HARDWARE","802 NE DAVIS STREET",,"PORTLAND","OR","97232",,"Hardware Stores","Failed to disclose or misrepresented shipping, handling or processing costs","Voluntarily Resolved","
,  97232
(45.529157, -122.642806)",
"FF5581-19","Closed","2019-10-30T00:00:00.000","2019-10-30T00:00:00.000","AT&T MOBILITY LLC*","OFFICE OF THE PRESIDENT","308 S AKARD ST, RM 1110","DALLAS","TX","75202",,"Telecommunications: Cellular & Other Wireless","Inaccurately calculated a bill or debt, a portion of which the complainant does owe","Consumer Pursuing Own Resolution","
,  75202
(32.779989, -96.803609)",
"FF5573-19","Closed","2019-10-30T00:00:00.000","2019-10-30T00:00:00.000","CRAIGSLIST RENTAL SCAM",,,,,,,"Private Party - No Jurisdiction","General allegation of unlawful conduct","Information Only",,
"FF5542-19","Closed","2019-10-29T00:00:00.000","2019-12-19T00:00:00.000","COOL CLASSIC RIDES*","P. O. BOX 178","4875 N HWY 97","REDMOND","OR","97756",,"Autos: Used Car Dealers","Failed to disclose prior damage or other material defect","Reviewed and Closed","
,  97756
(44.280675, -121.214118)",
"FF5532-19","Closed","2019-10-29T00:00:00.000","2019-10-29T00:00:00.000","AT&T MOBILITY LLC*","OFFICE OF THE PRESIDENT","308 S AKARD ST, RM 1110","DALLAS","TX","75202",,"Telecommunications: Cellular & Other Wireless","Inaccurately calculated a bill or debt, a portion of which the complainant does owe","Consumer Pursuing Own Resolution","
,  75202
(32.779989, -96.803609)",
"FF5546-19","Closed","2019-10-29T00:00:00.000","2019-11-13T00:00:00.000","OREGON STATE UNIVERSITY","PO BOX 1086",,"CORVALLIS","OR","97339",,"Veterinary Services (See Pet & Pet Supplies)","Medical: misleading, confusing, or deceptive billing","Voluntarily Resolved","
,  97339
(44.571648, -123.277703)",
"FF5541-19","Closed","2019-10-29T00:00:00.000","2019-12-11T00:00:00.000","FTD FLORIST","3113 WOODCREEK DRIVE",,"DOWNERS GROVE","IL","60515",,"Gardening: Florists (excluding agriculture: Nursery & Floriculture wholesal","False or misleading representation of terms of sale","Referred Complainant Elsewhere","
,  60515
(41.807787, -88.018509)",
"FF5530-19","Closed","2019-10-29T00:00:00.000","2019-12-18T00:00:00.000","CAPITAL CREDIT & COLLECTION SERVICE","10200 SW EASTRIDGE ST STE 201",,"PORTLAND","OR","97225",,"Credit/Lending: Collection Agencies","Collected or attempted to collect debt in violation of Unlawful Debt Collection Act","Complainant Did Not Maintain Contact with DOJ","
,  97225
(45.501758, -122.771455)",
"FF5543-19","Closed","2019-10-29T00:00:00.000","2019-12-20T00:00:00.000","TRAVEL AVION","1 WESTBROOK CORPORATE CR STE 300",,"WESTCHESTER","IL","60154",,"Travel: Travel Agencies","Failed to deliver goods, services or refund despite demand by complainant","Partially Resolved","
,  60154
(41.852245, -87.885495)",
"FF5549-19","Closed","2019-10-29T00:00:00.000","2019-10-29T00:00:00.000","OREGON DEPARTMENT OF REVENUE*","1433 SW 6TH AVE","PO BOX 159","PORTLAND","OR","97202",,"General Government","Service quality lower than what the complainant ordered or expected","Referred Complainant Elsewhere","
,  97202
(45.483127, -122.64001)",
"FF5538-19","Closed","2019-10-29T00:00:00.000","2019-10-29T00:00:00.000","AT&T MOBILITY LLC*","OFFICE OF THE PRESIDENT","308 S AKARD ST, RM 1110","DALLAS","TX","75202",,"Telecommunications: Cellular & Other Wireless","Inaccurately calculated a bill or debt, a portion of which the complainant does owe","Consumer Pursuing Own Resolution","
,  75202
(32.779989, -96.803609)",
"FF5537-19","Closed","2019-10-29T00:00:00.000","2019-10-29T00:00:00.000","AT&T MOBILITY LLC*","OFFICE OF THE PRESIDENT","308 S AKARD ST, RM 1110","DALLAS","TX","75202",,"Telecommunications: Cellular & Other Wireless","Inaccurately calculated a bill or debt, a portion of which the complainant does owe","Consumer Pursuing Own Resolution","
,  75202
(32.779989, -96.803609)",
"FF5535-19","Closed","2019-10-29T00:00:00.000","2019-10-29T00:00:00.000","AT&T MOBILITY LLC*","OFFICE OF THE PRESIDENT","308 S AKARD ST, RM 1110","DALLAS","TX","75202",,"Telecommunications: Cellular & Other Wireless","Inaccurately calculated a bill or debt, a portion of which the complainant does owe","Consumer Pursuing Own Resolution","
,  75202
(32.779989, -96.803609)",
"FF5534-19","Closed","2019-10-29T00:00:00.000","2019-10-29T00:00:00.000","AT&T MOBILITY LLC*","OFFICE OF THE PRESIDENT","308 S AKARD ST, RM 1110","DALLAS","TX","75202",,"Telecommunications: Cellular & Other Wireless","Inaccurately calculated a bill or debt, a portion of which the complainant does owe","Consumer Pursuing Own Resolution","
,  75202
(32.779989, -96.803609)",
"FF5531-19","Closed","2019-10-29T00:00:00.000","2019-10-29T00:00:00.000","AT&T MOBILITY LLC*","OFFICE OF THE PRESIDENT","308 S AKARD ST, RM 1110","DALLAS","TX","75202",,"Telecommunications: Cellular & Other Wireless","Inaccurately calculated a bill or debt, a portion of which the complainant does owe","Consumer Pursuing Own Resolution","
,  75202
(32.779989, -96.803609)",
"FF5533-19","Closed","2019-10-29T00:00:00.000","2019-10-29T00:00:00.000","AT&T MOBILITY LLC*","OFFICE OF THE PRESIDENT","308 S AKARD ST, RM 1110","DALLAS","TX","75202",,"Telecommunications: Cellular & Other Wireless","Inaccurately calculated a bill or debt, a portion of which the complainant does owe","Consumer Pursuing Own Resolution","
,  75202
(32.779989, -96.803609)",
"FF5536-19","Closed","2019-10-29T00:00:00.000","2019-10-29T00:00:00.000","AT&T MOBILITY LLC*","OFFICE OF THE PRESIDENT","308 S AKARD ST, RM 1110","DALLAS","TX","75202",,"Telecommunications: Cellular & Other Wireless","Inaccurately calculated a bill or debt, a portion of which the complainant does owe","Consumer Pursuing Own Resolution","
,  75202
(32.779989, -96.803609)",
"FF5548-19","Closed","2019-10-29T00:00:00.000","2019-10-30T00:00:00.000","BEST BUY STORES, L.P.*","ATTN: MICHAEL BREDEMEIER","7601 PENN AVENUE SOUTH","RICHFIELD","MN","55423",,"Household: Appliance, TV & Other Electronics Stores","Failed to disclose or misrepresented shipping, handling or processing costs","Voluntarily Resolved","
,  55423
(44.876021, -93.281937)",
"FF5545-19","Closed","2019-10-29T00:00:00.000","2019-11-05T00:00:00.000","ADELANI, DANIEL","11923 NE SUMMER ST #838509",,"PORTLAND","OR","97250",,"Manufacturing: Computer & Electronic Product","False or misleading ""invoice""","DOJ has No Jurisdiction","
,  97250",
"FF5544-19","Closed","2019-10-29T00:00:00.000","2019-10-29T00:00:00.000","ENERVEST OPERATING LLC.",,,,,,,"Not Assigned","Private Class Action","Class Action Fairness Act Notice",,
"FF5539-19","Closed","2019-10-29T00:00:00.000","2019-12-27T00:00:00.000","PAUL'S TRANSMISSION & REPAIR INC","2540 CEDAR ST",,"BAKER","OR","97814",,"Repair: Automotive Transmission Repair","Provided goods or services different than the ones complainant ordered; unauthorized work","Partially Resolved","
,  97814
(44.802542, -117.775468)",
"FF5540-19","Closed","2019-10-29T00:00:00.000","2019-12-16T00:00:00.000","DIRECTV, INC*","OFFICE OF THE PRESIDENT","308 S AKARD ST, ROOM 1110","DALLAS","TX","75202",,"Telecommunications: Satellite","Inaccurately calculated a bill or debt, a portion of which the complainant does owe","Voluntarily Resolved","
,  75202
(32.779989, -96.803609)",
"FF5499-19","Closed","2019-10-28T00:00:00.000","2019-10-28T00:00:00.000","FACEBOOK IMPOSTER",,,,,,,"Fraudulent Entity","Telemarketer called consumer on Federal Do Not Call list","Information Only",,
"FF5519-19","Closed","2019-10-28T00:00:00.000","2019-10-28T00:00:00.000","AT&T MOBILITY LLC*","OFFICE OF THE PRESIDENT","308 S AKARD ST, RM 1110","DALLAS","TX","75202",,"Telecommunications: Cellular & Other Wireless","Inaccurately calculated a bill or debt, a portion of which the complainant does owe","Consumer Pursuing Own Resolution","
,  75202
(32.779989, -96.803609)",
