"product_name","company","epa_reg_no","note","active_ingredient","pesticide_type","ag_worker_protection_standard_applies","_"
"SYSSTEM-K BLUE AGRICULTURAL FUNGICIDE","AGRO-K CORPORATION","48222-10",,"MONO- AND DI-POTASSIUM PHOSPHITE","FUNGICIDE","YES",
"VALLEY-PHITE FUNGICIDE","ACTAGRO LLC","82940-1",,"MONO- AND DI-POTASSIUM PHOSPHITE","FUNGICIDE","Yes",
"TKO Maxx Systemic Fungicide","Plant Health Intermediate Inc.","83416-1-94485",,"Mono- and di-potassium salts of Phosphorous Acid","Fungicide","Yes",
"AGRI-FOS 400 SYSTEMIC FUNGICIDE","LIQUID FERTILISER PTY","71962-1",,"MONO- AND DI-POTASSIUM SALTS OF PHOSPHOROUS ACID","FUNGICIDE","Yes",
"AGRI-FOS SYSTEMIC FUNGICIDE","LAWN & GARDEN PRODUCTS INC.","71962-1-54705",,"MONO- AND DI-POTASSIUM SALTS OF PHOSPHOROUS ACID","FUNGICIDE","No",
"AGRISOLUTIONS CONFINE EXTRA FUNGICIDE","WINFIELD SOLUTIONS LLC","1381-244",,"MONO- AND DI-POTASSIUM SALTS OF PHOSPHOROUS ACID","FUNGICIDE","Yes",
"ALUDE SYSTEMIC FUNGICIDE","CLEARY CHEMICALS","71962-1-1001",,"MONO- AND DI-POTASSIUM SALTS OF PHOSPHOROUS ACID","FUNGICIDE","Yes",
"FOSPHITE FUNGICIDE","JH BIOTECH  INC.","68573-2",,"MONO- AND DI-POTASSIUM SALTS OF PHOSPHOROUS ACID","FUNGICIDE","Yes",
"FUNGI-PHITE","PLANT PROTECTANTS  LLC","83472-1",,"MONO- AND DI-POTASSIUM SALTS OF PHOSPHOROUS ACID","FUNGICIDE","Yes",
"FUNGI-PHITE","VERDESIAN","73771-5",,"MONO- AND DI-POTASSIUM SALTS OF PHOSPHOROUS ACID","FUNGICIDE","YES",
"PHOSPHO-JET","ARBORJET INC","74578-3",,"MONO- AND DI-POTASSIUM SALTS OF PHOSPHOROUS ACID","FUNGICIDE","YES",
"RAMPART FUNGICIDE","LOVELAND PROD./CROP PROTECTION SVCS","34704-924",,"MONO- AND DI-POTASSIUM SALTS OF PHOSPHOROUS ACID","FUNGICIDE","Yes",
"RAMPART T&O POTASSIUM PHOSPHITE","LOVELAND PROD./CROP PROTECTION SVCS","34704-924",,"MONO- AND DI-POTASSIUM SALTS OF PHOSPHOROUS ACID","FUNGICIDE","Yes",
"RELIANT SYSTEMIC FUNGICIDE","QUEST PRODUCTS LLC","83416-1",,"MONO- AND DI-POTASSIUM SALTS OF PHOSPHOROUS ACID","FUNGICIDE","YES",
"OXIPHOS","BIOSAFE SYSTEMS LLC","70299-22",,"MONO- AND DI-POTASSIUM SALTS OF PHOSPHOROUS ACID, HYDROGEN PEROXIDE","FUNGICIDE","Yes",
"QUANTA SYSTEMIC/PGR & FUNGICIDE","HELENA CHEMICAL COMPANY","5905-566",,"MONO- AND DI-POTASSIUM SALTS OF PHOSPHOROUS ACID, INDOLE-3-BUTYRIC ACID","FUNGICIDE, PGR - GENERAL","Yes",
"NUTROL 0-50-32","LIDOCHEM","70644-1",,"MONOPOTASSIUM PHOSPHATE","FUNGICIDE","Yes",
"ENNOBLE BIOFUMIGANT","MARRONE BIO INNOVATIONS","84059-26",,"MUSCODOR ALBUS STRAIN SA-13 AND SPENT AND UNSPENT FERMENTATION MEDIA","BIOFUMIGANT","Yes",
"DITERA DF BIOLOGICAL NEMATICIDE","VALENT BIOSCIENCES CORP.","73049-67",,"MYROTHECIUM VERRUCARIA DRIED FERM. SLDS/SLBS","NEMATICIDE","Yes",
"NIMBIOSYS NEEM OIL
/ORGANIC GARDENING","AHIMSA ALTERNATIVE INC.  THE","84181-2",,"NEEM OIL  COLD PRESSED","INSECTICIDE, NEMATICIDE","No",
"PLASMA NEEM OIL EC BIOLOGICAL INSECTICIDE","PLASMA POWER PRIVATE LIMITED","84185-5",,"NEEM OIL  COLD PRESSED","INSECTICIDE, NEMATICIDE","Yes",
"PM REMOVER","ECO ORGANICS -ASAP PRODUCTS LLC-","NA",,"ORGANIC GARLIC POWER","FUNGICIDE","No",
"PLANT THERAPY","PLANT PROTECTOR LLC","N/A",,"ORGANIC OYBEAN OIL, ORGANIC PEPPERMINT OIL, CITRIC ACID","INSECTICIDE, FUNGICIDE, MITICIDE","NO",
"GREEN CLEANER","CENTRAL COAST GARDEN PRODUCTS","NA",,"ORGANIC SOYBEAN OIL, SODIUM LAURYL SULFATE","INSECTICIDE","No",
"BELOUKHA GARDEN HERBICIDE","BELCHIM CROP PROTECTION","91746-8",,"PELARGONIC ACID","HERBICIDE","YES",
"PEPPERMINT FURY","GARDEN CARE NATURALS","NA",,"PEPPERMINT OIL","INSECTICIDE, MITICIDE","No",
"ECOSMART GARDEN INSECT KILLER","ECOSMART","NA",,"PEPPERMINT OIL, ROSEMARY OIL","INSECTICIDE","NO",
"ECOSMART INSECT KILLER GARDEN SOAP FORMULA","ECOSMART","NA",,"PEPPERMINT OIL, ROSEMARY OIL","INSECTICIDE","NO",
"ECOSMART ORGANIC INSECTICIDE ORGANIC INSECT KILLER2","ECOSMART TECHNOLOGIES INC","NA",,"PEPPERMINT OIL, ROSEMARY OIL","INSECTICIDE","No",
"Reset","Athena Products Inc","63838-1-93752",,"Peroxyacetic Acid, Hydrogen Peroxide","Hard Surface Sanitizer and Disinfectant","Yes",
"BIOSIDE HS 15%","ENVIRO TECH CHEMICAL SERVICES INC","63838-2",,"PEROXYACETIC ACID, HYDROGEN PEROXIDE","FUNGICIDE","No",
"MITE-PHITE ZM","AGRO-K","48222-14",,"PHOSPHOROUS ACID","FUNGICIDE/MITICIDE","Yes",
"EXPONENT","MGK","1021-1511",,"PIPERONYL BUTOXIDE","INSECTICIDE","YES",
"BUSH DOCTOR FORCE OF NATURE INSECTICIDE","FOX FARM SOIL & FERTILIZER CO","1021-1801","See alert at bottom of list","PIPERONYL BUTOXIDE PYRETHRINS","INSECTICIDE","NO",
"DON'T BUG ME HOME AND GARDEN INSECT SPRAY","FOX FARM SOIL & FERTILIZER CO","1021-1801","See alert at bottom of list","PIPERONYL BUTOXIDE PYRETHRINS","INSECTICIDE","No",
"1600 X-CLUDE FORMULA 2","WHITMIRE MICRO-GEN RESEARCH LABS","499-539","See alert at bottom of list","PIPERONYL BUTOXIDE, PYRETHRINS","INSECTICIDE","No",
"GARDEN SAFE BRAND GARDEN INSECT FOGGER","SPECTRUM GROUP","9688-319-8845","See alert at bottom of list","PIPERONYL BUTOXIDE, PYRETHRINS","INSECTICIDE","No",
"PRES TRMT PYRETHRUM TR MICRO TOTAL RELEASE INSECT","WHITMIRE MICRO-GEN RESEARCH LABS","499-479","See alert at bottom of list","PIPERONYL BUTOXIDE, PYRETHRINS","INSECTICIDE, MITICIDE","Yes",
"PYRETHRUM TR TOTAL RELEASE INSECTICIDE","BASF CORP","499-479","See alert at bottom of list","PIPERONYL BUTOXIDE, PYRETHRINS","INSECTICIDE","Yes",
"TYGRO","WHITMIRE MICRO-GEN RESEARCH LABS","499-547","See alert at bottom of list","PIPERONYL BUTOXIDE, PYRETHRINS","INSECTICIDE, MITICIDE","No",
"TYGRO INSECT FOGGER 1","BASF CORP","499-547","See alert at bottom of list","PIPERONYL BUTOXIDE, PYRETHRINS","INSECTICIDE","No",
"PYRENONE CROP SPRAY","BAYER ENVIRONMENTAL SCIENCE","432-1033","See alert at bottom of list","PIPERONYL BUTOXIDE. PYRETHRINS","INSECTICIDE","Yes",
"GEMSTAR LC","CERTIS","70051-45","HEMP  ONLY","POLYHEDRAL OCCLUSION BODIES (OBS) OF THE NUCLEAR POLYHEDROSIS VIRUS OF HELICOVERPA ZEA (CORN EARWORM)","INSECTICIDE","YES",
"ARMICARB -O-","HELENA CHEMICAL COMPANY","5905-541",,"POTASSIUM BICARBONATE","FUNGICIDE","Yes",
"BI-CARB OLD FASHIONED FUNGICIDE","LAWN & GARDEN PRODUCTS INC.","54705-10",,"POTASSIUM BICARBONATE","FUNGICIDE","No",
"CARB-O-NATOR","CERTIS","70051-117","HEMP  ONLY","POTASSIUM BICARBONATE","FUNGICIDE","YES",
"GREEN CURE /ORGANIC PRODUCTION","H & I AGRITECH  INC.","70870-1",,"POTASSIUM BICARBONATE","FUNGICIDE","No",
"KALIGREEN","OAT AGRIO CO. LTD.","11581-2",,"POTASSIUM BICARBONATE","FUNGICIDE","Yes",
"MILSTOP BROAD SPECTRUM FOLIAR FUNGICIDE","BIOWORKS INC","70870-1-68539",,"POTASSIUM BICARBONATE","FUNGICIDE","yes",
"MILSTOP SP","BIOWORKS","68539-13",,"POTASSIUM BICARBONATE","FUNGICIDE","YES",
"BONIDE INSECTICIDAL MULTI- PURPOSE INSECT CONTROL SOAP CONC","BONIDE PRODUCTS INC","67702-11-4",,"POTASSIUM SALTS OF FATTY ACIDS","INSECTICIDE, MITICIDE","No",
"BONIDE INSECTICIDAL SOAP MULTI-PURPOSE INSECT CONTROL R-T-U","BONIDE PRODUCTS INC","67702-13-4",,"POTASSIUM SALTS OF FATTY ACIDS","INSECTICIDE","No",
"DES-X INSECTICIDAL SOAP CONC
/ORGANIC PRODUCTION","CERTIS USA LLC","67702-22-70051",,"POTASSIUM SALTS OF FATTY ACIDS","INSECTICIDE","Yes",
"EARTH-TONE INSECTICIDAL SOAP /ORGANIC PRODUCTION","ESPOMA COMPANY  THE","67702-21-83598",,"POTASSIUM SALTS OF FATTY ACIDS","INSECTICIDE, MITICIDE","No",
"ECOSENSE INSECTICIDAL SOAP","ORTHO GROUP  THE","67702-21-239",,"POTASSIUM SALTS OF FATTY ACIDS","INSECTICIDE","No",
"EXILE","GENERAL HYDROPONICS","91865-2",,"POTASSIUM SALTS OF FATTY ACIDS","INSECTICIDE, FUNGICIDE, MITICIDE","YES",
"INSECTICIDAL SOAP","HAWTHORNE GARDENING COMPANY","67702-21-91161",,"POTASSIUM SALTS OF FATTY ACIDS","INSECTICIDE","No",
"INSECTICIDAL SOAP CONCENTRATE","VOLUNTARY PURCHASING GROUPS","67702-22-7401",,"POTASSIUM SALTS OF FATTY ACIDS","INSECTICIDE","NA",
"KOPA INSECTICIDAL SOAP","OHP, INC.","67702-11-59807",,"POTASSIUM SALTS OF FATTY ACIDS","INSECTICIDE, FUNGICIDE, MITICIDE","Yes",
"M-PEDE","GOWAN CO.","10163-324",,"POTASSIUM SALTS OF FATTY ACIDS","FUNGICIDE, INSECTICIDE, MITICIDE","Yes",
"NATURAL GUARD INSECTICIDAL SOAP CONCENTRATE","VOLUNTARY PURCHASING GROUPS","67702-22-7401",,"POTASSIUM SALTS OF FATTY ACIDS","INSECTICIDE, MITICIDE","No",
"NATURAL GUARD R-T-U INSECTICIDAL SOAP","VOLUNTARY PURCHASING GROUPS","67702-21-7401",,"POTASSIUM SALTS OF FATTY ACIDS","INSECTICIDE, MITICIDE","No",
"NATURES CARE INSECTICIDAL SOAP","MIRACLE-GRO LAWN PROD  INC","67702-21-62355",,"POTASSIUM SALTS OF FATTY ACIDS","INSECTICIDE","No",
"ORTHO ELEMENTALS INSECTICIDAL SOAP","ORTHO GROUP  THE","67702-21-239",,"POTASSIUM SALTS OF FATTY ACIDS","INSECTICIDE","No",
"SAFER BRAND INSECT KILLING SOAP CONC. II","SAFER INC / WOODSTREAM CORP.","42697-60",,"POTASSIUM SALTS OF FATTY ACIDS","INSECTICIDE, MITICIDE","No",
"WHITNEY FARMS INSECTICIDAL SOAP1","SWISS FARMS PRODUCTS  INC.","67702-21-73327",,"POTASSIUM SALTS OF FATTY ACIDS","INSECTICIDE","No",
"WORRYFREE INSECTICIDAL SOAP RTU /ORGANIC GARDEN","LILLY MILLER BRANDS - CENTRAL GARDEN & PET","67702-21-33116",,"POTASSIUM SALTS OF FATTY ACIDS","INSECTICIDE, MITICIDE","No",
"SAFER BRAND BUG PATROL LAWN & LANDSCAPE INSECT CONC.","SAFER INC / WOODSTREAM CORP.","59913-9","See alert at bottom of list","POTASSIUM SALTS OF FATTY ACIDS, PYRETHRINS","INSECTICIDE, MITICIDE","No",
"SAFER BRAND PYRETHRIN & INSECTICIAL SOAP CONC II","SAFER INC / WOODSTREAM CORP.","59913-9","See alert at bottom of list","POTASSIUM SALTS OF FATTY ACIDS, PYRETHRINS","INSECTICIDE","Yes",
"SAFER BRND TOMATO & VEGETABLE INSECT KILLER II","SAFER INC / WOODSTREAM CORP.","59913-10","See alert at bottom of list","POTASSIUM SALTS OF FATTY ACIDS, PYRETHRINS","INSECTICIDE","No",
"SAFER BRND YARD & GARDEN INSECT KILLER II","SAFER INC / WOODSTREAM CORP.","59913-10","See alert at bottom of list","POTASSIUM SALTS OF FATTY ACIDS, PYRETHRINS","INSECTICIDE","No",
"SAFER BRND 3-IN-1 CONC. II","SAFER INC / WOODSTREAM CORP.","59913-13",,"POTASSIUM SALTS OF FATTY ACIDS, SULFUR","FUNGICIDE, INSECTICIDE, MITICIDE","No",
"Sil-Matrix","PQ LLC","82100-1","Use on Hemp Only","Potassium Silicate","Fungicide, Insecticide, Miticide","Yes",
"CARBON DEFENSE","FBSCIENCES","84846-1",,"POTASSIUM SILICATE","FUNGICIDE, MITICIDE, INSECTICIDE","Yes",
"SIL-MATRIX FUNGICIDE/MITICIDE/INSECTICI DE","PQ CORPORATION","82100-1",,"POTASSIUM SILICATE","FUNGICIDE, INSECTICIDE","Yes",
"TYPHOON","ORO AGRI","N/A",,"POTASSIUM SORBATE","FUNGICIDE","NO",
"XTREME GARDENING KRYPTOMITE","REFORESTATION TECHNOLOGIES INTL","NA",,"POTASSIUM SORBATE","MITICIDE, FUNGICIDE","No",
"All Phase Fungicide Bactericide","Circadian Crop Sciences, LLC.","NA",,"Potassium Sorbate, Sodium Lauryl Sulfate","Fungicide and Bactericide","No",
"Acaritouch","Lida Plant Research LLC","11581-3-95786",,"Propyleneglycol monolaurate","Miticide","Yes",
"HOWLER","AGBIOME INNOVATIONS","91197-3-92488",,"PSEUDOMONAS CHLORROAPHIS","FUNGICIDE","YES",
"Lynx EC 1.4","Lam International Corporation","82074-6",,"Pyrethrins","Insecticide","Yes",
"Lynx EC 5.0","Lam International Corporation","82074-7",,"Pyrethrins","Insecticide","Yes",
"BUG BUSTER-O","LAWN & GARDEN PRODUCTS INC.","1021-1771-54705","See alert at bottom of list","PYRETHRINS","INSECTICIDE, MITICIDE, INSECT REPELLENT","No",
"CROP PROTECTION EC 1.4 II","PYGANIC","1021-1771","See alert at bottom of list","PYRETHRINS","INSECTICIDE","YES",
"PYGANIC CROP PROTECTION EC
5.0 II","MCLAUGHLIN GORMLEY KING","1021-1772","See alert at bottom of list","PYRETHRINS","INSECTICIDE, INSECT REPELLENT","Yes",
"PYGANIC GARDENING","MGK","1021-1771","See alert at bottom of list","PYRETHRINS","INSECTICIDE","NO",
"PYGANIC GARDENING (For
home garden use only; not for commercial production)","PYGANIC","1021-1771","See alert at bottom of list","PYRETHRINS","INSECTICIDE","NA",
"PYGANIC SPECIALTY","MGK","1021-1772","See alert at bottom of list","PYRETHRINS","INSECTICIDE","Yes",
"TERSUS","MGK","1021-2616","See alert at bottom of list","PYRETHRINS","INSECTICIDE","YES",
"BotaniGard Maxx","Lam International Corporation","82074-5",,"Pyrethrins, Beauveria bassiana Strain GHA","Insecticide, Miticide","Yes",
"Xpectro OD","Lam International Corporation","82074-5",,"Pyrethrins, Beauveria bassiana Strain GHA","Insecticide","Yes",
"BOTANIGARD MAXX","BIOWORKS INC","82074-5",,"PYRETHRINS, BEAUVERIA BASSIANA STRAIN GHA","INSECTICIDE, MITICIDE","YES",
"Pyola Insect Spray","GardensAlive, Inc.","67702-5-56872",,"Pyrethrins, Canola Oil","Insecticide","No",
"INSECT! INSECT SPRAY","ESPOMA COMPANY  THE","67702-35","See alert at bottom of list","PYRETHRINS, CANOLA OIL","INSECTICIDE","No",
"MIGHTY","NPK INDUSTRIES","89819-1","See alert at bottom of list","PYRETHRINS, CANOLA OIL","INSECTICIDE","NO",
"PYCANA","OHP, INC.","67702-53-59807",,"PYRETHRINS, CANOLA OIL","INSECTICIDE, MITICIDE","Yes",
"Bonide Bon-Neem II Fungicide Miticide Insecticide Ready to Use","Bonide Products, Inc.","70051-74-4",,"Pyrethrins, Piperonyl Botoxide, Technical Clarified Hydrophobic Extract of Neem Oil","Insecticide, Fungicide, Miticide","No",
"TOTAL REALEASE FOGGER","DOKTOR DOOM","72804-1","See alert at bottom of list","PYRETHRINS, PIPERONYL BUTOXIDE","INSECTICIDE","NA",
"TRIAZICIDE INSECT KILLER FOR LANDSCAPES AND GARDENS","SPECTRUM GROUP","9688-319-8845",,"PYRETHRINS, PIPERONYL BUTOXIDE","INSECTICIDE","N/A",
"WORRY FREE CONCENTRATE","GARDENTECH","1021-1798-71004",,"PYRETHRINS, PIPERONYL BUTOXIDE","INSECTICIDE","NO",
"BONIDE CITRUS  FRUIT & NUT ORCHARD SPRAY CONC.","BONIDE PRODUCTS INC","67702-17-4","See alert at bottom of list","PYRETHRINS, SULFUR","FUNGICIDE, INSECTICIDE","No",
"BONIDE CITRUS  FRUIT & NUT ORCHARD SPRAY R-T-SPRAY","BONIDE PRODUCTS INC","67702-17-4","See alert at bottom of list","PYRETHRINS, SULFUR","FUNGICIDE, INSECTICIDE","No",
"BONIDE TOMATO & VEGETABLE CONC 3IN1","BONIDE PRODUCTS INC","67702-17-4","See alert at bottom of list","PYRETHRINS, SULFUR","FUNGICIDE, INSECTICIDE","No",
"BONIDE TOMATO & VEGETABLE R-T-SPRAY 3IN1","BONIDE PRODUCTS INC","67702-17-4","See alert at bottom of list","PYRETHRINS, SULFUR","FUNGICIDE, INSECTICIDE, MITICIDE","No",
"EARTH-TONE 3N1 DISEASE CONTROL","ESPOMA COMPANY  THE","67702-15-83598","See alert at bottom of list","PYRETHRINS, SULFUR","FUNGICIDE, INSECTICIDE, MITICIDE","No",
"CEASE","BIOWORKS INC","264-1155-68539",,"QST 713","FUNGICIDE","Yes",
"Regalia CG","Marrone Bio Innovations, Inc.","84059-3",,"Reynoutria Sachalinensis","Fungicide","Yes",
"REGALIA BIOFUNGICIDE","MARRONE BIO INNOVATIONS -TSG-","84059-3",,"REYNOUTRIA SACHALINENSIS","FUNGICIDE, PGR - GENERAL","Yes",
"REGALIA BIOFUNGICIDE","MARRONE BIO INNOVATIONS","84059-3",,"REYNOUTRIA SACHALINENSIS","BIOFUNGICIDE","Yes",
"REGALIA PTO BIOFUNGICIDE","ENGAGE AGRO USA -TSG-","84059-3-87865",,"REYNOUTRIA SACHALINENSIS","FUNGICIDE, PGR - GENERAL","Yes",
"Zonix Biofungicide","Stepan Company","72431-1-1839",,"Rhamnolipid Biosurfactant","Fungicide","Yes",
"ZONIX BIOFUNGICIDE","JENEIL BIOSURFACTANT CO","72431-1",,"RHAMNOLIPID BIOSURFACTANT","FUNGICIDE","Yes",
"DR STEVES MITE-Y SPRAY CONCENTRATE","AGROMATICS, LLC","NA",,"ROSEMARY OIL","MITICIDE","NO",
"SNS 209","SIERRA NATURAL SCIENCE","NA",,"ROSEMARY OIL","MITICIDE, INSECTICIDE REPELLENT","No",
"SNS 217","SIERRA NATURAL SCIENCE","NA",,"ROSEMARY OIL","MITICIDE, INSECTICIDE REPELLENT","No",
"SNS 217C","SIERRA NATURAL SCIENCE","NA",,"ROSEMARY OIL","MITICIDE, INSECTICIDE REPELLENT","No",
"TETRACURB CONCENTRATE","KEMIN INDUSTRIES","NA",,"ROSEMARY OIL","MITICIDE","NO",
"DR EARTH PRO-ACTIVE HOME & GARDEN INSECT SPRAY","DR EARTH, INC.","N/A",,"ROSEMARY OIL, CINNAMON OIL, CLOVE OIL, GARLIC EXTRACT","INSECTICIDE","NO",
"DR. EARTH PRO-ACTIVE ROSE & FLOWER INSECT SPRAY","DR EARTH, INC.","N/A",,"ROSEMARY OIL, CINNAMON OIL, CLOVE OIL, GARLIC EXTRACT","INSECTICIDE","NO",
"EVANESCENT","FOUR CORNERS TECHNOLOGIES","NA",,"ROSEMARY OIL, CLOVE OIL","INSECTICIDE, FUNGICIDE","No",
"Earth's Ally Insect Control","Sarasota Green Group","NA",,"Rosemary Oil, Clove Oil, Peppermint Oil","Insecticide","No",
"Grower's Ally Spider Mite Control","Sarasota Green Group","NA",,"Rosemary Oil, Clove Oil, Peppermint Oil","Miticide","No",
"Grower's Ally Spider Mite Control Concentrate","Sarasota Green Group","NA",,"Rosemary Oil, Clove Oil, Peppermint Oil","Miticide","No",
"DR EARTH FINAL STOP DISEASE CONTROL FUNGICIDE","DR EARTH, INC.","NA",,"ROSEMARY OIL, CLOVE OIL, PEPPERMINT OIL","FUNGICIDE","NO",
"TETRACURB ORGANIC","KEMIN INDUSTRIES","NA",,"ROSEMARY OIL, CLOVE OIL, PEPPERMINT OIL","MITICIDE","No",
"REPELIT","INTEGRATED BIOLOGICAL SYSTEMS","NA",,"ROSEMARY OIL, CORNMINT OIL","INSECTICIDE","NO",
"BRANDT ECOTEC PLUS","BRANDT CONSOLIDATED","NA",,"ROSEMARY OIL, GERANIOL, PEPPERMINT OIL","INSECTICIDE, MITICIDE","NO",
"ECOTROL PLUS","KEY PLEX","NA",,"ROSEMARY OIL, GERANIOL, PEPPERMINT OIL","INSECTICIDE, MITICIDE","No",
"86 MITES AND MOLD PREVENTION AND TREATMENT CONCENTRATE","NORCAL PLANT NUTRIENTS LLC","NA",,"ROSEMARY OIL, LEMONGRASS, CINNAMON OIL, COTTONSEED OIL","INSECTICIDE","NO",
"86 MITES AND MOLD PREVENTION AND TREATMENT READY TO USE","NORCAL PLANT NUTRIENTS LLC","NA",,"ROSEMARY OIL, LEMONGRASS, CINNAMON OIL, COTTONSEED OIL","INSECTICIDE, MITICIDE","NO",
"METHOD 1 PPS","GROWTH EFFICIENCY TECHNOLOGIES LLC","NA",,"ROSEMARY OIL, PEPPERMINT OIL","INSECTICIDE","No",
"MANTIS EC","MANTIS PLANT PROTECTION","NA",,"ROSEMARY OIL, PEPPERMINT OIL, SOYBEAN OIL (NON-GMO)","INSECTICIDE, MITICIDE","NO",
"DR EARTH FINAL STOP FRUIT TREE INSECT KILLER","DR EARTH, INC.","NA",,"ROSEMARY OIL, SESAME OIL, PEPPERMINT OIL, THYME OIL, CINNAMON OIL, GARLIC OIL","INSECTICIDE","NO",
"DR EARTH FINAL STOP INSECT KILLER PEST CONTROL KILLER SPRAY","DR EARTH, INC.","NA",,"ROSEMARY OIL, SESAME OIL, PEPPERMINT OIL, THYME OIL, CINNAMON OIL, GARLIC OIL","INSECTICIDE","NO",
"DR EARTH FINAL STOP VEGETABLE GARDEN INSECT KILLER","DR EARTH, INC.","NA",,"ROSEMARY OIL, SESAME OIL, PEPPERMINT OIL, THYME OIL, CINNAMON OIL, GARLIC OIL","INSECTICIDE","NO",
"DR. EARTH FINAL STOP YARD AND GARDEN INSECT KILLER","DR EARTH, INC.","NA",,"ROSEMARY OIL, SESAME OIL, PEPPERMINT OIL, THYME OIL, CINNAMON OIL, GARLIC OIL","INSECTICIDE","NO",
"DR EARTH FRUIT TREE INSECT KILLER","DR EARTH, INC.","NA",,"ROSEMARY OIL, SESAME OIL, PEPPERMINT OIL, THYME OIL, CINNAMON OIL, GARLIC OIL","INSECTICIDE","NO",
"YARD & GARDEN INSECT KILLER CONCENTRATE","DR EARTH, INC.","NA",,"ROSEMARY OIL, SESAME OIL, PEPPERMINT OIL, THYME OIL, CINNAMON OIL, GARLIC OIL","INSECTICIDE","No",
"ECOLOGIC GARDEN INSECT KILLER CONC","LIQUID FENCE CO","NA",,"ROSEMARY OIL, SOYBEAN OIL","INSECTICIDE","No",
"ECOLOGIC GARDEN INSECT KILLER RTU","LIQUID FENCE CO","NA",,"ROSEMARY OIL, SOYBEAN OIL","INSECTICIDE","No",
"ECOLOGIC HOUSEPLANT & GARDEN INSECT KILLER","LIQUID FENCE CO","NA",,"ROSEMARY OIL, SOYBEAN OIL","INSECTICIDE","No",
"INSECT ANNIHILATOR BROAD SPECTRUM PESTICIDE CONCENTRATED FORMULA","GREEN EAGLE TECHNOLOGIES","NA",,"ROSEMARY OIL, THYME OIL, CLOVE OIL, CINNAMON OIL","INSECTICIDE","No",
"INSECT ANNIHILATOR BROAD SPECTRUM PESTICIDE READY TO USE FORMULA","GREEN EAGLE TECHNOLOGIES","NA",,"ROSEMARY OIL, THYME OIL, CLOVE OIL, CINNAMON OIL","INSECTICIDE","No",
"SPORAN EC2","KEY PLEX","N/A",,"ROSEMARY OIL, THYME OIL, CLOVE OIL, CINNAMON OIL, PEPPERMINT OIL","FUNGICIDE","NO",
"DR EARTH FINAL STOP NATURAL AND ORGANIC PEST CONTROL KILLER SPRAY","DR EARTH, INC.","N/A",,"ROSEMARY, SESAME, PEPPERMINT, THYME, CINNAMON, GARLIC","INSECTICIDE","NO",
"DR EARTH FINAL STOP NATURAL & ORGANIC SNAIL & SLUG KILLER SPRAY","DR EARTH, INC.","N/A",,"ROSEMARY, SESAME, PEPPERMINT, THYME, CINNAMON, GARLIC","MOLLUSCICIDE","NO",
"DR EARTH FINAL STOP NATURAL & ORGANIC YARD AND GARDEN INSECT KILLER","DR EARTH, INC.","N/A",,"ROSEMARY, SESAME, PEPPERMINT, THYME, CINNAMON, GARLIC","INSECTICIDE","No",
"ORGANOCIDE 3-IN-1 GARDEN SPRAY CONC.","ORGANIC LABORATORIES","NA",,"SESAME OIL","MITICIDE, INSECTICIDE, FUNGICIDE","No",
"ORGANOCIDE 3-IN-1 GARDEN SPRAY R-T-U","ORGANIC LABORATORIES","NA",,"SESAME OIL","MITICIDE, INSECTICIDE, FUNGICIDE","No",
"ORGANOCIDE BEE SAFE 3-IN-1 GARDEN SPRAY","ORGANIC LABORATORIES, INC.","NA",,"SESAME OIL","INSECTICIDE, FUNGICIDE, MITICIDE","No",
"ORGANOCIDE BEE SAFE 3-IN-1 GARDEN SPRAY CONCENTRATE","ORGANIC LABORATORIES, INC.","NA",,"SESAME OIL","INSECTICIDE, MITICIDE","No",
"ORGANOCIDE BEE SAFE INSECT KILLER","ORGANIC LABORATORIES, INC.","NA",,"SESAME OIL","INSECTICIDE","No",
"Magicflower Bud Finisher","Magic Flower, LLC","NA",,"Sesame Oil, Cinnamon Powder, Garlic Powder, Clove Powder","Miticide, Fungicide, Insecticide","No",
"MERCENARY ALL NATURAL INSECTICIDE","CULTURED BIOLOGIX, LL","N/A",,"SESAME OIL, ROSEMARY OIL, CINNAMON OIL, CLOVE OIL, PEPPERMINT OIL","INSECTICIDE","NO",
"Ecologic Diatomaceous Earth Crawling Insect Killer Granular","Liquid Fence Co Inc","9688-352-72401",,"Silicon Dioxide","Insecticide","No",
"Earth's Ally Weed Killer","Sarasota Green Group","NA",,"Sodium Chloride","Herbicide","No",
"DOCTOR KIRCHNER NATURAL WEED KILLER","DOCTOR KIRCHNER, LLC","NA",,"SODIUM CHLORIDE","HERBICIDE","NO",
"CORRYS SLUG & SNAIL KILLER","MATSON LLC","67702-33-8119",,"SODIUM FERRIC EDTA","INVERTEBRATE CONTROL","No",
"FERROXX AGRICULTURE SLUG & SNAIL BAIT","W NEUDORFF GMBH KG","67702-33",,"SODIUM FERRIC EDTA","INVERTEBRATE CONTROL","Yes",
"FERROXX SLUG & SNAIL BAIT","W NEUDORFF GMBH KG","67702-33",,"SODIUM FERRIC EDTA","INVERTEBRATE CONTROL","Yes",
"IRONFIST","BELCHIM CROP PROTECTION","67702-32-87865",,"SODIUM FERRIC EDTA","SLUG AND SNAIL BAIT","YES",
"IRON FIST SLUG AND SNAIL BAIT","ENGAGE AGRO USA","67702-32-87865",,"SODIUM FERRIC EDTA","INVERTEBRATE CONTROL","Yes",
