"agency","meeting_title","short_description","start_date_time","end_date_time","meeting_location","city","state","details","public_comment_accepted","contact_name","phone_number","contact_email","web_link","map_link","calendar_link","ada_contact","ada_contact_phone","ada_contact_email","webinar","call_in_phone_number","call_in_access_code","agenda"
"Strawberry Commission, Oregon","OSC Meetings","OSC Meeting","2017-03-23T18:00:00.000","2017-03-23T21:00:00.000","McMenamins Restaurant - 310 NE Evans St, McMinnville, OR"," McMinnville","OR","Budget Committee at 5:30 pm prior to Regular Meeting",,"Philip Gutt",,"berries@oregon-berries.com",,,,,,,,,,
"Strawberry Commission, Oregon","OSC Regular Meeting & Budget Hearing","OSC Meeting","2017-05-04T18:00:00.000","2017-05-04T21:00:00.000","McMenamins Restaurant - 310 NE Evans St, McMinnville, OR"," McMinnville","OR","Budget Committee 5:30 pm",,"Philip Gutt",,"berries@oregon-berries.com",,,,,,,,,,
"Strawberry Commission, Oregon","OSC Regular and Committee Meeting","OSC Meeting","2016-09-29T18:00:00.000","2016-09-29T21:00:00.000","McMenamins Restaurant - 310 NE Evans St"," McMinnville","OR","Promotion Committee 5:30 pm",,"Philip Gutt",,"berries@oregon-berries.com",,,,,,,,,,
"Strawberry Commission, Oregon","OSC Conference Call","OSC Meeting","2018-07-20T12:00:00.000","2018-07-20T13:00:00.000","Conference Call"," Corvallis","OR","Please contact the OSC for the dialing instructions",,"Philip Gutt",,"berries@oregon-berries.com",,,,,,,,,,
"Strawberry Commission, Oregon","OSC Special Meeting","OSC Meeting","2019-04-01T18:30:00.000","2019-04-01T21:00:00.000","NWREC 15210 NE Miley Road Aurora, OR"," Aurora","OR","SPECIAL MEETING ANNOUNCEMENT
Join us to discuss the future of the commission
April 1, 2019  6:30 pm
Hors d'oeuvres Provided - RSVP Appreciated
North Willamette Research & Extension Center - 15210 N.E. Miley Rd., Aurora, OR

Estimated Time	Draft Revised Meeting Agenda 
			SPECIAL MEETING
6.30		Open Special Meeting &
		Attendee Introductions
6.35		Opening Remarks - Matt Unger, Chair
6.45		OSU Overview
6.55		USDA Overviews
7.15		IR4 Overview
7.25		Public Comment and Commission Response
8.15		Commission Action on Future of Commission
9.00		Meeting Adjournment
",,"Philip Gutt",,"pnwa@comcast.net",,,,,,,,,,
"Strawberry Commission, Oregon","OSC Regular Commission Meeting","OSC Meeting","2014-01-08T17:00:00.000",,"Langdon Farms Golf Club"," Aurora","OR",,,"philipgutt",,"philip@oregon-berries.com",,,,,,,,,,
"Strawberry Commission, Oregon","OSC Regular Meeting","OSC Meeting","2017-09-26T06:00:00.000","2017-09-26T21:00:00.000","McMenamins Restaurant - 310 NE Evans St, McMinnville, OR"," McMinnville","OR",,,"Philip Gutt",,"berries@oregon-berries.com",,,,,,,,,,
"Strawberry Commission, Oregon","The Potential Market for Fresh Strawberries Workshops","OSC Meeting","2014-11-19T09:30:00.000","2014-11-19T19:00:00.000","Wellspring Conference Center - Woodburn, Oregon"," Woodburn","OR","The Potential Market for Fresh Strawberries Workshops

Next Live Workshop Will be Held
Wellspring Conference Center - Woodburn, Oregon
November 19, 2014 - 9:30am-7pm

This workshop is FREE and made possible in part by a Specialty Crops Block Grant from the USDA-AMS and ODA. Lunch and dinner provided.

To reserve your spot, email Lora or call 503-289-7287 by November 14th

For more details, check out the full workshop agenda in pdf format. ",,"Philip Gutt",,"berries@oregon-berries.com",,,,,,,,,,
"Strawberry Commission, Oregon","OSC Conference Call","OSC Meeting","2013-06-28T12:00:00.000",,"Conference Call"," Aurora","OR","Conference Call Instructions
1) Dial the toll free number 1-866-779-0774
2) You will hear ""Welcome to Genesys meeting center…....""
3) Dial the meeting number starting and ending with * :   *7584553*
4) You will hear ""Please wait for entry into conference"".

If you have any difficulties with the call, dial *10* when in the Genesys center
",,"philipgutt",,"philip@oregon-berries.com",,,,,,,,,,
"Strawberry Commission, Oregon","OSC Regular and Committee Meeting","OSC Meeting","2016-03-29T18:00:00.000","2016-03-29T21:00:00.000","McMenamins Restaurant - 310 NE Evans St"," McMinnville","OR","5:30 Budget Committee
6:00 Regular Commission Meeting",,"Philip Gutt",,"berries@oregon-berries.com",,,,,,,,,,
"Strawberry Commission, Oregon","OSC Regular Mtg","OSC Meeting","2018-09-26T18:00:00.000","2018-09-26T21:30:00.000","McMenamins Restaurant - 310 NE Evans St, McMinnville, OR"," McMinnville","OR",,,"Philip Gutt",,"berries@oregon-berries.com",,,,,,,,,,
"Strawberry Commission, Oregon","OSC Strategic Planning","OSC Meeting","2013-01-08T09:30:00.000","2013-01-08T16:00:00.000","Roths West"," Salem","OR",,,"philipgutt",,"philip@oregon-berries.com",,,,,,,,,,
"Strawberry Commission, Oregon","OSC Committee Mtg","OSC Meeting","2018-02-15T14:00:00.000","2018-02-15T15:00:00.000","North Willamette Research & Extension Center"," Aurora","OR","Directly following the OSC annual growers meeting",,"Philip Gutt",,"berries@oregon-berries.com",,,,,,,,,,
"Strawberry Commission, Oregon","OSC Regular & Committee Meetings","OSC Meeting","2014-02-04T14:00:00.000",,"Langdon Farms Golf Club"," Aurora","OR","2:00 pm Budget Committee
3:00 pm Regular Commission Meeting",,"philipgutt",,"philip@oregon-berries.com",,,,,,,,,,
"Strawberry Commission, Oregon","OSC Regular Mtg and Committee Mtg","OSC Meeting","2018-03-22T12:00:00.000","2018-03-22T15:00:00.000","McMenamins Restaurant - 310 NE Evans St, McMinnville, OR"," McMinnville","OR","Budget Committee at 11 am",,"Philip Gutt",,"berries@oregon-berries.com",,,,,,,,,,
"Strawberry Commission, Oregon","OSC Regular Meeting","OSC Meeting","2014-11-05T12:00:00.000","2014-11-05T15:00:00.000","McMenamins Restaurant"," McMinnville","OR",,,"philipgutt",,"philip@oregon-berries.com",,,,,,,,,,
"Strawberry Commission, Oregon","OSC Conference Call","OSC Meeting","2012-07-10T12:00:00.000","2012-07-10T12:30:00.000","Conference Call"," Corvallis","OR",,,"Philip GÌ_tt",,"philip@oregon-berries.com",,,,,,,,,,
"Strawberry Commission, Oregon","OSC Regular & Committee Mtg","OSC Meeting","2018-11-13T12:00:00.000","2018-11-13T15:00:00.000","McMenamins Restaurant - 310 NE Evans St, McMinnville, OR"," McMinnville","OR","Research 11:30",,"Philip Gutt",,"berries@oregon-berries.com",,,,,,,,,,
"Strawberry Commission, Oregon","OSC Conference Call","OSC Meeting","2016-06-30T12:00:00.000","2016-06-30T13:00:00.000","Conference Call"," Corvallis","OR",,,"Philip Gutt",,"berries@oregon-berries.com",,,,,,,,,,
"Strawberry Commission, Oregon","OSC Regular Commission Meeting","OSC Meeting","2012-01-18T12:00:00.000","2012-01-18T14:30:00.000","Roths West"," Salem","OR",,,"Philip GÌ_tt",,"philip@oregon-berries.com",,,,,,,,,,
"Strawberry Commission, Oregon","OSC Regular Mtg","OSC Meeting","2018-09-26T18:00:00.000","2018-09-26T21:00:00.000","McMenamins Restaurant - 310 NE Evans St, McMinnville, OR"," McMinnville","OR",,,"Philip Gutt",,"berries@oregon-berries.com",,,,,,,,,,
"Strawberry Commission, Oregon","OSC Commission Meeting & Budget Hearing","OSC Meeting","2013-05-09T18:00:00.000",,"Langdon Farms Golf Club"," Aurora","OR",,,"philipgutt",,"philip@oregon-berries.com",,,,,,,,,,
"Strawberry Commission, Oregon","OSC Regular & Committee Meetings","OSC Meeting","2014-04-03T18:00:00.000",,"Langdon Farms Golf Club"," Aurora","OR","Committee Meetings Prior to the Commission Meeting:
Promotion 4:30
Research 5:00
Budget 5:30

Regular Commission Meeting 6:00",,"philipgutt",,"philip@oregon-berries.com",,,,,,,,,,
"Strawberry Commission, Oregon","OSC Budget Committee Meeting","OSC Meeting","2013-02-05T11:00:00.000",,"Langdon Farms Golf Club"," Aurora","OR",,,"philipgutt",,"philip@oregon-berries.com",,,,,,,,,,
