"overall_project_name","key_number","overall_description","overall_benefits","mntr_cd1","child_project_name","child_project_key_number","previous_project_cost","current_project_cost","previous_bid_opening_date","current_bid_opening_date","previous_completion_date","current_completion_date","create_date","region","opt","congressional_district","state_senate_district","state_representative_district"
"Beltline Highway (State Highway 69) at Delta Highway","17072","The Beltline Highway is located in Lane County and is functionally obsolete and cannot handle current and future traffic volumes.   Following analysis, ramp meters were recommended at four locations to alleviate congestion and to improve safety on the Beltline Highway corridor through Intelligent Transportation Systems (ITS).  ITS makes use of advanced communication and computer technology to improve the operation of a facility and enhance the movement of people and goods.<P>The project was to analyze, design, and construct ITS solutions along the Beltline Highway corridor where it could be adapted to work with a minimum of infrastructure changes and disruptions. ODOT, in collaboration with the City of Eugene and Lane County advanced the planning study recommendation of placing ramp metering at eastbound Beltline Hwy River Road and River Avenue on-ramps, and at Beltline Hwy westbound from Green Acres and Coburg Roads on-ramps.  Ramp metering from northbound Delta Highway to westbound Beltline was not included due to the lack of adequate ramp length for que storage.</P><P>  
The ramp designs were completed in the fall of 2012 and the project work was awarded to Lantz Electric Inc. of Eugene. Construction was completed at the four recommended locations in June of 2013. A ramp meter is a traffic signal on a ramp that controls the rate vehicles enter a freeway facility. Kittelson and Associates Inc., under a separate contract, has conducted performance evaluations of the four ramp meter locations to determine how effective they are at reducing congestion and improving safety.  Since the activation of the meters, ODOT has worked through and solved unexpected challenges with the systems adaptive software.   There has been a notable reduction in crashes with a 35% decrease from 2013 data.</P><P>
We are moving toward construction of a project at Beltline and Delta Highways Interchange as outlined in the Beltline Facility Plan.  The Oregon Transportation Commission has approved funding of $2.5 million for preliminary engineering for the interchange design. The consulting firm CH2M Hill has been hired to work with ODOT to confirm and refine the interchange design proposed in the Facility Plan.  Construction is anticipated in 2018.</P>","<P>The Beltline Highway (OR 569) carries the majority of traffic crossing the Willamette River and connects western Lane County to Interstate 5. Traffic moving onto and off of Beltline Highway between River Road and Coburg Road is slow and congested during busy travel times. A planning study was conducted to assess deficiencies on Beltline Highway between River Road and Coburg Road and recommended long-term solutions.  The complete list of infrastructure solutions to address deficiencies will take several years to develop and fund.</P><P>
The Delta interchange is functionally obsolete and cannot handle current and future traffic volumes.  Its intersection with Beltline Highway is a chokepoint in the daily operation of both facilities and is a safety priority site.  Improvements at the interchange include an expanded northbound Delta to westbound Beltline on-ramp along with other interchange improvements that will improve the capacity and operation of the facilities.</P>","<P>The initial project identified and installed Intelligent Transportation Systems at and near the Beltline and Delta Highway interchange.  These systems will continue to be monitored and the operation refined, including working with the City of Eugene on the River Road signal timing to ensure performance.  Real time travel data is continually collected to evaluate adaptive system performance.</P>
<P>We are moving toward construction of a project at Beltline at Delta Interchange as outlined in the Beltline Facility Plan.  The Oregon Transportation Commission has approved funding of $2.5 million for preliminary engineering for the interchange design. The consulting firm CH2M Hill has been hired to work with ODOT to confirm and refine the interchange design proposed in the Facility Plan.  Construction is anticipated in 2018.</P> As of August 2018 project 16859 for intelligent transportation system upgrades  is complete; project 19490 for ramp and interchange improvements is in progress. </P>",,,,,,,,,,,,,,
"Interstate 5 at Beltline Highway (State Highway 69), Units 3, 4, 5, 6 and 7","17071",,,,"I-5 @ BELTLINE INTERCHANGE, UNIT 3","16860","20388986","16805209","1/17/2013","1/17/2013","11/30/2014","11/30/2014","1/26/2016","2","S","4","V","V"
"Interstate 5 at Beltline Highway (State Highway 69), Units 3, 4, 5, 6 and 7","17071",,,,"I-5@Beltline Interchange-unit4(Eugene/Springfield)","16861","25502918","20494903","3/3/2016","3/10/2016","3/31/2018","3/31/2018","9/16/2019","2","S","4","V","V"
"Interstate 5 at Beltline Highway (State Highway 69), Units 3, 4, 5, 6 and 7","17071","<P>The Interstate 5 at Randy Pap&eacute; Beltline project is located in Lane County within the cities of Eugene and Springfield, at the intersection of Interstate 5, mile post 195.45 and Randy Pap&eacute; Beltline (OR 569). The phased project will correct deficiencies to enable the interchange to safely accommodate travel demands 20 years into the future. The HB 2001 portion of the project is being accomplished by two separate projects: I-5 @ Beltline - Unit 3 and I-5 @ Beltline - Unit 4.</P><P>The modernization project has been divided into smaller sections (units) to make it easier to construct as funding became available. Unit 1 was completed in late 2009, and Unit 2 was completed in the summer of 2011 using both federal and state funds.  Units 3 and 4 are both funded using state funds from the Jobs and Transportation Act.  Construction for Unit 3 was completed in 2014.  Unit 4 is currently out for bid with construction planned in 2016/2017.</P>
<P>The planned improvements for Unit 4 are: </P><UL>
<LI>A new eastbound Beltline lane from Coburg Road</LI>
<LI>A new eastbound Beltline to northbound I-5 on-ramp, including a new bridge over I-5</LI>
<LI>A new eastbound Beltline to southbound I-5 on-ramp with additional acceleration distance</LI>
<LI>Completion of the north end bike and pedestrian multiuse path partially constructed in Unit 3</LI>
<LI>Extension of the multiuse path south, linking Harlow Road to Garden Way</LI>
<LI>A sound wall south of Beltline and east of Coburg Road </LI></UL>","<P>The interchange is located at the northern boundary of Oregon’s second largest metropolitan center. Originally constructed in 1968, where dairy farms and pastures once occupied much of the area, today the land is being developed for residential, retail commercial use, interstate traveler services and industrial centers providing regional employment. The once rural interchange cannot accommodate the increase in traffic, creating congestion, delays and safety problems.</P><P>The work  done in Units 1, 2 and 3 and to be done with Unit 4 will  modernize the interchange, which serves interstate, regional, and local traffic to the surrounding residential and commercial centers. The units address deficiencies and  enable the interchange to safely accommodate travel demands 20 years into the future.</P>","<P>I-5 @ Beltline Unit 3 construction was completed in November, 2014.</P>
<P> At the request of elected state representatives, and in the spirit of the JTA's emphasis on Practical Design, ODOT conducted a Value Engineering study of Unit 4 to reevaluate the design elements for cost savings and reduced impacts on right of way and utilities. Traffic analysis following the Value Engineering study concludes that I-5/Beltline will have adequate capacity to handle projected traffic volumes without the need of an additional auxiliary lane on eastbound Beltline, and without one additional lane for the ramp from eastbound Beltline to southbound I-5. The new analysis also shows no need for an additional southbound auxiliary lane on I-5 from Beltline to I-105 and, therefore, the Harlow Bridge will not require lengthening (replacement) at this time.  However, the west end of the bridge will be revised to allow for a southbound extension of the multi-use path.  Additional subsidiary design elements associated with the southbound I-5 auxiliary lane will be affected by the elimination of auxiliary lanes as well, as is the project time line. Construction is scheduled to occur in Spring, 2016.  Cost savings were re-programmed to the Beltline at Delta Highway project. To learn the results of the Value Engineering study, <a href=""http://www.oregon.gov/ODOT/JTA/VE_Study_Report_Beltline_Interchange.pdf"">click here</a>.  </P>As of August 2018 both of these related projects are completed.  Refer to Project 17072 for related work. </a>.
</P>",,,,,,,,,,,,,,
"Interstate 5 at State Highway 214 Interchange (Woodburn Interchange)","17070",,,,"FFO-I-5 @ OR214 INTERCHANGE (WOODBURN) DEVELOPMENT","12518","68643385","66768010","6/6/2013","1/9/2014","9/30/2016","9/30/2016","8/20/2018","2","S","5","11","22"
"OR214@ Evergreen Rd - Transit Facility (Woodburn)","17070",,,,"OR214@ EVERGREEN RD - TRANSIT FACILITY (WOODBURN)","15739","3774498","2774498",,,,,"12/6/2017","2","S","5","11","22"
"Interstate 5 at State Highway 214 Interchange (Woodburn Interchange)","17070","The Woodburn Interchange Project is located on I-5 at the intersection with OR 214 and OR 219 in Woodburn, Marion County, Oregon.  The interchange accesses OR 214 east of I-5 to Silverton, Mt Angel and Molalla, and OR 219 west of I-5 to St. Paul and Newberg.  The project will improve traffic flow and safety in the interchange area, add a transit facility, and promote economic development in Woodburn and the surrounding area.<P>The project includes improvements designed to safely accommodate multi-modal travel needs for the next 20 years:</P>
<UL>
<LI>Reconstruct the interchange to a partial cloverleaf with loop ramps;</LI>
<LI>Lengthen the ramps to meet current design standards;</LI>
<LI>Widen the existing over-crossing structure (bridge) to the north;</LI>
<LI>Raise the profile of the bridge approaches in order to improve sight lines; </LI>
<LI>Widen Oregon 214 and 219 equally or northerly of the existing centerline, depending on the segment;</LI>
<LI>Provide new 6-foot sidewalks with an additional 6 foot-wide landscaped buffer between the sidewalk and the curb; </LI>
<LI>Provide one (1) bicycle lane in each direction along Oregon 214 and 219; </LI>
<LI>Add a raised median to control turning movements; </LI>
<LI>Modify access for local city streets at Oregon Way, Evergreen Road and Lawson Avenue;</LI>
<LI>Construct a Transit Facility (Park & Ride) and extend Evergreen Road north of Oregon 214 for neighborhood access to the public transit lines listed above;</LI>
<LI>Construct the gateway design package approved by the Woodburn City Council on June 11, 2012.</LI></UL>","Woodburn's interchange was built in the 1950's when I-5 was originally constructed in Oregon.  However, the interchange has had no significant improvements since 1975 when I-5 was widened from four to six lanes from Woodburn to Salem.  When upgrades to the interchange were completed in 1975, roadside development near the interchange was minimal and the City of Woodburn was more oriented around OR 99E to the east of I-5.  Since then, traffic volume around the interchange has increased exponentially, becoming more than the once rural interchange can accommodate, creating delays and limiting the full economic potential that exists for the region.  The proposed project will improve traffic flow and safety, and promote economic development.","<P>The Contract was awarded to K&E Excavating in July, 2013. To date, the Contractor has completed the Evergreen Road and Transit Facility portions of the project, including the EV charging station in the park & ride; base lift asphalt paving throughout the project; construction of concrete median islands; most of the new traffic signal poles and fixtures; and sound walls along OR219 and OR214. Project was fully closed out 2/28/2018.</P>

<P>The project is substantially complete, with the exception of installing minor permanent signs, wetland plants in the ditch that runs parallel to the southbound on-ramp to I-5; and the completion of the ornamental screening.</P>

<P>Design-only project 15739 was completed and closed 6/12/2015.</P>",,,,,,,,,,,,,,
"State Highway 99W: Newberg-Dundee, Phase 1","17069",,,,"OR18: Newberg-Dundee Bypass (phase 1W)","19803","4806976","4836976","3/7/2019","10/24/2019","9/15/2020","9/15/2020","9/22/2020","2","S","1","13","25"
"State Highway 99W: Newberg-Dundee, Phase 1","17069",,,,"OR18: Newberg-Dundee bypass (Phase 2a)","22523","42000000","50000000","2/23/2023","4/6/2023",,,"8/29/2022","2","S","1","13","25"
"State Highway 99W: Newberg-Dundee, Phase 1","17069",,,,"OR18: NEWBERG-DUNDEE BYPASS (PHASE 1)","17099","51370508","52489984",,,,,"6/7/2022","2","S","1","13","25"
"State Highway 99W: Newberg-Dundee, Phase 1","17069",,,,"OR18:Newberg-Dundee Bypass (ph 1G)(Springbrook Rd)","16901","20035044","19512902","12/10/2015","2/18/2016","12/31/2017","12/31/2017","9/10/2018","2","S","1","13","25"
"State Highway 99W: Newberg-Dundee, Phase 1","17069",,,,"OR18: Newberg-Dundee Bypass (phase 1E)","15372","54034662","54054662","7/17/2014","8/21/2014","5/25/2018","5/25/2018","9/4/2018","2","S","1","13","25"
"State Highway 99W: Newberg-Dundee, Phase 1","17069",,,,"OR18: Newberg-Dundee Bypass (Phase 1D)","15361","45116598","42303277","6/5/2014","6/5/2014","1/5/2018","1/5/2018","8/20/2018","2","S","1","13","25"
"State Highway 99W: Newberg-Dundee, Phase 1","17069",,,,"OR18: NEWBERG-DUNDEE BYPASS (PHASE 1B)","15188","13000000","8658456","5/9/2013","5/9/2013","8/19/2014","8/19/2014","8/30/2016","2","S","1","13","25"
"State Highway 99W: Newberg-Dundee, Phase 1","17069",,,,"OR18: NEWBERG-DUNDEE BYPASS","12819","22408999","21778815",,,,,"12/6/2017","2","S","1","13","25"
"State Highway 99W: Newberg-Dundee, Phase 1","17069",,,,"NEWBERG-DUNDEE TRANS IMPR PROJECT #1","09320","98281000","11281000",,,,,"4/14/2015","2","S","1","12","24"
"State Highway 99W: Newberg-Dundee, Phase 1","17069","The State Highway 99W: Newberg and Dundee Bypass, Phase 1 project is located near the Oregon 99W corridor, where the highway passes through Newberg and Dundee in eastern Yamhill County. The project will provide an alternate route for local commuter and freight traffic around the congestion in Dundee and south Newberg, reducing the number of vehicles using Oregon 99W.  The HB 2001 project is being accomplished by two separate projects: Newberg-Dundee Improvement Project #1 and OR18: Newberg-Dundee Bypass.   The project is expected to construct a two-lane highway from Oregon 219, near Newberg, to Oregon 99W, southwest of Dundee.","<P>The goal is to reduce traffic congestion and improve regional and local transportation along the Oregon 99W corridor in the Newberg and Dundee area.</P><P>Oregon 99W serves as the “main street” for both Newberg and Dundee. It also connects the cities to the Portland Metropolitan Area, McMinnville and the Oregon Coast. Because this highway is the most direct route between the Willamette Valley and coastal communities, tourist traffic has steadily increased. Weekday commuters also use the highway to travel between Yamhill County and the Portland Metropolitan Area.</P><P>All of these demands combine to create severe congestion; lines of vehicles often stretch for over a mile in both directions. Congestion and travel delays have reached unacceptable levels for those who live, work in or travel through Newberg, Dundee and the surrounding areas. This project will alleviate congestion by adding highway capacity.</P>","Hamilton Construction and the sub K&E Construction are working on the Phase 1D constructing the west end of the Bypass project.  Construction completed to date is the water quality pond, substantial completion of four bridges and the roadway base.  Two of the bridges, Fulquartz and 8th, which are attached to local streets, are open to traffic.  At this time, construction is focused at both ends of the project, the bridge over 99W and the bridge over Chehalem Creek.  The project continues to be on time and on budget.
Wildish Construction is working on Phase 1E constructing the east end of the Bypass project.  Wildish has completed the construction of a large water quality pond located at the end of their project, next to OR219.  Construction of the half-mile long bridge continues; placing of bridge beams and pouring the concrete along with construction of a retaining wall that attaches to the bridge.  Construction of the Wynooski Bridge has started and removal of a large sawdust fill has taken place in preparation for construction of the bridge over Hess Creek.    Project numbers 12819 right of way acquisition, 15188 bridge approaches, 15361 Dundee Bypass 1 of 2 , 15372 Dundee Bypass 2 of 2 , 16901 Springbrook Rd connection are completed.  As of August 2018 two related projects are pending for 17099 utility relocation and 19803 Wilsonville Road access to city of Newberg.",,,,,,,,,,,,,,
"State Highway 6 at U.S. Highway 101","17068",,,,"US101 @ OR6 (Tillamook)","14313","39375455","39371465","5/12/2016","5/26/2016","3/1/2019","3/1/2019","3/20/2019","2","S","5","16","32"
"State Highway 6 at U.S. Highway 101","17068","The State Highway 6 at U.S. Highway 101 project is located in Tillamook County where Oregon 6 and U.S. 101 come together in historic downtown Tillamook. The project will be designed to improve the safety and operations of these two highways as they converge. <P>Oregon 6 provides a connection for freight and tourist traffic from the Portland Metropolitan Area to the Oregon Coast, and U.S. 101 is a scenic route that provides a north and south connection for the entire Oregon Coast.</P><P>In historic downtown Tillamook, both highways have a dual function as main streets. Oregon 6 follows the 1st and 3rd street couplet, and U.S. 101 follows Main and Pacific Avenues. These narrow streets and intersections were not designed to carry the large volume of traffic that uses these streets today. </P> <P>This causes safety problems for vehicles and pedestrians, and it causes congestion, particularly with truck traffic year round and a high volume of tourist traffic in the summer months.</P><P>The project began with a National Environmental Policy Act (NEPA) study that identified a preferred alternative to move traffic between U.S. 101 and Oregon 6. It will also include construction of the resulting approved solution from the NEPA study. ODOT estimates that the project cost will be met by current funding resources.</P>","The project will be designed to improve the safety and operations of these two highways as they converge. The project will also make the downtown intersections more efficient for those traveling through downtown and safer for everyone.","<P>Design and right-of-way acquisition are currently underway and will continue into 2016. Building demolition is expected to begin in early 2016, with the highway construction expected to begin later in  2016 and be finished Fall 2018.  As of August 2018 six of nine related projects are complete.</P>",,,,,,,,,,,,,,
"State Highway 43 Sellwood Bridge Interchange","17067",,,,"SELLWOOD BRIDGE","13762","277242000","277242000","12/15/2011","12/15/2011",,,"6/9/2022","1","L","3","21","41"
"State Highway 43 Sellwood Bridge Interchange","17067","The State Highway 43 at the Sellwood Bridge Interchange project is located in the City of Portland in Multnomah County. The Sellwood Bridge project will replace the existing bridge with a new structure and will improve the Highway 43 connection at the west end of the bridge.A new Highway 43/Sellwood Bridge interchange, as shown in the Environmental Impact Statement (EIS) for Multnomah County’s project to replace the Sellwood Bridge, would consist of a signalized intersection at the west end of the bridge above the existing highway. Ramps from the signalized intersection will provide highway access to and from the new bridge and provide access to the River View Cemetery. The improved interchange is necessary to serve the expected increase in bicycle and pedestrian traffic directed through the interchange to the new bridge.  Interchange improvements also include signalized crosswalks and bicyclist/pedestrian access to west-side destinations, including the Willamette Greenway Trail.","The Sellwood Bridge has a very low structural rating, an ongoing landslide on the west approach ramps, poor existing bicycle and pedestrian facilities, and lack of seismic reinforcement. Construction of a new bridge necessitates improvements to the interchange. A new bridge will be built higher than the existing bridge, requiring reconstruction of the intersection on-ramps for cars, bicycles and pedestrians. Additional improvements may be needed to accommodate a future streetcar line.","<p><b>Field Work and Construction Updates</b></p>
<ul>The new Sellwood Bridge opened to traffic in March 2016. Work will continue on interchange and other improvements.</a>.
<li>To learn about the latest field work and construction activities, please visit the Sellwood Bridge <a href=""http://www.sellwoodbridge.org/?w=field-work"">website</a>.</li>
<li>You can see a live view of the construction site at a new <a href=""http://www.sellwoodbridge.org/?p=construction-camera"">web camera</a> on the Sellwood Bridge website. There’s a time lapse feature that creates a short video of the day’s work. The County will add longer time lapse views as the work progresses. Special thanks to Riverpark Condominiums and TriMet for their help with the web cam.</li>",,,,,,,,,,,,,,
"Interstate 84 at Hood River Interchange","17066","The Interstate 84 at the Hood River Interchange project is located at the east end of Hood River at I-84 mile post 64.4 in Hood River County, in the Columbia River Gorge National Scenic Area. The project began as a part of the OTIA III State Bridge Delivery Program and consisted of the replacement of one bridge and mading cross-road improvements.The project replaced the I-84 bridge at exit 64 over Button Bridge Road, which is the connector road to Oregon 35, and made safety improvements to the exit 64 interchange beneath the bridge. To reduce congestion and increase safety beneath the bridge, the project widened Button Bridge Road to five lanes with bike lanes in both directions and added a sidewalk to the east side of the roadway. Additionally, three traffic signals were added to Button Bridge Road: at the intersections of Marina Way and at the on- and off-ramps for eastbound and westbound I-84.","Interstate 84 is one of the state’s economic lifelines. It carries much of Oregon’s commercial truck traffic. If ODOT did not repair or replace the I-84 bridge at Exit 64, the agency would have been forced to place weight limits on it, a restriction that would impair this vital freight corridor. Built in 1953, the original bridge was replaced to safely accommodate overweight permit vehicles and keep traffic moving along the I-84 corridor.","Additional landscaping/irrigation work delayed the completion of the project; however, construction is now complete.",,,,,,,,,,,,,,
"Interstate 84 at Hood River Interchange","17066",,,,"I-84: EXIT 64 (HOOD RIVER) - BUNDLE 224","15644","13101265","13651276","10/29/2009","10/29/2009","6/21/2012","6/21/2012","4/27/2012","1","S","1","26","52"
"Interstate 205/State Highway 213 at Washington Street Interchange (Oregon City “Jug Handle”)","17065",,,,"OR213: I-205 - REDLAND ROAD OXING (OREGON CITY)","16322","4500000","2901283",,,,,"5/9/2012","1","L","5","20","39"
"Interstate 205/State Highway 213 at Washington Street Interchange (Oregon City “Jug Handle”)","17065",,,,"OR213: I-205 - MP 0.29 (OREGON CITY)","16985","21522147","21627527","2/25/2011","2/25/2011",,,"8/24/2012","1","L","5","20","39"
"Interstate 205/State Highway 213 at Washington Street Interchange (Oregon City “Jug Handle”)","17065","The Interstate 205 and State Highway 213 project is located at the Washington Street intersection and I-205 interchange in the City of Oregon City in Clackamas County. The project will bring safety and operational improvements to one of the state’s most congested corridors and one of I-205’s most traveled interchanges. Oregon City is the lead agency responsible for delivering the project.   <P>The project will realign Washington Street to pass under Highway 213 just south of the existing railroad bridge. This improvement will eliminate the need for left-turns across the highway. Highway 213 will also be widened to accommodate a third northbound lane and dedicated right-turn lanes in both directions. In addition, Redland Road will be widened to create a dedicated right turn lane and two left turn lanes to Highway 213.</P>","<P>The I-205/Oregon Highway 213 interchange is a locally and regionally significant interchange along I-205. Highway 213 provides access from the Interstate to the southeast metro region, including Oregon City and areas further south. While these areas are anticipated to grow quickly in the coming years, the I-205/OR 213 interchange is already at capacity.</P>

<P>The additional capacity gained by the I-205/ Highway 213 project will be partially used to support development of the Oregon City Regional Center a Metro 2040 designation given to signify an employment, cultural and residential center for approximately 100,000 residents.</P>

<P>The additional capacity will also be used to support development in past urban growth expansion around Oregon City in Clackamas County.</P>

<P>Current traffic studies reveal existing safety issues including backups on the interstate ramps and long traffic backups at nearby intersections. In addition, weaving (congestion that results from motorists trying to move to the right while other motorists are simultaneously trying to move to the left) and general congestion will worsen as additional development occurs in the area, unless improvements are made.</P>","<p>The contractor finished all work on this project in June 2013. </P>


<p>href=""http://www.jughandleproject.com"">http://www.jughandleproject.com</a>) that will be updated throughout construction.</P>
<p>Note: The City's contractor has announced that the construction team expects to reach a major milestone in late March: installation of the new OR 213 bridge. The bridge is a key part of the design to improve safety and the flow of traffic on the congested stretch of highway near the I-205 interchange. To allow the contractor to install the bridge safely and quickly, ODOT will temporarily close all travel lanes on OR 213 between the northbound I-205 on/off ramps and the Washington Street/Clackamas River Drive intersection. The full closure is scheduled to begin at 8:00 p.m. on Thursday, March 22, 2012, and end by 4:00 a.m. on Tuesday, March 27, 2012. A signed detour route will be in effect. Use of a <a href=""http://www.jughandleproject.com/whydetour.html"">rapid bridge construction</a> process enables the contractor to keep all OR 213 travel lanes open in the daytime during all but four days of the nearly two-year construction project.</p>",,,,,,,,,,,,,,
"U.S. Highway 26: 185th to Cornell Road","17064",,,,"FFO - US26: NW 185TH AVE - CORNELL ROAD","14070","16856469","16861469","4/15/2010","4/15/2010","6/29/2013","6/29/2013","4/21/2014","1","S","1","V","V"
"U.S. Highway 26: 185th to Cornell Road","17064",,,,"US 26: Cornelius Pass Rd - NW 185th Ave","18806","35250892","35181020","8/18/2016","9/1/2016","3/31/2020","3/31/2020","3/11/2019","1","S","1","15, 17","30, 34"
"U.S. Highway 26: 185th to Cornell Road","17064",,,,"US26: VMS 185 TO CORNELL/SHERWOOD/I-84 AT 223RD","17801","2056125","2056003","9/27/2012","9/27/2012","5/16/2014","5/16/2014","11/19/2013","1","S","5","V","V"
"U.S. Highway 26: Cornelius Pass Rd to Cornell Rd","17064","<P> U.S. Highway 26: Cornell Road to Cornelius Pass Road project is located on U.S. 26 between 185th Avenue and Cornelius Pass Road Road in Washington County and in the cities of Beaverton and Hillsboro. The project will improve the safety and capacity of U.S. 26.<P>The project will add an additional travel lane on U.S. 26 (Sunset Highway) in both directions between NW Cornell Road and Cornielus Pass Road. Once complete, there will be three travel lanes in each direction from downtown Portland to Cornelius Pass Road. The project will also widen the shoulders, add cable barrier in the center median, and upgrade signs. Phase one of this project widened lanes to from Cornell Road to  NW 185th. This work was completed in 2013. Other work included adding new ITS signs along the Sunset Highway this work is also complete.","<P>The U.S. 26 Sunset Highway Corridor is a designated freight route and is the primary corridor between regionally significant high-tech employment centers and the Portland Metropolitan area.</P>
<P>The existing section of the highway between NW 185th Avenue and Cornelius Pass Road will not serve the long-term capacity needs of the Sunset Highway Corridor. The project will address the anticipated growth in demand by adding an additional U.S. 26 travel lane in both directions from  Cornell Road to Cornelius Pass Road.</P> <P>When complete, the project will improve safety, capacity and freight mobility.</P>","<P>Design work is underway to construct phase two of the U.S. 26 Sunset Highway widening from 185th to Cornelius Pass Road. The segment from 185th to Cornel is complete.</P>",,,,,,,,,,,,,,
"Interstate 5 at Interstate 205 Interchange","17063",,,,"I-205: I-5 - OR213, Phase 1","19786","47112305","65262305",,,,,"8/29/2022","1","L, S","1, 5","19, 20","37, 40"
"Interstate 5 at Interstate 205 Interchange","17063",,,,"I-5 AT I-205 INTERCHANGE","16967","7922052","7331276","4/7/2011","4/7/2011","7/31/2012","7/31/2012","7/13/2012","1","S","1","19","37"
"Interstate 5 at Interstate 205 Interchange","17063","The Interstate 5 at the Interstate 205 Interchange will improve the I-5/I-205 interchange in Tualatin.<P>ODOT built a full northbound auxiliary lane from the I-5/ Elligsen Road interchange to I-205 northbound that will allow vehicles to more efficiently enter I-5 from north Wilsonville and exit I-5 at I-205. With funding provided by the JTA, ODOT has designed the entire auxiliary lane. Current estimates indicate that ODOT will be able to construct the full auxiliary lane from the Elligsen Road interchange to the I-205 interchange.</p>","<P>I-5, the West Coast’s main trade corridor, and I-205 are two of Oregon’s busiest freeways with more than 100,000 vehicles passing through the interchange each day. The I-5/I-205 interchange is also recognized as one of the Portland Metropolitan region’s worst congestion chokepoints.</p>

<p>When complete, the project will reduce congestion, improve safety and enhance freight mobility on I-5 and I-205.
</P>","<p>This project #16967 finished in late summer 2012.</p>

<P>1/31/19 Total project is $44,912,305.40 of which $15.4M is JTA transferred from the Sunrise Corridor projects. Estimated Ready Date 10/07/2021.</p>",,,,,,,,,,,,,,
"U.S. Highway 26 at Shute Road Interchange (Phase 1)","17062",,,,"NW Brookwood Pkwy: NW Meek Rd - NW Shute Rd","19466","12793000","11000240","2/4/2015","2/4/2015",,,"3/11/2019","1","S","1","15","30"
"U.S. Highway 26 at Shute Road Interchange (Phase 1)","17062",,,,"NW Huffman St and 253Rd Ave (Hillsboro)","19465","9988667","9988084","11/17/2014","11/17/2014",,,"2/27/2020","1","L","1","15","30"
"U.S. Highway 26 at Shute Road Interchange (Phase 1)","17062",,,,"US26 @ BROOKWOOD/HELVETIA (SHUTE RD)","16842","25686561","25704561","7/25/2013","7/25/2013","6/7/2016","6/7/2016","8/17/2016","1","S","1","15","30"
"U.S. Highway 26 at Shute Road Interchange (Phase 1)","17062","<P>The U.S. Highway 26 at the Shute Road Interchange project is located in the City of Hillsboro in Washington County. Shute Road has been officially renamed Brookwood Parkway since the JTA was passed. This project will improve the U.S. 26 Brookwood Parkway (Helvetia) interchange by reducing congestion and increasing safety.</P><P>Project elements include: <ol>
<li>Constructing a new westbound U.S. 26 to southbound Brookwood Parkway exit loop ramp </li>
<li>Reconstructing the westbound entrance ramp </li>
<li>Providing an additional northbound travel lane on the Brookwood Parkway overcrossing and widening the structure to accommodate an additional southbound lane in the future </li>
<li>Extending the northbound right-turn lane from Brookwood Parkway </li>
<li>Providing enhanced bicycle and pedestrian accommodations on the Brookwood Parkway overcrossing</li>
</ol>","<P>The U.S. 26 Brookwood Parkway (Helvetia) interchange is a locally and regionally significant interchange along the U.S. 26 Sunset Corridor. This interchange is a primary entry point to regionally significant high-tech employment centers. The transportation challenge at this interchange is heavy traffic from the westbound U.S. 26 exit ramp to southbound Brookwood Parkway during morning peak hours, and heavy traffic northbound on Brookwood Parkway to eastbound U.S. 26 during afternoon peak hours.</p>

<P>The recent addition of the Evergreen and Helvetia planning areas into the Urban Growth Boundary (UGB) is intended to bring approximately 850 acres of land for industrial development and is projected to employ 13,000 people. The primary focus of land use in the area is to provide sustainable “green energy” jobs. The U.S. 26 Brookwood Parkway (Helvetia) Interchange project will accommodate a full build out of the recent UGB expansion and support the development of state certified industrial sites and recently re-zoned high-tech industrial lands.</p>

<P>The project will provide better access to industrial lands, reduce congestion, and increase safety and economic development opportunities.
</P>","<P> The project is substantially complete, and the new interchange is open to traffic.  Final paving and permanent striping will occur when weather conditions allow next spring.
 </P>
<P>For construction updates and more information visit the project webpage at: <a href=""http://www.oregon.gov/ODOT/HWY/REGION1/pages/us26_brookwoodpkwy/index.aspx"">http://www.oregon.gov/ODOT/HWY/REGION1/pages/us26_brookwoodpkwy/index.aspx/</a></P>",,,,,,,,,,,,,,
"State Highway 212: Sunrise Corridor Phase 1, Units 1, 2, and 3","17061",,,,"I-205 AT SE STRAWBERRY LANE OVERCROSSING","18801","2273744","2258268","9/30/2015","12/11/2014","11/25/2015","11/25/2015","12/7/2015","1","S","5","20","40"
"State Highway 212: Sunrise Corridor Phase 1, Units 1, 2, and 3","17061",,,,"SE LAWNFIELD ROAD: SE 97TH - SE 98TH SECTION","18167","6596337","6094964","4/16/2013","4/16/2013",,,"3/11/2019","1","L","3","26","51"
"State Highway 212: Sunrise Corridor Phase 1, Units 1, 2, and 3","17061",,,,"TOLBERT STREET: SE 82ND DRIVE - MINUTEMAN DRIVE","16844","24733923","14797798","9/30/2014","9/30/2014",,,"1/14/2016","1","L","3","26","51"
"State Highway 212: Sunrise Corridor Phase 1, Units 1, 2, and 3","17061",,,,"FFO-OR212/224:SUNRISE CORRIDOR(I-205-SE 122ND AVE)","15555","99205916","97117913","3/28/2013","3/28/2013","6/30/2016","6/30/2016","12/20/2016","1","S","3","26","51"
