"Agency, Board, Commission, Branch",Meeting Title,Short Description,End Date & Time,Meeting Location,City,State,Details,Public Comment Accepted,Contact Name,Phone Number,Contact Email,Web Link (optional),Map Link,Calendar Link,ADA Contact,ADA Contact Phone,ADA Contact Email,Webinar/Webcast?,Webinar/Webcast Link,Public Call-In Number,Call-in Access Code,Agenda URL,Map Location,2010 House Districts,2010 Senate Districts,Counties
Transportation Department,North East Area Commission on Transportation,NEACT ,11/06/2014 12:00:00 PM,"ODOT, 3012 Island Avenue", La Grande,OR,,Yes,Lisa,,Lisa.A.HILL@odot.state.or.us,,,,,,,,,,,http://www.oregon.gov/ODOT/COMM/pages/act_neact.aspx,,,,
Transportation Department,Public Transportation Advisory Committee (PTAC) at Oregon Public Transportation Conference (OPTC),This special PTAC meeting is held at the Oregon Public Transportation Conference (OPTC),10/22/2014 11:00:00 PM,Seaside Civic and Conference Center, Seaside,OR,"PTAC provides a forum for public and special-needs transportation providers within Oregon and provides input regarding significant transportation issues to the Oregon Transportation Commission (OTC) and the ODOT Rail and Public Transit Division (RPTD). You may see http://www.oregon.gov/ODOT/PT/Pages/stakeholders/ptac.aspx or contact Casandra Mance, 503-986-3669, for the actual meeting time.",,Casandra Mance,503-986-3669,Casandra.Mance@odot.state.or.us,http://www.oregon.gov/ODOT/PT/Pages/stakeholders/ptac.aspx,http://www.seasideconvention.com/location.html,,Casandra Mance,503-986-3669,Casandra.Mance@odot.state.or.us,,,,,http://www.oregon.gov/ODOT/PT/Pages/stakeholders/ptac.aspx,,,,
Transportation Department,Lane Area Commission on Transportation,LaneACT,,"ODOT Area 5, 644 A Street", Springfield,OR,,,mary,,mmcgowan@lcog.org,,,,,,,,,,,http://www.oregon.gov/ODOT/COMM/pages/act_lanecounty.aspx,,,,
Transportation Department,LJDACT,Lower John Day Area Commission on Transportation,10/06/2014 12:00:00 PM,Bob's Restaurant, Rufus,OR,,,Gary Farnsworth,,gary.c.farnsworth@odot.state.or.us,,,,,,,,,,,,,,,
Transportation Department,Mid-Willamette Valley Area Commission on Transportation,MWACT Meeting,,"MWVGOC, 100 High Street SE, Suite 100", Salem,OR,,,Lori,,lomoore@mwvcog.org,,,,,,,,,,,http://www.oregon.gov/ODOT/COMM/pages/act_mwvact.aspx,,,,
Transportation Department,South East Area Commission on Transportation,SEACT Meeting,,Harney County Courthouse, Burns,OR,,,Judy,,judy.moore@geodc.net,,,,,,,,,,,http://www.oregon.gov/ODOT/COMM/pages/act_seact.aspx,,,,
Transportation Department,COACT,Central Oregon Area Commission on Transportation,09/11/2014 05:00:00 PM,243 E. Antler Avenue, Redmond,OR,,,Gary Farnsworth,,gary.c.farnsworth@odot.state.or.us,,,,,,,,,,,,,,,
Transportation Department,Public Transportation Advisory Committee (PTAC),PTAC meetings are typically held the second Monday of every other month from 1:00 p.m. to 4:30 p.m.,09/08/2014 04:30:00 PM,"ODOT Region 2/District 3 facility, 885 Airport Rd. SE, Building X", Salem,OR,PTAC provides a forum for public and special-needs transportation providers within Oregon and provides input regarding significant transportation issues to the Oregon Transportation Commission (OTC) and the ODOT Rail and Public Transit Division (RPTD).,Yes,Casandra Mance,503-986-3669,Casandra.Mance@odot.state.or.us,http://www.oregon.gov/ODOT/PT/Pages/stakeholders/ptac.aspx,http://www.oregon.gov/odot/pt/stakeholders/ptac/maps/odot-facilities.pdf,,Casandra Mance,503-986-3669,Casandra.Mance@odot.state.or.us,,,,,http://www.oregon.gov/ODOT/PT/Pages/stakeholders/ptac.aspx,,,,
Transportation Department,South Central Oregon Area Commission on Transportation,SCOACT meeting,,Paisley Community Center, Paisley,OR,,,Pam,,pam@scoedd.org,http://www.oregon.gov/ODOT/COMM/pages/act_centraloregon.aspx,,,,,,,,,,http://www.oregon.gov/ODOT/COMM/pages/act_centraloregon.aspx,,,,
Transportation Department,Mid-Willamette Valley Area Commission on Transportation,MWACT meeting,,"100 High St SE, Suite 200", Salem,OR,,,Lori,,lomoore@mwmvcog.org,http://www.oregon.gov/ODOT/COMM/pages/act_mwvact.aspx,,,,,,,,,,http://www.oregon.gov/ODOT/COMM/pages/act_mwvact.aspx,,,,
Transportation Department,North East Area Commission on Transportation,NEACT,,"ODOT, 3012 Island Avenue", La Grande,OR,,,Lisa,,lisa.a.hill@odot.state.or.us,http://www.oregon.gov/ODOT/COMM/pages/act_neact.aspx,,,,,,,,,,http://www.oregon.gov/ODOT/COMM/pages/act_neact.aspx,,,,
Transportation Department,Public Transportation Advisory Committee (PTAC),PTAC meetings are typically held the second Monday of every other month from 1:00 p.m. to 4:30 p.m.,07/14/2014 04:30:00 PM,"ODOT Region 4 Project Delivery Building 63055 N. Highway 97 Bend, OR 97701",Bend,OR,PTAC provides a forum for public and special-needs transportation providers within Oregon and provides input regarding significant transportation issues to the Oregon Transportation Commission (OTC) and the ODOT Rail and Public Transit Division (RPTD).,Yes,Casandra Mance,503-986-3669,Casandra.Mance@odot.state.or.us,http://www.oregon.gov/ODOT/PT/Pages/stakeholders/ptac.aspx,www.oregon.gov/ODOT/HWY/REGION4/docs/R4Campus.pdf (http://www.oregon.gov/odot/hwy/region4/docs/r4campus.pdf),,Casandra Mance,503-986-3669,Casandra.Mance@odot.state.or.us,,,,,http://www.oregon.gov/ODOT/PT/Pages/stakeholders/ptac.aspx,,,,
Transportation Department,Lower John Day Area Commission on Transportation,LJDACT,,"Condon City Hall, 128 S. Main Street", Condon,OR,,,Teresa,,tgreenfield@co.wheeler.or.us,,,,,,,,,,,http://www.oregon.gov/ODOT/COMM/pages/act_ljdact.aspx,,,,
Transportation Department,Lane Area Commission on Transportation,LaneACT,,"ODOT, 644 A Street", Springfield,OR,,,Mary,,mmcgowan@lcog.org,http://www.oregon.gov/ODOT/COMM/pages/act_lanecounty.aspx,,,,,,,,,,http://www.oregon.gov/ODOT/COMM/pages/act_lanecounty.aspx,,,,
Transportation Department,Mid-Willamette Valley Area Commission on Transportation,MWACT,,"MWVCOG, 100 High Street SE, Suite 200", Salem,OR,,,Lori,,lomoore@mwvcog.org,http://www.oregon.gov/ODOT/COMM/pages/act_mwvact.aspx,,,,,,,,,,http://www.oregon.gov/ODOT/COMM/pages/act_mwvact.aspx,,,,
Transportation Department,Public Transportation Advisory Committee (PTAC),PTAC meetings are typically held the second Monday of every other month from 1:00 p.m. to 4:30 p.m.,05/12/2014 04:30:00 PM,"ODOT Region 2/District 3 facility, 885 Airport Rd. SE, Building X", Salem,OR,PTAC provides a forum for public and special-needs transportation providers within Oregon and provides input regarding significant transportation issues to the Oregon Transportation Commission (OTC) and the ODOT Rail and Public Transit Division (RPTD).,Yes,Casandra Mance,503-986-3669,Casandra.Mance@odot.state.or.us,http://www.oregon.gov/ODOT/PT/Pages/stakeholders/ptac.aspx,http://www.oregon.gov/odot/pt/stakeholders/ptac/maps/odot-facilities.pdf,,Casandra Mance,503-986-3669,Casandra.Mance@odot.state.or.us,,,,,http://www.oregon.gov/ODOT/PT/Pages/stakeholders/ptac.aspx,,,,
Transportation Department,South Central Oregon Area Commission on Transportation,SCOACT meeting,,Malin City Hall. 2432 4th Street, Malin,OR,,,Pam,,pam@scoedd.org,,,,,,,,,,,http://www.oregon.gov/ODOT/COMM/pages/act_centraloregon.aspx,,,,
Transportation Department,COACT,Central Oregon Area Commission on Transportation,05/08/2014 05:00:00 PM,243 E. Antler Avenue, Redmond,OR,,,Gary Farnsworth,,Gary.C.Farnsworth@odot.state.or.us,,,,,,,,,,,http://coic2.org/community-development/central-oregon-area-commission-on-transportation/,,,,
Transportation Department,Mid-Willamette Valley Area Commission on Transportation,MWACT,,"100 High Street SE, Suite 200", Salem,OR,,,Lori,,lomoore@mwmvcog.org,,,,,,,,,,,http://www.oregon.gov/ODOT/COMM/pages/act_mwvact.aspx,,,,
Transportation Department,Lane Area Commission on Transportation,LaneACT,,"ODOT Offices, 644 A Street", Springfield,OR,,,Mary,,mmcgowan@lcog.org,,,,,,,,,,,http://www.oregon.gov/ODOT/COMM/pages/act_lanecounty.aspx,,,,
Transportation Department,Mid-Willamette Valley Area Commission on Transportation,MWVACT,,"100 High St SE, Suite 200", Salem,OR,,,Lori,,lomoore@mwvcog.org,http://www.oregon.gov/ODOT/COMM/pages/act_mwvact.aspx,,,,,,,,,,http://www.oregon.gov/ODOT/COMM/pages/act_mwvact.aspx,,,,
Transportation Department,COACT,Central Oregon Area Commission on Transportation,03/13/2014 05:00:00 PM,716 SW Evergreen Avenue, Redmond,OR,Meeting held at the Redmond City Hall Conference Room,Yes,Gary Farnsworth,,Gary.C.Farnsworth@odot.state.or.us,,,,,,,,,,,http://coic2.org/community-development/central-oregon-area-commission-on-transportation/,,,,
Transportation Department,Central Oregon Area Commission on Transportation,COACT Meeting,,"Redmond City Hall Conference Room, 716 SW Evergreen Ave", Redmond,OR,,,Scott,,scotta@coic.org,http://coic2.org/community-development/central-oregon-area-commission-on-transportation/,,,,,,,,,,http://coic2.org/community-development/central-oregon-area-commission-on-transportation/,,,,
Transportation Department,Public Transportation Advisory Committee (PTAC),PTAC meetings are typically held the second Monday of every other month from 1:00 p.m. to 4:30 p.m.,03/10/2014 04:30:00 PM,"ODOT Region 2/District 3 facility, 885 Airport Rd. SE, Building X", Salem,OR,PTAC provides a forum for public and special-needs transportation providers within Oregon and provides input regarding significant transportation issues to the Oregon Transportation Commission (OTC) and the ODOT Rail and Public Transit Division (RPTD).,Yes,Casandra Mance,503-986-3669,Casandra.Mance@odot.state.or.us,http://www.oregon.gov/ODOT/PT/Pages/stakeholders/ptac.aspx,http://www.oregon.gov/odot/pt/stakeholders/ptac/maps/odot-facilities.pdf,,Casandra Mance,503-986-3669,Casandra.Mance@odot.state.or.us,,,,,http://www.oregon.gov/ODOT/PT/Pages/stakeholders/ptac.aspx,,,,
Transportation Department,South Central Oregon ACT,Area Commission on Transportation,02/14/2014 12:00:00 PM,1301 South G Street, Lakeview,OR,"Meeting held at the BLM Interagency Building

Call In code: 6213140",Yes,Butch Hansen,,Norman.C.Hansen@odot.state.or.us,,,,,,,,,877-298-8255,,,,,,
Transportation Department,Mid-Willamette Valley Area Commission on Transportation,MWACT meeting,,"MWVCOG, 100 High St SE, Suite 200", Salem,OR,,,Lori,,lomoore@mwvcog.org,http://www.oregon.gov/ODOT/COMM/pages/act_mwvact.aspx,,,,,,,,,,http://www.oregon.gov/ODOT/COMM/pages/act_mwvact.aspx,,,,
Transportation Department,North East Area Commission on Transportation,NEACT Meeting,,"Oregon Department of Transportation, 3012 Island Avenue", La Grande,OR,,,Lisa,,lisa.a.hill@odot.state.or.us,http://www.oregon.gov/ODOT/COMM/pages/act_neact.aspx,,,,,,,,,,http://www.oregon.gov/ODOT/COMM/pages/act_neact.aspx,,,,
Transportation Department,Public Transportation Advisory Committee (PTAC),PTAC meetings are typically held the second Monday of every other month from 1:00 p.m. to 4:30 p.m.,01/13/2014 04:00:00 PM,"ODOT Region 2/District 3 facility, 885 Airport Rd. SE, Building X", Salem,OR,PTAC provides a forum for public and special-needs transportation providers within Oregon and provides input regarding significant transportation issues to the Oregon Transportation Commission (OTC) and the ODOT Rail and Public Transit Division (RPTD).,Yes,Casandra Mance,503-986-3669,Casandra.Mance@odot.state.or.us,http://www.oregon.gov/ODOT/PT/Pages/stakeholders/ptac.aspx,http://www.oregon.gov/odot/pt/stakeholders/ptac/maps/odot-facilities.pdf,,Casandra Mance,503-986-3669,Casandra.Mance@odot.state.or.us,,,,,http://www.oregon.gov/ODOT/PT/Pages/stakeholders/ptac.aspx,,,,
Transportation Department,South West Area Commission on Transportation,SWACT Meeting,,"Coos County Annex, 201 N. Adams", Coquille,OR,,,Lajuana,,lajuana.winger@odot.state.or.us,http://www.oregon.gov/ODOT/COMM/pages/act_swact.aspx,,,,,,,,,,http://www.oregon.gov/ODOT/COMM/pages/act_swact.aspx,,,,
Transportation Department,COACT,Central Oregon Area Commission on Transportation,01/09/2014 05:00:00 PM,243 E. Antler Avenue, Redmond,OR,,,Gary Farnsowrth,,Gary.C.Farnsworth@odot.state.or.us,,,,,,,,,,,http://coic2.org/community-development/central-oregon-area-commission-on-transportation/,,,,
Transportation Department,COACT,Central Oregon Area Commission on Transportation,01/09/2014 05:00:00 PM,243 E. Antler Avenue, Redmond,OR,,,Gary Farnsowrth,,Gary.C.Farnsworth@odot.state.or.us,,,,,,,,,,,http://coic2.org/community-development/central-oregon-area-commission-on-transportation/,,,,
Transportation Department,Lane Area Commission on Transportation,LaneACT,01/08/2014 07:30:00 PM,"ODOT Area 5, 644 A Street", Springfield,OR,,yes,Mary,,mmcgowan@lcog.org,http://www.oregon.gov/ODOT/COMM/pages/act_lanecounty.aspx,,,,,,,,,,http://www.oregon.gov/ODOT/COMM/pages/act_lanecounty.aspx,,,,
Transportation Department,Lower John Day Area Commission on Transportation,LJDACT ,,1113 Kelly Avenue, The Dalles,OR,,,Brad,,bradley.k.dehart@odot.state.or.us,http://www.oregon.gov/ODOT/COMM/pages/act_ljdact.aspx,,,,,,,,,,http://www.oregon.gov/ODOT/COMM/pages/act_ljdact.aspx,,,,
Transportation Department,Mid Willamette Valley Area Commission on Transportation,MWACT meeting,11/27/2013 04:34:07 PM,"MWVCOG, 100 High Street",Salem,OR,,,Lori,,lomoore@mwmvcog.org,MWACT website (http://www.oregon.gov/ODOT/COMM/pages/act_mwvact.aspx),,,,,,,MWACT website (http://www.oregon.gov/ODOT/COMM/pages/act_mwvact.aspx),,,MWACT website (http://www.oregon.gov/ODOT/COMM/pages/act_mwvact.aspx),,,,
Transportation Department,Cascades West Area Commission,CWACT,11/29/2013 07:00:00 PM,COG Office, Albany,OR,,,Kassy Bricco,,kassy.m.bricco@odot.state.or.us,,,,,,,,,,,,,,,
Transportation Department,Public Transportation Advisory Committee (PTAC),PTAC meetings are typically held the second Monday of every other month from 1:00 p.m. to 4:30 p.m.,11/18/2013 04:30:00 PM,"ODOT TLC Building, 4040 Fairview Industrial Dr.", Salem,OR,PTAC provides a forum for public and special-needs transportation providers within Oregon and provides input regarding significant transportation issues to the Oregon Transportation Commission and the Public Transit Division.,Yes,Martha Smith,503-986-3416,PTAC@odot.state.or.us,http://www.oregon.gov/ODOT/PT/Pages/about/ptac.aspx,http://www.oregon.gov/ODOT/COMM/PublishingImages/fairview,,Martha Smith,503-986-3416,PTAC@odot.state.or.us,,,,,,,,,
Transportation Department,Central Oregon Area Commission on Transportation,November Board Meeting,11/14/2013 05:00:00 PM,Redmond Public Works Training Room: 243 E Antler Ave, Redmond,OR,,Y,Gary Farnsworth,,Gary.C.Farnsworth@odot.state.or.us,,,,,,,,,,,http://newcoic.files.wordpress.com/2012/08/coact-final-agenda-11-14-13.pdf,,,,
Transportation Department,Lane Area Commission on Transportation,LaneACT,11/13/2013 07:30:00 PM,644 A Street, Springfield,OR,,,Kathi,,KWIEDERHOLD@lcog.org,http://www.oregon.gov/ODOT/COMM/pages/act_lanecounty.aspx,,,,,,,,,,http://www.oregon.gov/ODOT/COMM/pages/act_lanecounty.aspx,,,,
Transportation Department,South Central Oregon Area Commission On Transportation,Full Board ACT Meeting,11/08/2013 02:00:00 PM,"Pacific Crest Federal Credit Union, 2972 Washburn Way", Klamath Falls,OR,,Y,Butch Hansen,,Norman.C.Hansen@odot.state.or.us,,,,,,,,,,,,,,,
Transportation Department,Public Transportation Advisory Committee (PTAC) at OPTC,This is a special meeting. PTAC meetings are typically held the second Monday of every other month from 1:00 p.m. to 4:30 p.m.,10/09/2013 11:00:00 AM,Riverhouse Convention Center, Bend,OR,"PTAC provides a forum for public and special-needs transportation providers within Oregon and provides input regarding significant transportation issues to the Oregon Transportation Commission and the Public Transit Division. This meeting is part of the Oregon Public Transportation Conference in Bend, OR.",Yes,Martha Smith,503-986-3416,PTAC@odot.state.or.us,http://www.oregon.gov/ODOT/PT/Pages/about/ptac.aspx,,,Martha Smith,503-986-3416,PTAC@odot.state.or.us,,,,,,,,,
Transportation Department,Rogue Valley Area Commission on Transportation,RVACT Meeting,,"Grants Pass Courtyard Conference Room, 101 NW ‘A’ Street", Grants Pass,OR,,,Sue,,scasavan@rvcog.org,,,,,,,,,,,http://www.oregon.gov/ODOT/COMM/pages/act_rvact.aspx,,,,
Transportation Department,South West Area Commission on Transportation,SWACT meeting,,"Coos County Annex, 201 N Adams", Coquille,OR,,,Lajuana,,Lajuana.BALDWIN@odot.state.or.us,http://www.oregon.gov/ODOT/COMM/pages/act_swact.aspx,,,,,,,,,,http://www.oregon.gov/ODOT/COMM/pages/act_swact.aspx,,,,
Transportation Department,Central Oregon Area Commission on Transportation,COACT,,"City of Redmond Public Works, 243 E Antler Ave.", Redmond,OR,,,Scott,,scotta@coic.org,http://coic2.org/community-development/central-oregon-area-commission-on-transportation/,,,,,,,,,,http://coic2.org/community-development/central-oregon-area-commission-on-transportation/,,,,
Transportation Department,Cascades West Area Commission,CWACT,09/12/2013 05:00:00 PM,ODOT Reg 2 HQ, Salem,OR,,,Kassy Bricco,,kassy.m.bricco@odot.state.or.us,,,,,,,,,,,,,,,
Transportation Department,Lane Area Commission on Transportation,LaneACT,,"ODOT Area 5. 644 A Street, Springfield", Springfield,OR,,Yes,Kevin,,kevin.r.beckstrom@odot.state.or.us,http://www.oregon.gov/ODOT/COMM/pages/act_lanecounty.aspx,,,,,,,,,,http://www.oregon.gov/ODOT/COMM/pages/act_lanecounty.aspx,,,,
Transportation Department,Public Transportation Advisory Committee (PTAC),PTAC meetings are typically held the second Monday of every other month from 1:00 p.m. to 4:30 p.m.,09/09/2013 04:30:00 PM,"ODOT TLC Building, 4040 Fairview Industrial Dr.", Salem,OR,PTAC provides a forum for public and special-needs transportation providers within Oregon and provides input regarding significant transportation issues to the Oregon Transportation Commission and the Public Transit Division.,Yes,Martha Smith,503-986-3416,PTAC@odot.state.or.us,http://www.oregon.gov/ODOT/PT/Pages/about/ptac.aspx,http://www.oregon.gov/ODOT/COMM/PublishingImages/fairviewmap_w.jpg,,Martha Smith,503-986-3416,PTAC@odot.state.or.us,,,,,http://www.oregon.gov/ODOT/PT/docs/PTAC/2013/2013-08-PTAC-September-2013-Agenda.pdf,,,,
Transportation Department,Cascades West area Commission,CWACT,08/22/2013 05:00:00 PM,1400 Queen Ave, Albany,OR,,,Kassy Bricco,,kassy.m.bricco@odot.state.or.us,,,,,,,,,,,,,,,
Transportation Department,Rogue Valley Area Commission on Transportation,RVACT Meeting,08/13/2013 11:30:00 AM,"ODOT Confrerence Rooms, 100 Antelope Road, White City",,OR,,,Pat,,pfoley@rvcog.org,,,,,,,,,,,,,,,
Transportation Department,South West Area Commission on Transportation,SWACT Meeting,08/09/2013 12:00:00 PM,"Coos County Annex, 201 N. Adams", Coquille,OR,,,Lajuana,,Lajuana.Baldwin@odot.state.or.us,,,,,,,,,,,,,,,
Transportation Department,Mid_Willamette Valley Area Commission on Transportation,MWACT Meeting,,"100 High Street SE, Suite 200", Salem,OR,,,Lori,,lomoore@mwvcog.org,,,,,,,,,,,,,,,
Transportation Department,Public Transportation Advisory Committee (PTAC),PTAC meetings are typically held the second Monday of every other month from 1:00 p.m. to 4:30 p.m.,07/08/2013 04:30:00 PM,"ODOT TLC Building, 4040 Fairview Industrial Dr.", Salem,OR,PTAC provides a forum for public and special-needs transportation providers within Oregon and provides input regarding significant transportation issues to the Oregon Transportation Commission and the Public Transit Division.,Yes,Martha Smith,503-986-3416,PTAC@odot.state.or.us,,,,Martha Smith,503-986-3416,PTAC@odot.state.or.us,,,,,,,,,
Transportation Department,Mid Willamette Valley Area Commission on Transportation,MWACT Meeting,,"100 High St. SE, Suite 200", Salem,OR,,,Lori,,lomoore@mwvcog.org,,,,,,,,,,,,,,,
Transportation Department,North East Area Commission on Transportation,NEACT Meeting,,3012 Island Avenue, La Grande,OR,,,Lisa,(541) 963-3179,lisa.a.hill@odot.state.or.us,,,,,,,,,,,,,,,
Transportation Department,South East Area Commission on Transportation,SEACT Meeting,,Teleconference, Pendleton,OR,"Teleconference:
Phone in - 866-590-5055
Participant Code - 815388",,Karen,,karen.kendall@geodc.net,,,,,,,,,866-590-5055,815388,,,,,
Transportation Department,Public Transportation Advisory Committee (PTAC),PTAC meetings are typically held the second Monday of every other month from 1:00 p.m. to 4:30 p.m.,05/13/2013 04:30:00 PM,"ODOT TLC Building, 4040 Fairview Industrial Dr.", Salem,OR,PTAC provides a forum for public and special-needs transportation providers within Oregon and provides input regarding significant transportation issues to the Oregon Transportation Commission and the Public Transit Division.,Yes,Martha Smith,503-986-3416,PTAC@odot.state.or.us,http://www.oregon.gov/ODOT/PT/Pages/about/ptac.aspx,,,Martha Smith,503-986-3416,PTAC@odot.state.or.us,,,,,,,,,
Transportation Department,South West Area Commission on Transportation,SWACT,,"Port of Coos Bay Conference Room, 125 Central Ave ", Coos Bay,OR,,,Lajuana,,Lajuana.Baldwin@odot.state.or.us,,,,,,,,,,,,,,,
Transportation Department,Central Oregon Area Commission on Transportation,COACT,,"City of Redmond Public Works Training Room, 243 E. Antler Avenue", Redmond,OR,,,Andrew,,aspreadborough@coic.org,,,,,,,,,,,,,,,
Transportation Department,Northwest Oregon Area Commission on Transportation,NWACT meeting,,"Guy Boyington Building, 857 Commercial St", Astoria,OR,,,Mary,,mbmcarthur@nworegon.org,,,,,,,,,,,,,,,
Transportation Department,Lane Area Commission on Transportation,LaneACT,,"Oregon Department of Transportation, Area 5, 644 A Street", Springfield,OR,,yes,Stacy,,sclauson@lcog.org,,,,,,,true,,,,,,,,
Transportation Department,Mid Willamette Valley Area Commission on Transportation,MWACT,,"MWVCOG, 100 High St. SE, Suite 200", Salem,OR,,,Lori,,lomoore@mwvcog.org,,,,,,,,,,,,,,,
Transportation Department,North East Area Commission on Transportation,NEACT meeting,,3012 Island Avenue, La Grande,OR,,,Lisa,,lisa.a.hill@odot.state.or.us,,,,,,,,,,,,,,,
Transportation Department,Cascades West Area Commission on Transportation,CWACT Meeting,03/28/2013 07:00:00 PM,1400 Queen Ave. SE, Albany,OR,,,C.Wahl,,carla.s.wahl@odot.state.or.us,,,,,,,,,,,,,,,
Transportation Department,South East Area Commission on Transportation,SEACT meeting,,"Grant County Regional Airport, Conference Room, 720 Airport Rd ", John Day,OR,,,Judy,,judy.moore@geodc.net,,,,,,,,,,,,,,,
Transportation Department,Central Oregon Area Commission on Transportation,COACT Meeting,,"City of Redmond Public Works Training Room, 243 E Antler Drive", Redmond,OR,,,Andrew,,aspreadborough@coic.org,,,,,,,,,,,,,,,
Transportation Department,Lane Area Commission on Transportation,Meeting to discuss transportation within Lane County area,03/13/2013 07:30:00 PM,644 A Street, Springfield,OR,,,Savannah Crawford,,savannah.crawford@odot.state.or.us,,,,,,,,,,,,,,,
Transportation Department,Rogue Valley Area Commission on Transportation,RVACT Meeting,,"Grants Pass City Council Chambers, 101 NW A Street", Grants Pass,OR,,,Pat,,pfoley@rvcog.org,,,,,,,,,,,,,,,
Transportation Department,Public Transportation Advisory Committee (PTAC),PTAC meetings are typically held the second Monday of every other month from 1:00 p.m. to 4:30 p.m.,03/11/2013 04:30:00 PM,"ODOT TLC Building, 4040 Fairview Industrial Dr.", Salem,OR,PTAC provides a forum for public and special-needs transportation providers within Oregon and provides input regarding significant transportation issues to the Oregon Transportation Commission and the Public Transit Division.,Yes,Martha Smith,503-986-3416,PTAC@odot.state.or.us,http://www.oregon.gov/ODOT/PT/Pages/about/ptac.aspx,,,Martha Smith,503-986-3416,PTAC@odot.state.or.us,,,,,,,,,
Transportation Department,Mid-Willamette Valley Area Commission on Transportation,MWACT meeting,,"MWVCOG, 100 High Street SE, Suite 200", Salem,OR,,Yes,Lori,,lomoore@mwvcog.org,,,,,,,,,,,,,,,
Transportation Department,Cascades West Area Commission on Transportation ,CWACT Meeting,02/28/2013 07:00:00 PM,1400 Queen Ave. SE, Albany,OR,,,C.Wahl,,carla.s.wahl@odot.state.or.us,,,,,,,,,,,,,,,
Transportation Department,Lane Area Commission on Transportation,Meeting to discuss transportation within Lane County Area,02/13/2013 07:30:00 PM,644 A Street, Springfield,OR,LaneACT.ORG,,Savannah Crawford,,savannah.crawford@odot.state.or.us,,,,,,,,,,,,,,,
Transportation Department,Central Oregon Area Commission on Transportation,COACT Exec Meeting,,"City of Redmond Public Works, 243 East Antler", Redmond,OR,,,Gary,,gary.c.farnsworth@odot.state.or.us,http://coic2.org/community-development/central-oregon-area-commission-on-transportation/,,,,,,,,,,,,,,
Transportation Department,Mid-Willamette Valley Area Commission on Transportation,MWACT Meeting,,"MWCCOG, 100 High St SE, Suite 200", Salem,OR,,Yes,Lori,,lomoore@mwvgoc.org,,,,,,,,,,,,,,,
Transportation Department,North East Area Commission on Transportation,NEACT Meeting,,3012 Island Road, La Grande,OR,,,Lisa,,Lisa.a.hill@odot.state.or.us,,,,,,,,,,,,,,,
Transportation Department,Rogue Valley Area Commission on Transportation,RVACT Meeting,,"Jackson County Public Works Auditorium, 7520 Table Rock Road, White City",,OR,,,Pat,,pfoley@rvcog.org,,,,,,,,,,,,,,,
Transportation Department,Southeast Area Commission on Transportation,SEACT meeting,,"Harney County Courthouse, 450 N. Buena Vista", Burns,OR,,,Karen,,karen.kendall@geodc.net,,,,,,,,,,,,,,,
Transportation Department,Public Transportation Advisory Committee (PTAC),PTAC meetings are typically held the second Monday of every other month from 1:00 p.m. to 4:30 p.m.,01/14/2013 04:30:00 PM,"ODOT TLC Building, 4040 Fairview Industrial Dr.", Salem,OR,PTAC provides a forum for public and special-needs transportation providers within Oregon and provides input regarding significant transportation issues to the Oregon Transportation Commission and the Public Transit Division.,Yes,Martha Smith,503-986-3416,PTAC@odot.state.or.us,http://www.oregon.gov/ODOT/PT/Pages/about/ptac.aspx,,,Martha Smith,503-986-3416,PTAC@odot.state.or.us,,,,,,,,,
Transportation Department,Central Oregon Area Commission on Transportation,COACT meeting,01/10/2013 05:00:00 PM,City of Redmond Public Works Training Room, Redmond,OR,,,Andrew,,aspreadborough@coic.org,,,,,,,,,,,,,,,
Transportation Department,Northwest Area Commission on Transportation,NWACT meeting,,Scappoose Fire Hall, Scappoose,OR,,Yes,Mary,,nbmcarthur@nworegon.org,,,,,,,,,,,,,,,
Transportation Department,Lane Area Commission on Transportation,LaneACT meeting to discuss transportation topics within Lane County area,01/09/2013 07:30:00 PM,644 A Street, Springfield,OR,Meeting information and materials are posted at www.laneact.org.,,Savannah Crawford,,savannah.crawford@odot.state.or.us,,,,,,,,,,,,,,,
Transportation Department,Lane Area Commission on Transportation,LaneACT,01/09/2013 07:30:00 PM,"ODOT Area 5, 644 A Street", Springfield,OR,,Yes,Stacy,,sclaussen@lcog.org,,,,,,,,,,,,,,,
Transportation Department,Rogue Valley Area Commission on Transportation,RCVACT meeting,01/08/2013 03:30:00 PM,Jackson County Public Works Auditorium,,OR,,,Pat,,pfoley@rvcog.org,,,,,,,,,,,,,,,
Transportation Department,Lower John Day Area Commission on Transportation,LJDACT,,Bob's Texas T-Bone Restaurant, Rufus,OR,,,Brad,,bradley.k.dehart@odot.state.or.us,,,,,,,,,,,,,,,
Transportation Department,Lane Area Commission on Transportation,LaneACT meeting to discuss transportation topics within Lane County area,12/12/2012 07:30:00 PM,644 A Street, Springfield,OR,Meeting information and materials are posted at www.laneact.org.,,Savannah Crawford,,savannah.crawford@odot.state.or.us,,,,,,,,,,,,,,,
Transportation Department,Cascade West Area Commission on Transportation,CWACT,12/06/2012 07:00:00 PM,Albany COG Office, Albany,OR,,,C.Wahl,,carla.s.wahl@odot.state.or.us,,,,,,,,,,,,,,,
Transportation Department,South East Area Commission on Transportation,SEACT meeting,,Malheur County Economic Development Office, Ontario,OR,,,Karen,,karen.kendall@geodc.net,,,,,,,,,,,,,,,
