"Agency, Board, Commission, Branch",Meeting Title,Short Description,Start Date & Time,End Date & Time,Meeting Location,City,State,Details,Public Comment Accepted,Contact Name,Phone Number,Contact Email,Web Link (optional),Map Link,Calendar Link,ADA Contact,ADA Contact Phone,ADA Contact Email,Webinar/Webcast?,Public Call-In Number,Call-in Access Code,Agenda URL,Map Location,Webinar/Webcast Link,Owner,Agenda Upload,Weblink to Meeting Minutes/Summaries,2010 House Districts,2010 Senate Districts,Counties
Agriculture Department,Confined Animal Feeding Operation (CAFO) Advisory Committee Meeting,,04/11/2019 01:30:00 PM,04/11/2019 03:30:00 PM,"Third Floor Conference Room, Oregon Department of Agriculture, 635 Capitol St. NE",Salem,OR,,Yes,Wym Matthews,(503) 986-4792,wmatthews@oda.state.or.us,,,,,,,true,(877) 336-1829,4017151,https://oda.direct/Meetings,,https://global.gotomeeting.com/join/146171109 (https://global.gotomeeting.com/join/146171109%20),,,https://oda.direct/Meetings,,,
Agriculture Department,Pesticide Analytical and Response Center (PARC) Board Meeting,,07/17/2019 09:00:00 AM,07/17/2019 12:00:00 PM,"Oregon Department of Environmental Quality, 7202 NW Evergreen Pkwy., No. 150", Hillsboro,OR,,Yes,Theodore Bunch Jr. ,,tbunch@oda.state.or.us,,,,,,,,,,https://www.oregon.gov/ODA/programs/Pesticides/Documents/PARCMaterials/July2019/Agenda.pdf,,,,,http://www.oda.direct/PARC,,,
Agriculture Department,Oregon Invasive Species Council (OISC) Fall Meeting and Forum,,10/15/2019 10:00:00 AM,10/17/2019 01:30:00 PM,"Port of Morrow, Riverfront Center (Wells Springs Conference Room) 2 Marine Dr NE, Boardman, OR 97818", Boardman,OR,,yes,Jalene Littlejohn,9719980573,j.littlejohn@samarapdx.com,,,,,,,true,+1 669 900 6833  ,968 454 542,,,https://zoom.us/i/968454542 (https://zoom.us/i/968454542%20),,,https://www.oregoninvasivespeciescouncil.org/,,,
Agriculture Department,Soil and Water Conservation Commission (SWCC) Meeting,,04/08/2019 03:00:00 PM,04/09/2019 11:30:00 AM,"Sunriver Resort, 17600 Center Drive",Sunriver,OR,"On Monday, April 8, the SWCC will hold a work session, in conjunction with the CONNECT conference; no public comment will be taken that day. On Tuesday, April 9, the SWCC will hold its regular meeting; public comment will be taken that day. ",Yes,Sandi Hiatt,(503) 986-4704,shiatt@oda.state.or.us,,,,Sandi Hiatt,(503) 986-4704,shiatt@oda.state.or.us,,,,,,,,,https://oda.direct/Meetings,,,
Agriculture Department,Pesticide Analytical and Response Center (PARC) Board Meeting,,03/13/2019 09:00:00 AM,03/13/2019 12:00:00 PM,"Food Innovation Center, classroom, 1207 NW Naito Parkway, Suite 154", Portland,OR,,Yes,Theodore Bunch Jr. ,503 986-4562,tbunch@oda.state.or.us,,,,,,,,,,https://www.oregon.gov/ODA/programs/Pesticides/Documents/PARCMaterials/March2019/Agenda.pdf,,,,,http://www.oda.direct/PARC,,,
Agriculture Department,Canola Rules Advisory Committee,,03/21/2019 08:30:00 AM,03/21/2019 10:30:00 AM,"Oregon Department of Agriculture, Conference Room D, 635 Capitol St NE",Salem,OR,,,Sunny Summers,,ssummers@oda.state.or.us,,,,,,,,,,,,,,,,,,
Agriculture Department,Pesticide Analytical and Response Center (PARC) Board Meeting,,11/20/2019 09:00:00 AM,11/20/2019 12:00:00 PM,"Portland State Office Building, Room 1B, 800 NE Oregon St.", Portland,OR,,Yes,Theodore Bunch Jr. ,5039864562,tbunch@oda.state.or.us,,,,,,,,,,,,,,,www.oda.direct/PARC (http://www.oda.direct/PARC),,,
Agriculture Department,Soil and Water Conservation Commission (SWCC) Meeting,,11/05/2019 08:30:00 AM,11/08/2019 04:30:00 PM,"Eagle Crest Conference Center, 1522 Cline Falls Road", Redmond,OR,,Yes,Sandi Hiatt,5039864704,shiatt@oda.state.or.us,,,,,,,,,,,,,,,https://oda.direct/Meetings,,,
Agriculture Department,Confined Animal Feeding Operation (CAFO) Advisory Committee Meeting,,10/10/2019 01:30:00 PM,10/10/2019 03:30:00 PM,"Third Floor Conference Room, Oregon Department of Agriculture, 635 Capitol St. NE", Salem,OR,,,Wym Matthews,5039864792,wmatthews@oda.state.or.us,,,,,,,,,,https://oda.direct/Meetings,,,,,,,,
Agriculture Department,Japanese Beetle Informational Open House ,"Japanese Beetle Community Open House An excellent opportunity to meet the team of experts leading and supporting the project and for those in the treatment area to turn in your consent forms (if you haven’t done so online or in the mail). It’s FREE to attend and anyone is welcome. We look forward to talking with you!  This event is drop-in style, come when you are able during this two-hour event. A light dinner will be provided.",02/19/2019 06:30:00 PM,02/19/2019 08:30:00 PM,"Sunset High School,13840 NW Cornell Rd, Portland, OR 97229", Beaverton,OR,"Japanese Beetle Community Open House
An excellent opportunity to meet the team of experts leading and supporting the project and for those in the treatment area to turn in your consent forms (if you haven’t done so online or in the mail). It’s FREE to attend and anyone is welcome. We look forward to talking with you!

This event is drop-in style, come when you are able during this two-hour event. A light dinner will be provided.",Yes ,Chris Hedstrom,,chestrom@oda.state.or.us ,,https://www.google.com/maps?cid=17155273096676942248,,,,,,,,,,,,,,,,
Agriculture Department,Oregon Soil and Water Conservation Commission Quarterly Meeting,SWCC quarterly meeting,01/31/2012 08:00:00 AM,01/31/2012 05:00:00 PM,"650 Hawthorne Ave. SE, Suite 130, Salem, OR  97301", Salem,OR,"The Oregon Soil and Water Conservation Commission (SWCC) will hold its quarterly meeting Tuesday, January 31, 2012, from 8:00 a.m. to 5:00 p.m. The meeting will be held at the Marion SWCD Conference Room located at 650 Hawthorne Ave. SE, Suite 130, Salem, OR 97301. The meeting agenda covers SWCC reports and strategic plan, advisor reports, updates on Soil and Water Conservation District programs and funding, and other agenda items.
  
The Oregon Department of Agriculture complies with the Americans with Disabilities Act (ADA). If you need special accommodations to participate in this meeting, please contact Heather Rickenbach at (503) 986-4775, at least 72 hours prior to the meeting.",,Heather Rickenbach,503 986-4775,hrickenbach@oda.state.or.us,,,,Heather Rickenbach,503 986-4775,hrickenbach@oda.state.or.us,,,,,"650 Hawthorne Ave. Suite 130 Salem OR Salem OR, SE 97301
(44.92247998554, -122.994973832742)",,heather.rickenbach@state.or.us,,,21,11,2409
Agriculture Department,OISC 2016 Summit & Awards Luncheon,,09/13/2016 08:30:00 AM,09/13/2016 05:00:00 PM,"Chemeketa Eola, 215 Doaks Ferry Road NW",Salem,OR,,,Leslie Shaffer,5039864660,lshaffer@oda.state.or.us,,,,,,,,,,www.oregoninvasivespeciescouncil.org (http://www.oregoninvasivespeciescouncil.org),,,,,,,,
Agriculture Department,Oregon State Weed Board,,04/14/2022 08:30:00 AM,04/14/2022 11:30:00 AM,Virtual,Virtual,OR,,,Tristen Berg,541-604-6580,Tristen.BERG@oda.oregon.gov,,,,,,,true,1 (872) 240-3212,888-574-205,https://www.oregon.gov/oda/programs/Weeds/Pages/WeedBoard.aspx,,https://global.gotomeeting.com/join/888574205,,,,,,
Agriculture Department,OISC 2016 Summit & Awards Luncheon,,09/13/2016 08:30:00 AM,09/13/2016 05:00:00 PM,"Chemeketa Eola, 215 Doaks Ferry Road NW",Salem,OR,,,Leslie Shaffer,5039864660,lshaffer@oda.state.or.us,,,,,,,,,,www.oregoninvasivespeciescouncil.org (http://www.oregoninvasivespeciescouncil.org),,,,,,,,
Agriculture Department,Soil and Water Conservation Commission (SWCC) Meeting,,04/14/2020 09:00:00 AM,04/14/2020 12:00:00 PM,"Western Meadowlark Conference Room, Oregon Department of Agriculture, 635 Capitol St. NE", Salem,OR,Joining the meeting remotely is encouraged. ,Yes,Sandi Hiatt,503-986-4704,shiatt@oda.state.or.us,,,,,,,true, 1-877-336-1829,4017151#,,,https://global.gotomeeting.com/join/912217661,,,https://oda.direct/Meetings,,,
Agriculture Department,Confined Animal Feeding Operation (CAFO) Advisory Committee Meeting,,04/09/2020 01:30:00 PM,04/09/2020 03:30:00 PM,"Third Floor Conference Room, Oregon Department of Agriculture, 635 Capitol St. NE", Salem,OR,,Yes,Wym Matthews,503-986-4792,wmatthews@oda.state.or.us,,,,,,,,,,,,,,,https://oda.direct/Meetings,,,
Agriculture Department,Pesticide Analytical and Response Center (PARC) Board Meeting,,05/20/2020 09:00:00 AM,05/20/2020 12:00:00 PM,Teleconference, Salem,OR, ,Yes,Theodore Bunch Jr. ,,tbunch@oda.state.or.us,,,,,,,true,1 (312) 757-3121 ,525-667-741 ,,,https://global.gotomeeting.com/join/525667741  (https://global.gotomeeting.com/join/525667741%20),,,www.oda.direct/PARC (http://www.oda.direct/PARC),,,
Agriculture Department,Pesticide Analytical and Response Center (PARC) Board Meeting,,05/20/2020 09:00:00 AM,05/20/2020 12:00:00 PM,Teleconference, Salem,OR, ,Yes,Theodore Bunch Jr. ,,tbunch@oda.state.or.us,,,,,,,true,1 (312) 757-3121 ,525-667-741 ,,,https://global.gotomeeting.com/join/525667741  (https://global.gotomeeting.com/join/525667741%20),,,www.oda.direct/PARC (http://www.oda.direct/PARC),,,
Agriculture Department,Oregon Invasive Species Council (OISC) Executive Session Meeting ,"RFP Review, Amendments and Discussion",07/27/2021 01:00:00 PM,07/27/2021 04:00:00 PM,Virtual Meeting ,Salem ,OR,"Meeting: OISC Executive Session
Short Description: RFP Review, Amendments and Discussion
Meeting Date: 7/27/2021
Start time: 1:00 PM, PST
End time: 4:00 PM, PST
Location Details: VIRTUAL MEETING
Contact Name: Troy Abercrombie
Contact Email: weeds@cascadepacific.org
Contact Phone: (541) 910-8769

OISC Executive Session 
Tue, Jul 27, 2021 1:00 PM - 4:00 PM (PDT) 

Please join my meeting from your computer, tablet or smartphone. 
https://global.gotomeeting.com/join/599057605 

You can also dial in using your phone. 
United States: +1 (571) 317-3112 

Access Code: 599-057-605 
Public Comment Accepted: Yes
",yes ,Troy Abercrombie,541-910-8769,weeds@cascadepacific.org ,,,,,,,, +1 (571) 317-3112 , 599-057-605 ,,,https://global.gotomeeting.com/join/599057605  (https://global.gotomeeting.com/join/599057605%20),,,https://www.oregoninvasivespeciescouncil.org/,,,
Agriculture Department,Soil and Water Conservation Commission (SWCC) Meeting,,07/06/2020 03:00:00 PM,07/06/2020 05:00:00 PM,Virtual meeting , Salem,OR,"Meeting to be held remotely; to participate, see the directions for joining the meeting",No ,Sandi Hiatt,503-986-4704,shiatt@oda.state.or.us,,,,Sandi Hiatt,503-986-4704,shiatt@oda.state.or.us,true,1-877-336-1829,4017151# ,"https://www.oregon.gov/ODA/programs/NaturalResources/Documents/Meetings,%20minutes,%20agendas/SWCC2020/SWCCAgenda070620.pdf",,https://global.gotomeeting.com/join/344836413%20,,,https://oda.direct/Meetings,,,
Agriculture Department,Soil and Water Conservation Commission (SWCC) Meeting,,07/07/2020 09:00:00 AM,07/07/2020 12:00:00 PM,Virtual meeting, Salem,OR,,Yes,Sandi Hiatt,503-986-4704,shiatt@oda.state.or.us,,,,Sandi Hiatt,503-986-4704,shiatt@oda.state.or.us,true,1-877-336-1829,4017151# ,"https://www.oregon.gov/ODA/programs/NaturalResources/Documents/Meetings,%20minutes,%20agendas/SWCC2020/SWCCAgenda070720.pdf",,https://global.gotomeeting.com/join/986314157  (https://global.gotomeeting.com/join/986314157%20),,,https://oda.direct/Meetings,,,
Agriculture Department,Confined Animal Feeding Operation (CAFO) Advisory Committee Meeting,,07/09/2020 01:30:00 PM,07/09/2020 03:30:00 PM,Virtual meeting,Salem,OR,,Yes,Wym Matthews,503-986-4792,wmatthews@oda.state.or.us,,,,Wym Matthews,503-986-4792,wmatthews@oda.state.or.us,true,1 (408) 650-3123,315-352-341,"https://www.oregon.gov/ODA/programs/NaturalResources/Documents/Meetings,%20minutes,%20agendas/CAFO2020/CACMeetingInfor070920.pdf",,https://global.gotomeeting.com/join/315352341,,,https://oda.direct/Meetings,,,
Agriculture Department,Pesticide Analytical and Response Center (PARC) Board Meeting,,07/15/2020 09:00:00 AM,07/15/2020 12:00:00 PM,Virtual meeting,Salem,OR,,Yes,Theodore Bunch Jr. ,503-986-4562,tbunch@oda.state.or.us,,,,Theodore Bunch Jr. ,503-986-4562,tbunch@oda.state.or.us,true,1 (646) 749-3122,774-340-997,https://www.oregon.gov/oda/programs/Pesticides/Documents/PARCMaterials/July2020/Agenda.pdf,,https://global.gotomeeting.com/join/774340997,,,http://www.oda.direct/PARC,,,
Agriculture Department,Oregon Invasive Species Council,,09/09/2020 01:00:00 PM,09/09/2020 04:00:00 PM,Virtual ,Virtual,OR,Contact coordinator@oregoninvasivespeciescouncil.org for web conference details,,Oregon Invasive Species Council,,coordinator@oregoninvasivespeciescouncil.org,,,,,,,,,,,,,,,,,,
Agriculture Department,RAC for Hemp Program (2nd round),,08/10/2021 10:00:00 AM,08/10/2021 11:30:00 AM,GoToMeeting,Salem,OR,"Please join my meeting from your computer, tablet or smartphone. 
https://global.gotomeeting.com/join/873046029 

You can also dial in using your phone. 
United States (Toll Free): 1 877 309 2073 
United States: +1 (646) 749-3129 

Access Code: 873-046-029 

New to GoToMeeting? Get the app now and be ready when your first meeting starts: https://global.gotomeeting.com/install/873046029 ",,Sunny Summers,503.986.4565,ssummers@oda.state.or.us,,,,,,,true,1-877-309-2073 ,873-046-029,,,https://global.gotomeeting.com/join/873046029,,,,,,
Agriculture Department,Oregon State Board of Agriculture,Quarterly Board Meeting,01/19/2021 05:30:00 PM,01/20/2021 12:30:00 PM,Virtual Meeting,Salem,OR,For more information call 503-986-4554 or visit https://oda.direct/BoardAgriculture,"Yes, see agenda for details",Karla Valness,,kvalness@oda.state.or.us,,,,,,,,,,,,,,,https://oda.direct/BoardAgriculture,,,
Agriculture Department,Oregon State Board of Agriculture,Quarterly Board Meeting,05/18/2021 05:30:00 PM,05/19/2021 12:30:00 PM,Virtual Meeting,Salem,OR,For more information call 503-986-4554 or visit https://oda.direct/BoardAgriculture,"Yes, see agenda for details",Karla Valness,,kvalness@oda.state.or.us,,,,,,,,,,,,,,,https://oda.direct/BoardAgriculture,,,
Agriculture Department,Oregon State Board of Agriculture,Quarterly Board Meeting,09/14/2021 05:30:00 PM,09/15/2021 12:30:00 PM,Virtual Meeting,Salem,OR,For more information call 503-986-4554 or visit https://oda.direct/BoardAgriculture,"Yes, see agenda for details",Karla Valness,,kvalness@oda.state.or.us,,,,,,,,,,,,,,,https://oda.direct/BoardAgriculture,,,
Agriculture Department,Oregon State Board of Agriculture,Quarterly Board Meeting,11/30/2021 05:30:00 PM,12/01/2021 12:30:00 PM,Virtual Meeting,Salem,OR,For more information call 503-986-4554 or visit https://oda.direct/BoardAgriculture,"Yes, see agenda for details",Karla Valness,,kvalness@oda.state.or.us,,,,,,,,,,,,,,,https://oda.direct/BoardAgriculture,,,
Agriculture Department,Commodity Commission Oversight Program Advisory Committee - Subcommittee,Subcommittee Meeting on expense review,01/05/2021 02:00:00 PM,01/05/2021 03:00:00 PM,Virtual Meeting,Salem,OR,,,Kris Anderson,,kanderson@oda.state.or.us,,,,,,,,,,,,,,,,,,
Agriculture Department,Oregon Invasive Species Council (OISC) Business Meeting ,,01/20/2021 01:00:00 PM,01/20/2021 02:00:00 PM,Zoom Meeting ,Salem ,OR,"Topic: OISC Business Meeting

Time: Jan 20, 2021 01:00 PM Pacific Time (US and Canada)

Join Zoom Meeting

https://us02web.zoom.us/j/82388395827?pwd=cDBsMng0bW0yamM5MjQ5S0ZRc1haZz09

Meeting ID: 823 8839 5827

Passcode: 925839

If dialing in by phone: +1 253 215 8782",yes,Jalene Littlejohn,,j.littlejohn@samarapdx.com,,,,,,,,,,,,,,,https://www.oregoninvasivespeciescouncil.org/,,,
Agriculture Department,CAFO Advisory Committee meeting,,10/14/2021 01:30:00 PM,10/14/2021 03:30:00 PM,Virtual meeting, Salem,OR,,Yes,Wym Matthews,503-986-4792,wym.matthews@oda.oregon.gov,,,,,,,true,1 866 899 4679 ,186-594-181,"https://www.oregon.gov/oda/programs/NaturalResources/Documents/Meetings,%20minutes,%20agendas/CAFO2021/CACAgenda101421.pdf",,https://global.gotomeeting.com/join/186594181,,,https://oda.direct/Meetings,,,
Agriculture Department,Pesticide Analytical and Response Center (PARC) Board Meeting,,01/20/2021 10:30:00 AM,01/20/2021 12:00:00 PM,Virtual meeting, Salem,OR,,Yes,Rose Kachadoorian,,rkachadoorian@oda.state.or.us,,,,,,,,,,,,,,,http://oda.direct/PARC,,,
Agriculture Department,ODA Commodity Commission Oversight Program Advisory Committee,,01/22/2021 02:00:00 PM,01/22/2021 03:00:00 PM,Virtual Meeting,Salem,OR,,,Kris Anderson,,kanderson@oda.state.or.us,,,,,,,,,,,,,,,,,,
Agriculture Department,Oregon State Weed Board (OSWB) Meeting,GoTo Meeting ,02/18/2021 08:30:00 AM,02/18/2021 12:00:00 PM,GoTo Meeting ,Salem ,OR,GoTo Meeting links and agenda to come on the webpage: https://www.oregon.gov/oda/programs/Weeds/Pages/WeedBoard.aspx,,Tristen Berg,503-986-4622,tberg@oda.state.or.us,,,,,,,,,,,,,,,https://www.oregon.gov/oda/programs/Weeds/Pages/WeedBoard.aspx,,,
Agriculture Department,Soil and Water Conservation Commission Meeting,,08/24/2021 03:00:00 PM,08/24/2021 05:00:00 PM,Virtual meeting, Salem,OR,SWCC work session. ,No,Sandi Hiatt,,shiatt@oda.state.or.us,,,,,,,true,1 866 899 4679,970-738-893,"https://www.oregon.gov/oda/programs/NaturalResources/Documents/Meetings,%20minutes,%20agendas/SWCC2021/SWCCAgenda082421.pdf",,,,,https://oda.direct/meetings,,,
Agriculture Department,Soil and Water Conservation Commission Meeting,,08/25/2021 08:45:00 AM,08/25/2021 12:00:00 PM,Virtual meeting, Salem,OR,,Yes,Sandi Hiatt,,shiatt@oda.state.or.us,,,,,,,true,1 866 899 4679,349-567-077,"https://www.oregon.gov/oda/programs/NaturalResources/Documents/Meetings,%20minutes,%20agendas/SWCC2021/SWCCAgenda082521.pdf",,https://global.gotomeeting.com/join/349567077,,,https://oda.direct/meetings,,,
Agriculture Department,Oregon Invasive Species Council (OISC) Meeting ,Contact coordinator@oregoninvasivespeciescouncil.org for web conference details,02/17/2021 01:00:00 PM,02/17/2021 04:00:00 PM,Virtual Meeting ,Salem ,OR,See attached agenda for information regarding this meeting. ,yes,Jalene Littlejohn,,j.littlejohn@samarapdx.com,,,,,,,,,,,,,,,https://www.oregoninvasivespeciescouncil.org/,,,
Agriculture Department,Oregon State Board of Agriculture (work session),,03/24/2021 05:30:00 PM,03/24/2021 06:30:00 PM,Virtual Meeting,Salem,OR,"For more information, call 503-986-4554 or visit https://oda.direct/BoardAgriculture",,Karla Valness,,kvalness@oda.state.or.us,,,,,,,,,,,,,,,,,,
Agriculture Department,Pesticide Analytical and Response Center (PARC) Board Meeting,Bi-monthly regular meeting ,03/17/2021 09:00:00 AM,03/17/2021 12:00:00 PM,Virtual meeting, Salem,OR,,Yes,Michael Babbitt,503-986-4698,mbabbitt@oda.state.or.us,,,,,,,true,1 877 309 2073 ,527-850-493 ,https://www.oregon.gov/oda/programs/Pesticides/Documents/PARCMaterials/March2021/Agenda.pdf,,https://global.gotomeeting.com/join/527850493  (https://global.gotomeeting.com/join/527850493%20),,,https://oda.direct/PARC,,,
Agriculture Department,Soil and Water Conservation Commission (SWCC) Board Meeting,,03/24/2021 08:45:00 AM,03/24/2021 12:00:00 PM,Virtual meeting,Salem,OR,,Yes,Sandi Hiatt,503-986-4704,shiatt@oda.state.or.us,,,,Sandi Hiatt,503-986-4704,shiatt@oda.state.or.us,true,1 866 899 4679,309-726-773,"https://www.oregon.gov/oda/programs/NaturalResources/Documents/Meetings,%20minutes,%20agendas/SWCC2021/SWCCAgenda032421.pdf",,https://global.gotomeeting.com/join/309726773  (https://global.gotomeeting.com/join/309726773%20),,,https://oda.direct/meetings,,,
Agriculture Department,Soil and Water Conservation Commission (SWCC) Work Session,,03/23/2021 03:00:00 PM,03/23/2021 05:00:00 PM,Virtual meeting, Salem,OR,,No,Sandi Hiatt,503-986-4704,shiatt@oda.state.or.us,,,,Sandi Hiatt,503-986-4704,shiatt@oda.state.or.us,true,1 866 899 4679 ,947-466-197,"https://www.oregon.gov/oda/programs/NaturalResources/Documents/Meetings,%20minutes,%20agendas/SWCC2021/SWCCAgenda032321.pdf",,https://global.gotomeeting.com/join/947466197,,,https://oda.direct/meetings,,,
Agriculture Department,Confined Animal Feeding Operations (CAFO) Advisory Committee,,04/08/2021 01:30:00 PM,04/08/2021 03:30:00 PM,Virtual meeting,Salem,OR,,Yes,Janet Short,503-986-4699,jshort@oda.state.or.us,,,,,,,true,1 877 309 2073,287-848-133,"https://www.oregon.gov/oda/programs/NaturalResources/Documents/Meetings,%20minutes,%20agendas/CAFO2021/CACAgenda040821.pdf",,https://global.gotomeeting.com/join/287848133,,,https://oda.direct/meetings,,,
Agriculture Department,Oregon Invasive Species Council (OISC) Meeting ,Virtual Meeting- April 21st ,04/21/2021 01:00:00 PM,04/21/2021 04:00:00 PM,Virtual Meeting , Salem,OR,,yes,Jalene Littlejohn,,j.littlejohn@samarapdx.com,,,,,,,,,,,,,,,https://www.oregoninvasivespeciescouncil.org/,,,
Agriculture Department,Pesticide Analytical and Response Center (PARC) Board Meeting,,05/19/2021 09:00:00 AM,05/19/2021 12:00:00 PM,Virtual meeting, Salem,OR,,Yes,Michael Babbitt,503-986-4698,PARC@oda.state.or.us,,,,Judith Callens,503-510-2343,jcallens@oda.state.or.us,true,1 877 309 2073,654-084-549,https://www.oregon.gov/oda/programs/Pesticides/Documents/PARCMaterials/May2021/Agenda.pdf,,https://global.gotomeeting.com/join/654084549,,,https://oda.direct/PARC,,,
Agriculture Department,Soil and Water Conservation Commission (SWCC) Board Meeting,,05/05/2021 08:45:00 AM,05/05/2021 12:00:00 PM,Virtual meeting,Salem,OR,,Yes,Eric Nusbaum,503-510-8930,enusbaum@oda.state.or.us,,,,,,,true,1 866 899 4679 ,309-840-333,"https://www.oregon.gov/oda/programs/NaturalResources/Documents/Meetings,%20minutes,%20agendas/SWCC2021/SWCCAgenda050521.pdf",,https://global.gotomeeting.com/join/309840333,,,https://oda.direct/meetings,,,
Agriculture Department,Oregon Invasive Species Council (OISC) MOU Working Group Meeting ,Oregon Invasive Species Council (OISC) MOU Working Group Meeting,05/20/2021 01:00:00 PM,05/20/2021 02:00:00 PM,Virtual (remote) Zoom Meeting ,Salem,OR,Oregon Invasive Species Council (OISC) MOU Working Group Meeting= Remote via Zoom https://pdx.zoom.us/j/86393267477 ,yes,Catherine de Rivera ,503-725-9798,derivera@pdx.edu ,,,,,,,,,,,,https://pdx.zoom.us/j/86393267477,,,https://www.oregoninvasivespeciescouncil.org/,,,
Agriculture Department,Pesticide Stewardship Partnership Advisory Committee Meeting,,06/07/2021 01:00:00 PM,06/07/2021 02:00:00 PM,Virtual meeting, Salem,OR,,,Stephanie Page,503-931-5608,spage@oda.state.or.us,,,,,,,true,1 877 309 2073,922-051-197,https://www.oregon.gov/oda/programs/Pesticides/Water/Documents/PSPAdvisoryCommittee/June2021/Agenda.pdf,,https://global.gotomeeting.com/join/922051197,,,https://www.oregon.gov/oda/programs/Pesticides/Water/Pages/PesticideStewardship.aspx,,,
Agriculture Department,CAFO Advisory Committee Meeting,,07/08/2021 01:30:00 PM,07/08/2021 03:30:00 PM,Virtual meeting, Salem,OR,,Yes,Wym Matthews,503-986-4792,wmatthews@oda.state.or.us,,,,,,,true,,,,,,,,https://oda.direct/meetings,,,
Agriculture Department,Oregon Invasive Species Council (OISC) Meeting ,"o attend, please register here: https://attendee.gotowebinar.com/register/2552134029255175694",06/16/2021 01:00:00 PM,06/16/2021 04:00:00 PM,"o attend, please register here: https://attendee.gotowebinar.com/register/2552134029255175694",Salem,OR,"o attend, please register here: https://attendee.gotowebinar.com/register/2552134029255175694",yes,Jalene Littlejohn,,j.littlejohn@samarapdx.com,,,,,,,,,,,,,,,https://www.oregoninvasivespeciescouncil.org/,,,
Agriculture Department,Oregon Invasive Species Council (OISC) Budget & Funding Meeting ,Details: Register here: https://attendee.gotowebinar.com/register/913950764314453260,06/10/2021 10:00:00 AM,06/10/2021 11:00:00 AM,Details: Register here: https://attendee.gotowebinar.com/register/913950764314453260, Salem,OR,Details: Register here: https://attendee.gotowebinar.com/register/913950764314453260,yes,Helmuth Rogg/Rick Boatner,,hrogg@oda.state.or.us,,,,,,,,,,,,,,,https://www.oregoninvasivespeciescouncil.org/,,,
Agriculture Department,Oregon Invasive Species Council (OISC) Executive Committee Meeting ,"OISC Executive Committee Meeting via GoTo Meeting Platform, agenda attached ",07/14/2021 01:00:00 PM,07/14/2021 03:00:00 PM,Details: https://global.gotomeeting.com/join/938012205 ,Salem ,OR,"OISC Executive Committee Meeting
Date: July 14
Time: 1pm - 3pm
Short Description: OISC Executive Committee Meeting
Public Comment Accepted: Yes
Meeting Location: Remote
State: Oregon
Details: https://global.gotomeeting.com/join/938012205 
You can also dial in using your phone: +1 (872) 240-3212 
Access Code: 938-012-205 
Contact Name: Rick Boatner & Troy Abercrombie
Contact Email: rick.j.boatner@state.or.us; weeds@cascadepacific.org",yes,Rick Boatner or Troy Abercrombie,, rick.j.boatner@state.or.us; weeds@cascadepacific.org,,,,,,,,You can also dial in using your phone: +1 (872) 240-3212 ,Access Code: 938-012-205 ,,,,,,https://www.oregoninvasivespeciescouncil.org/,,,
Agriculture Department,Oregon Invasive Species Council (OISC) Budget & Funding Meeting ,"OISC Budget & Funding Meeting, via GoTo Meeting platform ",07/14/2021 11:00:00 AM,07/14/2021 12:00:00 PM,Details: https://global.gotomeeting.com/join/558069237 ,Salem ,OR,"OISC Budget & Funding Committee Meeting

Date: July 14
Time: 11 am - 12 pm
Short Description: OISC Budget & Funding Committee Meeting
Public Comment Accepted: Yes
Meeting Location: Remote
State: Oregon
Details: https://global.gotomeeting.com/join/558069237 
You can also dial in using your phone: +1 (872) 240-3212 
Access Code: 558-069-237 
Contact Name: Helmuth Rogg & Rick Boatner
Contact Email: hrogg@oda.state.or.us; rick.j.boatner@state.or.us",yes ,Helmuth Rogg or Rick Boatner ,5039864662,hrogg@oda.state.or.us; rick.j.boatner@state.or.us ,,,,,,,,You can also dial in using your phone: +1 (872) 240-3212 ,Access Code: 558-069-237 ,,,,,,https://www.oregoninvasivespeciescouncil.org/,,,
Agriculture Department,Pesticide Analytical and Response Center (PARC) Board Meeting,,07/21/2021 09:00:00 AM,07/21/2021 12:00:00 PM,Virtual meeting, Salem,OR,,Yes,Michael Babbitt,,mbabbitt@oda.state.or.us,,,,,,,true,1 866 899 4679,340-563-133,https://www.oregon.gov/oda/programs/Pesticides/Documents/PARCMaterials/July2021/Agenda.pdf,,https://global.gotomeeting.com/join/340563133,,,https://www.oregon.gov/oda/programs/Pesticides/Pages/PARC.aspx,,,
Agriculture Department,Oregon State Weed Board,,07/29/2021 08:30:00 AM,07/29/2021 12:30:00 PM,Online, Salem,OR,"Please join the meeting from your computer, tablet or smartphone.",,Amanda Wright,503-986-4757,awright@oda.state.or.us,,,,,,,true,1 (872) 240-3212,888-574-205 ,,,https://global.gotomeeting.com/join/888574205,,,https://www.oregon.gov/oda/programs/Weeds/Pages/WeedBoard.aspx,,,
Agriculture Department,PARC Board Meeting,,09/15/2021 09:00:00 AM,09/15/2021 12:00:00 PM,Virtual meeting, Salem,OR,,Yes,Michael Babbitt,503-986-4698,mbabbitt@oda.state.or.us,,,,,,,true,1 877 309 2073,296-108-893,https://www.oregon.gov/oda/programs/Pesticides/Documents/PARCMaterials/September2021/Agenda.pdf,,https://global.gotomeeting.com/join/296108893,,,https://oda.direct/PARC,,,
