"fiscal_year","contract_id","award_title","contract_classification","contractor_name","street1","city","state_province","postal_code","effective_date","supplemental_effective_date","expiration_date","supplemental_expiration_date","contract_nte_amount","supplemental_contract_amount"
"2021","3534","Office Supplies","Goods","Amazon.com, Inc.","410 Terry Ave N","Seattle","WA","98109","2020-12-09T00:00:00.000",,"2020-12-23T00:00:00.000",,"25.30",
"2021","3533","IT Certificates","Goods","SHI International Corp","290 Davidson Ave","Somerset","NJ","8873","2020-12-07T00:00:00.000",,"2022-12-07T00:00:00.000",,"11458.33",
"2021","3312","Subscription Renewal Fees","Services","Arbor Research & Trading, LLC","1000 Hart Road","Barrington","Illinois","60010","2020-09-01T00:00:00.000",,"2021-08-31T00:00:00.000",,"12291.67",
"2021","3517","General Investment Consulting Services","Services","Meketa Investment Group, Inc","100 Lowder Brook Drive, Suite 1100","Westwood","MA","2090","2021-01-01T00:00:00.000",,"2024-12-31T00:00:00.000",,"3340000.00",
"2021","3513","Membership Dues","Services","CAIA - Chartered Alternative Investment Analyst Association","100 University Dr","Amherst","MA","1002","2020-11-30T00:00:00.000",,"2022-05-31T00:00:00.000",,"350.00",
"2021","3512","Subscription Renewal","Services","Deloitte & Touche LLP","111 SW 5th Ave, Suite 3900","Portland","OR","97204","2020-12-04T00:00:00.000",,"2021-12-04T00:00:00.000",,"2495.00",
"2021","3505","Subscription","Services","Pantheon Macroeconomics","Quayside House","Newcastle-Upon-Tyne",,"NE1 3DX","2020-11-20T00:00:00.000",,"2021-11-30T00:00:00.000",,"1785.00",
"2021","3504","2021 Nacha Rules Books (35)","Goods and Services","WesPay","100 Bush Street","San Francisco","CA","94104","2020-11-19T00:00:00.000",,"2020-11-30T00:00:00.000",,"2046.25",
"2021","3495","IT Computer Bundle","Goods","CDW Government LLC","230 N Milwaukee Ave","Vernon Hills","IL","60061","2020-11-16T00:00:00.000",,"2020-11-30T00:00:00.000",,"1531.02",
"2021","3493","JP Morgan Index License Agreement","Services","JP Morgan Securities LLC","383 Madison Avenue","New York","NY","10179","2020-12-01T00:00:00.000",,"2021-11-30T00:00:00.000",,"6250.00",
"2021","3486","Membership Dues","Services","Council of Institutional Investors","1717 Pennslyvania Ave NW, Suite 350","Washington","DC","20006","2021-01-01T00:00:00.000",,"2021-12-31T00:00:00.000",,"30000.00",
"2021","3485","Notary Request","Services","Office of Notary Commissions and Authentications","441 4th Street NW","Washington","DC","20001","2020-11-12T00:00:00.000",,"2020-12-31T00:00:00.000",,"15.00",
"2021","3480","IT Phone Accessories","Goods","CDW Government LLC","230 N Milwaukee Ave","Vernon Hills","IL","60061","2020-11-09T00:00:00.000",,"2020-11-23T00:00:00.000",,"29.51",
"2021","3478","Armored Vehicle Services","Services","Loomis Armored US, LLC",,,,,"2020-11-01T00:00:00.000",,"2021-10-30T00:00:00.000",,"25000.00",
"2021","3473","Software Subscription Fee","Goods","1099Express.com","512 Woodlake Dr,","McQueeney","TX","78123","2021-01-01T00:00:00.000",,"2021-12-31T00:00:00.000",,"198.00",
"2021","3471","Nameplate and Base","Goods","Pearl Buck Center Incorporated","3690 W 1st","Eugene","OR","97301","2020-11-02T00:00:00.000",,"2020-12-14T00:00:00.000",,"27.83",
"2021","3459","Translation Services","Goods and Services","NWI Global","12500 SE 2nd Cir Suite 140","Vancouver","WA","98684","2020-10-26T00:00:00.000",,"2020-11-27T00:00:00.000",,"250.00",
"2021","3458","Subscription","Services","NewRetirement",,,,,"2020-10-21T00:00:00.000",,"2021-10-21T00:00:00.000",,"576.00",
"2021","3317","Training Registration","Services","Oregon Department of Administrative Services","155 Cottage St NE","Salem","OR","97301","2020-10-27T00:00:00.000",,"2020-11-19T00:00:00.000",,"150.00",
"2021","3319","Office Supplies","Goods","Cooke Stationery Co","370 State Street","Salem","OR","97301","2020-08-14T00:00:00.000",,"2020-08-31T00:00:00.000",,"28.75",
"2021","3322","IT Hardware & Licenses","Goods and Services","CDW Government LLC","230 N Milwaukee Ave","Vernon Hills","IL","60061","2020-08-20T00:00:00.000",,"2023-08-20T00:00:00.000",,"53909.06",
"2021","3324","IT Phone Accessories","Goods","CDW Government LLC","230 N Milwaukee Ave","Vernon Hills","IL","60061","2020-08-20T00:00:00.000",,"2020-10-02T00:00:00.000",,"78.75",
"2021","3330","GFOA Membership Dues","Services","Government Finance Officers Association","203 N LaSalle Street","Chicago","IL","60601","2020-10-01T00:00:00.000",,"2021-09-30T00:00:00.000",,"190.00",
"2021","3331","Investment Analyst 2, Operations - Job Posting","Services","CFA Institute","915 East High Street","Charlottesville","VA","22902","2020-08-25T00:00:00.000",,"2020-09-24T00:00:00.000",,"395.00",
"2021","3334","Publication Subscription","Services","Rosenberg Research & Associates Inc","181 Bay Street, Suite 250","Toronto","Ontario",,"2020-08-28T00:00:00.000",,"2022-01-11T00:00:00.000",,"6500.00",
"2021","3335","Publication Subscription","Services","Grant's Interest Rate Observer","233 Broadway, STE 2420","New York","NY","10279","2020-09-01T00:00:00.000",,"2021-08-06T00:00:00.000",,"2590.00",
"2021","3339","Office Supplies","Goods","Amazon.com, Inc.","410 Terry Ave N","Seattle","WA","98109","2020-08-31T00:00:00.000",,"2020-09-18T00:00:00.000",,"84.97",
"2021","3340","IT Computer Bundle","Goods","CDW Government LLC","230 N Milwaukee Ave","Vernon Hills","IL","60061","2020-08-31T00:00:00.000",,"2020-09-14T00:00:00.000",,"1964.29",
"2021","3342","Business Cards","Goods","Oregon Corrections Enterprises","3691 State St","Salem","OR","97301","2020-08-31T00:00:00.000",,"2020-10-09T00:00:00.000",,"45.00",
"2021","3343","Information Technology - Reference Material","Services","Amazon.com, Inc.","410 Terry Ave N","Seattle","WA","98109","2020-09-01T00:00:00.000",,"2020-09-15T00:00:00.000",,"40.17",
"2021","3346","Oregon Bond Bank Financial Advisor","Services","Public Resources Advisory Group","39 Broadway, Suite 1210","New York","NY","10006","2020-09-01T00:00:00.000",,"2022-08-31T00:00:00.000",,"200000.00",
"2021","3347","Office Supplies","Goods","Amazon.com, Inc.","410 Terry Ave N","Seattle","WA","98109","2020-09-01T00:00:00.000",,"2020-09-01T00:00:00.000",,"35.00",
"2021","3349","Subscription Renewal for ABLE","Services","SquareSpace","311 SW Washington St","Portland","OR","97204","2020-08-24T00:00:00.000",,"2021-08-24T00:00:00.000",,"216.00",
"2021","3350","Subscription Renewal for ABLE for ALL","Services","SquareSpace","311 SW Washington St","Portland","OR","97204","2020-08-24T00:00:00.000",,"2021-08-24T00:00:00.000",,"216.00",
"2021","3355","Training Registration","Services","Oregon Department of Administrative Services","155 Cottage St NE","Salem","OR","97301","2020-09-01T00:00:00.000",,"2020-09-30T00:00:00.000",,"0.00",
"2021","3356","Professional Membership Renewal","Services","International Institute of Business Analysis","115 George Street","Oakville","Ontario","L6J 0A2","2020-10-01T00:00:00.000",,"2021-09-30T00:00:00.000",,"110.00",
"2021","3358","Business Cards","Goods","Oregon Corrections Enterprises","3691 State St","Salem","OR","97301","2020-09-03T00:00:00.000",,"2020-10-07T00:00:00.000",,"45.00",
"2021","3359","IT - Network Security Equipment","Goods","CDW Government LLC","230 N Milwaukee Ave","Vernon Hills","IL","60061","2020-09-03T00:00:00.000",,"2020-09-24T00:00:00.000",,"8472.28",
"2021","3362","Conference Registration","Services","International Institute of Business Analysis","115 George Street","Oakville","Ontario","L6J 0A2","2020-10-20T00:00:00.000",,"2020-10-23T00:00:00.000",,"717.60",
"2021","3363","Training Registration","Services","Government Finance Officers Association","203 N LaSalle Street","Chicago","IL","60601","2020-09-16T00:00:00.000",,"2020-09-16T00:00:00.000",,"85.00",
"2021","3365","Software Addon","Services","Apps for Tableau","7575 BB Oldenzaal","The Netherlands","Netherlands",,"2020-10-01T00:00:00.000",,"2021-09-30T00:00:00.000",,"1448.20",
"2021","3366","Training Registration","Services","DATAVERSITY","13020 Dickens Street","Studio City","CA","91604","2020-10-01T00:00:00.000",,"2020-10-12T00:00:00.000",,"499.00",
"2021","3372","Conference Registration","Services","Oregon Government Finance Officer Association (OGFOA)","P.O. Box 995","Canby","Oregon","97013","2020-10-01T00:00:00.000",,"2020-10-31T00:00:00.000",,"150.00",
"2021","3373","IT - Peripheral Equipment","Goods","CDW Government LLC","230 N Milwaukee Ave","Vernon Hills","IL","60061","2020-09-15T00:00:00.000",,"2020-09-29T00:00:00.000",,"207.98",
"2021","3376","Nameplate and Base","Goods","Pearl Buck Center Incorporated","3690 W 1st","Eugene","OR","97301","2020-09-16T00:00:00.000",,"2020-10-28T00:00:00.000",,"27.83",
"2021","3377","Business Cards","Goods","Oregon Corrections Enterprises","3691 State St","Salem","OR","97301","2020-09-16T00:00:00.000",,"2020-10-26T00:00:00.000",,"45.00",
"2021","3381","IT Software Support","Services","SHI International Corp","290 Davidson Ave","Somerset","NJ","8873","2020-11-22T00:00:00.000",,"2021-11-21T00:00:00.000",,"613.42",
"2021","3382","Training Registration","Services","Skyline ATS","490 Division Street","Campbell","California","95008","2020-10-05T00:00:00.000",,"2020-10-09T00:00:00.000",,"4195.00",
"2021","3385","Calendar","Goods","Staples, Inc.","500 Staples Drive","Framingham","MA","1702","2020-09-18T00:00:00.000",,"2020-09-30T00:00:00.000",,"13.00",
"2021","3386","Sierra Springs 9.16.2020 Water Invoice","Goods and Services","Sierra Springs","4050 Fairview Industrial Dr SE","Salem","OR","97302","2020-09-21T00:00:00.000",,"2020-09-23T00:00:00.000",,"9.50",
"2021","3392","Conference Registration","Services","Robert Toigo Foundation","180 Grand Avenue","Oakland","California","94612","2020-10-06T00:00:00.000",,"2020-10-14T00:00:00.000",,"155.97",
"2021","3393","Business Cards","Goods","Oregon Corrections Enterprises","3691 State St","Salem","OR","97301","2020-09-24T00:00:00.000",,"2020-11-04T00:00:00.000",,"45.00",
"2021","3395","Conference Registration","Services","P2F2","P.O. Box 33","Hilliard","OH","43026","2020-10-16T00:00:00.000",,"2020-10-30T00:00:00.000",,"500.00",
"2021","3397","IT Security Software","Goods","SHI International Corp","290 Davidson Ave","Somerset","NJ","8873","2020-09-29T00:00:00.000",,"2021-05-06T00:00:00.000",,"10060.86",
"2021","3401","Conference Registration","Services","Oregon Government Finance Officer Association (OGFOA)","P.O. Box 995","Canby","Oregon","97013","2020-10-06T00:00:00.000",,"2020-10-29T00:00:00.000",,"150.00",
"2021","3402","Salem Reporter Subscription Renewal","Goods","Salem Reporter","2925 River Rd S","Salem","OR","97302","2020-11-26T00:00:00.000",,"2021-11-26T00:00:00.000",,"100.00",
"2021","3405","Recruitment","Services","LatPro, INC","3980 Broadway","Boulder","Colorado","80304","2020-09-28T00:00:00.000",,"2021-09-28T00:00:00.000",,"5000.00",
"2021","3407","Nameplate and Base","Goods","Pearl Buck Center Incorporated","3690 W 1st","Eugene","OR","97301","2020-10-06T00:00:00.000",,"2020-10-22T00:00:00.000",,"27.83",
"2021","3413","Application Fee","Services","Oregon Secretary of State","255 Capitol St NE, Suite 180","Salem","OR","97310","2020-10-12T00:00:00.000",,"2020-10-31T00:00:00.000",,"40.00",
"2021","3414","Software License Renewal","Goods","SHI International Corp","290 Davidson Ave","Somerset","NJ","8873","2021-01-04T00:00:00.000",,"2022-01-04T00:00:00.000",,"3330.70",
"2021","3416","Conference Registration","Services","CFA Institute","915 East High Street","Charlottesville","VA","22902","2020-10-27T00:00:00.000",,"2020-10-29T00:00:00.000",,"150.00",
"2021","3417","Training Registration","Services","Willamette University","900 State Street","Salem","Oregon","97301","2020-11-20T00:00:00.000",,"2020-12-11T00:00:00.000",,"390.00",
"2021","3420","IT Computer Bundle","Goods","CDW Government LLC","230 N Milwaukee Ave","Vernon Hills","IL","60061","2020-10-16T00:00:00.000",,"2020-10-30T00:00:00.000",,"1687.99",
"2021","3421","Sierra Springs October 2020 Invoice","Goods and Services","Sierra Springs","4050 Fairview Industrial Dr SE","Salem","OR","97302","2020-10-16T00:00:00.000",,"2020-10-21T00:00:00.000",,"9.50",
"2021","3423","Training Registration","Services","Udemy","600 Harrison Street","San Francisco","California","94107","2020-11-16T00:00:00.000",,"2020-11-20T00:00:00.000",,"14.99",
"2021","3424","Training Registration","Services","Udemy","600 Harrison Street","San Francisco","California","94107","2020-12-21T00:00:00.000",,"2021-01-08T00:00:00.000",,"16.99",
"2021","3429","OregonSaves Mailing","Services","DAS Publishing & Distribution","550 Airport Rd SE","Salem","Oregon","97301","2020-10-23T00:00:00.000",,"2021-01-15T00:00:00.000",,"6700.00",
"2021","3430","OregonSaves Mailing","Services","DAS Publishing & Distribution","550 Airport Rd SE","Salem","Oregon","97301","2020-10-23T00:00:00.000",,"2021-01-15T00:00:00.000",,"3850.00",
"2021","3432","Nameplate and Base","Goods","Pearl Buck Center Incorporated","3690 W 1st","Eugene","OR","97301","2020-10-19T00:00:00.000",,"2020-11-02T00:00:00.000",,"27.83",
"2021","3433","Training Registration","Services","Oregon Department of Administrative Services","155 Cottage St NE","Salem","OR","97301","2020-10-28T00:00:00.000",,"2020-10-28T00:00:00.000",,"0.00",
"2021","3436","Training Registration","Services","Oregon Department of Administrative Services","155 Cottage St NE","Salem","OR","97301","2020-10-29T00:00:00.000",,"2020-10-29T00:00:00.000",,"0.00",
"2021","3437","Training Registration","Services","Oregon Department of Administrative Services","155 Cottage St NE","Salem","OR","97301","2020-10-29T00:00:00.000",,"2020-10-29T00:00:00.000",,"0.00",
"2021","3440","Oregon Arts Commission - Proposal fee","Services","Ilan Averbuch","10-15 48th Avenue","Long Island City","NY","11101","2020-11-01T00:00:00.000",,"2021-02-28T00:00:00.000",,"2000.00",
"2020","2725","Professional Services","Services","Pacifica Law Group, LLP","1191 Second Ave, Suite 2000","Seattle","WA","98101","2020-01-01T00:00:00.000",,"2022-12-31T00:00:00.000",,"250000.00",
"2020","2724","Professional Services","Services","Orrick, Herrington & Sutcliffe LLP","1120 NW Couch Street, Suite 200","Portland","OR","97209","2020-01-01T00:00:00.000",,"2022-12-31T00:00:00.000",,"1000000.00",
"2020","2417","IT Accessories","Goods","CDW Government LLC","230 N Milwaukee Ave","Vernon Hills","IL","60061","2019-09-06T00:00:00.000",,"2019-09-20T00:00:00.000",,"29.22",
"2020","2723","Printing","Goods and Services","DAS Publishing & Distribution","550 Airport Rd SE","Salem","Oregon","97301","2019-12-12T00:00:00.000",,"2020-02-15T00:00:00.000",,"620.00",
"2020","2719","Software Renewal","Services","SHI International Corp","290 Davidson Ave","Somerset","NJ","8873","2019-12-12T00:00:00.000",,"2021-01-04T00:00:00.000",,"11146.08",
"2020","2416","Recruitment","Services","LinkedIn","2029 Stierlin Ct. Ste. 200","Mountain View","CA","94043","2019-09-06T00:00:00.000",,"2019-10-06T00:00:00.000",,"250.00",
"2020","2261","Software Licenses","Services","SHI International Corp","290 Davidson Ave","Somerset","NJ","8873","2019-08-02T00:00:00.000",,"2020-07-30T00:00:00.000",,"4134.25",
"2020","2718","Office Services","Services","Fast Signs","2290 Commercial Street SE # 101","Salem","OR","97302","2019-12-11T00:00:00.000",,"2019-12-11T00:00:00.000",,"154.68",
"2020","2717","IT Hardware, Accessories, & Warranty","Goods","CDW Government LLC","230 N Milwaukee Ave","Vernon Hills","IL","60061","2019-12-11T00:00:00.000",,"2019-12-26T00:00:00.000",,"1700.00",
"2020","2415","Recruitment","Services","LinkedIn","2029 Stierlin Ct. Ste. 200","Mountain View","CA","94043","2019-09-06T00:00:00.000",,"2019-10-06T00:00:00.000",,"200.00",
"2020","2716","Training","Services","Basic Rights Oregon","620 SW 5th Ave Suite 1210","Portland","OR","97201","2019-12-10T00:00:00.000",,"2020-12-10T00:00:00.000",,"6000.00",
"2020","2715","Office Services","Services","Suddath Relocation Systems of Oregon, LLC","9611 NE Sunderland Ave","Portland","OR","97211","2019-08-13T00:00:00.000",,"2019-09-30T00:00:00.000",,"594.50",
"2020","2414","Office Services","Services","Suddath Relocation Systems of Oregon, LLC","9611 NE Sunderland Ave","Portland","OR","97211","2019-09-06T00:00:00.000",,"2019-09-13T00:00:00.000",,"1252.64",
"2020","2260","Room Rental","Goods and Services","Salem Alliance Church","555 Gaines St NE","Salem","Oregon","97301","2019-07-30T00:00:00.000",,"2019-07-30T00:00:00.000",,"155.00",
"2020","2177","IT Hardware & Licenses","Goods and Services","CDW Government LLC","230 N Milwaukee Ave","Vernon Hills","IL","60061","2019-07-08T00:00:00.000",,"2022-07-12T00:00:00.000",,"9700.00",
"2020","2714","Office Furniture Repair","Goods and Services","Commercial Business Furniture","1070 Commercial St NE","Salem","OR","97301","2019-12-10T00:00:00.000",,"2019-12-24T00:00:00.000",,"82.05",
"2020","2712","IT Accessories","Goods","CDW Government LLC","230 N Milwaukee Ave","Vernon Hills","IL","60061","2019-12-09T00:00:00.000",,"2019-12-23T00:00:00.000",,"30.00",
"2020","2413","Name Plate","Goods","Pearl Buck Center Incorporated","3690 W 1st","Eugene","OR","97301","2019-09-06T00:00:00.000",,"2019-11-12T00:00:00.000",,"40.00",
"2020","2711","Services Agreement","Services","True Link Financial, INC","PO Box 581","San Francisco","CA","94104","2019-12-01T00:00:00.000",,"2021-11-30T00:00:00.000",,"114000.00",
"2020","2710","2019 Conference Registration","Services","Oregon Business Plan","1100 SW 6th Avenue","Portland","OR","97204","2019-12-09T00:00:00.000",,"2019-12-16T00:00:00.000",,"150.00",
"2020","2411","2019 Training Registration","Services","Oregon Department of Administrative Services","155 Cottage St NE","Salem","OR","97301","2019-09-05T00:00:00.000",,"2019-11-13T00:00:00.000",,"150.00",
"2020","2259","Room Rental","Services","Springfield School District","1890 N. 42nd Street","Springfield","Oregon","97477","2019-08-06T00:00:00.000",,"2019-08-06T00:00:00.000",,"75.00",
"2020","2708","Business Cards","Goods","Oregon Corrections Enterprises","3691 State St","Salem","OR","97301","2019-12-09T00:00:00.000",,"2019-12-23T00:00:00.000",,"45.00",
"2020","2410","Business Cards","Goods","DAS Publishing & Distribution","550 Airport Rd SE","Salem","Oregon","97301","2019-09-04T00:00:00.000",,"2019-09-30T00:00:00.000",,"45.00",
"2020","2707","Business Cards","Goods","Oregon Corrections Enterprises","3691 State St","Salem","OR","97301","2019-12-09T00:00:00.000",,"2020-01-30T00:00:00.000",,"45.00",
"2020","2706","Capitol Office Meeting","Goods and Services","Amadeus Restaurant","135 Liberty St NE","Salem","OR","97301","2019-12-10T00:00:00.000",,"2019-12-25T00:00:00.000",,"994.00",
"2020","1951","Lodging","Services","Hilton","7930 Jones Branch Drive","McLean","VA","22102","2019-07-22T00:00:00.000",,"2019-07-25T00:00:00.000",,"735.21",
"2020","2409","Business Cards","Goods","DAS Publishing & Distribution","550 Airport Rd SE","Salem","Oregon","97301","2019-09-04T00:00:00.000",,"2019-09-30T00:00:00.000",,"45.00",
"2020","2705","2020 Conference Registration","Services","National Association of State Treasurers","1201 Pennsylvania Ave NW, Suite 800","Washington","DC","20004","2019-12-06T00:00:00.000",,"2020-02-11T00:00:00.000",,"660.00",
"2020","2255","Membership","Goods and Services","National Association of Government Defined Contribution Administrators, Inc","PO Box 1017","Lexington","Kentucky","40588-1017","2019-07-31T00:00:00.000",,"2019-12-31T00:00:00.000",,"300.00",
"2020","2704","Publication Subscription","Services","Financial Times Ltd","Bracken House","London",,"EC4M 9BT","2019-12-01T00:00:00.000",,"2020-11-30T00:00:00.000",,"8397.00",
"2020","2408","Recruitment","Services","LinkedIn","2029 Stierlin Ct. Ste. 200","Mountain View","CA","94043","2019-09-04T00:00:00.000",,"2019-10-04T00:00:00.000",,"300.00",
"2020","2703","Publication Subscription","Services","Dow Jones & Company, Inc.","1211 Avenue of the Americas","New York","NY","10036","2019-12-01T00:00:00.000","2020-07-13T00:00:00.000","2020-11-30T00:00:00.000","2020-11-30T00:00:00.000","12919.50","793.62"
"2020","2703","Publication Subscription","Services","Dow Jones & Company, Inc.","1211 Avenue of the Americas","New York","NY","10036","2019-12-01T00:00:00.000","2020-07-27T00:00:00.000","2020-11-30T00:00:00.000","2020-11-30T00:00:00.000","12919.50","89.35"
"2020","2407","Recruitment","Services","LinkedIn","2029 Stierlin Ct. Ste. 200","Mountain View","CA","94043","2019-08-30T00:00:00.000",,"2019-09-30T00:00:00.000",,"200.00",
"2020","2703","Publication Subscription","Services","Dow Jones & Company, Inc.","1211 Avenue of the Americas","New York","NY","10036","2019-12-01T00:00:00.000","2020-01-17T00:00:00.000","2020-11-30T00:00:00.000","2020-11-30T00:00:00.000","12919.50","223.73"
"2020","2254","2019 Conference Registration","Services","National Association of State Treasurers","1201 Pennsylvania Ave NW, Suite 800","Washington","DC","20004","2019-08-01T00:00:00.000",,"2019-10-09T00:00:00.000",,"610.00",
"2020","2702","Lodging","Goods and Services","Aria Resort & Casino","3730 S Las Vegas Blvd","Las Vegas","NV","89158","2019-12-06T00:00:00.000",,"2020-02-25T00:00:00.000",,"650.00",
"2020","2403","Lodging","Goods and Services","The Westin Copley Place, Boston","10 Huntington Avenue","Boston","MA","2116","2019-09-13T00:00:00.000",,"2019-10-19T00:00:00.000",,"1203.53",
"2020","2701","Lipper Data Base","Services","eVestment Alliance, LLC","4994 Lower Roswell Road Suite 1","Marietta","GA","30068","2006-05-01T00:00:00.000","2019-12-10T00:00:00.000","2025-04-30T00:00:00.000","2025-06-30T00:00:00.000","100000.00","3600.00"
"2020","2700","Printing","Goods and Services","DAS Publishing & Distribution","550 Airport Rd SE","Salem","Oregon","97301","2019-12-05T00:00:00.000",,"2020-03-15T00:00:00.000",,"300.00",
"2020","2402","IT Hardware, Accessories, & Warranty","Goods","CDW Government LLC","230 N Milwaukee Ave","Vernon Hills","IL","60061","2019-09-03T00:00:00.000",,"2022-09-03T00:00:00.000",,"3300.00",
"2020","2698","IT Hardware","Goods","CDW Government LLC","230 N Milwaukee Ave","Vernon Hills","IL","60061","2019-12-05T00:00:00.000",,"2020-01-03T00:00:00.000",,"1700.00",
"2020","2253","IT Hardware + Warranty","Goods","CDW Government LLC","230 N Milwaukee Ave","Vernon Hills","IL","60061","2019-07-29T00:00:00.000",,"2022-07-29T00:00:00.000",,"2000.00",
"2020","2697","OSTF Board Meeting","Goods","Einstein Noah Restaurant Group, Inc.","NW 6042","Minneapolis","MN","55403","2020-01-09T00:00:00.000",,"2020-01-10T00:00:00.000",,"89.96",
"2020","2401","Due Diligence Trip","Goods and Services","Amtrak","1 Massachusetts Ave., NW","Washington","DC","20001","2019-08-28T00:00:00.000",,"2019-10-25T00:00:00.000",,"53.00",
"2020","2696","IT Hardware, Accessories, & Warranty","Goods","CDW Government LLC","230 N Milwaukee Ave","Vernon Hills","IL","60061","2019-12-05T00:00:00.000",,"2022-12-05T00:00:00.000",,"1800.00",
"2020","2695","IT Hardware & Warranty","Goods","CDW Government LLC","230 N Milwaukee Ave","Vernon Hills","IL","60061","2019-12-05T00:00:00.000",,"2022-12-19T00:00:00.000",,"5100.00",
"2020","2400","Office Services","Services","Pacific Realty Associates, LP","15350 SW Sequoia Pkwy, Suite 300","Portland","OR","97224","2019-09-03T00:00:00.000",,"2019-12-31T00:00:00.000",,"13500.00",
"2020","2694","Publication Subscription","Goods and Services","Financial Times Ltd","Bracken House","London",,"EC4M 9BT","2019-11-28T00:00:00.000",,"2020-11-27T00:00:00.000",,"335.40",
"2020","2252","IT Accessories","Goods","CDW Government LLC","230 N Milwaukee Ave","Vernon Hills","IL","60061","2019-07-29T00:00:00.000",,"2019-08-29T00:00:00.000",,"950.00",
"2020","2693","OPPA Membership Dues","Services","Oregon Public Purchasing Association","555 Court St NE Ste 4247","Salem","OR","97301","2019-12-31T00:00:00.000",,"2020-12-31T00:00:00.000",,"50.00",
"2020","2399","Due Diligence Trip","Goods and Services","Amtrak","1 Massachusetts Ave., NW","Washington","DC","20001","2019-08-28T00:00:00.000",,"2019-10-25T00:00:00.000",,"53.00",
"2020","2692","Office Supplies","Goods","Commercial Business Furniture","1070 Commercial St NE","Salem","OR","97301","2019-12-04T00:00:00.000",,"2019-12-18T00:00:00.000",,"800.00",
"2020","2691","Office Supplies","Goods","Commercial Business Furniture","1070 Commercial St NE","Salem","OR","97301","2019-12-04T00:00:00.000",,"2019-12-18T00:00:00.000",,"80.00",
"2020","1923","Membership Renewal","Services","Info-Tech Research Group Inc.","3960 Howard Hughes Parkway Suite 500","Las Vegas","NV","89169","2019-07-25T00:00:00.000","2020-01-07T00:00:00.000","2020-07-25T00:00:00.000","2020-03-30T00:00:00.000","90800.00","0.00"
"2020","2398","Recruitment","Services","LinkedIn","2029 Stierlin Ct. Ste. 200","Mountain View","CA","94043","2019-08-28T00:00:00.000",,"2019-09-28T00:00:00.000",,"410.00",
"2020","2690","Software Subscription Fee","Services","1099Express.com","512 Woodlake Dr,","McQueeney","TX","78123","2019-12-04T00:00:00.000",,"2020-12-31T00:00:00.000",,"119.00",
"2020","2251","Office Services","Services","Commercial Business Furniture","1070 Commercial St NE","Salem","OR","97301","2019-07-29T00:00:00.000",,"2019-08-05T00:00:00.000",,"65.00",
"2020","1225","Account Custodian","Services","State Street Bank and Trust Company","1 Lincoln St, 3rd floor","Boston","MA","2111","2012-05-31T00:00:00.000","2020-02-24T00:00:00.000","2020-09-30T00:00:00.000","2020-06-30T00:00:00.000","1.00","0.00"
"2020","2689","IT Accessories","Goods","CDW Government LLC","230 N Milwaukee Ave","Vernon Hills","IL","60061","2019-12-04T00:00:00.000",,"2019-12-18T00:00:00.000",,"250.00",
"2020","2397","2019 Training Membership","Services","Business Analysis Excellence","Moxhams Road","Melboutne","Victoria","3000","2019-08-30T00:00:00.000",,"2019-12-05T00:00:00.000",,"100.00",
"2020","2688","2020 Conference Registration","Services","National Association of State Treasurers","1201 Pennsylvania Ave NW, Suite 800","Washington","DC","20004","2019-12-04T00:00:00.000",,"2020-02-12T00:00:00.000",,"630.00",
"2020","2687","Name Plate","Goods","Pearl Buck Center Incorporated","3690 W 1st","Eugene","OR","97301","2019-12-04T00:00:00.000",,"2019-12-18T00:00:00.000",,"40.00",
"2020","2396","IT Accessories","Goods","CDW Government LLC","230 N Milwaukee Ave","Vernon Hills","IL","60061","2019-08-29T00:00:00.000",,"2019-09-27T00:00:00.000",,"60.00",
"2020","2685","Name Plate","Goods","Pearl Buck Center Incorporated","3690 W 1st","Eugene","OR","97301","2019-12-04T00:00:00.000",,"2019-12-18T00:00:00.000",,"40.00",
"2020","2249","2019 Conference Registration","Services","P2F2","P.O. Box 33","Hilliard","OH","43026","2019-07-26T00:00:00.000",,"2019-10-23T00:00:00.000",,"525.00",
"2020","2684","Name Plate","Goods","Pearl Buck Center Incorporated","3690 W 1st","Eugene","OR","97301","2019-12-04T00:00:00.000",,"2019-12-18T00:00:00.000",,"40.00",
"2020","2395","IT Accessories","Goods","CDW Government LLC","230 N Milwaukee Ave","Vernon Hills","IL","60061","2019-08-29T00:00:00.000",,"2019-09-27T00:00:00.000",,"30.00",
"2020","2683","Office Supplies","Goods","Commercial Business Furniture","1070 Commercial St NE","Salem","OR","97301","2019-12-04T00:00:00.000",,"2019-12-18T00:00:00.000",,"80.00",
"2020","2682","Office Supplies","Goods","Commercial Business Furniture","1070 Commercial St NE","Salem","OR","97301","2019-12-04T00:00:00.000",,"2019-12-18T00:00:00.000",,"80.00",
"2020","2394","IT Accessories","Goods","Amazon.com, Inc.","410 Terry Ave N","Seattle","WA","98109","2019-08-29T00:00:00.000",,"2019-09-13T00:00:00.000",,"415.55",
"2020","2681","Name Plate","Goods","Pearl Buck Center Incorporated","3690 W 1st","Eugene","OR","97301","2019-12-04T00:00:00.000",,"2019-12-18T00:00:00.000",,"40.00",
"2020","2248","2019 Membership","Services","P2F2","P.O. Box 33","Hilliard","OH","43026","2019-07-23T00:00:00.000",,"2020-01-26T00:00:00.000",,"100.00",
