"Agency, Board, Commission, Branch",Meeting Title,Short Description,Start Date & Time,End Date & Time,Meeting Location,City,Details,Public Comment Accepted,Contact Name,Phone Number,Contact Email,Web Link (optional),Map Link,Calendar Link,ADA Contact,ADA Contact Phone,ADA Contact Email,Webinar/Webcast?,Public Call-In Number,Call-in Access Code,Agenda URL,Webinar/Webcast Link,Map Location,Owner,Agenda Upload,Weblink to Meeting Minutes/Summaries
Transportation Department,Statewide Transportation Improvement Fund Rules Advisory Committee Meeting,,12/12/2017 02:00:00 PM,12/12/2017 05:00:00 PM,"ODOT TLC Building, 4040 Fairview Industrial Drive SE, Diamond Lake Room", Salem,"For complete information, visit http://www.oregon.gov/ODOT/RPTD/Pages/STIF.aspx",,Karyn Criswell,503.856.6172,Karyn.C.CRISWELL@odot.state.or.us,,,,,,,true,,,,,,,,
Transportation Department,Safe Routes to Schools (SRTS) Rule Advisory Committee (RAC),"Planning and Goal Setting for SRTS Rule Advisory Committee program design, priorities, and program guidance.",12/13/2017 01:00:00 PM,12/13/2017 04:00:00 PM,"CCBI, 626 High St NE, Room 115", Salem,"The Oregon Transportation Commission, or OTC, has formed a Rulemaking Advisory Committee to amend the Oregon Safe Routes to School Rule (OAR 737-025). The purpose of the committee is to align the rule with new funding made available by recent state legislation, and consider how infrastructure funding for Safe Routes to School should be structured. The committee is advisory to the Oregon Department of Transportation and OTC.",Yes,Susan Peithman,,Susan.Peithman@odot.state.or.us,,"https://www.google.com/maps/place/Chemeketa+Center+for+Business+and+Industry/@44.9454079,-123.0360957,17z/data=!3m1!4b1!4m5!3m4!1s0x54bffe79b4552305:0x3f9ee24f77b1be96!8m2!3d44.9454041!4d-123.0339017?hl=en",,Amanda Cody,(503) 986-3317,amanda.r.cody@odot.state.or.us,,,,,,,,,http://www.oregon.gov/ODOT/Programs/Pages/SRTS-RAC.aspx
Transportation Department,Public Transportation Advisory Committee Meeting,,01/08/2018 01:00:00 PM,01/08/2018 04:30:00 PM,ODOT Region 2 Campus Building X 885 Airport Rd. SE, Salem,,,Jaimie Baldwin,503-986-3669,Jaimie.BALDWIN@odot.state.or.us,,,,,,,,,,,,,,,http://www.oregon.gov/ODOT/RPTD/Pages/PTAC.aspx
Transportation Department,Statewide Transportation Improvement Fund Rules Advisory Committee Meeting,,01/09/2018 03:00:00 PM,01/09/2018 07:00:00 PM,"​ODOT, Region 2 Campus 885 Airport Rd. SE, Building X", Salem,"For complete information, visit http://www.oregon.gov/ODOT/RPTD/Pages/STIF.aspx",,Karyn Criswell,503.856.6172,Karyn.C.CRISWELL@odot.state.or.us,,,,,,,,,,,,,,,
Transportation Department,Motor Carrier Transportation Advisory Committee,Panel of state government and industry representatives,01/11/2018 08:30:00 AM,01/11/2018 11:30:00 AM,3930 Fairview Industrial Dr. SE (2nd Floor - Ashland Conf. Rm.), Salem,"The committee is made up of representatives from the Oregon Department of Transportation, Oregon State Police, the trucking industry, and related industries",,Tara L. Caton,,tara.l.caton@odot.state.or.us,,,,,,,,888 204-5984,1401540##,http://www.oregon.gov/ODOT/MCT/MCTAC%20Minutes/January2018MCTACagenda.pdf,,,,,http://www.oregon.gov/ODOT/MCT/Pages/MCTAC.aspx
Transportation Department,DMV Service Transformation Program Oversight Task Force Meeting,Meeting of DMV Service Transformation Program Oversight Task Force,01/12/2018 03:00:00 PM,01/12/2018 04:30:00 PM,"Oregon Department of Transportation Building, Gail L. Achterman Commission Room (Room 103), 355 Capitol Street NE", Salem,"The DMV Service Transformation Program Oversight Task Force brings together expertise on Oregon Information Technology (IT) projects, legislative processes and private sector IT technical experiences. The Task Force, initiated in November 2015, has been meeting periodically to partner with ODOT and DMV leadership to review complex topics, ask tough questions and provide thoughtful counsel to STP leadership through the life of the program.",No,Lauren Mulligan,503-947-4072,lauren.e.mulligan@odot.state.or.us,,,,,,,,,,http://www.oregon.gov/ODOT/DMV/Pages/STP/STP_Task_Force.aspx,,,,,
Transportation Department,Oregon Traffic Control Devices Committee,Bi-monthly meeting,01/19/2018 09:00:00 AM,01/19/2018 12:00:00 PM,"ODOT TLC Bldg., Alsea Conf. Rm., 4040 Fairview Industrial Dr.", Salem,AASHTO Supplemental Sign Guidelines; NCUTCD Update; Asset Management of Traffic Signals; ARTS Program Update; NHTSA's Requirement for Connected Vehicle Communication; Termination of Interim Approval of RRFB,Yes,Kathi McConnell,503-986-3609,kathleen.e.mcconnell@odot.state.or.us,,http://transnet.odot.state.or.us/hwy/techserv/Shared%20Documents/pdf/TLC_Map.pdf,,Kathi McConnell,503-986-3609,kathleen.e.mcconnell@odot.state.or.us,,1-415-594-5500,540-418-275#,,,,,,http://www.oregon.gov/ODOT/Get-Involved/Pages/Traffic-Control-Cmte.aspx
Transportation Department,Motor Carrier Transportation Advisory Committee,Panel of state government and industry representatives,02/08/2018 08:30:00 AM,02/08/2018 11:30:00 AM,3930 Fairview Industrial Dr. SE (2nd Floor - Ashland Conf. Rm.), Salem,"The committee is made up of representatives from the Oregon Department of Transportation, Oregon State Police, the trucking industry, and related industries.",,Tara L. Caton,,tara.l.caton@odot.state.or.us,,,,,,,,1-888-204-5984,1401540##,http://www.oregon.gov/ODOT/MCT/MCTAC%20Minutes/February2018MCTACagenda.pdf,,,,,http://www.oregon.gov/ODOT/MCT/Pages/MCTAC.aspx
Transportation Department,Statewide Transportation Improvement Fund Rules Advisory Committee Meeting,,02/13/2018 03:00:00 PM,02/13/2018 07:00:00 PM,"​ODOT, Region 2 Campus 885 Airport Rd. SE, Building X ", Salem,"For complete information, visit http://www.oregon.gov/ODOT/RPTD/Pages/STIF.aspx",,Karyn Criswell,503.856.6172,Karyn.C.CRISWELL@odot.state.or.us,,,,,,,,,,,,,,,
Transportation Department,Motor Carrier Transportation Advisory Committee,Panel of state government and industry representatives,03/08/2018 08:30:00 AM,03/08/2018 11:30:00 AM,3930 Fairview Industrial Dr. SE (2nd Floor - Ashland Conf. Rm.), Salem,"The committee is made up of representatives from the Oregon Department of Transportation, Oregon State Police, the trucking industry, and related industries.",,Tara L. Caton,,tara.l.caton@odot.state.or.us,,,,,,,,1-888-204-5984,1401540##,http://www.oregon.gov/ODOT/MCT/MCTAC%20Minutes/March2018MCTACagenda.pdf,https://join.me/mctd.admin,,,,http://www.oregon.gov/ODOT/MCT/Pages/MCTAC.aspx
Transportation Department,Motor Carrier Transportation Advisory Committee,Panel of state government and industry representatives,03/08/2018 08:30:00 AM,03/08/2018 11:30:00 AM,3930 Fairview Industrial Dr. SE (2nd Floor - Ashland Conf. Rm.), Salem,"The committee is made up of representatives from the Oregon Department of Transportation, Oregon State Police, the trucking industry, and related industries.",,Tara L. Caton,,tara.l.caton@odot.state.or.us,,,,,,,,1-888-204-5984,1401540##,http://www.oregon.gov/ODOT/MCT/MCTAC%20Minutes/March2018MCTACagenda.pdf,https://join.me/mctd.admin,,,,http://www.oregon.gov/ODOT/MCT/Pages/MCTAC.aspx
Transportation Department,Public Transportation Advisory Committee Meeting,,03/12/2018 01:00:00 PM,03/12/2018 04:30:00 PM,ODOT Region 2 Campus Building X 885 Airport Rd. SE, Salem,,,Jaimie Baldwin,,Jaimie.BALDWIN@odot.state.or.us,,,,,,,,,,,,,,,http://www.oregon.gov/ODOT/RPTD/Pages/PTAC.aspx
Transportation Department,Rail Advisory Committee Meeting,,03/13/2018 09:00:00 AM,03/13/2018 04:00:00 PM,"Portland International Airport, Conference Center, St. Helen's Room A, 7000 NE Airport Way", Portland,,,Kathy Holmes,503-986-5174,Kathy.C.Holmes@odot.state.or.us,,,,,,,,,,,,,,,http://www.oregon.gov/odot/rptd/pages/rac.aspx
Transportation Department,Speed Zone Review Panel Hearing,Hear contested speed zone cases,03/21/2018 01:00:00 PM,03/21/2018 03:00:00 PM,"ODOT Motor Carrier Bldg., Ashland Conf. Room, 3930 Fairview Industrial Drive SE", Salem,The City of Portland is contesting recent speed zone investigation recommendation for speed on West Burnside Road and the City of Lostine is contesting recent speed zone investigation recommendation for speed on the Wallowa Lake Highway (OR82).,Yes,Kathleen McConnell,503-986-3609,kathleen.e.mcconnell@odot.state.or.us,,http://transnet.odot.state.or.us/hwy/techserv/Shared%20Documents/pdf/TLC_Map.pdf,,Kathleen McConnell,503-986-3609,kathleen.e.mcconnell@odot.state.or.us,,1-415-594-5500,540-418-275 # ,,,,,,
Transportation Department,Safe Routes to Schools- Rules Advisory Committee,"The Oregon Transportation Commission, or OTC, has formed a Rulemaking Advisory Committee to amend the Oregon Safe Routes to School Rule (OAR 737-025). The purpose of the committee is to align the rule with new funding made available by recent state legislation, and consider how infrastructure funding for Safe Routes to School should be structured. The committee is advisory to the Oregon Department of Transportation and OTC.",04/03/2018 09:00:00 AM,04/03/2018 02:30:00 PM,"CCBI Room 115, 626 High St NE ", Salem,"Meet #5 Goals: Agree on program structure such as project selection criteria, eligibility requirements, and solicitation process; Next Steps and Program timeline; Review OAR Revisions; and receive Public Comment.",Yes,LeeAnne Fergason,(503) 986-5805,LeeAnne.FERGASON@odot.state.or.us,,https://goo.gl/maps/qUXFtaEvgqv,,,,,,,,http://www.oregon.gov/ODOT/Programs/Pages/SRTS-RAC.aspx,,,,,http://www.oregon.gov/ODOT/Programs/Pages/SRTS-RAC.aspx
Transportation Department,Statewide Transportation Improvement Fund Rules Advisory Committee,,04/10/2018 03:00:00 PM,04/10/2018 05:00:00 PM,"​ODOT, Region 2 Campus 885 Airport Rd. SE, Building X", Salem,"For complete information, visit http://www.oregon.gov/ODOT/RPTD/Pages/STIF.aspx",,Karyn Criswell,503.856.6172,Karyn.C.CRISWELL@odot.state.or.us,,,,,,,,,,,,,,,
Transportation Department,Winter Recreation Advisory Committee,,04/18/2018 08:30:00 AM,04/18/2018 09:30:00 AM,455 Airport Road SE,Salem,The WRAC meets throughout the year to advise the Department of Transportation on matters related to the winter recreation (Sno-Park) program.,,Karen Morrison,,karen.j.morrison@odot.state.or.us,,,,,,,,,,,,,,,
Transportation Department,Autonomous Vehicle Task Force,Framing the future for autonomous vehicles in Oregon,04/18/2018 09:00:00 AM,04/18/2018 11:00:00 AM,"Chemeketa Center for Business, 626 High St. NE", Salem,"The Task Force on Autonomous Vehicles looks into how AVs intersect with issues including licensing and registration, insurance and liability, law enforcement and accident reporting, and cyber security.",Yes,Sarah Kelber,,Sarah.K.Kelber@odot.state.or.us,,,,Alyssa Rash,5039863998,,,,,,,,,,http://www.oregon.gov/ODOT/Get-Involved/Pages/Task-Force-on-Autonomous-Vehicles.aspx
Transportation Department,Continuous Improvement Advisory Committee,Advises the Oregon Transportation Commission on ways to improve the Oregon Department of Transportation. ,04/24/2018 01:00:00 PM,04/24/2018 05:00:00 PM,"355 Capitol St. NE, Transportation Bldg. Gail Achterman Room", Salem,The committee helps develop key performance measures and reviews projects over $50 million. Committee recommendations and progress will be reported to the Oregon Legislature. ,,Lynn Averbeck,5039863939,Lynn.AVERBECK@odot.state.or.us,,,,CIAC Assistant,5039863939,ciacadmin@odot.state.or.us,,,,,,,,,http://www.oregon.gov/odot/get-involved/Pages/continuous-improvement-committee.aspx
Transportation Department,Safe Routes to Schools- Rule Advisory Committee (SRTS-RAC),"The Oregon Transportation Commission, or OTC, has formed a Rulemaking Advisory Committee to amend the Oregon Safe Routes to School Rule (OAR 737-025). The purpose of the committee is to align the rule with new funding made available by recent state legislation, and consider how infrastructure funding for Safe Routes to School should be structured. The committee is advisory to the Oregon Department of Transportation and OTC.",05/09/2018 01:00:00 PM,05/09/2018 04:00:00 PM,"Chemeketa Center for Business and Industry, 626 High St NE Room 103", Salem,Meeting #6 Goals: Share progress of Outreach Events planned across the state; Review the draft rule update; Discuss public comments; Develop Program Guidance; Discuss next steps and timeline.,Yes,LeeAnne Fergason,(503) 986-5805,LeeAnne.Fergason@odot.state.or.us,,https://goo.gl/maps/VVBNaXLuHby,,Amanda Cody,(503) 986-3317,Amanda.R.Cody@odot.state.or.us,,1-888-251-2909,868544,https://www.oregon.gov/ODOT/Programs/TDD%20Documents/SRTS-RAC-05-09-18-Agenda.pdf,https://join.me/ActiveTransportation,,,,https://www.oregon.gov/ODOT/Programs/Pages/SRTS-RAC.aspx
Transportation Department,Public Transportation Advisory Committee Meeting,,05/14/2018 01:00:00 PM,05/14/2018 04:30:00 PM,TDA, Klamath Falls,http://www.oregon.gov/ODOT/RPTD/Pages/PTAC.aspx,,Jaimie Baldwin,,Jaimie.BALDWIN@odot.state.or.us,,,,,,,,,,,,,,,
Transportation Department,DMV Service Transformation Program Oversight Taskforce,,05/24/2018 09:00:00 AM,05/24/2018 10:30:00 AM,"Oregon Department of Transportation Building, Gail L. Achterman Commission Room (Room 103)", Salem,"The DMV Service Transformation Program Oversight Task Force brings together expertise on Oregon Information Technology (IT) projects, legislative processes and private sector IT technical experiences. The Task Force, initiated in November 2015, has been meeting periodically to partner with ODOT and DMV leadership to review complex topics, ask tough questions and provide thoughtful counsel to STP leadership through the life of the program.",,Lauren Mulligan,503-947-4072,lauren.e.mulligan@odot.state.or.us,,,,,,,,,,,,,,,
Transportation Department,Task Force on Autonomous Vehicles Licensing/Registration Subcommittee,,05/30/2018 10:00:00 AM,05/30/2018 11:30:00 AM,"Oregon Department of Transportation 355 Capitol Street NE, MS 32 Salem, OR 97301 (Room 340)", Salem,,Yes,Sarah Kelber,,sarah.k.kelber@odot.state.or.us,,,,Alyssa Rash,503-986-3998 or call statewide relay at 7-1-1,,,,,,,,,,http://www.oregon.gov/ODOT/Get-Involved/Pages/Task-Force-on-Autonomous-Vehicles.aspx
Transportation Department,Task Force on Autonomous Vehicles Cybersecurity/Long-Term Policy Subcommittee,,05/30/2018 01:00:00 PM,05/30/2018 02:30:00 PM,"Oregon Department of Transportation 355 Capitol Street NE, MS 32 Salem, OR 97301 (Room 103)", Salem,,Yes,Sarah Kelber,,sarah.k.kelber@odot.state.or.us,,,,Alyssa Rash,503-986-3998 or call statewide relay at 7-1-1,,,,,,,,,,http://www.oregon.gov/ODOT/Get-Involved/Pages/Task-Force-on-Autonomous-Vehicles.aspx
Transportation Department,Bicycle and Pedestrian Advisory Committee (OBPAC),OBPAC acts as a liaison between the public and ODOT on the bicycle and pedestrian transportation system.,05/31/2018 09:00:00 AM,05/31/2018 04:00:00 PM,"Region 1 Headquarters, 123 NW Flanders",Portland,"This committee, appointed by the governor, acts as a liaison between the public and ODOT. They advise ODOT in the regulation of bicycle and pedestrian traffic and the establishment of bikeways and walkways. The committee meets quarterly in various locations around the state to listen to the views and concerns of interested citizens, local officials, and ODOT Region staff. ","Yes, non-agenda items only",Jessica Horning,(503) 986-3555,Jessica.Horning@odot.state.or.us,,,,Amanda Cody,(503) 986-3317,amanda.r.cody@odot.state.or.us,,,,,,,,,http://www.oregon.gov/ODOT/Get-Involved/Pages/OBPAC.aspx
Transportation Department,Task Force on Autonomous Vehicles Law Enforcement/Crash Reporting Subcommittee,,06/06/2018 10:00:00 AM,06/06/2018 11:30:00 AM,"Oregon Department of Transportation 355 Capitol Street NE, MS 32 Salem, OR 97301 (Room 103)", Salem,,Yes,Sarah Kelber,,sarah.k.kelber@odot.state.or.us,,,,Alyssa Rash,503-986-3998 or call statewide relay at 7-1-1,,,,,,,,,,http://www.oregon.gov/ODOT/Get-Involved/Pages/Task-Force-on-Autonomous-Vehicles.aspx
Transportation Department,Task Force on Autonomous Vehicles Insurance/Liability Subcommittee,,06/06/2018 01:00:00 PM,06/06/2018 02:30:00 PM,"Oregon Department of Transportation 355 Capitol Street NE, MS 32 Salem, OR 97301 (Room 103)", Salem,,Yes,Sarah Kelber,,sarah.k.kelber@odot.state.or.us,,,,Alyssa Rash,503-986-3998 or call statewide relay at 7-1-1,,,,,,,,,,http://www.oregon.gov/ODOT/Get-Involved/Pages/Task-Force-on-Autonomous-Vehicles.aspx
Transportation Department,Task Force on Autonomous Vehicles Licensing/Registration Subcommittee,,06/12/2018 10:00:00 AM,06/12/2018 11:30:00 AM,"Oregon Department of Transportation 355 Capitol Street NE, MS 32 Salem, OR 97301 (Room 103)", Salem,,Yes,Sarah Kelber,,sarah.k.kelber@odot.state.or.us,,,,Alyssa Rash,503-986-3998 or call statewide relay at 7-1-1,,,,,,,,,,
Transportation Department,Task Force on Autonomous Vehicles Cybersecurity/Long-Term Policy Subcommittee,,06/12/2018 01:00:00 PM,06/12/2018 02:30:00 PM,"Oregon Department of Transportation 355 Capitol Street NE, MS 32 Salem, OR 97301 (Room 103)", Salem,,Yes,Sarah Kelber,,sarah.k.kelber@odot.state.or.us,,,,Alyssa Rash,503-986-3998 or call statewide relay at 7-1-1,,,,,,,,,,http://www.oregon.gov/ODOT/Get-Involved/Pages/Task-Force-on-Autonomous-Vehicles.aspx
Transportation Department,Motor Carrier Transportation Advisory Committee,Panel of state government and industry representatives,06/14/2018 08:30:00 AM,06/14/2018 11:30:00 AM,3930 Fairview Industrial Dr. SE (2nd Floor - Ashland Conf. Rm.), Salem,"The committee is made up of representatives from the Oregon Department of Transportation, Oregon State Police, the trucking industry, and related industries.",,Tara L. Caton,,tara.l.caton@odot.state.or.us,,,,,,,,1-888-204-5984,1401540##,https://www.oregon.gov/ODOT/MCT/MCTAC%20Minutes/June2018MCTACagenda.pdf,https://join.me/mctd.admin,,,,https://www.oregon.gov/ODOT/MCT/Pages/MCTAC.aspx
Transportation Department,Safe Routes to Schools Infrastructure Grant Program -Statewide Workshop,Learn how to apply for the new ODOT Safe Routes to School Infrastructure Grant Program funds by attending one of ODOT’s upcoming workshops.,06/18/2018 01:00:00 PM,06/18/2018 02:30:00 PM,"Baker County Library, 2400 Resort St",Baker City,"In the summer of 2018, ODOT will solicit proposals for the first round of new Safe Routes To Schools Infrastructure funding. ODOT staff will present a program overview and answer questions about this new opportunity. The presentation will cover SRTS Infrastructure Program specifics including timeline, eligibility, proposal selection process, match requirements, and proposal development tips. The target audiences include city, county, tribes, transit district staff, and interested public school representatives. All workshops are open to the general public. See the website link under 'How to Apply' for more information.",,LeeAnne Fergason - SRTS Program Manager,503.986.5805,LeeAnne.FERGASON@odot.state.or.us,,,,,,,,,,https://www.oregon.gov/ODOT/Programs/TDD%20Documents/SRTS-Workshop-BakerCity-%20Agenda.pdf,,,,,https://www.oregon.gov/ODOT/Programs/Pages/SRTS.aspx
Transportation Department,Task Force on Autonomous Vehicles Insurance/Liability Subcommittee,,06/20/2018 01:00:00 PM,06/20/2018 02:30:00 PM,"Oregon Department of Transportation 355 Capitol Street NE, MS 32 Salem, OR 97301 (Room 103)", Salem,,Yes,Sarah Kelber,,sarah.k.kelber@odot.state.or.us,,,,Alyssa Rash,503-986-3998 or call statewide relay at 7-1-1,,,,,,,,,,http://www.oregon.gov/ODOT/Get-Involved/Pages/Task-Force-on-Autonomous-Vehicles.aspx
Transportation Department,Task Force on Autonomous Vehicles Law Enforcement/Crash Reporting Subcommittee,,06/21/2018 10:00:00 AM,06/21/2018 11:30:00 AM,"Oregon Department of Transportation 355 Capitol Street NE, MS 32 Salem, OR 97301 (Room 103)", Salem,,Yes,Sarah Kelber,,sarah.k.kelber@odot.state.or.us,,,,Alyssa Rash,503-986-3998 or call statewide relay at 7-1-1,,,,,,,,,,http://www.oregon.gov/ODOT/Get-Involved/Pages/Task-Force-on-Autonomous-Vehicles.aspx
Transportation Department,Safe Routes to Schools Infrastructure grant Program- Statewide Workshop,Learn how to apply for the new ODOT Safe Routes to School Infrastructure Grant Program funds by attending one of ODOT’s upcoming workshops.,06/25/2018 03:00:00 PM,06/25/2018 04:30:00 PM,"Chemeketa Center for Business and Industry, 625 High St NE",Salem,"In the summer of 2018, ODOT will solicit proposals for the first round of new Safe Routes To Schools Infrastructure funding. ODOT staff will present a program overview and answer questions about this new opportunity. The presentation will cover SRTS Infrastructure Program specifics including timeline, eligibility, proposal selection process, match requirements, and proposal development tips. The target audiences include city, county, tribes, transit district staff, and interested public school representatives. All workshops are open to the general public. See the website link under 'How to Apply' for more information.",,LeeAnne Fergason - SRTS Program Manager,503.986.5805,LeeAnne.FERGASON@odot.state.or.us,,,,,,,,,,https://www.oregon.gov/ODOT/Programs/TDD%20Documents/SRTS-Workshop-Salem-Agenda.pdf,,,,,https://www.oregon.gov/ODOT/Programs/Pages/SRTS.aspx
Transportation Department,Safe Routes to Schools Infrastructure Grant Program -Statewide Workshop,Learn how to apply for the new ODOT Safe Routes to School Infrastructure Grant Program funds by attending one of ODOT’s upcoming workshops.,06/27/2018 01:00:00 PM,06/27/2018 02:30:00 PM,Webinar- RSVP required,Online Through Join.Me,"In the summer of 2018, ODOT will solicit proposals for the first round of new Safe Routes To Schools Infrastructure funding. ODOT staff will present a program overview and answer questions about this new opportunity. The presentation will cover SRTS Infrastructure Program specifics including timeline, eligibility, proposal selection process, match requirements, and proposal development tips. The target audiences include city, county, tribes, transit district staff, and interested public school representatives. All workshops are open to the general public. See the website link under 'How to Apply' for more information. RSVP to meeting contact: LeeAnne.FERGASON@odot.state.or.us",,LeeAnne Fergason - SRTS Program Manager,503.986.5805,LeeAnne.FERGASON@odot.state.or.us,,,,,,,true,RSVP to contact for this information.,RSVP to contact for this information.,https://www.oregon.gov/ODOT/Programs/TDD%20Documents/SRTS-Webinar-Agenda.pdf,https://join.me/ActiveTransportation1,,,,https://www.oregon.gov/ODOT/Programs/Pages/SRTS.aspx
Transportation Department,Task Force on Autonomous Vehicles Licensing/Registration Subcommittee,Additional meeting to consider AAMVA recommendations,06/28/2018 10:00:00 AM,06/28/2018 11:30:00 AM,"Oregon Department of Transportation 355 Capitol Street NE, MS 32 Salem, OR 97301 (Room 103)", Salem,,Yes,Sarah Kelber,,sarah.k.kelber@odot.state.or.us,,,,Alyssa Rash,503-986-3998 or call statewide relay at 7-1-1,,,,,,,,,,https://www.oregon.gov/ODOT/Get-Involved/Pages/Task-Force-on-Autonomous-Vehicles.aspx
Transportation Department,Safe Routes to Schools Infrastructure Grant Program -Statewide Workshop,Learn how to apply for the new ODOT Safe Routes to School Infrastructure Grant Program funds by attending one of ODOT’s upcoming workshops.,07/02/2018 02:30:00 PM,07/02/2018 04:00:00 PM,"ODOT Region 1 Office, 123 NW Flanders St", Portland,"In the summer of 2018, ODOT will solicit proposals for the first round of new Safe Routes To Schools Infrastructure funding. ODOT staff will present a program overview and answer questions about this new opportunity. The presentation will cover SRTS Infrastructure Program specifics including timeline, eligibility, proposal selection process, match requirements, and proposal development tips. The target audiences include city, county, tribes, transit district staff, and interested public school representatives. All workshops are open to the general public. See the website link under 'How to Apply' for more information.",,LeeAnne Fergason - SRTS Program Manager,503.986.5805,LeeAnne.FERGASON@odot.state.or.us,,,,,,,,,,,,,,,https://www.oregon.gov/ODOT/Programs/Pages/SRTS.aspx
Transportation Department,Public Transportation Advisory Committee Meeting,,07/09/2018 01:00:00 PM,07/09/2018 04:30:00 PM,ODOT Region 2 Campus Building X 885 Airport Rd. SE, Salem,http://www.oregon.gov/ODOT/RPTD/Pages/PTAC.aspx,,Jaimie Baldwin,,Jaimie.BALDWIN@odot.state.or.us,,,,,,,,,,,,,,,
Transportation Department,Safe Routes to Schools Infrastructure Grant Program -Statewide Workshop,Learn how to apply for the new ODOT Safe Routes to School Infrastructure Grant Program funds by attending one of ODOT’s upcoming workshops.,07/12/2018 12:30:00 PM,06/12/2018 02:00:00 PM,"City of Redmond Public Works Training Room, 243 E. Antler Avenue", Redmond,"In the summer of 2018, ODOT will solicit proposals for the first round of new Safe Routes To Schools Infrastructure funding. ODOT staff will present a program overview and answer questions about this new opportunity. The presentation will cover SRTS Infrastructure Program specifics including timeline, eligibility, proposal selection process, match requirements, and proposal development tips. The target audiences include city, county, tribes, transit district staff, and interested public school representatives. All workshops are open to the general public. See the website link under 'How to Apply' for more information.",,LeeAnne Fergason - SRTS Program Manager,503.986.5805,LeeAnne.FERGASON@odot.state.or.us,,,,,,,,,,,,,,,https://www.oregon.gov/ODOT/Programs/Pages/SRTS.aspx
Transportation Department,Task Force on Autonomous Vehicles Meeting 2,,07/12/2018 01:00:00 PM,07/12/2018 03:00:00 PM,"Chemeketa Center for Business & Industry 626 High Street NE, Salem, OR 97301 (Room 101)",Salem,,Yes,Sarah Kelber,,sarah.k.kelber@odot.state.or.us,,,,Alyssa Rash,503-986-3998 or call statewide relay at 7-1-1,,,,,,,,,,http://www.oregon.gov/ODOT/Get-Involved/Pages/Task-Force-on-Autonomous-Vehicles.aspx
Transportation Department,Oregon Transportation Commission,,07/12/2018 03:00:00 PM,07/12/2018 09:00:00 PM,"University Place Hotel, 310 SW Lincoln St., Columbia Falls Ballroom",Portand,Special public comment session on congestion pricing. Sign ups for public comment: 3 p.m. to 7 p.m. Public comment time begins at 4 p.m. Policy committee member and elected officials will speak first.,Yes,Jacque Carlisle,,jacque.l.carlisle@odot.state.or.us,,,,Jacque Carlisle,503-986-3450,jacque.l.carlisle@odot.state.or.us,,,,,,,,,
Transportation Department,Winter Recreation Advisory Committee,,07/18/2018 08:30:00 AM,07/18/2018 09:00:00 AM,455 Airport Road Building K, Salem,The WRAC meets throughout the year to advise the Department of Transportation on matters related to the winter recreation parking (Sno-Park) program.,,Karen Morrison,,karen.j.morrison@odot.state.or.us,,,,,,,,,,,,,,,
Transportation Department,Oregon Transportation Commission,,07/19/2018 03:00:00 PM,07/20/2018 03:00:00 PM,TBA, Seaside,,Yes,Jacque Carlisle,,jacque.l.carlisle@odot.state.or.us,,,,Jacque Carlisle,503-986-3450,jacque.l.carlisle@odot.state.or.us,,,,,,,,,https://www.oregon.gov/ODOT/Get-Involved/Pages/OTC_Main.aspx
Transportation Department,Oregon Traffic Control Devices Committee,Bi-monthly meeting,07/20/2018 09:00:00 AM,07/20/2018 12:00:00 PM,"ODOT, TLC Bldg., Alsea Conf. Room, 4040 Fairview Industrial Dr.", Salem,PHB Versus Mid-Block Pedestrian Signals Presentation; FYA and PPLT with Dual Left Turn Lanes Presentation; ATV Signing/Misc. Sign Design & Policy; PPRT Research Results Presentation from PSU/OSU; New Interim Approval of RRFB Update.,Yes,Kathi McConnell,503-986-3609,kathleen.e.mcconnell@odot.state.or.us,,http://transnet.odot.state.or.us/hwy/TSFacilities/SitePages/Home.aspx,,Kathi McConnell,503-986-3609,kathleen.e.mcconnell@odot.state.or.us,,1-971-256-0759,540-418-275 # ,,,,,,https://www.oregon.gov/ODOT/Get-Involved/Pages/Traffic-Control-Cmte.aspx
Transportation Department,Task Force on Autonomous Vehicles Cybersecurity/Long-Term Policy Subcommittee,,07/24/2018 01:00:00 PM,07/24/2018 02:30:00 PM,"Oregon Department of Transportation 355 Capitol Street NE, MS 32 Salem, OR 97301 (Room 103)",Salem,,Yes,Sarah Kelber,,sarah.k.kelber@odot.state.or.us,,,,Alyssa Rash,503-986-3998 or call statewide relay at 7-1-1,,,,,,,,,,http://www.oregon.gov/ODOT/Get-Involved/Pages/Task-Force-on-Autonomous-Vehicles.aspx
Transportation Department,Task Force on Autonomous Vehicles Law Enforcement/Crash Reporting Subcommittee,,07/25/2018 10:00:00 AM,07/25/2018 11:30:00 AM,"Oregon Department of Transportation 355 Capitol Street NE, MS 32 Salem, OR 97301 (Room 103)", Salem,,Yes,Sarah Kelber,,sarah.k.kelber@odot.state.or.us,,,,Alyssa Rash,503-986-3998 or call statewide relay at 7-1-1,,,,,,,,,,http://www.oregon.gov/ODOT/Get-Involved/Pages/Task-Force-on-Autonomous-Vehicles.aspx
