"division","classification","position","title","_07_31_17","_08_31_17","_09_30_17","_10_31_17","_11_30_17","_12_31_17","_01_31_18","_02_28_18","_03_31_18","_4_30_18","_5_31_18","_06_30_18","_07_31_18","_08_31_18","sept18","_10_31_18","_11_30_2018","_12_31_2018","total"
"Administration","Information Systems Specialist 8","4213421","PERS RETIREMENT","2065.89","2065.89","2065.89","2065.89","2065.89","2065.89","2065.89","2065.89","2065.89","2065.89","2065.89","2086.67","2086.67","2086.67","2086.67","2086.67","2086.67","2086.67","37331.48"
"Administration","Information Systems Specialist 8","4213421","REGULAR EMPLOYEES SALARY","8253.00","8253.00","8253.00","8253.00","8253.00","8253.00","8253.00","8253.00","8253.00","8253.00","8253.00","8336.00","8336.00","8336.00","8336.00","8336.00","8336.00","8336.00","149135.00"
"Administration","Information Systems Specialist 8","4213421","SOCIAL SECURITY & MEDICARE","657.03","657.03","657.02","657.04","657.02","658.32","658.33","658.32","658.33","658.32","658.32","665.00","664.99","665.00","664.98","665.00","665.00","663.42","11888.46"
"Administration","Information Systems Specialist 8","4213421","WORK OUT OF CLASS & LEADWORK","412.65","412.65","412.65","412.65","412.65","412.65","412.65","412.65","412.65","412.65","412.65","416.80","416.80","416.80","416.80","416.80","416.80","416.80","7456.75"
"Administration","Information Systems Specialist 8","4213421","WORKERS' BENEFIT FUND ASSESSMENT","2.13","2.45","2.67","2.51","1.50","1.10","2.13","1.89","1.42","2.13","1.56","1.81","1.91","1.74","1.84","1.85","1.85","1.58","34.53"
"Administration","Information Systems Specialist 8","4973001","BASIC LIFE INSURANCE - $5.000","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.85","17.00"
"Administration","Information Systems Specialist 8","4973001","DENTAL INSURANCE","96.81","96.81","96.81","96.81","96.81","95.57","95.57","95.57","95.57","95.57","95.57","95.57","95.57","95.57","95.57","95.57","95.57","97.48","1728.37"
"Administration","Information Systems Specialist 8","4973001","EMPLOYMENT RELATIONS BOARD ASSESSMENT","1.92","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","38.30"
"Administration","Information Systems Specialist 8","4973001","HEALTH INSURANCE","1444.02","1444.02","1444.02","1444.02","1444.02","1454.91","1454.91","1454.91","1454.91","1454.91","1454.91","1454.91","1454.91","1454.91","1454.91","1454.91","1454.91","1511.37","26190.39"
"Administration","Information Systems Specialist 8","4973001","PERS PENSION OBLIGATION BOND PAYMENT","495.18","495.18","495.18","495.18","511.69","511.69","562.85","537.27","537.27","537.27","537.27","542.67","542.67","542.67","542.67","542.67","542.67","542.67","9514.72"
"Administration","Information Systems Specialist 8","4973001","PERS RETIREMENT","1967.52","1967.52","1967.52","1967.52","1967.52","1967.52","2164.27","2065.89","2065.89","2065.89","2065.89","2086.67","2086.67","2086.67","2086.67","2086.67","2086.67","2086.67","36839.64"
"Administration","Information Systems Specialist 8","4973001","PUBLIC EMPLOYEES' BENEFIT BOARD FEES","6.50","6.50","6.50","6.50","6.50","6.50","6.50","6.50","6.50","6.50","6.50","6.50","6.50","6.50","6.50","6.50","6.50","5.90","116.40"
"Administration","Information Systems Specialist 8","4973001","REGULAR EMPLOYEES SALARY","8253.00","8253.00","8253.00","8253.00","8253.00","8253.00","8253.00","8253.00","8253.00","8253.00","8253.00","8336.00","8336.00","8336.00","8336.00","8336.00","8336.00","8336.00","149135.00"
"Administration","Information Systems Specialist 8","4973001","SOCIAL SECURITY & MEDICARE","604.77","604.77","604.78","604.77","604.77","604.75","667.88","636.32","636.30","636.32","636.31","642.98","642.99","642.98","642.98","642.98","642.98","642.72","11342.35"
"Administration","Information Systems Specialist 8","4973001","WORK OUT OF CLASS & LEADWORK",,,,,,,"825.30","412.65","412.65","412.65","412.65","416.80","416.80","416.80","416.80","416.80","416.80","416.80","5393.50"
"Administration","Information Systems Specialist 8","4973001","WORKERS' BENEFIT FUND ASSESSMENT","1.76","1.92","1.84","2.46","1.84","2.23","1.86","1.57","2.46","2.35","2.46","2.32","2.02","1.15","2.13","1.88","1.88","1.28","36.11"
"Administration","Office Specialist 1","4103417","BASIC LIFE INSURANCE - $5.000","1.00","1.00","1.00","1.00","1.00","1.00","1.00","1.00","1.00","1.00","1.00","1.00","1.00","1.00","1.00",,,,"15.93"
"Administration","Office Specialist 1","4103417","DENTAL INSURANCE","123.53","123.53","123.53","123.53","123.53","135.81","135.81","135.81","135.81","135.81","135.81","135.81","135.81","135.81","135.81",,,,"2102.04"
"Administration","Office Specialist 1","4103417","EMPLOYMENT RELATIONS BOARD ASSESSMENT","1.92","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14",,,,"34.02"
"Administration","Office Specialist 1","4103417","HEALTH INSURANCE","1592.60","1592.60","1592.60","1592.60","1592.60","1819.41","1819.41","1819.41","1819.41","1819.41","1819.41","1819.41","1819.41","1819.41","1819.41",,,,"27974.69"
"Administration","Office Specialist 1","4103417","PERS PENSION OBLIGATION BOND PAYMENT","160.02","160.02","160.02","160.02","171.62","171.62","171.62","178.76","179.55","179.55","179.55","181.29","181.29","181.29","181.29",,,,"2833.23"
"Administration","OPS & Policy Analyst 3","00160011","PERS RETIREMENT","1174.60","1174.60","1174.60",,,,,,,,,,,,,,,,"3523.80"
"Administration","Office Specialist 1","4103417","PERS RETIREMENT","447.52","447.52","447.52","447.52","464.47","464.47","464.47","483.80","485.95","485.95","485.95","490.65","490.65","490.65","490.65",,,,"7725.71"
"Administration","Office Specialist 1","4103417","PUBLIC EMPLOYEES' BENEFIT BOARD FEES","3.25","3.25","3.25","3.25","3.25","3.25","3.25","3.25","3.25","3.25","3.25","3.25","3.25","3.25","3.25",,,,"52.00"
"Administration","Office Specialist 1","4103417","REGULAR EMPLOYEES SALARY","2667.00","2667.00","2667.00","2667.00","2667.00","2667.00","2667.00","2757.90","2768.00","2768.00","2768.00","2796.00","2796.00","2796.00","2796.00",,,,"45484.90"
"Administration","Office Specialist 1","4103417","SOCIAL SECURITY & MEDICARE","199.54","199.53","199.53","199.53","207.27","210.70","210.70","219.51","220.49","220.51","220.49","222.63","222.64","222.63","222.63",,,,"3487.26"
"Administration","Office Specialist 1","4103417","WORK OUT OF CLASS & LEADWORK",,,,,"101.00","101.00","101.00","125.30","128.00","128.00","128.00","128.00","128.00","128.00","128.00",,,,"556.30"
"Administration","Office Specialist 1","4103417","WORKERS' BENEFIT FUND ASSESSMENT","1.25","2.21","2.17","2.39","1.93","2.00","2.17","1.98","1.89","2.28","2.33","2.00","1.79","2.06","1.95",,,,"32.80"
"Administration","Office Specialist 2","4103403","BASIC LIFE INSURANCE - $5.000","0.99","0.99","0.99","0.99","0.99","0.99","0.99","0.99","0.99","0.99","0.99","0.99","0.99","0.99","0.99","0.99","0.99","0.89","17.72"
"Administration","Office Specialist 2","4103403","DENTAL INSURANCE","109.19","109.19","109.19","109.19","109.19","107.79","107.79","107.79","107.79","107.79","107.79","107.79","107.79","107.79","107.79","107.79","107.79","109.94","1949.37"
"Administration","Office Specialist 2","4103403","EMPLOYMENT RELATIONS BOARD ASSESSMENT","1.92","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","38.30"
"Administration","Office Specialist 2","4103403","HEALTH INSURANCE","1264.16","1264.16","1264.16","1264.16","1264.16","1297.94","1297.94","1297.94","1297.94","1297.94","1297.94","1297.94","1297.94","1297.94","1297.94","1297.94","1297.94","1368.12","23264.20"
"Administration","Office Specialist 2","4103403","PERS PENSION OBLIGATION BOND PAYMENT","207.48","207.48","207.48","207.48","214.40","214.40","214.40","214.40","214.40","214.40","214.40","216.57","216.57","216.57","216.57","216.57","216.57","227.39","3857.53"
"Administration","Office Specialist 2","4103403","PERS RETIREMENT","824.39","824.39","824.39","824.39","824.39","824.39","824.39","824.39","824.39","824.39","824.39","832.73","832.73","832.73","832.73","832.73","832.73","874.37","14939.04"
"Administration","Office Specialist 2","4103403","REGULAR EMPLOYEES SALARY","3458.00","3458.00","3458.00","3458.00","3458.00","3458.00","3458.00","3458.00","3458.00","3458.00","3458.00","3493.00","3493.00","3493.00","3493.00","3493.00","3493.00","3493.00","62489.00"
"Administration","Office Specialist 2","4103403","SOCIAL SECURITY & MEDICARE","264.82","264.81","264.81","264.82","264.81","264.79","264.79","264.79","264.78","264.79","264.79","267.47","267.46","267.47","267.47","267.47","267.47","280.77","4798.37"
"Administration","Office Specialist 2","4103403","WORK OUT OF CLASS & LEADWORK",,,,,,,,,,,,,,,,,,"174.65","174.65"
"Administration","Office Specialist 2","4103403","WORKERS' BENEFIT FUND ASSESSMENT","1.87","1.46","2.09","1.97","2.00","1.98","2.21","1.50","1.98","2.29","2.00","1.99","1.66","1.58","1.92","2.12","2.12","2.08","34.67"
"Administration","Office Specialist 2","4103417","BASIC LIFE INSURANCE - $5.000",,,,,,,,,,,,,,,,"0.99","0.99","0.89","1.88"
"Administration","Office Specialist 2","4103417","DENTAL INSURANCE",,,,,,,,,,,,,,,,"134.45","134.45","137.13","271.58"
"Administration","Office Specialist 2","4103417","EMPLOYMENT RELATIONS BOARD ASSESSMENT",,,,,,,,,,,,,,,,"2.14","2.14","2.14","4.28"
"Administration","Office Specialist 2","4103417","HEALTH INSURANCE",,,,,,,,,,,,,,,,"1819.15","1819.15","1890.58","3709.73"
"Administration","Office Specialist 2","4103417","PERS PENSION OBLIGATION BOND PAYMENT",,,,,,,,,,,,,,,,"189.10","189.10","198.56","387.66"
"Administration","Office Specialist 2","4103417","PERS RETIREMENT",,,,,,,,,,,,,,,,"511.79","511.79","537.38","1049.17"
"Administration","Office Specialist 2","4103417","PUBLIC EMPLOYEES' BENEFIT BOARD FEES",,,,,,,,,,,,,,,,"3.25","3.25","2.95","6.20"
"Administration","Office Specialist 2","4103417","REGULAR EMPLOYEES SALARY",,,,,,,,,,,,,,,,"3050.00","3050.00","3050.00","6100.00"
"Administration","Office Specialist 2","4103417","SOCIAL SECURITY & MEDICARE",,,,,,,,,,,,,,,,"232.15","232.15","240.46","472.61"
"Administration","Office Specialist 2","4103417","WORK OUT OF CLASS & LEADWORK",,,,,,,,,,,,,,,,,,"152.50","152.50"
"Administration","Office Specialist 2","4103417","WORKERS' BENEFIT FUND ASSESSMENT",,,,,,,,,,,,,,,,"2.00","2.00","2.11","4.11"
"Administration","OPS & Policy Analyst 2","0036045","BASIC LIFE INSURANCE - $5.000","0.95","0.95","0.95","0.95","0.95","0.99","0.99",,,,,,,,,,,,"6.73"
"Administration","OPS & Policy Analyst 2","0036045","DENTAL INSURANCE","127.01","127.01","127.01","127.01","127.01","145.52","145.52",,,,,,,,,,,,"926.09"
"Administration","OPS & Policy Analyst 2","0036045","EMPLOYMENT RELATIONS BOARD ASSESSMENT","1.92","2.14","2.14","2.14","2.14","2.14","2.14",,,,,,,,,,,,"14.76"
"Administration","OPS & Policy Analyst 2","0036045","HEALTH INSURANCE","1750.33","1750.33","1750.33","1750.33","1750.33","1752.21","1752.21",,,,,,,,,,,,"12256.07"
"Administration","OPS & Policy Analyst 2","0036045","PERS PENSION OBLIGATION BOND PAYMENT","365.76","365.76","365.76","365.76","377.95","377.95","328.65",,,,,,,,,,,,"2547.59"
"Administration","OPS & Policy Analyst 2","0036045","PERS RETIREMENT","1453.29","1453.29","1453.29","1453.29","1453.29","1453.29","1263.73",,,,,,,,,,,,"9983.47"
"Administration","OPS & Policy Analyst 2","0036045","REGULAR EMPLOYEES SALARY","6096.00","6096.00","6096.00","6096.00","6096.00","6096.00","5300.87",,,,,,,,,,,,"41876.87"
"Administration","OPS & Policy Analyst 2","0036045","SOCIAL SECURITY & MEDICARE","452.11","452.11","452.11","452.12","452.10","458.75","397.93",,,,,,,,,,,,"3117.23"
"Administration","OPS & Policy Analyst 2","0036045","WORKERS' BENEFIT FUND ASSESSMENT","1.58","1.54","2.09","2.17","1.71","1.76","1.90",,,,,,,,,,,,"12.75"
"Administration","OPS & Policy Analyst 3","00160011","BASIC LIFE INSURANCE - $5.000","0.99","0.99","0.99",,,,,,,,,,,,,,,,"2.97"
"Administration","OPS & Policy Analyst 3","00160011","DENTAL INSURANCE","132.36","132.36","132.36",,,,,,,,,,,,,,,,"397.08"
"Administration","OPS & Policy Analyst 3","00160011","HEALTH INSURANCE","1532.32","1532.32","1532.32",,,,,,,,,,,,,,,,"4596.96"
"Administration","OPS & Policy Analyst 3","00160011","PUBLIC EMPLOYEES' BENEFIT BOARD FEES","3.25","3.25","3.25",,,,,,,,,,,,,,,,"9.75"
"Administration","OPS & Policy Analyst 3","00160011","REGULAR EMPLOYEES SALARY","7000.00","7000.00","7000.00",,,,,,,,,,,,,,,,"21000.00"
"Administration","OPS & Policy Analyst 3","00160011","SOCIAL SECURITY & MEDICARE","531.56","531.56","531.56",,,,,,,,,,,,,,,,"1594.68"
"Administration","OPS & Policy Analyst 3","00160011","WORKERS' BENEFIT FUND ASSESSMENT","2.09","2.09","2.44",,,,,,,,,,,,,,,,"6.62"
"Administration","OPS & Policy Analyst 3","00160012","BASIC LIFE INSURANCE - $5.000","0.99","0.99","0.99",,,,,,,,,,,,,,,,"2.97"
"Administration","OPS & Policy Analyst 3","00160012","DENTAL INSURANCE","66.18","66.18","66.18",,,,,,,,,,,,,,,,"198.54"
"Administration","OPS & Policy Analyst 3","00160012","HEALTH INSURANCE","782.83","782.83","782.83",,,,,,,,,,,,,,,,"2348.49"
"Administration","OPS & Policy Analyst 3","00160012","PERS PENSION OBLIGATION BOND PAYMENT",,"300.00","600.00",,,,,,,,,,,,,,,,"900.00"
"Administration","OPS & Policy Analyst 3","00160012","PERS RETIREMENT",,"839.00","1678.00",,,,,,,,,,,,,,,,"2517.00"
"Administration","OPS & Policy Analyst 3","00160012","REGULAR EMPLOYEES SALARY","5000.00","5000.00","5000.00",,,,,,,,,,,,,,,,"15000.00"
"Administration","OPS & Policy Analyst 3","00160012","SOCIAL SECURITY & MEDICARE","376.87","376.86","376.87",,,,,,,,,,,,,,,,"1130.60"
"Administration","OPS & Policy Analyst 3","00160012","WORKERS' BENEFIT FUND ASSESSMENT","1.92","2.10","2.24",,,,,,,,,,,,,,,,"6.26"
"Administration","OPS & Policy Analyst 3","17020041","BASIC LIFE INSURANCE - $5.000",,,,"0.99","0.99","0.99","0.99","0.99","0.99","0.99","0.99","0.99","0.99","0.99","0.99","0.99","0.99","0.89","14.75"
"Administration","OPS & Policy Analyst 3","17020041","DENTAL INSURANCE",,,,"132.36","132.36","145.52","145.52","145.52","145.52","145.52","145.52","145.52","145.52","145.52","145.52","145.52","145.52","148.41","2159.37"
"Administration","OPS & Policy Analyst 3","17020041","HEALTH INSURANCE",,,,"1532.32","1532.32","1746.21","1746.21","1746.21","1746.21","1746.21","1746.21","1746.21","1746.21","1746.21","1746.21","1752.21","1752.21","1846.97","25872.13"
"Administration","OPS & Policy Analyst 3","17020041","PERS PENSION OBLIGATION BOND PAYMENT",,,,"420.00","434.00","434.00","454.88","455.82","455.82","455.82","455.82","460.41","460.41","460.41","460.41","734.13","734.13","722.13","7324.47"
"Administration","OPS & Policy Analyst 3","17020041","PERS RETIREMENT",,,,"1174.60","1174.60","1174.60","1231.10","1233.67","1233.67","1233.67","1233.67","1246.08","1246.08","1246.08","1246.08","1986.99","1986.99","1954.42","19861.39"
"Administration","OPS & Policy Analyst 3","17020041","PUBLIC EMPLOYEES' BENEFIT BOARD FEES",,,,"3.25","3.25","3.25","3.25","3.25","3.25","3.25","3.25","3.25","3.25","3.25","3.25","3.25","3.25","2.95","48.45"
"Administration","OPS & Policy Analyst 3","17020041","REGULAR EMPLOYEES SALARY",,,,"7000.00","7000.00","7000.00","7336.70","7352.00","7352.00","7352.00","7352.00","7426.00","7426.00","7426.00","7426.00","7426.00","7426.00","7426.00","109726.70"
"Administration","OPS & Policy Analyst 3","17020041","SOCIAL SECURITY & MEDICARE",,,,"531.56","531.56","533.27","559.03","560.20","560.19","560.20","560.20","565.86","565.86","565.86","565.86","903.62","903.62","890.43","9019.55"
"Administration","OPS & Policy Analyst 3","17020041","WORK OUT OF CLASS & LEADWORK",,,,,,,,,,,,,,,,"4415.04","4415.04","4221.30","8636.34"
"Administration","OPS & Policy Analyst 3","17020041","WORKERS' BENEFIT FUND ASSESSMENT",,,,"2.44","2.44","2.44","2.44","2.44","2.44","2.44","2.44","2.44","2.09","2.09","2.44","2.44","2.44","2.44","35.90"
"Administration","OPS & Policy Analyst 3","17020042","BASIC LIFE INSURANCE - $5.000",,,,"0.99","0.99","0.99","0.99",,,,,,,,,,,,"3.96"
"Administration","OPS & Policy Analyst 3","17020042","HEALTH INSURANCE",,,,"782.83","782.83","665.18","665.18",,,,,,,,,,,,"2896.02"
"Administration","OPS & Policy Analyst 3","17020042","PERS PENSION OBLIGATION BOND PAYMENT",,,,"300.00","310.00","310.00","310.00",,,,,,,,,,,,"1230.00"
"Administration","OPS & Policy Analyst 3","17020042","PERS RETIREMENT",,,,"839.00","839.00","839.00","839.00",,,,,,,,,,,,"3356.00"
"Administration","OPS & Policy Analyst 3","17020042","REGULAR EMPLOYEES SALARY",,,,"5000.00","5000.00","5000.00","7790.66",,"750.10",,,,,,,,,,"23540.76"
"Administration","OPS & Policy Analyst 3","17020042","SOCIAL SECURITY & MEDICARE",,,,"376.88","376.87","378.31","591.80",,"57.38","4.98",,,,,,,,,"1786.22"
"Administration","OPS & Policy Analyst 3","17020042","WORKERS' BENEFIT FUND ASSESSMENT",,,,"2.46","2.13","2.13","2.35",,"0.08",,,,,,,,,,"9.15"
"Administration","Principle Executive Manager C","1503013","BASIC LIFE INSURANCE - $5.000",,,,,,,,,,"1.94","1.03","0.99","0.99","0.99","0.99","0.99","0.99","0.89","9.80"
"Administration","Principle Executive Manager C","1503013","DENTAL INSURANCE",,,,,,,,,,"197.02","96.48","96.48","96.48","96.48","96.48","96.48","96.48","103.96","976.34"
"Administration","Principle Executive Manager C","1503013","EMPLOYMENT RELATIONS BOARD ASSESSMENT",,,,,,,,,"2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","21.40"
"Administration","Principle Executive Manager C","1503013","HEALTH INSURANCE",,,,,,,,,"1297.94","1297.94","1297.94","1297.94","1297.94","1297.94","1297.94","1297.94","1297.94","1368.12","13049.58"
"Administration","Principle Executive Manager C","1503013","PERS PENSION OBLIGATION BOND PAYMENT",,,,,,,,,"23.94","526.72","-550.67",,,,,"532.00","532.00","532.00","1595.99"
"Administration","Principle Executive Manager C","1503013","PERS RETIREMENT",,,,,,,,,"64.80","1425.55","-1490.35",,,,,"1439.83","1439.83","1439.83","4319.49"
"Administration","Principle Executive Manager C","1503013","REGULAR EMPLOYEES SALARY",,,,,,,,,"367.77","8091.00","8091.00","8091.00","4942.72","8172.00","8172.00","8172.00","8172.00","8172.00","70443.49"
"Administration","Principle Executive Manager C","1503013","SOCIAL SECURITY & MEDICARE",,,,,,,,,"28.33","648.21","648.32","648.30","395.42","654.81","654.80","654.80","654.80","656.39","5644.20"
"Administration","Principle Executive Manager C","1503013","WORK OUT OF CLASS & LEADWORK",,,,,,,,,"18.39","404.55","404.55","404.55","247.14","408.60","408.60","408.60","408.60","408.60","3522.18"
"Administration","Principle Executive Manager C","1503013","WORKERS' BENEFIT FUND ASSESSMENT",,,,,,,,,"0.11","2.44","2.44","2.44","2.09","2.09","2.44","2.44","2.44","2.44","21.37"
"Administration","Principle Executive Manager D","0016001","BASIC LIFE INSURANCE - $5.000",,,,,,,,,,,,,"0.30","0.30",,,,,"0.60"
"Administration","Principle Executive Manager D","0016001","PERS PENSION OBLIGATION BOND PAYMENT",,,,,,,,,,,,,"62.06","113.78",,,,,"175.84"
"Administration","Principle Executive Manager D","0016001","PERS RETIREMENT",,,,,,,,,,,,,"167.96","307.93",,,,,"475.89"
"Administration","Principle Executive Manager D","0016001","PUBLIC EMPLOYEES' BENEFIT BOARD FEES",,,,,,,,,,,,,"1.95",,,,,,"1.95"
"Administration","Principle Executive Manager D","0016001","REGULAR EMPLOYEES SALARY",,,,,,,,,,,,,"1000.94","1835.15",,,,,"2836.09"
"Administration","Principle Executive Manager D","0016001","SOCIAL SECURITY & MEDICARE",,,,,,,,,,,,,"69.59","140.08",,,,,"209.67"
"Administration","Principle Executive Manager D","0016001","WORKERS' BENEFIT FUND ASSESSMENT",,,,,,,,,,,,,"0.63","0.63",,,,,"1.26"
"Administration","Principle Executive Manager D","0030050","BASIC LIFE INSURANCE - $5.000",,,,,,"0.95",,,,,,,,,,,,,"0.95"
"Administration","Principle Executive Manager D","0030050","DENTAL INSURANCE",,,,,,"47.79",,,,,,,,,,,,,"47.79"
"Administration","Principle Executive Manager D","0030050","HEALTH INSURANCE",,,,,,"727.46",,,,,,,,,,,,,"727.46"
"Administration","Principle Executive Manager D","0030050","REGULAR EMPLOYEES SALARY",,,,,"4454.55","7000.00","608.70",,,,,,,,,,,,"12063.25"
"Administration","Principle Executive Manager D","0030050","SOCIAL SECURITY & MEDICARE",,,,,"340.77","532.12","46.56",,,,,,,,,,,,"919.45"
"Administration","Principle Executive Manager D","0030050","WORKERS' BENEFIT FUND ASSESSMENT",,,,,"2.44","2.44","0.11",,,,,,,,,,,,"4.99"
"Administration","Principle Executive Manager D","0036061","BASIC LIFE INSURANCE - $5.000","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.85","17.00"
"Administration","Principle Executive Manager D","0036061","DENTAL INSURANCE","117.35","117.35","117.35","117.35","117.35","129.02","129.02","129.02","129.02","129.02","129.02","129.02","129.02","129.02","129.02","129.02","129.02","131.59","2266.58"
"Administration","Procurement and Contract Specialist 3","0003006","SOCIAL SECURITY & MEDICARE",,,,,,,,,,,"182.48","471.78","471.78","471.79",,,,,"1597.83"
"Administration","Principle Executive Manager D","0036061","EMPLOYMENT RELATIONS BOARD ASSESSMENT","1.92","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","38.30"
"Administration","Principle Executive Manager D","0036061","HEALTH INSURANCE","386.05","386.05","386.05","386.05","386.05","386.05","386.05","386.05","386.05","386.05","386.05","386.05","386.05","386.05","386.05","386.05","386.05","386.15","6949.00"
"Administration","Principle Executive Manager D","0036061","PERS PENSION OBLIGATION BOND PAYMENT",,,,"455.04","470.21","470.21","561.37","493.00","508.00","516.57","516.57","521.58","545.73","545.73","545.73","755.17","755.17","545.74","7996.38"
"Administration","Principle Executive Manager D","0036061","PERS RETIREMENT",,,,"1272.60","1272.60","1272.60","1519.34","1334.29","1374.87","1398.07","1398.07","1411.64","1477.00","1477.00","1477.00","2043.84","2043.84","1477.02","21682.94"
"Administration","Principle Executive Manager D","0036061","REGULAR EMPLOYEES SALARY","7352.00","7352.00","7352.00","7352.00","7352.00","7352.00","7352.00","7352.00","7582.36","7714.00","7714.00","7791.00","7773.33","7773.33","7773.33","7653.44","7653.44","7773.33","136137.45"
"Administration","Principle Executive Manager D","0036061","SOCIAL SECURITY & MEDICARE","576.27","575.11","575.12","575.10","575.12","575.07","687.55","603.19","621.69","632.27","632.26","638.45","668.25","668.26","668.25","1113.75","1113.75","668.25","11722.20"
"Administration","Principle Executive Manager D","0036061","WORK OUT OF CLASS & LEADWORK",,,,,,,"1470.40","367.60","379.12","385.70","385.70","389.55","796.77","796.77","796.77","6740.07","6740.07","796.77","14101.99"
"Administration","Principle Executive Manager D","0036061","WORKERS' BENEFIT FUND ASSESSMENT","2.09","2.09","2.44","2.44","2.44","2.44","2.44","2.44","2.44","2.44","2.44","2.44","2.09","2.09","2.44","2.44","2.44","2.44","42.52"
"Administration","Principle Executive Manager D","1503013","BASIC LIFE INSURANCE - $5.000","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.85","17.00"
"Administration","Principle Executive Manager D","1503013","DENTAL INSURANCE","117.35","117.35","117.35","117.35","117.35","129.02","129.02","129.02","129.02","129.02","129.02","129.02","129.02","129.02","129.02","33.44","33.44","82.85","2122.26"
"Administration","Principle Executive Manager D","1503013","EMPLOYMENT RELATIONS BOARD ASSESSMENT","1.92","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","38.30"
"Administration","Principle Executive Manager D","1503013","HEALTH INSURANCE","1750.33","1750.33","1750.33","1750.33","1750.33","1964.13","1964.13","1964.13","1964.13","1964.13","1964.13","1964.13","1964.13","1964.13","1964.13","509.23","509.23","1284.65","32150.96"
"Administration","Principle Executive Manager D","1503013","PERS PENSION OBLIGATION BOND PAYMENT","589.62","589.62","589.62","562.14","580.88","580.88","580.88","580.88","580.88","580.88","580.88","586.71","586.71","586.71","586.71","586.71","586.71","586.71","10504.13"
"Administration","Principle Executive Manager D","1503013","PERS RETIREMENT","2342.76","2342.76","2342.76","2233.57","2233.57","2233.57","2233.57","2233.57","2233.57","2233.57","2233.57","2255.98","2255.98","2255.98","2255.98","2255.98","2255.98","2255.98","40688.70"
"Administration","Principle Executive Manager D","1503013","REGULAR EMPLOYEES SALARY","9369.00","9369.00","9369.00","9369.00","9369.00","9369.00","9369.00","9369.00","9369.00","9369.00","9369.00","9463.00","9463.00","9463.00","9463.00","9463.00","9463.00","9463.00","169300.00"
"Administration","Principle Executive Manager D","1503013","SOCIAL SECURITY & MEDICARE","741.39","741.40","741.40","706.36","706.36","706.05","706.04","706.06","706.04","706.05","706.05","713.24","713.24","713.23","713.24","716.72","716.72","713.44","12869.55"
"Administration","Principle Executive Manager D","1503013","WORK OUT OF CLASS & LEADWORK","458.00","458.00","458.00",,,,,,,,,,,,,,,,"1374.00"
"Administration","Principle Executive Manager D","1503013","WORKERS' BENEFIT FUND ASSESSMENT","2.09","2.09","2.44","2.44","2.44","2.44","2.44","2.44","2.44","2.44","2.44","2.44","2.09","2.09","2.44","2.44","2.44","2.44","42.52"
"Administration","Principle Executive Manager D","4103418","BASIC LIFE INSURANCE - $5.000","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.85","17.00"
"Administration","Principle Executive Manager D","4103418","DENTAL INSURANCE","127.01","127.01","127.01","127.01","127.01","139.64","139.64","139.64","139.64","139.64","139.64","139.64","139.64","139.64","139.64","139.64","139.64","142.41","2453.14"
"Administration","Principle Executive Manager D","4103418","EMPLOYMENT RELATIONS BOARD ASSESSMENT","1.92","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","38.30"
"Administration","Principle Executive Manager D","4103418","HEALTH INSURANCE","349.51","351.70","348.83","351.24","350.10","348.83","352.20","347.35","350.10","349.51","351.70","348.83","351.24","351.20","347.35","350.10","350.10","358.07","6310.06"
"Administration","Principle Executive Manager D","4103418","PERS PENSION OBLIGATION BOND PAYMENT","409.53","409.57","409.47","409.59","423.16","430.54","523.35","464.21","464.29","464.32","464.35","468.80","468.92","468.87","468.75","468.84","468.84","477.21","8162.72"
"Administration","Principle Executive Manager D","4103418","PERS RETIREMENT","1627.19","1627.35","1626.96","1627.43","1627.12","1655.52","2012.35","1784.95","1785.29","1785.37","1785.52","1802.59","1803.07","1802.87","1802.42","1802.75","1802.75","1834.96","31596.89"
