Agency Sponsor,Title,Short Description,Start Date/Time,End Date/Time,State,Details,Contact Name,Phone,Web Link,Calendar Link,Map Location
OAME,"OAME CADE, COFFEE & ISSUES in Lane County ","CADE-Contracting Alliance for Diversity & Equity -  Small business owners network  together with experts and leaders in business,  government and other areas. Each month guest  speakers give updates on issues related to the  MWESB community or tips to entrepreneurs. ",09/16/2021 07:30:00 AM,09/16/2021 09:00:00 AM,PDT,Cost: Free,,,Join ZOOM meeting. Information here (https://oame.org/wp-content/uploads/CI-Lane-County_-Sept.-16-2021-1.pdf),,
U.S. Small Business Administration (SBA),Federal Business Opportunities for Veterans-U.S. Small Business Administration (SBA),"Are you a veteran owned small business or a service disabled veteran owned small business? If so, federal contracting might be an opportunity for you! Come join the VBOC of the Pacific and the Hawaii Minority Business Development Agency Business Center for this kick off event to the National Veterans Small Business Week to find out if federal contracting is right for you!",11/01/2021 12:00:00 PM,11/01/2021 01:00:00 PM,PDT,Cost: No fee,,,Register Online (https://www.sba.gov/events/1699403),,
OAME,"CAEPT Meeting &  OAME Networking - (Contractors,  Architects,  Engineers,  Professional &  Technical)","Hosted by James W Fowler Co (JWF Co.) all business owners network together with experts and leaders in business, government and other areas. Each month speakers on the agenda discuss and present local construction projects and give updates on issues related to the community.",09/10/2021 07:30:00 AM,09/10/2021 09:00:00 AM,PDT,Cost: No Fee,,,Zoom meeting information online (https://oame.org/wp-content/uploads/CAEPT-Flyer_2021_09.pdf),,
BDI,"Business Diversity Institute, Inc (BDI). - Minority Enterprise Development (MED) Week Workshops and Awards Luncheon","BDI and local sponsors host  Minority Enterprise Development (MED) Week Workshops and Awards Luncheon for the Portland Metropolitan region. During MED Week, advocacy groups and government partners join the local business community to celebrate local minority businesses and the contributions they make to our local economy.",09/22/2021 01:00:00 PM,09/22/2021 07:00:00 PM,PDT,$150.00 for both days,,,Register and purchase tickets (https://www.bdiweb.org/programs/med-week/individual-registration/),,
BDI,"Business Diversity Institute, Inc (BDI) - Minority Enterprise Development (MED) Week Workshops and Awards Luncheon","MED Week workshops provide industry-relevant education to small business owners and government and corporate diversity practitioners. In addition to workshops for small businesses and diversity practitioners, the annual awards program recognizes minority business owners and diversity practitioners that have demonstrated growth and leadership in our community. ",09/23/2021 09:00:00 AM,09/23/2021 02:00:00 PM,PDT,$150.00 for both days,,,Register and Purchase tickets (https://www.bdiweb.org/programs/med-week/individual-registration/),,
Hispanic Metropolitan Chamber ,Hispanic Metropolitan Chamber  - 27th Hispanic Heritage Celebration,"Join us for the 27th Hispanic Heritage Celebration, September 14, 2021 at 6:00 PM. Register soon because space is limited. We hope you’re able to join us!",09/14/2021 06:00:00 PM,09/14/2021 07:00:00 PM,PDT,Cost: No Fee,,,Register Online (https://www.eventbrite.com/e/27th-hispanic-heritage-celebration-tickets-164206172081?aff=odeccpebemailcampaigns&utm_source=eventbrite&utm_medium=ebcampaigns&utm_campaign=1631759&utm_term=ctabutton&mipa=ABIdvVumUnVAAPWq0Xv4ecKEHMiy10ODMB1u_OsJZyg1fWAL-qXfpxBx7-MtAvGj51QQHjRSBUQfuBw9tk3CaOtcsz05s1fD_q5cwBCs-SOeC6sqGNpUDEXMZbPBYkt94iRYa-b7IrgMhElcxO97olGnv40mRRN38b9f4DOp8fz-oj8sTqyhf0-Abg3kTmuqPoRc-6rw4c3SNx09pe6Ksa8nLygzvwIVsh3pTdAPHiERUpM6-J4Fc4aWapFZ08ncgtSO0l-W1OV2FQt8N0ST502DIeK0GrIqzQ#tickets),,
SCORE Portland,SCORE Portland Virtual Workshop: Government Contracting 101 ,Have you ever considered government contracting by pitching your products and solutions to the world’s biggest consumer—the U.S. government? Are you curious about how the process works? ,09/15/2021 05:30:00 PM,09/15/2021 06:30:00 PM,PDT,Cost: No fee,,,Event Registration (https://host5.evanced.info/deschutes/evanced/eventsignup.asp?ID=62555&utm_medium=email&utm_source=govdelivery),,
 Mt. Hood Community College SBDC, Mt. Hood Community College SBDC - Using QuickBooks Quick Tips,"Curious about QuickBooks? This course is for those considering using QuickBooks, enhancing their skills/knowledge, those seeking insight about QuickBooks to better understand the bookkeeping process. In this class we will briefly demonstrate the extensive topics covered in our QuickBooks Boot camp courses, provide quick tips and ample opportunity to ask an expert questions.",09/14/2021 09:00:00 AM,09/14/2021 10:00:00 AM,PDT,Cost: No fee,,,Register Online (http://learn.mhcc.edu/modules/shop/index.html?action=section&OfferingID=873&SectionID=4321),,
Portland Community College SBDC,Portland Community College SBDC - Restaurant Virtual Meetup,"The PCC SBDC has created this every other week MeetUp specifically for restaurant business owners (or future ones). We call this the Restaurant Virtual MeetUp. It is a time when the community of restaurant operators can come together on Zoom. Listening to and learning from others who are adjusting and adapting, sharing tools, insights, and experiences.",09/14/2021 11:00:00 AM,09/14/2021 12:00:00 PM,PDT,Cost: No fee,,,RSVP Online (https://www.meetup.com/PCC-SBDC-Restaurant-Virtual-Meetup/events/),,
Secretary of State,Basics Notary Webinar,Free training to become a notary,11/30/2021 09:00:00 AM,11/30/2021 12:00:00 PM,,"Brush up your notary knowledge and get the answers to your questions by attending a webinar for current and future notaries public. This webinar is a comprehensive and thorough examination of notary basics: purpose, responsibilities and liabilities of a notary; how to notarize; notary certificates and the notary journal. ",Monique Bourque,971-701-5075,Notary seminar schedule (https://notsem.sos.state.or.us/),,
Mercy Corps Northwest,"Mercy Corps Northwest - Business Foundations I - Sundays, beginning September 12",Business Foundations 1 takes you along the small business journey from idea to owner. You will discover what it takes to start your operation and explore the potential of your idea.  Starting a business can be a great way to bring in extra cash or to make a living doing something you enjoy. Mercy Corps Northwest makes it easier to learn the basics of starting and operating a small  business through our business foundations I class.,09/12/2021 09:00:00 AM,10/17/2021 12:00:00 PM,PDT,Cost: $225 for all classes,,,Register for this event (https://nw.mercycorps.org/events/business-foundations-I-09122021?utm_medium=email&utm_source=govdelivery),,
Secretary of State,Basics Notary Webinar,Free training to become a notary,12/01/2021 09:00:00 AM,12/01/2021 12:00:00 PM,,"Brush up your notary knowledge and get the answers to your questions by attending a webinar for current and future notaries public. This webinar is a comprehensive and thorough examination of notary basics: purpose, responsibilities and liabilities of a notary; how to notarize; notary certificates and the notary journal. ",Monique Bourque,971-701-5075,Notary seminar schedule (https://notsem.sos.state.or.us/),,
Secretary of State,Basics Notary Webinar,Free training to become a notary,01/06/2021 09:00:00 AM,01/06/2021 12:00:00 PM,,"Brush up your notary knowledge and get the answers to your questions by attending a webinar for current and future notaries public. This webinar is a comprehensive and thorough examination of notary basics: purpose, responsibilities and liabilities of a notary; how to notarize; notary certificates and the notary journal. ",Monique Bourque,,Notary seminar schedule (https://notsem.sos.state.or.us/),,
Secretary of State,Basics Notary Webinar,Free training to become a notary,12/07/2021 09:00:00 AM,12/07/2021 12:00:00 PM,,"Brush up your notary knowledge and get the answers to your questions by attending a webinar for current and future notaries public. This webinar is a comprehensive and thorough examination of notary basics: purpose, responsibilities and liabilities of a notary; how to notarize; notary certificates and the notary journal. ",Monique Bourque,971-701-5075,Notary seminar schedule (https://notsem.sos.state.or.us/),,
Mercy Corps Northwest,Mercy Corps Northwest - Sesión de Información de la Subvención IDA,"Durante casi 20 años, Mercy Corps Northwest ha ofrecido cuentas de desarrollo individual (IDA) para ayudar a los residentes de Oregón a ahorrar dinero para iniciar o hacer crecer una pequeña empresa al inscribirlos en un programa de subvenciones.  El programa requiere que los beneficiarios ahorren $ 1,000 durante un período de 13 meses a 24 meses y un día. Los $ 1,000 en ahorros luego se suman a los $ 5,000 en fondos de subvención proporcionados por MCNW para un total combinado de $ 6,000 para su negocio. Los participantes también serán preaprobados para un préstamo de $ 1,000 que les permitirá construir su crédito.",09/13/2021 06:00:00 PM,09/13/2021 07:00:00 PM,PDT,Tarifa: Sin costo,,,Registro en línea (https://nw.mercycorps.org/events/spanish-ida-orientation-091321?utm_medium=email&utm_source=govdelivery),,
Secretary of State,Basics Notary Webinar,Free training to become a notary,12/09/2021 09:00:00 AM,12/09/2021 12:00:00 PM,,"Brush up your notary knowledge and get the answers to your questions by attending a webinar for current and future notaries public. This webinar is a comprehensive and thorough examination of notary basics: purpose, responsibilities and liabilities of a notary; how to notarize; notary certificates and the notary journal. ",Monique Bourque,971-701-5075,Notary seminar schedule (https://notsem.sos.state.or.us/),,
Secretary of State,Basics Notary Webinar,Free training to become a notary,12/16/2021 09:00:00 AM,12/16/2021 12:00:00 PM,,"Brush up your notary knowledge and get the answers to your questions by attending a webinar for current and future notaries public. This webinar is a comprehensive and thorough examination of notary basics: purpose, responsibilities and liabilities of a notary; how to notarize; notary certificates and the notary journal. ",Monique Bourque,971-701-5075,Notary seminar schedule (https://notsem.sos.state.or.us/),,
Oregon Association of Minority Entrepreneurs: OAME,Oregon Association of Minority Entrepreneurs: OAME,Coffee and Issues,09/24/2021 07:30:00 AM,09/24/2021 09:00:00 AM,PDT,Cost: No fee,,,Contact OAME (https://oame.org/contact-oame/),,
Secretary of State,Basics Notary Webinar,Free training to become a notary,12/21/2021 09:00:00 AM,12/21/2021 12:00:00 PM,,"Brush up your notary knowledge and get the answers to your questions by attending a webinar for current and future notaries public. This webinar is a comprehensive and thorough examination of notary basics: purpose, responsibilities and liabilities of a notary; how to notarize; notary certificates and the notary journal. ",Monique Bourque,971-701-5075,Notary seminar schedule (https://notsem.sos.state.or.us/),,
NEOEDD,Get Started - A CO.STARTERS Workshop,"IGNITE  104 Depot Street  La Grande, OR 97850- Get Started is a free three-hour workshop that helps you start, grow, or expand your small business Get Started is now hybrid. You can attend in person or from home via ZOOM.",08/25/2021 06:00:00 PM,08/25/2021 08:30:00 PM,PDT,Cost: No fee,,,Register Online (https://www.eventbrite.com/e/get-started-a-costarters-workshop-la-grande-or-tickets-166555113829),,
Salem Capital Connections ,"Salem Capital Connections webinar, panel from Business Oregon, Chemeketa SBDC, Office of Small Business Assistance, and the Office of Governor Kate Brown.",Salem Capitol Connections provides Oregon entrepreneurs with opportunities to connect with public and private entities that lead to sustainable business relationships and opportunities.,09/28/2021 07:30:00 AM,09/28/2021 09:00:00 AM,PDT,Cost: No fee,,,Register for the webinar @ (http://salemcapitolconnections.org/),,
Small Business Utility Advocates,Small Business Electric Utility Forum,"BEST HQ - Small Business Electric Utility Forum- An interactive community forum by the SBUA seeking input on enhancing Marketing, Education and Outreach for Small Commercial utility users.",09/10/2021 12:00:00 PM,09/10/2021 01:00:00 PM,PDT,Cost: No fee,,,Register Online (https://www.eventbrite.com/e/small-business-electric-utility-forum-tickets-164653885203),,
U.S. Small Business Administration (SBA),Federal Business Opportunities for Veterans-U.S. Small Business Administration (SBA),"Are you a veteran owned small business or a service disabled veteran owned small business? If so, federal contracting might be an opportunity for you! Come join the VBOC of the Pacific and the Hawaii Minority Business Development Agency Business Center for this kick off event to the National Veterans Small Business Week to find out if federal contracting is right for you!",11/01/2021 12:00:00 PM,11/01/2021 01:00:00 PM,PDT,Cost: No fee,,,Register Online (https://www.sba.gov/events/1699403),,
Portland Community College SBDC,Portland Community College SBDC - Global Trade Management Meetup,"Finding & understanding HTS, duty and tariffs Knowing the harmonized codes for your specific products and services is critical to successful export activity. Please join us as we go over how to find your proper codes and how to understand duties and tariffs.",09/14/2021 12:00:00 PM,09/14/2021 01:00:00 PM,PDT,Cost: No fee,,,RSVP Online (https://www.meetup.com/Global-Trade-Virtual-Meetup/events/272273409),,
Mercy Corps Northwest,Mercy Corps Northwest - Funding Friday,"Access to capital is vital for all small businesses and it provides a unique challenge during COVID‑19. The funding landscape is constantly changing. This short weekly webinar series will:  Provide details about new funding opportunities Update you on modifications to existing sources of funding Identify sources of funding that are not yet finalized, but will be available in the near future",09/17/2021 01:30:00 PM,09/17/2021 02:00:00 PM,PDT,Cost: No fee,,,Register for this event (https://nw.mercycorps.org/events/funding-friday-091721?utm_medium=email&utm_source=govdelivery),,
SBA Portland District Office,SBA Portland District Office - Join SBA Portland District Office to discuss the recent enhancements to the Economic Injury Disaster (EIDL) Program.,"This week, the Administrator of the U.S. Small Business Administration announced major enhancements to the COVID EIDL program to better support small businesses impacted by the pandemic",09/23/2021 10:30:00 AM,09/23/2021 11:30:00 AM,PDT,Cost: No fee,,,Register Online (https://www.eventbrite.com/e/new-enhancements-to-covid-economic-injury-disaster-loan-eidl-program-tickets-170465119762?utm_medium=email&utm_source=govdelivery),,
Reinventing Rural and the Northeast Oregon Economic Development District,"Co.Starters, Reinventing Rural and the Northeast Oregon Economic Development District","CORE Northeast Oregon launches Sept. 22nd - Virtual-CO.STARTERS 10-Week CORE Program Equips Aspiring Entrepreneurs With the Insights, Relationships, and Tools to Turn Ideas into Action  ",09/22/2021 06:00:00 PM,11/24/2021 09:00:00 PM,PDT,Cost:$750-Through generous donations from sponsors this class is free,,,Register Online (https://airtable.com/shrGMYPMYaCSPojy0),,
Reinventing Rural and the Northeast Oregon Economic Development District,"Co.Starters, Reinventing Rural and the Northeast Oregon Economic Development District","CORE Harney starts Sept 15th - Hybrid Delivery-CO.STARTERS 10-Week CORE Program Equips Aspiring Entrepreneurs With the Insights, Relationships, and Tools to Turn Ideas into Action  ",09/15/2021 05:30:00 PM,11/24/2021 08:30:00 PM,PDT,Through the generous support of sponsors there is no charge for this 10-week program ($750 value).,,,Register Online (https://airtable.com/shrGMYPMYaCSPojy0),,
Clatsop Community College SBDC,Clatsop Community College SBDC-Building Credit for Your Small Business,"Learn about the importance of good personal and business credit history, and how the connection between the two may impact your small business.  Review best practices for establishing and improving credit scores, examine how your credit can impact business loan applications and opportunities, and learn how to use credit reporting services wisely.",09/20/2021 02:00:00 PM,09/20/2021 04:30:00 PM,PDT,Cost: No fee,,,Register Online (https://clients.oregonsbdc.org/reg.aspx?mode=event&event=50410037),,
Lane Community College SBDC,Intro to Entrepreneurship-Lane Community College SBDC,"Learn about...  evaluating your business idea, essential business topics, the importance of market analysis, how to create a business plan, analyzing your idea, and building financial projections.",09/22/2021 11:00:00 AM,09/22/2021 01:00:00 PM,PDT,Cost: No fee,,,Register Online (https://clients.oregonsbdc.org/reg.aspx?mode=event&event=1410044),,
Columbia Gorge Community College SBDC,Quickbooks Online 101-Columbia Gorge Community College SBDC,"For QuickBooks beginners. Learn how to use the most popular business accounting software program used by small businesses. If you have never used QuickBooks or are just starting to use the program, this training is for you! Class includes setting up company files, creating a chart of accounts, adding customers, jobs, and vendors. Also covers paying for expenses, invoicing, and receiving payments.",09/22/2021 05:00:00 PM,09/22/2021 08:00:00 PM,PDT,Cost: $75,,,Register Online (https://clients.oregonsbdc.org/reg.aspx?mode=event&event=140410141),,
Chemeketa Community College SBDC,Financial Fundamentals-Chemeketa Community College SBDC,Join us for the Financial Fundamentals session and learn about  What is a Profit & Loss Statement and a Balance Sheet? Why are they important? How can understanding them help me make good business decisions?,09/23/2021 10:00:00 AM,09/23/2021 11:30:00 AM,PDT,Cost: No fee,,,Register Online (https://clients.oregonsbdc.org/reg.aspx?mode=event&event=30410079),,
U.S. Small Business Administration,"Small Business Resources for Preparedness, Relief, Recovery, and Resiliency - U.S. Small Business Administration","The Small Business Administration (SBA) & Public Private Strategies Institute (PPSI) are providing educational opportunities for you to learn more about programs that will help your business get back on track. These sessions will take place every two weeks, starting next week and running through December 2021.",09/29/2021 11:00:00 AM,09/29/2021 12:00:00 PM,PDT,Cost: No fee,,,Register Online (https://publicprivatestrategies.zoom.us/webinar/register/WN_hw1mK2R7Qp-uyQ_iuu8o2Q?utm_medium=email&utm_source=govdelivery),,
Columbia Gorge Community College SBDC,Disaster Planning and Recovery- Columbia Gorge Community College SBDC,"Some disasters are unavoidable. Some are worse than others, but regardless of your situation the proper planning, training, and preparedness will be the most effective way to avoid or recover from any type of disaster. For every $1 spent in recovery and resiliency planning yields $6 in return on average. We will learn how to recover from all types of disasters as well as how to plan for any eventuality so your business can survive and thrive in the worst of times.",09/30/2021 04:00:00 PM,09/30/2021 06:00:00 PM,PDT,Cost: No fee,,,Register Online (https://clients.oregonsbdc.org/reg.aspx?mode=event&event=140410138),,
 Chemeketa Community College SBDC,Monthly Meeting,Salem Capitol Connections - Salem Capitol Connections provides Oregon entrepreneurs with opportunities to connect with public and private entities that lead to sustainable business relationships and opportunities.,08/31/2021 07:30:00 AM,08/31/2021 09:00:00 AM,PDT,Cost: No fee,,,Register Online (https://clients.oregonsbdc.org/reg.aspx?mode=event&event=30410034),,
Columbia Gorge Community College SBDC,Entendiendo estados financieros,"Columbia Gorge Community College SBDC - En esta clase hablaremos de los estados financieros de tu negocio, como leerlos, como utilizarlos han la planeaciónde tu negocio y para comparar tu negocio con la industria en la que te encuentras.- ",08/31/2021 09:00:00 AM,08/31/2021 11:00:00 AM,PDT,Tarifa: Sin costo,,,Registro en línea (https://clients.oregonsbdc.org/reg.aspx?mode=event&event=140410111),,
SCORE Portland ,Don't Fly With Blinders On - Data Fundamentals for Small Businesses-SCORE Portland ,"Tracking and monitoring a few key data elements can help us know exactly where we are and recognize right away when things are changing. If you aren't sure how to begin or take the next step in your analytics journey, this talk will help you get started and improve how you use data.",11/09/2021 10:00:00 AM,11/09/2021 11:00:00 AM,PDT,Cost: No fee,,,Register Online (https://readytalk.webcasts.com/starthere.jsp?ei=1502595&tp_key=77e00440d5&sti=scoreeventpage),,
Klamath Community College SBDC,Klamath Community College SBDC - Smart Start-Up,"A 2-hour class designed specifically for those considering self-employment or new to owning a business. Gain the information needed before you begin business. Topics include feasibility, market research, business plan basics, start-up financing, insurance, legal structures, registration & licensing, and much more! Participants will be provided with resources, handouts, and checklists!",09/14/2021 03:00:00 PM,09/14/2021 05:00:00 PM,PDT,Cost: $30,,,Register and Pay Online (https://clients.oregonsbdc.org/reg.aspx?mode=event&event=170410052),,
Klamath Community College SBDC,Klamath Community College SBDC - QuickBooks Online,"3 sessions ending Tue, Sep 28 - Do you need to access your QuickBooks accounts when you are out of the office? QuickBooks Online is your answer. Do your own bookkeeping online and make it manageable and efficient. Learn to set up your system, invoice your customers and receive payments from them, enter and pay bills, manage your banking, run financial reports, and more.",09/14/2021 06:00:00 PM,09/14/2021 08:00:00 PM,PDT,Cost: $99 for all 3 sessions,,,Register and Pay Online (https://clients.oregonsbdc.org/reg.aspx?mode=event&event=170410078),,
Columbia Gorge Community College SBDC,"Columbia Gorge Community College SBDC - Small Business Legal Clinic, Intellectual Property and Trademarking-",The Small Business Legal Clinic will provide an overview of intellectual property (IP) and explain how things like trademarks can be an important part of your business. Join us for a virtual presentation and conversation on September 15th from 5-7pm. A zoom link will be provided after registration,09/15/2021 05:00:00 PM,09/15/2021 07:00:00 PM,PDT,Cost: No fee,,,Register Online (https://clients.oregonsbdc.org/reg.aspx?mode=event&event=140410132),,
Mercy Corps Northwest (MCNW),Consulting: Legal with Zac Padgett-Mercy Corps Northwest (MCNW),"Whether you need help deciding whether to form an LLC or corporation or can’t tell the difference between an independent contractor and an employee, a one-on-one consultation with a lawyer can help you navigate the legal issues your business might face.",11/10/2021 02:00:00 PM,11/10/2021 02:50:00 PM,PDT,Cost: $25,,,Register and Pay Online (https://nw.mercycorps.org/event/legalconsult-zac-111021),,
Chemeketa Community College SBDC,Chemeketa Community College SBDC - Build Your Biz Online,Discover how to smoothly start setting up a professional-looking website for your business. I will provide and explain step-by-step instructions on how to pick the best marketing plan specific to your budget.  Would you like to start selling online? Not sure how or where to start building an online presence?,09/16/2021 11:30:00 AM,09/16/2021 01:00:00 PM,PDT,Cost: No fee,,,Register Online (https://clients.oregonsbdc.org/reg.aspx?mode=event&event=30410071),,
Chemeketa Community College SBDC,"Chemeketa Community College SBDC - Ready, Set, Start Your Business",Are you ready to start your business? Not sure if you have everything in order or you don’t know what you don’t know?  Begin your business the right way. Come and learn about:  * business structure * business registration * licensing * taxes * miscellaneous rules and regulations  The information presented can help you eliminate mistakes before they happen. This fast-paced class is the perfect first step!,09/17/2021 12:00:00 PM,09/17/2021 01:30:00 PM,PDT,Cost: No fee,,,Register Online (https://clients.oregonsbdc.org/reg.aspx?mode=event&event=30410075),,
SCORE Portland ,SCORE Portland - Starting a Food Cart Business ,"Learn all the steps required to open a food cart business in the Portland area. This workshop covers licensing, agency approvals, estimated costs and other issues that can lead to a successful food cart business.",09/14/2021 09:00:00 AM,09/14/2021 11:00:00 AM,PDT,Cost: $10,,,Register and Pay Online (https://events.r20.constantcontact.com/register/eventReg?oeidk=a07eiaadzfncadb2cba&oseq=&c=&ch=),,
 Chemeketa Community College SBDC,Ways to Increase Web Sales - Best Practices -Chemeketa Community College SBDC,"Do you have a website but need some help fine-tuning it to make more money? Do you want to have more freedom, increase your income remotely, and most importantly make a profit? Are you curious to learn more about creating the perfect online sales strategy?",09/23/2021 11:30:00 AM,09/23/2021 01:00:00 PM,PDT,Cost: No fee,,,Register Online (https://clients.oregonsbdc.org/reg.aspx?mode=event&event=30410072),,
Chemeketa Community College SBDC,Salem Capitol Connections-Chemeketa Community College SBDC,Salem Capitol Connections provides Oregon entrepreneurs with opportunities to connect with public and private entities that lead to sustainable business relationships and opportunities.,09/28/2021 07:30:00 AM,09/28/2021 09:00:00 AM,PDT,Cost: No fee,,,Register Online (https://clients.oregonsbdc.org/reg.aspx?mode=event&event=30410035),,
Chemeketa Community College SBDC,Know Your Numbers-Chemeketa Community College SBDC,Join us for the Know Your Numbers and learn about:  What do lenders and investors look at on my financial statements? How can I improve those numbers and ratios? How can I use those numbers to make good business decisions (Can I afford new equipment? Can I afford new employees? Do I need to raise prices?),09/28/2021 10:00:00 AM,09/28/2021 11:30:00 AM,PDT,Cost: No fee,,,Register Online (https://clients.oregonsbdc.org/reg.aspx?mode=event&event=30410080),,
Columbia Gorge Community College SBDC,Developing your Business Brand-Columbia Gorge Community College SBDC,Learn to create a brand style guide to help you present your business consistently. Your visual brand acts as the guide to sharing your product or service both externally and internally and how you communicate your business effectively.,09/30/2021 01:00:00 PM,09/30/2021 04:00:00 PM,PDT,Cost: $25,,,Register Online (https://clients.oregonsbdc.org/workshop.aspx?ekey=140410133),,
Klamath Community College SBDC,Smart Start-Up (On-Line Zoom)-Klamath Community College SBDC,"A 2-hour class designed specifically for those considering self-employment or new to owning a business. Gain the information needed before you begin business. Topics include feasibility, market research, business plan basics, start-up financing, insurance, legal structures, registration & licensing, and much more! Participants will be provided with resources, handouts, and checklists!",10/02/2021 09:00:00 AM,10/02/2021 11:00:00 AM,PDT,Cost: $30,,,Register and Pay Online (https://clients.oregonsbdc.org/workshop.aspx?ekey=170410066),,
U.S. Small Business Administration (SBA),National Veterans Small Business Week-U.S. Small Business Administration (SBA),View the list of virtual National Veterans Small Business Week events taking place across the country.,11/01/2021 06:00:00 AM,11/05/2021 05:00:00 PM,PDT,Cost: No fee,,,List of Virtual Events (https://www.sba.gov/events/find?dateRange=all&distance=200&pageNumber=1&q=nvsbw),,
SCORE Portland ,"hinking About Buying A Franchise, Now What?-SCORE Portland ", You’ll learn about: What it takes to succeed Qualities of a good franchise system Solidifying your financial plan Questions to ask franchisors and franchisees How to overcome roadblocks,11/11/2021 10:00:00 AM,11/11/2021 11:00:00 AM,PDT,Cost: No fee,,,Register Online (https://readytalk.webcasts.com/starthere.jsp?ei=1502338&tp_key=a007a3ac08&sti=scoreeventpage),,
SCORE Portland ,Navigating Your Small Business through Financial Milestones-SCORE Portland ,"Small Businesses face different financial challenges throughout each life stage of their business. From initial startup investments to deciding when is the right time to hire employees, business owners are constantly evaluating the impact of financial decisions.",11/18/2021 10:00:00 AM,11/18/2021 11:00:00 AM,PDT,Cost: No fee,,,Register Online (https://portlandor.score.org/event/navigating-your-small-business-through-financial-milestones),,
Secretary of State,Basics Notary Webinar,Free training to become a notary,01/13/2021 09:00:00 AM,01/13/2021 12:00:00 PM,,"Brush up your notary knowledge and get the answers to your questions by attending a webinar for current and future notaries public. This webinar is a comprehensive and thorough examination of notary basics: purpose, responsibilities and liabilities of a notary; how to notarize; notary certificates and the notary journal. ",Monique Bourque,,Notary seminar schedule (https://notsem.sos.state.or.us/),,
SCORE Portland ,The New Must Have Marketing Strategy For 2022-SCORE Portland ,"2022 will bring in some fundamental changes to the way we market our products and services, requiring us to adjust strategies, campaigns, and budget.  Identifying opportunities now and preparing a thoughtful, streamlined, and inventive marketing plan that is relevant to today's consumer mindset and industry shifts will allow you to accelerate your financial goals and competitive edge.",12/14/2021 10:00:00 AM,12/14/2021 11:00:00 AM,PDT,Cost: No fee,,,Register Online (https://portlandor.score.org/event/new-must-have-marketing-strategy-2022),,
Mercy Corps Northwest (MCNW),Funding Friday-Mercy Corps Northwest (MCNW),"Access to capital is vital for all small businesses and it provides a unique challenge during COVID‑19. The funding landscape is constantly changing. This short weekly webinar series will:  Provide details about new funding opportunities, Update you on modifications to existing sources of funding, Identify sources of funding that are not yet finalized, but will be available in the near future",11/12/2021 01:30:00 PM,11/12/2021 02:00:00 PM,PDT,Cost: No fee,,,Register Online (https://nw.mercycorps.org/events/funding-friday-111221),,
Mt. Hood Community College SBDC,Increase Profits and Build Assets for your Business-Mt. Hood Community College SBDC,Learn Tips and Strategies on HOW to make your business profitable and keep the profits growing. Implement a practical financial plan for your business that guarantees profits and insulates against loss. Minimize day to day stress by planning ahead and building wealth.,11/09/2021 02:00:00 PM,11/09/2021 03:30:00 PM,PDT,Cost: $60,,,Register and Pay Online (https://clients.oregonsbdc.org/workshop.aspx?ekey=70410104),,
Columbia Gorge Community College SBDC,Starting a New Business-Columbia Gorge Community College SBDC,"Are you considering starting a business and don’t know where to start? This course will teach you about business registration, business structure, licensing and basic information needed to get your business started.",11/10/2021 05:00:00 PM,11/10/2021 08:00:00 PM,PDT,Cost: $25,,,Register and Pay Online (https://clients.oregonsbdc.org/workshop.aspx?ekey=140410147),,
Chemeketa Community College SBDC,"Ready, Set, Start Your Business -Chemeketa Community College SBDC","Are you ready to start your business? Not sure if you have everything in order or you don’t know what you don’t know?   Begin your business the right way. Come and learn about: business structure, business registration, licensing, taxes, miscellaneous rules and regulations.  The information presented can help you eliminate mistakes before they happen. This fast-paced class is the perfect first step!",11/19/2021 12:00:00 PM,11/19/2021 01:30:00 PM,PDT,Cost: $49,,,Register and Pay  (https://clients.oregonsbdc.org/workshop.aspx?ekey=30410077),,
The Small Business Administration (SBA) & Public Private Strategies Institute (PPSI),Resources and Relief for Your Small Business - Community Navigators-The Small Business Administration (SBA) & Public Private Strategies Institute (PPSI),"-Learn more about COVID EIDL and how you can take advantage before December 31, 2021 -Discover tools and resources you can use to start and grow your business -Have your questions answered by SBA Leadership & small business experts -Learn how you can become a vaccine leader in your community -Get an update regarding programs and recent policy announcements made by the Biden-Harris Administration",11/10/2021 11:00:00 AM,11/10/2021 12:00:00 PM,PDT,Cost: No fee,,,Register Online (https://publicprivatestrategies.zoom.us/webinar/register/WN_6YtZbqcIR2aPNuKfO5M8Zw?utm_medium=email&utm_source=govdelivery),,
Columbia Gorge Community College SBDC,Developing your Business Brand-Columbia Gorge Community College SBDC,Learn to create a brand style guide to help you present your business consistently. Your visual brand acts as the guide to sharing your product or service both externally and internally and how you communicate your business effectively.,11/12/2021 01:00:00 PM,11/12/2021 04:00:00 PM,PDT,Cost: $25,,,Register Online (https://clients.oregonsbdc.org/workshop.aspx?ekey=140410135),,
Columbia Gorge Community College SBDC,Succession Planning-Columbia Gorge Community College SBDC,"Learn the strategy for passing on leadership roles—often the ownership of a company—to an employee or group of employees. Also known as “replacement planning,” it ensures that businesses continue to run smoothly after a company’s most important people move on to new opportunities, retire, or pass away.",10/05/2021 09:00:00 AM,10/05/2021 12:00:00 PM,PDT,Cost: $25,,,Register and Pay Online (https://clients.oregonsbdc.org/workshop.aspx?ekey=140410149),,
