"registry_number","business_name","entity_type","nonprofit_type","address","address_continued","city","state","zip_code"
"172735590","FRESH START FOUNDATION INC.","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","64 LINCOLN ST",,"ASHLAND","OR","97520"
"173616294","NEW EARTH CENTRAL INC","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","2172 BIRCHWOOD LN",,"ASHLAND","OR","97520"
"174555590","CASCADE BUILDERS ASSOCIATION","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","484 NEIL CREEK RD",,"ASHLAND","OR","97520"
"180727993","DUNN RANCH CENTER FOR FOOD AND AGRICULTURE","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","4424 HWY 66",,"ASHLAND","OR","97520"
"183267690","ELECTRIFY ASHLAND","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","880 GLENDOWER ST",,"ASHLAND","OR","97520"
"183720094","ASHLAND.NEWS","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","564 LIBERTY ST",,"ASHLAND","OR","97520"
"184688498","LEGACY EARTHKEEPERS ACADEMY OF PERMACULTURE","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","219 W HERSEY ST",,"ASHLAND","OR","97520"
"185660397","WOMEN WHO HAVE YOUR BACK (WWHYB)","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","325 STONERIDGE AVE",,"ASHLAND","OR","97520"
"186389699","WILD ROOTS COMMUNITY CENTER","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","3000 BUCKHORN SPRINGS ROAD",,"ASHLAND","OR","97520"
"187517991","FUTURE FORWARD, INC.","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","702 PRIM ST",,"ASHLAND","OR","97520"
"190689597","JIM TEECE & DENA MATTHEWS FOUNDATION","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","864 NEIL CREEK RD",,"ASHLAND","OR","97520"
"189396998","ASHLAND CLIMATE COLLABORATIVE","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","333 HIGH ST",,"ASHLAND","OR","97520"
"194618097","HOLISTIC EDUCATION REVIEW JOURNAL","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","575 REITEN DR",,"ASHLAND","OR","97520"
"195483897","THE ATITLAN ALLIANCE","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","321 CLAY STREET SPACE 109",,"ASHLAND","OR","97520"
"6069512","COLUMBIA LUTHERAN CHARITIES","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","2111 EXCHANGE ST",,"ASTORIA","OR","97103"
"6416119","CLATSOP COMMUNITY COLLEGE FOUNDATION","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","295 W NIAGARA AVE",,"ASTORIA","OR","97103"
"10949311","CLATSOP EMERGENCY FOOD BANK INC.","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","770 34TH ST",,"ASTORIA","OR","97103"
"11396215","THE HARBOR, INC","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","801 COMMERCIAL ST",,"ASTORIA","OR","97103"
"13529516","CRESTVIEW-GREENWOOD CEMETERY ASSOCIATION","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","91569 HWY 202",,"ASTORIA","OR","97103"
"21113915","CLATSOP COUNTY 4-H ASSOCIATION","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","2001 MARINE DR STE 210",,"ASTORIA","OR","97103"
"6709984","LEWIS & CLARK CEMETERY ASSOCIATION, INC.","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","89840 LEWIS AND CLARK ROAD",,"ASTORIA","OR","97103"
"14677082","CLATSOP COMMUNITY ACTION","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","364 9TH ST",,"ASTORIA","OR","97103"
"36621282","THE HEALING CIRCLE, INC.","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","1054 EXCHANGE ST",,"ASTORIA","OR","97103"
"41542986","BUTTERFLIES FOREVER","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","91906 LEWIS AND CLARK RD",,"ASTORIA","OR","97103"
"53799087","ASTORIA PARKS, RECREATION AND COMMUNITY FOUNDATION","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","92591 ASTOR DR",,"ASTORIA","OR","97103"
"55649983","KNAPPA SCHOOLS FOUNDATION","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","42903 OLD HIGHWAY 30",,"ASTORIA","OR","97103"
"56991384","WILDLIFE CENTER OF THE NORTH COAST","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","89686 HIGHWAY 202",,"ASTORIA","OR","97103"
"64659981","NORTH COAST CHORALE","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","118 BOND ST",,"ASTORIA","OR","97103"
"66025983","ANDREW'S FUND","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","818 COMMERCIAL #403",,"ASTORIA","OR","97103"
"66955486","CLATSOP COUNTY CHILD ABUSE ASSESSMENT CENTER LIMITED","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","1230 MARINE DR STE 301",,"ASTORIA","OR","97103"
"67311788","CLATSOP CASA PROGRAM, INC.","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","818 COMMERCIAL ST STE 401",,"ASTORIA","OR","97103"
"67490780","AMERICAN COLLEGE OF NATUROPATHIC OBSTETRICS","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","1490 COMMERCIAL ST STE 200","SUITE 200","ASTORIA","OR","97103"
"68367888","RIVERFRONT TROLLEY ASSOCIATION, INC.","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","990 ASTOR STREET",,"ASTORIA","OR","97103"
"69255082","LOWER COLUMBIA PRESERVATION SOCIETY","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","389 12TH ST",,"ASTORIA","OR","97103"
"1519594","CLATSOP COUNTY JUNIOR MARKET AUCTION ASSOCIATION","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","91382 LEWIS & CLARK RD",,"ASTORIA","OR","97103"
"4467395","NORTH COAST WATERSHED ASSOCIATION","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","818 COMMERCIAL ST","SUITE 308","ASTORIA","OR","97103"
"13457791","BROWNSMEAD FARMERS' CLUB","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","42779 FISH LN",,"ASTORIA","OR","97103"
"14229793","NORTH COAST SYMPHONIC BAND ASSOCIATION","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","35185 ORCHARD LANE",,"ASTORIA","OR","97103"
"17111592","ASTORIA REGATTA/RIEDEL SCHOLARSHIP ENDOWMENT FUND","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","1960 3RD ST",,"ASTORIA","OR","97103"
"23142995","WICKIUP SENIOR CITIZEN CENTER","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","92650 SVENSEN MARKET RD",,"ASTORIA","OR","97103"
"23403892","HANTHORN CANNERY FOUNDATION","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","100 39TH ST",,"ASTORIA","OR","97103"
"31138993","KNAPPA SCHOOLS PARENT CLUB INCORPORATED","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","43789 SYLVANDALE LN",,"ASTORIA","OR","97103"
"39954193","ADVANCING CLATSOP TEENS IN VOCATIONAL EDUCATION","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","37285 TOWHEE DR",,"ASTORIA","OR","97103"
"42879098","CLATSOP CRUISE HOSTS, INC.","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","1024 MARINE DR",,"ASTORIA","OR","97103"
"58805095","STAR OF THE SEA CATHOLIC FOUNDATION","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","92591 ASTOR DR",,"ASTORIA","OR","97103"
"64075998","CASCADIA CONCERT OPERA","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","1264 JEROME AVE",,"ASTORIA","OR","97103"
"64671598","ASTORIA PARENT CLUB","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","1100 KLASKANINE AVE",,"ASTORIA","OR","97103"
"70075297","NORTH COAST FOOD WEB","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","577 18TH ST",,"ASTORIA","OR","97103"
"71365598","VESPER EMMANUEL CHURCH","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","35955 BINDER SLOUGH LN",,"ASTORIA","OR","97103"
"75484692","ASTORIA BASEBALL FOUNDATION","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","1336 IRVING AVE",,"ASTORIA","OR","97103"
"77869494","CLATSOP CARE FOUNDATION","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","646 16TH STREET",,"ASTORIA","OR","97103"
"89476395","TENOR GUITAR FOUNDATION","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","91906 LEWIS AND CLARK ROAD",,"ASTORIA","OR","97103"
"96707196","ANGELS FOR SARA SANCTUARY","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","90522 RIP CHRISTENSEN RD",,"ASTORIA","OR","97103"
"103254595","ASTORIA OREGON PUBLIC LIBRARY FOUNDATION","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","1268 KENSINGTON AVE",,"ASTORIA","OR","97103"
"104749890","OBON SOCIETY","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","818 COMMERCIAL ST STE 103",,"ASTORIA","OR","97103"
"109275297","MOSAC","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","100 39TH ST STE 206",,"ASTORIA","OR","97103"
"111369096","ASTORIA FIBER ARTS STUDIO","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","90220 YOUNGS RIVER ROAD",,"ASTORIA","OR","97103"
"111360392","SALVAGE CHIEF (LSM380) FOUNDATION","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","100 39TH ST",,"ASTORIA","OR","97103"
"114769193","ASTORIA WARMING CENTER","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","875 FRANKLIN AVE",,"ASTORIA","OR","97103"
"120422894","FRIENDS OF MCCLURE PARK","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","8TH STREET AND FRANKLIN AVE",,"ASTORIA","OR","97103"
"120859194","LOWER COLUMBIA Q CENTER","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","171 W BOND ST",,"ASTORIA","OR","97103"
"131515397","THE TREEHOUSE LIFE, INC.","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","90757 LAZY CREEK RD",,"ASTORIA","OR","97103"
"135666899","CLATSOP SHOT AND AWE","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","90630 FORT CLATSOP RD",,"ASTORIA","OR","97103"
"138686399","PELICAN SCIENCE","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","375 3RD ST",,"ASTORIA","OR","97103"
"139236996","LIFEBOAT SERVICES","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","596 ALAMEDA AVE",,"ASTORIA","OR","97103"
"146732391","SYNAPSE FITNESS FOUNDATION","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","380 SOUTH ST",,"ASTORIA","OR","97103"
"150853399","FRIENDS OF THE FAIR-CLATSOP COUNTY","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","10 NIMITZ DR APT 3",,"ASTORIA","OR","97103"
"153016994","ASTORIA ARTS AND MOVEMENT CENTER","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","3409 IRVING AVE",,"ASTORIA","OR","97103"
"156365497","COAST PREGNANCY CLINIC","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","279 6TH STREET",,"ASTORIA","OR","97103"
"160610995","COPELAND COMMONS","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","92027 GLASGOW DRIVE",,"ASTORIA","OR","97103"
"160860996","PACIFIC NORTHWEST DISTRICT OF KEY CLUB INTERNATIONAL, INC.","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","1024 MARINE DR",,"ASTORIA","OR","97103"
"161476297","FRIENDS OF THE UNSHELTERED","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","357 COMMERCIAL ST",,"ASTORIA","OR","97103"
"181157695","RAINPETAL ECOVILLAGE, INC.","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","357 COMMERCIAL ST",,"ASTORIA","OR","97103"
"183674499","NORTH COAST PRIDE","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","1170 COMMERCIAL ST",,"ASTORIA","OR","97103"
"184145598","ARTS COUNCIL OF CLATSOP COUNTY","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","2870 LOG BRONC WAY",,"ASTORIA","OR","97103"
"184345099","TEN FIFTEEN PRODUCTIONS","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","1015 COMMERCIAL ST",,"ASTORIA","OR","97103"
"189185896","ART ROOM","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","4479 COMMERCIAL ST",,"ASTORIA","OR","97103"
"189461693","ASTORIA SENIOR CELEBRATION COMMITTEE","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","855 EXCHANGE ST",,"ASTORIA","OR","97103"
"193040798","JEANNETTE ADAMS MEMORIAL ART SCHOLARSHIP","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","1139 EXCHANGE STREET",,"ASTORIA","OR","97103"
"196545793","LEMONADE FOUNDATION","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","666 FLORENCE AVE",,"ASTORIA","OR","97103"
"197205694","CITIZENS FOR ASTORIA OREGON","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","1170 COMMERCIAL ST","SUITE 213-B","ASTORIA","OR","97103"
"9918798","TRIANGLE LITTLE LEAGUE","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","51711 JOHNSON RD",,"ATHENA","OR","97813"
"79197399","ATHENA WESTON EDUCATION FOUNDATION","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","375 SOUTH 5TH STREET",,"ATHENA","OR","97813"
"155329197","ATHENA WESTON YOUTH SPORTS","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","844 N 6TH STREET",,"ATHENA","OR","97813"
"85130699","SALEM FOR ALL!","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","9007 SILVER FALLS HWY SE",,"AUMSVILLE","OR","97325"
"118542299","TY HART MEMORIAL SCHOLARSHIP","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","9467 STAYTON RD SE",,"AUMSVILLE","OR","97325"
"128635992","SAFEBUILD ALLIANCE FOUNDATION","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","7940 STONEFIELD CT SE",,"AUMSVILLE","OR","97325"
"167075499","DAL RIATA","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","10663 PORTER RD SE",,"AUMSVILLE","OR","97325"
"176751593","POKEBLUE","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","910 OLNEY ST SE",,"AUMSVILLE","OR","97325"
"177310092","SEA STAR FARM SANCTUARY, INC.","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","5987 SHAW CENTER PLACE SE",,"AUMSVILLE","OR","97325"
"186779790","BOX FOUNDATION","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","9859 WILLAMETTE ST",,"AUMSVILLE","OR","97325"
"196354790","SOMMERS FAMILY FUND","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","9780 WILLAMETTE STREET",,"AUMSVILLE","OR","97325"
"59519","CHAMPOEG CEMETERY ASSOCIATION","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","21117 CASE RD NE",,"AURORA","OR","97002"
"6413017","THE AURORA COMMUNITY CEMETERY ASSOCIATION, INCORPORATED","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","21217 OAK LANE",,"AURORA","OR","97002"
"66809493","""MEOW VILLAGE""","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","14625 KASEL CT NE",,"AURORA","OR","97002"
"107804593","NORTH MARION HIGH SCHOOL BOOSTERS","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","12877 MAPLE LEAF CT NE",,"AURORA","OR","97002"
"119710796","NORTH WILLAMETTE VALLEY FRIENDS OF MUSIC","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","24850 NE PRAIRIE VIEW DR",,"AURORA","OR","97002"
"129564696","AURORA CAREER TECHNICAL EDUCATION, INC.","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","14629 EHLEN ROAD NE",,"AURORA","OR","97002"
"159288092","A RAY OF HOPE, TODAY!","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","10013 WISEACRE LN NE",,"AURORA","OR","97002"
"159463992","NORTH MARION SERVICES TEAM","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","21533 LIBERTY STREET NE",,"AURORA","OR","97002"
"161342093","WILDCAT SOFTBALL FOUNDATION","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","22821 BOONES FERRY RD NE",,"AURORA","OR","97002"
"162693791","HEARING FOR CHILDREN SOCIETY","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","23022 YEARY LANE NE",,"AURORA","OR","97002"
"188772090","NORTH MARION GRADUATION PROJECT","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","20256 GRIM RD",,"AURORA","OR","97002"
"196595194","U CAN UNITED","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","26097 NE BUTTEVILLE ROAD",,"AURORA","OR","97002"
"198293897","AURORA EMERGENCY PREPAREDNESS","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","21311 MAIN ST NE",,"AURORA","OR","97002"
"12446613","UPPER COW CREEK COMMUNITY CENTER, INC.","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","17244 UPPER COW CREEK RD",,"AZALEA","OR","97410"
"20730412","MOUNTAIN GROVE CENTER","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","3554 UPPER COW CREEK ROAD",,"AZALEA","OR","97410"
"79289394","OREGON SCHOLASTIC CLAY TARGET PROGRAM, INC.","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","669 STARVEOUT CREEK RD",,"AZALEA","OR","97410"
"4379111","VETERANS MEMORIAL CLUB","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","1835 4TH STREET",,"BAKER CITY","OR","97814"
"8066011","NEW DIRECTIONS NORTHWEST, INC.","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","3425 13TH ST",,"BAKER CITY","OR","97814"
"11514817","STEP FORWARD ACTIVITIES, INC.","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","3720 10TH ST",,"BAKER CITY","OR","97814"
"20781118","MAYDAY, INC.","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","2601 OAK ST",,"BAKER CITY","OR","97814"
"14707483","OREGON TRAIL PRESERVATION TRUST, INC.","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","2790 MAIN ST",,"BAKER CITY","OR","97814"
"18809780","SEVEN GENERATIONS","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","1641 WASHINGTON AVE",,"BAKER CITY","OR","97814"
"33951583","THE BAKER COUNTY LIBRARY FOUNDATION, INC.","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","2400 RESORT ST",,"BAKER CITY","OR","97814"
"39142880","CASA OF EASTERN OREGON, INC.","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","2024 MAIN ST",,"BAKER CITY","OR","97814"
"13240296","HAINES COMMUNITY CHARITABLE FUND","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","GUYER & ASSOCIATES","2790 MAIN ST","BAKER CITY","OR","97814"
"20829891","FRIENDS OF THE FAIRGROUNDS, BAKER CITY, OREGON, INC.","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","41280 US HWY 30",,"BAKER CITY","OR","97814"
"24232795","ANTHONY LAKES OUTDOOR RECREATION ASSOCIATION","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","2790 MAIN ST",,"BAKER CITY","OR","97814"
"24232795","ANTHONY LAKES OUTDOOR RECREATION ASSOCIATION","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","2790 MAIN ST",,"BAKER CITY","OR","97814"
"24232795","ANTHONY LAKES OUTDOOR RECREATION ASSOCIATION","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","2790 MAIN ST",,"BAKER CITY","OR","97814"
"24232795","ANTHONY LAKES OUTDOOR RECREATION ASSOCIATION","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","2790 MAIN ST",,"BAKER CITY","OR","97814"
"24232795","ANTHONY LAKES OUTDOOR RECREATION ASSOCIATION","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","2790 MAIN ST",,"BAKER CITY","OR","97814"
"24232795","ANTHONY LAKES OUTDOOR RECREATION ASSOCIATION","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","2790 MAIN ST",,"BAKER CITY","OR","97814"
"24232795","ANTHONY LAKES OUTDOOR RECREATION ASSOCIATION","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","2790 MAIN ST",,"BAKER CITY","OR","97814"
"24232795","ANTHONY LAKES OUTDOOR RECREATION ASSOCIATION","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","2790 MAIN ST",,"BAKER CITY","OR","97814"
"39826292","GEORGE & MARION BUERKEL, OSCAR & ELLA ZOELLNER FOUNDATION","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","3990 KIRKWAY DR",,"BAKER CITY","OR","97814"
"57187297","BAKER CHARTER SCHOOLS ORGANIZATION","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","1831 1ST ST",,"BAKER CITY","OR","97814"
"58938896","BAKER LOVES BIKES","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","3451 BROADWAY ST",,"BAKER CITY","OR","97814"
"62367397","BAKER COUNTY COMMUNITY COLLEGE FOUNDATION","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","2790 MAIN ST",,"BAKER CITY","OR","97814"
"67230194","BAKER CITY BRONC & BULL RIDING, INC.","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","990 PARK ST",,"BAKER CITY","OR","97814"
"78503894","BAKER COUNTY 4-H/FFA LIVESTOCK AUCTION ASSOCIATION","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","2790 MAIN ST",,"BAKER CITY","OR","97814"
"110249893","BAKER ART GUILD","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","3451 BROADWAY ST",,"BAKER CITY","OR","97814"
"127155596","SPC MABRY JAMES ANDERS MEMORIAL FOUNDATION","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","14817 LONGBOW LANE",,"BAKER CITY","OR","97814"
"127237097","BHUTAN CULTURAL EXCHANGE","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","2045 14TH STREET",,"BAKER CITY","OR","97814"
"135041796","BAKER COMMUNITY SPORTS COMPLEX","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","2790 MAIN ST",,"BAKER CITY","OR","97814"
"138740592","OREGON FRATERNAL ORDER OF POLICE FOUNDATION","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","1768 AUBURN AVENUE",,"BAKER CITY","OR","97814"
"146061999","ACTORS STUDIO, INC.","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","2260 CHERRY ST",,"BAKER CITY","OR","97814"
"148036593","LAUNCH PAD BAKER","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","3755 CEDAR ST",,"BAKER CITY","OR","97814"
"161466595","OREGON CLUB VOLLEYBALL OF EASTERN OREGON","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","28202 LOVE RANCH ROAD",,"BAKER CITY","OR","97814"
"163761795","MIRACLES HOMES OF HOPE","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","18392 GRIFFIN GULTCH LANE",,"BAKER CITY","OR","97814"
"164618598","BAKER SOCCER UNITED","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","1790 4TH STREET",,"BAKER CITY","OR","97814"
"165026593","BAKER RELIEF NURSERY","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","2304 2ND STREET",,"BAKER CITY","OR","97814"
"166470196","THE EMERGE FOUNDATION","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","2250 4TH ST",,"BAKER CITY","OR","97814"
"177499598","THE FINANCIAL LITERACY FOUNDATION OF AMERICA, INC.","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","2790 MAIN ST",,"BAKER CITY","OR","97814"
"181584799","SNAKE RIVER MUSIC GARDENS","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","3055 10TH STREET","UNIT I","BAKER CITY","OR","97814"
"194695996","JUSTUSFORBAKERCOUNTY","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","20539 MEDICAL SPRINGS HWY",,"BAKER CITY","OR","97814"
"16357014","SOUTH COAST BUSINESS EMPLOYMENT CORPORATION","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","304 HWY 101",,"BANDON","OR","97411"
"45979085","PORT OF BANDON ECONOMIC DEVELOPMENT FUND","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","1205 BALTIMORE AVE",,"BANDON","OR","97411"
"52001188","CYBERLYNX","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","775 10TH ST SE",,"BANDON","OR","97411"
"63801782","BANDON COMMUNITY YOUTH CENTER, INC.","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","101 11TH STREET SW",,"BANDON","OR","97411"
"9594292","SEVEN FIRES FOUNDATION","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","89001 HIGHWAY 42 S",,"BANDON","OR","97411"
"12218491","COQUILLE RIVER LIGHTHOUSE KEEPERS FOUNDATION, INC.","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","621 MICHIGAN AVE NE",,"BANDON","OR","97411"
"18786491","GOOD NEIGHBORS","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","2636 CARYLL CT SW",,"BANDON","OR","97411"
"21992193","ROTARY CLUB OF PORT ORFORD COMMUNITY SERVICE FUND","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","87862 BILL CREEK LN",,"BANDON","OR","97411"
