"the_geom","placeid","yearplaceid","city","state","citystate","year","month","docksuspended","dockclosed","docklesssuspended","docklessclosed","scootersuspended","scooterclosed","dockid","stationct","stationct_pct","stationct_bin","dockct","docknm","docknmsuspended","docklessct","docklessct_bin","docklessnm","docklessnmsuspended","scooterct","scooterct_bin","scooternm","scooternmsuspended","lat","lon","type","suspscooterct","closedscooterct","suspdocklessct","closeddocklessct","closeddockct","suspdockct","docknotes","docklessnotes","scooternotes","docksuspendednotes","docklesssuspendednotes","scootersuspendednotes","dockclosednotes","docklessclosednotes","scooterclosednotes"
"POINT (-111.044047 45.6794293)","MT00254","2020MT00254","Bozeman","MT","Bozeman, MT","2020","6",,,,,,,,"0",,"0","0",,,"0","0",,,"1","1","Blink Rides",,"45.6794293","-111.044047","E-scooters only","0","0","0","0","0","0",,,,,,,,,
"POINT (-93.6046655 41.5910323)","IA0073","2020IA0073","Des Moines","IA","Des Moines, IA","2020","4",,,,,,,"14.0","22","0.345857569564534","4","1","Des Moines Bcycle",,"0","0",,,"0","0",,,"41.5910323","-93.6046655","Docked only","0","0","0","0","0","0",,,,,,,,,
"POINT (-84.5124602 39.1014537)","OH00164","2020OH00164","Cincinnati","OH","Cincinnati, OH","2020","6",,,,,,,"57.0","57","0.896085521144474","4","1","Cincy RedBike Bike",,"0","0",,,"2","2","Lime, Bird",,"39.1014537","-84.5124602","Docked and e-scooters","0","0","0","0","0","0",,,,,,,,,
"POINT (-81.6936813 41.4996562)","OH00165","2020OH00165","Cleveland","OH","Cleveland, OH","2020","11",,,,,,"11/2020",,"0",,"0","0",,,"0","0",,,"4","4","Bird, Lime, Spin, Wheels","Veoride","41.4996562","-81.6936813","E-scooters only","0","1","0","0","0","0",,,,,,,,,
"POINT (-79.9414313 37.270973)","VA00221","2020VA00221","Roanoke","VA","Roanoke, VA","2020","7",,"7/2020",,,,"7/2020",,"0",,"0","0",,"Roanoke","0","0",,,"1","1","Lime","Bolt","37.270973","-79.9414313","E-scooters only","0","1","0","0","1","0",,,,,,,,,
"POINT (-71.5522874 42.3459271)","MA00103","2020MA00103","Marlborough","MA","Marlborough, MA","2020","12",,"12/2020",,,,,,"0",,"0","0",,"City of Marlborough, MA","0","0",,,"0","0",,,"42.3459271","-71.5522874",,"0","0","0","0","1","0",,,,,,,,,
"POINT (-84.3902644 33.7489924)","GA0066","2020GA0066","Atlanta","GA","Atlanta, GA","2020","10",,,,,,"10/2020","77.0","114","1.792171042288949","4","1","Relay Bike Share",,"0","0",,,"3","3","Bird, Spin, Veoride","Lime, Jump","33.7489924","-84.3902644","Docked and e-scooters","0","2","0","0","0","0",,,,,,,,,"Jump acquired by Lime. Operated as Lime starting 05/2020"
"POINT (-73.8987469 40.9312099)","NY00163","2020NY00163","Yonkers","NY","Yonkers, NY","2020","11",,,,"11/2020",,,,"0",,"0","0",,,"0","0",,"Lime","1","1","Bird",,"40.9312099","-73.8987469","E-scooters only","0","0","1","0","0","0",,,,,,,,,
"POINT (-83.5378173 41.6529143)","OH00171","2020OH00171","Toledo","OH","Toledo, OH","2020","10",,,,,,,"126.0","17","0.267253576481685","4","1","ToleGo",,"0","0",,,"1","1","Lime",,"41.6529143","-83.5378173","Docked and e-scooters","0","0","0","0","0","0",,,,,,,,,
"POINT (-97.3327459 32.753177)","TX00199","2020TX00199","Fort Worth","TX","Fort Worth, TX","2020","10",,,,,,,"10.0","45","0.707435937745638","4","1","Fort Worth Bcycle",,"0","0",,,"0","0",,,"32.753177","-97.3327459","Docked only","0","0","0","0","0","0",,,,,,,,,
"POINT (-88.33308822099423 31.9868295)","MA00107","2020MA00107","Needham","MA","Needham, MA","2020","10",,,,"10/2020",,,,"0",,"0","0",,,"0","0",,"Lime","0","0",,,"31.9868295","-88.33308822099423",,"0","0","1","0","0","0",,,,,,,,,
"POINT (-97.9405828 29.8826436)","TX00242","2020TX00242","San Marcos","TX","San Marcos, TX","2020","1",,,,,,,,"0",,"0","0",,,"1","1","Veoride",,"0","0",,,"29.8826436","-97.9405828","Dockless only","0","0","0","0","0","0",,,,,,,,,
"POINT (-85.1386015 41.0799898)","IN00233","2020IN00233","Fort Wayne","IN","Fort Wayne, IN","2020","11",,,,,,,,"0",,"0","0",,,"1","1","Veoride",,"1","1","Veoride",,"41.0799898","-85.1386015","Dockless and e-scooters","0","0","0","0","0","0",,,,,,,,,
"POINT (-71.060511 42.3554334)","MA0098","2020MA0098","Boston","MA","Boston, MA","2020","6",,,,,,,"1.0","336","5.282188335167427","4","1","Hubway (03/2018 relaunched as Blue Bikes)",,"0","0",,,"0","0",,,"42.3554334","-71.060511","Docked only","0","0","0","0","0","0",,,,,,,,,
"POINT (-96.789821 46.877229)","ND00144","2020ND00144","Fargo","ND","Fargo, ND","2020","1",,,,,,,,"11","0.172928784782267","4","1","Great Rides (seasonal operations typically begin in March)",,"0","0",,,"0","0",,,"46.877229","-96.789821","Docked only","0","0","0","0","0","0",,,,,,,,,
"POINT (-97.6114237 38.8402805)","KS0089","2020KS0089","Salina","KS","Salina, KS","2020","7",,"7/2020",,,,,,"0",,"0","0",,"KANcycle","0","0",,,"0","0",,,"38.8402805","-97.6114237",,"0","0","0","0","1","0",,,,,,,,,
"POINT (-77.3122325 39.1840886)","MD00118","2020MD00118","Boyds","MD","Boyds, MD","2020","7",,"7/2020",,,,,,"0",,"0","0",,"Montgomery Parks","0","0",,,"0","0",,,"39.1840886","-77.3122325",,"0","0","0","0","1","0",,,,,,,,,
"POINT (-118.542586 34.3916641)","CA0031","2020CA0031","Santa Clarita","CA","Santa Clarita, CA","2020","10",,,,"10/2020",,,,"0",,"0","0",,,"0","0",,"Pace","0","0",,,"34.3916641","-118.542586",,"0","0","1","0","0","0",,,,,,,,,
"POINT (-122.1238767 47.6694141)","WA002241","2020WA002241","Redmond","WA","Redmond, WA","2020","6",,,,,,,,"0",,"0","0",,,"0","0",,,"1","1","Lime",,"47.6694141","-122.1238767","E-scooters only","0","0","0","0","0","0",,,,,,,,,
"POINT (-110.761815 43.479965)","WY00231","2020WY00231","Jackson","WY","Jackson, WY","2020","11",,,,,,,"115.0","18","0.282974375098255","4","1","START",,"0","0",,,"0","0",,,"43.479965","-110.761815","Docked only","0","0","0","0","0","0",,,,,,,,,
"POINT (-86.7742984 36.1622767)","TN00192","2020TN00192","Nashville","TN","Nashville, TN","2020","5","5/2020",,,"5/2020",,"5/2020","21.0","35","0.55022795157994","4","1","Nashville Bcycle","Nashville Bcycle","0","0",,"Jump","3","3","Jump, Lime, Bird","Bolt","36.1622767","-86.7742984","Docked and e-scooters","0","1","1","0","0","1",,,"Jump acquired by Lime. Operated as Lime starting 05/2020",,,,,"Jump acquired by Lime. Operated as Lime starting 05/2020",
"POINT (-83.5378173 41.6529143)","OH00171","2020OH00171","Toledo","OH","Toledo, OH","2020","3",,,,,,,"126.0","17","0.267253576481685","4","1","ToleGo",,"0","0",,,"1","1","Lime",,"41.6529143","-83.5378173","Docked and e-scooters","0","0","0","0","0","0",,,,,,,,,
"POINT (-93.2654692 44.9772995)","MN00132","2020MN00132","Minneapolis","MN","Minneapolis, MN","2020","3",,,,,,,"25.0","225","3.537179688728188","4","1","Nice Ride Minnesota (became partially dockless in 2018)",,"0","0",,,"0","0",,,"44.9772995","-93.2654692","Docked only","0","0","0","0","0","0",,,,,,,,,
"POINT (-106.441207 31.7865623)","TX00198","2020TX00198","El Paso","TX","El Paso, TX","2020","9",,,,,,,"8.0","17","0.267253576481685","4","1","El Paso Bcycle",,"0","0",,,"0","0",,,"31.7865623","-106.441207","Docked only","0","0","0","0","0","0",,,,,,,,,
"POINT (-106.650985 35.0841034)","NM00153","2020NM00153","Albuquerque","NM","Albuquerque, NM","2020","2",,,,,,,,"0",,"0","0",,,"1","1","Pace",,"1","1","Spin",,"35.0841034","-106.650985","Dockless and e-scooters","0","0","0","0","0","0",,,,,,,,,
"POINT (-77.02403709829767 38.9997621)","MD00122","2020MD00122","Silver Spring","MD","Silver Spring, MD","2020","3",,,"3/2020",,"3/2020",,,"0",,"0","0",,,"1","1","Lime","Lime","4","4","Bird, Lime, Spin, Lyft","Lime","38.9997621","-77.02403709829767","Dockless and e-scooters","1","0","0","1","0","0",,,,,,,,,
"POINT (-75.1635262 39.9527237)","PA00181","2020PA00181","Philadelphia","PA","Philadelphia, PA","2020","8",,,,,,,"43.0","138","2.169470209086622","4","1","Inde'go",,"0","0",,,"0","0",,,"39.9527237","-75.1635262","Docked only","0","0","0","0","0","0",,,,,,,,,
"POINT (-105.270545 40.0149856)","CO0040","2020CO0040","Boulder","CO","Boulder, CO","2020","6",,,,,,,"11.0","49","0.770319132211916","4","1","Boulder Bcycle",,"0","0",,,"0","0",,,"40.0149856","-105.270545","Docked only","0","0","0","0","0","0",,,,,,,,,
"POINT (-104.984862 39.7392364)","CO0042","2020CO0042","Denver","CO","Denver, CO","2020","12",,"12/2020",,,,,,"0",,"0","0",,"Denver Bcycle","2","2","Jump, Lime",,"5","4","Lime, Lyft, Razor, Bird, Spin",,"39.7392364","-104.984862","Dockless and e-scooters","0","0","0","0","1","0",,"Jump acquired by Lime. Operated as Lime starting 05/2020",,,,,,,
"POINT (-105.0668085 40.5508527)","CO0043","2020CO0043","Fort Collins","CO","Fort Collins, CO","2020","9",,,,,,,,"0",,"0","0",,,"0","0",,,"1","1","Bird",,"40.5508527","-105.0668085","E-scooters only","0","0","0","0","0","0",,,,,,,,,
"POINT (-76.2602336 36.8968052)","VA00219","2020VA00219","Norfolk","VA","Norfolk, VA","2020","5",,,,"5/2020",,,,"0",,"0","0",,,"0","0",,"Pace","1","1","Lime",,"36.8968052","-76.2602336","E-scooters only","0","0","1","0","0","0",,,,,,,,,
"POINT (-85.759407 38.2542376)","KY0093","2020KY0093","Louisville","KY","Louisville, KY","2020","5",,,,,,"5/2020","102.0","40","0.628831944662789","4","1","Lou Velo",,"0","0",,,"3","3","Lime, Bird, Spin","Bolt","38.2542376","-85.759407","Docked and e-scooters","0","1","0","0","0","0",,,,,,,,,
"POINT (-106.8235606 39.1911128)","CO0038","2020CO0038","Aspen","CO","Aspen, CO","2020","3",,,,,,,"27.0","40","0.628831944662789","4","1","WEcycle",,"0","0",,,"0","0",,,"39.1911128","-106.8235606","Docked only","0","0","0","0","0","0",,,,,,,,,
"POINT (-71.2817947 42.4917301)","MA0096","2020MA0096","Bedford","MA","Bedford, MA","2020","8",,,,"8/2020",,,,"0",,"0","0",,,"0","0",,"Lime","0","0",,,"42.4917301","-71.2817947",,"0","0","1","0","0","0",,,,,,,,,
"POINT (-87.6244212 41.8755616)","IL0079","2020IL0079","Chicago","IL","Chicago, IL","2020","3",,,,,,,"60.0","612","9.62112875334067","4","1","Divvy",,"0","0",,,"0","0",,,"41.8755616","-87.6244212","Docked only","0","0","0","0","0","0",,,,,,,,,
"POINT (-77.12338890613549 39.04064995)","MD00125","2020MD00125","North Bethesda","MD","North Bethesda, MD","2020","12",,,,,,,,"0",,"0","0",,,"0","0",,,"4","4","Bird, Lime, Lyft, Spin",,"39.04064995","-77.12338890613549","E-scooters only","0","0","0","0","0","0",,,,,,,,,
"POINT (-91.66494002179422 41.9826965)","IA00234","2020IA00234","Cedar, Rapids","IA","Cedar, Rapids, IA","2020","2",,,"2/2020",,"2/2020",,,"0",,"0","0",,,"1","1","Veoride","Veoride","1","1","Veoride","Veoride","41.9826965","-91.66494002179422","Dockless and e-scooters","1","0","0","1","0","0",,,,,,,,,
"POINT (-86.1189257 39.9788017)","IN0082","2020IN0082","Carmel","IN","Carmel, IN","2020","8",,"8/2020",,,,,,"0",,"0","0",,"Carmel Bike Share","0","0",,,"0","0",,,"39.9788017","-86.1189257",,"0","0","0","0","1","0",,,,,,,,,
"POINT (-121.530234 38.5804609)","CA0038","2020CA0038","West Sacramento","CA","West Sacramento, CA","2020","2",,,,,,,,"0",,"0","0",,,"0","0",,,"0","0",,,"38.5804609","-121.530234",,"0","0","0","0","0","0",,,,,,,,,
"POINT (-86.5859011 34.729847)","AL002","2020AL002","Huntsville","AL","Huntsville, AL","2020","2",,,,,,,,"11","0.172928784782267","4","1","Huntsville (became PACE hybrid dockless in 2018)",,"0","0",,,"0","0",,,"34.729847","-86.5859011","Docked only","0","0","0","0","0","0",,,,,,,,,
"POINT (-84.5124602 39.1014537)","OH00164","2020OH00164","Cincinnati","OH","Cincinnati, OH","2020","2",,,,,,,"57.0","57","0.896085521144474","4","1","Cincy RedBike Bike",,"0","0",,,"2","2","Lime, Bird",,"39.1014537","-84.5124602","Docked and e-scooters","0","0","0","0","0","0",,,,,,,,,
"POINT (-76.2602336 36.8968052)","VA00219","2020VA00219","Norfolk","VA","Norfolk, VA","2020","1",,,,,,,,"0",,"0","0",,,"1","1","Pace",,"1","1","Lime",,"36.8968052","-76.2602336","Dockless and e-scooters","0","0","0","0","0","0",,,,,,,,,
"POINT (-97.1413417 33.1838787)","TX00243","2020TX00243","Denton","TX","Denton, TX","2020","12",,,,"12/2020",,,,"0",,"0","0",,,"0","0",,"Veoride","0","0",,,"33.1838787","-97.1413417",,"0","0","1","0","0","0",,,,,,,,,
"POINT (-77.0074765 38.9778882)","MD00123","2020MD00123","Takoma Park","MD","Takoma Park, MD","2020","8",,,,,,,,"0",,"0","0",,,"1","1","Lime",,"4","4","Bird, Lime, Lyft, Spin",,"38.9778882","-77.0074765","Dockless and e-scooters","0","0","0","0","0","0",,,,,,,,,
"POINT (-82.8890965 42.4969652)","MI00256","2020MI00256","St. Clair Sh","es","St. Clair Shores","2020","5",,,,,,,,"0",,"0","0",,,"0","0",,,"0","0",,,"42.4969652","-82.8890965",,"0","0","0","0","0","0",,,,,,,,,
"POINT (-80.1433786 26.1223084)","FL0050","2020FL0050","Fort Lauderdale","FL","Fort Lauderdale, FL","2020","4",,,,,,"4/2020","12.0","21","0.330136770947964","4","1","Broward Bcycle",,"0","0",,,"0","0",,"Lime, Bird, Bolt","26.1223084","-80.1433786","Docked only","0","3","0","0","0","0",,,,,,,,,
"POINT (-105.1019287 40.1672117)","CO0045","2020CO0045","Longmont","CO","Longmont, CO","2020","5",,,,,,,,"10","0.157207986165697","4","1","Longmont",,"0","0",,,"0","0",,,"40.1672117","-105.1019287","Docked only","0","0","0","0","0","0",,,,,,,,,
"POINT (-81.8980725 32.1613648)","GA0068","2020GA0068","Evans","GA","Evans, GA","2020","3",,"3/2020",,,,,,"0",,"0","0",,"Columbia County Bcycle","0","0",,,"0","0",,,"32.1613648","-81.8980725",,"0","0","0","0","1","0",,,,,,,,,
"POINT (-122.330062 47.6038321)","WA00225","2020WA00225","Seattle","WA","Seattle, WA","2020","5",,,,,,,,"0",,"0","0",,,"1","1","Jump",,"0","0",,,"47.6038321","-122.330062","Dockless only","0","0","0","0","0","0",,"Jump acquired by Lime. Operated as Lime starting 05/2020",,,,,,,
"POINT (-111.8627989 40.5247777)","UT00207","2020UT00207","Draper","UT","Draper, UT","2020","9",,,,,,,,"0",,"0","0",,,"0","0",,,"1","1","Lime",,"40.5247777","-111.8627989","E-scooters only","0","0","0","0","0","0",,,,,,,,,
"POINT (-71.5522874 42.3459271)","MA00103","2020MA00103","Marlborough","MA","Marlborough, MA","2020","9",,"9/2020",,,,,,"0",,"0","0",,"City of Marlborough, MA","0","0",,,"0","0",,,"42.3459271","-71.5522874",,"0","0","0","0","1","0",,,,,,,,,
"POINT (-121.9905908 37.050096)","CA0032","2020CA0032","Santa Cruz","CA","Santa Cruz, CA","2020","6",,,,"6/2020",,,,"0",,"0","0",,,"0","0",,"Jump","0","0",,,"37.050096","-121.9905908",,"0","0","1","0","0","0",,,,,,,,"Jump acquired by Lime. Operated as Lime starting 05/2020",
"POINT (-89.9668758 35.1335022)","TN00191","2020TN00191","Memphis","TN","Memphis, TN","2020","9",,,,,,,"118.0","80","1.257663889325578","4","1","Explore",,"0","0",,,"3","3","Bird, Spin, Ojo",,"35.1335022","-89.9668758","Docked and e-scooters","0","0","0","0","0","0",,,,,,,,,
"POINT (-88.241194 40.1157948)","IL00245","2020IL00245","Champaign-Urbana","IL","Champaign-Urbana, IL","2020","11",,,,,,,,"0",,"0","0",,,"1","1","Veoride",,"0","0",,,"40.1157948","-88.241194","Dockless only","0","0","0","0","0","0",,,,,,,,,
"POINT (-119.9843482 38.9332411)","CA0034","2020CA0034","South Lake Tahoe","CA","South Lake Tahoe, CA","2020","5",,,,,,,,"0",,"0","0",,,"0","0",,,"1","1","Lime (operates during summer only)",,"38.9332411","-119.9843482","E-scooters only","0","0","0","0","0","0",,,,,,,,,
"POINT (-71.5522874 42.3459271)","MA00103","2020MA00103","Marlborough","MA","Marlborough, MA","2020","3",,,,,,,,"6","0.094324791699418","4","1","City of Marlborough, MA",,"0","0",,,"0","0",,,"42.3459271","-71.5522874","Docked only","0","0","0","0","0","0",,,,,,,,,
"POINT (-118.191604 33.7690164)","CA0018","2020CA0018","Long Beach","CA","Long Beach, CA","2020","6","6/2020",,,,"6/2020",,"72.0","76","1.194780694859299","4","1","Long Beach, CA Bikeshare","Long Beach, CA Bikeshare","0","0",,,"5","4","Spin, Bird, Lime, Razor, Skip","Spin, Bird, Lime, Razor, Skip","33.7690164","-118.191604","Docked and e-scooters","5","0","0","0","0","1",,,,,,,,,
"POINT (-111.9260184 33.4942189)","AZ007","2020AZ007","Scottsdale","AZ","Scottsdale, AZ","2020","4",,,,"4/2020",,"4/2020",,"0",,"0","0",,,"0","0",,"Lime","2","2","Bird, Spin","Lime, Wheels","33.4942189","-111.9260184","E-scooters only","0","2","1","0","0","0",,,,,,,,,
"POINT (-100.5506158 42.8746752)","NE00147","2020NE00147","Valentine","NE","Valentine, NE","2020","6",,,,,,,,"0",,"0","0",,,"0","0",,,"0","0",,,"42.8746752","-100.5506158",,"0","0","0","0","0","0",,,,,,,,,
"POINT (-84.5147454 33.883887)","GA0070","2020GA0070","Smyrna","GA","Smyrna, GA","2020","2",,,,,,,,"5","0.078603993082849","4","1","Smyrna Bike Share",,"0","0",,,"0","0",,,"33.883887","-84.5147454","Docked only","0","0","0","0","0","0",,,,,,,,,
"POINT (-86.1189257 39.9788017)","IN0082","2020IN0082","Carmel","IN","Carmel, IN","2020","6",,"6/2020",,,,,,"0",,"0","0",,"Carmel Bike Share","0","0",,,"0","0",,,"39.9788017","-86.1189257",,"0","0","0","0","1","0",,,,,,,,,
"POINT (-93.0931028 44.9497487)","MN00133","2020MN00133","St. Paul","MN","St. Paul, MN","2020","2",,,,,,,,"0",,"0","0",,,"0","0",,,"0","0",,,"44.9497487","-93.0931028",,"0","0","0","0","0","0",,,,,,,,,
"POINT (-111.8314792 33.4151117)","AZ005","2020AZ005","Mesa","AZ","Mesa, AZ","2020","10",,,,"10/2020",,,,"0",,"0","0",,,"0","0",,"Lime","0","0",,,"33.4151117","-111.8314792",,"0","0","1","0","0","0",,,,,,,,,
"POINT (-71.0119948 42.4084302)","MA00110","2020MA00110","Revere","MA","Revere, MA","2020","10",,,,"10/2020",,,,"0",,"0","0",,,"0","0",,"Lime","0","0",,,"42.4084302","-71.0119948",,"0","0","1","0","0","0",,,,,,,,,
"POINT (-77.0893094 38.8769326)","VA00214","2020VA00214","Arlington","VA","Arlington, VA","2020","3",,,,,,"3/2020",,"0",,"0","0",,,"1","1","Lime",,"5","4","Lime, Jump, Bird, Skip, Razor","Lyft, Bolt, Spin","38.8769326","-77.0893094","Dockless and e-scooters","0","3","0","0","0","0",,,"Jump acquired by Lime. Operated as Lime starting 05/2020",,,,,,
"POINT (-79.9402728 32.7876012)","SC00184","2020SC00184","Charleston","SC","Charleston, SC","2020","10",,,,,,,"84.0","31","0.487344757113661","4","1","Holy Spokes",,"0","0",,,"0","0",,,"32.7876012","-79.9402728","Docked only","0","0","0","0","0","0",,,,,,,,,
"POINT (-86.5859011 34.729847)","AL002","2020AL002","Huntsville","AL","Huntsville, AL","2020","5",,,,,,,,"11","0.172928784782267","4","1","Huntsville (became PACE hybrid dockless in 2018)",,"0","0",,,"0","0",,,"34.729847","-86.5859011","Docked only","0","0","0","0","0","0",,,,,,,,,
"POINT (-81.9320157 34.9498007)","SC00187","2020SC00187","Spartanburg","SC","Spartanburg, SC","2020","9",,,,,,,"23.0","6","0.094324791699418","4","1","Spartanburg Bcycle",,"0","0",,,"0","0",,,"34.9498007","-81.9320157","Docked only","0","0","0","0","0","0",,,,,,,,,
"POINT (-97.3327459 32.753177)","TX00199","2020TX00199","Fort Worth","TX","Fort Worth, TX","2020","11",,,,,,,"10.0","45","0.707435937745638","4","1","Fort Worth Bcycle",,"0","0",,,"0","0",,,"32.753177","-97.3327459","Docked only","0","0","0","0","0","0",,,,,,,,,
"POINT (-117.0991967 32.6781085)","CA0022","2020CA0022","National City","CA","National City, CA","2020","3",,,,"3/2020",,,,"0",,"0","0",,,"0","0",,"Lime","0","0",,,"32.6781085","-117.0991967",,"0","0","1","0","0","0",,,,,,,,,
"POINT (-121.530234 38.5804609)","CA0038","2020CA0038","West Sacramento","CA","West Sacramento, CA","2020","11",,,,,,,,"0",,"0","0",,,"1","1","Lime",,"2","2","Lime, Spin",,"38.5804609","-121.530234","Dockless and e-scooters","0","0","0","0","0","0",,,,,,,,,
"POINT (-96.789821 46.877229)","ND00144","2020ND00144","Fargo","ND","Fargo, ND","2020","12",,"12/2020",,,,,,"0",,"0","0",,"Great Rides (seasonal operations typically begin in March)","0","0",,,"0","0",,,"46.877229","-96.789821",,"0","0","0","0","1","0",,,,,,,,,
"POINT (-77.0074765 38.9778882)","MD00123","2020MD00123","Takoma Park","MD","Takoma Park, MD","2020","7",,,,,,,,"0",,"0","0",,,"1","1","Lime",,"4","4","Bird, Lime, Lyft, Spin",,"38.9778882","-77.0074765","Dockless and e-scooters","0","0","0","0","0","0",,,,,,,,,
"POINT (-74.4809868 40.7970382)","NJ00151","2020NJ00151","Morristown","NJ","Morristown, NJ","2020","6",,"6/2020",,,,,,"0",,"0","0",,"Morris Moves","0","0",,,"0","0",,,"40.7970382","-74.4809868",,"0","0","0","0","1","0",,,,,,,,,
"POINT (-73.212906 44.4761601)","VT00223","2020VT00223","Burlington","VT","Burlington, VT","2020","11",,,,,,,"114.0","16","0.251532777865116","4","1","Greenride",,"0","0",,,"0","0",,,"44.4761601","-73.212906","Docked only","0","0","0","0","0","0",,,,,,,,,
"POINT (-97.3327459 32.753177)","TX00199","2020TX00199","Fort Worth","TX","Fort Worth, TX","2020","5",,,,,,,"10.0","45","0.707435937745638","4","1","Fort Worth Bcycle",,"0","0",,,"0","0",,,"32.753177","-97.3327459","Docked only","0","0","0","0","0","0",,,,,,,,,
"POINT (-78.6390989 35.7803977)","NC00142","2020NC00142","Raleigh","NC","Raleigh, NC","2020","10",,,,,,"10/2020","140.0","30","0.471623958497092","4","1","Citrix Bikeshare",,"0","0",,,"0","0",,"Gotcha","35.7803977","-78.6390989","Docked only","0","1","0","0","0","0",,,,,,,,,
"POINT (-95.3676974 29.7589382)","TX00201","2020TX00201","Houston","TX","Houston, TX","2020","3",,,,,,,"17.0","97","1.524917465807263","4","1","Houston Bcycle",,"0","0",,,"0","0",,,"29.7589382","-95.3676974","Docked only","0","0","0","0","0","0",,,,,,,,,
"POINT (-83.0466403 42.3315509)","MI00128","2020MI00128","Detroit","MI","Detroit, MI","2020","9",,,,,,,"101.0","75","1.179059896242729","4","1","Mo Go",,"0","0",,,"4","4","Bird, Spin, Lime, Boaz Bikes",,"42.3315509","-83.0466403","Docked and e-scooters","0","0","0","0","0","0",,,,,,,,,
"POINT (-97.5170536 35.4729886)","OK00173","2020OK00173","Oklahoma City","OK","Oklahoma City, OK","2020","10",,"10/2020",,,,,,"0",,"0","0",,"Spokies","0","0",,,"1","1","Lime",,"35.4729886","-97.5170536","E-scooters only","0","0","0","0","1","0",,,,,,,,,
"POINT (-95.2359496 38.9719384)","KS00244","2020KS00244","Lawrence","KS","Lawrence, KS","2020","12",,,,"12/2020",,,,"0",,"0","0",,,"0","0",,"Veoride (limited to designated parking zones)","0","0",,,"38.9719384","-95.2359496",,"0","0","1","0","0","0",,,,,,,,,
"POINT (-122.2068288 47.7598697)","WA00224","2020WA00224","Bothell","WA","Bothell, WA","2020","9",,,,,,,,"0",,"0","0",,,"0","0",,,"1","1","Lime",,"47.7598697","-122.2068288","E-scooters only","0","0","0","0","0","0",,,,,,,,,
"POINT (0 0)","MD00124","2020MD00124","Columbia and Ellicot City","MD","Columbia and Ellicot City, MD","2020","3","3/2020",,,,,,"141.0","9","0.141487187549128","4","1","Howard County Bikeshare","Howard County Bikeshare","0","0",,,"0","0",,,"0.0","0.0","Docked only","0","0","0","0","0","1","Operates in both Columbia and Ellicot City, MD",,,"Operates in both Columbia and Ellicot City, MD",,,"Operates in both Columbia and Ellicot City, MD",,
"POINT (-78.6390989 35.7803977)","NC00142","2020NC00142","Raleigh","NC","Raleigh, NC","2020","4",,,,,,,"140.0","30","0.471623958497092","4","1","Citrix Bikeshare",,"0","0",,,"1","1","Gotcha",,"35.7803977","-78.6390989","Docked and e-scooters","0","0","0","0","0","0",,,,,,,,,
"POINT (-95.2359496 38.9719384)","KS00244","2020KS00244","Lawrence","KS","Lawrence, KS","2020","2",,,,,,,,"0",,"0","0",,,"1","1","Veoride (limited to designated parking zones)",,"0","0",,,"38.9719384","-95.2359496","Dockless only","0","0","0","0","0","0",,,,,,,,,
"POINT (-71.060511 42.3554334)","MA0098","2020MA0098","Boston","MA","Boston, MA","2020","9",,,,,,,"1.0","336","5.282188335167427","4","1","Hubway (03/2018 relaunched as Blue Bikes)",,"0","0",,,"0","0",,,"42.3554334","-71.060511","Docked only","0","0","0","0","0","0",,,,,,,,,
"POINT (-77.0365427 38.8950368)","DC0046","2020DC0046","Washington","DC","Washington, DC","2020","1",,,,,,,"56.0","596","9.369595975475555","4","1","Capital Bikeshare",,"1","1","Jump",,"8","4","Jump, Lyft, Lime, Skip, Spin, Bird, Bolt, Razor",,"38.8950368","-77.0365427","All micro","0","0","0","0","0","0",,"Jump acquired by Lime. Operated as Lime starting 05/2020","Jump acquired by Lime. Operated as Lime starting 05/2020",,,,,,
"POINT (-76.610759 39.2908816)","MD00117","2020MD00117","Baltimore","MD","Baltimore, MD","2020","7",,,"7/2020",,,,,"0",,"0","0",,,"1","1","Jump","Jump","4","4","Bolt, Lime, Spin, Jump",,"39.2908816","-76.610759","Dockless and e-scooters","0","0","0","1","0","0",,"Jump acquired by Lime. Operated as Lime starting 05/2020","Jump acquired by Lime. Operated as Lime starting 05/2020",,"Jump acquired by Lime. Operated as Lime starting 05/2020",,,,
"POINT (-121.988571 37.5482697)","CA00236","2020CA00236","Fremont","CA","Fremont, CA","2020","10",,,,,,,,"0",,"0","0",,,"1","1","Eastbay (HOPR)",,"1","1","Eastbay (HOPR)",,"37.5482697","-121.988571","Dockless and e-scooters","0","0","0","0","0","0",,,,,,,,,
"POINT (-118.396466 34.0211224)","CA0015","2020CA0015","Culver City","CA","Culver City, CA","2020","4",,,,,,"4/2020",,"0",,"0","0",,,"0","0",,,"1","1","Wheels","Lime, Bird","34.0211224","-118.396466","E-scooters only","0","2","0","0","0","0",,,,,,,,,
"POINT (-117.42351 47.6571934)","WA00226","2020WA00226","Spokane","WA","Spokane, WA","2020","11",,,,,,,,"0",,"0","0",,,"1","1","Lime",,"1","1","Lime",,"47.6571934","-117.42351","Dockless and e-scooters","0","0","0","0","0","0",,,,,,,,,
