"year","quarter","locationabbr","locationdesc","topicdesc","measuredesc","datasource","provisiongroupdesc","provisiondesc","provisionvalue","citation","provisionaltvalue","datatype","comments","enacted_date","effective_date","geolocation","displayorder","topictypeid","topicid","measureid","provisiongroupid","provisionid"
"2022","3","HI","Hawaii","Legislation - Tax Non-Combustible Tobacco","Snus Tobacco","OSH","Restrictions","Type of Tax","Wholesale Price","HAW. REV. STAT. §§ 245-1 and 245-3","0",,,"1/1/1995","1/1/1995","
,  
(21.304850435000446, -157.85774940299973)","4","LEG","1020LEG","683EST","10GRP","399"
"2022","3","HI","Hawaii","Legislation - Tax Combustible Tobacco","Cigar","OSH","Restrictions","Cigar Tax ($ each)","No Provision",,"0","Money",,,,"
,  
(21.304850435000446, -157.85774940299973)","2","LEG","1010LEG","671CIG","10GRP","413"
"2022","3","HI","Hawaii","Legislation - Tax Combustible Tobacco","Little Cigar","OSH","Restrictions","Type of Tax","No Provision",,"0",,,,,"
,  
(21.304850435000446, -157.85774940299973)","4","LEG","1010LEG","672LCG","10GRP","419"
"2022","3","HI","Hawaii","Legislation - Tax Combustible Tobacco","Pipe Tobacco","OSH","Restrictions","Percent Value","70","HAW. REV. STAT. §§ 245-1 and 245-3","70","Number",,"5/8/2009","9/30/2009","
,  
(21.304850435000446, -157.85774940299973)","3","LEG","1010LEG","673EPT","10GRP","378"
"2022","3","HI","Hawaii","Legislation - Tax Non-Combustible Tobacco","Dissolvable Tobacco","OSH","Restrictions","Type of Tax","Wholesale Price","HAW. REV. STAT. §§ 245-1 and 245-3","0",,,,,"
,  
(21.304850435000446, -157.85774940299973)","5","LEG","1020LEG","684EDT","10GRP","404"
"2022","3","HI","Hawaii","Legislation - Tax Non-Combustible Tobacco","Moist Snuff Tobacco","OSH","Restrictions","Moist Snuff Tobacco Tax","Yes","HAW. REV. STAT. §§ 245-1 and 245-3","2","Yes/No",,"1/1/1995","1/1/1995","
,  
(21.304850435000446, -157.85774940299973)","1","LEG","1020LEG","681EMS","10GRP","388"
"2022","3","HI","Hawaii","Legislation - Tax Combustible Tobacco","Roll-Your-Own Tobacco","OSH","Restrictions","Percent Value","70","HAW. REV. STAT. §§ 245-1 and 245-3","70","Number",,"5/8/2009","9/30/2009","
,  
(21.304850435000446, -157.85774940299973)","3","LEG","1010LEG","674ERO","10GRP","382"
"2022","3","HI","Hawaii","Legislation - Tax Non-Combustible Tobacco","Dry Snuff Tobacco","OSH","Restrictions","Dry Snuff Tobacco Tax ($ per ounce)","No Provision",,"0","Money",,,,"
,  
(21.304850435000446, -157.85774940299973)","2","LEG","1020LEG","682EDS","10GRP","393"
"2022","3","HI","Hawaii","Legislation - Tax Stamp","Tax Stamp","OSH","Requirements","Tax Stamp Required","Yes","HAW. REV. STAT. §§ 245-21 and 245-22","2","Ranking",,"6/18/2000","1/1/2001","
,  
(21.304850435000446, -157.85774940299973)","1","LEG","1030LEG","690CET","12GRP","349"
"2022","3","HI","Hawaii","Legislation - Tax Non-Combustible Tobacco","Moist Snuff Tobacco","OSH","Restrictions","Type of Tax","Wholesale Price","HAW. REV. STAT. §§ 245-1 and 245-3","0",,,"1/1/1995","1/1/1995","
,  
(21.304850435000446, -157.85774940299973)","4","LEG","1020LEG","681EMS","10GRP","391"
"2022","3","HI","Hawaii","Legislation - Tax Combustible Tobacco","Pipe Tobacco","OSH","Restrictions","Pipe Tobacco Tax","Yes","HAW. REV. STAT. §§ 245-1 and 245-3","2","Yes/No",,"1/1/1995","1/1/1995","
,  
(21.304850435000446, -157.85774940299973)","1","LEG","1010LEG","673EPT","10GRP","376"
"2022","3","HI","Hawaii","Legislation - Tax Combustible Tobacco","Little Cigar","OSH","Restrictions","Little Cigar Tax ($ per pack of 20)","3.2000","HAW. REV. STAT. §§ 245-3 and 245-1","3.2","Money",,"4/25/2010","7/1/2011","
,  
(21.304850435000446, -157.85774940299973)","2","LEG","1010LEG","672LCG","10GRP","417"
"2022","3","HI","Hawaii","Legislation - Tax Non-Combustible Tobacco","Chewing Tobacco","OSH","Restrictions","Percent Value","70","HAW. REV. STAT. § 245-3(a)(12)","70","Number",,"5/8/2009","9/30/2009","
,  
(21.304850435000446, -157.85774940299973)","3","LEG","1020LEG","680CHW","10GRP","409"
"2022","3","HI","Hawaii","Legislation - Tax Combustible Tobacco","Roll-Your-Own Tobacco","OSH","Restrictions","Roll-Your-Own Tobacco Tax ($ per ounce)","No Provision",,"0","Money",,,,"
,  
(21.304850435000446, -157.85774940299973)","2","LEG","1010LEG","674ERO","10GRP","381"
"2022","3","HI","Hawaii","Legislation - Tax Combustible Tobacco","Cigar","OSH","Restrictions","Type of Tax","Wholesale Price","HAW. REV. STAT. §§ 245-3 and 245-1","0",,,,,"
,  
(21.304850435000446, -157.85774940299973)","4","LEG","1010LEG","671CIG","10GRP","415"
"2022","3","HI","Hawaii","Legislation - Tax Combustible Tobacco","Cigar","OSH","Restrictions","Cigar Tax","Yes",,"2","Yes/No",,,,"
,  
(21.304850435000446, -157.85774940299973)","1","LEG","1010LEG","671CIG","10GRP","412"
"2022","3","HI","Hawaii","Legislation - Tax Combustible Tobacco","Roll-Your-Own Tobacco","OSH","Restrictions","Roll-Your-Own Tobacco Tax","Yes","HAW. REV. STAT. §§ 245-1 and 245-3","2","Yes/No",,"1/1/1995","1/1/1995","
,  
(21.304850435000446, -157.85774940299973)","1","LEG","1010LEG","674ERO","10GRP","380"
"2022","3","HI","Hawaii","Legislation - Tax Non-Combustible Tobacco","Snus Tobacco","OSH","Restrictions","Percent Value","70","HAW. REV. STAT. §§ 245-1 and 245-3","70","Number",,"5/8/2009","9/30/2009","
,  
(21.304850435000446, -157.85774940299973)","3","LEG","1020LEG","683EST","10GRP","398"
"2022","3","HI","Hawaii","Legislation - Tax Stamp","Tax Stamp","OSH","Requirements","Encrypted Image/Hologram Required","No Provision",,"0","Ranking",,,,"
,  
(21.304850435000446, -157.85774940299973)","3","LEG","1030LEG","690CET","12GRP","351"
"2022","3","HI","Hawaii","Legislation - Tax Non-Combustible Tobacco","Chewing Tobacco","OSH","Restrictions","Chewing Tobacco Tax ($ per ounce)","No Provision",,"0","Money",,,,"
,  
(21.304850435000446, -157.85774940299973)","2","LEG","1020LEG","680CHW","10GRP","408"
"2022","3","HI","Hawaii","Legislation - Tax Combustible Tobacco","Pipe Tobacco","OSH","Restrictions","Pipe Tobacco Tax ($ per ounce)","No Provision",,"0","Money",,,,"
,  
(21.304850435000446, -157.85774940299973)","2","LEG","1010LEG","673EPT","10GRP","377"
"2022","3","HI","Hawaii","Legislation - Tax Non-Combustible Tobacco","Chewing Tobacco","OSH","Restrictions","Type of Tax","Wholesale Price","HAW. REV. STAT. ANN. § 245-3(a)(11)","0",,,"5/4/2006","7/1/2006","
,  
(21.304850435000446, -157.85774940299973)","4","LEG","1020LEG","680CHW","10GRP","410"
"2022","3","HI","Hawaii","Legislation - Tax Non-Combustible Tobacco","Moist Snuff Tobacco","OSH","Restrictions","Percent Value","70","HAW. REV. STAT. §§ 245-1 and 245-3","70","Number",,"5/8/2009","9/30/2009","
,  
(21.304850435000446, -157.85774940299973)","3","LEG","1020LEG","681EMS","10GRP","390"
"2022","3","HI","Hawaii","Legislation - Tax Combustible Tobacco","Little Cigar","OSH","Restrictions","Percent Value","No Provision",,"0","Number",,,,"
,  
(21.304850435000446, -157.85774940299973)","3","LEG","1010LEG","672LCG","10GRP","418"
"2022","3","HI","Hawaii","Legislation - Tax Non-Combustible Tobacco","Snus Tobacco","OSH","Restrictions","Snus Tobacco Tax","Yes","HAW. REV. STAT. §§ 245-1 and 245-3","2","Yes/No",,"1/1/1995","1/1/1995","
,  
(21.304850435000446, -157.85774940299973)","1","LEG","1020LEG","683EST","10GRP","396"
"2022","3","HI","Hawaii","Legislation - Tax Non-Combustible Tobacco","Dissolvable Tobacco","OSH","Restrictions","Dissolvable Tobacco Tax ($ per ounce)","No Provision",,"0","Money",,,,"
,  
(21.304850435000446, -157.85774940299973)","2","LEG","1020LEG","684EDT","10GRP","401"
"2022","3","HI","Hawaii","Legislation - Tax Combustible Tobacco","Little Cigar","OSH","Restrictions","Little Cigar Tax","Yes",,"2","Yes/No",,,,"
,  
(21.304850435000446, -157.85774940299973)","1","LEG","1010LEG","672LCG","10GRP","416"
"2022","3","HI","Hawaii","Legislation - Tax Non-Combustible Tobacco","Dissolvable Tobacco","OSH","Restrictions","Percent Value","70","HAW. REV. STAT. §§ 245-1 and 245-3","70","Number",,"5/8/2009","9/30/2009","
,  
(21.304850435000446, -157.85774940299973)","4","LEG","1020LEG","684EDT","10GRP","403"
"2022","3","HI","Hawaii","Legislation - Tax Non-Combustible Tobacco","Dry Snuff Tobacco","OSH","Restrictions","Dry Snuff Tobacco Tax","Yes","HAW. REV. STAT. §§ 245-1 and 245-3","2","Yes/No",,"1/1/1995","1/1/1995","
,  
(21.304850435000446, -157.85774940299973)","1","LEG","1020LEG","682EDS","10GRP","392"
"2022","3","HI","Hawaii","Legislation - Tax Non-Combustible Tobacco","Chewing Tobacco","OSH","Restrictions","Chewing Tobacco Tax","Yes","HAW. REV. STAT. ANN. §§ 245-1 and 245-3(a)(11)","2","Yes/No",,"5/4/2006","7/1/2006","
,  
(21.304850435000446, -157.85774940299973)","1","LEG","1020LEG","680CHW","10GRP","407"
"2022","3","HI","Hawaii","Legislation - Tax Combustible Tobacco","Pipe Tobacco","OSH","Restrictions","Type of Tax","Wholesale Price","HAW. REV. STAT. §§ 245-1 and 245-3","0",,,"1/1/1995","1/1/1995","
,  
(21.304850435000446, -157.85774940299973)","4","LEG","1010LEG","673EPT","10GRP","379"
"2022","3","HI","Hawaii","Legislation - Tax Stamp","Tax Stamp","OSH","Requirements","Other Requirements","No Provision",,"0","Ranking",,,,"
,  
(21.304850435000446, -157.85774940299973)","4","LEG","1030LEG","690CET","12GRP","352"
"2022","3","HI","Hawaii","Legislation - Tax Non-Combustible Tobacco","Dry Snuff Tobacco","OSH","Restrictions","Percent Value","70","HAW. REV. STAT. §§ 245-1 and 245-3","70","Number",,"5/8/2009","9/30/2009","
,  
(21.304850435000446, -157.85774940299973)","3","LEG","1020LEG","682EDS","10GRP","394"
"2022","3","HI","Hawaii","Legislation - Tax Combustible Tobacco","Roll-Your-Own Tobacco","OSH","Restrictions","Type of Tax","Wholesale Price","HAW. REV. STAT. §§ 245-1 and 245-3","0",,,,,"
,  
(21.304850435000446, -157.85774940299973)","4","LEG","1010LEG","674ERO","10GRP","383"
"2022","3","HI","Hawaii","Legislation - Tax Non-Combustible Tobacco","Dry Snuff Tobacco","OSH","Restrictions","Type of Tax","Wholesale Price","HAW. REV. STAT. §§ 245-1 and 245-3","0",,,"1/1/1995","1/1/1995","
,  
(21.304850435000446, -157.85774940299973)","4","LEG","1020LEG","682EDS","10GRP","395"
"2022","3","HI","Hawaii","Legislation - Tax Non-Combustible Tobacco","Dissolvable Tobacco","OSH","Restrictions","Dissolvable Tobacco Tax","Yes","HAW. REV. STAT. §§ 245-1 and 245-3","2","Yes/No",,,,"
,  
(21.304850435000446, -157.85774940299973)","1","LEG","1020LEG","684EDT","10GRP","400"
"2022","3","HI","Hawaii","Legislation - Tax Non-Combustible Tobacco","Moist Snuff Tobacco","OSH","Restrictions","Moist Snuff Tobacco Tax ($ per ounce)","No Provision",,"0","Money",,,,"
,  
(21.304850435000446, -157.85774940299973)","2","LEG","1020LEG","681EMS","10GRP","389"
"2022","3","HI","Hawaii","Legislation - Tax Stamp","Tax Stamp","OSH","Requirements","Barcode/Scannable Code Required","No Provision",,"0","Ranking",,,,"
,  
(21.304850435000446, -157.85774940299973)","2","LEG","1030LEG","690CET","12GRP","350"
"2022","3","ID","Idaho","Legislation - Tax Combustible Tobacco","Little Cigar","OSH","Restrictions","Type of Tax","Wholesale Sales Price","IDAHO CODE §§ 63-2552 and 63-2552A","0",,,,,"
,  
(43.682630005000476, -114.3637300419997)","4","LEG","1010LEG","672LCG","10GRP","419"
"2022","3","ID","Idaho","Legislation - Tax Combustible Tobacco","Roll-Your-Own Tobacco","OSH","Restrictions","Percent Value","40","IDAHO CODE §§ 63-2551, 63-2552 and 63-2552A","40","Number",,"1/1/1995","1/1/1995","
,  
(43.682630005000476, -114.3637300419997)","3","LEG","1010LEG","674ERO","10GRP","382"
"2022","3","ID","Idaho","Legislation - Tax Stamp","Tax Stamp","OSH","Requirements","Other Requirements","No Provision",,"0","Ranking",,,,"
,  
(43.682630005000476, -114.3637300419997)","4","LEG","1030LEG","690CET","12GRP","352"
"2022","3","ID","Idaho","Legislation - Tax Non-Combustible Tobacco","Chewing Tobacco","OSH","Restrictions","Chewing Tobacco Tax ($ per ounce)","No Provision",,"0","Money",,,,"
,  
(43.682630005000476, -114.3637300419997)","2","LEG","1020LEG","680CHW","10GRP","408"
"2022","3","ID","Idaho","Legislation - Tax Non-Combustible Tobacco","Moist Snuff Tobacco","OSH","Restrictions","Moist Snuff Tobacco Tax ($ per ounce)","No Provision",,"0","Money",,,,"
,  
(43.682630005000476, -114.3637300419997)","2","LEG","1020LEG","681EMS","10GRP","389"
"2022","3","ID","Idaho","Legislation - Tax Combustible Tobacco","Roll-Your-Own Tobacco","OSH","Restrictions","Roll-Your-Own Tobacco Tax","Yes","IDAHO CODE §§ 63-2551, 63-2552 and 63-2552A","2","Yes/No",,"1/1/1995","1/1/1995","
,  
(43.682630005000476, -114.3637300419997)","1","LEG","1010LEG","674ERO","10GRP","380"
"2022","3","ID","Idaho","Legislation - Tax Non-Combustible Tobacco","Moist Snuff Tobacco","OSH","Restrictions","Type of Tax","Wholesale Sales Price","IDAHO CODE §§ 63-2551, 63-2552 and 63-2552A","0",,,"1/1/1995","1/1/1995","
,  
(43.682630005000476, -114.3637300419997)","4","LEG","1020LEG","681EMS","10GRP","391"
"2022","3","ID","Idaho","Legislation - Tax Non-Combustible Tobacco","Dry Snuff Tobacco","OSH","Restrictions","Dry Snuff Tobacco Tax ($ per ounce)","No Provision",,"0","Money",,,,"
,  
(43.682630005000476, -114.3637300419997)","2","LEG","1020LEG","682EDS","10GRP","393"
"2022","3","ID","Idaho","Legislation - Tax Combustible Tobacco","Pipe Tobacco","OSH","Restrictions","Pipe Tobacco Tax ($ per ounce)","No Provision",,"0","Money",,,,"
,  
(43.682630005000476, -114.3637300419997)","2","LEG","1010LEG","673EPT","10GRP","377"
"2022","3","ID","Idaho","Legislation - Tax Non-Combustible Tobacco","Chewing Tobacco","OSH","Restrictions","Type of Tax","Wholesale sales price","IDAHO CODE §§ 63-2552 (1) and 63-2552A (1)","0",,,"3/28/1994","7/1/1994","
,  
(43.682630005000476, -114.3637300419997)","4","LEG","1020LEG","680CHW","10GRP","410"
"2022","3","ID","Idaho","Legislation - Tax Non-Combustible Tobacco","Moist Snuff Tobacco","OSH","Restrictions","Percent Value","40","IDAHO CODE §§ 63-2551, 63-2552 and 63-2552A","40","Number",,"1/1/1995","1/1/1995","
,  
(43.682630005000476, -114.3637300419997)","3","LEG","1020LEG","681EMS","10GRP","390"
"2022","3","ID","Idaho","Legislation - Tax Combustible Tobacco","Pipe Tobacco","OSH","Restrictions","Pipe Tobacco Tax","Yes","IDAHO CODE §§ 63-2551, 63-2552 and 63-2552A","2","Yes/No",,"1/1/1995","1/1/1995","
,  
(43.682630005000476, -114.3637300419997)","1","LEG","1010LEG","673EPT","10GRP","376"
"2022","3","ID","Idaho","Legislation - Tax Non-Combustible Tobacco","Chewing Tobacco","OSH","Restrictions","Percent Value","40","IDAHO CODE §§ 63-2552 (1) and 63-255A (1)","40","Number",,"3/28/1994","7/1/1994","
,  
(43.682630005000476, -114.3637300419997)","3","LEG","1020LEG","680CHW","10GRP","409"
"2022","3","ID","Idaho","Legislation - Tax Combustible Tobacco","Pipe Tobacco","OSH","Restrictions","Type of Tax","Wholesale Sales Price","IDAHO CODE §§ 63-2551, 63-2552 and 63-2552A","0",,,"1/1/1995","1/1/1995","
,  
(43.682630005000476, -114.3637300419997)","4","LEG","1010LEG","673EPT","10GRP","379"
"2022","3","ID","Idaho","Legislation - Tax Non-Combustible Tobacco","Dissolvable Tobacco","OSH","Restrictions","Dissolvable Tobacco Tax","Yes","IDAHO CODE §§ 63-2551, 63-2552 and 63-2552A","2","Yes/No",,,,"
,  
(43.682630005000476, -114.3637300419997)","1","LEG","1020LEG","684EDT","10GRP","400"
"2022","3","ID","Idaho","Legislation - Tax Non-Combustible Tobacco","Dissolvable Tobacco","OSH","Restrictions","Percent Value","40","IDAHO CODE §§ 63-2551, 63-2552 and 63-2552A","40","Number",,,,"
,  
(43.682630005000476, -114.3637300419997)","4","LEG","1020LEG","684EDT","10GRP","403"
"2022","3","ID","Idaho","Legislation - Tax Combustible Tobacco","Cigar","OSH","Restrictions","Percent Value","40","IDAHO CODE §§ 63-2552 and 63-2552A","40","Number",,,,"
,  
(43.682630005000476, -114.3637300419997)","3","LEG","1010LEG","671CIG","10GRP","414"
"2022","3","ID","Idaho","Legislation - Tax Stamp","Tax Stamp","OSH","Requirements","Barcode/Scannable Code Required","No Provision",,"0","Ranking",,,,"
,  
(43.682630005000476, -114.3637300419997)","2","LEG","1030LEG","690CET","12GRP","350"
"2022","3","ID","Idaho","Legislation - Tax Non-Combustible Tobacco","Dissolvable Tobacco","OSH","Restrictions","Dissolvable Tobacco Tax ($ per ounce)","No Provision",,"0","Money",,,,"
,  
(43.682630005000476, -114.3637300419997)","2","LEG","1020LEG","684EDT","10GRP","401"
"2022","3","ID","Idaho","Legislation - Tax Combustible Tobacco","Cigar","OSH","Restrictions","Type of Tax","Wholesale Sales Price","IDAHO CODE §§ 63-2552 and 63-2552A","0",,,,,"
,  
(43.682630005000476, -114.3637300419997)","4","LEG","1010LEG","671CIG","10GRP","415"
"2022","3","ID","Idaho","Legislation - Tax Combustible Tobacco","Little Cigar","OSH","Restrictions","Little Cigar Tax ($ per pack of 20)","No Provision",,"0","Money",,,,"
,  
(43.682630005000476, -114.3637300419997)","2","LEG","1010LEG","672LCG","10GRP","417"
"2022","3","ID","Idaho","Legislation - Tax Non-Combustible Tobacco","Moist Snuff Tobacco","OSH","Restrictions","Moist Snuff Tobacco Tax","Yes","IDAHO CODE §§ 63-2551, 63-2552 and 63-2552A","2","Yes/No",,"1/1/1995","1/1/1995","
,  
(43.682630005000476, -114.3637300419997)","1","LEG","1020LEG","681EMS","10GRP","388"
"2022","3","ID","Idaho","Legislation - Tax Non-Combustible Tobacco","Dry Snuff Tobacco","OSH","Restrictions","Dry Snuff Tobacco Tax","Yes","IDAHO CODE §§ 63-2551, 63-2552 and 63-2552A","2","Yes/No",,"1/1/1995","1/1/1995","
,  
(43.682630005000476, -114.3637300419997)","1","LEG","1020LEG","682EDS","10GRP","392"
"2022","3","ID","Idaho","Legislation - Tax Combustible Tobacco","Roll-Your-Own Tobacco","OSH","Restrictions","Type of Tax","Wholesale Sales Price","IDAHO CODE §§ 63-2551, 63-2552 and 63-2552A","0",,,"1/1/1995","1/1/1995","
,  
(43.682630005000476, -114.3637300419997)","4","LEG","1010LEG","674ERO","10GRP","383"
"2022","3","ID","Idaho","Legislation - Tax Non-Combustible Tobacco","Snus Tobacco","OSH","Restrictions","Percent Value","40","IDAHO CODE §§ 63-2551, 63-2552 and 63-2552A","40","Number",,"1/1/1995","1/1/1995","
,  
(43.682630005000476, -114.3637300419997)","3","LEG","1020LEG","683EST","10GRP","398"
"2022","3","ID","Idaho","Legislation - Tax Non-Combustible Tobacco","Dissolvable Tobacco","OSH","Restrictions","Type of Tax","Wholesale Price","IDAHO CODE §§ 63-2551, 63-2552 and 63-2552A","0",,,,,"
,  
(43.682630005000476, -114.3637300419997)","5","LEG","1020LEG","684EDT","10GRP","404"
"2022","3","ID","Idaho","Legislation - Tax Combustible Tobacco","Cigar","OSH","Restrictions","Cigar Tax","Yes",,"2","Yes/No",,,,"
,  
(43.682630005000476, -114.3637300419997)","1","LEG","1010LEG","671CIG","10GRP","412"
"2022","3","ID","Idaho","Legislation - Tax Non-Combustible Tobacco","Snus Tobacco","OSH","Restrictions","Snus Tobacco Tax","Yes","IDAHO CODE §§ 63-2551, 63-2552 and 63-2552A","2","Yes/No",,"1/1/1995","1/1/1995","
,  
(43.682630005000476, -114.3637300419997)","1","LEG","1020LEG","683EST","10GRP","396"
"2022","3","ID","Idaho","Legislation - Tax Non-Combustible Tobacco","Chewing Tobacco","OSH","Restrictions","Chewing Tobacco Tax","Yes","IDAHO CODE §§ 63-2552 (1) and 63-2552A (1)","2","Yes/No",,"3/28/1994","7/1/1994","
,  
(43.682630005000476, -114.3637300419997)","1","LEG","1020LEG","680CHW","10GRP","407"
"2022","3","ID","Idaho","Legislation - Tax Non-Combustible Tobacco","Dry Snuff Tobacco","OSH","Restrictions","Percent Value","40","IDAHO CODE §§ 63-2551, 63-2552 and 63-2552A","40","Number",,"1/1/1995","1/1/1995","
,  
(43.682630005000476, -114.3637300419997)","3","LEG","1020LEG","682EDS","10GRP","394"
"2022","3","ID","Idaho","Legislation - Tax Combustible Tobacco","Pipe Tobacco","OSH","Restrictions","Percent Value","40","IDAHO CODE §§ 63-2551, 63-2552 and 63-2552A","40","Number",,"1/1/1995","1/1/1995","
,  
(43.682630005000476, -114.3637300419997)","3","LEG","1010LEG","673EPT","10GRP","378"
"2022","3","ID","Idaho","Legislation - Tax Non-Combustible Tobacco","Snus Tobacco","OSH","Restrictions","Snus Tobacco Tax ($ per ounce)","No Provision",,"0","Money",,,,"
,  
(43.682630005000476, -114.3637300419997)","2","LEG","1020LEG","683EST","10GRP","397"
"2022","3","ID","Idaho","Legislation - Tax Combustible Tobacco","Roll-Your-Own Tobacco","OSH","Restrictions","Roll-Your-Own Tobacco Tax ($ per ounce)","No Provision",,"0","Money",,,,"
,  
(43.682630005000476, -114.3637300419997)","2","LEG","1010LEG","674ERO","10GRP","381"
"2022","3","ID","Idaho","Legislation - Tax Combustible Tobacco","Cigar","OSH","Restrictions","Cigar Tax ($ each)","No Provision",,"0","Money",,,,"
,  
(43.682630005000476, -114.3637300419997)","2","LEG","1010LEG","671CIG","10GRP","413"
"2022","3","ID","Idaho","Legislation - Tax Stamp","Tax Stamp","OSH","Requirements","Tax Stamp Required","Yes","IDAHO CODE § 63-2507","2","Ranking",,,,"
,  
(43.682630005000476, -114.3637300419997)","1","LEG","1030LEG","690CET","12GRP","349"
"2022","3","ID","Idaho","Legislation - Tax Combustible Tobacco","Little Cigar","OSH","Restrictions","Little Cigar Tax","Yes",,"2","Yes/No",,,,"
,  
(43.682630005000476, -114.3637300419997)","1","LEG","1010LEG","672LCG","10GRP","416"
"2022","3","ID","Idaho","Legislation - Tax Combustible Tobacco","Cigarette","OSH","Restrictions","Cigarette Tax ($ per pack)","0.570","IDAHO CODE § 63-2506","0.57","Money",,"4/15/2005","7/1/2003","
,  
(43.682630005000476, -114.3637300419997)","5","LEG","1010LEG","670CGR","10GRP","411"
"2022","3","ID","Idaho","Legislation - Tax Non-Combustible Tobacco","Snus Tobacco","OSH","Restrictions","Type of Tax","Wholesale Sales Price","IDAHO CODE §§ 63-2551, 63-2552 and 63-2552A","0",,,"1/1/1995","1/1/1995","
,  
(43.682630005000476, -114.3637300419997)","4","LEG","1020LEG","683EST","10GRP","399"
"2022","3","ID","Idaho","Legislation - Tax Combustible Tobacco","Little Cigar","OSH","Restrictions","Percent Value","40","IDAHO CODE §§ 63-2552 and 63-2552A","40","Number",,,,"
,  
(43.682630005000476, -114.3637300419997)","3","LEG","1010LEG","672LCG","10GRP","418"
"2022","3","ID","Idaho","Legislation - Tax Stamp","Tax Stamp","OSH","Requirements","Encrypted Image/Hologram Required","No Provision",,"0","Ranking",,,,"
,  
(43.682630005000476, -114.3637300419997)","3","LEG","1030LEG","690CET","12GRP","351"
"2022","3","ID","Idaho","Legislation - Tax Non-Combustible Tobacco","Dry Snuff Tobacco","OSH","Restrictions","Type of Tax","Wholesale Sales Price","IDAHO CODE §§ 63-2551, 63-2552 and 63-2552A","0",,,"1/1/1995","1/1/1995","
,  
(43.682630005000476, -114.3637300419997)","4","LEG","1020LEG","682EDS","10GRP","395"
"2022","3","IL","Illinois","Legislation - Tax Combustible Tobacco","Cigarette","OSH","Restrictions","Cigarette Tax ($ per pack)","2.980","35 Ill. Comp. Stat. Ann. § 130/2","2.98","Money",,"6/28/2019","7/1/2019","
,  
(40.48501028300046, -88.99771017799969)","5","LEG","1010LEG","670CGR","10GRP","411"
"2022","3","IL","Illinois","Legislation - Tax Non-Combustible Tobacco","Moist Snuff Tobacco","OSH","Restrictions","Moist Snuff Tobacco Tax","Yes","35 ILL. COMP. STAT. ANN. §§ 143/10-5 and 143/10-10","2","Yes/No",,"1/1/1995","1/1/1995","
,  
(40.48501028300046, -88.99771017799969)","1","LEG","1020LEG","681EMS","10GRP","388"
"2022","3","IL","Illinois","Legislation - Tax Combustible Tobacco","Little Cigar","OSH","Restrictions","Little Cigar Tax","Yes","35 ILL. COMP. STAT. ANN. §§ 130/1 and 130/2","2","Yes/No",,"6/14/2012","6/24/2012","
,  
(40.48501028300046, -88.99771017799969)","1","LEG","1010LEG","672LCG","10GRP","416"
"2022","3","IL","Illinois","Legislation - Tax Non-Combustible Tobacco","Dry Snuff Tobacco","OSH","Restrictions","Dry Snuff Tobacco Tax","Yes","35 ILL. COMP. STAT. ANN. §§ 143/10-5 and 143/10-10","2","Yes/No",,"1/1/1995","1/1/1995","
,  
(40.48501028300046, -88.99771017799969)","1","LEG","1020LEG","682EDS","10GRP","392"
"2022","3","IL","Illinois","Legislation - Tax Combustible Tobacco","Cigar","OSH","Restrictions","Type of Tax","Wholesale Price","35 ILL. COMP. STAT. ANN. § 143/10-10","0",,,"6/6/1995","6/6/1995","
,  
(40.48501028300046, -88.99771017799969)","4","LEG","1010LEG","671CIG","10GRP","415"
"2022","3","IL","Illinois","Legislation - Tax Non-Combustible Tobacco","Chewing Tobacco","OSH","Restrictions","Type of Tax","Wholesale Price","35 ILL. COMP. STAT. ANN. § 143/10-10","0",,,"6/6/1995","6/6/1995","
,  
(40.48501028300046, -88.99771017799969)","4","LEG","1020LEG","680CHW","10GRP","410"
"2022","3","IL","Illinois","Legislation - Tax Combustible Tobacco","Pipe Tobacco","OSH","Restrictions","Type of Tax","Wholesale Price","35 ILL. COMP. STAT. ANN. §§ 143/10-5 and 143/10-10","0",,,"1/1/1995","1/1/1995","
,  
(40.48501028300046, -88.99771017799969)","4","LEG","1010LEG","673EPT","10GRP","379"
"2022","3","IL","Illinois","Legislation - Tax Non-Combustible Tobacco","Snus Tobacco","OSH","Restrictions","Snus Tobacco Tax","Yes","35 ILL. COMP. STAT. ANN. §§ 143/10-5 and 143/10-10","2","Yes/No",,"1/1/1995","1/1/1995","
,  
(40.48501028300046, -88.99771017799969)","1","LEG","1020LEG","683EST","10GRP","396"
"2022","3","IL","Illinois","Legislation - Tax Combustible Tobacco","Cigar","OSH","Restrictions","Percent Value","36","35 ILL. COMP. STAT. ANN. § 143/10-10","36","Number",,"6/15/2012","7/1/2012","
,  
(40.48501028300046, -88.99771017799969)","3","LEG","1010LEG","671CIG","10GRP","414"
"2022","3","IL","Illinois","Legislation - Tax Stamp","Tax Stamp","OSH","Requirements","Other Requirements","No Provision",,"0","Ranking",,,,"
,  
(40.48501028300046, -88.99771017799969)","4","LEG","1030LEG","690CET","12GRP","352"
"2022","3","IL","Illinois","Legislation - Tax Stamp","Tax Stamp","OSH","Requirements","Tax Stamp Required","Yes","35 ILL. COMP. STAT. ANN. §§ 130/2 and 130/3","2","Ranking",,,,"
,  
(40.48501028300046, -88.99771017799969)","1","LEG","1030LEG","690CET","12GRP","349"
