"year","locationabbr","locationdesc","datasource","topictype","topicdesc","measuredesc","data_value_unit","data_value_type","data_value","data_value_footnote_symbol","data_value_footnote","gender","geolocation","topictypeid","topicid","measureid","submeasureid","displayorder"
"2005-2009","NY","New York","SAMMEC","Health Consequences and Costs","Smoking-Attributable Mortality (SAM)","Average Annual Deaths",,,"47313",,,"Female","
, NY 
(42.827001032, -75.543970427)","HLT","500HLT","500SAM","3GEN","03"
"2005-2009","CO","Colorado","SAMMEC","Health Consequences and Costs","Smoking-Attributable Mortality (SAM)","Average Annual SAM",,,"5070",,,"Overall","
, CO 
(38.843840757, -106.133610921)","HLT","500HLT","501SAM","1GEN","01"
"2005-2009","MN","Minnesota","SAMMEC","Health Consequences and Costs","Smoking-Attributable Mortality (SAM)","Average Annual SAM",,,"2480",,,"Female","
, MN 
(46.355648736, -94.794200503)","HLT","500HLT","501SAM","3GEN","03"
"2005-2009","MN","Minnesota","SAMMEC","Health Consequences and Costs","Smoking-Attributable Mortality (SAM)","Average Annual Deaths",,,"18796",,,"Overall","
, MN 
(46.355648736, -94.794200503)","HLT","500HLT","500SAM","1GEN","01"
"2005-2009","ND","North Dakota","SAMMEC","Health Consequences and Costs","Smoking-Attributable Mortality (SAM)","Average Annual SAM",,,"380",,,"Female","
, ND 
(47.475319779, -100.118421049)","HLT","500HLT","501SAM","3GEN","03"
"2005-2009","HI","Hawaii","SAMMEC","Health Consequences and Costs","Smoking-Attributable Mortality (SAM)","Average Annual Deaths",,,"5118",,,"Overall","
, HI 
(21.304850435, -157.857749403)","HLT","500HLT","500SAM","1GEN","01"
"2005-2009","AK","Alaska","SAMMEC","Health Consequences and Costs","Smoking-Attributable Mortality (SAM)","Average Annual Deaths",,,"905",,,"Male","
, AK 
(64.845079957001, -147.722059036)","HLT","500HLT","500SAM","2GEN","02"
"2005-2009","MO","Missouri","SAMMEC","Health Consequences and Costs","Smoking-Attributable Mortality (SAM)","Average Annual Deaths",,,"31414",,,"Overall","
, MO 
(38.635790776, -92.566300053)","HLT","500HLT","500SAM","1GEN","01"
"2005-2009","CA","California","SAMMEC","Health Consequences and Costs","Smoking-Attributable Mortality (SAM)","Average Annual Deaths",,,"132974",,,"Overall","
, CA 
(37.638640123, -120.999999538)","HLT","500HLT","500SAM","1GEN","01"
"2005-2009","WI","Wisconsin","SAMMEC","Health Consequences and Costs","Smoking-Attributable Mortality (SAM)","Average Annual SAM",,,"4530",,,"Male","
, WI 
(44.393191174, -89.816370742)","HLT","500HLT","501SAM","2GEN","02"
"2005-2009","AR","Arkansas","SAMMEC","Health Consequences and Costs","Smoking-Attributable Mortality (SAM)","Average Annual SAM",,,"3500",,,"Male","
, AR 
(34.748650124, -92.274490743)","HLT","500HLT","501SAM","2GEN","02"
"2005-2009","MS","Mississippi","SAMMEC","Health Consequences and Costs","Smoking-Attributable Mortality (SAM)","Average Annual SAM",,,"2050",,,"Female","
, MS 
(32.745510099, -89.538030825)","HLT","500HLT","501SAM","3GEN","03"
"2005-2009","ID","Idaho","SAMMEC","Health Consequences and Costs","Smoking-Attributable Mortality (SAM)","Average Annual Deaths",,,"2691",,,"Female","
, ID 
(43.682630005, -114.363730042)","HLT","500HLT","500SAM","3GEN","03"
"2005-2009","RI","Rhode Island","SAMMEC","Health Consequences and Costs","Smoking-Attributable Mortality (SAM)","Average Annual Deaths",,,"2592",,,"Male","
, RI 
(41.708280193, -71.522470314)","HLT","500HLT","500SAM","2GEN","02"
"2005-2009","IL","Illinois","SAMMEC","Health Consequences and Costs","Smoking-Attributable Mortality (SAM)","Average Annual SAM",,,"10330",,,"Male","
, IL 
(40.485010283, -88.997710178)","HLT","500HLT","501SAM","2GEN","02"
"2005-2009","NE","Nebraska","SAMMEC","Health Consequences and Costs","Smoking-Attributable Mortality (SAM)","Average Annual SAM",,,"1010",,,"Female","
, NE 
(41.641040988001, -99.365720623)","HLT","500HLT","501SAM","3GEN","03"
"2005-2009","MD","Maryland","SAMMEC","Health Consequences and Costs","Smoking-Attributable Mortality (SAM)","Average Annual Deaths",,,"11509",,,"Male","
, MD 
(39.290580964, -76.609260111)","HLT","500HLT","500SAM","2GEN","02"
"2005-2009","FL","Florida","SAMMEC","Health Consequences and Costs","Smoking-Attributable Mortality (SAM)","Average Annual Deaths",,,"92978",,,"Overall","
, FL 
(28.932040377, -81.928960539)","HLT","500HLT","500SAM","1GEN","01"
"2005-2009","NJ","New Jersey","SAMMEC","Health Consequences and Costs","Smoking-Attributable Mortality (SAM)","Average Annual Deaths",,,"20171",,,"Female","
, NJ 
(40.130570048, -74.273691288)","HLT","500HLT","500SAM","3GEN","03"
"2005-2009","NH","New Hampshire","SAMMEC","Health Consequences and Costs","Smoking-Attributable Mortality (SAM)","Average Annual Deaths",,,"2777",,,"Female","
, NH 
(43.655950113, -71.50036092)","HLT","500HLT","500SAM","3GEN","03"
"2005-2009","NC","North Carolina","SAMMEC","Health Consequences and Costs","Smoking-Attributable Mortality (SAM)","Average Annual SAM",,,"14220",,,"Overall","
, NC 
(35.466220975, -79.159250463)","HLT","500HLT","501SAM","1GEN","01"
"2005-2009","MO","Missouri","SAMMEC","Health Consequences and Costs","Smoking-Attributable Mortality (SAM)","Average Annual Deaths",,,"15763",,,"Female","
, MO 
(38.635790776, -92.566300053)","HLT","500HLT","500SAM","3GEN","03"
"2005-2009","CT","Connecticut","SAMMEC","Health Consequences and Costs","Smoking-Attributable Mortality (SAM)","Average Annual SAM",,,"4900",,,"Overall","
, CT 
(41.56266102, -72.649840952)","HLT","500HLT","501SAM","1GEN","01"
"2005-2009","DE","Delaware","SAMMEC","Health Consequences and Costs","Smoking-Attributable Mortality (SAM)","Average Annual SAM",,,"650",,,"Female","
, DE 
(39.008830667, -75.577741168)","HLT","500HLT","501SAM","3GEN","03"
"2005-2009","SC","South Carolina","SAMMEC","Health Consequences and Costs","Smoking-Attributable Mortality (SAM)","Average Annual SAM",,,"4470",,,"Male","
, SC 
(33.998821303, -81.045371207)","HLT","500HLT","501SAM","2GEN","02"
"2005-2009","SD","South Dakota","SAMMEC","Health Consequences and Costs","Smoking-Attributable Mortality (SAM)","Average Annual SAM",,,"1250",,,"Overall","
, SD 
(44.353130053, -100.373530637)","HLT","500HLT","501SAM","1GEN","01"
"2005-2009","LA","Louisiana","SAMMEC","Health Consequences and Costs","Smoking-Attributable Mortality (SAM)","Average Annual Deaths",,,"10494",,,"Female","
, LA 
(31.312660644, -92.445680071)","HLT","500HLT","500SAM","3GEN","03"
"2005-2009","OH","Ohio","SAMMEC","Health Consequences and Costs","Smoking-Attributable Mortality (SAM)","Average Annual Deaths",,,"59710",,,"Overall","
, OH 
(40.060210141, -82.404260056)","HLT","500HLT","500SAM","1GEN","01"
"2005-2009","SC","South Carolina","SAMMEC","Health Consequences and Costs","Smoking-Attributable Mortality (SAM)","Average Annual Deaths",,,"20722",,,"Overall","
, SC 
(33.998821303, -81.045371207)","HLT","500HLT","500SAM","1GEN","01"
"2005-2009","NH","New Hampshire","SAMMEC","Health Consequences and Costs","Smoking-Attributable Mortality (SAM)","Average Annual Deaths",,,"5601",,,"Overall","
, NH 
(43.655950113, -71.50036092)","HLT","500HLT","500SAM","1GEN","01"
"2005-2009","PA","Pennsylvania","SAMMEC","Health Consequences and Costs","Smoking-Attributable Mortality (SAM)","Average Annual Deaths",,,"35927",,,"Female","
, PA 
(40.793730152, -77.860700294)","HLT","500HLT","500SAM","3GEN","03"
"2005-2009","ID","Idaho","SAMMEC","Health Consequences and Costs","Smoking-Attributable Mortality (SAM)","Average Annual SAM",,,"1800",,,"Overall","
, ID 
(43.682630005, -114.363730042)","HLT","500HLT","501SAM","1GEN","01"
"2005-2009","MN","Minnesota","SAMMEC","Health Consequences and Costs","Smoking-Attributable Mortality (SAM)","Average Annual SAM",,,"5910",,,"Overall","
, MN 
(46.355648736, -94.794200503)","HLT","500HLT","501SAM","1GEN","01"
"2005-2009","WV","West Virginia","SAMMEC","Health Consequences and Costs","Smoking-Attributable Mortality (SAM)","Average Annual SAM",,,"2440",,,"Male","
, WV 
(38.665510202, -80.712640135)","HLT","500HLT","501SAM","2GEN","02"
"2005-2009","SC","South Carolina","SAMMEC","Health Consequences and Costs","Smoking-Attributable Mortality (SAM)","Average Annual SAM",,,"2760",,,"Female","
, SC 
(33.998821303, -81.045371207)","HLT","500HLT","501SAM","3GEN","03"
"2005-2009","CO","Colorado","SAMMEC","Health Consequences and Costs","Smoking-Attributable Mortality (SAM)","Average Annual Deaths",,,"7353",,,"Female","
, CO 
(38.843840757, -106.133610921)","HLT","500HLT","500SAM","3GEN","03"
"2005-2009","WY","Wyoming","SAMMEC","Health Consequences and Costs","Smoking-Attributable Mortality (SAM)","Average Annual SAM",,,"450",,,"Male","
, WY 
(43.235541343, -108.109830353)","HLT","500HLT","501SAM","2GEN","02"
"2005-2009","NC","North Carolina","SAMMEC","Health Consequences and Costs","Smoking-Attributable Mortality (SAM)","Average Annual SAM",,,"5840",,,"Female","
, NC 
(35.466220975, -79.159250463)","HLT","500HLT","501SAM","3GEN","03"
"2005-2009","CT","Connecticut","SAMMEC","Health Consequences and Costs","Smoking-Attributable Mortality (SAM)","Average Annual SAM",,,"2560",,,"Male","
, CT 
(41.56266102, -72.649840952)","HLT","500HLT","501SAM","2GEN","02"
"2005-2009","FL","Florida","SAMMEC","Health Consequences and Costs","Smoking-Attributable Mortality (SAM)","Average Annual SAM",,,"13890",,,"Female","
, FL 
(28.932040377, -81.928960539)","HLT","500HLT","501SAM","3GEN","03"
"2005-2009","AL","Alabama","SAMMEC","Health Consequences and Costs","Smoking-Attributable Mortality (SAM)","Average Annual SAM",,,"8650",,,"Overall","
, AL 
(32.840571122, -86.631860762)","HLT","500HLT","501SAM","1GEN","01"
"2005-2009","IN","Indiana","SAMMEC","Health Consequences and Costs","Smoking-Attributable Mortality (SAM)","Average Annual SAM",,,"6330",,,"Male","
, IN 
(39.766910452, -86.149960194)","HLT","500HLT","501SAM","2GEN","02"
"2005-2009","OK","Oklahoma","SAMMEC","Health Consequences and Costs","Smoking-Attributable Mortality (SAM)","Average Annual Deaths",,,"10546",,,"Male","
, OK 
(35.472031356, -97.521070214)","HLT","500HLT","500SAM","2GEN","02"
"2005-2009","VA","Virginia","SAMMEC","Health Consequences and Costs","Smoking-Attributable Mortality (SAM)","Average Annual Deaths",,,"15373",,,"Female","
, VA 
(37.542680674, -78.457890463)","HLT","500HLT","500SAM","3GEN","03"
"2005-2009","SC","South Carolina","SAMMEC","Health Consequences and Costs","Smoking-Attributable Mortality (SAM)","Average Annual Deaths",,,"10957",,,"Male","
, SC 
(33.998821303, -81.045371207)","HLT","500HLT","500SAM","2GEN","02"
"2005-2009","MT","Montana","SAMMEC","Health Consequences and Costs","Smoking-Attributable Mortality (SAM)","Average Annual SAM",,,"890",,,"Male","
, MT 
(47.066528972, -109.424420645)","HLT","500HLT","501SAM","2GEN","02"
"2005-2009","DC","District of Columbia","SAMMEC","Health Consequences and Costs","Smoking-Attributable Mortality (SAM)","Average Annual SAM",,,"450",,,"Male","
, DC 
(38.890371385, -77.031961127)","HLT","500HLT","501SAM","2GEN","02"
"2005-2009","NH","New Hampshire","SAMMEC","Health Consequences and Costs","Smoking-Attributable Mortality (SAM)","Average Annual Deaths",,,"2826",,,"Male","
, NH 
(43.655950113, -71.50036092)","HLT","500HLT","500SAM","2GEN","02"
"2005-2009","TN","Tennessee","SAMMEC","Health Consequences and Costs","Smoking-Attributable Mortality (SAM)","Average Annual Deaths",,,"15665",,,"Female","
, TN 
(35.68094058, -85.774490914)","HLT","500HLT","500SAM","3GEN","03"
"2005-2009","AL","Alabama","SAMMEC","Health Consequences and Costs","Smoking-Attributable Mortality (SAM)","Average Annual Deaths",,,"12685",,,"Female","
, AL 
(32.840571122, -86.631860762)","HLT","500HLT","500SAM","3GEN","03"
"2005-2009","AL","Alabama","SAMMEC","Health Consequences and Costs","Smoking-Attributable Mortality (SAM)","Average Annual SAM",,,"3360",,,"Female","
, AL 
(32.840571122, -86.631860762)","HLT","500HLT","501SAM","3GEN","03"
"2005-2009","NV","Nevada","SAMMEC","Health Consequences and Costs","Smoking-Attributable Mortality (SAM)","Average Annual SAM",,,"4050",,,"Overall","
, NV 
(39.49324039, -117.071840564)","HLT","500HLT","501SAM","1GEN","01"
"2005-2009","ID","Idaho","SAMMEC","Health Consequences and Costs","Smoking-Attributable Mortality (SAM)","Average Annual Deaths",,,"2962",,,"Male","
, ID 
(43.682630005, -114.363730042)","HLT","500HLT","500SAM","2GEN","02"
"2005-2009","MI","Michigan","SAMMEC","Health Consequences and Costs","Smoking-Attributable Mortality (SAM)","Average Annual Deaths",,,"24940",,,"Male","
, MI 
(44.661319543001, -84.71439027)","HLT","500HLT","500SAM","2GEN","02"
"2005-2009","ME","Maine","SAMMEC","Health Consequences and Costs","Smoking-Attributable Mortality (SAM)","Average Annual Deaths",,,"6856",,,"Overall","
, ME 
(45.254228894001, -68.985031336)","HLT","500HLT","500SAM","1GEN","01"
"2005-2009","GA","Georgia","SAMMEC","Health Consequences and Costs","Smoking-Attributable Mortality (SAM)","Average Annual SAM",,,"11690",,,"Overall","
, GA 
(32.839681093, -83.627580346)","HLT","500HLT","501SAM","1GEN","01"
"2005-2009","CA","California","SAMMEC","Health Consequences and Costs","Smoking-Attributable Mortality (SAM)","Average Annual Deaths",,,"67192",,,"Male","
, CA 
(37.638640123, -120.999999538)","HLT","500HLT","500SAM","2GEN","02"
"2005-2009","AR","Arkansas","SAMMEC","Health Consequences and Costs","Smoking-Attributable Mortality (SAM)","Average Annual SAM",,,"2290",,,"Female","
, AR 
(34.748650124, -92.274490743)","HLT","500HLT","501SAM","3GEN","03"
"2005-2009","UT","Utah","SAMMEC","Health Consequences and Costs","Smoking-Attributable Mortality (SAM)","Average Annual SAM",,,"460",,,"Female","
, UT 
(39.360700171, -111.587130635)","HLT","500HLT","501SAM","3GEN","03"
"2005-2009","MA","Massachusetts","SAMMEC","Health Consequences and Costs","Smoking-Attributable Mortality (SAM)","Average Annual SAM",,,"4850",,,"Male","
, MA 
(42.27687047, -72.082690675)","HLT","500HLT","501SAM","2GEN","02"
"2005-2009","NY","New York","SAMMEC","Health Consequences and Costs","Smoking-Attributable Mortality (SAM)","Average Annual SAM",,,"14810",,,"Male","
, NY 
(42.827001032, -75.543970427)","HLT","500HLT","501SAM","2GEN","02"
"2005-2009","LA","Louisiana","SAMMEC","Health Consequences and Costs","Smoking-Attributable Mortality (SAM)","Average Annual SAM",,,"4320",,,"Male","
, LA 
(31.312660644, -92.445680071)","HLT","500HLT","501SAM","2GEN","02"
"2005-2009","KS","Kansas","SAMMEC","Health Consequences and Costs","Smoking-Attributable Mortality (SAM)","Average Annual Deaths",,,"6878",,,"Female","
, KS 
(38.3477403, -98.200781227)","HLT","500HLT","500SAM","3GEN","03"
"2005-2009","AZ","Arizona","SAMMEC","Health Consequences and Costs","Smoking-Attributable Mortality (SAM)","Average Annual SAM",,,"3530",,,"Female","
, AZ 
(34.86597028, -111.763811277)","HLT","500HLT","501SAM","3GEN","03"
"2005-2009","OK","Oklahoma","SAMMEC","Health Consequences and Costs","Smoking-Attributable Mortality (SAM)","Average Annual Deaths",,,"20782",,,"Overall","
, OK 
(35.472031356, -97.521070214)","HLT","500HLT","500SAM","1GEN","01"
"2005-2009","VA","Virginia","SAMMEC","Health Consequences and Costs","Smoking-Attributable Mortality (SAM)","Average Annual SAM",,,"5880",,,"Male","
, VA 
(37.542680674, -78.457890463)","HLT","500HLT","501SAM","2GEN","02"
"2005-2009","MA","Massachusetts","SAMMEC","Health Consequences and Costs","Smoking-Attributable Mortality (SAM)","Average Annual Deaths",,,"13819",,,"Male","
, MA 
(42.27687047, -72.082690675)","HLT","500HLT","500SAM","2GEN","02"
"2005-2009","DC","District of Columbia","SAMMEC","Health Consequences and Costs","Smoking-Attributable Mortality (SAM)","Average Annual SAM",,,"350",,,"Female","
, DC 
(38.890371385, -77.031961127)","HLT","500HLT","501SAM","3GEN","03"
"2005-2009","TN","Tennessee","SAMMEC","Health Consequences and Costs","Smoking-Attributable Mortality (SAM)","Average Annual SAM",,,"6770",,,"Male","
, TN 
(35.68094058, -85.774490914)","HLT","500HLT","501SAM","2GEN","02"
"2005-2009","NY","New York","SAMMEC","Health Consequences and Costs","Smoking-Attributable Mortality (SAM)","Average Annual SAM",,,"28170",,,"Overall","
, NY 
(42.827001032, -75.543970427)","HLT","500HLT","501SAM","1GEN","01"
"2005-2009","IA","Iowa","SAMMEC","Health Consequences and Costs","Smoking-Attributable Mortality (SAM)","Average Annual Deaths",,,"15998",,,"Overall","
, IA 
(42.469400913, -93.816490556)","HLT","500HLT","500SAM","1GEN","01"
"2005-2009","US","United States","SAMMEC","Health Consequences and Costs","Smoking-Attributable Mortality (SAM)","Average Annual SAM",,,"254100",,,"Male","
, US 
(39.8333, 98.5833)","HLT","500HLT","501SAM","2GEN","02"
"2005-2009","US","United States","SAMMEC","Health Consequences and Costs","Smoking-Attributable Mortality (SAM)","Average Annual Deaths",,,"664262",,,"Female","
, US 
(39.8333, 98.5833)","HLT","500HLT","500SAM","3GEN","03"
"2005-2009","US","United States","SAMMEC","Health Consequences and Costs","Smoking-Attributable Mortality (SAM)","Average Annual Deaths",,,"1340503",,,"Overall","
, US 
(39.8333, 98.5833)","HLT","500HLT","500SAM","1GEN","01"
"2005-2009","US","United States","SAMMEC","Health Consequences and Costs","Smoking-Attributable Mortality (SAM)","Average Annual Deaths",,,"676241",,,"Male","
, US 
(39.8333, 98.5833)","HLT","500HLT","500SAM","2GEN","02"
"2005-2009","US","United States","SAMMEC","Health Consequences and Costs","Smoking-Attributable Mortality (SAM)","Average Annual SAM",,,"437400",,,"Overall","
, US 
(39.8333, 98.5833)","HLT","500HLT","501SAM","1GEN","01"
"2005-2009","US","United States","SAMMEC","Health Consequences and Costs","Smoking-Attributable Mortality (SAM)","Average Annual SAM",,,"183300",,,"Female","
, US 
(39.8333, 98.5833)","HLT","500HLT","501SAM","3GEN","03"
