"year","who_region","datasource","country","surveysite","topic","mpower","indicator","indicator_level","data_value_unit","data_value_type","data_value","data_value_footnote_symbol","data_value_footnote","low_confidence_limit","high_confidence_limit","sample_size","age","gender","residence","geolocation","regionabbr","countryabbr","surveysiteabbr","locationid","topicid","mpowerid","indicatorid","responseid","stratificationcategoryid1","stratificationid1","datavaluetypeid"
"2009","South-East Asia Region","GATS","India","India - Goa","Media","Enforce","Percentage of adults who noticed various bidi promotions in the last 30 days","Clothing/items with bidi brand name or logo","%","Percentage","0.7",,,"0.2","2.6","496","45-64",,,"POINT (78.96288 20.593684)","SEAR","in","in033","169","T14","M04","Q214","ILVL029","AGE","A04","Prctg"
"2009","South-East Asia Region","GATS","India","India - Tripura","Secondhand Smoke","Protect","Percentage of all adults who were exposed to tobacco smoke inside various public places in the past 30 days","Public transportation","%","Percentage","14.2",,,"11.1","18","745","25-44",,,"POINT (78.96288 20.593684)","SEAR","in","in026","638","T10","M03","Q180","ILVL093","AGE","A03","Prctg"
"2009","South-East Asia Region","GATS","India","India - Assam","Media","Enforce","Percentage of adults who have noticed advertisements or signs promoting cigarettes from various sources in the last 30 days","On the radio","%","Percentage","2.7",,,"1.8","4","4454",,,"Rural","POINT (78.96288 20.593684)","SEAR","in","in003","32","T14","M04","Q188","ILVL084","RESIDENCE","R03","Prctg"
"2009","South-East Asia Region","GATS","India","India - East Region","Tobacco Use","Monitor","Percentage of former daily smokers who quit smoking <1 year ago, 1 to <5 years ago, 5 to <10 years ago, or 10+ years ago","1 to <5 years","%","Percentage","23.2",,,"12.5","39.1","68",,,"Urban","POINT (78.96288 20.593684)","SEAR","in","in170","1481","T06","M01","Q162","ILVL010","RESIDENCE","R02","Prctg"
"2009","South-East Asia Region","GATS","India","India - South Region","Economics","Raise","Percentage of bidi smokers whose last bidi purchase was from various sources","Military store","%","Percentage","0",,,,,"673","Total",,,"POINT (78.96288 20.593684)","SEAR","in","in173","1486","T08","M06","Q205","ILVL066","AGE","A9901","Prctg"
"2009","South-East Asia Region","GATS","India","India - Northeast Region","Media","Enforce","Percentage of adults who have noticed advertisements or signs promoting cigarettes from various sources in the last 30 days","On posters","%","Percentage","7",,,"5.8","8.4","8088","25-44",,,"POINT (78.96288 20.593684)","SEAR","in","in175","1484","T14","M04","Q188","ILVL079","AGE","A03","Prctg"
"2009","South-East Asia Region","GATS","India","India - Assam","Cessation","Offer","Percentage of current smokers who made a quit attempt during the past 12 months and recent quitters (<12 months), who used pharmacotherapy or counseling/advice in the past 12 months to try to stop smoking","Counseling/Advice","%","Percentage","25.7",,,"14.5","41.4","51",,,"Urban","POINT (78.96288 20.593684)","SEAR","in","in003","32","T01","M02","Q176","ILVL032","RESIDENCE","R02","Prctg"
"2009","South-East Asia Region","GATS","India","India - Maharashtra","Media","Enforce","Percentage of adults who noticed various cigarette promotions in the last 30 days","Free gifts/discounts on other products when buying cigarettes","%","Percentage","0.5",,,"0.3","1","4645",,"Total",,"POINT (78.96288 20.593684)","SEAR","in","in016","262","T14","M04","Q190","ILVL044","GENDER","G9901","Prctg"
"2009","South-East Asia Region","GATS","Thailand","Thailand - National","Media","Enforce","Percentage of adults who have noticed advertisements or signs promoting cigarettes from various sources in the last 30 days","In cinemas","%","Percentage","0",,,"0","0.1","7565","45-64",,,"POINT (100.992541 15.870032)","SEAR","th","th100","472","T14","M04","Q188","ILVL056","AGE","A04","Prctg"
"2009","Region of the Americas","GATS","Mexico","Mexico - National","Tobacco Use","Monitor","Percentage of adults who are current smokers of various tobacco products","Bidis","%","Percentage",,"—","No Data Available. Indicator was not included in survey.",,,"0",,"Male",,"POINT (-102.552784 23.634501)","AMR","mx","mx100","427","T06","M01","Q157","ILVL023","GENDER","G01","Prctg"
"2009","South-East Asia Region","GATS","India","India - Northeast Region","Media","Enforce","Percentage of adults who have noticed any sport or sporting event associated with cigarette brands or companies in the last 30 days",,"%","Percentage",,"—","No Data Available. Indicator was not included in survey.",,,"0","65+",,,"POINT (78.96288 20.593684)","SEAR","in","in175","1484","T14","M04","Q189",,"AGE","A05","Prctg"
"2009","South-East Asia Region","GATS","Thailand","Thailand - National","Tobacco Use","Monitor","Percentage of current tobacco users who only smoke tobacco; smoke tobacco and use smokeless tobacco; or only use smokeless tobacco","Smokeless only","%","Percentage","16.5",,,"14","19.3","2032","45-64",,,"POINT (100.992541 15.870032)","SEAR","th","th100","472","T06","M01","Q163","ILVL097","AGE","A04","Prctg"
"2009","South-East Asia Region","GATS","India","India - Maharashtra","Media","Enforce","Percentage of adults who have noticed advertisements or signs promoting smokeless tobacco from various sources in the last 30 days","In cinemas","%","Percentage","6.2",,,"4.5","8.4","2457",,,"Urban","POINT (78.96288 20.593684)","SEAR","in","in016","262","T14","M04","Q215","ILVL056","RESIDENCE","R02","Prctg"
"2009","South-East Asia Region","GATS","India","India - Sikkim","Tobacco Use","Monitor","Percentage of adults who currently do not use smokeless tobacco, but have used smokeless tobacco on a daily basis in the past",,"%","Percentage","1.5",,,"0.7","3.1","795","25-44",,,"POINT (78.96288 20.593684)","SEAR","in","in029","592","T06","M01","Q169",,"AGE","A03","Prctg"
"2009","South-East Asia Region","GATS","India","India - East Region","Economics","Raise","Average expenditure on bidis per month (reported in local currency)",,,"Mean","195.7","†","Mean: A measure of central tendency; the arithmetic average calculated by dividing the sum of a set of observations by the number of observations.","13.4","378","91",,"Female",,"POINT (78.96288 20.593684)","SEAR","in","in170","1481","T08","M06","Q206",,"GENDER","G02","Mean"
"2009","South-East Asia Region","GATS","India","India - Northeast Region","Media","Enforce","Percentage of adults who have noticed any sport or sporting event associated with cigarette brands or companies in the last 30 days",,"%","Percentage",,"—","No Data Available. Indicator was not included in survey.",,,"0",,,"Rural","POINT (78.96288 20.593684)","SEAR","in","in175","1484","T14","M04","Q189",,"RESIDENCE","R03","Prctg"
"2009","European Region","GATS","Poland","Poland - National","Media","Warn","Percentage of current smokers who noticed health warnings on cigarette packages in the last 30 days",,"%","Percentage","95.5",,,"91.7","97.6","232","15-24",,,"POINT (19.145136 51.919438)","EUR","pl","pl100","442","T14","M05","Q186",,"AGE","A02","Prctg"
"2009","South-East Asia Region","GATS","India","India - Chhattisgarh","Tobacco Use","Monitor","Percentage of adults who currently do not smoke tobacco, but have smoked on a daily basis in the past",,"%","Percentage","0.5",,,"0.1","2","397","15-24",,,"POINT (78.96288 20.593684)","SEAR","in","in037","1480","T06","M01","Q154",,"AGE","A02","Prctg"
"2009","European Region","GATS","Poland","Poland - National","Tobacco Use","Monitor","Percentage of current tobacco users who only smoke tobacco; smoke tobacco and use smokeless tobacco; or only use smokeless tobacco","Smokeless only","%","Percentage","0",,,,,"147","65+",,,"POINT (19.145136 51.919438)","EUR","pl","pl100","442","T06","M01","Q163","ILVL097","AGE","A05","Prctg"
"2009","South-East Asia Region","GATS","India","India - Puducherry","Tobacco Use","Monitor","Percentage of daily cigarette smokers who report smoking an average of less than 5, 5 to 9, 10 to 14, 15 to 24, or 25+ cigarettes per day","5 to 9","%","Percentage","33.9",,,"25.7","43.3","144","Total",,,"POINT (78.96288 20.593684)","SEAR","in","in022","1485","T06","M01","Q158","ILVL019","AGE","A9901","Prctg"
"2009","South-East Asia Region","GATS","India","India - Puducherry","Media","Enforce","Percentage of adults who have noticed any sport or sporting event associated with cigarette brands or companies in the last 30 days",,"%","Percentage",,"—","No Data Available. Indicator was not included in survey.",,,"0","65+",,,"POINT (78.96288 20.593684)","SEAR","in","in022","1485","T14","M04","Q189",,"AGE","A05","Prctg"
"2009","South-East Asia Region","GATS","India","India - Andhra Pradesh","Economics","Raise","Percentage of manufactured cigarette smokers whose last cigarette purchase was from various sources","Restaurant/bar","%","Percentage",,"—","No Data Available. Indicator was not included in survey.",,,"0",,"Total",,"POINT (78.96288 20.593684)","SEAR","in","in002","21","T08","M06","Q182","ILVL094","GENDER","G9901","Prctg"
"2009","South-East Asia Region","GATS","India","India - South Region","Cessation","Offer","Percentage of current smokeless tobacco users and recent quitters (<12 months), who visited a doctor or health care provider (HCP) during the past 12 months and were advised to quit using smokeless tobacco by the HCP",,"%","Percentage","43.6",,,"38.9","48.3","787","Total",,,"POINT (78.96288 20.593684)","SEAR","in","in173","1486","T01","M02","Q202",,"AGE","A9901","Prctg"
"2009","South-East Asia Region","GATS","India","India - Karnataka","Media","Enforce","Percentage of adults who noticed various smokeless tobacco promotions in the last 30 days","Smokeless tobacco at sale prices","%","Percentage","2",,,"1.3","3.1","1876",,,"Total","POINT (78.96288 20.593684)","SEAR","in","in019","221","T14","M04","Q216","ILVL098","RESIDENCE","R9901","Prctg"
"2009","South-East Asia Region","GATS","India","India - Punjab","Media","Enforce","Percentage of adults who noticed various cigarette promotions in the last 30 days","Free samples of cigarettes","%","Percentage","1.3",,,"0.4","3.8","493","15-24",,,"POINT (78.96288 20.593684)","SEAR","in","in023","548","T14","M04","Q190","ILVL047","AGE","A02","Prctg"
"2009","South-East Asia Region","GATS","India","India - Tamil Nadu","Economics","Raise","Average amount spent on 20 bidis (1 pack) (reported in local currency)",,,"Mean","0.5","†","Mean: A measure of central tendency; the arithmetic average calculated by dividing the sum of a set of observations by the number of observations.","0.2","0.7","60","15-24",,,"POINT (78.96288 20.593684)","SEAR","in","in025","615","T08","M06","Q207",,"AGE","A02","Mean"
"2009","South-East Asia Region","GATS","India","India - Rajasthan","Cessation","Offer","Percentage of current smokers who made a quit attempt during the past 12 months and recent quitters (<12 months), who used pharmacotherapy or counseling/advice in the past 12 months to try to stop smoking","Pharmacotherapy","%","Percentage","0",,,,,"47",,,"Urban","POINT (78.96288 20.593684)","SEAR","in","in024","554","T01","M02","Q176","ILVL090","RESIDENCE","R02","Prctg"
"2009","South-East Asia Region","GATS","India","India - Mizoram","Media","Enforce","Percentage of adults who noticed various cigarette promotions in the last 30 days","Free gifts/discounts on other products when buying cigarettes","%","Percentage","0",,,,,"383","45-64",,,"POINT (78.96288 20.593684)","SEAR","in","in031","291","T14","M04","Q190","ILVL044","AGE","A04","Prctg"
"2009","South-East Asia Region","GATS","India","India - Kerala","Media","Enforce","Percentage of adults who noticed various cigarette promotions in the last 30 days","Coupons for cigarettes","%","Percentage","0.8",,,"0.4","1.7","1821",,,"Total","POINT (78.96288 20.593684)","SEAR","in","in013","226","T14","M04","Q190","ILVL034","RESIDENCE","R9901","Prctg"
"2009","South-East Asia Region","GATS","India","India - National","Economics","Raise","Percentage of smokeless tobacco users whose last smokeless purchase was from various sources","Military store","%","Percentage","0.1",,,"0","0.2","8663","25-44",,,"POINT (78.96288 20.593684)","SEAR","in","in100","386","T08","M06","Q208","ILVL066","AGE","A03","Prctg"
"2012","Region of the Americas","GATS","Argentina","Argentina - National","Media","Warn","Percentage of current smokers who thought about quitting smoking because of the health warnings on cigarette packages they noticed in the past 30 days",,"%","Percentage","32.9",,,"26.5","40","1649","Total",,,"POINT (-63.616672 -38.416097)","AMR","ar","ar100","319","T14","M05","Q187",,"AGE","A9901","Prctg"
"2009","South-East Asia Region","GATS","India","India - Northeast Region","Economics","Raise","Percentage of manufactured cigarette smokers whose last cigarette purchase was from various sources","From another person","%","Percentage","0.5",,,"0.2","1.3","1494",,,"Rural","POINT (78.96288 20.593684)","SEAR","in","in175","1484","T08","M06","Q182","ILVL049","RESIDENCE","R03","Prctg"
"2009","Western Pacific Region","GATS","Philippines","Philippines - National","Tobacco Use","Monitor","Percentage of adults who currently use smokeless tobacco on a daily basis",,"%","Percentage","0.4",,,"0.2","0.8","4332",,,"Urban","POINT (121.774017 12.879721)","WPR","rp","rp100","451","T06","M01","Q166",,"RESIDENCE","R02","Prctg"
"2009","South-East Asia Region","GATS","India","India - South Region","Secondhand Smoke","Protect","Percentage of all adults who were exposed to tobacco smoke inside various public places in the past 30 days","Restaurants","%","Percentage","16.8",,,"14.9","18.8","11080","Total",,,"POINT (78.96288 20.593684)","SEAR","in","in173","1486","T10","M03","Q180","ILVL095","AGE","A9901","Prctg"
"2009","South-East Asia Region","GATS","India","India - Goa","Media","Enforce","Percentage of adults who have noticed advertisements or signs promoting bidis from various sources in the last 30 days","On the internet","%","Percentage","0.6",,,"0.1","2.6","1765","Total",,,"POINT (78.96288 20.593684)","SEAR","in","in033","169","T14","M04","Q213","ILVL083","AGE","A9901","Prctg"
"2009","South-East Asia Region","GATS","India","India - Uttar Pradesh","Media","Warn","Percentage of adults who have noticed information about the dangers of smoking cigarettes or that encourages quitting from various sources in the last 30 days","In newspapers or in magazines","%","Percentage","17.2",,,"15.1","19.5","4141",,,"Total","POINT (78.96288 20.593684)","SEAR","in","in036","665","T14","M05","Q185","ILVL057","RESIDENCE","R9901","Prctg"
"2009","South-East Asia Region","GATS","India","India - East Region","Economics","Raise","Percentage of manufactured cigarette smokers whose last cigarette purchase was from various sources","Outside the country","%","Percentage","0",,,,,"685",,"Male",,"POINT (78.96288 20.593684)","SEAR","in","in170","1481","T08","M06","Q182","ILVL088","GENDER","G01","Prctg"
"2009","South-East Asia Region","GATS","India","India - East Region","Tobacco Use","Monitor","Percentage of adults who currently do not use smokeless tobacco",,"%","Percentage","59.8",,,"56.8","62.7","4915","25-44",,,"POINT (78.96288 20.593684)","SEAR","in","in170","1481","T06","M01","Q168",,"AGE","A03","Prctg"
"2009","South-East Asia Region","GATS","India","India - Kerala","Tobacco Use","Monitor","Percentage of adults who currently smoke tobacco on a less than daily basis","Occasional smokers, never daily","%","Percentage","0",,,,,"1005",,"Female",,"POINT (78.96288 20.593684)","SEAR","in","in013","226","T06","M01","Q152","ILVL074","GENDER","G02","Prctg"
"2009","European Region","GATS","Poland","Poland - National","Media","Enforce","Percentage of adults who noticed various cigarette promotions in the last 30 days","Free samples of cigarettes","%","Percentage","0.8",,,"0.5","1.2","4010",,,"Rural","POINT (19.145136 51.919438)","EUR","pl","pl100","442","T14","M04","Q190","ILVL047","RESIDENCE","R03","Prctg"
"2009","Region of the Americas","GATS","Uruguay","Uruguay - National","Cessation","Offer","Percentage of current smokers who are planning to quit within the next month, who are thinking about quitting within the next 12 months, who will quit someday but not in the next 12 months, who are not interested in quitting, or who don’t know about their interest in quitting","Not interested in quitting","%","Percentage","24.9",,,"20.9","29.5","458",,,"Rural","POINT (-55.765835 -32.522779)","AMR","uy","uy100","489","T01","M02","Q177","ILVL071","RESIDENCE","R03","Prctg"
"2009","South-East Asia Region","GATS","India","India - Meghalaya","Economics","Raise","Percentage of manufactured cigarette smokers whose last cigarette purchase was from various sources","Kiosks","%","Percentage","1.4",,,"0.3","5.5","194",,"Total",,"POINT (78.96288 20.593684)","SEAR","in","in018","286","T08","M06","Q182","ILVL062","GENDER","G9901","Prctg"
"2009","South-East Asia Region","GATS","India","India - Assam","Tobacco Use","Monitor","Percentage of daily bidi smokers who report smoking an average of less than 5, 5-9, 10-14, 15-24, or 25+ bidis per day",">=25","%","Percentage",,"~","Indicates estimate based on less than 25 unweighted cases and has been suppressed.",,,"0","65+",,,"POINT (78.96288 20.593684)","SEAR","in","in003","32","T06","M01","Q195","ILVL008","AGE","A05","Prctg"
"2009","South-East Asia Region","GATS","India","India - Madhya Pradesh","Knowledge, Attitudes, and Perceptions","Warn","Percentage of adults who believe that smoking tobacco causes serious illness",,"%","Percentage","93.1",,,"90.7","94.9","924","25-44",,,"POINT (78.96288 20.593684)","SEAR","in","in035","261","T15","M05","Q191",,"AGE","A03","Prctg"
"2011","European Region","GATS","Romania","Romania - National","Tobacco Use","Monitor","Percentage of adults who currently do not smoke tobacco, but have smoked on a daily basis in the past",,"%","Percentage","14",,,"12.7","15.6","2070",,"Male",,"POINT (24.96676 45.943161)","EUR","ro","ro100","450","T06","M01","Q154",,"GENDER","G01","Prctg"
"2009","South-East Asia Region","GATS","India","India - Meghalaya","Tobacco Use","Monitor","Percentage of adults who are current users of various smokeless tobacco products","Khaini or tobacco lime mixture","%","Percentage","4.7",,,"3.1","7.3","761",,"Female",,"POINT (78.96288 20.593684)","SEAR","in","in018","286","T06","M01","Q172","ILVL061","GENDER","G02","Prctg"
"2009","South-East Asia Region","GATS","India","India - Odisha","Tobacco Use","Monitor","Percentage of daily cigarette smokers who report smoking an average of less than 5, 5 to 9, 10 to 14, 15 to 24, or 25+ cigarettes per day","10 to 14","%","Percentage","0.8",,,"0.1","6.4","49","25-44",,,"POINT (78.96288 20.593684)","SEAR","in","in021","525","T06","M01","Q158","ILVL011","AGE","A03","Prctg"
"2009","South-East Asia Region","GATS","India","India - Uttar Pradesh","Economics","Raise","Percentage of smokeless tobacco users whose last smokeless purchase was from various sources","Street vendor","%","Percentage","10.9",,,"7.8","15","1094","Total",,,"POINT (78.96288 20.593684)","SEAR","in","in036","665","T08","M06","Q208","ILVL101","AGE","A9901","Prctg"
"2009","South-East Asia Region","GATS","India","India - Karnataka","Economics","Raise","Percentage of bidi smokers whose last bidi purchase was from various sources","From another person","%","Percentage",,"~","Indicates estimate based on less than 25 unweighted cases and has been suppressed.",,,"0",,"Female",,"POINT (78.96288 20.593684)","SEAR","in","in019","221","T08","M06","Q205","ILVL049","GENDER","G02","Prctg"
"2009","South-East Asia Region","GATS","India","India - Goa","Economics","Raise","Percentage of manufactured cigarette smokers whose last cigarette purchase was from various sources","Street vendor","%","Percentage","48.2",,,"27.8","69.3","28","45-64",,,"POINT (78.96288 20.593684)","SEAR","in","in033","169","T08","M06","Q182","ILVL101","AGE","A04","Prctg"
"2009","South-East Asia Region","GATS","India","India - Assam","Tobacco Use","Monitor","Percentage of adults who currently use smokeless tobacco on a less than daily basis","Occasional users, formerly daily","%","Percentage","2.7",,,"1.8","3.9","1214","45-64",,,"POINT (78.96288 20.593684)","SEAR","in","in003","32","T06","M01","Q167","ILVL076","AGE","A04","Prctg"
"2011","European Region","GATS","Romania","Romania - National","Economics","Raise","Percentage of manufactured cigarette smokers whose last cigarette purchase was from various sources","From another person","%","Percentage","2.7",,,"1.7","4.2","1037",,,"Total","POINT (24.96676 45.943161)","EUR","ro","ro100","450","T08","M06","Q182","ILVL049","RESIDENCE","R9901","Prctg"
"2009","South-East Asia Region","GATS","India","India - Puducherry","Media","Enforce","Percentage of adults who have noticed any sport or sporting event associated with cigarette brands or companies in the last 30 days",,"%","Percentage",,"—","No Data Available. Indicator was not included in survey.",,,"0","Total",,,"POINT (78.96288 20.593684)","SEAR","in","in022","1485","T14","M04","Q189",,"AGE","A9901","Prctg"
"2009","Eastern Mediterranean Region","GATS","Egypt","Egypt - National","Tobacco Use","Monitor","Percentage of adults who currently smoke tobacco on a less than daily basis","Occasional smokers","%","Percentage","1.4",,,"1","1.9","5208","45-64",,,"POINT (30.802498 26.820553)","EMR","eg","eg100","358","T06","M01","Q152","ILVL072","AGE","A04","Prctg"
"2009","South-East Asia Region","GATS","India","India - Jharkhand","Economics","Raise","Percentage of bidi smokers whose last bidi purchase was from various sources","Vending machine","%","Percentage",,"~","Indicates estimate based on less than 25 unweighted cases and has been suppressed.",,,"0",,,"Urban","POINT (78.96288 20.593684)","SEAR","in","in038","1482","T08","M06","Q205","ILVL104","RESIDENCE","R02","Prctg"
"2008","European Region","GATS","Turkey","Turkey - National","Media","Enforce","Percentage of adults who have noticed advertisements or signs promoting cigarettes from various sources in the last 30 days","In stores","%","Percentage","2.7",,,"2.1","3.5","9030","Total",,,"POINT (35.243322 38.963745)","EUR","tu","tu100","480","T14","M04","Q188","ILVL059","AGE","A9901","Prctg"
"2009","South-East Asia Region","GATS","India","India - Puducherry","Economics","Raise","Percentage of manufactured cigarette smokers whose last cigarette purchase was from various sources","Military store","%","Percentage","0",,,,,"182",,"Total",,"POINT (78.96288 20.593684)","SEAR","in","in022","1485","T08","M06","Q182","ILVL066","GENDER","G9901","Prctg"
"2009","South-East Asia Region","GATS","India","India - Uttarakhand","Economics","Raise","Percentage of bidi smokers whose last bidi purchase was from various sources","Store","%","Percentage","80.2",,,"69.2","88","307",,,"Rural","POINT (78.96288 20.593684)","SEAR","in","in104","666","T08","M06","Q205","ILVL100","RESIDENCE","R03","Prctg"
"2009","South-East Asia Region","GATS","India","India - Haryana","Tobacco Use","Monitor","Percentage of daily smokers or smokeless tobacco users who report first tobacco use <= 5 minutes, 6-30 minutes, 31-60 minutes, or greater than 60 minutes after waking",">60 minutes","%","Percentage","16.8",,,"8.4","30.6","58",,"Female",,"POINT (78.96288 20.593684)","SEAR","in","in010","188","T06","M01","Q164","ILVL009","GENDER","G02","Prctg"
"2009","South-East Asia Region","GATS","India","India - Haryana","Media","Warn","Percentage of adults who have noticed information about the dangers of using smokeless tobacco or that encourages quitting from various sources in the last 30 days","On television","%","Percentage","35",,,"31.2","39.1","2045",,"Total",,"POINT (78.96288 20.593684)","SEAR","in","in010","188","T14","M05","Q210","ILVL082","GENDER","G9901","Prctg"
"2009","South-East Asia Region","GATS","India","India - Puducherry","Tobacco Use","Monitor","Percentage of former daily smokers who quit smoking <1 year ago, 1 to <5 years ago, 5 to <10 years ago, or 10+ years ago",">=10 years","%","Percentage",,"~","Indicates estimate based on less than 25 unweighted cases and has been suppressed.",,,"0","25-44",,,"POINT (78.96288 20.593684)","SEAR","in","in022","1485","T06","M01","Q162","ILVL007","AGE","A03","Prctg"
"2009","South-East Asia Region","GATS","India","India - Manipur","Media","Enforce","Percentage of adults who have noticed advertisements or signs promoting smokeless tobacco from various sources in the last 30 days","In stores","%","Percentage","1.5",,,"0.7","3","679",,"Male",,"POINT (78.96288 20.593684)","SEAR","in","in017","272","T14","M04","Q215","ILVL059","GENDER","G01","Prctg"
"2009","South-East Asia Region","GATS","India","India - Chandigarh","Cessation","Offer","Percentage of adults who used smokeless tobacco during the past 12 months and tried to quit during the past 12 months",,"%","Percentage",,"~","Indicates estimate based on less than 25 unweighted cases and has been suppressed.",,,"0","15-24",,,"POINT (78.96288 20.593684)","SEAR","in","in005","93","T01","M02","Q200",,"AGE","A02","Prctg"
"2009","South-East Asia Region","GATS","India","India - Uttar Pradesh","Media","Warn","Percentage of adults who have noticed information about the dangers of using smokeless tobacco or that encourages quitting from various sources in the last 30 days","On television","%","Percentage","15.7",,,"13.2","18.7","2042",,"Male",,"POINT (78.96288 20.593684)","SEAR","in","in036","665","T14","M05","Q210","ILVL082","GENDER","G01","Prctg"
"2009","South-East Asia Region","GATS","India","India - Uttarakhand","Tobacco Use","Monitor","Percentage of adults who currently do not use smokeless tobacco, but have used smokeless tobacco on a daily basis in the past",,"%","Percentage","0.6",,,"0.3","1.4","1950",,"Total",,"POINT (78.96288 20.593684)","SEAR","in","in104","666","T06","M01","Q169",,"GENDER","G9901","Prctg"
"2009","South-East Asia Region","GATS","India","India - Odisha","Secondhand Smoke","Protect","Percentage of adults who visited various public places and were exposed to tobacco smoke inside in the past 30 days","Public transportation","%","Percentage","23.9",,,"13.1","39.6","458","25-44",,,"POINT (78.96288 20.593684)","SEAR","in","in021","525","T10","M03","Q181","ILVL093","AGE","A03","Prctg"
"2009","South-East Asia Region","GATS","India","India - Assam","Media","Enforce","Percentage of adults who have noticed advertisements or signs promoting bidis from various sources in the last 30 days","On public walls","%","Percentage","3",,,"2.1","4.2","5200",,"Total",,"POINT (78.96288 20.593684)","SEAR","in","in003","32","T14","M04","Q213","ILVL081","GENDER","G9901","Prctg"
"2009","South-East Asia Region","GATS","India","India - Uttar Pradesh","Secondhand Smoke","Protect","Percentage of all adults who were exposed to tobacco smoke inside various public places in the past 30 days","Government buildings","%","Percentage","6.8",,,"5.7","8","4121",,,"Total","POINT (78.96288 20.593684)","SEAR","in","in036","665","T10","M03","Q180","ILVL051","RESIDENCE","R9901","Prctg"
"2009","South-East Asia Region","GATS","India","India - Karnataka","Economics","Raise","Percentage of smokeless tobacco users whose last smokeless purchase was from various sources","Store","%","Percentage","96.1",,,"91.5","98.2","161","25-44",,,"POINT (78.96288 20.593684)","SEAR","in","in019","221","T08","M06","Q208","ILVL100","AGE","A03","Prctg"
"2009","South-East Asia Region","GATS","India","India - Tripura","Tobacco Use","Monitor","Percentage of adults who currently do not use smokeless tobacco, but have used smokeless tobacco on a daily basis in the past",,"%","Percentage","1.4",,,"0.8","2.4","1430",,,"Total","POINT (78.96288 20.593684)","SEAR","in","in026","638","T06","M01","Q169",,"RESIDENCE","R9901","Prctg"
"2009","South-East Asia Region","GATS","India","India - Odisha","Tobacco Use","Monitor","Percentage of adults who are current users of various smokeless tobacco products","Nasal snuff","%","Percentage","0.8",,,"0.2","2.5","459","45-64",,,"POINT (78.96288 20.593684)","SEAR","in","in021","525","T06","M01","Q172","ILVL068","AGE","A04","Prctg"
"2009","South-East Asia Region","GATS","India","India - Odisha","Economics","Raise","Percentage of smokeless tobacco users whose last smokeless purchase was from various sources","Military store","%","Percentage","0",,,,,"536",,"Male",,"POINT (78.96288 20.593684)","SEAR","in","in021","525","T08","M06","Q208","ILVL066","GENDER","G01","Prctg"
"2009","South-East Asia Region","GATS","India","India - Odisha","Economics","Raise","Average amount spent on 20 bidis (1 pack) (reported in local currency)",,,"Mean","0.4","†","Mean: A measure of central tendency; the arithmetic average calculated by dividing the sum of a set of observations by the number of observations.","0.2","0.6","47","25-44",,,"POINT (78.96288 20.593684)","SEAR","in","in021","525","T08","M06","Q207",,"AGE","A03","Mean"
"2009","South-East Asia Region","GATS","India","India - Delhi","Knowledge, Attitudes, and Perceptions","Warn","Percentage of adults who believe that breathing other people’s smoke causes serious illness to non-smokers",,"%","Percentage","95.6",,,"92.8","97.3","185",,,"Rural","POINT (78.96288 20.593684)","SEAR","in","in007","129","T15","M05","Q193",,"RESIDENCE","R03","Prctg"
"2009","South-East Asia Region","GATS","India","India - Sikkim","Economics","Raise","Percentage of manufactured cigarette smokers whose last cigarette purchase was from various sources","Restaurant/bar","%","Percentage",,"—","No Data Available. Indicator was not included in survey.",,,"0","Total",,,"POINT (78.96288 20.593684)","SEAR","in","in029","592","T08","M06","Q182","ILVL094","AGE","A9901","Prctg"
"2009","South-East Asia Region","GATS","India","India - Goa","Tobacco Use","Monitor","Percentage of adults who are current users of various smokeless tobacco products","Nasal","%","Percentage","0.1",,,"0","0.8","880",,,"Rural","POINT (78.96288 20.593684)","SEAR","in","in033","169","T06","M01","Q172","ILVL067","RESIDENCE","R03","Prctg"
"2009","South-East Asia Region","GATS","India","India - Nagaland","Media","Enforce","Percentage of adults who have noticed advertisements or signs promoting cigarettes from various sources in the last 30 days","On public transportation","%","Percentage","0.7",,,"0.3","1.6","1395","Total",,,"POINT (78.96288 20.593684)","SEAR","in","in020","307","T14","M04","Q188","ILVL080","AGE","A9901","Prctg"
"2010","Western Pacific Region","GATS","Viet Nam","Viet Nam - National","Tobacco Use","Monitor","Percentage of adults who currently do not use smokeless tobacco, but have used smokeless tobacco on a daily basis in the past",,"%","Percentage","1.7",,,"1","2.9","1132","65+",,,"POINT (108.277199 14.058324)","WPR","vm","vm100","494","T06","M01","Q169",,"AGE","A05","Prctg"
"2009","South-East Asia Region","GATS","India","India - Chandigarh","Economics","Raise","Percentage of bidi smokers whose last bidi purchase was from various sources","Street vendor","%","Percentage",,"~","Indicates estimate based on less than 25 unweighted cases and has been suppressed.",,,"0","15-24",,,"POINT (78.96288 20.593684)","SEAR","in","in005","93","T08","M06","Q205","ILVL101","AGE","A02","Prctg"
"2009","South-East Asia Region","GATS","India","India - Tripura","Cessation","Offer","Percentage of current smokeless tobacco users and recent quitters (<12 months), who visited a doctor or health care provider (HCP) during the past 12 months and were asked by the HCP if they used smokeless tobacco",,"%","Percentage","41.8",,,"35.1","48.7","315",,,"Total","POINT (78.96288 20.593684)","SEAR","in","in026","638","T01","M02","Q201",,"RESIDENCE","R9901","Prctg"
