"year","locationabbr","locationdesc","topictype","topicdesc","measuredesc","datasource","response","data_value_unit","data_value_type","data_value","data_value_footnote_symbol","data_value_footnote","data_value_std_err","low_confidence_limit","high_confidence_limit","sample_size","gender","race","age","education","geolocation","topictypeid","topicid","measureid","stratificationid1","stratificationid2","stratificationid3","stratificationid4","submeasureid","displayorder"
"2014-2015","CT","Connecticut","Tobacco Use – Survey Data","Cigarette Use (Adults)","Smoking Frequency","TUS-CPS","Some Days","%","Percentage","24.8",,,"3","19","30.6","400","Overall","All Races","All Ages","All Grades","(41.56266102, -72.649840952)","BEH","100BEH","167SSP","1GEN","8AGE","6RAC","6EDU","TUS26","26"
"2014-2015","CT","Connecticut","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking","TUS-CPS",,"%","Percentage","11.4",,,"1.1","9.2","13.6","1794","Female","All Races","All Ages","All Grades","(41.56266102, -72.649840952)","BEH","100BEH","111CSA","3GEN","8AGE","6RAC","6EDU","TUS21","21"
"2014-2015","CT","Connecticut","Tobacco Use – Survey Data","Cigarette Consumption (Adults)","Daily Cigarette Consumption Among Every Day Smokers - Average","TUS-CPS",,,"Mean","12.1",,,"0.9","10.4","13.8","95","Female","All Races","All Ages","All Grades","(41.56266102, -72.649840952)","BEH","102BEH","131DCA","3GEN","8AGE","6RAC","6EDU","TUS16","16"
"2014-2015","CT","Connecticut","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking","TUS-CPS",,"%","Percentage","20.1",,,"3.6","13","27.2","278","Overall","All Races","Age 20 and Older","<12th Grade","(41.56266102, -72.649840952)","BEH","100BEH","111CSA","1GEN","6AGE","6RAC","3EDU","TUS24","24"
"2014-2015","CT","Connecticut","Tobacco Use – Survey Data","Smokeless Tobacco Use (Adults)","Smoking Status","TUS-CPS","Never","%","Percentage","91",,,"1.2","88.6","93.4","1631","Male","All Races","All Ages","All Grades","(41.56266102, -72.649840952)","BEH","150BEH","171SSA","2GEN","8AGE","6RAC","6EDU","TUS35","35"
"2014-2015","CT","Connecticut","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking","TUS-CPS",,"%","Percentage","12.8",,,"3.7","5.5","20.1","325","Overall","All Races","18 to 24 Years","All Grades","(41.56266102, -72.649840952)","BEH","100BEH","111CSA","1GEN","1AGE","6RAC","6EDU","TUS23","23"
"2014-2015","CT","Connecticut","Tobacco Use – Survey Data","Cigarette Consumption (Adults)","Daily Cigarette Consumption Among Every Day Smokers - Average","TUS-CPS",,,"Mean","13.3",,,"0.7","11.9","14.7","200","Overall","All Races","All Ages","All Grades","(41.56266102, -72.649840952)","BEH","102BEH","131DCA","1GEN","8AGE","6RAC","6EDU","TUS14","14"
"2014-2015","CT","Connecticut","Tobacco Use – Survey Data","Cigarette Consumption (Adults)","Daily Cigarette Consumption Among Every Day Smokers - Frequency Categories","TUS-CPS","<15 Cigarettes","%","Percentage","52.7",,,"52.7","42.4","63","105","Male","All Races","All Ages","All Grades","(41.56266102, -72.649840952)","BEH","102BEH","131DCF","2GEN","8AGE","6RAC","6EDU","TUS17","17"
"2014-2015","CT","Connecticut","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking","TUS-CPS",,"%","Percentage","11.1",,,"2","7.2","15","676","Female","All Races","18 to 44 Years","All Grades","(41.56266102, -72.649840952)","BEH","100BEH","111CSA","1GEN","5AGE","6RAC","6EDU","TUS45","45"
"2014-2015","CT","Connecticut","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking","TUS-CPS",,"%","Percentage","14.4",,,"1.2","12","16.8","1383","Overall","All Races","45 to 64 Years","All Grades","(41.56266102, -72.649840952)","BEH","100BEH","111CSA","1GEN","3AGE","6RAC","6EDU","TUS23","23"
"2014-2015","CT","Connecticut","Tobacco Use – Survey Data","Cigar Use (Adults)","Smoking Status","TUS-CPS","Current","%","Percentage","3",,,"0.4","2.2","3.8","3404","Overall","All Races","All Ages","All Grades","(41.56266102, -72.649840952)","BEH","103BEH","170SSA","1GEN","8AGE","6RAC","6EDU","TUS11","11"
"2014-2015","CT","Connecticut","Tobacco Use – Survey Data","Pipe Use (Adults)","Smoking Status","TUS-CPS","Current","%","Percentage","0.5",,,"0.2","0.2","0.8","3407","Overall","All Races","All Ages","All Grades","(41.56266102, -72.649840952)","BEH","104BEH","172SSA","1GEN","8AGE","6RAC","6EDU","TUS30","30"
"2014-2015","CT","Connecticut","Tobacco Use – Survey Data","Cigarette Use (Adults)","Smoking Status","TUS-CPS","Former","%","Percentage","23",,,"1","21.1","24.9","3442","Overall","All Races","All Ages","All Grades","(41.56266102, -72.649840952)","BEH","100BEH","173SSA","1GEN","8AGE","6RAC","6EDU","TUS28","28"
"2014-2015","CT","Connecticut","Tobacco Use – Survey Data","Smokeless Tobacco Use (Adults)","Smoking Status","TUS-CPS","Former","%","Percentage","4.2",,,"0.5","3.1","5.3","3405","Overall","All Races","All Ages","All Grades","(41.56266102, -72.649840952)","BEH","150BEH","171SSA","1GEN","8AGE","6RAC","6EDU","TUS34","34"
"2014-2015","CT","Connecticut","Tobacco Use – Survey Data","Cigarette Use (Adults)","Smoking Status","TUS-CPS","Never","%","Percentage","67.7",,,"1.4","64.9","70.5","1794","Female","All Races","All Ages","All Grades","(41.56266102, -72.649840952)","BEH","100BEH","173SSA","3GEN","8AGE","6RAC","6EDU","TUS29","29"
"2014-2015","CT","Connecticut","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking","TUS-CPS",,"%","Percentage","5.8",,,"1.2","3.4","8.1","720","Overall","All Races","65 Years and Older","All Grades","(41.56266102, -72.649840952)","BEH","100BEH","111CSA","1GEN","4AGE","6RAC","6EDU","TUS23","23"
"2014-2015","CT","Connecticut","Tobacco Use – Survey Data","Cessation (Adults)","Quit Attempt in Past Year Among Every Day Cigarette Smokers","TUS-CPS",,"%","Percentage","40.1",,,"5.5","29.3","50.9","96","Female","All Races","All Ages","All Grades","(41.56266102, -72.649840952)","BEH","101BEH","168QUA","3GEN","8AGE","6RAC","6EDU","TUS10","10"
"2014-2015","CT","Connecticut","Tobacco Use – Survey Data","Cigarette Use (Adults)","Smoking Frequency","TUS-CPS","Every Day","%","Percentage","75.7",,,"3.6","68.6","82.7","183","Female","All Races","All Ages","All Grades","(41.56266102, -72.649840952)","BEH","100BEH","167SSP","3GEN","8AGE","6RAC","6EDU","TUS25","25"
"2014-2015","CT","Connecticut","Tobacco Use – Survey Data","Cessation (Adults)","Percent of Former Smokers Among Ever Smokers","TUS-CPS",,"%","Percentage","65.6",,,"2.7","60.2","70.9","454","Male","All Races","All Ages","All Grades","(41.56266102, -72.649840952)","BEH","101BEH","168QUP","2GEN","8AGE","6RAC","6EDU","TUS06","06"
"2014-2015","CT","Connecticut","Tobacco Use – Survey Data","Pipe Use (Adults)","Smoking Status","TUS-CPS","Former","%","Percentage","5.6",,,"0.5","4.6","6.7","3407","Overall","All Races","All Ages","All Grades","(41.56266102, -72.649840952)","BEH","104BEH","172SSA","1GEN","8AGE","6RAC","6EDU","TUS31","31"
"2014-2015","CT","Connecticut","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking","TUS-CPS",,"%","Percentage","18.3",,,"3.3","11.9","24.7","230","Overall","African American","All Ages","All Grades","(41.56266102, -72.649840952)","BEH","100BEH","111CSA","1GEN","8AGE","1RAC","6EDU","TUS22","22"
"2014-2015","CT","Connecticut","Tobacco Use – Survey Data","Smokeless Tobacco Use (Adults)","Smoking Status","TUS-CPS","Never","%","Percentage","99",,,"0.3","98.4","99.6","1774","Female","All Races","All Ages","All Grades","(41.56266102, -72.649840952)","BEH","150BEH","171SSA","3GEN","8AGE","6RAC","6EDU","TUS35","35"
"2014-2015","CT","Connecticut","Tobacco Use – Survey Data","Cigarette Consumption (Adults)","Daily Cigarette Consumption Among Every Day Smokers - Frequency Categories","TUS-CPS","<15 Cigarettes","%","Percentage","66.9",,,"66.9","55.6","78.3","95","Female","All Races","All Ages","All Grades","(41.56266102, -72.649840952)","BEH","102BEH","131DCF","3GEN","8AGE","6RAC","6EDU","TUS17","17"
"2014-2015","CT","Connecticut","Tobacco Use – Survey Data","Cigar Use (Adults)","Smoking Status","TUS-CPS","Former","%","Percentage","25.7",,,"1.7","22.5","29","1628","Male","All Races","All Ages","All Grades","(41.56266102, -72.649840952)","BEH","103BEH","170SSA","2GEN","8AGE","6RAC","6EDU","TUS12","12"
"2014-2015","CT","Connecticut","Tobacco Use – Survey Data","Smokeless Tobacco Use (Adults)","Smoking Status","TUS-CPS","Current","%","Percentage","0",,,"0","0","0","1774","Female","All Races","All Ages","All Grades","(41.56266102, -72.649840952)","BEH","150BEH","171SSA","3GEN","8AGE","6RAC","6EDU","TUS33","33"
"2014-2015","CT","Connecticut","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking","TUS-CPS",,"%","Percentage","21.1",,,"3.7","13.9","28.3","271","Overall","All Races","Age 25 and Older","<12th Grade","(41.56266102, -72.649840952)","BEH","100BEH","111CSA","1GEN","7AGE","6RAC","3EDU","TUS24","24"
"2014-2015","CT","Connecticut","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking","TUS-CPS",,"%","Percentage","21.4",,,"2.2","17.1","25.7","873","Overall","All Races","Age 20 and Older","12th Grade","(41.56266102, -72.649840952)","BEH","100BEH","111CSA","1GEN","6AGE","6RAC","4EDU","TUS24","24"
"2014-2015","CT","Connecticut","Tobacco Use – Survey Data","Smokeless Tobacco Use (Adults)","Smoking Status","TUS-CPS","Former","%","Percentage","1",,,"0.3","0.4","1.6","1774","Female","All Races","All Ages","All Grades","(41.56266102, -72.649840952)","BEH","150BEH","171SSA","3GEN","8AGE","6RAC","6EDU","TUS34","34"
"2014-2015","CT","Connecticut","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking","TUS-CPS",,"%","Percentage","8.5",,,"0.9","6.8","10.2","2015","Overall","All Races","Age 25 and Older",">12th Grade","(41.56266102, -72.649840952)","BEH","100BEH","111CSA","1GEN","7AGE","6RAC","5EDU","TUS24","24"
"2014-2015","CT","Connecticut","Tobacco Use – Survey Data","Cigarette Consumption (Adults)","Daily Cigarette Consumption Among Every Day Smokers - Frequency Categories","TUS-CPS",">25 Cigarettes","%","Percentage","5.3",,,"5.3","0.5","10.1","105","Male","All Races","All Ages","All Grades","(41.56266102, -72.649840952)","BEH","102BEH","131DCF","2GEN","8AGE","6RAC","6EDU","TUS19","19"
"2014-2015","CT","Connecticut","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking","TUS-CPS",,"%","Percentage","12.9",,,"1.1","10.8","15.1","2696","Overall","White","All Ages","All Grades","(41.56266102, -72.649840952)","BEH","100BEH","111CSA","1GEN","8AGE","5RAC","6EDU","TUS22","22"
"2014-2015","CT","Connecticut","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking","TUS-CPS",,"%","Percentage","19.6",,,"2","15.7","23.5","831","Overall","All Races","Age 25 and Older","12th Grade","(41.56266102, -72.649840952)","BEH","100BEH","111CSA","1GEN","7AGE","6RAC","4EDU","TUS24","24"
"2014-2015","CT","Connecticut","Tobacco Use – Survey Data","Pipe Use (Adults)","Smoking Status","TUS-CPS","Former","%","Percentage","0.6",,,"0.2","0.2","1","1776","Female","All Races","All Ages","All Grades","(41.56266102, -72.649840952)","BEH","104BEH","172SSA","3GEN","8AGE","6RAC","6EDU","TUS31","31"
"2014-2015","CT","Connecticut","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking","TUS-CPS",,"%","Percentage","12.3",,,"0.9","10.5","14.2","3442","Overall","All Races","All Ages","All Grades","(41.56266102, -72.649840952)","BEH","100BEH","111CSA","1GEN","8AGE","6RAC","6EDU","TUS20","20"
"2014-2015","CT","Connecticut","Tobacco Use – Survey Data","Cigarette Use (Adults)","Smoking Frequency","TUS-CPS","Every Day","%","Percentage","75.2",,,"3","69.4","81","400","Overall","All Races","All Ages","All Grades","(41.56266102, -72.649840952)","BEH","100BEH","167SSP","1GEN","8AGE","6RAC","6EDU","TUS25","25"
"2014-2015","CT","Connecticut","Tobacco Use – Survey Data","Cigarette Use (Adults)","Smoking Frequency","TUS-CPS","Some Days","%","Percentage","24.3",,,"3.6","17.3","31.4","183","Female","All Races","All Ages","All Grades","(41.56266102, -72.649840952)","BEH","100BEH","167SSP","3GEN","8AGE","6RAC","6EDU","TUS26","26"
"2014-2015","CT","Connecticut","Tobacco Use – Survey Data","Cigarette Use (Adults)","Smoking Frequency","TUS-CPS","Every Day","%","Percentage","74.8",,,"4.4","66.1","83.5","217","Male","All Races","All Ages","All Grades","(41.56266102, -72.649840952)","BEH","100BEH","167SSP","2GEN","8AGE","6RAC","6EDU","TUS25","25"
"2014-2015","CT","Connecticut","Tobacco Use – Survey Data","Cigarette Consumption (Adults)","Daily Cigarette Consumption Among Every Day Smokers - Average","TUS-CPS",,,"Mean","14.4",,,"0.9","12.6","16.3","105","Male","All Races","All Ages","All Grades","(41.56266102, -72.649840952)","BEH","102BEH","131DCA","2GEN","8AGE","6RAC","6EDU","TUS15","15"
"2014-2015","CT","Connecticut","Smokefree Rules/Policies – Survey Data","Smokefree Policies in Indoor Worksites (Adults)","Smokefree Policies in Indoor Worksites","TUS-CPS",,"%","Percentage","78.8",,,"2.1","74.6","82.9","482","Male","All Races","All Ages","All Grades","(41.56266102, -72.649840952)","ENV","350ENV","151SPL","2GEN","8AGE","6RAC","6EDU","TUS02","02"
"2014-2015","CT","Connecticut","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking","TUS-CPS",,"%","Percentage","8.4",,,"0.9","6.5","10.2","2188","Overall","All Races","Age 20 and Older",">12th Grade","(41.56266102, -72.649840952)","BEH","100BEH","111CSA","1GEN","6AGE","6RAC","5EDU","TUS24","24"
"2014-2015","CT","Connecticut","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking","TUS-CPS",,"%","Percentage","9.2",,,"2.1","5.1","13.3","341","Overall","Hispanic","All Ages","All Grades","(41.56266102, -72.649840952)","BEH","100BEH","111CSA","1GEN","8AGE","4RAC","6EDU","TUS22","22"
"2014-2015","CT","Connecticut","Tobacco Use – Survey Data","Cigarette Use (Adults)","Smoking Status","TUS-CPS","Current","%","Percentage","13.3",,,"1.3","10.8","15.8","1648","Male","All Races","All Ages","All Grades","(41.56266102, -72.649840952)","BEH","100BEH","173SSA","2GEN","8AGE","6RAC","6EDU","TUS27","27"
"2014-2015","CT","Connecticut","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking","TUS-CPS",,"%","Percentage",,"*","Data in these cells have been suppressed because of a small sample size",,,,,"Overall","American Indian/Alaska Native","All Ages","All Grades","(41.56266102, -72.649840952)","BEH","100BEH","111CSA","1GEN","8AGE","2RAC","6EDU","TUS22","22"
"2014-2015","CT","Connecticut","Tobacco Use – Survey Data","Cigarette Use (Adults)","Smoking Frequency","TUS-CPS","Some Days","%","Percentage","25.2",,,"4.4","16.5","33.9","217","Male","All Races","All Ages","All Grades","(41.56266102, -72.649840952)","BEH","100BEH","167SSP","2GEN","8AGE","6RAC","6EDU","TUS26","26"
"2014-2015","CT","Connecticut","Tobacco Use – Survey Data","Cigarette Consumption (Adults)","Daily Cigarette Consumption Among Every Day Smokers - Frequency Categories","TUS-CPS",">25 Cigarettes","%","Percentage","3.7",,,"3.7","0","7.3","95","Female","All Races","All Ages","All Grades","(41.56266102, -72.649840952)","BEH","102BEH","131DCF","3GEN","8AGE","6RAC","6EDU","TUS19","19"
"2014-2015","CT","Connecticut","Tobacco Use – Survey Data","Cigar Use (Adults)","Smoking Status","TUS-CPS","Current","%","Percentage","5.2",,,"0.8","3.7","6.8","1628","Male","All Races","All Ages","All Grades","(41.56266102, -72.649840952)","BEH","103BEH","170SSA","2GEN","8AGE","6RAC","6EDU","TUS11","11"
"2014-2015","CT","Connecticut","Tobacco Use – Survey Data","Cigarette Use (Adults)","Smoking Status","TUS-CPS","Current","%","Percentage","12.3",,,"0.9","10.5","14.2","3442","Overall","All Races","All Ages","All Grades","(41.56266102, -72.649840952)","BEH","100BEH","173SSA","1GEN","8AGE","6RAC","6EDU","TUS27","27"
"2014-2015","CT","Connecticut","Tobacco Use – Survey Data","Cessation (Adults)","Percent of Former Smokers Among Ever Smokers","TUS-CPS",,"%","Percentage","64.6",,,"2.9","58.8","70.3","449","Female","All Races","All Ages","All Grades","(41.56266102, -72.649840952)","BEH","101BEH","168QUP","3GEN","8AGE","6RAC","6EDU","TUS07","07"
"2014-2015","CT","Connecticut","Tobacco Use – Survey Data","Smokeless Tobacco Use (Adults)","Smoking Status","TUS-CPS","Current","%","Percentage","0.6",,,"0.2","0.2","1.1","3405","Overall","All Races","All Ages","All Grades","(41.56266102, -72.649840952)","BEH","150BEH","171SSA","1GEN","8AGE","6RAC","6EDU","TUS33","33"
"2014-2015","CT","Connecticut","Tobacco Use – Survey Data","Cigar Use (Adults)","Smoking Status","TUS-CPS","Former","%","Percentage","15.7",,,"0.9","13.9","17.6","3404","Overall","All Races","All Ages","All Grades","(41.56266102, -72.649840952)","BEH","103BEH","170SSA","1GEN","8AGE","6RAC","6EDU","TUS12","12"
"2014-2015","CT","Connecticut","Tobacco Use – Survey Data","Pipe Use (Adults)","Smoking Status","TUS-CPS","Never","%","Percentage","87.8",,,"1.1","85.6","90","1631","Male","All Races","All Ages","All Grades","(41.56266102, -72.649840952)","BEH","104BEH","172SSA","2GEN","8AGE","6RAC","6EDU","TUS32","32"
"2014-2015","CT","Connecticut","Tobacco Use – Survey Data","Cigarette Use (Adults)","Smoking Status","TUS-CPS","Current","%","Percentage","11.4",,,"1.1","9.2","13.6","1794","Female","All Races","All Ages","All Grades","(41.56266102, -72.649840952)","BEH","100BEH","173SSA","3GEN","8AGE","6RAC","6EDU","TUS27","27"
"2014-2015","CT","Connecticut","Tobacco Use – Survey Data","Smokeless Tobacco Use (Adults)","Smoking Status","TUS-CPS","Former","%","Percentage","7.7",,,"1.1","5.6","9.7","1631","Male","All Races","All Ages","All Grades","(41.56266102, -72.649840952)","BEH","150BEH","171SSA","2GEN","8AGE","6RAC","6EDU","TUS34","34"
"2014-2015","CT","Connecticut","Tobacco Use – Survey Data","Smokeless Tobacco Use (Adults)","Smoking Status","TUS-CPS","Current","%","Percentage","1.3",,,"0.5","0.3","2.3","1631","Male","All Races","All Ages","All Grades","(41.56266102, -72.649840952)","BEH","150BEH","171SSA","2GEN","8AGE","6RAC","6EDU","TUS33","33"
"2014-2015","CT","Connecticut","Tobacco Use – Survey Data","Cigarette Consumption (Adults)","Daily Cigarette Consumption Among Every Day Smokers - Frequency Categories","TUS-CPS",">25 Cigarettes","%","Percentage","4.5",,,"4.5","1","8","200","Overall","All Races","All Ages","All Grades","(41.56266102, -72.649840952)","BEH","102BEH","131DCF","1GEN","8AGE","6RAC","6EDU","TUS19","19"
"2014-2015","CT","Connecticut","Smokefree Rules/Policies – Survey Data","Smokefree Rules in Homes (Adults)","Smokefree Rules in Homes","TUS-CPS",,"%","Percentage","86.7",,,"1","84.8","88.6","1758","Overall","All Races","All Ages","All Grades","(41.56266102, -72.649840952)","ENV","351ENV","152SRL","1GEN","8AGE","6RAC","6EDU","TUS04","04"
"2014-2015","CT","Connecticut","Tobacco Use – Survey Data","Cigarette Consumption (Adults)","Daily Cigarette Consumption Among Every Day Smokers - Frequency Categories","TUS-CPS","15 to 25 Cigarettes","%","Percentage","35.9",,,"35.9","28.4","43.4","200","Overall","All Races","All Ages","All Grades","(41.56266102, -72.649840952)","BEH","102BEH","131DCF","1GEN","8AGE","6RAC","6EDU","TUS18","18"
"2014-2015","CT","Connecticut","Tobacco Use – Survey Data","Pipe Use (Adults)","Smoking Status","TUS-CPS","Current","%","Percentage","0",,,"0","0","0","1776","Female","All Races","All Ages","All Grades","(41.56266102, -72.649840952)","BEH","104BEH","172SSA","3GEN","8AGE","6RAC","6EDU","TUS30","30"
"2014-2015","CT","Connecticut","Tobacco Use – Survey Data","Cessation (Adults)","Percent of Former Smokers Among Ever Smokers","TUS-CPS",,"%","Percentage","65.1",,,"2.1","61","69.2","903","Overall","All Races","All Ages","All Grades","(41.56266102, -72.649840952)","BEH","101BEH","168QUP","1GEN","8AGE","6RAC","6EDU","TUS05","05"
"2014-2015","CT","Connecticut","Smokefree Rules/Policies – Survey Data","Smokefree Policies in Indoor Worksites (Adults)","Smokefree Policies in Indoor Worksites","TUS-CPS",,"%","Percentage","81.3",,,"1.6","78.1","84.5","1076","Overall","All Races","All Ages","All Grades","(41.56266102, -72.649840952)","ENV","350ENV","151SPL","1GEN","8AGE","6RAC","6EDU","TUS01","01"
"2014-2015","CT","Connecticut","Tobacco Use – Survey Data","Smokeless Tobacco Use (Adults)","Smoking Status","TUS-CPS","Never","%","Percentage","95.2",,,"0.6","94","96.4","3405","Overall","All Races","All Ages","All Grades","(41.56266102, -72.649840952)","BEH","150BEH","171SSA","1GEN","8AGE","6RAC","6EDU","TUS35","35"
"2014-2015","CT","Connecticut","Tobacco Use – Survey Data","Pipe Use (Adults)","Smoking Status","TUS-CPS","Never","%","Percentage","99.4",,,"0.2","99","99.8","1776","Female","All Races","All Ages","All Grades","(41.56266102, -72.649840952)","BEH","104BEH","172SSA","3GEN","8AGE","6RAC","6EDU","TUS32","32"
"2014-2015","CT","Connecticut","Tobacco Use – Survey Data","Cigar Use (Adults)","Smoking Status","TUS-CPS","Never","%","Percentage","92.6",,,"1","90.6","94.5","1776","Female","All Races","All Ages","All Grades","(41.56266102, -72.649840952)","BEH","103BEH","170SSA","3GEN","8AGE","6RAC","6EDU","TUS13","13"
"2014-2015","CT","Connecticut","Tobacco Use – Survey Data","Cigarette Use (Adults)","Smoking Status","TUS-CPS","Former","%","Percentage","20.8",,,"1.2","18.4","23.3","1794","Female","All Races","All Ages","All Grades","(41.56266102, -72.649840952)","BEH","100BEH","173SSA","3GEN","8AGE","6RAC","6EDU","TUS28","28"
"2014-2015","CT","Connecticut","Tobacco Use – Survey Data","Cessation (Adults)","Quit Attempt in Past Year Among Every Day Cigarette Smokers","TUS-CPS",,"%","Percentage","41.3",,,"6","29.6","52.9","104","Male","All Races","All Ages","All Grades","(41.56266102, -72.649840952)","BEH","101BEH","168QUA","2GEN","8AGE","6RAC","6EDU","TUS09","09"
"2014-2015","DE","Delaware","Tobacco Use – Survey Data","Pipe Use (Adults)","Smoking Status","TUS-CPS","Never","%","Percentage","91.7",,,"1","89.7","93.6","1447","Male","All Races","All Ages","All Grades","(39.008830667, -75.577741168)","BEH","104BEH","172SSA","2GEN","8AGE","6RAC","6EDU","TUS32","32"
"2014-2015","DE","Delaware","Tobacco Use – Survey Data","Cigarette Consumption (Adults)","Daily Cigarette Consumption Among Every Day Smokers - Frequency Categories","TUS-CPS",">25 Cigarettes","%","Percentage","5.9",,,"5.9","3.4","8.4","243","Overall","All Races","All Ages","All Grades","(39.008830667, -75.577741168)","BEH","102BEH","131DCF","1GEN","8AGE","6RAC","6EDU","TUS19","19"
"2014-2015","DE","Delaware","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking","TUS-CPS",,"%","Percentage",,"*","Data in these cells have been suppressed because of a small sample size",,,,,"Overall","American Indian/Alaska Native","All Ages","All Grades","(39.008830667, -75.577741168)","BEH","100BEH","111CSA","1GEN","8AGE","2RAC","6EDU","TUS22","22"
"2014-2015","DE","Delaware","Tobacco Use – Survey Data","Cessation (Adults)","Quit Attempt in Past Year Among Every Day Cigarette Smokers","TUS-CPS",,"%","Percentage",,"*","Data in these cells have been suppressed because of a small sample size",,,,,"Female","All Races","All Ages","All Grades","(39.008830667, -75.577741168)","BEH","101BEH","168QUA","3GEN","8AGE","6RAC","6EDU","TUS10","10"
"2014-2015","DE","Delaware","Tobacco Use – Survey Data","Smokeless Tobacco Use (Adults)","Smoking Status","TUS-CPS","Never","%","Percentage","96.7",,,"0.5","95.8","97.6","3135","Overall","All Races","All Ages","All Grades","(39.008830667, -75.577741168)","BEH","150BEH","171SSA","1GEN","8AGE","6RAC","6EDU","TUS35","35"
"2014-2015","DE","Delaware","Tobacco Use – Survey Data","Cigarette Use (Adults)","Smoking Status","TUS-CPS","Current","%","Percentage","14.7",,,"1.4","12","17.4","1466","Male","All Races","All Ages","All Grades","(39.008830667, -75.577741168)","BEH","100BEH","173SSA","2GEN","8AGE","6RAC","6EDU","TUS27","27"
"2014-2015","DE","Delaware","Tobacco Use – Survey Data","Smokeless Tobacco Use (Adults)","Smoking Status","TUS-CPS","Current","%","Percentage","0.7",,,"0.3","0.2","1.3","1446","Male","All Races","All Ages","All Grades","(39.008830667, -75.577741168)","BEH","150BEH","171SSA","2GEN","8AGE","6RAC","6EDU","TUS33","33"
"2014-2015","DE","Delaware","Tobacco Use – Survey Data","Cigar Use (Adults)","Smoking Status","TUS-CPS","Current","%","Percentage","1.9",,,"0.3","1.2","2.5","3142","Overall","All Races","All Ages","All Grades","(39.008830667, -75.577741168)","BEH","103BEH","170SSA","1GEN","8AGE","6RAC","6EDU","TUS11","11"
"2014-2015","DE","Delaware","Tobacco Use – Survey Data","Pipe Use (Adults)","Smoking Status","TUS-CPS","Former","%","Percentage","4.1",,,"0.5","3.1","5.1","3139","Overall","All Races","All Ages","All Grades","(39.008830667, -75.577741168)","BEH","104BEH","172SSA","1GEN","8AGE","6RAC","6EDU","TUS31","31"
"2014-2015","DE","Delaware","Tobacco Use – Survey Data","Cigar Use (Adults)","Smoking Status","TUS-CPS","Current","%","Percentage","0.4",,,"0.2","0","0.9","1694","Female","All Races","All Ages","All Grades","(39.008830667, -75.577741168)","BEH","103BEH","170SSA","3GEN","8AGE","6RAC","6EDU","TUS11","11"
"2014-2015","DE","Delaware","Tobacco Use – Survey Data","Cigarette Use (Adults)","Smoking Frequency","TUS-CPS","Every Day","%","Percentage","85.3",,,"2.1","81.2","89.4","426","Overall","All Races","All Ages","All Grades","(39.008830667, -75.577741168)","BEH","100BEH","167SSP","1GEN","8AGE","6RAC","6EDU","TUS25","25"
"2014-2015","DE","Delaware","Tobacco Use – Survey Data","Cigarette Consumption (Adults)","Daily Cigarette Consumption Among Every Day Smokers - Frequency Categories","TUS-CPS","15 to 25 Cigarettes","%","Percentage",,"*","Data in these cells have been suppressed because of a small sample size",,,,,"Male","All Races","All Ages","All Grades","(39.008830667, -75.577741168)","BEH","102BEH","131DCF","2GEN","8AGE","6RAC","6EDU","TUS18","18"
"2014-2015","DE","Delaware","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking","TUS-CPS",,"%","Percentage","21.1",,,"2.1","17","25.1","1029","Overall","All Races","Age 20 and Older","12th Grade","(39.008830667, -75.577741168)","BEH","100BEH","111CSA","1GEN","6AGE","6RAC","4EDU","TUS24","24"
"2014-2015","DE","Delaware","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking","TUS-CPS",,"%","Percentage","15.2",,,"1.7","11.8","18.5","1002","Overall","All Races","25 to 44 Years","All Grades","(39.008830667, -75.577741168)","BEH","100BEH","111CSA","1GEN","2AGE","6RAC","6EDU","TUS23","23"
"2014-2015","DE","Delaware","Tobacco Use – Survey Data","Cigarette Consumption (Adults)","Daily Cigarette Consumption Among Every Day Smokers - Frequency Categories","TUS-CPS","15 to 25 Cigarettes","%","Percentage","48.2",,,"48.2","41.5","55","243","Overall","All Races","All Ages","All Grades","(39.008830667, -75.577741168)","BEH","102BEH","131DCF","1GEN","8AGE","6RAC","6EDU","TUS18","18"
