"year","locationabbr","locationdesc","topictype","topicdesc","measuredesc","datasource","response","data_value_unit","data_value_type","data_value","data_value_footnote_symbol","data_value_footnote","data_value_std_err","low_confidence_limit","high_confidence_limit","sample_size","gender","race","age","education","geolocation","topictypeid","topicid","measureid","stratificationid1","stratificationid2","stratificationid3","stratificationid4"
"2010","AL","Alabama","Tobacco Use – Survey Data","Cessation (Adults)","Percent of Former Smokers Among Ever Smokers","BRFSS",,"%","Percentage","50.5",,,"1.5","47.5","53.5","2014","Female","All Races","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","101BEH","169QUP","3GEN","8AGE","6RAC","6EDU"
"2002","AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Adults)","Smoking Status","BRFSS","Former","%","Percentage","17",,,"0.9","15.2","18.8","2052","Female","All Races","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","100BEH","165SSA","3GEN","8AGE","6RAC","6EDU"
"1998","AL","Alabama","Tobacco Use – Survey Data","Cessation (Adults)","Percent of Former Smokers Among Ever Smokers","BRFSS",,"%","Percentage","40",,,"2.3","35.4","44.6","556","Female","All Races","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","101BEH","169QUP","3GEN","8AGE","6RAC","6EDU"
"2010","AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking","BRFSS",,"%","Percentage","18.7",,,"0.8","17.2","20.2","5234","Female","All Races","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","100BEH","110CSA","3GEN","8AGE","6RAC","6EDU"
"2001","AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Adults)","Smoking Frequency","BRFSS","Some Days","%","Percentage","25.1",,,"2.4","20.3","29.9","404","Female","All Races","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","100BEH","166SSP","3GEN","8AGE","6RAC","6EDU"
"2004","AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking – (2 yrs – Race/Ethnicity)","BRFSS",,"%","Percentage","21.6",,,"4.1","13.6","29.6","143","Overall","Hispanic","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","100BEH","112CS2","1GEN","8AGE","4RAC","6EDU"
"1998","AL","Alabama","Tobacco Use – Survey Data","Cigarette Consumption (Adults)","Daily Cigarette Consumption Among Every Day Smokers - Frequency Categories","BRFSS","> 25 Cigarettes","%","Percentage","20",,,"2.3","15.5","24.5","435","Overall","All Races","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","100BEH","130DCA","1GEN","8AGE","6RAC","6EDU"
"2000","AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking","BRFSS",,"%","Percentage","22",,,"1.3","19.5","24.5","1398","Female","All Races","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","100BEH","110CSA","3GEN","8AGE","6RAC","6EDU"
"2003","AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Adults)","Smoking Frequency","BRFSS","Every Day","%","Percentage","76.6",,,"2.9","70.9","82.3","320","Male","All Races","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","100BEH","166SSP","2GEN","8AGE","6RAC","6EDU"
"2008","AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Adults)","Smoking Frequency","BRFSS","Some Days","%","Percentage","21.9",,,"2","18","25.8","1224","Overall","All Races","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","100BEH","166SSP","1GEN","8AGE","6RAC","6EDU"
"1999","AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking","BRFSS",,"%","Percentage",,"*","Data in these cells have been suppressed because of a small sample size",,,,,"Overall","American Indian/Alaska Native","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","100BEH","110CSA","1GEN","8AGE","2RAC","6EDU"
"2005","AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking","BRFSS",,"%","Percentage","19.9",,,"1.4","17.2","22.6","1620","Overall","All Races","Age 20 and Older","> 12th Grade","(32.840571122, -86.631860762)","BEH","100BEH","110CSA","1GEN","6AGE","6RAC","5EDU"
"1999","AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking","BRFSS",,"%","Percentage","28.5",,,"1.8","24.9","32.1","753","Overall","All Races","25 to 44 Years","All Grades","(32.840571122, -86.631860762)","BEH","100BEH","110CSA","1GEN","2AGE","6RAC","6EDU"
"2003","AL","Alabama","Tobacco Use – Survey Data","Cessation (Adults)","Quit Attempt in Past Year Among Every Day Cigarette Smokers","BRFSS",,"%","Percentage","48",,,"2.9","42.3","53.7","384","Female","All Races","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","100BEH","167QUA","3GEN","8AGE","6RAC","6EDU"
"1997","AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking – (2 yrs – Race/Ethnicity)","BRFSS",,"%","Percentage","25.1",,,"0.9","23.4","26.8","3225","Overall","White","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","100BEH","112CS2","1GEN","8AGE","5RAC","6EDU"
"1998","AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking","BRFSS",,"%","Percentage","24.6",,,"1.1","22.5","26.7","2244","Overall","All Races","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","100BEH","110CSA","1GEN","8AGE","6RAC","6EDU"
"1998","AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Adults)","Smoking Frequency","BRFSS","Every Day","%","Percentage","78.8",,,"3.1","72.8","84.8","328","Female","All Races","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","100BEH","166SSP","3GEN","8AGE","6RAC","6EDU"
"2002","AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking","BRFSS",,"%","Percentage","17.9",,,"1.2","15.5","20.3","1403","Overall","All Races","Age 25 and Older","> 12th Grade","(32.840571122, -86.631860762)","BEH","100BEH","110CSA","1GEN","7AGE","6RAC","5EDU"
"1997","AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking","BRFSS",,"%","Percentage","30.9",,,"1.8","27.4","34.4","826","Overall","All Races","25 to 44 Years","All Grades","(32.840571122, -86.631860762)","BEH","100BEH","110CSA","1GEN","2AGE","6RAC","6EDU"
"1999","AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Adults)","Smoking Status","BRFSS","Never","%","Percentage","61.6",,,"1.5","58.6","64.6","1236","Female","All Races","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","100BEH","165SSA","3GEN","8AGE","6RAC","6EDU"
"1999","AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Adults)","Smoking Frequency","BRFSS","Some Days","%","Percentage","24.1",,,"3","18.2","30","228","Male","All Races","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","100BEH","166SSP","2GEN","8AGE","6RAC","6EDU"
"2010","AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Adults)","Smoking Frequency","BRFSS","Some Days","%","Percentage","28.7",,,"1.9","25","32.4","1422","Overall","All Races","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","100BEH","166SSP","1GEN","8AGE","6RAC","6EDU"
"2000","AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Adults)","Smoking Status","BRFSS","Former","%","Percentage","17.6",,,"1.2","15.3","19.9","1398","Female","All Races","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","100BEH","165SSA","3GEN","8AGE","6RAC","6EDU"
"2000","AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking","BRFSS",,"%","Percentage","24",,,"1.7","20.6","27.4","750","Overall","All Races","45 to 64 Years","All Grades","(32.840571122, -86.631860762)","BEH","100BEH","110CSA","1GEN","3AGE","6RAC","6EDU"
"2005","AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Adults)","Smoking Frequency","BRFSS","Some Days","%","Percentage","28",,,"4.1","19.9","36.1","287","Male","All Races","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","100BEH","166SSP","2GEN","8AGE","6RAC","6EDU"
"2000","AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking","BRFSS",,"%","Percentage","27.1",,,"2","23.1","31.1","645","Female","All Races","18 to 44 Years","All Grades","(32.840571122, -86.631860762)","BEH","100BEH","110CSA","1GEN","5AGE","6RAC","6EDU"
"2004","AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking – (2 yrs – Race/Ethnicity)","BRFSS",,"%","Percentage","23.4",,,"1.4","20.7","26.1","1602","Overall","African American","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","100BEH","112CS2","1GEN","8AGE","1RAC","6EDU"
"2003","AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Adults)","Smoking Frequency","BRFSS","Every Day","%","Percentage","78.8",,,"2.1","74.7","82.9","487","Female","All Races","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","100BEH","166SSP","3GEN","8AGE","6RAC","6EDU"
"1997","AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Adults)","Smoking Status","BRFSS","Current","%","Percentage","21.2",,,"1.2","18.8","23.6","1359","Female","All Races","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","100BEH","165SSA","3GEN","8AGE","6RAC","6EDU"
"2009","AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Adults)","Smoking Frequency","BRFSS","Some Days","%","Percentage","28.6",,,"3","22.7","34.5","486","Male","All Races","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","100BEH","166SSP","2GEN","8AGE","6RAC","6EDU"
"2009","AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Adults)","Smoking Frequency","BRFSS","Some Days","%","Percentage","24.8",,,"2.2","20.5","29.1","796","Female","All Races","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","100BEH","166SSP","3GEN","8AGE","6RAC","6EDU"
"2007","AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking","BRFSS",,"%","Percentage","28.9",,,"7.2","14.7","43.1","70","Overall","American Indian/Alaska Native","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","100BEH","110CSA","1GEN","8AGE","2RAC","6EDU"
"1999","AL","Alabama","Tobacco Use – Survey Data","Cigarette Consumption (Adults)","Daily Cigarette Consumption Among Every Day Smokers - Frequency Categories","BRFSS","< 15 Cigarettes","%","Percentage","23.9",,,"4","16","31.8","165","Male","All Races","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","100BEH","130DCA","2GEN","8AGE","6RAC","6EDU"
"1999","AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking – (2 yrs – Race/Ethnicity)","BRFSS",,"%","Percentage","18.5",,,"1.5","15.5","21.5","964","Overall","African American","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","100BEH","112CS2","1GEN","8AGE","1RAC","6EDU"
"2001","AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking","BRFSS",,"%","Percentage","18.7",,,"1.3","16.2","21.2","1215","Overall","All Races","Age 25 and Older","> 12th Grade","(32.840571122, -86.631860762)","BEH","100BEH","110CSA","1GEN","7AGE","6RAC","5EDU"
"1996","AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Adults)","Smoking Frequency","BRFSS","Some Days","%","Percentage","21.5",,,"2.1","17.3","25.7","501","Overall","All Races","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","100BEH","166SSP","1GEN","8AGE","6RAC","6EDU"
"2005","AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Adults)","Smoking Frequency","BRFSS","Every Day","%","Percentage","72",,,"4.1","63.9","80.1","287","Male","All Races","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","100BEH","166SSP","2GEN","8AGE","6RAC","6EDU"
"2008","AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking – (2 yrs – Race/Ethnicity)","BRFSS",,"%","Percentage","22.9",,,"0.7","21.5","24.3","9311","Overall","White","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","100BEH","112CS2","1GEN","8AGE","5RAC","6EDU"
"1996","AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Adults)","Smoking Frequency","BRFSS","Every Day","%","Percentage","78.5",,,"2.1","74.3","82.7","501","Overall","All Races","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","100BEH","166SSP","1GEN","8AGE","6RAC","6EDU"
"1998","AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking – (2 yrs – Race/Ethnicity)","BRFSS",,"%","Percentage","26.7",,,"0.9","24.9","28.5","3223","Overall","White","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","100BEH","112CS2","1GEN","8AGE","5RAC","6EDU"
"2010","AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Adults)","Smoking Status","BRFSS","Never","%","Percentage","45.3",,,"1.5","42.4","48.2","2390","Male","All Races","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","100BEH","165SSA","2GEN","8AGE","6RAC","6EDU"
"2010","AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking","BRFSS",,"%","Percentage","16.7",,,"0.9","14.9","18.5","3718","Overall","All Races","Age 25 and Older","> 12th Grade","(32.840571122, -86.631860762)","BEH","100BEH","110CSA","1GEN","7AGE","6RAC","5EDU"
"2003","AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Adults)","Smoking Status","BRFSS","Former","%","Percentage","16",,,"0.9","14.3","17.7","2151","Female","All Races","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","100BEH","165SSA","3GEN","8AGE","6RAC","6EDU"
"2000","AL","Alabama","Tobacco Use – Survey Data","Cessation (Adults)","Percent of Former Smokers Among Ever Smokers","BRFSS",,"%","Percentage","48.6",,,"1.8","45","52.2","1052","Overall","All Races","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","101BEH","169QUP","1GEN","8AGE","6RAC","6EDU"
"1997","AL","Alabama","Tobacco Use – Survey Data","Cigarette Consumption (Adults)","Daily Cigarette Consumption Among Every Day Smokers - Average","BRFSS",,,"Mean","22.2",,,"0.9","20.4","24","201","Male","All Races","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","100BEH","130DCA","2GEN","8AGE","6RAC","6EDU"
"2008","AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking","BRFSS",,"%","Percentage",,"*","Data in these cells have been suppressed because of a small sample size",,,,,"Overall","Asian/Pacific Islander","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","100BEH","110CSA","1GEN","8AGE","3RAC","6EDU"
"2004","AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Adults)","Smoking Status","BRFSS","Former","%","Percentage","20.9",,,"0.8","19.4","22.4","3587","Overall","All Races","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","100BEH","165SSA","1GEN","8AGE","6RAC","6EDU"
"2000","AL","Alabama","Tobacco Use – Survey Data","Cigarette Consumption (Adults)","Daily Cigarette Consumption Among Every Day Smokers - Frequency Categories","BRFSS","15 to 25 Cigarettes","%","Percentage","50.2",,,"3.1","44.2","56.2","413","Overall","All Races","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","100BEH","130DCA","1GEN","8AGE","6RAC","6EDU"
"2006","AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Adults)","Smoking Status","BRFSS","Former","%","Percentage","18.5",,,"1","16.6","20.4","2152","Female","All Races","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","100BEH","165SSA","3GEN","8AGE","6RAC","6EDU"
"2002","AL","Alabama","Tobacco Use – Survey Data","Cessation (Adults)","Percent of Former Smokers Among Ever Smokers","BRFSS",,"%","Percentage","44.1",,,"1.9","40.3","47.9","807","Female","All Races","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","101BEH","169QUP","3GEN","8AGE","6RAC","6EDU"
"2005","AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking","BRFSS",,"%","Percentage","29.6",,,"1.9","25.9","33.3","1062","Male","All Races","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","100BEH","110CSA","2GEN","8AGE","6RAC","6EDU"
"2009","AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Adults)","Smoking Status","BRFSS","Never","%","Percentage","54.6",,,"1","52.7","56.5","6756","Overall","All Races","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","100BEH","165SSA","1GEN","8AGE","6RAC","6EDU"
"1998","AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking – (2 yrs – Race/Ethnicity)","BRFSS",,"%","Percentage",,"*","Data in these cells have been suppressed because of a small sample size",,,,,"Overall","Asian/Pacific Islander","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","100BEH","112CS2","1GEN","8AGE","3RAC","6EDU"
"2006","AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Adults)","Smoking Status","BRFSS","Never","%","Percentage","61",,,"1.3","58.5","63.5","2152","Female","All Races","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","100BEH","165SSA","3GEN","8AGE","6RAC","6EDU"
"2010","AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking","BRFSS",,"%","Percentage","36.7",,,"2.4","32","41.4","1143","Overall","All Races","Age 25 and Older","< 12th Grade","(32.840571122, -86.631860762)","BEH","100BEH","110CSA","1GEN","7AGE","6RAC","3EDU"
"2005","AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Adults)","Smoking Status","BRFSS","Never","%","Percentage","62.6",,,"1.2","60.2","65","2130","Female","All Races","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","100BEH","165SSA","3GEN","8AGE","6RAC","6EDU"
"2008","AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking – (2 yrs – Race/Ethnicity)","BRFSS",,"%","Percentage","15.8",,,"3.6","8.8","22.8","180","Overall","Hispanic","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","100BEH","112CS2","1GEN","8AGE","4RAC","6EDU"
"1999","AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking","BRFSS",,"%","Percentage","16.8",,,"2","12.8","20.8","456","Overall","African American","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","100BEH","110CSA","1GEN","8AGE","1RAC","6EDU"
"2010","AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking – (2 yrs – Race/Ethnicity)","BRFSS",,"%","Percentage","22",,,"0.7","20.7","23.3","9987","Overall","White","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","100BEH","112CS2","1GEN","8AGE","5RAC","6EDU"
"2006","AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking","BRFSS",,"%","Percentage","26.1",,,"1.9","22.4","29.8","1126","Male","All Races","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","100BEH","110CSA","2GEN","8AGE","6RAC","6EDU"
"1999","AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking","BRFSS",,"%","Percentage","25.4",,,"1.2","23","27.8","1546","Overall","White","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","100BEH","110CSA","1GEN","8AGE","5RAC","6EDU"
"2003","AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking – (2 yrs – Race/Ethnicity)","BRFSS",,"%","Percentage","24.7",,,"0.8","23.2","26.2","4621","Overall","White","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","100BEH","112CS2","1GEN","8AGE","5RAC","6EDU"
"2006","AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking","BRFSS",,"%","Percentage","23.2",,,"1.1","21.1","25.3","3278","Overall","All Races","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","100BEH","110CSA","1GEN","8AGE","6RAC","6EDU"
"1996","AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking","BRFSS",,"%","Percentage","18.2",,,"1.5","15.3","21.1","922","Overall","All Races","Age 25 and Older","> 12th Grade","(32.840571122, -86.631860762)","BEH","100BEH","110CSA","1GEN","7AGE","6RAC","5EDU"
"1998","AL","Alabama","Tobacco Use – Survey Data","Cigarette Consumption (Adults)","Daily Cigarette Consumption Among Every Day Smokers - Average","BRFSS",,,"Mean","17.8",,,"0.7","16.5","19.1","258","Female","All Races","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","100BEH","130DCA","3GEN","8AGE","6RAC","6EDU"
"1996","AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking","BRFSS",,"%","Percentage","21.8",,,"3.3","15.3","28.3","202","Overall","All Races","18 to 24 Years","All Grades","(32.840571122, -86.631860762)","BEH","100BEH","110CSA","1GEN","1AGE","6RAC","6EDU"
"1996","AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Adults)","Smoking Status","BRFSS","Never","%","Percentage","64.7",,,"1.4","61.9","67.5","1356","Female","All Races","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","100BEH","165SSA","3GEN","8AGE","6RAC","6EDU"
"2000","AL","Alabama","Tobacco Use – Survey Data","Cigarette Consumption (Adults)","Daily Cigarette Consumption Among Every Day Smokers - Frequency Categories","BRFSS","15 to 25 Cigarettes","%","Percentage","52.2",,,"4.7","42.9","61.5","178","Male","All Races","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","100BEH","130DCA","2GEN","8AGE","6RAC","6EDU"
"2008","AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking","BRFSS",,"%","Percentage","23",,,"1","21","25","4432","Overall","White","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","100BEH","110CSA","1GEN","8AGE","5RAC","6EDU"
"1997","AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking","BRFSS",,"%","Percentage","20",,,"3.2","13.8","26.2","213","Overall","All Races","18 to 24 Years","All Grades","(32.840571122, -86.631860762)","BEH","100BEH","110CSA","1GEN","1AGE","6RAC","6EDU"
"1996","AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking – (2 yrs – Race/Ethnicity)","BRFSS",,"%","Percentage","24.4",,,"0.9","22.6","26.2","2894","Overall","White","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","100BEH","112CS2","1GEN","8AGE","5RAC","6EDU"
"2007","AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking","BRFSS",,"%","Percentage","34.3",,,"2.1","30.1","38.5","1180","Overall","All Races","Age 20 and Older","< 12th Grade","(32.840571122, -86.631860762)","BEH","100BEH","110CSA","1GEN","6AGE","6RAC","3EDU"
"2003","AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking","BRFSS",,"%","Percentage","21.4",,,"6.3","9","33.8","56","Overall","Hispanic","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","100BEH","110CSA","1GEN","8AGE","4RAC","6EDU"
"2008","AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking","BRFSS",,"%","Percentage","29.1",,,"4.8","19.7","38.5","204","Overall","All Races","18 to 24 Years","All Grades","(32.840571122, -86.631860762)","BEH","100BEH","110CSA","1GEN","1AGE","6RAC","6EDU"
"2010","AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking","BRFSS",,"%","Percentage",,"*","Data in these cells have been suppressed because of a small sample size",,,,,"Overall","Asian/Pacific Islander","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","100BEH","110CSA","1GEN","8AGE","3RAC","6EDU"
"1996","AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking","BRFSS",,"%","Percentage","22.9",,,"1.2","20.6","25.2","1599","Overall","White","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","100BEH","110CSA","1GEN","8AGE","5RAC","6EDU"
"1996","AL","Alabama","Tobacco Use – Survey Data","Cigarette Consumption (Adults)","Daily Cigarette Consumption Among Every Day Smokers - Average","BRFSS",,,"Mean","17.5",,,"0.6","16.3","18.7","237","Female","All Races","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","100BEH","130DCA","3GEN","8AGE","6RAC","6EDU"
"2005","AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Adults)","Smoking Frequency","BRFSS","Every Day","%","Percentage","81.1",,,"2.2","76.7","85.5","424","Female","All Races","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","100BEH","166SSP","3GEN","8AGE","6RAC","6EDU"
"2008","AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Adults)","Smoking Status","BRFSS","Current","%","Percentage","22.1",,,"0.9","20.3","23.9","6471","Overall","All Races","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","100BEH","165SSA","1GEN","8AGE","6RAC","6EDU"
"1996","AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Adults)","Smoking Frequency","BRFSS","Some Days","%","Percentage","17.8",,,"2.4","13","22.6","293","Female","All Races","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","100BEH","166SSP","3GEN","8AGE","6RAC","6EDU"
"2008","AL","Alabama","Tobacco Use – Survey Data","Cessation (Adults)","Percent of Former Smokers Among Ever Smokers","BRFSS",,"%","Percentage","49.7",,,"1.5","46.8","52.6","2909","Overall","All Races","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","101BEH","169QUP","1GEN","8AGE","6RAC","6EDU"
"2006","AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking – (2 yrs – Race/Ethnicity)","BRFSS",,"%","Percentage","29.2",,,"10.8","8.1","50.3","50","Overall","American Indian/Alaska Native","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","100BEH","112CS2","1GEN","8AGE","2RAC","6EDU"
"2005","AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Adults)","Smoking Status","BRFSS","Former","%","Percentage","20.9",,,"0.8","19.3","22.5","3192","Overall","All Races","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","100BEH","165SSA","1GEN","8AGE","6RAC","6EDU"
"1999","AL","Alabama","Tobacco Use – Survey Data","Cigarette Consumption (Adults)","Daily Cigarette Consumption Among Every Day Smokers - Average","BRFSS",,,"Mean","19.7",,,"0.7","18.4","21","367","Overall","All Races","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","100BEH","130DCA","1GEN","8AGE","6RAC","6EDU"
"1997","AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking","BRFSS",,"%","Percentage","19.9",,,"1.5","17","22.8","978","Overall","All Races","Age 20 and Older","> 12th Grade","(32.840571122, -86.631860762)","BEH","100BEH","110CSA","1GEN","6AGE","6RAC","5EDU"
"1997","AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Adults)","Smoking Frequency","BRFSS","Every Day","%","Percentage","82.1",,,"2.6","77.1","87.1","294","Female","All Races","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","100BEH","166SSP","3GEN","8AGE","6RAC","6EDU"
"2007","AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Adults)","Smoking Frequency","BRFSS","Every Day","%","Percentage","73.1",,,"3.4","66.5","79.7","552","Male","All Races","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","100BEH","166SSP","2GEN","8AGE","6RAC","6EDU"
