"fiscal_year","department","project_id","project_name","fund","city_location","latitude","longitude","map_location","approved_amount"
"2018","Finance","PB18505","Finance: Participatory Budgeting - Hydration Stations in Four Locations","Equipment Fund","Citywide","42.367102","-71.105699","(42.367102,-71.105699)","37000.00"
"2018","Finance","PB18507","Finance: Participatory Budgeting - Cambridge Street Art Trail","General Government Funds","Cambridge St.","42.37332","-71.0977","(42.37332, -71.0977)","25000.00"
"2018","Finance","FN18660","Finance: E-Gov Projects","Equipment Fund","Citywide","42.367102","-71.105699","(42.367102,-71.105699)","2300000.00"
"2018","Electrical","EL18508","Electrical: Streetlight Pole Replacement","Capital Projects Fund","Citywide","42.383036","-71.144134","(42.383036,-71.144134)","35000.00"
"2018","Emergency Communications","EC18511","ECD: Public Safety Information Technology Office Improvements","Capital Projects Funds","126 6th St.","42.36733","-71.08579","(42.36733, -71.08579)","15000.00"
"2018","Emergency Communications","EC18510","ECD: Dispatch Console Replacement Project","Capital Projects Funds","126 6th St.","42.36733","-71.08579","(42.36733, -71.08579)","110000.00"
"2018","Community Development","CD18592","CDD: Transportation - Traffic Calming","Public Ways Fund","Citywide","42.37012","-71.103359","(42.37012,-71.103359)","300000.00"
"2018","Community Development","CD18964","CDD: Transportation - Safe Routes to School Bike Fleet","Non Capital Public Invest Appr","Citywide","42.37012","-71.103359","(42.37012,-71.103359)","21500.00"
"2018","Community Development","CD18962","CDD: Transportation - Grand Junction Path","Public Ways Fund","Citywide","42.37012","-71.103359","(42.37012,-71.103359)","1800000.00"
"2018","Community Development","CD18953","CDD: Transportation - Bus Stop Improvements","Non Capital Public Invest Appr","Citywide","42.37012","-71.103359","(42.37012,-71.103359)","34000.00"
"2018","Community Development","CD18954","CDD: Transportation - Bicycle Spot Improvements","Non Capital Public Invest Appr","Citywide","42.37012","-71.103359","(42.37012,-71.103359)","33000.00"
"2018","Community Development","CD18955","CDD: Transportation - Bicycle Parking Special Projects","Non Capital Public Invest Appr","Citywide","42.37012","-71.103359","(42.37012,-71.103359)","33000.00"
"2018","Community Development","CD18848","CDD: Transportation - Bicycle Parking Program","Non Capital Public Invest Appr","Citywide","42.37012","-71.103359","(42.37012,-71.103359)","50000.00"
"2018","Community Development","CD18801","CDD: Housing - Tenant Organizing Services","Non Capital Public Invest Appr","Citywide","42.37012","-71.103359","(42.37012,-71.103359)","75000.00"
"2018","Community Development","CD18614","CDD: Housing - Housing Rehabilitation Assistance Program","Non Capital Public Invest Appr","Citywide","42.37012","-71.103359","(42.37012,-71.103359)","337250.00"
"2018","Community Development","CD18835","CDD: Housing - Housing Mediation Program","Non Capital Public Invest Appr","Citywide","42.37012","-71.103359","(42.37012,-71.103359)","73710.00"
"2018","Community Development","CD18735","CDD: Housing - Home Improvement Program","Non Capital Public Invest Appr","Citywide","42.37012","-71.103359","(42.37012,-71.103359)","474895.00"
"2018","Community Development","CD18963","CDD: Housing - Affordable Housing Project Development","Non Capital Public Invest Appr","Citywide","42.37012","-71.103359","(42.37012,-71.103359)","91590.00"
"2018","Community Development","CD18674","CDD: Housing - Affordable Housing Preservation & Development","Non Capital Public Invest Appr","Citywide","42.37012","-71.103359","(42.37012,-71.103359)","2800000.00"
"2018","Community Development","CD18687","CDD: Economic Development - Storefront Improvements Program","Non Capital Public Invest Appr","Citywide","42.37012","-71.103359","(42.37012,-71.103359)","175000.00"
"2018","Community Development","CD18699","CDD: Economic Development - Small Business Enhancement & Interior Access Programs","Non Capital Public Invest Appr","Citywide","42.37012","-71.103359","(42.37012,-71.103359)","91500.00"
"2018","Community Development","CD18729","CDD: Economic Development - Microenterprise Workshops","Non Capital Public Invest Appr","Citywide","42.37012","-71.103359","(42.37012,-71.103359)","32000.00"
"2018","Community Development","CD18712","CDD: Economic Development - Biomedical Career Training Program","Non Capital Public Invest Appr","Citywide","42.37012","-71.103359","(42.37012,-71.103359)","99000.00"
"2018","Cable Television","CT18503","Cable TV: Media Arts Studio Hi-Definition Upgrade","Equipment Fund","454 Broadway","42.37329","-71.11194","(42.37329, -71.11194)","141330.00"
