"ward_precinct","race","candidate","count"
"Ward 4, Precinct 3","Sen in General Court (Middlesex & Suffolk)","Blank",
"Ward 4, Precinct 3","Sen in General Court (1st Suff & Middlesex)","JOSEPH A BONCORE ","584"
"Ward 4, Precinct 3","Sen in General Court (1st Suff & Middlesex)","Write-in","9"
"Ward 4, Precinct 3","Sen in General Court (1st Suff & Middlesex)","Blank","142"
"Ward 4, Precinct 3","Sen in General Court (2nd Middlesex)","PATRICIA D JEHLEN",
"Ward 4, Precinct 3","Sen in General Court (2nd Middlesex)","WI - Leland Cheung",
"Ward 4, Precinct 3","Sen in General Court (2nd Middlesex)","All Others",
"Ward 4, Precinct 3","Sen in General Court (2nd Middlesex)","Blank",
"Ward 4, Precinct 3","Rep in General Court (26th Middlesex)","MIKE CONNOLLY ",
"Ward 4, Precinct 3","Rep in General Court (26th Middlesex)","WI - Timothy J. Toomey, Jr",
"Ward 4, Precinct 3","Rep in General Court (26th Middlesex)","All Others",
"Ward 4, Precinct 3","Rep in General Court (26th Middlesex)","Blank",
"Ward 4, Precinct 3","Rep in General Court (8th Suffolk)","JAY D LIVINGSTONE",
"Ward 4, Precinct 3","Rep in General Court (8th Suffolk)","Write-in",
"Ward 4, Precinct 3","Rep in General Court (8th Suffolk)","Blank",
"Ward 4, Precinct 3","Rep in General Court (25th Middlesex)","MARJORIE C DECKER","611"
"Ward 4, Precinct 3","Rep in General Court (25th Middlesex)","Write-in","4"
"Ward 4, Precinct 3","Rep in General Court (25th Middlesex)","Blank","120"
"Ward 4, Precinct 3","Rep in General Court (29th Middlesex)","JONATHAN HECHT",
"Ward 4, Precinct 3","Rep in General Court (29th Middlesex)","Write-in",
"Ward 4, Precinct 3","Rep in General Court (29th Middlesex)","Blank",
"Ward 4, Precinct 3","Rep in General Court (24th Middlesex)","DAVID M ROGERS",
"Ward 4, Precinct 3","Rep in General Court (24th Middlesex)","Write-in 50",
"Ward 4, Precinct 3","Rep in General Court (24th Middlesex)","Blank",
"Ward 4, Precinct 3","Sheriff (Middlesex District)","PETER J KOUTOUJIAN ","585"
"Ward 4, Precinct 3","Sheriff (Middlesex District)","Blank","140"
"Ward 4, Precinct 3","Question 1 (Slot Machines)","YES","156"
"Ward 4, Precinct 3","Question 1 (Slot Machines)","NO","502"
"Ward 4, Precinct 3","Question 1 (Slot Machines)","Blank","77"
"Ward 4, Precinct 3","Question 2 (Charter Schools)","YES","305"
"Ward 4, Precinct 3","Question 2 (Charter Schools)","NO","370"
"Ward 4, Precinct 3","Question 2 (Charter Schools)","Blank","60"
"Ward 4, Precinct 3","Question 3 (Farm Animals)","YES","600"
"Ward 4, Precinct 3","Question 3 (Farm Animals)","NO","96"
"Ward 4, Precinct 3","Question 3 (Farm Animals)","Blank","39"
"Ward 4, Precinct 3","Question 4 (Marijuana)","YES","532"
"Ward 4, Precinct 3","Question 4 (Marijuana)","NO","165"
"Ward 4, Precinct 3","Question 4 (Marijuana)","Blank","38"
"Ward 5, Precinct 1","President & Vice President","CLINTON & KAINE","1505"
"Ward 5, Precinct 1","President & Vice President","JOHNSON & WELD","42"
"Ward 5, Precinct 1","President & Vice President","STEIN & BARAKA","53"
"Ward 5, Precinct 1","President & Vice President","TRUMP & PENCE","72"
"Ward 5, Precinct 1","President & Vice President","WI - Kotlikoff & Leamer","0"
"Ward 5, Precinct 1","President & Vice President","WI - McMullin & Johnson","3"
"Ward 5, Precinct 1","President & Vice President","All Others","20"
"Ward 5, Precinct 1","President & Vice President","Blank","9"
"Ward 5, Precinct 1","Rep in Congress (5th District)","KATHERINE M CLARK",
"Ward 5, Precinct 1","Rep in Congress (5th District)","Write-in",
"Ward 5, Precinct 1","Rep in Congress (5th District)","Blank",
"Ward 5, Precinct 1","Rep in Congress (7th District)","MICHAEL E CAPUANO","1459"
"Ward 5, Precinct 1","Rep in Congress (7th District)","WI - Timothy J. Toomey, Jr","0"
"Ward 5, Precinct 1","Rep in Congress (7th District)","All Others","13"
"Ward 5, Precinct 1","Rep in Congress (7th District)","Blank","232"
"Ward 5, Precinct 1","Councillor (6th District)","TERRENCE W KENNEDY","1372"
"Ward 5, Precinct 1","Councillor (6th District)","Write-in","11"
"Ward 5, Precinct 1","Councillor (6th District)","Blank","321"
"Ward 5, Precinct 1","Sen in General Court (Middlesex & Suffolk)","SAL N DiDOMENICO",
"Ward 5, Precinct 1","Sen in General Court (Middlesex & Suffolk)","Write-in",
"Ward 5, Precinct 1","Sen in General Court (Middlesex & Suffolk)","Blank",
"Ward 5, Precinct 1","Sen in General Court (1st Suff & Middlesex)","JOSEPH A BONCORE ","1318"
"Ward 5, Precinct 1","Sen in General Court (1st Suff & Middlesex)","Write-in","12"
"Ward 5, Precinct 1","Sen in General Court (1st Suff & Middlesex)","Blank","374"
"Ward 5, Precinct 1","Sen in General Court (2nd Middlesex)","PATRICIA D JEHLEN",
"Ward 5, Precinct 1","Sen in General Court (2nd Middlesex)","WI - Leland Cheung",
"Ward 5, Precinct 1","Sen in General Court (2nd Middlesex)","All Others",
"Ward 5, Precinct 1","Sen in General Court (2nd Middlesex)","Blank",
"Ward 5, Precinct 1","Rep in General Court (26th Middlesex)","MIKE CONNOLLY ",
"Ward 5, Precinct 1","Rep in General Court (26th Middlesex)","WI - Timothy J. Toomey, Jr",
"Ward 5, Precinct 1","Rep in General Court (26th Middlesex)","All Others",
"Ward 5, Precinct 1","Rep in General Court (26th Middlesex)","Blank",
"Ward 5, Precinct 1","Rep in General Court (8th Suffolk)","JAY D LIVINGSTONE","1364"
"Ward 5, Precinct 1","Rep in General Court (8th Suffolk)","Write-in","11"
"Ward 5, Precinct 1","Rep in General Court (8th Suffolk)","Blank","329"
"Ward 5, Precinct 1","Rep in General Court (25th Middlesex)","MARJORIE C DECKER",
"Ward 5, Precinct 1","Rep in General Court (25th Middlesex)","Write-in",
"Ward 5, Precinct 1","Rep in General Court (25th Middlesex)","Blank",
"Ward 5, Precinct 1","Rep in General Court (29th Middlesex)","JONATHAN HECHT",
"Ward 5, Precinct 1","Rep in General Court (29th Middlesex)","Write-in",
"Ward 5, Precinct 1","Rep in General Court (29th Middlesex)","Blank",
"Ward 5, Precinct 1","Rep in General Court (24th Middlesex)","DAVID M ROGERS",
"Ward 5, Precinct 1","Rep in General Court (24th Middlesex)","Write-in 50",
"Ward 5, Precinct 1","Rep in General Court (24th Middlesex)","Blank",
"Ward 5, Precinct 1","Sheriff (Middlesex District)","PETER J KOUTOUJIAN ","1310"
"Ward 5, Precinct 1","Sheriff (Middlesex District)","Write-in","14"
"Ward 5, Precinct 1","Sheriff (Middlesex District)","Blank","380"
"Ward 5, Precinct 1","Question 1 (Slot Machines)","YES","374"
"Ward 5, Precinct 1","Question 1 (Slot Machines)","NO","1192"
"Ward 5, Precinct 1","Question 1 (Slot Machines)","Blank","138"
"Ward 5, Precinct 1","Question 2 (Charter Schools)","YES","577"
"Ward 5, Precinct 1","Question 2 (Charter Schools)","NO","1023"
"Ward 5, Precinct 1","Question 2 (Charter Schools)","Blank","104"
"Ward 5, Precinct 1","Question 3 (Farm Animals)","YES","1374"
"Ward 5, Precinct 1","Question 3 (Farm Animals)","NO","236"
"Ward 5, Precinct 1","Question 3 (Farm Animals)","Blank","94"
"Ward 5, Precinct 1","Question 4 (Marijuana)","YES","1217"
"Ward 5, Precinct 1","Question 4 (Marijuana)","NO","407"
"Ward 5, Precinct 1","Question 4 (Marijuana)","Blank","80"
"Ward 5, Precinct 2","President & Vice President","CLINTON & KAINE","1678"
"Ward 5, Precinct 2","President & Vice President","JOHNSON & WELD","31"
"Ward 5, Precinct 2","President & Vice President","STEIN & BARAKA","38"
"Ward 5, Precinct 2","President & Vice President","TRUMP & PENCE","115"
"Ward 5, Precinct 2","President & Vice President","WI - Kotlikoff & Leamer","0"
"Ward 5, Precinct 2","President & Vice President","WI - McMullin & Johnson","3"
"Ward 5, Precinct 2","President & Vice President","All Others","20"
"Ward 5, Precinct 2","President & Vice President","Blank","11"
"Ward 5, Precinct 2","Rep in Congress (5th District)","KATHERINE M CLARK",
"Ward 5, Precinct 2","Rep in Congress (5th District)","Write-in",
"Ward 5, Precinct 2","Rep in Congress (5th District)","Blank",
"Ward 5, Precinct 2","Rep in Congress (7th District)","MICHAEL E CAPUANO","1631"
"Ward 5, Precinct 2","Rep in Congress (7th District)","WI - Timothy J. Toomey, Jr","0"
"Ward 5, Precinct 2","Rep in Congress (7th District)","All Others","20"
"Ward 5, Precinct 2","Rep in Congress (7th District)","Blank","245"
"Ward 5, Precinct 2","Councillor (6th District)","TERRENCE W KENNEDY","1520"
"Ward 5, Precinct 2","Councillor (6th District)","Write-in","14"
"Ward 5, Precinct 2","Councillor (6th District)","Blank","362"
"Ward 5, Precinct 2","Sen in General Court (Middlesex & Suffolk)","SAL N DiDOMENICO",
"Ward 5, Precinct 2","Sen in General Court (Middlesex & Suffolk)","Write-in",
"Ward 5, Precinct 2","Sen in General Court (Middlesex & Suffolk)","Blank",
"Ward 5, Precinct 2","Sen in General Court (1st Suff & Middlesex)","JOSEPH A BONCORE ","1471"
"Ward 5, Precinct 2","Sen in General Court (1st Suff & Middlesex)","Write-in","19"
"Ward 5, Precinct 2","Sen in General Court (1st Suff & Middlesex)","Blank","406"
"Ward 5, Precinct 2","Sen in General Court (2nd Middlesex)","PATRICIA D JEHLEN",
"Ward 5, Precinct 2","Sen in General Court (2nd Middlesex)","WI - Leland Cheung",
"Ward 5, Precinct 2","Sen in General Court (2nd Middlesex)","All Others",
"Ward 5, Precinct 2","Sen in General Court (2nd Middlesex)","Blank",
"Ward 5, Precinct 2","Rep in General Court (26th Middlesex)","MIKE CONNOLLY ",
"Ward 5, Precinct 2","Rep in General Court (26th Middlesex)","WI - Timothy J. Toomey, Jr",
"Ward 5, Precinct 2","Rep in General Court (26th Middlesex)","All Others",
"Ward 5, Precinct 2","Rep in General Court (26th Middlesex)","Blank",
"Ward 5, Precinct 2","Rep in General Court (8th Suffolk)","JAY D LIVINGSTONE","1529"
"Ward 5, Precinct 2","Rep in General Court (8th Suffolk)","Write-in","17"
"Ward 5, Precinct 2","Rep in General Court (8th Suffolk)","Blank","350"
"Ward 5, Precinct 2","Rep in General Court (25th Middlesex)","MARJORIE C DECKER",
"Ward 5, Precinct 2","Rep in General Court (25th Middlesex)","Write-in",
"Ward 5, Precinct 2","Rep in General Court (25th Middlesex)","Blank",
"Ward 5, Precinct 2","Rep in General Court (29th Middlesex)","JONATHAN HECHT",
"Ward 5, Precinct 2","Rep in General Court (29th Middlesex)","Write-in",
"Ward 5, Precinct 2","Rep in General Court (29th Middlesex)","Blank",
"Ward 5, Precinct 2","Rep in General Court (24th Middlesex)","DAVID M ROGERS",
"Ward 5, Precinct 2","Rep in General Court (24th Middlesex)","Write-in 50",
"Ward 5, Precinct 2","Rep in General Court (24th Middlesex)","Blank",
"Ward 5, Precinct 2","Sheriff (Middlesex District)","PETER J KOUTOUJIAN ","1468"
"Ward 5, Precinct 2","Sheriff (Middlesex District)","Write-in","20"
"Ward 5, Precinct 2","Sheriff (Middlesex District)","Blank","408"
"Ward 5, Precinct 2","Question 1 (Slot Machines)","YES","420"
"Ward 5, Precinct 2","Question 1 (Slot Machines)","NO","1340"
"Ward 5, Precinct 2","Question 1 (Slot Machines)","Blank","136"
"Ward 5, Precinct 2","Question 2 (Charter Schools)","YES","647"
"Ward 5, Precinct 2","Question 2 (Charter Schools)","NO","1152"
"Ward 5, Precinct 2","Question 2 (Charter Schools)","Blank","97"
"Ward 5, Precinct 2","Question 3 (Farm Animals)","YES","1487"
"Ward 5, Precinct 2","Question 3 (Farm Animals)","NO","318"
"Ward 5, Precinct 2","Question 3 (Farm Animals)","Blank","91"
"Ward 5, Precinct 2","Question 4 (Marijuana)","YES","1281"
"Ward 5, Precinct 2","Question 4 (Marijuana)","NO","543"
"Ward 5, Precinct 2","Question 4 (Marijuana)","Blank","72"
"Ward 5, Precinct 3","President & Vice President","CLINTON & KAINE","1262"
"Ward 5, Precinct 3","President & Vice President","JOHNSON & WELD","34"
"Ward 5, Precinct 3","President & Vice President","STEIN & BARAKA","28"
"Ward 5, Precinct 3","President & Vice President","TRUMP & PENCE","61"
"Ward 5, Precinct 3","President & Vice President","WI - Kotlikoff & Leamer","0"
"Ward 5, Precinct 3","President & Vice President","WI - McMullin & Johnson","3"
"Ward 5, Precinct 3","President & Vice President","All Others","20"
"Ward 5, Precinct 3","President & Vice President","Blank","8"
"Ward 5, Precinct 3","Rep in Congress (5th District)","KATHERINE M CLARK",
"Ward 5, Precinct 3","Rep in Congress (5th District)","Write-in",
"Ward 5, Precinct 3","Rep in Congress (5th District)","Blank",
"Ward 5, Precinct 3","Rep in Congress (7th District)","MICHAEL E CAPUANO","1229"
"Ward 5, Precinct 3","Rep in Congress (7th District)","WI - Timothy J. Toomey, Jr","0"
"Ward 5, Precinct 3","Rep in Congress (7th District)","All Others","10"
"Ward 5, Precinct 3","Rep in Congress (7th District)","Blank","177"
"Ward 5, Precinct 3","Councillor (6th District)","TERRENCE W KENNEDY","1119"
"Ward 5, Precinct 3","Councillor (6th District)","Write-in","10"
"Ward 5, Precinct 3","Councillor (6th District)","Blank","287"
"Ward 5, Precinct 3","Sen in General Court (Middlesex & Suffolk)","SAL N DiDOMENICO",
"Ward 5, Precinct 3","Sen in General Court (Middlesex & Suffolk)","Write-in",
"Ward 5, Precinct 3","Sen in General Court (Middlesex & Suffolk)","Blank",
"Ward 5, Precinct 3","Sen in General Court (1st Suff & Middlesex)","JOSEPH A BONCORE ","1083"
"Ward 5, Precinct 3","Sen in General Court (1st Suff & Middlesex)","Write-in","12"
"Ward 5, Precinct 3","Sen in General Court (1st Suff & Middlesex)","Blank","321"
"Ward 5, Precinct 3","Sen in General Court (2nd Middlesex)","PATRICIA D JEHLEN",
"Ward 5, Precinct 3","Sen in General Court (2nd Middlesex)","WI - Leland Cheung",
"Ward 5, Precinct 3","Sen in General Court (2nd Middlesex)","All Others",
"Ward 5, Precinct 3","Sen in General Court (2nd Middlesex)","Blank",
"Ward 5, Precinct 3","Rep in General Court (26th Middlesex)","MIKE CONNOLLY ",
"Ward 5, Precinct 3","Rep in General Court (26th Middlesex)","WI - Timothy J. Toomey, Jr",
"Ward 5, Precinct 3","Rep in General Court (26th Middlesex)","All Others",
"Ward 5, Precinct 3","Rep in General Court (26th Middlesex)","Blank",
"Ward 5, Precinct 3","Rep in General Court (8th Suffolk)","JAY D LIVINGSTONE","1146"
"Ward 5, Precinct 3","Rep in General Court (8th Suffolk)","Write-in","7"
"Ward 5, Precinct 3","Rep in General Court (8th Suffolk)","Blank","263"
"Ward 5, Precinct 3","Rep in General Court (25th Middlesex)","MARJORIE C DECKER",
"Ward 5, Precinct 3","Rep in General Court (25th Middlesex)","Write-in",
"Ward 5, Precinct 3","Rep in General Court (25th Middlesex)","Blank",
"Ward 5, Precinct 3","Rep in General Court (29th Middlesex)","JONATHAN HECHT",
"Ward 5, Precinct 3","Rep in General Court (29th Middlesex)","Write-in",
"Ward 5, Precinct 3","Rep in General Court (29th Middlesex)","Blank",
"Ward 5, Precinct 3","Rep in General Court (24th Middlesex)","DAVID M ROGERS",
"Ward 5, Precinct 3","Rep in General Court (24th Middlesex)","Write-in 50",
"Ward 5, Precinct 3","Rep in General Court (24th Middlesex)","Blank",
"Ward 5, Precinct 3","Sheriff (Middlesex District)","PETER J KOUTOUJIAN ","1101"
"Ward 5, Precinct 3","Sheriff (Middlesex District)","Write-in","10"
"Ward 5, Precinct 3","Sheriff (Middlesex District)","Blank","305"
"Ward 5, Precinct 3","Question 1 (Slot Machines)","YES","283"
"Ward 5, Precinct 3","Question 1 (Slot Machines)","NO","1061"
"Ward 5, Precinct 3","Question 1 (Slot Machines)","Blank","72"
"Ward 5, Precinct 3","Question 2 (Charter Schools)","YES","434"
"Ward 5, Precinct 3","Question 2 (Charter Schools)","NO","920"
"Ward 5, Precinct 3","Question 2 (Charter Schools)","Blank","62"
"Ward 5, Precinct 3","Question 3 (Farm Animals)","YES","1154"
"Ward 5, Precinct 3","Question 3 (Farm Animals)","NO","215"
"Ward 5, Precinct 3","Question 3 (Farm Animals)","Blank","47"
"Ward 5, Precinct 3","Question 4 (Marijuana)","YES","1036"
"Ward 5, Precinct 3","Question 4 (Marijuana)","NO","342"
"Ward 5, Precinct 3","Question 4 (Marijuana)","Blank","38"
"Ward 6, Precinct 1","President & Vice President","CLINTON & KAINE","1656"
"Ward 6, Precinct 1","President & Vice President","JOHNSON & WELD","30"
"Ward 6, Precinct 1","President & Vice President","STEIN & BARAKA","47"
"Ward 6, Precinct 1","President & Vice President","TRUMP & PENCE","80"
"Ward 6, Precinct 1","President & Vice President","WI - Kotlikoff & Leamer","0"
"Ward 6, Precinct 1","President & Vice President","WI - McMullin & Johnson","5"
"Ward 6, Precinct 1","President & Vice President","All Others","26"
"Ward 6, Precinct 1","President & Vice President","Blank","10"
"Ward 6, Precinct 1","Rep in Congress (5th District)","KATHERINE M CLARK","1569"
"Ward 6, Precinct 1","Rep in Congress (5th District)","Write-in","14"
"Ward 6, Precinct 1","Rep in Congress (5th District)","Blank","271"
"Ward 6, Precinct 1","Rep in Congress (7th District)","MICHAEL E CAPUANO",
"Ward 6, Precinct 1","Rep in Congress (7th District)","WI - Timothy J. Toomey, Jr",
"Ward 6, Precinct 1","Rep in Congress (7th District)","All Others",
"Ward 6, Precinct 1","Rep in Congress (7th District)","Blank",
"Ward 6, Precinct 1","Councillor (6th District)","TERRENCE W KENNEDY","1491"
"Ward 6, Precinct 1","Councillor (6th District)","Write-in","12"
"Ward 6, Precinct 1","Councillor (6th District)","Blank","351"
"Ward 6, Precinct 1","Sen in General Court (Middlesex & Suffolk)","SAL N DiDOMENICO","1451"
"Ward 6, Precinct 1","Sen in General Court (Middlesex & Suffolk)","Write-in","13"
"Ward 6, Precinct 1","Sen in General Court (Middlesex & Suffolk)","Blank","390"
"Ward 6, Precinct 1","Sen in General Court (1st Suff & Middlesex)","JOSEPH A BONCORE ",
"Ward 6, Precinct 1","Sen in General Court (1st Suff & Middlesex)","Write-in",
"Ward 6, Precinct 1","Sen in General Court (1st Suff & Middlesex)","Blank",
"Ward 6, Precinct 1","Sen in General Court (2nd Middlesex)","PATRICIA D JEHLEN",
"Ward 6, Precinct 1","Sen in General Court (2nd Middlesex)","WI - Leland Cheung",
"Ward 6, Precinct 1","Sen in General Court (2nd Middlesex)","All Others",
"Ward 6, Precinct 1","Sen in General Court (2nd Middlesex)","Blank",
"Ward 6, Precinct 1","Rep in General Court (26th Middlesex)","MIKE CONNOLLY ","1517"
"Ward 6, Precinct 1","Rep in General Court (26th Middlesex)","WI - Timothy J. Toomey, Jr","4"
"Ward 6, Precinct 1","Rep in General Court (26th Middlesex)","All Others","12"
"Ward 6, Precinct 1","Rep in General Court (26th Middlesex)","Blank","321"
"Ward 6, Precinct 1","Rep in General Court (8th Suffolk)","JAY D LIVINGSTONE",
"Ward 6, Precinct 1","Rep in General Court (8th Suffolk)","Write-in",
"Ward 6, Precinct 1","Rep in General Court (8th Suffolk)","Blank",
"Ward 6, Precinct 1","Rep in General Court (25th Middlesex)","MARJORIE C DECKER",
"Ward 6, Precinct 1","Rep in General Court (25th Middlesex)","Write-in",
"Ward 6, Precinct 1","Rep in General Court (25th Middlesex)","Blank",
"Ward 6, Precinct 1","Rep in General Court (29th Middlesex)","JONATHAN HECHT",
"Ward 6, Precinct 1","Rep in General Court (29th Middlesex)","Write-in",
"Ward 6, Precinct 1","Rep in General Court (29th Middlesex)","Blank",
"Ward 6, Precinct 1","Rep in General Court (24th Middlesex)","DAVID M ROGERS",
"Ward 6, Precinct 1","Rep in General Court (24th Middlesex)","Write-in 50",
"Ward 6, Precinct 1","Rep in General Court (24th Middlesex)","Blank",
"Ward 6, Precinct 1","Sheriff (Middlesex District)","PETER J KOUTOUJIAN ","1440"
"Ward 6, Precinct 1","Sheriff (Middlesex District)","Write-in","14"
"Ward 6, Precinct 1","Sheriff (Middlesex District)","Blank","400"
"Ward 6, Precinct 1","Question 1 (Slot Machines)","YES","307"
"Ward 6, Precinct 1","Question 1 (Slot Machines)","NO","1434"
"Ward 6, Precinct 1","Question 1 (Slot Machines)","Blank","113"
"Ward 6, Precinct 1","Question 2 (Charter Schools)","YES","555"
"Ward 6, Precinct 1","Question 2 (Charter Schools)","NO","1210"
"Ward 6, Precinct 1","Question 2 (Charter Schools)","Blank","89"
"Ward 6, Precinct 1","Question 3 (Farm Animals)","YES","1485"
