"accession_number","artist_ful","last_name","first_name","title","series","actual_address","location","location_type_main","location_type","additional_location_info","latitude","longitude","the_geom","google_map","art_year","major_conservation","featured","display_term","detailed_m","website_category","object_type","dimensions","interior_exterior","permission_required","permission_type","neighborhood","tags_keywords_main","tag_keywords","tour_card","conservation_status","temporary_permanent","photo_website_url","short_desc"
"CAC.86.03g","David Phillips","Phillips","David","(Spirals and shell fossils)","Beach Fragments",,"Lechmere Canal Park","Park","Park","Inlaid in brick, under the park pavilion","42.36935557","-71.07562715","POINT (-71.07562714971132 42.36935556974319)","https://www.google.com/maps/search/?api=1&query=42.36935557,-71.07562715","1986","0","no",,"Silicon bronze in brick","Sculpture","Bronze Relief","16”(h) x 16”(w)","Exterior","no",,"East Cambridge","nature","beach; water; stone; nature; music; symbol; feet; hands; ocean; sea;","Ode to the Ocean",,"Permanent","https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Phillips_CAC8603g_BeachFragments.JPG",
"CAC.02.01d","Mags Harries & Lajos Heder","Harries; Heder","Mags; Lajos","(Iron pipe)","Drawn Water","250 Fresh Pond Parkway","Walter Sullivan Water Facility","Pathway","Pathway","In ground between path and viewing circle","42.38353762","-71.14410553","POINT (-71.14410553002905 42.383537619667024)","https://www.google.com/maps/search/?api=1&query=42.38353762,-71.14410553","2002","0","no",,"Iron pipe","Sculpture","Iron pipe","81.5”(w) x 31”(dia.)","Exterior","no",,"West Cambridge","water","water; city; pipe; play; spirit; fun","This Way to Play",,"Permanent","https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/CAC_02_01d_HarriesMags_HeiderLajos_DrawnWater.jpg",
"CAC.04.01j","Michael Glier","Glier","Michael","Dutchman’s Pipe","Town Green","344 Broadway","City Hall Annex","Public Building","Public Building","3rd floor, east wall, in conference room","42.37007904","-71.10338243","POINT (-71.10338242957394 42.370079040224795)","https://www.google.com/maps/search/?api=1&query=42.37007904,-71.10338243","2004","2017","no",,"Acrylic and charcoal on sheetrock","Mural","Painted Mural","81""""(h) x 163""""(w)","Interior","no",,"Mid-Cambridge","community","about Cambridge; city; drawing, community; civic; government; democracy","Sense of City",,"Permanent","https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Glier_10_TownGreen_dutchmanspipe.jpg",
"CAC87.04.3","Madeleine Lord","Lord","Madeleine","(Male Figure)","Revolutionary Figures",,"Fort Washington Park","Park","Park","Silhouette of male figure on park grounds; Intersection at Waverly Street and Talbot Street","42.35631057","-71.10391411","POINT (-71.10391410954627 42.356310569978504)","https://www.google.com/maps/search/?api=1&query=42.35631057,-71.10391411","1987","0","no",,"Painted Steel","Sculpture","Metal; Painted Steel","73""""(h) x 48""""(w) x 24""""(d)","Exterior","no",,"Cambridgeport","history","history; revolution; steel; metal; activism","Blaze a Trail for Activism",,"Permanent","https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Lord_CAC87043_RevolutionaryFigures.JPG",
"CAC.96.01a-h","Nancy O'Neil","O'Neil","Nancy",,"Untitled","85 Oxford Street","Maria L. Baldwin Elementary School","School","School; Public Building",,"42.38234493","-71.11637995","POINT (-71.11637995042403 42.382344929802294)","https://www.google.com/maps/search/?api=1&query=42.38234493,-71.11637995","1996","0","no",,"Hand-painted stained glass","Stained Glass","Stained glass","28”(h) x 22”(w)","Interior","yes","Call Public Art Administrator, 617-349-4388","Agassiz","light","glass, color, light",,,"Permanent","https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/CAC_96_01b_ONeil.JPG",
"CAC.02.01h","Mags Harries & Lajos Heder","Harries; Heder","Mags; Lajos","(Valve plate)","Drawn Water","495 Broadway","Cambridge Rindge & Latin High School","School","School; Public Building; Pathway","Bronze relief in sidewalk outside of building","42.37497472","-71.11099508","POINT (-71.11099508000824 42.374974720384884)","https://www.google.com/maps/search/?api=1&query=42.37497472,-71.11099508","2002","0","no",,"Bronze","Sculpture","Bronze Relief","8"""" (dia.)","Exterior","no",,"Mid-Cambridge","water","water; eye; play; spirit; fun","This Way to Play",,"Permanent","https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/HarriesHeder_CAC0201h_CRLS.jpg",
"CAC.95.01c-d","Lisa Houck","Houck","Lisa","c) (Autumn), d) (Winter)","One Seasonal Cycle in a Temperate Zone","806 Massachusetts Avenue","Cityside Senior Center","Public Building","Public Building","1st floor, Vestibule on each side doorway","42.36673916","-71.10622013","POINT (-71.10622012999012 42.366739159890976)","https://www.google.com/maps/search/?api=1&query=42.36673916,-71.10622013","1995","0","no",,"Oil enamel on plywood","Mural","Painted Mural","42”(h) x 36”(w)","Interior","yes","Call Public Art Administrator, 617-349-4388","Riverside","nature","Trees; nature; abstract; color",,,"Permanent","https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Houck_CAC9591cd_OneSeason.jpg",
"CAC.99.08p","William Reimann","Reimann","William","(Ground paver with sturgeon)","Untitled",,"Corporal Burns Park","Park","Park; Pathway","Intersection at Memorial Drive and Flagg Street","42.3676353","-71.11487061","POINT (-71.11487060968172 42.36763530021316)","https://www.google.com/maps/search/?api=1&query=42.3676353,-71.11487061","1999","2020","yes",,"Granite (sandblasted) and paint","Sculpture","Stone","36”(w) x 36”(d)","Exterior","no",,"Riverside","animal","fish; nature; animal; critter; creature; water; swim","Inspect a Cantabridgian Creature",,"Permanent","https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/CAC_99_08_p_Reimann.jpg",
"CAC.1979.05h","Lilli Ann Rosenberg","Rosenberg","Lilli Ann","(Large tree with birds)","Untitled","673 Cambridge Street","Millers River Apartments","Non-city building","Non-city building","On building facade","42.37213055","-71.08727703","POINT (-71.08727702995148 42.372130550129164)","https://www.google.com/maps/search/?api=1&query=42.37213055,-71.08727703","1979","0","no",,"Ceramic tiles, glazed","Mosaic","Mosaic mural; Sculpture","106”(h) x 65”(w)","Exterior","no",,"East Cambridge","community","neighborhood; family; community; city; tree; nature; bird; animal; fish; sports; truck",,,"Permanent","https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/CAC7905h_LargeTreeWithBirds_Rosenberg_MillersRiver_2019.JPG",
"PN.2020.01","Monique Aimee","Aimee","Monique","Untitled (Brine Tank Murals)",,,"St. Peter's Field","Park","Park; Pathway","On brine tanks at end of parking lot off of Sherman St.","42.38753034","-71.13330857","POINT (-71.1333085700482 42.38753033977099)","https://www.google.com/maps/search/?api=1&query=42.38753034,-71.13330857","2020","0","yes",,"Acrylic paint on high density polyethylene (HDPE)","Mural","Painted Mural",,"Exterior","no",,"Neighborhood Nine","community","community; park; recreation; nature; outdoors; people",,,"Temporary","https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Aimee_CACPN_PerspectivePhoto.JPG",
"CAC.92.03.39","Nancy Webb","Webb","Nancy","(Cabbage Butterfly and Chicory)","Untitled",,"Charles Park","Park","Park; Pathway","Intersection at Edwin H. Land Blvd. and Charles Street","42.3664338","-71.07637106","POINT (-71.0763710598529 42.36643380004475)","https://www.google.com/maps/search/?api=1&query=42.3664338,-71.07637106","1992","0","no",,"Bronze","Sculpture","Bronze","Various sizes ranging from : 16”(h) x 25.5”(w) x 6”(d) and up to 15”(dia.)","Exterior","no",,"East Cambridge","nature","insect; butterfly; plant; flower; nature; tiny; treasure; look close","Look Close! Find a Tiny Treasure",,"Permanent","https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/CAC_92_03_39_Webb.jpg",
"CAC.97.02.7","David Phillips","Phillips","David","(Snail)","Spiral",,"Quincy Square","Public Square","Public Square","Bronze snails are fence post tops, located at various points on the spiral iron fence that surrounds park and the island traffic median across the intersection","42.37202711","-71.11520654","POINT (-71.11520654019718 42.37202711021646)","https://www.google.com/maps/search/?api=1&query=42.37202711,-71.11520654","1997","0","no",,"Cast bronze","Sculpture","Bronze","5”-6.5”(h) x 3”-5”(w) x 3”-5.5”(d)","Exterior","no",,"Mid-Cambridge","insect","snail; nature; insect",,,"Permanent","https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Phillips_CAC970207_Spiral.jpg",
"CAC.02.01","Mags Harries & Lajos Heder","Harries; Heder","Mags; Lajos","(bronze pipes, outdoor drinking fountain, circle gate)","Drawn Water","250 Fresh Pond Parkway","Walter Sullivan Water Facility","Pathway","Pathway","Between water facility and pond","42.38353762","-71.14410553","POINT (-71.14410553002905 42.383537619667024)","https://www.google.com/maps/search/?api=1&query=42.38353762,-71.14410553","2002","0","no",,"Iron pipe","Sculpture","Iron pipe",,"Exterior","no",,"West Cambridge","water","water; view; city; pipe; play; spirit; fun","This Way to Play",,"Permanent","https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/CAC_02_01g_HarriesMags_HeiderLajos_DrawnWater.jpg",
"CAC.02.01p","Mags Harries & Lajos Heder","Harries; Heder","Mags; Lajos","(Valve plate)","Drawn Water","225 Windsor Street","Fletcher-Maynard Elementary Academy","School","School; Public Building; Pathway","Bronze relief in sidewalk outside of building","42.36632968","-71.09579526","POINT (-71.09579526005098 42.36632967982726)","https://www.google.com/maps/search/?api=1&query=42.36632968,-71.09579526","2002","2008","no",,"Bronze","Sculpture","Bronze Relief","8"""" (dia.)","Exterior","no",,"The Port","water","water; ice; play; spirit; fun","This Way to Play",,"Permanent","https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/HarriesHeder_CAC0201p_FletcherMaynard.jpg",
"CAC.87.06g","David Phillips","Phillips","David","(Frog drain grate South)","Levitated Stone",,"Dana Park","Park","Park; Playground","Intersection at Corporal McTernan Street and Magazine street, outside of playground","42.36112621","-71.10772609","POINT (-71.10772608942167 42.36112620981967)","https://www.google.com/maps/search/?api=1&query=42.36112621,-71.10772609","1987","0","no",,"Silicon bronze","Sculpture","Bronze","25.75""""(dia.) (each)","Exterior","no",,"Cambridgeport","animal","frog; animal; fountain; outdoors; land; flora; fauna; nature","Next Stop Nature",,"Permanent","https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Phillips_LevitatedStones_52.JPG",
"CAC.97.02.19","David Phillips","Phillips","David","(Snail)","Spiral",,"Quincy Square","Public Square","Public Square","Bronze snails are fence post tops, located at various points on the spiral iron fence that surrounds park and the island traffic median across the intersection","42.37236175","-71.11551541","POINT (-71.11551540991465 42.372361749894814)","https://www.google.com/maps/search/?api=1&query=42.37236175,-71.11551541","1997","0","no",,"Cast bronze","Sculpture","Bronze","5”-6.5”(h) x 3”-5”(w) x 3”-5.5”(d)","Exterior","no",,"Mid-Cambridge","insect","snail; nature; insect",,,"Permanent","https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Phillips_CAC970219_Spiral.jpg",
,"David Fichter","Fichter","David","The Moses Mosaic",,"243 Harvard Street","Moses Youth Center","Public Building","Public Building","Above front entrance.","42.36821294","-71.10082102","POINT (-71.10082101965325 42.36821293972342)","https://www.google.com/maps/search/?api=1&query=42.36821294,-71.10082102","2020","0","yes",,"Glass tile","Mosaic","Mosaic","16” (h) X 40' (w)","Exterior","no",,,"community","community; children; cambridge",,,"Permanent","https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Fichter_CACMoses_PerspectivePhoto.jpg",
"CAC.97.02.16","David Phillips","Phillips","David","(Snail)","Spiral",,"Quincy Square","Public Square","Public Square","Bronze snails are fence post tops, located at various points on the spiral iron fence that surrounds park and the island traffic median across the intersection","42.37222345","-71.11539122","POINT (-71.11539121967034 42.37222344979375)","https://www.google.com/maps/search/?api=1&query=42.37222345,-71.11539122","1997","0","no",,"Cast bronze","Sculpture","Bronze","5”-6.5”(h) x 3”-5”(w) x 3”-5.5”(d)","Exterior","no",,"Mid-Cambridge","insect","snail; nature; insect",,,"Permanent","https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Phillips_CAC970216_Spiral.jpg",
"CAC.80.07c","Juliet Kepes","Kepes","Juliet","(Landing Bird)","Untitled (Birds)","99 Clarendon Avenue","Clarendon Avenue Playground","Park","Park; Playground","Mounted to low stone wall; Intersection at Massachusetts Avenue and Clarendon Avenue","42.39972435","-71.13262556","POINT (-71.13262556045039 42.399724349766736)","https://www.google.com/maps/search/?api=1&query=42.39972435,-71.13262556","1980","2020","yes",,"Bronze","Sculpture","Bronze relief","16.5”(h) x 15.5”(w)","Exterior","no",,"North Cambridge","animal","bird; animal; wings; soar; fly; flight","Take Flight",,"Permanent","https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Kepes_CAC8007c_PerspectivePhoto.JPG",
"CAC.92.03.20","Nancy Webb","Webb","Nancy","(Ant)","Untitled",,"Charles Park","Park","Park; Pathway","Intersection at Edwin H. Land Blvd. and Charles Street","42.36689141","-71.07646526","POINT (-71.07646526032764 42.36689141043417)","https://www.google.com/maps/search/?api=1&query=42.36689141,-71.07646526","1992","0","no",,"Bronze","Sculpture","Bronze Relief","Various sizes ranging from : 16”(h) x 25.5”(w) x 6”(d) and up to 15”(dia.)","Exterior","no",,"East Cambridge","nature","insect; ant; nature; tiny; treasure; look close","Look Close! Find a Tiny Treasure",,"Permanent","https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/CAC_92_03_20_Webb.jpg",
"CAC.10.01.2","Mike Mandel","Mandel","Mike","Clark & Sons","Sidewalk Histories","322 Brookline Street","Brookline Street (119-222 )","Pathway","Pathway","In sidewalk","42.35611544","-71.1092646","POINT (-71.1092645994078 42.35611544035946)","https://www.google.com/maps/search/?api=1&query=42.35611544,-71.1092646","2010","0","no",,"Ceramic tiles","Mosaic","Tile Mosaic","56.25""""(h) x 56""""(w)","Exterior","no",,"Cambridgeport","community","history; neighborhood; community","Time Out for History",,"Permanent","https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/CAC_10_01_2_Mandel.jpg",
"CAC.04.03","Jill Slosberg-Ackerman","Slosberg-Ackerman","Jill","Rei",,,"Squirrel Brand Park","Park","Park; Playground","Intersection at Broadway and Boardman Street toward back of the park","42.3671932","-71.09681207","POINT (-71.09681206995552 42.36719320000507)","https://www.google.com/maps/search/?api=1&query=42.3671932,-71.09681207","2004","0","no",,"Steel","Sculpture","Metal Sculptural Trellis","70”(h) x 55”(w) x 67”(d)","Exterior","no",,"The Port","animal","squirrel; animal; trellis; plant",,,"Permanent","https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/cac_04_03_slosbergackerman.JPG",
"CAC.96.01d","Nancy O'Neil","O'Neil","Nancy","(Robin bird and road maps from 1700)","Untitled","85 Oxford Street","Maria L. Baldwin Elementary School","School","School; Public Building","Stairwell, levels 1-2 (right)","42.38234493","-71.11637995","POINT (-71.11637995042403 42.382344929802294)","https://www.google.com/maps/search/?api=1&query=42.38234493,-71.11637995","1996","0","no",,"Hand-painted stained glass","Stained Glass","Stained glass","28”(h) x 22”(w)","Interior","yes","Call Public Art Administrator, 617-349-4388","Agassiz","light","glass, color, light",,,"Permanent","https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/CAC_96_01d_ONeil.JPG",
"CAC.92.03.31","Nancy Webb","Webb","Nancy","(Ant and Lily Leaf)","Untitled",,"Charles Park","Park","Park; Pathway","Intersection at Edwin H. Land Blvd. and Charles Street","42.36645964","-71.07634838","POINT (-71.07634837983781 42.36645964030464)","https://www.google.com/maps/search/?api=1&query=42.36645964,-71.07634838","1992","0","no",,"Bronze","Sculpture","Bronze","Various sizes ranging from : 16”(h) x 25.5”(w) x 6”(d) and up to 15”(dia.)","Exterior","no",,"East Cambridge","nature","insect; ant; plant; flower; nature; tiny; treasure; look close","Look Close! Find a Tiny Treasure",,"Permanent","https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/CAC_92_03_31_Webb.jpg",
"CAC.81.12","Robin Shores","Shores","Robin","(bollards)","Untitled","359 Broadway","King Open School (until 2020), the Ola Portuguese Dual Language Immersion Program","School","School; Public Building; Pathway","On sidewalk in front of school","42.37071164","-71.10427452","POINT (-71.10427452008365 42.37071164029944)","https://www.google.com/maps/search/?api=1&query=42.37071164,-71.10427452","1981","0","no",,"Concrete","Sculpture","Sculpted Concrete Bollards","33""""(h) x 18""""(dia.) (each)","Exterior","no",,"Mid-Cambridge","children","body language; sports; feet; shoes; children",,,"Permanent","https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Shores_CAC8112a.JPG",
"CAC.02.01v","Mags Harries & Lajos Heder","Harries; Heder","Mags; Lajos","(Valve plate)","Drawn Water","40 Brattle Street","Brattle Square","Pathway","Pathway","Bronze relief in sidewalk outside of building","42.3735306","-71.12122048","POINT (-71.12122047958994 42.373530599836286)","https://www.google.com/maps/search/?api=1&query=42.3735306,-71.12122048","2002","0","no",,"Bronze","Sculpture","Bronze Relief","8"""" (dia.)","Exterior","no",,"West Cambridge","water","water; well; play; spirit; fun","This Way to Play",,"Permanent","https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/HarriesHeder_CAC0201v_Brattle.jpg",
"CAC.13.01.2","Laura Baring-Gould","Baring-Gould","Laura",,"Water For All",,"Neville Manor Community Gardens","Garden","Garden; Pathway; Park","Across from Neville Manor; On path next to community garden","42.38898056","-71.14915059","POINT (-71.14915058945773 42.388980559573625)","https://www.google.com/maps/search/?api=1&query=42.38898056,-71.14915059","2013","0","no",,"Bronze","Sculpture","Fountain","37.75""(h) x 26.5""(w) x 33.5""(d) (overall)
 3""(h) x 15.5""(dia.) (bronze basin)","Exterior","no",,"Cambridge Highlands","nature","water; nature; animal; insect; frog; turtle; plant; creature; critter","Inspect a Cantabridgian Creature",,"Permanent","https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/BaringGould_WaterForAll_02.JPG",
"CAC.92.02f","Edward Levine","Levine","Edward","(Block)","Floating Stones",,"Roethlisberger Park","Park","Park;Playground","St. Peter’s Ball Field (right of right-field),","42.38719942","-71.13363791","POINT (-71.1336379095876 42.3871994202009)","https://www.google.com/maps/search/?api=1&query=42.38719942,-71.13363791","1992","0","no",,"Granite blocks with steel inlay, polished-granite inlays (in ground)","Sculpture","Stone","24”(h) x 25”(w) x 25” (each block); 849” x 513” overall","Exterior","no",,"Neighborhood Nine","abstract","stone; abstract; landscape",,,"Permanent","https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/CAC_92_02_Levine.JPG",
"CAC.95.05","Lilli Ann Rosenberg","Rosenberg","Lilli Ann","Untitled (Square eclipse)",,"110 Cushing Street","Haggerty School","School","School; Public Building","Ground floor stairwell","42.37809752","-71.15233192","POINT (-71.1523319205502 42.37809752020004)","https://www.google.com/maps/search/?api=1&query=42.37809752,-71.15233192","1995","0","no",,"Ceramic tiles (glazed), concrete and iron","Mosaic","Mosaic mural; Sculpture","63.25”(h) x 63”(w) x 3.5”(d)","Interior","yes","Call Public Art Administrator, 617-349-4388","Strawberry Hill","children","play; kids; children; education; community",,,"Permanent","https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Rosenberg_CAC9505_SquareEclipse_PerspectivePhoto.JPG",
"CAC.1979.05r","Lilli Ann Rosenberg","Rosenberg","Lilli Ann","(Man on cart)","Untitled","673 Cambridge Street","Millers River Apartments","Non-city building","Non-city building","On building facade","42.3720742","-71.0873036","POINT (-71.08730360001722 42.37207420020548)","https://www.google.com/maps/search/?api=1&query=42.3720742,-71.0873036","1979","0","no",,"Ceramic tiles, glazed","Mosaic","Mosaic mural; Sculpture","12.5”(dia.)","Exterior","no",,"East Cambridge","community","neighborhood; family; community; city; tree; nature; bird; animal; fish; sports; truck",,,"Permanent","https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/CAC7905r_ManOnCart_Rosenberg_MillersRiver_2019.JPG",
"CAC.97.05a","Virginia Gunther","Gunther","Virginia",,"Flag Gate",,"Minuteman Commuter Bikeway","Pathway","Pathway","End of Steel Place (street) on the north side of the Alewife MBTA station","42.39668854","-71.14308844","POINT (-71.14308843975978 42.39668854032865)","https://www.google.com/maps/search/?api=1&query=42.39668854,-71.14308844","1997","0","no",,"Steel","Sculpture","Metal","60”(h) x 83”(w) x 6.5”(d)","Exterior","no",,"North Cambridge","entryway","flag; metal; entryway",,,"Permanent","https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Gunther_CAC9705a_FlagGate.JPG",
"CAC.04.01c","Michael Glier","Glier","Michael","Dutchman’s Pipe (2 panels)","Town Green","344 Broadway","City Hall Annex","Public Building","Public Building","1st floor, south wall, lobby","42.37007904","-71.10338243","POINT (-71.10338242957394 42.370079040224795)","https://www.google.com/maps/search/?api=1&query=42.37007904,-71.10338243","2004","2017","no",,"Acrylic and charcoal on sheetrock","Mural","Painted Mural","97""""(h) x 49""""(w) and 97""""(h) x 49""""(w)","Interior","no",,"Mid-Cambridge","community","about Cambridge; city; drawing, community; civic; government; democracy","Sense of City",,"Permanent","https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Glier_CAC0401_TownGreen.jpg",
"CAC87.04.1","Madeleine Lord","Lord","Madeleine","(Female Figure)","Revolutionary Figures",,"Fort Washington Park","Park","Park","Silhouette of female figure on park grounds; Intersection at Waverly Street and Talbot Street","42.35670227","-71.10418642","POINT (-71.10418642029768 42.356702269727094)","https://www.google.com/maps/search/?api=1&query=42.35670227,-71.10418642","1987","0","no",,"Painted Steel","Sculpture","Metal; Painted Steel","53”(h) x 48”(w) x 0.375”(d)","Exterior","no",,"Cambridgeport","history","history; revolution; metal; activism","Blaze a Trail for Activism",,"Permanent","https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Lord_CAC87041_RevolutionaryFigures.JPG",
"CAC.92.03.9b","Nancy Webb","Webb","Nancy","(Cricket)","Untitled",,"Charles Park","Park","Park; Pathway","Intersection at Edwin H. Land Blvd. and Charles Street","42.36610075","-71.07661527","POINT (-71.07661527003846 42.36610074997447)","https://www.google.com/maps/search/?api=1&query=42.36610075,-71.07661527","1992","0","no",,"Bronze","Sculpture","Bronze Relief","Various sizes ranging from : 16”(h) x 25.5”(w) x 6”(d) and up to 15”(dia.)","Exterior","no",,"East Cambridge","nature","insect; cricket; nature; tiny; treasure; look close","Look Close! Find a Tiny Treasure",,"Permanent","https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/CAC_92_03_9b_Webb.jpg",
"CAC.04.01f","Michael Glier","Glier","Michael","Puritan/Lawnmower/Longboat","Town Green","344 Broadway","City Hall Annex","Public Building","Public Building","2nd floor, east wall, atrium","42.37007904","-71.10338243","POINT (-71.10338242957394 42.370079040224795)","https://www.google.com/maps/search/?api=1&query=42.37007904,-71.10338243","2004","2017","no",,"Acrylic and charcoal on sheetrock","Mural","Painted Mural","129.5""""(h) x 688.75”(w)","Interior","no",,"Mid-Cambridge","community","about Cambridge; city; drawing, community; civic; government; democracy","Sense of City",,"Permanent","https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Glier_06a_TownGreen_puritan.jpg",
"CAC.89.04","Lilli Ann Rosenberg","Rosenberg","Lilli Ann",,"Turtles",,"Edward Alden Park","Playground","Playground; Park","Play area; Intersection at Sacramento Street and Oxford Street","42.38283463","-71.1164841","POINT (-71.11648409939656 42.382834630211434)","https://www.google.com/maps/search/?api=1&query=42.38283463,-71.1164841","1989","0","no",,"Ceramic tiles (glazed), natural shell, glass, millefiori in concrete forms","Sculpture","Sculpture",,"Exterior","no",,"Agassiz","animal","turtle; animal; ocean; water; sea; sea creature","Ode to the Ocean",,"Permanent","https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/CAC_82_04_Rosenberg.jpg",
"CAC.97.02","David Phillips","Phillips","David",,"Spiral",,"Quincy Square","Public Square","Public Square","Sculptural elements around park and the island traffic median across the intersection","42.37219131","-71.1153047","POINT (-71.11530470001868 42.37219131020042)","https://www.google.com/maps/search/?api=1&query=42.37219131,-71.1153047","1997","0","no",,"Painted wrought iron, cast bronze, granite and plantings","Sculpture","Sculptural Landscape",,"Exterior","no",,"Mid-Cambridge","nature","snail; nature; insect; bench; boulder; stone; fibonacci",,,"Permanent","https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Phillips_CAC970201_Spiral.JPG",
"CAC.06.01b","Toshihiro Katayama","Katayama","Toshihiro","(Landscape wall)","Porter Square Landscape Design","1931 Massachusetts Avenue","Porter Square Shopping Center","Public Square","Public Square; Pathway","Wall near Dunkin Donuts (directly across from the Porter Square T station)","42.38891881","-71.11937644","POINT (-71.11937643982561 42.388918810145775)","https://www.google.com/maps/search/?api=1&query=42.38891881,-71.11937644","2006","0","no",,"Stone wall","Landscape","Sculpture","47.25”(h) x 94.25”(w) x 0.75”(d)","Exterior","no",,"North Cambridge","land design","abstract; land design; color; line; shape","Get a Blast of Local Color",,"Permanent","https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Katayama_CAC0601_PorterSquareLandscapeDesign.jpg",
"CAC.13.03.1-25","Lynn Basa","Basa","Lynn","A Long Story",,"5 Western Avenue","Alice K. Wolf Center","Non-city building","Non-city building","1st floor office spaces, 2nd floor office spaces, 3rd floor office spaces","42.36531565","-71.10544015","POINT (-71.10544014973716 42.36531565002392)","https://www.google.com/maps/search/?api=1&query=42.36531565,-71.10544015","2013","0","no",,"Stained glass, with aluminum caming in steel frames, mixed media","Stained Glass","Stained Glass","(1-9)      20”(h) x 31.5”(w); first floor    (10)   20”(h) x 71.5”(w); first floor (11-12)   31.75”(h) x 34”(w); second floor  (11-12)   31.75”(h) x 34”(w); second floor   (13)        30.5”(h) x 34”(w); second floor (14)        31”(","Interior","yes","Call Public Art Administrator, 617-349-4388","Riverside","light","color; light; glass",,,"Permanent","https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Basa_ALongStory_18.jpg",
"CAC.99.08d","William Reimann","Reimann","William","(Column with herring gull)","Untitled",,"Corporal Burns Park","Park","Park; Pathway","Intersection at Memorial Drive and Flagg Street","42.36765512","-71.11605671","POINT (-71.11605670979301 42.367655120444965)","https://www.google.com/maps/search/?api=1&query=42.36765512,-71.11605671","1999","2020","yes",,"Granite (sandblasted) and paint","Sculpture","Stone","38”(h) x 9”(w) x 9”(d)","Exterior","no",,"Riverside","animal","bird; nature; animal; critter; creature","Inspect a Cantabridgian Creature",,"Permanent","https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/CAC_99_08_d_Reimann.jpg",
"CAC.92.03.14","Nancy Webb","Webb","Nancy","(Daylily)","Untitled",,"Charles Park","Park","Park; Pathway","Intersection at Edwin H. Land Blvd. and Charles Street","42.36650829","-71.07649252","POINT (-71.07649252034703 42.36650828971937)","https://www.google.com/maps/search/?api=1&query=42.36650829,-71.07649252","1992","0","no",,"Bronze","Sculpture","Bronze Relief","Various sizes ranging from : 16”(h) x 25.5”(w) x 6”(d) and up to 15”(dia.)","Exterior","no",,"East Cambridge","nature","plant; flower; nature; tiny; treasure; look close","Look Close! Find a Tiny Treasure",,"Permanent","https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/CAC_92_03_14_Webb.jpg",
