"trackingnumber","classification","location","toweddatetime","state","year","make","model","color","towedby","reason"
"15007801","MV OBSTRUCTING","0XX WILLOW ST","2015-01-30T08:38:00.000","MA","2013","HYUN","TUCSON","WHITE","--PAT'S TOW - CITY","28 WILLOW"
"15007835","T&P TOW REQUEST","MASSACHUSETTS AVE","2015-01-30T09:40:00.000","MA","2007","TOYT","COROLL","BLACK","--PHIL'S TOW - CITY","TRAFFIC AND PARKING REQUEST. BOOT ON MV"
"15007800","PRIVATE TOWS","GENERAL LOCATIONS IN CAMBRIDGE","2015-01-30T12:30:00.000","MA","2005","MERZ","C55AMG","GRAY","-B&B TOW - PRIVATE","CC#64861"
"15007888","MV STOP","BROOKLINE ST","2015-01-30T12:39:00.000","MA","2012","AUDI","A6","GRAY","--B&B TOW - CITY","REVOKED REG"
"15007800","PRIVATE TOWS","GENERAL LOCATIONS IN CAMBRIDGE","2015-01-30T13:52:00.000","MA","2012","HOND","CIVIC","BLACK","-PHIL'S TOW - PRIVATE","WALKER ST/GRAHAM & PARKS SCHOOL"
"15007800","PRIVATE TOWS","GENERAL LOCATIONS IN CAMBRIDGE","2015-01-30T13:52:00.000","MA","2012","HOND","CIVIC","BLACK","-PHIL'S TOW - PRIVATE","WALKER ST/GRAHAM & PARKS SCHOOL"
"15007800","PRIVATE TOWS","GENERAL LOCATIONS IN CAMBRIDGE","2015-01-30T15:49:00.000","MA","2006","FORD","ECONOL","WHITE","-PAT'S TOW - PRIVATE","TRESPASS - 15 GORE ST"
"15008004","MV ACC NO PI","HAWTHORN ST","2015-01-30T21:24:00.000","MA","2008","HOND","CIVIC","BLACK","--PHIL'S TOW - CITY","MVA"
"15008029","BLOCKED DRIVE","0XX HINGHAM ST","2015-01-30T22:27:00.000","MA","2005","HOND","CIVIC","GRAY","--B&B TOW - CITY","BLOCK DRIVE"
"15008064","MV OBSTRUCTING","12XX MASSACHUSETTS AVE","2015-01-31T01:48:00.000","MA","1999","HOND","CIVIC","RED","--PAT'S TOW - CITY","POSTED"
"15008069","DRIVING UNDER","DOVER ST","2015-01-31T01:49:00.000","MA","2002","SUBA","FOREST","BLACK","--PHIL'S TOW - CITY","OUI"
"15008058","PRIVATE TOWS","GENERAL LOCATIONS IN CAMBRIDGE","2015-01-31T01:49:00.000","MA","2014","FORD","EDGE","GRAY","-B&B TOW - PRIVATE","TRESPASS #64863"
"15008058","PRIVATE TOWS","GENERAL LOCATIONS IN CAMBRIDGE","2015-01-31T02:39:00.000","MA","1991","LEXS","LS400","WHITE","-PAT'S TOW - PRIVATE","ST ANTHONYS CHURCH"
"15008082","MV ACCIDENT B1","BISHOP ALLEN DR","2015-01-31T03:09:00.000","MA","2007","NISS","VERSA","GRAY","--B&B TOW - CITY","MVA"
"15024363","PARK & WALK","MAIN ST","2015-03-30T08:21:00.000","MA",,,,,"PHIL'S TOW - CITY","T16"
"15008082","MV ACCIDENT B1","BISHOP ALLEN DR","2015-01-31T03:09:00.000","MA","2007","NISS","VERSA","GRAY","--B&B TOW - CITY","MVA"
"15008058","PRIVATE TOWS","GENERAL LOCATIONS IN CAMBRIDGE","2015-01-31T03:33:00.000","ME","2007","LEXS","ES350",,"-PHIL'S TOW - PRIVATE","NORTHPOINT"
"15008101","MV ACC NO PI","SPRING ST","2015-01-31T06:51:00.000","MA","2010","NISS","ALTIMA","WHITE","--PHIL'S TOW - CITY","MVA SAFEKEEPING"
"15008058","PRIVATE TOWS","GENERAL LOCATIONS IN CAMBRIDGE","2015-01-31T08:58:00.000","MA","1999","HOND","ACCORD","GREEN","-PHIL'S TOW - PRIVATE","GALLERIA MALL CC#2800"
"15008108","MV OBSTRUCTING","0XX UNION ST","2015-01-31T09:25:00.000","MA","2004","TOYT","TACOMA","GRAY","--PAT'S TOW - CITY","POSTED"
"15008108","MV OBSTRUCTING","0XX UNION ST","2015-01-31T09:25:00.000","MA","2004","TOYT","TACOMA","GRAY","--PAT'S TOW - CITY","POSTED"
"15008108","MV OBSTRUCTING","0XX UNION ST","2015-01-31T09:25:00.000","MA","2004","TOYT","TACOMA","GRAY","--PAT'S TOW - CITY","POSTED"
"15008123","MV OBSTRUCTING","VANDINE ST","2015-01-31T09:26:00.000","MA","1998","MAZD","PROTEG","BROWN","--PHIL'S TOW - CITY",
"15008138","MV STOP","0XX MAIN ST","2015-01-31T11:15:00.000","MA","2004","HYUN","SONATA","GRAY","--B&B TOW - CITY","REVOC/INSC"
"15008136","MV OBSTRUCTING","0XX NEW ST","2015-01-31T11:23:00.000","NH",,,,,"--B&B TOW - CITY","NEW ST. MV OBSTRUCTING"
"15008194","BLOCKED DRIVE","0XX WORCESTER ST","2015-01-31T15:59:00.000","MA","2013","HYUN","ELANTR","BLACK","--PHIL'S TOW - CITY","31 WORCESTER"
"15008194","BLOCKED DRIVE","0XX WORCESTER ST","2015-01-31T16:06:00.000","MA","2013","HYUN","ELANTR","BLACK","--PHIL'S TOW - CITY","31 WORCESTER"
"15008194","BLOCKED DRIVE","0XX WORCESTER ST","2015-01-31T16:06:00.000","MA","2013","HYUN","ELANTR","BLACK","--PHIL'S TOW - CITY","31 WORCESTER"
"15008244","MV ACCIDENT B4","SHERMAN ST","2015-01-31T19:24:00.000","MA","2014","SUBA","FOREST","WHITE","--PHIL'S TOW - CITY","SHERMAN & WALDEN"
"15008244","MV ACCIDENT B4","SHERMAN ST","2015-01-31T19:25:00.000","MA","2003","SUBA","FOREST","RED","--PAT'S TOW - CITY","SHERMAN & WALDEN"
"15008272","MV ACCIDENT B4","APPLETON ST","2015-01-31T21:56:00.000","MA","2013","BMW","335XI","BLACK","--B&B TOW - CITY","APPLETON & BRATTLE"
"15008295","MV OBSTRUCTING","4XX MASSACHUSETTS AVE","2015-02-01T00:16:00.000","MA","2007","MAZD","3","GRAY","--B&B TOW - CITY","VALET"
"15008295","MV OBSTRUCTING","4XX MASSACHUSETTS AVE","2015-02-01T00:46:00.000","MA","2007","MAZD","3","GRAY","--B&B TOW - CITY","VALET"
"15008295","MV OBSTRUCTING","4XX MASSACHUSETTS AVE","2015-02-01T00:46:00.000","MA","2007","MAZD","3","GRAY","--B&B TOW - CITY","VALET"
"15008342","DRIVING UNDER","CAMBRIDGE ST","2015-02-01T04:15:00.000","NH","2003","TOYT","COROLLA",,"--PAT'S TOW - CITY","OUI"
"15008384","BLOCKED DRIVE","0XX ROYAL AVE","2015-02-01T12:19:00.000","MA","2013","BMW","128I","GRAY","--B&B TOW - CITY","8 ROYAL AVE"
"15008525","SNOW EMERGENCY","GENERAL LOCATIONS IN CAMBRIDGE","2015-02-02T06:25:00.000","MA","2010","TOYT","PRIUS","GRAY","--PAT'S TOW - CITY","OXFORD ST"
"15008525","SNOW EMERGENCY","GENERAL LOCATIONS IN CAMBRIDGE","2015-02-02T06:27:00.000","MA","2000","TOYT","CAMRY","RED","--PAT'S TOW - CITY","OXFORD"
"15008525","SNOW EMERGENCY","GENERAL LOCATIONS IN CAMBRIDGE","2015-02-02T06:27:00.000","MA","2003","TOYT","COROL","GRAY","--PHIL'S TOW - CITY","MAGAZINE"
"15008525","SNOW EMERGENCY","GENERAL LOCATIONS IN CAMBRIDGE","2015-02-02T06:28:00.000","MA","2009","HOND","CRV","BLUE","--PHIL'S TOW - CITY","MAGAZINE"
"15008525","SNOW EMERGENCY","GENERAL LOCATIONS IN CAMBRIDGE","2015-02-02T06:29:00.000","MA",,,,,"--PHIL'S TOW - CITY","MAGAZINE"
"15008525","SNOW EMERGENCY","GENERAL LOCATIONS IN CAMBRIDGE","2015-02-02T06:29:00.000","MA","2010","TOYT","VENZA","BROWN","--PHIL'S TOW - CITY","MAGAZINE"
"15008525","SNOW EMERGENCY","GENERAL LOCATIONS IN CAMBRIDGE","2015-02-02T06:30:00.000","MA","2009","NISS","ALTIMA","WHITE","--PHIL'S TOW - CITY","MAGAZINE"
"15008525","SNOW EMERGENCY","GENERAL LOCATIONS IN CAMBRIDGE","2015-02-02T06:30:00.000","MA","2007","LEXS","IS250","BLUE","--PHIL'S TOW - CITY","MAGAZINE"
"15008525","SNOW EMERGENCY","GENERAL LOCATIONS IN CAMBRIDGE","2015-02-02T06:31:00.000","MA","2014","NISS","VERSA","RED","--PHIL'S TOW - CITY","MAGAZINE"
"15008525","SNOW EMERGENCY","GENERAL LOCATIONS IN CAMBRIDGE","2015-02-02T06:31:00.000","MA","1998","NISS","ALTIMA",,"--PHIL'S TOW - CITY","MAGAZINE"
"15008525","SNOW EMERGENCY","GENERAL LOCATIONS IN CAMBRIDGE","2015-02-02T06:40:00.000","NY","2014","SUB","FORR","GRAY","--PHIL'S TOW - CITY","MAGAZINE"
"15008525","SNOW EMERGENCY","GENERAL LOCATIONS IN CAMBRIDGE","2015-02-02T06:41:00.000","NJ","2014","TOY","CAM","SILVER","--PAT'S TOW - CITY","OXFORD"
"15008525","SNOW EMERGENCY","GENERAL LOCATIONS IN CAMBRIDGE","2015-02-02T06:43:00.000","OR","3","HYUN","ACC",,"--PAT'S TOW - CITY","OXFORD"
"15024372","MV OBSTRUCTING","ALBANY ST","2015-03-30T08:34:00.000","MA",,,,,"PHIL'S TOW - CITY","AV1"
"15008525","SNOW EMERGENCY","GENERAL LOCATIONS IN CAMBRIDGE","2015-02-02T06:45:00.000","MA","2009","CHEV","IMPALA","BLACK","--PHIL'S TOW - CITY","MAGAZINE"
"15008525","SNOW EMERGENCY","GENERAL LOCATIONS IN CAMBRIDGE","2015-02-02T06:48:00.000","MA","1998","JAGU","XJ8","BLACK","--B&B TOW - CITY","MT AUBURN"
"15008525","SNOW EMERGENCY","GENERAL LOCATIONS IN CAMBRIDGE","2015-02-02T06:48:00.000","MA","1999","HOND","CRV","GREEN","--B&B TOW - CITY","MT AUBURN"
"15008525","SNOW EMERGENCY","GENERAL LOCATIONS IN CAMBRIDGE","2015-02-02T06:49:00.000","MA","2003","STRN","ION","GRAY","--B&B TOW - CITY","MT AUBURN"
"15008525","SNOW EMERGENCY","GENERAL LOCATIONS IN CAMBRIDGE","2015-02-02T06:50:00.000","RI","2008","JEE",,,"--B&B TOW - CITY","MT AUBURN"
"15008525","SNOW EMERGENCY","GENERAL LOCATIONS IN CAMBRIDGE","2015-02-02T06:59:00.000","NH","2004","NISS","MAXIMA",,"--PHIL'S TOW - CITY","MAGZINE"
"15008525","SNOW EMERGENCY","GENERAL LOCATIONS IN CAMBRIDGE","2015-02-02T06:59:00.000","MA","2007","LINC","MKX","WHITE","--PHIL'S TOW - CITY","MAGAZINE"
"15008525","SNOW EMERGENCY","GENERAL LOCATIONS IN CAMBRIDGE","2015-02-02T07:00:00.000","NY","2015","AUDI","Q5","WHITE","--PHIL'S TOW - CITY","MAGAZINE"
"15008525","SNOW EMERGENCY","GENERAL LOCATIONS IN CAMBRIDGE","2015-02-02T07:00:00.000","MA","1999","SUBA","FOREST","GREEN","--PHIL'S TOW - CITY","MAGAZINE"
"15008525","SNOW EMERGENCY","GENERAL LOCATIONS IN CAMBRIDGE","2015-02-02T07:01:00.000","MA","2000","LEXS","RX300","WHITE","--PHIL'S TOW - CITY","MAGAZINE"
"15008525","SNOW EMERGENCY","GENERAL LOCATIONS IN CAMBRIDGE","2015-02-02T07:01:00.000","MA","2011","AUDI","A5","WHITE","--PHIL'S TOW - CITY","MAGAZINE"
"15008525","SNOW EMERGENCY","GENERAL LOCATIONS IN CAMBRIDGE","2015-02-02T07:01:00.000","MA","2000","FORD","RANGER","BLACK","--PHIL'S TOW - CITY","MAGAZINE"
"15008525","SNOW EMERGENCY","GENERAL LOCATIONS IN CAMBRIDGE","2015-02-02T07:02:00.000","NH","1998","VOLK","JETTA",,"--PHIL'S TOW - CITY","MAGAZINE"
"15008525","SNOW EMERGENCY","GENERAL LOCATIONS IN CAMBRIDGE","2015-02-02T07:02:00.000","MA","2012","FORD","FOCUS","BLUE","--PHIL'S TOW - CITY","MAGAZINE"
"15008525","SNOW EMERGENCY","GENERAL LOCATIONS IN CAMBRIDGE","2015-02-02T07:35:00.000","MA","2006","FORD","FUSION","GRAY","--B&B TOW - CITY","CONCORD"
"15008525","SNOW EMERGENCY","GENERAL LOCATIONS IN CAMBRIDGE","2015-02-02T07:36:00.000","MA","2014","CADI","SRX","GRAY","--B&B TOW - CITY","CONCORD"
"15008525","SNOW EMERGENCY","GENERAL LOCATIONS IN CAMBRIDGE","2015-02-02T07:36:00.000","MA","2001","BMW","325CI","GRAY","--B&B TOW - CITY","CONCORD"
"15008525","SNOW EMERGENCY","GENERAL LOCATIONS IN CAMBRIDGE","2015-02-02T07:37:00.000","MA","2007","HOND","CIVIC","GRAY","--B&B TOW - CITY","CONCORD"
"15008525","SNOW EMERGENCY","GENERAL LOCATIONS IN CAMBRIDGE","2015-02-02T07:37:00.000","NY","2009","NISSAN","MURANO","WHITE","--PAT'S TOW - CITY","BAD"
"15008525","SNOW EMERGENCY","GENERAL LOCATIONS IN CAMBRIDGE","2015-02-02T07:38:00.000","NH","2012","HOND","ACCORD",,"--PAT'S TOW - CITY","BAD"
"15008525","SNOW EMERGENCY","GENERAL LOCATIONS IN CAMBRIDGE","2015-02-02T07:38:00.000","MA","2011","AUDI","A4","GRAY","--PHIL'S TOW - CITY","BAD"
"15008525","SNOW EMERGENCY","GENERAL LOCATIONS IN CAMBRIDGE","2015-02-02T07:39:00.000","MA","2010","GMC","ACADIA","BLACK","--PHIL'S TOW - CITY","BAD"
"15008525","SNOW EMERGENCY","GENERAL LOCATIONS IN CAMBRIDGE","2015-02-02T07:51:00.000","VT","4","FORD","TK","GRAY","--B&B TOW - CITY","CONCORD"
"15008525","SNOW EMERGENCY","GENERAL LOCATIONS IN CAMBRIDGE","2015-02-02T08:15:00.000","MA","2005","TOYT","CAMRY","GRAY","--B&B TOW - CITY","GARDEN ST"
"15008525","SNOW EMERGENCY","GENERAL LOCATIONS IN CAMBRIDGE","2015-02-02T08:15:00.000","MA","2015","SUBA","WRX","GRAY","--B&B TOW - CITY","GARDEN"
"15008525","SNOW EMERGENCY","GENERAL LOCATIONS IN CAMBRIDGE","2015-02-02T08:15:00.000","MA","2007","FORD","ESCAPE","WHITE","--B&B TOW - CITY","GARDEN"
"15008542","PRIVATE TOWS","GENERAL LOCATIONS IN CAMBRIDGE","2015-02-02T08:39:00.000","MA","2014","CHEV","EQUINO","WHITE","-PHIL'S TOW - PRIVATE","40 NORRIS ST. CC#2792"
"15008546","BLOCKED DRIVE","3XX PROSPECT ST","2015-02-02T09:29:00.000","MA","2010","ACUR","TSX","GRAY","--PAT'S TOW - CITY","366 PROSPECT ST"
"15008543","CHECK PARKING","0XX SURREY ST","2015-02-02T09:51:00.000","MA","2005","FORD","F150","BLACK","--B&B TOW - CITY","20 SURREY ST"
"15008525","SNOW EMERGENCY","GENERAL LOCATIONS IN CAMBRIDGE","2015-02-02T09:54:00.000","MA","2005","VOLV","S40","BLACK","--PHIL'S TOW - CITY","PUTNAM"
"15008525","SNOW EMERGENCY","GENERAL LOCATIONS IN CAMBRIDGE","2015-02-02T09:54:00.000","MA","2010","ACUR","TL","RED","--PHIL'S TOW - CITY","PUTNAM"
"15008525","SNOW EMERGENCY","GENERAL LOCATIONS IN CAMBRIDGE","2015-02-02T09:55:00.000","MA","2008","TOYT","HIGHLA","BLACK","--PHIL'S TOW - CITY","PUTNAM"
"15008525","SNOW EMERGENCY","GENERAL LOCATIONS IN CAMBRIDGE","2015-02-02T09:55:00.000","MA","1996","TOYT","AVALON","GREEN","--PHIL'S TOW - CITY","PUTNAM"
"15024368","MV OBSTRUCTING","0XX WALNUT AVE","2015-03-30T08:46:00.000","MA",,,,,"PAT'S TOW - CITY","11R"
"15008525","SNOW EMERGENCY","GENERAL LOCATIONS IN CAMBRIDGE","2015-02-02T09:56:00.000","MA","2002","VOLK","JETTA","BLUE","--PHIL'S TOW - CITY","PUTNAM"
"15008525","SNOW EMERGENCY","GENERAL LOCATIONS IN CAMBRIDGE","2015-02-02T09:56:00.000","MA","2000","TOYT","CAMRY","GRAY","--PHIL'S TOW - CITY","MAGAZINE"
"15008525","SNOW EMERGENCY","GENERAL LOCATIONS IN CAMBRIDGE","2015-02-02T09:56:00.000","MA","2006","BMW","330I","BLACK","--PHIL'S TOW - CITY","MAGAZINE"
"15008525","SNOW EMERGENCY","GENERAL LOCATIONS IN CAMBRIDGE","2015-02-02T09:57:00.000","MA","2005","HOND","ACCORD","RED","--PHIL'S TOW - CITY","MAGAZINE"
"15008525","SNOW EMERGENCY","GENERAL LOCATIONS IN CAMBRIDGE","2015-02-02T10:02:00.000","AR","7","MERC","MAR","BLACK","--PHIL'S TOW - CITY","PUTNAM"
"15008525","SNOW EMERGENCY","GENERAL LOCATIONS IN CAMBRIDGE","2015-02-02T10:03:00.000","MD","9",,,,"--PHIL'S TOW - CITY","PUTNAM"
"15008525","SNOW EMERGENCY","GENERAL LOCATIONS IN CAMBRIDGE","2015-02-02T10:56:00.000","MA","2001","GMC","SIERRA","GREEN","--PHIL'S TOW - CITY","PROSPECT"
"15008525","SNOW EMERGENCY","GENERAL LOCATIONS IN CAMBRIDGE","2015-02-02T10:57:00.000","MA","1998","TOYT","CAMRY","BLACK","--PAT'S TOW - CITY","HAMPSHIRE"
"15008525","SNOW EMERGENCY","GENERAL LOCATIONS IN CAMBRIDGE","2015-02-02T10:57:00.000","MA","2013","CHEV","CRUZE","GRAY","--PHIL'S TOW - CITY","HAMPSHIRE"
"15008525","SNOW EMERGENCY","GENERAL LOCATIONS IN CAMBRIDGE","2015-02-02T10:57:00.000","MA","2003","NISS","ALTIMA","BROWN","--PHIL'S TOW - CITY","HAMPSHIRE"
"15008525","SNOW EMERGENCY","GENERAL LOCATIONS IN CAMBRIDGE","2015-02-02T10:58:00.000","MA","2003","VOLK","JETTA","BLACK","--PAT'S TOW - CITY","HAMPSHIRE"
"15008525","SNOW EMERGENCY","GENERAL LOCATIONS IN CAMBRIDGE","2015-02-02T10:58:00.000","MA","2006","BMW","325I","BLUE","--PAT'S TOW - CITY","HAMPSHIRE"
"15008525","SNOW EMERGENCY","GENERAL LOCATIONS IN CAMBRIDGE","2015-02-02T10:59:00.000","MA","2013","HOND","CIVIC","BLUE","--PAT'S TOW - CITY","HAMPSHIRE"
"15008525","SNOW EMERGENCY","GENERAL LOCATIONS IN CAMBRIDGE","2015-02-02T10:59:00.000","MA","2015","CHEV","CRUZE","BLACK","--PAT'S TOW - CITY","HAMPSHIRE"
"15008525","SNOW EMERGENCY","GENERAL LOCATIONS IN CAMBRIDGE","2015-02-02T10:59:00.000","MA","2007","VOLV","S60","GRAY","--PAT'S TOW - CITY","HAMPSHIRE"
"15008525","SNOW EMERGENCY","GENERAL LOCATIONS IN CAMBRIDGE","2015-02-02T11:01:00.000","MA","2004","TOYT","CAMRY","RED","--PAT'S TOW - CITY","HAMPSHIRE"
"15008525","SNOW EMERGENCY","GENERAL LOCATIONS IN CAMBRIDGE","2015-02-02T11:01:00.000","MA",,,,,"--PAT'S TOW - CITY","HAMPSHIRE"
"15008525","SNOW EMERGENCY","GENERAL LOCATIONS IN CAMBRIDGE","2015-02-02T11:02:00.000","MA","2014","SUBA","IMPREZ","BLUE","--PAT'S TOW - CITY","HAMPSHIRE"
"15008525","SNOW EMERGENCY","GENERAL LOCATIONS IN CAMBRIDGE","2015-02-02T11:07:00.000","MA",,,,,"--B&B TOW - CITY","MASS"
"15008525","SNOW EMERGENCY","GENERAL LOCATIONS IN CAMBRIDGE","2015-02-02T11:08:00.000","MA","2000","CHEV","BLAZER","GRAY","--B&B TOW - CITY","MASS"
"15008525","SNOW EMERGENCY","GENERAL LOCATIONS IN CAMBRIDGE","2015-02-02T11:09:00.000","MA","2005","MAZD","3","GRAY","--B&B TOW - CITY","MASS"
"15008525","SNOW EMERGENCY","GENERAL LOCATIONS IN CAMBRIDGE","2015-02-02T11:10:00.000","MA","1996","FORD","EXPLOR","RED","--B&B TOW - CITY","MASS"
"15008525","SNOW EMERGENCY","GENERAL LOCATIONS IN CAMBRIDGE","2015-02-02T11:14:00.000","MA","2007","TOYT","COROLL","GRAY","--B&B TOW - CITY","MASS"
"15008525","SNOW EMERGENCY","GENERAL LOCATIONS IN CAMBRIDGE","2015-02-02T11:15:00.000","MA","2011","AUDI","Q5","BLACK","--B&B TOW - CITY","MASS"
"15008525","SNOW EMERGENCY","GENERAL LOCATIONS IN CAMBRIDGE","2015-02-02T11:25:00.000","MA","11","TOY","RAV4","BLACK","--B&B TOW - CITY","MASS"
"15008525","SNOW EMERGENCY","GENERAL LOCATIONS IN CAMBRIDGE","2015-02-02T11:26:00.000","FL","99","ACUR",,"GREEN","--B&B TOW - CITY","MASS"
"15008525","SNOW EMERGENCY","GENERAL LOCATIONS IN CAMBRIDGE","2015-02-02T11:35:00.000","MA","2012","SUBA","LEGACY","BLACK","--B&B TOW - CITY","GARDEN"
"15008525","SNOW EMERGENCY","GENERAL LOCATIONS IN CAMBRIDGE","2015-02-02T11:43:00.000","MA","2008","FORD","CROVIC","BLUE","--B&B TOW - CITY","GARDEN"
"15008525","SNOW EMERGENCY","GENERAL LOCATIONS IN CAMBRIDGE","2015-02-02T12:29:00.000","MA","2013","VOLK","GTI","BLACK","--PHIL'S TOW - CITY","BROADWAY"
"15008525","SNOW EMERGENCY","GENERAL LOCATIONS IN CAMBRIDGE","2015-02-02T12:30:00.000","MA","2008","AUDI","A4","GRAY","--PHIL'S TOW - CITY","BROADWAY"
"15008525","SNOW EMERGENCY","GENERAL LOCATIONS IN CAMBRIDGE","2015-02-02T12:30:00.000","MA","2005","TOYT","CAMRY","GRAY","--PHIL'S TOW - CITY","BROADWAY"
"15008525","SNOW EMERGENCY","GENERAL LOCATIONS IN CAMBRIDGE","2015-02-02T12:31:00.000","MA","2003","FORD","EXPLOR","BLACK","--PHIL'S TOW - CITY","BROADWAY"
"15008525","SNOW EMERGENCY","GENERAL LOCATIONS IN CAMBRIDGE","2015-02-02T12:31:00.000","MA","2014","CHEV","VOLT","GRAY","--PHIL'S TOW - CITY","BROADWAY"
"15008525","SNOW EMERGENCY","GENERAL LOCATIONS IN CAMBRIDGE","2015-02-02T12:31:00.000","MA","2004","AUDI","A4","GRAY","--PHIL'S TOW - CITY","RIVER"
"15008525","SNOW EMERGENCY","GENERAL LOCATIONS IN CAMBRIDGE","2015-02-02T12:32:00.000","MA","1997","VOLV","850","GREEN","--PHIL'S TOW - CITY","RIVER"
"15008525","SNOW EMERGENCY","GENERAL LOCATIONS IN CAMBRIDGE","2015-02-02T12:32:00.000","MA","2004","HOND","CIVIC","GRAY","--PHIL'S TOW - CITY","RIVER"
"15008525","SNOW EMERGENCY","GENERAL LOCATIONS IN CAMBRIDGE","2015-02-02T12:32:00.000","MA","2010","NISS","ALTIMA","BLACK","--PHIL'S TOW - CITY","RIVER"
"15008525","SNOW EMERGENCY","GENERAL LOCATIONS IN CAMBRIDGE","2015-02-02T12:32:00.000","MA","2014","SUBA","CROSST","BLACK","--PHIL'S TOW - CITY",
"15008525","SNOW EMERGENCY","GENERAL LOCATIONS IN CAMBRIDGE","2015-02-02T13:22:00.000","MA","2014","SUBA","CROSST","GRAY","--PAT'S TOW - CITY","CAMBRIDGE"
"15008525","SNOW EMERGENCY","GENERAL LOCATIONS IN CAMBRIDGE","2015-02-02T13:22:00.000","MA","2014","TOYT","COROLL","WHITE","--PHIL'S TOW - CITY","CAMBRIDGE"
"15008525","SNOW EMERGENCY","GENERAL LOCATIONS IN CAMBRIDGE","2015-02-02T13:24:00.000","RI","2002","VOL",,"GOLD","--PHIL'S TOW - CITY","CAMBRIDGE"
"15008525","SNOW EMERGENCY","GENERAL LOCATIONS IN CAMBRIDGE","2015-02-02T13:24:00.000","MA","1997","CHEV","S10","RED","--PHIL'S TOW - CITY","CAMBRIDGE"
"15008525","SNOW EMERGENCY","GENERAL LOCATIONS IN CAMBRIDGE","2015-02-02T13:25:00.000","MA","2009","KIA","SPECTR","GRAY","--PHIL'S TOW - CITY","CAMBRIDGE"
"15008525","SNOW EMERGENCY","GENERAL LOCATIONS IN CAMBRIDGE","2015-02-02T13:26:00.000","MA","2007","BMW","328XI","GRAY","--PHIL'S TOW - CITY","CAMBRIDGE"
"15008525","SNOW EMERGENCY","GENERAL LOCATIONS IN CAMBRIDGE","2015-02-02T13:26:00.000","MA","2014","TOYT","CAMRY","BLACK","--PHIL'S TOW - CITY","CAMBRIDGE"
"15008525","SNOW EMERGENCY","GENERAL LOCATIONS IN CAMBRIDGE","2015-02-02T13:27:00.000","MA","2014","VOLK","JETTA","GRAY","--PHIL'S TOW - CITY","CAMBRIDGE"
"15008525","SNOW EMERGENCY","GENERAL LOCATIONS IN CAMBRIDGE","2015-02-02T13:27:00.000","MA","2008","HOND","CRV","BLUE","--PHIL'S TOW - CITY","CAMBRIDGE"
"15008525","SNOW EMERGENCY","GENERAL LOCATIONS IN CAMBRIDGE","2015-02-02T13:27:00.000","MA","2012","HOND","CIVIC","GRAY","--PHIL'S TOW - CITY","CAMBRIDGE"
"15008525","SNOW EMERGENCY","GENERAL LOCATIONS IN CAMBRIDGE","2015-02-02T13:34:00.000","MA","2011","SUBA","FOREST","BLUE","--PHIL'S TOW - CITY","MASS"
"15008525","SNOW EMERGENCY","GENERAL LOCATIONS IN CAMBRIDGE","2015-02-02T13:37:00.000","MD","97","TOY","TK",,"--PHIL'S TOW - CITY","BROADWAY"
"15008525","SNOW EMERGENCY","GENERAL LOCATIONS IN CAMBRIDGE","2015-02-02T13:40:00.000","MA","2009","HOND","CRV","BLACK","--B&B TOW - CITY","JFK"
"15008525","SNOW EMERGENCY","GENERAL LOCATIONS IN CAMBRIDGE","2015-02-02T15:21:00.000","NH","2011","FORD","ESCAPE",,"--PHIL'S TOW - CITY","CAMBRIDGE"
"15008525","SNOW EMERGENCY","GENERAL LOCATIONS IN CAMBRIDGE","2015-02-02T15:22:00.000","MA","2003","CHEV","SILVER","RED","--PHIL'S TOW - CITY","CAMBRIDGE"
"15008525","SNOW EMERGENCY","GENERAL LOCATIONS IN CAMBRIDGE","2015-02-02T15:22:00.000","MA","2001","JEEP","GRACHE","BLUE","--PHIL'S TOW - CITY","CAMBRIDGE"
"15008607","MV STOP","BROOKLINE ST","2015-02-02T16:14:00.000","CO","2002","HONDA","CRV","BLUE","--B&B TOW - CITY","EXPIRED REG"
"15008607","MV STOP","BROOKLINE ST","2015-02-02T16:16:00.000","CO","2002","HONDA","CRV","BLUE","--B&B TOW - CITY","EXPIRED REG"
"15008617","MV OBSTRUCTING","ELLERY ST","2015-02-02T16:49:00.000","MA","2010","TOYT","COROLL","BROWN","--PAT'S TOW - CITY","MV OBSTRUCTING"
"15008612","MV OBSTRUCTING","0XX WINTER ST","2015-02-02T16:50:00.000","MA","1998","CHEV","VAN","RED","--B&B TOW - CITY","MV OBSTRUCTING.PUBLIC SAFETY"
"15008617","MV OBSTRUCTING","ELLERY ST","2015-02-02T17:05:00.000","MA","2010","TOYT","COROLL","BROWN","--PAT'S TOW - CITY","MV OBSTRUCTING"
"15008617","MV OBSTRUCTING","ELLERY ST","2015-02-02T17:06:00.000","MA","2008","HYUN","ELANTR","BLACK","--PHIL'S TOW - CITY","MV OBSTRUCTING"
"15008617","MV OBSTRUCTING","ELLERY ST","2015-02-02T17:06:00.000","MA","2010","TOYT","COROLL","BROWN","--PAT'S TOW - CITY","MV OBSTRUCTING"
"15008617","MV OBSTRUCTING","ELLERY ST","2015-02-02T17:06:00.000","MA","2010","TOYT","COROLL","BROWN","--PAT'S TOW - CITY","MV OBSTRUCTING"
"15008542","PRIVATE TOWS","GENERAL LOCATIONS IN CAMBRIDGE","2015-02-02T20:24:00.000","MA","2004","FORD","LGTCON","GRAY","-PHIL'S TOW - PRIVATE","S AND S LOT HAMPSHIRE ST"
