"producer","contact_name","street_address","city","province","postal_code","phone","fax","email","website","hours","brands"
"Kentville Farmers Market","Catherine Coles","Centre Square, Downtown Kentville","Kentville","Nova Scotia",,"(902) 679-2514",,"marketmanager@kentville.ca","http://www.kentvillefarmersmarket.com","Wednesdays, 10am - 2pm May to October – Kentville Centre Square November to April – 38 Cornwallis Street Kentville",
"Kevin's Greenhouse","Kevin Berry","472 Highway 311","North River","Nova Scotia","b6l6g8","1 (902) 890-6036",,"kevinsgreenhouse@gmail.com",,"Call my cell",
"King Limousin Farm",,"59 new road Dayton","Yarmouth","Nova Scotia","B5A 4A8","(902) 742-2187",,"hgking@eastlink.ca","http://www.kinglimousinfarm.com/","Meat is available at Yarmouth Natural Food Store, Thousand Hill Farms, and the Yarmouth Farmers Market",
"Kings Produce","Carolyn Bishop","PO Box 157","Canning",,"B0P 1H0","1 (902) 582-3387","1 (902) 542-9501","cebishop@kingsproduce.ns.ca","http://www.kingsproduce.ns.ca",,
"Kingsville Farm","Jamie or Laura","34 Dans Lane","Kingsville",,"B0E 3L0","(902) 302-0735",,"kingsvillefarm@yahoo.ca","http://www.kingsvillefarm.com","Farm in open from June to Oct",
"Kittilsen's Honey","Paul Kittilsen, Lori Kittilsen","80 George Weatherby, RR # 1 Debert","Debert",,"B0M 1G0","1 (902) 662-4072",,"Pl.kittilsen@ns.sympatico.ca",,,
"Knoydart  Farm","Frazer Hunter","7037 Route 245","Merigomish, Antigonish County","Nova Scotia","B0K 1G0","(902) 867-1305",,"knoydart@tncweb.ca","https://www.knoydartfarm.org/",,
"Kredls Corner Market",,"1171 Main St","Hampton","Nova Scotia","E5N 6G5",,,,,,
"Krispi Kraut","Kevin Rhodenizer","RR # 3 Lunenburg","Lunenburg",,"B0J 2C0","(902) 634-3711","(902) 634-3711","mrkrispi@bwr.eastlink.ca",,,"Krispi Kraut"
"L'Acadie Vineyards","Bruce Ewert","310 Slayter Rd","Gaspereau","Nova Scotia","B4P 2R1","1 (902) 542-8463",,"info@lacadievineyards.ca","http://www.lacadievineyards.ca/","May to October - 11-5 Daily 10-5 Saturday  October to December - Open Saturdays","Prestige Brut Estate, Vintage Cuvee, Passito"
"LaHave Bakery","Shelley Tracey","3421 Hwy 331","LaHave","Nova Scotia","B0R 1C0","(902) 688-2908","(902) 688-1083",,,,"LaHave Bakery"
"Lahave River Berry Farm Inc.","Melissa","5216 Hwy 332","Middle Lahave","Nova Scotia","B4V 3L9","1 (902) 521-1701",,"melissa@lahaveriverberryfarm.ca","https://lahaveriverberryfarm.ca/","Summer hours 9am to 7pm Winter hours 9am to 5pm","Lahave River Berry Farm Inc. Berry's Berries, Berry's Blooms, Gaia Green, Neptune's Harvest, Myke Pro, and more!"
"Laughing Whale Coffee Roasters","Steven Zubalik","263 Lincoln Street","Lunenburg","Nova Scotia","B0J 2C0","(902) 527-3154",,"info@laughingwhalecoffee.com","http://www.laughingwhalecoffee.com","Thursday at Lunenburg Farmers' Market, Saturday at Historic Farmers' Market, Seaport Market in Halifax.  Products also available at: Pete's Frootique, Planet Organic, Mariposa Natural Market, Local Source, Humani-t Cafe, Coastal Cafe, Kate's Pantry, Designer Cafe, Fulton's General Store, LaHave Bakery.","Laughing Whale"
"Lazy Brook Farm","Darlene Hill & Garry Messom","975-9 Rafuse Rd","Waterville","Nova Scotia","B0P 1V0","1 (902) 538-1626","1 (902) 538-1091","darlenehill@eastlink.ca","http://www.lazybrook.ca","Open whenever we’re home so best to call first to arrange a pickup time 902 670 6128",
"Lequille Country Store",,"9543 Highway 8","Annapolis Royal","Nova Scotia","B0S 1A0","1 (902) 532-5362",,,,,
"Les Marchés de la Baie",,"3255 Route 1, Belliveau Cove (Beside the wharf)","Belliveau's Cove","Nova Scotia","B0W 1J0","1 (902) 769-2302",,"sheila.leblanc.joyce@gmail.com","http://www.belliveau-cove-market.blogspot.com","Saturdays, 9am - 1pm May to September  This covered outdoor market has approximately 16 vendors featuring produce, organic produce, venison, baked goods, crafts, baskets, carving.  Monthly indoor market the rest of the year at Rendez-Vous de la Baie, 23 Lighthouse Road, Church Point.",
"Linden Leas Choice Beef",,"8473 Route 366","Linden","Nova Scotia","B4H 3Y2","(902) 661-4366","(902) 661-0506",,"http://www.lindenleas.ca",,
"Lismore Sheep Farm Wool Shop","John Crawford","1389 Louisville Road","River John","Nova Scotia","B0K 1N0","1 (902) 351-2889",,"john.crawford@ns.sympatico.ca","http://www.lismoresheepfarmwoolshop.com","Open May - December 10am-4pm",
"Lismore Sheep Farm Wool Shop, River John, NS",,"1389 Louisville Rd","River John","Nova Scotia","B0K 1No",,,,,,
"Localmotive Farm","Jody Nelson","601 Cabot Trail","Hunters Mountain","Nova Scotia","B0E 1B0","(902) 489-5634",,"localmotivefarm@gmail.com","http://www.localmotivefarm.com",,
"Local Source Market (Halifax)","Sean Gallagher","2530 Agricola Street","Halifax","Nova Scotia","B3K 4C5","(902) 454-6014",,"localsourceadmin@gmail.com","http://localsourcemarket.com/","Monday to Friday: 9 AM – 7 PM Saturday: 10 AM – 6 PM Sunday: 10 AM – 4 PM",
"Lore's Strawberry Farm","JACKSON LORE","5505 Upper Clyde Road","SHELBURNE/MIDDLE CLYDE RIVER","Nova Scotia","B0T 1W0","(902) 875-2102","(902) 875-1607","strawberryguyns@gmail.com",,"U-pick and pre-picked blueberries, strawberries and rhubarb available.  For all U-picks please call ahead for hours and season of operation.",
"Lunenburg County Winery","Heather Sanft","813 Walburne Road","Mahone Bay",,"B0J 2E0","1 (902) 644-2415","1 (902) 644-3416","info@canada-wine.com","http://www.canada-wine.com","Wine available at NSLC province wide. Winery tours and tastings available.   U-pick blueberries and raspberries from mid-July to mid-August.   For all U-picks please call ahead for hours and season of operation.  Blueberries available at Sobeys stores in the Metro area, Pete's Frootique, and Farmer Clems.",
"Lunenburg Farmers' Market","Ashley Marlin","17 Green St","Lunenburg","Nova Scotia","B0J 2C0","(902) 277-1697",,"info@lunenburgfarmersmarket.ca","http://www.lunenburgfarmersmarket.ca","Thursdays mornings year-round May-Decenber 8 am to 12 noon January-April 8:30 am - 12:00 pm",
"Lunenburg Pudding and Sausage Company","Richard Greek","276A St. Phillips Street","Bridgewater",,"B4V 1W8","1 (902) 543-2441","1 (902) 543-7966",,,,"Lunenburg Pudding, Sausage - Homemade Style Mincemeat."
"Lunn's Mill Beer Company Ltd.","Chantelle Webb","515 Highway 201","Lawrencetown","Nova Scotia","B0S 1M0","(902) 584-2217",,"info@lunnsmill.beer","https://lunnsmill.beer","Thursday 3:30 -6:30pm Friday 12-6pm  Wednesday at Kentville Farmers Market 10-1",
"Mabou Farmers' Market","Ann Sherrington","186 Mabou Harbour Rd","Mabou",,"B0E 1X0","1 (902) 787-2323",,"maboufarmersmarket@gmail.com","http://www.maboufarmersmarket.ca/","Sundays, 11 am - 2 pm  June to October at Mabou Arena November to December, Dalbrae Academy",
"Mac Berry Farms",,"1279 Sherman Belcher Rd","Centreville","Nova Scotia","B0P 1J0","(902) 678-3961",,,"http://macberryfarms.ca/","For all U-picks please call ahead for hours and season of operation.",
"MacDougall Meadows",,"3110 Highway 215","Newport Corner, NS","Nova Scotia",,"(902) 527-7721",,"macdougallmeadows@gmail.com","https://macdougallmeadows.com","Open for farm gate pickup anytime, but please call or email first.",
"MacLean's U-pick","Peter & Donnie MacLean","1487 Greenhill Road","Durham, Pictou County",,"B0K 1H0",,,,"https://www.facebook.com/#!/pages/MacLeans-Strawberries/142206609248403?...","June/July",
"MacNutts Maple Syrup","Alex MacNutt","6011 Hwy 311","Earltown","Nova Scotia","B0K 1V0","1 (902) 657-2843",,,,"Open during maple season (tours available) and  by chance through the year","MacNutts Maple"
"MacRae's Rocky Ridge Maple","Alec & Gayle MacRae","2668 Hwy 311","Upper North River, NS","Nova Scotia","B6L 6J7","1 (902) 897-6902",,"macraesrockyridge@gmail.com","http://www.macraesmaple.ca/","Open daily by chance or call ahead at 902 897-6902","MacRae's Rocky Ridge Maple"
"Mad Gringo Hot Sauce","Jordan Engman","64 Kelly Drive Williamswood","WILLIAMSWOOD","Nova Scotia","B3V 1E8","(416) 206-4598",,"gringo@madgringohotsauce.com","http://www.canadianhotsauce.com","Not open to public",
"M.A. Hatt & Son Limited","Ralph Hatt","405 Highway 324RR#3 Lunenberg","Lilydale",,"B0J 2C0","1 (902) 634-8407","1 (902) 634-8407","mahattandson@eastlink.ca",,,
"Mallett's Gourmet","James or Michelle Mallett","510 Les Collins Ave","West Chezzetcook",,"B0J 1N0","(902) 827-4810",,"maplepepper@eastlink.ca","http://www.maplepepper.ca",,
"Manning's Family Farm Market",,"50 Oakdale Lane","Falmouth","Nova Scotia","B0P 1L0","1 (902) 798-4541",,,"http://manningfamilyfarm.ca/",,
"Maple Mist Farm","Peter Grant","1927 Kemptown Road","Colchester",,"B0N 1Y0","1 (902) 657-3711",,"cegrant@novascotia.sympatico.ca","http://www.maplemist.ca","Please call ahead. Products are also available to order through our website.",
"Maple Shade Gardens","Bernhard and Linda Loewen","RR 1, 1285 Finley Rd.","Upper Kennetcook","Nova Scotia","B0N 2L0","1 (902) 369-2235","1 (902) 369-2064",,,"Available at Truro Farmers Market",
"Mapleton Enterprises Limited",,"RR # 1 Southampton","Southampton",,"B0M 1W0","(902) 546-2844",,,,,"Mapleton Enterprises Ltd."
"Marie and Guy's House Bread French Bakery","Guy or Marie","609 Main StreetP0 Box : 351","Kingston",,"B0P 1R0","1 (902) 341-2093",,"baguettecroissantbrioche@yahoo.ca",,"7:00 am - 5:30 pm",
"Maritime Express Cider","Jimi Doidge","325 Main Street","Kentville","Nova Scotia","B4N 1K5","1 (902) 681-5105",,"info@maritimeexpress.ca","https://www.maritimeexpress.ca/","Monday 11a.m.–10p.m. Tuesday 11a.m.–10p.m. Wednesday 11a.m.–10p.m. Thursday 11a.m.–10p.m. Friday 11a.m.–11p.m. Saturday 11a.m.–11p.m. Sunday 11a.m.–5p.m.",
"Marshdale Farms","Megan Balodis","2731 White Hill Rd","Hopewell","Nova Scotia","B0K 1C0","(902) 923-2323",,"marshdale_farms@hotmail.com","http://www.marshdalefarms.ca/","We are open by appointment, and can be contacted through email, phone, or social media (Facebook and Instagram).",
"Mary's African Cuisine","Mary Nkrumah","1701 Barrington St.","Halifax","Nova Scotia","B3J 2A4","(902) 789-4548",,"noblemay@yahoo.com",,"Mondays to Fridays 9 am - 7 pm, Saturday 9 am - 6 pm, Sunday 10 am - 2 pm At the Seaport Market on Fridays from 10am to 5pm, Saturdays from 7:00am-3:00pm, and Sundays from 9am to 3pm.  We are also open whenever a cruise ship is in town, which means almost every day in July, August, September and November!",
"Mary's Bread Basket","Mary Mohammed, Joy Strickland, Dale Beagsley","1496 Lower Water Street","Halifax",,"B3J 1R9","(902) 423-2974",,,"http://www.facebook.com/pages/Marys-Bread-Basket/139841906061682",,"Mary's Bread Basket"
"McCulloch Family Bakery","Lesley McCulloch","175 George St.","Stewiacke",,"B0N 2J0","1 (902) 639-1202",,"jjstorage@eastlink.ca","http://www.mccullochbakery.com/",,
"Meadowbrook Meat Market","Margie Lamb","318 Pleasant Valley Rd","Berwick","Nova Scotia","B0P 1E0","(902) 538-1106","(902) 538-8284","meadowbrookfarm@ns.sympatico.ca","http://www.meadowbrookmeatmarket.com/index.html","Mon-Wed 8:30-5:30, Thurs & Fri 8:30-8, Sat 8:30-5:30",
"Melvin Farms Ltd.","Richard Melvin","420 North Medford Rd.Canning","RR# 2 Canning",,"B0P 1H0","1 (902) 582-7939",,"farm@vitabite.com","http://www.vitabite.com","N/A   Products can be purchased at major retail stores and farm markets throughout Atlantic Canada.",
"Merigomish Schoolhouse Market & Cafe","David","1682 Hwy # 245","Merigomish","Nova Scotia",,,,"merigomishcommunitycentre@gmail.com","http://pcnagr.ca/index.php/farms/detail/farm_merigomish_cafe_market","Sundays 10 am - 1 pm  June to mid-Dec.",
"Mid Valley Farmers Market",,"1151 Bridge St.","Kingston","Nova Scotia","B0P 1R0",,,,"http://www.midvalleymarket.com","3-6 pm Fridays from the end of June until Thanksgiving",
"Millen Farms Ltd.","Curtis or Ann Millen","80 Little Dyke Road","Great Village",,"B0M 1L0","1 (902) 662-3848","1 (902) 662-2891","amcgmillen@eastlink.ca",,"Call 662-3848 for Strawberry U-pick hours",
"MMF Fisheries Ltd.",,"1279 Route 335","Middle West Pubnico",,"B0W 2M0","(902) 762-2876",,"gnbabin@ns.sympatico.ca",,,
"Mon Espoir Farm","David Brennick","165 Villa Drive","Little Bras D'Or",,"B1Y 2Y4","1 (902) 736-3086",,"dbrennick@syd.eastlink.ca",,"Available at the Cape Breton Farmers Market",
"Moon Fire Farm",,"233 Cogmagun Rd RR#1","Centre Burlington","Nova Scotia","B0N 1E0","1 (902) 757-1912",,"kimmchi@gmail.com","http://www.facebook.com/pages/Moon-Fire-Farm/206341839405686?sk=wall","Community Shared Agriculture (CSA) program - weekly produce box for shareholders. Weekly share for 23 weeks (June - November). Deliveries into Halifax.  CSA members can also supplement their basket with free range all natural eggs and chicken. We also provide our preserves (including pasta sauce, spicy beans, pickles, jams) to CSA members at wholesale prices.",
"Moorbern Farms","Jack or Cynthia Bernier","1438 Highway 236","Scotch Village","Nova Scotia","B0N 2G0","(902) 757-1666",,"moorbern@gmail.com","http://www.moorbern.weebly.com","""Chicken"" with us before you visit please. Farmers could be outstanding in their field!",
"Morse's Farm Ltd.","Anthony or Linda Morse","114 Main Street","Berwick","Nova Scotia","B0P 1E0","(902) 538-8446","(902) 538-5953","morsesfarm@gmail.com","http://www.morsesfarm.ca",,
"Mosaic Market",,"141 Water Street","Windsor","Nova Scotia","B0N 2T0",,,,,,
"Mountain Farm U-Pick","Margaret Minney","901 Mountain Road","River John","Nova Scotia","B0K 1N0","1 (902) 351-2821",,"minneymargaret@gmail.com",,"Monday - Saturday 9am - 7pm in Season. U-pick and also fruit picked to order.  For all U-picks please call ahead for hours and season of operation.",
"Mountain River Farm","Cory &Tarra","712 Torbrook rd West","Wilmot","Nova Scotia","B0P 1W0","(902) 825-9257",,"tspelton@gmail.com","http://mountainriverfarm.weebly.com/","Monday - Saturday 10 am - 6 pm  Sunday Closed ( Appointment Only)",
"Mr. Donair Ltd.","Michelle Mitchelmore","386 Herring Cove Rd.","Halifax",,"B3R 1W4","1 (902) 477-7555","1 (902) 479-1017",,"http://www.mrdonair.com",,"Mr. Donair"
"Musquodoboit Harbour Farmers' Market","Leslie Savoy","67 Park Road","Musquodoboit Harbour","Nova Scotia","B0J 2L0","1 (902) 220-9114",,"info@mhfarmersmarket.ca","http://www.mhfarmersmarket.ca/","Sundays, 9 am - 1 pm",
"Naturally Nova Scotia Health Products Ltd.","Nancy Smithers","2769 Lawrencetown Road","Dartmouth","Nova Scotia","B2Z 1L3","(902) 434-7206","(902) 435-3698","info@naturallynovascotia.com","http://www.naturallynovascotia.com",,"Naturally Nova Scotia, Nova Scotia Natural"
"Nature's Cove","Shauna Lucas","364 Bedford Highway","Halifax","Nova Scotia","B3M 2L1","1 (902) 443-5151",,"naturescove@hotmail.ca",,,
"Nature's Natural Solutions (NNS)","Tracy Tappin","Post Road","Antigonish","Nova Scotia","B2G 2K5","1 (902) 870-5160",,"nns@ns.sympatico.ca","http://www.goatmilkskincare.com","Open Year Round",
"Neily's Greenhouse and Gardens","Will Neily","10139 HWY 1","Paradise","Nova Scotia","B0S 1R0","1 (902) 584-2001",,"Will@neilysgreenhouse.com","http://www.NeilysGreenhouse.com","May-Nov.",
"New Glasgow Farmers Market","Natalie Gordon","Riverfront Dome, 115 Jury St","New Glasgow",,"B2H 2N6","1 (902) 301-9087",,"ngfarmmarket@gmail.com","http://www.ngfarmers.ca/","Saturdays  8:30 am - 12 noon May to October",
"New Ross Country Farmers Market","Rubia Hutt","Ross Farm Museum, 4568 Route 12","New Ross",,"B0J 2M0","1 (902) 689-2414",,"rbhutt@eastlink.ca","http://museum.gov.ns.ca/rfm/en/home/whattoseedo/countryfarmmarket.aspx","Saturdays 9am - 12:30pm June to Thanksgiving",
"Nictaux Farms","Ivan Shilliday","8395 Highway 201 (Nictaux West)","Middleton","Nova Scotia","B0S 1P0","1 (902) 825-4600",,"ivanshilliday@msn.com","http://nictauxfarms.tripod.com/mrbean","9 am - 5 pm  We grow dried yellow eye baking beans, potatoes and pumpkins. Our beans are available through Pricechopper and Foodland and from Goucher's Farm Market and Masstown Market. They can also be bought from the farm year round. Our potatoes are a late season variety and will be available at the farm from early October until May (if not sold out).",
"Night Owl Coffee Roasters",,"36188 Cabot Trail","Ingonish","Nova Scotia","B0C 1K0",,,,,,
"Noggins Corner Farm at Alderney Landing",,"2 Ochterloney Street","Dartmouth","Nova Scotia","B2Y 3Z3",,,,,,
"Noggins Corner Farm Ltd.",,"10009 Hwy 1","Greenwich","Nova Scotia","B4P 2R2","(902) 542-5515","(902) 542-1791","cebishop@nogginsfarm.ca","http://www.nogginsfarm.ca","Farm Market Open 8-8 Year Round  U-Picks, Corn maze, and haunted house open seasonally - please contact for details and season of operation.   For U-Pick Apples - Many varieties in season.",
"Noggins Corner Farm Market",,"10 009 Hwy #1","Greenwich","Nova Scotia","B4P 2R2","1 (902) 542-5515",,"sales@nogginsfarm.ca","http://www.nogginsfarm.ca/","8:00 am to 8:00 pm Monday  - Sunday",
"Norbert's Good Food","Norbert Kungl or Minga Mintz","1209 Marginal Rd","Halifax","Nova Scotia","B3H 4P7","(902) 420-0376",,,"http://www.selwoodgreen.com","Monday 8-5 (closed Jan-April) Tuesday-Friday 8-5 Saturday 7-4 Sunday 9-4",
"North Mountain Market","Patrick Whiteway","3201 Long Point Road","Harbourville","Nova Scotia","B0P 1E0",,,"UnitedTapestry@gmail.com",,"Saturday 9:00 am to 1:00 pm June 1 to October 12, 2019",
"Northumberland Lamb Marketing Co-op","Michael Isenor","24 Brookside Branch Road","Truro","Nova Scotia","B2N 5B1","1 (902) 895-4262",,"northumberlamb@gmail.com","http://northumberlamb.ca/",,"Northumberlamb"
"Nova Agri Inc.","Andrea Palmer","1225 Middle Dyke Road","Centreville",,"B0P 1J0","1 (902) 582-1445","1 (902) 582-3676","novaagri@mycountrymagic.com","http://www.novaagri.com",,"Country Magic, Love Life"
"Nova Scotia Arctic Charr",,"15 Tower Rd.","Truro",,"B2N 5A9","1 (902) 893-4812","1 (902) 893-8880",,"http://www.nsarcticcharr.com/",,
"Nova Scotia Fisherman Extreme Skin Care","info@novascotiafisherman.com","15 Jones road","New Minas","Nova Scotia","B4N 3N2","(888) 681-1362",,"info@novascotiafisherman.com","http://www.novascotiafisherman.com/",,
"NovaScotian Crystal",,"5080 George Street","Halifax","Nova Scotia","B3J 1M4","(888) 977-2797","(877) 977-2797","customerservice@novascotiancrystal.com","http://www.novascotiancrystal.com","Showroom Hours 9:00AM-6:00PM, Sat-Sun 10:00AM-5:00PM","NovaScotian Crystal"
"Nova Scotia Organics","Jeremy Hunter","2769 Lawrencetown Road","Lawrencetown","Nova Scotia","B2Z 1L3","1 (902) 434-7206",,"jeremy.hunter@novascotiaorganics.com","http://www.novascotiaorganics.ca",,"Nova Scotia Organics"
"Oak Manor Farms","Jamie Cornetta","5094 Hwy 215","Summerville","Nova Scotia","B0N 2K0","(902) 633-2494","(902) 633-2494",,,,
"Oakview Farm","Jennifer/Kevin Graham","7 Longspell Rd.","Kingsport","Nova Scotia","B0P 1H0","(902) 582-7454",,"oakview@xcountry.tv","http://www.facebook.com/OakviewFarmAndGreenhouse","8am - 6pm. We are a non spray farm.  For all U-picks please call ahead for hours and season of operation.",
"O.H. Armstrong Ltd.","Order Desk - 1-800-661-6331.","1478 Park Road","Kingston",,"B0P 1R0","1 (902) 765-3311","1 (902) 765-3856","sales@oharmstrong.ca","http://www.oharmstrong.ca",,"Armstrong"
"O'Neil Fisheries",,"144 Water Street","Digby",,"B0V 1A0","1 (902) 245-6528",,,"http://www.oneilfisheries.com/",,"Royal Fundy"
"Ouest-Ville Perennials",,"1250 Argyle Sound Road","West Pubnico","Nova Scotia","B0W 3S0",,,,"http://www.ouestvilleperennials.com/",,
"Oxford Berry Farm","Kent and Cindy Thompson","115 KNOL DRIVE","Oxford",,"B0M 1P0","(902) 552-2029",,,,"U-Pick available July 1st Road side stand on Main St., Oxford  (beside Tim Horton's)",
"Oxford Frozen Foods",,"4881 Main Street","Oxford",,"B0M 1P0","1 (902) 447-2100","1 (902) 447-2102","sales@oxfordfrozenfoods.com","http://www.oxfordfrozenfoods.com/",,
"Parker Farm","Lisa Redden","1121 Woodville Rd.","Ashdale, Hants County","Nova Scotia","B0N 2A0","(902) 790-4407",,"ashdaleparkerfarm@outlook.com","http://www.parkerfarm.ca","Please contact us to order or to visit the farm",
"Partners For Care Farmers Market at the QEII","Karen Mills","Terrace of VG Centennial Building, 1276 South Park St","Halifax",,"B3H 2Y9","(902) 473-7048",,"karen.mills@cdha.nshealth.ca",,"Fridays, 10 am to 2 pm, year-round.   Featuring fresh produce, bakery, fish, meat, coffee, organic and gluten-free products, and more.",
"Peach Pit Farm Market",,"2830 Hwy #221","Dempsey's Corner","Nova Scotia","B0P 1C0","1 (902) 847-0872","1 (902) 847-0907","blomidon@ns.sympatico.ca",,"Open mid-August until the end of October, daily 10am to 5pm.  Closed on Sundays  The largest peach grower in the valley. Our peaches are tree ripened and hand picked for the ultimate in flavor and quality.",
"Peasant's Pantry",,"4491 Highway 12","New Ross","Nova Scotia","B0J 2M0","1 (902) 365-5964",,"deli@peasantspantry.ca","http://www.peasantspantry.ca","Summer: Wed-Thurs 9-6 / Fri-Sat 9-8 / Sun-Mon 9-6 / Tues closed Open 12 months of the year - Hours vary slightly by season. For up-to-date open hours, visit our website or Facebook page.",
"Peggy's Cove Farm",,"8957 Peggy's Cove Road","Indian Harbour","Nova Scotia","B3Z 3P5","(902) 210-0530",,"peggyscovefarm@eastlink.ca","https://www.peggyscovefarm.ca","By Appointment Only Please",
"Petite Patrie Chocolate","Gabrielle Breault",,,"Nova Scotia",,,,"info@petitepatriechocolate.com","http://www.petitepatriechocolate.com","Wolfville Farmers Market Permanent Vendor Open every Saturday 8:30 am to 1:00 pm",
"Petite Riviere Winery","Carol Slack-Wamboldt","1300 Italy Cross Road","Crousetown",,"B0J 1V0","1 (902) 693-3033","1 (902) 442-5101","info@petiterivierevineyards.ca","http://www.petiterivierevineyards.ca","May-October - OPEN DAILY November- April - Sat and Sun 12-5",
"Pictou County Pizza Inc.","Doug Bonvie","814 Abercrombie Road","New Glasgow","Nova Scotia","B2H 5C6","(902) 695-3037",,"pcp@eastlink.ca","http://www.pictoucountypizza.com","Sunday to Thursday: 4 pm to 12 am Friday: 12 pm to 1 am Saturday: 4 pm to 1 am","Pictou County Pizza"
"Piedmont Valley Farms","Trudi Rhynold","2063 Piedmont Valley Road","Merigomish","Nova Scotia","B0K 1G0","1 (902) 926-2634",,"piedmontvalleyfarms@gmail.com","https://piedmontvalleyfarms.com","Merigomish Schoolhouse Market & Cafe Sundays 10 - 1 June to mid-Dec.  Farm gate by appointment",
"Pie r Squared","Heather Lunan","35 Minas View Drive","Wolfville",,"B4P 2H8","(902) 697-2502",,"info@pie-r-squared.com","http://www.pie-r-squared.com","Our savoury meat pies and quiches are sold through the following venues:  - Wolfville Farmers' Market  - Kentville Farmers' Market  - Kingsport Farmers' Market  - Tan's Cafe  - Porter's Farm Market  - Tap Root Farms CSA  - Thursday lunch delivery service  - On demand catering",
"Pinnacle Farms",,"7729 Route 321","Roslin",,"B0K 1K0","1 (902) 447-3600",,"sales@pinnaclefarms.com","http://www.pinnaclefarms.ca","Available at our farm store or Healthy Habits in Truro.",
"Piping Hot Bake Shop","Teil Korneski","321 Main St","Liverpool","Nova Scotia","B0T 1K0","1 (902) 356-3434",,"teil@eastlink.ca",,"Tuesday - friday, 9am to 5:30pm Saturday, 9am to 5pm",
"Planters Ridge Winery","Planters Ridge","1441 Church St","Port Williams","Nova Scotia","B0P 1T0","1 (902) 542-2711",,"info@plantersridge.ca","http://plantersridge.ca","June to December: Mon to Sat 10:30am-5:30pm Sun 12pm-5pm  Winter hours: Open Fridays, Saturdays, & Sundays (check website for operational hours).",
"Pleasant Valley Pure Springs Limited","Mike Walker","345 Hwy #1 Dayton","Yarmouth",,"B5A 4A5","(902) 749-1114",,"pleasant@bellaliant.com","http://www.facebook.com/PleasantValleyPureSprings","Open Mon - Fri, 9-5",
"Porter's Farm Market","Mike or Eric Porter","688 Belcher Street","Port Williams","Nova Scotia","B0P 1T0","1 (902) 680-6416",,"eric.porter@ns.sympatico.ca",,"12 to 6 Mon - Fri 9 to 5 Sat",
"Privateer Farmers' Market","Market Manager","Centennial Park, Henry Hensey Dr","Liverpool","Nova Scotia","B0T1K0",,,"privateermarket.ns@gmail.com",,"Saturdays 9am-1pm  Weekly from Victoria Day weekend until Thanksgiving weekend",
"Propeller Brewing Co.",,"2015 Gottingen Street","Halifax",,"B3L 1N9","(902) 422-7767",,"brew@drinkpropeller.ca","http://www.drinkpropeller.ca",,"Extra Special Bitter, Porter, Honey Wheat Beer, Pale Ale, Root Beer, Ginger Beer, Orange Soda, Vanilla Cream Soda"
"Prospect Communities Farmers Market","Amy Hockin","2141 Prospect Road","Hatchet Lake","Nova Scotia","b3t1a1","(902) 852-2711",,"farmersmarket@prospectcommunities.com","http://www.prospectcommunities.com","Sunday's, bi-weekly, beginning May 6th, from 11am-3pm",
"Pugwash Farmers Market","Jennifer Houghtaling","102224 Durham Street","Pugwash","Nova Scotia","B0K 1L0","1 (902) 243-2918",,"jenniferhoughtaling@gmail.com","http://www.pugwashfarmersmarket.com","Open Saturdays from may-October between 8:30am and 1:00pm",
"Pure Product Agent","renerobichaud@eastlink.ca","105 Baker Drive Unit 104","Dartmouth","Nova Scotia",,"1 (902) 225-1031",,"renerobichaud@eastlink.ca","http://www.pureproductagent.com","Saturdays: 8am to 1pm- retail outlet Dartmouth and Halifax. Kelp spray: Tuesday to Sunday: Seaport Market",
"Quinn's Strawberry U-Pick",,"MacIntosh Road","Millville",,,"(902) 674-2517",,,,"For all U-picks please call ahead for hours and season of operation.",
"Ran-Cher Acres","Randy/Cheryl Hiltz, Owners","744 Canaan Road","Aylesford",,"B0P 1C0","1 (902) 847-3895",,"ran_cher_acres@eastlink.ca","http://www.rancheracres.com",,"Ran-Cher Acres"
"Rapure Acadienne Ltd.","Curtis Gaudet","RR #1, Civic #1443 Church Point, PO Box 233","Church Point",,"B0W 1M0","1 (902) 769-2172","1 (902) 769-2413","kim.cote1@ns.sympatico.ca",,,"Rapure Acadienne Ltd."
"Red Mountain Farm",,"466 East Montrose Rd. RR1","Bass River","Nova Scotia","B0M 1B0","1 (902) 647-2957",,,,"Open throughout the week - call to confirm  Cell: (902) 899-2816  Products also available at the Truro Farmers Market Saturday Mornings",
"Reimer Gardens","Gerald Reimer","2121 Black Rock Road","Waterville","Nova Scotia","B0P 1V0","(902) 538-9319","(902) 538-0143","info@reimergardens.com","http://www.reimergardens.com","Pre-picked fruit available. Rose plants for sale and a limited amount of seasonal vegetables.  For U-Picks, please call ahead for hours and season of operation",
"Rendell's Farm",,"95 Point Aconi Rd","Englishtown",,"B0C 1B0","1 (902) 736-1547","1 (902) 736-0623",,,"For all U-picks please call ahead for hours and season of operation.",
"Rhubarb Restaurant",,"8650 Peggys Cove Road","Indian Harbour","Nova Scotia","B3Z 3P4",,,,,,
"Rings's Country Market","Carol Ring","7886 Highway 101","Barton","Nova Scotia","B0W 2R0","(902) 308-1227",,"keith.ring@ns.sympatico.ca",,"OPEN Tuesday to Saturday 12 noon to 6 pm or by chance or by appointment",
