"year","grade_level","assessment","program","board","sex","adaptation","exemption","eligible","reading_score","reading_level","writing_ideas","writing_organization","writing_language_use","writing_conventions"
"2018-19","10","Eng10","English","CSAP","F",,,"Yes","622.02","Level 4","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","SSRCE","M",,,"Yes","565.47","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","CCRCE","M",,,"Yes","585.62","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","CCRCE","M","Yes",,"Yes","215.52","Level 1","Not enough evidence","Not enough evidence","Not enough evidence","Not enough evidence"
"2018-19","10","Eng10","English","CCRCE","M",,,"Yes","369.08","Level 2","Level 1","Level 1","Level 1","Level 1"
"2018-19","10","Eng10","English","HRCE","F",,,"Yes","493.51","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","AVRCE","M",,,"Yes","679.12","Level 4","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","AVRCE","M",,,"Yes","582.98","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","AVRCE","M",,,"Yes","451.99","Level 3","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","AVRCE","M",,,"No",,"Did not participate","Did not participate","Did not participate","Did not participate","Did not participate"
"2018-19","10","Eng10","English","CCRCE","F",,,"Yes","595.74","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","CCRCE","F",,,"Yes","527.35","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","CCRCE","M",,,"Yes","465.52","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","CCRCE","F",,,"Yes","439.49","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","CCRCE","M","Yes",,"Yes","588.7","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","CCRCE","F",,,"Yes","558.77","Level 3","Level 4","Level 4","Level 4","Level 4"
"2018-19","10","Eng10","English","CCRCE","F",,,"Yes","694.4","Level 4","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","CCRCE","F",,,"Yes","417.58","Level 2","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","CCRCE","F",,,"Yes","608.52","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","CCRCE","F",,,"Yes","538.97","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","CCRCE","M",,,"Yes","561.75","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","CCRCE","F",,,"Yes","583.85","Level 3","Level 4","Level 4","Level 4","Level 4"
"2018-19","10","Eng10","English","CCRCE","F",,,"Yes","548.47","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","AVRCE","M",,,"Yes","628.68","Level 4","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","AVRCE","M",,,"Yes","427.88","Level 2","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","AVRCE","F",,,"Yes","466.79","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","AVRCE","M",,,"Yes","436.57","Level 2","Level 1","Level 1","Level 1","Level 1"
"2018-19","10","Eng10","English","AVRCE","M",,,"Yes","416.38","Level 2","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","AVRCE","F",,,"Yes","566.08","Level 3","Level 4","Level 4","Level 4","Level 4"
"2018-19","10","Eng10","English","AVRCE","F",,,"Yes","607.57","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","CCRCE","M",,,"Yes","562.35","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","CCRCE","F",,,"Yes","525.37","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","CCRCE","M","Yes",,"Yes","593.54","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","CCRCE","F",,,"Yes","521.54","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","CCRCE","M",,,"Yes","474.51","Level 3","Not enough evidence","Not enough evidence","Not enough evidence","Not enough evidence"
"2018-19","10","Eng10","English","CCRCE","F",,"Yes","No",,"Did not participate","Did not participate","Did not participate","Did not participate","Did not participate"
"2018-19","10","Eng10","English","CCRCE","F",,,"Yes","480.51","Level 3","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","CCRCE","F",,,"Yes","397.67","Level 2","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","CCRCE","M","Yes",,"Yes","468.42","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","CCRCE","M",,,"Yes","316.89","Level 1","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","CCRCE","M",,,"Yes","512.57","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","CCRCE","F",,,"Yes","517.34","Level 3","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","CCRCE","F",,,"Yes","562.68","Level 3","Level 4","Level 4","Level 4","Level 4"
"2018-19","10","Eng10","English","CCRCE","F",,,"Yes","585.89","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","CCRCE","F",,,"Yes","539.28","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","CCRCE","F",,,"Yes","542.42","Level 3","Level 4","Level 4","Level 4","Level 4"
"2018-19","10","Eng10","English","CCRCE","M",,,"Yes","571.37","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","CCRCE","M",,,"Yes","528.83","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","CCRCE","M",,,"Yes","550.45","Level 3","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","SSRCE","F",,,"Yes","575.09","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","SSRCE","F",,,"Yes","359.65","Level 2","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","SSRCE","F",,,"Yes","326.43","Level 1","Level 1","Level 1","Level 1","Level 1"
"2018-19","10","Eng10","English","SSRCE","F",,,"Yes","474.9","Level 3","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","SSRCE","M",,,"Yes","348.04","Level 2","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","SSRCE","F",,,"Yes","357.4","Level 2","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","SSRCE","F",,,"Yes","409.17","Level 2","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","CBVRCE","F","Yes",,"Yes","413.56","Level 2","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","TCRCE","M","Yes",,"Yes","578.61","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","CCRCE","F","Yes",,"Yes","600.59","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","HRCE","F",,,"Yes","457.77","Level 3","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","CCRCE","F",,"Yes","No",,"Did not participate","Did not participate","Did not participate","Did not participate","Did not participate"
"2018-19","10","Eng10","English","AVRCE","M",,,"Yes","267.19","Level 1","Not enough evidence","Not enough evidence","Not enough evidence","Not enough evidence"
"2018-19","10","Eng10","English","HRCE","F","Yes",,"Yes","384.92","Level 2","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","HRCE","F",,,"Yes","470.84","Level 3","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","CBVRCE","M",,,"Yes","440.21","Level 3","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","SRCE","M","Yes",,"Yes","526.81","Level 3","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","HRCE","M",,,"Yes","497.57","Level 3","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","CCRCE","F","Yes",,"Yes","484.25","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","HRCE","M","Yes",,"Yes","514.05","Level 3","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","HRCE","F",,,"Yes","523.32","Level 3","Not enough evidence","Not enough evidence","Not enough evidence","Not enough evidence"
"2018-19","10","Eng10","English","CBVRCE","M",,"Yes","No",,"Did not participate","Did not participate","Did not participate","Did not participate","Did not participate"
"2018-19","10","Eng10","English","HRCE","M",,"Yes","No",,"Did not participate","Did not participate","Did not participate","Did not participate","Did not participate"
"2018-19","10","Eng10","English","HRCE","M",,"Yes","No",,"Did not participate","Did not participate","Did not participate","Did not participate","Did not participate"
"2018-19","10","Eng10","English","HRCE","M",,,"Yes","520.97","Level 3","Level 4","Level 4","Level 4","Level 4"
"2018-19","10","Eng10","English","HRCE","M",,"Yes","No",,"Did not participate","Did not participate","Did not participate","Did not participate","Did not participate"
"2018-19","10","Eng10","English","CCRCE","F",,"Yes","No",,"Did not participate","Did not participate","Did not participate","Did not participate","Did not participate"
"2018-19","10","Eng10","English","HRCE","M",,,"Yes","391.6","Level 2","Level 1","Level 1","Level 1","Level 1"
"2018-19","10","Eng10","English","HRCE","F",,,"Yes","423.81","Level 2","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","TCRCE","F",,,"Yes","365","Level 2","Level 1","Level 1","Level 1","Level 1"
"2018-19","10","Eng10","English","HRCE","F",,,"Yes","640.24","Level 4","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","HRCE","M",,,"Yes","487.35","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","HRCE","F","Yes",,"Yes","475.59","Level 3","Not enough evidence","Not enough evidence","Not enough evidence","Not enough evidence"
"2018-19","10","Eng10","English","HRCE","F",,,"Yes","250.68","Level 1","Level 1","Level 1","Level 1","Level 1"
"2018-19","10","Eng10","English","CCRCE","M",,"Yes","No",,"Did not participate","Did not participate","Did not participate","Did not participate","Did not participate"
"2018-19","10","Eng10","English","CBVRCE","F",,,"Yes","418.97","Level 2","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","SSRCE","M",,,"Yes","438.56","Level 3","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","AVRCE","F",,,"Yes","585.21","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","HRCE","M",,,"Yes","488.91","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","CCRCE","M",,,"Yes","593.51","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","HRCE","F",,"Yes","No",,"Did not participate","Did not participate","Did not participate","Did not participate","Did not participate"
"2018-19","10","Eng10","English","TCRCE","M","Yes",,"Yes","438.94","Level 3","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","HRCE","F",,,"Yes","613.25","Level 3","Level 4","Level 4","Level 4","Level 4"
"2018-19","10","Eng10","English","SSRCE","F",,,"Yes","487.79","Level 3","Not enough evidence","Not enough evidence","Not enough evidence","Not enough evidence"
"2018-19","10","Eng10","English","AVRCE","M","Yes",,"Yes","440.64","Level 3","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","CCRCE","F",,,"Yes","394.11","Level 2","Not enough evidence","Not enough evidence","Not enough evidence","Not enough evidence"
"2018-19","10","Eng10","English","HRCE","F",,,"Yes","546.74","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","SSRCE","F",,,"Yes","374.64","Level 2","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","CCRCE","M",,"Yes","No",,"Did not participate","Did not participate","Did not participate","Did not participate","Did not participate"
"2018-19","10","Eng10","English","SSRCE","F",,,"Yes","353.06","Level 2","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","TCRCE","M",,,"Yes","556","Level 3","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","SSRCE","F",,,"Yes","522.71","Level 3","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","HRCE","F",,,"Yes","609.33","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","HRCE","M",,,"Yes","458.63","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","TCRCE","F",,"Yes","No",,"Did not participate","Did not participate","Did not participate","Did not participate","Did not participate"
"2018-19","10","Eng10","English","CCRCE","M","Yes",,"Yes","464.39","Level 3","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","CCRCE","F",,"Yes","No",,"Did not participate","Did not participate","Did not participate","Did not participate","Did not participate"
"2018-19","10","Eng10","English","HRCE","M",,,"Yes","494.56","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","CCRCE","M",,,"Yes","468.47","Level 3","Not enough evidence","Not enough evidence","Not enough evidence","Not enough evidence"
"2018-19","10","Eng10","English","CCRCE","M",,,"Yes","558.23","Level 3","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","CCRCE","M","Yes",,"Yes","464.73","Level 3","Not enough evidence","Not enough evidence","Not enough evidence","Not enough evidence"
"2018-19","10","Eng10","English","CCRCE","F",,,"Yes","498.96","Level 3","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","HRCE","M",,,"Yes","449","Level 3","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","HRCE","M",,,"Yes","529.38","Level 3","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","HRCE","F",,,"Yes","486.79","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","SSRCE","M",,"Yes","No",,"Did not participate","Did not participate","Did not participate","Did not participate","Did not participate"
"2018-19","10","Eng10","English","AVRCE","F",,,"Yes","543.43","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","CBVRCE","F","Yes",,"Yes","443.29","Level 3","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","HRCE","M",,"Yes","No",,"Did not participate","Did not participate","Did not participate","Did not participate","Did not participate"
"2018-19","10","Eng10","English","HRCE","F",,,"Yes","647.41","Level 4","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","CCRCE","M",,,"Yes","311.33","Level 1","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","HRCE","M",,,"Yes","436.75","Level 2","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","HRCE","M",,,"Yes","417.7","Level 2","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","CCRCE","F",,,"No",,"Did not participate","Did not participate","Did not participate","Did not participate","Did not participate"
"2018-19","10","Eng10","English","HRCE","M",,,"Yes","515.57","Level 3","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","CCRCE","M",,,"Yes","539.68","Level 3","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","HRCE","M",,,"Yes","471.06","Level 3","Not enough evidence","Not enough evidence","Not enough evidence","Not enough evidence"
"2018-19","10","Eng10","English","SSRCE","M",,,"Yes","316.05","Level 1","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","SSRCE","M",,,"Yes","200","Level 1","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","HRCE","M",,,"Yes","538.98","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","CBVRCE","M",,,"Yes","485.25","Level 3","Not enough evidence","Not enough evidence","Not enough evidence","Not enough evidence"
"2018-19","10","Eng10","English","HRCE","M","Yes",,"Yes","533.69","Level 3","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","HRCE","F","Yes",,"Yes","358.25","Level 2","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","HRCE","M",,,"Yes","474.5","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","HRCE","F",,,"Yes","431.6","Level 2","Not enough evidence","Not enough evidence","Not enough evidence","Not enough evidence"
"2018-19","10","Eng10","English","HRCE","M",,,"Yes","453.11","Level 3","Level 1","Level 1","Level 1","Level 1"
"2018-19","10","Eng10","English","HRCE","M",,,"Yes","468.42","Level 3","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","AVRCE","M",,,"Yes","396.35","Level 2","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","HRCE","M",,,"Yes","298.25","Level 1","Not enough evidence","Not enough evidence","Not enough evidence","Not enough evidence"
"2018-19","10","Eng10","English","HRCE","M",,,"Yes","432.25","Level 2","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","SSRCE","F",,,"Yes","550.14","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","HRCE","M",,"Yes","No",,"Did not participate","Did not participate","Did not participate","Did not participate","Did not participate"
"2018-19","10","Eng10","English","HRCE","M",,,"Yes","488.26","Level 3","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","HRCE","F",,,"Yes","450.09","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","HRCE","M",,,"Yes","532.67","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","HRCE","M",,"Yes","No",,"Did not participate","Did not participate","Did not participate","Did not participate","Did not participate"
"2018-19","10","Eng10","English","HRCE","M","Yes",,"Yes","529.03","Level 3","Not enough evidence","Not enough evidence","Not enough evidence","Not enough evidence"
"2018-19","10","Eng10","English","SSRCE","M",,,"Yes","335.27","Level 1","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","SSRCE","M",,,"Yes","317.08","Level 1","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","SRCE","F",,,"No",,"Did not participate","Did not participate","Did not participate","Did not participate","Did not participate"
"2018-19","10","Eng10","English","SRCE","M",,,"Yes","515.37","Level 3","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","AVRCE","M",,,"Yes","590.97","Level 3","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","CSAP","F",,,"Yes","455.75","Level 3","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","CBVRCE","M",,,"Yes","470.77","Level 3","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","CBVRCE","M",,,"Yes","305.21","Level 1","Level 1","Level 1","Level 1","Level 1"
"2018-19","10","Eng10","English","CBVRCE","F",,,"Yes","398.58","Level 2","Not enough evidence","Not enough evidence","Not enough evidence","Not enough evidence"
"2018-19","10","Eng10","English","CBVRCE","F",,,"Yes","441.08","Level 3","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","CCRCE","M","Yes",,"Yes","495.68","Level 3","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","CCRCE","M",,,"Yes","449.35","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","HRCE","M",,,"Yes","383.92","Level 2","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","TCRCE","F",,,"Yes","460.28","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","CBVRCE","F","Yes",,"Yes","597.3","Level 3","Not enough evidence","Not enough evidence","Not enough evidence","Not enough evidence"
"2018-19","10","Eng10","English","SRCE","F",,,"Yes","480.85","Level 3","Level 4","Level 4","Level 4","Level 4"
"2018-19","10","Eng10","English","CBVRCE","F","Yes",,"Yes","449.91","Level 3","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","SRCE","F","Yes",,"Yes","426.77","Level 2","Not enough evidence","Not enough evidence","Not enough evidence","Not enough evidence"
"2018-19","10","Eng10","English","HRCE","M",,,"Yes","626.19","Level 4","Level 4","Level 4","Level 4","Level 4"
"2018-19","10","Eng10","English","HRCE","M",,,"Yes","342.58","Level 2","Not enough evidence","Not enough evidence","Not enough evidence","Not enough evidence"
"2018-19","10","Eng10","English","HRCE","M",,,"Yes","411.25","Level 2","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","HRCE","F",,,"Yes","483.02","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","HRCE","M",,,"Yes","546.14","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","HRCE","F","Yes",,"Yes","460.4","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","HRCE","F",,,"Yes","488.19","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","HRCE","M",,,"Yes","497.88","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","HRCE","M","Yes",,"Yes","436.37","Level 2","Level 1","Level 1","Level 1","Level 1"
"2018-19","10","Eng10","English","HRCE","F",,,"Yes","554.45","Level 3","Level 4","Level 4","Level 4","Level 4"
"2018-19","10","Eng10","English","HRCE","M",,,"Yes","278.32","Level 1","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","AVRCE","M",,,"Yes","390.63","Level 2","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","HRCE","M",,,"Yes","464.14","Level 3","Not enough evidence","Not enough evidence","Not enough evidence","Not enough evidence"
"2018-19","10","Eng10","English","CCRCE","F",,,"No",,"Did not participate","Did not participate","Did not participate","Did not participate","Did not participate"
"2018-19","10","Eng10","English","HRCE","F",,,"Yes","687.92","Level 4","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","HRCE","M",,,"Yes","515.48","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","HRCE","F",,,"Yes","499.8","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","AVRCE","F",,,"Yes","496.42","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","AVRCE","M",,,"Yes","439.51","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","CBVRCE","M",,,"Yes","513.39","Level 3","Not enough evidence","Not enough evidence","Not enough evidence","Not enough evidence"
"2018-19","10","Eng10","English","TCRCE","F",,"Yes","No",,"Did not participate","Did not participate","Did not participate","Did not participate","Did not participate"
"2018-19","10","Eng10","English","CCRCE","F",,,"Yes","331","Level 1","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","HRCE","F",,,"Yes","404.65","Level 2","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","HRCE","F",,,"Yes","671.44","Level 4","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","CCRCE","M",,,"Yes","528.85","Level 3","Not enough evidence","Not enough evidence","Not enough evidence","Not enough evidence"
"2018-19","10","Eng10","English","CCRCE","M",,"Yes","No",,"Did not participate","Did not participate","Did not participate","Did not participate","Did not participate"
"2018-19","10","Eng10","English","CCRCE","M",,"Yes","No",,"Did not participate","Did not participate","Did not participate","Did not participate","Did not participate"
"2018-19","10","Eng10","English","HRCE","M",,,"Yes","383.7","Level 2","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","CSAP","F",,,"Yes","392.92","Level 2","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","CCRCE","F","Yes",,"Yes","369.85","Level 2","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","HRCE","F",,,"Yes","512.94","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","HRCE","M",,,"Yes","558.88","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","HRCE","M",,"Yes","No",,"Did not participate","Did not participate","Did not participate","Did not participate","Did not participate"
"2018-19","10","Eng10","English","HRCE","M",,,"Yes","426.55","Level 2","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","HRCE","F",,"Yes","No",,"Did not participate","Did not participate","Did not participate","Did not participate","Did not participate"
"2018-19","10","Eng10","English","AVRCE","M",,,"Yes","453.07","Level 3","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","CBVRCE","M",,,"Yes","418.52","Level 2","Level 1","Level 1","Level 1","Level 1"
"2018-19","10","Eng10","English","HRCE","F",,"Yes","No",,"Did not participate","Did not participate","Did not participate","Did not participate","Did not participate"
"2018-19","10","Eng10","English","SRCE","M","Yes",,"Yes","442.86","Level 3","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","SSRCE","M",,,"Yes","450.18","Level 3","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","CCRCE","M",,,"Yes","494.91","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","SRCE","M",,"Yes","No",,"Did not participate","Did not participate","Did not participate","Did not participate","Did not participate"
"2018-19","10","Eng10","English","AVRCE","M",,,"Yes","391.13","Level 2","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","SSRCE","F",,,"Yes","358.46","Level 2","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","CBVRCE","F",,,"Yes","578.25","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","AVRCE","M",,"Yes","No",,"Did not participate","Did not participate","Did not participate","Did not participate","Did not participate"
"2018-19","10","Eng10","English","CSAP","F",,,"Yes","548.58","Level 3","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","SSRCE","M",,,"Yes","432.5","Level 2","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","AVRCE","M",,,"Yes","388.42","Level 2","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","HRCE","M",,"Yes","No",,"Did not participate","Did not participate","Did not participate","Did not participate","Did not participate"
"2018-19","10","Eng10","English","HRCE","F",,,"Yes","441.38","Level 3","Not enough evidence","Not enough evidence","Not enough evidence","Not enough evidence"
"2018-19","10","Eng10","English","HRCE","M",,,"Yes","547.5","Level 3","Not enough evidence","Not enough evidence","Not enough evidence","Not enough evidence"
"2018-19","10","Eng10","English","AVRCE","M",,,"Yes","570.32","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","AVRCE","F",,,"Yes","200.64","Level 1","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","AVRCE","F",,"Yes","No",,"Did not participate","Did not participate","Did not participate","Did not participate","Did not participate"
"2018-19","10","Eng10","English","HRCE","M",,,"Yes","498.33","Level 3","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","CBVRCE","F",,"Yes","No",,"Did not participate","Did not participate","Did not participate","Did not participate","Did not participate"
"2018-19","10","Eng10","English","CBVRCE","F",,,"Yes","356.31","Level 2","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","HRCE","F",,,"Yes","562.13","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","HRCE","F","Yes",,"Yes","540.75","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","SSRCE","F",,,"Yes","565.47","Level 3","Level 3","Level 3","Level 3","Level 3"
