"name","employer","client_name","status"
"Murphy, Allan R","Allan Murphy & Associates","Imperial Tobacco","Terminated"
"Murray, Susan ","Susan Murray","Canadian Association of Direct Relationship Insure","Terminated"
"Nelson, Peter A","Public and Industrial Relations Limited","Nova Scotia Physiotherapist Association","Terminated"
"O'Brien, Peter F","Canadian Federation of Independent Business",,"Terminated"
"O'Connor, Clare ","Heart and Stroke Foundation of Nova Scotia",,"Terminated"
"Ohagan, James ","William Alexander and Associates Ltd.","Nova Scotia College of Pharmacists ","Terminated"
"O'Hagan, James ","William Alexander & Associates Ltd.","PROVINCIAL DENTAL BOARD OF NOVA SCOTIA","Terminated"
"O'Hagan, James ","William Alexander & Associates Ltd.","College of Registered Nurses of Nova Scotia ","Terminated"
"O'Hagan, James ","William Alexander & Associates Ltd.","College of Licensed Practical Nurses of Nova Scoti","Terminated"
"O'Hagan, James ","William Alexander & Associates Ltd.","The College of Physicians and Surgeons of Nova Sco","Terminated"
"O'Hagan, James ","William Alexander & Associates Ltd.","Assurant Solutions","Terminated"
"O'Hagan, James R.","William Alexander & Associates Ltd.","Society of Dispensing Opticians","Terminated"
"Otjen, Robert P","El Paso Canada Pipeline Company",,"Terminated"
"Pateman, Andrew ","Canadian Blood Services",,"Terminated"
"Patten, Kimberley M","Bell Aliant Communications",,"Terminated"
"Perez, Alain C.","Canadian Petroleum Products Institute",,"Terminated"
"Pilon, Sylvie ","Lundbeck Canada Inc.",,"Terminated"
"Pimblett, Jim ","Beaconsfield Group","Zimmer of Canada, Ltd.","Terminated"
"Pimblett, Jim ","Beaconsfield Group","Covidien","Terminated"
"Pirie, Carman C","Colour","Lawyers Insurance Association of Nova Scotia","Terminated"
"Port, Pauline ","Canadian Blood Services",,"Terminated"
"Praznik, Darren ","Canadian Blood Services",,"Terminated"
"Rabasquinho, Cristina ","Merck Canada Inc.",,"Terminated"
"Rabasquinho, Cristina ","SCHERING-PLOUGH CANADA INC.",,"Terminated"
"Rayner, Duncan ","Temple Scott Associates Inc.","Imperial Tobacco Canada Limited","Terminated"
"Rendell, Brian ","Nova Scotia Power Inc.",,"Terminated"
"Richardson, Alan ","Nova Scotia Power Inc.",,"Terminated"
"Robichaud, Mr. Stéphane ","Canadian Federation of Independent Business",,"Terminated"
"Rousch, Wayne ","Emera Incorporated, Attn: Karen Saunders",,"Terminated"
"Rudderham, Michael C","Advanced Glazings ltd.",,"Terminated"
"Sampson, Noel F","Public Affairs Atlantic Inc","Heritage Gas Limited","Terminated"
"Sampson, Noel F","Public Affairs Atlantic Inc.","MolsonCoors Canada","Terminated"
"Sampson, Noel F ","Public Affairs Atlantic Inc.","Molson Canada","Terminated"
"Savory, Mark ","Nova Scotia Power Inc.",,"Terminated"
"Shelton, Elaine ","Heart and Stroke Foundation of Nova Scotia",,"Terminated"
"Sher, Graham D","Canadian Blood Services",,"Terminated"
"Simmons, Jessica L","Canadian Federation of Independent Business",,"Terminated"
"SIMMS, Michael P.","McInnes Cooper","Stora Enso Port Hawkesbury Limited","Terminated"
"SIMMS, Michael P.","McInnes Cooper","Bowater Mersey Paper Company Limited","Terminated"
"Simpkins, William C",,"MapleLNG","Terminated"
"Simpkins, William C.",,"The Co-operators","Terminated"
"Skilton, Kevin ","Merck Frosst Schering Pharma G.P.",,"Terminated"
"Smith, Rob ","William Alexander & Associates","College of Physicians and Surgeons of Nova Scotia","Terminated"
"Smith, Rob ","William Alexander & Associates Ltd.","Nova Scotia Dental Association","Terminated"
"Smith, Rob ","William Alexander & Associates Ltd.","PROVINCIAL DENTAL BOARD OF NOVA SCOTIA","Terminated"
"Smith, Rob ","William Alexander & Associates Ltd.","Nova Scotia College of Pharmacists ","Terminated"
"Smith, Rob ","William Alexander & Associates Ltd.","College of Licensed Practical Nurses of Nova Scoti","Terminated"
"Smith, Rob ","William Alexander & Associates Ltd.","Massage Therapy Association of Nova Scotia","Terminated"
"Smith, Rob ","William Alexander & Associates Ltd.","Assurant Solutions","Terminated"
"Smith, Rob ","William Alexander and Associates","College of Registered Nurses of Nova Scotia ","Terminated"
"Sutherland, Robert E","Nova Scotia Power Inc.",,"Terminated"
"Taylor, James A.","Nova Scotia Power Incorporated",,"Terminated"
"Tedesco, Ralph R.","Nova Scotia Power Incorporated",,"Terminated"
"Tegart, Gerald G",,"Information Services Corporation","Terminated"
"Thompson, Ian ","Emera Incorporated, Attn: Krista Cook",,"Terminated"
"Thurlow, Scott ","Temple Scott Associates Inc.","Imperial Tobacco Canada Limited","Terminated"
"Thurlow, Scott ","Temple Scott Associates Inc.","Imperial Tobacco Canada Limited","Terminated"
"Triginer, Keith ","Canadian Petroleum Products Institute",,"Terminated"
"van der Gugten, Andrew ","RATIOPHARM INC.",,"Terminated"
"van Dijk, Leo D","Merck Canada Inc.",,"Terminated"
"van Dijk, Leo D","Merck Frosst Schering Pharma G.P.",,"Terminated"
"van Dijk, Leo D.","SCHERING-PLOUGH CANADA INC.",,"Terminated"
"West, Kim ","MT&L Public Relations Ltd.","Forent Energy","Terminated"
"West, Kim ","NATIONAL Public Relations","Alton Natural Gas Storage LP","Terminated"
"West, Kim S","Anadarko Canada","Anadarko Canada","Terminated"
"West, Kim S","MT&L Public Affairs","Insurance Bureau of Canada","Terminated"
"West, Kim S","MT&L Public Relations","Stora Enso Port Hawkesbury Mill","Terminated"
"West, Kim S","Michelin North America CANADA","Michelin North America Inc.","Terminated"
"Whalen, William E","Hawk","AbbVie Pharmaceutical Corporation","Terminated"
"White, Gerald ","Canadian Blood Services",,"Terminated"
"Wigdor, Ted ","SAMCI","Biogen Idec Canada","Terminated"
"Willox, Tyler ","Information Services Corporation",,"Terminated"
"Wood , Gillian ","Corporate Communications Limited ","Canadian Manufacturers and Exporters","Terminated"
"Wood, Gillian ","Corporate Communications Limited","Canadian Centre for Energy Information","Terminated"
"Wood, Gillian ","Corporate Communications Limited","Affiliated Computer Services ","Terminated"
"Wood, Gillian ","Corporate Communications Limited","Anadarko Canada ","Terminated"
"Wright, Hugh H","McInnes Cooper","Acadia University","Terminated"
"Young, Brian A",,"Cape Breton Building and Construction Trades Counc","Terminated"
"Young, Kim ","Canadian Blood Services",,"Terminated"
