"parkname","state","country","adult","child","partysize","ratetype","bookingtype","equipment","bookingstartdate","bookingenddate","night","permits"
"Rissers Beach","NS ","CANADA ","2",,"2","Veteran","CampsitePermit","Less than 20ft","2016-08-23T00:00:00.000","2016-08-24T00:00:00.000","1","1"
"Thomas Raddall","NS ","CANADA ","2",,"2","Full","CampsitePermit","Single Tent","2016-07-16T00:00:00.000","2016-07-17T00:00:00.000","1","1"
"Mira River","NS ","CANADA ","2","2","4","Full","CampsitePermit","Less than 30ft","2016-07-28T00:00:00.000","2016-08-01T00:00:00.000","4","1"
"Whycocomagh","ON ","CANADA ","4",,"4","Full","CampsitePermit","Tents","2016-07-20T00:00:00.000","2016-07-21T00:00:00.000","1","1"
"Five Islands","ON ","CANADA ","2",,"2","Full","CampsitePermit","Single Tent","2016-08-14T00:00:00.000","2016-08-15T00:00:00.000","1","1"
"The Islands","NS ","CANADA ","2","2","4","Full","CampsitePermit","Tents","2016-07-15T00:00:00.000","2016-07-17T00:00:00.000","2","1"
"Mira River","NETHERLANDS ","OTHER","2","2","4","Full","CampsitePermit","Single Tent","2016-08-05T00:00:00.000","2016-08-06T00:00:00.000","1","1"
"Ellenwood Lake","NS ","CANADA ","2",,"2","Full","CampsitePermit","Single Tent","2016-07-13T00:00:00.000","2016-07-14T00:00:00.000","1","1"
"Caribou Munroes","NS ","CANADA ","2",,"2","Senior","CampsitePermit","Less than 30ft","2016-08-15T00:00:00.000","2016-08-18T00:00:00.000","3","1"
"Amherst Shore","BELARUS ","OTHER","2",,"2","Senior","CampsitePermit","Less than 20ft","2016-09-08T00:00:00.000","2016-09-09T00:00:00.000","1","1"
"Blomidon","NS ","CANADA ","2",,"2","Full","CampsitePermit","Less than 20ft","2016-09-02T00:00:00.000","2016-09-05T00:00:00.000","3","1"
"Rissers Beach","NS ","CANADA ","1",,"1","Full","CampsitePermit","Less than 30ft","2016-07-24T00:00:00.000","2016-07-25T00:00:00.000","1","1"
"Battery","NS ","CANADA ","2",,"2","Full","CampsitePermit","Tents","2016-08-06T00:00:00.000","2016-08-07T00:00:00.000","1","1"
"Cape Chignecto","NB ","CANADA ","1",,"1","Full","BackcountryPermit","Single Tent","2016-10-04T00:00:00.000","2016-10-05T00:00:00.000","1","1"
"Graves Island","ON ","CANADA ","2",,"2","Full","CampsitePermit","Less than 20ft","2016-08-01T00:00:00.000","2016-08-11T00:00:00.000","10","1"
"Valleyview","NS ","CANADA ","1",,"1","Senior","CampsitePermit","Less than 20ft","2016-07-16T00:00:00.000","2016-07-17T00:00:00.000","1","1"
"Battery","NH ","USA ","2",,"2","Full","CampsitePermit","Single Tent","2016-08-09T00:00:00.000","2016-08-10T00:00:00.000","1","1"
"Thomas Raddall","ON ","CANADA ","1",,"1","Full","CampsitePermit","Single Tent","2016-06-22T00:00:00.000","2016-06-23T00:00:00.000","1","1"
"Rissers Beach","WA ","USA ","2",,"2","Full","CampsitePermit","Less than 30ft","2016-09-18T00:00:00.000","2016-09-19T00:00:00.000","1","1"
"Graves Island","NS ","CANADA ","2",,"2","Full","CampsitePermit","Less than 20ft","2016-10-08T00:00:00.000","2016-10-10T00:00:00.000","2","1"
"Caribou Munroes","NS ","CANADA ","3","2","5","Full","CampsitePermit","Less than 30ft","2016-08-03T00:00:00.000","2016-08-06T00:00:00.000","3","1"
"Laurie","QC ","CANADA ","2",,"2","Full","CampsitePermit","Single Tent","2016-07-28T00:00:00.000","2016-07-29T00:00:00.000","1","1"
"Thomas Raddall","NS ","CANADA ","1",,"1","Senior","CampsitePermit","Less than 20ft","2016-09-07T00:00:00.000","2016-09-09T00:00:00.000","2","1"
"Graves Island","BC ","CANADA ","1",,"1","Full","CampsitePermit","Less than 20ft","2016-08-16T00:00:00.000","2016-08-17T00:00:00.000","1","1"
"Porters Lake","QC ","CANADA ","2","1","3","Full","CampsitePermit","Less than 30ft","2016-06-25T00:00:00.000","2016-06-26T00:00:00.000","1","1"
"Valleyview","NS ","CANADA ","1","2","3","Full","CampsitePermit","Single Tent","2016-07-09T00:00:00.000","2016-07-10T00:00:00.000","1","1"
"Porters Lake","NS ","CANADA ","2","4","6","Full","CampsitePermit","Single Tent","2016-07-27T00:00:00.000","2016-07-29T00:00:00.000","2","1"
"Thomas Raddall","NS ","CANADA ","4","1","5","Full","CampsitePermit","Tents","2016-07-22T00:00:00.000","2016-07-24T00:00:00.000","2","1"
"Whycocomagh","ON ","CANADA ","2",,"2","Full","CampsitePermit","Single Tent","2016-08-15T00:00:00.000","2016-08-17T00:00:00.000","2","1"
"Whycocomagh","NS ","CANADA ","2",,"2","Full","CampsitePermit","Less than 40ft","2016-09-05T00:00:00.000","2016-09-07T00:00:00.000","2","1"
"Caribou Munroes","QC ","CANADA ","2","3","5","Full","CampsitePermit","Less than 30ft","2016-07-10T00:00:00.000","2016-07-11T00:00:00.000","1","1"
"Porters Lake","QC ","CANADA ","2",,"2","Full","CampsitePermit","Single Tent","2016-07-27T00:00:00.000","2016-07-29T00:00:00.000","2","1"
"Blomidon","NS ","CANADA ","3","2","5","Full","CampsitePermit","Less than 30ft","2016-08-05T00:00:00.000","2016-08-08T00:00:00.000","3","1"
"Porters Lake","QC ","CANADA ","2",,"2","Full","CampsitePermit","Single Tent","2016-08-07T00:00:00.000","2016-08-08T00:00:00.000","1","1"
"Thomas Raddall","NS ","CANADA ","2",,"2","Full","CampsitePermit","Less than 20ft","2016-09-02T00:00:00.000","2016-09-04T00:00:00.000","2","1"
"Five Islands","FRANCE ","OTHER","2",,"2","Full","CampsitePermit","Single Tent","2016-08-11T00:00:00.000","2016-08-12T00:00:00.000","1","1"
"Whycocomagh","CO ","USA ","1",,"1","Full","CampsitePermit","Single Tent","2016-10-12T00:00:00.000","2016-10-13T00:00:00.000","1","1"
"Five Islands","GERMANY ","OTHER","2",,"2","Full","CampsitePermit","Less than 30ft","2016-07-25T00:00:00.000","2016-07-27T00:00:00.000","2","1"
"The Islands","QC ","CANADA ","2",,"2","Full","CampsitePermit","Single Tent","2016-07-23T00:00:00.000","2016-07-24T00:00:00.000","1","1"
"Graves Island","NS ","CANADA ","2","2","4","Full","CampsitePermit","Single Tent","2016-08-09T00:00:00.000","2016-08-11T00:00:00.000","2","1"
"Five Islands","NS ","CANADA ","2",,"2","Full","CampsitePermit","Single Tent","2016-09-07T00:00:00.000","2016-09-09T00:00:00.000","2","1"
"Five Islands","ON ","CANADA ","2",,"2","Full","CampsitePermit","Single Tent","2016-07-09T00:00:00.000","2016-07-10T00:00:00.000","1","1"
"Porters Lake","NH ","USA ","2",,"2","Full","CampsitePermit","Single Tent","2016-07-13T00:00:00.000","2016-07-15T00:00:00.000","2","1"
"Ellenwood Lake","NS ","CANADA ","2",,"2","Full","CampsitePermit","Single Tent","2016-07-03T00:00:00.000","2016-07-05T00:00:00.000","2","1"
"Five Islands","MA ","USA ","2",,"2","Full","CampsitePermit","Single Tent","2016-08-07T00:00:00.000","2016-08-08T00:00:00.000","1","1"
"Graves Island","NS ","CANADA ","2",,"2","Full","CampsitePermit","Less than 30ft","2016-05-20T00:00:00.000","2016-05-23T00:00:00.000","3","1"
"Five Islands","NS ","CANADA ","5",,"5","Full","CampsitePermit","Tents","2016-10-07T00:00:00.000","2016-10-09T00:00:00.000","2","1"
"Thomas Raddall","NS ","CANADA ","2","1","3","Full","CampsitePermit","Less than 40ft","2016-07-29T00:00:00.000","2016-08-01T00:00:00.000","3","1"
"Amherst Shore","NS ","CANADA ","2",,"2","Full","CampsitePermit","Less than 30ft","2016-09-02T00:00:00.000","2016-09-05T00:00:00.000","3","1"
"Graves Island","NS ","CANADA ","2","4","6","Full","CampsitePermit","Tents","2016-06-17T00:00:00.000","2016-06-18T00:00:00.000","1","1"
"Porters Lake","NS ","CANADA ","2",,"2","Full","CampsitePermit","Single Tent","2016-07-16T00:00:00.000","2016-07-17T00:00:00.000","1","1"
"Caribou Munroes","SWITZERLAND ","OTHER","2",,"2","Senior","CampsitePermit","Less than 20ft","2016-07-30T00:00:00.000","2016-07-31T00:00:00.000","1","1"
"Blomidon","NS ","CANADA ","2",,"2","Full","CampsitePermit","Single Tent","2016-08-03T00:00:00.000","2016-08-04T00:00:00.000","1","1"
"Mira River","NS ","CANADA ","2","1","3","Full","CampsitePermit","Less than 20ft","2016-08-05T00:00:00.000","2016-08-07T00:00:00.000","2","1"
"Graves Island","NS ","CANADA ","4",,"4","Full","CampsitePermit","Less than 30ft","2016-07-12T00:00:00.000","2016-07-15T00:00:00.000","3","1"
"The Islands","NS ","CANADA ","2",,"2","Senior","CampsitePermit","Less than 40ft","2016-10-08T00:00:00.000","2016-10-10T00:00:00.000","2","1"
"Porters Lake","NS ","CANADA ","2",,"2","Full","CampsitePermit","Single Tent","2016-09-09T00:00:00.000","2016-09-11T00:00:00.000","2","1"
"Blomidon","NS ","CANADA ","4","2","6","Full","CampsitePermit","Single Tent","2016-08-20T00:00:00.000","2016-08-21T00:00:00.000","1","1"
"Smileys","SWITZERLAND ","OTHER","2",,"2","Full","CampsitePermit","Less than 30ft","2016-08-01T00:00:00.000","2016-08-02T00:00:00.000","1","1"
"Five Islands","ON ","CANADA ","2",,"2","Full","CampsitePermit","Single Tent","2016-07-24T00:00:00.000","2016-07-25T00:00:00.000","1","1"
"Mira River","QC ","CANADA ","2","1","3","Full","CampsitePermit","Single Tent","2016-09-09T00:00:00.000","2016-09-10T00:00:00.000","1","1"
"Blomidon","NB ","CANADA ","3","3","6","Full","CampsitePermit","Tents","2016-09-01T00:00:00.000","2016-09-05T00:00:00.000","4","1"
"The Islands","ON ","CANADA ","2","3","5","Full","CampsitePermit","Less than 20ft","2016-08-09T00:00:00.000","2016-08-10T00:00:00.000","1","1"
"Rissers Beach","NS ","CANADA ","2",,"2","Senior","CampsitePermit","Less than 20ft","2016-08-05T00:00:00.000","2016-08-07T00:00:00.000","2","1"
"Blomidon","MD ","USA ","2",,"2","Senior","CampsitePermit","Single Tent","2016-08-12T00:00:00.000","2016-08-13T00:00:00.000","1","1"
"Graves Island","ON ","CANADA ","2",,"2","Full","CampsitePermit","Single Tent","2016-07-13T00:00:00.000","2016-07-15T00:00:00.000","2","1"
"Caribou Munroes","NS ","CANADA ","1",,"1","Full","CampsitePermit","Single Tent","2016-07-21T00:00:00.000","2016-07-23T00:00:00.000","2","1"
"Rissers Beach","NS ","CANADA ","2","2","4","Full","CampsitePermit","Single Tent","2016-07-26T00:00:00.000","2016-07-28T00:00:00.000","2","1"
"Valleyview","NS ","CANADA ","1",,"1","Senior","CampsitePermit","Single Tent","2016-09-09T00:00:00.000","2016-09-10T00:00:00.000","1","1"
"Whycocomagh","ME ","USA ","2",,"2","Full","CampsitePermit","Less than 40ft","2016-10-10T00:00:00.000","2016-10-14T00:00:00.000","4","1"
"Rissers Beach","NS ","CANADA ","2","2","4","Full","CampsitePermit","Less than 40ft","2016-07-17T00:00:00.000","2016-07-19T00:00:00.000","2","1"
"Caribou Munroes","MA ","USA ","2",,"2","Full","CampsitePermit","Less than 30ft","2016-10-07T00:00:00.000","2016-10-09T00:00:00.000","2","1"
"Thomas Raddall","NB ","CANADA ","2",,"2","Full","CampsitePermit","Single Tent","2016-08-20T00:00:00.000","2016-08-21T00:00:00.000","1","1"
"Caribou Munroes","NS ","CANADA ","2",,"2","Senior","CampsitePermit","Less than 20ft","2016-07-15T00:00:00.000","2016-07-16T00:00:00.000","1","1"
"Ellenwood Lake","NS ","CANADA ","3","2","5","Full","CampsitePermit","Tents","2016-07-29T00:00:00.000","2016-08-01T00:00:00.000","3","1"
"Amherst Shore","QC ","CANADA ","2",,"2","Full","CampsitePermit","Less than 30ft","2016-07-22T00:00:00.000","2016-07-24T00:00:00.000","2","1"
"Cape Chignecto","NS ","CANADA ","2",,"2","Full","BackcountryPermit","Single Tent","2016-09-24T00:00:00.000","2016-09-26T00:00:00.000","2","1"
"Rissers Beach","NS ","CANADA ","2","2","4","Full","CampsitePermit","Less than 20ft","2016-08-23T00:00:00.000","2016-09-02T00:00:00.000","10","1"
"Porters Lake","ON ","CANADA ","2","2","4","Full","CampsitePermit","Tents","2016-07-24T00:00:00.000","2016-07-27T00:00:00.000","3","1"
"Valleyview","GERMANY ","OTHER","1",,"1","Senior","CampsitePermit","Single Tent","2016-09-03T00:00:00.000","2016-09-04T00:00:00.000","1","1"
"Rissers Beach","NS ","CANADA ","2","2","4","Full","CampsitePermit","Less than 30ft","2016-08-05T00:00:00.000","2016-08-11T00:00:00.000","6","1"
"Battery","ON ","CANADA ","2","2","4","Full","CampsitePermit","Less than 20ft","2016-07-23T00:00:00.000","2016-07-24T00:00:00.000","1","1"
"Valleyview","BC ","CANADA ","2",,"2","Full","CampsitePermit","Single Tent","2016-09-01T00:00:00.000","2016-09-02T00:00:00.000","1","1"
"Cape Chignecto","WI ","USA ","1",,"1","Full","BackcountryPermit","Single Tent","2016-09-06T00:00:00.000","2016-09-07T00:00:00.000","1","1"
"Graves Island","NS ","CANADA ","2",,"2","Senior","CampsitePermit","Less than 30ft","2016-06-23T00:00:00.000","2016-06-26T00:00:00.000","3","1"
"Mira River","NS ","CANADA ","2",,"2","Full","CampsitePermit","Less than 20ft","2016-08-09T00:00:00.000","2016-08-10T00:00:00.000","1","1"
"Mira River","GERMANY ","OTHER","2","3","5","Full","CampsitePermit","Less than 40ft","2016-08-09T00:00:00.000","2016-08-10T00:00:00.000","1","1"
"The Islands","SWITZERLAND ","OTHER","2",,"2","Senior","CampsitePermit","Less than 20ft","2016-09-13T00:00:00.000","2016-09-14T00:00:00.000","1","1"
"Whycocomagh","GERMANY ","OTHER","2",,"2","Full","CampsitePermit","Less than 20ft","2016-07-01T00:00:00.000","2016-07-04T00:00:00.000","3","1"
"Cape Chignecto","GERMANY ","OTHER","5",,"5","Full","BackcountryPermit","Cabin","2016-07-10T00:00:00.000","2016-07-13T00:00:00.000","3","1"
"Caribou Munroes","SWITZERLAND ","OTHER","4","2","6","Full","CampsitePermit","Less than 20ft","2016-10-07T00:00:00.000","2016-10-10T00:00:00.000","3","1"
"Whycocomagh","GERMANY ","OTHER","2",,"2","Senior","CampsitePermit","Less than 30ft","2016-08-20T00:00:00.000","2016-08-23T00:00:00.000","3","1"
"Five Islands","SWITZERLAND ","OTHER","2",,"2","Full","CampsitePermit","Less than 20ft","2016-08-14T00:00:00.000","2016-08-16T00:00:00.000","2","1"
"Graves Island","SWITZERLAND ","OTHER","2",,"2","Full","CampsitePermit","Less than 30ft","2016-06-29T00:00:00.000","2016-07-01T00:00:00.000","2","1"
"Salsman","GERMANY ","OTHER","2",,"2","Senior","CampsitePermit","Less than 20ft","2016-08-07T00:00:00.000","2016-08-09T00:00:00.000","2","1"
"Dollar Lake","GERMANY ","OTHER","2","1","3","Full","CampsitePermit","Less than 30ft","2016-06-25T00:00:00.000","2016-06-26T00:00:00.000","1","1"
"Five Islands","GERMANY ","OTHER","2",,"2","Full","CampsitePermit","Single Tent","2016-08-20T00:00:00.000","2016-08-23T00:00:00.000","3","1"
"Whycocomagh","SWITZERLAND ","OTHER","2",,"2","Full","CampsitePermit","Less than 20ft","2016-08-27T00:00:00.000","2016-08-28T00:00:00.000","1","1"
"Thomas Raddall","GERMANY ","OTHER","2",,"2","Full","CampsitePermit","Single Tent","2016-08-05T00:00:00.000","2016-08-07T00:00:00.000","2","1"
"Graves Island","GERMANY ","OTHER","2","3","5","Full","CampsitePermit","Less than 20ft","2016-07-10T00:00:00.000","2016-07-14T00:00:00.000","4","1"
"Valleyview","SWITZERLAND ","OTHER","2",,"2","Full","CampsitePermit","Less than 30ft","2016-09-02T00:00:00.000","2016-09-05T00:00:00.000","3","1"
"Graves Island","GERMANY ","OTHER","2",,"2","Senior","CampsitePermit","Less than 30ft","2016-08-26T00:00:00.000","2016-08-29T00:00:00.000","3","1"
"Rissers Beach","GERMANY ","OTHER","2",,"2","Senior","CampsitePermit","Less than 20ft","2016-08-14T00:00:00.000","2016-08-21T00:00:00.000","7","1"
"Valleyview","GERMANY ","OTHER","2",,"2","Senior","CampsitePermit","Single Tent","2016-09-03T00:00:00.000","2016-09-04T00:00:00.000","1","1"
"Blomidon","GERMANY ","OTHER","1",,"1","Full","CampsitePermit","Single Tent","2016-06-03T00:00:00.000","2016-06-04T00:00:00.000","1","1"
"Rissers Beach","GERMANY ","OTHER","2","1","3","Full","CampsitePermit","Less than 30ft","2016-07-05T00:00:00.000","2016-07-06T00:00:00.000","1","1"
"Caribou Munroes","GERMANY ","OTHER","4","2","6","Full","CampsitePermit","Less than 30ft","2016-08-17T00:00:00.000","2016-08-18T00:00:00.000","1","1"
"Ellenwood Lake","GERMANY ","OTHER","1",,"1","Full","CampsitePermit","Less than 40ft","2016-05-20T00:00:00.000","2016-05-23T00:00:00.000","3","1"
"Rissers Beach","SWITZERLAND ","OTHER","2","3","5","Full","CampsitePermit","Less than 30ft","2016-07-12T00:00:00.000","2016-07-15T00:00:00.000","3","1"
"Graves Island","GERMANY ","OTHER","2",,"2","Full","CampsitePermit","Single Tent","2016-07-06T00:00:00.000","2016-07-07T00:00:00.000","1","1"
"Blomidon","GERMANY ","OTHER","2","1","3","Full","CampsitePermit","Single Tent","2016-07-27T00:00:00.000","2016-07-29T00:00:00.000","2","1"
"Rissers Beach","GERMANY ","OTHER","1",,"1","Full","CampsitePermit","Single Tent","2016-08-23T00:00:00.000","2016-08-24T00:00:00.000","1","1"
"Rissers Beach","GERMANY ","OTHER","2",,"2","Full","CampsitePermit","Less than 20ft","2016-08-26T00:00:00.000","2016-08-28T00:00:00.000","2","1"
"Rissers Beach","SWITZERLAND ","OTHER","2","2","4","Full","CampsitePermit","Single Tent","2016-07-23T00:00:00.000","2016-07-24T00:00:00.000","1","1"
"The Islands","GERMANY ","OTHER","2",,"2","Senior","CampsitePermit","Less than 30ft","2016-08-28T00:00:00.000","2016-09-02T00:00:00.000","5","1"
"Caribou Munroes","GERMANY ","OTHER","6",,"6","Senior","CampsitePermit","Less than 30ft","2016-06-16T00:00:00.000","2016-06-19T00:00:00.000","3","1"
"Graves Island","SWITZERLAND ","OTHER","2","2","4","Full","CampsitePermit","Less than 30ft","2016-07-12T00:00:00.000","2016-07-14T00:00:00.000","2","1"
"Caribou Munroes","GERMANY ","OTHER","2","2","4","Full","CampsitePermit","Single Tent","2016-08-03T00:00:00.000","2016-08-04T00:00:00.000","1","1"
"Mira River","GERMANY ","OTHER","2","4","6","Full","CampsitePermit","Less than 30ft","2016-06-10T00:00:00.000","2016-06-12T00:00:00.000","2","1"
"Caribou Munroes","GERMANY ","OTHER","4",,"4","Senior","CampsitePermit","Less than 30ft","2016-08-29T00:00:00.000","2016-08-30T00:00:00.000","1","1"
"Thomas Raddall","GERMANY ","OTHER","2","3","5","Full","CampsitePermit","Tents","2016-07-22T00:00:00.000","2016-07-24T00:00:00.000","2","1"
"Five Islands","GERMANY ","OTHER","1",,"1","Full","CampsitePermit","Less than 20ft","2016-09-13T00:00:00.000","2016-09-14T00:00:00.000","1","1"
"Five Islands","GERMANY ","OTHER","2",,"2","Full","CampsitePermit","Single Tent","2016-06-24T00:00:00.000","2016-06-26T00:00:00.000","2","1"
"Rissers Beach","GERMANY ","OTHER","4",,"4","Full","CampsitePermit","Less than 20ft","2016-07-03T00:00:00.000","2016-07-06T00:00:00.000","3","1"
"Rissers Beach","GERMANY ","OTHER","2","1","3","Full","CampsitePermit","Less than 20ft","2016-08-31T00:00:00.000","2016-09-02T00:00:00.000","2","1"
"Five Islands","GERMANY ","OTHER","2",,"2","Full","CampsitePermit","Less than 20ft","2016-08-26T00:00:00.000","2016-08-27T00:00:00.000","1","1"
"Five Islands","GERMANY ","OTHER","2",,"2","Full","CampsitePermit","Less than 20ft","2016-07-29T00:00:00.000","2016-07-30T00:00:00.000","1","1"
"Smileys","GERMANY ","OTHER","2","4","6","Full","CampsitePermit","Less than 20ft","2016-08-05T00:00:00.000","2016-08-07T00:00:00.000","2","1"
"Five Islands","GERMANY ","OTHER","2",,"2","Veteran","CampsitePermit","Less than 20ft","2016-09-01T00:00:00.000","2016-09-06T00:00:00.000","5","1"
"Graves Island","GERMANY ","OTHER","2",,"2","Full","CampsitePermit","Less than 30ft","2016-08-05T00:00:00.000","2016-08-07T00:00:00.000","2","1"
"Porters Lake","SWITZERLAND ","OTHER","2",,"2","Full","CampsitePermit","Less than 20ft","2016-08-05T00:00:00.000","2016-08-06T00:00:00.000","1","1"
"Five Islands","GERMANY ","OTHER","2",,"2","Full","CampsitePermit","Less than 20ft","2016-07-16T00:00:00.000","2016-07-18T00:00:00.000","2","1"
"Rissers Beach","GERMANY ","OTHER","6",,"6","Full","CampsitePermit","Less than 20ft","2016-07-24T00:00:00.000","2016-07-31T00:00:00.000","7","1"
"Mira River","GERMANY ","OTHER","2","2","4","Full","CampsitePermit","Less than 20ft","2016-07-13T00:00:00.000","2016-07-15T00:00:00.000","2","1"
"Five Islands","SWITZERLAND ","OTHER","2",,"2","Full","CampsitePermit","Single Tent","2016-08-17T00:00:00.000","2016-08-21T00:00:00.000","4","1"
"The Islands","SWITZERLAND ","OTHER","2",,"2","Full","CampsitePermit","Less than 20ft","2016-07-26T00:00:00.000","2016-07-27T00:00:00.000","1","1"
"Rissers Beach","GERMANY ","OTHER","1",,"1","Full","CampsitePermit","Less than 20ft","2016-08-09T00:00:00.000","2016-08-10T00:00:00.000","1","1"
"Blomidon","GERMANY ","OTHER","1",,"1","Full","CampsitePermit","Single Tent","2016-07-04T00:00:00.000","2016-07-05T00:00:00.000","1","1"
"Laurie","GERMANY ","OTHER","2","2","4","Full","CampsitePermit","Less than 20ft","2016-07-15T00:00:00.000","2016-07-17T00:00:00.000","2","1"
"Thomas Raddall","GERMANY ","OTHER","2",,"2","Full","CampsitePermit","Less than 30ft","2016-07-29T00:00:00.000","2016-08-04T00:00:00.000","6","1"
"Graves Island","GERMANY ","OTHER","2","3","5","Full","CampsitePermit","Single Tent","2016-08-03T00:00:00.000","2016-08-06T00:00:00.000","3","1"
"Ellenwood Lake","GERMANY ","OTHER","2","2","4","Full","CampsitePermit","Single Tent","2016-07-15T00:00:00.000","2016-07-17T00:00:00.000","2","1"
"Whycocomagh","SWITZERLAND ","OTHER","2","2","4","Full","CampsitePermit","Single Tent","2016-08-02T00:00:00.000","2016-08-03T00:00:00.000","1","1"
"Rissers Beach","NS ","CANADA ","2","2","4","Full","CampsitePermit","Less than 20ft","2016-07-29T00:00:00.000","2016-08-01T00:00:00.000","3","1"
"Thomas Raddall","NS ","CANADA ","2",,"2","Full","CampsitePermit","Single Tent","2016-07-06T00:00:00.000","2016-07-07T00:00:00.000","1","1"
"Mira River","NS ","CANADA ","2","2","4","Full","CampsitePermit","Less than 40ft","2016-06-29T00:00:00.000","2016-07-03T00:00:00.000","4","1"
"Laurie","PE ","CANADA ","1",,"1","Full","CampsitePermit","Single Tent","2016-07-22T00:00:00.000","2016-07-23T00:00:00.000","1","1"
"Smileys","NS ","CANADA ","2",,"2","Full","CampsitePermit","Less than 20ft","2016-08-05T00:00:00.000","2016-08-07T00:00:00.000","2","1"
"Thomas Raddall","NS ","CANADA ","3","1","4","Full","CampsitePermit","Less than 20ft","2016-08-27T00:00:00.000","2016-08-29T00:00:00.000","2","1"
"Whycocomagh","NS ","CANADA ","3","1","4","Full","YurtPermit","Tents","2016-08-21T00:00:00.000","2016-08-22T00:00:00.000","1","1"
"Graves Island","UK","OTHER","3",,"3","Full","CampsitePermit","Tents","2016-07-18T00:00:00.000","2016-07-19T00:00:00.000","1","1"
"Porters Lake","NS ","CANADA ","2",,"2","Full","CampsitePermit","Less than 20ft","2016-08-22T00:00:00.000","2016-08-24T00:00:00.000","2","1"
"Five Islands","CT ","USA ","2",,"2","Senior","CampsitePermit","Single Tent","2016-08-24T00:00:00.000","2016-08-25T00:00:00.000","1","1"
"Cape Chignecto","NS ","CANADA ","1","3","4","Full","BackcountryPermit","Single Tent","2016-08-08T00:00:00.000","2016-08-09T00:00:00.000","1","1"
"The Islands","GERMANY ","OTHER","1",,"1","Full","CampsitePermit","Single Tent","2016-08-21T00:00:00.000","2016-08-22T00:00:00.000","1","1"
"Five Islands","NS ","CANADA ","2",,"2","Full","CampsitePermit","Single Tent","2016-09-10T00:00:00.000","2016-09-12T00:00:00.000","2","1"
"Five Islands","NS ","CANADA ","2","3","5","Senior","CampsitePermit","Single Tent","2016-08-10T00:00:00.000","2016-08-12T00:00:00.000","2","1"
"Mira River","CA ","USA ","2",,"2","Senior","CampsitePermit","Single Tent","2016-06-29T00:00:00.000","2016-06-30T00:00:00.000","1","1"
"Thomas Raddall","NB ","CANADA ","5","1","6","Full","CampsitePermit","Tents","2016-08-15T00:00:00.000","2016-08-17T00:00:00.000","2","1"
"Rissers Beach","AB ","CANADA ","1",,"1","Full","CampsitePermit","Less than 30ft","2016-09-11T00:00:00.000","2016-09-13T00:00:00.000","2","1"
"Mira River","NS ","CANADA ","2",,"2","Full","CampsitePermit","Single Tent","2016-06-11T00:00:00.000","2016-06-12T00:00:00.000","1","1"
"Smileys","ON ","CANADA ","1",,"1","Full","CampsitePermit","Single Tent","2016-07-14T00:00:00.000","2016-07-15T00:00:00.000","1","1"
"Boylston","NS ","CANADA ","1",,"1","Full","CampsitePermit","Single Tent","2016-08-29T00:00:00.000","2016-08-31T00:00:00.000","2","1"
"Mira River","GERMANY ","OTHER","2","1","3","Full","CampsitePermit","Single Tent","2016-07-18T00:00:00.000","2016-07-19T00:00:00.000","1","1"
"Amherst Shore","NS ","CANADA ","2",,"2","Senior","CampsitePermit","Less than 30ft","2016-08-15T00:00:00.000","2016-08-19T00:00:00.000","4","1"
"Rissers Beach","AB ","CANADA ","2","2","4","FULL","CampsitePermit","Less than 30ft","2016-08-09T00:00:00.000","2016-08-10T00:00:00.000","1","1"
"Thomas Raddall","NS ","CANADA ","1",,"1","Full","CampsitePermit","Single Tent","2016-08-14T00:00:00.000","2016-08-16T00:00:00.000","2","1"
"Mira River","NS ","CANADA ","2","1","3","Full","CampsitePermit","Less than 40ft","2016-06-03T00:00:00.000","2016-06-05T00:00:00.000","2","1"
"Blomidon","NS ","CANADA ","2","2","4","Full","CampsitePermit","Single Tent","2016-06-04T00:00:00.000","2016-06-05T00:00:00.000","1","1"
"Five Islands","NS ","CANADA ","3","2","5","Full","CampsitePermit","Tents","2016-07-16T00:00:00.000","2016-07-17T00:00:00.000","1","1"
"Five Islands","NS ","CANADA ","1",,"1","Senior","CampsitePermit","Single Tent","2016-08-11T00:00:00.000","2016-08-13T00:00:00.000","2","1"
"Five Islands","NS ","CANADA ","2","3","5","Full","CampsitePermit","Single Tent","2016-08-13T00:00:00.000","2016-08-14T00:00:00.000","1","1"
"Rissers Beach","ON ","CANADA ","2",,"2","Full","CampsitePermit","Single Tent","2016-07-26T00:00:00.000","2016-07-27T00:00:00.000","1","1"
"Thomas Raddall","ON ","CANADA ","2",,"2","Full","CampsitePermit","Single Tent","2016-08-24T00:00:00.000","2016-08-26T00:00:00.000","2","1"
"Rissers Beach","NS ","CANADA ","2",,"2","Veteran","CampsitePermit","Single Tent","2016-08-15T00:00:00.000","2016-08-16T00:00:00.000","1","1"
"Caribou Munroes","NS ","CANADA ","2","2","4","Full","CampsitePermit","Tents","2016-07-22T00:00:00.000","2016-07-24T00:00:00.000","2","1"
"Smileys","NS ","CANADA ","2",,"2","Full","CampsitePermit","Less than 30ft","2016-09-12T00:00:00.000","2016-09-14T00:00:00.000","2","1"
"Graves Island","QC ","CANADA ","2",,"2","Full","CampsitePermit","Single Tent","2016-08-24T00:00:00.000","2016-08-25T00:00:00.000","1","1"
"Dollar Lake","NS ","CANADA ","2",,"2","Full","CampsitePermit","Single Tent","2016-07-02T00:00:00.000","2016-07-04T00:00:00.000","2","1"
