"facility_identifier","facility_name","facility_type","county","phone","email","annual_inspection","annual_unannounced_inspection","probationary_expiry_date","age_range","prog_full_day","prog_part_day","prog_school_age","family_home","age_infant","age_toddler","age_preschool","age_school_age","address","city","postal","total_licence_capacity","location1"
"4182180","Mayflower After-School Program","Day Care Facility","Kings County","902-542-6074","banda50@eastlink.ca","October 6, 2021","June 24, 2021",,"Pre-primary to 12 years","No","No","Yes","No","No","No","No","Yes","1261 BELCHER ST.","PORT WILLIAMS","B0P 1T0","30","POINT (-64.420335 45.09151)"
"4182347","Windsor Day Care Centre","Day Care Facility","Hants County","902-798-2001","info@windsordaycare.ca","November 24, 2021","September 9, 2021",,"6 months - 12 years","Yes","No","Yes","No","Yes","Yes","Yes","Yes","236 VICTORIA ST.","WINDSOR","B0N 2T0","80","POINT (-64.137276 44.991386)"
"4185286","Kids and Company Sackville- Unit 1 and 5","Day Care Facility","Halifax County","902-864-4845","dmorphy@kidsandcompany.com","November 2, 2021","August 17, 2021",,"3 months - 10 years","Yes","No","Yes","No","Yes","Yes","Yes","Yes","22 GLENDALE AVE.","LOWER SACKVILLE","B4C 3M1","102","POINT (-63.658193 44.75902)"
"4185313","YMCA of Southwest Nova Scotia Association (Hebbville)","Day Care Facility","Lunenburg County","902-543-6399
902-298-1901 (cell)","Katharine.wile@ns.ymca.ca","October 12, 2021","June 18, 2021",,"4 years - 12 years","No","No","Yes","No","No","No","No","Yes","16147 HIGHWAY 3 HWY.","HEBBVILLE","B4V 6Y1","23","POINT (-64.561546 44.320903)"
"4185509","Digby Pre-School Co-op","Day Care Facility","Digby County","902-245-5780","digbypreschoolcoop@ns.aliantzinc.ca","October 26, 2021","June 15, 2021",,"30 months - 5 years","Yes","No","No","No","No","Yes","Yes","No","84 WARWICK ST.","DIGBY","B0V 1A0","20","POINT (-65.762754 44.616787)"
"4185530","Erica's Day Care Centre","Day Care Facility","Halifax County","902-827-2497","ericasdaycare@hotmail.com","August 11, 2021","June 16, 2021",,"18 months - 12 years","Yes","Yes","Yes","No","No","Yes","Yes","Yes","4182 HIGHWAY 7 HWY.","PORTERS LAKE","B3E 1E6","60","POINT (-63.330732 44.740885)"
"4187106","Debbie's Pre-School","Day Care Facility","Halifax County","902-717-1779","deblynnboyd@icloud.com","November 9, 2021","June 24, 2021",,"2 years - 5 years","No","Yes","No","No","No","Yes","Yes","No","449 POPLAR DR.","DARTMOUTH","B2W 4L2","14","POINT (-63.50028 44.673581)"
"4187924","La P'tite Academie Societe","Day Care Facility","Digby County","902-769-3250","academie@sepne.ca","October 1, 2021","April 20, 2021",,"3 months - 12 years","Yes","No","Yes","No","Yes","Yes","Yes","Yes","450 PATRICE RD.","CHURCH POINT","B0W 1M0","62","POINT (-66.103359 44.327101)"
"4191063","London Street Academy for Early Childhood Education","Day Care Facility","Halifax County","902-266-4610","leslieveinotte@gmail.com","December 13, 2021","March 26, 2021",,"18 months - 5 years","Yes","No","No","No","No","Yes","Yes","No","6462 LONDON ST.","HALIFAX","B3L 1X4","27","POINT (-63.608841 44.651868)"
"4191979","Care & Fun Childcare Limited (Bedford Highway)","Day Care Facility","Halifax County","902-445-0881","basma@carenfun.ca; hoda@careNfun.ca","December 17, 2021","September 3, 2021",,"18 months - 12 years","Yes","Yes","Yes","No","No","Yes","Yes","Yes","199 BEDFORD HWY.","HALIFAX","B3M 2J9","74","POINT (-63.647365 44.675005)"
"4192039","Kings County Family Resource Centre Home Day Care Agency","Family Home Day Care Agency","Kings County","902-678-5760","kcfrc@kcfrc.ca","November 16, 2021","August 11, 2021",,,"No","No","No","Yes","No","No","No","No","503 MAIN ST.","KENTVILLE","B4N 1L4",,"POINT (-64.501098 45.077732)"
"4192214","Christopher Robin's Learning Centre Inc.","Day Care Facility","Halifax County","902-468-5208","crlc@eastlink.ca","December 3, 2021","September 1, 2021",,"3 months - 5 years","Yes","No","Yes","No","Yes","Yes","Yes","Yes","11 SCARFE COURT","DARTMOUTH","B3B 1W4","72","POINT (-63.59554 44.707688)"
"4192754","Point Pleasant Child Care Centre (St. Mary's)","Day Care Facility","Halifax County","902-422-2293","ppccc@ns.sympatico.ca","February 9, 2022","October 7, 2021",,"18 months - 5 years","Yes","No","No","No","No","Yes","Yes","No","5845 GORSEBROOK AVE.","HALIFAX","B3H 1G3","36","POINT (-63.578884 44.629899)"
"4192769","Point Pleasant Child Care Centre (Infant)","Day Care Facility","Halifax County","902-422-2293","ppccc@ns.sympatico.ca","February 9, 2022","October 7, 2021",,"3 months - 3 years","Yes","No","No","No","Yes","Yes","Yes","No","5845 GORSEBROOK AVE.","HALIFAX","B3H 1G3","23","POINT (-63.578884 44.629899)"
"4192777","Point Pleasant Child Care Centre (Ogilvie)","Day Care Facility","Halifax County","902-422-2293","ppccc@ns.sympatico.ca","February 8, 2022","October 7, 2021",,"18 months - 6 years","Yes","No","No","No","No","Yes","Yes","No","5651 OGILVIE  ST.","HALIFAX","B3H 1B9","75","POINT (-63.571137 44.6283)"
"4192804","Mini Miner's Day Care & Preschool","Day Care Facility","Cape Breton County","902-862-9400","miniminers@ns.aliantzinc.ca","November 9, 2021","August 7, 2020",,"3 months - 12 years","Yes","No","Yes","No","Yes","Yes","Yes","Yes","736 MAPLE ST.","NEW WATERFORD","B1H 3R7","48","POINT (-60.090899 46.240516)"
"4193214","New Beginnings Day Care","Day Care Facility","Halifax County","902-445-7938","natlielynch@gmail.com","November 22, 2021","August 7, 2020",,"3 years - 12 years","Yes","No","Yes","No","No","No","Yes","Yes","181 MAIN AVE.","HALIFAX","B3M 1B4","17","POINT (-63.643603 44.655458)"
"4193230","Duck Duck Goose Children's Centre Limited (Portland Estates)","Day Care Facility","Halifax County","902-435-5370","kristamkchapman@hotmail.com","January 25, 2022","October 18, 2021",,"18 months - 12 years","Yes","No","Yes","No","No","Yes","Yes","Yes","16 PORTLAND ESTATES BLVD.","DARTMOUTH","B2W 6A1","26","POINT (-63.518893 44.66991)"
"4193233","Bean Sprouts Learning Center","Day Care Facility","Halifax County","902-443-4327","beansproutscare@yahoo.ca","February 17, 2022","December 1, 2021",,"18 months - 12 years","Yes","No","Yes","No","No","Yes","Yes","Yes","110 FREDERICK AVE. UNIT","HALIFAX","B3N 2L1","14","POINT (-63.641612 44.652207)"
"4201928","Beech Tree Academy","Day Care Facility","Halifax County","902-450-5338","doristhibeau@beechtreeacademy.ca","March 4, 2022","September 4, 2020",,"18 months - 12 years","Yes","No","Yes","No","No","Yes","Yes","Yes","5 OLIVER ST.","BEECHVILLE","B3T 1A2","126","POINT (-63.691358 44.637926)"
"4201939","Through The Looking Glass Child Care Ltd.","Day Care Facility","Halifax County","902-827-4283","ttlgchildcare@gmail.com","December 8, 2021","September 3, 2021",,"18 months - 12 years","Yes","No","Yes","No","No","Yes","Yes","Yes","5228 HIGHWAY 7 HWY.","PORTERS LAKE","B3E 1J7","49","POINT (-63.283834 44.744391)"
"4202709","Gore District Playschool","Day Care Facility","Hants County",,,"October 6, 2021","April 21, 2021",,"18 months - 12 years","Yes","No","Yes","No","No","Yes","Yes","Yes","1020 HIGHWAY 202 HWY.","WEST GORE","B0N 1P0","32","POINT (-63.774432 45.095678)"
"4202750","Lower Onslow Playschool Association","Day Care Facility","Colchester County","902-662-2495","regmichelin@eastlink.ca","January 11, 2022","September 27, 2021",,"30 months - 5 years","No","Yes","No","No","No","Yes","Yes","No","12391 HIGHWAY 2 HWY.","LOWER ONSLOW","B6L 5E4","20","POINT (-63.390407 45.379427)"
"4202894","Family Home Child Care Society","Family Home Day Care Agency","Pictou County","902-928-2211","lizcaleb@hotmail.com","February 2, 2022","September 15, 2021",,,"No","No","No","Yes","No","No","No","No","281 FOORD ST. UNIT B","STELLARTON","B0K 1S0",,"POINT (-62.660224 45.557407)"
"4204395","Peachtree Children's Centre","Day Care Facility","Halifax County","902-864-2767","lillianpeach62@gmail.com","March 2, 2022","October 22, 2021",,"3 years - 12 years","Yes","No","Yes","No","No","No","Yes","Yes","971 WINDGATE DR.","BEAVER BANK","B4G 0A7","50","POINT (-63.690021 44.794744)"
"4204701","Red Apple Children's Centre Ltd (The)","Day Care Facility","Antigonish County","902-863-4357",,"March 26, 2021","January 18, 2022",,"18 months - 10 years","Yes","No","Yes","No","No","Yes","Yes","Yes","12 CARTER CRES.","ANTIGONISH","B2G 2S8","40","POINT (-61.999134 45.628055)"
"4204741","Armbrae Academy Preschool","Day Care Facility","Halifax County","902-430-8762","head@armbrae.ns.ca","June 17, 2021","October 21, 2021",,"3 years - 5 years","Yes","No","No","No","No","No","Yes","No","1400 OXFORD ST.","HALIFAX","B3H 3Y8","24","POINT (-63.596101 44.636308)"
"4205503","Garderie Familiale de Clare (La)","Family Home Day Care Agency","Digby County","902-645-2673","lagarderie@bellaliant.com","January 13, 2022","July 14, 2021",,,"No","No","No","Yes","No","No","No","No","33 HACHÉ CHEMIN","METEGHAN","B0W 2J0",,"POINT (-66.15328 44.193356)"
"4206483","Harbourview Montessori Children's House","Day Care Facility","Cape Breton County","902-539-8884","harbourviewoffice@gmail.com","January 25, 2022","September 25, 2020",,"30 months- 6 years","Yes","No","Yes","No","No","No","Yes","Yes","290 MURPHY RD.","SYDNEY","B1R 1W8","40","POINT (-60.220468 46.136453)"
"4206486","Mawio'mi Child Care Centre","Day Care Facility","Halifax County","902-491-1330","chantaltrepanier@nscece.ca","February 3, 2022","September 24, 2021",,"3 months - 5 years","Yes","No","No","No","Yes","Yes","Yes","No","80 MAWIOMI PL. WING ""C""","DARTMOUTH","B2Y 0A5","47","POINT (-63.551689 44.654092)"
"4209502","Foundations Early Learning Centre Ltd.","Day Care Facility","Halifax County","902-221-2325","reikihfx@gmail.com","February 11, 2022","September 28, 2021",,"30 months - 12 years","No","Yes","Yes","No","No","No","Yes","Yes","8 BEACON ST.","DARTMOUTH","B2Y 1Y2","12","POINT (-63.543346 44.678082)"
"4218928","Sunnybrae After School Program","Day Care Facility","Halifax County","902-445-2270","jodismagicbeings@hotmail.com","November 29, 2021","August 7, 2020",,"5 years - 12 years","Yes","Yes","Yes","No","No","No","No","Yes","65 SUNNYBRAE AVE.","HALIFAX","B3N 2G6","14","POINT (-63.638207 44.65098)"
"4218956","Kinder Kampus","Day Care Facility","Pictou County","902-755-7268","rehilljanice@gmail.com","February 15, 2022","November 3, 2021",,"18 months - 12 years","Yes","No","Yes","No","No","Yes","Yes","Yes","39 ACADIA  AVE.","STELLARTON","B0K 1S0","34","POINT (-62.665124 45.557442)"
"4218974","Spring Garden Child Care Centre","Day Care Facility","Pictou County","902-695-6739","springgardenccc@eastlink.ca","February 14, 2022","November 10, 2021",,"3 months - 5 years","Yes","Yes","No","No","Yes","Yes","Yes","No","2499 TRURO RD.","WESTVILLE","B0K 2A0","70","POINT (-62.722455 45.576136)"
"4222377","Open View Pre-School","Day Care Facility","Halifax County","902-434-4195","openviewpreschool@rogers.com","February 17, 2022","October 26, 2021",,"2 years - 5 years","No","Yes","No","No","No","Yes","Yes","No","4144 LAWRENCETOWN RD.","LAWRENCETOWN","B2Z 1R1","14","POINT (-63.354686 44.643859)"
"4222598","Sheldrake Preschool","Day Care Facility","Halifax County","902-876-2378","sheldrakepreschoolns@gmail.com","January 28, 2022","October 22, 2021",,"18 months - 12 years","Yes","Yes","Yes","No","No","Yes","Yes","No","46 SHELDRAKE CRES.","HUBLEY","B3Z 1B3","14","POINT (-63.793107 44.673395)"
"4222663","After The Bell Inc.","Day Care Facility","Halifax County","902-404-5437","afterthebell2021@gmail.com","March 9, 2021","January 25, 2022",,"4 years - 12 years","No","No","Yes","No","No","No","No","Yes","320 FLYING CLOUD DR.","COLE HARBOUR","B2W 4T6","75","POINT (-63.49568 44.689993)"
"4222725","Purple Door Children's Centre","Day Care Facility","Halifax County","902-434-3160","nbishop@eastlink.ca","December 16, 2021","September 2, 2021",,"18 months - 6 years","Yes","No","No","No","No","Yes","Yes","No","9 DUMBARTON AVE.","DARTMOUTH","B2X 1Z7","20","POINT (-63.538226 44.692067)"
"4222739","HCA Early Childhood Centre","Day Care Facility","Halifax County","902-876-1141","hcapreschool@hotmail.com","February 25, 2022","November 1, 2021",,"18 months - 12 years","Yes","Yes","Yes","No","No","Yes","Yes","Yes","30 CHARLES ST.","TIMBERLEA","B3T 1J4","90","POINT (-63.74931 44.662031)"
"4222863","Crestview Children's Centre (Full Day Care)","Day Care Facility","Halifax County","902-832-0972","crestviewkids@outlook.com","February 25, 2022","October 20, 2021",,"18 months - 12 years","Yes","No","Yes","No","No","Yes","Yes","Yes","1475 BEDFORD HWY. SUITE 104","BEDFORD","B4A 3Z5","65","POINT (-63.660937 44.731001)"
"4222879","Tadpoles and Pollywogs Child Care Centre","Day Care Facility","Halifax County","902-444-0421","christieraine@hotmail.com","March 4, 2022","November 3, 2021",,"3 months  - 12 years","Yes","No","Yes","No","Yes","Yes","Yes","Yes","28 GOUROK AVE.","DARTMOUTH","B2X 2B3","16","POINT (-63.539381 44.695033)"
"4223368","Giant Steps Children's Centre Inc.","Day Care Facility","Halifax County","902-820-3236","giantstepsns@gmail.com","January 28, 2022","September 22, 2020",,"3 months - 12 years","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","399 WESTWOOD BLVD.","UPPER TANTALLON","B3Z 4K2","74","POINT (-63.880427 44.71766)"
"4223389","Giant Steps Children's Centre Inc. (Wyndham Drive)","Day Care Facility","Halifax County","902-826-3040","lisarondeau@icloud.com","February 3, 2022","September 17, 2020",,"18 months - 5 years","Yes","No","No","No","No","Yes","Yes","No","129 WYNDHAM DR.","UPPER TANTALLON","B3Z 0G5","68","POINT (-63.872196 44.722124)"
"4223467","Maple Tree Montessori Ltd.","Day Care Facility","Halifax County","902-406-3040","mapletreemontessori@me.com","February 25, 2022","November 17, 2021",,"3 years - 12 years","Yes","No","No","No","No","No","Yes","Yes","3008 OXFORD ST.","HALIFAX","B3L 2W5","34","POINT (-63.6091 44.653885)"
"4223485","Friends for Life Childcare Centre Inc.","Day Care Facility","Halifax County","902-850-2527","lisa.beddow@bellaliant.ca","February 25, 2022","December 10, 2020",,"3 months - 12 years","Yes","No","Yes","No","Yes","Yes","Yes","Yes","1690 PROSPECT  RD.","HATCHET LAKE","B3T 1P7","91","POINT (-63.710591 44.576841)"
"4224297","Shambhala School Pre-Primary (The)","Day Care Facility","Halifax County","902-454-6100","mmacnevin@shambhalaschool.org","February 10, 2022","October 20, 2021",,"3 years - 5 years","Yes","No","No","No","No","No","Yes","No","5450 RUSSELL ST.","HALIFAX","B3K 1W8","24","POINT (-63.596737 44.661801)"
"4224306","Crestview Children's Centre (43 Oceanview Drive)","Day Care Facility","Halifax County","902-835-4295",,"March 22, 2021","December 14, 2021",,"3 years - 12 years","No","Yes","Yes","No","No","No","Yes","Yes","43 OCEANVIEW DR.","BEDFORD","B4A 4C4","14","POINT (-63.679745 44.70905)"
"4226927","Jane Norman College After School Program","Day Care Facility","Colchester County","902-893-3342, 902-956-2630 - cell","kim.elliott@janenorman.ca","October 27, 2021","June 11, 2021",,"4 years - 12 years","No","No","Yes","No","No","No","No","Yes","125 CURTIS DR.","TRURO","B2N 0C5","75","POINT (-63.284127 45.34726)"
"4228778","Lil' Jems Early Learning Childcare Centre","Day Care Facility","Yarmouth County","902-749-0789","liljems@hotmail.com","March 8, 2022","September 13, 2021",,"18 months - 9 years","Yes","No","Yes","No","No","Yes","Yes","Yes","1040 LAKESIDE RD.","MILTON HIGHLANDS","B5A 5K1","36","POINT (-66.123954 43.856678)"
"4228807","Future Stars Learning Centre","Day Care Facility","Halifax County","902-405-5390","lindaliaoca@gmail.com","November 24, 2021","June 17, 2021",,"18 months - 12 years","Yes","No","Yes","No","No","Yes","Yes","Yes","6 ASTER CRT.","HALIFAX","B3S 1G5","14","POINT (-63.673931 44.671825)"
"4230364","Westside Afterschool Program","Day Care Facility","Pictou County","902-695-6739","springgardenccc@eastlink.ca","June 7, 2021","December 8, 2021",,"5 years - 12 years","No","No","Yes","No","No","No","No","Yes","468 VICTORIA AVE.","NEW GLASGOW","B2H 1X1","50","POINT (-62.655441 45.595093)"
"4230370","Boys & Girls Club of Yarmouth Day Care Centre (Pleasant St)","Day Care Facility","Yarmouth County","902-742-0749","bgcydirector@gmail.com","March 1, 2022","September 17, 2021",,"3 months - 5 years","Yes","No","No","No","Yes","Yes","Yes","No","372 PLEASANT ST.","YARMOUTH","B5A 2L2","35","POINT (-66.103728 43.852343)"
"4231033","Children's Place Learning Centre","Day Care Facility","Antigonish County","902-863-0614","childrensplace@ns.aliantzinc.ca","June 24, 2021","March 7, 2022",,"30 months - 12 years","No","Yes","Yes","No","No","Yes","Yes","Yes","89 HIGHLAND DR.","ANTIGONISH","B2G 1P5","27","POINT (-62.00584 45.618729)"
"4231146","Brookfield Preschool","Day Care Facility","Colchester County","902-673-2175","brookfieldpreschool@bellaliant.com","February 24, 2022","September 28, 2021",,"18 months - 5 years","Yes","No","No","No","No","Yes","Yes","No","55 CARTER RD.","BROOKFIELD","B0N 1C0","28","POINT (-63.273044 45.257853)"
"4232490","JR Afterschool Program Bras d'or","Day Care Facility","Cape Breton County","902-371-8164","jrafterschoolprogram@yahoo.ca","April 27, 2021","February 25, 2022",,"4 years - 12 years","No","No","Yes","No","No","No","No","Yes","10 ALDER POINT RD.","BRAS D'OR","B1Y 2K1","48","POINT (-60.289052 46.251634)"
"4234310","Betty Whelan's Rainbow Preschool","Day Care Facility","Cape Breton County","902-567-2338","bwrainbowpreschool@hotmail.com","February 26, 2021","March 2, 2022",,"18 months - 12 years","Yes","No","Yes","No","No","Yes","Yes","Yes","31 MOUNT FLORENCE ST.","COXHEATH","B1R1T9","15","POINT (-60.236216 46.113002)"
"4234320","Busy Bee Day Care Co. Ltd. (Lake Echo)","Day Care Facility","Halifax County","902-829-2333","email@busybeedaycare.com","April 9, 2021","January 27, 2022",,"3 months - 12 years","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","2875 HIGHWAY 7 HWY.","LAKE ECHO","B3E 1A4","47","POINT (-63.39441 44.728739)"
"4234469","Adventurers Child Care Centre Burnside - Centre 1","Day Care Facility","Halifax County","902-404-3444 ext: 1","adventurersccc@gmail.com","January 20, 2022","October 6, 2021",,"3 months - 12 years","Yes","No","Yes","No","Yes","Yes","Yes","Yes","50 EILEEN STUBBS AVE. UNIT 100","DARTMOUTH","B3B 0M7","34","POINT (-63.578559 44.698522)"
"4235635","Adventurers Child Care Centre Burnside - Centre 2","Day Care Facility","Halifax County","902-404-3959","adventurersccc@gmail.com","January 21, 2022","October 6, 2021",,"3 months - 5 years","Yes","No","No","No","Yes","Yes","Yes","No","50 EILEEN STUBBS AVE. UNIT 100","DARTMOUTH","B3B 0M7","54","POINT (-63.578559 44.698522)"
"4235995","Crystal Day Nursery Limited","Day Care Facility","Halifax County","902-466-3490","cryday@ns.aliantzinc.ca","July 9, 2021","February 10, 2022",,"6 months - 5 years","Yes","No","Yes","No","Yes","Yes","Yes","No","60 HIGHFIELD PARK DR. UNIT 4","DARTMOUTH","B3A 4R9","99","POINT (-63.58943 44.687946)"
"4236174","Sackville Family Day Care","Family Home Day Care Agency","Halifax County","902-864-6363","mlfp@bellaliant.com","June 8, 2021","April 27, 2021",,,"No","No","No","Yes","No","No","No","No","22 MEMORY LANE","LOWER SACKVILLE","B4C 2J3",,"POINT (-63.663302 44.752624)"
"4236217","Memory Lane Family Place Preschool","Day Care Facility","Halifax County","902-864-6363","mlfp@bellaliant.com","June 8, 2021","April 27, 2021",,"30 months - 5 years","No","Yes","No","No","No","No","Yes","No","22 MEMORY LANE","LOWER SACKVILLE","B4C 2J3","12","POINT (-63.663302 44.752624)"
"4236911","Mountainview Elementary After School Program","Day Care Facility","Cape Breton County","902-595-0020","mountainviewasp@gmail.com","March 25, 2021","December 9, 2020",,"Pre-primary - 12 years","No","No","Yes","No","No","No","No","Yes","21 DELTA DR.","HOWIE CENTRE","B1L 1G9","60","POINT (-60.265349 46.062087)"
"4238051","Starting Blocks Day Care and Preschool Ltd.","Day Care Facility","Pictou County","902-485-1957","startingblocksdaycare@gmail.com","March 8, 2022","November 18, 2021",,"18 months - 12 years","Yes","No","Yes","No","No","Yes","Yes","Yes","24 ROSS ST.","PICTOU","B0K 1H0","33","POINT (-62.703829 45.679088)"
"4238084","Fox Hollow Child Care Centre","Day Care Facility","Halifax County","902-826-2709","leannethomey@outlook.com","February 28, 2022","November 29, 2021",,"18 months - 5 years","Yes","Yes","No","No","No","Yes","Yes","No","1 FOX HOLLOW DR.","UPPER TANTALLON","B3Z 1E5","50","POINT (-63.8747 44.689369)"
"4238106","Amherst Pre-School Association","Day Care Facility","Cumberland County","902-667-8666","amherstpreschool@hotmail.com","October 13, 2021","March 7, 2022",,"30 months to 5 years","No","Yes","No","No","No","No","Yes","No","1 RATCHFORD ST.","AMHERST","B4H 1X2","30","POINT (-64.210932 45.834471)"
"4243161","University Children's Centre (Life Sciences)","Day Care Facility","Halifax County","902-494-7001","deb.malbeuf@dal.ca","April 13, 2021","October 22, 2021",,"3 years - 9 years","No","Yes","Yes","No","No","No","Yes","Yes","1355 OXFORD ST.","HALIFAX","B3H 4J1","36","POINT (-63.595479 44.634871)"
"4243165","Bridgewater Day Care Centre","Day Care Facility","Lunenburg County","902-543-7280","bwaterdaycare@ns.sympatico.ca","April 21, 2021","December 1, 2021",,"4 months - 10 years","Yes","No","Yes","No","Yes","Yes","Yes","Yes","87 HILLCREST ST.","BRIDGEWATER","B4V 1T2","90","POINT (-64.524628 44.373989)"
"4243267","Children's Corner Day Care Centre (Colby Drive)","Day Care Facility","Halifax County","902-462-7200","childrenscorner@eastlink.ca","March 2, 2021","March 18, 2021",,"3 months - 12 years","Yes","No","Yes","No","Yes","Yes","Yes","Yes","595 COLBY DR.","COLE HARBOUR","B2V 1Y5","66","POINT (-63.491351 44.665981)"
"4243502","Lunenburg Day Care Centre","Day Care Facility","Lunenburg County","902-634-4789","ldccoffice2@gmail.com","April 19, 2021","January 21, 2021",,"3 months - 12 years","Yes","No","Yes","No","Yes","Yes","Yes","Yes","26 LINCOLN ST.","LUNENBURG","B0J 2C0","106","POINT (-64.316385 44.378438)"
"4243932","Dutch Village Road Child Care Centre Limited","Day Care Facility","Halifax County","902-454-6340","nlongmire@dvrccc.ca","April 14, 2021","November 18, 2021",,"3 months - 9 years","Yes","No","No","No","Yes","Yes","Yes","No","2717 JOSEPH HOWE DR.","HALIFAX","B3L 4T9","57","POINT (-63.622735 44.643227)"
"4244665","Good Beginings Day Care","Day Care Facility","Annapolis County","902-532-7736","goodbeginningsdaycare@ns.aliantzinc.ca","July 8, 2021","November 24, 2020",,"18 months - 10 years","Yes","No","Yes","No","No","Yes","Yes","Yes","9 GRANGE ST.","ANNAPOLIS ROYAL","B0S 1A0","19","POINT (-65.508724 44.741312)"
"4244714","Windsor Park Children's Centre","Day Care Facility","Halifax County","902-722-4664","Jacquelyn.Stevenson@pwgsc-tpsgc.gc.ca","June 25, 2021","November 23, 2021",,"3 months - 5 years","Yes","No","No","No","Yes","Yes","Yes","No","6393 HOMEFIRE CRES.","HALIFAX",,"62","POINT (-63.613493 44.658254)"
"4245193","AVC Family Tree Children's Centre","Day Care Facility","Annapolis County","902-825-5490","familytreechildrenscentre@gmail.com","June 22, 2021","October 19, 2021",,"6 months - 5 years","Yes","No","No","No","Yes","Yes","Yes","No","295 COMMERCIAL ST.","MIDDLETON","B0S 1P0","22","POINT (-65.076371 44.955778)"
"4245219","Splash of Color Children's Centre","Day Care Facility","Halifax County","9023843276","wcrocker@hotmail.ca","April 8, 2021","January 5, 2022",,"18 months  - 12 Years","Yes","No","No","No","No","Yes","Yes","Yes","12280 HIGHWAY 224 HWY.","MIDDLE MUSQUODOBOIT","B0N 1X0","20","POINT (-63.145276 45.044088)"
"4245825","Playtime at Dodie's Preschool Inc","Day Care Facility","Pictou County","902-754-7438","dodielamey@live.ca","April 19, 2021","January 21, 2022",,"18 months - 12 years","Yes","No","Yes","No","No","Yes","Yes","Yes","10492 SHERBROOKE RD.","NEW GLASGOW","B2H 5C7","85","POINT (-62.629073 45.573131)"
"4246721","Garderie Les Petits Poussins Daycare (Le)","Day Care Facility","Inverness County","902-224-1998","garderielespetitspoussins@sepne.ca","April 13, 2021","October 22, 2020",,"18 months - 12 years","Yes","No","Yes","No","No","Yes","Yes","Yes","15118 CABOT TRAIL","CHÉTICAMP","B0E 1H0","26","POINT (-61.016143 46.625473)"
"4246765","ICA Child Care Centre","Day Care Facility","Cape Breton County","902-564-4940, 902-564-6112","daycare@islandcareeracademy.ca","March 30, 2021","October 14, 2020",,"18 months - 5 years","Yes","No","No","No","No","Yes","Yes","No","721 ALEXANDRA ST.","SYDNEY","B1S 2H3","15","POINT (-60.201844 46.109043)"
"4247044","University Children's Centre (Dalhousie)","Day Care Facility","Halifax County","902-494-7001","deb.malbeuf@dal.ca","April 13, 2021","November 1, 2021",,"4 months - 9 years","Yes","No","Yes","No","Yes","Yes","Yes","Yes","6101 SOUTH ST.","HALIFAX","B3H 1T2","78","POINT (-63.587897 44.635867)"
"4247404","Victoria Children's Centre (Prince Albert)","Day Care Facility","Halifax County","902-466-0464","vccdaycare@ns.aliantzinc.ca","June 11, 2021","December 8, 2021",,"18 months - 12 years","Yes","No","Yes","No","No","Yes","Yes","Yes","36 HASTINGS DR.","DARTMOUTH","B2Y 2C5","60","POINT (-63.547776 44.666418)"
"4284468","Willowbrae Academy Inc Timberlea","Day Care Facility","Halifax County","902-499-8769","yyao@willowbraechildcare.com","October 13, 2020","August 7, 2020",,"6 months - 12 years","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","1714 ST MARGARETS BAY RD.","TIMBERLEA","B3T 1B4","186","POINT (-63.707491 44.643118)"
"4284482","Garderie le Petit Voilier de Beaubassin (Le)","Day Care Facility","Halifax County","902-445-6480","info@petitvoilier.ca","January 20, 2022","December 9, 2020",,"18 months - 12 years","Yes","Yes","Yes","No","No","Yes","Yes","Yes","54 LARRY UTECK BLVD.","HALIFAX","B3M 4R9","94","POINT (-63.664224 44.698605)"
"4285186","Home Away From Home Family Child Care Agency","Family Home Day Care Agency","Shelburne County","902-745-3663","hafhfdca@eastlink.ca","April 23, 2021","October 21, 2021",,,"No","No","No","Yes","No","No","No","No","42 HIGHWAY 330 HWY.","BARRINGTON PASSAGE","B0W 1G0",,"POINT (-65.572662 43.468407)"
"4285197","Wolfville Children's Centre","Day Care Facility","Kings County","902-542-5087","wolfville.childrencentre@ns.aliantzinc.ca","April 6, 2021","January 12, 2021",,"18 months - 12 years","Yes","No","Yes","No","No","Yes","Yes","Yes","17 EARNSCLIFFE AVE.","WOLFVILLE","B4P 1X4","54","POINT (-64.37153 45.088754)"
"4286296","Notre Jardin d'Enfance","Day Care Facility","Digby County","902-645-3490","njd2@bellaliant.com","August 10, 2021","January 21, 2022",,"18 months -  6 years","Yes","No","No","No","No","Yes","Yes","Yes","8423 HIGHWAY 1 HWY.","METEGHAN CENTRE","B0W 2K0","48","POINT (-66.15328 44.193356)"
"4288977","Le Jardin des Petits","Day Care Facility","Yarmouth County","902-648-2433","lejardindespetits@gmail.com","November 2, 2021","July 9, 2021",,"18 months - 5 years","Yes","No","No","No","No","Yes","Yes","No","4258 HIGHWAY 308 HWY. N","TUSKET","B0W 3M0","42","POINT (-65.966099 43.870303)"
"4288997","Jardin d'Enfants (Le)","Day Care Facility","Colchester County","902-896-4520",,"November 12, 2021","July 14, 2021",,"18 months - 5years","Yes","No","Yes","No","No","Yes","Yes","Yes","50 ABERDEEN ST. B","TRURO","B2N 4V3","18","POINT (-63.261367 45.361213)"
