"board_code","school_board","school_code","school_name","mail_address_line_1","mail_address_line_2","mail_postal_code","civic_address_line_1","civic_address_line_2","civic_postal_code","telephone","fax","email","grade_level","early_immersion","middle_immersion","late_immersion","intensive_french","integrated_french","location"
"53","CHIGNECTO-CENTRAL REGIONAL    ","705","AMHERST REGIONAL HIGH SCHOOL                                ","                              ","                              ","       ","190 WILLOW ST                 ","AMHERST NS            ","B4H 3W5","9026612540  ","9026612535  ","STUBBERTA@CCRSB.CA                                ","JUNIOR/SENIOR                 ","Early Immersion",,,,"Integrated French","190 WILLOW ST
AMHERST NS, NS B4H 3W5
(45.831315, -64.19018)"
"51","CAPE BRETON-VICTORIA REGIONAL ","688","SYDNEY ACADEMY                                              ","                              ","                              ","       ","49 TERRACE ST                 ","SYDNEY NS             ","B1P 2L4","9025625464  ","9025644472  ","KDEVEAUX@GNSPES.CA                                ","JUNIOR/SENIOR                 ",,,,,"Integrated French","49 TERRACE ST
SYDNEY NS, NS B1P 2L4
(46.137717, -60.180588)"
"54","HALIFAX REGIONAL              ","334","EASTERN SHORE DISTRICT HIGH SCHOOL                          ","                              ","                              ","       ","35 WEST PETPESWICK RD         ","MUSQUODOBOIT HBR NS   ","B0J 2L0","9028894025  ","9028894037  ","ESDH@HRSB.CA                                   ","SENIOR HIGH                   ",,,"Late Immersion",,,"35 WEST PETPESWICK RD
MUSQUODOBOIT HBR NS, NS B0J 2L0
(44.782023, -63.154989)"
"59","TRI-COUNTY REGIONAL           ","541","DIGBY ELEMENTARY SCHOOL                                     ","PO BOX 1538                   ","DIGBY NS                      ","B0V 1A0","20 SHREVE ST                  ","DIGBY NS              ","B0V 1A0","9022457550  ","9022457555  ","DES@TCRSB.CA                                      ","ELEMENTARY                    ","Early Immersion",,,,,"20 SHREVE ST
DIGBY NS, NS B0V 1A0
(44.619101, -65.767438)"
"55","ANNAPOLIS VALLEY REGIONAL     ","133","ANNAPOLIS WEST EDUCATION CENTRE                             ","PO BOX 399                    ","ANNAPOLIS ROYAL NS            ","B0S 1A0","100 CHAMPLAIN DR              ","ANNAPOLIS ROYAL NS    ","B0S 1A0","9025323150  ","9025323160  ","AWEC@AVRSB.CA                                     ","ELEMENTARY/JUNIOR/SENIOR      ",,,,,"Integrated French","100 CHAMPLAIN DR
ANNAPOLIS ROYAL NS, NS B0S 1A0
(44.740238, -65.503381)"
"53","CHIGNECTO-CENTRAL REGIONAL    ","42","HANTS EAST RURAL HIGH SCHOOL                                ",,"                              ","       ","2331 HWY 2                    ","MILFORD NS            ","B0N 1Y0","9027584620  ","9027584626  ","SMITHMT@CCRSB.CA                                  ","JUNIOR/SENIOR                 ","Early Immersion",,"Late Immersion",,"Integrated French","2331 HWY 2
MILFORD NS, NS B0N 1Y0
(45.056802, -63.429709)"
"53","CHIGNECTO-CENTRAL REGIONAL    ","992","SOUTH COLCHESTER ACADEMY ",,,,"207 HWY 289","BROOKFIELD NS","B0N 1C0","902 673 5000","902 673 5005","JACKSONN@CCRSB.CA","JUNIOR HIGH                   ",,,,,"Inregrated French","207 HWY 289
BROOKFIELD NS, NS B0N 1C0
(45.256502, -63.267591)"
"58","SOUTH SHORE REGIONAL          ","509","BRIDGEWATER ELEMENTARY SCHOOL                               ","                              ","                              ","       ","130 YORK ST                   ","BRIDGEWATER NS        ","B4V 1R3","9025418240  ","9025418250  ","BES@SSRSB.CA                                      ","ELEMENTARY                    ",,"Middle Immersion",,,,"130 YORK ST
BRIDGEWATER NS, NS B4V 1R3
(44.376974, -64.52372)"
"53","CHIGNECTO-CENTRAL REGIONAL    ","923","RIVERSIDE EDUCATION CENTRE                                  ","                              ","                              ","       ","6 RIVERSIDE DR                ","MILFORD NS            ","B0N 1Y0","9027584660  ","9027584666  ","GATTOSC@CCRSB.CA                             ","ELEMENTARY/JUNIOR             ","Early Immersion",,"Late Immersion",,"Integrated French","6 RIVERSIDE DR
MILFORD NS, NS B0N 1Y0
(45.045397, -63.43969)"
"59","TRI-COUNTY REGIONAL           ","256","WEYMOUTH CONSOLIDATED SCHOOL                                ","PO BOX 400                    ","WEYMOUTH NS                   ","B0W 3T0","4695 HWY 1                    ","WEYMOUTH NS           ","B0W 3T0","9028372310  ","9028372320  ","WCS@TCRSB.CA                                      ","ELEMENTARY                    ","Early Immersion",,,,,"4695 HWY 1
WEYMOUTH NS, NS B0W 3T0
(44.415185, -65.99603)"
"58","SOUTH SHORE REGIONAL          ","409","PARK VIEW EDUCATIONAL CENTRE",,"BRIDGEWATER NS","B4V 1C4","1485 KING ST","BRIDGEWATER NS        ","B4V 1C4","902 541 8200","902 541 8210","PVEC@SSRSB.CA","SENIOR",,"Middle Immersion","Late Immersion",,"Integrated French","1485 KING ST
BRIDGEWATER NS, NS B4V 1C4
(44.39819, -64.544166)"
"59","TRI-COUNTY REGIONAL           ","981","DRUMLIN HEIGHTS CONSOLIDATED SCHOOL                         ","RR 1                          ","ARGYLE NS                     ","B0W 1W0","5428 HWY 3                    ","GLENWOOD NS           ","B0W 1W0","9026436000  ","9026436006  ","DHCS@TCRSB.CA                                     ","ELEMENTARY/JUNIOR/SENIOR      ","Early Immersion",,,,,"5428 HWY 3
GLENWOOD NS, NS B0W 1W0
(43.794934, -65.855333)"
