"year","grade_level","assessment","program","board","sex","adaptation","ipp","exemption","eligible","reading_score","reading_level","writing_ideas","writing_organization","writing_language_use","writing_conventions"
"2019-20","6","RW","English","CBVRCE","M",,,,"Yes","509.57","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","CBVRCE","F",,,,"Yes","612.02","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","CBVRCE","F",,,,"Yes","474.79","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","CBVRCE","F",,,,"Yes","595.2","Level 3","Level 4","Level 4","Level 4","Level 4"
"2019-20","6","RW","English","HRCE","F",,,,"Yes","598.42","Level 3","Level 2","Level 2","Level 2","Level 2"
"2019-20","6","RW","English","CBVRCE","F",,,,"Yes","394.24","Level 2","Level 2","Level 2","Level 2","Level 2"
"2019-20","6","RW","English","CBVRCE","F",,,,"Yes","561.99","Level 3","Level 2","Level 2","Level 2","Level 2"
"2019-20","6","RW","English","CBVRCE","M","Yes",,,"Yes","464.69","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","French Imm","HRCE","M",,,,"Yes","473.08","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","CBVRCE","M",,,,"Yes","597.63","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","CBVRCE","F",,,,"Yes","547.01","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","CBVRCE","M",,,,"Yes","585.35","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","HRCE","M",,,,"Yes","590.76","Level 3","Level 4","Level 4","Level 4","Level 4"
"2019-20","6","RW","English","CBVRCE","M","Yes",,,"Yes","327.3","Level 1","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","HRCE","M",,,,"Yes","440.38","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","French Imm","HRCE","F",,,,"Yes","565.53","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","CBVRCE","M",,,,"Yes","448.43","Level 3","Not enough evidence","Not enough evidence","Not enough evidence","Not enough evidence"
"2019-20","6","RW","English","CBVRCE","M",,,,"No",,"Did not participate","Did not participate","Did not participate","Did not participate","Did not participate"
"2019-20","6","RW","English","CBVRCE","F",,,,"Yes","630.19","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","CBVRCE","M",,,,"Yes","495.55","Level 3","Level 2","Level 2","Level 2","Level 2"
"2019-20","6","RW","English","HRCE","F",,,,"Yes","414.52","Level 2","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","CBVRCE","F",,,,"Yes","629.72","Level 3","Level 4","Level 4","Level 4","Level 4"
"2019-20","6","RW","English","CBVRCE","F",,,,"Yes","528.71","Level 3","Level 4","Level 4","Level 4","Level 4"
"2019-20","6","RW","English","CBVRCE","F",,,,"Yes","496.52","Level 3","Level 2","Level 2","Level 2","Level 2"
"2019-20","6","RW","English","HRCE","F","Yes",,,"Yes","453.59","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","HRCE","F",,,,"Yes","517.56","Level 3","Level 4","Level 4","Level 4","Level 4"
"2019-20","6","RW","English","HRCE","M",,,,"Yes","446.84","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","HRCE","M",,,,"Yes","655.09","Level 4","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","CBVRCE","M",,"Yes",,"No",,"Did not participate","Did not participate","Did not participate","Did not participate","Did not participate"
"2019-20","6","RW","English","AVRCE","F",,,,"Yes","467.14","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","AVRCE","F","Yes",,,"Yes","306.1","Level 1","Not enough evidence","Not enough evidence","Not enough evidence","Not enough evidence"
"2019-20","6","RW","English","AVRCE","M",,,,"Yes","485.42","Level 3","Level 2","Level 2","Level 2","Level 2"
"2019-20","6","RW","English","AVRCE","M","Yes",,,"Yes","472.75","Level 3","Level 2","Level 2","Level 2","Level 2"
"2019-20","6","RW","English","AVRCE","F",,,,"Yes","404.57","Level 2","Level 2","Level 2","Level 2","Level 2"
"2019-20","6","RW","English","AVRCE","M",,,,"Yes","432.08","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","AVRCE","F",,,,"Yes","655.17","Level 4","Level 4","Level 4","Level 4","Level 4"
"2019-20","6","RW","English","HRCE","F",,,,"Yes","682.53","Level 4","Level 4","Level 4","Level 4","Level 4"
"2019-20","6","RW","English","HRCE","F",,,,"Yes","352.55","Level 1","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","HRCE","F",,,,"Yes","487.22","Level 3","Level 4","Level 4","Level 4","Level 4"
"2019-20","6","RW","English","CCRCE","M",,,,"Yes","571.93","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","HRCE","M",,,,"Yes","455.59","Level 3","Level 2","Level 2","Level 2","Level 2"
"2019-20","6","RW","English","HRCE","M",,,,"Yes","412.54","Level 2","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","HRCE","F",,,,"Yes","609.46","Level 3","Level 4","Level 4","Level 4","Level 4"
"2019-20","6","RW","English","HRCE","F",,,,"Yes","438.6","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","French Imm","HRCE","M",,,,"Yes","500.32","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","HRCE","F",,,,"Yes","607.24","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","French Imm","HRCE","F",,,,"Yes","615.41","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","HRCE","F",,,,"Yes","305.66","Level 1","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","French Imm","HRCE","F",,,,"Yes","591.77","Level 3","Level 4","Level 4","Level 4","Level 4"
"2019-20","6","RW","English","HRCE","M",,,,"Yes","579.88","Level 3","Level 4","Level 4","Level 4","Level 4"
"2019-20","6","RW","English","HRCE","F",,,,"Yes","466.94","Level 3","Level 4","Level 4","Level 4","Level 4"
"2019-20","6","RW","English","HRCE","M",,,,"Yes","398.98","Level 2","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","French Imm","CCRCE","F",,,,"Yes","438.15","Level 3","Level 2","Level 2","Level 2","Level 2"
"2019-20","6","RW","English","CBVRCE","F",,,,"Yes","672.73","Level 4","Level 4","Level 4","Level 4","Level 4"
"2019-20","6","RW","English","SRCE","M",,,,"Yes","509.36","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","HRCE","F",,,,"Yes","518.85","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","HRCE","M","Yes",,,"Yes","408.95","Level 2","Level 2","Level 2","Level 2","Level 2"
"2019-20","6","RW","English","HRCE","F","Yes",,,"Yes","390.58","Level 2","Level 2","Level 2","Level 2","Level 2"
"2019-20","6","RW","English","HRCE","F",,,,"Yes","522.89","Level 3","Level 2","Level 2","Level 2","Level 2"
"2019-20","6","RW","English","HRCE","M","Yes",,,"Yes","392.76","Level 2","Level 2","Level 2","Level 2","Level 2"
"2019-20","6","RW","English","SSRCE","F",,"Yes",,"No",,"Did not participate","Did not participate","Did not participate","Did not participate","Did not participate"
"2019-20","6","RW","English","HRCE","F","Yes",,,"Yes","404.9","Level 2","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","SSRCE","F",,,,"Yes","541.82","Level 3","Level 2","Level 2","Level 2","Level 2"
"2019-20","6","RW","English","SSRCE","M",,,,"Yes","426.39","Level 2","Level 2","Level 2","Level 2","Level 2"
"2019-20","6","RW","English","HRCE","F","Yes",,,"Yes","252.71","Level 1","Level 2","Level 2","Level 2","Level 2"
"2019-20","6","RW","French Imm","HRCE","F",,,,"Yes","679.83","Level 4","Level 4","Level 4","Level 4","Level 4"
"2019-20","6","RW","English","CCRCE","F",,"Yes",,"No",,"Did not participate","Did not participate","Did not participate","Did not participate","Did not participate"
"2019-20","6","RW","English","CCRCE","M",,"Yes",,"No",,"Did not participate","Did not participate","Did not participate","Did not participate","Did not participate"
"2019-20","6","RW","English","CCRCE","F","Yes",,,"Yes","329.15","Level 1","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","CCRCE","F","Yes",,,"Yes","377.54","Level 2","Level 1","Level 1","Level 1","Level 1"
"2019-20","6","RW","English","HRCE","M",,"Yes",,"No",,"Did not participate","Did not participate","Did not participate","Did not participate","Did not participate"
"2019-20","6","RW","English","AVRCE","M","Yes",,,"Yes","384","Level 2","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","HRCE","M",,,,"Yes","314.52","Level 1","Level 2","Level 2","Level 2","Level 2"
"2019-20","6","RW","English","HRCE","M",,"Yes",,"No",,"Did not participate","Did not participate","Did not participate","Did not participate","Did not participate"
"2019-20","6","RW","English","HRCE","F",,,,"Yes","384.32","Level 2","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","HRCE","F",,,,"Yes","538.41","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","CCRCE","M",,"Yes",,"No",,"Did not participate","Did not participate","Did not participate","Did not participate","Did not participate"
"2019-20","6","RW","English","CBVRCE","F",,,,"Yes","360.14","Level 2","Level 1","Level 1","Level 1","Level 1"
"2019-20","6","RW","English","HRCE","F",,,,"Yes","502.72","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","HRCE","M",,,,"Yes","436.49","Level 3","Level 2","Level 2","Level 2","Level 2"
"2019-20","6","RW","English","HRCE","F",,,,"Yes","462.95","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","SRCE","F",,,,"Yes","578.75","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","HRCE","M",,"Yes",,"No",,"Did not participate","Did not participate","Did not participate","Did not participate","Did not participate"
"2019-20","6","RW","English","HRCE","F",,"Yes",,"No",,"Did not participate","Did not participate","Did not participate","Did not participate","Did not participate"
"2019-20","6","RW","English","HRCE","M","Yes",,,"Yes","285.69","Level 1","Level 2","Level 2","Level 2","Level 2"
"2019-20","6","RW","English","HRCE","F","Yes",,,"Yes","385.06","Level 2","Level 2","Level 2","Level 2","Level 2"
"2019-20","6","RW","English","HRCE","M",,,,"Yes","401.17","Level 2","Level 2","Level 2","Level 2","Level 2"
"2019-20","6","RW","English","HRCE","F","Yes",,,"Yes","358.82","Level 2","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","CCRCE","M","Yes",,,"Yes","355.17","Level 2","Level 2","Level 2","Level 2","Level 2"
"2019-20","6","RW","English","HRCE","M",,"Yes",,"No",,"Did not participate","Did not participate","Did not participate","Did not participate","Did not participate"
"2019-20","6","RW","English","AVRCE","M",,,,"Yes","438.8","Level 3","Level 2","Level 2","Level 2","Level 2"
"2019-20","6","RW","French Imm","AVRCE","M",,,,"Yes","463.63","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","AVRCE","F",,,,"Yes","263.42","Level 1","Level 2","Level 2","Level 2","Level 2"
"2019-20","6","RW","CSAP","CSAP","F",,,,"Yes","599.61","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","CCRCE","M","Yes",,,"Yes","454.37","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","HRCE","M","Yes",,,"Yes","279.97","Level 1","Level 2","Level 2","Level 2","Level 2"
"2019-20","6","RW","English","CCRCE","F",,,,"Yes","694.38","Level 4","Level 4","Level 4","Level 4","Level 4"
"2019-20","6","RW","English","CCRCE","M",,"Yes",,"No",,"Did not participate","Did not participate","Did not participate","Did not participate","Did not participate"
"2019-20","6","RW","English","CCRCE","F",,,,"No",,"Did not participate","Did not participate","Did not participate","Did not participate","Did not participate"
"2019-20","6","RW","English","CCRCE","M","Yes",,,"Yes","407.11","Level 2","Level 1","Level 1","Level 1","Level 1"
"2019-20","6","RW","English","CCRCE","M","Yes",,,"Yes","464.64","Level 3","Level 2","Level 2","Level 2","Level 2"
"2019-20","6","RW","French Imm","CCRCE","M",,,,"Yes","492.13","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","SRCE","M",,,,"Yes","542.6","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","SRCE","M",,,,"Yes","440.9","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","CBVRCE","F",,,,"Yes","507.35","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","SSRCE","M","Yes",,,"Yes","339.03","Level 1","Level 2","Level 2","Level 2","Level 2"
"2019-20","6","RW","English","HRCE","M",,,,"Yes","296.22","Level 1","Level 2","Level 2","Level 2","Level 2"
"2019-20","6","RW","English","CBVRCE","M",,"Yes",,"No",,"Did not participate","Did not participate","Did not participate","Did not participate","Did not participate"
"2019-20","6","RW","CSAP","CSAP","F","Yes",,,"Yes","446","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","CSAP","CSAP","F",,,,"Yes","485.65","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","CSAP","CSAP","M",,,,"Yes","449.39","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","CSAP","CSAP","F",,,,"Yes","381.26","Level 2","Level 2","Level 2","Level 2","Level 2"
"2019-20","6","RW","CSAP","CSAP","F","Yes",,,"Yes","389.21","Level 2","Level 2","Level 2","Level 2","Level 2"
"2019-20","6","RW","English","SRCE","M",,,,"Yes","444.68","Level 3","Level 2","Level 2","Level 2","Level 2"
"2019-20","6","RW","CSAP","CSAP","F",,,,"Yes","456.62","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","HRCE","M","Yes",,,"Yes","314.5","Level 1","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","HRCE","F",,,,"Yes","461.79","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","French Imm","SRCE","F",,,,"Yes","479.81","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","CSAP","CSAP","F",,,,"Yes","514.18","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","CSAP","CSAP","M",,,,"Yes","533.12","Level 3","Level 2","Level 2","Level 2","Level 2"
"2019-20","6","RW","English","SRCE","M",,"Yes",,"No",,"Did not participate","Did not participate","Did not participate","Did not participate","Did not participate"
"2019-20","6","RW","CSAP","CSAP","M",,,,"Yes","491.42","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","SRCE","F",,,,"Yes","619.69","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","CSAP","CSAP","F",,,,"Yes","552.48","Level 3","Level 2","Level 2","Level 2","Level 2"
"2019-20","6","RW","CSAP","CSAP","F","Yes",,,"Yes","367.09","Level 2","Level 2","Level 2","Level 2","Level 2"
"2019-20","6","RW","CSAP","CSAP","F",,,,"Yes","361.02","Level 2","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","CSAP","CSAP","F",,,,"Yes","559.57","Level 3","Level 4","Level 4","Level 4","Level 4"
"2019-20","6","RW","English","SRCE","M",,,,"Yes","563.83","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","CSAP","CSAP","M",,,,"Yes","438.41","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","CSAP","CSAP","M",,,,"Yes","499.38","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","CSAP","CSAP","M",,,,"Yes","348.67","Level 1","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","CSAP","CSAP","M",,,,"Yes","321.05","Level 1","Level 2","Level 2","Level 2","Level 2"
"2019-20","6","RW","CSAP","CSAP","F",,,,"Yes","429.2","Level 2","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","CSAP","CSAP","F",,,,"Yes","537.24","Level 3","Level 4","Level 4","Level 4","Level 4"
"2019-20","6","RW","CSAP","CSAP","M",,,,"Yes","552.93","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","CSAP","CSAP","M",,,,"Yes","413.09","Level 2","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","HRCE","F","Yes",,,"Yes","285.85","Level 1","Level 2","Level 2","Level 2","Level 2"
"2019-20","6","RW","English","HRCE","M",,,,"Yes","526.01","Level 3","Level 2","Level 2","Level 2","Level 2"
"2019-20","6","RW","CSAP","CSAP","M",,,,"Yes","531.89","Level 3","Level 4","Level 4","Level 4","Level 4"
"2019-20","6","RW","CSAP","CSAP","F",,,,"Yes","609.02","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","CSAP","CSAP","M",,,,"Yes","454.27","Level 3","Level 2","Level 2","Level 2","Level 2"
"2019-20","6","RW","CSAP","CSAP","F",,,,"Yes","471.78","Level 3","Level 2","Level 2","Level 2","Level 2"
"2019-20","6","RW","English","CBVRCE","M",,,,"Yes","316.98","Level 1","Not enough evidence","Not enough evidence","Not enough evidence","Not enough evidence"
"2019-20","6","RW","CSAP","CSAP","M",,,,"Yes","465.12","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","CBVRCE","M",,,,"Yes","645.07","Level 4","Level 4","Level 4","Level 4","Level 4"
"2019-20","6","RW","CSAP","CSAP","F","Yes",,,"Yes","292.62","Level 1","Not enough evidence","Not enough evidence","Not enough evidence","Not enough evidence"
"2019-20","6","RW","English","CBVRCE","F",,,,"Yes","534.33","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","CCRCE","M",,,,"Yes","487.25","Level 3","Level 2","Level 2","Level 2","Level 2"
"2019-20","6","RW","CSAP","CSAP","M",,,,"Yes","409.34","Level 2","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","French Imm","SSRCE","M",,,,"Yes","404.55","Level 2","Level 2","Level 2","Level 2","Level 2"
"2019-20","6","RW","English","HRCE","F",,,,"Yes","501.02","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","CSAP","CSAP","F","Yes",,,"Yes","432.26","Level 3","Level 2","Level 2","Level 2","Level 2"
"2019-20","6","RW","CSAP","CSAP","F",,,,"Yes","654.44","Level 4","Level 4","Level 4","Level 4","Level 4"
"2019-20","6","RW","CSAP","CSAP","M",,,,"Yes","352.81","Level 1","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","CSAP","CSAP","F",,,,"Yes","490.12","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","SRCE","F",,,,"No",,"Did not participate","Did not participate","Did not participate","Did not participate","Did not participate"
"2019-20","6","RW","CSAP","CSAP","F",,,,"Yes","330.67","Level 1","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","CSAP","CSAP","M",,,,"Yes","492.61","Level 3","Level 2","Level 2","Level 2","Level 2"
"2019-20","6","RW","CSAP","CSAP","F",,,,"Yes","495.52","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","French Imm","HRCE","F",,,,"Yes","258.88","Level 1","Level 1","Level 1","Level 1","Level 1"
"2019-20","6","RW","CSAP","CSAP","M",,,,"Yes","476.92","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","CSAP","CSAP","F",,,,"Yes","548.31","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","CSAP","CSAP","F",,,,"Yes","638.43","Level 4","Level 4","Level 4","Level 4","Level 4"
"2019-20","6","RW","CSAP","CSAP","M",,,,"Yes","557.54","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","CSAP","CSAP","F",,,,"Yes","454.15","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","CSAP","CSAP","M","Yes",,,"Yes","283.33","Level 1","Level 2","Level 2","Level 2","Level 2"
"2019-20","6","RW","CSAP","CSAP","M",,,,"Yes","489.11","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","CSAP","CSAP","M",,,,"Yes","654.64","Level 4","Level 2","Level 2","Level 2","Level 2"
"2019-20","6","RW","English","CBVRCE","M","Yes",,,"Yes","527","Level 3","Level 2","Level 2","Level 2","Level 2"
"2019-20","6","RW","CSAP","CSAP","F",,,,"Yes","579.14","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","CSAP","CSAP","F",,,,"Yes","475.62","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","HRCE","M",,"Yes",,"No",,"Did not participate","Did not participate","Did not participate","Did not participate","Did not participate"
"2019-20","6","RW","CSAP","CSAP","F",,,,"Yes","539.3","Level 3","Level 2","Level 2","Level 2","Level 2"
"2019-20","6","RW","CSAP","CSAP","M",,,,"Yes","521.12","Level 3","Level 2","Level 2","Level 2","Level 2"
"2019-20","6","RW","English","TCRCE","F",,,,"Yes","470.02","Level 3","Level 2","Level 2","Level 2","Level 2"
"2019-20","6","RW","English","AVRCE","F",,"Yes",,"No",,"Did not participate","Did not participate","Did not participate","Did not participate","Did not participate"
"2019-20","6","RW","English","HRCE","F",,,"Yes","No",,"Did not participate","Did not participate","Did not participate","Did not participate","Did not participate"
"2019-20","6","RW","English","HRCE","F","Yes",,,"Yes","469.54","Level 3","Level 2","Level 2","Level 2","Level 2"
"2019-20","6","RW","French Imm","SRCE","F",,,,"Yes","568.83","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","CSAP","CSAP","F","Yes",,,"Yes","354.98","Level 2","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","SRCE","M","Yes",,,"Yes","374.96","Level 2","Level 2","Level 2","Level 2","Level 2"
"2019-20","6","RW","CSAP","CSAP","F",,,,"Yes","346.28","Level 1","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","CSAP","CSAP","M",,,,"Yes","560.94","Level 3","Level 4","Level 4","Level 4","Level 4"
"2019-20","6","RW","CSAP","CSAP","F",,,,"Yes","517.61","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","HRCE","M","Yes",,,"Yes","598","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","SRCE","F",,,,"Yes","565.93","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","CSAP","CSAP","M","Yes",,,"Yes","414.68","Level 2","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","French Imm","HRCE","F",,,,"Yes","549.69","Level 3","Level 4","Level 4","Level 4","Level 4"
"2019-20","6","RW","CSAP","CSAP","F",,,,"Yes","599.46","Level 3","Level 4","Level 4","Level 4","Level 4"
"2019-20","6","RW","CSAP","CSAP","F",,,,"Yes","500.22","Level 3","Level 4","Level 4","Level 4","Level 4"
"2019-20","6","RW","CSAP","CSAP","M",,,,"Yes","470.34","Level 3","Level 2","Level 2","Level 2","Level 2"
"2019-20","6","RW","CSAP","CSAP","M",,,,"Yes","445.32","Level 3","Level 2","Level 2","Level 2","Level 2"
"2019-20","6","RW","CSAP","CSAP","M",,,,"Yes","600","Level 3","Level 4","Level 4","Level 4","Level 4"
"2019-20","6","RW","CSAP","CSAP","F",,,,"Yes","556.6","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","CSAP","CSAP","M",,,,"Yes","309.96","Level 1","Level 2","Level 2","Level 2","Level 2"
"2019-20","6","RW","CSAP","CSAP","M",,,,"Yes","537.98","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","CSAP","CSAP","F",,,,"Yes","470.14","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","CSAP","CSAP","F",,,,"Yes",,"Not enough evidence","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","CSAP","CSAP","F",,,,"Yes","466.39","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","CSAP","CSAP","M",,,,"Yes","576.65","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","CSAP","CSAP","M",,,,"Yes","450.42","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","CSAP","CSAP","M",,,,"Yes","408.64","Level 2","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","CSAP","CSAP","F",,,,"Yes","477.91","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","CSAP","CSAP","M",,,,"Yes","613.87","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","CSAP","CSAP","M",,,,"Yes","588.98","Level 3","Level 2","Level 2","Level 2","Level 2"
"2019-20","6","RW","English","CCRCE","M","Yes",,,"Yes","372.69","Level 2","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","CSAP","CSAP","M",,,,"Yes","417.42","Level 2","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","CCRCE","F",,,,"Yes","697.41","Level 4","Level 4","Level 4","Level 4","Level 4"
"2019-20","6","RW","English","CBVRCE","M","Yes",,,"Yes","378.22","Level 2","Level 2","Level 2","Level 2","Level 2"
"2019-20","6","RW","English","HRCE","M",,,,"Yes","572.43","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","AVRCE","F",,,,"Yes","487.5","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","CBVRCE","F",,,,"Yes","352.57","Level 1","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","CBVRCE","M",,,,"Yes","518.62","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","CBVRCE","F","Yes",,,"Yes","675.9","Level 4","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","CBVRCE","M","Yes",,,"Yes","516.59","Level 3","Not enough evidence","Not enough evidence","Not enough evidence","Not enough evidence"
"2019-20","6","RW","English","CBVRCE","M","Yes",,,"Yes","682.17","Level 4","Not enough evidence","Not enough evidence","Not enough evidence","Not enough evidence"
"2019-20","6","RW","English","CBVRCE","M",,,,"Yes","472.25","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","CBVRCE","F",,,,"Yes","548.56","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","CBVRCE","M",,,,"Yes","508.52","Level 3","Level 4","Level 4","Level 4","Level 4"
"2019-20","6","RW","English","CBVRCE","M",,,,"Yes","505.61","Level 3","Level 2","Level 2","Level 2","Level 2"
"2019-20","6","RW","English","CBVRCE","M",,,,"Yes","471.42","Level 3","Level 2","Level 2","Level 2","Level 2"
"2019-20","6","RW","English","CBVRCE","F",,,,"Yes","474.18","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","CBVRCE","F",,,,"Yes","617.2","Level 3","Level 4","Level 4","Level 4","Level 4"
"2019-20","6","RW","English","CBVRCE","F",,,,"Yes","457.9","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","CBVRCE","F",,,,"Yes","375.51","Level 2","Level 2","Level 2","Level 2","Level 2"
"2019-20","6","RW","English","CBVRCE","F",,,,"Yes","448.25","Level 3","Level 4","Level 4","Level 4","Level 4"
"2019-20","6","RW","English","CBVRCE","F",,,,"Yes","504.52","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","CBVRCE","M",,,,"Yes","456.67","Level 3","Level 3","Level 3","Level 3","Level 3"
