"id","q27","q22","q28","q25","q25_other","q30","q26","q21","survey_source","q29","q23","city_employee_1_yes_2_no","q1a","q1b","q1c","q1d","q1e","q1f","q1g","q1h","q1i","q1j","q1k","q1l","q1m","q1n","q1o","q1p","q1q","q1r","q1s","q1t","q1a2","q1b2","q1c2","q1d2","q1e2","q1f2","q1g2","q1h2","q1i2","q1j2","q1k2","q1l2","q1m2","q1n2","q1o2","q1p2","q1q2","q1r2","q1s2","q1t2","no_first_choice","no_second_choice","no_third_choice","q2a","q2b","q2c","q2d","q2e","q2f","q2g","q2h","q2i","q2j","q2k","q2l","q2m","q2n","q2o","q2p","q2q","q2r","q2s","q2t","q2u","q2v","q2w","q3","q4a","q4b","q4c","q4d","q4e","q4f","q4g","q4h","q4i","q5","q6","q7","q8","q9","q10","q11q","q12b","q11a","q11b","q11c","q11d","q11e","q11f","q11g","q11h","q11i","q11j","q11k","q11l","q11m","q11n","q11o","q11p","q11r","q11s","q11t","q11a2","q11b2","q11c2","q11d2","q11e2","q11f2","q11g2","q11h2","q11i2","q11j2","q11k2","q11l2","q11m2","q11n2","q11o2","q11p2","q11q2","q11r2","q11s2","q11t2","q11_no_first_choice","q11_no_second_choice","q11_no_third_choice","q12","q12a","q13","q14","q15_first_answer","q15_second_answer","q15_third_answer","q15_fourth_answer","q15_fifth_answer","q15_sixth_answer","q15_seventh_answer","q15_eighth_answer","q15_other_answers","q15a","q15b","q15c","q15d","q15e","q15f","q15g","q15_no_first_choice","q15_no_second_choice","q15_no_third_choice","q16","q17","q18a","q18b","q18c","q18d","q19a","q19b","q19c","q19d","q20","q24_first_answer","q24_second_answer","q24_third_answer","q24_fourth_answer","location"
"1808","Female","65 or older","Own","Single-family unit",,"Area B - North of Bird Pond Rd and East of Texas Ave.","Graduated college","More than 20 years","Mail","Neither","One","No","Very Important","Somewhat Important","Very Important","Very Important","Very Important","Very Important","Somewhat Important","Very Important","Somewhat Important","Very Important","Somewhat Important","Somewhat Important","Somewhat Important","Somewhat Important","Somewhat Important","Somewhat Important","Somewhat Important","Very Important","Very Important","Very Important",,,"3",,,,,,,,,,,,,,,,"1","2",,,,"Excellent","Excellent","No Opinion","Excellent","Excellent","Good","Good","Good","No Opinion","Excellent","Good","No Opinion","Good","Excellent","Good","Excellent","Excellent","Good","Excellent","Excellent","Excellent","Excellent","Excellent","New recycling program is super. Hope it can develop to be profitable.","Excellent","Excellent","Excellent","Excellent","Excellent","Excellent","Excellent","Excellent","Excellent","Friendly, small town feeling",,"Making a community where parents can feed and keep a roof over family heads.",,"1","1","2",,"Somewhat Important","Somewhat Important","Somewhat Important","Very Important","Somewhat Important","Very Important","Somewhat Important","Somewhat Important","Somewhat Important","Somewhat Important","Very Important","Very Important","Somewhat Important","Somewhat Important","Very Important","Very Important","Somewhat Unimportant","Somewhat Important","Very Important",,,,"1",,"3",,,,,,"2",,,,,,,,,,,,"No",,"Very Safe","Staying the Same","Local newspapers","Utility bill newsletter","Local TV stations",,,,,,,,"1",,,"2","3",,,,,"Yes",,"Good","No Opinion","No Opinion","Good","Very Important","Very Important","Very Important","Very Important",,"None under 19 in household",,,,"(30.639968, -96.2746347)"
"1809","Female","65 or older","Own","Single-family unit",,"Area D - South of Bird Pond Rd. and East of Hwy. 6","Some college or technical school","11 to 20 years","Mail","Neither","Two","No","Not Important At All","Not Important At All","Somewhat Unimportant","Very Important","Very Important","Very Important","Very Important","Very Important","Somewhat Unimportant","Very Important","Somewhat Important","Very Important","Very Important","Not Important At All","Somewhat Important","Somewhat Unimportant","Very Important","Very Important","Very Important","Very Important",,,,"1",,"3",,,,,,,,,,,,,"2",,,,,"Excellent","Excellent","Excellent","Fair","Good","Good","Good","Good","Good","Fair","Good","Good","Good","Good","Excellent","Excellent","Excellent","Excellent","Excellent","Excellent","Excellent","Excellent","Excellent",,"Excellent","Excellent","Excellent","Excellent","Excellent","Excellent","Excellent","Excellent","Excellent","Small town atmosphere",,"Safety","South CS -more high end sit down restaurants","1","1","1",,"Very Important","Very Important","Very Important","Very Important","Somewhat Important","Very Important","Very Important","Somewhat Important","Somewhat Important","Very Important","Very Important","Somewhat Important","Not Important At All","Somewhat Important","Very Important","Very Important","Somewhat Important","Very Important","Very Important",,"3",,"1",,"2",,,,,,,,,,,,,,,,,,"No",,"Very Safe","Don't Know","Local newspapers","Local radio stations","Local TV stations",,,,,,,,"3",,"2",,"1",,,,,"Yes",,"Excellent","Good","Excellent","Excellent","Very Important","Very Important","Somewhat Important","Somewhat Important",,"None under 19 in household",,,,"(30.6256267, -96.253038)"
"181","Female","25-34","Rent","Apartment",,"Area A - North or Rock Prairie Rd. and West of Texas Ave.","Graduated high school","Less than 3 years","Online","Texas A&M","One","Yes","Very Important","Somewhat Important","Very Important","Very Important","Very Important","Very Important","Very Important","Very Important","Very Important","Very Important","Very Important","Very Important","Very Important","Very Important","Very Important","Very Important","Very Important","Very Important","Very Important","Very Important",,,"3",,,,,,"1",,,"2",,,,,,,,,,,,"Fair","Excellent","Fair","Good","Good","No Opinion","Good","Good","Fair","Fair","Good","Fair","Fair","Good","No Opinion","Good","Good","Good","Good","Good","Fair","Good","Good","Bike and pedestrian walkways are essential in this city. Also a improved bus transit system.","Fair","Fair","Good","Fair","Fair","Fair","Good","Fair","Fair","The community building that comes through the University.","The cost of living is much too expensive for a single parent going to college.  Making it accessible to families to enter and thrive when attending college.","An efficient transit system.","I would love to see more support for small business (non-corporate).","2","2","1",,"Very Important","Very Important","Very Important","Very Important","Very Important","Very Important","Very Important","Very Important","Very Important","Very Important","Very Important","Very Important","Very Important","Very Important","Very Important","Very Important","Very Important","Very Important","Very Important",,,,"3",,,,,,,"2",,,,,,,"1",,,,,,"No",,"Somewhat Safe","Increasing","City website (cstx.gov)","Social media (Facebook, Twitter, etc.)",,,,,,,,"1",,,,,"3","2",,,,"No","Reward public engagement to gain followers in social media.","No Opinion","No Opinion","No Opinion","No Opinion","Very Important","Very Important","Very Important","Very Important",,"Under  years old"," to 12 years old",,,"(30.595071, -96.329426)"
"1810","Female","65 or older","Own","Single-family unit",,"Area A - North or Rock Prairie Rd. and West of Texas Ave.","Graduated high school","3 to  years","Mail","Neither","Two","No","Very Important","Very Important","Very Important","Very Important","Somewhat Important","Very Important","Somewhat Important","Very Important","Very Important","Very Important","Very Important","Somewhat Important","Very Important","Very Important",,"Very Important","Very Important","Very Important","Very Important","Very Important",,,,,,,,,,,,,,,,,,,,,"1","2","3","Excellent","Good","Excellent","Excellent","Good","Excellent","Good","Excellent","Excellent","Good","Excellent","Fair","Fair","Good","No Opinion","Excellent","Excellent","Good","Good","Good","Good","Excellent","Excellent",,"Good","Good","Excellent","Good","Poor","Good","Excellent","Excellent","Excellent",,"Repair water drainage beside my home","Keep the city safe and maintaining the city",,"1","2","2",,"Very Important","Very Important","Very Important","Very Important","Somewhat Important","Very Important","Somewhat Important","Not Important At All","Not Important At All","Somewhat Important","Not Important At All","Not Important At All","Not Important At All","Somewhat Important","Somewhat Important","Not Important At All","Somewhat Important","Somewhat Important","Somewhat Important",,,"2",,,,,,,,,"3",,,"1",,,,,,,,,"Yes","Excellent","Very Safe","Don't Know",,,,,,,,,,,"2",,"3","1",,,,,,"Yes",,"No Opinion","No Opinion","No Opinion","No Opinion","Not Important At All","Not Important At All","Not Important At All","Not Important At All",,"None under 19 in household",,,,"(30.595071, -96.329426)"
"1811","Female","65 or older","Own",,,"Area C - South of Rock Prairie Rd. and West of Hwy. 6","Graduated college","More than 20 years","Mail","Neither","Three","No","Very Important","Very Important","Very Important","Very Important","Very Important","Very Important","Very Important","Very Important","Somewhat Important","Very Important","Very Important","Very Important","Very Important","Very Important","Very Important","Very Important","Very Important","Very Important","Very Important","Very Important",,,,,,,,"3",,,,,,,,,,,"1","2",,,,"Excellent","Excellent","Good","Excellent","Excellent","Excellent","Good","Fair","Fair","Fair","Good","Fair","Good","Good","Good","Good","Fair","Fair","Excellent","Excellent","Good","Good","Good",,"Good","Good","Good","Good","Good","Good","Good","Good","Good","Love the town, location and events","Traffic",,,"1","1","1",,"Very Important","Very Important","Very Important","Very Important","Somewhat Important","Very Important","Somewhat Important","Somewhat Important","Very Important","Very Important","Very Important","Very Important","Very Important","Somewhat Important","Very Important","Very Important","Somewhat Important","Very Important","Very Important",,,"2",,,,,,,,"3",,,,,,,,,"1",,,,"No",,"Somewhat Safe","Staying the Same","Utility bill newsletter",,,,,,,,,"1","2",,,,"3",,,,,"Yes",,"Good","Good","Excellent","Excellent","Very Important","Very Important","Very Important","Very Important",," to 12 years old","1 to 18 years old",,,"(30.5319423, -96.2972832)"
"1812","Male","45-54","Own","Single-family unit",,"Area D - South of Bird Pond Rd. and East of Hwy. 6","Some college or technical school","More than 20 years","Mail","Neither","Two","No","Somewhat Unimportant","Somewhat Important","Somewhat Unimportant","Very Important","Very Important","Not Important At All","Somewhat Unimportant","Very Important","Somewhat Unimportant","Somewhat Important","Somewhat Important","Somewhat Unimportant","Not Important At All","Not Important At All","Somewhat Unimportant","Somewhat Unimportant","Very Important","Somewhat Important","Very Important","Very Important",,,,,,,,"1",,"2",,,,,,,,,"3",,,,,"Good","Excellent","Fair","Good","Poor","Fair","Good","Poor","Excellent","Good","Excellent","Excellent","Excellent","Good","Good","Good","Excellent","Good","Good","Excellent","Good","Good","Good",,"Excellent","Excellent","Excellent","Excellent","Excellent","Excellent","Excellent","Good","Good","Location and size","Improve neighborhood roads","Roads","Outdoor mall shopping center","1","1","3",,"Very Important","Very Important","Very Important","Very Important","Very Important","Somewhat Important","Somewhat Important","Somewhat Unimportant","Somewhat Unimportant","Very Important","Somewhat Important","Somewhat Unimportant","Somewhat Unimportant","Somewhat Unimportant","Somewhat Important","Somewhat Unimportant","Somewhat Unimportant","Somewhat Important","Not Important At All","3",,"1",,,,,,,,,,,,,"2",,,,,,,,"Yes","Good","Very Safe","Staying the Same","Local newspapers","Local TV stations",,,,,,,,,,,,,,,"1","2","3","Yes",,"No Opinion","Good","No Opinion","No Opinion","Somewhat Unimportant","Somewhat Important","Somewhat Unimportant","Somewhat Unimportant",,"None under 19 in household",,,,"(30.6256267, -96.253038)"
"1813","Female","25-34","Rent","Duplex",,"Area A - North or Rock Prairie Rd. and West of Texas Ave.",,"3 to  years","Mail","Neither","One","No","Very Important","Somewhat Unimportant","Very Important","Not Important At All","Not Important At All","Very Important","Very Important","Very Important","Very Important","Very Important","Very Important","Very Important","Very Important","Somewhat Important","Somewhat Important","Very Important","Somewhat Unimportant","Somewhat Unimportant","Somewhat Unimportant","Somewhat Unimportant","3",,,,,,,,"2",,,,"1",,,,,,,,,,,"Poor","Poor","No Opinion","No Opinion","No Opinion","No Opinion","No Opinion","Good","Good","Poor","Good","Good","Fair","No Opinion","No Opinion","Fair","No Opinion","No Opinion","No Opinion","No Opinion","No Opinion","No Opinion","Poor",,"Fair","Good","Excellent","Fair","Fair","Good","Good","Good","Good",,"More variety of businesses","Parks, roads, crime prevention","At Home, Marshalls, Home Goods, Whole Foods, Fresh Market, higher end retail shops","3","2","1",,"Very Important","Very Important","Very Important","Very Important","Very Important","Very Important","Very Important","Very Important","Somewhat Important","Very Important","Very Important","Very Important","Very Important","Somewhat Important","Very Important","Very Important","Not Important At All","Very Important","Very Important",,,,,,,"2",,,,"1",,,,,,,,,"3",,,,"No",,"Somewhat Safe","Increasing","Local radio stations","Social media (Facebook, Twitter, etc.)",,,,,,,,,,,"2",,,"1",,,"3","Yes",,"No Opinion","No Opinion","No Opinion","No Opinion","Somewhat Important","Somewhat Important","Very Important","Somewhat Important",,"None under 19 in household",,,,"(30.595071, -96.329426)"
"1814","Female","35-44","Own","Single-family unit",,"Area D - South of Bird Pond Rd. and East of Hwy. 6",,"More than 20 years","Mail","Neither","Two","No","Very Important","Somewhat Important","Very Important","Somewhat Unimportant","Somewhat Important","Somewhat Unimportant","Somewhat Important","Very Important","Somewhat Unimportant","Somewhat Important","Somewhat Important","Very Important","Somewhat Important","Somewhat Important","Somewhat Important","Somewhat Important","Very Important","Very Important","Very Important","Very Important",,,,,,,,,,,,,,,,,"3","1",,"2",,,,"Good","Good","Fair","Good","Good","Good","Excellent","Good","Good","Good","Good","Good","Good","Good","Good","Good","Good","Good","Good","Good","Good","Good","Good",,"Good","Excellent","Good","Good","Good","Good","Good","Good","Good",,,,,"1","1","2",,"Somewhat Important","Somewhat Important","Somewhat Important","Somewhat Important","Very Important","Somewhat Important","Very Important","Somewhat Important","Somewhat Important","Somewhat Important","Somewhat Important","Somewhat Important","Somewhat Unimportant","Somewhat Important","Somewhat Important","Somewhat Important","Somewhat Unimportant","Very Important","Somewhat Unimportant",,,,,"3",,"2",,,,,,,,,,,,"1",,,,,"No",,"Very Safe","Staying the Same","Local newspapers","Local radio stations","Utility bill newsletter","Local TV stations",,,,,,,"1",,"2","3",,,,,,"Yes",,"Good","Good","Fair","Good","Very Important","Very Important","Somewhat Important","Somewhat Important",," to 12 years old","13 to 15 years old",,,"(30.6256267, -96.253038)"
"1815","Female","25-34","Own","Single-family unit",,"Area C - South of Rock Prairie Rd. and West of Hwy. 6",,"3 to  years","Mail","Neither","Two","No","Somewhat Important","Not Important At All","Somewhat Unimportant","Somewhat Important","Not Important At All","Not Important At All","Somewhat Important","Very Important","Very Important","Very Important","Somewhat Important","Not Important At All","Not Important At All","Not Important At All","Not Important At All","Somewhat Important","Very Important","Somewhat Important","Somewhat Important","Somewhat Important",,,,,,,,"1","2",,,,,,,,"3",,,,,,,"Poor","Fair","Poor","Excellent","No Opinion","No Opinion","Good","Fair","Poor","Fair","Excellent","No Opinion","Poor","No Opinion","No Opinion","Good","Excellent","Fair","Excellent","Excellent","Good","Excellent","Good","Needs to be more walking friendly (more/better sidewalks in Northgate). Like new recycling program.","Good","Good","Excellent","Fair","Good","Excellent","Good","Good","Good","Safety, although safety around the mall must be improved!","Better restaurants","Build a walkable downtown area in south CS.","Better restaurants in South CS.","1","2","3","Better website","Somewhat Important","Very Important","Very Important","Somewhat Unimportant","Somewhat Important","Somewhat Unimportant","Somewhat Important","Somewhat Unimportant","Very Important","Somewhat Important","Somewhat Important","Somewhat Important","Very Important","Not Important At All","Somewhat Important","Very Important","Somewhat Important","Somewhat Unimportant","Not Important At All",,"3",,,,,,,,"1",,,"2",,,,,,,,,,,"Yes","Excellent","Very Safe","Increasing","City website (cstx.gov)","Social media (Facebook, Twitter, etc.)",,,,,,,,"1",,,,,,"2",,,"3","No","Better website","No Opinion","No Opinion","No Opinion","No Opinion","Not Important At All","Somewhat Important","Somewhat Important","Not Important At All",,"None under 19 in household",,,,"(30.5319423, -96.2972832)"
"1816","Male","65 or older","Own","Single-family unit",,"Area C - South of Rock Prairie Rd. and West of Hwy. 6","Graduated high school","Less than 3 years","Mail","Neither","Two","No","Somewhat Important","Somewhat Important","Very Important","Very Important","Somewhat Important","Somewhat Important","Somewhat Unimportant","Very Important","Very Important","Very Important","Very Important","Somewhat Important","Somewhat Important","Somewhat Important","Somewhat Important","Somewhat Unimportant","Somewhat Important","Somewhat Important","Somewhat Important","Very Important",,,,,,,,,,,,,,,,,,,,,"1","2","3","Fair","Fair","Fair","Poor","No Opinion","No Opinion","Fair","Fair","Fair","Fair","Fair","No Opinion","No Opinion","No Opinion","No Opinion","No Opinion","Good","Good","No Opinion","Good","Good","Good","Good",,"Good","Good","Good","Good","Good","Good","Good","Good","Good","Close to my grandkids","Need some hills","Become more liberal","Health food stores","3","2","2",,"Somewhat Important","Somewhat Important","Somewhat Important","Very Important","Somewhat Important","Somewhat Important","Somewhat Important","Somewhat Important","Somewhat Unimportant","Somewhat Important","Somewhat Important","Somewhat Important","Very Important","Somewhat Unimportant","Somewhat Important","Somewhat Important","Somewhat Important","Somewhat Important","Somewhat Important",,,,"1",,,,,,,,,"2",,"3",,,,,,,,,"Yes","Good","Very Safe","Increasing","City website (cstx.gov)","Utility bill newsletter","Local TV stations",,,,,,,"3",,,,"2","1",,,,,"No","More notification on tv before rather than after","No Opinion","No Opinion","Good","No Opinion","Somewhat Unimportant","Somewhat Unimportant","Somewhat Unimportant","Somewhat Unimportant",,"None under 19 in household",,,,"(30.5319423, -96.2972832)"
"1817","Female","45-54","Rent","Other","4 plex","Area A - North or Rock Prairie Rd. and West of Texas Ave.",,"11 to 20 years","Mail","Neither","One","No","Somewhat Important","Somewhat Important","Somewhat Important","Very Important","Very Important","Very Important","Very Important","Very Important","Very Important","Very Important","Very Important","Very Important","Very Important","Very Important","Very Important","Very Important","Very Important","Very Important","Very Important","Very Important",,,,,,,,,,"1",,,,,,,,"2","3",,,,,"Good","Good","Good","Good","Fair","Good","Poor","Poor","Fair","Poor","Fair","Fair","Fair","Fair","Fair","Good","Poor","Poor","Good","Good","Good","Poor","Good","Should not smell sewer in town off of University Dr. or any populated areas","Good","Fair","Excellent","Excellent","Fair","Good","Excellent","Good","Good",,"Affordable housing","Maintaining traffic and street conditions","More family stores owned by local Aggies","1","2","2",,"Somewhat Unimportant","Very Important","Very Important","Very Important","Very Important","Very Important","Very Important","Very Important","Somewhat Unimportant","Very Important","Somewhat Important","Somewhat Important","Very Important","Very Important","Very Important","Very Important","Somewhat Important","Very Important","Very Important",,,,,,,,,,"2",,,,,,,,,"3","1",,,,"No",,"Somewhat Safe","Increasing","City website (cstx.gov)","Utility bill newsletter","Local TV stations","Social media (Facebook, Twitter, etc.)",,,,,,,,,,"1","2","3",,,,"No",,"No Opinion","No Opinion","No Opinion","No Opinion","Very Important","Very Important","Very Important","Very Important",,"None under 19 in household",,,,"(30.595071, -96.329426)"
"1818","Female","35-44","Rent","Single-family unit",,"Area C - South of Rock Prairie Rd. and West of Hwy. 6","Graduated high school","Less than 3 years","Mail","Neither","Two","No","Somewhat Important","Somewhat Important","Very Important",,"Somewhat Important","Very Important","Very Important","Very Important","Somewhat Important","Very Important","Somewhat Important","Somewhat Important","Somewhat Important","Somewhat Unimportant","Somewhat Important","Somewhat Important","Very Important","Very Important","Very Important","Very Important",,,,,,,"1",,,"3",,,,,,,,,"2",,,,,"Good","Good","Fair","Fair","Fair","Fair","Good","Fair","Good","Fair","Good","Fair","Fair","Fair","Fair","Good","Good","Good","Good","Good","Good","Good","Good","Need extra person on trash truck to pickup trash that didn't make it on truck.","Good","Good","Good","Good","Good","Good","Good","Good","Good","Low rental property, nice quiet neighborhood, plus the commute is great from point A to point B.","College students should only live in apt or in student housing.","More police presents in my neighborhood.",,"1","2","2","Animal control should have options after hours in case of emergencies to reach some if needed.","Somewhat Unimportant","Very Important","Very Important","Very Important","Somewhat Unimportant","Somewhat Important","Somewhat Important","Somewhat Unimportant","Somewhat Important","Very Important","Very Important","Somewhat Important","Somewhat Unimportant","Somewhat Unimportant","Somewhat Important","Somewhat Unimportant","Somewhat Unimportant","Somewhat Important","Very Important",,"3",,,,,,,,,"2",,,,,,,,,"1",,,,"Yes","Good","Very Safe","Decreasing","City website (cstx.gov)","Local radio stations","Local TV stations",,,,,,,"3",,,"1",,"2",,,,,"No","Monthly newsletter mailed to me","No Opinion","No Opinion","No Opinion","No Opinion","Somewhat Important","Somewhat Important","Somewhat Important","Somewhat Important",,"None under 19 in household",,,,"(30.5319423, -96.2972832)"
"1819","Female","65 or older","Own","Single-family unit",,"Area B - North of Bird Pond Rd and East of Texas Ave.","Some college or technical school","More than 20 years","Mail","Neither","Three","No","Very Important","Very Important","Very Important","Very Important","Very Important","Somewhat Important","Very Important","Very Important","Somewhat Important","Very Important","Very Important","Very Important","Very Important","Very Important","Very Important","Somewhat Important","Very Important","Very Important","Very Important","Very Important",,,,,,,,"3",,,,,,,,,,,"2","1",,,,"Good","Good","Good","Good","Good","Good","Good","Good","Fair","Good","Good","Good","Good","Good","Good","Excellent","Excellent","Good","Excellent","Excellent","Excellent","Excellent","Excellent",,"Good","Good","Good","Good","Good","Good","Good","Good","Good",,"Aggie Shack's in family neighborhoods","Maintaining infrastructure as city grows",,"1","2","1",,"Very Important","Somewhat Important","Somewhat Important","Very Important","Somewhat Important","Somewhat Important","Somewhat Important","Somewhat Important","Somewhat Unimportant","Very Important","Somewhat Important","Somewhat Important","Somewhat Important","Somewhat Important","Very Important","Very Important","Somewhat Important","Somewhat Important","Somewhat Important",,,"1","2",,,,,,"3",,,,,,,,,,,,,,"Yes","Excellent","Very Safe","Increasing","City website (cstx.gov)","Local newspapers","City cable channel (Ch. 1)","Utility bill newsletter","Local TV stations",,,,,"1","2",,,,"3",,,,,"Yes",,"Good","Good","Fair","Fair","Very Important","Very Important","Very Important","Very Important",,"None under 19 in household",,,,"(30.639968, -96.2746347)"
"182","Male","24 or under","Rent","Apartment",,"Area A - North or Rock Prairie Rd. and West of Texas Ave.","Graduated high school","Less than 3 years","Online","Texas A&M","Three","No","Very Important","Somewhat Unimportant","Very Important","Somewhat Important","Very Important","Very Important","Somewhat Important","Somewhat Important","Somewhat Important","Somewhat Unimportant","Somewhat Important","Very Important","Very Important","Somewhat Important","Very Important","Somewhat Important","Very Important","Somewhat Important","Very Important","Somewhat Important","3",,,"2",,,,,,,,,,,,,,"1",,,,,,"Good","Fair","Good","Good","Fair","Fair","Good","Good","Poor","Good","Fair","Fair","Fair","Good","Fair","Fair","Fair","Fair","Poor","Fair","Fair","Fair","Good",,"Fair","Fair","Fair","Good","Good","Poor","Good","Fair","Good","A&M","The crime","The prevention of crime in many areas",,"2","2","1",,"Somewhat Unimportant","Very Important","Very Important","Somewhat Important","Somewhat Important","Very Important","Somewhat Important","Somewhat Important","Somewhat Important","Somewhat Unimportant","Somewhat Important","Very Important","Somewhat Important","Somewhat Important","Very Important","Very Important","Very Important","Somewhat Important","Very Important",,,,,,"1",,,,,,"2",,,,,,"3",,,,,,"No",,"Not Safe","Increasing","Local radio stations","Social media (Facebook, Twitter, etc.)",,,,,,,,,"3",,"1",,,"2",,,,"No",,"No Opinion","No Opinion","Good","No Opinion","Somewhat Important","Somewhat Important","Somewhat Important","Somewhat Important",,"None under 19 in household",,,,"(30.595071, -96.329426)"
"1820","Male","35-44","Own","Single-family unit",,"Area B - North of Bird Pond Rd and East of Texas Ave.","Some college or technical school","11 to 20 years","Mail","Texas A&M","One","No","Somewhat Important","Somewhat Unimportant","Somewhat Important","Somewhat Important","Somewhat Important","Somewhat Unimportant","Somewhat Important","Very Important","Very Important","Somewhat Important","Somewhat Important","Somewhat Important","Somewhat Important","Somewhat Unimportant","Somewhat Unimportant","Somewhat Unimportant","Very Important","Very Important","Very Important","Very Important",,,,,,,,,,,,,,,,,,,,,"1","2","3","Fair","Fair","Fair","Good","Good","Fair","Good","Good","Good","Good","Good","Fair","Fair","Fair","Fair","Good","Good","Good","Good","Good","Good","Good","Good",,"Excellent","Good","Excellent","Good","Good","Good","Good","Good","Good","Small town community","Game day traffic","Designating student living area vs. family neighborhoods","More indoor entertainment facilities or covered parks","1","2","2",,"Somewhat Important","Somewhat Important","Very Important","Somewhat Important","Very Important","Very Important","Very Important","Very Important","Somewhat Unimportant","Somewhat Important","Somewhat Important","Somewhat Important","Somewhat Unimportant","Somewhat Unimportant","Somewhat Important","Somewhat Unimportant","Somewhat Important","Somewhat Important","Somewhat Unimportant",,,"1",,,,"3",,,"2",,,,,,,,,,,,,,"Yes","Excellent","Very Safe","Staying the Same","Local newspapers","Social media (Facebook, Twitter, etc.)",,,,,,,,"3","1",,,,,"2",,,,"Yes",,"Fair","Fair","Good","Excellent","Somewhat Unimportant","Somewhat Important","Somewhat Important","Somewhat Important",," to 12 years old","13 to 15 years old",,,"(30.639968, -96.2746347)"
"1821","Female","35-44","Own","Single-family unit",,"Area C - South of Rock Prairie Rd. and West of Hwy. 6","Some college or technical school","3 to  years","Mail","Neither","Three","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","2","3","Fair","Fair","Fair","Good","Fair","Good","Poor","Good","Good","Fair","Excellent","Good","Good","Fair","Fair","Fair","Good","Fair","Excellent","Excellent","Good","Good","Good",,"Excellent","Good","Excellent","Good","Good","Excellent","Excellent","Fair","Good","Community, safe","School zoning","Keeping up with the population growth",,"1","1","1",,"Somewhat Unimportant","Very Important","Very Important","Somewhat Important","Somewhat Important","Somewhat Important","Somewhat Unimportant","Somewhat Unimportant","Somewhat Important","Somewhat Important","Very Important","Very Important","Very Important","Somewhat Unimportant","Somewhat Important","Very Important","Somewhat Important","Very Important","Very Important",,,"2",,,,,,,,,,,,,"3",,,"1",,,,,"Yes","Excellent","Somewhat Safe","Increasing","City website (cstx.gov)","Local radio stations","Local TV stations",,,,,,,"3",,,"2",,"1",,,,,"No",,"No Opinion","No Opinion","No Opinion","Fair","Somewhat Important","Somewhat Important","Somewhat Important","Somewhat Important",,"1 to 18 years old",,,,"(30.5319423, -96.2972832)"
"1822","Female","24 or under","Rent","Apartment",,"Area A - North or Rock Prairie Rd. and West of Texas Ave.","Some college or technical school","3 to  years","Mail","Neither","One","No","Very Important","Not Important At All","Somewhat Important","Somewhat Unimportant","Not Important At All","Not Important At All","Somewhat Unimportant","Very Important","Somewhat Important","Very Important","Somewhat Important","Somewhat Important","Somewhat Important","Somewhat Unimportant","Somewhat Unimportant","Very Important","Very Important","Somewhat Important","Somewhat Important","Very Important",,,,,,,,"2",,"3",,,,,,,"1",,,,,,,"No Opinion","Good","No Opinion","Good","No Opinion","No Opinion","No Opinion","Good","Excellent","Good","Excellent","No Opinion","No Opinion","No Opinion","No Opinion","Good","Fair","Good","Good","Excellent","Excellent","Excellent","Fair","Need recycling for apts. I have to drive my recycling away myself. In terms of utlity service quality, the city does a good job but the price is way too high.","Excellent","Excellent","Excellent","Good","Excellent","Excellent","Excellent","Good","Good","Big city services with small town feel","Recycling should be more like Austin","Controlling traffic and maintaining roads, due to growth","More clothing stores and an outlet mall, more home good stores","2","1","2",,"Very Important","Very Important","Very Important","Very Important","Somewhat Important","Very Important","Very Important","Very Important","Somewhat Unimportant","Very Important","Very Important","Somewhat Important","Very Important","Somewhat Unimportant","Very Important","Very Important","Not Important At All","Somewhat Unimportant","Very Important","3",,,,,,,,,"2",,,"1",,,,,,,,,,,"Yes","Excellent","Very Safe","Don't Know","City website (cstx.gov)","Social media (Facebook, Twitter, etc.)",,,,,,,,"1",,,,,,"2",,,"3","Yes",,"No Opinion","No Opinion","No Opinion","No Opinion","Somewhat Unimportant","Somewhat Important","Somewhat Important","Somewhat Important",,"None under 19 in household",,,,"(30.595071, -96.329426)"
