"gender","race","city_residency","job_category","type","department"
"M","Asian","San Francisco","PROTECT/SERVCS","FTE","OPD "
"M","Black or African American","Oakland","SERV/MAINT","FTE","PWA"
"M","Hispanic or Latino","Vallejo","PROFESSIONAL","FTE","PWA"
"M","Asian","Hayward","PROTECT/SERVCS","FTE","OPD "
"M","Native Hawaiian/Other Pacific Islander","El Cerrito","PROFESSIONAL","FTE","OPD "
"M","White","Oakland","PARA-PROF","FTE","OPD "
"F","Native Hawaiian/Other Pacific Islander","San Leandro","PROFESSIONAL","FTE","DHS"
"F","Hispanic or Latino","Oakland","SERV/MAINT","FTE","PWA"
"M","Hispanic or Latino","Oakland","ADMIN SUPPORT","PTS","OPR"
"M","Hispanic or Latino","Oakland","SERV/MAINT","FTE","PWA"
"F","Hispanic or Latino","Hayward","ADMIN SUPPORT","PTS","Library"
"F","Black or African American","Berkeley","ADMIN SUPPORT","PTS","PWA"
"M","White","Pittsburg","OFFICIAL/ADM","FTE","OPR"
"M","Black or African American","Hayward","PROTECT/SERVCS","FTE","Fire "
"M","White","Oakland","PROTECT/SERVCS","FTE","Fire "
"F","Black or African American","Oakland","PROFESSIONAL","PTS","OPR"
"F","Black or African American","Hayward","TECHNICIANS","FTE","OPD "
"F","White","Piedmont","TECHNICIANS","FTE","OPD "
"M","White","Oakland","PARA-PROF","PTS","OPR"
"M","White","Concord","TECHNICIANS","FTE","Bldg/Engr"
"M","White","Berkeley","PROFESSIONAL","FTE","PWA"
"M","White","Oakland","SKILLED CRAFT","FTE","PWA"
"M","Black or African American","Hayward","PARA-PROF","PTS","OPR"
"M","Black or African American","Alameda","PROTECT/SERVCS","FTE","OPD "
"M","Native Hawaiian/Other Pacific Islander","Union City","SERV/MAINT","FTE","DHS"
"F","Black or African American","San Leandro","PROFESSIONAL","FTE","DHS"
"M","Black or African American","Emeryville","PROTECT/SERVCS","FTE","Fire "
"F","Black or African American","San Pablo","PROTECT/SERVCS","PTS","OPD "
"M","Black or African American","Tracy","OFFICIAL/ADM","FTE","PWA"
"F","White","Pittsburg","PROFESSIONAL","FTE","Bldg/Engr"
"M","Asian","Vallejo","PROTECT/SERVCS","FTE","OPD "
"F","Black or African American","Berkeley","SERV/MAINT","PTS","OPD "
"F","Asian","Oakland","TECHNICIANS","PTS","OPR"
"F","Asian","Oakland","PARA-PROF","PTS","OPR"
"M","White","Hayward","SKILLED CRAFT","FTE","PWA"
"F","Asian","Oakland","PROFESSIONAL","FTE","DHS"
"F","Black or African American","Oakland","ADMIN SUPPORT","PTS","OPR"
"F","Asian","Oakland","PARA-PROF","PTS","OPR"
"F","Black or African American","Suisun City","TECHNICIANS","FTE","OPD "
"M","Black or African American","Oakland","ADMIN SUPPORT","PTS","Library"
"F","Black or African American","Oakland","PROFESSIONAL","FTE","Bldg/Engr"
"M","Asian","Oakland","PROFESSIONAL","PTS","OPR"
"F","Black or African American","Discovery Bay","PROTECT/SERVCS","FTE","Fire "
"F","White","Orinda","PROFESSIONAL","PTS","Library"
"M","White","Manteca","TECHNICIANS","FTE","OPD "
"F","White","Oakland","PROFESSIONAL","FTE","Housing/Comm"
"M","White","Berkeley","ADMIN SUPPORT","PTS","DHS "
"M","White","Oakland","PROTECT/SERVCS","PTS","OPR"
"F","Hispanic or Latino","Oakland","PARA-PROF","FTE","City Attorney"
"M","Black or African American","Oakland","PARA-PROF","PTS","OPR"
"F","Black or African American","Oakland","PARA-PROF","PTS","OPR"
"M","Black or African American","Oakland","OFFICIAL/ADM","FTE","Economic Dev"
"F","Black or African American","Oakland","ADMIN SUPPORT","PTS","OPR"
"M","White","Oakland","SERV/MAINT","PTS","PWA"
"F","White","Antioch","PROTECT/SERVCS","FTE","CAO"
"M","White","Oakland","PROTECT/SERVCS","FTE","OPD "
"M","Black or African American","San Ramon","PROFESSIONAL","FTE","OPD "
"F","Black or African American","Oakland","ADMIN SUPPORT","FTE","OPR"
"F","White","Antioch","SERV/MAINT","FTE","CAO"
"F","Black or African American","Oakland","ADMIN SUPPORT","PTS","DHS "
"F","Black or African American","Richmond","SERV/MAINT","FTE","PWA"
"F","Black or African American","Hayward","ADMIN SUPPORT","PTS","DHS"
"F","Asian","Palo Alto","PROFESSIONAL","FTE","Finance"
"F","Black or African American","Oakland","ADMIN SUPPORT","PTS","DHS"
"M","Black or African American","Oakland","SERV/MAINT","FTE","PWA"
"F","White","Oakland","ADMIN SUPPORT","FTE","PWA"
"M","White","Oakland","ADMIN SUPPORT","PTS","Library"
"F","Black or African American","Oakland","ADMIN SUPPORT","PTS","OPR"
"F","Asian","Oakland","PROFESSIONAL","FTE","CAO"
"M","Asian","Orinda","OFFICIAL/ADM","FTE","HR"
"F","Black or African American","Oakland","PARA-PROF","PTS","OPR"
"M","White","Richmond","SKILLED CRAFT","FTE","PWA"
"F","White","Modesto","SERV/MAINT","FTE","PWA"
"M","White","Danville","PROTECT/SERVCS","FTE","Fire "
"M","Black or African American","Oakland","PROFESSIONAL","FTE","Housing/Comm"
"M","Black or African American","Berkeley","PROFESSIONAL","FTE","Fire "
"F","Black or African American","Berkeley","ADMIN SUPPORT","PTS","OPR"
"F","White","Oakland","PROFESSIONAL","PTS","Library"
"M","White","Rohnert Park","PROTECT/SERVCS","FTE","Fire "
"F","Black or African American","Oakland","ADMIN SUPPORT","PTS","OPR"
"M","White","San Leandro","SERV/MAINT","FTE","PWA"
"M","Hispanic or Latino","Tracy","PROTECT/SERVCS","FTE","OPD "
"M","White","Berkeley","PROTECT/SERVCS","FTE","OPD "
"F","Black or African American","Oakland","PARA-PROF","FTE","OPD "
"F","White","Moraga","PROFESSIONAL","FTE","City Attorney"
"F","Black or African American","Berkeley","ADMIN SUPPORT","PTS","DHS "
"F","Black or African American","Oakland","ADMIN SUPPORT","FTE","Council"
"F","White","Pleasanton","PROTECT/SERVCS","FTE","Fire "
"M","Black or African American","Oakland","SERV/MAINT","FTE","PWA"
"F","Black or African American","Albany","ADMIN SUPPORT","FTE","PWA"
"M","Hispanic or Latino","Oakland","SERV/MAINT","FTE","PWA"
"F","Black or African American","Pittsburg","OFFICIAL/ADM","FTE","DHS"
"M","Black or African American","Oakland","PARA-PROF","PTS","OPR"
"F","Black or African American","San Leandro","OFFICIAL/ADM","FTE","OPR"
"F","Black or African American","Oakland","SERV/MAINT","FTE","DHS"
"M","White","San Ramon","PROTECT/SERVCS","FTE","OPD "
"M","Black or African American","Oakland","PROTECT/SERVCS","FTE","OPD "
"M","Black or African American","Oakland","ADMIN SUPPORT","PTS","OPR"
"M","Black or African American","Oakland","ADMIN SUPPORT","PTS","OPR"
"M","Black or African American","Oakland","ADMIN SUPPORT","PTS","OPR"
"F","White","San Francisco","PROTECT/SERVCS","FTE","OPD "
"M","Hispanic or Latino","Lodi","PROTECT/SERVCS","FTE","Fire "
"M","Hispanic or Latino","Hayward","SERV/MAINT","FTE","PWA"
"F","Hispanic or Latino","Oakland","ADMIN SUPPORT","FTE","Finance"
"M","Hispanic or Latino","San Leandro","ADMIN SUPPORT","PTS","Library"
"F","Black or African American","San Leandro","TECHNICIANS","PTS","OPR"
"F","Black or African American","Hayward","PROFESSIONAL","PTS","OPR"
"M","Black or African American","Richmond","ADMIN SUPPORT","PTS","OPR"
"F","Black or African American","Oakland","PARA-PROF","FTE","DHS"
"F","White","Oakland","PARA-PROF","PTS","OPR"
"M","Hispanic or Latino","Union City","PARA-PROF","PTS","OPR"
"M","Hispanic or Latino","Oakland","PROFESSIONAL","FTE","Mayor"
"M","Hispanic or Latino","San Francisco","PARA-PROF","FTE","OPD "
"F","White","Oakland","ADMIN SUPPORT","FTE","OPD "
"F","White","Union City","PROFESSIONAL","PTS","PWA"
"F","White","Union City","PROFESSIONAL","FTE","PWA"
"F","Hispanic or Latino","San Francisco","ADMIN SUPPORT","FTE","Mayor"
"M","Hispanic or Latino","Oakland","PROTECT/SERVCS","PTS","OPR"
"F","Hispanic or Latino","Oakland","PARA-PROF","PTS","Library"
"M","Hispanic or Latino","Martinez","SERV/MAINT","FTE","PWA"
"F","Black or African American","Stockton","PROFESSIONAL","FTE","OPD "
"M","Hispanic or Latino","Oakland","PROFESSIONAL","FTE","Housing/Comm"
"F","Black or African American","Oakland","PROFESSIONAL","FTE","PWA"
"F","American Indian or Alaska Native","Berkeley","OFFICIAL/ADM","FTE","OPD "
"F","Hispanic or Latino","Alameda","ADMIN SUPPORT","FTE","Council"
"F","Black or African American","East Palo Alto","OFFICIAL/ADM","FTE","CAO"
"M","Black or African American","Antioch","SERV/MAINT","FTE","PWA"
"M","Black or African American","Oakland","SERV/MAINT","FTE","PWA"
"F","Black or African American","Oakland","ADMIN SUPPORT","PTS","OPR"
"M","Black or African American","Oakland","PROFESSIONAL","PTS","OPR"
"M","White","Tracy","PROTECT/SERVCS","FTE","OPD "
"F","White","San Jose","PROTECT/SERVCS","FTE","OPD "
"M","Black or African American","Hercules","PROFESSIONAL","FTE","Fire "
"M","Black or African American","San Ramon","TECHNICIANS","FTE","OPD "
"M","Black or African American","Oakland","ADMIN SUPPORT","PTS","OPR"
"F",,"Oakland","PROFESSIONAL","PTS","OPR"
"F","Black or African American","Oakland","PROFESSIONAL","FTE","Fire "
"F","White","Oakland","PROFESSIONAL","PTS","OPR"
"F","White","Oakland","PROTECT/SERVCS","FTE","OPD "
"M","White","Oakland","PARA-PROF","PTS","OPR"
"M","White","Antioch","PROTECT/SERVCS","FTE","OPD "
"F","Black or African American","San Pablo","PARA-PROF","PTS","OPR"
"M","Hispanic or Latino","Bay Point","PROTECT/SERVCS","FTE","OPD "
"M","Black or African American","Oakland","SERV/MAINT","FTE","PWA"
"F","Hispanic or Latino","Oakland","PROTECT/SERVCS","FTE","OPD "
"F","Black or African American","Oakland","ADMIN SUPPORT","PTS","DHS "
"M","Black or African American","Oakland","ADMIN SUPPORT","PTS","PWA"
"F","Black or African American","Hercules","PROFESSIONAL","FTE","Finance"
"F","Hispanic or Latino","Cameron Park","OFFICIAL/ADM","FTE","OPD "
"F","White","Oakley","PROTECT/SERVCS","FTE","OPD "
"F","White","Berkeley","PROTECT/SERVCS","FTE","Fire "
"F","White","Alameda","SERV/MAINT","PTS","CAO"
"M","White","Hayward","PROFESSIONAL","FTE","PWA"
"F","Black or African American","Oakland","PROFESSIONAL","FTE","OPD "
"M","White","Concord","OFFICIAL/ADM","FTE","Fire "
"M","Black or African American","San Jose","PROTECT/SERVCS","FTE","OPD "
"F","White","Oakland","PROFESSIONAL","PTS","OPR"
"F","Black or African American","Oakland","SERV/MAINT","PTS","OPD "
"F","Asian","Tracy","OFFICIAL/ADM","FTE","DHS"
"M","American Indian or Alaska Native","Whittier","PROTECT/SERVCS","FTE","Fire "
"M","Hispanic or Latino","Newman","PROTECT/SERVCS","FTE","OPD "
"F","Black or African American","Oakland","PARA-PROF","PTS","OPR"
"F","Asian","Oakland","PARA-PROF","PTS","OPR"
"M","Black or African American","Oakley","PROTECT/SERVCS","FTE","OPD "
"M","White","Clayton","PROFESSIONAL","FTE","Fire "
"F","Black or African American","Oakland","PARA-PROF","PTS","OPR"
"M","Black or African American","Oakland","PARA-PROF","PTS","OPR"
"M","Black or African American","Fairfield","OFFICIAL/ADM","FTE","OPD "
"M","Black or African American","El Cerrito","PROTECT/SERVCS","FTE","Fire "
"M","White","Vallejo","OFFICIAL/ADM","FTE","PWA"
"F","White","Pittsburg","TECHNICIANS","FTE","OPD "
"M","White","Oakland","PROTECT/SERVCS","FTE","OPD "
"M","White","Brentwood","OFFICIAL/ADM","FTE","IT"
"M","Black or African American","Fairfield","SERV/MAINT","FTE","PWA"
"M","Black or African American","Hayward","SERV/MAINT","FTE","PWA"
"M","Black or African American","Berkeley","PROTECT/SERVCS","FTE","Fire "
"F","White","Berkeley","PROFESSIONAL","FTE","Library"
"F","Hispanic or Latino","Richmond","TECHNICIANS","FTE","OPD "
"M","White","Tracy","SERV/MAINT","FTE","PWA"
"M","Black or African American","Oakland","ADMIN SUPPORT","PTS","OPR"
