"the_geom","block_face","globalidte","globalid","globalid_1","ns_ew","street_1","from_sor_1","to_nore_1","side_1","location_i","total_sp_1","spaces_by_","space_reg","order_","metered","limits","reg_code","definition","enforce_be","enforce_en","enforce_da","meter_rate","permit_typ","notes","feet","enforcebeg","enforceend","parkingt"
"MULTILINESTRING ((-122.27529113478654 37.802695381095866, -122.27515424376672 37.802916106836214))","132136","{CB866490-5824-4D9F-820C-98040150606A}","{44FFE3BD-12A5-4684-B9DB-9E2F4AA7CD93}","{44FFE3BD-12A5-4684-B9DB-9E2F4AA7CD93}_4","N-S","CLAY","11th","10th","West","CLAY from 11th to 10th , West","7.0","4.0","Meter","4.0","Y","2-hr",,,"1899-12-30T00:00:00.000","1899-12-30T00:00:00.000","Mon - Sat","$2.00 per hour",,,"89.5752435917","8:00 AM","6:00 PM",
"MULTILINESTRING ((-122.27944643744728 37.8024526083081, -122.27924393382608 37.80318735963653))","132139","{5C4C0136-96D2-4E47-9323-AF5288FA42E0}","{8A1FB58C-930A-47C5-9088-C616BBB3CFAC}","{8A1FB58C-930A-47C5-9088-C616BBB3CFAC}_","N-S","CASTRO","9th","8th","West","CASTRO from 9th to 8th , West","0.0","0.0","No Parking","0.0",,,,,,,,,,,"273.862283434","","",
"MULTILINESTRING ((-122.27905558765369 37.80323890012582, -122.27854070852987 37.80301923290966))","132146","{DE153F80-E0BB-48D6-8C90-1BCC3A4CAF91}","{76E5C1B5-B3F7-4A15-9C3F-C527B5CCC454}","{76E5C1B5-B3F7-4A15-9C3F-C527B5CCC454}_4","E-W","9th","MLK JR WAY","CASTRO","North","9th from MLK JR WAY to CASTRO , North","10.0","6.0","Unmarked","4.0",,,,,,,,,,,"168.895586225","","",
"MULTILINESTRING ((-122.27769531763045 37.803286127016655, -122.27795785965496 37.80285065503593))","132204","{7D1D3FE4-F544-4C03-9AD1-FF6E629E587A}","{58CB896E-7280-4071-9169-DE0592421BD9}","{58CB896E-7280-4071-9169-DE0592421BD9}_2","N-S","MLK JR WAY","9th","10th","East","MLK JR WAY from 9th to 10th , East","8.0","8.0","No Meter","2.0",,,,,,,,,,,"175.773863637","","",
"MULTILINESTRING ((-122.27808513661405 37.80295772927468, -122.27785176359566 37.8033448210072))","132232","{884CBF86-E0E5-4830-A372-9F3895327764}","{65E5C5FD-99DC-4D8F-9EC8-4FF39C175B3B}","{65E5C5FD-99DC-4D8F-9EC8-4FF39C175B3B}_2","N-S","MLK JR WAY","10th","9th","West","MLK JR WAY from 10th to 9th , West","9.0","9.0","No Meter","2.0",,,,,,,,,,,"156.245509935","","",
"MULTILINESTRING ((-122.2624239814466 37.80399639270425, -122.26343387767635 37.802405319593426))","132257","{5EAE4C05-3F5A-4CBD-925E-9D5367DB06DA}","{133C52EE-7FFA-4638-BC00-7D5F886BA66A}","{133C52EE-7FFA-4638-BC00-7D5F886BA66A}_1","N-S","MADISON","15th","17th","East","MADISON from 15th to 17th , East","27.0","27.0","No Meter","1.0",,"2-hr",,,"1899-12-30T00:00:00.000","1899-12-30T00:00:00.000","Mon - Fri",,"F",,"648.66982629","8:00 AM","6:00 PM",
"MULTILINESTRING ((-122.27648690183356 37.80315625929638, -122.27629496507261 37.80346243701858, -122.27624282331897 37.80354557872568))","132325","{16FBEE15-D129-474A-8A5F-E23D80E2D310}","{B8B4A92B-A4E0-45F7-9AFB-1F71E0BE8F57}","{B8B4A92B-A4E0-45F7-9AFB-1F71E0BE8F57}_2","N-S","JEFFERSON","11th","10th","West","JEFFERSON from 11th to 10th , West","8.0","8.0","Meter","2.0","Y","2-hr",,,"1899-12-30T00:00:00.000","1899-12-30T00:00:00.000","Mon - Sat","$2.00 per hour",,,"158.330668975","8:00 AM","6:00 PM",
"MULTILINESTRING ((-122.26284893489341 37.80129935644492, -122.2627833312223 37.80140362984303, -122.26259817137426 37.80169794568545, -122.26211638539554 37.80247472613953))","132331","{0E6B04C2-7E98-4243-B7B1-7234FD0D6394}","{ABBC00D0-A698-498C-AE99-6E0F3437CE5D}","{ABBC00D0-A698-498C-AE99-6E0F3437CE5D}_5","N-S","LAKESIDE","17th","14th","West","LAKESIDE from 17th to 14th , West","26.0","19.0","No Meter","5.0",,"2-hr",,,"1899-12-30T00:00:00.000","1899-12-30T00:00:00.000","Mon - Fri",,,,"477.453416337","8:00 AM","6:00 PM",
"MULTILINESTRING ((-122.26764499018377 37.80301324386503, -122.267561859031 37.80314832870947))","132407","{8CFC2086-1585-448F-8936-FBF06523DA18}","{60D4D280-BF8E-46A4-9459-6EBFF4C37B03}","{60D4D280-BF8E-46A4-9459-6EBFF4C37B03}_7","N-S","HARRISON","15th","14th","West","HARRISON from 15th to 14th , West","12.0","0.0","No Parking","7.0",,,,,,,,,,,"54.7380703294","","",
"MULTILINESTRING ((-122.26698517383313 37.803772480996884, -122.26730899317825 37.803246295086716))","132408","{BF8180BA-BFC7-408D-BC87-1392E73464B7}","{3D94552D-32D8-410E-B4B3-98BFC8B5D65D}","{3D94552D-32D8-410E-B4B3-98BFC8B5D65D}_4","N-S","HARRISON","14th","15th","East","HARRISON from 14th to 15th , East","7.0","0.0","No Parking","4.0",,,,,,,,,,,"213.217500731","","",
"MULTILINESTRING ((-122.27722157908477 37.804060990732665, -122.27739902822172 37.80377160220654))","132466","{440983C2-DFB5-4519-BA2D-27790C73FFFD}","{B8839970-EEB6-43A7-8876-E822675E4931}","{B8839970-EEB6-43A7-8876-E822675E4931}_3","N-S","MLK JR WAY","10th","11th","East","MLK JR WAY from 10th to 11th , East","5.0","0.0","Bus Stop","3.0",,,,,,,,,,,"117.182548816","","",
"MULTILINESTRING ((-122.27762287987396 37.80372038463889, -122.27743389877145 37.80402858293471))","132482","{37F23EE6-26E3-487E-B3E7-07A2A2E7276E}","{4BA912F6-9D14-40C7-A9AB-FAF24DFE2E10}","{4BA912F6-9D14-40C7-A9AB-FAF24DFE2E10}_2","N-S","MLK JR WAY","11th","10th","West","MLK JR WAY from 11th to 10th , West","6.0","5.0","Unmarked","2.0",,,,,,,,,,,"124.798986868","","",
"MULTILINESTRING ((-122.2613042425306 37.80370665530458, -122.26236202494731 37.80412182929277))","132484","{FD3C7E5D-8C38-4568-BD91-065A4B5C6ED8}","{CCB8FFCB-6EE6-48AD-A90E-E07FDE234023}","{CCB8FFCB-6EE6-48AD-A90E-E07FDE234023}_","E-W","17th","MADISON","LAKESIDE","South","17th from MADISON to LAKESIDE , South","14.0","14.0","No Meter","0.0",,"2-hr",,,"1899-12-30T00:00:00.000","1899-12-30T00:00:00.000","Mon - Fri",,,,"340.949809878","8:00 AM","6:00 PM",
"MULTILINESTRING ((-122.26347072518323 37.80265586528269, -122.262926518187 37.80352864906433, -122.26251694570625 37.80418301700874))","132500","{DE7FB4F4-C2B9-465C-8070-7BDE7F421BC7}","{1FF5A1A9-37EE-4519-991A-B730395AC953}","{1FF5A1A9-37EE-4519-991A-B730395AC953}_1","N-S","MADISON","17th","15th","West","MADISON from 17th to 15th , West","22.0","22.0","No Meter","1.0",,"2-hr",,,"1899-12-30T00:00:00.000","1899-12-30T00:00:00.000","Mon - Fri",,"F",,"620.602304352","8:00 AM","6:00 PM",
"MULTILINESTRING ((-122.26217204675649 37.80420045375849, -122.26128328845952 37.803851619686576))","132520","{FCADB460-213F-4817-B52B-B5B399EE0CC9}","{7F57D8C0-2A7A-41B6-8F3F-B1579F6A32DC}","{7F57D8C0-2A7A-41B6-8F3F-B1579F6A32DC}_2","E-W","17th","LAKESIDE","MADISON","North","17th from LAKESIDE to MADISON , North","11.0","11.0","No Meter","2.0",,"2-hr",,,"1899-12-30T00:00:00.000","1899-12-30T00:00:00.000","Mon - Fri",,"F","AKA 17TH from MADISON to OAK , North","286.468936735","8:00 AM","6:00 PM",
"MULTILINESTRING ((-122.27564297015559 37.80416911325864, -122.27589729680597 37.80378167386022))","132526","{20FF9CB2-EEC0-4598-87FC-3AD6B007202E}","{C74DB72E-B584-4BD9-931F-797126617BFA}","{C74DB72E-B584-4BD9-931F-797126617BFA}_2","N-S","JEFFERSON","11th","12th","East","JEFFERSON from 11th to 12th , East","8.0","8.0","Meter","2.0","Y","2-hr",,,"1899-12-30T00:00:00.000","1899-12-30T00:00:00.000","Mon - Sat","$2.00 per hour",,,"159.06362061","8:00 AM","6:00 PM",
"MULTILINESTRING ((-122.26818409245355 37.80421065988423, -122.2683707114925 37.80391367657671))","132528","{CCA98159-7DE7-4B76-959B-5FC57281E126}","{C6FC2B37-5E0B-40CB-82B0-A3B3C8E7D10F}","{C6FC2B37-5E0B-40CB-82B0-A3B3C8E7D10F}_4","N-S","WEBSTER","14th","15th","East","WEBSTER from 14th to 15th , East","13.0","6.0","Meter","4.0","Y","2-hr",,,"1899-12-30T00:00:00.000","1899-12-30T00:00:00.000","Mon - Sat","$2.00 per hour",,,"120.833968735","8:00 AM","6:00 PM",
"MULTILINESTRING ((-122.26738235292784 37.80397781360677, -122.26801601536562 37.804219650255895))","132529","{2C15B6D7-6964-4EAB-BF32-7E0DFD3D1A05}","{B3E665AB-6BDD-46EE-A6BC-448E4088F4E2}","{B3E665AB-6BDD-46EE-A6BC-448E4088F4E2}_2","E-W","15th","WEBSTER ST","HARRISON","South","15th from WEBSTER ST to HARRISON , South","11.0","9.0","Meter","2.0","Y","2-hr",,,"1899-12-30T00:00:00.000","1899-12-30T00:00:00.000","Mon - Sat","$2.00 per hour",,,"203.147715127","8:00 AM","6:00 PM",
"MULTILINESTRING ((-122.26878934072002 37.803555195896706, -122.26833352502088 37.80428058111392))","132548","{D06A2B1E-A7B0-4F17-BA3A-6CA80FC6F49F}","{3E230BCC-2A92-41E2-9A8B-29AAEE5DD8D6}","{3E230BCC-2A92-41E2-9A8B-29AAEE5DD8D6}_2","N-S","WEBSTER","15th","14th","West","WEBSTER from 15th to 14th , West","12.0","12.0","Meter","2.0","Y","2-hr",,,"1899-12-30T00:00:00.000","1899-12-30T00:00:00.000","Mon - Sat","$2.00 per hour",,,"295.138045255","8:00 AM","6:00 PM",
"MULTILINESTRING ((-122.27605652264761 37.803836353522726, -122.27583113568632 37.8041797071585))","132549","{AFDAB421-734B-4558-8708-2A6B4156B893}","{E5FF3DF3-58A5-4F22-916D-BDCB78FCC1C7}","{E5FF3DF3-58A5-4F22-916D-BDCB78FCC1C7}_3","N-S","JEFFERSON","12th","11th","West","JEFFERSON from 12th to 11th , West","8.0","7.0","Meter","3.0","Y","2-hr",,,"1899-12-30T00:00:00.000","1899-12-30T00:00:00.000","Mon - Sat","$2.00 per hour",,,"140.964089554","8:00 AM","6:00 PM",
"MULTILINESTRING ((-122.26799824217082 37.80436523137722, -122.26717635621559 37.80405156031277))","132571","{F9255837-79E5-4F1D-9A25-3BFBE5A137EB}","{2C06F25C-739B-4812-B22F-8CD1AACFE41B}
{2C06F25C-739B-4812-B22F-8CD1AACFE41B}_","{2C06F25C-739B-4812-B22F-8CD1AACFE41B}_2","E-W","15th","HARRISON",,"North","15th from HARRISON to WEBSTER , North","10.0","10.0","Meter","2.0","Y","2-hr",,,"1899-12-30T00:00:00.000","1899-12-30T00:00:00.000","Mon - Sat","$2.00 per hour",,,"263.490391303","8:00 AM","6:00 PM",
"MULTILINESTRING ((-122.27395740497288 37.804576595161606, -122.27425533198198 37.804091589497))","132611","{5B411434-4845-4251-B07A-EAB7863ACC09}","{E2CD9D5E-317E-4AAA-9FD6-9BCF7F6E6A64}","{E2CD9D5E-317E-4AAA-9FD6-9BCF7F6E6A64}_2","N-S","CLAY","12th","13th","East","CLAY from 12th to 13th , East","2.0","0.0","No Parking","2.0",,,,,,,,,,,"196.460698574","","",
"MULTILINESTRING ((-122.27450550036541 37.80399737124394, -122.27410689002602 37.80463327408127))","132629","{6B410486-A6F8-40B1-9ABF-A7EA07306C21}","{137FFB4E-5232-4EB0-A5F7-9EACFB5850D4}","{137FFB4E-5232-4EB0-A5F7-9EACFB5850D4}_","N-S","CLAY","13th","12th","West","CLAY from 13th to 12th , West","0.0","0.0","No Parking","0.0",,,,,,,,,,,"258.604244182","","",
"MULTILINESTRING ((-122.26368771709167 37.804350306932385, -122.26458082596984 37.80292883685444))","132632","{4F127188-45BA-4E9C-AAE5-83EE5964A3E3}","{7D391A6A-2798-4EDE-87DB-D511FCB2A874}","{7D391A6A-2798-4EDE-87DB-D511FCB2A874}_1","N-S","JACKSON","15th","17th","East","JACKSON from 15th to 17th , East","23.0","23.0","No Meter","1.0",,"2-hr",,,"1899-12-30T00:00:00.000","1899-12-30T00:00:00.000","Mon - Fri",,"F",,"578.340751936","8:00 AM","6:00 PM",
"MULTILINESTRING ((-122.26261095281951 37.80422037766249, -122.26288214141199 37.80432815380133, -122.26353963004651 37.80458599598975))","132633","{C73A585E-F488-4D05-920B-9C2F51319921}","{719C4219-A89B-4C49-8537-EF0E30BA631A}","{719C4219-A89B-4C49-8537-EF0E30BA631A}_1","E-W","17th","JACKSON","MADISON","South","17th from JACKSON to MADISON , South","14.0","14.0","No Meter","1.0",,"2-hr",,,"1899-12-30T00:00:00.000","1899-12-30T00:00:00.000",,,"F",,"299.51589626","8:00 AM","6:00 PM",
"MULTILINESTRING ((-122.26477298369396 37.80292767423448, -122.26477453238951 37.802928287484576, -122.26420177142377 37.80383990465485))","132657","{16042112-081C-4C4A-8117-706F6B2D02DA}","{CCECE575-7564-452D-BDCB-3476711A2B68}","{CCECE575-7564-452D-BDCB-3476711A2B68}_6","N-S","JACKSON","17th","15th","West","JACKSON from 17th to 15th , West","24.0","17.0","No Meter","6.0",,"2-hr",,,"1899-12-30T00:00:00.000","1899-12-30T00:00:00.000","Mon - Fri",,"F",,"371.40080506","8:00 AM","6:00 PM",
"MULTILINESTRING ((-122.2620213925274 37.804672936703085, -122.26214502360176 37.80447212772615))","132661","{EB2AFC46-B10E-4D5B-9958-9F7BC2B5C42E}","{DDF0CEE0-64C2-4319-A8D9-AF0A58C238C6}","{DDF0CEE0-64C2-4319-A8D9-AF0A58C238C6}_2","N-S","MADISON","17th","LAKESIDE","East","MADISON from 17th to LAKESIDE , East","4.0","4.0","Green Curb","2.0",,,,,,,,,,,"81.376775406","","",
"MULTILINESTRING ((-122.26346262376542 37.8047089604149, -122.26300315417207 37.80452877364213))","132683","{6AB71680-AF0D-4BA6-9F29-2B0ADBC9F287}","{1A81CE77-6666-4FA4-ABCA-CDBCEB5E3F5D}","{1A81CE77-6666-4FA4-ABCA-CDBCEB5E3F5D}_3","E-W","17th","MADISON","JACKSON","North","17th from MADISON to JACKSON , North","7.0","0.0","No Parking","3.0",,,,,,,,,,,"148.072821669","","",
"MULTILINESTRING ((-122.26239406631225 37.80437762212707, -122.26215773326493 37.80474697277877))","132684","{5C74681C-74F6-4D4F-B56B-39FE8F845FE5}","{A2625933-04CA-4ACA-B847-1695E48BB2CB}","{A2625933-04CA-4ACA-B847-1695E48BB2CB}_2","N-S","MADISON","LAKESIDE","17th","West","MADISON from LAKESIDE to 17th , West","6.0","6.0","No Meter","2.0",,"2-hr",,,"1899-12-30T00:00:00.000","1899-12-30T00:00:00.000","Mon - Fri",,,,"150.828481099","8:00 AM","6:00 PM",
"MULTILINESTRING ((-122.26948925623084 37.804479614424224, -122.2697305740702 37.80409292792733))","132696","{BFBD4272-486E-42BC-9957-3F2ADB6C5EA1}","{3BD2D28D-9928-4B5A-8FDD-52675B3F91A8}","{3BD2D28D-9928-4B5A-8FDD-52675B3F91A8}_2","N-S","FRANKLIN","14th","15th","East","FRANKLIN from 14th to 15th , East","12.0","8.0","Meter","2.0","Y","1-hr",,,"1899-12-30T00:00:00.000","1899-12-30T00:00:00.000","Mon - Sat","$2.00 per hour",,,"157.116959019","8:00 AM","6:00 PM",
"MULTILINESTRING ((-122.2684085811842 37.80437231095205, -122.26903866894837 37.804622499936876))","132697","{60BBA8D4-F2E7-44CA-97EB-A02E8A1FB300}","{5E31C1E0-3615-4B8D-B150-44627977160F}","{5E31C1E0-3615-4B8D-B150-44627977160F}_4","E-W","15th","FRANKLIN","WEBSTER","South","15th from FRANKLIN to WEBSTER ST , South","12.0","10.0","Meter","4.0","Y","1-hr",,,"1899-12-30T00:00:00.000","1899-12-30T00:00:00.000","Mon - Sat","$2.00 per hour",,,"203.559433008","8:00 AM","6:00 PM",
"MULTILINESTRING ((-122.27685335916455 37.8046346426585, -122.27707936107097 37.804284461743435))","132698","{83932C45-7178-4AF6-946A-3787CA9E3C26}","{43777FEF-5E83-48F7-B3F8-770FAD4147C4}","{43777FEF-5E83-48F7-B3F8-770FAD4147C4}_3","N-S","MLK JR WAY","11th","12th","East","MLK JR WAY from 11th to 12th , East","8.0","7.0","Meter","3.0","Y","2-hr",,,"1899-12-30T00:00:00.000","1899-12-30T00:00:00.000","Mon - Sat","$2.00 per hour",,,"143.25425479","8:00 AM","6:00 PM",
"MULTILINESTRING ((-122.26983470503758 37.804235501377924, -122.26952805396012 37.804726879586894))","132721","{86D371BF-820A-442C-847C-9ED0BF4DB673}","{9EAA003B-9AAB-4119-9DF2-49B045FA4F97}","{9EAA003B-9AAB-4119-9DF2-49B045FA4F97}_2","N-S","FRANKLIN","15th","14th","West","FRANKLIN from 15th to 14th , West","11.0","7.0","Meter","2.0","Y","1-hr",,,"1899-12-30T00:00:00.000","1899-12-30T00:00:00.000","Mon - Sat","$2.00 per hour",,,"199.654627727","8:00 AM","6:00 PM",
"MULTILINESTRING ((-122.27723762619426 37.80434048738345, -122.27698767665878 37.804727774440536))","132724","{232D2D31-9CB8-47FA-950D-E8BEAA294014}","{3ABD5389-9DA1-4668-8551-5E846A4EDEDB}","{3ABD5389-9DA1-4668-8551-5E846A4EDEDB}_2","N-S","MLK JR WAY","12th","11th","West","MLK JR WAY from 12th to 11th , West","9.0","8.0","Unmarked","2.0",,,,,,,,,,,"158.433820925","","",
"MULTILINESTRING ((-122.26914266615438 37.80481733540314, -122.2684024154853 37.804523402379964))","132740","{DD9B695C-3057-478E-AC90-2D371E4DE18A}","{851FE6AF-46D9-42DD-9E22-8E27C7B0412A}","{851FE6AF-46D9-42DD-9E22-8E27C7B0412A}_3","E-W","15th","WEBSTER","FRANKLIN","North","15th from WEBSTER to FRANKLIN , North","13.0","12.0","Meter","3.0","Y","2-hr",,,"1899-12-30T00:00:00.000","1899-12-30T00:00:00.000","Mon - Sat","$2.00 per hour",,,"239.149059018","8:00 AM","6:00 PM",
"MULTILINESTRING ((-122.27514305343242 37.80496229499366, -122.27549892657682 37.804391538072515))","132781","{A48E00DF-D5E3-49F3-BD74-FB346DFC7929}","{CC7DD821-7B58-4EFB-8397-293D1CB4558F}","{CC7DD821-7B58-4EFB-8397-293D1CB4558F}_1","N-S","JEFFERSON","12th","13th","East","JEFFERSON from 12th to 13th , East","1.0","0.0","No Parking","1.0",,,,,,,,,,,"231.866920297","","",
"MULTILINESTRING ((-122.27555156438696 37.80461042881031, -122.27543596035659 37.80478842259627))","132793","{852F0B91-01D5-40B5-AB68-AE5DDA677246}","{65BDC507-C048-4C1C-8066-A60C15232F64}","{65BDC507-C048-4C1C-8066-A60C15232F64}_3","N-S","JEFFERSON","13th","12th","West","JEFFERSON from 13th to 12th , West","5.0","0.0","No Parking","3.0",,,,,,,,,,,"72.9110694614","","",
"MULTILINESTRING ((-122.26475758467716 37.80499399751333, -122.26597282147682 37.80305355380964))","132802","{0171B8E5-4DD8-4192-9ECE-4ADE40E8FCA7}","{CF03476C-CE98-4464-8AA9-0A92CF41FDA7}","{CF03476C-CE98-4464-8AA9-0A92CF41FDA7}_7","N-S","ALICE","14th","17th","East","ALICE from 14th to 17th , East","38.0","32.0","No Meter","7.0",,"2-hr",,,"1899-12-30T00:00:00.000","1899-12-30T00:00:00.000","Mon - Fri",,,,"788.982546438","8:00 AM","6:00 PM",
"MULTILINESTRING ((-122.26369473675678 37.804646889478924, -122.26470396074079 37.80504355332495, -122.26472380811867 37.80504792899437))","132803","{24EC8B3E-8CD2-46EC-97C6-258D3E220591}","{A8B1405A-8992-4721-B6EB-66A155797E6F}","{A8B1405A-8992-4721-B6EB-66A155797E6F}_1","E-W","17th","ALICE","JACKSON","South","17th from ALICE to JACKSON , South","14.0","14.0","No Meter","1.0",,"2-hr",,,"1899-12-30T00:00:00.000","1899-12-30T00:00:00.000",,,"F",,"331.334835748","8:00 AM","6:00 PM",
"MULTILINESTRING ((-122.26604537742608 37.80324626129207, -122.26575124326762 37.80371593298469))","132814","{6EB9E7C1-53FC-4E3D-8028-A6BFA451CD66}","{0540593C-5A5E-4CF1-8136-6F0AB555A911}","{0540593C-5A5E-4CF1-8136-6F0AB555A911}_3","N-S","ALICE","17th","14th","West","ALICE from 17th to 14th , West","38.0","10.0","No Meter","3.0",,"2-hr",,,"1899-12-30T00:00:00.000","1899-12-30T00:00:00.000","Mon - Fri",,,,"190.967554918","8:00 AM","6:00 PM",
"MULTILINESTRING ((-122.26625643667195 37.804937601190645, -122.26692064263757 37.80387733414943))","132842","{95A8C7F7-3A89-4036-8987-F81A2E5FDFE9}","{05248F8D-200B-487D-AE92-5351AC7709E6}","{05248F8D-200B-487D-AE92-5351AC7709E6}_1","N-S","HARRISON","15th","17th","East","HARRISON from 15th to 17th , East","14.0","14.0","Meter","1.0","Y","2-hr",,,"1899-12-30T00:00:00.000","1899-12-30T00:00:00.000","Mon - Sat","$2.00 per hour",,,"431.128241346","8:00 AM","6:00 PM",
"MULTILINESTRING ((-122.2648948778915 37.80508333393462, -122.26598701420806 37.80515765799798))","132843","{BFBBD82F-6939-4386-8AFC-59F5ED2A5EBA}","{73328A93-2B7D-4B4B-AF80-8529F4FCDF28}","{73328A93-2B7D-4B4B-AF80-8529F4FCDF28}_2","E-W","17th","HARRISON","ALICE","South","17th from HARRISON to ALICE , South","12.0","11.0","Meter","2.0","Y","2-hr",,,"1899-12-30T00:00:00.000","1899-12-30T00:00:00.000","Mon - Sat","$2.00 per hour",,,"316.681303925","8:00 AM","6:00 PM",
"MULTILINESTRING ((-122.26464515163241 37.80517294101379, -122.26464330110292 37.80517247044379, -122.26463448773166 37.80516947739173, -122.26385474273636 37.80486300964685))","132844","{F2AECA49-4512-40E1-AD16-6B5879E440DE}","{6BB99AB6-C51A-4F3A-AB83-6C2A28C3E046}","{6BB99AB6-C51A-4F3A-AB83-6C2A28C3E046}_2","E-W","17th","JACKSON","ALICE","North","17th from JACKSON to ALICE , North","11.0","11.0","No Meter","2.0",,"2-hr",,,"1899-12-30T00:00:00.000","1899-12-30T00:00:00.000",,,"F",,"254.727617929","8:00 AM","6:00 PM",
"MULTILINESTRING ((-122.27355295109261 37.805179409043774, -122.27395961662509 37.80456327075435))","132848","{8780B8ED-42C8-4F42-92A0-21D846B9D108}","{1EACCF36-82D2-41A5-A9E8-E8D56C4E02B9}","{1EACCF36-82D2-41A5-A9E8-E8D56C4E02B9}_","N-S","CLAY","13th","14th","East","CLAY from 13th to 14th , East","0.0","0.0","No Parking","0.0",,,,,,,,,,,"253.25168192","","",
"MULTILINESTRING ((-122.26202085288723 37.8049525088234, -122.26228435750618 37.80506268277015, -122.2623781065875 37.805099659820236, -122.26258002883017 37.80517763762278))","132853","{E49DEE70-1AD7-48AB-A054-721618B3ACB2}","{50A4A5E3-DD8B-4752-9C92-ADE559528B33}","{50A4A5E3-DD8B-4752-9C92-ADE559528B33}_3","E-W","19th","JACKSON","MADISON","South","19th from JACKSON to MADISON , South","4.0","0.0","No Parking","3.0",,,,,,,,,,,"181.176830383","","",
"MULTILINESTRING ((-122.26968138355993 37.80487399213743, -122.27011961924684 37.80504210424979))","132856","{E3FAD0B3-8D92-4662-8BE8-E0AB82FEEB6B}","{692FF185-C43B-45E3-B55B-603CDA322004}","{692FF185-C43B-45E3-B55B-603CDA322004}_4","E-W","15th","BROADWAY","FRANKLIN","South","15th from BROADWAY to FRANKLIN , South","12.0","7.0","Meter","4.0","Y","1-hr",,,"1899-12-30T00:00:00.000","1899-12-30T00:00:00.000","Mon - Sat","$2.00 per hour",,,"140.629965295","8:00 AM","6:00 PM",
"MULTILINESTRING ((-122.27800113017436 37.8051710230879, -122.27831096213859 37.80469082821623))","132857","{4D988B88-8324-438F-BE61-E0B418301CAE}","{30E1E979-AA9B-4AF2-A5E7-4039E67AAFA0}","{30E1E979-AA9B-4AF2-A5E7-4039E67AAFA0}_2","N-S","CASTRO","11th","12th","East","CASTRO from 11th to 12th , East","10.0","10.0","Unmarked","2.0",,,,,,,,,,,"196.430531793","","",
"MULTILINESTRING ((-122.26678890572904 37.804396111955164, -122.26642835001356 37.80497166308309))","132863","{6A9C8D26-D1FF-4799-9E7F-2C43A86B9D00}","{64BDE5B7-CCE1-4543-99ED-42F40AD2FE59}","{64BDE5B7-CCE1-4543-99ED-42F40AD2FE59}_3","N-S","HARRISON","17th","15th","West","HARRISON from 17th to 15th , West","14.0","8.0","Meter","3.0","Y","2-hr",,,"1899-12-30T00:00:00.000","1899-12-30T00:00:00.000","Mon - Sat","$2.00 per hour",,,"234.031873446","8:00 AM","6:00 PM",
"MULTILINESTRING ((-122.27410908640691 37.80463272188504, -122.27370735532027 37.805241618644715))","132870","{24C501F1-1ED8-440F-8134-2B79C3423458}","{7A3152A5-AD71-4597-9784-C571E309287D}","{7A3152A5-AD71-4597-9784-C571E309287D}_","N-S","CLAY","14th","13th","West","CLAY from 14th to 13th , West","0.0","0.0","No Parking","0.0",,,,,,,,,,,"250.254392804","","",
"MULTILINESTRING ((-122.27850319202592 37.80469421224657, -122.27813546486774 37.80526413784155))","132883","{2AA98F30-A551-4025-9B11-44576C70E211}","{F248C527-9F13-43A5-8C32-F5302B0D5786}","{F248C527-9F13-43A5-8C32-F5302B0D5786}_","N-S","CASTRO","12th","11th","West","CASTRO from 12th to 11th , West","0.0","0.0","No Parking","0.0",,,,,,,,,,,"233.135999557","","",
"MULTILINESTRING ((-122.26577184479038 37.8052808271762, -122.26536458112301 37.80525311179922))","132905","{F14A63E4-9A81-4F11-B1A6-D64029D97B08}","{CCC03EB3-E899-455E-A71B-51C7CAB9FC15}","{CCC03EB3-E899-455E-A71B-51C7CAB9FC15}_3","E-W","17th","ALICE","HARRISON","North","17th from ALICE to HARRISON , North","8.0","0.0","No Parking","3.0",,,,,,,,,,,"118.091962088","","",
"MULTILINESTRING ((-122.27044870944056 37.80532085881907, -122.2701207052353 37.805195033320594))","132917","{701AA4B9-6BBB-49A3-97AC-F2183A690C5C}","{CFC965A8-5D5B-4FBD-94AE-0236717EDFC0}","{CFC965A8-5D5B-4FBD-94AE-0236717EDFC0}_7","E-W","15th","FRANKLIN","BROADWAY","North","15th from FRANKLIN to BROADWAY , North","10.0","0.0","No Parking","7.0",,,,,,,,,,,"105.256213225","","",
"MULTILINESTRING ((-122.26311466663357 37.80526640965771, -122.26319736224 37.80513392694375))","132928","{AE203B3D-BF36-4FDC-9E53-2AE000AB4790}","{26026DC8-C22E-4A18-94EB-93354FDFC7A8}","{26026DC8-C22E-4A18-94EB-93354FDFC7A8}_4","N-S","JACKSON","17th","19th","East","JACKSON from 17th to 19th , East","9.0","2.0","No Meter","4.0",,"2-hr",,,"1899-12-30T00:00:00.000","1899-12-30T00:00:00.000","Mon - Fri",,"F",,"53.832005083","8:00 AM","6:00 PM",
"MULTILINESTRING ((-122.27639159051074 37.8053676151609, -122.27649032733751 37.80521023189005))","132966","{BA57B816-BCF8-4BBF-8B0E-22C1B0075490}","{08BED846-612A-4C61-A5DD-DC19D8FEDFA2}","{08BED846-612A-4C61-A5DD-DC19D8FEDFA2}_4","N-S","MLK JR WAY","12th","13th","East","MLK JR WAY from 12th to 13th , East","4.0","2.0","Yellow Curb","4.0",,,,,,,,,,,"64.0139136909","","",
