"company","doing_business_as","address_line_1","address_line_2","city","state","zip_code","registration_account","tax_type","location"
"CONNZ CORP","MCDONALDS","4707 S CICERO AVENUE",,"CHICAGO","IL","60636","1123600","Sweetened Beverage Home Rule","4707 S CICERO AVENUE
CHICAGO, IL 60636
(41.807345, -87.743028)"
"CONTINENTAL SALES AND SALVAGE","CONTINENTAL SALES AND LOTS 4 LESS ","6333 S CICERO AVE",,"CHICAGO","IL","60638","1121667","Sweetened Beverage Home Rule","6333 S CICERO AVE
CHICAGO, IL 60638
(41.777284, -87.742183)"
"CONTINENTAL WHOLESALE INC",,"8928 CENTRAL AVE",,"OAK LAWN","IL","60453","1122728","Sweetened Beverage Home Rule","8928 CENTRAL AVE
OAK LAWN, IL 60453
(41.72954, -87.76064)"
"CONTRERAS PRODUCTS INC","JABON MARAVILLOSO","3831 N NORDICA AVE",,"CHICAGO","IL","60634","1123616","Sweetened Beverage Home Rule","3831 N NORDICA AVE
CHICAGO, IL 60634
(41.949835, -87.803479)"
"CONVENIENCE FOR YOU INC",,"5337 W. MADISON STREET",,"CHICAGO","IL","60644","1125018","Sweetened Beverage Home Rule","5337 W. MADISON STREET
CHICAGO, IL 60644
(41.880287, -87.758885)"
"COOK BROTHERS INC",,"1740 KOSTNER AVE",,"CHICAGO","IL","60639","1120903","Sweetened Beverage Home Rule","1740 KOSTNER AVE
CHICAGO, IL 60639
(41.912672, -87.736187)"
"COOL MOUNTAIN BEVERAGES INC.","MAINTENANCE MADE EASY ","1065 E. PRAIRIE AVE.",,"DES PLAINES","IL","60016","1120958","Sweetened Beverage Home Rule","1065 E. PRAIRIE AVE.
DES PLAINES, IL 60016
(42.040326, -87.89747)"
"CORE-MARK MIDCONTINENT, INC.",,"30300 EMERALD VALLEY PKWY",,"GLENWILLOW","OH","44139","1103478","Sweetened Beverage Home Rule","30300 EMERALD VALLEY PKWY
GLENWILLOW, OH 44139
(41.359854, -81.464801)"
"CORNELL AMOCO INC.",,"5048 S. CORNELL AVE.",,"CHICAGO","IL","60615","1121846","Sweetened Beverage Home Rule","5048 S. CORNELL AVE.
CHICAGO, IL 60615
(41.803025, -87.58648)"
"CORNER FOOD INC",,"1133 N CALIFORNIA AVE",,"CHICAGO","IL","60622","1122424","Sweetened Beverage Home Rule","1133 N CALIFORNIA AVE
CHICAGO, IL 60622
(41.902077, -87.696839)"
"CORRAL LLC",,"6713 W 26T HST",,"BERWYN","IL","60402","1123139","Sweetened Beverage Home Rule","6713 W 26T HST
BERWYN, IL 60402
(41.843292, -87.791324)"
"COSTCO WHOLESALE CORPORATION","COSTCO WHOLESALE 779","999 N ELMHURST RD",,"MT PROSPECT","IL","60056","1121778","Sweetened Beverage Home Rule","999 N ELMHURST RD
MT PROSPECT, IL 60056
(42.083263, -87.936734)"
"COSTCO WHOLESALE CORPORATION","COSTCO WHOLESALE 1107","1430 S ASHLAND AVE",,"CHICAGO","IL","60606","1121780","Sweetened Beverage Home Rule","1430 S ASHLAND AVE
CHICAGO, IL 60606
(41.862387, -87.666318)"
"COSTCO WHOLESALE CORPORATION","COSTCO WHOLESALE 383","7311 N MELVINA AVE",,"NILES","IL","60714","1121774","Sweetened Beverage Home Rule","7311 N MELVINA AVE
NILES, IL 60714
(42.014821, -87.781749)"
"COSTCO WHOLESALE CORPORATION","COSTCO WHOLESALE 1085","8400 W NORTH AVE",,"MELROSE PARK","IL","60160","1121779","Sweetened Beverage Home Rule","8400 W NORTH AVE
MELROSE PARK, IL 60160
(41.908454, -87.835032)"
"COSTCO WHOLESALE CORPORATION","COSTCO WHOLESALE 580","7300 S CICERO AVE",,"CHICAGO","IL","60629","1121776","Sweetened Beverage Home Rule","7300 S CICERO AVE
CHICAGO, IL 60629
(41.760134, -87.741835)"
"COSTCO WHOLESALE CORPORATION","COSTCO WHOLESALE 340","2746 N CLYBOURN AVE",,"CHICAGO","IL","60614","1121773","Sweetened Beverage Home Rule","2746 N CLYBOURN AVE
CHICAGO, IL 60614
(41.930664, -87.676224)"
"COSTCO WHOLESALE CORPORATION","COSTCO WHOLESALE 387","1375 N MEACHAM RD",,"SCHAUMBURG","IL","60173","1121775","Sweetened Beverage Home Rule","1375 N MEACHAM RD
SCHAUMBURG, IL 60173
(42.055141, -88.045)"
"COSTCO WHOLESALE CORPORATION","COSTCO WHOLESALE 348","2900  PATRIOT BLVD",,"GLENVIEW","IL","60026","1121772","Sweetened Beverage Home Rule","2900 PATRIOT BLVD
GLENVIEW, IL 60026
(42.106719, -87.821689)"
"COSTCO WHOLESALE CORPORATION","COSTCO WHOLESALE 1153","2500 HARLEM AVE",,"NORTH RIVERSIDE","IL","60546","1121781","Sweetened Beverage Home Rule","2500 HARLEM AVE
NORTH RIVERSIDE, IL 60546
(41.844289, -87.80351)"
"COSTCO WHOLESALE CORPORATION","COSTCO WHOLESALE 647","9916 W 159TH ST",,"ORLAND PARK","IL","60467","1121777","Sweetened Beverage Home Rule","9916 W 159TH ST
ORLAND PARK, IL 60467
(41.601291, -87.860279)"
"COST PLUS INC","COST PLUS WORLD MARKET ","1201 MARINA VILLAGE PARKWAY",,"ALAMEDA","CA","94501","1121644","Sweetened Beverage Home Rule","1201 MARINA VILLAGE PARKWAY
ALAMEDA, CA 94501
(37.786202, -122.273732)"
"COTTAGE GROVE FOOD MART","COTTAGE GROVE FOOD MART","6307 S COTTAGE GROVE AVENUE",,"CHICAGO","IL","60637","1121889","Sweetened Beverage Home Rule","6307 S COTTAGE GROVE AVENUE
CHICAGO, IL 60637
(41.780311, -87.605928)"
"COTTAGE GROVE GROCERY INC",,"8443 S COTTAGE GROVE AVE",,"CHICAGO","IL","60619","1122421","Sweetened Beverage Home Rule","8443 S COTTAGE GROVE AVE
CHICAGO, IL 60619
(41.740824, -87.604864)"
"COTTAGE GROVE MEAT AND GROCERY",,"7458 S COTTAGE GROVE",,"CHICAGO","IL","60619","1122969","Sweetened Beverage Home Rule","7458 S COTTAGE GROVE
CHICAGO, IL 60619
(41.758723, -87.605408)"
"COTTAGE GROVE MOBIL INCORPORAT","AMSTAR FUEL AND MINI MART","8058 S COTTAGE GROVE AVENUE",,"CHICAGO","IL","60619","1123240","Sweetened Beverage Home Rule","8058 S COTTAGE GROVE AVENUE
CHICAGO, IL 60619
(41.747706, -87.605231)"
"COUNTRY FRESH FINER FOODS INC","COUNTRY FRESH FINER FOODS INC","2583 N CLARK STREET",,"CHICAGO","IL","60614","1123596","Sweetened Beverage Home Rule","2583 N CLARK STREET
CHICAGO, IL 60614
(41.92938, -87.642704)"
"COUNTRYSIDE COMPANY","McDONALDS ","5701 S LAGRANGE RD",,"COUNTRYSIDE","IL","60525","1121262","Sweetened Beverage Home Rule","5701 S LAGRANGE RD
COUNTRYSIDE, IL 60525
(41.786318, -87.868539)"
"COVEMEX CORP",,"2315 S KEELER AVE",,"CHICAGO","IL","60623","1123972","Sweetened Beverage Home Rule","2315 S KEELER AVE
CHICAGO, IL 60623
(41.848166, -87.729519)"
"CRAGIN FRESH MARKET INC",,"5958 W. ADDISON STREET",,"CHICAGO","IL","60634","1124907","Sweetened Beverage Home Rule","5958 W. ADDISON STREET
CHICAGO, IL 60634
(41.945797, -87.775566)"
"CREATIVE BUSINESS INC","CREATIVE MOBIL ","5066 N ELSTON AVE",,"CHICAGO","IL","60630","1122432","Sweetened Beverage Home Rule","5066 N ELSTON AVE
CHICAGO, IL 60630
(41.973601, -87.749055)"
"CREMERIA SANTA MARIA",,"3424 W 26TH ST",,"CHICAGO","IL","60623","1122705","Sweetened Beverage Home Rule","3424 W 26TH ST
CHICAGO, IL 60623
(41.844463, -87.710931)"
"CRESTCO","McDONALDS ","13630 SOUTH CICERO AVENUE",,"CRESTWOOD","IL","60445","1121263","Sweetened Beverage Home Rule","13630 SOUTH CICERO AVENUE
CRESTWOOD, IL 60445"
"CRISTINA FOODS INC",,"4555 S RACINE AVENUE",,"CHICAGO","IL","60609","1123720","Sweetened Beverage Home Rule","4555 S RACINE AVENUE
CHICAGO, IL 60609
(41.810131, -87.655224)"
"CROWN HOLDING INC/SAV-A-LOT",,"3939 W. OGDEN AVE",,"CHICAGO","IL","60623","1124765","Sweetened Beverage Home Rule","3939 W. OGDEN AVE
CHICAGO, IL 60623
(41.851231, -87.724343)"
"C. SANDHEZ CORP/ LARAZA SUPERMERDADO",,"1645 W. 47TH STREET",,"CHICAGO","IL","60609","1124868","Sweetened Beverage Home Rule","1645 W. 47TH STREET
CHICAGO, IL 60609
(41.808637, -87.666596)"
"C & S WHOLESALE GROCERS INC",,"7 CORPORATE DRIVE",,"KEENE","NH","06431","1120933","Sweetened Beverage Home Rule","7 CORPORATE DRIVE
KEENE, NH 06431
(42.955979, -72.330003)"
"C.T.A. FOODS","MUNCIPIAL FOODS ","2559 W DIVISION",,"CHICAGO","IL","60622","1122716","Sweetened Beverage Home Rule","2559 W DIVISION
CHICAGO, IL 60622
(41.902998, -87.69125)"
"CYTOSPORT INC",,"1 HORMEL PLACE",,"AUSTIN","MI","55912","1122056","Sweetened Beverage Home Rule","1 HORMEL PLACE
AUSTIN, MI 55912
(43.681593, -92.967772)"
"CYTO TWO INC","GRAND BP ","6359 W GRAND AV",,"CHICAGO","IL","60639","1122799","Sweetened Beverage Home Rule","6359 W GRAND AV
CHICAGO, IL 60639
(41.922469, -87.784766)"
"DACY LLC","McDONALDS 20104","111 W JACKSON",,"CHICAGO","IL","60604","1121234","Sweetened Beverage Home Rule","111 W JACKSON
CHICAGO, IL 60604
(41.878151, -87.631213)"
"DADY MART FOOD AND LIQUOR INC","DADY MART FOOD AND LIQUOR ","833 E 79TH ST",,"CHICAGO","IL","60619","1122709","Sweetened Beverage Home Rule","833 E 79TH ST
CHICAGO, IL 60619
(41.751285, -87.603694)"
"DAIEI TRADING CHICAGO CO INC",,"360 RANDY RD",,"CAROL STREAM","IL","60188","1122437","Sweetened Beverage Home Rule","360 RANDY RD
CAROL STREAM, IL 60188
(41.906714, -88.109749)"
"DAIOHS USA INC","FIRST CHOICE SERVICES","3535 COMMERCIAL AVE",,"NORTHBROOK","IL","60062","1122315","Sweetened Beverage Home Rule","3535 COMMERCIAL AVE
NORTHBROOK, IL 60062
(42.146573, -87.866543)"
"DAKA4 LLC","McDONDALDS ","300 PARK BLVD SUITE 300",,"ITASCA","IL","60143","1121407","Sweetened Beverage Home Rule","300 PARK BLVD SUITE 300
ITASCA, IL 60143
(41.991102, -88.020518)"
"DALIA FOOD MARKET INC",,"4661 N BROADWAY ST",,"CHICAGO","IL","60640","1122857","Sweetened Beverage Home Rule","4661 N BROADWAY ST
CHICAGO, IL 60640
(41.966677, -87.65826)"
"DAMEN CITGO INC",,"7901 SOUTH DAMEN AVENUE",,"CHICAGO","IL","60620","1121885","Sweetened Beverage Home Rule","7901 SOUTH DAMEN AVENUE
CHICAGO, IL 60620
(41.749863, -87.673143)"
"DAMEN INC",,"1956 W SCHOOL STREET",,"CHICAGO","IL","60657","1123783","Sweetened Beverage Home Rule","1956 W SCHOOL STREET
CHICAGO, IL 60657
(41.941412, -87.677974)"
"D AND D FINER FOODS INC","D AND D FINER FOODS INC ","825 NOYES ST",,"EVANSTON","IL","60201","1122818","Sweetened Beverage Home Rule","825 NOYES ST
EVANSTON, IL 60201
(42.058446, -87.683107)"
"D AND D MANAGEMENT","GRAND FOOD CENTER ","606 GREEN BAY ROAD",,"WINNETKA","IL","60093","1122101","Sweetened Beverage Home Rule","606 GREEN BAY ROAD
WINNETKA, IL 60093
(42.107975, -87.73542)"
"D AND D MANAGEMENT","GRAND FOOD CENTER GLENCOE DEE JAY ","341 HAZEL AVE",,"GLENCOE","IL","60022","1122032","Sweetened Beverage Home Rule","341 HAZEL AVE
GLENCOE, IL 60022
(42.133131, -87.758078)"
"D AND L OF BERWYN INC","TORRES FRESH MARKET ","6227 W 26TH STREET",,"BERWYN","IL","60402","1122367","Sweetened Beverage Home Rule","6227 W 26TH STREET
BERWYN, IL 60402
(41.843453, -87.779856)"
"D AND O FOOD AND LIQUOR INC","D AND O FOOD AND LIQUOR","8700 S COMMERCIAL AVENUE",,"CHICAGO","IL","60617","1123458","Sweetened Beverage Home Rule","8700 S COMMERCIAL AVENUE
CHICAGO, IL 60617
(41.737266, -87.551436)"
"DAN'S VENDING SERVICE INC",,"64 SAYTON RD",,"FOX LAKE","IL","60020","1124472","Sweetened Beverage Home Rule","64 SAYTON RD
FOX LAKE, IL 60020
(42.392512, -88.178415)"
"DARREN A FREIHAGE LLC","McDONALDS ","21011 S LAGRANGE ROAD",,"FRANKFORT","IL","60423","1121373","Sweetened Beverage Home Rule","21011 S LAGRANGE ROAD
FRANKFORT, IL 60423
(41.508132, -87.849365)"
"DAVELL FOOD AND PAPER SUPPLY I","RESTAURANT SUPPL Y ","5741 W 22 PLACE",,"CICERO","IL","60804","1123130","Sweetened Beverage Home Rule","5741 W 22 PLACE
CICERO, IL 60804
(41.850023, -87.768371)"
"DAVELL FOOD AND PAPER SUPPLY I","RESALLER","5741 W 22ND PLACE",,"CICERO","IL","60804","1123717","Sweetened Beverage Home Rule","5741 W 22ND PLACE
CICERO, IL 60804
(41.850023, -87.768371)"
"DAVIS PANTRY",,"927 DAVIS ST",,"EVANSTON","IL","60201","1123805","Sweetened Beverage Home Rule","927 DAVIS ST
EVANSTON, IL 60201
(42.047046, -87.684553)"
"DAY & NIGHT FOOD & CIGARETTES",,"5609 N KIMBALL AVE",,"CHICAGO","IL","60659","1123262","Sweetened Beverage Home Rule","5609 N KIMBALL AVE
CHICAGO, IL 60659
(41.98331, -87.713768)"
"DEAN HOLDING COMPANY",,"14760 TRINITY BLVD",,"FT. WORTH","TX","76155","1120902","Sweetened Beverage Home Rule","14760 TRINITY BLVD
FT. WORTH, TX 76155
(32.822039, -97.047868)"
"DEARBORN WHOLESALE LLC","DEARBORN WHOLESALE GROCERS ","1849 W 79TH ST",,"CHICAGO","IL","60620","1121616","Sweetened Beverage Home Rule","1849 W 79TH ST
CHICAGO, IL 60620
(41.750265, -87.669743)"
"DE ARCOS PIZZA INC",,"2819 W 63RD ST",,"CHICAGO","IL","60629","1124098","Sweetened Beverage Home Rule","2819 W 63RD ST
CHICAGO, IL 60629
(41.779119, -87.694133)"
"DEBBRIDGE INC","McDONALDS","7701 S HARLEM AVE",,"BRIDGEVIEW","IL","60455","1121286","Sweetened Beverage Home Rule","7701 S HARLEM AVE
BRIDGEVIEW, IL 60455
(41.751689, -87.799788)"
"DEBT FREE FAST FOOD INC.","MCDONALDS #12044","7501 W CERMAK RD",,"NORTH RIVERSIDE","IL","60546","1121359","Sweetened Beverage Home Rule","7501 W CERMAK RD
NORTH RIVERSIDE, IL 60546
(41.850212, -87.810039)"
"DEENA LLC","COUNTRY SQUIRE FOODS","113 W. JOE ORR RD.",,"CHICAGO HEIGHTS","IL","60411","1121859","Sweetened Beverage Home Rule","113 W. JOE ORR RD.
CHICAGO HEIGHTS, IL 60411
(41.520647, -87.645352)"
"DEEN LTD INC",,"505 N LAKE SHORE DR STE 222",,"CHICAGO","IL","60611","1124366","Sweetened Beverage Home Rule","505 N LAKE SHORE DR STE 222
CHICAGO, IL 60611
(41.891598, -87.613776)"
"DEEP INC","DELTA DISCOUNT","800 MAINSTREET",,"EVANSTON","IL","60202","1123716","Sweetened Beverage Home Rule","800 MAINSTREET
EVANSTON, IL 60202
(42.033975, -87.682253)"
"DEES PHASE 1 INC","PUTTENS PANTRY ","5449 W DIVISION",,"CHICAGO","IL","60651","1122808","Sweetened Beverage Home Rule","5449 W DIVISION
CHICAGO, IL 60651
(41.902195, -87.762719)"
"DEKA 10 ENTERPRISES","McDONALDS ","8460 DEMPSTER ST",,"NILES","IL","60714","1121311","Sweetened Beverage Home Rule","8460 DEMPSTER ST
NILES, IL 60714
(42.04011, -87.837663)"
"DELI MANAGEMENT INC.","JASONS DELI DISTRIBUTION","350 PINE STREET SUITE 1775",,"BEAUMONT","TX","77701","1120862","Sweetened Beverage Home Rule","350 PINE STREET SUITE 1775
BEAUMONT, TX 77701
(30.085311, -94.097821)"
"DEL RANCHO MARKET INC.","DEL RANCHO MARKET INC.","6816 W. GRAND AVE.",,"CHICAGO","IL","60707","1121858","Sweetened Beverage Home Rule","6816 W. GRAND AVE.
CHICAGO, IL 60707
(41.923629, -87.796289)"
"DEMETER AND DIONYSOS INC","FOODSMART ","2901 W ARMITAGE",,"CHICAGO","IL","60647","1122041","Sweetened Beverage Home Rule","2901 W ARMITAGE
CHICAGO, IL 60647
(41.917474, -87.699617)"
"DENOVA FRESH MARKET INC",,"4459 W. DIVERSEY AVE",,"CHICAGO","IL","60639","1124621","Sweetened Beverage Home Rule","4459 W. DIVERSEY AVE
CHICAGO, IL 60639
(41.931667, -87.73854)"
"DE SOL LLC","MCDONALDS 22100","1737 W FULLERTON AVE",,"CHICAGO","IL","60614","1121233","Sweetened Beverage Home Rule","1737 W FULLERTON AVE
CHICAGO, IL 60614
(41.925122, -87.671829)"
"DES PLAINES ENTERPRISES INC","McDONALDS ","444 S RIVER RD",,"DES PLAINES","IL","60018","1121305","Sweetened Beverage Home Rule","444 S RIVER RD
DES PLAINES, IL 60018
(42.045419, -87.88517)"
"DESPLAINES MARKET INC",,"2216 DESPLAINES STREET",,"BLUE ISLAND","IL","60406","1123940","Sweetened Beverage Home Rule","2216 DESPLAINES STREET
BLUE ISLAND, IL 60406
(41.648694, -87.675333)"
"DETROIT CITY DAIRY INC","DAIRY FRESH FOODS INC ","21405 TROLLEY INDUSTRIAL DRIVE",,"TAYLOR","MI","48180","1121384","Sweetened Beverage Home Rule","21405 TROLLEY INDUSTRIAL DRIVE
TAYLOR, MI 48180
(42.262495, -83.245888)"
"DEVON MARKET LLC",,"1440 W DEVON AVENUE",,"CHICAGO","IL","60660","1122102","Sweetened Beverage Home Rule","1440 W DEVON AVENUE
CHICAGO, IL 60660
(41.998125, -87.667512)"
"DEVON MARKET LLC",,"1440 W DEVON AVE",,"CHICAGO","IL","60660","1122138","Sweetened Beverage Home Rule","1440 W DEVON AVE
CHICAGO, IL 60660
(41.998125, -87.667512)"
"DG RETAIL LLC","DOLLAR GENERAL STORES ","100 MISSION RIDGE",,"GOODLETTSVILLE","TN","37072","1120922","Sweetened Beverage Home Rule","100 MISSION RIDGE
GOODLETTSVILLE, TN 37072
(36.309645, -86.699247)"
"DHYANI GROCERIES INC","CALCITY PANTRY ","645 BURNHAM AVENUE",,"CALUMET CITY","IL","60409","1122994","Sweetened Beverage Home Rule","645 BURNHAM AVENUE
CALUMET CITY, IL 60409
(41.616959, -87.539591)"
"DIA FOOD AND LIQUORS INC",,"1478 W 115TH ST",,"CHICAGO","IL","60643","1123647","Sweetened Beverage Home Rule","1478 W 115TH ST
CHICAGO, IL 60643
(41.684844, -87.659423)"
"DIAMOND VENDING INC",,"2629 CONDIT STREET SUITE 4",,"HIGHLAND","IN","46322","1124232","Sweetened Beverage Home Rule","2629 CONDIT STREET SUITE 4
HIGHLAND, IN 46322
(41.556618, -87.465257)"
"DIEGO CORP/MANGOS FRESH MARKET & DELI","DIEGO CORP/MANGOS FRESH MARKET & DELI","648 N. MILWAUKEE AVE",,"PROSPECT HEIGHTS","IL","60070","1124726","Sweetened Beverage Home Rule","648 N. MILWAUKEE AVE
PROSPECT HEIGHTS, IL 60070
(42.107882, -87.889563)"
"DIL FOODS INC",,"2494 OAKTON ST",,"EVANSTON","IL","60202","1123964","Sweetened Beverage Home Rule","2494 OAKTON ST
EVANSTON, IL 60202
(42.026413, -87.708347)"
"DINOS INC","DINOS FRESH MARKET ","6768 BARRINGTON RD",,"HANOVER PARK","IL","60133","1121840","Sweetened Beverage Home Rule","6768 BARRINGTON RD
HANOVER PARK, IL 60133
(41.996395, -88.144854)"
"DIOCELINA SALGADO","DIOCELINAS GROCERY ","3132 W 25TH ST",,"CHICAGO","IL","60623","1123166","Sweetened Beverage Home Rule","3132 W 25TH ST
CHICAGO, IL 60623
(41.846355, -87.704219)"
"DISCOUNT MEAT COMPANY",,"341 W 79TH ST",,"CHICAGO","IL","60620","1123960","Sweetened Beverage Home Rule","341 W 79TH ST
CHICAGO, IL 60620
(41.750787, -87.633399)"
"DIVERSEY AND AUSTIN LIQUOR STO",,"5952 W DIVERSEY",,"CHICAGO","IL","60639","1123688","Sweetened Beverage Home Rule","5952 W DIVERSEY
CHICAGO, IL 60639
(41.931151, -87.775599)"
"DIVISION GROCERY PLUS INC",,"3805 W DIVISION ST",,"CHICAGO","IL","60651","1122066","Sweetened Beverage Home Rule","3805 W DIVISION ST
CHICAGO, IL 60651
(41.902739, -87.721625)"
"DIXMOOR INC","DIXMOOR MARKET ","14635 S. WESTERN AVE",,"DIXMOOR","IL","60426","1121785","Sweetened Beverage Home Rule","14635 S. WESTERN AVE
DIXMOOR, IL 60426
(41.623415, -87.674858)"
"DOLLAR 26 INC",,"3240 W. 26TH STREET",,"CHICAGO","IL","60623","1124783","Sweetened Beverage Home Rule","3240 W. 26TH STREET
CHICAGO, IL 60623
(41.844523, -87.706727)"
"DOLLAR BUSTER #15 INC",,"4832 W CERMAK",,"CICERO","IL","60804","1122990","Sweetened Beverage Home Rule","4832 W CERMAK
CICERO, IL 60804
(41.851311, -87.745885)"
"DOLLAR FUNCTIONS INC","SAMS ","319 W 103RD ST",,"CHICAGO","IL","60628","1121693","Sweetened Beverage Home Rule","319 W 103RD ST
CHICAGO, IL 60628
(41.707055, -87.631755)"
"DOLLAR GOODYS INC",,"6958 S WENTWORTH AVE",,"CHICAGO","IL","60621","1122415","Sweetened Beverage Home Rule","6958 S WENTWORTH AVE
CHICAGO, IL 60621
(41.767765, -87.629838)"
"DOLLAR INN PLUS INC",,"2758 W DEVON AVE",,"CHICAGO","IL","60659","1122347","Sweetened Beverage Home Rule","2758 W DEVON AVE
CHICAGO, IL 60659
(41.997557, -87.699394)"
"DOLLAR MIX",,"3822 W 63RD ST",,"CHICAGO","IL","60629","1124066","Sweetened Beverage Home Rule","3822 W 63RD ST
CHICAGO, IL 60629
(41.778703, -87.718755)"
"DOLLAR MIX",,"3822 W 63RD ST",,"CHICAGO","IL","60629","1123481","Sweetened Beverage Home Rule","3822 W 63RD ST
CHICAGO, IL 60629
(41.778703, -87.718755)"
"DOLLAR TREE STORE INC.",,"500 VOLVO PARKWAY",,"CHESAPEAKE","VA","23320","1122171","Sweetened Beverage Home Rule","500 VOLVO PARKWAY
CHESAPEAKE, VA 23320
(36.767525, -76.24092)"
"DOLLAR TRUE INC",,"2626 E 75TH ST",,"CHICAGO","IL","60649","1122989","Sweetened Beverage Home Rule","2626 E 75TH ST
CHICAGO, IL 60649
(41.759168, -87.56)"
"DOLTON GAS AND MINI MART INC",,"14433 LINCOLN AVE",,"DOLTON","IL","60419","1124060","Sweetened Beverage Home Rule","14433 LINCOLN AVE
DOLTON, IL 60419
(41.632775, -87.598336)"
"DOLTON MINI MART INC",,"15401 S COTTAGE GROVE",,"DOLTON","IL","60455","1123773","Sweetened Beverage Home Rule","15401 S COTTAGE GROVE
DOLTON, IL 60455"
"DOMA FOOD MART INC",,"1533 W 79TH STREET",,"CHICAGO","IL","60620","1123434","Sweetened Beverage Home Rule","1533 W 79TH STREET
CHICAGO, IL 60620
(41.750359, -87.662571)"
"DONA MARIS CORPORATION",,"3757-59 W  FULLERTON AVE",,"CHICAGO","IL","60647","1124046","Sweetened Beverage Home Rule","3757-59 W FULLERTON AVE
CHICAGO, IL 60647
(41.924525, -87.721574)"
"DON GOLLO SUPERMECADO",,"6115 S KEDZIE AVE",,"CHICAGO","IL","60629","1123477","Sweetened Beverage Home Rule","6115 S KEDZIE AVE
CHICAGO, IL 60629
(41.782123, -87.703236)"
"DOT FOODS INC",,"ONE DOT WAY",,"MT STERLING","IL","62353","1122143","Sweetened Beverage Home Rule","ONE DOT WAY
MT STERLING, IL 62353"
"DOUBLE R FOOD AND LIQUOR",,"10034 S MICHIGAN AVENUE",,"CHICAGO","IL","60628","1121897","Sweetened Beverage Home Rule","10034 S MICHIGAN AVENUE
CHICAGO, IL 60628
(41.71159, -87.620019)"
"DOUGLAS PARK DOLLAR AND FOOD I","DOUGLAS PARK DOOLAR AND FOOD ","1514 S KEDZIE AVE",,"CHICAGO","IL","60623","1122848","Sweetened Beverage Home Rule","1514 S KEDZIE AVE
CHICAGO, IL 60623
(41.860809, -87.705509)"
"DPI SPECIALTY FOODS MID ATLANTIC INC",,"1000 PRINCE GEORGES BLVD",,"UPPER MARLBORO","MD","20774","1124427","Sweetened Beverage Home Rule","1000 PRINCE GEORGES BLVD
UPPER MARLBORO, MD 20774
(38.875159, -76.725788)"
"DRAKE FOOD INC","DRAKE FOOD ","957 N DRAKE AVE 1ST FLOOR",,"CHICAGO","IL","60651","1124220","Sweetened Beverage Home Rule","957 N DRAKE AVE 1ST FLOOR
CHICAGO, IL 60651
(41.898888, -87.715213)"
"D TAYLOR INC","McDONALDS ","37 EAST 79TH STREET",,"CHICAGO","IL","60619","1121248","Sweetened Beverage Home Rule","37 EAST 79TH STREET
CHICAGO, IL 60619
(41.750972, -87.62326)"
"EAGLE DISTRIBUTORS INC","EAGLE DISTRIBUTORS INC ","5632 N NORTHWEST HWY",,"CHICAGO","IL","60646","1121796","Sweetened Beverage Home Rule","5632 N NORTHWEST HWY
CHICAGO, IL 60646
(41.983876, -87.784025)"
"E AND A OIL CO","LAWNDALE MOBIL MART ","3642 W 59TH ST",,"CHICAGO","IL","60629","1123127","Sweetened Beverage Home Rule","3642 W 59TH ST
CHICAGO, IL 60629
(41.786074, -87.714973)"
"E AND B TOBACCO AND LIQUOR INC",,"558 3RD STREET",,"LASALLE","IL","61301","1123888","Sweetened Beverage Home Rule","558 3RD STREET
LASALLE, IL 61301
(41.330105, -89.098266)"
"E AND M DOLLAR",,"1443 E 53RD ST",,"CHICAGO","IL","60615","1122694","Sweetened Beverage Home Rule","1443 E 53RD ST
CHICAGO, IL 60615
(41.79956, -87.590011)"
"EASTLAND FOOD CORPORATION","EASTLAND FOOD CORPORATION","606 TERRITORIAL DRIVE",,"BOLINGBROOK","IL","60440","1123608","Sweetened Beverage Home Rule","606 TERRITORIAL DRIVE
BOLINGBROOK, IL 60440
(41.679008, -88.099452)"
"EASTSIDE MARATHON INC",,"834 W 79TH STREET",,"CHICAGO","IL","60619","1122321","Sweetened Beverage Home Rule","834 W 79TH STREET
CHICAGO, IL 60619
(41.750629, -87.645375)"
"EASTSIDE MART LLC",,"368 E GARFIELD BLVD",,"CHICAGO","IL","60615","1122050","Sweetened Beverage Home Rule","368 E GARFIELD BLVD
CHICAGO, IL 60615
(41.794818, -87.616375)"
"EASY EXPRESS FOOD MART INC",,"14620 HALSTED ST",,"HARVEY","IL","60426","1123774","Sweetened Beverage Home Rule","14620 HALSTED ST
HARVEY, IL 60426
(41.623771, -87.641473)"
"EASY MART INC",,"14100 S INDIANA AVE",,"RIVERDALE","IL","60827","1123775","Sweetened Beverage Home Rule","14100 S INDIANA AVE
RIVERDALE, IL 60827
(41.638888, -87.617222)"
"EBY-BROWN COMPANY LLC",,"1415 DIEHL RD",,"NAPERVILLE","IL","60563","1122045","Sweetened Beverage Home Rule","1415 DIEHL RD
NAPERVILLE, IL 60563
(41.800997, -88.190585)"
"ECO FOOD DISTRIBUTION LLC",,"3900 N RIVER RD",,"SCHILLER PARK","IL","60176","1122363","Sweetened Beverage Home Rule","3900 N RIVER RD
SCHILLER PARK, IL 60176"
"ECONOMY FINER FOODS","FAIRWAY FINER FOODS ","15440 COTTAGE GROVE",,"DOLTON","IL","60415","1121635","Sweetened Beverage Home Rule","15440 COTTAGE GROVE
DOLTON, IL 60415
(41.614373, -87.597787)"
