"year","section","sub_section","district_or_place_of_residence","age_group_of_mother","race_ethnicity","number","population","rate"
"2000","Birth and Fertility","Fertility Rate","Chicago Ridge","f) 15 to 45","All Race/Ethn","253","3439","73.599999999999994"
"2000","Birth and Fertility","Fertility Rate","Chicago Heights","f) 15 to 45","All Race/Ethn","699","6990","100"
"2000","Birth and Fertility","Fertility Rate","Calumet Park","f) 15 to 45","All Race/Ethn","131","2005","65.3"
"2000","Birth and Fertility","Fertility Rate","Calumet City","f) 15 to 45","All Race/Ethn","534","9086","58.8"
"2000","Birth and Fertility","Fertility Rate","Burr Ridge","f) 15 to 45","All Race/Ethn","27","535","50.5"
"2000","Birth and Fertility","Fertility Rate","Burnham","f) 15 to 45","All Race/Ethn","39","946","41.2"
"2000","Birth and Fertility","Fertility Rate","Burbank","f) 15 to 45","All Race/Ethn","346","5897","58.7"
"2000","Birth and Fertility","Fertility Rate","Buffalo Grove","f) 15 to 45","All Race/Ethn","182","3041","59.8"
"2000","Birth and Fertility","Fertility Rate","Brookfield","f) 15 to 45","All Race/Ethn","250","4174","59.9"
"2000","Birth and Fertility","Fertility Rate","Broadview","f) 15 to 45","All Race/Ethn","107","1919","55.8"
"2000","Birth and Fertility","Fertility Rate","Bridgeview","f) 15 to 45","All Race/Ethn","232","3140","73.900000000000006"
"2000","Birth and Fertility","Fertility Rate","Blue Island","f) 15 to 45","All Race/Ethn","435","5608","77.599999999999994"
"2000","Birth and Fertility","Fertility Rate","Berwyn","f) 15 to 45","All Race/Ethn","912","12018","75.900000000000006"
"2000","Birth and Fertility","Fertility Rate","Berkeley","f) 15 to 45","All Race/Ethn","79","1101","71.8"
"2000","Birth and Fertility","Fertility Rate","Bellwood","f) 15 to 45","All Race/Ethn","309","4726","65.400000000000006"
"2000","Birth and Fertility","Fertility Rate","Bedford Park","f) 15 to 45","All Race/Ethn","8","108",
"2000","Birth and Fertility","Fertility Rate","Bartlett","f) 15 to 45","All Race/Ethn","268","3001","89.3"
"2000","Birth and Fertility","Fertility Rate","Barrington Hills","f) 15 to 45","All Race/Ethn","11","305",
"2000","Birth and Fertility","Fertility Rate","Barrington","f) 15 to 45","All Race/Ethn","124","1119","110.8"
"2000","Birth and Fertility","Fertility Rate","Arlington Heights","f) 15 to 45","All Race/Ethn","1036","15010","69"
"2000","Birth and Fertility","Fertility Rate","Alsip","f) 15 to 45","All Race/Ethn","275","4545","60.5"
"2000","Birth and Fertility","Fertility Rate","6 South District ","f) 15 to 45","All Race/Ethn","6972","104639","66.599999999999994"
"2000","Birth and Fertility","Fertility Rate","6 South District ","e) 15 to 44","All Race/Ethn","6972","105000","66.599999999999994"
"2000","Birth and Fertility","Fertility Rate","6 South District ","e) 15 to 44","Asian/PI","92","1000","73.2"
"2000","Birth and Fertility","Fertility Rate","6 South District ","e) 15 to 44","Hispanic","766","8000","96.5"
"2000","Birth and Fertility","Fertility Rate","6 South District ","e) 15 to 44","NH Black","3651","50000","72.400000000000006"
"2000","Birth and Fertility","Fertility Rate","6 South District ","e) 15 to 44","NH White","2450","44000","55.8"
"2000","Birth and Fertility","Fertility Rate","6 South District ","d) 15 to 19","All Race/Ethn","946","17000","54.8"
"2000","Birth and Fertility","Fertility Rate","6 South District ","d) 15 to 19","Asian/PI",,,
"2000","Birth and Fertility","Fertility Rate","6 South District ","d) 15 to 19","Hispanic","102","1000","70.8"
"2000","Birth and Fertility","Fertility Rate","6 South District ","d) 15 to 19","NH Black","700","9000","81.8"
"2000","Birth and Fertility","Fertility Rate","6 South District ","d) 15 to 19","NH White","140","7000","20.5"
"2000","Birth and Fertility","Fertility Rate","6 South District ","c) 15 to 17","All Race/Ethn","335","11000","30.1"
"2000","Birth and Fertility","Fertility Rate","6 South District ","c) 15 to 17","Asian/PI","0",,
"2000","Birth and Fertility","Fertility Rate","6 South District ","c) 15 to 17","Hispanic","42","1000","48.4"
"2000","Birth and Fertility","Fertility Rate","6 South District ","c) 15 to 17","NH Black","247","6000","44.8"
"2000","Birth and Fertility","Fertility Rate","6 South District ","c) 15 to 17","NH White","46","4000","10.3"
"2000","Birth and Fertility","Fertility Rate","5 Southwest District","f) 15 to 45","All Race/Ethn","4416","72463","60.9"
"2000","Birth and Fertility","Fertility Rate","5 Southwest District","e) 15 to 44","All Race/Ethn","4416","72000","60.9"
"2000","Birth and Fertility","Fertility Rate","5 Southwest District","e) 15 to 44","Asian/PI","117","2000","73.400000000000006"
"2000","Birth and Fertility","Fertility Rate","5 Southwest District","e) 15 to 44","Hispanic","660","7000","92.2"
"2000","Birth and Fertility","Fertility Rate","5 Southwest District","e) 15 to 44","NH Black","417","7000","62.1"
"2000","Birth and Fertility","Fertility Rate","5 Southwest District","e) 15 to 44","NH White","3207","56000","57.7"
"2000","Birth and Fertility","Fertility Rate","5 Southwest District","d) 15 to 19","All Race/Ethn","315","11000","27.4"
"2000","Birth and Fertility","Fertility Rate","5 Southwest District","d) 15 to 19","Asian/PI","8",,
"2000","Birth and Fertility","Fertility Rate","5 Southwest District","d) 15 to 19","Hispanic","86","1000","63.8"
"2000","Birth and Fertility","Fertility Rate","5 Southwest District","d) 15 to 19","NH Black","58","1000","63.6"
"2000","Birth and Fertility","Fertility Rate","5 Southwest District","d) 15 to 19","NH White","161","9000","18.5"
"2000","Birth and Fertility","Fertility Rate","5 Southwest District","c) 15 to 17","All Race/Ethn","100","7000","13.6"
"2000","Birth and Fertility","Fertility Rate","5 Southwest District","c) 15 to 17","Asian/PI",,,
"2000","Birth and Fertility","Fertility Rate","5 Southwest District","c) 15 to 17","Hispanic","29","1000","34.700000000000003"
"2000","Birth and Fertility","Fertility Rate","5 Southwest District","c) 15 to 17","NH Black","20","1000","35.1"
"2000","Birth and Fertility","Fertility Rate","5 Southwest District","c) 15 to 17","NH White","46","6000","8.1"
"2000","Birth and Fertility","Fertility Rate","4 West District","f) 15 to 45","All Race/Ethn","8189","109144","75"
"2000","Birth and Fertility","Fertility Rate","4 West District","e) 15 to 44","All Race/Ethn","8189","109000","75"
"2000","Birth and Fertility","Fertility Rate","4 West District","e) 15 to 44","Asian/PI","225","3000","78.2"
"2000","Birth and Fertility","Fertility Rate","4 West District","e) 15 to 44","Hispanic","3915","36000","108.7"
"2000","Birth and Fertility","Fertility Rate","4 West District","e) 15 to 44","NH Black","1019","16000","65.3"
"2000","Birth and Fertility","Fertility Rate","4 West District","e) 15 to 44","NH White","3002","54000","56.1"
"2000","Birth and Fertility","Fertility Rate","4 West District","d) 15 to 19","All Race/Ethn","895","17000","54.2"
"2000","Birth and Fertility","Fertility Rate","4 West District","d) 15 to 19","Asian/PI","7",,
"2000","Birth and Fertility","Fertility Rate","4 West District","d) 15 to 19","Hispanic","552","6000","90"
"2000","Birth and Fertility","Fertility Rate","4 West District","d) 15 to 19","NH Black","193","2000","79.900000000000006"
"2000","Birth and Fertility","Fertility Rate","4 West District","d) 15 to 19","NH White","140","7000","19"
"2000","Birth and Fertility","Fertility Rate","4 West District","c) 15 to 17","All Race/Ethn","295","10000","28.8"
"2000","Birth and Fertility","Fertility Rate","4 West District","c) 15 to 17","Asian/PI",,,
"2000","Birth and Fertility","Fertility Rate","4 West District","c) 15 to 17","Hispanic","182","4000","49.6"
"2000","Birth and Fertility","Fertility Rate","4 West District","c) 15 to 17","NH Black","64","2000","41.7"
"2000","Birth and Fertility","Fertility Rate","4 West District","c) 15 to 17","NH White","47","5000","10"
"2000","Birth and Fertility","Fertility Rate","3 North District","f) 15 to 45","All Race/Ethn","12067","189192","63.8"
"2000","Birth and Fertility","Fertility Rate","3 North District","e) 15 to 44","All Race/Ethn","12067","189000","63.8"
"2000","Birth and Fertility","Fertility Rate","3 North District","e) 15 to 44","Asian/PI","1791","23000","77.7"
"2000","Birth and Fertility","Fertility Rate","3 North District","e) 15 to 44","Hispanic","2397","23000","105.5"
"2000","Birth and Fertility","Fertility Rate","3 North District","e) 15 to 44","NH Black","294","5000","55.4"
"2000","Birth and Fertility","Fertility Rate","3 North District","e) 15 to 44","NH White","7566","136000","55.8"
"2000","Birth and Fertility","Fertility Rate","3 North District","d) 15 to 19","All Race/Ethn","523","27000","19.5"
"2000","Birth and Fertility","Fertility Rate","3 North District","d) 15 to 19","Asian/PI","16","3000",
"2000","Birth and Fertility","Fertility Rate","3 North District","d) 15 to 19","Hispanic","295","3000","86.2"
"2000","Birth and Fertility","Fertility Rate","3 North District","d) 15 to 19","NH Black","35","1000","45.2"
"2000","Birth and Fertility","Fertility Rate","3 North District","d) 15 to 19","NH White","174","19000","9.1"
"2000","Birth and Fertility","Fertility Rate","3 North District","c) 15 to 17","All Race/Ethn","167","18000","9.1"
"2000","Birth and Fertility","Fertility Rate","3 North District","c) 15 to 17","Asian/PI",,"2000",
"2000","Birth and Fertility","Fertility Rate","3 North District","c) 15 to 17","Hispanic","94","2000","46.2"
"2000","Birth and Fertility","Fertility Rate","3 North District","c) 15 to 17","NH Black","13","1000",
"2000","Birth and Fertility","Fertility Rate","3 North District","c) 15 to 17","NH White","55","13000","4.0999999999999996"
"2000","Birth and Fertility","Fertility Rate","2 CCDPH Jurisdiction","f) 15 to 45","All Race/Ethn","31644","475438","66.599999999999994"
"2000","Birth and Fertility","Fertility Rate","2 CCDPH Jurisdiction","e) 15 to 44","All Race/Ethn","31644","475000","66.599999999999994"
"2000","Birth and Fertility","Fertility Rate","2 CCDPH Jurisdiction","e) 15 to 44","Asian/PI","2225","29000","77.3"
"2000","Birth and Fertility","Fertility Rate","2 CCDPH Jurisdiction","e) 15 to 44","Hispanic","7738","74000","104.8"
"2000","Birth and Fertility","Fertility Rate","2 CCDPH Jurisdiction","e) 15 to 44","NH Black","5381","78000","68.900000000000006"
"2000","Birth and Fertility","Fertility Rate","2 CCDPH Jurisdiction","e) 15 to 44","NH White","16225","289000","56.2"
"2000","Birth and Fertility","Fertility Rate","2 CCDPH Jurisdiction","d) 15 to 19","All Race/Ethn","2679","72000","37.1"
"2000","Birth and Fertility","Fertility Rate","2 CCDPH Jurisdiction","d) 15 to 19","Asian/PI","32","4000","8.1999999999999993"
"2000","Birth and Fertility","Fertility Rate","2 CCDPH Jurisdiction","d) 15 to 19","Hispanic","1035","12000","83.8"
"2000","Birth and Fertility","Fertility Rate","2 CCDPH Jurisdiction","d) 15 to 19","NH Black","986","13000","77.900000000000006"
"2000","Birth and Fertility","Fertility Rate","2 CCDPH Jurisdiction","d) 15 to 19","NH White","615","42000","14.6"
"2000","Birth and Fertility","Fertility Rate","2 CCDPH Jurisdiction","c) 15 to 17","All Race/Ethn","897","47000","19.100000000000001"
"2000","Birth and Fertility","Fertility Rate","2 CCDPH Jurisdiction","c) 15 to 17","Asian/PI","9","3000",
"2000","Birth and Fertility","Fertility Rate","2 CCDPH Jurisdiction","c) 15 to 17","Hispanic","347","7000","46.8"
"2000","Birth and Fertility","Fertility Rate","2 CCDPH Jurisdiction","c) 15 to 17","NH Black","344","8000","42.2"
"2000","Birth and Fertility","Fertility Rate","2 CCDPH Jurisdiction","c) 15 to 17","NH White","194","28000","6.9"
"2000","Birth and Fertility","Fertility Rate","1 Suburban Cook County","e) 15 to 44","All Race/Ethn","34530","528000","65.400000000000006"
"2000","Birth and Fertility","Fertility Rate","1 Suburban Cook County","e) 15 to 44","Asian/PI","2555","35000","73.8"
"2000","Birth and Fertility","Fertility Rate","1 Suburban Cook County","e) 15 to 44","Hispanic","8012","78000","102.8"
"2000","Birth and Fertility","Fertility Rate","1 Suburban Cook County","e) 15 to 44","NH Black","5858","86000","68"
"2000","Birth and Fertility","Fertility Rate","1 Suburban Cook County","e) 15 to 44","NH White","18009","322000","56"
"2000","Birth and Fertility","Fertility Rate","1 Suburban Cook County","d) 15 to 19","All Race/Ethn","2825","81000","35.1"
"2000","Birth and Fertility","Fertility Rate","1 Suburban Cook County","d) 15 to 19","Asian/PI","38","5000","7.7"
"2000","Birth and Fertility","Fertility Rate","1 Suburban Cook County","d) 15 to 19","Hispanic","1064","13000","81"
"2000","Birth and Fertility","Fertility Rate","1 Suburban Cook County","d) 15 to 19","NH Black","1046","14000","74.7"
"2000","Birth and Fertility","Fertility Rate","1 Suburban Cook County","d) 15 to 19","NH White","663","47000","14.1"
"2000","Birth and Fertility","Fertility Rate","1 Suburban Cook County","c) 15 to 17","All Race/Ethn","942","52000","18.3"
"2000","Birth and Fertility","Fertility Rate","1 Suburban Cook County","c) 15 to 17","Asian/PI","10","3000",
"2000","Birth and Fertility","Fertility Rate","1 Suburban Cook County","c) 15 to 17","Hispanic","355","8000","45.4"
"2000","Birth and Fertility","Fertility Rate","1 Suburban Cook County","c) 15 to 17","NH Black","363","9000","40.5"
"2000","Birth and Fertility","Fertility Rate","1 Suburban Cook County","c) 15 to 17","NH White","210","31000","6.8"
"2000","Birth and Fertility","First Birth","Worth","a) All Ages","All Race/Ethn","39","143","27.3"
"2000","Birth and Fertility","First Birth","Winnetka","a) All Ages","All Race/Ethn","17","144",
"2000","Birth and Fertility","First Birth","Wilmette","a) All Ages","All Race/Ethn","63","292","21.6"
"2000","Birth and Fertility","First Birth","Willow Springs","a) All Ages","All Race/Ethn","16","52",
"2000","Birth and Fertility","First Birth","Wheeling","a) All Ages","All Race/Ethn","214","562","38.1"
"2000","Birth and Fertility","First Birth","Western Springs","a) All Ages","All Race/Ethn","32","157","20.399999999999999"
"2000","Birth and Fertility","First Birth","Westchester","a) All Ages","All Race/Ethn","74","211","35.1"
"2000","Birth and Fertility","First Birth","Tinley Park","a) All Ages","All Race/Ethn","167","572","29.2"
"2000","Birth and Fertility","First Birth","Thornton","a) All Ages","All Race/Ethn",,"19",
"2000","Birth and Fertility","First Birth","Summit","a) All Ages","All Race/Ethn","55","166","33.1"
"2000","Birth and Fertility","First Birth","Streamwood","a) All Ages","All Race/Ethn","265","688","38.5"
"2000","Birth and Fertility","First Birth","Stone Park","a) All Ages","All Race/Ethn","41","111","36.9"
"2000","Birth and Fertility","First Birth","Stickney","a) All Ages","All Race/Ethn","28","60","46.7"
"2000","Birth and Fertility","First Birth","Steger","a) All Ages","All Race/Ethn","16","58",
"2000","Birth and Fertility","First Birth","South Holland","a) All Ages","All Race/Ethn","68","235","28.9"
"2000","Birth and Fertility","First Birth","South Barrington","a) All Ages","All Race/Ethn",,"17",
"2000","Birth and Fertility","First Birth","Skokie","a) All Ages","All Race/Ethn","202","588","34.4"
"2000","Birth and Fertility","First Birth","Schiller Park","a) All Ages","All Race/Ethn","61","163","37.4"
"2000","Birth and Fertility","First Birth","S Chicago Heights","a) All Ages","All Race/Ethn","13","39",
"2000","Birth and Fertility","First Birth","Schaumburg","a) All Ages","All Race/Ethn","424","1007","42.1"
"2000","Birth and Fertility","First Birth","Sauk Village","a) All Ages","All Race/Ethn","49","181","27.1"
"2000","Birth and Fertility","First Birth","Rosemont","a) All Ages","All Race/Ethn","20","74","27"
"2000","Birth and Fertility","First Birth","Roselle","a) All Ages","All Race/Ethn","13","54",
"2000","Birth and Fertility","First Birth","Rolling Meadows","a) All Ages","All Race/Ethn","136","361","37.700000000000003"
"2000","Birth and Fertility","First Birth","Robbins","a) All Ages","All Race/Ethn","39","137","28.5"
"2000","Birth and Fertility","First Birth","Riverside","a) All Ages","All Race/Ethn","37","109","33.9"
"2000","Birth and Fertility","First Birth","River Grove","a) All Ages","All Race/Ethn","45","128","35.200000000000003"
"2000","Birth and Fertility","First Birth","River Forest","a) All Ages","All Race/Ethn","33","116","28.4"
"2000","Birth and Fertility","First Birth","Riverdale","a) All Ages","All Race/Ethn","71","311","22.8"
"2000","Birth and Fertility","First Birth","Richton Park","a) All Ages","All Race/Ethn","71","220","32.299999999999997"
"2000","Birth and Fertility","First Birth","Prospect Heights","a) All Ages","All Race/Ethn","105","288","36.5"
"2000","Birth and Fertility","First Birth","Posen","a) All Ages","All Race/Ethn","22","71","31"
"2000","Birth and Fertility","First Birth","Phoenix","a) All Ages","All Race/Ethn","21","48","43.8"
"2000","Birth and Fertility","First Birth","Park Ridge","a) All Ages","All Race/Ethn","101","383","26.4"
"2000","Birth and Fertility","First Birth","Park Forest","a) All Ages","All Race/Ethn","85","281","30.2"
"2000","Birth and Fertility","First Birth","Palos Park","a) All Ages","All Race/Ethn","21","64","32.799999999999997"
"2000","Birth and Fertility","First Birth","Palos Hills","a) All Ages","All Race/Ethn","69","195","35.4"
"2000","Birth and Fertility","First Birth","Palos Heights","a) All Ages","All Race/Ethn","23","105","21.9"
"2000","Birth and Fertility","First Birth","Palatine","a) All Ages","All Race/Ethn","434","1141","38"
"2000","Birth and Fertility","First Birth","Orland Park","a) All Ages","All Race/Ethn","0","0",
"2000","Birth and Fertility","First Birth","Orland Hills","a) All Ages","All Race/Ethn","204","646","31.6"
"2000","Birth and Fertility","First Birth","Olympia Fields","a) All Ages","All Race/Ethn",,"22",
"2000","Birth and Fertility","First Birth","Oak Park","a) All Ages","All Race/Ethn","287","746","38.5"
"2000","Birth and Fertility","First Birth","Oak Lawn","a) All Ages","All Race/Ethn","180","570","31.6"
"2000","Birth and Fertility","First Birth","Oak Forest","a) All Ages","All Race/Ethn","119","399","29.8"
"2000","Birth and Fertility","First Birth","North Riverside","a) All Ages","All Race/Ethn","26","71","36.6"
"2000","Birth and Fertility","First Birth","Northlake","a) All Ages","All Race/Ethn","60","168","35.700000000000003"
"2000","Birth and Fertility","First Birth","Northfield","a) All Ages","All Race/Ethn","19","63",
"2000","Birth and Fertility","First Birth","Northbrook","a) All Ages","All Race/Ethn","111","368","30.2"
"2000","Birth and Fertility","First Birth","Norridge","a) All Ages","All Race/Ethn","47","125","37.6"
"2000","Birth and Fertility","First Birth","Niles","a) All Ages","All Race/Ethn","95","237","40.1"
"2000","Birth and Fertility","First Birth","Mt Prospect","a) All Ages","All Race/Ethn","306","796","38.4"
"2000","Birth and Fertility","First Birth","Morton Grove","a) All Ages","All Race/Ethn","59","182","32.4"
"2000","Birth and Fertility","First Birth","Midlothian","a) All Ages","All Race/Ethn","79","240","32.9"
"2000","Birth and Fertility","First Birth","Merrionette Park","a) All Ages","All Race/Ethn","5","17",
"2000","Birth and Fertility","First Birth","Melrose Park","a) All Ages","All Race/Ethn","195","561","34.799999999999997"
"2000","Birth and Fertility","First Birth","Mccook","a) All Ages","All Race/Ethn",,,
"2000","Birth and Fertility","First Birth","Maywood","a) All Ages","All Race/Ethn","150","502","29.9"
"2000","Birth and Fertility","First Birth","Matteson","a) All Ages","All Race/Ethn","55","167","32.9"
"2000","Birth and Fertility","First Birth","Markham","a) All Ages","All Race/Ethn","74","214","34.6"
"2000","Birth and Fertility","First Birth","Lyons","a) All Ages","All Race/Ethn","53","150","35.299999999999997"
"2000","Birth and Fertility","First Birth","Lynwood","a) All Ages","All Race/Ethn","36","116","31"
"2000","Birth and Fertility","First Birth","Lincolnwood","a) All Ages","All Race/Ethn","30","108","27.8"
"2000","Birth and Fertility","First Birth","Lemont","a) All Ages","All Race/Ethn","51","184","27.7"
"2000","Birth and Fertility","First Birth","Lansing","a) All Ages","All Race/Ethn","118","371","31.8"
"2000","Birth and Fertility","First Birth","Lagrange Park","a) All Ages","All Race/Ethn","42","156","26.9"
"2000","Birth and Fertility","First Birth","Lagrange","a) All Ages","All Race/Ethn","73","298","24.5"
"2000","Birth and Fertility","First Birth","Kenilworth","a) All Ages","All Race/Ethn","7","32",
"2000","Birth and Fertility","First Birth","Justice","a) All Ages","All Race/Ethn","80","214","37.4"
"2000","Birth and Fertility","First Birth","Inverness","a) All Ages","All Race/Ethn","7","33",
"2000","Birth and Fertility","First Birth","Indian Head Park","a) All Ages","All Race/Ethn","6","24",
"2000","Birth and Fertility","First Birth","Homewood","a) All Ages","All Race/Ethn","57","200","28.5"
"2000","Birth and Fertility","First Birth","Hometown","a) All Ages","All Race/Ethn","14","45",
"2000","Birth and Fertility","First Birth","Hoffman Estates","a) All Ages","All Race/Ethn","240","669","35.9"
"2000","Birth and Fertility","First Birth","Hodgkins","a) All Ages","All Race/Ethn","8","25",
"2000","Birth and Fertility","First Birth","Hinsdale","a) All Ages","All Race/Ethn","14","36",
"2000","Birth and Fertility","First Birth","Hillside","a) All Ages","All Race/Ethn","41","110","37.299999999999997"
"2000","Birth and Fertility","First Birth","Hickory Hills","a) All Ages","All Race/Ethn","70","212","33"
"2000","Birth and Fertility","First Birth","Hazel Crest","a) All Ages","All Race/Ethn","58","197","29.4"
"2000","Birth and Fertility","First Birth","Harwood Heights","a) All Ages","All Race/Ethn","30","68","44.1"
"2000","Birth and Fertility","First Birth","Harvey","a) All Ages","All Race/Ethn","208","672","31"
"2000","Birth and Fertility","First Birth","Hanover Park","a) All Ages","All Race/Ethn","148","398","37.200000000000003"
"2000","Birth and Fertility","First Birth","Golf","a) All Ages","All Race/Ethn",,"7",
"2000","Birth and Fertility","First Birth","Glenwood","a) All Ages","All Race/Ethn","25","85","29.4"
"2000","Birth and Fertility","First Birth","Glenview","a) All Ages","All Race/Ethn","186","553","33.6"
"2000","Birth and Fertility","First Birth","Glencoe","a) All Ages","All Race/Ethn","17","94",
"2000","Birth and Fertility","First Birth","Franklin Park","a) All Ages","All Race/Ethn","105","325","32.299999999999997"
"2000","Birth and Fertility","First Birth","Forest View","a) All Ages","All Race/Ethn",,,
"2000","Birth and Fertility","First Birth","Forest Park","a) All Ages","All Race/Ethn","69","227","30.4"
"2000","Birth and Fertility","First Birth","Ford Heights","a) All Ages","All Race/Ethn","25","105","23.8"
"2000","Birth and Fertility","First Birth","Flossmoor","a) All Ages","All Race/Ethn","18","76",
"2000","Birth and Fertility","First Birth","Evergreen Park","a) All Ages","All Race/Ethn","87","281","31"
"2000","Birth and Fertility","First Birth","Evanston","a) All Ages","All Race/Ethn","445","1095","40.6"
"2000","Birth and Fertility","First Birth","Elmwood Park","a) All Ages","All Race/Ethn","101","285","35.4"
"2000","Birth and Fertility","First Birth","Elk Grove Village","a) All Ages","All Race/Ethn","151","419","36"
"2000","Birth and Fertility","First Birth","Elgin","a) All Ages","All Race/Ethn","81","252","32.1"
"2000","Birth and Fertility","First Birth","East Hazel Crest","a) All Ages","All Race/Ethn","7","20",
"2000","Birth and Fertility","First Birth","Dolton","a) All Ages","All Race/Ethn","125","365","34.200000000000003"
"2000","Birth and Fertility","First Birth","Dixmoor","a) All Ages","All Race/Ethn","10","40",
"2000","Birth and Fertility","First Birth","Des Plaines","a) All Ages","All Race/Ethn","471","1197","39.299999999999997"
"2000","Birth and Fertility","First Birth","Crestwood","a) All Ages","All Race/Ethn","63","147","42.9"
"2000","Birth and Fertility","First Birth","Countryside","a) All Ages","All Race/Ethn","27","73","37"
"2000","Birth and Fertility","First Birth","Country Club Hills","a) All Ages","All Race/Ethn","59","231","25.5"
"2000","Birth and Fertility","First Birth","Cicero","a) All Ages","All Race/Ethn","704","2121","33.200000000000003"
"2000","Birth and Fertility","First Birth","Chicago Ridge","a) All Ages","All Race/Ethn","92","253","36.4"
"2000","Birth and Fertility","First Birth","Chicago Heights","a) All Ages","All Race/Ethn","192","704","27.3"
"2000","Birth and Fertility","First Birth","Calumet Park","a) All Ages","All Race/Ethn","36","131","27.5"
"2000","Birth and Fertility","First Birth","Calumet City","a) All Ages","All Race/Ethn","177","537","33"
"2000","Birth and Fertility","First Birth","Burr Ridge","a) All Ages","All Race/Ethn","12","27",
"2000","Birth and Fertility","First Birth","Burnham","a) All Ages","All Race/Ethn","12","39",
"2000","Birth and Fertility","First Birth","Burbank","a) All Ages","All Race/Ethn","125","346","36.1"
"2000","Birth and Fertility","First Birth","Buffalo Grove","a) All Ages","All Race/Ethn","70","183","38.299999999999997"
"2000","Birth and Fertility","First Birth","Brookfield","a) All Ages","All Race/Ethn","89","250","35.6"
"2000","Birth and Fertility","First Birth","Broadview","a) All Ages","All Race/Ethn","26","107","24.3"
"2000","Birth and Fertility","First Birth","Bridgeview","a) All Ages","All Race/Ethn","85","233","36.5"
"2000","Birth and Fertility","First Birth","Blue Island","a) All Ages","All Race/Ethn","132","437","30.2"
"2000","Birth and Fertility","First Birth","Berwyn","a) All Ages","All Race/Ethn","310","916","33.799999999999997"
"2000","Birth and Fertility","First Birth","Berkeley","a) All Ages","All Race/Ethn","30","80","37.5"
"2000","Birth and Fertility","First Birth","Bellwood","a) All Ages","All Race/Ethn","96","310","31"
"2000","Birth and Fertility","First Birth","Bedford Park","a) All Ages","All Race/Ethn",,"8",
"2000","Birth and Fertility","First Birth","Bartlett","a) All Ages","All Race/Ethn","103","268","38.4"
"2000","Birth and Fertility","First Birth","Barrington Hills","a) All Ages","All Race/Ethn",,"11",
"2000","Birth and Fertility","First Birth","Barrington","a) All Ages","All Race/Ethn","38","124","30.6"
"2000","Birth and Fertility","First Birth","Arlington Heights","a) All Ages","All Race/Ethn","387","1038","37.299999999999997"
"2000","Birth and Fertility","First Birth","Alsip","a) All Ages","All Race/Ethn","103","275","37.5"
"2000","Birth and Fertility","First Birth","6 South District ","l) 45 to 54","All Race/Ethn","0","5",
"2000","Birth and Fertility","First Birth","6 South District ","l) 45 to 54","Asian/PI","0","0",
"2000","Birth and Fertility","First Birth","6 South District ","l) 45 to 54","Hispanic","0",,
"2000","Birth and Fertility","First Birth","6 South District ","l) 45 to 54","NH Black","0",,
"2000","Birth and Fertility","First Birth","6 South District ","l) 45 to 54","NH White","0",,
"2000","Birth and Fertility","First Birth","6 South District ","k) 40 to 44","All Race/Ethn","18","168",
"2000","Birth and Fertility","First Birth","6 South District ","k) 40 to 44","Asian/PI","0",,
"2000","Birth and Fertility","First Birth","6 South District ","k) 40 to 44","Hispanic",,"13",
"2000","Birth and Fertility","First Birth","6 South District ","k) 40 to 44","NH Black","8","85",
"2000","Birth and Fertility","First Birth","6 South District ","k) 40 to 44","NH White","9","69",
"2000","Birth and Fertility","First Birth","6 South District ","k) 35 to 39","All Race/Ethn","109","798","13.7"
"2000","Birth and Fertility","First Birth","6 South District ","k) 35 to 39","Asian/PI",,"13",
"2000","Birth and Fertility","First Birth","6 South District ","k) 35 to 39","Hispanic","7","56",
"2000","Birth and Fertility","First Birth","6 South District ","k) 35 to 39","NH Black","46","375","12.3"
"2000","Birth and Fertility","First Birth","6 South District ","k) 35 to 39","NH White","54","354","15.3"
"2000","Birth and Fertility","First Birth","6 South District ","j) 30 to 34","All Race/Ethn","286","1572","18.2"
"2000","Birth and Fertility","First Birth","6 South District ","j) 30 to 34","Asian/PI","9","42",
"2000","Birth and Fertility","First Birth","6 South District ","j) 30 to 34","Hispanic","20","151","13.2"
"2000","Birth and Fertility","First Birth","6 South District ","j) 30 to 34","NH Black","96","640","15"
"2000","Birth and Fertility","First Birth","6 South District ","j) 30 to 34","NH White","161","737","21.8"
"2000","Birth and Fertility","First Birth","6 South District ","i) 25 to 29","All Race/Ethn","404","1770","22.8"
"2000","Birth and Fertility","First Birth","6 South District ","i) 25 to 29","Asian/PI","6","26",
"2000","Birth and Fertility","First Birth","6 South District ","i) 25 to 29","Hispanic","47","205","22.9"
"2000","Birth and Fertility","First Birth","6 South District ","i) 25 to 29","NH Black","121","826","14.6"
"2000","Birth and Fertility","First Birth","6 South District ","i) 25 to 29","NH White","227","708","32.1"
"2000","Birth and Fertility","First Birth","6 South District ","h) 20 to 24","All Race/Ethn","604","1718","35.200000000000003"
"2000","Birth and Fertility","First Birth","6 South District ","h) 20 to 24","Asian/PI",,"9",
"2000","Birth and Fertility","First Birth","6 South District ","h) 20 to 24","Hispanic","108","239","45.2"
"2000","Birth and Fertility","First Birth","6 South District ","h) 20 to 24","NH Black","303","1025","29.6"
"2000","Birth and Fertility","First Birth","6 South District ","h) 20 to 24","NH White","188","442","42.5"
"2000","Birth and Fertility","First Birth","6 South District ","g) 18 to 19","All Race/Ethn","383","611","62.7"
"2000","Birth and Fertility","First Birth","6 South District ","g) 18 to 19","Asian/PI","0",,
