"precinct","polling_place_id","polling_place_location_name","accessible","address","city","zip","location"
"7508003","3656","HOWARD STREET OUTPOST","YES","633  HOWARD ST ","EVANSTON","60201","633 HOWARD ST
EVANSTON, IL 60201
(42.01946305200045, -87.67948827199967)"
"7508004","2741","OAKTON SCHOOL","YES","436  RIDGE AVE ","EVANSTON","60202","436 RIDGE AVE
EVANSTON, IL 60202
(42.02580987500045, -87.68537679299965)"
"7508005","3721","LEVY SENIOR CENTER","YES","300  DODGE AVE ","EVANSTON","60202","300 DODGE AVE
EVANSTON, IL 60202
(42.0227715310005, -87.69956443799964)"
"7509001","3456","REBA PLACE CHURCH","YES","620  MADISON ST ","EVANSTON","60202","620 MADISON ST
EVANSTON, IL 60202
(42.031644309000455, -87.67913580299967)"
"7509002","2560","GRACE LUTHERAN CHURCH","NO","1430  SOUTH BLVD ","EVANSTON","60202","1430 SOUTH BLVD
EVANSTON, IL 60202
(42.02771405100049, -87.69263796799964)"
"7509003","532","RIDGEVILLE COMMUNITY HOUSE","YES","908  SEWARD ST ","EVANSTON","60202","908 SEWARD ST
EVANSTON, IL 60202
(42.02879235600045, -87.68433439299969)"
"7509004","472","CROWN RECREATION CENTER","YES","1701  MAIN ST ","EVANSTON","60201","1701 MAIN ST
EVANSTON, IL 60201
(42.03393420100048, -87.69673828499964)"
"7509005","2560","GRACE LUTHERAN CHURCH","NO","1430  SOUTH BLVD ","EVANSTON","60202","1430 SOUTH BLVD
EVANSTON, IL 60202
(42.02771405100049, -87.69263796799964)"
"7509006","532","RIDGEVILLE COMMUNITY HOUSE","YES","908  SEWARD ST ","EVANSTON","60202","908 SEWARD ST
EVANSTON, IL 60202
(42.02879235600045, -87.68433439299969)"
"7600001","3725","STREAMWOOD FIRE STATION 2","YES","900 W IRVING PARK RD ","STREAMWOOD","60107","900 W IRVING PARK RD
STREAMWOOD, IL 60107
(42.009367908000456, -88.16112680399965)"
"7600002","586","STREAMWOOD OAKS GOLF COURSE","YES","565  MADISON DR ","STREAMWOOD","60107","565 MADISON DR
STREAMWOOD, IL 60107
(42.0218637050005, -88.19825127899969)"
"7600003","536","HUFF SCHOOL","YES","801  HASTINGS ST ","ELGIN","60120","801 HASTINGS ST
ELGIN, IL 60120
(42.021941332000495, -88.26186656499965)"
"7600004","3905","HILLTOP SCHOOL","YES","1855  ROHRSSEN RD ","ELGIN","60120","1855 ROHRSSEN RD
ELGIN, IL 60120
(42.03837707300045, -88.22784271499967)"
"7600005","538","HANOVER COUNTRYSIDE SCHOOL","YES","6 S BARTLETT RD ","STREAMWOOD","60107","6 S BARTLETT RD
STREAMWOOD, IL 60107
(42.030960311000456, -88.18004773599966)"
"7600006","3826","PARK PLACE FAMILY RECREATION CENTER","YES","550 S PARK BLVD ","STREAMWOOD","60107","550 S PARK BLVD
STREAMWOOD, IL 60107
(42.02032051500049, -88.16717090799966)"
"7600007","538","HANOVER COUNTRYSIDE SCHOOL","YES","6 S BARTLETT RD ","STREAMWOOD","60107","6 S BARTLETT RD
STREAMWOOD, IL 60107
(42.030960311000456, -88.18004773599966)"
"7600008","571","STREAMWOOD PARK DISTRICT","YES","777 S BARTLETT RD ","STREAMWOOD","60107","777 S BARTLETT RD
STREAMWOOD, IL 60107
(42.01887388500046, -88.18281987999967)"
"7600009","582","HANOVER TOWNSHIP SENIOR CENTER","YES","240 S ILLINOIS ROUTE 59  ","BARTLETT","60103","240 S ILLINOIS ROUTE 59
BARTLETT, IL 60103
(41.95294890000048, -88.20544060499964)"
"7600010","3732","NEW COVENANT FELLOWSHIP","YES","865  PARKWAY AVE ","ELGIN","60120","865 PARKWAY AVE
ELGIN, IL 60120
(42.06204164000047, -88.25767157399969)"
"7600011","550","TEFFT MIDDLE SCHOOL","YES","1100  SHIRLEY AVE ","STREAMWOOD","60107","1100 SHIRLEY AVE
STREAMWOOD, IL 60107
(42.00956436400048, -88.16337373099964)"
"7600012","545","HANOVER PARK MUNICIPAL BUILDING","YES","2121 W LAKE ST ","HANOVER PARK","60133","2121 W LAKE ST
HANOVER PARK, IL 60133
(41.990910286000485, -88.15809651499967)"
"7600013","574","FIRST CHRISTIAN CHURCH","YES","1125  SUMMIT ST ","ELGIN","60120","1125 SUMMIT ST
ELGIN, IL 60120
(42.04649388900049, -88.24875927199969)"
"7600014","3732","NEW COVENANT FELLOWSHIP","YES","865  PARKWAY AVE ","ELGIN","60120","865 PARKWAY AVE
ELGIN, IL 60120
(42.06204164000047, -88.25767157399969)"
"7600015","548","LAUREL HILL ELEMENTARY SCHOOL","YES","1750  LAUREL AVE ","HANOVER PARK","60133","1750 LAUREL AVE
HANOVER PARK, IL 60133
(42.0027381000005, -88.14893969699966)"
"7600016","584","VILLA OLIVIA","YES","  ROUTE 20 & NAPERVILLE RD  ","BARTLETT","60103","ROUTE 20 & NAPERVILLE RD
BARTLETT, IL 60103
(41.98286587600046, -88.19171623199969)"
"7600017","550","TEFFT MIDDLE SCHOOL","YES","1100  SHIRLEY AVE ","STREAMWOOD","60107","1100 SHIRLEY AVE
STREAMWOOD, IL 60107
(42.00956436400048, -88.16337373099964)"
"7600018","551","VILLAGE OF STREAMWOOD","YES","301 E IRVING PARK RD ","STREAMWOOD","60107","301 E IRVING PARK RD
STREAMWOOD, IL 60107
(42.01214013100048, -88.17587958699966)"
"7600019","3844","TIMBER TRAILS ELEMENTARY SCHOOL","YES","1675  MCDONOUGH RD ","HOFFMAN ESTATES","60192","1675 MCDONOUGH RD
HOFFMAN ESTATES, IL 60192
(42.055665417000455, -88.21619295499966)"
"7600020","3101","NATURE RIDGE ELEMENTARY SCHOOL","YES","1899  WESTRIDGE BLVD ","BARTLETT","60103","1899 WESTRIDGE BLVD
BARTLETT, IL 60103
(41.99296103000046, -88.24747895199965)"
"7600021","554","STREAMWOOD HIGH SCHOOL","YES","701 W SCHAUMBURG RD ","STREAMWOOD","60107","701 W SCHAUMBURG RD
STREAMWOOD, IL 60107
(42.0314890890005, -88.19797895899967)"
"7600022","565","GLENBROOK ELEMENTARY SCHOOL","YES","315  GARDEN CIR ","STREAMWOOD","60107","315 GARDEN CIR
STREAMWOOD, IL 60107
(42.03772078700047, -88.16062816799968)"
"7600023","534","BARTLETT LOG CABIN","YES","102 N EASTERN AVE ","BARTLETT","60103","102 N EASTERN AVE
BARTLETT, IL 60103
(41.99497298500046, -88.18399353599966)"
"7600024","2566","COMMUNITY CENTER","YES","1919  WALNUT AVE ","HANOVER PARK","60133","1919 WALNUT AVE
HANOVER PARK, IL 60133
(41.9954190090005, -88.15126595999965)"
"7600025","554","STREAMWOOD HIGH SCHOOL","YES","701 W SCHAUMBURG RD ","STREAMWOOD","60107","701 W SCHAUMBURG RD
STREAMWOOD, IL 60107
(42.0314890890005, -88.19797895899967)"
"7600026","582","HANOVER TOWNSHIP SENIOR CENTER","YES","240 S ILLINOIS ROUTE 59  ","BARTLETT","60103","240 S ILLINOIS ROUTE 59
BARTLETT, IL 60103
(41.95294890000048, -88.20544060499964)"
"7600027","3844","TIMBER TRAILS ELEMENTARY SCHOOL","YES","1675  MCDONOUGH RD ","HOFFMAN ESTATES","60192","1675 MCDONOUGH RD
HOFFMAN ESTATES, IL 60192
(42.055665417000455, -88.21619295499966)"
"7600028","585","TOWNE PLACE WEST CLUBHOUSE","YES","2841  MEADOW LN ","SCHAUMBURG","60195","2841 MEADOW LN
SCHAUMBURG, IL 60195
(42.026905901000475, -88.15226011699968)"
"7600029","562","LORDS PARK SCHOOL","YES","323  WAVERLY DR ","ELGIN","60120","323 WAVERLY DR
ELGIN, IL 60120
(42.04317977800048, -88.25268314599964)"
"7600030","3536","CORNERSTONE CHURCH","YES","1001  SUMMIT ST ","ELGIN","60120","1001 SUMMIT ST
ELGIN, IL 60120
(42.04641536200046, -88.25477408599966)"
"7600031","4245","VILLAGE OF BARTLETT","YES","228 S MAIN ST ","BARTLETT","60103","228 S MAIN ST
BARTLETT, IL 60103
(41.99057231900048, -88.18452802699966)"
"7600032","572","ELGIN HIGH SCHOOL","YES","1200  MAROON DR ","ELGIN","60120","1200 MAROON DR
ELGIN, IL 60120
(42.02527854600049, -88.24400570899968)"
"7600033","566","RIDGE CIRCLE ELEMENTARY SCHOOL","YES","420  RIDGE CIR ","STREAMWOOD","60107","420 RIDGE CIR
STREAMWOOD, IL 60107
(42.02363824200046, -88.16035422299967)"
"7600034","551","VILLAGE OF STREAMWOOD","YES","301 E IRVING PARK RD ","STREAMWOOD","60107","301 E IRVING PARK RD
STREAMWOOD, IL 60107
(42.01214013100048, -88.17587958699966)"
"7600035","568","LORDS PARK PAVILION","YES","100  OAKWOOD BLVD ","ELGIN","60120","100 OAKWOOD BLVD
ELGIN, IL 60120
(42.0393735720005, -88.26121276699968)"
"7600036","569","CANTON MIDDLE SCHOOL","YES","1100  SUNSET CIR ","STREAMWOOD","60107","1100 SUNSET CIR
STREAMWOOD, IL 60107
(42.02517077900046, -88.15846576199965)"
"7600037","3276","BROOKSIDE CLUBHOUSE","YES","821 E BODE RD ","STREAMWOOD","60107","821 E BODE RD
STREAMWOOD, IL 60107
(42.039133173000494, -88.15952362099966)"
"7600038","571","STREAMWOOD PARK DISTRICT","YES","777 S BARTLETT RD ","STREAMWOOD","60107","777 S BARTLETT RD
STREAMWOOD, IL 60107
(42.01887388500046, -88.18281987999967)"
"7600039","572","ELGIN HIGH SCHOOL","YES","1200  MAROON DR ","ELGIN","60120","1200 MAROON DR
ELGIN, IL 60120
(42.02527854600049, -88.24400570899968)"
"7600040","586","STREAMWOOD OAKS GOLF COURSE","YES","565  MADISON DR ","STREAMWOOD","60107","565 MADISON DR
STREAMWOOD, IL 60107
(42.0218637050005, -88.19825127899969)"
"7600041","574","FIRST CHRISTIAN CHURCH","YES","1125  SUMMIT ST ","ELGIN","60120","1125 SUMMIT ST
ELGIN, IL 60120
(42.04649388900049, -88.24875927199969)"
"7600042","584","VILLA OLIVIA","YES","  ROUTE 20 & NAPERVILLE RD  ","BARTLETT","60103","ROUTE 20 & NAPERVILLE RD
BARTLETT, IL 60103
(41.98286587600046, -88.19171623199969)"
"7600043","566","RIDGE CIRCLE ELEMENTARY SCHOOL","YES","420  RIDGE CIR ","STREAMWOOD","60107","420 RIDGE CIR
STREAMWOOD, IL 60107
(42.02363824200046, -88.16035422299967)"
"7600044","4245","VILLAGE OF BARTLETT","YES","228 S MAIN ST ","BARTLETT","60103","228 S MAIN ST
BARTLETT, IL 60103
(41.99057231900048, -88.18452802699966)"
"7700001","2956","SLOVENIAN CULTURAL CENTER","YES","14252  MAIN ST ","LEMONT","60439","14252 MAIN ST
LEMONT, IL 60439
(41.68184925200046, -87.96840133099965)"
"7700002","589","OUR LADY OF VICTORY CONVENT","YES","11400  THERESA DR ","LEMONT","60439","11400 THERESA DR
LEMONT, IL 60439
(41.6784915450005, -87.97245577799964)"
"7700003","590","LITHUANIAN WORLD CENTER","YES","14911  127TH ST ","LEMONT","60439","14911 127TH ST
LEMONT, IL 60439
(41.65693790600045, -87.98409137799968)"
"7700004","591","LEMONT TOWNSHIP HIGH SCHOOL","YES","800  PORTER ST ","LEMONT","60439","800 PORTER ST
LEMONT, IL 60439
(41.675173919000486, -87.99225183799967)"
"7700005","591","LEMONT TOWNSHIP HIGH SCHOOL","YES","800  PORTER ST ","LEMONT","60439","800 PORTER ST
LEMONT, IL 60439
(41.675173919000486, -87.99225183799967)"
"7700006","590","LITHUANIAN WORLD CENTER","YES","14911  127TH ST ","LEMONT","60439","14911 127TH ST
LEMONT, IL 60439
(41.65693790600045, -87.98409137799968)"
"7700007","593","LEMONT TOWNSHIP","YES","1115  WARNER AVE ","LEMONT","60439","1115 WARNER AVE
LEMONT, IL 60439
(41.660081956000454, -88.00227803899969)"
"7700008","3715","VFW POST 5819","YES","15780  NEW AVE ","LEMONT","60439","15780 NEW AVE
LEMONT, IL 60439
(41.67340053400045, -88.00331544399967)"
"7700009","600","CENTENNIAL COMMUNITY CENTER","YES","16058 W 127TH ST ","LEMONT","60439","16058 W 127TH ST
LEMONT, IL 60439
(41.656364073000475, -88.01113573099968)"
"7700010","3715","VFW POST 5819","YES","15780  NEW AVE ","LEMONT","60439","15780 NEW AVE
LEMONT, IL 60439
(41.67340053400045, -88.00331544399967)"
"7700011","600","CENTENNIAL COMMUNITY CENTER","YES","16058 W 127TH ST ","LEMONT","60439","16058 W 127TH ST
LEMONT, IL 60439
(41.656364073000475, -88.01113573099968)"
"7700012","2956","SLOVENIAN CULTURAL CENTER","YES","14252  MAIN ST ","LEMONT","60439","14252 MAIN ST
LEMONT, IL 60439
(41.68184925200046, -87.96840133099965)"
"7700013","600","CENTENNIAL COMMUNITY CENTER","YES","16058 W 127TH ST ","LEMONT","60439","16058 W 127TH ST
LEMONT, IL 60439
(41.656364073000475, -88.01113573099968)"
"7700014","590","LITHUANIAN WORLD CENTER","YES","14911  127TH ST ","LEMONT","60439","14911 127TH ST
LEMONT, IL 60439
(41.65693790600045, -87.98409137799968)"
"7800001","601","WASHINGTON SCHOOL","YES","4835 N MICHIGAN AVE ","SCHILLER PARK","60176","4835 N MICHIGAN AVE
SCHILLER PARK, IL 60176
(41.96702764800045, -87.86850088699964)"
"7800002","4390","GRACE PARK CONDOMINIUMS","YES","9353  IRVING PARK RD ","SCHILLER PARK","60176","9353 IRVING PARK RD
SCHILLER PARK, IL 60176
(41.95411199400047, -87.86086934799965)"
"7800003","674","ELMWOOD SCHOOL","YES","2319 N 76TH AVE ","ELMWOOD PARK","60707","2319 N 76TH AVE
ELMWOOD PARK, IL 60707
(41.92190538400047, -87.81590522399966)"
"7800004","642","FRANKLIN PARK PUBLIC LIBRARY","YES","10311  GRAND AVE ","FRANKLIN PARK","60131","10311 GRAND AVE
FRANKLIN PARK, IL 60131
(41.930223053000475, -87.88368002899966)"
"7800005","633","EAST LEYDEN HIGH SCHOOL","YES","3400  ROSE ST ","FRANKLIN PARK","60131","3400 ROSE ST
FRANKLIN PARK, IL 60131
(41.94048197000046, -87.86572416199965)"
"7800006","4380","ST GERTRUDE CHURCH","YES","9613  SCHILLER BLVD ","FRANKLIN PARK","60131","9613 SCHILLER BLVD
FRANKLIN PARK, IL 60131
(41.9331128770005, -87.86582642699966)"
"7800007","607","FRANKLIN TOWERS","YES","9535  FRANKLIN AVE ","FRANKLIN PARK","60131","9535 FRANKLIN AVE
FRANKLIN PARK, IL 60131
(41.93482497100047, -87.86399328399966)"
"7800008","693","DISTRICT 84 ADMINISTRATION OFFICE","YES","2915  MAPLE ST ","FRANKLIN PARK","60131","2915 MAPLE ST
FRANKLIN PARK, IL 60131
(41.93185978000048, -87.85305410299969)"
"7800009","697","ELM SCHOOL","YES","7607 W CORTLAND ST ","ELMWOOD PARK","60707","7607 W CORTLAND ST
ELMWOOD PARK, IL 60707
(41.91415394000046, -87.81618908799965)"
"7800010","697","ELM SCHOOL","YES","7607 W CORTLAND ST ","ELMWOOD PARK","60707","7607 W CORTLAND ST
ELMWOOD PARK, IL 60707
(41.91415394000046, -87.81618908799965)"
"7800011","610","VILLAGE OF RIVER GROVE","YES","2621  THATCHER AVE ","RIVER GROVE","60171","2621 THATCHER AVE
RIVER GROVE, IL 60171
(41.92724104100046, -87.83564808999967)"
"7800012","638","MARGRET J LANGE PARK","YES","6140 N SCOTT ST ","ROSEMONT","60018","6140 N SCOTT ST
ROSEMONT, IL 60018
(41.99030157100049, -87.87588189599967)"
"7800013","674","ELMWOOD SCHOOL","YES","2319 N 76TH AVE ","ELMWOOD PARK","60707","2319 N 76TH AVE
ELMWOOD PARK, IL 60707
(41.92190538400047, -87.81590522399966)"
"7800014","656","ELMWOOD PARK PUBLIC WORKS","YES","7330 W FULLERTON AVE ","ELMWOOD PARK","60707","7330 W FULLERTON AVE
ELMWOOD PARK, IL 60707
(41.923483596000494, -87.81011435099964)"
"7800015","3772","NORTHLAKE COMMUNITY CENTER","YES","316 N LA PORTE AVE ","NORTHLAKE","60164","316 N LA PORTE AVE
NORTHLAKE, IL 60164
(41.91281000200047, -87.90221322799965)"
"7800016","648","PIETRINI ELEMENTARY SCHOOL","YES","9750  FULLERTON AVE ","FRANKLIN PARK","60131","9750 FULLERTON AVE
FRANKLIN PARK, IL 60131
(41.92227419900047, -87.86893108199968)"
"7800017","669","SCHILLER PARK COMMUNITY CENTER","YES","4501  25TH AVE ","SCHILLER PARK","60176","4501 25TH AVE
SCHILLER PARK, IL 60176
(41.96090984900047, -87.87168398299968)"
"7800018","633","EAST LEYDEN HIGH SCHOOL","YES","3400  ROSE ST ","FRANKLIN PARK","60131","3400 ROSE ST
FRANKLIN PARK, IL 60131
(41.94048197000046, -87.86572416199965)"
"7800019","4385","AMERICAN LEGION RECREATION CENTER","YES","8664  GRAND AVE ","RIVER GROVE","60171","8664 GRAND AVE
RIVER GROVE, IL 60171
(41.92974754000045, -87.84252549099966)"
"7800020","620","TRUMBULL PARK","YES","2311  LEYDEN AVE ","RIVER GROVE","60171","2311 LEYDEN AVE
RIVER GROVE, IL 60171
(41.92116811700049, -87.84522058899967)"
"7800021","621","CALVARY DEAF ASSEMBLY-LIGHTHOUSE OF HOPE","NO","1719 W NORTH AVE ","MELROSE PARK","60160","1719 W NORTH AVE
MELROSE PARK, IL 60160
(41.90806451900045, -87.85498226199968)"
"7800022","697","ELM SCHOOL","YES","7607 W CORTLAND ST ","ELMWOOD PARK","60707","7607 W CORTLAND ST
ELMWOOD PARK, IL 60707
(41.91415394000046, -87.81618908799965)"
"7800023","3246","MARY SEAT OF WISDOM","YES","1352 S CUMBERLAND AVE ","PARK RIDGE","60068","1352 S CUMBERLAND AVE
PARK RIDGE, IL 60068
(41.99388646500046, -87.83655728799965)"
"7800024","639","WEST LEYDEN HIGH SCHOOL","YES","1000 N WOLF RD ","NORTHLAKE","60164","1000 N WOLF RD
NORTHLAKE, IL 60164
(41.9265703210005, -87.90402458499966)"
"7800025","698","JOHN F KENNEDY SCHOOL","YES","3945  WEHRMAN AVE ","SCHILLER PARK","60176","3945 WEHRMAN AVE
SCHILLER PARK, IL 60176
(41.949884942000494, -87.87823521299964)"
"7800026","697","ELM SCHOOL","YES","7607 W CORTLAND ST ","ELMWOOD PARK","60707","7607 W CORTLAND ST
ELMWOOD PARK, IL 60707
(41.91415394000046, -87.81618908799965)"
"7800027","627","LINCOLN MIDDLE SCHOOL","YES","9750  SORENG AVE ","SCHILLER PARK","60176","9750 SORENG AVE
SCHILLER PARK, IL 60176
(41.95121600100049, -87.86989078399967)"
"7800028","693","DISTRICT 84 ADMINISTRATION OFFICE","YES","2915  MAPLE ST ","FRANKLIN PARK","60131","2915 MAPLE ST
FRANKLIN PARK, IL 60131
(41.93185978000048, -87.85305410299969)"
"7800029","3835","LEYDEN TOWNSHIP COMMUNITY CENTER","YES","2620  MANNHEIM RD ","FRANKLIN PARK","60131","2620 MANNHEIM RD
FRANKLIN PARK, IL 60131
(41.92623036900045, -87.88454342399967)"
"7800030","637","RHODES ELEMENTARY SCHOOL","YES","8931  FULLERTON AVE ","RIVER GROVE","60171","8931 FULLERTON AVE
RIVER GROVE, IL 60171
(41.92263335100046, -87.84922024799965)"
"7800031","4365","NORTHLAKE PUBLIC LIBRARY","YES","231 N WOLF RD ","NORTHLAKE","60164","231 N WOLF RD
NORTHLAKE, IL 60164
(41.91173161400047, -87.90334407699964)"
"7800032","677","CENTRE AT NORTH PARK","YES","10040 W ADDISON ST ","FRANKLIN PARK","60131","10040 W ADDISON ST
FRANKLIN PARK, IL 60131
(41.93516640500047, -87.87385735399965)"
"7800033","4375","KAHL PARK","YES","255 E PALMER AVE ","NORTHLAKE","60164","255 E PALMER AVE
NORTHLAKE, IL 60164
(41.917654074000495, -87.89551675499968)"
"7800034","4380","ST GERTRUDE CHURCH","YES","9613  SCHILLER BLVD ","FRANKLIN PARK","60131","9613 SCHILLER BLVD
FRANKLIN PARK, IL 60131
(41.9331128770005, -87.86582642699966)"
"7800035","635","GRANT PARK RECREATION CENTER","YES","44 W GOLFVIEW DR ","NORTHLAKE","60164","44 W GOLFVIEW DR
NORTHLAKE, IL 60164
(41.91072535300049, -87.90684187499966)"
"7800036","660","JOHN MILLS GRADE SCHOOL","YES","2824 N 76TH AVE ","ELMWOOD PARK","60707","2824 N 76TH AVE
ELMWOOD PARK, IL 60707
(41.93159925700047, -87.81753710799967)"
"7800037","3081","HANGING GARDENS BANQUET ROOMS","YES","8301  BELMONT AVE ","RIVER GROVE","60171","8301 BELMONT AVE
RIVER GROVE, IL 60171
(41.937603828000476, -87.83304972299965)"
"7800038","2574","ROSEMONT VILLAGE HALL","YES","9501 W DEVON AVE ","ROSEMONT","60018","9501 W DEVON AVE
ROSEMONT, IL 60018
(41.9957133690005, -87.86328960899965)"
"7800039","677","CENTRE AT NORTH PARK","YES","10040 W ADDISON ST ","FRANKLIN PARK","60131","10040 W ADDISON ST
FRANKLIN PARK, IL 60131
(41.93516640500047, -87.87385735399965)"
"7800040","640","WESTDALE PARK","YES","3045  SANDRA AVE ","MELROSE PARK","60164","3045 SANDRA AVE
MELROSE PARK, IL 60164
(41.93388445700049, -87.90729506399964)"
"7800041","680","MANNHEIM MIDDLE SCHOOL","YES","2600  HYDE PARK  ","MELROSE PARK","60164","2600 HYDE PARK
MELROSE PARK, IL 60164
(41.92560200300045, -87.88694893599967)"
"7800042","2881","PENNOYER SCHOOL","YES","5200 N CUMBERLAND AVE ","NORRIDGE","60706","5200 N CUMBERLAND AVE
NORRIDGE, IL 60706
(41.973984009000446, -87.83666214499965)"
"7800043","689","GOUIN PARK","YES","2400  SCOTT ST ","FRANKLIN PARK","60131","2400 SCOTT ST
FRANKLIN PARK, IL 60131
(41.934047517000465, -87.87512026899964)"
"7800044","698","JOHN F KENNEDY SCHOOL","YES","3945  WEHRMAN AVE ","SCHILLER PARK","60176","3945 WEHRMAN AVE
SCHILLER PARK, IL 60176
(41.949884942000494, -87.87823521299964)"
"7800045","683","SCHILLER PARK FIRE STATION","YES","9526  IRVING PARK RD ","SCHILLER PARK","60176","9526 IRVING PARK RD
SCHILLER PARK, IL 60176
(41.954716299000495, -87.86500266199965)"
"7800046","4435","CALVARY CHAPEL","YES","10040  GRAND  ","FRANKLIN PARK","60131","10040 GRAND
FRANKLIN PARK, IL 60131
(41.930067874000486, -87.87677015399964)"
"7800047","3835","LEYDEN TOWNSHIP COMMUNITY CENTER","YES","2620  MANNHEIM RD ","FRANKLIN PARK","60131","2620 MANNHEIM RD
FRANKLIN PARK, IL 60131
(41.92623036900045, -87.88454342399967)"
"7800048","613","SCOTT SCHOOL","YES","2250  SCOTT ST ","MELROSE PARK","60164","2250 SCOTT ST
MELROSE PARK, IL 60164
(41.91969302300049, -87.87456874899965)"
"7800049","652","ST CELESTINE SCHOOL","YES","3017 N 77TH AVE ","ELMWOOD PARK","60707","3017 N 77TH AVE
ELMWOOD PARK, IL 60707
(41.934882108000465, -87.82000414299966)"
"7800050","660","JOHN MILLS GRADE SCHOOL","YES","2824 N 76TH AVE ","ELMWOOD PARK","60707","2824 N 76TH AVE
ELMWOOD PARK, IL 60707
(41.93159925700047, -87.81753710799967)"
"7800051","650","ELMWOOD PARK RECREATION CENTER","YES","2  CONTI PKWY ","ELMWOOD PARK","60707","2 CONTI PKWY
ELMWOOD PARK, IL 60707
(41.927677908000476, -87.81813800799966)"
"7800052","674","ELMWOOD SCHOOL","YES","2319 N 76TH AVE ","ELMWOOD PARK","60707","2319 N 76TH AVE
ELMWOOD PARK, IL 60707
(41.92190538400047, -87.81590522399966)"
"7800053","653","HUNTERS RESTAURANT","YES","7232 W DIVERSEY AVE ","ELMWOOD PARK","60707","7232 W DIVERSEY AVE
ELMWOOD PARK, IL 60707
(41.9308787060005, -87.80789238899968)"
"7800054","650","ELMWOOD PARK RECREATION CENTER","YES","2  CONTI PKWY ","ELMWOOD PARK","60707","2 CONTI PKWY
ELMWOOD PARK, IL 60707
(41.927677908000476, -87.81813800799966)"
"7800055","656","ELMWOOD PARK PUBLIC WORKS","YES","7330 W FULLERTON AVE ","ELMWOOD PARK","60707","7330 W FULLERTON AVE
ELMWOOD PARK, IL 60707
(41.923483596000494, -87.81011435099964)"
"7900001","1855","RIVERSIDE TOWN HALL","YES","27  RIVERSIDE RD ","RIVERSIDE","60546","27 RIVERSIDE RD
RIVERSIDE, IL 60546
(41.8265768760005, -87.81885243399967)"
"7900002","2831","ST BARBARA PARISH CENTER","NO","4015  PRAIRIE AVE ","BROOKFIELD","60513","4015 PRAIRIE AVE
BROOKFIELD, IL 60513
(41.81798841700049, -87.84377510499968)"
"7900003","702","LINCOLN SCHOOL","YES","4300  GROVE AVE ","BROOKFIELD","60513","4300 GROVE AVE
BROOKFIELD, IL 60513
(41.812820581000494, -87.84144864699965)"
"7900004","801","CONGRESS PARK SCHOOL","YES","9311  SHIELDS AVE ","BROOKFIELD","60513","9311 SHIELDS AVE
BROOKFIELD, IL 60513
(41.81262760600049, -87.85384937999964)"
"7900005","2567","HOPE LUTHERAN CHURCH","YES","6455  JOLIET RD ","COUNTRYSIDE","60525","6455 JOLIET RD
COUNTRYSIDE, IL 60525
(41.772106169000494, -87.88266177099968)"
"7900006","801","CONGRESS PARK SCHOOL","YES","9311  SHIELDS AVE ","BROOKFIELD","60513","9311 SHIELDS AVE
BROOKFIELD, IL 60513
(41.81262760600049, -87.85384937999964)"
"7900007","706","LA GRANGE COMMUNITY CENTER","YES","200  WASHINGTON AVE ","LA GRANGE","60525","200 WASHINGTON AVE
LA GRANGE, IL 60525
(41.81430019300046, -87.86105157999964)"
"7900008","785","BRIDGEVIEW COMMUNITY CENTER","YES","7900 S OKETO AVE ","BRIDGEVIEW","60455","7900 S OKETO AVE
BRIDGEVIEW, IL 60455
(41.7476612910005, -87.80457118399966)"
"7900009","2570","FIRST CONGREGATION CHURCH LAGRANGE","YES","100 S 6TH AVE ","LA GRANGE","60525","100 S 6TH AVE
LA GRANGE, IL 60525
(41.8119693590005, -87.86815684799967)"
"7900010","749","SEVENTH AVENUE SCHOOL","YES","701 S 7TH AVE ","LA GRANGE","60525","701 S 7TH AVE
LA GRANGE, IL 60525
(41.80139274700048, -87.86661794799966)"
"7900011","713","EMMANUEL EPISCOPAL CHURCH","YES","203 S KENSINGTON AVE ","LA GRANGE","60525","203 S KENSINGTON AVE
LA GRANGE, IL 60525
(41.81043152100045, -87.87439705799966)"
"7900012","2691","KING BRUWAERT HOUSE","YES","6101 S COUNTY LINE RD ","BURR RIDGE","60527","6101 S COUNTY LINE RD
BURR RIDGE, IL 60527
(41.78018136000048, -87.91662412499966)"
"7900013","3867","VILLAGE OF JUSTICE PUBLIC WORKS BUILDING","YES","8748 W 82ND PL ","JUSTICE","60458","8748 W 82ND PL
JUSTICE, IL 60458
(41.74131801800047, -87.83751160099968)"
"7900014","716","LYONS TOWNSHIP NORTH HIGH SCHOOL","YES","100 S BRAINARD AVE ","LA GRANGE","60525","100 S BRAINARD AVE
LA GRANGE, IL 60525
(41.81209953600046, -87.87949283199964)"
"7900015","716","LYONS TOWNSHIP NORTH HIGH SCHOOL","YES","100 S BRAINARD AVE ","LA GRANGE","60525","100 S BRAINARD AVE
LA GRANGE, IL 60525
(41.81209953600046, -87.87949283199964)"
"7900016","1619","PARK JUNIOR HIGH SCHOOL","YES","325 N PARK RD ","LA GRANGE PARK","60526","325 N PARK RD
LA GRANGE PARK, IL 60526
(41.81998245900047, -87.88103481399969)"
"7900017","4166","CHICAGO MARRIOTT SOUTHWEST","YES","1200  BURR RIDGE PKWY ","BURR RIDGE","60527","1200 BURR RIDGE PKWY
BURR RIDGE, IL 60527
(41.75541775500045, -87.91101354799969)"
