"incident_number","incident_date","shift_color","specific_incident_code_and","generic_incident_code","generic_incident_description","incident_category","streetnumber","streetprefix","streetname","streettype","city","civilian_casualty","firefighter_casualty","property_loss","property_value","responding_unit","responding_unit_in_or_out","responding_unit_district","responding_unit_district_1","turnout_time","travel_time","response_time_minutes","first_arriving","latitude","longitude","location","lastarrivingfirstalarm","onscndate","dispdate","citydst"
"01-005169","2001-06-04T20:50:50.000",,"444 Power line down","400","Hazardous Condition (no fire)","Non-Fire Call","4721",,"ROGERS","RD","Chattanooga","0","0","0","0","ENGINE 15","IN","1506","Station 15",,,"9.4","Y","35.02423540393137","-85.22631563142534","POINT (-85.226315631425 35.024235403931)","Y","2001-06-04T21:01:08.000","2001-06-04T20:51:44.000","5"
"01-005171","2001-06-04T20:51:08.000",,"444 Power line down","400","Hazardous Condition (no fire)","Non-Fire Call","3500",,"WILCOX","BLVD","Chattanooga","0","0","0","0","ENGINE13","OUT","1506","Station 15",,,"9.63","Y","35.04692956949591","-85.23601290157725","POINT (-85.236012901577 35.046929569496)","Y","2001-06-04T21:05:01.000","2001-06-04T20:55:23.000","9"
"01-005185","2001-06-04T22:17:18.000",,"320 Emergency medical service  other (conversion o","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","4220",,"DODDS","AVE","Chattanooga","0","0","0","0","ENGINE 5","OUT","901","Station 9","1.5","5.8","7.3","Y","34.993811889409635","-85.28511463586199","POINT (-85.285114635862 34.99381188941)","Y","2001-06-04T22:24:57.000","2001-06-04T22:17:39.000","7"
"01-005188","2001-06-04T23:00:18.000",,"440 Electrical  wiring/equipment problem  other","400","Hazardous Condition (no fire)","Non-Fire Call","404",,"ORIOLE","DR","Chattanooga","0","0","0","0","ENGINE 15","OUT","1303","Station 13","0.73","7.07","7.8","Y","35.01366278430123","-85.24732442207036","POINT (-85.24732442207 35.013662784301)","N","2001-06-04T23:09:40.000","2001-06-04T23:01:52.000","6"
"01-005189","2001-06-04T23:12:56.000",,"444 Power line down","400","Hazardous Condition (no fire)","Non-Fire Call","614",,"NYE","CIR","Chattanooga","0","0","0","0","ENGINE17","IN","1701","Station 17","2.5","6.2","8.7","Y","35.07386263199438","-85.31753455389587","POINT (-85.317534553896 35.073862631994)","Y","2001-06-04T23:22:16.000","2001-06-04T23:13:34.000","1"
"01-005195","2001-06-05T02:58:22.000",,"320 Emergency medical service  other (conversion o","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","5641",,"CRESTVIEW","DR","Chattanooga","0","0","0","0","ENGINE 22","IN","2202","Station 22","3.15","4.98","8.13","Y","35.15289257901116","-85.26244340520313","POINT (-85.262443405203 35.152892579011)","Y","2001-06-05T03:06:48.000","2001-06-05T02:58:40.000","1"
"01-005207","2001-06-05T13:17:51.000",,"551 Assist police or other governmental agency","500","Service Call","Non-Fire Call","500",,"CHESTNUT","ST","Chattanooga","0","0","0","0","ENGINE 1","IN","101","Station 1","0.73","8.38","9.12","Y","35.05081329861552","-85.31169873283987","POINT (-85.31169873284 35.050813298616)","Y","2001-06-05T13:27:07.000","2001-06-05T13:18:00.000","7"
"01-005253","2001-06-06T14:20:38.000",,"320 Emergency medical service  other (conversion o","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","5800",,"INTERSTATE 75",,"Chattanooga",,,,,"ENGINE8","OUT","1303","Station 13","1.42","7.43","8.85","Y",,,,"N","2001-06-06T14:42:38.000","2001-06-06T14:33:47.000",
"01-005265","2001-06-06T19:52:33.000",,"730 System malfunction  other","700","False Alarm & False Call","Non-Fire Call","1100",,"MOUNTAIN CREEK","RD","Chattanooga","0","0","0","0","ENGINE 1","OUT","1701","Station 17","1.35","9.1","10.45","Y","35.11077993368408","-85.32348337594306","POINT (-85.323483375943 35.110779933684)","Y","2001-06-06T20:05:44.000","2001-06-06T19:55:17.000","1"
"01-005279","2001-06-07T00:21:26.000",,"900 Special type of incident  other","900","Special","Non-Fire Call","800",,"SPEARS","AVE","Chattanooga","0","0","0","0","ENGINE 1","OUT","1202","Station 12","1.93","5.77","7.7","Y","35.07195878052874","-85.30975994263098","POINT (-85.309759942631 35.071958780529)","N","2001-06-07T00:31:28.000","2001-06-07T00:23:46.000","1"
"01-005294","2001-06-07T14:52:59.000",,"320 Emergency medical service  other (conversion o","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","600","W","MAIN","ST","Chattanooga","0","0","0","0","ENGINE 1","IN","102","Station 1","1.67","16","17.67","Y","35.03993433696653","-85.31761223213358","POINT (-85.317612232134 35.039934336967)","Y","2001-06-07T15:12:06.000","2001-06-07T14:54:26.000","7"
"01-005303","2001-06-08T01:11:02.000",,"320 Emergency medical service  other (conversion o","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","1698",,"INTERSTATE 24",,"Chattanooga","0","0","0","0","ENGINE 9","OUT","2001","Station 20","2.23","7.7","9.93","Y",,,,"Y","2001-06-08T01:25:56.000","2001-06-08T01:16:00.000",
"01-005309","2001-06-08T06:46:10.000",,"320 Emergency medical service  other (conversion o","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","800",,"INTERSTATE 24",,"Chattanooga",,,,,"ENGINE 20","OUT","701","Station 7","3.07","5.93","9","Y",,,,"Y","2001-06-08T06:55:15.000","2001-06-08T06:46:15.000",
"01-005311","2001-06-08T06:55:45.000",,"320 Emergency medical service  other (conversion o","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","1600",,"INTERSTATE 24",,"Chattanooga","0","0","0","0","ENGINE 1","OUT","902","Station 9","0.08","7.73","7.82","Y",,,,"Y","2001-06-08T07:05:05.000","2001-06-08T06:57:16.000",
"01-005325","2001-06-08T13:39:20.000",,"320 Emergency medical service  other (conversion o","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","900",,"O GRADY","DR","Chattanooga","0","0","0","0","ENGINE 20","IN","2001","Station 20","0.77","8.88","9.65","Y","35.04941599467132","-85.35486297443174","POINT (-85.354862974432 35.049415994671)","Y","2001-06-08T13:51:53.000","2001-06-08T13:42:14.000","1"
"01-005334","2001-06-08T17:17:36.000",,"730 System malfunction  other","700","False Alarm & False Call","Non-Fire Call","3830",,"RAE","TRL","Chattanooga",,,,,"ENGINE 15","IN","1506","Station 15","4.85","8.05","12.9","Y","35.049340901883376","-85.22739478284477","POINT (-85.227394782845 35.049340901883)","Y","2001-06-08T17:32:00.000","2001-06-08T17:19:06.000","5"
"01-005343","2001-06-08T21:38:35.000",,"651 Smoke scare  odor of smoke","600","Good Intent Call","Non-Fire Call","1618",,"GREENWOOD","RD","Chattanooga","0","0","0","0","ENGINE 15","IN","1502","Station 15","1.7","9.17","10.87","Y","35.05280851112692","-85.24155798896786","POINT (-85.241557988968 35.052808511127)","Y","2001-06-08T21:51:20.000","2001-06-08T21:40:28.000","5"
"01-005352","2001-06-09T00:38:35.000",,"551 Assist police or other governmental agency","500","Service Call","Non-Fire Call","3800",,"HIGHWAY 153",,"Chattanooga","0","0","0","0","ENGINE8","IN","801","Station 8","2.15","5.18","7.33","Y",,,,"Y","2001-06-09T00:46:11.000","2001-06-09T00:38:51.000",
"01-005356","2001-06-09T01:53:59.000",,"440 Electrical  wiring/equipment problem  other","400","Hazardous Condition (no fire)","Non-Fire Call","730",,"PAN GAP","RD","Chattanooga","0","0","0","0","ENGINE 20","IN","2001","Station 20","3.02","5.97","8.98","Y","35.05057890454465","-85.36857926811268","POINT (-85.368579268113 35.050578904545)","Y","2001-06-09T02:03:01.000","2001-06-09T01:54:02.000","1"
"01-005358","2001-06-09T09:25:11.000",,"651 Smoke scare  odor of smoke","600","Good Intent Call","Non-Fire Call","3408",,"MONTVIEW","DR","Chattanooga",,,,,"ENGINE 5","OUT","1508","Station 15","2.05","5.37","7.42","Y","35.027790485705694","-85.25035383681227","POINT (-85.250353836812 35.027790485706)","N","2001-06-09T09:32:59.000","2001-06-09T09:25:34.000","9"
"01-005358","2001-06-09T09:25:11.000",,"651 Smoke scare  odor of smoke","600","Good Intent Call","Non-Fire Call","3408",,"MONTVIEW","DR","Chattanooga","0","0","0","0","ENGINE 15","IN","1508","Station 15","1.57","5.85","7.42","Y","35.027790485705694","-85.25035383681227","POINT (-85.250353836812 35.027790485706)","N","2001-06-09T09:32:59.000","2001-06-09T09:25:34.000","9"
"01-005375","2001-06-09T18:36:03.000",,"730 System malfunction  other","700","False Alarm & False Call","Non-Fire Call","4601",,"AMNICOLA","HWY","Chattanooga","0","0","0","0","ENGINE10","IN","1004","Station 10","1.1","7.3","8.4","Y","35.09181416784834","-85.2256083112617","POINT (-85.225608311262 35.091814167848)","N","2001-06-09T18:44:44.000","2001-06-09T18:36:20.000","8"
"01-005392","2001-06-10T05:25:39.000",,"320 Emergency medical service  other (conversion o","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","8900",,"INTERSTATE 75",,"Chattanooga","0","0","0","0","ENGINE8","IN","802","Station 8","1.52","7.57","9.08","Y",,,,"Y","2001-06-10T05:35:06.000","2001-06-10T05:26:01.000",
"01-005415","2001-06-11T02:17:55.000",,"110 Structure fire  other (conversion only)","100","Fire","Fire Call","4520",,"HANCOCK","RD","Chattanooga","0","0","0","0","ENGINE 15","OUT","601","Station 6","2.42","8.22","10.63","Y","35.08042890457294","-85.18352012954108","POINT (-85.183520129541 35.080428904573)","N","2001-06-11T02:28:41.000","2001-06-11T02:18:03.000","5"
"01-005424","2001-06-11T12:10:21.000",,"551 Assist police or other governmental agency","500","Service Call","Non-Fire Call","1855",,"CENTRAL","AVE","Chattanooga","0","0","0","0","ENGINE 5","IN","500","Station 5","1.53","5.87","7.4","Y","35.02820769710535","-85.29841466154623","POINT (-85.298414661546 35.028207697105)","Y","2001-06-11T12:18:43.000","2001-06-11T12:11:19.000","7"
"01-005432","2001-06-11T15:19:14.000",,"730 System malfunction  other","700","False Alarm & False Call","Non-Fire Call","3528",,"DELL","TRL","Chattanooga",,,,,"LADDER 5","OUT","1104","Station 11","1.92","7.18","9.1","Y","35.019980181571576","-85.25246115757245","POINT (-85.25246115757201 35.019980181572)","N","2001-06-11T15:29:59.000","2001-06-11T15:20:53.000","9"
"01-005439","2001-06-11T17:13:07.000",,"740 Unintentional transmission of alarm  other","700","False Alarm & False Call","Non-Fire Call","5600",,"BRAINERD","RD","Chattanooga","0","0","0","0","ENGINE13","IN","1303","Station 13","1.48","7.82","9.3","Y","35.010644487903775","-85.2173268622736","POINT (-85.217326862274 35.010644487904)","Y","2001-06-11T17:22:47.000","2001-06-11T17:13:29.000","6"
"01-005454","2001-06-12T00:32:27.000",,"320 Emergency medical service  other (conversion o","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","900",,"HIGHWAY 27",,"Chattanooga","0","0","0","0","ENGINE 1","IN","101","Station 1","2.15","5.05","7.2","Y","35.14976248758537","-85.28939592456234","POINT (-85.289395924562 35.149762487585)","Y","2001-06-12T00:40:56.000","2001-06-12T00:33:44.000","1"
"01-005458","2001-06-12T02:17:17.000",,"730 System malfunction  other","700","False Alarm & False Call","Non-Fire Call","5000","N","ACCESS","RD","Chattanooga",,,,,"LADDER3","OUT","1602","Station 16","1.97","5.15","7.12","Y",,,,"N","2001-06-12T02:24:48.000","2001-06-12T02:17:41.000",
"01-005473","2001-06-12T15:48:49.000",,"320 Emergency medical service  other (conversion o","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","3700",,"HIGHWAY 27",,"Chattanooga","0","0","0","0","ENGINE17","OUT","2202","Station 22","1.8","7.95","9.75","Y",,,,"Y","2001-06-12T16:01:02.000","2001-06-12T15:51:17.000",
"01-005475","2001-06-12T19:13:26.000",,"320 Emergency medical service  other (conversion o","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","3913",,"CAMELLIA","DR","Chattanooga","0","0","0","0","ENGINE 15","IN","1504","Station 15","1.53","5.77","7.3","Y","35.06036391559147","-85.2145482173582","POINT (-85.214548217358 35.060363915591)","Y","2001-06-12T19:20:57.000","2001-06-12T19:13:39.000","5"
"01-005487","2001-06-13T12:05:47.000",,"320 Emergency medical service  other (conversion o","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","900","N","ORCHARD KNOB","AVE","Chattanooga","0","0","0","0","ENGINE 4","IN","401","Station 4","0.57","7.7","8.27","Y","35.047675726919344","-85.26838134251778","POINT (-85.268381342518 35.047675726919)","Y","2001-06-13T12:15:40.000","2001-06-13T12:07:24.000","8"
"01-005499","2001-06-13T17:26:43.000",,"730 System malfunction  other","700","False Alarm & False Call","Non-Fire Call","2515","E","43RD","ST","Chattanooga",,,,,"LADDER 5","OUT","902","Station 9","0.35","9.73","10.08","Y","34.994073539314705","-85.28896597824041","POINT (-85.28896597824 34.994073539315)","N","2001-06-13T17:44:27.000","2001-06-13T17:34:22.000","7"
"01-005524","2001-06-14T08:00:10.000",,"320 Emergency medical service  other (conversion o","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","3100",,"JENKINS","RD","Chattanooga","0","0","0","0","ENGINE8","IN","802","Station 8","1.57","5.53","7.1","Y","35.04924374382341","-85.12899127159324","POINT (-85.128991271593 35.049243743823)","Y","2001-06-14T08:08:49.000","2001-06-14T08:01:43.000","4"
"01-005532","2001-06-14T11:51:00.000",,"320 Emergency medical service  other (conversion o","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","7004",,"MCCUTCHEON","RD","Chattanooga","0","0","0","0","ENGINE8","IN","802","Station 8","0.92","7.3","8.22","Y","35.04728170794096","-85.15817802001287","POINT (-85.158178020013 35.047281707941)","Y","2001-06-14T12:00:39.000","2001-06-14T11:52:26.000","6"
"01-005545","2001-06-14T17:43:19.000",,"320 Emergency medical service  other (conversion o","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","5501",,"HIGHWAY 153",,"Chattanooga","0","0","0","0","ENGINE 22","IN","2202","Station 22","1.93","6.17","8.1","Y","35.14190511830423","-85.24878447769554","POINT (-85.248784477696 35.141905118304)","Y","2001-06-14T17:53:51.000","2001-06-14T17:45:45.000","3"
"01-005560","2001-06-15T04:53:07.000",,"730 System malfunction  other","700","False Alarm & False Call","Non-Fire Call","1314",,"NORTHGATE","CIR","Chattanooga","0","0","0","0","LADDER3","OUT","1901","Station 19","2.8","5.38","8.18","Y","35.124756282774314","-85.25925468193435","POINT (-85.259254681934 35.124756282774)","Y","2001-06-15T05:02:00.000","2001-06-15T04:53:49.000","2"
"01-005564","2001-06-15T07:12:28.000",,"320 Emergency medical service  other (conversion o","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","2600",,"HICKORY VALLEY","RD","Chattanooga","0","0","0","0","ENGINE8","IN","801","Station 8","1.28","9.65","10.93","Y","35.056368955563244","-85.16076911363209","POINT (-85.160769113632 35.056368955563)","Y","2001-06-15T07:24:19.000","2001-06-15T07:13:23.000","6"
"01-005569","2001-06-15T09:18:00.000",,"410 Combustible/flammable gas/liquid conditn other","400","Hazardous Condition (no fire)","Non-Fire Call","1501",,"WISDOM","ST","Chattanooga","0","0","0","0","ENGINE10","IN","1001","Station 10",,,"7","Y","35.078383523280685","-85.25644743825964","POINT (-85.25644743826 35.078383523281)","Y","2001-06-15T09:26:54.000","2001-06-15T09:19:54.000","8"
"01-005570","2001-06-15T11:16:52.000",,"320 Emergency medical service  other (conversion o","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","3200",,"CUMMINGS","HWY","Chattanooga","0","0","0","0","ENGINE 20","IN","2002","Station 20","2.03","10.05","12.08","Y","35.01962019605745","-85.36988834300587","POINT (-85.369888343006 35.019620196057)","Y","2001-06-15T11:29:33.000","2001-06-15T11:17:28.000","1"
"01-005593","2001-06-15T21:47:13.000",,"410 Combustible/flammable gas/liquid conditn other","400","Hazardous Condition (no fire)","Non-Fire Call","900",,"HIGHWAY 27",,"Chattanooga","0","0","0","0","ENGINE17","OUT","101","Station 1","1.02","7.87","8.88","Y","35.14976248758537","-85.28939592456234","POINT (-85.289395924562 35.149762487585)","Y","2001-06-15T22:08:01.000","2001-06-15T21:59:08.000","1"
"01-005612","2001-06-16T13:19:38.000",,"740 Unintentional transmission of alarm  other","700","False Alarm & False Call","Non-Fire Call","3131",,"MOUNTAIN CREEK","RD","Chattanooga",,,,,"ENGINE17","IN","1701","Station 17","3.23","4.2","7.43","Y","35.12012591246913","-85.31544849091289","POINT (-85.315448490913 35.120125912469)","Y","2001-06-16T13:30:01.000","2001-06-16T13:22:35.000","1"
"01-005641","2001-06-17T06:28:19.000",,"150 Outside rubbish fire  other","100","Fire","Fire Call","5437",,"MOUNTAIN CREEK","RD","Chattanooga","0","0","0","0","ENGINE17","OUT","2201","Station 22","0.75","7.68","8.43","Y","35.15720058731383","-85.28396769853518","POINT (-85.283967698535 35.157200587314)","N","2001-06-17T06:37:29.000","2001-06-17T06:29:03.000","1"
"01-005646","2001-06-17T11:25:33.000",,"320 Emergency medical service  other (conversion o","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","6800",,"EAST BRAINERD","RD","Chattanooga","0","0","0","0","ENGINE8","IN","802","Station 8","2.13","6.97","9.1","Y","35.01713559522178","-85.18418130112136","POINT (-85.184181301121 35.017135595222)","Y","2001-06-17T11:35:16.000","2001-06-17T11:26:10.000","6"
"01-005672","2001-06-18T09:07:05.000",,"730 System malfunction  other","700","False Alarm & False Call","Non-Fire Call","715",,"BATTERY","PL","Chattanooga",,,,,"ENGINE10","IN","1001","Station 10","2.1","5.08","7.18","Y","35.05212077497615","-85.29952108397909","POINT (-85.299521083979 35.052120774976)","N","2001-06-18T09:15:17.000","2001-06-18T09:08:06.000","7"
"01-005704","2001-06-19T01:57:09.000",,"320 Emergency medical service  other (conversion o","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","1312",,"LABREA","DR","Chattanooga","0","0","0","0","ENGINE8","IN","802","Station 8","1.67","5.6","7.27","Y","35.0221515933604","-85.18692122371348","POINT (-85.186921223713 35.02215159336)","Y","2001-06-19T02:05:01.000","2001-06-19T01:57:45.000","6"
"01-005705","2001-06-19T02:10:53.000",,"730 System malfunction  other","700","False Alarm & False Call","Non-Fire Call","1301",,"DALLAS","RD","Chattanooga",,,,,"LADDER3","OUT","1201","Station 12","2.4","6.17","8.57","Y","35.07781294144418","-85.30197199764599","POINT (-85.301971997646 35.077812941444)","Y","2001-06-19T02:19:52.000","2001-06-19T02:11:18.000","2"
"01-005740","2001-06-19T20:23:55.000",,"320 Emergency medical service  other (conversion o","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","500",,"WAUHATCHIE","PIKE","Chattanooga","0","0","0","0","ENGINE 20","IN","2002","Station 20","0.5","7.95","8.45","Y","35.001884083764615","-85.37989935017617","POINT (-85.379899350176 35.001884083765)","Y","2001-06-19T20:39:57.000","2001-06-19T20:31:30.000","1"
"01-005745","2001-06-20T03:28:33.000",,"130 Mobile property (vehicle) fire  other","100","Fire","Fire Call","3100",,"HARRISON","PIKE","Chattanooga","0","0","0","0","ENGINE 4","IN","404","Station 4","2.02","5.62","7.63","Y","35.0837833911443","-85.22007784486505","POINT (-85.220077844865 35.083783391144)","Y","2001-06-20T03:37:23.000","2001-06-20T03:29:45.000","5"
"01-005759","2001-06-20T11:45:01.000",,"551 Assist police or other governmental agency","500","Service Call","Non-Fire Call","407","E","5TH","ST","Chattanooga","0","0","0","0","ENGINE 1","IN","101","Station 1","2.33","5.83","8.17","Y","35.051270811941784","-85.30495195241494","POINT (-85.304951952415 35.051270811942)","Y","2001-06-20T11:54:41.000","2001-06-20T11:46:31.000","7"
"01-005769","2001-06-20T17:07:18.000",,"730 System malfunction  other","700","False Alarm & False Call","Non-Fire Call","100",,"MOCCASIN BEND","RD","Chattanooga",,,,,"ENGINE17","IN","1701","Station 17","1.28","9.35","10.63","Y","35.02739454910373","-85.3354605521305","POINT (-85.33546055213 35.027394549104)","Y","2001-06-20T17:23:42.000","2001-06-20T17:13:04.000","1"
"01-005784","2001-06-21T00:57:10.000",,"320 Emergency medical service  other (conversion o","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","5610",,"SHADY BRANCH","DR","Chattanooga","0","0","0","0","ENGINE 22","IN","2202","Station 22","5.25","6.47","11.72","Y","35.1536128334304","-85.27670021379872","POINT (-85.276700213799 35.15361283343)","Y","2001-06-21T01:09:04.000","2001-06-21T00:57:21.000","1"
"01-005787","2001-06-21T04:00:53.000",,"320 Emergency medical service  other (conversion o","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","6240",,"AIRPARK","DR","Chattanooga","0","0","0","0","ENGINE8","IN","801","Station 8","2.45","4.58","7.03","Y","35.03440788996894","-85.1854623019399","POINT (-85.18546230194 35.034407889969)","Y","2001-06-21T04:08:40.000","2001-06-21T04:01:38.000","6"
"01-005800","2001-06-21T11:39:27.000",,"500 Service Call  other","500","Service Call","Non-Fire Call","4700",,"ELDRIDGE","RD","Chattanooga","0","0","0","0","ENGINE 22","OUT","1901","Station 19","1.5","6.72","8.22","Y","35.12948200097856","-85.26218363294885","POINT (-85.262183632949 35.129482000979)","Y","2001-06-21T11:47:49.000","2001-06-21T11:39:36.000","2"
"01-005801","2001-06-21T12:00:54.000",,"320 Emergency medical service  other (conversion o","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","100",,"HIGHWAY 27",,"Chattanooga",,,,,"ENGINE17","IN","1701","Station 17","0.53","6.8","7.33","Y","35.044242487011466","-85.31416812892972","POINT (-85.31416812893 35.044242487011)","Y","2001-06-21T12:09:09.000","2001-06-21T12:01:49.000","7"
"01-005811","2001-06-21T15:52:59.000",,"110 Structure fire  other (conversion only)","100","Fire","Fire Call","3924",,"JUNIPER","ST","Chattanooga","0","0","0","0","ENGINE 15","IN","1504","Station 15","2.25","5.73","7.98","Y","35.060751868189804","-85.21313700544053","POINT (-85.213137005441 35.06075186819)","N","2001-06-21T16:01:16.000","2001-06-21T15:53:17.000","5"
"01-005817","2001-06-21T18:21:13.000",,"551 Assist police or other governmental agency","500","Service Call","Non-Fire Call","2100",,"HAMILTON PLACE","BLVD","Chattanooga","0","0","0","0","ENGINE8","IN","802","Station 8","2.13","6.57","8.7","Y","35.03559201870831","-85.16184456594797","POINT (-85.161844565948 35.035592018708)","Y","2001-06-21T18:30:53.000","2001-06-21T18:22:11.000","4"
"01-005823","2001-06-21T22:05:17.000",,"551 Assist police or other governmental agency","500","Service Call","Non-Fire Call","4305",,"HIXSON","PIKE","Chattanooga","0","0","0","0","ENGINE10","OUT","1602","Station 16","1.28","13.72","15","Y","35.116221657654094","-85.25106149391716","POINT (-85.251061493917 35.116221657654)","Y","2001-06-21T22:20:41.000","2001-06-21T22:05:41.000","2"
"01-005825","2001-06-21T23:15:11.000",,"444 Power line down","400","Hazardous Condition (no fire)","Non-Fire Call","471","E","VIEW","DR","Chattanooga","0","0","0","0","ENGINE 9","IN","901","Station 9","1.63","6.37","8","Y","35.002865569860944","-85.27140847679388","POINT (-85.271408476794 35.002865569861)","Y","2001-06-21T23:23:31.000","2001-06-21T23:15:31.000","9"
"01-005828","2001-06-22T05:00:01.000",,"730 System malfunction  other","700","False Alarm & False Call","Non-Fire Call","44","S","CREST","RD","Chattanooga",,,,,"ENGINE 5","OUT","1104","Station 11","2.5","5.32","7.82","Y","35.02687386059333","-85.25844352395092","POINT (-85.258443523951 35.026873860593)","Y","2001-06-22T05:08:15.000","2001-06-22T05:00:26.000","9"
"01-005831","2001-06-22T08:54:58.000",,"410 Combustible/flammable gas/liquid conditn other","400","Hazardous Condition (no fire)","Non-Fire Call","2200","E","25TH","ST","Chattanooga","0","0","0","0","ENGINE 9","IN","902","Station 9","1.95","6.83","8.78","Y","35.01420653581093","-85.28137934316646","POINT (-85.281379343166 35.014206535811)","Y","2001-06-22T09:05:31.000","2001-06-22T08:56:44.000","8"
"01-005845","2001-06-22T13:46:04.000",,"320 Emergency medical service  other (conversion o","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","7400",,"OLD LEE","HWY","Chattanooga","0","0","0","0","ENGINE8","IN","802","Station 8","1.63","6.6","8.23","Y","35.05920330233218","-85.12782676018735","POINT (-85.127826760187 35.059203302332)","Y","2001-06-22T13:56:39.000","2001-06-22T13:48:25.000","4"
"01-005860","2001-06-22T21:26:27.000",,"320 Emergency medical service  other (conversion o","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","704",,"OAK CREST","LN","Chattanooga","0","0","0","0","ENGINE 22","IN","2202","Station 22","1.82","9.1","10.92","Y","35.146939987928285","-85.2600978330868","POINT (-85.260097833087 35.146939987928)","Y","2001-06-22T21:37:49.000","2001-06-22T21:26:54.000","3"
"01-005872","2001-06-23T06:57:14.000",,"730 System malfunction  other","700","False Alarm & False Call","Non-Fire Call","100",,"MOCCASIN BEND","RD","Chattanooga",,,,,"ENGINE17","IN","1701","Station 17","1.53","11.68","13.22","Y","35.02739454910373","-85.3354605521305","POINT (-85.33546055213 35.027394549104)","Y","2001-06-23T07:12:29.000","2001-06-23T06:59:16.000","1"
"01-005875","2001-06-23T07:27:07.000",,"730 System malfunction  other","700","False Alarm & False Call","Non-Fire Call","201",,"POWER","ALY","Chattanooga",,,,,"ENGINE 5","OUT","101","Station 1","1.73","7.02","8.75","Y","35.05354212974593","-85.31283328976643","POINT (-85.312833289766 35.053542129746)","N","2001-06-23T07:38:51.000","2001-06-23T07:30:06.000","7"
"01-005892","2001-06-23T21:02:34.000",,"300 Rescue  EMS incident  other","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","959",,"GATEWAY","AVE","Chattanooga","0","0","0","0","ENGINE 1","IN","102","Station 1","2.02","5.63","7.65","Y","35.04751669538818","-85.31847064814924","POINT (-85.318470648149 35.047516695388)","Y","2001-06-23T21:12:29.000","2001-06-23T21:04:50.000","7"
"01-005896","2001-06-23T23:23:26.000",,"320 Emergency medical service  other (conversion o","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","2925",,"ROSSVILLE","BLVD","Chattanooga","0","0","0","0","ENGINE 9","IN","904","Station 9","1.85","12.75","14.6","Y","35.011773559101144","-85.29425257307632","POINT (-85.294252573076 35.011773559101)","Y","2001-06-23T23:38:46.000","2001-06-23T23:24:10.000","8"
"01-005905","2001-06-24T10:42:43.000",,"410 Combustible/flammable gas/liquid conditn other","400","Hazardous Condition (no fire)","Non-Fire Call","4700",,"HIGHWAY 153",,"Chattanooga","0","0","0","0","ENGINE10","IN","1005","Station 10","0.83","6.83","7.67","Y",,,,"Y","2001-06-24T10:53:20.000","2001-06-24T10:45:40.000",
"01-005911","2001-06-24T13:26:02.000",,"320 Emergency medical service  other (conversion o","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","4845",,"WINDING","LN","Chattanooga","0","0","0","0","ENGINE 22","IN","2202","Station 22","1.85","5.2","7.05","Y","35.14161448458704","-85.25565139359216","POINT (-85.255651393592 35.141614484587)","Y","2001-06-24T13:33:51.000","2001-06-24T13:26:48.000","3"
"01-005919","2001-06-24T18:44:17.000",,"110 Structure fire  other (conversion only)","100","Fire","Fire Call","1704",,"MCCALLIE","AVE","Chattanooga",,,,,"ENGINE 5","IN","501","Station 5","1.27","6.4","7.67","Y","35.036855934191976","-85.27733911487712","POINT (-85.277339114877 35.036855934192)","Y","2001-06-24T18:52:33.000","2001-06-24T18:44:53.000","9"
"01-005928","2001-06-25T01:43:44.000",,"110 Structure fire  other (conversion only)","100","Fire","Fire Call","7144",,"EAST BRAINERD","RD","Chattanooga",,,,,"LADDER4","OUT","2101","Station 21","2.13","6.12","8.25","Y","35.017990618976334","-85.16943194953609","POINT (-85.169431949536 35.017990618976)","N","2001-06-25T01:52:09.000","2001-06-25T01:43:54.000","6"
