"supplier_name","supplier_number","payment_number","payment_date","invoice_number","invoice_date","payment_total","po_number","receipt_number","department","account_description","fund_description","cost_center_description","minority_owned","small_business","women_owned","city","state","zip","country","vendor_id","days_to_pay","compliant_indicator"
"Signal Mountain Farm","871485","2162806","2017-07-20T00:00:00.000","3rdW-20-JUL-17-211655-463606","2017-07-20T00:00:00.000","250",,,"Undefined","AP Signal Mtn. Farm","General Fund","Not Required","No","No","No","Signal Mountain,","TN,","37377","US","716728","0","Yes"
"Atlanta Gas Light Co","012570","2063244","2012-07-10T00:00:00.000","3975740547-1206","2012-06-28T00:00:00.000","458.43",,,"General Gov't & Agencies","Natural Gas","Public Library","Library - Downtown Branch-Central Office","No","No","No","Knoxville,","TN,","37950-9004","US","53","12","Yes"
"Etowah Chemical Sales & Service","605862","2115745","2015-01-21T00:00:00.000","520468","2015-01-12T00:00:00.000","453.75","524972","102681","General Services","Cleaning Supplies","Municipal Garage","Rep & Maint - 12th & Park Garage","No","No","No","Gadsden,","AL,","35904","US","1527","9","Yes"
"Accela Inc","747183","2088720","2013-08-26T00:00:00.000","PE38236-CM","2006-05-01T00:00:00.000","-2100",,,,,,,"No","No","No","Chicago,","IL,","60677-4003","US","4602","2674","No"
"Water & Waste Equipment Inc","092236","4001378","2015-06-30T00:00:00.000","53315","2015-05-29T00:00:00.000","3464","532474","114798","Public Works","Pumps & Pump Parts","Interceptor Sewer Operations","ISS Plant Maintenance","No","Yes","No","Cleveland,","TN,","37312","US","280","32","No"
"Adcox, Heather","864013","2063944","2012-07-19T00:00:00.000","ADCOX6.14.15.12","2012-07-11T00:00:00.000","295.17",,,"General Gov't & Agencies","Meals","ARRA Department of Energy Grants","ARRA - Ofc of Sustainability EEC Block Grant SC0002685 CFDA 81.128 TAS 89-0331","No","No","No","Chattanooga,","TN,","37402","US","94774","8","Yes"
"Cues Inc","110081","4001313","2015-05-20T00:00:00.000","431686","2015-04-27T00:00:00.000","480.82","530086","110960","Public Works","Vehicle Parts & Supplies","Interceptor Sewer Operations","ISS Inflow & Infiltration","No","No","No","Atlanta,","GA,","31193-3258","US","306","23","Yes"
"GLC Inc","871278","2147443","2016-08-31T00:00:00.000","BRAINERDFLR2","2016-08-09T00:00:00.000","11149.09","538815","146283","General Services","Contracted Repair","Gen Services Capital Projects","GS Cap - Golf Course Capital","No","No","No","Chattanooga,","TN,","37422","US","702724","22","Yes"
"Universal Service Inc","864011","2062839","2012-07-02T00:00:00.000","21284","2012-05-17T00:00:00.000","1024","510350","46650","Public Works","Other Contracted Service","Interceptor Sewer Operations","ISS Liquid Handling","Yes","No","No","Chattanooga,","TN,","37421","US","94772","46","No"
"UniFirst Corp","740751","2165420","2017-09-11T00:00:00.000","2660050292","2017-09-01T00:00:00.000","41.58","545322","178635","Fire","Clothing & Linen Service","General Fund","Fire Station # 1","No","No","No","Rossville,","GA,","30741","US","3591","10","Yes"
"Aaron's Pest Control","741400","5011744","2021-06-03T00:00:00.000","71052","2021-05-28T00:00:00.000","30","555297","323183","Public Works","Exterminating Service","Municipal Garage","Rep & Maint - Amnicola Garage","No","No","No","Chattanooga,","TN,","37412","US","3657","6","Yes"
"Institutional Wholesale Company Inc","866661","2168889","2017-11-29T00:00:00.000","4284780","2017-11-15T00:00:00.000","194.75","546268","186558","Youth & Family Development","Food & Ice","2018 Head Start","Head Start - CACFP","No","Yes","No","Cookeville,","TN,","38503","US","203609","14","Yes"
"Property Tax Refund to:","873135","2202719","2020-01-29T00:00:00.000","81206988","2020-01-28T00:00:00.000","56.35",,,"Undefined","AP Treasurer's System Refunds Due","General Fund","Not Required","No","No","No","Hypoluxo,","FL,","33462","US","961737","1","Yes"
"Total Administrative Services Corporation","754637","5004223","2017-09-21T00:00:00.000","3rdW-21-SEP-17-211640-476522","2017-09-21T00:00:00.000","198.55",,,"Undefined","AP FSA Medical","General Fund","Not Required","No","No","No","Milwaukee,","WI,","53288-0001","US","8579","0","Yes"
"Lee-Smith Inc","039980","2159812","2017-05-18T00:00:00.000","AI44418","2017-04-28T00:00:00.000","22.23","534257","167617","General Services","Vehicle Parts","Municipal Garage","Rep & Maint - Amnicola Garage","No","No","No","Chattanooga,","TN,","37407","US","156","20","Yes"
"Ricoh USA Inc","397018","2072701","2012-12-04T00:00:00.000","88058475","2012-11-17T00:00:00.000","1060.08","516511","55672","General Gov't & Agencies","Equipment Rental","Air Pollution Control","APCB - Operations","No","No","No","Atlanta,","GA,","30374-0540","US","800","17","Yes"
"Tenn American Water Co","068508","2117617","2015-02-27T00:00:00.000","15080164 0215","2015-02-17T00:00:00.000","45.84",,,"Public Works","Water","General Fund","Public Works Utilities","No","No","No","Pittsburgh,","PA,","15250-7880","US","217","10","Yes"
"T T Wilson Co","076984","2154406","2017-01-31T00:00:00.000","206772","2016-12-29T00:00:00.000","51","519083","157695","Public Works","Cement, Lime, & Plaster","Water Quality Mgmt Operations","Water Quality Maintenance & Operation","No","Yes","No","Chattanooga,","TN,","37401-0967","US","250","33","No"
"Core Logic","862424","2096775","2014-01-15T00:00:00.000","37363-13","2013-12-26T00:00:00.000","678.6",,,"Undefined","AP Overpayments Cur Year Prop Tax","General Fund","Not Required","No","No","No","Ft Worth,","TX,","76161-0250","US","42139","20","Yes"
"Canon Solutions America","866161","2119940","2015-04-09T00:00:00.000","14448126","2014-12-13T00:00:00.000","144.22","526878","102967","Youth & Family Development","Equipment Rental","General Fund","Eastgate Center Programs","No","No","No","Chicago,","IL,","60693","US","190422","117","No"
"Vulcan Materials Company","074642","2100798","2014-04-02T00:00:00.000","30555098","2014-03-18T00:00:00.000","25.31","507476","83582","Public Works","Gravel, Sand, Stone, Chert, Salt","Water Quality Mgmt Operations","Water Quality Maintenance & Operation","No","No","No","Knoxville,","TN,","37901","US","240","15","Yes"
"Amer Fam Life","603860","2125800","2015-07-23T00:00:00.000","3rdM-23-JUL-15-211602-323513","2015-07-23T00:00:00.000","3",,,"Undefined","AP American Family Life","General Fund","Not Required","No","No","No","Columbus,","GA,","31999","US","1510","0","Yes"
"Gexpro","026941","2167287","2017-10-23T00:00:00.000","S118196563.001","2017-10-06T00:00:00.000","839.91","536972","182855","Public Works","Electrical Supplies, Bulbs, Etc","Interceptor Sewer Operations","ISS Plant Maintenance","No","No","No","Atlanta,","GA,","30374-2833","US","110","17","Yes"
"Tenn American Water Co","068508","2128632","2015-09-04T00:00:00.000","08650654 0815","2015-08-28T00:00:00.000","17.11",,,"Public Works","Water","General Fund","Park Mgmt - Admin","No","No","No","Pittsburgh,","PA,","15250-7880","US","217","7","Yes"
"Gale","026872","2154635","2017-02-03T00:00:00.000","59825558","2017-01-22T00:00:00.000","12516.24","539135","158992","General Gov't & Agencies","Books Library","Public Library","Library - Downtown Branch-Central Office","No","No","No","Chicago,","IL,","60694-5501","US","109","12","Yes"
"AMEC Foster Wheeler Environment/Infrastructure","867412","2119428","2015-03-31T00:00:00.000","N20119332-6","2015-03-06T00:00:00.000","3283","523990","107263","Public Works","CIP Expense","Water Quality Mgmt Capital","Water Qual Cap - 2013 WPA System","No","No","No","Chicago,","IL,","60673-1376","US","299626","25","Yes"
"Lee-Smith Inc","039980","2077629","2013-02-25T00:00:00.000","AI66937","2013-02-08T00:00:00.000","-86.25",,,"General Services","Vehicle Parts","Municipal Garage","Rep & Maint - Amnicola Garage","No","No","No","Chattanooga,","TN,","37407-2843","US","156","17","Yes"
"CDW Government Inc","735492","2086793","2013-07-19T00:00:00.000","BJ97338","2013-04-01T00:00:00.000","688.31",,,"General Gov't & Agencies","Computer equipment under 5000","Regional Planning Agency","RPA - Agency Operations","No","No","No","Chicago,","IL,","60675-1515","US","2945","109","No"
"Sara Lee Bakery Group","014153","2060614","2012-06-04T00:00:00.000","02053412944","2012-05-08T00:00:00.000","156.46","502261","44643","Human Services","Food & Ice","2012 Child & Adult Food - Daycare","Child & Adult Care Food Program-Ctrs","No","No","No","Bridgeton,","MO,","63044-0412","US","64","27","Yes"
"Unum Life Insurance Co of America","754639","2113856","2014-12-11T00:00:00.000","3rdM-11-DEC-14-211646-286593","2014-12-11T00:00:00.000","364.5",,,"Undefined","AP Long Term Care","General Fund","Not Required","No","No","No","Atlanta,","GA,","30384-6990","US","8581","0","Yes"
"Amer Fam Life","603860","2143595","2016-06-23T00:00:00.000","3rdM-23-JUN-16-211602-387638","2016-06-23T00:00:00.000","3.5",,,"Undefined","AP American Family Life","General Fund","Not Required","No","No","No","Columbus,","GA,","31999","US","1510","0","Yes"
"Midwest Tape","735040","2053618","2012-02-17T00:00:00.000","2738164","2012-01-30T00:00:00.000","1182.19","510577","39318","General Gov't & Agencies","Audio Visual Supplies","Bicentennial Library","Library - Downtown Branch-Central Office","No","No","No","Holland,","OH,","43528","US","2884","18","Yes"
"Piping Supply Co","100760","2185489","2018-12-05T00:00:00.000","S1334314.001","2018-11-16T00:00:00.000","24.24","535599","227361","Public Works","Pipe & Fittings","Water Quality Mgmt Operations","Water Quality Maintenance & Operation","No","No","No","Chattanooga,","TN,","37406","US","295","19","Yes"
"Amer Paper & Twine Co","548828","2065279","2012-08-10T00:00:00.000","1387161","2012-07-23T00:00:00.000","97.96","512400","48981","Parks Management","Cleaning Supplies","General Fund","Parks Maint - Buildings & Structures","No","No","No","Chattanooga,","TN,","37406","US","1292","18","Yes"
"Electric Power Board of Chattanooga","021684","2153515","2017-01-09T00:00:00.000","1900989000-1216","2016-12-29T00:00:00.000","22.25",,,"Public Works","Electricity","Solid Waste Post Closure Costs","Postclosure Summit Landfill","No","No","No","Chattanooga,","TN,","37422-7254","US","91","11","Yes"
"OutSource Staffing LLC","744900","2166492","2017-10-05T00:00:00.000","36505","2017-09-06T00:00:00.000","302.96","535195","181005","Transportation","Employment Agencies","General Fund","Traffic Operations","No","No","No","Chattanooga,","TN,","37424","US","4198","29","Yes"
"Mayfield Dairy Farms Inc","735642","2215694","2021-03-02T00:00:00.000","212163438","2021-02-17T00:00:00.000","33.04",,,"Youth & Family Development","Food & Ice","2021 Head Start","Early Head Start - CACFP","No","No","No","Atlanta,","GA,","31193-3321","US","2962","13","Yes"
"U S Postmaster","056107","2151438","2016-11-21T00:00:00.000","NOV-DEC16 SEWER","2016-11-18T00:00:00.000","50000",,,"Finance & Admin","Postage","Municipal Billing and Collection","Municipal Billing and Collection","No","No","No","Chattanooga,","TN,","00000","US","196","3","Yes"
"Jat Oil & Supply Inc","200364","2190622","2019-04-10T00:00:00.000","0000350051","2019-03-21T00:00:00.000","14732.47","553437","241280","Public Works","Gasoline (Fleet ground drop only)","Municipal Service Station","Operations-Amnicola Service Station","No","No","No","Chattanooga,","TN,","37406-0288","US","391","20","Yes"
"PPG Architectural Finishes Inc","281166","2083178","2013-05-23T00:00:00.000","922702030213","2013-05-07T00:00:00.000","22.77","507429","65031","Parks Management","Paint","General Fund","Parks Maint - Buildings & Structures","No","No","No","Atlanta,","GA,","30353-6864","US","533","16","Yes"
"Chatt Tractor & Equipment Inc","012140","2064414","2012-07-26T00:00:00.000","0300357-IN","2012-07-02T00:00:00.000","507.08","516209","47936","General Services","Vehicle Parts","Municipal Garage","Rep & Maint - 12th & Park Garage","No","Yes","Yes","Chattanooga,","TN,","37421","US","43","24","Yes"
"Andrews, William D","745108","2130753","2015-10-15T00:00:00.000","100615ANDREWS","2015-10-06T00:00:00.000","453.6",,,"General Gov't & Agencies","Tuition & Books","General Fund","TAP - Fire Department","No","No","No",".,","TN,","00000","US","4232","9","Yes"
"Accela Inc","747183","987","2013-10-15T00:00:00.000","PT008661COR","2011-10-31T00:00:00.000","0",,,"Public Works","Computer Software over 15000","Public Works Technology Fund","Public Works Technology Program","No","No","No","Chicago,","IL,","60677-4003","US","4602","715","No"
"Tenn American Water Co","068508","2157601","2017-04-07T00:00:00.000","08650340 0317","2017-03-31T00:00:00.000","18.6",,,"General Services","Water","TVRCS Operations","TN Valley Regional Communications","No","No","No","St. Louis,","MO,","63179-0247","US","217","7","Yes"
"Institutional Wholesale Company Inc","866661","2101209","2014-04-09T00:00:00.000","3550016","2014-03-26T00:00:00.000","175.05","525672","84217","Youth & Family Development","Food & Ice","2014 Child & Adult Food - Daycare","Child & Adult Care Food Program-Ctrs","No","Yes","No","Cookeville,","TN,","38503","US","203609","14","Yes"
"Estrada, Ricardo","753590","2107560","2014-08-11T00:00:00.000","04349568","2014-07-14T00:00:00.000","8",,,"Youth & Family Development","Parking","2015 Head Start","Head Start Centers","No","No","No",".,","TN,","00000","US","7633","28","Yes"
"Industrial Welding Supply Co","036556","2207578","2020-06-03T00:00:00.000","00203127","2019-08-31T00:00:00.000","173.6","557896","286012","Public Works","Welding Supplies","Municipal Garage","Rep & Maint - Amnicola Garage","No","Yes","No","Chattanooga,","TN,","37405","US","149","277","No"
"Lee-Smith Inc","039980","2099756","2014-03-17T00:00:00.000","AI31969","2014-02-26T00:00:00.000","537.62","505161","82685","General Services","Vehicle Parts","Municipal Garage","Rep & Maint - Amnicola Garage","No","No","No","Chattanooga,","TN,","37407","US","156","19","Yes"
"Pro Re Bona Day Nursery","734096","2119654","2015-04-02T00:00:00.000","037-PRB","2015-03-10T00:00:00.000","13452","531552","108121","Youth & Family Development","Services Rendered to Children","2015 Head Start","Early Head Start","Yes","No","No","Chattanooga,","TN,","37411","US","2775","23","Yes"
"Ford of Dalton","873354","2201944","2020-01-13T00:00:00.000","62156","2019-12-31T00:00:00.000","23509","555428","270947","Public Works","Vehicle Purchase","Fleet Leasing Capital","Fleet Leased Vehicles","No","No","No","Dalton,","GA,","30720","US","1003753","13","Yes"
"Chatt Metro Airport Authority","386446","2201920","2020-01-13T00:00:00.000","22925","2019-11-30T00:00:00.000","100","555914","270981","Public Works","Property Rental","Solid Waste Operations","Recycling Center","No","No","No","Chattanooga,","TN,","37421","US","770","44","No"
"Borden Dairy Co of KY LLC","872564","2162978","2017-07-24T00:00:00.000","285893754","2017-07-07T00:00:00.000","44.52","543700","173629","Youth & Family Development","Food & Ice","2018 Head Start","Early Head Start","No","No","No","Chicago,","IL,","60673-1298","US","864731","17","Yes"
"Rawlings, LaVarn","865780","2077182","2013-02-18T00:00:00.000","2/15/2013","2013-02-14T00:00:00.000","111.3",,,"Human Services","Stipends","2013 Foster Grandparents","Foster Grandparent - Vol Expense","No","No","No",".,","TN,","00000","US","172273","4","Yes"
"Mayfield Dairy Farms Inc","735642","2116315","2015-01-30T00:00:00.000","211201588","2015-01-14T00:00:00.000","115.04","514404","103789","Youth & Family Development","Food & Ice","2015 Child & Adult Food - Daycare","Child & Adult Care Food Program-Ctrs","No","No","No","Atlanta,","GA,","31193-3321","US","2962","16","Yes"
"American Rooter and Portables LLC","872812","2213368","2020-12-17T00:00:00.000","33626H","2020-12-11T00:00:00.000","65","558550","306350","Public Works","Equipment Rental","Water Quality Mgmt Operations","Water Quality Maintenance & Operation","No","No","No","Cleveland,","TN,","37364","US","897743","6","Yes"
"Tenn American Water Co","068508","2066086","2012-08-22T00:00:00.000","2602847846 0812","2012-08-16T00:00:00.000","36.6",,,"Human Services","Supportive Services Water","Human Services Program","HSD - Water Help","No","No","No","Pittsburgh,","PA,","15250-7880","US","217","6","Yes"
"Brooker Ford Inc","740473","2127913","2015-08-25T00:00:00.000","46368","2015-08-07T00:00:00.000","27325","516174","119270","General Services","Vehicle Purchase","Fleet Leasing Capital","Fleet Leased Vehicles","No","No","No","Dalton,","GA,","30722","US","3552","18","Yes"
"Piping Supply Co","100760","2139176","2016-04-05T00:00:00.000","S1258579.001","2016-03-16T00:00:00.000","2573.61","537051","135341","Undefined","AP Inventory Accrual","Interceptor Sewer Operations","Not Required","No","No","No","Chattanooga,","TN,","37406","US","295","20","Yes"
"McMahan, Gail P","748817","2069518","2012-10-15T00:00:00.000","SEPT 12","2012-10-08T00:00:00.000","29.97",,,"Human Services","Local Mileage","2013 Head Start","Head Start Centers","No","No","No","Chattanooga,","TN,","37406","US","4917","7","Yes"
"Mintek Resources Inc","860515","2083742","2013-06-04T00:00:00.000","0048252-IN","2013-05-03T00:00:00.000","998.41","500510","65358","Public Works","Lime Kiln Dust","Interceptor Sewer Operations","ISS Solid Handling","No","No","No","Columbus,","OH,","43271-4294","US","12221","32","No"
"Property Tax Refund to:","873135","2207875","2020-06-10T00:00:00.000","146JH021-19","2020-06-10T00:00:00.000","138.76",,,"Undefined","AP Treasurer's System Refunds Due","General Fund","Not Required","No","No","No","CHATTANOOGA,","TN,","37404","US","961737","0","Yes"
"Jenkins Brick Company","867616","2178204","2018-06-14T00:00:00.000","10292985RI","2018-05-10T00:00:00.000","69.12","525217","207059","Public Works","Brick & Concrete Blocks","Water Quality Mgmt Operations","Water Quality Maintenance & Operation","No","No","No","Dallas,","TX,","75373-1842","US","320629","35","No"
"Tenn Waste Haulers LLC","739587","2074458","2013-01-02T00:00:00.000","74724","2012-11-30T00:00:00.000","135","512164","57364","Parks Management","Waste Disposal","General Fund","Rec Facility - Summit of Softball","No","No","No","Chattanooga,","TN,","37416-6155","US","3443","33","No"
"Aramark Uniform & Career Apparel","285523","2057383","2012-04-17T00:00:00.000","523-7168487","2012-03-14T00:00:00.000","2.77","502115","42072","Parks Management","Clothing & Linen Service","Municipal Golf Courses","Brown Acres Golf Course","No","No","No","Charlotte,","NC,","28290-4035","US","537","34","No"
"Accela Inc","747183","764","2012-10-05T00:00:00.000","PS009951COR","2012-07-31T00:00:00.000","0",,,"Public Works","Computer Software over 15000","Public Works Technology Fund","Public Works Technology Program","No","No","No","Chicago,","IL,","60677-4003","US","4602","66","No"
"Lee-Smith Inc","039980","2111098","2014-10-20T00:00:00.000","AI70812","2014-09-30T00:00:00.000","547.85","505134","97269","General Services","Vehicle Parts","Municipal Garage","Rep & Maint - Amnicola Garage","No","No","No","Chattanooga,","TN,","37407","US","156","20","Yes"
"American Rooter and Portables LLC","872812","2192273","2019-05-13T00:00:00.000","13279G","2019-04-01T00:00:00.000","280","544721","244840","Public Works","Equipment Rental","Solid Waste Operations","Compost Waste Center","No","No","No","Cleveland,","TN,","37364","US","897743","42","No"
"Lee-Smith Inc","039980","2052305","2012-01-26T00:00:00.000","AI99923","2012-01-18T00:00:00.000","252","505134","38267","General Services","Vehicle Parts","Municipal Garage","Rep & Maint - 12th & Park Garage","No","No","No","Chattanooga,","TN,","37407-2843","US","156","8","Yes"
"Shred-It USA LLC","736573","2216991","2021-04-06T00:00:00.000","8181755236","2021-03-31T00:00:00.000","27.12","536336","317114","Police","Shredding and Recycling Services","General Fund","Police Facilities & Security","No","No","No","Chicago,","IL,","60673-1288","US","3063","6","Yes"
"Sara Lee Bakery Group","014153","2076608","2013-02-07T00:00:00.000","02053442933","2013-01-29T00:00:00.000","54.32",,,"Human Services","Food & Ice","2013 Child & Adult Food - Daycare","Child & Adult Care Food Program-Ctrs","No","No","No","Bridgeton,","MO,","63044-0412","US","64","9","Yes"
"Air Filtration Service","735567","2163524","2017-08-02T00:00:00.000","3765","2017-06-27T00:00:00.000","184.32","536149","174200","Public Works","Filters, Misc","General Fund","Building Maintenance","No","No","No","Chattanooga,","TN,","37414","US","2953","36","No"
"Lee-Smith Inc","039980","2124219","2015-06-24T00:00:00.000","AI15849","2015-06-09T00:00:00.000","4120.67","505134","114430","General Services","Vehicle Parts","Municipal Garage","Rep & Maint - Amnicola Garage","No","No","No","Chattanooga,","TN,","37407","US","156","15","Yes"
"General Pension Fund","671770","5002337","2014-11-13T00:00:00.000","3rdM-13-NOV-14-211301-281587","2014-11-13T00:00:00.000","210163.22",,,"Undefined","AP General Pension Employer","General Fund","Not Required","No","No","No",".,","TN,","00000","US","1882","0","Yes"
"Life Investors Insurance","538463","2130737","2015-10-15T00:00:00.000","3rdM-15-OCT-15-211608-339615","2015-10-15T00:00:00.000","-1.6",,,"Finance & Admin","Payroll Deduction Charges","General Fund","City General Tax Revenue","No","No","No","Cincinnati,","OH,","45274-2504","US","1261","0","Yes"
"Best One","744123","2155818","2017-03-02T00:00:00.000","6076752","2017-01-31T00:00:00.000","90.95","513661","160323","General Services","Tires & Tubes","Municipal Garage","Rep & Maint - 12th & Park Garage","No","No","No","Chattanooga,","TN,","37408","US","4074","30","Yes"
"Nationwide Recovery Service","863997","2099149","2014-03-04T00:00:00.000","225254","2014-02-14T00:00:00.000","91.09","510246","81685","Finance & Admin","Collection Expense","General Fund","City Court Clerk's Office","No","No","No","Norcross,","GA,","30092","US","91770","18","Yes"
"Oce Imagistics Inc","421292","2072934","2012-12-07T00:00:00.000","418123316","2012-11-10T00:00:00.000","180.94","510094","56041","Parks Management","Equipment Rental","General Fund","Rec Prog - Youth Development","No","No","No","Louisville,","KY,","40285-6193","US","866","27","Yes"
"All Seasons Lawn Care","706751","2062942","2012-07-05T00:00:00.000","650102","2012-06-28T00:00:00.000","92.46","501196","45845","Economic & Community Development","Debris Removal & Cleanup","General Fund","Neighborhood Service Development","Yes","Yes","No","Chattanooga,","TN,","37422","US","2130","7","Yes"
"Best One","744123","2055173","2012-03-15T00:00:00.000","6002421","2012-02-29T00:00:00.000","280.43","500532","40541","General Services","Tires & Tubes","Municipal Garage","Rep & Maint - 12th & Park Garage","No","No","No","Chattanooga,","TN,","37408","US","4074","15","Yes"
"Accela Inc","747183","714","2012-06-19T00:00:00.000","PS009563COR","2012-04-30T00:00:00.000","0",,,"Public Works","Computer Software under 15000","Public Works Technology Fund","Public Works Technology Program","No","No","No","Chicago,","IL,","60677-4003","US","4602","50","No"
"Jacobs Engineering Group Inc","864006","5009761","2020-12-03T00:00:00.000","C6A02309-06","2020-11-12T00:00:00.000","294929.01","544106","304344","Public Works","CIP Engineering Construction Consulting","Interceptor Sewer Consent Decree","ISS Consent Decree Administration","No","No","No","St Louis,","MO,","63150-8713","US","92776","21","Yes"
"McGriff Insurance Services Inc","873791","2215306","2021-02-18T00:00:00.000","4617005","2021-01-27T00:00:00.000","17489","551983","312372","General Gov't & Agencies","Building & Content Insurance","Air Pollution Control","APCB - Operations","No","No","No","Charlotte,","NC,","28289-0635","US","1085760","22","Yes"
"State Of Tn Dept Of Labor","320551","2086900","2013-07-22T00:00:00.000","528738-12264","2013-07-08T00:00:00.000","60",,,"General Services","Fees, Licenses, & Permits","General Fund","Memorial Auditorium","No","No","No","Nashville,","TN,","37243-1002","US","607","14","Yes"
"Stringfellow Inc","606422","2154115","2017-01-24T00:00:00.000","89649","2016-11-23T00:00:00.000","71.5","523764","158055","General Services","Vehicle Parts","Municipal Garage","Rep & Maint - 12th & Park Garage","No","Yes","No","Nashville,","TN,","37207","US","1531","62","No"
"All Seasons Lawn Care","706751","2110343","2014-10-03T00:00:00.000","419680","2014-09-19T00:00:00.000","92.76","501196","96342","Public Works","Debris Removal & Cleanup","General Fund","Blighted Property Abatement","Yes","Yes","No","Chattanooga,","TN,","37422","US","2130","14","Yes"
"Hudson Materials Co","749333","2188733","2019-02-25T00:00:00.000","C39329","2018-12-07T00:00:00.000","1401.48","537482","236542","Public Works","Asphalt and Asphalt Filler","Interceptor Sewer Operations","ISS Sewer Maintenance","No","No","No","Chattanooga,","TN,","37406","US","5033","80","No"
"Mai Bell Apartments LLC","871764","2151957","2016-12-05T00:00:00.000","CD-AHI PROJECT 1116","2016-11-10T00:00:00.000","39180.85","540798","153750","Economic & Community Development","Other Contracted Service","HOME FY16","HOME - HomeAgain Projects","No","No","No","Chattanooga,","TN,","37402","US","742708","25","Yes"
"Brewer Media Group LLC","539191","2141027","2016-05-10T00:00:00.000","20063-1","2016-04-24T00:00:00.000","561.5","537714","138790","General Gov't & Agencies","Advertising","TDOT-CMAQ (Congestion Mitigation Air Quality)-RPA","RPA - CMAQ-Congestion Mitigation Air Quality","No","No","No","Chattanooga,","TN,","37402","US","1265","16","Yes"
"Canon Solutions America","866161","2132107","2015-11-13T00:00:00.000","15397016","2015-10-13T00:00:00.000","125.04","526878","125136","Youth & Family Development","Office Machine Rental","General Fund","Recreation Admin","No","No","No","Chicago,","IL,","60693","US","190422","31","No"
"Lindsey, Tennie","561517","2080622","2013-04-11T00:00:00.000","MAR 2013","2013-02-07T00:00:00.000","217.53",,,"Human Services","Local Mileage","2013 Head Start","Head Start Centers","No","No","No","Chattanooga,","TN,","37406","US","1343","63","No"
"Engineering Forensics Group Inc","747090","2118612","2015-03-17T00:00:00.000","4593","2015-03-02T00:00:00.000","1813.93","531230","106868","General Gov't & Agencies","Jury & Witness Fees","Liability Insurance","Judgments & Cost","No","No","No","Knoxville,","TN,","37918-1896","US","4577","15","Yes"
"Lee-Smith Inc","039980","2073762","2012-12-19T00:00:00.000","AI52320-2012","2012-11-20T00:00:00.000","374.9","513135","56665","General Services","Vehicle Parts","Municipal Garage","Rep & Maint - 12th & Park Garage","No","No","No","Chattanooga,","TN,","37407-2843","US","156","29","Yes"
"Mountain City Service Inc","746208","2209562","2020-08-06T00:00:00.000","152802-H-46996","2020-07-22T00:00:00.000","206.41","550042","292507","Public Works","HVAC","Interceptor Sewer Operations","ISS Plant Maintenance","No","No","No","Signal Mountain,","TN,","37377","US","4434","15","Yes"
"Atlas Bolt Co Inc","864109","2117402","2015-02-23T00:00:00.000","274642","2015-02-03T00:00:00.000","170.1","512393","105289","General Services","Vehicle Parts","Municipal Garage","Rep & Maint - 12th & Park Garage","No","No","No","Chattanooga,","TN,","37408","US","95859","20","Yes"
"Marion County","755109","2054113","2012-02-24T00:00:00.000","STEVE&TIAH CURD","2012-02-22T00:00:00.000","9.5",,,"General Gov't & Agencies","Court Costs","Liability Insurance","Judgments & Cost","No","No","No",".,","TN,","00000","US","9008","2","Yes"
"Pratt, Claudius","864997","2151094","2016-11-14T00:00:00.000","OCT2016","2016-10-31T00:00:00.000","75.6",,,"Youth & Family Development","Local Mileage","2017 Head Start","Head Start Centers","No","No","No",".,","TN,","00000","US","134091","14","Yes"
"Power Equipment Co","056210","2095997","2013-12-26T00:00:00.000","J04093","2013-11-08T00:00:00.000","347.52",,,"Public Works","Contracted Vehicle Repair","Interceptor Sewer Operations","ISS Sewer Maintenance","No","Yes","No","Carol Stream,","IL,","60122-8015","US","197","48","No"
"Tenn American Water Co","068508","2078441","2013-03-11T00:00:00.000","2601048610 0213","2013-03-05T00:00:00.000","16.58",,,"General Services","Water","TN Valley Regional Communications","TN Valley Regional Communications","No","No","No","Pittsburgh,","PA,","15250-7880","US","217","6","Yes"
"Property Tax Refund to:","873135","2202542","2020-01-27T00:00:00.000","81206399","2020-01-23T00:00:00.000","3186.66",,,"Undefined","AP Treasurer's System Refunds Due","General Fund","Not Required","No","No","No","Signal Mountain,","TN,","37377","US","961737","4","Yes"
"Mountain View Ford Inc","025804","2220272","2021-07-07T00:00:00.000","509662","2021-04-21T00:00:00.000","277.96","557588","327348","Public Works","Vehicle Labor","Municipal Garage","Rep & Maint - 12th & Park Garage","No","No","No","Chattanooga,","TN,","37408","US","107","77","No"
"Tenn American Water Co","068508","2115569","2015-01-15T00:00:00.000","15467402 0115","2015-01-05T00:00:00.000","331.77",,,"Public Works","Fire Prevention Measures","General Fund","Public Works Utilities","No","No","No","Pittsburgh,","PA,","15250-7880","US","217","10","Yes"
"UniFirst Corp","740751","2199990","2019-11-13T00:00:00.000","266 0248996","2019-10-22T00:00:00.000","43.51","548408","264878","Public Works","Floor Mat / Scrapper Rental","Interceptor Sewer Operations","ISS Laboratory","No","No","No","Rossville,","GA,","30741","US","3591","22","Yes"
"Crystal Springs Water Co","479607","2053702","2012-02-20T00:00:00.000","10407829 010112","2012-01-01T00:00:00.000","8.2","506890","38597","General Gov't & Agencies","Food & Ice","Air Pollution Control","APCB - Operations","No","No","No","Dallas,","TX,","75266-0579","US","1027","50","No"
