"objectid","oirid","oddside","leftfrom","leftto","rightfrom","rightto","minaddress","maxaddress","typeprefix","dirprefix","name","typesuffix","dirsuffix","fullname","streetstatus","ownership","functclass","featuretype","city_l","city_r","blockid","streetid","facility_id","lastaccess","geometry"
"4767","HAMILTON_28271","R","2100","2198","2101","2199","2100","2199",,,"Cummings","Hwy",,"Cummings Hwy","Open Public","State","Urban Minor Arterial","Major Road","Hamilton County","Hamilton County","15252","5032","FID15252","20151110083535","MULTILINESTRING ((-85.3387 35.020714, -85.33875 35.020756, -85.338806 35.020798, -85.33887 35.020844, -85.33892 35.020885, -85.33898 35.020927, -85.33903 35.020966, -85.33908 35.021004, -85.33913 35.02104, -85.33917 35.02108, -85.33922 35.02112, -85.339264 35.021156, -85.33932 35.021194, -85.33936 35.021233, -85.33941 35.021275, -85.339455 35.021313, -85.33952 35.021366, -85.339584 35.02142, -85.339645 35.021477, -85.339714 35.021534, -85.339775 35.021587, -85.339836 35.021645, -85.3399 35.0217, -85.33996 35.02176, -85.34002 35.021816, -85.34008 35.021873, -85.34029 35.022076, -85.340385 35.022175, -85.340454 35.022247, -85.34068 35.022488, -85.34073 35.022533, -85.340775 35.022575, -85.34081 35.02262, -85.34086 35.022667, -85.340904 35.02271, -85.34095 35.022755, -85.34099 35.022797, -85.341034 35.022842, -85.34107 35.02289, -85.34112 35.02293, -85.341354 35.023174, -85.34147 35.023277, -85.34161 35.02341, -85.34165 35.023445, -85.34169 35.02348, -85.34173 35.02351, -85.34177 35.023544, -85.341805 35.023575, -85.34184 35.02361, -85.34188 35.02364, -85.34192 35.023674, -85.341965 35.023705, -85.342 35.023735, -85.34203 35.023754, -85.342064 35.023777, -85.342094 35.023792, -85.342125 35.02381, -85.34216 35.02383, -85.34219 35.023846, -85.342224 35.02386, -85.34226 35.02388, -85.3423 35.02389, -85.34237 35.023922, -85.34241 35.023937, -85.342445 35.02395, -85.34249 35.02396, -85.34253 35.02397, -85.34257 35.023983, -85.342606 35.02399, -85.34265 35.024, -85.34269 35.024006, -85.34277 35.024014, -85.34282 35.02402, -85.34286 35.024025, -85.3429 35.024025, -85.34294 35.02403, -85.34299 35.02403, -85.343025 35.02403, -85.34307 35.02403, -85.34311 35.024025, -85.343155 35.02402, -85.3432 35.024017, -85.343254 35.02401, -85.3433 35.024002, -85.343346 35.023994, -85.34339 35.023987, -85.343445 35.023975, -85.34349 35.023964, -85.34354 35.023956, -85.34358 35.02394, -85.34363 35.02393, -85.34391 35.023857, -85.34406 35.023815, -85.344215 35.023773, -85.34437 35.02373, -85.34452 35.02369, -85.344666 35.02365, -85.34469 35.023643), (-85.34488 35.02359, -85.344894 35.023586, -85.344955 35.023575, -85.34501 35.02356, -85.34507 35.023544, -85.34512 35.023533, -85.345184 35.023518, -85.34527 35.023495, -85.345406 35.023453, -85.34547 35.023426, -85.34549 35.023415, -85.34551 35.023403))"
"4846","HAMILTON_26492","L","4401","4499","4400","4498","4400","4499",,,"Paula","Ln",,"Paula Ln","Open Public","Red Bank","Local Street","Road","Red Bank","Red Bank","11660","6144","FID11660","20151110083535","MULTILINESTRING ((-85.27897 35.12364, -85.27892 35.12363, -85.27865 35.123547, -85.278404 35.12348, -85.27817 35.12343, -85.278145 35.123425, -85.278114 35.12342, -85.27809 35.123417, -85.27806 35.123417, -85.27804 35.123413, -85.278015 35.123413, -85.277985 35.123413, -85.27796 35.123413, -85.27792 35.12342, -85.277885 35.123425, -85.27771 35.12345, -85.27753 35.12349, -85.277435 35.123512, -85.27739 35.12353, -85.27733 35.123558, -85.27729 35.12358, -85.277245 35.123615, -85.27721 35.123642, -85.27718 35.123665), (-85.276375 35.12326, -85.27644 35.12305, -85.27647 35.12299, -85.27647 35.122948, -85.27647 35.122932, -85.27646 35.12291, -85.27645 35.122894, -85.276436 35.122868, -85.276405 35.122852, -85.276375 35.122837, -85.27637 35.122833, -85.27609 35.122757, -85.27607 35.12275, -85.27605 35.12274, -85.276024 35.122734, -85.276 35.122723, -85.27598 35.12271, -85.275955 35.1227, -85.27594 35.12269, -85.27592 35.122677, -85.275894 35.12266, -85.27588 35.12265, -85.27572 35.122505, -85.27568 35.122467, -85.27565 35.122437))"
"4979","HAMILTON_14723","L","2501","2531","2500","2532","2500","2537",,,"Highpoint","Dr",,"Highpoint Dr","Open Public","Red Bank","Local Street","Road","Red Bank","Red Bank","12554","1924","FID12554","20190924114143","MULTILINESTRING ((-85.29827 35.088985, -85.29815 35.089096, -85.29808 35.08917, -85.29754 35.089714), (-85.297195 35.090065, -85.297104 35.090157, -85.29701 35.09025, -85.29668 35.090595, -85.29664 35.09063, -85.29656 35.090706))"
"5029","HAMILTON_13647","L","1","99","2","98","1","99",,,"Manilow","Ln",,"Manilow Ln","Open Private","Private","Local Street","Road","Hamilton County","Hamilton County","20657","9379","FID20657","20151110083535","MULTILINESTRING ((-85.35175 35.01993, -85.35168 35.020046, -85.35163 35.020126), (-85.35138 35.020813, -85.35139 35.020817, -85.35148 35.020927, -85.35154 35.02101))"
"5849","HAMILTON_13226","R","960","960","960","960","960","960",,,"Cumberland","Rd",,"Cumberland Rd","Open Public","Chattanooga","Local Street","Road","Chattanooga","Chattanooga","15480","2366","FID15480","20151110083535","MULTILINESTRING ((-85.372696 35.062927, -85.37218 35.06305, -85.37211 35.06307, -85.37203 35.063087, -85.371956 35.063107, -85.37188 35.06312, -85.37181 35.06314, -85.371735 35.063156, -85.37166 35.06317, -85.37163 35.063175, -85.371605 35.06318, -85.371574 35.063183, -85.371544 35.063187, -85.37151 35.063194, -85.37149 35.0632, -85.37146 35.06321, -85.37144 35.06322, -85.37141 35.06323, -85.37138 35.06324, -85.37137 35.06325, -85.37135 35.06326, -85.37134 35.06327, -85.37132 35.063282, -85.371315 35.063293, -85.3713 35.063305, -85.37129 35.06332, -85.371284 35.063335, -85.37128 35.063347, -85.37127 35.063362, -85.37126 35.063377, -85.371254 35.063408, -85.37125 35.063435, -85.37123 35.063465, -85.37122 35.063496, -85.371216 35.063526, -85.371216 35.063557, -85.37121 35.063587, -85.37121 35.063618, -85.37121 35.06365, -85.3712 35.06368, -85.37121 35.06371, -85.37121 35.063747, -85.3712 35.063786, -85.3712 35.063824, -85.3712 35.063866, -85.37119 35.063904, -85.371185 35.063942, -85.371185 35.063976, -85.37118 35.064014, -85.37117 35.064022), (-85.36949 35.066254, -85.36945 35.066288, -85.36913 35.06662, -85.36911 35.066647, -85.36908 35.066673, -85.36906 35.066704, -85.36903 35.06673, -85.36901 35.066757, -85.368996 35.066788, -85.36897 35.06682, -85.36896 35.06685, -85.36894 35.06688, -85.36893 35.06691, -85.36891 35.06694, -85.3689 35.066975, -85.36888 35.067005, -85.36887 35.06704, -85.368866 35.06707))"
"8527","HAMILTON_18044","R","500","598","501","599","500","599",,,"Wando","Dr",,"Wando Dr","Open Public","East Ridge","Local Street","Road","East Ridge","East Ridge","6822","1010","FID6822","20151110083535","MULTILINESTRING ((-85.23703 35.008102, -85.23705 35.008034, -85.23709 35.007973, -85.23716 35.00785, -85.23727 35.00763, -85.23741 35.007385, -85.23749 35.007248), (-85.23685 35.007015, -85.23679 35.007107, -85.236755 35.00718, -85.236694 35.007294, -85.236595 35.00747, -85.236496 35.007656, -85.2364 35.007866))"
"169","HAMILTON_11841","R","600","698","601","699","600","699",,,"Chestnut","St",,"Chestnut St","Open Public","Chattanooga","Urban Major Collector","Road","Chattanooga","Chattanooga","2957","4906","FID2957","20151110083535","MULTILINESTRING ((-85.3117 35.04962, -85.31169 35.049515, -85.31169 35.049385, -85.31165 35.048336))"
"5943","HAMILTON_28425","L","6541","6577","6540","6576","6540","6577",,,"Fairview","Rd",,"Fairview Rd","Open Public","Hamilton County","Urban Major Collector","Major Road","Hamilton County","Hamilton County","2211","2853","FID2211","20151110083535","MULTILINESTRING ((-85.18821 35.15798, -85.188156 35.15805, -85.18802 35.15821, -85.18792 35.15833, -85.187805 35.15847, -85.18774 35.15855, -85.18765 35.158646, -85.187584 35.15873, -85.18752 35.1588, -85.18744 35.1589, -85.18735 35.159004), (-85.18711 35.15927, -85.18707 35.159313, -85.18697 35.159412, -85.18693 35.159462, -85.186874 35.159515, -85.18682 35.15957, -85.18672 35.159657, -85.18663 35.159744, -85.18653 35.159824, -85.18644 35.1599, -85.186386 35.159954, -85.186325 35.160007, -85.186264 35.16006, -85.1862 35.160122, -85.18614 35.16018, -85.18608 35.16024, -85.18601 35.16032, -85.18594 35.160408, -85.185844 35.16053, -85.18575 35.160652, -85.18569 35.16073, -85.18561 35.16084, -85.185524 35.16095, -85.185455 35.161045, -85.18542 35.1611))"
"5996","HAMILTON_30271","L","107","449","106","448","102","799",,,"Wilcox","Rd",,"Wilcox Rd","Open Public","Hamilton County","Local Street","Road","Hamilton County","Hamilton County","3084","2916","FID3084","20171108105202","MULTILINESTRING ((-85.40845 35.03534, -85.40846 35.03533, -85.40855 35.035294, -85.40862 35.03526, -85.408676 35.03524, -85.40872 35.035225, -85.40873 35.035225, -85.408745 35.03522, -85.408775 35.03522, -85.408775 35.03522, -85.40878 35.03522, -85.40882 35.035225, -85.40882 35.035225, -85.40886 35.03524, -85.40886 35.03524, -85.40887 35.03524, -85.4089 35.03526, -85.40892 35.035286, -85.408936 35.035313, -85.40894 35.035347, -85.40894 35.03536, -85.40894 35.035362, -85.40894 35.03539, -85.408936 35.03545, -85.40893 35.03549, -85.40892 35.035515, -85.408905 35.035545, -85.4089 35.03555, -85.40886 35.035618, -85.40881 35.035698, -85.408806 35.03575, -85.408806 35.035786, -85.40881 35.03582, -85.40884 35.035873, -85.40886 35.035904, -85.40888 35.035923, -85.408905 35.03594, -85.408936 35.03595, -85.40897 35.035957, -85.40901 35.03596, -85.409096 35.035965, -85.40919 35.03596, -85.409256 35.03596, -85.40935 35.035973, -85.40938 35.035976, -85.40942 35.035988, -85.40946 35.036007, -85.40954 35.03604, -85.40962 35.036087, -85.40972 35.036137, -85.40979 35.036167, -85.40984 35.036186, -85.40991 35.036217, -85.409966 35.036243, -85.41001 35.03627, -85.41004 35.036293, -85.410065 35.036316, -85.41009 35.036343, -85.410095 35.036366), (-85.408264 35.037712, -85.40823 35.03772, -85.408165 35.037735, -85.408104 35.037758, -85.40806 35.03778, -85.40801 35.0378, -85.40797 35.03783, -85.4079 35.037876, -85.40779 35.037952, -85.40765 35.038044, -85.407585 35.038086, -85.40753 35.038116, -85.407486 35.038143, -85.40745 35.038162, -85.40741 35.038177, -85.40735 35.038197, -85.40729 35.03821, -85.40724 35.03822, -85.407196 35.038223, -85.40711 35.038227, -85.407005 35.03823, -85.40693 35.038235, -85.40687 35.038242, -85.40674 35.038258, -85.406586 35.03828, -85.40643 35.0383, -85.40634 35.03832, -85.406235 35.038334, -85.40616 35.038345, -85.40609 35.038353, -85.40598 35.03837, -85.40587 35.03838, -85.40573 35.03839, -85.40557 35.038403, -85.40546 35.03841, -85.40532 35.03842, -85.40521 35.038433, -85.40511 35.03844, -85.40496 35.038464, -85.40481 35.038486, -85.40468 35.038506, -85.404564 35.038517, -85.40448 35.03853, -85.40443 35.038536, -85.40433 35.038555, -85.40427 35.038567, -85.4042 35.038586, -85.404106 35.038605, -85.40405 35.03862, -85.40397 35.03863, -85.4038 35.03865, -85.40368 35.038662, -85.40366 35.038666, -85.40358 35.038673, -85.4035 35.03868, -85.40338 35.038696, -85.40326 35.03871, -85.40317 35.038727, -85.403076 35.03873, -85.40298 35.03874, -85.402885 35.03874, -85.40282 35.038742, -85.40276 35.03874, -85.40264 35.03873, -85.40255 35.038723, -85.402466 35.03872, -85.40239 35.03872, -85.4023 35.03872, -85.402176 35.038727, -85.40208 35.03874, -85.40198 35.03875, -85.40189 35.03876, -85.40179 35.038776, -85.40167 35.038795, -85.40158 35.03881, -85.401535 35.038815, -85.40141 35.038822, -85.40132 35.038822, -85.401215 35.038826, -85.4011 35.03883, -85.40098 35.03883, -85.40089 35.03883, -85.40088 35.03883), (-85.400406 35.038773, -85.40039 35.03877, -85.40034 35.038742, -85.40028 35.03871, -85.40021 35.038662, -85.4002 35.038662, -85.400116 35.03861, -85.400024 35.038548, -85.39994 35.038498, -85.39988 35.038464, -85.39983 35.038437, -85.399796 35.03842, -85.39975 35.038403, -85.39972 35.03839, -85.399635 35.038372, -85.39954 35.03835, -85.399536 35.03835))"
"6027","HAMILTON_29474","R","2","648","1","649","1","649",,,"Highway 134",,,"Highway 134","Open Public","State","Rural Major Collector","Highway","Hamilton County","Hamilton County","16702","6486","FID16702","20110131100303","MULTILINESTRING ((-85.46307 34.983658, -85.462906 34.983646, -85.4627 34.983643, -85.46252 34.98365, -85.462296 34.983665, -85.46194 34.983696, -85.461655 34.98372, -85.461365 34.98373, -85.4611 34.983734, -85.46082 34.983707, -85.46063 34.983677, -85.46041 34.983627, -85.46021 34.983574, -85.46008 34.98353, -85.45994 34.983463, -85.459915 34.983456), (-85.46888 34.987003, -85.46867 34.98677, -85.468506 34.986603, -85.46845 34.98656, -85.4684 34.986515, -85.46828 34.986423, -85.468124 34.986313, -85.467995 34.98623, -85.46748 34.985916, -85.46718 34.985733, -85.46698 34.985603, -85.46657 34.98534, -85.46645 34.985264))"
"6459","HAMILTON_15027","L","1","5","2","4","1","5",,,"Lynncrest","Dr",,"Lynncrest Dr","Open Public","Ridgeside","Local Street","Road","Ridgeside","Ridgeside","4332","3077","FID4332","20151110083535","MULTILINESTRING ((-85.24521 35.033688, -85.245155 35.03373), (-85.24498 35.03386, -85.24491 35.033913, -85.24488 35.033955))"
"6973","HAMILTON_27607","L","4901","5299","4900","5298","4900","5299",,,"Hunter Village","Dr",,"Hunter Village Dr","Open Public","Hamilton County","Local Street","Road","Hamilton County","Hamilton County","15364","4330","FID15364","20151110083535","MULTILINESTRING ((-85.100266 35.078796, -85.099915 35.07882, -85.09976 35.07885, -85.099655 35.07888, -85.09953 35.078915, -85.0994 35.078945, -85.09925 35.078983, -85.09902 35.07904, -85.0988 35.079094, -85.09856 35.07916, -85.098366 35.079212, -85.098305 35.079227, -85.09825 35.079247, -85.09819 35.079266, -85.09814 35.079285, -85.09808 35.079304, -85.09803 35.079327, -85.09783 35.079422, -85.09777 35.07945, -85.097725 35.079464, -85.09769 35.079483, -85.09765 35.0795, -85.0976 35.07951, -85.09756 35.079525, -85.09752 35.079536, -85.09747 35.079548, -85.09743 35.07956, -85.09719 35.079624, -85.09713 35.079636, -85.09707 35.07965, -85.097 35.07967, -85.09694 35.079685, -85.09688 35.079704, -85.096825 35.079723, -85.09679 35.07974, -85.09676 35.07975, -85.09674 35.07976, -85.09672 35.079773, -85.096695 35.07979, -85.09667 35.079803, -85.09666 35.07982, -85.096634 35.079834, -85.09662 35.079853, -85.096596 35.079872, -85.096466 35.079983, -85.09636 35.080074, -85.096275 35.080147, -85.096275 35.08015), (-85.09415 35.0807, -85.0941 35.080696, -85.094055 35.08069, -85.094 35.08068, -85.09395 35.080673, -85.093895 35.080666, -85.09384 35.080654, -85.093666 35.08062, -85.09361 35.080612, -85.093575 35.08061, -85.09354 35.080605, -85.0935 35.0806, -85.09346 35.0806, -85.093414 35.0806, -85.093376 35.080605, -85.09334 35.08061, -85.0933 35.080612, -85.09327 35.080616, -85.09323 35.080624, -85.09319 35.08063, -85.093155 35.08064, -85.093124 35.08065, -85.09309 35.080658, -85.093056 35.080673, -85.09286 35.08073, -85.09266 35.080784, -85.092415 35.08085, -85.092255 35.08089, -85.0921 35.08093, -85.09204 35.080948, -85.091995 35.08096, -85.09196 35.08097, -85.09193 35.080982, -85.09188 35.081005, -85.09184 35.081028, -85.09181 35.08106, -85.09178 35.08109, -85.09176 35.081123, -85.091736 35.081158, -85.09172 35.081196, -85.091705 35.081234, -85.0917 35.081276, -85.0917 35.081314, -85.0917 35.081333))"
"8014","HAMILTON_13808","L","6101","6399","6100","6398","6100","6399",,,"Flag Point","Dr",,"Flag Point Dr","Open Public","Hamilton County","Local Street","Road","Hamilton County","Hamilton County","13922","4319","FID13922","20151110083535","MULTILINESTRING ((-85.11265 35.109184, -85.11235 35.10934, -85.11219 35.109432), (-85.111145 35.108524, -85.11114 35.108517, -85.11113 35.1085, -85.1111 35.10846, -85.11105 35.108406, -85.11101 35.108353, -85.110954 35.108303, -85.11087 35.10821, -85.11083 35.108162, -85.110794 35.108112, -85.11076 35.10806, -85.11074 35.108006, -85.11072 35.10795, -85.1107 35.10789, -85.11069 35.10786, -85.110664 35.107796, -85.11065 35.107742, -85.110634 35.10769, -85.11062 35.10764, -85.1106 35.107582, -85.11054 35.107407, -85.1105 35.107277, -85.11048 35.107235, -85.110466 35.107197, -85.11045 35.10716, -85.11043 35.10712, -85.11041 35.107082, -85.11039 35.107044, -85.110374 35.107006, -85.11034 35.106956, -85.11031 35.106915, -85.11028 35.10687, -85.11025 35.106827, -85.11022 35.106785, -85.11019 35.106747, -85.11016 35.106705, -85.11013 35.10667, -85.110016 35.10651, -85.10994 35.1064, -85.10991 35.106342, -85.109856 35.106262, -85.10979 35.106148, -85.109726 35.10605, -85.10972 35.10603, -85.1097 35.10601, -85.10969 35.10599, -85.10967 35.105972, -85.10966 35.105953, -85.109634 35.105938, -85.10962 35.10592, -85.1096 35.105904, -85.10958 35.10589, -85.10956 35.105877, -85.109535 35.105865, -85.109505 35.105854, -85.10948 35.105843))"
"7285","HAMILTON_27883","L","1601","2429","1600","2428","1600","2429",,,"Cash Canyon","Rd",,"Cash Canyon Rd","Open Public","Hamilton County","Local Street","Major Road","Hamilton County","Hamilton County","15542","4371","FID15542","20151110083535","MULTILINESTRING ((-85.35368 35.08013, -85.35368 35.080162, -85.35368 35.08022, -85.35369 35.080288, -85.3537 35.08032), (-85.35388 35.084187, -85.35387 35.084305, -85.35386 35.084427, -85.35385 35.08454, -85.35385 35.084656, -85.353836 35.084766, -85.35381 35.084846, -85.35378 35.08494, -85.35375 35.085037, -85.35372 35.085148, -85.3537 35.08525, -85.35368 35.08533, -85.353676 35.085426, -85.35367 35.085518, -85.35366 35.085617, -85.35365 35.085728, -85.35364 35.085823, -85.35364 35.085896, -85.35362 35.085995, -85.35361 35.086105, -85.353584 35.086216, -85.35358 35.086273, -85.35356 35.086327, -85.35354 35.08639, -85.3535 35.08647, -85.35347 35.086548, -85.35343 35.086674, -85.353386 35.08679, -85.353355 35.086887, -85.35332 35.087, -85.353264 35.087185, -85.35323 35.087322, -85.35322 35.08744, -85.35321 35.08749, -85.35321 35.08753, -85.35322 35.087574, -85.35322 35.0876, -85.353226 35.087635, -85.35329 35.087772, -85.35335 35.087852, -85.35338 35.087944, -85.353386 35.08797, -85.353386 35.08799, -85.353386 35.08804, -85.35336 35.08811, -85.35333 35.088192, -85.35331 35.088257, -85.353294 35.088318, -85.35328 35.088383, -85.353264 35.088448, -85.35325 35.088512, -85.35325 35.08859, -85.35325 35.08865, -85.35326 35.08872, -85.35328 35.08883, -85.353294 35.088932, -85.35332 35.089073, -85.35333 35.08918, -85.35335 35.0893, -85.35336 35.08938, -85.35339 35.08947, -85.353386 35.089546, -85.35338 35.089615, -85.35336 35.089718, -85.353355 35.089836, -85.35335 35.089912, -85.35335 35.09, -85.35335 35.09008, -85.35336 35.090202, -85.35337 35.09029, -85.353386 35.090412, -85.3534 35.090504, -85.35342 35.09055, -85.35343 35.090595, -85.35344 35.090633, -85.353455 35.090668, -85.35348 35.090725, -85.3535 35.09076, -85.35353 35.090843), (-85.36091 35.101048, -85.36092 35.101067, -85.36097 35.101124, -85.36102 35.101173, -85.36106 35.10122, -85.36109 35.101246, -85.36116 35.1013, -85.361244 35.101364, -85.36135 35.101463, -85.36142 35.101524, -85.36153 35.10161, -85.361595 35.10167, -85.36166 35.10172, -85.36171 35.10178, -85.3618 35.101875, -85.36186 35.101948, -85.36192 35.102016, -85.361984 35.10207, -85.36202 35.10211, -85.36205 35.10215, -85.36211 35.1022, -85.362144 35.10224, -85.36218 35.102264, -85.3622 35.102276))"
"7404","HAMILTON_13871","L","5901","5919","5900","5918","5900","5919",,,"Gettysburg","Dr",,"Gettysburg Dr","Open Public","Hamilton County","Local Street","Road","Hamilton County","Hamilton County","14023","4311","FID14023","20170823073327","MULTILINESTRING ((-85.13007 35.11135, -85.129944 35.111366, -85.129776 35.11141), (-85.12884 35.11223, -85.12853 35.112595, -85.128525 35.112602, -85.128525 35.112602))"
"7493","HAMILTON_13642","L","1","155","2","154","1","155",,,"Ani","Ln",,"Ani Ln","Open Private","Private","Local Street","Road","Hamilton County","Hamilton County","20874","9358","FID20874","20151110083535","MULTILINESTRING ((-85.34551 35.023403, -85.34551 35.023422), (-85.34664 35.023674, -85.34681 35.02364, -85.34688 35.02363, -85.346924 35.023617))"
"7510","HAMILTON_29827","L","8605","8699","8606","8698","8605","8699",,,"Tradewind","Cir",,"Tradewind Cir","Open Private","Private","Local Street","Road","Collegedale","Collegedale","22415","10472","FID22415","20160204075842","MULTILINESTRING ((-85.08736 35.065456, -85.087364 35.06567, -85.087364 35.065727, -85.087364 35.065735, -85.087364 35.065742, -85.08737 35.06575, -85.08737 35.065754, -85.08738 35.06576, -85.08738 35.065765, -85.08739 35.065773, -85.087395 35.065777, -85.0874 35.06578, -85.08741 35.06578, -85.08742 35.065784, -85.087425 35.065784, -85.08766 35.065792, -85.0877 35.065796, -85.08774 35.065804, -85.08776 35.06581, -85.08777 35.065823, -85.08807 35.0661, -85.08809 35.066116, -85.088104 35.066124), (-85.088776 35.065533, -85.08878 35.065495, -85.088806 35.065395, -85.08908 35.064945, -85.08909 35.064934, -85.08909 35.06492, -85.08909 35.064903, -85.08909 35.064896, -85.08908 35.064888, -85.08908 35.064884, -85.08908 35.064877, -85.08907 35.064873, -85.089066 35.06487, -85.08829 35.064568, -85.08828 35.064564, -85.08827 35.064564, -85.088264 35.064564, -85.08826 35.064564, -85.08825 35.064564, -85.08824 35.064568, -85.088234 35.06457, -85.08747 35.064915, -85.087456 35.06492, -85.08745 35.064926, -85.08743 35.064934, -85.087425 35.06494, -85.08742 35.06495, -85.08741 35.06496, -85.0874 35.06497, -85.087395 35.06498, -85.08739 35.064987, -85.08738 35.065, -85.08736 35.065456))"
"7775","HAMILTON_10976","L","6531","6539","6530","6538","6530","6539",,,"Fairview","Rd",,"Fairview Rd","Open Public","Hamilton County","Urban Major Collector","Major Road","Hamilton County","Hamilton County","11355","2853","FID11355","20151110083535","MULTILINESTRING ((-85.19105 35.154514, -85.191025 35.154556, -85.19096 35.154675, -85.190956 35.1547, -85.19094 35.15473, -85.19092 35.154762, -85.1909 35.15479, -85.19088 35.15482, -85.19086 35.154846, -85.19084 35.154873, -85.19081 35.154903, -85.19078 35.154934, -85.19076 35.15496, -85.190735 35.15498, -85.190704 35.155014, -85.19067 35.155045, -85.190636 35.155075, -85.19057 35.15513, -85.19053 35.155163, -85.1905 35.15518, -85.190384 35.155262, -85.19034 35.1553, -85.1903 35.15533, -85.19026 35.155365, -85.19022 35.155396, -85.1902 35.155422, -85.19016 35.155468, -85.190125 35.15551, -85.19012 35.155514), (-85.18916 35.15671, -85.18912 35.15677, -85.18908 35.15682, -85.18903 35.156868, -85.18898 35.156948, -85.188934 35.157013, -85.188866 35.15712, -85.1888 35.15723, -85.18873 35.157333, -85.18866 35.15743, -85.18859 35.157528, -85.18851 35.15764, -85.1884 35.15777, -85.188286 35.157894, -85.18821 35.15798))"
"7779","HAMILTON_27566","R","250","398","251","399","126","399",,"W","Hills","Dr",,"W Hills Dr","Open Public","Hamilton County","Local Street","Road","Hamilton County","Hamilton County","21980","1408","FID21980","20191008170006","MULTILINESTRING ((-85.4085 35.02354, -85.408516 35.023514, -85.40854 35.02347, -85.408554 35.023426, -85.40857 35.023376, -85.40859 35.023277, -85.40862 35.023106, -85.40864 35.02298, -85.40864 35.022915, -85.40864 35.02286, -85.40862 35.022804, -85.40861 35.022755, -85.40859 35.022713, -85.40856 35.02266, -85.40854 35.02262, -85.4085 35.02258, -85.408485 35.022556, -85.40848 35.02254, -85.40847 35.02254, -85.40844 35.022507, -85.40843 35.022495, -85.40838 35.022453, -85.408325 35.02241, -85.40824 35.022354, -85.40812 35.022266, -85.40799 35.022186, -85.40789 35.022118, -85.40762 35.02193, -85.40755 35.021877, -85.40746 35.021812, -85.407265 35.021656, -85.40703 35.021454, -85.40698 35.02142), (-85.40629 35.020836, -85.40606 35.020645, -85.40574 35.02037, -85.40545 35.02013, -85.405365 35.020058, -85.40533 35.020016))"
"7845","HAMILTON_16077","R","1100","1198","1101","1199","1100","1199",,"E","Brow","Rd",,"E Brow Rd","Open Public","Lookout Mountain","Local Street","Major Road","Lookout Mountain","Lookout Mountain","8788","4831","FID8788","20151110083535","MULTILINESTRING ((-85.34352 35.00848, -85.34352 35.008484), (-85.34366 35.00939, -85.34367 35.009434, -85.34369 35.009552, -85.343704 35.00962, -85.34371 35.00968, -85.34372 35.00974, -85.34372 35.009754, -85.34373 35.009766))"
"7981","HAMILTON_19792","L","1001","1099","1000","1098","1000","1099",,,"Olde Mill","Ln",,"Olde Mill Ln","Open Public","Hamilton County","Local Street","Road","Hamilton County","Hamilton County","1859","417","FID1859","20151110083535","MULTILINESTRING ((-85.2297 35.165627, -85.2295 35.165638, -85.22944 35.165653), (-85.22809 35.16637, -85.22806 35.166397, -85.228004 35.16645, -85.22791 35.166557, -85.227875 35.166607, -85.22784 35.166664, -85.22781 35.16671), (-85.22706 35.167427, -85.22695 35.16746, -85.22682 35.167503, -85.22666 35.167557, -85.2264 35.167633, -85.2262 35.167694, -85.226 35.167755, -85.225845 35.167805, -85.225685 35.167854, -85.22545 35.16793, -85.22526 35.167988, -85.22506 35.16805, -85.22488 35.168102, -85.2247 35.16815, -85.2245 35.168194, -85.224304 35.168232, -85.22411 35.168266, -85.22394 35.168293, -85.223816 35.168312, -85.22372 35.16831, -85.22362 35.1683, -85.22353 35.16827, -85.22346 35.16821, -85.2234 35.168118, -85.223366 35.16805, -85.22331 35.167915))"
