"providertype","dfta_id","programname","sponsorname","programaddress","programcity","programstate","programzipcode","borough","programphone","dfta_funded","monhouropen","monhourclose","tuehouropen","tuehourclose","wedhouropen","wedhourclose","thuhouropen","thuhourclose","frihouropen","frihourclose","sathouropen","sathourclose","sunhouropen","sunhourclose","latitude","longitude","communityboard","councildist","censustract","bin","bbl","nta","location1"
"SENIOR CENTER CONTRACTS","37901","FIND CLINTON NEIGHBORHOOD SENIOR CENTER","FIND AID FOR THE AGED","530 West 55th Street","NEW YORK","NY","10023","MANHATTAN","212-757-2026","Y",,,,,,,,,,,,,,,"40.768258","-73.990588","104","06","135","1027059","1010830015","Clinton","POINT (-73.990588 40.768258)"
"SENIOR CENTER CONTRACTS","21A01","HABER HOUSE NEIGHBORHOOD SENIOR CENTER","JEWISH COMMUNITY COUNCIL OF GREATER CONEY ISLAND INC","3024 WEST 24TH STREET","BROOKLYN","NY","11224","BROOKLYN","718-372-5775","Y",,,,,,,,,,,,,,,"40.573171","-73.990645","313","47","352","3322050","3070700001","Seagate-Coney Island","POINT (-73.990645 40.573171)"
"CASE MANAGEMENT SERVICES CONTRACTS","3MA01","LENOX HILL CASE MANAGEMENT MN-3","LENOX HILL NEIGHBORHOOD HOUSE INC","331 EAST 70TH STREET","NEW YORK","NY","10021","MANHATTAN","212-218-0506","Y",,,,,,,,,,,,,,,"40.766925","-73.95795","108","05","126","1044838","1014450014","Lenox Hill-Roosevelt Island","POINT (-73.95795 40.766925)"
"SENIOR CENTER CONTRACTS","40M01","SELFHELP MASPETH NSC","SELFHELP COMMUNITY SERVICES INC","69-61 GRAND AVENUE","FLUSHING","NY","11378","QUEENS","718-429-3636","Y",,,,,,,,,,,,,,,"40.727019","-73.893556","405","30","49302","4058561","4025010032","Maspeth","POINT (-73.893556 40.727019)"
"SENIOR CENTER CONTRACTS","12H03","BAILEY SENIOR CENTER","REGIONAL AID FOR INTERIM NEEDS INC","2660 BAILEY AVENUE","BRONX","NY","10463","BRONX","718-796-2559","Y",,,,,,,,,,,,,,,"40.870747","-73.906859","207","14","269","2000000","2032390025","Kingsbridge Heights","POINT (-73.906859 40.870747)"
"SENIOR CENTER CONTRACTS","20F01","WILLIAMSBURG SATMAR NEIGHBORHOOD SR CTR","CONGREGATION YETEV LEV DSATMAR","125 HEYWARD  STREET","BROOKLYN","NY","11206","BROOKLYN","718-625-1608","Y",,,,,,,,,,,,,,,"40.701627","-73.956235","301","33","533","3060997","3022250042","Williamsburg","POINT (-73.956235 40.701627)"
"SENIOR CENTER CONTRACTS","22501","MIDWOOD NEIGHBORHOOD SENIOR CENTER","BERGEN BASIN COMMUNITY DEVELOPMENT CORPORATION DBA MILLENNIU","2164 RALPH AVENUE","BROOKLYN","NY","11234","BROOKLYN","718-253-5557","Y",,,,,,,,,,,,,,,"40.625065","-73.917858","318","46","692","3218178","3078390001","Flatlands","POINT (-73.917858 40.625065)"
"SENIOR CENTER CONTRACTS","36001","ABSW NEIGHBORHOOD SENIOR CENTER","ASSOCIATION OF BLACK SOCIAL WORKERS INC","221 WEST 107TH STREET","NEW YORK","NY","10025","MANHATTAN","212-749-8400","Y",,,,,,,,,,,,,,,"40.801503","-73.96612","107","07","195","1075379","1018790017","Morningside Heights","POINT (-73.96612 40.801503)"
"SENIOR CENTER CONTRACTS","21B01","MARIA LAWTON NEIGHBORHOOD SENIOR CENTER","FORT GREENE COUNCIL","400 HART STREET","BROOKLYN","NY","11206","BROOKLYN","718-452-7474","Y",,,,,,,,,,,,,,,"40.694725","-73.93519","303","36","287","3341752","3015950024","Stuyvesant Heights","POINT (-73.93519 40.694725)"
"SENIOR CENTER CONTRACTS","23Y01","TERESA MOORE NEIGHBORHOOD SENIOR CENTER","FORT GREENE COUNCIL","2702 LINDEN BLVD","BROOKLYN","NY","11208","BROOKLYN","347-663-7770","Y",,,,,,,,,,,,,,,"40.669208","-73.864514","305","42","1214","3326995","3044880001","East New York","POINT (-73.864514 40.669208)"
"ELDER ABUSE SERVICES CONTRACTS","62001","ELDER ABUSE MULTIDISCIPLINARY TEAMS SERV","WEILL MEDICAL COLLEGE OF CORNELL UNIVERSITY","425 EAST 61 STREET","NEW YORK","NY","10010","MANHATTAN","646-845-8202","Y",,,,,,,,,,,,,,,"40.760561","-73.960336","108","05","10602","1045290","1014567501","Lenox Hill-Roosevelt Island","POINT (-73.960336 40.760561)"
"SENIOR CENTER CONTRACTS","24A05","Palmetto Gardens Social Club","RISEBORO COMMUNITY PARTNERSHIP INC","85 PALMETTO STREET","BROOKLYN","NY","11221","BROOKLYN","718-676-0876","Y",,,,,,,,,,,,,,,"40.691599","-73.91884","304","34","399","3076429","3033400020","Bushwick South","POINT (-73.91884 40.691599)"
"SENIOR CENTER CONTRACTS","17602","Sedgwick Houses Social Club","BRONXWORKS INC","1553 UNIVERSITY AVENUE","BRONX","NY","10453","BRONX","646-393-4000","Y",,,,,,,,,,,,,,,"40.846111","-73.921662","205","16","20501","2092105","2028770001","University Heights-Morris Heights","POINT (-73.921662 40.846111)"
"SENIOR CENTER CONTRACTS","41Z01","CCNS DELLAMONICA-STEINWAY NSC","CATHOLIC CHARITIES NEIGHBORHOOD SERVICES INC","23-56 BROADWAY","LONG ISLAND CITY","NY","11106","QUEENS","718-626-1500","Y",,,,,,,,,,,,,,,"40.764285","-73.930011","401","22","53","4006560","4005660050","Astoria","POINT (-73.930011 40.764285)"
"SENIOR CENTER CONTRACTS","21J01","TILDEN NEIGHBORHOOD SENIOR CENTER","WAYSIDE OUT-REACH DEVELOPMENT INC","630 MOTHER GASTON BLVD","BROOKLYN","NY","11212","BROOKLYN","718-498-2990","Y",,,,,,,,,,,,,,,"40.663471","-73.905278","316","41","912","3326549","3035760001","Brownsville","POINT (-73.905278 40.663471)"
"SENIOR CENTER CONTRACTS","22L01","SENIOR ALLIANCE NEIGHBORHOOD SENIOR CTR","THE JEWISH ASSOCIATION FOR SERVICES FOR THE AGED","161 CORBIN PLACE","BROOKLYN","NY","11235","BROOKLYN","718-646-4100","Y",,,,,,,,,,,,,,,"40.578026","-73.954127","315","48","61004","3245719","3087190073","Brighton Beach","POINT (-73.954127 40.578026)"
"SENIOR CENTER CONTRACTS","21602","FARRAGUT SENIOR CENTER","SPANISH SPEAKING ELDERLY COUNCIL RAICES INC.","228 YORK STREET","BROOKLYN","NY","11201","BROOKLYN","718-422-1069","Y",,,,,,,,,,,,,,,"40.701304","-73.981762","302","35","23","3325909","3000710001","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill","POINT (-73.981762 40.701304)"
"GERIATRIC MENTAL HEALTH SERVICES CONTRACTS","4G801","SAMUEL FIELD MENTAL HEALTH","SAMUEL FIELD YM & YWHA INC","58-20 Little Neck Parkway","FLUSHING","NY","11362","QUEENS","718-225-6750","Y",,,,,,,,,,,,,,,"40.761577","-73.723122","411","23","152902","4173029","4083520051","Douglas Manor-Douglaston-Little Neck","POINT (-73.723122 40.761577)"
"CAREGIVER SERVICES CONTRACTS","1K101","PSS CAREGIVER SUPPORT PROGRAM","PRESBYTERIAN SENIOR SERVICES","325 EAST 156TH STREET","BRONX","NY","10451","BRONX","212-222-3132","Y",,,,,,,,,,,,,,,,,"201","17",,"2091224","2024160001",,
"SENIOR CENTER CONTRACTS","21H02","GLENMORE SOCIAL CLUB","WAYSIDE OUT-REACH DEVELOPMENT INC","1777 PITKIN AVENUE","BROOKLYN","NY","11212","BROOKLYN","718-000-0000","Y",,,,,,,,,,,,,,,"40.670168","-73.907561","316","37","906","3080766","3035070001","Brownsville","POINT (-73.907561 40.670168)"
"SENIOR CENTER CONTRACTS","22P01","VANDALIA NEIGHBORHOOD SENIOR CENTER","BERGEN BASIN COMMUNITY DEVELOPMENT CORPORATION DBA MILLENNIU","47 VANDALIA AVENUE","BROOKLYN","NY","11239","BROOKLYN","718-272-3949","Y",,,,,,,,,,,,,,,"40.649799","-73.88676","305","42","105804","3348859","3044310100","Starrett City","POINT (-73.88676 40.649799)"
"NATURALLY OCCURING RETIREMENT COMMUNITY CONTRACTS","N4801","SELFHELP FRESH MEADOWS NORC","SELFHELP COMMUNITY SERVICES INC","67-00 192  STREET","FLUSHING","NY","11365","QUEENS","718-454-6288","Y",,,,,,,,,,,,,,,"40.737813","-73.781534","408","23","1347","4444040","4071170003","Fresh Meadows-Utopia","POINT (-73.781534 40.737813)"
"LEGAL SERVICES CONTRACTS","32V02","NORTHERN MANHATTAN IMPROVEMENT CO","MOBILIZATION FOR JUSTICE INC","76 WADSWORTH AVENUE","NEW YORK","NY","10033","MANHATTAN","212-822-8300","Y",,,,,,,,,,,,,,,,,"112","10",,"1063574","1021450051",,
"SENIOR CENTER CONTRACTS","49601","FLORENCE E. SMITH NSC","CORONA CONGREGATIONAL CHURCH","102-19 34TH AVENUE","FLUSHING","NY","11368","QUEENS","718-899-0553","Y",,,,,,,,,,,,,,,"40.755742","-73.865988","403","21","379","4042602","4017170033","North Corona","POINT (-73.865988 40.755742)"
"SENIOR CENTER CONTRACTS","10101","YM YWHA RIVERDALE Y SENIOR CENTER","YM YWHA OF THE BRONX dba RIVERDALE YM YWHA","5625 ARLINGTON AVENUE","BRONX","NY","10471","BRONX","718-548-8200","Y",,,,,,,,,,,,,,,"40.905009","-73.907133","208","11","323","2086312","2059520374","North Riverdale-Fieldston-Riverdale","POINT (-73.907133 40.905009)"
"SENIOR CENTER CONTRACTS","31U01","FIND AID COFFEEHOUSE NSC","FIND AID FOR THE AGED","331 WEST 42ND STREET","NEW YORK","NY","10036","MANHATTAN","646-545-4621","Y",,,,,,,,,,,,,,,"40.757677","-73.990821","104","03","121","1083731","1010330049","Clinton","POINT (-73.990821 40.757677)"
"CASE MANAGEMENT SERVICES CONTRACTS","2ME01","HEIGHTS AND HILLS CASE MANAGEMENT BK-02","HEIGHTS AND HILLS INC.","57 WILLOUGHBY STREET","BROOKLYN","NY","11201","BROOKLYN","718-596-8789","Y",,,,,,,,,,,,,,,"40.692217","-73.986665","302","33","11","3000338","3001470036","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill","POINT (-73.986665 40.692217)"
"SENIOR CENTER CONTRACTS","32M01","ENCORE NEIGHBORHOOD SENIOR CENTER","ENCORE COMMUNITY SERVICES","239 WEST 49TH STREET","NEW YORK","NY","10019","MANHATTAN","212-581-2910","Y",,,,,,,,,,,,,,,"40.761143","-73.985312","105","03","125","1024789","1010210009","Midtown-Midtown South","POINT (-73.985312 40.761143)"
"SENIOR CENTER CONTRACTS","35A01","Hamilton Grange Neighborhood Senior Center","CONVENT AVENUE BAPTIST CHURCH","420 WEST 145TH STREET","NEW YORK","NY","10031","MANHATTAN","212-862-4181","Y",,,,,,,,,,,,,,,"40.824436","-73.945733","109","07","227","1060948","1020500042","Hamilton Heights","POINT (-73.945733 40.824436)"
"HOME DELIVERED MEAL SERVICE CONTRACTS","46N01","CCNS HOME DELIVERED MEALS","CATHOLIC CHARITIES NEIGHBORHOOD SERVICES INC","191 Joralemon St","BROOKLYN","NY","11201","BROOKLYN","718-806-1080","Y",,,,,,,,,,,,,,,"40.763727","-73.87957","403","22","329","4032388","4013630011","Jackson Heights","POINT (-73.87957 40.763727)"
"SENIOR CENTER CONTRACTS","40601","JSPOA FRIENDSHIP NSC","JAMAICA SERVICE PROGRAM FOR OLDER ADULTS INC","92-47 165th STREET","JAMAICA","NY","11433","QUEENS","718-657-6695","Y",,,,,,,,,,,,,,,"40.706193","-73.789136","412","27","444","4457492","4102120033","Jamaica","POINT (-73.789136 40.706193)"
"SENIOR CENTER CONTRACTS","10H01","E. ROBERT MOORE NEIGHBORHOOD SENIOR CENT","BRONXWORKS INC","515 JACKSON AVENUE","BRONX","NY","10455","BRONX","718-665-5559","Y",,,,,,,,,,,,,,,"40.812353","-73.909401","201","08","35","2091284","2025570083","Mott Haven-Port Morris","POINT (-73.909401 40.812353)"
"SENIOR CENTER CONTRACTS","53601","ANDERSON NEIGHBORHOOD SENIOR CENTER","CATHOLIC CHARITIES OF STATEN ISLAND INC.","120 ANDERSON AVENUE","STATEN ISLAND","NY","10302","STATEN ISLAND","718-448-5757","Y",,,,,,,,,,,,,,,"40.634927","-74.134422","501","49","213","5024253","5010360019","Port Richmond","POINT (-74.134422 40.634927)"
"SENIOR CENTER CONTRACTS","22M01","GRANT SQUARE NEIGHBORHOOD SENIOR CENTER","FORT GREENE COUNCIL","19 Rogers Avenue","BROOKLYN","NY","11216","BROOKLYN","718-363-3133","Y",,,,,,,,,,,,,,,"40.676909","-73.952667","308","36","315","3030302","3012120006","Crown Heights North","POINT (-73.952667 40.676909)"
"SENIOR CENTER CONTRACTS","21801","BORO PARK Y NEIGHBORHOOD SENIOR CENTER","YOUNG MENS AND YOUNG WOMENS HEBREW ASSOCIATION OF BORO PARK","4912 14TH AVENUE","BROOKLYN","NY","11219","BROOKLYN","718-435-3804","Y",,,,,,,,,,,,,,,"40.63357","-73.99006","312","44","236","3328617","3056420042","Borough Park","POINT (-73.99006 40.63357)"
"SENIOR CENTER CONTRACTS","27801","LOS SURES DAVID SANTIAGO NEIGHBORHOOD SC","SOUTHSIDE UNITED HOUSING DEVELOPMENT FUND CORP","201 SOUTH  4TH STREET","BROOKLYN","NY","11211","BROOKLYN","718-384-2314","Y",,,,,,,,,,,,,,,"40.710881","-73.96016","301","34","523","3321304","3024320025","North Side-South Side","POINT (-73.96016 40.710881)"
"HOME DELIVERED MEAL SERVICE CONTRACTS","46E01","CCNS SWQ HOME DELIVERED MEALS PROGRAM","CATHOLIC CHARITIES NEIGHBORHOOD SERVICES INC","191 Joralemon St","BROOKLYN","NY","11201","BROOKLYN","718-806-1080","Y",,,,,,,,,,,,,,,"40.686027","-73.839777","409","28","112","4198392","4094210001","Richmond Hill","POINT (-73.839777 40.686027)"
"SENIOR CENTER CONTRACTS","22502","MILL BASIN NEIGHBORHOOD SENIOR CENTER","BERGEN BASIN COMMUNITY DEVELOPMENT CORPORATION DBA MILLENNIU","2075 EAST 68TH STREET","BROOKLYN","NY","11234","BROOKLYN","718-444-3850","Y",,,,,,,,,,,,,,,"40.618864","-73.910226","318","46","69602","3237201","3084090001","Georgetown-Marine Park-Bergen Beach-Mill Basin","POINT (-73.910226 40.618864)"
"SENIOR CENTER CONTRACTS","36B01","The Center at the Red Oak Neighborhood Senior Center","WEST SIDE FEDERATION FOR SENIOR AND SUPPORTIVE HOUSING INC","135 WEST 106TH STREET","NEW YORK","NY","10025","MANHATTAN","646-214-2560","Y",,,,,,,,,,,,,,,"40.799919","-73.964459","107","07","193","1055957","1018610010","Morningside Heights","POINT (-73.964459 40.799919)"
"ELDER ABUSE SERVICES CONTRACTS","3E201","CARTER BURDEN ELDER ABUSE","CARTER BURDEN NETWORK INC.","1484 FIRST AVENUE","NEW YORK","NY","10021","MANHATTAN","212-879-7400","Y",,,,,,,,,,,,,,,"40.771244","-73.953478","108","05","132","1081248","1014720003","Lenox Hill-Roosevelt Island","POINT (-73.953478 40.771244)"
"SENIOR CENTER CONTRACTS","64801","VISIONS Innovative Senior Center","VISIONS/SERVICES FOR THE BLIND AND VISUALLY IMPAIRED","135 WEST 23RD STREET","NEW YORK","NY","10011","MANHATTAN","646-486-4444","Y",,,,,,,,,,,,,,,"40.743386","-73.993916","104","03","91","1014949","1007990021","Hudson Yards-Chelsea-Flatiron-Union Square","POINT (-73.993916 40.743386)"
"SENIOR CENTER CONTRACTS","34101","CENTRAL HARLEM KENNEDY SR CTR","CENTRAL HARLEM SENIOR CITIZENS CENTERS INC.","2322 Third Avenue","NEW YORK","NY","10037","MANHATTAN","212-926-4465","Y",,,,,,,,,,,,,,,"40.804468","-73.935267","111","09","242","1054497","1017750033","East Harlem North","POINT (-73.935267 40.804468)"
"CITY MEALS ADMINISTRATIVE SERVICES CONTRACTS","CM601","CITYMEALS EMERGENCY MEALS AND FRIENDLY V","CITYMEALS-ON-WHEELS","355 LEXINGTON AVENUE","NEW YORK","NY","10017","MANHATTAN","212-687-1234","Y",,,,,,,,,,,,,,,"40.750245","-73.976909","106","04","80","1036147","1012950023","Murray Hill-Kips Bay","POINT (-73.976909 40.750245)"
"CASE MANAGEMENT SERVICES CONTRACTS","5M401","CASC CSMG","COMMUNITY AGENCY FOR SENIOR CITIZENS INC","56 BAY STREET","STATEN ISLAND","NY","10301","STATEN ISLAND","718-981-6226","Y",,,,,,,,,,,,,,,"40.640624","-74.075704","501","49","3","5000035","5000050103","West New Brighton-New Brighton-St. George","POINT (-74.075704 40.640624)"
"LEGAL SERVICES CONTRACTS","1AA01","LSNY BRONX","LSNY-BRONX CORPORATION","349 EAST 149TH STREET","BRONX","NY","10451","BRONX","917-661-4500","Y",,,,,,,,,,,,,,,"40.81667","-73.919959","201","17","65","2000933","2023317501","Melrose South-Mott Haven North","POINT (-73.919959 40.81667)"
"SENIOR CENTER CONTRACTS","20D01","UNITED NEIGHBORHOOD SENIOR CITIZENS CTR","UNITED SENIOR CITIZENS OF SUNSET PARK INC","475 EAST 53RD STREET","BROOKLYN","NY","11220","BROOKLYN","718-439-8647","Y",,,,,,,,,,,,,,,"40.647897","-73.92703","317","45","848",,,"Rugby-Remsen Village","POINT (-73.92703 40.647897)"
"SENIOR CENTER CONTRACTS","4A201","POMONOK NEIGHBORHOOD SENIOR CENTER","QUEENS COMMUNITY HOUSE INC.","67-09 KISSENA BOULEVARD","FLUSHING","NY","11367","QUEENS","718-591-3377","Y",,,,,,,,,,,,,,,"40.735033","-73.814726","408","24","122702","4455430","4067920030","Pomonok-Flushing Heights-Hillcrest","POINT (-73.814726 40.735033)"
"SENIOR CENTER CONTRACTS","45V01","SNAP Innovative Senior Center","SERVICES NOW FOR ADULT PERSONS INC","80-45 WINCHESTER  BOULEVARD","JAMAICA","NY","11427","QUEENS","718-454-2100","Y",,,,,,,,,,,,,,,"40.737685","-73.734021","413","23","1567","4537294","4078800400","Bellerose","POINT (-73.734021 40.737685)"
"SENIOR CENTER CONTRACTS","15E03","SOUNDVIEW HOUSE SOCIAL CLUB","THE NEIGHBORHOOD SELF-HELP BY OLDER PERSONS PROJECT INC","1674 SEWARD AVENUE","BRONX","NY","10473","BRONX","718-542-0006","Y",,,,,,,,,,,,,,,"40.818255","-73.869832","209","18","20","2092638","2035510001","Soundview-Castle Hill-Clason Point-Harding Park","POINT (-73.869832 40.818255)"
"SENIOR CENTER CONTRACTS","32701","JACKIE ROBINSON NEIGHBORHOOD SENIOR CTR","CHARLES A WALBURG MULTI SERVICE ORGANIZATION INC","1301 AMSTERDAM AVENUE","NEW YORK","NY","10027","MANHATTAN","212-666-4910","Y",,,,,,,,,,,,,,,"40.811994","-73.957264","109","07","20901","1084095","1019640001","Morningside Heights","POINT (-73.957264 40.811994)"
"SENIOR CENTER CONTRACTS","41U01","ROY REUTHER NSC","THE JEWISH ASSOCIATION FOR SERVICES FOR THE AGED","711C SEAGIRT AVENUE","FAR ROCKAWAY","NY","11691","QUEENS","718-471-3110","Y",,,,,,,,,,,,,,,"40.595996","-73.742187","414","31","101002","4298968","4156100001","Far Rockaway-Bayswater","POINT (-73.742187 40.595996)"
"SENIOR CENTER CONTRACTS","42701","CCNS CATHERINE SHERIDAN NSC","CATHOLIC CHARITIES NEIGHBORHOOD SERVICES INC","35-24 83RD STREET","FLUSHING","NY","11372","QUEENS","718-458-4600","Y",,,,,,,,,,,,,,,"40.751548","-73.883703","403","25","283","4437136","4014560001","Jackson Heights","POINT (-73.883703 40.751548)"
"SENIOR CENTER CONTRACTS","30A02","Polo Grounds","COTHOA LUNCHEON CLUB INC","2965 EIGHTH AVENUE","NEW YORK","NY","10039","MANHATTAN","212-283-5475","Y",,,,,,,,,,,,,,,"40.830242","-73.9365","110","09","24302","1084520","1021060003","Central Harlem North-Polo Grounds","POINT (-73.9365 40.830242)"
"SENIOR CENTER CONTRACTS","35301","FIND WOODSTOCK NEIGHBORHOOD SENIOR CENTE","FIND AID FOR THE AGED","127 WEST 43RD STREET","NEW YORK","NY","10036","MANHATTAN","212-874-0300","Y",,,,,,,,,,,,,,,"40.755873","-73.984454","105","04","119","1022613","1009960014","Midtown-Midtown South","POINT (-73.984454 40.755873)"
"SENIOR CENTER CONTRACTS","23201","MANHATTAN BEACH NEIGHBORHOOD SENIOR CTR","THE JEWISH ASSOCIATION FOR SERVICES FOR THE AGED","60 WEST END AVENUE","BROOKLYN","NY","11235","BROOKLYN","718-646-1118","Y",,,,,,,,,,,,,,,"40.580394","-73.953567","315","48","61004","3326901","3087130077","Brighton Beach","POINT (-73.953567 40.580394)"
"HOME DELIVERED MEAL SERVICE CONTRACTS","15Y01","RAIN HOME DELIVERED MEALS","REGIONAL AID FOR INTERIM NEEDS INC","811 Morris Park Avenue","BRONX","NY","10462","BRONX","718-231-7246","Y",,,,,,,,,,,,,,,"40.876304","-73.848594","212","12","364","2060739","2047370105","Eastchester-Edenwald-Baychester","POINT (-73.848594 40.876304)"
"SENIOR CENTER CONTRACTS","40301","RIDGEWOOD OLDER ADULT NEIGHBORHOOD SC","RIDGEWOOD OLDER ADULT CENTER AND SERVICES INC","59-14 70TH AVENUE","FLUSHING","NY","11385","QUEENS","718-456-2000","Y",,,,,,,,,,,,,,,"40.701191","-73.900024","405","30","583","4084122","4035080009","Ridgewood","POINT (-73.900024 40.701191)"
"SENIOR CENTER CONTRACTS","42U01","CCNS SEASIDE NSC","CATHOLIC CHARITIES NEIGHBORHOOD SERVICES INC","320 BEACH 94TH STREET","FAR ROCKAWAY","NY","11693","QUEENS","347-926-4119","Y",,,,,,,,,,,,,,,"40.5877","-73.817309","414","32","94202","4303571","4161260004","Hammels-Arverne-Edgemere","POINT (-73.817309 40.5877)"
"SENIOR CENTER CONTRACTS","32R01","MOTT STREET NEIGHBORHOOD SENIOR CENTER","NEW YORK FOUNDATION FOR SENIOR CITIZENS INC","180 MOTT STREET","NEW YORK","NY","10012","MANHATTAN","212-966-5480","Y",,,,,,,,,,,,,,,"40.7205","-73.995895","102","01","41","1007156","1004790001","SoHo-TriBeCa-Civic Center-Little Italy","POINT (-73.995895 40.7205)"
"HOME DELIVERED MEAL SERVICE CONTRACTS","29E01","JASA HOME DELIVERED MEALS","THE JEWISH ASSOCIATION FOR SERVICES FOR THE AGED","247 West 37th Street","NEW YORK","NY","10018","MANHATTAN","718-769-7455","Y",,,,,,,,,,,,,,,"40.651173","-73.885082","305","42","105801","3336175","3044350001","Starrett City","POINT (-73.885082 40.651173)"
"SENIOR CENTER CONTRACTS","35M01","YM YWHA INNOVATIVE SENIOR CENTER","YM YWHA OF WASHINGTON HEIGHTS AND INWOOD INC","54 NAGLE AVENUE","NEW YORK","NY","10040","MANHATTAN","212-569-6200","Y",,,,,,,,,,,,,,,"40.859993","-73.929129","112","10","285","1064146","1021720064","Washington Heights North","POINT (-73.929129 40.859993)"
"SENIOR CENTER CONTRACTS","32C01","RIVERSTONE SENIOR LIFE NSC","RIVERSTONE SENIOR LIFE SERVICES INC.","99 FORT WASHINGTON AVENUE","NEW YORK","NY","10032","MANHATTAN","212-927-5600","Y",,,,,,,,,,,,,,,"40.83851","-73.943738","112","07","247","1063346","1021360235","Washington Heights South","POINT (-73.943738 40.83851)"
"SENIOR CENTER CONTRACTS","34901","HUDSON GUILD NEIGHBORHOOD CENTER","HUDSON GUILD","441 West 26th Street","NEW YORK","NY","10011","MANHATTAN","212-760-9805","Y",,,,,,,,,,,,,,,"40.749196","-74.001815","104","03","97","1012827","1007240010","Hudson Yards-Chelsea-Flatiron-Union Square","POINT (-74.001815 40.749196)"
"SENIOR CENTER CONTRACTS","31D01","STANLEY ISAACS NEIGHBORHOOD SENIOR CTR","STANLEY M ISAACS NEIGHBORHOOD CENTER INC","415 EAST 93RD STREET","NEW YORK","NY","10128","MANHATTAN","212-666-4910","Y",,,,,,,,,,,,,,,"40.780904","-73.945112","108","05","152","1082367","1015730001","Yorkville","POINT (-73.945112 40.780904)"
"SENIOR CENTER CONTRACTS","10K01","THOMAS GUESS NEIGHBORHOOD SENIOR CENT","THE NEIGHBORHOOD SELF-HELP BY OLDER PERSONS PROJECT INC","2070 CLINTON AVENUE","BRONX","NY","10457","BRONX","718-584-2357","Y",,,,,,,,,,,,,,,"40.847236","-73.888101","206","15","371","2012652","2030940014","East Tremont","POINT (-73.888101 40.847236)"
"SENIOR CENTER CONTRACTS","41T01","KCS CORONA NEIGHBORHOOD SENIOR CENTER","KOREAN COMMUNITY SERVICES OF METROPOLITAN NEW YORK INC","37-06 111TH STREET","FLUSHING","NY","11368","QUEENS","718-651-9220","Y",,,,,,,,,,,,,,,"40.753941","-73.857264","403","21","401","4430244","4017780027","North Corona","POINT (-73.857264 40.753941)"
"SENIOR CENTER CONTRACTS","41Y01","CCNS OZONE PARK NSC","CATHOLIC CHARITIES NEIGHBORHOOD SERVICES INC","103-02 101ST AVENUE","JAMAICA","NY","11416","QUEENS","718-847-2100","Y",,,,,,,,,,,,,,,"40.686027","-73.839777","409","28","112","4198392","4094210001","Richmond Hill","POINT (-73.839777 40.686027)"
"SENIOR CENTER CONTRACTS","30A04","Bethune Neighborhood Senior Center","COTHOA LUNCHEON CLUB INC","1970 AMSTERDAM AVENUE","NEW YORK","NY","10032","MANHATTAN","646-918-7710","Y",,,,,,,,,,,,,,,"40.83328","-73.94174","112","07","241","1076742","1021160033","Washington Heights South","POINT (-73.94174 40.83328)"
"SENIOR CENTER CONTRACTS","50701","JCC SOUTH SHORE NEIGHBORHOOD SENIOR CT","JEWISH COMMUNITY CENTER OF STATEN ISLAND INC","1297 ARTHUR KILL ROAD","STATEN ISLAND","NY","10312","STATEN ISLAND","718-475-5283","Y",,,,,,,,,,,,,,,"40.565262","-74.183882","503","51","228","5077603","5059000105","New Springville-Bloomfield-Travis","POINT (-74.183882 40.565262)"
"SENIOR CENTER CONTRACTS","22K01","CCNS ST LOUIS NEIGHBORHOOD SENIOR CENTER","CATHOLIC CHARITIES NEIGHBORHOOD SERVICES INC","230 KINGSTON AVENUE","BROOKLYN","NY","11213","BROOKLYN","718-771-7945","Y",,,,,,,,,,,,,,,"40.671821","-73.941982","308","35","339","3032045","3012500025","Crown Heights North","POINT (-73.941982 40.671821)"
"HOMECARE SERVICES CONTRACTS","1H501","PERSONAL TOUCH -BRONX","PERSONAL-TOUCH HOME CARE OF N.Y. INC.","186-18 HILLSIDE AVENUE","JAMAICA","NY","11432","QUEENS","718-468-2500","Y",,,,,,,,,,,,,,,"40.714611","-73.775629","412","27","480","4212835","4099340026","Jamaica","POINT (-73.775629 40.714611)"
"SENIOR CENTER CONTRACTS","24A04","STUYVESSANT GARDENS SOCIAL CLUB","RISEBORO COMMUNITY PARTNERSHIP INC","150 MALCOLM X BOULEVARD","BROOKLYN","NY","11221","BROOKLYN","347-318-3313","Y",,,,,,,,,,,,,,,"40.688335","-73.930144","303","36","293","3044658","3016360024","Stuyvesant Heights","POINT (-73.930144 40.688335)"
"SENIOR CENTER CONTRACTS","17601","HEIGHTS NEIGHBORHOOD SENIOR CENTER","BRONXWORKS INC","200 WEST TREMONT AVENUE","BRONX","NY","10453","BRONX","718-299-0300","Y",,,,,,,,,,,,,,,"40.851984","-73.916804","205","14","20502","2008966","2028770522","University Heights-Morris Heights","POINT (-73.916804 40.851984)"
"SENIOR CENTER CONTRACTS","21H01","ROSETTA GASTON NEIGHBORHOOD SENIOR CTR","WAYSIDE OUT-REACH DEVELOPMENT INC","460 DUMONT AVENUE","BROOKLYN","NY","11212","BROOKLYN","718-345-5665","Y",,,,,,,,,,,,,,,"40.66514","-73.902222","316","42","910","3328133","3037970001","Brownsville","POINT (-73.902222 40.66514)"
