"hmp_index","mitigation_actions_title","mitigation_actions_description","hazard_addressed","lead_agency","schedule_phase","action_category","support_agency","funding_source","cost_estimate","overall_start","overall_finish","additional_info","goals_objectives","priority","website","notes","mapped"
"MH.2018.025","Spring Creek Park","Spring Creek Park, NY - 47 Acre portion of Spring Creek Park located adjaent to the banks of Spring Creek and Ralph's Creek in Northern Jamaica Bay.  Project would restore 35 acres of habitat including 13 acres of inter-tidal salt marsh, 22.1 acres of maritime upland habitat.","Coastal erosion,Coastal storms,Flooding","U.S. Army Corps of Engineers","Existing","Coastal/Natural Resource Protection",,,,"2002-01-01T00:00:00.000","2018-04-04T00:00:00.000","Study Complete April 2018, PPA signed in August 2018, Construction to Start in 2018/2019","4.3","N/A","http://www.nan.usace.army.mil/Spring-Creek-Park",,"Not Mapped"
"MH.2018.026","Hudson Raritan Esturary (HRE) NY and NJ Ecosystem Restoration Program","Hudson Raritan Esturary (HRE) NY and NJ Ecosystem Restoration Program - The study purpose is to identify and document water resource related problems, existing conditions and factors contributing to environmental degradation within the estuary in order to develop potential solutions aimed at ecosystem restoration, while building upon existing restoration efforts and management plans (e.g., Harbor Estuary Program [HEP] Comprehensive Conservation Management Plan).","Coastal erosion,Coastal storms,Flooding","U.S. Army Corps of Engineers","Existing","Coastal/Natural Resource Protection",,,"46000000","1996-02-01T00:00:00.000","2021-01-01T00:00:00.000","Study is ongoing","4.1,4.2,4.3","N/A","http://www.nan.usace.army.mil/Media/Fact-Sheets/Fact-Sheet-Article-View/Article/647240/hudson-raritan-estuary-hre-ny-and-nj-ecosystem-restoration-program","Location information: 25 Mile Radius of the Statue of Liberty National Monument","Not Mapped"
"MH.2018.028","Hunters Point South","The entire 11 acre Hunters Point South Park is designed with resilient materials that can be completely inundated with water and drained during a large storm event. The phase II park features over an acre of tidal wetlands that protects the housing parcels behind them.","Coastal erosion,Coastal storms,Flooding","Economic Development Corporation","Completed","Coastal/Natural Resource Protection","DOT,Department of Environmental Protection,Department of Parks and Recreation,Housing Preservation and Development","City Capital","105000000","2014-08-01T00:00:00.000","2018-12-31T00:00:00.000",,"2.1,2.2,2.7,2.8","N/A","https://www.nycedc.com/press-release/city-opens-sprawling-55-acre-waterfront-park-hunters-point-south-long-island-city",,"Points"
"MH.2018.029","MARSHES Mitigation Banking Pilot (Saw Mill Creek)","Constructing a wetland that will serve as NYC's first wetland mitigation bank.","Coastal erosion,Coastal storms,Flooding","Economic Development Corporation","Existing","Coastal/Natural Resource Protection","Department of Parks and Recreation","City Capital","13000000","2012-03-01T00:00:00.000","2019-06-30T00:00:00.000",,"4.3","N/A","https://www.nycedc.com/project/marshes-initiative",,"Not Mapped"
"MH.2018.030","Coney Island Creek Raised Shoreline","Work includes bulkhead repair and the creation of a living shoreline along Coney Island Creek.","Coastal erosion,Coastal storms,Flooding","Economic Development Corporation","Existing","Coastal/Natural Resource Protection","Mayor's Office of Resiliency","CDBG-Rebuild By Design,City Capital","47000000","2018-11-01T00:00:00.000","2022-09-01T00:00:00.000",,"1.1,2.1,2.8","N/A",,,"Points"
"MH.2018.031","Design and Planning for Flood Resiliency:  Guideline for NYC Parks","The document, for NYC Parks designers as well as others in the greater Northeast, outlines NYC Parks goals for resilient waterfront parks, lays a foundation to understand concepts that influence flood zone policy, describes some of the major risks waterfront parks face, and presents some broad strategies that seek to address those risks.","Coastal erosion,Coastal storms,Flooding","Department of Parks and Recreation","Completed","Prevention and Policy",,,,,"2017-11-11T00:00:00.000",,"2.2,2.4,4.1,4.3","N/A","https://www.nycgovparks.org/planning-and-building/planning/resiliency-plans/flood-resiliency",,"Not Mapped"
"MH.2018.032","Emergency Protective Measures on Staten Island (M)","Emergency construction of temporary protective measures at FDR Beach and Boardwalk (R046) from Ocean Avenue South to Ocean Breeze Park, and New Dorp, Oakwood and Cedar Grove Beaches from New Dorp Avenue to Fox Lane, in Great Kills Park (R016) on Staten Island, Borough of Staten Island.","Coastal erosion,Coastal storms,Flooding","Department of Parks and Recreation","Completed","Coastal/Natural Resource Protection",,"City Capital,FEMA","5940000","2013-04-29T00:00:00.000","2013-12-12T00:00:00.000",,"4.3","N/A",,,"Polygon"
"MH.2018.033","Create a Strategic Plan for Public Recreational Land, including the Beachfront Recreation Areas and Open Space","Parks led a conceptual planning process for Staten Island in 2014","Coastal erosion,Coastal storms,Flooding","Department of Parks and Recreation","Completed","Coastal/Natural Resource Protection",,,"415000",,,,"4.3","N/A","https://www.nycgovparks.org/planning-and-building/planning/conceptual-plans/east-shore-shoreline-parks-plan",,"Not Mapped"
"MH.E.046","Redundant communications","Establish a redundant emergency communications system.","Coastal storms,Earthquakes,Infrastructure failures,Winter storms","Department of Education","Completed","Emergency Services","New York City Emergency Management","Other","5000000","2014-01-01T00:00:00.000","2016-01-01T00:00:00.000",,"2.3","N/A",,,"Not Mapped"
"MH.2018.034","Riverside Park and Fort Washington Park Pathway Reconstruction (Hurricane Sandy)","This project will reconstruct paths, pavements, and general site work in Riverside Park South, Riverside Park and Fort Washington Park in Manhattan, which were damaged by Hurricane Sandy.","Coastal erosion,Coastal storms,Flooding","Department of Parks and Recreation","Existing","Infrastructure Project",,"FEMA-406,Mayoral",,,,"Between $1 million and $3 million","2.9","N/A","https://www.nycgovparks.org/planning-and-building/capital-project-tracker/project/6178",,"Polygon"
"MH.2018.035","Ralph Demarco Park Shoreline Reconstruction (Hurricane Sandy)","This project will reconstruct the shoreline damaged by Hurricane Sandy in Ralph Demarco Park.","Coastal erosion,Coastal storms,Flooding","Department of Parks and Recreation","Existing","Infrastructure Project",,"FEMA-406,Mayoral",,"2016-07-01T00:00:00.000","2019-05-01T00:00:00.000","Between $3 million and $5 million","2.8,2.9","N/A","https://www.nycgovparks.org/planning-and-building/capital-project-tracker/project/6170",,"Polygon"
"MH.2018.036","Bayswater Park","Resiliency measures and community park improvements including berm and sports fields. Park of 428 related to Rockaway Beach Boardwalk. Lump Sum of hazard mitigation and can not access breakdown yet","Coastal erosion,Coastal storms,Flooding","Department of Parks and Recreation","Existing","Infrastructure Project",,"FEMA-406","59000000","2018-04-01T00:00:00.000","2022-06-01T00:00:00.000",,"2.8,2.9","N/A",,,"Not Mapped"
"MH.2018.037","Wolfe's Pond Park Landscape Reconstruction","This project will reconstruct the berm and restore the landscape in Wolfe's Pond Park.","Coastal erosion,Coastal storms,Severe weather","Department of Parks and Recreation","Existing","Infrastructure Project",,"FEMA-406,Mayoral","2778000","2013-03-01T00:00:00.000","2019-09-01T00:00:00.000",,"2.8,2.9","N/A","https://www.nycgovparks.org/planning-and-building/capital-project-tracker/project/5963",,"Polygon"
"MH.2018.042","Back-up generator - 60th Pct","Procure and install backup generators and automatic transfer switches at 60th Pct","Coastal storms,Earthquakes,Flooding,Infrastructure failures,Severe weather,Winter storms","New York City Police Department","Existing","Emergency Services",,"FEMA","1850000","2018-01-01T00:00:00.000",,,"1.1,2.1,2.7,2.8","N/A",,,"Points"
"MH.2018.044","Backup Generators - 5th Pct & 25th Pct","Procure and install backup generators and automatic transfer switches at the 5th Pct & 25th Pct","Coastal storms,Earthquakes,Flooding,Infrastructure failures,Severe weather,Winter storms","New York City Police Department","Existing","Emergency Services",,"City Capital","4389513","2015-06-30T00:00:00.000","2018-07-24T00:00:00.000",,"1.1,2.1,2.8,2.9","N/A",,,"Points"
"MH.2018.047","Climate Resiliency Design Guidelines","Developed a consistent methodology for incorporating climate data into the design of the City's infrastructure and buildings.","Coastal storms,Extreme temperatures,Flooding,Severe weather,Winter storms","Mayor's Office of Resiliency","Existing","Prevention and Policy","Department of Environmental Protection,New York City Department of Transportation,New York City Emergency Management,Port Authority of New York  & New Jersey",,,"2017-04-28T00:00:00.000",,"ongoing","2.4,2.5,2.6","N/A","https://www1.nyc.gov/assets/orr/pdf/NYC_Climate_Resiliency_Design_Guidelines_v2-0.pdf",,"Not Mapped"
"MH.2018.049","Mitigation of latent salt damage","Mitigation of latent salt damage to mechanical, electrical and plumbing systems (Hurricane Sandy).","Coastal storms,Flooding,Infrastructure failures,Severe weather,Winter storms","Port Authority of New York  & New Jersey","Existing","Infrastructure Project","Federal Emergency Management Agency","PANYNJ","190700000","2014-10-03T00:00:00.000","2026-08-09T00:00:00.000",,"2.1","N/A","https://corpinfo.panynj.gov/documents/Capital-Plan-2017-2026/","Corresponds to CB02-225 in PANYNJ's Capital Plan","Points"
"MH.2018.050","Mitigation of latent salt damage (Hurricane Sandy).","Mitigation of latent salt damage (Hurricane Sandy).","Coastal storms,Flooding,Infrastructure failures,Severe weather,Winter storms","Port Authority of New York  & New Jersey","Existing","Infrastructure Project","Federal Emergency Management Agency","PANYNJ","140800000","2014-10-03T00:00:00.000","2006-08-09T00:00:00.000",,"2.1","N/A","https://corpinfo.panynj.gov/documents/Capital-Plan-2017-2026","Corresponds to CB02-226 in PANYNJ's Capital Plan","Points"
"MH.2018.051","Mitigation of latent salt damage","Mitigation of latent salt damage to mechanical, electrical and plumbing systems (Hurricane Sandy).","Coastal storms,Flooding,Infrastructure failures,Severe weather,Winter storms","Port Authority of New York  & New Jersey","Existing","Infrastructure Project","Federal Emergency Management Agency","PANYNJ","3500000","2014-07-21T00:00:00.000","2019-09-28T00:00:00.000",,"2.1","N/A","https://corpinfo.panynj.gov/documents/Capital-Plan-2017-2026","Corresponds to CB03-285 in PANYNJ's Capital Plan","Points"
"MH.2018.052","Mitigation of latent salt damage","Mitigation of latent salt damage (Hurricane Sandy).","Coastal storms,Flooding,Infrastructure failures,Severe weather,Winter storms","Port Authority of New York  & New Jersey","Existing","Infrastructure Project","Federal Emergency Management Agency","PANYNJ",,"2014-07-21T00:00:00.000","2019-09-28T00:00:00.000",,"2.1","N/A","https://corpinfo.panynj.gov/documents/Capital-Plan-2017-2026","Corresponds to CB03-286 in Capital Plan","Points"
"MH.2018.053","Replacement of aeronautical operations area light circuit","Replacement of aeronautical operations area light circuit","Coastal storms,Flooding,Infrastructure failures,Severe weather,Winter storms","Port Authority of New York  & New Jersey","Existing","Emergency Services","Federal Emergency Management Agency","PANYNJ","18300000","2015-04-22T00:00:00.000","2020-01-29T00:00:00.000",,"2.1,2.1,2.2","N/A","https://corpinfo.panynj.gov/documents/Capital-Plan-2017-2026","Corresponds to CA02-484 in PANYNJ's Capital Plan","Points"
"MH.2018.054","Rehabilitation of pump house 6 substation.","Rehabilitation of pump house 6 substation.","Coastal storms,Flooding,Infrastructure failures,Severe weather,Winter storms","Port Authority of New York  & New Jersey","Existing","Infrastructure Project","Federal Emergency Management Agency","PANYNJ",,"2014-11-13T00:00:00.000","2018-11-24T00:00:00.000",,"2.1,2.1,2.2","N/A","https://corpinfo.panynj.gov/documents/Capital-Plan-2017-2026","Corresponds to CA02-488 in PANYNJ's Capital Plan","Points"
"MH.2018.055","Repair & hazard mitigation","Repair & hazard mitigation of cut & cover tunnel power distribution vault & pump station.","Coastal storms,Flooding,Infrastructure failures,Severe weather,Winter storms","Port Authority of New York  & New Jersey","Existing","Infrastructure Project","Federal Emergency Management Agency","PANYNJ","12500000","2016-10-14T00:00:00.000","2020-06-29T00:00:00.000",,"2.1,2.1,2.2","N/A","https://corpinfo.panynj.gov/documents/Capital-Plan-2017-2026","Corresponds CA03-764 in PANYNJ's Capital Plan","Points"
"MH.2018.056","Replacement of airside switchgears","Replacement of airside switchgears","Coastal storms,Flooding,Infrastructure failures,Severe weather,Winter storms","Port Authority of New York  & New Jersey","Existing","Infrastructure Project","Federal Emergency Management Agency","PANYNJ","5800000","2015-11-02T00:00:00.000","2019-05-05T00:00:00.000",,"2.1","N/A","https://corpinfo.panynj.gov/documents/Capital-Plan-2017-2026","Corresponds to CA03-765 in PANYNJ's Capital Plan","Points"
"MH.2018.057","Installation of tide gates/drainage check valves for outfalls.","Installation of tide gates/drainage check valves for outfalls.","Coastal storms,Flooding,Infrastructure failures,Severe weather,Winter storms","Port Authority of New York  & New Jersey","Existing","Property Protection","Federal Emergency Management Agency","PANYNJ","7800000","2015-05-08T00:00:00.000","2019-06-30T00:00:00.000",,"2.1","N/A","https://corpinfo.panynj.gov/documents/Capital-Plan-2017-2026/","Corresponds to CA03-766 in PANYNJ's Capital plan","Points"
"MH.2018.058","Replacement of light circuit at aeronautical operational area.","Replacement of light circuit at aeronautical operational area.","Coastal storms,Flooding,Infrastructure failures,Severe weather,Winter storms","Port Authority of New York  & New Jersey","Existing","Infrastructure Project","Federal Emergency Management Agency","PANYNJ","79900000","2015-04-07T00:00:00.000","2022-09-29T00:00:00.000",,"2.1,2.1,2.2","N/A","https://corpinfo.panynj.gov/documents/Capital-Plan-2017-2026/","Corresponds to CA03-769  in PANYNJ's Capital Plan","Points"
"MH.2018.059","Installation of floodgates at outfalls.","Installation of floodgates at outfalls.","Coastal storms,Flooding,Infrastructure failures,Severe weather,Winter storms","Port Authority of New York  & New Jersey","Existing","Property Protection","Federal Emergency Management Agency","PANYNJ","38200000","2017-03-17T00:00:00.000","2021-02-28T00:00:00.000",,"2.1,2.1,2.2","N/A","https://corpinfo.panynj.gov/documents/Capital-Plan-2017-2026","CA03-783 corresponds to PANYNJ's Capital Plan","Points"
"MH.2018.060","Replacement of underground electrical delivery lines at new york marine terminal.","Replacement of underground electrical delivery lines at new york marine terminal.","Coastal storms,Flooding,Infrastructure failures,Severe weather,Winter storms","Port Authority of New York  & New Jersey","Existing","Infrastructure Project",,"PANYNJ","800000","2018-03-15T00:00:00.000","2021-01-01T00:00:00.000",,"2.3","N/A","https://corpinfo.panynj.gov/documents/Capital-Plan-2017-2026/","Corresponds to number CP09-125 in PANYNJ's Capital Plan","Points"
"MH.2018.061","Upgrade of pavement subgrade at howland hook marine terminal.","Upgrade of pavement subgrade at howland hook marine terminal.","Coastal storms,Flooding,Infrastructure failures,Severe weather,Winter storms","Port Authority of New York  & New Jersey","Existing","Infrastructure Project","Federal Emergency Management Agency","PANYNJ","31700000","2016-03-31T00:00:00.000","2020-05-06T00:00:00.000",,"2.1,2.1,2.9","N/A","https://corpinfo.panynj.gov/documents/Capital-Plan-2017-2026","Corresponds to CP11-089 in PANYNJ's Capital Plan","Points"
"MH.2018.062","Replacement of signals in tunnels E & F","Replacement of signals in tunnels E & F","Coastal storms,Flooding,Infrastructure failures,Severe weather,Winter storms","Port Authority of New York  & New Jersey","Existing","Infrastructure Project","Federal Transit Administration","PANYNJ","91500000","2018-05-09T00:00:00.000","2022-01-01T00:00:00.000",,"2.1,2.1,2.2,2.9","N/A","https://corpinfo.panynj.gov/documents/Capital-Plan-2017-2026/","Corresponds to CR02-589 in PANYNJ's Capital Plan","Points"
"MH.2018.063","Replacement of radio and electronics in tunnels E & F","Replacement of radio and electronics in tunnels E & F","Coastal storms,Flooding,Infrastructure failures,Severe weather,Winter storms","Port Authority of New York  & New Jersey","Existing","Emergency Services","Federal Transit Administration","PANYNJ","20200000","2018-05-09T00:00:00.000","2022-01-01T00:00:00.000",,"2.2,2.8,2.9","N/A","https://corpinfo.panynj.gov/documents/Capital-Plan-2017-2026/","Corresponds to CR02-590 in PANYNJ's Capital Plan","Points"
"MH.2018.064","Replacement of 27kv, 15kv, traction power and inter-tripping cables in tunnels E & F","Replacement of 27kv, 15kv, traction power and inter-tripping cables in tunnels E & F","Coastal storms,Flooding,Infrastructure failures,Severe weather,Winter storms","Port Authority of New York  & New Jersey","Existing","Infrastructure Project","Federal Transit Administration","PANYNJ","172400000","2018-05-09T00:00:00.000","2022-01-01T00:00:00.000",,"2.2,2.3,2.9","N/A","https://corpinfo.panynj.gov/documents/Capital-Plan-2017-2026/","Corresponds to CR02-591 in PANYNJ's Capital Plan","Points"
"MH.2018.065","Replacement of lighting 480v power distribution equipment in tunnels E & F","Replacement of lighting 480v power distribution equipment in tunnels E & F","Coastal storms,Flooding,Infrastructure failures,Severe weather,Winter storms","Port Authority of New York  & New Jersey","Existing","Infrastructure Project","Federal Transit Administration","PANYNJ","58800000","2018-05-09T00:00:00.000","2022-01-01T00:00:00.000",,"2.2,2.3,2.9","N/A","https://corpinfo.panynj.gov/documents/Capital-Plan-2017-2026/","Corresponds to CR02-592 in PANYNJ's Capital Plan","Points"
"MH.2018.066","Replacement of corrosion protection and control system in tunnels E & F","Replacement of corrosion protection and control system in tunnels E & F","Coastal storms,Flooding,Infrastructure failures,Severe weather,Winter storms","Port Authority of New York  & New Jersey","Existing","Infrastructure Project","Federal Transit Administration","PANYNJ","21500000","2018-05-09T00:00:00.000","2022-01-01T00:00:00.000",,"2.2,2.3,2.9","N/A","https://corpinfo.panynj.gov/documents/Capital-Plan-2017-2026","Corresponds to CR02-594 in PANYNJ's Capital Plan","Points"
"MH.2018.067","Replacement of track, third rail and appurtenances in tunnels E & F","Replacement of track, third rail and appurtenances in tunnels E & F","Coastal storms,Flooding,Infrastructure failures,Severe weather,Winter storms","Port Authority of New York  & New Jersey","Existing","Infrastructure Project","Federal Transit Administration","PANYNJ","26600000","2018-05-09T00:00:00.000","2022-01-01T00:00:00.000",,"2.2,2.3,2.9","N/A","https://corpinfo.panynj.gov/documents/Capital-Plan-2017-2026/","Corresponds to CR02-595 in PANYNJ's Capital Plan","Points"
"MH.2018.068","79th Street Boat Basin Dock A Reconstruction (M071-310M)","This project will reconstruct Dock A at the 79th Street Boat Basin in Riverside Park.","Coastal storms,Flooding,Severe weather","Department of Parks and Recreation","Completed","Property Protection",,"FEMA-406,Mayoral","4500000","2010-03-01T00:00:00.000","2014-03-01T00:00:00.000",,"2.9","N/A","https://www.nycgovparks.org/planning-and-building/capital-project-tracker/project/2363",,"Points"
"MH.2018.069","Agency Vehicle Replacement","This project includes the replacement and update of OCME Fleet to ensure the continuity of essential functions during inclement weather (i.e. snow).  As vehicles are due for replacement, OCME has prioritized the purchase of 4-wheel drive vehicles to ensure functionality and safety in hazardous conditions.  In addition, the purchase of vehicles with special features anf/or retrofitted designs allow for the multi-use of vehicles for remains storage, transport and movement of personnel and materials as needed during an incident.","Coastal storms,Flooding,Winter storms","Office of Chief Medical Examiner","Existing","Emergency Services","Department of Citywide Administrative Services","City Capital","10000000",,,"Ongoing","2.1,2.9","N/A",,,"Not Mapped"
"MH.2018.070","Window Replacement at PSA 1","Replace existing windows with stormproof windows","Coastal Storms,Severe Weather","New York City Police Department","Existing","Property Protection",,"FEMA","79396",,,"TBD","1.1,2.1,2.7,2.8","N/A",,,"Points"
"MH.2018.071","Downscaled Projections of Extreme Rainfall","Projections (IDF curves) of extreme rainfall across NYS. Online visualization tool.","Flooding,Severe Weather","New York State Energy Research and Development Authority","Completed","Education and Awareness",,"Ratepayers","230000",,,,"1.1,4.1,5.2","N/A","http://ny-idf-projections.nrcc.cornell.edu/idf_viewer.html",,"Not Mapped"
"MH.C.002","Redundant emergency generators","Install generators for trauma centers. Group 2, 3, and 4 general hospitals, D&TC centers, and nursing facilities.","CBRN,Coastal Storms,Earthquakes,Flooding,Infrastructure Failure,Severe Weather","NYC Health + Hospitals","Completed","Emergency Services","Department of Sanitation","City Capital","90000000","2015-12-01T00:00:00.000",,,"1.1,2.1,2.3","N/A",,,"Points"
"MH.C.003","Bellevue Hospital power quick connects","Install quick connects for external generators for in-patient areas of Bellevue Hospital.","Coastal Storms,Flooding,Infrastructure Failure","NYC Health + Hospitals","Completed","Emergency Services",,"CDBG,City Capital,FEMA-HMGP","96000","2015-12-01T00:00:00.000","2016-03-01T00:00:00.000",,"1.1,2.1,2.7,2.8","N/A",,,"Points"
"MH.C.004","Henry J. Carter Hospital improvements","Purchase backup generator and make associated structural improvements.","Coastal Storms,Flooding,Infrastructure Failure","NYC Health + Hospitals","Completed","Emergency Services",,"CDBG,City Capital,FEMA-HMGP","920000","2015-12-01T00:00:00.000",,,"1.1,2.1,2.3,2.7,2.8","N/A",,,"Points"
"MH.C.005","Green zoning regulations","Remove impediments to the construction and retrofit of green buildings and promote sustainable and resilient stormwater management through green and blue roofs, the use of permeable pavement, residential streetscape preservation, yard and open space enhancements, and green standards for parking lots. Additionally, regulations allow greater flexibility for location of boilers and cogeneration facilities on rooftops, increasing a building's resiliency during a disaster.","Coastal Storms,Flooding,Infrastructure Failure,Severe Weather","Department of City Planning","Completed","Prevention and Policy","Department of Buildings","Unknown","0",,"2012-04-30T00:00:00.000","2011","2.1,2.3,2.4,4.3","N/A",,,"Not Mapped"
"MH.C.006","Parking lot stormwater management","Promote the greening of new and expanded commercial parking lots of more than 18 spaces, or 6,000 square feet, by requiring landscaping, perimeter screening, street tree planting, minimum percentage of planting in front yards, and maneuverability standards based on the lot size. In keeping with PlaNYC sustainability goals, the new regulations, approved in 2007, will assist in effectively managing stormwater runoff, cooling the air, reducing the heat island effect, improving vehicular circulation, and enhancing the public realm by visually improving unsightly expanses of pavement.","Coastal Storms,Extreme Temperatures,Flooding,Infrastructure Failure","Department of City Planning","Completed","Prevention and Policy","Department of Environmental Protection,Department of Parks and Recreation","Unknown","0",,,"2008","2.3,4.3,4.4","N/A",,,"Not Mapped"
"MH.C.007","Hazard mitigation planning and zoning","Examine ways to incorporate hazard mitigation goals into City-sponsored rezoning initiatives. A number of rezonings with waterfront and floodplain components have been adopted, including Greenpoint/Williamsburg, Coney Island, Hunter's Point, East Shore of Staten Island, and Hamilton Beach and Broad Channel. These rezonings incorporate goals established in the Waterfront Revitalization Program (WRP), increase open space along the waterfront, and encourage flood resilient construction in new development.","Coastal Storms,Flooding","Department of City Planning","Completed","Prevention and Policy",,"Unknown","0","2017-09-07T00:00:00.000",,"WRP - 2002 and 2012 revisions, HMP 2009, revisions 2016","2.2,2.7,4.3","N/A",,,"Not Mapped"
"MH.C.008","Waterfront open space","Promote the preservation and development of waterfront open space. Pursuant to Policy 8 of the Waterfront Revitalization Program (WRP), the development of public open space along the waterfront is promoted through public and private initiatives. This effort increases biodiversity and natural assets while supporting flood resiliency efforts by mitigating the impact of sea level rise, erosion, subsidence, and other flood risks.","Coastal Erosion,Coastal Storms,Flooding","Department of City Planning","Completed","Coastal/Natural Resource Protection","Department of Environmental Protection,Department of Parks and Recreation","Unknown","0",,,,"2.2,4.3","N/A",,,"Not Mapped"
"MH.C.009","Waterfront Revitalization Program consistency","Review discretionary projects for consistency with the Citys Waterfront Revitalization Program (WRP). Policy 6 of the WRP establishes a goal of minimizing loss of life, structures and natural resources caused by flooding and [coastal] erosion,"" and impacts decisions regarding all discretionary review of development on the waterfront and in the 100-year floodplain. Policy 5 protects water quality in coastal areas by ensuring wetlands and natural areas, which are critical buffers against flood hazards, receive sufficient quantities of water to sustain or improve their functioning. The WRP revisions proactively advance resiliency by incorporating climate change and emergency preparedness considerations into its Coastal Zone Management Program.","Coastal Erosion,Coastal Storms,Flooding","Department of City Planning","Completed","Prevention and Policy",,"Unknown","0",,,"WRP - 2002 and 2012 revisions; 2016 revisions","2.1,2.2,4.3","N/A",,,"Not Mapped"
"MH.C.010","Front yard planning requirements","Prevent excessive paving of front yards. Require a minimum percentage of all front yards be landscaped, prohibit steeply pitched driveways in front yards, and encourage rear-yard garages to maximize planting area in the front yard. This package of regulations mitigates stormwater run-off, reduces surrounding temperatures, and enhances the attractiveness of neighborhood streets while furthering PlaNYC sustainability goals.","Coastal Storms,Extreme Temperatures,Flooding","Department of City Planning","Completed","Prevention and Policy","Department of Environmental Protection,Department of Parks and Recreation","Unknown","0",,,,"2.3,4.3,4.4","N/A",,,"Not Mapped"
"MH.C.011","Street tree requirements","Require planting of one street tree for every 25 feet of street frontage of the zoning lot for new developments, major enlargements, and certain use conversions. Each lot is subject to a minimum of one street tree. This zoning resolution establishes requirements for sidewalk planting strips in lower-density residential districts. These zoning regulations, adopted into law on April 30, 2008, support PlaNYC goals for increased street tree canopy, air quality improvement, and stormwater management. They also help reduce the urban heat island effect.","Coastal Storms,Extreme Temperatures","Department of City Planning","Completed","Coastal/Natural Resource Protection","Department of Environmental Protection,Department of Parks and Recreation","Unknown","0",,,,"2.3,4.3,4.4","N/A",,,"Not Mapped"
"MH.C.012","Tree planting","Partner with stakeholders to help plant one million trees by 2017. Trees reduce temperatures, absorb additional stormwater, and decrease flooding.","Coastal storms,Extreme temperatures,Flooding","Department of Parks and Recreation","Completed","Coastal/Natural Resource Protection","Department of Buildings,Mayor's Office of Resiliency,New York City Department of Transportation","Mayoral","0","2017-03-01T00:00:00.000","2017-06-01T00:00:00.000","Between $1million and $3 million","1.5,2.1,4.3","N/A","https://www.nycgovparks.org/planning-and-building/capital-project-tracker/project/8685","The Millionth tree was planted in 2015 - a recognition event was head in December 2015; Mayor DeBlasio pledged another 100,000 trees.","Not Mapped"
"MH.C.013","Advanced warning system","Provide advanced warning of wind and other weather hazards to registered construction superintendents, site safety managers, and the media. This system will allow construction sites to take mitigating steps prior to the onset of hazardous weather.","Coastal storms,Severe weather,Winter storms","Department of Buildings","Completed","Emergency Services",,"City Expense","0",,,"Completed and in effect","1.2,1.3","N/A",,,"Not Mapped"
"MH.C.014","Construction Code revision","Enhance connectivity requirements for structural components. These changes will increase the structural integrity of new buildings, allowing them to better withstand an unanticipated event.","Earthquakes,Flooding,Severe weather","Department of Buildings","Completed","Prevention and Policy",,"City Expense","0",,"2009-07-01T00:00:00.000",,"1.3,2.5","N/A",,,"Not Mapped"
"MH.C.015","Construction Code revision","Introduce importance factors into the design of new critical facilities, power generating facilities, water treatment plants, and buildings where 300 people or more congregate in one area. Importance factors increase the design seismic, snow, and wind loads of a structure to prevent catastrophic collapse.","Coastal storms,Earthquakes,Severe weather,Winter storms","Department of Buildings","Completed","Prevention and Policy",,"City Expense","0",,"2009-07-01T00:00:00.000",,"1.3,2.4,2.5,2.7","N/A",,,"Not Mapped"
"MH.C.016","Construction Code revision","Provide fee rebates to encourage construction of sustainable buildings.","Coastal storms,Drought,Extreme temperatures,Severe weather,Winter storms","Department of Buildings","Completed","Prevention and Policy",,"City Expense","0",,,"Completed and in effect","1.3,2.4,2.5","N/A",,,"Not Mapped"
"MH.C.017","Construction Code revision","Require overflow drains to protect roof structures if primary roof drains fail.  The structural load of accumulated rainwater will be accounted for in roof design.","Coastal storms,Flooding,Severe weather,Winter storms","Department of Buildings","Completed","Prevention and Policy",,"City Expense","0",,"2009-07-01T00:00:00.000",,"1.3,2.4,2.5","N/A",,,"Not Mapped"
"MH.C.018","Riverside clinic upgrade","Equip the new back-up Department of Emergency Operations Center (DEOC) with the appropriate infrastructure and technology to support DOHMH public health response to a citywide emergency.","Coastal Storms,Cyber Threats,Flooding,Infrastructure Failure,Severe Weather","Department of Health and Mental Hygiene","Completed","Property Protection","Department of Citywide Administrative Services,Department of Design and Construction","City Capital,Other Federal","447000",,"2014-02-01T00:00:00.000",,"2.3","N/A",,"All work completed and tested.","Not Mapped"
"MH.C.019","Emergency power generators","Provide five large and 60 small emergency power generators to facilities during a hazard event.","Coastal storms,Earthquakes,Extreme temperatures,Flooding,Infrastructure failures,Severe weather","Department of Sanitation","Completed","Emergency Services",,"City Expense","0",,,"Duration of emergency/immediate","2.3","N/A",,"Preliminary standard operating procedures for any forcasted event that threatens facilities.","Not Mapped"
"MH.C.020","59th Street MTS - Repair and Flood Hazard Mitigation","The 59th St Marine Transfer Station required pier repairs, office repairs, conduit repair/replacement, and replacement of electrical equipment due to flood waters over four feet above the pier level, flooding one and one-half feet above office floors, and wind damage.","Coastal storms,Flooding,Infrastructure failures,Severe weather,Winter storms","Department of Sanitation","Completed","Prevention and Policy",,"City Capital,FEMA","7973000","2014-09-25T00:00:00.000","2016-04-11T00:00:00.000","TBD","2.9","N/A",,"Floodproofing for pier electrical room, Emergency generator ablove FEMA flood elevation, submersable capstans","Points"
