"agency","mbpo_organization_dfta_fy_14","brief_program_description","new_applicant","requested_funding","recommended_funding","program_name","address","city","state","zip","borough","latitude","longitude","community_board","community_council","census_tract","bin","bbl","nta"
"DOE","Circle in the Square Theatre School, Inc.","Circle in the Square Theatre does two annual Outreach Performances series that helps them to serve students and senior citizens as well as gain new audiences. One of their series is dedicated to reaching students, while the other reaches a wider audience. ","No","5000.00","0.00","Outreach Performances","1633 Broadway","New York","NY","10019","MANHATTAN","40.761574","-73.983962","5","3","131","1024812","1010220043","Midtown-Midtown South                                                      "
"DFTA","New York City Center, Inc.           ","As part of New York City Center's Outreach Initiatives, intended to promote lifelong engagement with the arts, City Center will offer seniors a free musical theater program based on City Center's acclaimed Encores! Series of rarely heard American musicals. Through its community partners, City Center distributes tickets to the three Encores! final dress rehearsal performances and seminars.","No","5000.00","0.00","City Center Senior Programs","130 West 56th Street","New York","NY","10019","MANHATTAN","40.764151","-73.978889","5","4","137","1023391","1010080015","Midtown-Midtown South                                                      "
"DOE","Alvin Ailey Dance Foundation, Inc.","Ailey Camp is a 6-week summer program that uses the power of disciplines dance training, creative writing instruction, and personal development and communication workshops to provide a highly motivating experience for underserved youth. ","No","10000.00","3000.00","AileyCamp New York","405 West 55th Street","New York","NY","10019","MANHATTAN","40.766839","-73.987163","4","3","139","1026846","1010650029","Clinton                                                                    "
"DOE","Museum  of Arts and Design","MADlab k-12 is the Museum's flagship arts in education program, designed to engage K-12 students-- focusing on New York City youth --in the art of making; encourage social and skill development via learning with the hands; and help students and teachers achieve the requirements of NYC's Blueprint for Teaching and Learning in the Arts.","Yes","15000.00","3000.00","MADlab K-12","2 Columbus Circle","New York","NY","10019","MANHATTAN","40.7677","-73.981957","5","3","137","1024910","1010300001","Midtown-Midtown South                                                      "
"DOE","Reading Reform Foundation of New York","Reading Reform Foundation proposes to serve 3 Manhattan elementary schools in FY 14. The in-school teacher-training program creates a collaboration among RRF consultants, school adminstrators, participating teachers and their grades K-3 classes over a school year. ","No","10000.00","0.00","In-School Teacher-Training Program","333 West 57th Street, Suite 1L","New York","NY","10019","MANHATTAN","40.767176","-73.983946","4","3","139","1082450","1010487504","Clinton                                                                    "
"DOE","The 52nd Street Project","Smart Partners is an academic mentoring/tutoring program for underserved children, ages 10-18, from Hell's Kitchen, who are enrolled at The 52nd Street Project, pairing Project kids with individual adult mentors. There are currently 53 pairs of Smart Parners who meet at least once a week at the Project Clubhouse for ninety-minute long one-on-one sessions. ","No","10000.00","3000.00","Smart Partners","789 - 10th Avenue","New York","NY","10019",,,,,,,,,
"DOE","Trident Swim Foundation","The Trident Swim Foundation (TSF) is a start-up non-profit organization focused on creating and supporting swimming-based academically oriented youth development programs in New York City. Since April 2007, the foundation has progressed from exploratory talks to an active program at George Washington Educational Campus.","Yes","9000.00","3000.00","George Washington Educational Campus Swim Program","150 West 55th Street, #8A","New York","NY","10019","MANHATTAN","40.763868","-73.98016","5","4","137","1023386","1010070054","Midtown-Midtown South                                                      "
"DOE","Blackberry Productions, Inc. ","Blackberry Productions (BP) will produce the company's signature community outreach event: Harlem Renaissance ll on Tour, that will bring professional theater performances to between 500 and 700 under-served youth throughout Harlem.","Yes","7500.00","0.00","Harlem Renaissance II on Tour","549 West 52nd Street","New York","NY","10019-501",,,,,,,,,
"DFTA","James Lenox House Association, Inc. ","James Lenox House residents are all older adults 55+ who live independently under Mitchell-Lama regulations; the Asoociation provides a variety of services to help assure their continued health, mental acuity and quality of life. The project will provide partial reimbursement for our social services program for our 100+ residents: a licensed social work supervisor(consultant), 2 unpaid interns and overall supervision by Exec Director.","No","20000.00","7500.00","Health Maintenance Program - Social Work Services","49 East 73rd Street","New York","NY","10021","MANHATTAN","40.77228","-73.964474","8","4","130","1041499","1013880026","Upper East Side-Carnegie Hill                                              "
"DFTA","Lenox Hill Neighborhood House, Inc. ","We are requesting $15,000 for our East Side Transportation Program provides transportation services to our frail older adult clients in Community Districts 6 and 8. Operating seven days a week, our East Side Transportation Program provides escorted rides to senior clients in order to meet the transportation needs identified by seniors, staff and our partners in the East Side senior service community.","No","15000.00","8000.00","East Side Transportation Program","331 East 70th Street","New York","NY","10021","MANHATTAN","40.766925","-73.95795","8","5","126","1044838","1014450014","Lenox Hill-Roosevelt Island                                                "
"DOE","Turtle bay Music School","TBMS works to fill the music education gqp in NYC public Schools with sustainable in-school and after-school programs that benefit students, teachers, schools, and their communities. We reach nearly 2,000 students annually in 8 schools located in 5 conucil districts.","Yes","10000.00","0.00","Public School Partnerships for Music Education","244 East 52nd Street","New York","NY","10022","MANHATTAN","40.75663","-73.968814","6","4","98","1038477","1013250032","Turtle Bay-East Midtown                                                    "
"DOE","Working in Support of Education","W!SE Institute is a unique educational program that is intergrated into the curriculum at the High Schoool of Econoics and Finance. The institute offers 100+ seminars delivered by 250+ volunteers from the private, independent and government sectors Students receive 32 housrs of credit-bearing seminar instruction over four 8-week modules per academic year.","Yes","5000.00","3000.00","W!SE Institute","227 East 56th Street, Suite 201","New York","NY","10022","MANHATTAN","40.759268","-73.967268","6","4","108","1038592","1013300011","Turtle Bay-East Midtown                                                    "
"DPR","Turtle Bay Tree Fund, Inc.","Grant will fund a portion of the cost to purchase and plant 290 tree beds in the neighborhood from 48th St. to 51st St. and from Third Ave. to Beekman Place. ","No","3000.00","0.00","Flower Planting in Neighborhood Tree Beds","208 East 51st Street, #238","New York","NY","10022","MANHATTAN","40.756249","-73.969853","6","4","98","1081183","1013240001","Turtle Bay-East Midtown                                                    "
"DFTA","Community Works Inc.","If They Came for Me Today: The Japanese American Internment Project explores the stories of 19 men and women who were interned or impacted by the internment of Japanese-American citizens during World War II. This living history exhibit honors the lives of senior citizens-including five New Yorkers-and teaches us how historical events are always linked to powerful personal stories.","No","7500.00","3000.00","If They Came for Me Today: The Japanese American Internment Project","55 West End Avenue ","New York","NY","10023","MANHATTAN","40.774058","-73.988681","7","6","151","1087719","1011710063","Lincoln Square                                                             "
"DFTA","Out of the Box Theatre Company, Inc.","In October 2013 Out-of-the-Box plans to present an equity showcase production with a cast composed primarily of actors over the age of 50.  Complimentary tickets will be offered to low income senior citizens from local senior and community centers.","No","7000.00","3000.00","2013 Equity Showcase play: Is He Dead? by Mark Twain & David Ives (tentative)","C/O 33 Riverside Drive, Apt. 6-G","New York","NY","10023","MANHATTAN","40.78244","-73.984423","7","6","163","1031018","1011850001","Upper West Side                                                            "
"DFTA","Vocal Ease, Inc.","Each year Vocal Ease perfoms more than 130 live, on-site cabare-style shows for New York City senior citizens at a minimum of 80 hospitals, nursing homes, senior centers and senior residences reaching a population of approximately 6,500. Ninety percent of our shows are in Manhattan where the group performs in all 10 New York City Council Districts.","No","4500.00","4500.00","Vocal Ease Cabaret","240 West 73rd Street, Suite 1403","New York","NY","10023","MANHATTAN","40.779876","-73.982553","7","6","159","1030522","1011640047","Lincoln Square                                                             "
"DOE","Elaine Kaufman Cultural Center/Lucy Moses School","Success Through Suzuki, a program of Kaufman Music Center's Lucy Moses School, helps disadvantaged children expand their potential through an intensive music program that combines private and group lessons, public performances, and parental involvement.","Yes","5000.00","3000.00","Success Through Suzuki at P.S. 161 in Harlem","129 West 67th Street","New York","NY","10023","MANHATTAN","40.774919","-73.982745","7","6","153","1081024","1011390008","Lincoln Square                                                             "
"DOE","FamilyKind Ltd.","FamilyKind's Education Program for children and teenagers offers critical support and education to youth when their parents are going through a separation or divorce. The program is designed to tackle the six psychological tasks that children of divorce or parental separation face, identified by renowned psychologist, Dr. Judith Wallerstein.","Yes","9999.00","0.00","Children/Teen Education Program for Families Experiencing Divorce and Separation","P.O. Box 230355","New York","NY","10023",,,,,,,,,
"DOE","West Side Cultural Center, Inc.","Taste of Broadway is a motivational program for at-risk youth in the (AIDP/STH) NYC Board of Education's Drop out prevention program. The program introduces students to the world of theater.","Yes","10000.00","0.00","Taste of Broadway Motivational Program For NYC Dropout Provention Students","136 West 70th Street",,,"10023","MANHATTAN","40.7765","-73.980701","7","6","153","1029654","1011410046","Lincoln Square                                                             "
"DOE","Opus 118 Harlem School of Music","For 30 weeks each year, the After-School Program offers students of all ages highly-subsidized 30-,45-, or 60-minute private, partner, and ensemblem instruction for violin, viola, cello, guitar, and/or piano.","Yes","5000.00","0.00","After-School Program","c/o Kaufman Ctr. - 129 West 67th Street","New York","NY","10023",,,,,,,,,
"DOE","Young People's Chorus of New York City, Inc. ","YPC provides in-school and after-school choral instruction and performance opportunities to a wide range of New York City children and teenagers from all five boroughs, including those with little or no access to music education in their own public schools.","No","10000.00","3000.00","YPC After School and Satellite Schools Choral Music Programs","1995 Broadway, Suite 305","New York","NY","10023","MANHATTAN","40.77524","-73.982186","7","6","153","1070358","1011397502","Lincoln Square                                                             "
"DOHMH","The Jewish Guild for the Blind","The Guild is requesting a grant to help cover a portion of the cost of the health education materials for adults that are distributed to thos who receive services at the guild or attend our community health education programs throughout Manhattan.  ","No","10000.00","0.00","Community-based Health Education and Outreach","15 West 65th Street","New York","NY","10023","MANHATTAN","40.772091","-73.979908","7","6","149","1028162","1011180014","Lincoln Square                                                             "
"DPR","The Coalition for Consumer Bankruptcy Debtor Education","The Parks Opportunity Program is a transitional employment program - with approximately 2,500 trainees working in NYC's park centers. In preparation for private sector careers, POP trainees gain skills in fields of security, horticulture, administration, maintenance and customer service while receiving employment and career counseling.","Yes","5000.00","0.00","Wise Wallets","140 West 62nd Street","New York","NY","10023","MANHATTAN","40.771609","-73.984652","7","3","145","1028829","1011320001","Lincoln Square                                                             "
"DFTA","DOROT, Inc. ","DOROT's Homelessness Prevention Program (HPP), established in 1983, provides temporary housing to homeless New York City seniors with the goal of relocating them to safe affordable permanent homes. The HPP accepts appropriate seniors 60 older who whilling to apply for benefits and seek permanent housing.","No","10000.00","7500.00","DOROT's Homelessness Prevention Program","171 West 85th Street","New York","NY","10024","MANHATTAN","40.786591","-73.974513","7","6","169","1032139","1012160003","Upper West Side                                                            "
"DFTA","Service Program for Older People, Inc. ","SPOP provides professional training workshops to the staff of organizations that serves seniors, community organizations, social agencies, and residential facilities throughout Manhattan.  The purpose of the workshiops is to introduce staff to the basics of Geriatric Mental Health.","No","10000.00","8000.00","Education and Training on Mental Health Issues in Older Adults","302 West 91st Street","New York","NY","10024","MANHATTAN","40.792171","-73.975796","7","6","179","1034085","1012510022","Upper West Side                                                            "
"DFTA","West Side Center for Community Life","The West Side Campaign Against Hunger provides over one million meals to 122,000 low income people. We also make a lasting impact by promoting self-sufficiency through a six member counseling unit, partner organizations, and transition programs. ","No","15000.00","7500.00","West Side Campaing Against Hunger","263 West 86th Street","New York","NY","10024","MANHATTAN","40.788672","-73.977332","7","6","175","1033195","1012347502","Upper West Side                                                            "
"DFTA","West Side Federation for Senior and Supportive Housing","The Vacation Enrichment Program will provide services and activities for seniors and their grandchildren as well as employment opportunities for young adults in the Manhattan Valley community. ","Yes","7580.00","5000.00","Grand Families Vacation Enrichment Program - The Center at Red Oak","2345 Broadway","New York","NY","10024","MANHATTAN","40.787931","-73.976838","7","6","171","1081052","1012330011","Upper West Side                                                            "
"DOE","Ballet Hispanico of New York, Inc.","Performance for Young People is an education outreach program in approximately 10 Manhattan schools located in high-need neighborhoods. A grant from MBPO would help BH to lower the fees of providing their arts education program to schools. ","No","5000.00","3000.00","Education & Outreach Bhdos Performances for Young People","167 West 89th Street","New York","NY","10024","MANHATTAN","40.78917","-73.972525","7","6","173","1081050","1012200107","Upper West Side                                                            "
"DOE","Common Cents New York, Inc. ","The Penny Harvest is an educational program to foster ethical citizenship and student leadership for students ages 4 - 14. The program is on over 700 schools in all five boroughs and empowers children from every life circumstance to become socially engaged philanthropist in school.","No","10000.00","0.00","Penny Harvest","570 Columbus Avenue ","New York","NY","10024","MANHATTAN","40.787556","-73.971407","7","6","173","1032247","1012180036","Upper West Side                                                            "
"DOE","St. Luke's Chamber Ensemble, Inc.","Orchestra of St. Luck's Arts Education program seeks to provide both an opportunity for all public school children to experience the joy of attending a musical performance, as well as an instrument coaching program at select schools and neighborhood partners.","No","9000.00","3000.00","Orchestra of St. Luke's Arts Education","450 West 37th Street, Suite 502","New York","NY","10024","MANHATTAN","40.756058","-73.996759","4","3","111","1087066","1007347502","Hudson Yards-Chelsea-Flatiron-Union Square                                 "
"DOE","Vital Theatre Company","Page to stage programs work with K-8 and fosters self-confidence, creative independence, and artistic growth by encouraging students to unearth their authentic voices. We teach practical, hans-on skills in the theatrical arts such as playwriting, producing, acting, and design led by professional teaching artists.","No","7000.00","0.00","Vital Voices: Page to Stage","2162 Broadway, 4th Fl.","New York","NY","10024","MANHATTAN","40.781912","-73.980996","7","6","163","1030861","1011680022","Upper West Side                                                            "
"DFTA","Alpha Omega 1-7 Theatrical Dance Company, Inc.","A choreography lab is being developed for the seniors of the East Harlem community at the Leonard Covello Senior Center. Utilizing a blend of contemporary modern dance and Latin influenced movement, choreography will be created and taught to approximately 20 senior participants.","Yes","7200.00","3000.00","Wellness program - Choreography Lab","711 Amsterdam Avenue, Ste. 4E","New York","NY","10025","MANHATTAN","40.793032","-73.971097","7","6","181","1032551","1012250001","Upper West Side                                                            "
"DFTA","Bloomingdale Aging in Place, Inc.","The Neighborhood Senior Wellness program of BAiP is aimed at reducing falls, frailty, stress and isolation in this vulnerable senior population. During the current (fiscal) year, thanks to the generosity of the MBPO Community Grant program, BAiP has offered free tai chi and yoga classes that have been attended, to date, by 52 BAiP members for an average of 11 sessions each.","No","6000.00","4000.00","Neighborhood Senior Wellness","P.O. Box 497","New York","NY","10025",,,,,,,,,
"DFTA","Dance Parade. Inc.","Dance Parade plans to provide four such programs, called ""Ageless Action"", to seniors (generally aged between 60 and 80 years old) at four different locations in Manhattan (see below). This is a 24 week program that will help senior develop agility and motor skills and feel engaged with others in their community by teaching flexibility exercises infused with cultural knowledge in a small group setting.","No","9200.00","3000.00","""Ageless Action"" - A Community Engagement Program","61 West 104th Street, Suite 3B","New York","NY","10025","MANHATTAN","40.797723","-73.963348","7","7","189","1075647","1018400010","Upper West Side                                                            "
"DFTA","Jewish Home Lifecare Manhattan","The award-winning Geriatric Career Development (GCD) program of Jewish Home Lifecare (JHL), founded in 2006, is an inter-generational program that enriches the live of New York City elders by assisting at-risk New York City youth acquire careers in geriatric health care.","No","25000.00","10000.00","Jewish Home Lifecare Geriatric Development Program","120 West 106th Street","New York","NY","10025","MANHATTAN","40.799905","-73.96447","7","7","189","1081582","1018600020","Upper West Side                                                            "
"DFTA","One Stop Senior Services","One Stop Senior Services offers four distinct programs for vulnerable seniors, its core program, Case Management provides daily drop-in counseling at a conveniently located center.  Clients meet one-on-one with a case manager and receive advice, counseling, and assistance in getting medicare, medicaid, ssi, food-stamps and other entitlements for which they qualify.","No","15000.00","9500.00","Continuing Services in a Changing Environment","747 Amsterdam Avenue, 3rd Fl.","New York","NY","10025","MANHATTAN","40.794311","-73.970169","7","7","181","1055891","1018510001","Upper West Side                                                            "
"DFTA","The Symphony Space, Inc.","The goal of the Thalia Music Club is to provide intellectually stimulating cultural fare for seniors and other citizens who have weekday afternoons free. The program will be presented at Symphony Space during the daytime, to allow seniors to travel to and from the venue confidently, in the hours when many seniors are most active. ","No","5000.00","3000.00","Thalia Music Club","2537 Broadway","New York","NY","10025","MANHATTAN","40.793842","-73.972393","7","6","183","1033687","1012420055","Upper West Side                                                            "
"DOE","Parent JobNet, Inc.","ParentJobNet connects local businesses with public school parents seeking employment. PJN provides free workforce-focused ESL classes, financial literacy, job readiness, career options, computer training workshops, career counseling, and job placement. ","Yes","25000.00","0.00","Workforce Educational Programs & Services","32 West 92nd Street, Rm. 136","New York","NY","10025","MANHATTAN","40.789526","-73.967574","7","6","177","1081042","1012050006","Upper West Side                                                            "
"DOE","PS 75 - Parent Teacher Association, Ltd","We are seeking funds to continue our full year partnership will Studio in a School, which provides in-classroom art education to our second, third, and fourth graders. Our collaboration will provide weekly visual art instruction for the nineteen classes not served by the school's part-time art especialist. ","Yes","3000.00","0.00","Supporting Classroom Art Education for Elementary School  Children at PS 75","735 West End Avenue ","New York","NY","10025","MANHATTAN","40.795157","-73.973292","7","6","183","1034190","1012530065","Upper West Side                                                            "
"DOE","Reading Empowers, Inc.","The Reading Empowers Initiative seeks to continue the mission of Reading Empowers by instilling a lifelong passion for reading in young students in New York. ","Yes","5000.00","0.00","Reaidng Empowers Initiative","514 West 110th Street, 9B","New York","NY","10025","MANHATTAN","40.803474","-73.965079","7","7","195","1056715","1018817503","Morningside Heights                                                        "
"DOE","Trinity Lutheran Church ","The Creative Learning Center is a nonsectarian afterschool program serving very low-income children in grades K-6. Approximately 84% of our children are Latino and come from immigrant families having recently arrived in the United States. We offer homework assistance, academic instruction, fun, games, and exposure to a variety of musical and artistic traditions.","No","5000.00","3000.00","Creative Learning Center","164 West 100th Street","New York","NY","10025","MANHATTAN","40.796423","-73.967972","7","7","185","1055907","1018520059","Upper West Side                                                            "
"DOHMH","Dominican Sunday, Inc. Community Services","The Dominican Sunday, Inc proposes to develop a Domestic Violence Program to assist and create awareness in the communities we represent. ""Despierta Mujer"" will provide support, professional referrals, prevent violence and advocate justice for victims enduring or that had been under abuse. ","No","84500.00","0.00","""Despierta Mujer""- Domestic Violence Program (DMDV)","175 West 107th Street","New York","NY","10025","MANHATTAN","40.800734","-73.964296","7","7","193","1055983","1018620001","Morningside Heights                                                        "
"DFTA","Canaan Baptist Church of Christ ","Canaan serve the elderly population in Central Harlem, which consist of east and West from 110th Street to 155th Street North. Through the nutrition programs breakfast and lunch Canaan Serves an average of 20 to 40 breakfast and 55 to 60 lunches daily.","No","15000.00","5000.00","Canaan Baptist Church of Christ","132 West 116th Street","New York","NY","10026","MANHATTAN","40.802519","-73.950884","10","9","218","1055055","1018250051","Central Harlem South                                                       "
"DOE","PS. 226M","The students will participate and gain proficiency in the art making process, and will spend the year working independently with educators from NY cultural organizations. ","No","4700.00","3000.00","P226M Annual Student Art Exhibit 2014 ","220 W 121 St",,,"10026","MANHATTAN","40.806768","-73.951061","10","9","220","1058470","1019260017","Central Harlem South                                                       "
"DPR","New York Classical Theatre, Inc.","Funding will support 3 theater productions (60 free performances) at varied public spaces in Manhattan. Presented using their signature Panoramic Theater, during the course of each performance the audience travels with the actors across the landscape of each space, which serves as the set for the production. ","No","10000.00","3000.00","Free Classical Theatre and Family Workshops Across Manhattan","40 West 116th Street, #B1004","New York","NY","10026","MANHATTAN","40.80145","-73.948342","10","9","190","1087782","1015997502","Central Harlem South                                                       "
"DFTA","Abyssinian Development Corporation","The Abyssinian Development Corporation Harlem NNORC is designed to provide services and support to Harlem seniors to enable them to maintain independence and successfully age in place. This is accomplished by bringing together a variety of local businesses, community organizations, and elected officials to ensure that services are available to seniors and highlight important issues to be addressed by the community to transform Harlem into an age friendly place. ","No","20000.00","8750.00","Harlem NNORC","4 West 125th Street","New York","NY","10027","MANHATTAN","40.806531","-73.942555","10","9","200","1053467","1017220040","Central Harlem South                                                       "
"DFTA","Dances For A Variable Population","Dances For A Variable Population seeks support for a borough-wide Senior Dance and Fitness Initiative with a special focus on Harlem, supporting senior citizens' physical wellness and creative expression through dance instruction. The program will serve 900 senior citizens aged 60 and up.","Yes","9000.00","7000.00","Senior Dance and Fitness Initiative","560 Riverside Drive, Apt. 9K","New York","NY","10027","MANHATTAN","40.817051","-73.960772","9","7","211","1059891","1019950063","Morningside Heights                                                        "
"DFTA","Morningside Retirement and Health Services","The Cluster Care Project delivers affordable and efficient health and home care services to under-served elderly residents of Morningside Gardens in West Harlem who suffer from disabling health and/or mental health impairments. The principle of Cluster Care is that the aide, rather than being assigned to one person at a time, is assigned to on task at a time.","No","6000.00","3500.00","Cluster Care Project","10 La Salle Street, #MC","New York","NY","10027","MANHATTAN","40.812652","-73.956942","9","7","211",,,"Morningside Heights                                                        "
"DOE","Manhattan School of Music","Music Teaches provides high-cliber music eduation to New York City school children primarily in East and West Harlem, Washington Heights, Morningside Heights and the Upper East and West Sides of Manhattan who would not otherwise have access to these important music programs.","No","5000.00","0.00","Music Teaches, Manhattan School of Music's NYC Arts-in-Education Program","120 Claremont Avenue ","New York","NY","10027","MANHATTAN","40.812588","-73.961848","9","7","211","1076684","1019930001","Morningside Heights                                                        "
"DOE","Red Balloon Day Care Center Inc.","The  Red Ballon is a full day/year round preschool that serves Harlem, Washington Heights, and Inwood's working and student families. Founded in 1972 the Red Balloon contiunes to appeal to working and student families throughout the community.","Yes","20000.00","0.00","The Red Balloon Scholarship Fund","560 Riverside Drive","New York","NY","10027","MANHATTAN","40.817051","-73.960772","9","7","211","1059891","1019950063","Morningside Heights                                                        "
"DOE","The Mama Foundation for the Arts, Inc.","Gospel for Teens (GFT) is a 24 week music education program, transpiring over the course of two semesters. There are three classes 1) Freshman, 2) Adavanced, and 3) Performing Before Live Audiences (PBLA)-the official Gospel for Teens Choir. At the end of each semester, all classes have a culminating mantiee and evening performance at the 520-seat Dempsey Theater.","Yes","5000.00","4500.00","Gospel for Teens","149 West 126th Street","New York","NY","10027","MANHATTAN","40.809036","-73.946375","10","9","224","1057889","1019110112","Central Harlem North-Polo Grounds                                          "
"DOHMH","African Services Committee, Inc.","Recognizing the unique vulnerability of our African immigrant clients and the threat of further transmission, ASC initiated a free HBV screening program in 2009 with support from the NYC Dept. of Health.","Yes","10000.00","5000.00","Hepatitis B Screening and Linkage to Care for Immigrant Communities in Manhattan","429 West 127th Street","New York","NY","10027","MANHATTAN","40.813002","-73.953849","9","7","21303","1084104","1019670060","Manhattanville                                                             "
"DOHMH","Harlem United Community AIDS Center"," Our food and nutrition services program offers nuritious evening meals and pantry gags to persons living with HIV/AIDS, poverty, or other hardships, and therir family members, seven days and evening per week, 52 weeks per year.","No","10000.00","7500.00","Food and Nutrition Services","306 Lenox Avenue ","New York","NY","10027","MANHATTAN","40.808047","-73.945274","10","9","200","1053494","1017230001","Central Harlem South                                                       "
"DOC","Correctional Association of New York","The Correctional Association collaborates with DOC and the NYPD to monitor conditions in the city's court pens. Since 1989, the Court Pens Monitoring Project has conducted regular visits to court pens in Manhattan, NYC to ensure that conditions are safe and humane.","No","7000.00","4060.00","New York City Court Pens Monitoring Project","2090 Adam Clayton Powell Boulevard","New York","NY","10027",,,,,,,,,
"DPR","Figure Skating in Harlem, Inc.","Our 9 full-time and 53 seasonal staff of tutors, educators, and coaches and more than 80 volunteers make a tremendous impact in the community by providing our students, and their families, with support and guidance and physical fitness opportunities during these critical developmental years.","No","10000.00","3000.00","ICE: I Can Excel and Summer Dreams Fitness and Academic Program","362 West 125th Street, 2nd Fl.","New York","NY","10027","MANHATTAN","40.810954","-73.953056","9","9","20901","1059296","1019510007","Morningside Heights                                                        "
"DPR","The Children's Village, Inc.","Program activities include recreation, academic support, arts, literacy, summer camp, and cultural enrichment trips, to local attractions such as Brodway shows or Chelsea Piers. The center also hosts special events such as Family Bingo Night and reading celebrations.","Yes","10000.00","4000.00","Polo Grounds Community Center Teen Program","2090 Adam Clayton Powell Blvd.","New York","NY","10027","MANHATTAN","40.808639","-73.948582","10","9","222","1058640","1019300030","Central Harlem South                                                       "
"DOE","Association to Benefit Children","ABC Youth Services provides a nurturing environment for high-risk school-age children in E. Harlem. The program includes a therapeutic after-school program for children ages 6-12, a Youth Alliance program for students 13-21 and a summer camp. ","No","5000.00","3000.00","ABC Youth Services Program","419 East 86th Street","New York","NY","10028","MANHATTAN","40.776514","-73.948491","8","5","14402","1083281","1015660008","Yorkville                                                                  "
"DOHMH","Museum of Motherhood","Drawing on strengths and partnerships with the Goodwill Beyond Jobs and the NuAFrikan Theatre in Harlem and the Glenn Taylor Nursing Institute for Family and Society, identified 'at risk individuals' participate in the 'Motherhood is Leadership' program at the Museum of Motherhood.","Yes","3500.00","0.00","100 Mothers Project","401 East 84th Street, Lower level","New York","NY","10028","MANHATTAN","40.775428","-73.949994","8","5","14401","1073786","1015647502","Yorkville                                                                  "
"DFTA","Museum of the City of New York","Perform! Is a live musical theater performance series held at the Museum of the City of New York each spring and fall in our 250-seat auditorium. Perform! Provides an important service for Manhattan communities-especially Manhattan's seniors-by offering a high level of entertainment for a low price.","No","10000.00","0.00","Perform! Musical Cabaret","1220 Fifth Avenue","New York","NY","10029","MANHATTAN","40.792438","-73.952448","11","8","168","1074157","1016090001","East Harlem South                                                          "
"DOE","PS 72 - The Lexington Academy","Not eligible ",,,"0.00","Let's Retire the antequated Restrooms","131 East 104th Street","New York","NY","10029","MANHATTAN","40.791179","-73.947776","11","8","166","1081340","1016320011","East Harlem South                                                          "
"DFTA","Union Settlement Association, Inc.","We are seeking renewed support for the East Harlem Dinner Project, which supplies the 400 homebound seniors in our Meal on Wheels Program with a supplemental sandwich in their daily delivery. ","No","10000.00","7500.00","East Harlem Dinner Project","237 East 104th Street","New York","NY","10029","MANHATTAN","40.789687","-73.944267","11","8","170","1080671","1016540011","East Harlem South                                                          "
"DOE","Boys & Girls Harbor, Inc.","The afterschool program serves nearly 400 students, many of whom live in underserved communities. The Harbor targets students at-risk of academic failure and/or represent the first in their family to attend college. Main areas of programming include academic enrichment, college and career prep, social skills support, performing arts, and critical thinking. ","No","5000.00","3000.00","Harbor Afterschool","One East 104th Street","New York","NY","10029",,,,,,,,,
"DOE","East Harlem Block Nursery, Inc.","Activities at the EHBS After-School Program are planned to expand children's knowledge of and involvement in the wider community. The goal is to develop children's ability to receive and process information more broadly as well as express themselves in an effective way. The program is located at Grant Day Care Center in the Ulysses S.Grant NYCHA housing.","Yes","25000.00","0.00","East Harlem Block Nursery After School Program","215 East 106th Street","New York","NY","10029","MANHATTAN","40.791312","-73.944041","11","8","170","1080690","1016560001","East Harlem South                                                          "
"DOE","Harlem RBI, Inc. ","REAL Kids Summer Program is a six-week summer program for East Harlem youth in grades K-5. Youth participate in educational and enrichment activites in the mornings and baseball/softball practices and games in the afternoons.","No","10000.00","0.00","REAL (Reading and Enrichment Academy for Learning) Kids Program","333 East 100th Street","New York","NY","10029","MANHATTAN","40.786209","-73.943789","11","8","164","1087440","1016720017","East Harlem South                                                          "
"DOE","Our Firefighters Children's Foundation","Our project serves the public by offering an affordable option for theatrical entertainment . Our target audience are NYC school children, of all ages, physical abilities, races and socioeconomic backgrounds. Our objective is to offer expowure to an art from that many members of our target audience don't have access to.","Yes","10000.00","0.00","The 5dollarplay","1695 Madison Avenue, Suite 8C","New York","NY","10029","MANHATTAN","40.797494","-73.946655","11","8","184","1080640","1016200023","East Harlem North                                                          "
"DOE","P.S. 50","youth Pride Chorus is one of the few LGBTQ youth choruses and stands as a premier program for youth empowerment. YPC singers learn music literacy, and advance singers receive individual voice instruction. The program also addresses youth's developmental n","Yes","10000.00","0.00","The Vito Marcantonio Community Peace Garden","433 East 100th Street","New York","NY","10029","MANHATTAN","40.785258","-73.941526","11","8","162","1083933","1016940001","East Harlem South                                                          "
"DOE","SCAN New York Volunteer Parent-Aides Association, Inc. ","The SCAN Leadership Development Program will work with 45 young people ages 13/18 who reside near SCAN's three East Harlem-based community centers. The program will work with young people drawn form the area's most prominent youth gangs and will provide group sessions to provide opportunities to talk about what gangs mean to their communities and the damamgin influence of crime in involved in gang life.","No","6850.00","0.00","The Scan Leadership Development Program for at-Risk Youth","345 East 102nd Street, Suite 301","New York","NY","10029","MANHATTAN","40.787394","-73.942709","11","8","164","1086440","1016747501","East Harlem South                                                          "
"DOHMH","Concrete Safaris","Support requested for a youth-driven green exercise program for 7-12 year-olds in E Harlem. Children will grow vegetables at Mad Fun Farm, the first youth-centered farm on NYCHA property, during intensive workshops held 5 days per week.","No","5000.00","5000.00","City Surfers","1775 Third Avenue ","New York","NY","10029","MANHATTAN","40.786574","-73.948303","11","8","15602","1079203","1016470001","East Harlem South                                                          "
